a662ef97af74886384f4d2fcb7bd5001e403d3be0a7cffa2c5c5c575973f946b,01d28c3d8166baad9485736626bb700c9ddae6d795e18177f3c67ebf4d454bf3,bee7cfa9affc01dcf0b99c73dee240075874195a0c9e389e30c13a9191c27e8f,d39c24e4444074198039a7294021de747e52249f937c16554e6b1fc2c72662b9,cfdf8fdbb55fe0b4825e1a5278245c7baf177043271d12ed98237cd90dafca3a,729f099af5126cf3987aa87b3721953fba0ee05d6bce7b5537cbd9cbf3665236,0bca4314c478ffc5ffe496585e71552090fa08b87f36e847be934f06110697c3,5a3701b6484297b1d8712646bae7992233c2a45cbb5d1df70bfc5b16677f51d2,81243a53b9f98051daf1e95ae813634364c005eb4d1e4d3201946524f2a6a7b4,6442b12b740bebebaa9356dc0bbc59bc9d77e027336b9dd1ff9ea94169c9db03,e90ed5cea8b4caf20ab54d0dd7afcff1bfd564d3818e7a2cf8ce232609f7f359
"","surprise_idle","0","131711","0.2","1","3","5152063","shock_to_surprise","","63065"
"","","1","1","0.2","","3","5152063","empty","","63066"
"","doya_talk_sad","0","132011","0.2","1","3","5152063","doya_in_sad","0","63067"
"","0","0","vo_rag","","","21","5152063","vo_rag_5009","","63068"
"0","1","10","132011","0","1","11","5152063","これがアイドル…とても過酷だ\nところで…まだ他にも\n色々なタイソーがあるんだろう？","0","63069"
"","0","0","0","","","91","5152063","","","63070"
"","","1","132011","0.2","","3","5152063","doya_talk","","63071"
"","0","0","vo_rag","","","21","5152063","vo_rag_5010","","63072"
"0","1","10","132011","0","1","11","5152063","そちらもぜひご教授願いたいね\nああ、ボクは見ているだけで\n大丈夫だよ","0","63073"
"","0","0","0","","","91","5152063","","","63074"
"","","1","132011","0.2","","3","5152063","doya_idle","","63075"
"","","1","131711","0.2","","3","5152063","sad_talk_anger","","63076"
"","0","0","vo_rag","","","21","5152063","vo_rag_5011","","63077"
"0","1","10","131711","0","1","11","5152063","さすがは『強欲の魔女』\n体力は絶望的でも、\nその知的好奇心は無限なのね","0","63078"
"","0","0","0","","","91","5152063","","","63079"
"","doya_idle_normal2","0","132011","0.2","1","3","5152063","doya_to_doya","0","63080"
"","cool_talk_joy2","0","131711","0.2","1","3","5152063","cool_in_joy2","0","63081"
"","","0","se_10058300","","","23","5152063","se_10058300_emotion_isekai_1","","63082"
"","0","0.8","131711","","0","12","5152063","10","","63083"
"","","","1.5","","","93","5152063","0","","63084"
"","","1","132011","0.2","","3","5152063","sad_idle_surprise1","","63085"
"","","0","131711","0.2","","3","5152063","ames_idol_dance","","63086"
"","","","1.8","","","93","5152063","0","","63087"
"","echidna_interest_talk","0","132011","0.2","1","3","5152063","echidna_interest_in","0","63088"
"","","0","se_10058300","","","23","5152063","se_10058300_emotion_isekai_2","","63089"
"","0","2","132011","","0","12","5152063","7","","63090"
"","","","1.1","","","93","5152063","0","","63091"
"","","","0.5","","","93","5152063","0","","63092"
"","","","63094","","","101","5152063","","","63093"
"","","","bgm_MC173B","","","25","5152063","bgm_MC173B","","63094"
"","","","0","","","22","5152063","0","","63095"
"idle_normal","410","110","1","1.55","-295","1","5152064","102611","1","64001"
"cool_idle","176","105","1","1.45","-114","1","5152064","107811","0","64002"
"joy_idle_normal","12","106","1","1.5","-179","1","5152064","102311","0","64003"
"idle_normal","-177","105","1","1.45","-116","1","5152064","110311","0","64004"
"wish_idle","-226","107","1","1.55","-258","1","5152064","102111","0","64005"
"idle_normal","115","107","1","1.55","-260","1","5152064","131911","0","64006"
"doya_idle","-350","106","1","1.5","-178","1","5152064","122811","0","64007"
"idle_normal","-391","108","1","1.6","-334","1","5152064","122911","0","64008"
"idle_normal","-60","108","1","1.6","-330","1","5152064","122711","0","64009"
"","","","102611","","","13","5152064","210","","64010"
"","","","131911","","","13","5152064","207","","64011"
"","","","110311","","","13","5152064","205","","64012"
"","","","122711","","","13","5152064","208","","64013"
"","","","122811","","","13","5152064","206","","64014"
"","","","122911","","","13","5152064","208","","64015"
"","","","102111","","","13","5152064","207","","64016"
"","","","102311","","","13","5152064","206","","64017"
"","","","107811","","","13","5152064","205","","64018"
"empty","410","115","1","1.55","-295","5","5152064","11","1","64019"
"empty","115","131","1","1.55","-260","5","5152064","61","0","64020"
"empty","146","131","1","1.55","-134","5","5152064","62","0","64021"
"empty","410","132","1","1.55","-295","5","5152064","63","0","64022"
"empty","-177","132","1","1.55","-136","5","5152064","64","0","64023"
"","40","0","1","1","1.3","31","5152064","1","","64024"
"","-235","385","13","0","1","31","5152064","13","","64025"
"","0","0","2","0","1","31","5152064","2","","64026"
"","0","0","3","1","1","31","5152064","3","","64027"
"","","","0","","","91","5152064","0","","64028"
"","","","3","","","37","5152064","telop_4","","64029"
"","","0","0","","","102","5152064","0","","64030"
"","","","1","","","93","5152064","0","","64031"
"","","1","102611","0.2","","3","5152064","sad_talk_dead","","64032"
"","0","0","vo_rag","","","21","5152064","vo_rag_3001","","64033"
"0","1","10","102611","0","1","11","5152064","えぇ…うそ、めっちゃ来てるじゃん…\nこんな朝早くからご苦労さんだねぇ…","0","64034"
"","0","0","0","","","91","5152064","","","64035"
"","","1","102611","0.2","","3","5152064","talk_normal_surprise","","64036"
"","0","0","vo_rag","","","21","5152064","vo_rag_3002","","64037"
"0","1","10","102611","0","1","11","5152064","ほんとはやりたくないけど、\n体操はじめるよ～","0","64038"
"","0","0","0","","","91","5152064","","","64039"
"","","1","102611","0.2","","3","5152064","idle_normal","","64040"
"","","","bgm_MC175B","","","25","5152064","bgm_MC175B","","64041"
"","","","2","","","32","5152064","1","","64042"
"","0","0","vo_rag","","","21","5152064","vo_rag_3003","","64043"
"2.2","1","10","102611","0","0","11","5152064","まずはその場で跳躍～\nいち、に、さん…","0","64044"
"","0","0","3.2","","","93","5152064","","","64045"
"","tired_idle","0","11","0.2","1","3","5152064","gutara_jump3time","0.2","64046"
"","tired_idle","0","102611","0.2","1","3","5152064","gutara_jump3time","0.2","64047"
"","0","0","0.1","","","93","5152064","","","64048"
"","idle_normal","0","131911","0.2","1","3","5152064","jump3time","0.2","64049"
"","idle_normal","0","122911","0.2","1","3","5152064","jump3time","0.2","64050"
"","joy_idle_normal","0","102311","0.2","1","3","5152064","jump3time","0.2","64051"
"","0","0","0.1","","","93","5152064","","","64052"
"","idle_normal","0","107811","0.2","1","3","5152064","jump3time","0.2","64053"
"","idle_normal","0","110311","0.2","1","3","5152064","jump3time","0.2","64054"
"","wish_idle","0","102111","0.2","1","3","5152064","jump3time","0.2","64055"
"","0","0","0.1","","","93","5152064","","","64056"
"","doya_idle","0","122811","0.2","1","3","5152064","jump3time","0.2","64057"
"","idle_normal","0","122711","0.2","1","3","5152064","jump3time","0.2","64058"
"","","","2.1","","","93","5152064","0","","64059"
"","","0","se_10058300","","","23","5152064","se_10058300_isekai_breath","","64060"
"","","","1.7","","","93","5152064","0","","64061"
"","0","0","64044","","","91","5152064","","","64062"
"","0.5","0.5","bgm_MC173B","0","0","27","5152064","bgm_MC173B","1","64063"
"","","","2","","","37","5152064","out","","64064"
"","0","0","vo_rag","","","21","5152064","vo_rag_3004","","64065"
"0","1","10","102611","0","1","11","5152064","…ふぅ、ちょっと休憩しよっか","","64066"
"","0","0","0","","","91","5152064","","","64067"
"","","1","107811","0.2","","3","5152064","talk_normal_shy","","64068"
"","0","0","vo_rag","","","21","5152064","vo_rag_3005","","64069"
"0","1","10","107811","0","1","11","5152064","いくら何でも早すぎるでしょ！？","","64070"
"","0","0","0","","","91","5152064","","","64071"
"","","1","107811","0.2","","3","5152064","idle_normal_shy","","64072"
"","","","se_10058300_isekai_breath","","","24","5152064","0.3","","64073"
"","","1","11","0.2","","3","5152064","empty","","64074"
"","","1","102611","0.2","","3","5152064","talk_normal_joy","","64075"
"","0","0","vo_rag","","","21","5152064","vo_rag_3006","","64076"
"0","1","10","102611","0","1","11","5152064","じゃあ次は横になって深呼吸～","","64077"
"","0","0","0","","","91","5152064","","","64078"
"","gutara_sleepy_idle","0","102611","0.2","1","3","5152064","idle_to_layLongHair","0","64079"
"","0","0","0.2","","","93","5152064","","","64080"
"","gutara_breathLongHair_idle","0","131911","0.2","1","3","5152064","idle_to_layLongHair","0","64081"
"","gutara_breathShortHair_idle","0","122911","0.2","1","3","5152064","idle_to_layShortHair","0","64082"
"","gutara_breathShortHair_idle","0","102311","0.2","1","3","5152064","idle_to_layShortHair","0","64083"
"","0","0","0.2","","","93","5152064","","","64084"
"","gutara_breathLongHair_idle","0","110311","0.2","1","3","5152064","idle_to_layLongHair","0","64085"
"","gutara_breathShortHair_idle","0","122711","0.2","1","3","5152064","idle_to_layShortHair","0","64086"
"","gutara_breathLongHair_idle","0","107811","0.2","1","3","5152064","idle_to_layLongHair","0","64087"
"","0","0","0.1","","","93","5152064","","","64088"
"","gutara_breathShortHair_idle","0","102111","0.2","1","3","5152064","idle_to_layShortHair","0","64089"
"","gutara_breathShortHair_idle","0","122811","0.2","1","3","5152064","idle_to_layShortHair","0","64090"
"","1","1","0","12","2.8","121","5152064","105","","64091"
"","0","0","2","","","93","5152064","","","64092"
"","0","1.5","102611","50","0","12","5152064","12","-120","64093"
"","0","0","1.5","","","93","5152064","","","64094"
"","gutara_sleep2_idle","0","102611","0.2","1","3","5152064","gutara_sleep2_in","0","64095"
"","0","0","1.5","","","93","5152064","","","64096"
"","","","13","","","32","5152064","1","","64097"
"","0","0","vo_rag","","","21","5152064","vo_rag_3007","","64098"
"0","1","10","102611","15","1","11","5152064","すぅ…むにゃむにゃ…","-100","64099"
"","0","0","0","","","91","5152064","","","64100"
"","","0","se_10058300","","","23","5152064","se_10058300_gutara_sleep","","64101"
"","","","11","","","4","5152064","0","","64102"
"","0","-310","11","","0","2","5152064","460","","64103"
"","","0","11","","","3","5152064","gutara_sleep","","64104"
"","gutara_sleep1_idle","0","107811","0.2","1","3","5152064","gutara_surprise","0","64105"
"","0","0","vo_rag","","","21","5152064","vo_rag_3008","","64106"
"1.5","1","10","107811","-15","0","11","5152064","ウソでしょ？　寝てる！？\nやだ、あたしまで眠くなってきた…","-40","64107"
"","","","6.8","","","93","5152064","0","","64108"
"","","","0.5","","","93","5152064","0","","64109"
"","","0","se_10058300","","","23","5152064","se_10058300_gutara_sleep","","64110"
"","","0","62","","","3","5152064","gutara_sleep2","","64111"
"","0","0","64107","","","91","5152064","","","64112"
"","gutara_sleep1_idle","0","122911","0.2","1","3","5152064","gutara_sleep1ShortHair_in","0","64113"
"","0","0","0.2","","","93","5152064","","","64114"
"","gutara_sleep1_idle","0","102311","0.2","1","3","5152064","gutara_sleep1ShortHair_in","0","64115"
"","0","0","0.2","","","93","5152064","","","64116"
"","gutara_sleep1_idle","0","122811","0.2","1","3","5152064","gutara_sleep1ShortHair_in","0","64117"
"","0","0","1.5","","","93","5152064","","","64118"
"","gutara_sleep1_idle","0","110311","0.2","1","3","5152064","gutara_sleepy_in","0","64119"
"","0","0","vo_rag","","","21","5152064","vo_rag_3009","","64120"
"1.5","1","10","110311","-40","0","11","5152064","今日は朝が早かったから…\nあたしも…ふあ……","-110","64121"
"","","","7.4","","","93","5152064","0","","64122"
"","","0","se_10058300","","","23","5152064","se_10058300_gutara_sleep","","64123"
"","","0","64","","","3","5152064","gutara_sleep","","64124"
"","0","0","64121","","","91","5152064","","","64125"
"","gutara_sleep1_idle","0","102111","0.2","1","3","5152064","gutara_sleep1ShortHair_in","0","64126"
"","0","0","0.2","","","93","5152064","","","64127"
"","gutara_sleep1_idle","0","122711","0.2","1","3","5152064","gutara_sleep1ShortHair_in","0","64128"
"","0","0","4","","","93","5152064","","","64129"
"","gutara_notice_talk_shy","0","131911","0.2","1","3","5152064","gutara_notice_in","0","64130"
"","0","0","vo_rag","","","21","5152064","vo_rag_3010","","64131"
"0","1","10","131911","-15","1","11","5152064","え、みんな寝ちゃったの！？\nびっくり仰天だわ\nみんなを起こさないと…","-50","64132"
"","0","0","0","","","91","5152064","","","64133"
"","gutara_notice_talk_dead","0","131911","0.2","1","3","5152064","gutara_notice_to_notice","0","64134"
"","0","0","vo_rag","","","21","5152064","vo_rag_3011","","64135"
"0","1","10","131911","-15","1","11","5152064","ふわぁ……\nあれ、どうしてかしら、\n私まで急に眠く…すぅ","-50","64136"
"","0","0","0","","","91","5152064","","","64137"
"","gutara_sleep1_idle","0","131911","0.2","1","3","5152064","gutara_notice_out","0","64138"
"","0","0","0.5","","","93","5152064","","","64139"
"","","0","se_10058300","","","23","5152064","se_10058300_gutara_sleep","","64140"
"","","0","61","","","3","5152064","gutara_sleep","","64141"
"","0","0","1.3","","","93","5152064","","","64142"
"","","0","se_10058300","","","23","5152064","se_10058300_gutara_sleep","","64143"
"","0","-305","64","","0","2","5152064","-205","","64144"
"","","0","64","","","3","5152064","gutara_sleep2","","64145"
"","0","0","1.3","","","93","5152064","","","64146"
"","","0","se_10058300","","","23","5152064","se_10058300_gutara_sleep","","64147"
"","0","-190","62","","0","2","5152064","-300","","64148"
"","","0","62","","","3","5152064","gutara_sleep","","64149"
"","0","0","2","","","93","5152064","","","64150"
"","","","0.5","","","93","5152064","0","","64151"
"","","","64153","","","101","5152064","","","64152"
"","","","bgm_MC173B","","","25","5152064","bgm_MC173B","","64153"
"","","","0","","","22","5152064","0","","64154"
"idle_normal","335","109","1","1.55","-280","1","5152065","127111","1","65001"
"wish_idle_normal","-252","105","1","1.5","-179","1","5152065","132111","0","65002"
"doya_idle","-74","104","4","1.5","-163","5","5152065","4","0","65003"
"idle_normal","29","107","1","1.55","-264","1","5152065","131911","0","65004"
"wish_idle_normal","-346","109","1","1.55","-304","1","5152065","126911","0","65005"
"idle_normal","-150","108","1","1.55","-285","1","5152065","113111","0","65006"
"ghost_dokuro_idle","1000","110","6","1.5","-280","5","5152065","6","1","65007"
"","1","1","6","0","0","6","5152065","1","0","65008"
"idle_normal","-507","106","7","1.5","-178","5","5152065","7","0","65009"
"","1","1","7","0","0","6","5152065","1","0","65010"
"","","","127111","","","13","5152065","209","","65011"
"","","","132111","","","13","5152065","205","","65012"
"","","","4","","","13","5152065","204","","65013"
"","","","131911","","","13","5152065","207","","65014"
"","","","126911","","","13","5152065","209","","65015"
"","","","113111","","","13","5152065","208","","65016"
"","0","0","1","1","1.03","31","5152065","1","","65017"
"","-178","-507","14","0","1","31","5152065","14","","65018"
"","0","0","16","0","1.03","31","5152065","16","","65019"
"","0","0","2","0","1","31","5152065","2","","65020"
"","0","0","3","1","1","31","5152065","3","","65021"
"","-130","1000","15","0","1","31","5152065","15","","65022"
"","","","0","","","91","5152065","0","","65023"
"","","","3","","","37","5152065","telop_5","","65024"
"","","0","0","","","102","5152065","0","","65025"
"","","","1","","","93","5152065","0","","65026"
"","","1","127111","0.2","","3","5152065","talk_normal","","65027"
"","0","0","vo_rag","","","21","5152065","vo_rag_4001","","65028"
"0","1","10","127111","0","1","11","5152065","本日の体操のお手本を\n務めさせていただくシノブです","0","65029"
"","0","0","0","","","91","5152065","","","65030"
"","","1","127111","0.2","","3","5152065","talk_normal","","65031"
"","0","0","vo_rag","","","21","5152065","vo_rag_4002","","65032"
"0","1","10","127111","0","1","11","5152065","そちらのあなたも一緒にどうぞ\nそれでは始めましょう。いちに、いち…","0","65033"
"","0","0","0","","","91","5152065","","","65034"
"","","","2","","","32","5152065","1","","65035"
"","","","bgm_MC175C","","","25","5152065","bgm_MC175C","","65036"
"","","","0.5","","","93","5152065","0","","65037"
"","","1","127111","0.3","","3","5152065","radio_stretch1_loop","","65038"
"","","","0.1","","","93","5152065","0","","65039"
"","","1","132111","0.2","","3","5152065","radio_stretch1_loop","","65040"
"","","1","4","0.2","","3","5152065","radio_stretch1_loop","","65041"
"","","1","131911","0.2","","3","5152065","radio_stretch1_loop","","65042"
"","","1","126911","0.2","","3","5152065","radio_stretch1_loop","","65043"
"","","1","113111","0.2","","3","5152065","radio_stretch1_loop","","65044"
"","","1","7","0.2","","3","5152065","radio_stretch1_loop","","65045"
"","","","1","","","93","5152065","0","","65046"
"","","","16","","","32","5152065","1","","65047"
"","","","14","","","32","5152065","1","","65048"
"","","","0.7","","","93","5152065","0","","65049"
"","1","1","65","12","2.8","121","5152065","0","","65050"
"","","","1","","","93","5152065","0","","65051"
"","1","1","7","1","1","6","5152065","1","0","65052"
"","","","2.2","","","93","5152065","0","","65053"
"","sad_talkR","0","131911","0.2","1","3","5152065","ghost_stretch1_turn","0","65054"
"","0","0","vo_rag","","","21","5152065","vo_rag_4003","","65055"
"0.5","1","10","131911","0","0","11","5152065","ええと、そっちには誰も…\nきゃあっ！","50","65056"
"","","","2.5","","","93","5152065","0","","65057"
"","shock_loopR","0","131911","0.2","1","3","5152065","shock_inR","0","65058"
"","","","2.1","","","93","5152065","0","","65059"
"","0","0","65056","","","91","5152065","","","65060"
"","","0","131911","0.2","","3","5152065","ghost_stretch2_turn","","65061"
"","","","0.4","","","93","5152065","0","","65062"
"","","1","127111","0.2","","3","5152065","radio_stretch2R_loop","","65063"
"","","","0.1","","","93","5152065","0","","65064"
"","","1","132111","0.2","","3","5152065","radio_stretch2_loop","","65065"
"","","1","4","0.2","","3","5152065","radio_stretch2_loop","","65066"
"","","1","131911","0.2","","3","5152065","radio_stretch2_loop_faceBlue","","65067"
"","","1","126911","0.2","","3","5152065","radio_stretch2_loop","","65068"
"","","1","113111","0.2","","3","5152065","radio_stretch2_loop_faceBlue","","65069"
"","","1","7","0.2","","3","5152065","radio_stretch2_loop","","65070"
"","0","0","vo_rag","","","21","5152065","vo_rag_4004","","65071"
"0.5","1","10","113111","0","0","11","5152065","お、おいおい、勘弁しとくれよ…","50","65072"
"","","","6.6","","","93","5152065","0","","65073"
"","0","0","vo_rag","","","21","5152065","vo_rag_4005","","65074"
"0.5","1","10","127111","0","0","11","5152065","はい、その調子です","0","65075"
"","","","3.4","","","93","5152065","0","","65076"
"","","","14","","","37","5152065","spread","","65077"
"","","","0.3","","","93","5152065","0","","65078"
"","","1","127111","0.2","","3","5152065","radio_stretch1_loop_surprise1","","65079"
"","","","0.1","","","93","5152065","0","","65080"
"","","1","132111","0.2","","3","5152065","radio_stretch1_loop_faceBlue","","65081"
"","","1","4","0.2","","3","5152065","radio_stretch1_loop","","65082"
"","","1","131911","0.2","","3","5152065","radio_stretch1_loop_faceBlue","","65083"
"","","1","126911","0.2","","3","5152065","radio_stretch1_loop","","65084"
"","","1","113111","0.2","","3","5152065","radio_stretch1_loop_faceBlue","","65085"
"","","1","7","0.2","","3","5152065","radio_stretch1_loop","","65086"
"","","0","se_10058300","","","23","5152065","se_10058300_ghost_cold","","65087"
"","","","1","","","93","5152065","0","","65088"
"","0","0","vo_rag","","","21","5152065","vo_rag_4006","","65089"
"0.5","1","10","132111","0","0","11","5152065","ひゃっ！　ね、姉様…","0","65090"
"","","","4.6","","","93","5152065","0","","65091"
"","0","0","vo_rag","","","21","5152065","vo_rag_4007","","65092"
"0.5","1","10","127111","0","0","11","5152065","にーにっ、さんし…","0","65093"
"","","","3.7","","","93","5152065","0","","65094"
"","","","1.1","","","93","5152065","0","","65095"
"","0","0","0","","","91","5152065","","","65096"
"","","1","127111","0.2","","3","5152065","radio_stretch2R_loop","","65097"
"","","","0.1","","","93","5152065","0","","65098"
"","","1","132111","0.2","","3","5152065","radio_stretch2_loop_faceBlue","","65099"
"","","1","4","0.2","","3","5152065","radio_stretch2_loop","","65100"
"","","1","131911","0.2","","3","5152065","radio_stretch2_loop_faceBlue","","65101"
"","","1","126911","0.2","","3","5152065","radio_stretch2_loop","","65102"
"","","1","113111","0.2","","3","5152065","radio_stretch2_loop_faceBlue","","65103"
"","","1","7","0.2","","3","5152065","radio_stretch2_loop","","65104"
"","0","0","vo_rag","","","21","5152065","vo_rag_4008","","65105"
"0.5","1","10","4","0","0","11","5152065","風よ\n風の仕業に決まってるわ\nタイソーに集中なさい、レム","0","65106"
"","","","5.1","","","93","5152065","0","","65107"
"","","","0","","","93","5152065","0","","65108"
"","","","15","","","32","5152065","1","","65109"
"","0.8","-130","15","","11","33","5152065","197","","65110"
"","0.8","-280","6","","11","2","5152065","197","","65111"
"","","0","se_10058300","","","23","5152065","se_10058300_ghost_soul","","65112"
"","","","0.5","","","93","5152065","0","","65113"
"","escape","0","131911","0.2","1","3","5152065","shock_jump","0","65114"
"","escape","0","113111","0.2","1","3","5152065","shock_jump","0","65115"
"","0","0","vo_rag","","","21","5152065","vo_rag_4010","","65116"
"0.8","0","20","131911","20","0","11","5152065","きゃああぁー！","80","65117"
"","0","1","vo_rag","","","21","5152065","vo_rag_4011","","65118"
"0","0","20","113111","-20","0","11","5152065","ひ、ひいいいぃー！？","80","65119"
"","","","0.3","","","93","5152065","0","","65120"
"","","","6","","","4","5152065","0","","65121"
"","","","0.7","","","93","5152065","0","","65122"
"","2","-264","131911","","0","2","5152065","-1050","","65123"
"","2","-285","113111","","0","2","5152065","-1229","","65124"
"","","","2","","","37","5152065","out","","65125"
"","","","16","","","37","5152065","out","","65126"
"","","","14","","","37","5152065","out","","65127"
"","0.5","0.5","bgm_MC173B","0","0","27","5152065","bgm_MC173B","1","65128"
"","","1","7","0.2","","3","5152065","idle_normal","","65129"
"","1","1","7","1.2","0","6","5152065","1","0","65130"
"","","1","127111","0.2","","3","5152065","sad_idle_normal","","65131"
"","","","0.1","","","93","5152065","0","","65132"
"","","1","132111","0.2","","3","5152065","idle_normal_surprise1","","65133"
"","","1","4","0.2","","3","5152065","idle_normal_surprise1","","65134"
"","","1","126911","0.2","","3","5152065","idle_normal","","65135"
"","","","0.1","","","93","5152065","0","","65136"
"","1","1","6","1","1","6","5152065","1","0","65137"
"","","","2","","","93","5152065","0","","65138"
"","0","0","vo_rag","","","21","5152065","vo_rag_4009","","65139"
"0","1","10","6","0","1","11","5152065","おーい、シノブ…\n捜したんだぞ","20","65140"
"","","","0","","","91","5152065","","","65141"
"","","1","127111","0.2","","3","5152065","sad_talk_talk2","","65142"
"","ghost_dokuro_idleR","0","6","0.2","1","3","5152065","ghost_dokuro_turn","0","65143"
"","0","0","vo_rag","","","21","5152065","vo_rag_4012","","65144"
"0","1","10","127111","0","1","11","5152065","さあ、気を取り直して\n体操を続けましょう","0","65145"
"","0","0","65145","","","91","5152065","","","65146"
"","","1","127111","0.2","","3","5152065","radio_stretch1_loop_surprise1","","65147"
"","","","0.1","","","93","5152065","0","","65148"
"","","1","132111","0.2","","3","5152065","radio_stretch1_loop","","65149"
"","","1","4","0.2","","3","5152065","radio_stretch1_loop","","65150"
"","","1","126911","0.2","","3","5152065","radio_stretch1_loop","","65151"
"","","","2.5","","","93","5152065","0","","65152"
"","","","0.5","","","93","5152065","0","","65153"
"","","","65155","","","101","5152065","","","65154"
"","","","bgm_MC173B","","","25","5152065","bgm_MC173B","","65155"
"","","","0","","","22","5152065","0","","65156"
"","","","1","","","22","5152065","0","","65157"
"idle_normal","-151","108","1","1.55","-259","1","5152066","131911","0","66001"
"wish_idle_normal","-460","110","1","1.55","-295","1","5152066","132111","0","66002"
"doya_idle","-305","109","4","1.55","-277","5","5152066","4","0","66003"
"idle_normal","89","105","1","1.55","-258","1","5152066","107511","1","66004"
"wish_idle_normal","407","107","1","1.55","-297","1","5152066","107611","1","66005"
"cool_idle","245","106","1","1.55","-278","1","5152066","107811","1","66006"
"wish_idle_normal","329","103","1","1.45","-142","1","5152066","126911","1","66007"
"idle_normal","479","104","1","1.45","-158","1","5152066","110311","1","66008"
"sad_idle_normal","178","102","1","1.45","-132","1","5152066","113511","1","66009"
"empty","-151","107","5","1.55","-259","5","5152066","5","0","66010"
"empty","15","210","2","0.75","120","5","5152066","2","0","66011"
"","","","131911","","","13","5152066","208","","66012"
"","","","132111","","","13","5152066","210","","66013"
"","","","4","","","13","5152066","209","","66014"
"","","","107511","","","13","5152066","205","","66015"
"","","","107611","","","13","5152066","207","","66016"
"","","","107811","","","13","5152066","206","","66017"
"","","","126911","","","13","5152066","203","","66018"
"","","","110311","","","13","5152066","204","","66019"
"","","","113511","","","13","5152066","202","","66020"
"","0","0","1","1","1","31","5152066","1","","66021"
"","0","0","4","0","1","31","5152066","4","","66022"
"","0","0","2","0","1","31","5152066","2","","66023"
"","0","0","3","1","1","31","5152066","3","","66024"
"","0","0","17","0","1","31","5152066","17","","66025"
"","","","0","","","91","5152066","0","","66026"
"","","","3","","","37","5152066","telop_6","","66027"
"","","0","0","","","102","5152066","0","","66028"
"","","","1","","","93","5152066","0","","66029"
"","","1","131911","0.2","","3","5152066","talk_normal_joy","","66030"
"","0","0","vo_rag","","","21","5152066","vo_rag_1001","","66031"
"0","1","10","131911","-10","1","11","5152066","それじゃあみんな、\nラジーオタイソーをはじめるわ！","5","66032"
"","0","0","66032","","","91","5152066","","","66033"
"","","1","131911","0.2","","3","5152066","idle_normal_joy","","66034"
"","gutsB_idle","0","132111","0.2","1","3","5152066","gutsB_in","0","66035"
"","cool_talk_talk2","0","4","0.2","1","3","5152066","cool_in_talk2","0","66036"
"","handsup_loop","0","107511","0.2","1","3","5152066","handsup_in","0","66037"
"","","1","107611","0.2","","3","5152066","wish_talk","","66038"
"","","1","126911","0.2","","3","5152066","wish2_idle","","66039"
"","","1","110311","0.2","","3","5152066","joy_idle","","66040"
"","doya_idle_normal2","0","107811","0.2","1","3","5152066","doya_in","0","66041"
"","","1","113511","0.2","","3","5152066","wish_talk_joy_shy","","66042"
"","0","0","2.5","","","93","5152066","","","66043"
"","","","bgm_MC175A","","","25","5152066","bgm_MC175A","","66044"
"","","","2","","","32","5152066","1","","66045"
"","","1","132111","0.2","","3","5152066","wish_idle_normal","","66046"
"","","1","4","0.2","","3","5152066","doya_idle","","66047"
"","","1","107511","0.2","","3","5152066","idle_normal","","66048"
"","","1","107611","0.2","","3","5152066","wish_idle_normal","","66049"
"","","1","126911","0.2","","3","5152066","cool_idle","","66050"
"","","1","110311","0.2","","3","5152066","wish_idle_normal","","66051"
"","","1","107811","0.2","","3","5152066","idle_normal","","66052"
"","","1","113511","0.2","","3","5152066","sad_idle_normal","","66053"
"","0","0","vo_rag","","","21","5152066","vo_rag_1002","","66054"
"0.5","1","10","131911","-10","0","11","5152066","まずはぴょんぴょん跳ねて\n全身をほぐしていきます","5","66055"
"","","","0.5","","","93","5152066","0","","66056"
"","","1","131911","0.2","","3","5152066","radio_jump_loop_normal2","","66057"
"","0","0","1.6","","","93","5152066","","","66058"
"","","1","132111","0.2","","3","5152066","radio_jump_loop","","66059"
"","","1","4","0.2","","3","5152066","radio_jump_loop_talk2","","66060"
"","0","0","0.1","","","93","5152066","","","66061"
"","","1","107511","0.2","","3","5152066","radio_jump_loop","","66062"
"","","1","107611","0.2","","3","5152066","radio_jump_loop","","66063"
"","","1","126911","0.2","","3","5152066","radio_jump_loop","","66064"
"","","1","110311","0.2","","3","5152066","radio_jump_loop","","66065"
"","","1","107811","0.2","","3","5152066","radio_jump_loop","","66066"
"","","1","113511","0.2","","3","5152066","radio_jump_loop","","66067"
"","","","3","","","93","5152066","0","","66068"
"","0","0","66055","","","91","5152066","","","66069"
"","0","0","vo_rag","","","21","5152066","vo_rag_1003","","66070"
"0.5","1","10","4","-10","0","11","5152066","ただ跳ねるだけでも\n案外疲れるものね","5","66071"
"","","","3.2","","","93","5152066","0","","66072"
"","0","0","66071","","","91","5152066","","","66073"
"","","","1.5","","","93","5152066","0","","66074"
"","","1","131911","0.3","","3","5152066","idle_normal","","66075"
"","","1","132111","0.3","","3","5152066","wish_talk","","66076"
"","","1","4","0.3","","3","5152066","cool_idle","","66077"
"","","","0.1","","","93","5152066","0","","66078"
"","","1","107511","0.3","","3","5152066","idle_normal","","66079"
"","","1","107611","0.3","","3","5152066","wish_idle","","66080"
"","","1","126911","0.3","","3","5152066","wish_idle_normal","","66081"
"","","1","110311","0.3","","3","5152066","idle_normal","","66082"
