6c8cc853b606241afce12939634be8e1f11f05ab2cd94924d8c460705dd5aa47,960e612aa770814ff66b79abc07330c2777bbafc5f21f315ed5346c22b9b98bd,a4031014148cb79994037f7e78a3fad574dde16d1d91bed07084071261e85f95,5cc28281341e54e7b235691f76b430aebf22b23b8b7d6a59dc8745f7ce01e35a,97b823b43c527b038824cb4a7ee3c4b05da9d39e0b9eef7f2c8acd10bae7e803,b2982c6d5e86c945f7c94aa967fa1ca3b8ac8ab1c11f902678ee4823d39830b3,781e78773f82d1602ff52ce0bdb1eaa3fbb347b66bfe61202b073885fa4eca45,97849d4906e14008c05525b6ca63718dc01b97ac0e57870f59c0775e4722c779,b68362d3750a9cfeefa7eb22701bbdc7d9493492774d5ace424bf9a759edb87a,09d8148648201a2e71c9e80ef9be93c70452d25ac1ba83ceba0f9fef8c226850,b305f06631e2fe823e874cd895bf96b4b5949262d898449a6032244bd2cab983
"10","0.2","…………","2","1010804","11","1","1","0","0","1010804026"
"","","","0","1010804","91","","","","","1010804027"
"1","","dsb_idle_relax_Ex2","2","1010804","3","","","","0.5","1010804028"
"0","","130","3","1010804","33","2","12","","","1010804029"
"0","","130","4","1010804","33","2","12","","","1010804030"
"0","","130","20","1010804","33","2","12","","","1010804031"
"-183","","120","30","1010804","33","2","12","","","1010804032"
"0","","130","43","1010804","33","2","12","","","1010804033"
"-219","","-345","124531","1010804","2","2","12","","","1010804034"
"-360","","130","2","1010804","2","2","12","","","1010804035"
"","","0","2.5","1010804","93","","","","","1010804036"
"1","","dsb_idle_surprise1","124531","1010804","3","","","","0.3","1010804037"
"0","","vo_dsb_4002","vo_dsb_1010804","1010804","21","0","","","","1010804038"
"10","0.2","（あの子……\nなんだかずっと静かね～\n電撃が強すぎちゃったかな？）","124531","1010804","11","1","1","0","0","1010804039"
"","","","0","1010804","91","","","","","1010804040"
"1","","dsb_talk_wish","124531","1010804","3","","","","0.2","1010804041"
"0","","vo_dsb_4003","vo_dsb_1010804","1010804","21","0","","","","1010804042"
"10","0.2","お客さま～？\nお湯加減と電撃加減はいかがですか～","124531","1010804","11","1","1","0","0","1010804043"
"","","","0","1010804","91","","","","","1010804044"
"1","","dsb_idle_wish","124531","1010804","3","","","","0.2","1010804045"
"1","","dsb_kuka_idle_relax","2","1010804","3","","","","0.5","1010804046"
"","","0","0","1010804","22","","","","","1010804047"
"0","","vo_dsb_4004","vo_dsb_1010804","1010804","21","0.9","","","","1010804048"
"10","0.2","……い","2","1010804","11","1","1","0","0","1010804049"
"","","","0","1010804","91","","","","","1010804050"
"1","","dsb_idle_wish_normal2","124531","1010804","3","","","","0.2","1010804051"
"0","","vo_dsb_4005","vo_dsb_1010804","1010804","21","0","","","","1010804052"
"10","0.2","い？","124531","1010804","11","1","1","0","0","1010804053"
"","","","0","1010804","91","","","","","1010804054"
"1","","dsb_idle_wish_surprise","124531","1010804","3","","","","0.2","1010804055"
"0","","dsb_kuka_ecstasy","2","1010804","3","dsb_kuka_idle_dere2","1","0.3","0.3","1010804056"
"0","","vo_dsb_4006","vo_dsb_1010804","1010804","21","0","","","","1010804057"
"10","0.2","イイですぅ～～！！","2","1010804","11","1","1","0","0","1010804058"
"","","","0","1010804","91","","","","","1010804059"
"1","","dsb_idle_wish","124531","1010804","3","","","","0.2","1010804060"
"1","","dsb_kuka_talk_sad_dere","2","1010804","3","","","","0.5","1010804061"
"0","","vo_dsb_4007","vo_dsb_1010804","1010804","21","0","","","","1010804062"
"10","0.2","この甘くビリっとくる感じが\nもうたまりません～♪\nあひんっ！　くうん！　はうぅうっ！","2","1010804","11","1","1","0","0","1010804063"
"","","1","6.2","1010804","93","","","","","1010804064"
"0","","dsb_kuka_electric","2","1010804","3","dsb_talk_sad2","1","0.5","0","1010804065"
"","","","1010804063","1010804","91","","","","","1010804066"
"1","","dsb_talk_joy3_nervous","124531","1010804","3","","","","0.2","1010804067"
"0","","vo_dsb_4008","vo_dsb_1010804","1010804","21","0","","","","1010804068"
"10","0.2","ああ、しっかり味わってくれてたんだ～\nなんだか温泉を楽しんでるのとは\n違うような感じがするけど……\n喜んでくれてるなら、いっか☆","124531","1010804","11","1","1","0","0","1010804069"
"","","","0","1010804","91","","","","","1010804070"
"1","","dsb_idle_joy3","124531","1010804","3","","","","0.2","1010804071"
"1","","dsb_kuka_wish1","2","1010804","3","","","","0.5","1010804072"
"0","","vo_dsb_4009","vo_dsb_1010804","1010804","21","0","","","","1010804073"
"10","0.2","若女将！\nもっと……もっとクウカに刺激を！\n激しくシビれさせてください～！！","2","1010804","11","1","1","0","0","1010804074"
"","","1","5","1010804","93","","","","","1010804075"
"1","","dsb_kuka_wish2","2","1010804","3","","","","0.2","1010804076"
"","","","1010804074","1010804","91","","","","","1010804077"
"1","","dsb_talk_joy3","124531","1010804","3","","","","0.2","1010804078"
"0","","vo_dsb_4010","vo_dsb_1010804","1010804","21","0","","","","1010804079"
"10","0.2","かしこまりました～♪\nえ～い☆","124531","1010804","11","1","1","0","0","1010804080"
"","","","0","1010804","91","","","","","1010804081"
"","","0","0","1010804","22","","","","","1010804082"
"0","","se_10044200_homare_movement","se_10044200","1010804","23","","","","","1010804083"
"1","","dsb_kuka_wish3","2","1010804","3","","","","0.2","1010804084"
"0","","dsb_attack_in","124531","1010804","3","dsb_attack_loop","1","0","0.1","1010804085"
"0","","dsb_attack_in","99","1010804","3","dsb_attack_loop","1","0","0","1010804086"
"","","1","44","1010804","32","","","","","1010804087"
"","","0","1.4","1010804","93","","","","","1010804088"
"","","0","30","1010804","32","","","","","1010804089"
"","","0","43","1010804","32","","","","","1010804090"
"","","1","45","1010804","32","","","","","1010804091"
"","","0","43","1010804","32","","","","","1010804092"
"","","1","46","1010804","32","","","","","1010804093"
"3.1","","20","20","1010804","122","","","","","1010804094"
"0","","se_10044200_thunder","se_10044200","1010804","23","","","","","1010804095"
"0","","vo_dsb_4011","vo_dsb_1010804","1010804","21","0","","","","1010804096"
"5","0","はぁああああん！！","2","1010804","11","0","0","0","0","1010804097"
"","","0","0.1","1010804","93","","","","","1010804098"
"0","","dsb_empty","2","1010804","3","","","","0","1010804099"
"","","0","3","1010804","93","","","","","1010804100"
"0.5","","20","20","1010804","122","","","","","1010804101"
"","","1","30","1010804","32","","","","","1010804102"
"","","1","43","1010804","32","","","","","1010804103"
"","","0","45","1010804","32","","","","","1010804104"
"","","1","47","1010804","32","","","","","1010804105"
"0","","se_10044200_poof","se_10044200","1010804","23","","","","","1010804106"
"1","","dsb_kuka_damage_gaku","2","1010804","3","","","","0","1010804107"
"","","0","1","1010804","93","","","","","1010804108"
"0","","dsb_attack_out","124531","1010804","3","dsb_talk_surprise","1","0.2","0.1","1010804109"
"0","","dsb_attack_out","99","1010804","3","dsb_empty","0","0","0.1","1010804110"
"0","","vo_dsb_4012","vo_dsb_1010804","1010804","21","0","","","","1010804111"
"10","0.2","あっ。\nちょ～っとサービスしすぎちゃった……\nかな？","124531","1010804","11","1","1","0","0","1010804112"
"","","","0","1010804","91","","","","","1010804113"
"","","0","0","1010804","22","","","","","1010804114"
"1","","dsb_idle_surprise1","124531","1010804","3","","","","0.2","1010804115"
"0","","dsb_kuka_damage_dere2_in","2","1010804","3","dsb_kuka_damage_dere2_loop","1","0","0.1","1010804116"
"","","0","0.3","1010804","93","","","","","1010804117"
"","","0","47","1010804","32","","","","","1010804118"
"","","1","48","1010804","32","","","","","1010804119"
"0","","se_adv_emote_heart_01","se_adv_emote_heart_01","1010804","23","","","","","1010804120"
"","","0","1","1010804","93","","","","","1010804121"
"0","","vo_dsb_4013","vo_dsb_1010804","1010804","21","0","","","","1010804122"
"10","0.2","……ぐふ。\nぐふふふふ……\n温泉に……目覚めちゃいますぅ……\nじゅるり。","2","1010804","11","1","1","0","0","1010804123"
"","","","0","1010804","91","","","","","1010804124"
"1","","dsb_kuka_damage_dead","2","1010804","3","","","","0.2","1010804125"
"1","","dsb_talk_joy3","124531","1010804","3","","","","0.2","1010804126"
"0","","vo_dsb_4014","vo_dsb_1010804","1010804","21","0","","","","1010804127"
"10","0.2","よかった～なんともないみたい。\nそれにしても……\n今の威力で喜んじゃうなんてね～\n……ウワサ以上だよ、クウカちゃん♪","124531","1010804","11","1","1","0","0","1010804128"
"","","","0","1010804","91","","","","","1010804129"
"1","","dsb_idle_joy3","124531","1010804","3","","","","0.2","1010804130"
"","","0","0.3","1010804","93","","","","","1010804131"
"70","dsb_idle_normal","1","12","1010805","5","-165","-345","0","2","1010805001"
"70","dsb_idle_normal_joy","2","3","1010805","5","165","-345","1","2","1010805002"
"0","","1","1","1010805","31","0","1","","1","1010805003"
"0","","3","3","1010805","31","0","1","","1","1010805004"
"0","","4","4","1010805","31","0","1","","1","1010805005"
"0","","10","13","1010805","31","0","1","","1","1010805006"
"0","","20","23","1010805","31","0","1","","1","1010805007"
"155","","30","33","1010805","31","-168","1","","1","1010805008"
"-155","","31","33","1010805","31","-168","1","","1","1010805009"
"","","170","1","1010805","13","","","","","1010805010"
"","","170","2","1010805","13","","","","","1010805011"
"","","","0","1010805","91","","","","","1010805012"
"1","","se_10044200_cmn_amb","se_10044200","1010805","23","","","","","1010805013"
"0","","se_10044200_cmn_steam","se_10044200","1010805","23","","","","","1010805014"
"","","0","6.1","1010805","93","","","","","1010805015"
"1","","se_10044200_hotspring_03","se_10044200","1010805","23","","","","","1010805016"
"","","0","1.4","1010805","93","","","","","1010805017"
"0","","dsb_talk_arm_crossed_joy","2","1010805","3","dsb_talk_arm_crossed_joy_loop","1","0.5","0.5","1010805018"
"0","","vo_dsb_5001","vo_dsb_1010805","1010805","21","0","","","","1010805019"
"10","0.2","ふう……\nさすがはエルフの森の薬草ね。\n体の疲れが一気になくなっていくわ。","2","1010805","11","1","1","0","0","1010805020"
"","","","0","1010805","91","","","","","1010805021"
"1","","dsb_idle_arm_joy_crossed","2","1010805","3","","","","0.5","1010805022"
"1","","dsb_talk_joy3","1","1010805","3","","","","0.5","1010805023"
"0","","vo_dsb_5002","vo_dsb_1010805","1010805","21","0","","","","1010805024"
"10","0.2","喜んでもらえてよかったわ～♪\n実はね、その薬草には\n癒しの魔法もかけてあるの。","1","1010805","11","1","1","0","0","1010805025"
"","","","0","1010805","91","","","","","1010805026"
"1","","dsb_idle_normal","1","1010805","3","","","","0.5","1010805027"
"1","","dsb_talk_arm_crossed_normal2_loop","2","1010805","3","","","","0.5","1010805028"
"0","","vo_dsb_5003","vo_dsb_1010805","1010805","21","0","","","","1010805029"
"10","0.2","なるほど……\nそれでこの疲労回復効果なのね。\n優れた効能を更に強化……\nうんうん、効率的だわ！","2","1010805","11","1","1","0","0","1010805030"
"","","","0","1010805","91","","","","","1010805031"
"1","","dsb_talk_doya_Ex1_loop","2","1010805","3","","","","0.5","1010805032"
"0","","vo_dsb_5004","vo_dsb_1010805","1010805","21","0","","","","1010805033"
"10","0.2","おかげでバリバリ働けそうよ！\nもうすぐにでも！\nさっそくお風呂からあがって\n臨時のバイトを探さないと！","2","1010805","11","1","1","0","0","1010805034"
"","","","0","1010805","91","","","","","1010805035"
"0","","se_10044200_get_out_water","se_10044200","1010805","23","","","","","1010805036"
"0","","dsb_stand_up_in","2","1010805","3","dsb_stand_up_loop","1","0.2","0.2","1010805037"
"1","","dsb_talk_surprise1_misato","1","1010805","3","","","","0.5","1010805038"
"0","","vo_dsb_5005","vo_dsb_1010805","1010805","21","0","","","","1010805039"
"10","0.2","あらあら、もう上がっちゃうの？\nせっかくの温泉なんだから\nもうちょっとゆっくりしていって？","1","1010805","11","1","1","0","0","1010805040"
"","","","0","1010805","91","","","","","1010805041"
"1","","dsb_idle_surprise1_misato","1","1010805","3","","","","0.5","1010805042"
"1","","dsb_stand_talk_normal2","2","1010805","3","","","","0.5","1010805043"
"0","","vo_dsb_5006","vo_dsb_1010805","1010805","21","0","","","","1010805044"
"10","0.2","もう十分、疲れはとれたわ。\nあんまり長湯しちゃうと\nかえって時間がもったいないもの。\n時は金なりよ！","2","1010805","11","1","1","0","0","1010805045"
"","","","0","1010805","91","","","","","1010805046"
"1","","dsb_stand_up_loop","2","1010805","3","","","","0.5","1010805047"
"1","","dsb_talk_sad2_blink2","1","1010805","3","","","","0.5","1010805048"
"0","","vo_dsb_5007","vo_dsb_1010805","1010805","21","0","","","","1010805049"
"10","0.2","時は金なり……\nそうね\nそういう考え方もあるわね～","1","1010805","11","1","1","0","0","1010805050"
"","","","0","1010805","91","","","","","1010805051"
"1","","dsb_talk_worry_misato","1","1010805","3","","","","0.5","1010805052"
"0","","vo_dsb_5008","vo_dsb_1010805","1010805","21","0","","","","1010805053"
"10","0.2","でも……\nたまには時間をぜいたくに使うのも\nいいんじゃないかしら？","1","1010805","11","1","1","0","0","1010805054"
"","","","0","1010805","91","","","","","1010805055"
"1","","dsb_stand_wish_surprise_idle","2","1010805","3","","","","0.2","1010805056"
"0","","vo_dsb_5009","vo_dsb_1010805","1010805","21","0","","","","1010805057"
"10","0.2","え？","2","1010805","11","1","1","0","0","1010805058"
"","","","0","1010805","91","","","","","1010805059"
"1","","dsb_talk_wish_nervous","1","1010805","3","","","","0.2","1010805060"
"0","","vo_dsb_5010","vo_dsb_1010805","1010805","21","0","","","","1010805061"
"10","0.2","疲れがたまるのは体だけじゃないわ。\nあんまり気を張りすぎたら\n心だって疲れちゃうもの。","1","1010805","11","1","1","0","0","1010805062"
"","","","0","1010805","91","","","","","1010805063"
"1","","dsb_misato_talk_sad2_dere","1","1010805","3","","","","0.5","1010805064"
"0","","vo_dsb_5011","vo_dsb_1010805","1010805","21","0","","","","1010805065"
"10","0.2","そういう目に見えないところを癒すのも\n大切なことだって……\n私は思うの♪","1","1010805","11","1","1","0","0","1010805066"
"","","","0","1010805","91","","","","","1010805067"
"1","","dsb_idle_normal_misato","1","1010805","3","","","","0.5","1010805068"
"1","","dsb_stand_thinking","2","1010805","3","","","","0.2","1010805069"
"0","","vo_dsb_5012","vo_dsb_1010805","1010805","21","0","","","","1010805070"
"10","0.2","た、たしかに……\nそういう考え方もあるわね。\nはるばるオーエドまで足を運んだんだし\nこの機会を生かした方がいいのかも……","2","1010805","11","1","1","0","0","1010805071"
"","","","0","1010805","91","","","","","1010805072"
"0","","dsb_stand_talk_guts","2","1010805","3","dsb_stand_talk_guts_loop","1","0.5","0.2","1010805073"
"","","0","0","1010805","22","","","","","1010805074"
"0","","vo_dsb_5013","vo_dsb_1010805","1010805","21","0.9","","","","1010805075"
"10","0.2","……分かったわ。\nしっかりたっぷり時間を使って\n徹底的にリラックスしてみせる！\nこれも必要経費ってやつよ！","2","1010805","11","1","1","0","0","1010805076"
"","","","0","1010805","91","","","","","1010805077"
"0","","se_10044200_get_out_water","se_10044200","1010805","23","","","","","1010805078"
"0","","dsb_stand_sitdown_in","2","1010805","3","dsb_stand_sitdown_loop","1","0.5","0.5","1010805079"
"1","","dsb_talk_joy3","1","1010805","3","","","","0.5","1010805080"
"0","","vo_dsb_5014","vo_dsb_1010805","1010805","21","0","","","","1010805081"
"10","0.2","うふふ、それがいいわ～\n温泉はの～んびりするところだもの。\nどうぞ、ごゆるりと♪","1","1010805","11","1","1","0","0","1010805082"
"","","","0","1010805","91","","","","","1010805083"
"","","0","0.3","1010805","93","","","","","1010805084"
"70","dsb_idle_normal","1","11","1010806","5","-165","-345","0","2","1010806001"
"70","dsb_idle_relax","2","8","1010806","5","165","-345","1","2","1010806002"
"0","","1","1","1010806","31","0","1","","1","1010806003"
"0","","3","3","1010806","31","0","1","","1","1010806004"
"0","","4","4","1010806","31","0","1","","1","1010806005"
"0","","10","18","1010806","31","0","1","","1","1010806006"
"0","","20","28","1010806","31","0","1","","1","1010806007"
"155","","30","38","1010806","31","-168","1","","1","1010806008"
"-155","","31","38","1010806","31","-168","1","","1","1010806009"
"","","170","1","1010806","13","","","","","1010806010"
"","","170","2","1010806","13","","","","","1010806011"
"","","","0","1010806","91","","","","","1010806012"
"1","","se_10044200_cmn_amb","se_10044200","1010806","23","","","","","1010806013"
"0","","se_10044200_cmn_steam","se_10044200","1010806","23","","","","","1010806014"
"","","0","6","1010806","93","","","","","1010806015"
"1","","se_10044200_hotspring_08","se_10044200","1010806","23","","","","","1010806016"
"","","0","1.5","1010806","93","","","","","1010806017"
"1","","dsb_talk_memory_nervous","2","1010806","3","","","","0.5","1010806018"
"0","","vo_dsb_6001","vo_dsb_1010806","1010806","21","0","","","","1010806019"
"10","0.2","あああああ～～っ！\n燃えるっ！\nわたくしの脂肪が燃えていますわ～っ！","2","1010806","11","1","1","0","0","1010806020"
"","","","0","1010806","91","","","","","1010806021"
"0","","dsb_talk_guts_pain","2","1010806","3","dsb_talk_guts_pain_loop","1","0.5","0.5","1010806022"
"0","","vo_dsb_6002","vo_dsb_1010806","1010806","21","0","","","","1010806023"
"10","0.2","ブラック労働のストレスからの食欲！\n食欲からのぜい肉！\nこの私腹を肥やすのは却下ですわ！\nすっきりごっそり清算しますわよ～！！","2","1010806","11","1","1","0","0","1010806024"
"","","","0","1010806","91","","","","","1010806025"
"1","","dsb_idle_guts_pain","2","1010806","3","","","","0.5","1010806026"
"1","","dsb_talk_normal_joy","1","1010806","3","","","","0.5","1010806027"
"0","","vo_dsb_6003","vo_dsb_1010806","1010806","21","0","","","","1010806028"
"10","0.2","入浴時間には気をつけてね？\n脂肪燃焼効果が高いから……\n入りすぎると大変なことになるわよ。","1","1010806","11","1","1","0","0","1010806029"
"","","","0","1010806","91","","","","","1010806030"
"1","","dsb_idle_normal","1","1010806","3","","","","0.5","1010806031"
"1","","dsb_talk_normal","2","1010806","3","","","","0.5","1010806032"
"0","","vo_dsb_6004","vo_dsb_1010806","1010806","21","0","","","","1010806033"
"10","0.2","ええ、ええ！　もちろんですわ！\nそれにしても……短時間で\nこれほどの温泉が用意できるとは。\nさすがは『隻眼の悪魔』ですわね？","2","1010806","11","1","1","0","0","1010806034"
"","","","0","1010806","91","","","","","1010806035"
"1","","dsb_idle_normal","2","1010806","3","","","","0.5","1010806036"
"1","","dsb_talk_sad2_surprise","1","1010806","3","","","","0.5","1010806037"
"0","","vo_dsb_6005","vo_dsb_1010806","1010806","21","0","","","","1010806038"
"10","0.2","お褒めの言葉どうも。\nといっても……\n私はあなたの依頼に応えただけだけど。","1","1010806","11","1","1","0","0","1010806039"
"","","","0","1010806","91","","","","","1010806040"
"1","","dsb_idle_sad_talk1","1","1010806","3","","","","0.5","1010806041"
"1","","dsb_talk_normal_dere2","2","1010806","3","","","","0.5","1010806042"
"0","","vo_dsb_6006","vo_dsb_1010806","1010806","21","0","","","","1010806043"
"10","0.2","あらあらご謙遜ですこと。\nもっとつけ入る隙を見せてくれたら\nわたくしも楽ですのに。","2","1010806","11","1","1","0","0","1010806044"
"","","","0","1010806","91","","","","","1010806045"
"1","","dsb_idle_normal","2","1010806","3","","","","0.5","1010806046"
"1","","dsb_talk_normal_suprise1","1","1010806","3","","","","0.5","1010806047"
"0","","vo_dsb_6007","vo_dsb_1010806","1010806","21","0","","","","1010806048"
"10","0.2","私が楽にしてあげるのは患者だけよ。\n商売の取引相手は範囲外。","1","1010806","11","1","1","0","0","1010806049"
"","","","0","1010806","91","","","","","1010806050"
"1","","dsb_idle_normal","1","1010806","3","","","","0.5","1010806051"
"1","","dsb_talk_thinking_dere","2","1010806","3","","","","0.5","1010806052"
"0","","vo_dsb_6008","vo_dsb_1010806","1010806","21","0","","","","1010806053"
"10","0.2","あらあらあら手厳しいですわね\nおそろしいですわね。\n冷や汗をかいてしまいますわ～\nそれはもうダクダクと……んん？","2","1010806","11","1","1","0","0","1010806054"
"","","","0","1010806","91","","","","","1010806055"
"1","","dsb_talk_worry_anger","2","1010806","3","","","","0.3","1010806056"
"0","","vo_dsb_6009","vo_dsb_1010806","1010806","21","0","","","","1010806057"
"10","0.2","この汗の量……\nおかしくありませんこと？\nいくら発汗作用が優れているからと\nいっても、これは……","2","1010806","11","1","1","0","0","1010806058"
"","","","0","1010806","91","","","","","1010806059"
"1","","dsb_talk_surprise3","2","1010806","3","","","","0.5","1010806060"
"0","","vo_dsb_6010","vo_dsb_1010806","1010806","21","0","","","","1010806061"
"10","0.2","それに……\n気のせいかしら？\nなんだか肌がヒリついてきたような……","2","1010806","11","1","1","0","0","1010806062"
"","","","0","1010806","91","","","","","1010806063"
"1","","dsb_idle_surprise1_sjhy2","2","1010806","3","","","","0.5","1010806064"
"1","","dsb_talk_nerrvous","1","1010806","3","","","","0.5","1010806065"
"","","0","0","1010806","22","","","","","1010806066"
"0","","vo_dsb_6011","vo_dsb_1010806","1010806","21","0.9","","","","1010806067"
"10","0.2","……ねえ、クレジッタ。\nあなた、秘書さんに出張だってウソを\nついてここに来たのよね？","1","1010806","11","1","1","0","0","1010806068"
"","","","0","1010806","91","","","","","1010806069"
"1","","dsb_idle_normal","1","1010806","3","","","","0.5","1010806070"
"0","","dsb_shock_credita_in","2","1010806","3","dsb_shock_credita_loop","1","0.5","0.5","1010806071"
"0","","vo_dsb_6012","vo_dsb_1010806","1010806","21","0","","","","1010806072"
"10","0.2","ギギギギクッ？\nどうしてそれを！？","2","1010806","11","1","1","0","0","1010806073"
"","","","0","1010806","91","","","","","1010806074"
"1","","dsb_idle_joy_sad","2","1010806","3","","","","0.5","1010806075"
"1","","dsb_talk_normal_joy","1","1010806","3","","","","0.5","1010806076"
"0","","vo_dsb_6013","vo_dsb_1010806","1010806","21","0","","","","1010806077"
"10","0.2","秘書さんからの依頼でね？\n……虚偽の申請をしたお仕置きを\nしてほしいって言われちゃったの。\nだから……","1","1010806","11","1","1","0","0","1010806078"
"","","","0","1010806","91","","","","","1010806079"
"1","","dsb_talk_sad2_talkjoy2","1","1010806","3","","","","0.5","1010806080"
"0","","vo_dsb_6014","vo_dsb_1010806","1010806","21","0","","","","1010806081"
"10","0.2","この温泉……\nちょっと刺激的にしておいたわ。\nトウガラシをた～っぷり入れて、ね。","1","1010806","11","1","1","0","0","1010806082"
"","","","0","1010806","91","","","","","1010806083"
"1","","dsb_idle_sad_talkjoy2","1","1010806","3","","","","0.5","1010806084"
"0","","dsb_surprise_credita","2","1010806","3","dsb_talk_surprise_credita","1","0.5","0.5","1010806085"
"0","","vo_dsb_6015","vo_dsb_1010806","1010806","21","0","","","","1010806086"
"10","0.2","んなっ……！？\nなんてモノを入れてますの～っ！！","2","1010806","11","1","1","0","0","1010806087"
"","","","0","1010806","91","","","","","1010806088"
"1","","dsb_idle_joy_sad","2","1010806","3","","","","0.5","1010806089"
"1","","dsb_talk_surprise1_normal2","1","1010806","3","","","","0.5","1010806090"
"0","","vo_dsb_6016","vo_dsb_1010806","1010806","21","0","","","","1010806091"
"10","0.2","ああ、心配しないで。\nちゃんと脂肪燃焼効果はあるから。\nちなみに私もよく入ってるし。\n健康に害はないわよ。","1","1010806","11","1","1","0","0","1010806092"
"","","","0","1010806","91","","","","","1010806093"
"1","","dsb_idle_surprise1_sjhy","1","1010806","3","","","","0.5","1010806094"
"1","","dsb_hot_dead","2","1010806","3","","","","0.3","1010806095"
"0","","vo_dsb_6017","vo_dsb_1010806","1010806","21","0","","","","1010806096"
"10","0.2","だからって……ああっ！！\n目っ！　刺激が目に！　来ましたわ！\nくうう……ですが報酬を払った以上\n最大限利用しませんと～ッ！！！","2","1010806","11","1","1","0","0","1010806097"
"","","","0","1010806","91","","","","","1010806098"
"1","","dsb_talk_thinking_surprise","1","1010806","3","","","","0.3","1010806099"
"0","","vo_dsb_6018","vo_dsb_1010806","1010806","21","0","","","","1010806100"
"10","0.2","途中で投げ出さないなんて\nさすがは商売人ね……\nこの覚悟の決まった損得勘定、\n伊達じゃないわ……！","1","1010806","11","1","1","0","0","1010806101"
"","","","0","1010806","91","","","","","1010806102"
"","","0","0.3","1010806","93","","","","","1010806103"
"70","dsb_idle_normal","1","10","1010807","5","-165","-345","0","2","1010807001"
"70","dsb_idle_relax_dere2","2","1","1010807","5","165","-345","1","2","1010807002"
"70","dsb_lago","99","10","1010807","5","-215","-350","0","2","1010807003"
"0","","1","1","1010807","31","0","1","","1","1010807004"
"0","","3","3","1010807","31","0","1","","1","1010807005"
"0","","4","4","1010807","31","0","1","","1","1010807006"
"0","","10","11","1010807","31","0","1","","1","1010807007"
"0","","20","21","1010807","31","0","1","","1","1010807008"
"155","","30","31","1010807","31","-168","1","","1","1010807009"
"-155","","31","31","1010807","31","-168","1","","1","1010807010"
"-222","","32","41","1010807","31","-175","1","","1","1010807011"
"","","170","1","1010807","13","","","","","1010807012"
"","","170","2","1010807","13","","","","","1010807013"
"","","","0","1010807","91","","","","","1010807014"
"1","","se_10044200_cmn_amb","se_10044200","1010807","23","","","","","1010807015"
"0","","se_10044200_cmn_steam","se_10044200","1010807","23","","","","","1010807016"
"","","0","6","1010807","93","","","","","1010807017"
"1","","se_10044200_hotspring_01","se_10044200","1010807","23","","","","","1010807018"
"","","0","1.5","1010807","93","","","","","1010807019"
"1","","dsb_talk_relax_nervous","2","1010807","3","","","","0.5","1010807020"
"0","","vo_dsb_7001","vo_dsb_1010807","1010807","21","0","","","","1010807021"
"10","0.2","はぁ～いい湯加減……♪\n体がほぐれるぅ……\nたまには温泉もいいわね～","2","1010807","11","1","1","0","0","1010807022"
"","","","0","1010807","91","","","","","1010807023"
"1","","dsb_idle_relax_dere2","2","1010807","3","","","","0.5","1010807024"
"1","","dsb_talk_joy3","1","1010807","3","","","","0.5","1010807025"
"0","","vo_dsb_7002","vo_dsb_1010807","1010807","21","0","","","","1010807026"
"10","0.2","ありがと～☆\nそう言ってもらえると\n私も若女将として鼻が高いよ～♪","1","1010807","11","1","1","0","0","1010807027"
"","","","0","1010807","91","","","","","1010807028"
"1","","dsb_idle_normal","1","1010807","3","","","","0.5","1010807029"
"1","","dsb_talk_surprise1_joy2","2","1010807","3","","","","0.5","1010807030"
"0","","vo_dsb_7003","vo_dsb_1010807","1010807","21","0","","","","1010807031"
"10","0.2","よっ、オーエド一の若女将！\n……って、【ドラゴンズネスト】ぉ！？\nなんであんたがここに！？","2","1010807","11","1","1","0","0","1010807032"
"","","1","3.2","1010807","93","","","","","1010807033"
"1","","dsb_talk_surprise2","2","1010807","3","","","","0.5","1010807034"
"","","","1010807032","1010807","91","","","","","1010807035"
"1","","dsb_idle_surprise2","2","1010807","3","","","","0.5","1010807036"
"1","","dsb_talk_joy3","1","1010807","3","","","","0.5","1010807037"
"0","","vo_dsb_7004","vo_dsb_1010807","1010807","21","0","","","","1010807038"
"10","0.2","わぁ～♪\nキャルちゃんノリツッコミだ～\nウワサ通りの切れ味鋭い名ツッコミ☆","1","1010807","11","1","1","0","0","1010807039"
"","","","0","1010807","91","","","","","1010807040"
"1","","dsb_idle_normal","1","1010807","3","","","","0.5","1010807041"
"1","","dsb_talk_sad_shy","2","1010807","3","","","","0.5","1010807042"
"0","","vo_dsb_7005","vo_dsb_1010807","1010807","21","0","","","","1010807043"
"10","0.2","誰が言ってたのよ、そんなこと！？\nまったく……\nどうせならもっとマシなウワサが\n流れてほしいもんだわ。","2","1010807","11","1","1","0","0","1010807044"
"","","","0","1010807","91","","","","","1010807045"
"1","","dsb_idle_sad","2","1010807","3","","","","0.5","1010807046"
"1","","dsb_talk_thinking_joy","1","1010807","3","","","","0.5","1010807047"
"0","","vo_dsb_7006","vo_dsb_1010807","1010807","21","0","","","","1010807048"
"10","0.2","人の口に戸は立てられないもんね～\n……そういうキャルちゃんだって\nここのウワサを聞いてきたんでしょ？","1","1010807","11","1","1","0","0","1010807049"
"","","","0","1010807","91","","","","","1010807050"
"1","","dsb_idle_arm_crossed","1","1010807","3","","","","0.5","1010807051"
"0","","dsb_talk_arm_crossed_normal2","2","1010807","3","dsb_talk_arm_crossed_normal2_loop","1","0.5","0.3","1010807052"
