377149baea74f603e2cbae6a4132ccdd601e9e9433f10758c5de7b8f8095f158,0cdf32a4ff9c185f3c570bab58831ee3422635cfad883cea96a1db807533508c,9ab91ca9299ea14e8814828b41e9a076bbf1ed41622eaba70db85c5fb795c633,e19a03f3ed60454816861e3cff2c18b11151d3864c8e240d5e5a0a056936ac37,104cf4388c1fa97f9ee4be674f7df8d0dd4eeef48b641d7fbd754aa5de41c2b7,e8d0fef925f19685b29912d5e866a3fcbd80a55a808b9bb48f5994243786d7f0,58affd9d22339e1498ae423cdae28f33a9bd1c861619aaddcd8262f7db75a032,41afff591d11e5d65166daac0c639d2d1f978f94a867a666e6dc07ed2192afd9,fbac60c211160c2fc6d26dca5628f629a832f521867f420fbadd8c75899339d8,fb5497b5eab4cfc134fda5f0c2588671e34cdc011017ddf171502ea276e07ca4,23bb6129fe53ad5d6f22decf4ae1c05a063d023443e3a09a2d75e11f5be76e81,6b6fb0686c97beb99d4d3dc6e168d3aa8d978a2bb77621d0c57989763d85988e
"17","0","ペコリーヌ","179","6","0","80003","105801","0","0","あと９日！　もうすぐですよ♪\nえへへ、楽しみで楽しみで\nごはんが進みますね☆",""
"24","0","キャル","180","6","0","80003","106001","2","0","ごはんが進みますね☆\nじゃなーい！\nいくらなんでも食べ過ぎよ！\n記念日、迎えられなくなるわよ！？",""
"17","0","コッコロ","181","6","0","80003","105901","1","0","大丈夫ですよキャルさま\n食事はわたくしたちの\n歩んできた道そのもの\nなのですから",""
"18","0","ペコリーヌ","182","6","0","80003","105801","0","0","さっすがコッコロちゃん\nいいことを言いますね！\nそう、わたしたち\n【美食殿】の活動目的は─",""
"25","0","キャル","183","6","0","80003","106001","2","0","─みんなで楽しく食事をすること\nでしょ？\nあれだけ食べ歩いてきたんだから\n分かってるわよ",""
"18","0","コッコロ","184","6","0","80003","105901","1","0","はい…そうでございますね♪\nそれにしてもわたくしたち\n本当にいろいろなものを\n食べ歩いてきましたね…",""
"26","0","キャル","185","6","0","80003","106001","2","0","そうね…ほんっとうにね…\n毒まみれのニセドラゴンとか\n恐竜…は逃げられちゃったっけ\nあとワニゴ…ワニの魔物とかね",""
"27","0","キャル","186","6","0","80003","106001","2","0","そして、とうとう本物の\nドラゴンまで相手に\nしちゃったのよね、あたしたちって",""
"28","0","キャル","187","6","0","80003","106001","2","0","信じられない強さだったわね\nあのドラゴン…やっぱり\n作戦はしっかり立てていかないと\nダメよね",""
"19","0","ペコリーヌ","188","6","0","80003","105801","0","0","えへへ…☆\nキャルちゃんが色んなことを\n覚えていてくれて\nうれしいです♪",""
"19","0","コッコロ","189","6","0","80003","105901","1","0","わたくしも鮮明に覚えておりますよ\n主さまもきっと…♪",""
"29","0","キャル","190","6","0","80003","106001","2","0","あったり前でしょ！\n忘れないわよ、あんな滅茶苦茶な\nものばかり食べさせられて！\n…忘れられるわけ、ないじゃない",""
"30","0","キャル","191","7","0","80003","106001","0","0","ねえちょっと、ちょっと待って！？\nカリンから、2.5周年記念の\n生放送に出演してほしいって\n言われたんだけど！",""
"31","0","キャル","192","7","0","80003","106001","0","0","なんでそういう大事なことを\n急に言うわけ！？\nそんなの聞いてないわよ～！？",""
"32","0","キャル","193","7","0","80003","106001","0","0","いっぱい人に見られちゃうのよね？\nなんであたしがそんなこと…",""
"33","0","キャル","194","7","0","80003","106001","0","0","あー\nあー\n…声、これで大丈夫かしら？",""
"34","0","キャル","195","7","0","80003","106001","0","0","聞き取りにくいかもしれないわね…\nもうちょっと明るい方がいいかも\nえっと…こんな感じ？",""
"35","0","キャル","196","7","0","80003","106001","0","0","オイッスー☆",""
"36","0","キャル","197","7","0","80003","106001","0","0","……\nいや、ないわ\nいつもどおりが一番ね、うん",""
"37","0","キャル","198","7","0","80003","106001","0","0","もう、記念の生放送なんて\n超責任重大なやつじゃない…\nもしなにか失敗とかしたら…",""
"38","0","キャル","199","7","0","80003","106001","0","0","ど、どど、どうしよう！？\n緊張してきちゃった…！！",""
"20","0","コッコロ","200","8","0","80003","105901","0","0","主さま、わたくし\nペコリーヌさまとキャルさまと共に\n2.5周年を祝う生放送に\n出演する大役を仰せつかりました",""
"21","0","コッコロ","201","8","0","80003","105901","0","0","多くの方々に\n『プリンセスコネクト！\nRe:Dive』の魅力をお伝えする\n重要な役割でございます",""
"22","0","コッコロ","202","8","0","80003","105901","0","0","わたくし、全身全霊をもって\n生放送に取り組みたいと\n思っております",""
"23","0","コッコロ","203","8","0","80003","105901","0","0","ですが、もしかしたら\nセリフを噛んでしまったり\n段取りを間違えてしまったり\nするかもしれません…",""
"24","0","コッコロ","204","8","0","80003","105901","0","0","そのようなことがないよう\n練習はしっかりしておかなくては\nまずはこちらから…",""
"25","0","コッコロ","205","8","0","80003","105901","0","0","オイッスー☆",""
"26","0","コッコロ","206","8","0","80003","105901","0","0","先ほどキャルさまが練習されて\nいるのをお見かけしたので\nわたくしもと思いまして…\nいかがでしょうか？",""
"27","0","コッコロ","207","8","0","80003","105901","0","0","良い感じ、ですか？\n…ふふ、ありがとうございます\n主さまのあたたかいお言葉があれば\nわたくしは百人力でございます",""
"28","0","コッコロ","208","8","0","80003","105901","0","0","この大役を無事に成し遂げ\n主さまに素敵な2.5周年を\n迎えていただけるよう…\nわたくし、尽力いたしますね",""
"20","0","ペコリーヌ","209","9","0","80003","105801","0","0","オイッスー☆",""
"21","0","ペコリーヌ","210","9","0","80003","105801","0","0","…う～ん、今のはちょっと\n違う感じがしますね\n堅苦しかったかもしれません",""
"22","0","ペコリーヌ","211","9","0","80003","105801","0","0","あと６日で2.5周年ですか…",""
"23","0","ペコリーヌ","212","9","0","80003","105801","0","0","この年月がオイッスーの\n歴史なんだと思うと\nじ～んとしちゃいます！\nやばいですね☆",""
"24","0","ペコリーヌ","213","9","0","80003","105801","0","0","生放送で最高のオイッスー☆　を\nみなさんにお届けするために\n頑張らないと！\nそれじゃあもう一度…",""
"25","0","ペコリーヌ","214","9","0","80003","105801","0","0","オイッスー☆",""
"26","0","ペコリーヌ","215","9","0","80003","105801","0","0","…うう～ん、どうしてでしょう\nまだ何かが違う気がします…\nもしかしたら\nおなかが空きすぎてるとか？",""
"27","0","ペコリーヌ","216","9","0","80003","105801","0","0","今さっき食べたばっかりですけど\nおなかが減っては\n良いオイッスー☆　は\n出せませんよね！",""
"28","0","ペコリーヌ","217","9","0","80003","105801","0","0","そうと決まれば、コッコロちゃんと\nキャルちゃんを誘って\nごはんにしましょう！\n善は急げです！",""
"29","0","ペコリーヌ","218","9","0","80003","105801","0","0","あ、二人が丁度いいところに！\nオイッス～☆　…ああ！！\n今の、今のですよ～♪",""
"30","0","ペコリーヌ","219","9","0","80003","105801","0","0","なるほど、どんな時も\n自然体が一番ってことですね！\nこの調子で、生放送も\n頑張っちゃいます♪",""
"31","0","ペコリーヌ","220","10","0","80003","105801","0","0","2.5周年まで残り５日ですが\nその前にもうすぐ生放送ですよ！\nコッコロちゃん\n準備の方はどうですか？",""
"29","0","コッコロ","221","10","0","80003","105901","1","0","はい。わたくし、しっかりと\n備えてまいりました\n万事抜かりはございません",""
"32","0","ペコリーヌ","222","10","0","80003","105801","0","0","おお～すごい自信を感じます…！\nいい生放送になりそうですね☆\n……あれ？　なんだかこの辺り\n揺れていませんか？",""
"39","0","キャル","223","10","0","80003","106001","2","0","…………",""
"30","0","コッコロ","224","10","0","80003","105901","1","0","キャルさま？\nお風邪をひかれたんでしょうか\nひどい震えですが…",""
"40","0","キャル","225","10","0","80003","106001","2","0","かかかか風邪じゃないわよ！\nここここれはただ\nななな生放送が楽しみ過ぎて\nワワワワクワクが止まらないだけ！",""
"33","0","ペコリーヌ","226","10","0","80003","105801","0","0","大丈夫ですかキャルちゃん！？\nそうだ、これを飲んでください！",""
"41","0","キャル","227","10","0","80003","106001","2","0","きき気がきくじゃない、ありがとっ\nごくっ、んく…ぶはぁっ！？\nちょっと何飲ませたの！？\n辛っ！　苦ぁ！？　甘ぁっ！？",""
"34","0","ペコリーヌ","228","10","0","80003","105801","0","0","これは魔物のエキスに薬草に\nその他色んなものを混ぜた\n特製の栄養ドリンクです！",""
"35","0","ペコリーヌ","229","10","0","80003","105801","0","0","これを飲めば体ぽかぽかで\n元気いっぱいですよ♪",""
"42","0","キャル","230","10","0","80003","106001","2","0","このアホリーヌ！\n風邪じゃないって言ったでしょ！？\nどさくさに紛れて\nそんな恐ろしいもん飲ませんな～！",""
"31","0","コッコロ","231","10","0","80003","105901","1","0","キャルさま\n震えが収まっておりますね\nよかったです…\nわたくし、心配いたしました",""
"43","0","キャル","232","10","0","80003","106001","2","0","え？　ああ、ホントね…って\nだから風邪じゃないって\n言ってるのに…\nまあいいわこの際なんでも",""
"36","0","ペコリーヌ","233","10","0","80003","105801","0","0","えっへへ～♪　いつも通りの\nキャルちゃんに戻りましたし\n素敵な生放送が出来そうですね！\n今から楽しみです☆",""
"6","0","カリン","234","11","0","80003","190801","0","0","ランドソルのみなさま、こんにちは\n生放送の会場設営を担当しています\n【ギルド管理協会】のカリンです",""
"7","0","カリン","235","11","0","80003","190801","0","0","【美食殿】のみなさんは\nまもなく始まる生放送に向けて\n最後の調整のため\n席を外しています",""
"8","0","カリン","236","11","0","80003","190801","0","0","頑張っている３人の\n邪魔をするわけには\nいきませんので、ご容赦ください",""
"9","0","カリン","237","11","0","80003","190801","0","0","ですので、本日は私から\n【美食殿】のみなさんの様子を\nお伝えさせていただこうと思います",""
"10","0","カリン","238","11","0","80003","190801","0","0","まずはペコリーヌさんですが…\n何やら大量のおにぎりを\n食べているようです\nえっと…栄養は大事ですよね",""
"11","0","カリン","239","11","0","80003","190801","0","0","次にコッコロさんですが\nこちらは発声練習をしています",""
"12","0","カリン","240","11","0","80003","190801","0","0","一生懸命、小さなお口を開けて\n声を出す姿が応援したくなりますね",""
"13","0","カリン","241","11","0","80003","190801","0","0","そしてキャルさんは…\nこれは…堂々としたものですね\n何もせず、ただ立ち尽くして…",""
"14","0","カリン","242","11","0","80003","190801","0","0","あれ？\nもしかして緊張で気を失って…？",""
"15","0","カリン","243","11","0","80003","190801","0","0","…ええと\n【美食殿】のみなさんは\nやる気十分なようですね！",""
"16","0","カリン","244","11","0","80003","190801","0","0","３人とも生放送を\nいいものにしようと\n全力で頑張ってくれていますので\nどうかご期待ください",""
"17","0","カリン","245","11","0","80003","190801","0","0","それでは\nまた明日お会いしましょう♪",""
"44","0","キャル","246","12","0","80003","106001","0","0","2.5周年まであと３日！\nそして生放送は明日！\nなんかいよいよって感じね…",""
"37","0","ペコリーヌ","247","12","0","80003","105801","2","0","３人でい～っぱい練習しましたし\nきっと大丈夫ですよ☆",""
"32","0","コッコロ","248","12","0","80003","105901","1","0","ペコリーヌさまに\n大丈夫と言ってもらえると\nとても心強いですね",""
"45","0","キャル","249","12","0","80003","106001","0","0","信じすぎちゃだめよコロ助\nこいつはなーんにも\n考えてないだけなんだから",""
"38","0","ペコリーヌ","250","12","0","80003","105801","2","0","ひどいですよぉキャルちゃ～ん！",""
"33","0","コッコロ","251","12","0","80003","105901","1","0","ふふ。お二人とも\n普段通りの様子で\n安心いたしました",""
"39","0","ペコリーヌ","252","12","0","80003","105801","2","0","はいっ☆\n生放送でもなんでも\n全力全開、わたしらしく\nぶつかっていくだけです！",""
"46","0","キャル","253","12","0","80003","106001","0","0","そうね。おめでたいことなんだし\nここまで来たんなら\n楽しめるだけ\n楽しむしかないわよね！",""
"34","0","コッコロ","254","12","0","80003","105901","1","0","わたくしも、普段よりも心が\n熱くなっております\nこの胸の気持ちをお伝えできるよう\n精一杯努力いたします…！",""
"40","0","ペコリーヌ","255","12","0","80003","105801","2","0","それでは、いきましょう！\n明日の生放送、絶対に\n成功させましょうね☆",""
"41","0","ペコリーヌ","256","13","0","80003","105801","0","0","えっと、最初のひと言は…あれ？\nキャルちゃん、わたし\n何て言うんでしたっけ？",""
"47","0","キャル","257","13","0","80003","106001","2","0","は！？\nなにいきなりど忘れしてるの！？\nっていうかあんた、台本は！？",""
"42","0","ペコリーヌ","258","13","0","80003","105801","0","0","忘れてきちゃいました☆",""
"48","0","キャル","259","13","0","80003","106001","2","0","忘れてきちゃいました☆\nで済ませられると思ってんの！？\nほら、あたし二冊持ってきたから\nこれ使いなさい！",""
"35","0","コッコロ","260","13","0","80003","105901","1","0","マイクとは、こんな高い位置に\nあるものなのですね…！\n背伸びをすれば、何とか…\nう～ん、うぅ～ん…！",""
"49","0","キャル","261","13","0","80003","106001","2","0","あぁもう\n少し下げればいいでしょ！？\nこれくらいでいい？\nまったく、世話が焼けるわね…",""
"43","0","ペコリーヌ","262","13","0","80003","105801","0","0","あれ？\nキャルちゃん、後ろ髪が\nはねちゃってますよ？",""
"50","0","キャル","263","13","0","80003","106001","2","0","え？　うそっ！？\nちゃんと確かめてきたのに！\nどこどこ！？",""
"36","0","コッコロ","264","13","0","80003","105901","1","0","キャルさま、動かないで\nくださいまし。今くしで…\nはい、直りましたよ",""
"51","0","キャル","265","13","0","80003","106001","2","0","あ、ありがと…はぁ。生放送\n本番までもうすぐなのに\nこんなことしてる場合じゃ\nないわよね",""
"37","0","コッコロ","266","13","0","80003","105901","1","0","はい、時間は残りわずかです\nですが、慌ただしく\n動き回るこの時間も\nなんだか楽しくて…♪",""
"52","0","キャル","267","13","0","80003","106001","2","0","コロ助、あんた…って\nそうじゃなくて！\n胸にジンワリきてる\n暇なんかないでしょ…！？",""
"44","0","ペコリーヌ","268","13","0","80003","105801","0","0","あはは♪\nキャルちゃんの動きが\nとっても面白いです♪\nやばいですね☆",""
"38","0","コッコロ","269","13","0","80003","105901","1","0","ふふ\nきっと面白い生放送になると\nわたくし、確信しております",""
"45","0","ペコリーヌ","270","13","0","80003","105801","0","0","絶対絶対、間違いありません！\n見てくれるみなさんが\n笑顔になれる時間を\nお届けしましょう！",""
"53","0","キャル","271","13","0","80003","106001","2","0","そんなの当然でしょ！\n誰が見たって面白いって\n言ってもらえるように\nあれだけ準備したんだから！",""
"46","0","ペコリーヌ","272","13","0","80003","105801","0","0","それでは\n記念日直前生放送！\n楽しみにしててくださいね☆",""
"18","0","カリン","273","14","0","80003","190801","0","0","こんにちは\n【ギルド管理協会】のカリンです",""
"19","0","カリン","274","14","0","80003","190801","0","0","昨日の生放送は\nいかがだったでしょうか？",""
"20","0","カリン","275","14","0","80003","190801","0","0","たくさんの笑顔と喜びと\nそして驚きを受け取って\nいただけたのではないかと思います",""
"21","0","カリン","276","14","0","80003","190801","0","0","そしていよいよ\n明日は2.5周年の当日\n待ちに待った記念日を\n迎えることとなります",""
"22","0","カリン","277","14","0","80003","190801","0","0","【美食殿】のみなさんも\n張り切って様々な準備を\nされていますよ",""
"23","0","カリン","278","14","0","80003","190801","0","0","【ギルド管理協会】も\n万全のサポート体制で\n協力してまいりたいと思います",""
"24","0","カリン","279","14","0","80003","190801","0","0","…ふふ、本当に楽しみですね\n【ギルド管理協会】の職員として\nだけではなく、私個人としても…",""
"25","0","カリン","280","14","0","80003","190801","0","0","この記念日を迎えられることが\n心から楽しみですし\n幸せを感じています",""
"26","0","カリン","281","14","0","80003","190801","0","0","きっと【美食殿】のみなさんは\nそれ以上に心を弾ませて\nいることでしょう",""
"27","0","カリン","282","14","0","80003","190801","0","0","それでは\n明日からの2.5周年を\nどうぞ、お楽しみに…♪",""
"47","0","ペコリーヌ","283","15","0","80003","105801","0","0","準備はいいですかっ？\n…いっきますよー！",""
"54","0","キャル","284","15","0","80003","106001","2","0","祝！",""
"39","0","コッコロ","285","15","0","80003","105901","1","0","2.5周年！",""
"48","0","ペコリーヌ","286","15","0","80003","105801","0","0","おめでとうございま～す☆",""
"55","0","キャル","287","15","0","80003","106001","2","0","少し前まではまだまだ先じゃない\nとか言ってたけど\n本当にあっという間だったわね",""
"40","0","コッコロ","288","15","0","80003","105901","1","0","光陰矢の如し…\nとはこのことでございますね\nでも、今日という日を無事に\n迎えることができて良かったです",""
"49","0","ペコリーヌ","289","15","0","80003","105801","0","0","コッコロちゃん！　キャルちゃん！\n落ち着くには\nまだ早いですよ！\n盛り上がるのはこれからです☆",""
"56","0","キャル","290","15","0","80003","106001","2","0","ほんとあんたはいつも\n全力全開ねー\nでもそうね、記念日なんだし\nパーっといきましょ！",""
"41","0","コッコロ","291","15","0","80003","105901","1","0","ええ、わたくしも全力全開で\nまいります…！\n主さま、さあ\nどうぞ手を取ってくださいまし…♪",""
"57","0","キャル","292","15","0","80003","106001","2","0","あんたもコロ助も、浮かれて\n転ぶんじゃないわよ？\n…仕方ないから、あたしも\n手を繋いであげるわよ",""
"50","0","ペコリーヌ","293","15","0","80003","105801","0","0","あー！　二人ともずるいです！\nわたしもっ、ギュー♪",""
"58","0","キャル","294","15","0","80003","106001","2","0","ちょっ、ペコリーヌ！\nくっつき過ぎよ！",""
"51","0","ペコリーヌ","295","15","0","80003","105801","0","0","記念日だから\n平気平気♪\nやばいですね☆",""
"59","0","キャル","296","15","0","80003","106001","2","0","意味分かんないわよ！",""
"42","0","コッコロ","297","15","0","80003","105901","1","0","ふふ。このめでたき日に\n喜びがあふれておりますね\n主さまは…いかがでしょうか？",""
"43","0","コッコロ","298","15","0","80003","105901","1","0","喜んでいただけているならば\nわたくしはとてもとても\n幸せでございます",""
"52","0","ペコリーヌ","299","15","0","80003","105801","0","0","さぁ、2.5周年を\n楽しみ尽くしますよ☆\nまだまだ食べたいものもありますし\nやりたいこともたくさんです！",""
"60","0","キャル","300","15","0","80003","106001","2","0","分かった、分かったから\n引っ張るんじゃないわよ！\n…そんな掴まなくても\nちゃんとついていくから",""
"44","0","コッコロ","301","15","0","80003","105901","1","0","ペコリーヌさま…キャルさま…\n主さま…共にまいりましょう\nどこまでも…！",""
"53","0","ペコリーヌ","302","15","0","80003","105801","0","0","はい！　それでは2.5周年\n食べつくしツアーへ！\nそして、その先の未来へ\n向かって出発しましょう！",""
"54","0","ペコリーヌ・コッコロ・キャル","303","15","0","80003","105801","0","1","2.5周年\nありがとうございます！","105901,45,106001,61"
"1","0","カリン","304","0","1","60002","190804","1","0","新年を迎え、新たに始まる一日を\nおみくじで占ってみませんか？\n良い運勢であるほど、\n沢山のプレゼントが貰えますよ♪",""
"0","1","","305","0","1","60002","0","2","0","今日の運勢は姫吉！　どんな不可能も可能にできちゃう！　　　　仲間と食卓を囲めばさらに運気上昇よ！　ただし魔物料理以外！",""
"0","1","","306","0","1","60002","0","2","0","今日の運勢は姫吉！　やること全てが最高潮！　やばいですね☆　ラッキーアイテムはおにぎり！　お腹一杯で幸せが続くでしょう！",""
"0","1","","307","0","1","60002","0","2","0","今日の運勢は姫吉！　最強の運勢でどんなドジも跳ね除けます！　大切な人と一緒に、最高の一日になること間違いなし！",""
"0","1","","308","0","1","60002","0","2","0","今日の運勢は姫吉！　どんな挑戦も上手くいく、最高の運勢です！理想の自分に変身できる絶好の機会！　新しい一歩を踏み出そう！",""
"0","1","","309","0","2","60002","0","2","0","今日の運勢は姫吉！　やること全てが上手くいく最高の一日！　　あなたの活躍に先生もにっこりです。いい子いい子♪",""
"0","2","","310","0","1","60002","0","2","0","今日の運勢は大吉！　お裁縫好きな女の子のお墨付きです！　　　お世話したがりの妹にめいっぱい愛されちゃうかも！？",""
"0","2","","311","0","1","60002","0","2","0","今日の運勢は大吉！　ラッキーカラーは赤！　　　　　　　　　　湧き上がるアイデアの数々に、高笑いが止まりませんわ！",""
"0","2","","312","0","1","60002","0","2","0","今日の運勢は大吉！　ラッキーワードは「ちぇる～ん♪」　　　　出会う人みんなに言ってあげると、ハッピーになれますよ！",""
"0","2","","313","0","1","60002","0","2","0","今日の運勢は大吉！　運勢はバッチリで無敵状態！　　　　　　　龍眼で全てを見通して、思い通りの一日を過ごしましょう！",""
"0","2","","314","0","2","60002","0","2","0","今日の運勢は大吉！　悩んでいたことが解決しそうです！　　　　たまには勉強も仕事も忘れて、心あたたまる家族と過ごしましょ！",""
"0","3","","315","0","1","60002","0","2","0","今日の運勢は中吉！　家の中でゆっくり過ごすのがよさそう！　　ラッキーアイテムはゲームよ！　ベストスコアを更新できるかも？",""
"0","3","","316","0","1","60002","0","2","0","今日の運勢は中吉！　上手くなりたいことに積極的に挑戦してみてサックス好きの妹が、手取り足取りサポートしてくれるかも～？",""
"0","3","","317","0","1","60002","0","2","0","今日の運勢は中吉！　仕事運が急上昇中です！　　　　　　　　　きっと「煉獄に舞う一陣の疾風」の如き活躍ができますよ！",""
"0","3","","318","0","1","60002","0","2","0","今日の運勢は中吉！　日頃の努力が報われます！　　　　　　　　親しい友人がいるなら報告してみて。一緒に喜んでくれるはずだ。",""
"0","3","","319","0","1","60002","0","2","0","今日の運勢は中吉！　商売運が上がってきています！　　　　　　ラッキーアイテムはたい焼き！　和菓子パワーで売上アップです！",""
"0","3","","320","0","1","60002","0","2","0","今日の運勢は中吉！　チャンスを待つと良い結果に！　　　　　　ラッキーアイテムのプリンを食べて、運を呼び込みましょう！",""
"0","3","","321","0","2","60002","0","2","0","今日の運勢は中吉！　運気が着々と上昇中！　　　　　　　　　　精霊の加護を受けたかのごとく、色々な事がうまくいきますよ♪",""
"0","4","","322","0","1","60002","0","2","0","今日の運勢は小吉！　まだ見ぬ危険が隠れているかも！　　　　　でも安心しろ！　提督が貴公を守ってくれるはずだぞ！",""
"0","4","","323","0","1","60002","0","2","0","今日の運勢は小吉！　いろんな事件が起こる一日になりそう！　　状況をよく観察してみようじゃないか！　まさに探偵のごとくね！",""
"0","4","","324","0","1","60002","0","2","0","今日の運勢は小吉！　気の向くままに過ごすのが幸せへの近道！　美味い魚を食べて猫を眺めて、自然体で過ごすのはどうだい？",""
"0","4","","325","0","1","60002","0","2","0","今日の運勢は小吉！　運気は高いけども、ハプニングには注意！　出かけた先で、「ふしんしゃ」扱いされてしまうかも……",""
"0","4","","326","0","1","60002","0","2","0","今日の運勢は小吉！　同腹一心の友だちが見つかるかも！　　　　キーワードは「ユニちゃんズ」、記憶に刻みましょう！",""
"0","4","","327","0","1","60002","0","2","0","今日の運勢は小吉！　周りに流されず、マイペースな一日を！　　ただし寝すぎには注意ぐうたらし過ぎず適度な運動を、だってさ～",""
"0","4","","328","0","2","60002","0","2","0","今日の運勢は小吉！　根を詰めずにリラックスすると運気向上！　ラッキーパーソンはアイドル。歌があなたを幸せにしてくれます♪",""
"2","0","カリン","329","0","0","60002","190804","3","0","おみくじの結果はどうでしたか？\n新たに始まる一日が、あなたに\nとって良い日になりますように\nまた明日も遊びに来て下さいね♪",""
"3","0","カリン","330","7","0","60002","190804","3","0","おみくじは楽しんで頂けましたか？\nあなたの新たなる年が\n素晴らしいものになるよう、\n心からお祈りいたします",""
"1","0","コッコロ","331","1","0","80005","105901","4","0","ささ、シェフィさまはこちらへ…",""
"1","0","シェフィ","332","1","0","80005","106401","0","0","コッコロさん、どこへ行くの…？\n…え？",""
"1","0","ペコリーヌ","333","1","0","80005","105801","3","0","『おめでとうございます！\nわ～パチパチー！』\n…という感じでどうですかね！？",""
"2","0","コッコロ","334","1","0","80005","105901","4","0","ではわたくしも\n後ろからクラッカーを鳴らして\n応戦いたします\nああ、当日が待ち遠しいですね",""
"2","0","シェフィ","335","1","0","80005","106401","0","0","ええと…\n二人とも何をしているの？",""
"1","0","キャル","336","1","0","80005","106001","1","0","シェフィは初めてだもんね\nあの日が近いからって\n予行練習してんのよ\n気が早いわよね～",""
"3","0","シェフィ","337","1","0","80005","106401","0","0","あの日…？",""
"2","0","ペコリーヌ","338","1","0","80005","105801","3","0","その通りです…\nいよいよ記念すべきあの日が\n近づいてきましたよ！",""
"3","0","ペコリーヌ","339","1","0","80005","105801","3","0","『プリンセスコネクト！\nRe:Dive』3.5周年！",""
"1","0","カリン","340","1","0","80005","190801","2","0","やばいですね☆",""
"2","0","キャル","341","1","0","80005","106001","1","0","って、なにしれっと\n参加してんのよカリン！",""
"2","0","カリン","342","1","0","80005","190801","2","0","ふふ、いいじゃないですか\n【ギルド管理協会】として\n私もみなさんと一緒に\nお祝いをさせてください！",""
"3","0","カリン","343","1","0","80005","190801","2","0","それに…記念日が近づけば\nとっておきの情報を\nお届けしますから♪",""
"4","0","ペコリーヌ","344","1","0","80005","105801","3","0","というわけで\n今日からシェフィちゃんも一緒に\nカウントダウンしちゃいましょう！\n3.5周年まで…",""
"4","0","シェフィ","345","1","0","80005","106401","0","0","えっ！？　ええとええと…！\nあ、あと14日…！",""
"5","0","ペコリーヌ","346","2","0","80005","105801","3","0","3.5周年まであと13日\n豪華に、そして盛大に\nお祝いしたいですね☆",""
"3","0","コッコロ","347","2","0","80005","105901","1","0","豪華といえば前にとある貴族さまが\n舞踏会を開かれたそうで\n主さまがそのお手伝いを\nしておりました",""
"4","0","コッコロ","348","2","0","80005","105901","1","0","そこで美しい所作を学ばれたので\nわたくしも教えていただきました\nしゃなり、しゃなり…\nいかがでしょう？",""
"6","0","ペコリーヌ","349","2","0","80005","105801","3","0","すっごく上手ですよ☆\nまるでお姫様みたいです\nせっかくなのでわたしも\nしゃなりしゃなり",""
"5","0","コッコロ","350","2","0","80005","105901","1","0","さすがでございます\nペコリーヌさま",""
"3","0","キャル","351","2","0","80005","106001","0","0","いや、あんたは\nできなきゃダメでしょ\n本物のお姫様なんだし",""
"5","0","シェフィ","352","2","0","80005","106401","2","0","しゃなり、しゃなり…\nふふ、案外できるものね",""
"7","0","ペコリーヌ","353","2","0","80005","105801","3","0","わぁ！\nシェフィちゃん\n姿勢がとってもキレイです♪",""
"6","0","コッコロ","354","2","0","80005","105901","1","0","さ、次はキャルさまの\n番でございますよ",""
"4","0","キャル","355","2","0","80005","106001","0","0","あ、あたしはいいわよ！\nそういうの全然分かんないし…",""
"6","0","シェフィ","356","2","0","80005","106401","2","0","大丈夫\nやってみると結構楽しいわよ\nほらほらっ",""
"5","0","キャル","357","2","0","80005","106001","0","0","そ、そこまで言うなら…\nしゃなにゅわきゃあっ！",""
"6","0","キャル","358","2","0","80005","106001","0","0","いたたた…もぉお～！\nなんであたしがこんな目に～！",""
"7","0","コッコロ","359","2","0","80005","105901","1","0","まぁまぁ\n記念日までに練習すれば\nできるようになるかもしれません\nよろしければお教えいたしますよ",""
"7","0","キャル","360","2","0","80005","106001","0","0","よし！\nあんたたちができて\nあたしだけできないのはしゃくだし\nやってやろうじゃないの！！",""
"8","0","コッコロ","361","3","0","80005","105901","1","0","3.5周年まであと12日\n記念日当日はもちろんですが\nその日を待つ時間というのも\n心躍ります",""
"8","0","ペコリーヌ","362","3","0","80005","105801","3","0","分かりますっ！\nどんな特別な料理を食べられるのか\n考えるだけでワクワクしますよね！",""
"9","0","コッコロ","363","3","0","80005","105901","1","0","特別な料理といえば、お祭りですね\nそういえば主さまは学生として\n聖学祭に参加されたこと\nがあるとか…",""
"7","0","シェフィ","364","3","0","80005","106401","2","0","聖学祭…って、なにかしら？",""
"10","0","コッコロ","365","3","0","80005","105901","1","0","聖テレサ女学院の祭典ですよ\n二つのチームが競い合い\n青春を満喫するのが趣旨のようです",""
"8","0","キャル","366","3","0","80005","106001","0","0","それってカルミナの\nサプライズライブがあった\nお祭りよね？\nちょっと見たかったかも…",""
"9","0","キャル","367","3","0","80005","106001","0","0","カルミナの後の\nライブも好評だったらしいじゃない\n確か、なかよし部\nだったっけ…？",""
"9","0","ペコリーヌ","368","3","0","80005","105801","3","0","なかよし部…\n仲が良さそうな名前で\nやばいですね☆",""
"10","0","キャル","369","3","0","80005","106001","0","0","いや、そのまんますぎでしょ…",""
"8","0","シェフィ","370","3","0","80005","106401","2","0","聖学祭かぁ…なんだか楽しそうね\nそれになかよし部の人たちも\n気になるわ",""
"10","0","ペコリーヌ","371","3","0","80005","105801","3","0","それじゃあわたしたちも、\n負けじと仲良くしましょう♪\nほらほらシェフィちゃん、\nぎゅーっ☆　ですよ♪",""
