f1da66699d6d420490724b2836a04450a4da7a322c5fa76eeb5e54595d8f94f4,777d82ac4f4e36ae4fe04e69befd3b30afbabe73294b3fd0227ecbf55b635ef8,c5da5f0433db55c0df5ed523d452ff501e0963a7fd711369d5cd300a67f005c9,0a1cf2210d5e75386dc8252ad59cd009347c14ff50451a9cb91ee86a290b6d50,c0a3a84c6d504591c49bea460891cbfb9b6a574bf771426b4bbd171a78ee1975,36f3f24702fea1d3a9c77c4840c03476a5681577fa0cd2a0564a3d2d6bf3ec53,5a7b641032b2a85a48c5ee07eaa6dfe6dad8d27a4498a707a42c2a40aa5e606f,64c09430c4ab9201669d9157228f6c73d131ec39d21e5cba8fddf2a482e4a0c7,37f52d5173f898d53893c3a30225b14ea67bfc6089fd849584724c83f191f52c,4bdbd77ca90227caece782615d8c085e53684cd1208452fa403dcaa7555e98e2,e437fa84ccc252fe839428412d52a17f368dd93320d5fbfadfdd8ab925cd0809
"0","","0","","","0","72","","91","","72030"
"0","0.2","1","","0","clear_kohon_loop_shy","72","1","3","talk2ToKohon","72031"
"0","","vo_asb","","","0","72","","21","vo_asb_0726","72032"
"10","0","1","0","0","1","72","1","11","そりゃそうですよね……\nいきなり前のめり過ぎ太郎でした……","72033"
"0","","0","","","0","72","","91","","72034"
"0","0.2","1","","0","clear_guts1_talk","72","1","3","clear_guts1_in","72035"
"0","","vo_asb","","","0","72","","21","vo_asb_0727","72036"
"10","0","1","0","0","1","72","1","11","でも、諦めるわけにはいかないなって。\n時々森に通って、300年を３年くらい\nに、縮めようと思ってるんです！","72037"
"0","","0","","","0","72","","91","","72038"
"","","72040","","","","72","","101","","72039"
"1","0.3","1","","0","1","72","0","6","1","72040"
"1","0.3","0","","0","1","72","0","6","1","72041"
"-250","","1","","","0.3","72","1","2","-120","72042"
"0","","0","","","0.3","72","1","2","-100","72043"
"","","0","","","","72","","22","0","72044"
"","","0.4","","","","72","","93","0","72045"
"52","2.2","1","riri_idle","0","30","82","-250","5","1","82001"
"1","0","1","","0","1","82","0","6","1","82002"
"29","1","0","black","0","50","82","0","5","0","82003"
"1","0","0","","0","1","82","0","6","1","82004"
"","","0","","","","82","","91","","82005"
"1","0.2","1","","0","1","82","1","6","1","82006"
"1","0.2","0","","0","1","82","1","6","1","82007"
"-250","","1","","","0.3","82","2","2","-20","82008"
"0","","0","","","0.3","82","2","2","0","82009"
"","","0.6","","","","82","","93","0","82010"
"1","0.2","1","","","","82","","3","riri_talk","82011"
"0","","vo_asb","","","0","82","","21","vo_asb_0821","82012"
"10","0","1","0","0","1","82","1","11","その頃わたくしは、\nスカウトをお受けしておりました。\nミサト様いわく、わたくしには保育士の\n『天賦の才』があるそうで。","82013"
"0","","0","","","0","82","","91","","82014"
"1","0.2","1","","","","82","","3","sad_talk_surprise","82015"
"0","","vo_asb","","","0","82","","21","vo_asb_0822","82016"
"10","0","1","0","0","1","82","1","11","小さいお子様はともかく、動物さんに\n好かれる自覚はありますし……\n冒険者という仕事に不向きなことも、\n自認していますけれど……","82017"
"0","","0","","","0","82","","91","","82018"
"1","0.2","1","","","","82","","3","guts2_talk_Ex1","82019"
"0","","vo_asb","","","0","82","","21","vo_asb_0823","82020"
"10","0","1","0","0","1","82","1","11","それでも……適性など踏み越えて、\n己の道を突き進むのが冒険者です。\n一度決めたことを、\n曲げるわけには参りません……！","82021"
"0","","0","","","0","82","","91","","82022"
"1","0.2","1","","","","82","","3","talk_joy","82023"
"0","","vo_asb","","","0","82","","21","vo_asb_0824","82024"
"10","0","1","0","0","1","82","1","11","と、不退転の決意を申し上げたら、\nミサト様、「は～い♪」と、\n二つ返事で分かってくださって。","82025"
"0","","0","","","0","82","","91","","82026"
"1","0.2","1","","","","82","","3","wish_talk_joyR_riri","82027"
"0","","vo_asb","","","0","82","","21","vo_asb_0825","82028"
"10","0","1","0","0","1","82","1","11","柔和で、寛容で、お話のわかる……\n彼女こそ、真の保育士さんで\nいらっしゃいますね。","82029"
"0","","0","","","0","82","","91","","82030"
"1","0.2","1","","","","82","","3","surprise_talk_nervous","82031"
"0","","vo_asb","","","0","82","","21","vo_asb_0826","82032"
"10","0","1","0","0","1","82","1","11","……別れ際に、\n「また誘うわね～♪」と、\n同じく柔和な笑顔でおっしゃって\nおられたのがやや気にはなりますが……","82033"
"0","","0","","","0","82","","91","","82034"
"","","82036","","","","82","","101","","82035"
"1","0.3","1","","0","1","82","0","6","1","82036"
"1","0.3","0","","0","1","82","0","6","1","82037"
"-250","","1","","","0.3","82","1","2","-120","82038"
"0","","0","","","0.3","82","1","2","-100","82039"
"","","0","","","","82","","22","0","82040"
"","","0.4","","","","82","","93","0","82041"
"52","2.2","2","clear_surprise_talk","0","30","92","-250","5","1","92001"
"1","0","1","","0","1","92","0","6","1","92002"
"29","1","0","black","0","50","92","0","5","0","92003"
"1","0","0","","0","1","92","0","6","1","92004"
"","","0","","","","92","","91","","92005"
"1","0.2","1","","0","1","92","1","6","1","92006"
"1","0.2","0","","0","1","92","1","6","1","92007"
"-250","","1","","","0.3","92","2","2","-20","92008"
"0","","0","","","0.3","92","2","2","0","92009"
"","","0.6","","","","92","","93","0","92010"
"0","","vo_asb","","","0","92","","21","vo_asb_0921","92011"
"10","0","1","0","0","1","92","1","11","穴って、不思議ですよね……","92012"
"0","","0","","","0","92","","91","","92013"
"0","","vo_asb","","","0","92","","21","vo_asb_0922","92014"
"10","0","1","0","0","1","92","1","11","暗くて、狭くて。\n涼しくて、静かで。\nなんとなく、落ち着く……というか。","92015"
"0","","0","","","0","92","","91","","92016"
"0","0.1","1","","0","clear_kohon_loop_normal2","92","1","3","surpriseToKohon","92017"
"0","","vo_asb","","","0","92","","21","vo_asb_0923","92018"
"10","0","1","0","0","1","92","1","11","そういうの。\nわたし、意外と好きなの、かも……？\n穴があったら入りたい、\nじゃないですけど……","92019"
"0","","0","","","0","92","","91","","92020"
"1","0.2","1","","","","92","","3","clear_wish_talk_joy_noShy","92021"
"0","","vo_asb","","","0","92","","21","vo_asb_0924","92022"
"10","0","1","0","0","1","92","1","11","掘り方、習ったし。\n自分用の穴、掘ってみようかな……？","92023"
"0","","0","","","0","92","","91","","92024"
"","","92026","","","","92","","101","","92025"
"1","0.3","1","","0","1","92","0","6","1","92026"
"1","0.3","0","","0","1","92","0","6","1","92027"
"-250","","1","","","0.3","92","1","2","-120","92028"
"0","","0","","","0.3","92","1","2","-100","92029"
"","","0","","","","92","","22","0","92030"
"","","0.4","","","","92","","93","0","92031"
"52","2.2","3","idle_precia","0","30","102","-250","5","1","102001"
"1","0","1","","0","1","102","0","6","1","102002"
"29","1","0","black","0","50","102","0","5","0","102003"
"1","0","0","","0","1","102","0","6","1","102004"
"","","0","","","","102","","91","","102005"
"1","0.2","1","","0","1","102","1","6","1","102006"
"1","0.2","0","","0","1","102","1","6","1","102007"
"-250","","1","","","0.3","102","2","2","-20","102008"
"0","","0","","","0.3","102","2","2","0","102009"
"","","0.6","","","","102","","93","0","102010"
"1","0.3","1","","","","102","","3","doya_idle_surprise_precia","102011"
"0","","vo_asb","","","0","102","","21","vo_asb_1021","102012"
"10","0","1","0","0","1","102","1","11","「へんたいふしんしゃさんは\nあなにおちるべきです」","102013"
"0","","0","","","0","102","","91","","102014"
"1","0.3","1","","","","102","","3","talk_precia","102015"
"0","","vo_asb","","","0","102","","21","vo_asb_1022","102016"
"10","0","1","0","0","1","102","1","11","キョウカ。\nだん。","102017"
"0","","0","","","0","102","","91","","102018"
"1","0.3","1","","","","102","","3","think_idle_anger_precia","102019"
"0","","vo_asb","","","0","102","","21","vo_asb_1023","102020"
"10","0","1","0","0","1","102","1","11","へんたいふしんしゃ。\nとは……？","102021"
"0","","0","","","0","102","","91","","102022"
"0","0.2","1","","0","sad_talk_surprise_precia","102","1","3","thinkToSad_precia","102023"
"0","","vo_asb","","","0","102","","21","vo_asb_1024","102024"
"10","0","1","0","0","1","102","1","11","……まだ、しらないこと。\nたくさん。","102025"
"0","","0","","","0","102","","91","","102026"
"1","0.3","1","","","","102","","3","guts2_talk_joy_precia","102027"
"0","","vo_asb","","","0","102","","21","vo_asb_1025","102028"
"10","0","1","0","0","1","102","1","11","どんどん。\nまなんでく。ぞ。","102029"
"0","","0","","","0","102","","91","","102030"
"","","102032","","","","102","","101","","102031"
"1","0.3","1","","0","1","102","0","6","1","102032"
"1","0.3","0","","0","1","102","0","6","1","102033"
"-250","","1","","","0.3","102","1","2","-120","102034"
"0","","0","","","0.3","102","1","2","-100","102035"
"","","0","","","","102","","22","0","102036"
"","","0.4","","","","102","","93","0","102037"
"52","2.2","2","clear_wish_talk_joy","0","30","112","-250","5","1","112001"
"1","0","1","","0","1","112","0","6","1","112002"
"29","1","0","black","0","50","112","0","5","0","112003"
"1","0","0","","0","1","112","0","6","1","112004"
"","","0","","","","112","","91","","112005"
"1","0.2","1","","0","1","112","1","6","1","112006"
"1","0.2","0","","0","1","112","1","6","1","112007"
"-250","","1","","","0.3","112","2","2","-20","112008"
"0","","0","","","0.3","112","2","2","0","112009"
"","","0.6","","","","112","","93","0","112010"
"0","","vo_asb","","","0","112","","21","vo_asb_1121","112011"
"10","0","1","0","0","1","112","1","11","ミツキさんの出してくれた\nオリジナルのお茶、\n不思議な香りでした。","112012"
"0","","0","","","0","112","","91","","112013"
"1","0.2","1","","","","112","","3","clear_memoly_talk","112014"
"0","","vo_asb","","","0","112","","21","vo_asb_1122","112015"
"10","0","1","0","0","1","112","1","11","嗅いだだけでふわ～と、\n体が熱くなって。\nミツキさんいわく、\n滋養強壮の効果があるんだそうです。","112016"
"0","","0","","","0","112","","91","","112017"
"1","0.3","1","","","","112","","3","clear_surprise_talk","112018"
"0","","vo_asb","","","0","112","","21","vo_asb_1123","112019"
"10","0","1","0","0","1","112","1","11","なぜかお兄さんが珍しく焦った様子で、\n飲まない方がいい、と止めるので、\n香りを嗅ぐだけに\n留めておきましたけど……","112020"
"0","","0","","","0","112","","91","","112021"
"1","0.2","1","","","","112","","3","clear_wish_talk_normal2","112022"
"0","","vo_asb","","","0","112","","21","vo_asb_1124","112023"
"10","0","1","0","0","1","112","1","11","ミツキさん、\n「次はもっと効くのを\n飲ませてあげるから、\nまたいらっしゃいね」","112024"
"","","0","","","0","112","","91","","112025"
"0","","vo_asb","","","0","112","","21","vo_asb_1125","112026"
"10","0","1","0","0","1","112","1","11","って言ってくれていたので、\nまた遊びに行こうと思います。","112027"
"0","","0","","","0","112","","91","","112028"
"0","0.2","1","","0","clear_talk_joyR","112","1","3","wishToTalk","112029"
"0","","vo_asb","","","0","112","","21","vo_asb_1126","112030"
"10","0","1","0","0","1","112","1","11","ふふ……入口は怖かったですけど。\n見かけによらないんですね、\nギルドって。これも学びです♪","112031"
"0","","0","","","0","112","","91","","112032"
"","","112034","","","","112","","101","","112033"
"1","0.3","1","","0","1","112","0","6","1","112034"
"1","0.3","0","","0","1","112","0","6","1","112035"
"-250","","1","","","0.3","112","1","2","-120","112036"
"0","","0","","","0.3","112","1","2","-100","112037"
"","","0","","","","112","","22","0","112038"
"","","0.4","","","","112","","93","0","112039"
"52","2.2","3","notice_loop","0","30","122","-250","5","1","122001"
"1","0","1","","0","1","122","0","6","1","122002"
"29","1","0","black","0","50","122","0","5","0","122003"
"1","0","0","","0","1","122","0","6","1","122004"
"","","0","","","","122","","91","","122005"
"1","0.2","1","","0","1","122","1","6","1","122006"
"1","0.2","0","","0","1","122","1","6","1","122007"
"-250","","1","","","0.3","122","2","2","-20","122008"
"0","","0","","","0.3","122","2","2","0","122009"
"","","0.6","","","","122","","93","0","122010"
"0","","vo_asb","","","0","122","","21","vo_asb_1221","122011"
"10","0","1","0","0","1","122","1","11","ミツキの。\nけはい……","122012"
"0","","0","","","0","122","","91","","122013"
"1","0.3","1","","","","122","","3","sad_idle_surprise","122014"
"0","","vo_asb","","","0","122","","21","vo_asb_1222","122015"
"10","0","1","0","0","1","122","1","11","のっと。\nただもの。","122016"
"0","","0","","","0","122","","91","","122017"
"1","0.3","1","","","","122","","3","surprise_idle_anger_precia","122018"
"0","","vo_asb","","","0","122","","21","vo_asb_1223","122019"
"10","0","1","0","0","1","122","1","11","わるもの？\nせいぎ、の、みかた？","122020"
"0","","0","","","0","122","","91","","122021"
"0","0.2","1","","0","think_idle_Ex1_precia","122","1","3","surpriseToThink_precia","122022"
"0","","vo_asb","","","0","122","","21","vo_asb_1224","122023"
"10","0","1","0","0","1","122","1","11","ふくざつ。","122024"
"0","","0","","","0","122","","91","","122025"
"","","122027","","","","122","","101","","122026"
"1","0.3","1","","0","1","122","0","6","1","122027"
"1","0.3","0","","0","1","122","0","6","1","122028"
"-250","","1","","","0.3","122","1","2","-120","122029"
"0","","0","","","0.3","122","1","2","-100","122030"
"","","0","","","","122","","22","0","122031"
"","","0.4","","","","122","","93","0","122032"
"52","2.2","3","lift_down_normal","0","30","132","-250","5","1","132001"
"1","0","1","","0","1","132","0","6","1","132002"
"29","1","0","black","0","50","132","0","5","0","132003"
"1","0","0","","0","1","132","0","6","1","132004"
"","","0","","","","132","","91","","132005"
"1","0.2","1","","0","1","132","1","6","1","132006"
"1","0.2","0","","0","1","132","1","6","1","132007"
"-250","","1","","","0.3","132","2","2","-20","132008"
"0","","0","","","0.3","132","2","2","0","132009"
"","","0.6","","","","132","","93","0","132010"
"0","","vo_asb","","","0","132","","21","vo_asb_1321","132011"
"10","0","1","0","0","1","132","1","11","ぼうけん、グッズ。\nたくさん。","132012"
"0","","0","","","0","132","","91","","132013"
"0","0.2","1","","0","lift_down_shy","132","1","3","lift_down_shy_in","132014"
"0","","vo_asb","","","0","132","","21","vo_asb_1322","132015"
"10","0","1","0","0","1","132","1","11","もちきれ……ない。","132016"
"0","","0","","","0","132","","91","","132017"
"0","0.2","1","","0","lift_up_loop","132","1","3","lift_up_in","132018"
"0","","vo_asb","","","0","132","","21","vo_asb_1323","132019"
"10","0","1","0","0","1","132","1","11","でも。\nもつ。よ。","132020"
"0","","0","","","0","132","","91","","132021"
"0","","vo_asb","","","0","132","","21","vo_asb_1324","132022"
"10","0","1","0","0","1","132","1","11","これ、が。\nまもりたいもの、の。\nおもさ。","132023"
"0","","0","","","0","132","","91","","132024"
"","","132026","","","","132","","101","","132025"
"1","0.3","1","","0","1","132","0","6","1","132026"
"1","0.3","0","","0","1","132","0","6","1","132027"
"-250","","1","","","0.3","132","1","2","-120","132028"
"0","","0","","","0.3","132","1","2","-100","132029"
"","","0","","","","132","","22","0","132030"
"","","0.4","","","","132","","93","0","132031"
"52","2.2","1","sad_talk_dere","0","30","142","-250","5","1","142001"
"1","0","1","","0","1","142","0","6","1","142002"
"29","1","0","black","0","50","142","0","5","0","142003"
"1","0","0","","0","1","142","0","6","1","142004"
"","","0","","","","142","","91","","142005"
"1","0.2","1","","0","1","142","1","6","1","142006"
"1","0.2","0","","0","1","142","1","6","1","142007"
"-250","","1","","","0.3","142","2","2","-20","142008"
"0","","0","","","0.3","142","2","2","0","142009"
"","","0.6","","","","142","","93","0","142010"
"0","","vo_asb","","","0","142","","21","vo_asb_1421","142011"
"10","0","1","0","0","1","142","1","11","お礼にいただいたお弁当が、\nあまりにもおいしくて……","142012"
"0","","0","","","0","142","","91","","142013"
"1","0.3","1","","","","142","","3","sad_talk_joyR","142014"
"0","","vo_asb","","","0","142","","21","vo_asb_1422","142015"
"10","0","1","0","0","1","142","1","11","わたくしもいつか、\nあんな心のこもったお弁当を作って、\n兄様にそっとお渡しすることが\nできたら、なんて……","142016"
"0","","0","","","0","142","","91","","142017"
"1","0.3","1","","","","142","","3","wish_talk_nervous_riri","142018"
"0","","vo_asb","","","0","142","","21","vo_asb_1423","142019"
"10","0","1","0","0","1","142","1","11","まだ卵焼きすらも\n焦がしてしまう分際で、\nつい、出過ぎたことを\n夢想してしまいました。","142020"
"0","","0","","","0","142","","91","","142021"
"1","0.2","1","","","","142","","3","wish_talk_normal2_riri","142022"
"0","","vo_asb","","","0","142","","21","vo_asb_1424","142023"
"10","0","1","0","0","1","142","1","11","……でも。\n今回の冒険で、夢見ることは\n大きな力だと知りましたから。","142024"
"0","","0","","","0","142","","91","","142025"
"1","0.2","1","","","","142","","3","guts2_talk_riri","142026"
"0","","vo_asb","","","0","142","","21","vo_asb_1425","142027"
"10","0","1","0","0","1","142","1","11","いつか兄様をもお支えできる\n冒険者になることを、諦めず、\nいつまでも夢想し続けながら、\n一歩ずつ、歩みを進めていく所存です。","142028"
"0","","0","","","0","142","","91","","142029"
"","","142031","","","","142","","101","","142030"
"1","0.3","1","","0","1","142","0","6","1","142031"
"1","0.3","0","","0","1","142","0","6","1","142032"
"-250","","1","","","0.3","142","1","2","-120","142033"
"0","","0","","","0.3","142","1","2","-100","142034"
"","","0","","","","142","","22","0","142035"
"","","0.4","","","","142","","93","0","142036"
