00bf0a53d925e6bca9b531e01889453762fb379e2fb75e80e43963d3bb81209b,fbed4e563eb89341f8edf0babbb8ca4178f3ee36528a0a8f1442b0ceb9cd84c0,5ef77e79dfdeebb244a6aa10c2b580791b0757f654017c4a741c9f871f22dbeb,f7259608ca1d406caa65e3620dea4b16a49a18be6284cdda1275cf12b3fc6a45,77c754f3923c52e07abae9b0645c4382fe7eb775538efbd4828dc2c180d72ba8,63852a52f66657837870fe2b8f8e4c39e7467bf76cf5f3c7e8eb1aec086f858f,66bbba4df30726dd0dd2ec8b282011258e1210f5292cc5a5e0247b04165a13a0,9e854f3fc1021cf76cd05d245dc537a4c5a194dc9fc0bacae08b3d1d29ef9d41,8d0d3c52bb9ce6645e90c0abff565547674c3f52996e0a744e2fee602524a6c8,348ab80a1a52a001b1db708281d6f43da45bda2f717098806387060f33edf8e1
"11131","0","0","2","11103","0","0","25021","540000","580"
"11141","0","0","2","11104","0","0","25021","540000","580"
"11151","0","0","2","11105","0","0","25021","540000","580"
"11211","0","0","2","11201","0","0","25021","540000","580"
"11221","0","0","2","11202","0","0","25021","540000","580"
"11231","0","0","2","11203","0","0","25021","540000","580"
"11241","0","0","2","11204","0","0","25021","540000","580"
"11251","0","0","2","11205","0","0","25021","540000","580"
"11311","0","0","2","11301","0","0","25021","540000","580"
"11321","0","0","2","11302","0","0","25021","540000","580"
"11331","0","0","2","11303","0","0","25021","540000","580"
"11341","0","0","2","11304","0","0","25021","540000","580"
"11351","0","0","2","11305","0","0","25021","540000","580"
"11411","0","0","2","11401","0","0","25021","540000","580"
"11421","0","0","2","11402","0","0","25021","540000","580"
"11431","0","0","2","11403","0","0","25021","540000","580"
"11441","0","0","2","11404","0","0","25021","540000","580"
"11451","0","0","2","11405","0","0","25021","540000","580"
"11511","0","0","2","11501","0","0","25021","540000","580"
"11521","0","0","2","11502","0","0","25021","540000","580"
"11531","0","0","2","11503","0","0","25021","540000","580"
"11541","0","0","2","11504","0","0","25021","540000","580"
"11551","0","0","2","11505","0","0","25021","540000","580"
"11611","0","0","2","11601","0","0","25021","540000","580"
"11621","0","0","2","11602","0","0","25021","540000","580"
"11631","0","0","2","11603","0","0","25021","540000","580"
"11641","0","0","2","11604","0","0","25021","540000","580"
"11651","0","0","2","11605","0","0","25021","540000","580"
"11711","0","0","2","11701","0","0","25021","540000","580"
"11721","0","0","2","11702","0","0","25021","540000","580"
"11731","0","0","2","11703","0","0","25021","540000","580"
"11741","0","0","2","11704","0","0","25021","540000","580"
"11751","0","0","2","11705","0","0","25021","540000","580"
"11811","0","0","2","11801","0","0","25021","540000","580"
"11821","0","0","2","11802","0","0","25021","540000","580"
"11831","0","0","2","11803","0","0","25021","540000","580"
"11841","0","0","2","11804","0","0","25021","540000","580"
"11851","0","0","2","11805","0","0","25021","540000","580"
"11911","0","0","2","11901","0","0","25021","540000","580"
"11921","0","0","2","11902","0","0","25021","540000","580"
"11931","0","0","2","11903","0","0","25021","540000","580"
"11941","0","0","2","11904","0","0","25021","540000","580"
"11951","0","0","2","11905","0","0","25021","540000","580"
"12011","0","0","2","12001","0","0","25021","540000","580"
"12021","0","0","2","12002","0","0","25021","540000","580"
"12031","0","0","2","12003","0","0","25021","540000","580"
"12041","0","0","2","12004","0","0","25021","540000","580"
"12051","0","0","2","12005","0","0","25021","540000","580"
"12111","0","0","2","12101","0","0","25021","540000","580"
"12121","0","0","2","12102","0","0","25021","540000","580"
"12131","0","0","2","12103","0","0","25021","540000","580"
"12141","0","0","2","12104","0","0","25021","540000","580"
"12151","0","0","2","12105","0","0","25021","540000","580"
"12211","0","0","2","12201","0","0","25021","540000","1450"
"12221","0","0","2","12202","0","0","25021","540000","1450"
"12311","0","0","2","12301","0","0","25021","540000","580"
"12321","0","0","2","12302","0","0","25021","540000","580"
"12331","0","0","2","12303","0","0","25021","540000","580"
"12341","0","0","2","12304","0","0","25021","540000","580"
"12351","0","0","2","12305","0","0","25021","540000","580"
"12411","0","0","2","12401","0","0","25021","540000","580"
"12421","0","0","2","12402","0","0","25021","540000","580"
"12431","0","0","2","12403","0","0","25021","540000","580"
"12441","0","0","2","12404","0","0","25021","540000","580"
"12451","0","0","2","12405","0","0","25021","540000","580"
"12511","0","0","2","12501","0","0","25021","540000","580"
"12521","0","0","2","12502","0","0","25021","540000","580"
"12531","0","0","2","12503","0","0","25021","540000","580"
"12541","0","0","2","12504","0","0","25021","540000","580"
"12551","0","0","2","12505","0","0","25021","540000","580"
"12611","0","0","2","12601","0","0","25021","540000","970"
"12621","0","0","2","12602","0","0","25021","540000","970"
"12631","0","0","2","12603","0","0","25021","540000","970"
"12711","0","0","2","12701","0","0","25021","540000","580"
"12721","0","0","2","12702","0","0","25021","540000","580"
"12731","0","0","2","12703","0","0","25021","540000","580"
"12741","0","0","2","12704","0","0","25021","540000","580"
"12751","0","0","2","12705","0","0","25021","540000","580"
"12811","0","0","2","12801","0","0","25021","540000","580"
"12821","0","0","2","12802","0","0","25021","540000","580"
"12831","0","0","2","12803","0","0","25021","540000","580"
"12841","0","0","2","12804","0","0","25021","540000","580"
"12851","0","0","2","12805","0","0","25021","540000","580"
"12911","0","0","2","12901","0","0","25021","540000","580"
"12921","0","0","2","12902","0","0","25021","540000","580"
"12931","0","0","2","12903","0","0","25021","540000","580"
"12941","0","0","2","12904","0","0","25021","540000","580"
"12951","0","0","2","12905","0","0","25021","540000","580"
"13011","0","0","2","13001","0","0","25021","540000","580"
"13021","0","0","2","13002","0","0","25021","540000","580"
"13031","0","0","2","13003","0","0","25021","540000","580"
"13041","0","0","2","13004","0","0","25021","540000","580"
"13051","0","0","2","13005","0","0","25021","540000","580"
"13111","0","0","2","13101","0","0","25021","540000","580"
"13121","0","0","2","13102","0","0","25021","540000","580"
"13131","0","0","2","13103","0","0","25021","540000","580"
"13141","0","0","2","13104","0","0","25021","540000","580"
"13151","0","0","2","13105","0","0","25021","540000","580"
"13211","0","0","2","13201","0","0","25021","540000","580"
"13221","0","0","2","13202","0","0","25021","540000","580"
"13231","0","0","2","13203","0","0","25021","540000","580"
"13241","0","0","2","13204","0","0","25021","540000","580"
"13251","0","0","2","13205","0","0","25021","540000","580"
"13311","0","0","2","13301","0","0","25021","540000","970"
"13321","0","0","2","13302","0","0","25021","540000","970"
"13331","0","0","2","13303","0","0","25021","540000","970"
"13411","0","0","2","13401","0","0","25021","540000","2900"
"13511","0","0","2","13501","0","0","25021","540000","580"
"13521","0","0","2","13502","0","0","25021","540000","580"
"13531","0","0","2","13503","0","0","25021","540000","580"
"13541","0","0","2","13504","0","0","25021","540000","580"
"13551","0","0","2","13505","0","0","25021","540000","580"
"13611","0","0","2","13601","0","0","25021","540000","580"
"13621","0","0","2","13602","0","0","25021","540000","580"
"13631","0","0","2","13603","0","0","25021","540000","580"
"13641","0","0","2","13604","0","0","25021","540000","580"
"13651","0","0","2","13605","0","0","25021","540000","580"
"13711","0","0","2","13701","0","0","25021","540000","580"
"13721","0","0","2","13702","0","0","25021","540000","580"
"13731","0","0","2","13703","0","0","25021","540000","580"
"13741","0","0","2","13704","0","0","25021","540000","580"
"13751","0","0","2","13705","0","0","25021","540000","580"
"13811","0","0","2","13801","0","0","25021","550000","680"
"13821","0","0","2","13802","0","0","25021","550000","680"
"13831","0","0","2","13803","0","0","25021","550000","680"
"13841","0","0","2","13804","0","0","25021","550000","680"
"13851","0","0","2","13805","0","0","25021","550000","680"
"13911","0","0","2","13901","0","0","25021","550000","680"
"13921","0","0","2","13902","0","0","25021","550000","680"
"13931","0","0","2","13903","0","0","25021","550000","680"
"13941","0","0","2","13904","0","0","25021","550000","680"
"13951","0","0","2","13905","0","0","25021","550000","680"
"14011","0","0","2","14001","0","0","25021","550000","680"
"14021","0","0","2","14002","0","0","25021","550000","680"
"14031","0","0","2","14003","0","0","25021","550000","680"
"14041","0","0","2","14004","0","0","25021","550000","680"
"14051","0","0","2","14005","0","0","25021","550000","680"
"14111","0","0","2","14101","0","0","25021","550000","680"
"14121","0","0","2","14102","0","0","25021","550000","680"
"14131","0","0","2","14103","0","0","25021","550000","680"
"14141","0","0","2","14104","0","0","25021","550000","680"
"14151","0","0","2","14105","0","0","25021","550000","680"
"14211","0","0","2","14201","0","0","25021","550000","680"
"14221","0","0","2","14202","0","0","25021","550000","680"
"14231","0","0","2","14203","0","0","25021","550000","680"
"14241","0","0","2","14204","0","0","25021","550000","680"
"14251","0","0","2","14205","0","0","25021","550000","680"
"14311","0","0","2","14301","0","0","25021","550000","680"
"14321","0","0","2","14302","0","0","25021","550000","680"
"14331","0","0","2","14303","0","0","25021","550000","680"
"14341","0","0","2","14304","0","0","25021","550000","680"
"14351","0","0","2","14305","0","0","25021","550000","680"
"14411","0","0","2","14401","0","0","25021","550000","680"
"14421","0","0","2","14402","0","0","25021","550000","680"
"14431","0","0","2","14403","0","0","25021","550000","680"
"14441","0","0","2","14404","0","0","25021","550000","680"
"14451","0","0","2","14405","0","0","25021","550000","680"
"14511","0","0","2","14501","0","0","25021","550000","680"
"14521","0","0","2","14502","0","0","25021","550000","680"
"14531","0","0","2","14503","0","0","25021","550000","680"
"14541","0","0","2","14504","0","0","25021","550000","680"
"14551","0","0","2","14505","0","0","25021","550000","680"
"14611","0","0","2","14601","0","0","25021","550000","680"
"14621","0","0","2","14602","0","0","25021","550000","680"
"14631","0","0","2","14603","0","0","25021","550000","680"
"14641","0","0","2","14604","0","0","25021","550000","680"
"14651","0","0","2","14605","0","0","25021","550000","680"
"14711","0","0","2","14701","0","0","25021","550000","1700"
"14721","0","0","2","14702","0","0","25021","550000","1700"
"14811","0","0","2","14801","0","0","25021","550000","1700"
"14821","0","0","2","14802","0","0","25021","550000","1700"
"14911","0","0","2","14901","0","0","25021","550000","680"
"14921","0","0","2","14902","0","0","25021","550000","680"
"14931","0","0","2","14903","0","0","25021","550000","680"
"14941","0","0","2","14904","0","0","25021","550000","680"
"14951","0","0","2","14905","0","0","25021","550000","680"
"15011","0","0","2","15001","0","0","25021","550000","680"
"15021","0","0","2","15002","0","0","25021","550000","680"
"15031","0","0","2","15003","0","0","25021","550000","680"
"15041","0","0","2","15004","0","0","25021","550000","680"
"15051","0","0","2","15005","0","0","25021","550000","680"
"15111","0","0","2","15101","0","0","25021","550000","680"
"15121","0","0","2","15102","0","0","25021","550000","680"
"15131","0","0","2","15103","0","0","25021","550000","680"
"15141","0","0","2","15104","0","0","25021","550000","680"
"15151","0","0","2","15105","0","0","25021","550000","680"
"15211","0","0","2","15201","0","0","25021","550000","3400"
"15311","0","0","2","15301","0","0","25021","550000","1700"
"15321","0","0","2","15302","0","0","25021","550000","1700"
"15411","0","0","2","15401","0","0","25021","550000","680"
"15421","0","0","2","15402","0","0","25021","550000","680"
"15431","0","0","2","15403","0","0","25021","550000","680"
"15441","0","0","2","15404","0","0","25021","550000","680"
"15451","0","0","2","15405","0","0","25021","550000","680"
"15511","0","0","2","15501","0","0","25021","550000","680"
"15521","0","0","2","15502","0","0","25021","550000","680"
"15531","0","0","2","15503","0","0","25021","550000","680"
"15541","0","0","2","15504","0","0","25021","550000","680"
"15551","0","0","2","15505","0","0","25021","550000","680"
"15611","0","0","2","15601","0","0","25021","550000","680"
"15621","0","0","2","15602","0","0","25021","550000","680"
"15631","0","0","2","15603","0","0","25021","550000","680"
"15641","0","0","2","15604","0","0","25021","550000","680"
"15651","0","0","2","15605","0","0","25021","550000","680"
"15711","0","0","2","15701","0","0","25021","550000","680"
"15721","0","0","2","15702","0","0","25021","550000","680"
"15731","0","0","2","15703","0","0","25021","550000","680"
"15741","0","0","2","15704","0","0","25021","550000","680"
"15751","0","0","2","15705","0","0","25021","550000","680"
"15811","0","0","2","15801","0","0","25021","550000","680"
"15821","0","0","2","15802","0","0","25021","550000","680"
"15831","0","0","2","15803","0","0","25021","550000","680"
"15841","0","0","2","15804","0","0","25021","550000","680"
"15851","0","0","2","15805","0","0","25021","550000","680"
"15911","0","0","2","15901","0","0","25021","550000","680"
"15921","0","0","2","15902","0","0","25021","550000","680"
"15931","0","0","2","15903","0","0","25021","550000","680"
"15941","0","0","2","15904","0","0","25021","550000","680"
"15951","0","0","2","15905","0","0","25021","550000","680"
"16011","0","0","2","16001","0","0","25021","550000","680"
"16021","0","0","2","16002","0","0","25021","550000","680"
"16031","0","0","2","16003","0","0","25021","550000","680"
"16041","0","0","2","16004","0","0","25021","550000","680"
"16051","0","0","2","16005","0","0","25021","550000","680"
"16111","0","0","2","16101","0","0","25021","550000","1140"
"16121","0","0","2","16102","0","0","25021","550000","1140"
"16131","0","0","2","16103","0","0","25021","550000","1140"
"16211","0","0","2","16201","0","0","25021","550000","680"
"16221","0","0","2","16202","0","0","25021","550000","680"
"16231","0","0","2","16203","0","0","25021","550000","680"
"16241","0","0","2","16204","0","0","25021","550000","680"
"16251","0","0","2","16205","0","0","25021","550000","680"
"16311","0","0","2","16301","0","0","25021","550000","680"
"16321","0","0","2","16302","0","0","25021","550000","680"
"16331","0","0","2","16303","0","0","25021","550000","680"
"16341","0","0","2","16304","0","0","25021","550000","680"
"16351","0","0","2","16305","0","0","25021","550000","680"
"16411","0","0","2","16401","0","0","25021","550000","680"
"16421","0","0","2","16402","0","0","25021","550000","680"
"16431","0","0","2","16403","0","0","25021","550000","680"
"16441","0","0","2","16404","0","0","25021","550000","680"
"16451","0","0","2","16405","0","0","25021","550000","680"
"16511","0","0","2","16501","0","0","25021","550000","680"
"16521","0","0","2","16502","0","0","25021","550000","680"
"16531","0","0","2","16503","0","0","25021","550000","680"
"16541","0","0","2","16504","0","0","25021","550000","680"
"16551","0","0","2","16505","0","0","25021","550000","680"
"16611","0","0","2","16601","0","0","25021","560000","780"
"16621","0","0","2","16602","0","0","25021","560000","780"
"16631","0","0","2","16603","0","0","25021","560000","780"
"16641","0","0","2","16604","0","0","25021","560000","780"
"16651","0","0","2","16605","0","0","25021","560000","780"
"16711","0","0","2","16701","0","0","25021","560000","780"
"16721","0","0","2","16702","0","0","25021","560000","780"
"16731","0","0","2","16703","0","0","25021","560000","780"
"16741","0","0","2","16704","0","0","25021","560000","780"
"16751","0","0","2","16705","0","0","25021","560000","780"
"16811","0","0","2","16801","0","0","25021","560000","780"
"16821","0","0","2","16802","0","0","25021","560000","780"
"16831","0","0","2","16803","0","0","25021","560000","780"
"16841","0","0","2","16804","0","0","25021","560000","780"
"16851","0","0","2","16805","0","0","25021","560000","780"
"16911","0","0","2","16901","0","0","25021","560000","780"
"16921","0","0","2","16902","0","0","25021","560000","780"
"16931","0","0","2","16903","0","0","25021","560000","780"
"16941","0","0","2","16904","0","0","25021","560000","780"
"16951","0","0","2","16905","0","0","25021","560000","780"
"17011","0","0","2","17001","0","0","25021","560000","780"
"17021","0","0","2","17002","0","0","25021","560000","780"
"17031","0","0","2","17003","0","0","25021","560000","780"
"17041","0","0","2","17004","0","0","25021","560000","780"
"17051","0","0","2","17005","0","0","25021","560000","780"
"17111","0","0","2","17101","0","0","25021","560000","780"
"17121","0","0","2","17102","0","0","25021","560000","780"
"17131","0","0","2","17103","0","0","25021","560000","780"
"17141","0","0","2","17104","0","0","25021","560000","780"
"17151","0","0","2","17105","0","0","25021","560000","780"
"17211","0","0","2","17201","0","0","25021","560000","780"
"17221","0","0","2","17202","0","0","25021","560000","780"
"17231","0","0","2","17203","0","0","25021","560000","780"
"17241","0","0","2","17204","0","0","25021","560000","780"
"17251","0","0","2","17205","0","0","25021","560000","780"
"17311","0","0","2","17301","0","0","25021","560000","780"
"17321","0","0","2","17302","0","0","25021","560000","780"
"17331","0","0","2","17303","0","0","25021","560000","780"
"17341","0","0","2","17304","0","0","25021","560000","780"
"17351","0","0","2","17305","0","0","25021","560000","780"
"17411","0","0","2","17401","0","0","25021","560000","780"
"17421","0","0","2","17402","0","0","25021","560000","780"
"17431","0","0","2","17403","0","0","25021","560000","780"
"17441","0","0","2","17404","0","0","25021","560000","780"
"17451","0","0","2","17405","0","0","25021","560000","780"
"17511","0","0","2","17501","0","0","25021","560000","780"
"17521","0","0","2","17502","0","0","25021","560000","780"
"17531","0","0","2","17503","0","0","25021","560000","780"
"17541","0","0","2","17504","0","0","25021","560000","780"
"17551","0","0","2","17505","0","0","25021","560000","780"
"17611","0","0","2","17601","0","0","25021","560000","1950"
"17621","0","0","2","17602","0","0","25021","560000","1950"
"17711","0","0","2","17701","0","0","25021","560000","1300"
"17721","0","0","2","17702","0","0","25021","560000","1300"
"17731","0","0","2","17703","0","0","25021","560000","1300"
"17811","0","0","2","17801","0","0","25021","560000","780"
"17821","0","0","2","17802","0","0","25021","560000","780"
"17831","0","0","2","17803","0","0","25021","560000","780"
"17841","0","0","2","17804","0","0","25021","560000","780"
"17851","0","0","2","17805","0","0","25021","560000","780"
"17911","0","0","2","17901","0","0","25021","560000","780"
"17921","0","0","2","17902","0","0","25021","560000","780"
"17931","0","0","2","17903","0","0","25021","560000","780"
"17941","0","0","2","17904","0","0","25021","560000","780"
"17951","0","0","2","17905","0","0","25021","560000","780"
"18011","0","0","2","18001","0","0","25021","560000","780"
"18021","0","0","2","18002","0","0","25021","560000","780"
"18031","0","0","2","18003","0","0","25021","560000","780"
"18041","0","0","2","18004","0","0","25021","560000","780"
"18051","0","0","2","18005","0","0","25021","560000","780"
"18111","0","0","2","18101","0","0","25021","560000","1950"
"18121","0","0","2","18102","0","0","25021","560000","1950"
"18211","0","0","2","18201","0","0","25021","560000","780"
"18221","0","0","2","18202","0","0","25021","560000","780"
"18231","0","0","2","18203","0","0","25021","560000","780"
"18241","0","0","2","18204","0","0","25021","560000","780"
"18251","0","0","2","18205","0","0","25021","560000","780"
"18311","0","0","2","18301","0","0","25021","560000","780"
"18321","0","0","2","18302","0","0","25021","560000","780"
"18331","0","0","2","18303","0","0","25021","560000","780"
"18341","0","0","2","18304","0","0","25021","560000","780"
"18351","0","0","2","18305","0","0","25021","560000","780"
"18411","0","0","2","18401","0","0","25021","560000","780"
"18421","0","0","2","18402","0","0","25021","560000","780"
"18431","0","0","2","18403","0","0","25021","560000","780"
"18441","0","0","2","18404","0","0","25021","560000","780"
"18451","0","0","2","18405","0","0","25021","560000","780"
"18511","0","0","2","18501","0","0","25021","560000","780"
"18521","0","0","2","18502","0","0","25021","560000","780"
"18531","0","0","2","18503","0","0","25021","560000","780"
"18541","0","0","2","18504","0","0","25021","560000","780"
"18551","0","0","2","18505","0","0","25021","560000","780"
"18611","0","0","2","18601","0","0","25021","560000","780"
"18621","0","0","2","18602","0","0","25021","560000","780"
"18631","0","0","2","18603","0","0","25021","560000","780"
"18641","0","0","2","18604","0","0","25021","560000","780"
"18651","0","0","2","18605","0","0","25021","560000","780"
"18711","0","0","2","18701","0","0","25021","560000","780"
"18721","0","0","2","18702","0","0","25021","560000","780"
"18731","0","0","2","18703","0","0","25021","560000","780"
"18741","0","0","2","18704","0","0","25021","560000","780"
"18751","0","0","2","18705","0","0","25021","560000","780"
"18811","0","0","2","18801","0","0","25021","560000","780"
"18821","0","0","2","18802","0","0","25021","560000","780"
"18831","0","0","2","18803","0","0","25021","560000","780"
"18841","0","0","2","18804","0","0","25021","560000","780"
"18851","0","0","2","18805","0","0","25021","560000","780"
"18911","0","0","2","18901","0","0","25021","560000","1300"
"18921","0","0","2","18902","0","0","25021","560000","1300"
"18931","0","0","2","18903","0","0","25021","560000","1300"
"19011","0","0","2","19001","0","0","25021","560000","1950"
"19021","0","0","2","19002","0","0","25021","560000","1950"
"19111","0","0","2","19101","0","0","25021","560000","780"
"19121","0","0","2","19102","0","0","25021","560000","780"
"19131","0","0","2","19103","0","0","25021","560000","780"
"19141","0","0","2","19104","0","0","25021","560000","780"
"19151","0","0","2","19105","0","0","25021","560000","780"
"19211","0","0","2","19201","0","0","25021","560000","780"
"19221","0","0","2","19202","0","0","25021","560000","780"
"19231","0","0","2","19203","0","0","25021","560000","780"
"19241","0","0","2","19204","0","0","25021","560000","780"
"19251","0","0","2","19205","0","0","25021","560000","780"
"19311","0","0","2","19301","0","0","25021","560000","780"
"19321","0","0","2","19302","0","0","25021","560000","780"
"19331","0","0","2","19303","0","0","25021","560000","780"
"19341","0","0","2","19304","0","0","25021","560000","780"
"19351","0","0","2","19305","0","0","25021","560000","780"
"19411","0","0","2","19401","0","0","25021","570000","820"
"19421","0","0","2","19402","0","0","25021","570000","820"
"19431","0","0","2","19403","0","0","25021","570000","820"
"19441","0","0","2","19404","0","0","25021","570000","820"
"19451","0","0","2","19405","0","0","25021","570000","820"
"19511","0","0","2","19501","0","0","25021","570000","1370"
"19521","0","0","2","19502","0","0","25021","570000","1370"
"19531","0","0","2","19503","0","0","25021","570000","1370"
"19611","0","0","2","19601","0","0","25021","570000","820"
"19621","0","0","2","19602","0","0","25021","570000","820"
"19631","0","0","2","19603","0","0","25021","570000","820"
"19641","0","0","2","19604","0","0","25021","570000","820"
"19651","0","0","2","19605","0","0","25021","570000","820"
"19711","0","0","2","19701","0","0","25021","570000","820"
"19721","0","0","2","19702","0","0","25021","570000","820"
"19731","0","0","2","19703","0","0","25021","570000","820"
"19741","0","0","2","19704","0","0","25021","570000","820"
"19751","0","0","2","19705","0","0","25021","570000","820"
"19811","0","0","2","19801","0","0","25021","570000","820"
"19821","0","0","2","19802","0","0","25021","570000","820"
"19831","0","0","2","19803","0","0","25021","570000","820"
"19841","0","0","2","19804","0","0","25021","570000","820"
"19851","0","0","2","19805","0","0","25021","570000","820"
"19911","0","0","2","19901","0","0","25021","570000","1370"
"19921","0","0","2","19902","0","0","25021","570000","1370"
"19931","0","0","2","19903","0","0","25021","570000","1370"
"20011","0","0","2","20001","0","0","25021","570000","820"
"20021","0","0","2","20002","0","0","25021","570000","820"
"20031","0","0","2","20003","0","0","25021","570000","820"
"20041","0","0","2","20004","0","0","25021","570000","820"
"20051","0","0","2","20005","0","0","25021","570000","820"
"20111","0","0","2","20101","0","0","25021","570000","820"
"20121","0","0","2","20102","0","0","25021","570000","820"
"20131","0","0","2","20103","0","0","25021","570000","820"
"20141","0","0","2","20104","0","0","25021","570000","820"
"20151","0","0","2","20105","0","0","25021","570000","820"
"20211","0","0","2","20201","0","0","25021","570000","820"
"20221","0","0","2","20202","0","0","25021","570000","820"
"20231","0","0","2","20203","0","0","25021","570000","820"
"20241","0","0","2","20204","0","0","25021","570000","820"
"20251","0","0","2","20205","0","0","25021","570000","820"
"20311","0","0","2","20301","0","0","25021","570000","820"
"20321","0","0","2","20302","0","0","25021","570000","820"
"20331","0","0","2","20303","0","0","25021","570000","820"
"20341","0","0","2","20304","0","0","25021","570000","820"
"20351","0","0","2","20305","0","0","25021","570000","820"
"20411","0","0","2","20401","0","0","25021","570000","1370"
"20421","0","0","2","20402","0","0","25021","570000","1370"
"20431","0","0","2","20403","0","0","25021","570000","1370"
"20511","0","0","2","20501","0","0","25021","570000","820"
"20521","0","0","2","20502","0","0","25021","570000","820"
"20531","0","0","2","20503","0","0","25021","570000","820"
"20541","0","0","2","20504","0","0","25021","570000","820"
"20551","0","0","2","20505","0","0","25021","570000","820"
"20611","0","0","2","20601","0","0","25021","570000","820"
"20621","0","0","2","20602","0","0","25021","570000","820"
"20631","0","0","2","20603","0","0","25021","570000","820"
"20641","0","0","2","20604","0","0","25021","570000","820"
"20651","0","0","2","20605","0","0","25021","570000","820"
"20711","0","0","2","20701","0","0","25021","570000","820"
"20721","0","0","2","20702","0","0","25021","570000","820"
"20731","0","0","2","20703","0","0","25021","570000","820"
"20741","0","0","2","20704","0","0","25021","570000","820"
"20751","0","0","2","20705","0","0","25021","570000","820"
"20811","0","0","2","20801","0","0","25021","570000","820"
"20821","0","0","2","20802","0","0","25021","570000","820"
"20831","0","0","2","20803","0","0","25021","570000","820"
"20841","0","0","2","20804","0","0","25021","570000","820"
"20851","0","0","2","20805","0","0","25021","570000","820"
"20911","0","0","2","20901","0","0","25021","570000","1370"
"20921","0","0","2","20902","0","0","25021","570000","1370"
"20931","0","0","2","20903","0","0","25021","570000","1370"
"21011","0","0","2","21001","0","0","25021","570000","820"
"21021","0","0","2","21002","0","0","25021","570000","820"
"21031","0","0","2","21003","0","0","25021","570000","820"
"21041","0","0","2","21004","0","0","25021","570000","820"
"21051","0","0","2","21005","0","0","25021","570000","820"
"21111","0","0","2","21101","0","0","25021","570000","820"
"21121","0","0","2","21102","0","0","25021","570000","820"
"21131","0","0","2","21103","0","0","25021","570000","820"
"21141","0","0","2","21104","0","0","25021","570000","820"
"21151","0","0","2","21105","0","0","25021","570000","820"
"21211","0","0","2","21201","0","0","25021","570000","820"
"21221","0","0","2","21202","0","0","25021","570000","820"
"21231","0","0","2","21203","0","0","25021","570000","820"
"21241","0","0","2","21204","0","0","25021","570000","820"
"21251","0","0","2","21205","0","0","25021","570000","820"
"21311","0","0","2","21301","0","0","25021","570000","820"
"21321","0","0","2","21302","0","0","25021","570000","820"
"21331","0","0","2","21303","0","0","25021","570000","820"
"21341","0","0","2","21304","0","0","25021","570000","820"
"21351","0","0","2","21305","0","0","25021","570000","820"
"21411","0","0","2","21401","0","0","25021","570000","820"
"21421","0","0","2","21402","0","0","25021","570000","820"
"21431","0","0","2","21403","0","0","25021","570000","820"
"21441","0","0","2","21404","0","0","25021","570000","820"
"21451","0","0","2","21405","0","0","25021","570000","820"
"21511","0","0","2","21501","0","0","25021","570000","820"
"21521","0","0","2","21502","0","0","25021","570000","820"
"21531","0","0","2","21503","0","0","25021","570000","820"
"21541","0","0","2","21504","0","0","25021","570000","820"
"21551","0","0","2","21505","0","0","25021","570000","820"
"21611","0","0","2","21601","0","0","25021","570000","820"
"21621","0","0","2","21602","0","0","25021","570000","820"
"21631","0","0","2","21603","0","0","25021","570000","820"
"21641","0","0","2","21604","0","0","25021","570000","820"
"21651","0","0","2","21605","0","0","25021","570000","820"
"21711","0","0","2","21701","0","0","25021","570000","1370"
"21721","0","0","2","21702","0","0","25021","570000","1370"
"21731","0","0","2","21703","0","0","25021","570000","1370"
"21811","0","0","2","21801","0","0","25021","570000","820"
"21821","0","0","2","21802","0","0","25021","570000","820"
"21831","0","0","2","21803","0","0","25021","570000","820"
"21841","0","0","2","21804","0","0","25021","570000","820"
"21851","0","0","2","21805","0","0","25021","570000","820"
"21911","0","0","2","21901","0","0","25021","570000","820"
"21921","0","0","2","21902","0","0","25021","570000","820"
"21931","0","0","2","21903","0","0","25021","570000","820"
"21941","0","0","2","21904","0","0","25021","570000","820"
"21951","0","0","2","21905","0","0","25021","570000","820"
"22011","0","0","2","22001","0","0","25021","570000","820"
"22021","0","0","2","22002","0","0","25021","570000","820"
"22031","0","0","2","22003","0","0","25021","570000","820"
"22041","0","0","2","22004","0","0","25021","570000","820"
"22051","0","0","2","22005","0","0","25021","570000","820"
"22111","0","0","2","22101","0","0","25021","570000","820"
"22121","0","0","2","22102","0","0","25021","570000","820"
"22131","0","0","2","22103","0","0","25021","570000","820"
"22141","0","0","2","22104","0","0","25021","570000","820"
"22151","0","0","2","22105","0","0","25021","570000","820"
"22211","0","0","2","22201","0","0","25021","570000","820"
"22221","0","0","2","22202","0","0","25021","570000","820"
"22231","0","0","2","22203","0","0","25021","570000","820"
"22241","0","0","2","22204","0","0","25021","570000","820"
"22251","0","0","2","22205","0","0","25021","570000","820"
