e51039a181e623751f9a938f232ddeeeedefe4ad9cc8a17010eaf41486fbe944,8b6ce350a37a4fbe968588dc375b26cc890ebe0011e387c92558c2355c064f14,f9b5a6693fe7e47fd609409e666e8f5371b1c1006a1fd6ec3135999d9d0f9349,ce5f340e067a79547675581a423c971534c5a7b882d9830fee97fa3c88c93380,5909029aee0266db288211ff0b730d9171cd68e3adcad832ac80d55820b6afda,8f1d152dd5726ac7b6ec4213641bfea1c0f7fee22d7741410ddb0b241b6e49b0,ce5f882f78cd59de35b42da362e90c06937643350bab89bfe953b66254dcaa22,883787c39e4c8a916e2e0fb55045c757fb49ed49867f080393315041263887cb,b8c9fd4bbf23c4c77c33d23ffebbe0de3d0805d13e7026303565a6c2a70382d2,b209ba53efcdd7b00a28cf29a2d800dfddf60f693f06f6be5e18e6c85b31fe1e,8f92c4c2e0b1aff7debcd13642e53415bd77383a74387a7479a738a49c80e4b8,cb34158ccf40a4a872838488d16c87c287e50e3ce4c73c79148a6a002959e0ee,a7dbca13c1e2a775db22ffdefe56730763d2d8cc2711efcee866969992daef0f,b34e50555db8043805c0ba6a6d91d041a8f8ac029a52079296bf24dd859f1212,e978e30b2c47159604b00839c3a1b3795144b856c5714d22f61241134e998306,a049e7553848d9fb4a946ff6b0ddc5948d967a6acec4b788f464f174ae685bcf,b2f068d339ffe387123a8a61da113ed7fc28dd48f2c575f66978a76e5096585b,7823d6a708ca40ecbd68d16070e8ce9fa5ab526c1942f7bbd598e0d2942de026,2a8c853767860ee38481b9895a964becd71068219a94da706ce805c2f6851c2b,f3a6fd93424448e98dd49266c261f122b0052a373097d0cca237ef795db959a1,42313398eabcbe966744085bf673554567733f996718b0bb92cf63b71e35cef1
"248","2","0","0","94002","2","250000","12","0","0","1037","2","2","0","22003","22002","4","0","0","1","20"
"249","3","0","0","94002","2","500000","12","0","0","1037","2","3","0","22003","22002","8","0","0","1","40"
"250","4","0","0","94002","2","750000","12","0","0","1037","2","4","0","22003","22002","12","0","0","1","60"
"251","5","0","0","94002","2","1000000","12","0","0","1037","2","-1","0","22003","22002","16","0","0","1","80"
"252","1","0","0","94002","0","10000","12","0","0","1038","0","1","0","0","0","0","0","0","1","0"
"253","2","0","0","94002","2","250000","12","0","0","1038","2","2","0","22003","22002","4","0","0","1","20"
"254","3","0","0","94002","2","500000","12","0","0","1038","2","3","0","22003","22002","8","0","0","1","40"
"255","4","0","0","94002","2","750000","12","0","0","1038","2","4","0","22003","22002","12","0","0","1","60"
"256","5","0","0","94002","2","1000000","12","0","0","1038","2","-1","0","22003","22002","16","0","0","1","80"
"257","1","0","0","94002","0","10000","12","0","0","1039","0","1","0","0","0","0","0","0","1","0"
"258","2","0","0","94002","2","250000","12","0","0","1039","2","2","0","22003","22002","4","0","0","1","20"
"259","3","0","0","94002","2","500000","12","0","0","1039","2","3","0","22003","22002","8","0","0","1","40"
"260","4","0","0","94002","2","750000","12","0","0","1039","2","4","0","22003","22002","12","0","0","1","60"
"261","5","0","0","94002","2","1000000","12","0","0","1039","2","-1","0","22003","22002","16","0","0","1","80"
"262","1","0","0","94002","0","10000","12","0","0","1040","0","1","0","0","0","0","0","0","1","0"
"263","2","0","0","94002","2","250000","12","0","0","1040","2","2","0","22003","22002","4","0","0","1","20"
"264","3","0","0","94002","2","500000","12","0","0","1040","2","3","0","22003","22002","8","0","0","1","40"
"265","4","0","0","94002","2","750000","12","0","0","1040","2","4","0","22003","22002","12","0","0","1","60"
"266","5","0","0","94002","2","1000000","12","0","0","1040","2","-1","0","22003","22002","16","0","0","1","80"
"267","1","0","0","94002","0","10000","12","0","0","1041","0","1","0","0","0","0","0","0","1","0"
"268","2","0","0","94002","2","250000","12","0","0","1041","2","2","0","22003","22002","4","0","0","1","20"
"269","3","0","0","94002","2","500000","12","0","0","1041","2","3","0","22003","22002","8","0","0","1","40"
"270","4","0","0","94002","2","750000","12","0","0","1041","2","4","0","22003","22002","12","0","0","1","60"
"271","5","0","0","94002","2","1000000","12","0","0","1041","2","-1","0","22003","22002","16","0","0","1","80"
"272","1","0","0","94002","0","10000","12","0","0","1042","0","1","0","0","0","0","0","0","1","0"
"273","2","0","0","94002","2","250000","12","0","0","1042","2","2","0","22003","22002","4","0","0","1","20"
"274","3","0","0","94002","2","500000","12","0","0","1042","2","3","0","22003","22002","8","0","0","1","40"
"275","4","0","0","94002","2","750000","12","0","0","1042","2","4","0","22003","22002","12","0","0","1","60"
"276","5","0","0","94002","2","1000000","12","0","0","1042","2","-1","0","22003","22002","16","0","0","1","80"
"277","1","0","0","94002","0","10000","12","0","0","1043","0","1","0","0","0","0","0","0","1","0"
"278","2","0","0","94002","2","250000","12","0","0","1043","2","2","0","22003","22002","4","0","0","1","20"
"279","3","0","0","94002","2","500000","12","0","0","1043","2","3","0","22003","22002","8","0","0","1","40"
"280","4","0","0","94002","2","750000","12","0","0","1043","2","4","0","22003","22002","12","0","0","1","60"
"281","5","0","0","94002","2","1000000","12","0","0","1043","2","-1","0","22003","22002","16","0","0","1","80"
"282","1","0","0","94002","0","10000","12","0","0","1044","0","1","0","0","0","0","0","0","1","0"
"283","2","0","0","94002","2","250000","12","0","0","1044","2","2","0","22003","22002","4","0","0","1","20"
"284","3","0","0","94002","2","500000","12","0","0","1044","2","3","0","22003","22002","8","0","0","1","40"
"285","4","0","0","94002","2","750000","12","0","0","1044","2","4","0","22003","22002","12","0","0","1","60"
"286","5","0","0","94002","2","1000000","12","0","0","1044","2","-1","0","22003","22002","16","0","0","1","80"
"287","1","0","0","94002","0","10000","12","0","0","1045","0","1","0","0","0","0","0","0","1","0"
"288","2","0","0","94002","2","250000","12","0","0","1045","2","2","0","22003","22002","4","0","0","1","20"
"289","3","0","0","94002","2","500000","12","0","0","1045","2","3","0","22003","22002","8","0","0","1","40"
"290","4","0","0","94002","2","750000","12","0","0","1045","2","4","0","22003","22002","12","0","0","1","60"
"291","5","0","0","94002","2","1000000","12","0","0","1045","2","-1","0","22003","22002","16","0","0","1","80"
"292","1","0","0","94002","0","10000","12","0","0","1046","0","1","0","0","0","0","0","0","1","0"
"293","2","0","0","94002","2","250000","12","0","0","1046","2","2","0","22003","22002","4","0","0","1","20"
"294","3","0","0","94002","2","500000","12","0","0","1046","2","3","0","22003","22002","8","0","0","1","40"
"295","4","0","0","94002","2","750000","12","0","0","1046","2","4","0","22003","22002","12","0","0","1","60"
"296","5","0","0","94002","2","1000000","12","0","0","1046","2","-1","0","22003","22002","16","0","0","1","80"
"297","1","0","0","94002","0","10000","12","0","0","1047","0","1","0","0","0","0","0","0","1","0"
"298","2","0","0","94002","2","250000","12","0","0","1047","2","2","0","22003","22002","4","0","0","1","20"
"299","3","0","0","94002","2","500000","12","0","0","1047","2","3","0","22003","22002","8","0","0","1","40"
"300","4","0","0","94002","2","750000","12","0","0","1047","2","4","0","22003","22002","12","0","0","1","60"
"301","5","0","0","94002","2","1000000","12","0","0","1047","2","-1","0","22003","22002","16","0","0","1","80"
"302","1","0","0","94002","0","10000","12","0","0","1048","0","1","0","0","0","0","0","0","1","0"
"303","2","0","0","94002","2","250000","12","0","0","1048","2","2","0","22003","22002","4","0","0","1","20"
"304","3","0","0","94002","2","500000","12","0","0","1048","2","3","0","22003","22002","8","0","0","1","40"
"305","4","0","0","94002","2","750000","12","0","0","1048","2","4","0","22003","22002","12","0","0","1","60"
"306","5","0","0","94002","2","1000000","12","0","0","1048","2","-1","0","22003","22002","16","0","0","1","80"
"307","1","0","0","94002","0","10000","12","0","0","1049","0","1","0","0","0","0","0","0","1","0"
"308","2","0","0","94002","2","250000","12","0","0","1049","2","2","0","22003","22002","4","0","0","1","20"
"309","3","0","0","94002","2","500000","12","0","0","1049","2","3","0","22003","22002","8","0","0","1","40"
"310","4","0","0","94002","2","750000","12","0","0","1049","2","4","0","22003","22002","12","0","0","1","60"
"311","5","0","0","94002","2","1000000","12","0","0","1049","2","-1","0","22003","22002","16","0","0","1","80"
"312","1","0","0","94002","0","10000","12","0","0","1050","0","1","0","0","0","0","0","0","1","0"
"313","2","0","0","94002","2","250000","12","0","0","1050","2","2","0","22003","22002","4","0","0","1","20"
"314","3","0","0","94002","2","500000","12","0","0","1050","2","3","0","22003","22002","8","0","0","1","40"
"315","4","0","0","94002","2","750000","12","0","0","1050","2","4","0","22003","22002","12","0","0","1","60"
"316","5","0","0","94002","2","1000000","12","0","0","1050","2","-1","0","22003","22002","16","0","0","1","80"
"317","1","0","0","94002","0","10000","12","0","0","1051","0","1","0","0","0","0","0","0","1","0"
"318","2","0","0","94002","2","250000","12","0","0","1051","2","2","0","22003","22002","4","0","0","1","20"
"319","3","0","0","94002","2","500000","12","0","0","1051","2","3","0","22003","22002","8","0","0","1","40"
"320","4","0","0","94002","2","750000","12","0","0","1051","2","4","0","22003","22002","12","0","0","1","60"
"321","5","0","0","94002","2","1000000","12","0","0","1051","2","-1","0","22003","22002","16","0","0","1","80"
"322","1","0","0","94002","0","10000","12","0","0","1052","0","1","0","0","0","0","0","0","1","0"
"323","2","0","0","94002","2","250000","12","0","0","1052","2","2","0","22003","22002","4","0","0","1","20"
"324","3","0","0","94002","2","500000","12","0","0","1052","2","3","0","22003","22002","8","0","0","1","40"
"325","4","0","0","94002","2","750000","12","0","0","1052","2","4","0","22003","22002","12","0","0","1","60"
"326","5","0","0","94002","2","1000000","12","0","0","1052","2","-1","0","22003","22002","16","0","0","1","80"
"327","1","0","0","94002","0","10000","12","0","0","1053","0","1","0","0","0","0","0","0","1","0"
"328","2","0","0","94002","2","250000","12","0","0","1053","2","2","0","22003","22002","4","0","0","1","20"
"329","3","0","0","94002","2","500000","12","0","0","1053","2","3","0","22003","22002","8","0","0","1","40"
"330","4","0","0","94002","2","750000","12","0","0","1053","2","4","0","22003","22002","12","0","0","1","60"
"331","5","0","0","94002","2","1000000","12","0","0","1053","2","-1","0","22003","22002","16","0","0","1","80"
"332","1","0","0","94002","0","10000","12","0","0","1054","0","1","0","0","0","0","0","0","1","0"
"333","2","0","0","94002","2","250000","12","0","0","1054","2","2","0","22003","22002","4","0","0","1","20"
"334","3","0","0","94002","2","500000","12","0","0","1054","2","3","0","22003","22002","8","0","0","1","40"
"335","4","0","0","94002","2","750000","12","0","0","1054","2","4","0","22003","22002","12","0","0","1","60"
"336","5","0","0","94002","2","1000000","12","0","0","1054","2","-1","0","22003","22002","16","0","0","1","80"
"337","1","0","0","94002","0","10000","12","0","0","1055","0","1","0","0","0","0","0","0","1","0"
"338","2","0","0","94002","2","250000","12","0","0","1055","2","2","0","22003","22002","4","0","0","1","20"
"339","3","0","0","94002","2","500000","12","0","0","1055","2","3","0","22003","22002","8","0","0","1","40"
"340","4","0","0","94002","2","750000","12","0","0","1055","2","4","0","22003","22002","12","0","0","1","60"
"341","5","0","0","94002","2","1000000","12","0","0","1055","2","-1","0","22003","22002","16","0","0","1","80"
"342","1","0","0","94002","0","10000","12","0","0","1056","0","1","0","0","0","0","0","0","1","0"
"343","2","0","0","94002","2","250000","12","0","0","1056","2","2","0","22003","22002","4","0","0","1","20"
"344","3","0","0","94002","2","500000","12","0","0","1056","2","3","0","22003","22002","8","0","0","1","40"
"345","4","0","0","94002","2","750000","12","0","0","1056","2","4","0","22003","22002","12","0","0","1","60"
"346","5","0","0","94002","2","1000000","12","0","0","1056","2","-1","0","22003","22002","16","0","0","1","80"
"347","1","0","0","94002","0","10000","12","0","0","1057","0","1","0","0","0","0","0","0","1","0"
"348","2","0","0","94002","2","250000","12","0","0","1057","2","2","0","22003","22002","4","0","0","1","20"
"349","3","0","0","94002","2","500000","12","0","0","1057","2","3","0","22003","22002","8","0","0","1","40"
"350","4","0","0","94002","2","750000","12","0","0","1057","2","4","0","22003","22002","12","0","0","1","60"
"351","5","0","0","94002","2","1000000","12","0","0","1057","2","-1","0","22003","22002","16","0","0","1","80"
"352","1","0","0","94002","0","10000","12","0","0","1058","0","1","0","0","0","0","0","0","1","0"
"353","2","0","0","94002","2","250000","12","0","0","1058","2","2","0","22003","22002","4","0","0","1","20"
"354","3","0","0","94002","2","500000","12","0","0","1058","2","3","0","22003","22002","8","0","0","1","40"
"355","4","0","0","94002","2","750000","12","0","0","1058","2","4","0","22003","22002","12","0","0","1","60"
"356","5","0","0","94002","2","1000000","12","0","0","1058","2","-1","0","22003","22002","16","0","0","1","80"
"357","1","0","0","94002","0","10000","12","0","0","1059","0","1","0","0","0","0","0","0","1","0"
"358","2","0","0","94002","2","250000","12","0","0","1059","2","2","0","22003","22002","4","0","0","1","20"
"359","3","0","0","94002","2","500000","12","0","0","1059","2","3","0","22003","22002","8","0","0","1","40"
"360","4","0","0","94002","2","750000","12","0","0","1059","2","4","0","22003","22002","12","0","0","1","60"
"361","5","0","0","94002","2","1000000","12","0","0","1059","2","-1","0","22003","22002","16","0","0","1","80"
"362","1","0","0","94002","0","10000","12","0","0","1060","0","1","0","0","0","0","0","0","1","0"
"363","2","0","0","94002","2","250000","12","0","0","1060","2","2","0","22003","22002","4","0","0","1","20"
"364","3","0","0","94002","2","500000","12","0","0","1060","2","3","0","22003","22002","8","0","0","1","40"
"365","4","0","0","94002","2","750000","12","0","0","1060","2","4","0","22003","22002","12","0","0","1","60"
"366","5","0","0","94002","2","1000000","12","0","0","1060","2","-1","0","22003","22002","16","0","0","1","80"
"367","1","0","0","94002","0","10000","12","0","0","1061","0","1","0","0","0","0","0","0","1","0"
"368","2","0","0","94002","2","250000","12","0","0","1061","2","2","0","22003","22002","4","0","0","1","20"
"369","3","0","0","94002","2","500000","12","0","0","1061","2","3","0","22003","22002","8","0","0","1","40"
"370","4","0","0","94002","2","750000","12","0","0","1061","2","4","0","22003","22002","12","0","0","1","60"
"371","5","0","0","94002","2","1000000","12","0","0","1061","2","-1","0","22003","22002","16","0","0","1","80"
"372","1","0","0","94002","0","10000","12","0","0","1063","0","1","0","0","0","0","0","0","1","0"
"373","2","0","0","94002","2","250000","12","0","0","1063","2","2","0","22003","22002","4","0","0","1","20"
"374","3","0","0","94002","2","500000","12","0","0","1063","2","3","0","22003","22002","8","0","0","1","40"
"375","4","0","0","94002","2","750000","12","0","0","1063","2","4","0","22003","22002","12","0","0","1","60"
"376","5","0","0","94002","2","1000000","12","0","0","1063","2","-1","0","22003","22002","16","0","0","1","80"
"377","1","0","0","94002","0","10000","12","0","0","1064","0","1","0","0","0","0","0","0","1","0"
"378","2","0","0","94002","2","250000","12","0","0","1064","2","2","0","22003","22002","4","0","0","1","20"
"379","3","0","0","94002","2","500000","12","0","0","1064","2","3","0","22003","22002","8","0","0","1","40"
"380","4","0","0","94002","2","750000","12","0","0","1064","2","4","0","22003","22002","12","0","0","1","60"
"381","5","0","0","94002","2","1000000","12","0","0","1064","2","-1","0","22003","22002","16","0","0","1","80"
"382","1","0","0","94002","0","10000","12","0","0","1065","0","1","0","0","0","0","0","0","1","0"
"383","2","0","0","94002","2","250000","12","0","0","1065","2","2","0","22003","22002","4","0","0","1","20"
"384","3","0","0","94002","2","500000","12","0","0","1065","2","3","0","22003","22002","8","0","0","1","40"
"385","4","0","0","94002","2","750000","12","0","0","1065","2","4","0","22003","22002","12","0","0","1","60"
"386","5","0","0","94002","2","1000000","12","0","0","1065","2","-1","0","22003","22002","16","0","0","1","80"
"387","1","0","0","94002","0","10000","12","0","0","1066","0","1","0","0","0","0","0","0","1","0"
"388","2","0","0","94002","2","250000","12","0","0","1066","2","2","0","22003","22002","4","0","0","1","20"
"389","3","0","0","94002","2","500000","12","0","0","1066","2","3","0","22003","22002","8","0","0","1","40"
"390","4","0","0","94002","2","750000","12","0","0","1066","2","4","0","22003","22002","12","0","0","1","60"
"391","5","0","0","94002","2","1000000","12","0","0","1066","2","-1","0","22003","22002","16","0","0","1","80"
"392","1","0","0","94002","0","10000","12","0","0","1067","0","1","0","0","0","0","0","0","1","0"
"393","2","0","0","94002","2","250000","12","0","0","1067","2","2","0","22003","22002","4","0","0","1","20"
"394","3","0","0","94002","2","500000","12","0","0","1067","2","3","0","22003","22002","8","0","0","1","40"
"395","4","0","0","94002","2","750000","12","0","0","1067","2","4","0","22003","22002","12","0","0","1","60"
"396","5","0","0","94002","2","1000000","12","0","0","1067","2","-1","0","22003","22002","16","0","0","1","80"
"397","1","0","0","94002","0","10000","12","0","0","1068","0","1","0","0","0","0","0","0","1","0"
"398","2","0","0","94002","2","250000","12","0","0","1068","2","2","0","22003","22002","4","0","0","1","20"
"399","3","0","0","94002","2","500000","12","0","0","1068","2","3","0","22003","22002","8","0","0","1","40"
"400","4","0","0","94002","2","750000","12","0","0","1068","2","4","0","22003","22002","12","0","0","1","60"
"401","5","0","0","94002","2","1000000","12","0","0","1068","2","-1","0","22003","22002","16","0","0","1","80"
"402","1","0","0","94002","0","10000","12","0","0","1069","0","1","0","0","0","0","0","0","1","0"
"403","2","0","0","94002","2","250000","12","0","0","1069","2","2","0","22003","22002","4","0","0","1","20"
"404","3","0","0","94002","2","500000","12","0","0","1069","2","3","0","22003","22002","8","0","0","1","40"
"405","4","0","0","94002","2","750000","12","0","0","1069","2","4","0","22003","22002","12","0","0","1","60"
"406","5","0","0","94002","2","1000000","12","0","0","1069","2","-1","0","22003","22002","16","0","0","1","80"
"407","1","0","0","94002","0","10000","12","0","0","1070","0","1","0","0","0","0","0","0","1","0"
"408","2","0","0","94002","2","250000","12","0","0","1070","2","2","0","22003","22002","4","0","0","1","20"
"409","3","0","0","94002","2","500000","12","0","0","1070","2","3","0","22003","22002","8","0","0","1","40"
"410","4","0","0","94002","2","750000","12","0","0","1070","2","4","0","22003","22002","12","0","0","1","60"
"411","5","0","0","94002","2","1000000","12","0","0","1070","2","-1","0","22003","22002","16","0","0","1","80"
"412","1","0","0","94002","0","10000","12","0","0","1071","0","1","0","0","0","0","0","0","1","0"
"413","2","0","0","94002","2","250000","12","0","0","1071","2","2","0","22003","22002","4","0","0","1","20"
"414","3","0","0","94002","2","500000","12","0","0","1071","2","3","0","22003","22002","8","0","0","1","40"
"415","4","0","0","94002","2","750000","12","0","0","1071","2","4","0","22003","22002","12","0","0","1","60"
"416","5","0","0","94002","2","1000000","12","0","0","1071","2","-1","0","22003","22002","16","0","0","1","80"
"417","1","0","0","94002","0","10000","12","0","0","1072","0","1","0","0","0","0","0","0","1","0"
"418","2","0","0","94002","2","250000","12","0","0","1072","2","2","0","22003","22002","4","0","0","1","20"
"419","3","0","0","94002","2","500000","12","0","0","1072","2","3","0","22003","22002","8","0","0","1","40"
"420","4","0","0","94002","2","750000","12","0","0","1072","2","4","0","22003","22002","12","0","0","1","60"
"421","5","0","0","94002","2","1000000","12","0","0","1072","2","-1","0","22003","22002","16","0","0","1","80"
"422","1","0","0","94002","0","10000","12","0","0","1073","0","1","0","0","0","0","0","0","1","0"
"423","2","0","0","94002","2","250000","12","0","0","1073","2","2","0","22003","22002","4","0","0","1","20"
"424","3","0","0","94002","2","500000","12","0","0","1073","2","3","0","22003","22002","8","0","0","1","40"
"425","4","0","0","94002","2","750000","12","0","0","1073","2","4","0","22003","22002","12","0","0","1","60"
"426","5","0","0","94002","2","1000000","12","0","0","1073","2","-1","0","22003","22002","16","0","0","1","80"
"427","1","0","0","94002","0","10000","12","0","0","1074","0","1","0","0","0","0","0","0","1","0"
"428","2","0","0","94002","2","250000","12","0","0","1074","2","2","0","22003","22002","4","0","0","1","20"
"429","3","0","0","94002","2","500000","12","0","0","1074","2","3","0","22003","22002","8","0","0","1","40"
"430","4","0","0","94002","2","750000","12","0","0","1074","2","4","0","22003","22002","12","0","0","1","60"
"431","5","0","0","94002","2","1000000","12","0","0","1074","2","-1","0","22003","22002","16","0","0","1","80"
"432","1","0","0","94002","0","10000","12","0","0","1075","0","1","0","0","0","0","0","0","1","0"
"433","2","0","0","94002","2","250000","12","0","0","1075","2","2","0","22003","22002","4","0","0","1","20"
"434","3","0","0","94002","2","500000","12","0","0","1075","2","3","0","22003","22002","8","0","0","1","40"
"435","4","0","0","94002","2","750000","12","0","0","1075","2","4","0","22003","22002","12","0","0","1","60"
"436","5","0","0","94002","2","1000000","12","0","0","1075","2","-1","0","22003","22002","16","0","0","1","80"
"437","1","0","0","94002","0","10000","12","0","0","1076","0","1","0","0","0","0","0","0","1","0"
"438","2","0","0","94002","2","250000","12","0","0","1076","2","2","0","22003","22002","4","0","0","1","20"
"439","3","0","0","94002","2","500000","12","0","0","1076","2","3","0","22003","22002","8","0","0","1","40"
"440","4","0","0","94002","2","750000","12","0","0","1076","2","4","0","22003","22002","12","0","0","1","60"
"441","5","0","0","94002","2","1000000","12","0","0","1076","2","-1","0","22003","22002","16","0","0","1","80"
"442","1","0","0","94002","0","10000","12","0","0","1077","0","1","0","0","0","0","0","0","1","0"
"443","2","0","0","94002","2","250000","12","0","0","1077","2","2","0","22003","22002","4","0","0","1","20"
"444","3","0","0","94002","2","500000","12","0","0","1077","2","3","0","22003","22002","8","0","0","1","40"
"445","4","0","0","94002","2","750000","12","0","0","1077","2","4","0","22003","22002","12","0","0","1","60"
"446","5","0","0","94002","2","1000000","12","0","0","1077","2","-1","0","22003","22002","16","0","0","1","80"
"447","1","0","0","94002","0","10000","12","0","0","1078","0","1","0","0","0","0","0","0","1","0"
"448","2","0","0","94002","2","250000","12","0","0","1078","2","2","0","22003","22002","4","0","0","1","20"
"449","3","0","0","94002","2","500000","12","0","0","1078","2","3","0","22003","22002","8","0","0","1","40"
"450","4","0","0","94002","2","750000","12","0","0","1078","2","4","0","22003","22002","12","0","0","1","60"
"451","5","0","0","94002","2","1000000","12","0","0","1078","2","-1","0","22003","22002","16","0","0","1","80"
"452","1","0","0","94002","0","10000","12","0","0","1079","0","1","0","0","0","0","0","0","1","0"
"453","2","0","0","94002","2","250000","12","0","0","1079","2","2","0","22003","22002","4","0","0","1","20"
"454","3","0","0","94002","2","500000","12","0","0","1079","2","3","0","22003","22002","8","0","0","1","40"
"455","4","0","0","94002","2","750000","12","0","0","1079","2","4","0","22003","22002","12","0","0","1","60"
"456","5","0","0","94002","2","1000000","12","0","0","1079","2","-1","0","22003","22002","16","0","0","1","80"
"457","1","0","0","94002","0","10000","12","0","0","1080","0","1","0","0","0","0","0","0","1","0"
"458","2","0","0","94002","2","250000","12","0","0","1080","2","2","0","22003","22002","4","0","0","1","20"
"459","3","0","0","94002","2","500000","12","0","0","1080","2","3","0","22003","22002","8","0","0","1","40"
"460","4","0","0","94002","2","750000","12","0","0","1080","2","4","0","22003","22002","12","0","0","1","60"
"461","5","0","0","94002","2","1000000","12","0","0","1080","2","-1","0","22003","22002","16","0","0","1","80"
"462","1","0","0","94002","0","10000","12","0","0","1081","0","1","0","0","0","0","0","0","1","0"
"463","2","0","0","94002","2","250000","12","0","0","1081","2","2","0","22003","22002","4","0","0","1","20"
"464","3","0","0","94002","2","500000","12","0","0","1081","2","3","0","22003","22002","8","0","0","1","40"
"465","4","0","0","94002","2","750000","12","0","0","1081","2","4","0","22003","22002","12","0","0","1","60"
"466","5","0","0","94002","2","1000000","12","0","0","1081","2","-1","0","22003","22002","16","0","0","1","80"
"467","1","0","0","94002","0","10000","12","0","0","1082","0","1","0","0","0","0","0","0","1","0"
"468","2","0","0","94002","2","250000","12","0","0","1082","2","2","0","22003","22002","4","0","0","1","20"
"469","3","0","0","94002","2","500000","12","0","0","1082","2","3","0","22003","22002","8","0","0","1","40"
"470","4","0","0","94002","2","750000","12","0","0","1082","2","4","0","22003","22002","12","0","0","1","60"
"471","5","0","0","94002","2","1000000","12","0","0","1082","2","-1","0","22003","22002","16","0","0","1","80"
"472","1","0","0","94002","0","10000","12","0","0","1083","0","1","0","0","0","0","0","0","1","0"
"473","2","0","0","94002","2","250000","12","0","0","1083","2","2","0","22003","22002","4","0","0","1","20"
"474","3","0","0","94002","2","500000","12","0","0","1083","2","3","0","22003","22002","8","0","0","1","40"
"475","4","0","0","94002","2","750000","12","0","0","1083","2","4","0","22003","22002","12","0","0","1","60"
"476","5","0","0","94002","2","1000000","12","0","0","1083","2","-1","0","22003","22002","16","0","0","1","80"
"477","1","0","0","94002","0","10000","12","0","0","1084","0","1","0","0","0","0","0","0","1","0"
"478","2","0","0","94002","2","250000","12","0","0","1084","2","2","0","22003","22002","4","0","0","1","20"
"479","3","0","0","94002","2","500000","12","0","0","1084","2","3","0","22003","22002","8","0","0","1","40"
"480","4","0","0","94002","2","750000","12","0","0","1084","2","4","0","22003","22002","12","0","0","1","60"
"481","5","0","0","94002","2","1000000","12","0","0","1084","2","-1","0","22003","22002","16","0","0","1","80"
"482","1","0","0","94002","0","10000","12","0","0","1085","0","1","0","0","0","0","0","0","1","0"
"483","2","0","0","94002","2","250000","12","0","0","1085","2","2","0","22003","22002","4","0","0","1","20"
"484","3","0","0","94002","2","500000","12","0","0","1085","2","3","0","22003","22002","8","0","0","1","40"
"485","4","0","0","94002","2","750000","12","0","0","1085","2","4","0","22003","22002","12","0","0","1","60"
"486","5","0","0","94002","2","1000000","12","0","0","1085","2","-1","0","22003","22002","16","0","0","1","80"
"487","1","0","0","94002","0","10000","12","0","0","1086","0","1","0","0","0","0","0","0","1","0"
"488","2","0","0","94002","2","250000","12","0","0","1086","2","2","0","22003","22002","4","0","0","1","20"
"489","3","0","0","94002","2","500000","12","0","0","1086","2","3","0","22003","22002","8","0","0","1","40"
"490","4","0","0","94002","2","750000","12","0","0","1086","2","4","0","22003","22002","12","0","0","1","60"
"491","5","0","0","94002","2","1000000","12","0","0","1086","2","-1","0","22003","22002","16","0","0","1","80"
"492","1","0","0","94002","0","10000","12","0","0","1087","0","1","0","0","0","0","0","0","1","0"
"493","2","0","0","94002","2","250000","12","0","0","1087","2","2","0","22003","22002","4","0","0","1","20"
"494","3","0","0","94002","2","500000","12","0","0","1087","2","3","0","22003","22002","8","0","0","1","40"
"495","4","0","0","94002","2","750000","12","0","0","1087","2","4","0","22003","22002","12","0","0","1","60"
"496","5","0","0","94002","2","1000000","12","0","0","1087","2","-1","0","22003","22002","16","0","0","1","80"
"497","1","0","0","94002","0","10000","12","0","0","1088","0","1","0","0","0","0","0","0","1","0"
"498","2","0","0","94002","2","250000","12","0","0","1088","2","2","0","22003","22002","4","0","0","1","20"
"499","3","0","0","94002","2","500000","12","0","0","1088","2","3","0","22003","22002","8","0","0","1","40"
"500","4","0","0","94002","2","750000","12","0","0","1088","2","4","0","22003","22002","12","0","0","1","60"
"501","5","0","0","94002","2","1000000","12","0","0","1088","2","-1","0","22003","22002","16","0","0","1","80"
"502","1","0","0","94002","0","10000","12","0","0","1089","0","1","0","0","0","0","0","0","1","0"
"503","2","0","0","94002","2","250000","12","0","0","1089","2","2","0","22003","22002","4","0","0","1","20"
"504","3","0","0","94002","2","500000","12","0","0","1089","2","3","0","22003","22002","8","0","0","1","40"
"505","4","0","0","94002","2","750000","12","0","0","1089","2","4","0","22003","22002","12","0","0","1","60"
"506","5","0","0","94002","2","1000000","12","0","0","1089","2","-1","0","22003","22002","16","0","0","1","80"
"507","1","0","0","94002","0","10000","12","0","0","1090","0","1","0","0","0","0","0","0","1","0"
"508","2","0","0","94002","2","250000","12","0","0","1090","2","2","0","22003","22002","4","0","0","1","20"
"509","3","0","0","94002","2","500000","12","0","0","1090","2","3","0","22003","22002","8","0","0","1","40"
"510","4","0","0","94002","2","750000","12","0","0","1090","2","4","0","22003","22002","12","0","0","1","60"
"511","5","0","0","94002","2","1000000","12","0","0","1090","2","-1","0","22003","22002","16","0","0","1","80"
"512","1","0","0","94002","0","10000","12","0","0","1091","0","1","0","0","0","0","0","0","1","0"
"513","2","0","0","94002","2","250000","12","0","0","1091","2","2","0","22003","22002","4","0","0","1","20"
"514","3","0","0","94002","2","500000","12","0","0","1091","2","3","0","22003","22002","8","0","0","1","40"
"515","4","0","0","94002","2","750000","12","0","0","1091","2","4","0","22003","22002","12","0","0","1","60"
