adbff9b4a424018a68748bf89c34e22b51dd398e4b4a96c24078e8fc5162ff30,7821b09e1b51e9ddb8274726517ea9012b84ab03be99a7292cb82d80a1395b3c,ff8ab0359a36aaf8ac99a52a52eade5c782ffd74e6494541d038287b13af0e4a,d033b825a4be25527f14e8bf5bd4b5d5e7bd689119b17d1236c08d47579ea453,aea25a31bff5a9c071a2efcf9495195e9d7f6b8057094ce92f37a925cd03e8b8,c7703a7755506af7a82285cff18a0d3a1de11de00c2bf35d9d20b02f5ee67a14,80a7786a500ec096f0b9474d5f3189c0c806a8c50833e0e0d444ff44fd8bfaea,275e765c836a95e1ff0769dd2fd275daa35140f4f1c906c5c3c2753bdd26f140,f1ab938215c5d9d6a5f2f0df13ca3dd6c4ae4acb983dea3388b16b1505f75530,7f404d59e24a83bbc6d259a8590270ba0938b35630d0b93b6faaeeffbd127501,16483701fdd67cb26548a88f501bbe3c87a250250f0458be73a24f79120217d4
"","0","5152063","","","","91","","0","63064","0"
"","131711","5152063","0.2","shock_to_surprise","","3","1","0","63065","surprise_idle"
"","1","5152063","0.2","empty","","3","","1","63066",""
"0","132011","5152063","0.2","doya_in_sad","","3","1","0","63067","doya_talk_sad"
"","vo_rag","5152063","","vo_rag_5009","","21","","0","63068","0"
"0","132011","5152063","0","これがアイドル…とても過酷だ\nところで…まだ他にも\n色々なタイソーがあるんだろう？","0","11","1","10","63069","1"
"","0","5152063","","","","91","","0","63070","0"
"","132011","5152063","0.2","doya_talk","","3","","1","63071",""
"","vo_rag","5152063","","vo_rag_5010","","21","","0","63072","0"
"0","132011","5152063","0","そちらもぜひご教授願いたいね\nああ、ボクは見ているだけで\n大丈夫だよ","0","11","1","10","63073","1"
"","0","5152063","","","","91","","0","63074","0"
"","132011","5152063","0.2","doya_idle","","3","","1","63075",""
"","131711","5152063","0.2","sad_talk_anger","","3","","1","63076",""
"","vo_rag","5152063","","vo_rag_5011","","21","","0","63077","0"
"0","131711","5152063","0","さすがは『強欲の魔女』\n体力は絶望的でも、\nその知的好奇心は無限なのね","0","11","1","10","63078","1"
"","0","5152063","","","","91","","0","63079","0"
"0","132011","5152063","0.2","doya_to_doya","","3","1","0","63080","doya_idle_normal2"
"0","131711","5152063","0.2","cool_in_joy2","","3","1","0","63081","cool_talk_joy2"
"","se_10058300","5152063","","se_10058300_emotion_isekai_1","","23","","0","63082",""
"","131711","5152063","","10","","12","0","0.8","63083","0"
"","1.5","5152063","","0","","93","","","63084",""
"","132011","5152063","0.2","sad_idle_surprise1","","3","","1","63085",""
"","131711","5152063","0.2","ames_idol_dance","","3","","0","63086",""
"","1.8","5152063","","0","","93","","","63087",""
"0","132011","5152063","0.2","echidna_interest_in","","3","1","0","63088","echidna_interest_talk"
"","se_10058300","5152063","","se_10058300_emotion_isekai_2","","23","","0","63089",""
"","132011","5152063","","7","","12","0","2","63090","0"
"","1.1","5152063","","0","","93","","","63091",""
"","0.5","5152063","","0","","93","","","63092",""
"","63094","5152063","","","","101","","","63093",""
"","bgm_MC173B","5152063","","bgm_MC173B","","25","","","63094",""
"","0","5152063","","0","","22","","","63095",""
"1","1","5152064","1.55","102611","idle_normal","1","-295","110","64001","410"
"0","1","5152064","1.45","107811","cool_idle","1","-114","105","64002","176"
"0","1","5152064","1.5","102311","joy_idle_normal","1","-179","106","64003","12"
"0","1","5152064","1.45","110311","idle_normal","1","-116","105","64004","-177"
"0","1","5152064","1.55","102111","wish_idle","1","-258","107","64005","-226"
"0","1","5152064","1.55","131911","idle_normal","1","-260","107","64006","115"
"0","1","5152064","1.5","122811","doya_idle","1","-178","106","64007","-350"
"0","1","5152064","1.6","122911","idle_normal","1","-334","108","64008","-391"
"0","1","5152064","1.6","122711","idle_normal","1","-330","108","64009","-60"
"","102611","5152064","","210","","13","","","64010",""
"","131911","5152064","","207","","13","","","64011",""
"","110311","5152064","","205","","13","","","64012",""
"","122711","5152064","","208","","13","","","64013",""
"","122811","5152064","","206","","13","","","64014",""
"","122911","5152064","","208","","13","","","64015",""
"","102111","5152064","","207","","13","","","64016",""
"","102311","5152064","","206","","13","","","64017",""
"","107811","5152064","","205","","13","","","64018",""
"1","1","5152064","1.55","11","empty","5","-295","115","64019","410"
"0","1","5152064","1.55","61","empty","5","-260","131","64020","115"
"0","1","5152064","1.55","62","empty","5","-134","131","64021","146"
"0","1","5152064","1.55","63","empty","5","-295","132","64022","410"
"0","1","5152064","1.55","64","empty","5","-136","132","64023","-177"
"","1","5152064","1","1","","31","1.3","0","64024","40"
"","13","5152064","0","13","","31","1","385","64025","-235"
"","2","5152064","0","2","","31","1","0","64026","0"
"","3","5152064","1","3","","31","1","0","64027","0"
"","0","5152064","","0","","91","","","64028",""
"","3","5152064","","telop_4","","37","","","64029",""
"","0","5152064","","0","","102","","0","64030",""
"","1","5152064","","0","","93","","","64031",""
"","102611","5152064","0.2","sad_talk_dead","","3","","1","64032",""
"","vo_rag","5152064","","vo_rag_3001","","21","","0","64033","0"
"0","102611","5152064","0","えぇ…うそ、めっちゃ来てるじゃん…\nこんな朝早くからご苦労さんだねぇ…","0","11","1","10","64034","1"
"","0","5152064","","","","91","","0","64035","0"
"","102611","5152064","0.2","talk_normal_surprise","","3","","1","64036",""
"","vo_rag","5152064","","vo_rag_3002","","21","","0","64037","0"
"0","102611","5152064","0","ほんとはやりたくないけど、\n体操はじめるよ～","0","11","1","10","64038","1"
"","0","5152064","","","","91","","0","64039","0"
"","102611","5152064","0.2","idle_normal","","3","","1","64040",""
"","bgm_MC175B","5152064","","bgm_MC175B","","25","","","64041",""
"","2","5152064","","1","","32","","","64042",""
"","vo_rag","5152064","","vo_rag_3003","","21","","0","64043","0"
"0","102611","5152064","0","まずはその場で跳躍～\nいち、に、さん…","2.2","11","0","10","64044","1"
"","3.2","5152064","","","","93","","0","64045","0"
"0.2","11","5152064","0.2","gutara_jump3time","","3","1","0","64046","tired_idle"
"0.2","102611","5152064","0.2","gutara_jump3time","","3","1","0","64047","tired_idle"
"","0.1","5152064","","","","93","","0","64048","0"
"0.2","131911","5152064","0.2","jump3time","","3","1","0","64049","idle_normal"
"0.2","122911","5152064","0.2","jump3time","","3","1","0","64050","idle_normal"
"0.2","102311","5152064","0.2","jump3time","","3","1","0","64051","joy_idle_normal"
"","0.1","5152064","","","","93","","0","64052","0"
"0.2","107811","5152064","0.2","jump3time","","3","1","0","64053","idle_normal"
"0.2","110311","5152064","0.2","jump3time","","3","1","0","64054","idle_normal"
"0.2","102111","5152064","0.2","jump3time","","3","1","0","64055","wish_idle"
"","0.1","5152064","","","","93","","0","64056","0"
"0.2","122811","5152064","0.2","jump3time","","3","1","0","64057","doya_idle"
"0.2","122711","5152064","0.2","jump3time","","3","1","0","64058","idle_normal"
"","2.1","5152064","","0","","93","","","64059",""
"","se_10058300","5152064","","se_10058300_isekai_breath","","23","","0","64060",""
"","1.7","5152064","","0","","93","","","64061",""
"","64044","5152064","","","","91","","0","64062","0"
"1","bgm_MC173B","5152064","0","bgm_MC173B","","27","0","0.5","64063","0.5"
"","2","5152064","","out","","37","","","64064",""
"","vo_rag","5152064","","vo_rag_3004","","21","","0","64065","0"
"","102611","5152064","0","…ふぅ、ちょっと休憩しよっか","0","11","1","10","64066","1"
"","0","5152064","","","","91","","0","64067","0"
"","107811","5152064","0.2","talk_normal_shy","","3","","1","64068",""
"","vo_rag","5152064","","vo_rag_3005","","21","","0","64069","0"
"","107811","5152064","0","いくら何でも早すぎるでしょ！？","0","11","1","10","64070","1"
"","0","5152064","","","","91","","0","64071","0"
"","107811","5152064","0.2","idle_normal_shy","","3","","1","64072",""
"","se_10058300_isekai_breath","5152064","","0.3","","24","","","64073",""
"","11","5152064","0.2","empty","","3","","1","64074",""
"","102611","5152064","0.2","talk_normal_joy","","3","","1","64075",""
"","vo_rag","5152064","","vo_rag_3006","","21","","0","64076","0"
"","102611","5152064","0","じゃあ次は横になって深呼吸～","0","11","1","10","64077","1"
"","0","5152064","","","","91","","0","64078","0"
"0","102611","5152064","0.2","idle_to_layLongHair","","3","1","0","64079","gutara_sleepy_idle"
"","0.2","5152064","","","","93","","0","64080","0"
"0","131911","5152064","0.2","idle_to_layLongHair","","3","1","0","64081","gutara_breathLongHair_idle"
"0","122911","5152064","0.2","idle_to_layShortHair","","3","1","0","64082","gutara_breathShortHair_idle"
"0","102311","5152064","0.2","idle_to_layShortHair","","3","1","0","64083","gutara_breathShortHair_idle"
"","0.2","5152064","","","","93","","0","64084","0"
"0","110311","5152064","0.2","idle_to_layLongHair","","3","1","0","64085","gutara_breathLongHair_idle"
"0","122711","5152064","0.2","idle_to_layShortHair","","3","1","0","64086","gutara_breathShortHair_idle"
"0","107811","5152064","0.2","idle_to_layLongHair","","3","1","0","64087","gutara_breathLongHair_idle"
"","0.1","5152064","","","","93","","0","64088","0"
"0","102111","5152064","0.2","idle_to_layShortHair","","3","1","0","64089","gutara_breathShortHair_idle"
"0","122811","5152064","0.2","idle_to_layShortHair","","3","1","0","64090","gutara_breathShortHair_idle"
"","0","5152064","12","105","","121","2.8","1","64091","1"
"","2","5152064","","","","93","","0","64092","0"
"-120","102611","5152064","50","12","","12","0","1.5","64093","0"
"","1.5","5152064","","","","93","","0","64094","0"
"0","102611","5152064","0.2","gutara_sleep2_in","","3","1","0","64095","gutara_sleep2_idle"
"","1.5","5152064","","","","93","","0","64096","0"
"","13","5152064","","1","","32","","","64097",""
"","vo_rag","5152064","","vo_rag_3007","","21","","0","64098","0"
"-100","102611","5152064","15","すぅ…むにゃむにゃ…","0","11","1","10","64099","1"
"","0","5152064","","","","91","","0","64100","0"
"","se_10058300","5152064","","se_10058300_gutara_sleep","","23","","0","64101",""
"","11","5152064","","0","","4","","","64102",""
"","11","5152064","","460","","2","0","-310","64103","0"
"","11","5152064","","gutara_sleep","","3","","0","64104",""
"0","107811","5152064","0.2","gutara_surprise","","3","1","0","64105","gutara_sleep1_idle"
"","vo_rag","5152064","","vo_rag_3008","","21","","0","64106","0"
"-40","107811","5152064","-15","ウソでしょ？　寝てる！？\nやだ、あたしまで眠くなってきた…","1.5","11","0","10","64107","1"
"","6.8","5152064","","0","","93","","","64108",""
"","0.5","5152064","","0","","93","","","64109",""
"","se_10058300","5152064","","se_10058300_gutara_sleep","","23","","0","64110",""
"","62","5152064","","gutara_sleep2","","3","","0","64111",""
"","64107","5152064","","","","91","","0","64112","0"
"0","122911","5152064","0.2","gutara_sleep1ShortHair_in","","3","1","0","64113","gutara_sleep1_idle"
"","0.2","5152064","","","","93","","0","64114","0"
"0","102311","5152064","0.2","gutara_sleep1ShortHair_in","","3","1","0","64115","gutara_sleep1_idle"
"","0.2","5152064","","","","93","","0","64116","0"
"0","122811","5152064","0.2","gutara_sleep1ShortHair_in","","3","1","0","64117","gutara_sleep1_idle"
"","1.5","5152064","","","","93","","0","64118","0"
"0","110311","5152064","0.2","gutara_sleepy_in","","3","1","0","64119","gutara_sleep1_idle"
"","vo_rag","5152064","","vo_rag_3009","","21","","0","64120","0"
"-110","110311","5152064","-40","今日は朝が早かったから…\nあたしも…ふあ……","1.5","11","0","10","64121","1"
"","7.4","5152064","","0","","93","","","64122",""
"","se_10058300","5152064","","se_10058300_gutara_sleep","","23","","0","64123",""
"","64","5152064","","gutara_sleep","","3","","0","64124",""
"","64121","5152064","","","","91","","0","64125","0"
"0","102111","5152064","0.2","gutara_sleep1ShortHair_in","","3","1","0","64126","gutara_sleep1_idle"
"","0.2","5152064","","","","93","","0","64127","0"
"0","122711","5152064","0.2","gutara_sleep1ShortHair_in","","3","1","0","64128","gutara_sleep1_idle"
"","4","5152064","","","","93","","0","64129","0"
"0","131911","5152064","0.2","gutara_notice_in","","3","1","0","64130","gutara_notice_talk_shy"
"","vo_rag","5152064","","vo_rag_3010","","21","","0","64131","0"
"-50","131911","5152064","-15","え、みんな寝ちゃったの！？\nびっくり仰天だわ\nみんなを起こさないと…","0","11","1","10","64132","1"
"","0","5152064","","","","91","","0","64133","0"
"0","131911","5152064","0.2","gutara_notice_to_notice","","3","1","0","64134","gutara_notice_talk_dead"
"","vo_rag","5152064","","vo_rag_3011","","21","","0","64135","0"
"-50","131911","5152064","-15","ふわぁ……\nあれ、どうしてかしら、\n私まで急に眠く…すぅ","0","11","1","10","64136","1"
"","0","5152064","","","","91","","0","64137","0"
"0","131911","5152064","0.2","gutara_notice_out","","3","1","0","64138","gutara_sleep1_idle"
"","0.5","5152064","","","","93","","0","64139","0"
"","se_10058300","5152064","","se_10058300_gutara_sleep","","23","","0","64140",""
"","61","5152064","","gutara_sleep","","3","","0","64141",""
"","1.3","5152064","","","","93","","0","64142","0"
"","se_10058300","5152064","","se_10058300_gutara_sleep","","23","","0","64143",""
"","64","5152064","","-205","","2","0","-305","64144","0"
"","64","5152064","","gutara_sleep2","","3","","0","64145",""
"","1.3","5152064","","","","93","","0","64146","0"
"","se_10058300","5152064","","se_10058300_gutara_sleep","","23","","0","64147",""
"","62","5152064","","-300","","2","0","-190","64148","0"
"","62","5152064","","gutara_sleep","","3","","0","64149",""
"","2","5152064","","","","93","","0","64150","0"
"","0.5","5152064","","0","","93","","","64151",""
"","64153","5152064","","","","101","","","64152",""
"","bgm_MC173B","5152064","","bgm_MC173B","","25","","","64153",""
"","0","5152064","","0","","22","","","64154",""
"1","1","5152065","1.55","127111","idle_normal","1","-280","109","65001","335"
"0","1","5152065","1.5","132111","wish_idle_normal","1","-179","105","65002","-252"
"0","4","5152065","1.5","4","doya_idle","5","-163","104","65003","-74"
"0","1","5152065","1.55","131911","idle_normal","1","-264","107","65004","29"
"0","1","5152065","1.55","126911","wish_idle_normal","1","-304","109","65005","-346"
"0","1","5152065","1.55","113111","idle_normal","1","-285","108","65006","-150"
"1","6","5152065","1.5","6","ghost_dokuro_idle","5","-280","110","65007","1000"
"0","6","5152065","0","1","","6","0","1","65008","1"
"0","7","5152065","1.5","7","idle_normal","5","-178","106","65009","-507"
"0","7","5152065","0","1","","6","0","1","65010","1"
"","127111","5152065","","209","","13","","","65011",""
"","132111","5152065","","205","","13","","","65012",""
"","4","5152065","","204","","13","","","65013",""
"","131911","5152065","","207","","13","","","65014",""
"","126911","5152065","","209","","13","","","65015",""
"","113111","5152065","","208","","13","","","65016",""
"","1","5152065","1","1","","31","1.03","0","65017","0"
"","14","5152065","0","14","","31","1","-507","65018","-178"
"","16","5152065","0","16","","31","1.03","0","65019","0"
"","2","5152065","0","2","","31","1","0","65020","0"
"","3","5152065","1","3","","31","1","0","65021","0"
"","15","5152065","0","15","","31","1","1000","65022","-130"
"","0","5152065","","0","","91","","","65023",""
"","3","5152065","","telop_5","","37","","","65024",""
"","0","5152065","","0","","102","","0","65025",""
"","1","5152065","","0","","93","","","65026",""
"","127111","5152065","0.2","talk_normal","","3","","1","65027",""
"","vo_rag","5152065","","vo_rag_4001","","21","","0","65028","0"
"0","127111","5152065","0","本日の体操のお手本を\n務めさせていただくシノブです","0","11","1","10","65029","1"
"","0","5152065","","","","91","","0","65030","0"
"","127111","5152065","0.2","talk_normal","","3","","1","65031",""
"","vo_rag","5152065","","vo_rag_4002","","21","","0","65032","0"
"0","127111","5152065","0","そちらのあなたも一緒にどうぞ\nそれでは始めましょう。いちに、いち…","0","11","1","10","65033","1"
"","0","5152065","","","","91","","0","65034","0"
"","2","5152065","","1","","32","","","65035",""
"","bgm_MC175C","5152065","","bgm_MC175C","","25","","","65036",""
"","0.5","5152065","","0","","93","","","65037",""
"","127111","5152065","0.3","radio_stretch1_loop","","3","","1","65038",""
"","0.1","5152065","","0","","93","","","65039",""
"","132111","5152065","0.2","radio_stretch1_loop","","3","","1","65040",""
"","4","5152065","0.2","radio_stretch1_loop","","3","","1","65041",""
"","131911","5152065","0.2","radio_stretch1_loop","","3","","1","65042",""
"","126911","5152065","0.2","radio_stretch1_loop","","3","","1","65043",""
"","113111","5152065","0.2","radio_stretch1_loop","","3","","1","65044",""
"","7","5152065","0.2","radio_stretch1_loop","","3","","1","65045",""
"","1","5152065","","0","","93","","","65046",""
"","16","5152065","","1","","32","","","65047",""
"","14","5152065","","1","","32","","","65048",""
"","0.7","5152065","","0","","93","","","65049",""
"","65","5152065","12","0","","121","2.8","1","65050","1"
"","1","5152065","","0","","93","","","65051",""
"0","7","5152065","1","1","","6","1","1","65052","1"
"","2.2","5152065","","0","","93","","","65053",""
"0","131911","5152065","0.2","ghost_stretch1_turn","","3","1","0","65054","sad_talkR"
"","vo_rag","5152065","","vo_rag_4003","","21","","0","65055","0"
"50","131911","5152065","0","ええと、そっちには誰も…\nきゃあっ！","0.5","11","0","10","65056","1"
"","2.5","5152065","","0","","93","","","65057",""
"0","131911","5152065","0.2","shock_inR","","3","1","0","65058","shock_loopR"
"","2.1","5152065","","0","","93","","","65059",""
"","65056","5152065","","","","91","","0","65060","0"
"","131911","5152065","0.2","ghost_stretch2_turn","","3","","0","65061",""
"","0.4","5152065","","0","","93","","","65062",""
"","127111","5152065","0.2","radio_stretch2R_loop","","3","","1","65063",""
"","0.1","5152065","","0","","93","","","65064",""
"","132111","5152065","0.2","radio_stretch2_loop","","3","","1","65065",""
"","4","5152065","0.2","radio_stretch2_loop","","3","","1","65066",""
"","131911","5152065","0.2","radio_stretch2_loop_faceBlue","","3","","1","65067",""
"","126911","5152065","0.2","radio_stretch2_loop","","3","","1","65068",""
"","113111","5152065","0.2","radio_stretch2_loop_faceBlue","","3","","1","65069",""
"","7","5152065","0.2","radio_stretch2_loop","","3","","1","65070",""
"","vo_rag","5152065","","vo_rag_4004","","21","","0","65071","0"
"50","113111","5152065","0","お、おいおい、勘弁しとくれよ…","0.5","11","0","10","65072","1"
"","6.6","5152065","","0","","93","","","65073",""
"","vo_rag","5152065","","vo_rag_4005","","21","","0","65074","0"
"0","127111","5152065","0","はい、その調子です","0.5","11","0","10","65075","1"
"","3.4","5152065","","0","","93","","","65076",""
"","14","5152065","","spread","","37","","","65077",""
"","0.3","5152065","","0","","93","","","65078",""
"","127111","5152065","0.2","radio_stretch1_loop_surprise1","","3","","1","65079",""
"","0.1","5152065","","0","","93","","","65080",""
"","132111","5152065","0.2","radio_stretch1_loop_faceBlue","","3","","1","65081",""
"","4","5152065","0.2","radio_stretch1_loop","","3","","1","65082",""
"","131911","5152065","0.2","radio_stretch1_loop_faceBlue","","3","","1","65083",""
"","126911","5152065","0.2","radio_stretch1_loop","","3","","1","65084",""
"","113111","5152065","0.2","radio_stretch1_loop_faceBlue","","3","","1","65085",""
"","7","5152065","0.2","radio_stretch1_loop","","3","","1","65086",""
"","se_10058300","5152065","","se_10058300_ghost_cold","","23","","0","65087",""
"","1","5152065","","0","","93","","","65088",""
"","vo_rag","5152065","","vo_rag_4006","","21","","0","65089","0"
"0","132111","5152065","0","ひゃっ！　ね、姉様…","0.5","11","0","10","65090","1"
"","4.6","5152065","","0","","93","","","65091",""
"","vo_rag","5152065","","vo_rag_4007","","21","","0","65092","0"
"0","127111","5152065","0","にーにっ、さんし…","0.5","11","0","10","65093","1"
"","3.7","5152065","","0","","93","","","65094",""
"","1.1","5152065","","0","","93","","","65095",""
"","0","5152065","","","","91","","0","65096","0"
"","127111","5152065","0.2","radio_stretch2R_loop","","3","","1","65097",""
"","0.1","5152065","","0","","93","","","65098",""
"","132111","5152065","0.2","radio_stretch2_loop_faceBlue","","3","","1","65099",""
"","4","5152065","0.2","radio_stretch2_loop","","3","","1","65100",""
"","131911","5152065","0.2","radio_stretch2_loop_faceBlue","","3","","1","65101",""
"","126911","5152065","0.2","radio_stretch2_loop","","3","","1","65102",""
"","113111","5152065","0.2","radio_stretch2_loop_faceBlue","","3","","1","65103",""
"","7","5152065","0.2","radio_stretch2_loop","","3","","1","65104",""
"","vo_rag","5152065","","vo_rag_4008","","21","","0","65105","0"
"0","4","5152065","0","風よ\n風の仕業に決まってるわ\nタイソーに集中なさい、レム","0.5","11","0","10","65106","1"
"","5.1","5152065","","0","","93","","","65107",""
"","0","5152065","","0","","93","","","65108",""
"","15","5152065","","1","","32","","","65109",""
"","15","5152065","","197","","33","11","-130","65110","0.8"
"","6","5152065","","197","","2","11","-280","65111","0.8"
"","se_10058300","5152065","","se_10058300_ghost_soul","","23","","0","65112",""
"","0.5","5152065","","0","","93","","","65113",""
"0","131911","5152065","0.2","shock_jump","","3","1","0","65114","escape"
"0","113111","5152065","0.2","shock_jump","","3","1","0","65115","escape"
"","vo_rag","5152065","","vo_rag_4010","","21","","0","65116","0"
"80","131911","5152065","20","きゃああぁー！","0.8","11","0","20","65117","0"
"","vo_rag","5152065","","vo_rag_4011","","21","","1","65118","0"
"80","113111","5152065","-20","ひ、ひいいいぃー！？","0","11","0","20","65119","0"
"","0.3","5152065","","0","","93","","","65120",""
"","6","5152065","","0","","4","","","65121",""
"","0.7","5152065","","0","","93","","","65122",""
"","131911","5152065","","-1050","","2","0","-264","65123","2"
"","113111","5152065","","-1229","","2","0","-285","65124","2"
"","2","5152065","","out","","37","","","65125",""
"","16","5152065","","out","","37","","","65126",""
"","14","5152065","","out","","37","","","65127",""
"1","bgm_MC173B","5152065","0","bgm_MC173B","","27","0","0.5","65128","0.5"
"","7","5152065","0.2","idle_normal","","3","","1","65129",""
"0","7","5152065","1.2","1","","6","0","1","65130","1"
"","127111","5152065","0.2","sad_idle_normal","","3","","1","65131",""
"","0.1","5152065","","0","","93","","","65132",""
"","132111","5152065","0.2","idle_normal_surprise1","","3","","1","65133",""
"","4","5152065","0.2","idle_normal_surprise1","","3","","1","65134",""
"","126911","5152065","0.2","idle_normal","","3","","1","65135",""
"","0.1","5152065","","0","","93","","","65136",""
"0","6","5152065","1","1","","6","1","1","65137","1"
"","2","5152065","","0","","93","","","65138",""
"","vo_rag","5152065","","vo_rag_4009","","21","","0","65139","0"
"20","6","5152065","0","おーい、シノブ…\n捜したんだぞ","0","11","1","10","65140","1"
"","0","5152065","","","","91","","","65141",""
"","127111","5152065","0.2","sad_talk_talk2","","3","","1","65142",""
"0","6","5152065","0.2","ghost_dokuro_turn","","3","1","0","65143","ghost_dokuro_idleR"
"","vo_rag","5152065","","vo_rag_4012","","21","","0","65144","0"
"0","127111","5152065","0","さあ、気を取り直して\n体操を続けましょう","0","11","1","10","65145","1"
"","65145","5152065","","","","91","","0","65146","0"
"","127111","5152065","0.2","radio_stretch1_loop_surprise1","","3","","1","65147",""
"","0.1","5152065","","0","","93","","","65148",""
"","132111","5152065","0.2","radio_stretch1_loop","","3","","1","65149",""
"","4","5152065","0.2","radio_stretch1_loop","","3","","1","65150",""
"","126911","5152065","0.2","radio_stretch1_loop","","3","","1","65151",""
"","2.5","5152065","","0","","93","","","65152",""
"","0.5","5152065","","0","","93","","","65153",""
"","65155","5152065","","","","101","","","65154",""
"","bgm_MC173B","5152065","","bgm_MC173B","","25","","","65155",""
"","0","5152065","","0","","22","","","65156",""
"","1","5152065","","0","","22","","","65157",""
"0","1","5152066","1.55","131911","idle_normal","1","-259","108","66001","-151"
"0","1","5152066","1.55","132111","wish_idle_normal","1","-295","110","66002","-460"
"0","4","5152066","1.55","4","doya_idle","5","-277","109","66003","-305"
"1","1","5152066","1.55","107511","idle_normal","1","-258","105","66004","89"
"1","1","5152066","1.55","107611","wish_idle_normal","1","-297","107","66005","407"
"1","1","5152066","1.55","107811","cool_idle","1","-278","106","66006","245"
"1","1","5152066","1.45","126911","wish_idle_normal","1","-142","103","66007","329"
"1","1","5152066","1.45","110311","idle_normal","1","-158","104","66008","479"
"1","1","5152066","1.45","113511","sad_idle_normal","1","-132","102","66009","178"
"0","5","5152066","1.55","5","empty","5","-259","107","66010","-151"
"0","2","5152066","0.75","2","empty","5","120","210","66011","15"
"","131911","5152066","","208","","13","","","66012",""
"","132111","5152066","","210","","13","","","66013",""
"","4","5152066","","209","","13","","","66014",""
"","107511","5152066","","205","","13","","","66015",""
"","107611","5152066","","207","","13","","","66016",""
"","107811","5152066","","206","","13","","","66017",""
"","126911","5152066","","203","","13","","","66018",""
"","110311","5152066","","204","","13","","","66019",""
"","113511","5152066","","202","","13","","","66020",""
"","1","5152066","1","1","","31","1","0","66021","0"
"","4","5152066","0","4","","31","1","0","66022","0"
"","2","5152066","0","2","","31","1","0","66023","0"
"","3","5152066","1","3","","31","1","0","66024","0"
"","17","5152066","0","17","","31","1","0","66025","0"
"","0","5152066","","0","","91","","","66026",""
"","3","5152066","","telop_6","","37","","","66027",""
"","0","5152066","","0","","102","","0","66028",""
"","1","5152066","","0","","93","","","66029",""
"","131911","5152066","0.2","talk_normal_joy","","3","","1","66030",""
"","vo_rag","5152066","","vo_rag_1001","","21","","0","66031","0"
"5","131911","5152066","-10","それじゃあみんな、\nラジーオタイソーをはじめるわ！","0","11","1","10","66032","1"
"","66032","5152066","","","","91","","0","66033","0"
"","131911","5152066","0.2","idle_normal_joy","","3","","1","66034",""
"0","132111","5152066","0.2","gutsB_in","","3","1","0","66035","gutsB_idle"
"0","4","5152066","0.2","cool_in_talk2","","3","1","0","66036","cool_talk_talk2"
"0","107511","5152066","0.2","handsup_in","","3","1","0","66037","handsup_loop"
"","107611","5152066","0.2","wish_talk","","3","","1","66038",""
"","126911","5152066","0.2","wish2_idle","","3","","1","66039",""
"","110311","5152066","0.2","joy_idle","","3","","1","66040",""
"0","107811","5152066","0.2","doya_in","","3","1","0","66041","doya_idle_normal2"
"","113511","5152066","0.2","wish_talk_joy_shy","","3","","1","66042",""
"","2.5","5152066","","","","93","","0","66043","0"
"","bgm_MC175A","5152066","","bgm_MC175A","","25","","","66044",""
"","2","5152066","","1","","32","","","66045",""
"","132111","5152066","0.2","wish_idle_normal","","3","","1","66046",""
"","4","5152066","0.2","doya_idle","","3","","1","66047",""
"","107511","5152066","0.2","idle_normal","","3","","1","66048",""
"","107611","5152066","0.2","wish_idle_normal","","3","","1","66049",""
"","126911","5152066","0.2","cool_idle","","3","","1","66050",""
"","110311","5152066","0.2","wish_idle_normal","","3","","1","66051",""
"","107811","5152066","0.2","idle_normal","","3","","1","66052",""
"","113511","5152066","0.2","sad_idle_normal","","3","","1","66053",""
"","vo_rag","5152066","","vo_rag_1002","","21","","0","66054","0"
"5","131911","5152066","-10","まずはぴょんぴょん跳ねて\n全身をほぐしていきます","0.5","11","0","10","66055","1"
"","0.5","5152066","","0","","93","","","66056",""
"","131911","5152066","0.2","radio_jump_loop_normal2","","3","","1","66057",""
"","1.6","5152066","","","","93","","0","66058","0"
"","132111","5152066","0.2","radio_jump_loop","","3","","1","66059",""
"","4","5152066","0.2","radio_jump_loop_talk2","","3","","1","66060",""
"","0.1","5152066","","","","93","","0","66061","0"
"","107511","5152066","0.2","radio_jump_loop","","3","","1","66062",""
"","107611","5152066","0.2","radio_jump_loop","","3","","1","66063",""
"","126911","5152066","0.2","radio_jump_loop","","3","","1","66064",""
"","110311","5152066","0.2","radio_jump_loop","","3","","1","66065",""
"","107811","5152066","0.2","radio_jump_loop","","3","","1","66066",""
"","113511","5152066","0.2","radio_jump_loop","","3","","1","66067",""
"","3","5152066","","0","","93","","","66068",""
"","66055","5152066","","","","91","","0","66069","0"
"","vo_rag","5152066","","vo_rag_1003","","21","","0","66070","0"
"5","4","5152066","-10","ただ跳ねるだけでも\n案外疲れるものね","0.5","11","0","10","66071","1"
"","3.2","5152066","","0","","93","","","66072",""
"","66071","5152066","","","","91","","0","66073","0"
"","1.5","5152066","","0","","93","","","66074",""
"","131911","5152066","0.3","idle_normal","","3","","1","66075",""
"","132111","5152066","0.3","wish_talk","","3","","1","66076",""
"","4","5152066","0.3","cool_idle","","3","","1","66077",""
"","0.1","5152066","","0","","93","","","66078",""
"","107511","5152066","0.3","idle_normal","","3","","1","66079",""
"","107611","5152066","0.3","wish_idle","","3","","1","66080",""
"","126911","5152066","0.3","wish_idle_normal","","3","","1","66081",""
