6e87856317065517c4b83cc95a6b30fa35eb5e13cb377ba905c6967233a9a853,18a0fa9decfb70bc94ab341b9d3272d99b7b953e2a593112192aa16fa03f245b,ad4d88c60fade9d83348771ceb50cdf536e84d46bcbbaf2edd64fe89080aa602,450209f20bec94c8cdcf2890c743a60975b0b308b1d342114e46dd25a8864435,7537d08d69553daf321013674c1e7df0a6d0c698cbd55c0e9a9ae04da4b9fe92,f9e63d3e52ed7dc2410168c3a1137bdde38cab5e7bf3a0bea91edbba492ee5c3,1f5cc02e8954b5d5ae39fe4d5269710449637d894cf965b4de61ee85140d65eb,b2b2c26f91a7a9510cf1ba143d517386cafbcd1ef39d6732b84c652920f9a6c7,6709f8df5c8bf228e232a143521d546764bff5b3deaefe2deac19aae70cf708b,08ac3cb876047d8c207646709f21be2787c12a5d097cef10c5d8301ca48f8902,1ff300707ff65704932506dbf112e415674b5fc69acd232b61be4120147c1548
"","","","","3","1","3","3112","round_monster_idle","0.2","131120045"
"","","","","93","","0.4","3112","0","","131120046"
"0","0","","","2","-250","1000001","3112","0","","131120047"
"","","","","3","1","1000001","3112","escape","","131120048"
"1","0","","","2","-250","1000001","3112","-600","","131120049"
"","","","","93","","1","3112","0","","131120050"
"1","0","","","6","1","1000001","3112","1","0.2","131120051"
"","","","","93","","0.4","3112","0","","131120052"
"","","","","113","","2","3112","0","","131120053"
"0","1","","","31","345.4","311300","3113","311300","0","131130001"
"","","","","91","","0","3113","","","131130002"
"","","","","3","0","1000001","3113","wait_gradeUp","0.2","131130003"
"","","","","32","","311300","3113","1","","131130004"
"","","","","93","","0.1","3113","0","","131130005"
"","","","","32","","3","3113","0","","131130006"
"","","","","93","","0.8","3113","0","","131130007"
"1.05","0","","","123","1.05","1.05","3113","1.05","0","131130008"
"","","","","122","0.5","5","3113","5","","131130009"
"","","","","93","","1.1","3113","0","","131130010"
"1.05","0","","","123","1.05","1.05","3113","1.05","0","131130011"
"","","","","122","0.5","10","3113","10","","131130012"
"","","","","93","","0.8","3113","0","","131130013"
"","","","","3","0","1000001","3113","glad_dot_light","0.2","131130014"
"","","","","93","","0.1","3113","0","","131130015"
"0.907","0.4","","","123","0.907","0.907","3113","0.907","5","131130016"
"","","","","93","","1","3113","0","","131130017"
"","","","","3","0","1000001","3113","disappoint","0.2","131130018"
"","","","","93","","1","3113","0","","131130019"
"","","","","113","","2","3113","","","131130020"
"0","1","","","31","345.4","311400","3114","311400","0","131140001"
"","","","","91","","0","3114","","","131140002"
"1.05","7.4","","","123","1.05","1.05","3114","1.05","0","131140003"
"","","","","3","0","1000001","3114","wait","0.2","131140004"
"","","","","32","","311400","3114","1","","131140005"
"","","","","93","","0.1","3114","0","","131140006"
"","","","","32","","2","3114","0","","131140007"
"","","","","93","","3.4","3114","0","","131140008"
"0.95","3.2","","","123","0.95","0.95","3114","0.95","5","131140009"
"shock_short_loop","1","0","","3","0","1000001","3114","shock_short_in","0.1","131140010"
"","","","","93","","1.4","3114","0","","131140011"
"","","","","3","0","1000001","3114","disappoint","0.2","131140012"
"","","","","93","","0.7","3114","0","","131140013"
"","","","","113","","2","3114","","","131140014"
"0","1","","","31","345.4","312100","3121","312100","0","131210001"
"","","","","91","","0","3121","","","131210002"
"1.05","7.4","","","123","1.05","1.05","3121","1.05","0","131210003"
"","","","","3","0","1000001","3121","wait","0.2","131210004"
"","","","","35","","2","3121","1","","131210005"
"","","","","23","0","se_travel","3121","se_travel_treasure_big_rock","","131210006"
"","","","","93","","3.7","3121","0","","131210007"
"","","","","32","","312100","3121","1","","131210008"
"","","","","122","0.65","15","3121","15","","131210009"
"","","","","93","","0.5","3121","0","","131210010"
"","","","","122","3.2","20","3121","20","","131210011"
"","","","","3","0","1000001","3121","shock_jump_short","0.2","131210012"
"","","","","91","","0","3121","0","","131210013"
"","","","","3","1","1000001","3121","escape","0","131210014"
"2","0","","","2","-240","1000001","3121","-880","","131210015"
"","","","","93","","0.8","3121","0","","131210016"
"","","","","113","","2","3121","","","131210017"
"","","","","3","1","1000001","3122","idle","0.2","131220001"
"-65","1","","","31","345","312200","3122","11","0","131220002"
"-65","1","","","31","345","312201","3122","12","0","131220003"
"","","","","91","","0","3122","","","131220004"
"1.05","6.8","0","","123","1.05","1.05","3122","1.05","0","131220005"
"","","","","3","0","1000001","3122","wait","0.2","131220006"
"","","","","35","","2","3122","1","","131220007"
"","","","","93","","4","3122","0","","131220008"
"0.95","0.4","","","123","0.95","0.95","3122","0.95","0","131220009"
"","","","","32","","11","3122","1","","131220010"
"","","","","32","","12","3122","1","","131220011"
"","","","","3","0","1000001","3122","arrow_panic","","131220012"
"","","","","93","","2.7","3122","0","","131220013"
"","","","","113","","2","3122","0","","131220014"
"0","1","","","31","345.4","6","3123","6","0","131230001"
"0","1","","","31","345.4","7","3123","7","0","131230002"
"0","1","","","31","345.4","310000","3123","310000","0","131230003"
"0","1","","","31","345.4","312300","3123","312300","0","131230004"
"0","1","","","31","345.4","990001","3123","990001","1","131230005"
"345","-180","0","reward_loop","5","14","4","3123","14","1.1","131230006"
"","","","","91","","0","3123","","","131230007"
"1.05","7.4","","","123","1.05","1.05","3123","1.05","0","131230008"
"","","","","3","0","1000001","3123","wait","0.2","131230009"
"","","","","35","","2","3123","1","","131230010"
"","","","","93","","4.9","3123","0","","131230011"
"","","","","122","0.4","30","3123","30","","131230012"
"","","","","32","","312300","3123","1","","131230013"
"","","","","32","","6","3123","1","","131230014"
"","","","","93","","0.1","3123","0","","131230015"
"","","","","32","","2","3123","0","","131230016"
"","","","","32","","3","3123","0","","131230017"
"","","","","3","0","1000001","3123","dotEyes_noEmotion","","131230018"
"0","","","","21","0","vo_travel_round_event","3123","vo_travel_round_event_3123","","131230019"
"","","","","93","","2.5","3123","0","","131230020"
"","","","","32","","7","3123","1","","131230021"
"","","","","93","","0.1","3123","0","","131230022"
"","","","","32","","6","3123","0","","131230023"
"","","","","93","","0.2","3123","0","","131230024"
"0.95","0.3","","","123","0.95","0.95","3123","0.95","0","131230025"
"","","","","32","","310000","3123","1","","131230026"
"","","","","93","","0.2","3123","0","","131230027"
"","","","","122","0.6","50","3123","50","","131230028"
"","","","","93","","1.6","3123","0","","131230029"
"","","","","113","","2","3123","","","131230030"
"0","1","","","31","345.4","312400","3124","312400","0","131240001"
"0","1","","","31","345.4","8","3124","8","0","131240002"
"","","","","35","","8","3124","0","","131240003"
"","","","","32","","8","3124","1","","131240004"
"0","1","","","31","345.4","990002","3124","990002","1","131240005"
"345.4","-240","0","empty","5","56","2","3124","3124","0.5","131240006"
"","","","","91","","0","3124","","","131240007"
"1.05","7.4","","","123","1.05","1.05","3124","1.05","0","131240008"
"","","","","3","0","1000001","3124","wait","0.2","131240009"
"","","","","35","","2","3124","1","","131240010"
"","","","","93","","5.4","3124","0","","131240011"
"","","","","32","","312400","3124","1","","131240012"
"","","","","93","","0.1","3124","0","","131240013"
"","","","","32","","2","3124","0","","131240014"
"0.95","0.4","","","123","0.95","0.95","3124","0.95","0","131240015"
"","","","","3","0","1000001","3124","glad","0.2","131240016"
"","","","","3","0","3124","3124","drop","0","131240017"
"","","","","93","","0.7","3124","0","","131240018"
"","","","","3","0","1000001","3124","joy_short","0.2","131240019"
"","","","","93","","0.7","3124","0","","131240020"
"","","","","3","0","3124","3124","shock","0","131240021"
"","","","","93","","0.8","3124","0","","131240022"
"","0","","","3","0","1000001","3124","shock_jump_mimic","0.2","131240023"
"","","","","93","","2.4","3124","0","","131240024"
"","","","","113","","2","3124","","","131240025"
"0","1","","","31","345.4","320000","3200","320000","0","132000001"
"0","1","","","31","345.4","110","3200","110","0","132000002"
"0","1","","","31","345.4","111","3200","111","0","132000003"
"0","1","","","31","345.4","990001","3200","990001","1","132000004"
"","","","","91","","0","3200","","","132000005"
"1.05","7.4","","","123","1.05","1.05","3200","1.05","0","132000006"
"","","","","3","0","1000001","3200","wait","0.2","132000007"
"","","","","35","","2","3200","1","","132000008"
"","","","","93","","5.4","3200","0","","132000009"
"","","","","3","0","1000001","3200","glad","0.2","132000010"
"","","","","32","","320000","3200","1","","132000011"
"","","","","93","","1","3200","0","","132000012"
"0.95","0.8","","","123","0.95","0.95","3200","0.95","5","132000013"
"","","","","32","","110","3200","1","","132000014"
"","","","","32","","111","3200","1","","132000015"
"","","","","93","","0.1","3200","0","","132000016"
"","","","","32","","2","3200","0","","132000017"
"","","","","32","","3","3200","0","","132000018"
"","","","","93","","1.1","3200","0","","132000019"
"joy_round3_loop","1","0","","3","0","1000001","3200","joy_round3_in","0.2","132000020"
"","","","","93","","0.5","3200","0","","132000021"
"","","","","32","","998","3200","1","","132000022"
"","","","","93","","5.2","3200","0","","132000023"
"","","","","113","","1","3200","","","132000024"
"0","1","","","31","345.4","320000","3201","320000","0","132010001"
"0","1","","","31","345.4","110","3201","110","0","132010002"
"0","1","","","31","345.4","111","3201","111","0","132010003"
"0","1","","","31","345.4","990002","3201","990002","1","132010004"
"","","","","91","","0","3201","","","132010005"
"1.05","7.4","","","123","1.05","1.05","3201","1.05","0","132010006"
"","","","","3","0","1000001","3201","wait","0.2","132010007"
"","","","","35","","2","3201","1","","132010008"
"","","","","93","","5.4","3201","0","","132010009"
"","","","","3","0","1000001","3201","glad","0.2","132010010"
"","","","","32","","320000","3201","1","","132010011"
"","","","","93","","1","3201","0","","132010012"
"0.95","0.8","","","123","0.95","0.95","3201","0.95","5","132010013"
"","","","","32","","110","3201","1","","132010014"
"","","","","32","","111","3201","1","","132010015"
"","","","","93","","0.1","3201","0","","132010016"
"","","","","32","","2","3201","0","","132010017"
"","","","","32","","3","3201","0","","132010018"
"","","","","93","","1.1","3201","0","","132010019"
"joy_round3_loop","1","0","","3","0","1000001","3201","joy_round3_in","0.2","132010020"
"","","","","93","","0.5","3201","0","","132010021"
"","","","","32","","998","3201","1","","132010022"
"","","","","93","","5.2","3201","0","","132010023"
"","","","","113","","1","3201","","","132010024"
"0","1","","","31","345.4","320000","3202","320000","0","132020001"
"0","1","","","31","345.4","320001","3202","320001","0","132020002"
"0","1","","","31","345.4","110","3202","110","0","132020003"
"0","1","","","31","345.4","111","3202","111","0","132020004"
"0","1","","","31","345.4","990003","3202","990003","1","132020005"
"","","","","91","","0","3202","","","132020006"
"1.05","7.4","","","123","1.05","1.05","3202","1.05","0","132020007"
"","","","","3","0","1000001","3202","wait","0.2","132020008"
"","","","","32","","320001","3202","1","","132020009"
"","","","","93","","0.1","3202","0","","132020010"
"","","","","32","","2","3202","0","","132020011"
"","","","","93","","5.3","3202","0","","132020012"
"","","","","3","0","1000001","3202","glad","0.2","132020013"
"","","","","32","","320000","3202","1","","132020014"
"","","","","93","","1","3202","0","","132020015"
"0.95","0.8","","","123","0.95","0.95","3202","0.95","5","132020016"
"","","","","32","","110","3202","1","","132020017"
"","","","","32","","111","3202","1","","132020018"
"","","","","93","","0.1","3202","0","","132020019"
"","","","","32","","320001","3202","0","","132020020"
"","","","","32","","3","3202","0","","132020021"
"","","","","93","","1.1","3202","0","","132020022"
"joy_round3_loop","1","0","","3","0","1000001","3202","joy_round3_in","0.2","132020023"
"","","","","93","","0.5","3202","0","","132020024"
"","","","","32","","998","3202","1","","132020025"
"","","","","93","","5.2","3202","0","","132020026"
"","","","","113","","1","3202","","","132020027"
"0","1","","","31","345.4","6","3211","6","0","132110001"
"0","1","","","31","345.4","7","3211","7","0","132110002"
"0","1","","","31","345.4","8","3211","8","0","132110003"
"0","1","","","31","345.4","111","3211","111","0","132110004"
"0","1","","","31","345.4","110","3211","110","0","132110005"
"0","1","","","31","345.4","321100","3211","321100","0","132110006"
"0","1","","","31","345.4","321101","3211","321101","0","132110007"
"0","1","","","31","345.4","321102","3211","321102","0","132110008"
"8000","0","0","appear","5","55","3","3211","13","1.3","132110009"
"8000","-250","1","03_run","1","56","2","3211","100711","0.89","132110010"
"","","","","91","","0","3211","","","132110011"
"1","0","0","","6","1","13","3211","1","0","132110012"
"0","0","","","2","-250","13","3211","95","","132110013"
"0","0","","","2","-250","100711","3211","1100","","132110014"
"1.05","7.4","","","123","1.05","1.05","3211","1.05","0","132110015"
"","","","","3","0","1000001","3211","wait","0.2","132110016"
"","","","","35","","2","3211","1","","132110017"
"","","","","93","","4.9","3211","0","","132110018"
"0.95","0.3","","","123","0.95","0.95","3211","0.95","0","132110019"
"","","","","23","0","se_travel","3211","se_travel_treasure_ghost_special_success","","132110020"
"","","","","32","","8","3211","1","","132110021"
"","","","","35","","8","3211","0","","132110022"
"","","","","32","","6","3211","1","","132110023"
"","","","","93","","0.1","3211","0","","132110024"
"","","","","32","","2","3211","0","","132110025"
"","","","","32","","3","3211","0","","132110026"
"","","","","3","0","1000001","3211","dotEyes","0.2","132110027"
"","","","","93","","0.3","3211","0","","132110028"
"","","","","3","0","13","3211","appear","","132110029"
"1","1","0","","6","1","13","3211","1","0","132110030"
"","","","","93","","0.67","3211","0","","132110031"
"","","","","3","0","1000001","3211","shock_jump","","132110032"
"1","0","","","2","-250","1000001","3211","70","","132110033"
"","","","","93","","1.1","3211","0","","132110034"
"","","","","3","1","1000001","3211","escape","","132110035"
"1.2","0","","","2","-250","1000001","3211","-350","","132110036"
"","","","","3","0","13","3211","march_pudding","","132110037"
"","","","","32","","7","3211","1","","132110038"
"","","","","93","","0.1","3211","0","","132110039"
"","","","","32","","6","3211","0","","132110040"
"","","","","93","","0.3","3211","0","","132110041"
"","","","","32","","321100","3211","1","","132110042"
"","","","","93","","0.4","3211","0","","132110043"
"1.1","0","","","2","-250","100711","3211","630","","132110044"
"","","","","93","","0.9","3211","0","","132110045"
"0","","","","21","1","vo_travel_round_event","3211","vo_travel_round_event_3211","","132110046"
"","","","","93","","0.2","3211","0","","132110047"
"","","0","","3","1","100711","3211","03_idle","","132110048"
"","","","","93","","0.3","3211","0","","132110049"
"03_idle","","0.2","","3","0","100711","3211","03_attack","0.2","132110050"
"","","","","32","","321101","3211","1","","132110051"
"","","","","3","1","1000001","3211","run","","132110052"
"","","","","4","","1000001","3211","0","","132110053"
"2","0","","","2","-250","1000001","3211","70","","132110054"
"","","","","93","","0.6","3211","0","","132110055"
"","","","","32","","321102","3211","1","","132110056"
"","","","","32","","110","3211","1","","132110057"
"","","","","32","","111","3211","1","","132110058"
"","","","","93","","0.1","3211","0","","132110059"
"","","","","32","","7","3211","0","","132110060"
"","","","","93","","1.2","3211","0","","132110061"
"","","","","32","","8","3211","0","","132110062"
"","","","","93","","0.1","3211","0","","132110063"
"","","","","3","0","100711","3211","03_joy_short","0.2","132110064"
"joy_round3_loop","1","0.2","","3","0","1000001","3211","joy_round3_in","0.2","132110065"
"","","","","32","","998","3211","1","","132110066"
"","","","","93","","0.7","3211","0","","132110067"
"","","","","3","1","13","3211","pudding_loop","","132110068"
"","","","","93","","4.5","3211","0","","132110069"
"","","","","113","","1","3211","","","132110070"
"","","","","3","1","1000001","3212","idle","0.2","132120001"
"0","1","","","31","0","301200","3212","13","0","132120002"
"0","1","","","31","0","101","3212","14","0","132120003"
"-150","1","","","31","260","301204","3212","16","0","132120004"
"-120","1","","","31","320","301204","3212","19","0","132120005"
"0","1","","","31","0","301205","3212","17","0","132120006"
"0","1","","","31","345.4","6","3212","18","0","132120007"
"0","1","","","31","345.4","301201","3212","20","0","132120008"
"0","1","","","31","345.4","301202","3212","21","0","132120009"
"0","1","","","31","345.4","111","3212","111","0","132120010"
"","","","","35","","111","3212","0","","132120011"
"0","1","","","31","345.4","110","3212","110","0","132120012"
"9340","-234","0","round_monster_walk","5","55","1","3212","3","1","132120013"
"","","","","91","","0","3212","","","132120014"
"1","0","0","","6","1","3","3212","1","0","132120015"
"0","0","0","","2","-234","3","3212","345","0","132120016"
"1.05","7.4","0","","123","1.05","1.05","3212","1.05","0","132120017"
"","","","","3","0","1000001","3212","wait","0.2","132120018"
"","","","","35","","2","3212","1","","132120019"
"0","1","","","31","0","301203","3212","15","0","132120020"
"9340","-250","0","<weapon>_run","1","57","2","3212","1000003","0.89","132120021"
"9340","-290","0","<weapon>_run","1","58","2","3212","1000004","0.89","132120022"
"","","","","93","","4.3","3212","0","","132120023"
"0.95","0.4","","","123","0.95","0.95","3212","0.95","0","132120024"
"","","","","32","","21","3212","1","","132120025"
"","","","","35","","21","3212","0","","132120026"
"","","","","23","","se_travel","3212","se_travel_treasure_success_monster_helper_2","","132120027"
"","","","","32","","18","3212","1","","132120028"
"","","","","93","","0.1","3212","0","","132120029"
"","","","","32","","2","3212","0","","132120030"
"1","1","0","","6","1","3","3212","1","0.3","132120031"
"","","","","32","","13","3212","1","","132120032"
"","","","","3","0","3","3212","round_monster_appear","","132120033"
"","","","","3","0","1000001","3212","back","","132120034"
"","","","","93","","0.67","3212","0","","132120035"
"","","","","3","0","3","3212","round_monster_walk","0.1","132120036"
"1.4","0","","","2","-234","3","3212","220","","132120037"
"","","","","32","","20","3212","1","","132120038"
"","","","","93","","0.1","3212","0","","132120039"
"","","","","32","","18","3212","0","","132120040"
"","","","","93","","0.5","3212","0","","132120041"
"","","","","4","","1000003","3212","1","","132120042"
"0","0","","","2","-240","1000003","3212","1545","","132120043"
"","","","","4","","1000004","3212","1","","132120044"
"0","0","","","2","-280","1000004","3212","1635","","132120045"
"","","","","93","","0.5","3212","0","","132120046"
"","","","","3","0","3","3212","round_monster_attack","0.3","132120047"
"","","","","93","","0.5","3212","0","","132120048"
"","","","","32","","17","3212","1","","132120049"
"","","","","3","0","1000001","3212","back_loop","0.1","132120050"
"","","","","93","","0.5","3212","0","","132120051"
"0","0","","","2","-240","1000003","3212","920","","132120052"
"0.16","0","","","2","-240","1000003","3212","620","","132120053"
"","","","","3","0","1000003","3212","<weapon>_run","0.2","132120054"
"","","","","93","","0.16","3212","0","","132120055"
"","","","","3","0","1000003","3212","<weapon>_attack_skipQuest","0.2","132120056"
"","","","","93","","0.1","3212","0","","132120057"
"0","0","","","2","-234","3","3212","280","","132120058"
"","","","","4","","3","3212","1","","132120059"
"","","","","3","0","3","3212","round_monster_die","0","132120060"
"","","","","32","","16","3212","1","","132120061"
"","","","","93","","0.15","3212","0","","132120062"
"0","0","","","2","-280","1000004","3212","910","","132120063"
"0.16","0","","","2","-280","1000004","3212","710","","132120064"
"","","","","3","0","1000004","3212","<weapon>_run","0.2","132120065"
"","","","","93","","0.16","3212","0","","132120066"
"","","","","3","0","1000004","3212","<weapon>_attack_skipQuest","0.2","132120067"
"","","","","93","","0.1","3212","0","","132120068"
"","","","","93","","0.1","3212","0","","132120069"
"","","","","3","0","3","3212","round_monster_die","0","132120070"
"","","","","32","","19","3212","1","","132120071"
"","","","","93","","0.4","3212","0","","132120072"
"0","0","","","2","-240","1000001","3212","20","","132120073"
"","","","","3","0","1000001","3212","back_origin","0","132120074"
"","","","","3","0","1000001","3212","surprise","0.2","132120075"
"","","","","3","1","1000003","3212","<weapon>_idle","0.2","132120076"
"","","","","93","","0.2","3212","0","","132120077"
"","","","","32","","110","3212","1","","132120078"
"","","","","32","","111","3212","1","","132120079"
"","","","","93","","0.2","3212","0","","132120080"
"","","","","3","1","1000004","3212","<weapon>_idle","0.2","132120081"
"","","","","93","","0.46","3212","0","","132120082"
"1","0","","","6","1","3","3212","1","0.6","132120083"
"","","","","32","","18","3212","1","","132120084"
"","","","","93","","0.02","3212","0","","132120085"
"","","","","32","","20","3212","0","","132120086"
"","","","","32","","21","3212","0","","132120087"
"joy_round3_loop","1","","","3","0","1000001","3212","joy_round3_in","0.2","132120088"
"","","","","93","","0.1","3212","0","","132120089"
"","","","","3","0","1000003","3212","<weapon>_joy_short","0","132120090"
"","","","","93","","0.1","3212","0","","132120091"
"","","","","3","0","1000004","3212","<weapon>_joy_short","0","132120092"
"","","","","93","","0.9","3212","0","","132120093"
"","","","","32","","998","3212","1","","132120094"
"","","","","93","","3.8","3212","0","","132120095"
"","","","","113","","1","3212","0","","132120096"
"0","1","","","31","345.4","321300","3213","321300","0","132130001"
"0","1","","","31","345.4","111","3213","111","0","132130002"
"","","","","35","","111","3213","0","","132130003"
"0","1","","","31","345.4","110","3213","110","0","132130004"
"","","","","91","","0","3213","","","132130005"
"","","","","3","0","1000001","3213","wait_gradeUp","0.2","132130006"
"","","","","32","","321300","3213","1","","132130007"
"","","","","93","","0.1","3213","0","","132130008"
"","","","","32","","2","3213","0","","132130009"
"","","","","93","","0.8","3213","0","","132130010"
"1.05","0","","","123","1.05","1.05","3213","1.05","0","132130011"
"","","","","122","0.5","5","3213","5","","132130012"
"","","","","93","","1.1","3213","0","","132130013"
"1.05","0","","","123","1.05","1.05","3213","1.05","0","132130014"
"","","","","122","0.5","10","3213","10","","132130015"
"","","","","93","","0.8","3213","0","","132130016"
"","","","","3","0","1000001","3213","glad_dot_light","0.2","132130017"
"","","","","93","","0.1","3213","0","","132130018"
"0.907","0.4","","","123","0.907","0.907","3213","0.907","5","132130019"
"","","","","93","","1.5","3213","0","","132130020"
"","","","","122","0.7","20","3213","20","","132130021"
"","","","","93","","1.4","3213","0","","132130022"
"","","","","32","","110","3213","1","","132130023"
"","","","","32","","111","3213","1","","132130024"
"","","","","93","","1.2","3213","0","","132130025"
"joy_round3_loop","1","0","","3","0","1000001","3213","joy_round3_in","0.2","132130026"
"","","","","93","","0.3","3213","0","","132130027"
"","","","","32","","998","3213","1","","132130028"
"","","","","93","","3.8","3213","0","","132130029"
"","","","","113","","1","3213","","","132130030"
"0","1","","","31","345.4","321400","3214","321400","0","132140001"
"1088","-240","1","05_idle","1","57","2","3214","103111","0.89","132140002"
"0","1","","","31","345.4","110","3214","110","0","132140003"
"0","1","","","31","345.4","111","3214","111","0","132140004"
"","","","","91","","0","3214","","","132140005"
"1.05","7.4","","","123","1.05","1.05","3214","1.05","0","132140006"
"","","","","3","0","1000001","3214","wait","0.2","132140007"
"","","","","32","","321400","3214","1","","132140008"
"","","","","93","","0.1","3214","0","","132140009"
"","","","","32","","2","3214","0","","132140010"
"","","","","93","","3.4","3214","0","","132140011"
"0.95","3.2","","","123","0.95","0.95","3214","0.95","5","132140012"
"","","","","3","0","1000001","3214","shock_jump_aura","0.2","132140013"
"","","","","93","","0.1","3214","0","","132140014"
"0.6","2","","","2","-240","1000001","3214","70","","132140015"
"","","","","93","","0.5","3214","0","","132140016"
"","","","","3","1","103111","3214","05_run_gamestart","0","132140017"
"0.5","0","","","2","-240","103111","3214","586","","132140018"
"","","","","93","","0.5","3214","0","","132140019"
"","","","","3","1","103111","3214","05_idle","0.2","132140020"
"","","","","93","","0.5","3214","0","","132140021"
"05_idle","1","0","","3","0","103111","3214","shinobu_exorcise","0.2","132140022"
"0","","","","21","0","vo_travel_round_event","3214","vo_travel_round_event_3214","","132140023"
"","","","","93","","1","3214","0","","132140024"
"","","","","32","","110","3214","1","","132140025"
"","","","","32","","111","3214","1","","132140026"
"","","","","93","","0.1","3214","0","","132140027"
"","","","","32","","3","3214","0","","132140028"
"","","","","93","","1.1","3214","0","","132140029"
"joy_round3_loop","1","0","","3","0","1000001","3214","joy_round3_in","0.2","132140030"
"","","","","3","0","103111","3214","05_joy_short","0.2","132140031"
"","","","","93","","0.5","3214","0","","132140032"
"","","","","32","","998","3214","1","","132140033"
"","","","","93","","3.8","3214","0","","132140034"
"","","","","113","","1","3214","","","132140035"
"0","1","","","31","345.4","321500","3215","321500","1","132150001"
"0","1","","","31","345.4","321501","3215","321501","1","132150002"
"0","1","","","31","345.4","120","3215","120","0","132150003"
"0","1","","","31","345.4","121","3215","121","0","132150004"
"0","1","","","31","345.4","990001","3215","990001","1","132150005"
"","","","","91","","0","3215","","","132150006"
"1.05","7.4","","","123","1.05","1.05","3215","1.05","0","132150007"
"","","","","3","0","1000001","3215","wait_wakuwaku","0.2","132150008"
"","","","","35","","2","3215","1","","132150009"
"","","","","93","","5.2","3215","0","","132150010"
"0.95","0.8","","","123","0.95","0.95","3215","0.95","5","132150011"
"","","","","32","","120","3215","1","","132150012"
"","","","","32","","121","3215","1","","132150013"
"","","","","93","","0.1","3215","0","","132150014"
"","","","","32","","321501","3215","0","","132150015"
"","","","","32","","2","3215","0","","132150016"
"","","","","32","","3","3215","0","","132150017"
"","","","","32","","998","3215","1","","132150018"
"","","","","93","","0.4","3215","0","","132150019"
"","","","","3","1","1000001","3215","dance","0.2","132150020"
"","","","","93","","4.8","3215","0","","132150021"
"","","","","113","","1","3215","","","132150022"
"0","1","","","31","345.4","6","3216","6","0","132160001"
"0","1","","","31","345.4","8","3216","8","0","132160002"
"0","1","","","31","345.4","110","3216","110","0","132160003"
"0","1","","","31","345.4","111","3216","111","0","132160004"
"-80","1","","","31","345.4","301600","3216","301600","0","132160005"
"0","1","","","31","345.4","990002","3216","990002","1","132160006"
"","","","","91","","0","3216","","","132160007"
"1.05","7.4","","","123","1.05","1.05","3216","1.05","0","132160008"
"","","","","3","0","1000001","3216","wait","0.2","132160009"
"","","","","35","","2","3216","1","","132160010"
"","","","","93","","5.4","3216","0","","132160011"
"0.95","0.4","","","123","0.95","0.95","3216","0.95","0","132160012"
"","","","","32","","8","3216","1","","132160013"
"","","","","35","","8","3216","0","","132160014"
"","","","","32","","301600","3216","1","","132160015"
"","","","","32","","6","3216","1","","132160016"
"","","","","32","","111","3216","1","","132160017"
"","","","","35","","111","3216","0","","132160018"
"","","","","93","","0.1","3216","0","","132160019"
"","","","","32","","2","3216","0","","132160020"
"","","","","32","","3","3216","0","","132160021"
"","","","","3","0","1000001","3216","glad","0.1","132160022"
"","","","","93","","0.1","3216","0","","132160023"
"","","","","35","","8","3216","1","","132160024"
"","","","","32","","110","3216","1","","132160025"
"","","","","23","0","se_travel","3216","se_travel_treasure_special_success_butterfly","","132160026"
"","","","","93","","1.5","3216","0","","132160027"
"","","","","32","","998","3216","1","","132160028"
"joy_round3_loop","1","","","3","0","1000001","3216","joy_round3_in","0.2","132160029"
"","","","","93","","5.2","3216","0","","132160030"
"","","","","113","","1","3216","","","132160031"
"0","1","","","31","345.4","310000","3217","310000","0","132170001"
"0","1","","","31","0","310001","3217","310001","0","132170002"
"0","1","","","31","345.4","301700","3217","301700","0","132170003"
"-115","1","","","31","740","301701","3217","301701","0","132170004"
"0","1","","","31","345.4","301702","3217","301702","0","132170005"
"0","1","","","31","345.4","120","3217","120","0","132170006"
"0","1","","","31","345.4","321700","3217","321700","0","132170007"
"610","-235","0","empty","5","100","5","3217","15","0.44","132170008"
"610","-235","0","empty","5","55","5","3217","16","0.44","132170009"
"","","","","91","","0","3217","","","132170010"
"1.05","7.4","","","123","1.05","1.05","3217","1.05","0","132170011"
"","","","","3","0","1000001","3217","wait","0.2","132170012"
"","","","","35","","2","3217","1","","132170013"
"","","","","93","","5.4","3217","0","","132170014"
"0.95","0.3","","","123","0.95","0.95","3217","0.95","0","132170015"
"","","","","32","","310000","3217","1","","132170016"
"","","","","32","","310001","3217","1","","132170017"
"","","","","93","","0.2","3217","0","","132170018"
"","","","","122","0.6","50","3217","50","","132170019"
"","","","","3","0","1000001","3217","shock","0.2","132170020"
"","","","","93","","1.6","3217","0","","132170021"
"","","","","32","","301700","3217","1","","132170022"
"","","","","93","","1.2","3217","0","","132170023"
"","","","","23","0","se_travel","3217","se_travel_treasure_croce_ui","","132170024"
"","","","","3","0","15","3217","punch","","132170025"
"","","","","3","0","16","3217","punch_B","","132170026"
"","","","","93","","0.2","3217","0","","132170027"
"1.05","0.1","","","123","1.05","1.05","3217","1.05","11","132170028"
"","","","","93","","0.1","3217","0","","132170029"
"0.95","0.3","","","123","0.95","0.95","3217","0.95","0","132170030"
"","","","","93","","1","3217","0","","132170031"
"","","","","23","0","se_travel","3217","se_travel_treasure_croce_door","","132170032"
"","","","","93","","0.4","3217","0","","132170033"
"","","","","32","","301701","3217","1","","132170034"
"","","","","93","","0.9","3217","0","","132170035"
