f0d4fc76e76cbaa040eb27d9ffe2d89f88e83c97e993ac8631ed99c98574796e,98f867796a1bd048aa9576a5bff7498ed345e19d65b925440d92c8f358ba3156,e7e62f267e520037dee3e294b25ec892428f0df0022ae9360b1370e74da7b296,69e278448bf78945f9b83a98d6a1fd9e0aec9e8017b91ef9df706492be8679ae,886a64aa453851cdf0551cbd90d234eca87c397452efd3e5f4948ed658732b27,044221ab5d2827ea92e4b260db032e67a562763131218570eb73f512669e813e,bf4c5b907ddd94db0c39e43aca6a645e50b0e62fae69953a9046ffc3549e52df,f7adb720384df7cf9b2a0cb0448ab0555f269edd673c3cc8235f2eee2f352c78,88184edb0adb4906fde86bba9eee7205fd9891e75fa6925c9a38399139e01a3a,42fcae352a17e43862af58852e7ced0e8987267b1a82eeeeba908af659441ef3,af8eb21125d4c47ad25a1b3ab7ff29d6cf2aa7d0e65f14b35a12184884574307,e8b5c85dbe9e55807c92bb180aad547b2ee9adddb01e9aae44353045f302d936,50cf57a790b2da70a7bce025b1a6514d12ea60eb1c8fadcf1f936f33f4fb1479,323aaf7c3371bc23479e85c6a9443b4189b07e73a3d7ddf5db147591399db71f,2450f1178c3f4389010352e97d36c8d0e6276815216f46c1d79788fb9fd7c641,08c96d8a37b881e348fdb5eb7fb5106991604178b29678a634637232e17c3aa2,bc1e394e2dd6e9f39137ac31e03efc7b25545cc2de4bf5f82d34dae5c9941711,0d2c3e88ca182177aca6c0f4c30af2f0778518423310153ad2e9e25b7c5d6e65,f495fdfb301385050cab9e5fb9696f3aa3dd299d59d8acb6737c5e949d237d23,7513a9db526fbf964609a42ff7a76fdb043a0cd6fb7fcaee397ca79056606ff5,f634f37aa50dc7242d9a626d1f7ea601e7ae68d7dc147505e56e73b0d8a0e6eb,378bf3dc2ae0517f63dbd2798b8f92fdef244f4c8ca72a51c091e79db71d03cf
"0","0","bgm_M64","200","4","1.3","-70","200","1","1038","0.9","101021","-30","0","1","190","4","1","-30","1","10380104","101021"
"0","0","bgm_M55","220","5","1.8","0","200","1","1038","1.4","101031","0","0","1.6","440","5","1","-30","1","10380105","101031"
"-30","10","bgm_M64","210","1","0.8","-125","250","1","1039","0.6","101041","0","0","0.7","-470","1","1","-30","1","10390101","101041"
"0","10","bgm_M64","200","2","1","-95","200","1","1039","0.65","101041","0","0","0.7","-210","2","1","-30","1","10390102","101041"
"-10","0","bgm_M64","200","3","1.3","-120","100","1","1039","0.9","101041","0","-15","1","50","3","1","-30","1","10390103","101041"
"0","0","bgm_M64","200","4","1.35","35","100","1","1039","0.9","101041","0","0","1.3","195","4","1","-30","1","10390104","101041"
"0","0","bgm_M55","210","5","1.8","-55","150","1","1039","1.1","101042","-50","0","1.35","450","5","1.3","-30","1","10390105","101042"
"0","10","bgm_M64","210","1","0.8","-120","250","1","1040","0.6","101161","0","0","0.85","-480","1","1","-30","1","10400101","101161"
"0","0","bgm_M64","240","2","1.2","-100","100","1","1040","0.75","101161","0","0","1.1","-260","2","1","-30","1","10400102","101161"
"-10","5","bgm_M64","200","3","1.1","65","100","1","1040","0.65","101161","0","-5","1","-10","3","1","-30","1","10400103","101161"
"0","0","bgm_M64","200","4","1","-110","150","1","1040","0.9","101161","43","0","1","190","4","1","-30","1","10400104","101161"
"-45","-10","bgm_M55","280","5","1.15","-70","270","1","1040","0.9","101162","-50","-40","1","485","5","1.3","-30","1","10400105","101162"
"0","10","bgm_M64","210","1","0.8","-120","120","1","1041","0.6","101171","0","0","0.85","-480","1","1","-30","1","10410101","101171"
"0","10","bgm_M64","200","2","1.2","-120","120","1","1041","0.75","101171","0","0","1","-260","2","1","-30","1","10410102","101171"
"-60","0","bgm_M64","200","3","0.9","0","150","1.4","1041","0.6","101171","-50","-13","0.55","-10","3","1","-30","1","10410103","101171"
"0","0","bgm_M64","200","4","1.2","-110","100","1","1041","0.9","101171","0","0","1","190","4","1","-30","1","10410104","101171"
"0","10","bgm_M55","250","5","1.45","-30","200","1","1041","1","101172","-50","-20","1","475","5","1","-30","1","10410105","101172"
"-30","10","bgm_M64","210","1","0.8","-120","100","1","1042","0.6","101191","0","0","0.7","-480","1","1","-30","1","10420101","101191"
"0","10","bgm_M64","200","2","1.2","-100","100","1","1042","0.8","101191","0","0","1","-260","2","1","-30","1","10420102","101191"
"-10","0","bgm_M64","200","3","1.4","65","100","1","1042","0.9","101451","-30","-15","1","-10","3","1","-30","1","10420103","101191"
"0","0","bgm_M64","200","4","1.1","-110","100","1","1042","0.65","101191","0","0","1","190","4","1","-30","1","10420104","101191"
"-45","-10","bgm_M55","280","5","1.3","-70","200","1.2","1042","1.1","101192","-50","0","1","485","5","1","-30","1","10420105","101192"
"0","10","bgm_M64","210","1","0.8","-120","100","1","1043","0.6","101201","0","0","0.85","-480","1","1","-30","1","10430101","101201"
"0","10","bgm_M64","240","2","1.2","-120","100","1","1043","0.75","101201","0","0","1.1","-260","2","1","-30","1","10430102","101201"
"-10","0","bgm_M64","200","3","1.1","65","100","1","1043","0.8","101201","0","-15","1","-10","3","1","-30","1","10430103","101201"
"0","0","bgm_M64","200","4","1","-110","100","1","1043","0.7","101201","43","0","1","190","4","1","-30","1","10430104","101201"
"-45","10","bgm_M55","250","5","1.45","-30","100","1","1043","1","101202","-50","-20","1","475","5","1","-30","1","10430105","101202"
"0","10","bgm_M64","210","1","0.8","-120","100","1","1044","0.6","101291","0","0","0.85","-480","1","1","-30","1","10440101","101291"
"0","10","bgm_M64","240","2","1.2","-120","100","1","1044","0.75","101291","0","0","1.1","-260","2","1","-30","1","10440102","101291"
"-10","0","bgm_M64","200","3","2.3","65","100","1","1044","1.55","101291","0","-15","2.2","-40","3","1","-30","1","10440103","101291"
"0","0","bgm_M64","200","4","1.2","-110","100","1","1044","1.1","101291","0","0","1","150","4","1","-30","1","10440104","101291"
"30","30","bgm_M55","230","5","1.45","-15","100","1","1044","1.1","101292","15","-20","1","490","5","1","-30","1","10440105","101292"
"-30","10","bgm_M64","210","1","0.8","-120","100","1","1045","0.58","101301","0","0","0.7","-480","1","1","-30","1","10450101","101301"
"0","10","bgm_M64","200","2","1.2","-120","100","1","1045","0.9","101301","0","0","1","-260","2","1","-30","1","10450102","101301"
"-10","-10","bgm_M64","200","3","1.4","100","200","1","1045","0.93","101301","-30","0","1","-50","3","1","-30","1","10450103","101301"
"0","0","bgm_M64","200","4","1.3","-100","100","1","1045","0.9","101301","15","0","1","100","4","1","-30","1","10450104","101301"
"-30","10","bgm_M55","270","5","1.2","-55","100","1","1045","1","101302","-15","-20","1.1","470","5","1","-30","1","10450105","101302"
"0","10","bgm_M64","210","1","0.8","-130","100","1","1046","0.575","101161","0","0","0.85","-450","1","1","-30","1","10460101","101441"
"0","10","bgm_M64","200","2","1","-120","200","1","1046","0.75","101161","0","0","0.7","-250","2","1","-30","1","10460102","101441"
"-10","0","bgm_M64","200","3","1.2","50","100","1","1046","0.8","101161","0","-15","1.1","-10","3","1","-30","1","10460103","101441"
"0","0","bgm_M64","200","4","1","-100","150","1","1046","0.8","101161","43","0","1","210","4","1","-30","1","10460104","101441"
"-30","10","bgm_M55","230","5","1.2","-70","100","1","1046","0.95","101162","-35","-20","1.1","470","5","1","-30","1","10460105","101442"
"-30","10","bgm_M64","210","1","0.8","-130","100","1","1047","0.58","101451","0","0","0.7","-450","1","1","-30","1","10470101","101451"
"0","10","bgm_M64","200","2","1.2","-120","100","1","1047","0.9","101451","0","0","1","-250","2","1","-30","1","10470102","101451"
"-10","0","bgm_M64","200","3","1.4","50","100","1","1047","0.9","101451","-30","-15","1","-20","3","1","-30","1","10470103","101451"
"0","0","bgm_M64","200","4","1","-100","100","1","1047","0.8","101451","0","0","0.85","200","4","1","-30","1","10470104","101451"
"-50","0","bgm_M55","290","5","1.55","-70","100","1.2","1047","1.25","101452","-35","0","1.4","510","5","1","-30","1","10470105","101452"
"-30","10","bgm_M64","210","1","0.8","-130","100","1","1048","0.58","101451","0","0","0.7","-450","1","1","-30","1","10480101","101561"
"0","0","bgm_M64","240","2","1.2","-120","100","1","1048","0.75","101451","0","0","1.1","-240","2","1","-30","1","10480102","101561"
"-60","0","bgm_M64","200","3","0.9","0","150","1.4","1048","0.6","101451","-50","-13","0.55","-10","3","1","-30","1","10480103","101561"
"0","0","bgm_M64","200","4","1.1","-100","100","1","1048","0.7","101451","20","0","1","195","4","1","-30","1","10480104","101561"
"-50","0","bgm_M55","290","5","1.55","-70","400","1.4","1048","1.25","101452","-60","0","1.35","460","5","1","-30","1","10480105","101562"
"-30","10","bgm_M64","210","1","0.8","-120","100","1","1049","0.58","101001","0","0","0.7","-480","1","1","-30","1","10490101","101001"
"0","10","bgm_M64","200","2","1.2","-120","100","1","1049","0.75","101001","0","0","1.1","-270","2","1","-30","1","10490102","101001"
"-10","0","bgm_M64","200","3","1.4","65","200","1","1049","0.9","101001","-30","-15","1","-25","3","1","-30","1","10490103","101001"
"0","0","bgm_M64","200","4","1.1","-120","150","1","1049","0.9","101001","-30","0","1","200","4","1","-30","1","10490104","101001"
"0","0","bgm_M55","250","5","1.3","-40","200","1.2","1049","1.2","101011","0","0","1","480","5","1","-30","1","10490105","101011"
"-30","10","bgm_M64","210","1","1","-110","170","1","1050","0.575","101021","-25","0","0.9","-450","1","1","-30","1","10500101","101021"
"0","0","bgm_M64","240","2","1.2","-120","100","1","1050","0.75","101021","0","0","1.1","-240","2","1","-30","1","10500102","101021"
"-10","5","bgm_M64","200","3","0.9","65","100","1","1050","0.6","101021","0","-5","0.8","-10","3","1","-30","1","10500103","101021"
"0","0","bgm_M64","200","4","1.1","-110","100","1","1050","0.65","101021","0","0","1","190","4","1","-30","1","10500104","101021"
"0","0","bgm_M55","220","5","1.8","0","200","1","1050","1.4","101031","0","0","1.6","440","5","1","-30","1","10500105","101031"
"-30","10","bgm_M64","210","1","0.8","-130","100","1","1051","0.58","101041","0","0","0.7","-450","1","1","-30","1","10510101","101041"
"0","10","bgm_M64","200","2","1","-120","200","1","1051","0.65","101041","0","0","0.7","-250","2","1","-30","1","10510102","101041"
"-10","10","bgm_M64","200","3","1.3","70","100","1","1051","0.75","101041","-10","-15","1","-35","3","1","-30","1","10510103","101041"
"0","0","bgm_M64","200","4","1.4","-110","100","1","1051","1","101041","0","0","1","150","4","1","-30","1","10510104","101041"
"0","0","bgm_M55","210","5","1.8","-55","150","1","1051","1.1","101042","-50","0","1.35","450","5","1.3","-30","1","10510105","101042"
"-30","10","bgm_M64","210","1","0.8","-120","250","1","1052","0.6","101161","0","0","0.7","-480","1","1","-30","1","10520101","101161"
"0","0","bgm_M64","240","2","1.2","-100","100","1","1052","0.75","101161","0","0","1.1","-260","2","1","-30","1","10520102","101161"
"-10","5","bgm_M64","200","3","1.1","65","100","1","1052","0.65","101161","0","-5","1","-10","3","1","-30","1","10520103","101161"
"0","0","bgm_M64","200","4","1.3","-50","100","1","1052","0.8","101161","-30","0","1","240","4","1","-30","1","10520104","101161"
"-45","-10","bgm_M55","280","5","1.15","-70","270","1","1052","0.9","101162","-50","-40","1","485","5","1.3","-30","1","10520105","101162"
"0","10","bgm_M64","210","1","0.8","-120","120","1","1053","0.5","101171","0","0","0.85","-480","1","1","-30","1","10530101","101171"
"0","10","bgm_M64","200","2","1.2","-120","100","1","1053","0.75","101171","0","0","1.1","-270","2","1","-30","1","10530102","101171"
"-10","0","bgm_M64","200","3","2.3","65","100","1","1053","1.55","101171","0","-15","2.2","-25","3","1","-30","1","10530103","101171"
"0","0","bgm_M64","200","4","1.5","-100","100","1","1053","0.9","101171","-30","0","1","200","4","1","-30","1","10530104","101171"
"0","10","bgm_M55","250","5","1.45","-30","200","1","1053","1","101172","-50","-20","1","475","5","1","-30","1","10530105","101172"
"-30","10","bgm_M64","210","1","1","-110","170","1","1054","0.575","101191","-25","0","0.9","-450","1","1","-30","1","10540101","101191"
"0","10","bgm_M64","200","2","1","-120","200","1","1054","0.65","101191","0","0","0.7","-250","2","1","-30","1","10540102","101191"
"-10","0","bgm_M64","200","3","1.2","50","100","1","1054","0.8","101191","0","-15","1.1","-10","3","1","-30","1","10540103","101191"
"0","0","bgm_M64","200","4","1.5","-90","200","1","1054","1","101191","0","0","1","190","4","1","-30","1","10540104","101191"
"-45","-10","bgm_M55","280","5","1.3","-70","200","1.2","1054","1.1","101192","-50","0","1","485","5","1","-30","1","10540105","101192"
"0","10","bgm_M64","210","1","0.8","-120","120","1","1055","0.5","101201","0","0","0.85","-480","1","1","-30","1","10550101","101201"
"-30","0","bgm_M64","240","2","1","-120","250","1","1055","0.7","101201","-30","0","1","-250","2","1","-30","1","10550102","101201"
"-10","0","bgm_M64","200","3","1.1","65","100","1","1055","0.8","101201","0","-15","1","-10","3","1","-30","1","10550103","101201"
"0","0","bgm_M64","200","4","1","-110","100","1","1055","0.7","101201","43","0","1","190","4","1","-30","1","10550104","101201"
"-45","10","bgm_M55","250","5","1.45","-30","100","1","1055","1","101202","-50","-20","1","475","5","1","-30","1","10550105","101202"
"-30","10","bgm_M64","210","1","0.8","-120","250","1","1056","0.6","101291","0","0","0.7","-480","1","1","-30","1","10560101","101291"
"0","0","bgm_M64","240","2","1.2","-100","100","1","1056","0.75","101291","0","0","1.1","-260","2","1","-30","1","10560102","101291"
"-10","0","bgm_M64","200","3","1.4","50","100","1","1056","0.9","101291","-30","-15","1","-35","3","1","-30","1","10560103","101291"
"0","0","bgm_M64","200","4","1.1","-120","150","1","1056","0.9","101291","-30","0","1","190","4","1","-30","1","10560104","101291"
"30","30","bgm_M55","230","5","1.45","-15","100","1","1056","1.1","101292","15","-20","1","490","5","1","-30","1","10560105","101292"
"-30","10","bgm_M64","210","1","1","-110","170","1","1057","0.575","101301","-25","0","0.9","-450","1","1","-30","1","10570101","101301"
"0","10","bgm_M64","200","2","1.2","-120","100","1","1057","0.75","101301","0","0","1.1","-270","2","1","-30","1","10570102","101301"
"-10","-10","bgm_M64","200","3","1.4","100","200","1","1057","0.93","101301","-30","0","1","-50","3","1","-30","1","10570103","101301"
"0","0","bgm_M64","200","4","1.2","-110","100","1","1057","0.9","101301","0","0","1","190","4","1","-30","1","10570104","101301"
"-30","10","bgm_M55","270","5","1.2","-55","100","1","1057","1","101302","-15","-20","1.1","470","5","1","-30","1","10570105","101302"
"-30","10","bgm_M64","210","1","0.8","-120","250","1","1058","0.6","101441","0","0","0.7","-480","1","1","-30","1","10580101","101441"
"-30","0","bgm_M64","240","2","1","-120","250","1","1058","0.7","101441","-30","0","1","-250","2","1","-30","1","10580102","101441"
"-10","10","bgm_M64","200","3","1.3","70","100","1","1058","0.75","101441","-10","-15","1","-5","3","1","-30","1","10580103","101441"
"0","10","bgm_M64","200","4","1.1","-100","100","1","1058","0.8","101441","20","0","1","210","4","1","-30","1","10580104","101441"
"-30","10","bgm_M55","230","5","1.2","-70","100","1","1058","0.95","101442","-35","-20","1.1","470","5","1","-30","1","10580105","101442"
"-30","10","bgm_M64","210","1","1","-110","170","1","1059","0.575","101451","-25","0","0.9","-450","1","1","-30","1","10590101","101451"
"0","10","bgm_M64","200","2","1","-120","200","1","1059","0.65","101451","0","0","0.7","-250","2","1","-30","1","10590102","101451"
"-60","0","bgm_M64","200","3","0.9","0","150","1.4","1059","0.6","101451","-50","-13","0.55","-10","3","1","-30","1","10590103","101451"
"0","0","bgm_M64","200","4","1","-120","100","1","1059","0.7","101451","0","0","0.7","200","4","1","-30","1","10590104","101451"
"-50","0","bgm_M55","290","5","1.55","-70","100","1.2","1059","1.25","101452","-35","0","1.4","510","5","1","-30","1","10590105","101452"
"0","10","bgm_M64","210","1","0.8","-120","120","1","1060","0.5","101561","0","0","0.85","-480","1","1","-30","1","10600101","101561"
"0","10","bgm_M64","200","2","1.2","-120","100","1","1060","0.75","101561","0","0","1.1","-270","2","1","-30","1","10600102","101561"
"-10","0","bgm_M64","200","3","1.4","65","200","1","1060","0.9","101561","-30","-15","1","-25","3","1","-30","1","10600103","101561"
"0","0","bgm_M64","200","4","1.1","-110","100","1","1060","0.65","101561","0","0","1","190","4","1","-30","1","10600104","101561"
"-50","0","bgm_M55","290","5","1.55","-70","400","1.4","1060","1.25","101562","-60","0","1.35","460","5","1","-30","1","10600105","101562"
"-30","10","bgm_M64","210","1","0.8","-120","250","1","1061","0.6","101001","0","0","0.7","-480","1","1","-30","1","10610101","101001"
"0","0","bgm_M64","240","2","1.2","-100","100","1","1061","0.75","101001","0","0","1.1","-260","2","1","-30","1","10610102","101001"
"-10","0","bgm_M64","200","3","1.4","65","100","1","1061","1","101001","-30","-15","1","-10","3","1","-30","1","10610103","101001"
"0","0","bgm_M64","200","4","1.4","-110","100","1","1061","1","101001","0","0","1","200","4","1","-30","1","10610104","101001"
"0","0","bgm_M55","250","5","1.3","-40","200","1.2","1061","1.2","101011","0","0","1","480","5","1","-30","1","10610105","101011"
"0","10","bgm_M64","210","1","0.8","-120","120","1","1063","0.5","101021","0","0","0.85","-480","1","1","-30","1","10630101","101021"
"-30","0","bgm_M64","240","2","1","-120","250","1","1063","0.7","101021","-30","0","1","-250","2","1","-30","1","10630102","101021"
"0","0","bgm_M64","200","3","1.3","70","100","1","1063","0.9","101021","0","0","1","-10","3","1","-30","1","10630103","101021"
"0","0","bgm_M64","200","4","1.2","-70","100","1","1063","0.8","101021","-30","0","1","240","4","1","-30","1","10630104","101021"
"0","0","bgm_M55","220","5","1.8","0","200","1","1063","1.4","101031","0","0","1.6","470","5","1","-30","1","10630105","101031"
"-30","10","bgm_M64","210","1","1","-110","170","1","1064","0.575","101041","-25","0","0.9","-450","1","1","-30","1","10640101","101041"
"0","10","bgm_M64","200","2","1","-120","200","1","1064","0.65","101041","0","0","0.7","-250","2","1","-30","1","10640102","101041"
"-10","0","bgm_M64","200","3","1.1","65","100","1","1064","0.8","101041","0","-15","1","-10","3","1","-30","1","10640103","101041"
"0","0","bgm_M64","200","4","1.5","-100","100","1","1064","0.9","101041","-30","0","1","200","4","1","-30","1","10640104","101041"
"0","0","bgm_M55","210","5","1.8","-55","150","1","1064","1.1","101042","-50","0","1.35","450","5","1.3","-30","1","10640105","101042"
"-30","10","bgm_M64","210","1","0.8","-120","250","1","1065","0.6","101161","0","0","0.7","-480","1","1","-30","1","10650101","101161"
"0","0","bgm_M64","240","2","1.2","-100","100","1","1065","0.75","101161","0","0","1.1","-260","2","1","-30","1","10650102","101161"
"-10","5","bgm_M64","200","3","1.1","65","100","1","1065","0.65","101161","0","-5","1","-10","3","1","-30","1","10650103","101161"
"0","0","bgm_M64","200","4","1","-100","100","1","1065","0.8","101161","0","0","0.85","200","4","1","-30","1","10650104","101161"
"-45","-10","bgm_M55","280","5","1.15","-70","270","1","1065","0.9","101162","-50","-40","1","485","5","1.3","-30","1","10650105","101162"
"0","10","bgm_M64","210","1","0.8","-120","120","1","1066","0.5","101171","0","0","0.85","-480","1","1","-30","1","10660101","101171"
"-30","0","bgm_M64","240","2","1","-120","250","1","1066","0.7","101171","-30","0","1","-250","2","1","-30","1","10660102","101171"
"-10","0","bgm_M64","200","3","1.15","65","100","1","1066","0.8","101171","0","-10","1.1","0","3","1","-30","1","10660103","101171"
"-10","0","bgm_M64","200","4","1.35","5","100","1","1066","0.9","101171","0","0","1.3","230","4","1","-30","1","10660104","101171"
"0","10","bgm_M55","250","5","1.45","-30","200","1","1066","1","101172","-50","-20","1","475","5","1","-30","1","10660105","101172"
"-30","10","bgm_M64","210","1","0.8","-50","250","1","1067","0.6","101191","0","0","0.7","-480","1","1","-30","1","10670101","101191"
"0","10","bgm_M64","200","2","1.2","-120","100","1","1067","0.75","101191","0","0","1.1","-270","2","1","-30","1","10670102","101191"
"-10","0","bgm_M64","200","3","1.4","50","100","1","1067","0.9","101191","-30","-15","1","-20","3","1","-30","1","10670103","101191"
"0","0","bgm_M64","200","4","1.5","-90","200","1","1067","1","101191","0","0","1","200","4","1","-30","1","10670104","101191"
"-45","-10","bgm_M55","280","5","1.3","-70","200","1.2","1067","1.1","101192","-50","0","1","485","5","1","-30","1","10670105","101192"
"0","10","bgm_M64","210","1","1.45","0","100","1","1068","0.8","101201","20","0","1.1","-470","1","1","-30","1","10680101","101201"
"0","10","bgm_M64","200","2","1","-120","200","1","1068","0.65","101201","0","0","0.7","-250","2","1","-30","1","10680102","101201"
"-10","10","bgm_M64","200","3","1.3","70","100","1","1068","0.75","101201","-10","-15","1","-5","3","1","-30","1","10680103","101201"
"0","0","bgm_M64","200","4","1","-110","100","1","1068","0.7","101201","43","0","1","190","4","1","-30","1","10680104","101201"
"-45","10","bgm_M55","250","5","1.45","-30","100","1","1068","1","101202","-50","-20","1","475","5","1","-30","1","10680105","101202"
"-30","10","bgm_M64","210","1","1","-110","170","1","1069","0.575","101291","-25","0","0.9","-450","1","1","-30","1","10690101","101291"
"0","0","bgm_M64","240","2","1.2","-25","100","1","1069","0.75","101291","0","0","1.1","-225","2","1","-30","1","10690102","101291"
"-10","0","bgm_M64","200","3","2.3","65","100","1","1069","1.55","101291","0","-15","2.2","0","3","1","-30","1","10690103","101291"
"0","0","bgm_M64","200","4","1.1","-110","100","1","1069","0.65","101291","0","0","1","190","4","1","-30","1","10690104","101291"
"30","30","bgm_M55","230","5","1.45","-15","100","1","1069","1.1","101292","15","-20","1","490","5","1","-30","1","10690105","101292"
"-30","10","bgm_M64","210","1","0.8","-50","250","1","1070","0.6","101301","0","0","0.7","-480","1","1","-30","1","10700101","101301"
"0","10","bgm_M64","200","2","1","-120","200","1","1070","0.65","101301","0","0","0.7","-250","2","1","-30","1","10700102","101301"
"-10","-10","bgm_M64","200","3","1.4","100","200","1","1070","0.93","101301","-30","0","1","-50","3","1","-30","1","10700103","101301"
"0","0","bgm_M64","200","4","1.1","-120","150","1","1070","0.9","101301","-30","0","1","190","4","1","-30","1","10700104","101301"
"-30","10","bgm_M55","270","5","1.2","-55","100","1","1070","1","101302","-15","-20","1.1","470","5","1","-30","1","10700105","101302"
"0","10","bgm_M64","210","1","1.45","0","100","1","1071","0.8","101441","20","0","1.1","-470","1","1","-30","1","10710101","101441"
"-30","0","bgm_M64","240","2","1","-120","250","1","1071","0.7","101441","-30","0","1","-250","2","1","-30","1","10710102","101441"
"-10","0","bgm_M64","200","3","1.1","65","100","1","1071","0.8","101441","0","-15","1","-10","3","1","-30","1","10710103","101441"
"0","0","bgm_M64","200","4","1","-120","100","1","1071","0.7","101441","0","0","0.7","200","4","1","-30","1","10710104","101441"
"-30","10","bgm_M55","230","5","1.2","-70","100","1","1071","0.95","101442","-35","-20","1.1","470","5","1","-30","1","10710105","101442"
"-30","10","bgm_M64","210","1","1","-110","170","1","1072","0.575","101451","-25","0","0.9","-450","1","1","-30","1","10720101","101451"
"0","0","bgm_M64","240","2","1.2","-25","100","1","1072","0.75","101451","0","0","1.1","-225","2","1","-30","1","10720102","101451"
"-10","0","bgm_M64","200","3","1.4","65","100","1","1072","1","101451","-30","-15","1","-10","3","1","-30","1","10720103","101451"
"0","10","bgm_M64","200","4","1.1","-100","100","1","1072","0.8","101451","20","0","1","210","4","1","-30","1","10720104","101451"
"-50","0","bgm_M55","290","5","1.55","-70","100","1.2","1072","1.25","101452","-35","0","1.4","510","5","1","-30","1","10720105","101452"
"-30","10","bgm_M64","210","1","1","0","170","1","1073","0.575","101561","-25","0","0.9","-450","1","1","-30","1","10730101","101561"
"0","10","bgm_M64","200","2","1.2","-120","100","1","1073","0.75","101561","0","0","1.1","-270","2","1","-30","1","10730102","101561"
"-10","5","bgm_M64","200","3","1.1","65","100","1","1073","0.65","101561","0","-5","1","-10","3","1","-30","1","10730103","101561"
"0","0","bgm_M64","200","4","1.4","-110","100","1","1073","1","101561","0","0","1","200","4","1","-30","1","10730104","101561"
"-50","0","bgm_M55","290","5","1.55","-70","400","1.4","1073","1.25","101562","-60","0","1.35","460","5","1","-30","1","10730105","101562"
"-30","10","bgm_M64","210","1","0.8","-50","250","1","1074","0.6","101001","0","0","0.7","-480","1","1","-30","1","10740101","101001"
"10","0","bgm_M64","240","2","1.35","-110","200","1","1074","0.9","101001","10","0","1.1","-260","2","1","-30","1","10740102","101001"
"-10","10","bgm_M64","200","3","1.15","70","100","1","1074","0.75","101001","-10","-15","1","-5","3","1","-30","1","10740103","101001"
"0","0","bgm_M64","200","4","1.2","-110","100","1","1074","0.9","101001","0","0","1","190","4","1","-30","1","10740104","101001"
"0","0","bgm_M55","250","5","1.3","-40","200","1.2","1074","1.2","101011","0","0","1","480","5","1","-30","1","10740105","101011"
"0","10","bgm_M64","210","1","1.45","0","100","1","1075","0.8","101021","20","0","1.1","-470","1","1","-30","1","10750101","101021"
"0","10","bgm_M64","200","2","1","-120","200","1","1075","0.65","101021","0","0","0.7","-250","2","1","-30","1","10750102","101021"
"-60","0","bgm_M64","200","3","0.9","0","150","1.4","1075","0.6","101021","-50","-13","0.55","-10","3","1","-30","1","10750103","101021"
"0","0","bgm_M64","200","4","1.5","-100","100","1","1075","0.9","101021","-30","0","1","200","4","1","-30","1","10750104","101021"
"0","0","bgm_M55","220","5","1.8","0","200","1","1075","1.4","101031","0","0","1.6","470","5","1","-30","1","10750105","101031"
"-30","10","bgm_M64","210","1","1","-110","170","1","1076","0.575","101041","-25","0","0.9","-480","1","1","-30","1","10760101","101041"
"-30","0","bgm_M64","240","2","1","-20","250","1","1076","0.7","101041","-30","0","1","-230","2","1","-30","1","10760102","101041"
"-10","0","bgm_M64","200","3","1.4","-120","100","1","1076","0.9","101041","-30","-15","1","15","3","1","-30","1","10760103","101041"
"-50","0","bgm_M64","200","4","1.3","40","300","1","1076","0.8","101041","-60","0","1","200","4","1","-30","1","10760104","101041"
"0","0","bgm_M55","210","5","1.8","-55","150","1","1076","1.1","101042","-50","0","1.35","450","5","1.3","-30","1","10760105","101042"
"-30","10","bgm_M64","210","1","0.8","-50","250","1","1077","0.6","101161","0","0","0.7","-480","1","1","-30","1","10770101","101161"
"0","10","bgm_M64","200","2","1.2","-120","100","1","1077","0.75","101161","0","0","1.1","-270","2","1","-30","1","10770102","101161"
"0","0","bgm_M64","200","3","1.3","70","100","1","1077","0.9","101161","0","0","1","-10","3","1","-30","1","10770103","101161"
"0","0","bgm_M64","200","4","1.5","-90","200","1","1077","1","101161","0","0","1","200","4","1","-30","1","10770104","101161"
"-45","-10","bgm_M55","280","5","1.15","-70","270","1","1077","0.9","101162","-50","-40","1","485","5","1.3","-30","1","10770105","101162"
"-30","10","bgm_M64","210","1","1","-90","170","1","1078","0.575","101171","-25","0","0.9","-450","1","1","-30","1","10780101","101171"
"0","0","bgm_M64","240","2","1.2","20","100","1","1078","0.75","101171","0","0","1.1","-225","2","1","-30","1","10780102","101171"
"-10","0","bgm_M64","200","3","1.15","-65","100","1","1078","0.8","101171","0","-10","1.1","0","3","1","-30","1","10780103","101171"
"-10","0","bgm_M64","200","4","1","0","100","1","1078","0.65","101171","0","0","0.9","230","4","1","-30","1","10780104","101171"
"0","10","bgm_M55","250","5","1.45","-30","200","1","1078","1","101172","-50","-20","1","475","5","1","-30","1","10780105","101172"
"-30","10","bgm_M64","210","1","0.8","-50","250","1","1079","0.6","101191","0","0","0.7","-480","1","1","-30","1","10790101","101191"
"10","0","bgm_M64","240","2","1.35","-110","200","1","1079","0.9","101191","10","0","1.1","-260","2","1","-30","1","10790102","101191"
"-10","0","bgm_M64","200","3","1.1","65","100","1","1079","0.8","101191","0","-15","1","-10","3","1","-30","1","10790103","101191"
"-10","0","bgm_M64","200","4","1.35","5","100","1","1079","0.9","101191","0","0","1.3","230","4","1","-30","1","10790104","101191"
"-45","-10","bgm_M55","280","5","1.3","-70","200","1.2","1079","1.1","101192","-50","0","1","485","5","1","-30","1","10790105","101192"
"0","10","bgm_M64","210","1","1.35","0","100","1","1080","0.85","101201","0","0","1.1","-470","1","1","-30","1","10800101","101201"
