87f146937646abe02649592cc65f5311461d9812e28b6adcfd1d88b3a4384e53,9ca1bf921db025f5f6568a899416633092d4e998c5ddd50dff2660700c5524c0,de503f3ce2a9ff121e6bda29ba3cd07dc648c1d5166735a3f2d7f2a8a9ea0bd0,5cec602654222bb3062cfe0635a9ace0883b355c7cbf240ec602697365489c76,8c2e61550fe06b3d7b83dcb7c2192a13b2945dae39a0c7a80d0d719d30944eab
"-21.8","-1","11","5","30050306"
"-23.6","-2.8","13","5","30050307"
"-19.8","-1.3","13","5","30050308"
"-18","-1.2","12","5","30050309"
"-16.1","-4.1","11","5","30050310"
"-15.4","-2.2","11","5","30050311"
"-16.4","-1.9","12","5","30050312"
"-16.4","-6.1","13","5","30050313"
"-12","-14","11","5","30050314"
"-10.6","-12","11","5","30050315"
"-16.2","-7.6","12","5","30050316"
"-9.8","-7.7","11","5","30050317"
"-14","-11","13","5","30050318"
"-14","-10","13","5","30050319"
"-14","-12","13","5","30050320"
"-14.1","-14","12","5","30050321"
"-8.9","-6.4","11","5","30050322"
"-10.5","-5.9","11","5","30050323"
"-8.8","-9","11","5","30050324"
"-5.6","-9.6","12","5","30050325"
"-5","-8","12","5","30050326"
"-5.5","-6.1","12","5","30050327"
"-6","-7.9","13","5","30050328"
"-5.7","-3.7","11","5","30050329"
"-9","-2.2","12","5","30050330"
"-12","-2.2","12","5","30050331"
"-10","-0.2","12","5","30050332"
"-11.9","0.3","12","5","30050333"
"-13","-1","13","5","30050334"
"-10.9","1.2","13","5","30050335"
"-11","-3","13","5","30050336"
"-16","1","11","5","30050337"
"-15.3","3.6","11","5","30050338"
"-13","4","11","5","30050339"
"-14","3","13","5","30050340"
"-10.2","4","11","5","30050341"
"-8.9","4","12","5","30050342"
"-5.2","-0.1","12","5","30050343"
"-3.2","1","12","5","30050344"
"-3.3","4.7","11","5","30050346"
"-1","4.2","11","5","30050347"
"4","-9","13","5","30050348"
"7","-10","12","5","30050349"
"7","-8","12","5","30050350"
"7","-6","11","5","30050351"
"6","-4","11","5","30050352"
"0","-7","11","5","30050353"
"0","-5","11","5","30050354"
"6","-1","13","5","30050355"
"6","-2.3","12","5","30050356"
"10.8","4","11","5","30050357"
"8.5","6.5","12","5","30050358"
"6.8","5.8","12","5","30050359"
"5","6","13","5","30050360"
"2.8","6","11","5","30050361"
"2.7","2.1","11","5","30050362"
"-4","-12","12","5","30050363"
"-6","-12","11","5","30050364"
"-3","-10","13","5","30050365"
"-4","-11","13","5","30050366"
"5.6","1.8","11","5","30050367"
"15.8","3.5","13","5","30050368"
"18.6","0.9","13","5","30050369"
"18.7","4.1","11","5","30050370"
"13.5","0.6","12","5","30050371"
"14.8","-1","13","5","30050372"
"16","-1","13","5","30050373"
"15","-2","11","5","30050374"
"19","-2","11","5","30050375"
"19","-1","11","5","30050376"
"13.1","-7.5","12","5","30050377"
"13","-5","11","5","30050378"
"16","-9","13","5","30050379"
"15","-8","13","5","30050380"
"14","-9","12","5","30050381"
"15.8","-10","11","5","30050382"
"17.6","-10","11","5","30050383"
"19.5","-10.2","12","5","30050384"
"13.8","-13.6","12","5","30050390"
"10.7","-13.5","12","5","30050391"
"10.6","-10.7","11","5","30050392"
"12","-10","11","5","30050393"
"18","-14.1","12","5","30050394"
"20","-14","13","5","30050395"
"19","-13","13","5","30050396"
"21","-15","13","5","30050397"
"18.7","-18.2","12","5","30050398"
"18.7","-20","11","5","30050399"
"14.7","-20","12","5","30050400"
"13","-20","11","5","30050401"
"10.9","-19.9","11","5","30050402"
"12","-20","13","5","30050403"
"16","-20","13","5","30050404"
"14","-22.9","11","5","30050405"
"15","-22.8","13","5","30050406"
"19","-23","12","5","30050407"
"21","-23","11","5","30050408"
"22","-23","13","5","30050409"
"20","-23","13","5","30050410"
"23.6","-21.2","12","5","30050411"
"23.6","-18.2","12","5","30050412"
"-20.8","-5.7","991006","5","30050413"
"-19","-5.7","991006","5","30050414"
"-3.2","-0.4","11","5","30050416"
"-3.3","-2.1","12","5","30050417"
"-0.4","1","12","5","30050418"
"-0.5","-0.4","11","5","30050419"
"-0.5","-2.1","12","5","30050420"
"-1.8","1","991005","5","30050421"
"-1.8","-0.8","991005","5","30050422"
"-1.8","-2.3","991005","5","30050423"
"15.2","-13.1","991005","5","30050424"
"15.2","-15.3","991005","5","30050425"
"15.2","-17.4","991005","5","30050426"
"16","-14","13","5","30050427"
"16","-16","13","5","30050428"
"16","-18","13","5","30050429"
"7.8","-19.2","12","5","30050430"
"10.6","-22.8","13","5","30050431"
"9.5","-22.7","11","5","30050432"
"16.5","-4.8","991001","5","30050433"
"17.5","-4.8","991002","5","30050434"
"7.7","1.4","991001","5","30050435"
"8.3","1.4","991002","5","30050436"
"16","1.5","991002","5","30050437"
"15.6","1.3","991003","5","30050438"
"5.5","-17.1","991001","5","30050439"
"6.5","-17.1","991002","5","30050440"
"7","-23.6","11","6","30060001"
"17.2","-21.3","12","6","30060003"
"6.4","-21.8","13","6","30060005"
"8.4","-21.8","13","6","30060006"
"4","-21","11","6","30060007"
"1.6","-15.7","11","6","30060008"
"3.5","-16.7","11","6","30060009"
"1.5","-21.9","13","6","30060010"
"2.7","-23.7","13","6","30060011"
"-3","-23.7","13","6","30060012"
"-5.9","-22.8","12","6","30060018"
"-10.5","-21.6","11","6","30060019"
"-11.5","-19.7","13","6","30060020"
"-13.5","-19.7","13","6","30060021"
"-9.5","-19.7","13","6","30060022"
"-16.1","-23.8","12","6","30060023"
"-18.7","-23.7","11","6","30060024"
"-21","-21.8","11","6","30060025"
"-10.9","-3.8","13","6","30060036"
"-10.3","-11.1","12","6","30060043"
"-11.6","-14.3","12","6","30060044"
"-15.1","-4.8","12","6","30060045"
"-10","1.3","11","6","30060054"
"4.1","-6.3","12","6","30060062"
"12.7","-4.2","11","6","30060064"
"11.9","-2.9","11","6","30060065"
"15.5","-7.4","13","6","30060067"
"16.4","-9.7","13","6","30060068"
"18.1","-25","11","6","30060073"
"17.5","-16.7","13","6","30060077"
"23.4","-10.9","990002","6","30060079"
"5","-23.7","990001","6","30060080"
"-13","-10.6","990001","6","30060081"
"1.8","-13","11","6","30060083"
"10.6","-10.5","13","6","30060085"
"8.5","-16.7","13","6","30060086"
"11.6","-14.2","12","6","30060087"
"9.7","-14.2","12","6","30060088"
"-0.5","-3.7","13","6","30060089"
"0.6","-3.7","13","6","30060090"
"-6.5","-7.3","12","6","30060091"
"-5.4","-6.1","12","6","30060092"
"-6.7","-6.1","13","6","30060093"
"-5.5","-7.5","13","6","30060094"
"-10.9","-5.8","13","6","30060095"
"-11.1","-7.2","11","6","30060097"
"-19.5","-12.3","12","6","30060098"
"-19.5","-10.4","12","6","30060099"
"-18","-8.9","13","6","30060100"
"-16.5","-11.4","13","6","30060101"
"-17.4","-21.5","13","6","30060102"
"-16","-20.1","13","6","30060103"
"-17.4","-20.1","12","6","30060104"
"-2.1","-21.9","13","6","30060106"
"21.2","-21.9","11","6","30060107"
"20.3","-24.2","11","6","30060108"
"16.8","-1.8","12","6","30060115"
"1","-10.6","11","6","30060116"
"2.5","-10.6","11","6","30060117"
"9","0.1","13","6","30060118"
"7.5","0.1","13","6","30060119"
"4.8","-0.6","11","6","30060120"
"19.4","-1.8","12","6","30060121"
"21.7","-1.8","12","6","30060122"
"20.5","-1.7","13","6","30060123"
"18.1","-1.7","13","6","30060124"
"15.8","2.2","11","6","30060125"
"19.5","1.2","13","6","30060126"
"21","1.2","13","6","30060127"
"22.5","1.2","13","6","30060128"
"20","-11.5","13","6","30060130"
"-4","-10.1","11","6","30060132"
"-8","-22.8","12","6","30060135"
"-18.8","-13.6","11","6","30060137"
"-14.3","-11.1","11","6","30060138"
"-4","-12","12","6","30060139"
"10.4","-16.7","13","6","30060140"
"-12.6","-21.6","11","6","30060141"
"-25.2","-19","11","6","30060145"
"-4.8","-1.9","13","6","30060146"
"-7.2","-2.2","11","6","30060148"
"14.2","1.4","11","6","30060150"
"8.5","-1.7","11","6","30060151"
"10","-2.6","11","6","30060152"
"9.5","-5.2","12","6","30060153"
"12.5","-10","13","6","30060154"
"12.8","-6","13","6","30060155"
"16.6","-5.6","12","6","30060156"
"23","-7","12","6","30060157"
"19.7","-5.6","11","6","30060158"
"21.7","-5.6","11","6","30060159"
"5.5","-18.8","12","6","30060161"
"7.5","-18.7","11","6","30060162"
"9.5","-18.8","12","6","30060163"
"11.5","-18.6","11","6","30060164"
"13.3","-18.7","13","6","30060165"
"15.3","-19.4","13","6","30060166"
"-16","-21.3","12","6","30060167"
"-6","-14.8","13","6","30060168"
"-4.5","-14.8","12","6","30060169"
"-3","-14.8","13","6","30060170"
"-1.5","-14.8","12","6","30060171"
"-7.6","-13.6","11","6","30060172"
"-14.3","-8.1","11","6","30060175"
"-15.8","-6.8","11","6","30060176"
"-25","-20.6","13","6","30060179"
"-25.1","-17.4","13","6","30060180"
"10","-23.6","11","6","30060181"
"20.9","-15.9","13","6","30060182"
"22.9","-15.9","13","6","30060183"
"22.7","-12.6","11","6","30060184"
"7","-9.6","990001","6","30060186"
"-20.8","-19.7","991005","6","30060187"
"-20.8","-18.7","991005","6","30060188"
"-20.8","-17.7","991005","6","30060189"
"-20.8","-16.7","991005","6","30060190"
"-0.8","-2.8","991006","6","30060191"
"0.2","-2.8","991006","6","30060192"
"1.2","-2.8","991006","6","30060193"
"18.2","-4.7","991005","6","30060194"
"18.2","-5.7","991005","6","30060195"
"18.2","-6.7","991005","6","30060196"
"18.2","-7.7","991005","6","30060197"
"-7.7","-10.2","12","6","30060198"
"-8.2","-16.6","12","6","30060199"
"-10.4","-17","11","6","30060200"
"-13","-17.4","11","6","30060201"
"-4.3","-19","12","6","30060202"
"-6.2","-17.8","11","6","30060203"
"-8.1","-18.2","11","6","30060204"
"15.1","-21.3","12","6","30060205"
"11.9","-21.3","12","6","30060206"
"17.1","-19.4","13","6","30060207"
"16.2","-18.7","991005","6","30060208"
"16.2","-19.7","991005","6","30060209"
"16.2","-20.7","991005","6","30060210"
"16.2","-21.7","991005","6","30060211"
"16.2","-22.7","991005","6","30060212"
"-23.3","-14.1","11","6","30060213"
"-21.3","-14.1","11","6","30060214"
"-9.5","-2.8","13","6","30060216"
"-11.2","0.1","11","6","30060217"
"-13.9","-2","11","6","30060218"
"-7.5","2","12","6","30060221"
"-0.5","-1.9","13","6","30060222"
"0.6","-1.9","13","6","30060223"
"-1.2","2.9","11","6","30060224"
"-3.3","-3","11","6","30060225"
"-3","-0.1","11","6","30060227"
"1.7","3.2","11","6","30060228"
"4.1","0.7","11","6","30060229"
"11.6","1.8","12","6","30060230"
"19.8","4.2","11","6","30060231"
"23","4.2","11","6","30060232"
"8.9","-9.9","13","6","30060233"
"5.6","-10.5","13","6","30060234"
"4.5","-9.9","13","6","30060235"
"21.3","-19.5","11","6","30060236"
"-22","-19.4","13","6","30060243"
"-22","-17.4","13","6","30060244"
"-20","-18.4","13","6","30060245"
"-6.6","-20.7","991004","6","30060246"
"-6.6","-21.2","991003","6","30060247"
"-14.3","-21.6","991003","6","30060248"
"-14.3","-20.3","991004","6","30060249"
"-13.1","-5.2","991001","6","30060250"
"-12.7","-5.2","991002","6","30060251"
"-6.6","-4.2","991001","6","30060252"
"-5.2","-4.2","991002","6","30060253"
"2.8","-7.2","991002","6","30060254"
"1.4","-7.2","991001","6","30060255"
"5.9","-4.2","991001","6","30060256"
"6.3","-4.2","991002","6","30060257"
"17.8","-13.6","991003","6","30060258"
"17.8","-12.3","991004","6","30060259"
"4.4","-13.2","991001","6","30060260"
"5.8","-13.2","991002","6","30060261"
"19","-21.2","990001","7","30070003"
"-4","-21.2","990001","7","30070004"
"5.8","3","991003","7","30070019"
"6.1","3.4","991002","7","30070020"
"-11.2","-22","21","7","30070035"
"-8.4","-18.8","21","7","30070038"
"-15.6","-14","22","7","30070040"
"-7.4","-14","22","7","30070041"
"-10.4","-11.7","21","7","30070042"
"-19.5","-12.8","21","7","30070046"
"-21","-11.4","21","7","30070047"
"-20","-8.1","22","7","30070048"
"-18.7","-6.5","23","7","30070050"
"-13.9","-7.8","21","7","30070051"
"-10.5","-6.3","23","7","30070052"
"-5.8","-11","21","7","30070055"
"-8.5","-6.3","23","7","30070058"
"-17","-4.8","21","7","30070062"
"-12.5","-5","22","7","30070064"
"-19","-2.7","21","7","30070067"
"-15.5","-2.4","23","7","30070068"
"-18.8","1.2","21","7","30070069"
"-17.2","2.3","21","7","30070070"
"-22","0.4","21","7","30070072"
"-13.5","-2.4","23","7","30070077"
"-19","5.7","21","7","30070078"
"-17.6","9.2","21","7","30070079"
"-12.8","3.5","22","7","30070080"
"-11.7","9.5","21","7","30070081"
"-5.6","0","22","7","30070088"
"-7.6","7.2","21","7","30070090"
"1","0.8","23","7","30070096"
"2.6","-0.9","21","7","30070097"
"7.2","1.1","21","7","30070099"
"2.5","4.1","21","7","30070102"
"15.7","4.7","21","7","30070108"
"13.7","3.3","21","7","30070110"
"8.6","-1.7","21","7","30070113"
"10.8","-6.7","21","7","30070114"
"10.5","0.1","22","7","30070115"
"15","-5","22","7","30070116"
"13.9","-0.3","23","7","30070117"
"11","-10.6","23","7","30070119"
"14.9","-13.6","21","7","30070123"
"16.5","-19.2","23","7","30070124"
"12.4","-18.5","23","7","30070125"
"8.9","-13.9","21","7","30070127"
"15","-21.8","21","7","30070131"
"11.6","-19.3","23","7","30070132"
"9.5","-21.8","22","7","30070133"
"4.3","-21.6","21","7","30070134"
"0","-21.1","21","7","30070136"
"3.1","-19.3","23","7","30070137"
"5.8","-18.8","23","7","30070138"
"4.1","-17.2","23","7","30070139"
"1.9","-15.5","21","7","30070141"
"5.9","-14.1","22","7","30070143"
"0.2","-13.4","23","7","30070144"
"3.7","-11.4","23","7","30070145"
"0.7","-4.9","23","7","30070147"
"-0.6","-7.5","21","7","30070148"
"-1.2","-2.5","21","7","30070154"
"-5","-15.3","22","7","30070157"
"-5.6","-17.7","21","7","30070158"
"-1.9","-22","21","7","30070159"
"-6.8","-21.9","22","7","30070160"
"-15","-17.7","21","7","30070163"
"-15.1","-21.6","23","7","30070165"
"5.1","7.1","21","7","30070167"
"6.9","3.1","23","7","30070168"
"4.4","-2.3","23","7","30070171"
"4","-5","21","7","30070172"
"-10","-4.2","990001","7","30070173"
"-6","4.8","990001","7","30070174"
"13","-20.1","991001","7","30070179"
"13.3","-19.6","991004","7","30070181"
"-5.8","-7.7","991005","7","30070186"
"-5.8","-6.7","991005","7","30070187"
"-5.8","-5.6","991005","7","30070188"
"-5.8","-4.6","991005","7","30070189"
"-4.1","0","22","7","30070190"
"-4.1","1.7","22","7","30070191"
"-5.6","1.7","22","7","30070192"
"-4.8","-0.6","991005","7","30070193"
"-4.8","0.4","991005","7","30070194"
"-4.8","1.4","991005","7","30070195"
"-4.8","2.4","991005","7","30070196"
"17.7","3.3","21","7","30070197"
"13.3","4.2","991006","7","30070198"
"14.4","4.2","991006","7","30070199"
"15.6","4.2","991006","7","30070200"
"16.8","4.2","991006","7","30070201"
"18","4.2","991006","7","30070202"
"14.5","-1.2","23","7","30070203"
"6.8","-6.7","21","7","30070204"
"8.8","-5.2","21","7","30070205"
"11","-5.8","991006","7","30070206"
"9.8","-5.8","991006","7","30070207"
"8.6","-5.8","991006","7","30070208"
"7.4","-5.8","991006","7","30070209"
"6.3","-5.8","991006","7","30070210"
"-1.8","-13.4","23","7","30070211"
"11.1","6.9","22","7","30070212"
"15.4","8","22","7","30070213"
"17.9","0.3","21","7","30070224"
"22.3","-7.9","21","7","30070227"
"21.7","-18.7","21","7","30070232"
"17","-16.4","21","7","30070233"
"17.1","-9.7","21","7","30070234"
"22.4","-11.9","23","7","30070236"
"22","-16.1","22","7","30070237"
"15.2","-0.4","23","7","30070240"
"21.2","3.4","22","7","30070241"
"22.7","-3.4","22","7","30070245"
"-2.5","6.7","23","7","30070247"
"-1.5","6.6","23","7","30070249"
"-1.9","7.2","23","7","30070250"
"4.7","-11.8","23","7","30070254"
"4.4","-10.8","23","7","30070255"
"1.4","7.2","22","7","30070256"
"10.8","-18.5","23","7","30070257"
"-16.5","6.1","23","7","30070258"
"-6.6","-6.4","22","7","30070259"
"-5","-7.4","22","7","30070260"
"-5","-5.3","22","7","30070261"
"11.5","-11.5","23","7","30070262"
"11.9","-10.7","23","7","30070263"
"17.4","-18.5","23","7","30070264"
"-14.4","-21.9","23","7","30070265"
"-15","-22.2","23","7","30070266"
"15.8","-4.2","22","7","30070267"
"22.7","-12.3","23","7","30070268"
"-9.5","5.5","23","7","30070269"
"-9.5","1.6","23","7","30070270"
"-21.9","3.3","22","7","30070271"
"17.1","-22.5","990001","8","30080013"
"-8.2","-19","991004","8","30080074"
"-16","-22.5","990001","8","30080076"
"2.8","-9.4","991003","8","30080193"
"2.8","-8.3","991004","8","30080194"
"11.8","-16.6","991001","8","30080204"
"12.2","-16.6","991002","8","30080205"
"-8.2","-20.6","991003","8","30080209"
"-11","-4.5","990001","8","30080213"
"-6.4","1.7","991003","8","30080214"
"-6.4","2.2","991004","8","30080215"
"-22.2","-15.2","991001","8","30080221"
"-21.8","-15.2","991002","8","30080222"
"-0.2","-18.6","991001","8","30080223"
"0.2","-18.6","991002","8","30080224"
"-22.7","-10.6","991001","8","30080233"
"-21.3","-10.6","991002","8","30080234"
"12","-2.7","990001","8","30080235"
"-4.2","-16.7","991006","8","30080236"
"-5.7","-16.7","991006","8","30080237"
"-25.5","24.3","23","8","30080238"
"-25.2","24.5","21","8","30080239"
"8.5","-22.7","23","8","30080240"
"13.8","-20.3","21","8","30080241"
"5","-22.7","21","8","30080242"
"6.5","-22.7","23","8","30080244"
"-25.4","24.4","22","8","30080245"
"4.5","-19.2","22","8","30080246"
"2.9","-15.6","21","8","30080250"
"3","-17.8","21","8","30080251"
"8.2","-13.4","22","8","30080252"
"5.4","-11.7","23","8","30080254"
"3.5","-11.7","23","8","30080255"
"1.5","-10.8","21","8","30080256"
"-1.6","-11.2","21","8","30080257"
"1.5","-13.8","22","8","30080259"
"1.6","-21.3","22","8","30080260"
"1.6","-22.8","21","8","30080261"
"-0.5","-24","22","8","30080262"
"-2.7","-24","22","8","30080263"
"-4","-16","23","8","30080264"
"-5","-16","23","8","30080265"
"-6","-16","23","8","30080266"
"-4","-18","23","8","30080267"
"-5","-18","23","8","30080268"
"-6","-18","23","8","30080269"
"-7","-21","21","8","30080270"
"-5.5","-19.8","22","8","30080271"
"-9.3","-17.1","22","8","30080272"
"-12.2","-17.2","22","8","30080274"
"-10","-22","21","8","30080275"
"-12","-22","21","8","30080276"
"-14.4","-16.8","22","8","30080277"
"-16.6","-15.9","21","8","30080278"
"-19.5","-16","21","8","30080279"
"-19","-14","22","8","30080281"
"-17","-13","22","8","30080282"
"-24","-13.8","21","8","30080284"
"-23.1","-20.6","21","8","30080286"
"-23.1","-17.7","21","8","30080287"
"-20","-22","22","8","30080288"
"-22","-22","22","8","30080289"
"-23.2","-19.3","23","8","30080290"
"-23.6","-11.5","22","8","30080292"
"-20.1","-12.4","21","8","30080294"
"-19","-8.4","22","8","30080297"
"-20.7","-6.6","23","8","30080300"
"-23.7","-5.4","22","8","30080303"
"-23.8","-2.9","21","8","30080305"
"-21.8","-1","21","8","30080306"
"-18","-1.2","22","8","30080309"
"-16.1","-4.1","21","8","30080310"
"-15","-2.2","21","8","30080311"
"-16.4","-6.1","23","8","30080313"
"-10.6","-11.8","21","8","30080315"
"-16.2","-7.6","22","8","30080316"
"-14","-11","23","8","30080318"
"-14","-10","23","8","30080319"
"-14","-12","23","8","30080320"
"-14.1","-14","22","8","30080321"
"-9.7","-6","21","8","30080323"
"-8","-9.5","21","8","30080324"
"-5.8","-6","22","8","30080327"
"-4.8","-8.8","23","8","30080328"
"-5.7","-3.7","21","8","30080329"
"-9","-2.2","22","8","30080330"
"-11.8","-1.7","22","8","30080331"
"-9.8","0.1","22","8","30080332"
"-13","-1","23","8","30080334"
"-10.9","0.2","23","8","30080335"
"-10.7","-2.6","23","8","30080336"
"-16","1","21","8","30080337"
"-15.3","3.6","21","8","30080338"
"-5.9","2.1","23","8","30080340"
"-10.2","4","21","8","30080341"
"-5.2","-0.1","22","8","30080343"
"-2.9","0.3","22","8","30080344"
"-3.3","4.7","21","8","30080346"
"-1","4.2","21","8","30080347"
"4.2","-9.2","23","8","30080348"
"7","-10","22","8","30080349"
"7","-6","21","8","30080351"
"0","-7","21","8","30080353"
"0","-4.9","21","8","30080354"
"5.8","-2.9","22","8","30080356"
"10.8","4","21","8","30080357"
"3","2.1","21","8","30080362"
"-4","-12","22","8","30080363"
"-6","-12","21","8","30080364"
"-3","-9.6","23","8","30080365"
"-4.6","-10.5","23","8","30080366"
"5.6","1.8","21","8","30080367"
"15.8","3.5","23","8","30080368"
"18.7","0.9","23","8","30080369"
"18.7","4.1","21","8","30080370"
"13.5","0.6","22","8","30080371"
"15.8","-1","23","8","30080373"
"19","-2","21","8","30080375"
"22.5","-8.5","21","8","30080376"
"13.1","-7.5","22","8","30080377"
"13","-5","21","8","30080378"
"16","-9","23","8","30080379"
"15","-8","23","8","30080380"
"19.5","-10.2","22","8","30080384"
"11.1","-11.2","21","8","30080392"
"15.9","-13.3","23","8","30080395"
"14.5","-13.3","23","8","30080396"
"21","-15","23","8","30080397"
"18.1","-18.3","22","8","30080398"
"10.2","-19.9","21","8","30080402"
"15","-22.8","23","8","30080406"
"18.7","-23.3","22","8","30080407"
"21.3","-22.9","21","8","30080408"
"23.6","-21.2","22","8","30080411"
"23.6","-18.2","22","8","30080412"
"-20.6","-5.7","991006","8","30080413"
"-19.3","-5.7","991006","8","30080414"
"-2.9","-2.1","22","8","30080417"
"-0.9","0.3","22","8","30080418"
"-0.9","-2.1","22","8","30080420"
"-1.8","1","991005","8","30080421"
"-1.8","-0.8","991005","8","30080422"
"-1.8","-2.3","991005","8","30080423"
"15.2","-13.1","991005","8","30080424"
"15.2","-15.3","991005","8","30080425"
"15.2","-17.4","991005","8","30080426"
"7.8","-19.2","22","8","30080430"
"10.5","-22.7","23","8","30080431"
"16.7","-19.9","21","8","30080432"
"16.5","-4.8","991001","8","30080433"
"17.5","-4.8","991002","8","30080434"
"7.7","1.4","991001","8","30080435"
"8.3","1.4","991002","8","30080436"
"16","1.5","991002","8","30080437"
"15.6","1.3","991003","8","30080438"
"5.5","-17.1","991001","8","30080439"
"6.5","-17.1","991002","8","30080440"
"-9.2","-15.6","23","8","30080441"
"-11.3","-14.5","23","8","30080442"
"-9.3","-13.6","23","8","30080443"
"-19.7","-6.6","23","8","30080444"
"-18.7","-6.6","23","8","30080445"
"-20.7","-5.1","23","8","30080446"
"-19.7","-5.1","23","8","30080447"
"-18.7","-5.1","23","8","30080448"
"4.5","4.9","23","8","30080449"
"6.5","4.9","23","8","30080450"
"5.5","4.9","23","8","30080451"
"7.5","4.9","23","8","30080452"
"14.7","-9.2","23","8","30080453"
"9.7","-2.8","22","8","30080455"
"9.5","-5.6","23","8","30080456"
"8.4","-8.4","23","8","30080457"
"11.6","-7.6","23","8","30080458"
"14.5","-15.4","23","8","30080459"
"15.9","-15.4","23","8","30080460"
"14.5","-17.5","23","8","30080461"
"15.9","-17.5","23","8","30080462"
"21","-5","22","8","30080463"
"22.6","-12.6","22","8","30080464"
"-10.7","-8.4","22","8","30080465"
"-12.9","-6.9","21","8","30080466"
"7","-23.8","21","9","30090001"
"17.2","-21.3","22","9","30090003"
"6.4","-21.8","23","9","30090005"
"8.4","-21.8","23","9","30090006"
"4","-21","21","9","30090007"
"1.6","-15.7","21","9","30090008"
"3.5","-16.9","21","9","30090009"
"1.5","-21.9","23","9","30090010"
"2.7","-23.7","23","9","30090011"
"-3","-23.7","23","9","30090012"
"-5.9","-22.8","22","9","30090018"
"-10.5","-21.8","21","9","30090019"
"-11.5","-19.7","23","9","30090020"
"-13.5","-19.7","23","9","30090021"
"-9.5","-19.7","23","9","30090022"
"-16.1","-23.8","22","9","30090023"
"-18.7","-23.8","21","9","30090024"
"-21","-21.8","21","9","30090025"
"-10.9","-3.8","23","9","30090036"
"-10.3","-11.1","22","9","30090043"
"-11.6","-14.3","22","9","30090044"
"-15.1","-4.8","22","9","30090045"
"-10","1.3","21","9","30090054"
"4.1","-6.3","22","9","30090062"
"12.7","-4.2","21","9","30090064"
"11.9","-2.9","21","9","30090065"
"15.5","-7.4","23","9","30090067"
"16.4","-9.7","23","9","30090068"
"18.1","-25","21","9","30090073"
"17.5","-16.7","23","9","30090077"
"23.4","-10.9","990002","9","30090079"
"5","-23.7","990001","9","30090080"
"-13","-10.6","990001","9","30090081"
"1.8","-13","21","9","30090083"
"10.6","-10.5","23","9","30090085"
"8.5","-16.7","23","9","30090086"
"11.6","-14.2","22","9","30090087"
"9.7","-14.2","22","9","30090088"
"-0.5","-3.7","23","9","30090089"
"0.6","-3.7","23","9","30090090"
"-6.5","-7.3","22","9","30090091"
"-5.4","-6.1","22","9","30090092"
"-6.7","-6.1","23","9","30090093"
"-5.5","-7.5","23","9","30090094"
"-10.9","-5.8","23","9","30090095"
"-11.1","-7.2","21","9","30090097"
"-19.5","-12.3","22","9","30090098"
"-19.5","-10.4","22","9","30090099"
"-18","-8.9","23","9","30090100"
"-16.5","-11.4","23","9","30090101"
"-17.4","-21.5","23","9","30090102"
"-16","-20.1","23","9","30090103"
"-17.4","-20.1","22","9","30090104"
"-2.1","-21.9","23","9","30090106"
"21.2","-21.9","21","9","30090107"
"20.3","-24.2","21","9","30090108"
"16.8","-1.8","22","9","30090115"
"1","-10.8","21","9","30090116"
"2.5","-10.8","21","9","30090117"
"9","0.1","23","9","30090118"
"7.5","0.1","23","9","30090119"
"4.8","-0.6","21","9","30090120"
"19.4","-1.8","22","9","30090121"
"21.7","-1.8","22","9","30090122"
"20.5","-1.7","23","9","30090123"
"18.1","-1.7","23","9","30090124"
"15.8","2.2","21","9","30090125"
"19.5","1.2","23","9","30090126"
"21","1.2","23","9","30090127"
"22.5","1.2","23","9","30090128"
"20","-11.5","23","9","30090130"
"-4","-10.1","21","9","30090132"
"-8","-22.8","22","9","30090135"
"-18.9","-13.7","21","9","30090137"
"-14.3","-11.1","21","9","30090138"
"-4","-12","22","9","30090139"
"10.4","-16.7","23","9","30090140"
"-12.6","-21.8","21","9","30090141"
"-25.2","-19","21","9","30090145"
"-4.8","-1.9","23","9","30090146"
"-7.2","-2.2","21","9","30090148"
"14.2","1.4","21","9","30090150"
"8.5","-1.9","21","9","30090151"
"10","-2.9","21","9","30090152"
"9.5","-5.2","22","9","30090153"
"12.5","-10","23","9","30090154"
"12.8","-6","23","9","30090155"
"16.6","-5.6","22","9","30090156"
"23","-7","22","9","30090157"
"19.7","-5.8","21","9","30090158"
"21.7","-5.8","21","9","30090159"
"5.5","-18.8","22","9","30090161"
"7.5","-19","21","9","30090162"
"9.5","-18.8","22","9","30090163"
"11.5","-19","21","9","30090164"
"13.3","-18.7","23","9","30090165"
"15.3","-19.4","22","9","30090166"
"-16","-21.3","22","9","30090167"
"-6","-14.8","23","9","30090168"
"-4.5","-14.8","22","9","30090169"
"-3","-14.8","23","9","30090170"
"-1.5","-14.8","22","9","30090171"
"-7.6","-13.6","21","9","30090172"
"-14.3","-8.1","21","9","30090175"
"-15.8","-6.8","21","9","30090176"
"-25","-20.6","23","9","30090179"
"-25.1","-17.4","23","9","30090180"
"10","-23.8","21","9","30090181"
"20.9","-15.9","23","9","30090182"
"22.9","-15.9","23","9","30090183"
"22.7","-12.6","21","9","30090184"
"7","-9.6","990001","9","30090186"
"-20.8","-19.7","991005","9","30090187"
"-20.8","-18.7","991005","9","30090188"
"-20.8","-17.7","991005","9","30090189"
"-20.8","-16.7","991005","9","30090190"
"-0.8","-2.8","991006","9","30090191"
"0.2","-2.8","991006","9","30090192"
