60398ddfe081503289631d1bf85164587553480e5d221493655bf93fe6ba645f,55e70181ad7159fdab4e24856c9b747502d58fdc4e4cc64524b22fb7a1aa22e3,38232df3f7fd95c6305b7d007d9dce1780f6afb2a6d8a236f43a5d368c9683f1,3895d331b4e081545b4b3a2475ee028eb353e803c215fd2acd50fcd66b7c3ea7,2f057673ce3febe9e0de23f116279ad50158f4f2cbc9e633da971cebfc55f49e,42fd036b9df28205b78703b6cae39e387343281bbd4861865ef9ed8d02a231ee,dcc358207f9f44ef53ded661a9a856468adb48e43c46291a92aeabeea663d552,60af063725ae196fb44f3ffd1a16cde03957f0b27dbb0acc1f8b31078a57fd1e,e22303df1b532ba58ab79e34388a658dde28e532ce4d3d6c8af6e9f1ae46ebf2,907d869bdb6bf69467d98eeff114245615b94529d546fe98b02bcc76fda42252,fa179dd99843473c4704757fa6a5cef754d96144152c4bb1e73c7967a957f5fe,0a161bc1b5fac1189c146d543bee11e8c0ddddc8196cdb9ed237f391c0e3f85c,ba339da5f0845f83d5fbe8ee89df3f865a7064de29c20a58fde95b56bce30158,8c65854f34665d796f472c17c07849186ab84976fe192f0431277fa07afe8295,807c0281b1c4c9ba36893bfedc9bf9c6e39d8ddec670cc4f6ae4b5107d1e677f,8a43be5111401c73f62c1b6b211e546a79ad7f23b8948db3e464701d130147e7,d31c73e185a71f71550f0c989713521213bef6eaebb360b2c65e862a698da7ad,45a8ac25525d7addcc9c99600524a1e630ebee2c6a05853e089f8b6ad9d7facd,0a0eb4ef51e96ad9e31e3bda33dcf7f51491785153036de33686839ee816612a,a70c9d99b650fb2ad0a225a25c8436c9b617936f85a992581ad1e6acbde47fa4,52037f9c95b69e8b84ff775df10538f1c51de9d0a205df7b57c42b65672ac9a2,a5a224e61464aa4e25bf29753fb17636290625a1891c9515b5fafeb0154e1b61,c3e3a79d2d4bc60f0630415b6f7c4413e25c0b57a10608594f3477d933b41ee9,ecc86125dc319c00446dd04c76b5cbaaebd29d835220cc3a1c6f92b3879cc880,79b6886809b6e0f1efb8309d65c57fcf0a078d800b2dcee2d407cc8f20b7c9ea,212ce2b5cf1067d5f8b0f89668ef4255dbd5df5bdc068d75c982d6d167d11dae,b503da34f71cff2cdc4ae6f4c95e389d053f3629426ffb676d514882d9e01951,bd8931e9132f440a3533d54f3611e480f259cae5cfdcd4d776eb2ed175fc247c,3b2ab4d37063cb3f9e11d065413fbe906b9e3d88eabd187201235a2caa19f997,77adf7bb1c9b432f837032cbc3206a6ffd03bb3302248769d7e4b0ef52686fd0,fadbff904699caf4c1e7a77d9a3297056e5019e4ee7fb2a0a9ad4d5c5059e0ee,ab51b440066884467200de23348ab473c66910560a0bfb289b19090314689e26,423dfdd89d0a82aa1ef45b3f99b8b874f2ef8505ec0949a0c87d99f32c81cdcd,dc9f53341db5ea2701fe43ba4fe81f41687ecfa4d1f76ef3fae33ee34f888ac1,aa5db613653909f2ec880ef7920c6d7f55641d1283ed830ae11d78b1d5734812,036f9085dcfa3392225908002d0f528040cc16a014c09c85b5db1d2abb6d0265,a2a42fb6736572656a22340815c84ba581c9a659cbe7442a750767c8ee9642d4,489dca6730535afc74622642cf93e4734af709486bbe8b500e1d3581606eaf0f,8d68243fb4da3191a5749422d15521ff01acb839ba59386f24174ae65a803ffa,38c8a09ab1f8f0035b5b34fa742fd0ce3ef7adc2d391d17c2036018f8f117666,a4655504611eb537b6cb0c9d114637a13c13b8255a742bf4722848fe31236a2b,ccda6426c324e5061f1e52305249de54141a7394d9c9993e1f5d254d710f1b82,17c772478c813d0e4a138d4431b190153f16caa282f180501ff3216de128bf88,460f538ef0acb0955b0f40586e91cf73484007d34dfa695c7b6761be827a4a60
"1236","3080","0","0","0","0","0","308","1","0","13629","3080","0","0","0","0","0","0","0","0","0","0","3080","0","14080688","0","3080","0","251000","0","0","0","0","0","0","42","0","820102403","2781","200000001","動く剣士","0","3080","3080"
"1235","308","0","0","6","0","0","308","32","0","70853","308","0","50","0","0","11","0","0","0","0","0","308","0","11406986","0","308","0","606602","0","0","0","1254","0","0","47","1","820102404","1172","200000001","イノリのシャドウ","32","308","308"
"1813","308","0","0","5","0","0","308","32","0","56539","308","0","59","0","0","40","0","0","0","0","0","308","0","11046003","4","308","0","610301","0","0","0","724","0","0","42","1","820102405","1796","200000001","サレン（サマー）のシャドウ","20","308","308"
"618","3080","0","0","0","0","0","308","1","0","11494","3080","0","0","0","0","0","0","0","0","0","0","3080","0","15435549","0","3080","0","250800","0","0","0","0","0","0","42","0","820102501","3708","200000001","ブルーゴーレム","0","3080","3080"
"1236","3080","0","0","0","0","0","308","1","0","12829","3080","0","0","0","0","0","0","0","0","0","0","3080","0","14565651","0","3080","0","252000","0","0","0","0","0","0","42","0","820102502","1854","200000001","トレント","0","3080","3080"
"2291","308","62","0","6","0","0","308","32","0","31602","308","0","259","0","0","22","0","0","0","0","0","308","0","12604706","6","308","0","604503","0","0","0","887","0","0","42","1","820102503","3189","200000001","クウカのシャドウ","23","308","308"
"389","308","2128","0","5","0","0","308","32","0","0","308","0","60","0","0","0","0","0","0","80138","0","308","0","9836604","18","308","0","611401","0","0","0","0","0","0","42","1","820102504","512","200000001","ルナのシャドウ","24","308","308"
"309","3080","0","0","0","0","0","308","1","0","0","3080","0","0","0","0","0","0","0","0","34011","0","3080","0","13820594","0","3080","0","258100","0","0","0","0","0","0","42","0","820102505","464","200000001","ニンフ","0","3080","3080"
"2472","3080","0","0","0","0","0","308","1","0","5954","3080","0","0","0","0","0","0","0","0","0","0","3080","0","10466915","0","3080","0","250700","0","0","0","0","0","0","42","0","820102601","927","200000001","ゴーレム","0","3080","3080"
"630","308","0","0","5","0","0","308","32","0","40760","308","0","30","0","0","48","0","0","0","0","0","308","0","7443542","0","308","0","610801","0","0","0","2583","0","0","64","1","820102602","461","200000001","クロエのシャドウ","18","308","308"
"1506","308","0","0","6","0","0","308","32","0","37780","308","0","22","0","0","17","0","0","0","0","0","308","0","8235930","2","308","0","605301","0","0","0","1400","0","0","58","1","820102603","1511","200000001","モニカのシャドウ","28","308","308"
"2088","308","0","0","5","0","0","308","32","0","31757","308","0","1440","0","0","40","0","0","0","0","0","308","0","7900439","4","308","0","680501","0","0","0","203","0","0","42","1","820102604","2036","200000001","コッコロ（プリンセス）のシャドウ","18","308","308"
"773","3080","0","0","0","0","0","308","1","0","25269","3080","0","0","0","0","0","0","0","0","0","0","3080","0","9387591","0","3080","0","255200","0","0","0","0","0","0","42","0","820102605","1159","200000001","アイスフィッシュ","0","3080","3080"
"1240","3090","0","0","0","0","0","309","1","0","11899","3090","0","0","0","0","0","0","0","0","0","0","3090","0","8898787","0","3090","0","251600","0","0","0","0","0","0","42","0","820102701","1860","200000001","ワイルドホーン","0","3090","3090"
"1550","3090","0","0","0","0","0","309","1","0","12296","3090","0","0","0","0","0","0","0","0","0","0","3090","0","8557440","0","3090","0","250400","0","0","0","0","0","0","42","0","820102702","2325","200000001","トドドン","0","3090","3090"
"3171","309","0","0","6","0","0","309","32","0","36938","309","0","167","0","0","30","0","0","0","0","0","309","0","7610315","5","309","0","604903","0","0","0","546","0","0","42","1","820102703","2165","200000001","シズルのシャドウ","30","309","309"
"437","309","2354","0","5","0","0","309","32","0","0","309","0","45","0","0","0","0","0","0","92629","0","309","0","6096481","17","309","0","613701","0","0","0","0","0","0","42","1","820102704","552","200000001","アカリ（エンジェル）のシャドウ","26","309","309"
"465","3090","0","0","0","0","0","309","1","0","0","3090","0","0","0","0","0","0","0","0","45708","0","3090","0","8517000","0","3090","0","256000","0","0","0","0","0","0","42","0","820102705","698","200000001","ウイングロップ","0","3090","3090"
"930","3090","0","0","0","0","0","309","1","0","11767","3090","0","0","0","0","0","0","0","0","0","0","3090","0","13672763","0","3090","0","252900","0","0","0","0","0","0","42","0","820102801","2325","200000001","ハイオーク","0","3090","3090"
"1240","3090","0","0","0","0","0","309","1","0","12032","3090","0","0","0","0","0","0","0","0","0","0","3090","0","13415105","0","3090","0","251700","0","0","0","0","0","0","42","0","820102802","1860","200000001","スノウゴート","0","3090","3090"
"1240","3090","0","0","0","0","0","309","1","0","13631","3090","0","0","0","0","0","0","0","0","0","0","3090","0","13023300","0","3090","0","251000","0","0","0","0","0","0","42","0","820102803","2790","200000001","動く剣士","0","3090","3090"
"2709","309","0","0","6","0","0","309","32","0","33660","309","0","69","0","0","26","0","0","0","0","0","309","0","11848543","5","309","0","604701","0","0","0","536","0","0","42","1","820102804","3270","200000001","ジュンのシャドウ","30","309","309"
"412","309","2297","0","5","0","0","309","32","0","0","309","0","45","0","0","0","0","0","0","80127","0","309","0","9104923","17","309","0","612001","0","0","0","0","0","0","42","1","820102805","470","200000001","キャル（ニューイヤー）のシャドウ","24","309","309"
"1240","3090","0","0","0","0","0","309","1","0","13631","3090","0","0","0","0","0","0","0","0","0","0","3090","0","13093774","0","3090","0","251000","0","0","0","0","0","0","42","0","820102901","2790","200000001","動く剣士","0","3090","3090"
"723","309","0","0","5","0","0","309","32","0","74845","309","0","30","0","0","20","0","0","0","0","0","309","0","9648341","15","309","0","616301","0","0","0","2130","0","0","60","1","820102902","517","200000001","チエル（聖学祭）のシャドウ","39","309","309"
"930","3090","0","0","0","0","0","309","1","0","36488","3090","0","0","0","0","0","0","0","0","0","0","3090","0","12638858","0","3090","0","252100","0","0","0","0","0","0","42","0","820102903","1395","200000001","ベニタケ","0","3090","3090"
"2326","309","0","0","6","0","0","309","32","0","51500","309","0","1770","0","0","48","0","0","0","0","0","309","0","10749890","4","309","0","605901","0","0","0","293","0","0","42","1","820102904","2379","200000001","コッコロのシャドウ","18","309","309"
"775","3090","0","0","0","0","0","309","1","0","19410","3090","0","0","0","0","0","0","0","0","0","0","3090","0","12379794","0","3090","0","255500","0","0","0","0","0","0","42","0","820102905","1163","200000001","キラービー","0","3090","3090"
"0","300","0","0","1","0","0","316","1","700","0","50","0","0","50","0","0","5000","0","0","0","0","700","0","108000000","0","50","0","304103","0","5000","0","0","0","0","60","0","820103001","0","300000008","ティタノタートル","70","0","3000"
"3000","0","0","0","1","0","0","316","1","0","20000","0","0","0","0","0","0","0","0","0","1000","0","0","0","800000","0","0","0","304103","0","0","0","0","0","0","60","0","820103002","3000","300000008","ティタノタートル 部位A","0","0","0"
"800","0","0","0","1","0","0","316","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3000000","0","0","0","304103","0","0","0","0","0","0","60","0","820103003","800","300000008","ティタノタートル 部位B","0","0","0"
"300","0","0","0","1","0","0","316","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1600000","0","0","0","304103","0","0","0","0","0","0","60","0","820103004","200","300000008","ティタノタートル 部位C","0","0","0"
"0","0","0","0","1","0","0","316","1","0","0","100","0","0","0","0","0","150","0","0","0","0","100","0","1000000000","0","0","0","217300","0","5000","0","0","0","0","100","0","820103005","0","300000008","バーストエネミー","0","100","0"
"0","0","0","0","1","0","0","316","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000000000","0","0","0","217301","0","0","0","0","0","0","100","0","820103006","0","300000008","バーストエネミー","0","0","100"
"0","0","0","0","1","0","0","316","1","0","0","0","0","0","0","0","0","0","0","0","0","0","5000","0","1000000000","0","0","0","217302","0","0","0","0","0","0","100","0","820103007","0","300000008","バーストエネミー","0","0","5000"
"1555","3100","0","0","0","0","0","310","1","0","11511","3100","0","0","0","0","0","0","0","0","0","0","3100","0","10993205","0","3100","0","252800","0","0","0","0","0","0","44","0","820103101","1400","200000001","オーク","0","3100","3100"
"1244","3100","0","0","0","0","0","310","1","0","11790","3100","0","0","0","0","0","0","0","0","0","0","3100","0","10960564","0","3100","0","251600","0","0","0","0","0","0","44","0","820103102","1866","200000001","ワイルドホーン","0","3100","3100"
"1555","3100","0","0","0","0","0","310","1","0","12199","3100","0","0","0","0","0","0","0","0","0","0","3100","0","10561827","0","3100","0","250400","0","0","0","0","0","0","44","0","820103103","2333","200000001","トドドン","0","3100","3100"
"472","310","0","0","5","0","0","310","33","0","76527","310","0","30","0","0","4","0","0","0","0","0","310","0","7763106","0","310","0","625801","0","0","0","1847","0","0","44","1","820103104","423","200000001","リリ（フォールン）のシャドウ","34","310","310"
"673","310","0","0","6","0","0","310","33","0","78576","310","0","35","0","0","12","0","0","0","0","0","310","0","7684087","0","310","0","603801","0","0","0","1960","0","0","65","1","820103105","889","200000001","シオリのシャドウ","48","310","310"
"622","3100","0","0","0","0","0","310","1","0","11375","3100","0","0","0","0","0","0","0","0","0","0","3100","0","16548574","0","3100","0","250800","0","0","0","0","0","0","44","0","820103201","3732","200000001","ブルーゴーレム","0","3100","3100"
"1555","3100","0","0","0","0","0","310","1","0","12199","3100","0","0","0","0","0","0","0","0","0","0","3100","0","15154310","0","3100","0","250400","0","0","0","0","0","0","44","0","820103202","2333","200000001","トドドン","0","3100","3100"
"3205","310","0","0","6","0","0","310","33","0","35716","310","0","49","0","0","29","0","0","0","0","0","310","0","13421689","4","310","0","602901","0","0","0","565","0","0","45","1","820103203","2197","200000001","ノゾミのシャドウ","35","310","310"
"1031","310","0","0","5","0","0","310","33","0","65672","310","0","30","0","0","3","0","0","0","0","0","310","0","12327331","1","310","0","613601","0","0","0","1454","0","0","44","1","820103204","900","200000001","ジュン（サマー）のシャドウ","33","310","310"
"778","3100","0","0","0","0","0","310","1","0","19779","3100","0","0","0","0","0","0","0","0","0","0","3100","0","14486670","0","3100","0","255500","0","0","0","0","0","0","44","0","820103205","1167","200000001","キラービー","0","3100","3100"
"2674","310","136","0","5","0","0","310","33","0","0","310","0","86","0","0","12","0","0","0","49772","0","310","0","15523416","20","310","0","619101","0","0","0","0","0","0","44","1","820103301","2117","200000001","クウカ（ノワール）のシャドウ","25","310","310"
"628","310","0","0","6","0","0","310","33","0","97794","310","0","36","0","0","10","0","0","0","0","0","310","0","14243258","0","310","0","603701","0","0","0","2690","0","0","81","1","820103302","544","200000001","トモのシャドウ","45","310","310"
"933","3100","0","0","0","0","0","310","1","0","45958","3100","0","0","0","0","0","0","0","0","0","0","3100","0","17714779","0","3100","0","252200","0","0","0","0","0","0","44","0","820103303","1400","200000001","ポイドン","0","3100","3100"
"2149","310","0","0","6","0","0","310","33","0","53942","310","0","2790","0","0","43","0","0","0","0","0","310","0","15312298","4","310","0","602601","0","0","0","205","0","0","44","1","820103304","2889","200000001","リンのシャドウ","38","310","310"
"467","3100","0","0","0","0","0","310","1","0","58468","3100","0","0","0","0","0","0","0","0","0","0","3100","0","18206591","0","3100","0","256400","0","0","0","0","0","0","44","0","820103305","700","200000001","プチグリフォン","0","3100","3100"
"624","3110","0","0","0","0","0","311","1","0","11378","3110","0","0","0","0","0","0","0","0","0","0","3110","0","16722744","0","3110","0","250800","0","0","0","0","0","0","44","0","820103401","3744","200000001","ブルーゴーレム","0","3110","3110"
"936","3110","0","0","0","0","0","311","1","0","11657","3110","0","0","0","0","0","0","0","0","0","0","3110","0","16177990","0","3110","0","252900","0","0","0","0","0","0","44","0","820103402","2340","200000001","ハイオーク","0","3110","3110"
"1248","3110","0","0","0","0","0","311","1","0","11793","3110","0","0","0","0","0","0","0","0","0","0","3110","0","15897939","0","3110","0","251600","0","0","0","0","0","0","44","0","820103403","1872","200000001","ワイルドホーン","0","3110","3110"
"3065","311","0","0","6","0","0","311","33","0","41359","311","0","142","0","0","21","0","0","0","0","0","311","0","14122997","5","311","0","605802","0","0","0","492","0","0","44","2","820103404","2528","200000001","ペコリーヌのシャドウ","36","311","311"
"622","311","0","0","5","0","0","311","33","0","70654","311","0","30","0","0","48","0","0","0","0","0","311","0","11351556","0","311","0","610801","0","0","0","2755","0","0","64","1","820103405","461","200000001","クロエのシャドウ","28","311","311"
"2496","3110","0","0","0","0","0","311","1","0","11242","3110","0","0","0","0","0","0","0","0","0","0","3110","0","16213845","0","3110","0","250700","0","0","0","0","0","0","44","0","820103501","936","200000001","ゴーレム","0","3110","3110"
"1560","3110","0","0","0","0","0","311","1","0","13026","3110","0","0","0","0","0","0","0","0","0","0","3110","0","15933335","0","3110","0","251200","0","0","0","0","0","0","44","0","820103502","1404","200000001","ゴブリンガード","0","3110","3110"
"624","3110","0","0","0","0","0","311","1","0","0","3110","0","0","0","0","0","0","0","0","8044","0","3110","0","17548811","0","3110","0","250600","0","0","0","0","0","0","44","0","820103503","936","200000001","ワッパダヌキ","0","3110","3110"
"522","311","2428","0","6","0","0","311","33","0","0","311","0","45","0","0","0","0","0","0","85452","0","311","0","11569431","17","311","0","600901","0","0","0","0","0","0","44","1","820103504","632","200000001","アンナのシャドウ","44","311","311"
"468","311","2310","0","5","0","0","311","33","0","0","311","0","45","0","0","0","0","0","0","76881","0","311","0","11128411","17","311","0","621101","0","0","0","0","0","0","44","1","820103505","577","200000001","キャル（オーバーロード）のシャドウ","34","311","311"
"624","3110","0","0","0","0","0","311","1","0","11378","3110","0","0","0","0","0","0","0","0","0","0","3110","0","21896792","0","3110","0","250800","0","0","0","0","0","0","44","0","820103601","3744","200000001","ブルーゴーレム","0","3110","3110"
"3065","311","0","0","6","0","0","311","33","0","41359","311","0","142","0","0","21","0","0","0","0","0","311","0","18516770","5","311","0","605802","0","0","0","492","0","0","44","2","820103602","2528","200000001","ペコリーヌのシャドウ","36","311","311"
"3108","311","0","0","5","0","0","311","33","0","39064","311","0","79","0","0","48","0","0","0","0","0","311","0","16327827","4","311","0","611901","0","0","0","206","0","0","44","1","820103603","2225","200000001","コッコロ（ニューイヤー）のシャドウ","29","311","311"
"1240","311","0","0","5","0","0","311","33","0","67599","311","0","35","0","0","13","0","0","0","0","0","311","0","15304038","0","311","0","616901","0","0","0","1308","0","0","44","1","820103604","904","200000001","ミフユ（作業服）のシャドウ","39","311","311"
"312","3110","0","0","0","0","0","311","1","0","0","3110","0","0","0","0","0","0","0","0","23723","0","3110","0","18278777","0","3110","0","259500","0","0","0","0","0","0","44","0","820103605","468","200000001","マジックレイ","0","3110","3110"
"0","0","0","0","1","0","0","450","1","0","0","0","0","0","0","0","0","1000","0","0","0","0","0","0","1000000000","0","0","0","217305","0","0","0","0","0","0","100","0","820103606","0","300000008","バーストエネミー","0","0","1"
"939","3120","0","0","0","0","0","312","1","0","13168","3120","0","0","0","0","0","0","0","0","0","0","3120","0","16330107","0","3120","0","251300","0","0","0","0","0","0","44","0","820103701","2348","200000001","ジャングルガード","0","3120","3120"
"2211","312","0","0","6","0","0","312","33","0","55446","312","0","1920","0","0","47","0","0","0","0","0","312","0","12662345","4","312","0","607601","0","0","0","360","0","0","44","1","820103702","2825","200000001","コッコロ（サマー）のシャドウ","38","312","312"
"783","3120","0","0","0","0","0","312","1","0","44394","3120","0","0","0","0","0","0","0","0","0","0","3120","0","14833647","0","3120","0","255200","0","0","0","0","0","0","44","0","820103703","1174","200000001","アイスフィッシュ","0","3120","3120"
"508","312","0","0","5","0","0","312","33","0","73527","312","0","30","0","0","5","0","0","0","0","0","312","0","10894761","0","312","0","612901","0","0","0","2070","0","0","65","1","820103704","729","200000001","リノ（ワンダー）のシャドウ","44","312","312"
"313","3120","0","0","0","0","0","312","1","0","57426","3120","0","0","0","0","0","0","0","0","0","0","3120","0","14322964","0","3120","0","259400","0","0","0","0","0","0","44","0","820103705","470","200000001","イビルキャノン","0","3120","3120"
"626","3120","0","0","0","0","0","312","1","0","11384","3120","0","0","0","0","0","0","0","0","0","0","3120","0","17004978","0","3120","0","250800","0","0","0","0","0","0","44","0","820103801","3756","200000001","ブルーゴーレム","0","3120","3120"
"1252","3120","0","0","0","0","0","312","1","0","11799","3120","0","0","0","0","0","0","0","0","0","0","3120","0","16179934","0","3120","0","251600","0","0","0","0","0","0","44","0","820103802","1878","200000001","ワイルドホーン","0","3120","3120"
"1252","3120","0","0","0","0","0","312","1","0","13583","3120","0","0","0","0","0","0","0","0","0","0","3120","0","15737571","0","3120","0","251000","0","0","0","0","0","0","44","0","820103803","2817","200000001","動く剣士像","0","3120","3120"
"3213","312","0","0","6","0","0","312","33","0","35764","312","0","49","0","0","29","0","0","0","0","0","312","0","13885922","4","312","0","602901","0","0","0","565","0","0","45","1","820103804","2200","200000001","ノゾミのシャドウ","35","312","312"
"408","312","2126","0","5","0","0","312","33","0","0","312","0","45","0","0","0","0","0","0","75760","0","312","0","11326267","17","312","0","625501","0","0","0","0","0","0","44","0","820103805","550","200000001","ジータ（ウォーロック）のシャドウ","34","312","312"
"939","3120","0","0","0","0","0","312","1","0","11662","3120","0","0","0","0","0","0","0","0","0","0","3120","0","16515642","0","3120","0","252900","0","0","0","0","0","0","44","0","820103901","2348","200000001","ハイオーク","0","3120","3120"
"1252","3120","0","0","0","0","0","312","1","0","12622","3120","0","0","0","0","0","0","0","0","0","0","3120","0","16195975","0","3120","0","251900","0","0","0","0","0","0","44","0","820103902","1878","200000001","ネジレアカシア","0","3120","3120"
"1252","3120","0","0","0","0","0","312","1","0","13583","3120","0","0","0","0","0","0","0","0","0","0","3120","0","15793275","0","3120","0","251000","0","0","0","0","0","0","44","0","820103903","2817","200000001","動く剣士像","0","3120","3120"
"2167","312","63","0","6","0","0","312","33","0","32079","312","0","262","0","0","22","0","0","0","0","0","312","0","14002691","6","312","0","604503","0","0","0","879","0","0","44","1","820103904","3123","200000001","クウカのシャドウ","33","312","312"
"1279","312","0","0","6","0","0","312","33","0","69096","312","0","70","0","0","34","0","0","0","0","0","312","0","11877158","2","312","0","604001","0","0","0","1173","0","0","67","1","820103905","1288","200000001","アオイのシャドウ","39","312","312"
"0","900","0","0","1","0","0","322","1","0","0","300","0","0","0","0","0","0","0","0","0","0","700","0","121000000","0","300","0","305805","0","300","0","0","0","0","60","0","820104001","0","300000008","ネプテリオン","90","0","200"
"15000","0","0","0","1","0","0","322","1","0","1000","0","0","0","0","0","0","0","0","0","32000","0","0","0","800000","0","0","0","305805","0","0","0","0","0","0","60","0","820104002","10000","300000008","ネプテリオン部位A","0","0","0"
"600","0","0","0","1","0","0","322","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1800000","0","0","0","305805","0","0","0","0","0","0","60","0","820104003","600","300000008","ネプテリオン部位B","0","0","0"
"200","0","0","0","1","0","0","322","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1800000","0","0","0","305805","0","0","0","0","0","0","60","0","820104004","200","300000008","ネプテリオン部位C","0","0","0"
"0","0","0","0","1","0","0","322","1","0","0","100","0","0","0","0","0","150","0","0","0","0","500","0","1000000000","0","0","0","217300","0","9000","0","0","0","0","100","0","820104005","0","300000008","バーストエネミー","0","500","0"
"0","0","0","0","1","0","0","322","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000000000","0","0","0","217301","0","0","0","0","0","0","100","0","820104006","0","300000008","バーストエネミー","0","0","100"
"0","0","0","0","1","0","0","322","1","0","0","5000","0","0","0","0","0","0","0","0","0","0","0","0","1000000000","0","0","0","217302","0","0","0","0","0","0","100","0","820104007","0","300000008","バーストエネミー","0","0","0"
"1256","3130","0","0","0","0","0","313","1","0","13227","3130","0","0","0","0","0","0","0","0","0","0","3130","0","16281909","0","3130","0","251800","0","0","0","0","0","0","44","0","820104101","1884","200000001","スタンプ","0","3130","3130"
"314","3130","0","0","0","0","0","313","1","0","13644","3130","0","0","0","0","200","0","0","0","0","0","3130","0","18851785","0","3130","0","250300","0","0","0","0","0","0","44","0","820104102","1413","200000001","ゴブリンリトル","0","3130","3130"
"2328","313","0","0","6","0","0","313","33","0","48998","313","0","59","0","0","36","0","0","0","0","0","313","0","13921880","4","313","0","602101","0","0","0","355","0","0","44","1","820104103","2270","200000001","クルミのシャドウ","38","313","313"
"535","313","1284","0","5","0","0","313","33","0","82466","313","0","36","0","0","10","0","0","0","0","0","313","0","11628769","0","313","0","614301","0","0","0","2177","0","0","71","1","820104104","447","200000001","トモ（マジカル）のシャドウ","40","313","313"
"785","3130","0","0","0","0","0","313","1","0","0","3130","0","0","0","0","0","0","0","0","51492","0","3130","0","15592212","0","3130","0","253300","0","0","0","0","0","0","44","0","820104105","1178","200000001","イカリイカ","0","3130","3130"
"942","3130","0","0","0","0","0","313","1","0","11970","3130","0","0","0","0","0","0","0","0","0","0","3130","0","16668398","0","3130","0","252900","0","0","0","0","0","0","44","0","820104201","2355","200000001","ハイオーク","0","3130","3130"
"1256","3130","0","0","0","0","0","313","1","0","12949","3130","0","0","0","0","0","0","0","0","0","0","3130","0","16348523","0","3130","0","251900","0","0","0","0","0","0","44","0","820104202","1884","200000001","ネジレアカシア","0","3130","3130"
"2447","313","0","0","5","0","0","313","33","0","41573","313","0","61","0","0","42","0","0","0","0","0","313","0","14211047","4","313","0","605601","0","0","0","996","0","0","44","1","820104203","3106","200000001","ルカのシャドウ","48","313","313"
"417","313","2147","0","5","0","0","313","33","0","0","313","0","45","0","0","0","0","0","0","82782","0","313","0","11403633","17","313","0","681001","0","0","0","0","0","0","44","0","820104204","528","200000001","アン＆グレアのシャドウ","34","313","313"
"471","3130","0","0","0","0","0","313","1","0","0","3130","0","0","0","0","0","0","0","0","64330","0","3130","0","15661527","0","3130","0","256300","0","0","0","0","0","0","44","0","820104205","707","200000001","インプ","0","3130","3130"
"2198","3130","0","0","0","0","0","313","1","0","17312","3130","0","0","0","0","0","0","0","0","0","0","3130","0","19225224","0","3130","0","254100","0","0","0","0","0","0","44","0","820104301","1413","200000001","ハーミットナイト","0","3130","3130"
"450","313","2142","0","5","0","0","313","33","0","0","313","0","45","0","0","0","0","0","0","103041","0","313","0","13702581","18","313","0","609201","0","0","0","0","0","0","44","1","820104302","539","200000001","アンのシャドウ","36","313","313"
"415","313","2381","0","5","0","0","313","33","0","0","313","0","45","0","0","0","0","0","0","103166","0","313","0","13642008","17","313","0","607001","0","0","0","0","0","0","44","1","820104303","535","200000001","ネネカのシャドウ","35","313","313"
"417","313","2421","0","5","0","0","313","33","0","0","313","0","123","0","0","0","0","0","0","99760","0","313","0","13580373","17","313","0","680601","0","0","0","0","0","0","44","1","820104304","572","200000001","キャル（プリンセス）のシャドウ","36","313","313"
"942","3130","0","0","0","0","0","313","1","0","0","3130","0","939","0","0","0","0","0","0","3066","0","3130","0","18825493","0","3130","0","257400","0","0","0","0","0","0","44","0","820104305","1413","200000001","モグリクラゲ","0","3130","3130"
"1575","3140","0","0","0","0","0","314","1","0","11828","3140","0","0","0","0","0","0","0","0","0","0","3140","0","16581897","0","3140","0","252800","0","0","0","0","0","0","44","0","820104401","1418","200000001","オーク","0","3140","3140"
"1260","3140","0","0","0","0","0","314","1","0","12112","3140","0","0","0","0","0","0","0","0","0","0","3140","0","16535245","0","3140","0","251600","0","0","0","0","0","0","44","0","820104402","1890","200000001","ワイルドホーン","0","3140","3140"
"1575","3140","0","0","0","0","0","314","1","0","13369","3140","0","0","0","0","0","0","0","0","0","0","3140","0","16508995","0","3140","0","251200","0","0","0","0","0","0","44","0","820104403","1418","200000001","ゴブリンガード","0","3140","3140"
"3816","314","0","0","6","0","0","314","33","0","35425","314","0","24","0","0","12","0","0","0","0","0","314","0","14576680","6","314","0","605202","0","0","0","138","0","0","44","1","820104404","2383","200000001","リマのシャドウ","29","314","314"
"450","314","2126","0","5","0","0","314","33","0","0","314","0","50","0","0","0","0","0","0","86376","0","314","0","11355792","17","314","0","609401","0","0","0","0","0","0","44","1","820104405","530","200000001","グレアのシャドウ","37","314","314"
"1575","3140","0","0","0","0","0","314","1","0","13369","3140","0","0","0","0","0","0","0","0","0","0","3140","0","16559130","0","3140","0","251200","0","0","0","0","0","0","44","0","820104501","1418","200000001","ゴブリンガード","0","3140","3140"
"1260","3140","0","0","0","0","0","314","1","0","13444","3140","0","0","0","0","0","0","0","0","0","0","3140","0","16485102","0","3140","0","250100","0","0","0","0","0","0","44","0","820104502","1890","200000001","スパイククラブ","0","3140","3140"
