3c814dfc8bfc30a25ef93a9b704d21d749b7dc1394c8122533cceb47a1cab5c6,9265ae48d25ccf63ca772eea967ab2c21e1222274797104b4827cccbffb85842,ae693823e10bf0a790e4795103a3296c3084625d3eda5e6ed106e98e0e570927,c2b952a4fe26c9f13a5af7e31d75af47aa9a4b7acdd2d5d540db0c6e3f21ad3f,fe566203a3ce0719a39f9bd5fed2aeec8c8ac8eb2c18e2b3d3b0b3c88094a4ea,5fef879c179a9718f6e8d3e1610431ebd04448c18dd8ca1316584e0bf64b0f61,eebc4f223e447fe797b918f1a005341bd0802349721a4e3ee47064319fb1baab,25a5b2d0022070b594a6e8490ca399829b5f4d7893ff8bbc1fe0cadbac82b8bf,06a5d5c1c13f036df39e9621914c4ebe94e461dc1e0570d44842c8ff7af18b09,c66c6f3aabfe1c466c0c5abe49bb2d636344f9e34c20f7e9be40b2705ca2dd22,53208276a3c32da3e8cd9cbe85ab679350c8f42e065367d18cb76cd92e0edd4f
"13114005","","106511","13","","","","","13114","300",""
"13114006","","106611","13","","","","","13114","300",""
"13114007","0","500","31","0","1","","0","13114","500",""
"13114008","0","600","31","1","1","","0","13114","600",""
"13114009","0","602","31","0","1","","0","13114","602",""
"13114010","0","603","31","0","1","","0","13114","603",""
"13114011","60","604","31","1","1","","30","13114","604",""
"13114012","0","612","31","1","1","","0","13114","612",""
"13114013","0","700","31","0","1","","0","13114","700",""
"13114014","0","701","31","0","1","","0","13114","701",""
"13114015","0","702","31","0","1","","0","13114","702",""
"13114016","0","800","31","0","1","","0","13114","800",""
"13114017","60","913","31","1","1","","30","13114","913",""
"13114018","","1","93","","","","","13114","",""
"13114019","wac_birthday_reaction_03","106711","3","0.2","1","0.2","0","13114","wac_birthday_homare_reaction_05",""
"13114020","","0.1","93","","","","","13114","",""
"13114021","wac_birthday_reaction_03","106611","3","0.2","1","0.2","0","13114","wac_birthday_reaction_01",""
"13114022","","0.3","93","","","","","13114","",""
"13114023","","106511","3","0.2","","","1","13114","wac_birthday_run_01",""
"13114024","3","106511","2","","","","-70","13114","0",""
"13114025","","2.5","93","","","","","13114","",""
"13114026","","602","32","","","","","13114","1",""
"13114027","","0.6","93","","","","","13114","",""
"13114028","","500","32","","","","","13114","1",""
"13114029","","600","32","","","","","13114","0",""
"13114030","","612","32","","","","","13114","0",""
"13114031","","604","32","","","","","13114","0",""
"13114032","","701","32","","","","","13114","1",""
"13114033","0.01","913","33","","","","0","13114","0",""
"13114034","wac_birthday_wish_02","106511","3","0.2","1","0.2","0","13114","wac_birthday_blowout_01",""
"13114035","0.01","106511","2","","","","-330","13114","-200",""
"13114036","","106611","3","0.2","","","1","13114","wac_birthday_idle_doya",""
"13114037","0.01","106611","2","","","","-320","13114","180",""
"13114038","","106711","3","0.2","","","1","13114","wac_birthday_idle_normal",""
"13114039","0.01","106711","2","","","","-340","13114","320",""
"13114040","","0","93","","","","","13114","",""
"13114041","","800","32","","","","","13114","1",""
"13114042","","0.7","93","","","","","13114","",""
"13114043","","702","32","","","","","13114","1",""
"13114044","","0.5","93","","","","","13114","",""
"13114045","","se_common","23","","","","0","13114","se_sys_login_birthday_blow_candle",""
"13114046","","701","32","","","","","13114","0",""
"13114047","","0.4","93","","","","","13114","",""
"13114048","","se_common","23","","","","0","13114","se_sys_login_birthday_cracker",""
"13114049","","700","32","","","","","13114","1",""
"13114050","","se_common","23","","","","0","13114","se_sys_login_birthday_calendar_applause",""
"13114051","wac_birthday_idle_doya","106611","3","0.2","1","0.2","0","13114","wac_birthday_clap",""
"13114052","","0.1","93","","","","","13114","",""
"13114053","wac_birthday_idle_normal","106711","3","0.2","1","0.2","0","13114","wac_birthday_clap",""
"13114054","","2","93","","","","","13114","",""
"13114055","","1","131","","","","","13114","",""
"13114056","0","vo_wac_13114","21","","","","0","13114","vo_wac_13114_000",""
"13114057","1","106511","11","0","1","0","10","13114","おいおい、ずいぶんと立派な\nケーキじゃないか。\nもしかしてオレの誕生日だからって\nわざわざ用意してくれたのか？","0.5"
"13114058","","0","91","","","","","13114","",""
"13114059","","106511","3","0.2","","","1","13114","wac_birthday_idle_smile",""
"13114060","","106611","3","0.2","","","1","13114","wac_birthday_talk_doya",""
"13114061","0","vo_wac_13114","21","","","","0","13114","vo_wac_13114_001",""
"13114062","1","106611","11","0","1","0","10","13114","ふっふっふ、とーぜんですよ！\nさあさあカヤぴぃ！\n存分にあたしに感謝するがいいです！","0.5"
"13114063","","0","91","","","","","13114","",""
"13114064","","106611","3","0.2","","","1","13114","wac_birthday_idle_doya",""
"13114065","","106711","3","0.2","","","1","13114","wac_birthday_talk_smile",""
"13114066","0","vo_wac_13114","21","","","","0","13114","vo_wac_13114_002",""
"13114067","1","106711","11","0","1","0","10","13114","イノリちゃんは彼が準備してるのを\nつまみ食いしながら\n見てただけじゃなかったっけ？","0.5"
"13114068","","0","91","","","","","13114","",""
"13114069","","106711","3","0.2","","","1","13114","wac_birthday_idle_smile",""
"13114070","","106511","3","0.2","","","1","13114","wac_birthday_talk_doya",""
"13114071","0","vo_wac_13114","21","","","","0","13114","vo_wac_13114_003",""
"13114072","1","106511","11","0","1","0","10","13114","ハハッ、でもボスもイノリも\n手伝ってくれたんだろ？\nキミもありがとうな。おかげで\n忘れられない誕生日になりそうだ。","0.5"
"13114073","","0","91","","","","","13114","",""
"13114074","","0","22","","","","","13114","",""
"14114001","","bgm_M321","25","","","","","14114","bgm_M321_2C",""
"14114002","-1000","1","1","2","-70","0","250","14114","100911","wac_birthday_idle_normal"
"14114003","170","1","1","2","-260","1","256","14114","105611","wac_birthday_idle_smile"
"14114004","270","1","1","2","-310","1","259","14114","102711","wac_birthday_idle_normal"
"14114005","390","1","1","2","-270","1","257","14114","101311","wac_birthday_idle_kyapi"
"14114006","500","1","1","2","-310","1","258","14114","105111","wac_birthday_idle_wish"
"14114007","","100911","13","","","","","14114","300",""
"14114008","","105611","13","","","","","14114","300",""
"14114009","0","501","31","0","1","","0","14114","501",""
"14114010","0","600","31","1","1","","0","14114","600",""
"14114011","0","602","31","0","1","","0","14114","602",""
"14114012","0","603","31","0","1","","0","14114","603",""
"14114013","60","604","31","1","1","","30","14114","604",""
"14114014","0","613","31","1","1","","0","14114","613",""
"14114015","0","700","31","0","1","","0","14114","700",""
"14114016","0","701","31","0","1","","0","14114","701",""
"14114017","0","702","31","0","1","","0","14114","702",""
"14114018","0","800","31","0","1","","0","14114","800",""
"14114019","60","914","31","1","1","","30","14114","914",""
"14114020","","1","93","","","","","14114","",""
"14114021","wac_birthday_reaction_05","102711","3","0.2","1","0.2","0","14114","wac_birthday_reaction_03",""
"14114022","wac_birthday_reaction_03","105611","3","0.2","1","0.2","0","14114","wac_birthday_reaction_01",""
"14114023","","0.1","93","","","","","14114","",""
"14114024","wac_birthday_reaction_03","101311","3","0.2","1","0.2","0","14114","wac_birthday_reaction_05",""
"14114025","wac_birthday_reaction_05","105111","3","0.2","1","0.2","0","14114","wac_birthday_reaction_04",""
"14114026","","0.3","93","","","","","14114","",""
"14114027","","100911","3","0.2","","","1","14114","wac_birthday_anna_run_01",""
"14114028","3","100911","2","","","","-70","14114","0",""
"14114029","","2.5","93","","","","","14114","",""
"14114030","","602","32","","","","","14114","1",""
"14114031","","0.6","93","","","","","14114","",""
"14114032","","501","32","","","","","14114","1",""
"14114033","","600","32","","","","","14114","0",""
"14114034","","613","32","","","","","14114","0",""
"14114035","","604","32","","","","","14114","0",""
"14114036","","701","32","","","","","14114","1",""
"14114037","0.01","914","33","","","","0","14114","0",""
"14114038","wac_birthday_anna_wish_02","100911","3","0.2","1","0.2","0","14114","wac_birthday_blowout_01",""
"14114039","0.01","100911","2","","","","-330","14114","-200",""
"14114040","","105611","3","0.2","","","1","14114","wac_birthday_idle_smile",""
"14114041","0.01","105611","2","","","","-320","14114","150",""
"14114042","","102711","3","0.2","","","1","14114","wac_birthday_idle_normal",""
"14114043","0.01","102711","2","","","","-360","14114","260",""
"14114044","","101311","3","0.2","","","1","14114","wac_birthday_idle_kyapi",""
"14114045","0.01","101311","2","","","","-320","14114","380",""
"14114046","","105111","3","0.2","","","1","14114","wac_birthday_idle_wish",""
"14114047","0.01","105111","2","","","","-340","14114","480",""
"14114048","","0","93","","","","","14114","",""
"14114049","","800","32","","","","","14114","1",""
"14114050","","0.7","93","","","","","14114","",""
"14114051","","702","32","","","","","14114","1",""
"14114052","","0.5","93","","","","","14114","",""
"14114053","","se_common","23","","","","0","14114","se_sys_login_birthday_blow_candle",""
"14114054","","701","32","","","","","14114","0",""
"14114055","","0.4","93","","","","","14114","",""
"14114056","","se_common","23","","","","0","14114","se_sys_login_birthday_cracker",""
"14114057","","700","32","","","","","14114","1",""
"14114058","","se_common","23","","","","0","14114","se_sys_login_birthday_calendar_applause",""
"14114059","wac_birthday_idle_smile","105611","3","0.2","1","0.2","0","14114","wac_birthday_clap",""
"14114060","wac_birthday_idle_kyapi","101311","3","0.2","1","0.2","0","14114","wac_birthday_clap",""
"14114061","","0.1","93","","","","","14114","",""
"14114062","wac_birthday_idle_normal","102711","3","0.2","1","0.2","0","14114","wac_birthday_clap",""
"14114063","","0.1","93","","","","","14114","",""
"14114064","wac_birthday_idle_wish","105111","3","0.2","1","0.2","0","14114","wac_birthday_clap_to_wish",""
"14114065","","2","93","","","","","14114","",""
"14114066","","1","131","","","","","14114","",""
"14114067","0","vo_wac_14114","21","","","","0","14114","vo_wac_14114_000",""
"14114068","1","100911","11","0","1","0","10","14114","私の生誕祝い、だと……！？\nくっ、そのようなことをされたら、\n魔瞳の封印が解けてしまう！\nし、鎮まれ、鎮まりたまえ……！","0.5"
"14114069","","0","91","","","","","14114","",""
"14114070","","100911","3","0.2","","","1","14114","wac_birthday_idle_sad",""
"14114071","","105611","3","0.2","","","1","14114","wac_birthday_talk_smile",""
"14114072","0","vo_wac_14114","21","","","","0","14114","vo_wac_14114_001",""
"14114073","1","105611","11","0","1","0","10","14114","はは、その目に封印された\n誰かさんも、うれし涙は出るんだね？\n手間暇かけて、ケーキを\n準備したかいがあったよ。","0.5"
"14114074","","0","91","","","","","14114","",""
"14114075","","105611","3","0.2","","","1","14114","wac_birthday_idle_smile",""
"14114076","","100911","3","0.2","","","1","14114","wac_birthday_talk_anger",""
"14114077","0","vo_wac_14114","21","","","","0","14114","vo_wac_14114_002",""
"14114078","1","100911","11","0","1","0","10","14114","べ、別に泣いてなどいないぞっ！？\n今はちょっとその、顔についた\n絵の具を拭ってるだけで……！\n見られるのが恥ずかしいわけでは……","0.5"
"14114079","","0","91","","","","","14114","",""
"14114080","","100911","3","0.2","","","1","14114","wac_birthday_talk_smile",""
"14114081","0","vo_wac_14114","21","","","","0","14114","vo_wac_14114_003",""
"14114082","1","100911","11","0","1","0","10","14114","で、でもその……みんな、ありがとう！\n内なる封印が解かれそうなほどの……\n望外の喜びだ！　だから……\n大切に食べる！　味わって食べるぞ！","0.5"
"14114083","","0","91","","","","","14114","",""
"14114084","","0","22","","","","","14114","",""
"14314001","","bgm_M321","25","","","","","14314","bgm_M321_2C",""
"14314002","-1000","1","1","2","-70","0","250","14314","101711","wac_birthday_idle_normal"
"14314003","200","1","1","2","-270","1","256","14314","104311","wac_birthday_idle_normal"
"14314004","320","1","1","2","-310","1","258","14314","101011","wac_birthday_idle_wish"
"14314005","450","1","1","2","-290","1","257","14314","101411","wac_birthday_idle_smile"
"14314006","","101711","13","","","","","14314","300",""
"14314007","","104311","13","","","","","14314","300",""
"14314008","0","501","31","0","1","","0","14314","501",""
"14314009","0","600","31","1","1","","0","14314","600",""
"14314010","0","602","31","0","1","","0","14314","602",""
"14314011","0","603","31","0","1","","0","14314","603",""
"14314012","60","604","31","1","1","","30","14314","604",""
"14314013","0","613","31","1","1","","0","14314","613",""
"14314014","0","700","31","0","1","","0","14314","700",""
"14314015","0","701","31","0","1","","0","14314","701",""
"14314016","0","702","31","0","1","","0","14314","702",""
"14314017","0","800","31","0","1","","0","14314","800",""
"14314018","60","915","31","1","1","","30","14314","915",""
"14314019","","1","93","","","","","14314","",""
"14314020","wac_birthday_reaction_05","101011","3","0.2","1","0.2","0","14314","wac_birthday_reaction_03",""
"14314021","","0.1","93","","","","","14314","",""
"14314022","wac_birthday_reaction_03","104311","3","0.2","1","0.2","0","14314","wac_birthday_reaction_02",""
"14314023","wac_birthday_reaction_03","101411","3","0.2","1","0.2","0","14314","wac_birthday_reaction_01",""
"14314024","","0.3","93","","","","","14314","",""
"14314025","","101711","3","0.2","","","1","14314","wac_birthday_run_01",""
"14314026","3","101711","2","","","","-70","14314","0",""
"14314027","","2.5","93","","","","","14314","",""
"14314028","","602","32","","","","","14314","1",""
"14314029","","0.6","93","","","","","14314","",""
"14314030","","501","32","","","","","14314","1",""
"14314031","","600","32","","","","","14314","0",""
"14314032","","613","32","","","","","14314","0",""
"14314033","","604","32","","","","","14314","0",""
"14314034","","701","32","","","","","14314","1",""
"14314035","0.01","915","33","","","","0","14314","0",""
"14314036","wac_birthday_wish_02","101711","3","0.2","1","0.2","0","14314","wac_birthday_blowout_02",""
"14314037","0.01","101711","2","","","","-330","14314","-200",""
"14314038","","104311","3","0.2","","","1","14314","wac_birthday_idle_normal",""
"14314039","0.01","104311","2","","","","-320","14314","180",""
"14314040","","101011","3","0.2","","","1","14314","wac_birthday_idle_wish",""
"14314041","0.01","101011","2","","","","-360","14314","300",""
"14314042","","101411","3","0.2","","","1","14314","wac_birthday_idle_smile",""
"14314043","0.01","101411","2","","","","-340","14314","430",""
"14314044","","0","93","","","","","14314","",""
"14314045","","800","32","","","","","14314","1",""
"14314046","","0.7","93","","","","","14314","",""
"14314047","","702","32","","","","","14314","1",""
"14314048","","0.5","93","","","","","14314","",""
"14314049","","se_common","23","","","","0","14314","se_sys_login_birthday_blow_candle",""
"14314050","","701","32","","","","","14314","0",""
"14314051","","0.4","93","","","","","14314","",""
"14314052","","se_common","23","","","","0","14314","se_sys_login_birthday_cracker",""
"14314053","","700","32","","","","","14314","1",""
"14314054","","se_common","23","","","","0","14314","se_sys_login_birthday_calendar_applause",""
"14314055","wac_birthday_idle_normal","104311","3","0.2","1","0.2","0","14314","wac_birthday_clap",""
"14314056","","0.1","93","","","","","14314","",""
"14314057","wac_birthday_idle_wish","101011","3","0.2","1","0.2","0","14314","wac_birthday_clap_to_wish",""
"14314058","","0.1","93","","","","","14314","",""
"14314059","wac_birthday_idle_smile","101411","3","0.2","1","0.2","0","14314","wac_birthday_clap",""
"14314060","","2","93","","","","","14314","",""
"14314061","","1","131","","","","","14314","",""
"14314062","0","vo_wac_14314","21","","","","0","14314","vo_wac_14314_000",""
"14314063","1","101711","11","0","1","0","10","14314","わぁっ、この誕生日ケーキ……！\nみんなで作ってくれたさ～？\nこんなでっかいケーキ、\n見たことないさー！","0.5"
"14314064","","0","91","","","","","14314","",""
"14314065","","101711","3","0.2","","","1","14314","wac_birthday_idle_kyapi",""
"14314066","","104311","3","0.2","","","1","14314","wac_birthday_talk_doya",""
"14314067","0","vo_wac_14314","21","","","","0","14314","vo_wac_14314_001",""
"14314068","1","104311","11","0","1","0","10","14314","へへ、慣れないことしちまったけど、\nあたしもちょっと手伝ったんだぜ。\nその、いちご切ったりとかさ……\nほんのちょっとだけだけどな！","0.5"
"14314069","","0","91","","","","","14314","",""
"14314070","","104311","3","0.2","","","1","14314","wac_birthday_idle_doya",""
"14314071","","101711","3","0.2","","","1","14314","wac_birthday_talk_smile",""
"14314072","0","vo_wac_14314","21","","","","0","14314","vo_wac_14314_002",""
"14314073","1","101711","11","0","1","0","10","14314","えへへ、言葉にできないくらい\nうれしいさ～！　この気持ちを\nみんなに伝えるには……\n歌って踊るしかないさー！","0.5"
"14314074","","0","91","","","","","14314","",""
"14314075","","101711","3","0.2","","","1","14314","wac_birthday_talk_kyapi",""
"14314076","0","vo_wac_14314","21","","","","0","14314","vo_wac_14314_003",""
"14314077","1","101711","11","0","1","0","10","14314","ほら、みんなも歌ってほしいさ～！\nそうしてくれたら私、\n今までで一番の踊りを\n披露して見せるから！","0.5"
"14314078","","0","91","","","","","14314","",""
"14314079","","0","22","","","","","14314","",""
"14714001","","bgm_M321","25","","","","","14714","bgm_M321_2C",""
"14714002","-1000","1","1","2","-70","0","250","14714","105611","wac_birthday_idle_normal"
"14714003","170","1","1","2","-260","1","256","14714","100911","wac_birthday_idle_doya"
"14714004","250","1","1","2","-310","1","259","14714","105111","wac_birthday_idle_normal"
"14714005","370","1","1","2","-270","1","257","14714","102711","wac_birthday_idle_wish"
"14714006","500","1","1","2","-310","1","258","14714","101311","wac_birthday_idle_smile"
"14714007","","105611","13","","","","","14714","300",""
"14714008","","100911","13","","","","","14714","300",""
"14714009","0","501","31","0","1","","0","14714","501",""
"14714010","0","600","31","1","1","","0","14714","600",""
"14714011","0","602","31","0","1","","0","14714","602",""
"14714012","0","603","31","0","1","","0","14714","603",""
"14714013","60","604","31","1","1","","30","14714","604",""
"14714014","0","613","31","1","1","","0","14714","613",""
"14714015","0","700","31","0","1","","0","14714","700",""
"14714016","0","701","31","0","1","","0","14714","701",""
"14714017","0","702","31","0","1","","0","14714","702",""
"14714018","0","800","31","0","1","","0","14714","800",""
"14714019","60","916","31","1","1","","30","14714","916",""
"14714020","","1","93","","","","","14714","",""
"14714021","wac_birthday_reaction_04","105111","3","0.2","1","0.2","0","14714","wac_birthday_reaction_01",""
"14714022","wac_birthday_reaction_03","100911","3","0.2","1","0.2","0","14714","wac_birthday_reaction_02",""
"14714023","","0.1","93","","","","","14714","",""
"14714024","wac_birthday_reaction_03","102711","3","0.2","1","0.2","0","14714","wac_birthday_reaction_05",""
"14714025","wac_birthday_reaction_05","101311","3","0.2","1","0.2","0","14714","wac_birthday_reaction_03",""
"14714026","","0.3","93","","","","","14714","",""
"14714027","","105611","3","0.2","","","1","14714","wac_birthday_run_01",""
"14714028","3","105611","2","","","","-70","14714","0",""
"14714029","","2.5","93","","","","","14714","",""
"14714030","","602","32","","","","","14714","1",""
"14714031","","0.6","93","","","","","14714","",""
"14714032","","501","32","","","","","14714","1",""
"14714033","","600","32","","","","","14714","0",""
"14714034","","613","32","","","","","14714","0",""
"14714035","","604","32","","","","","14714","0",""
"14714036","","701","32","","","","","14714","1",""
"14714037","0.01","916","33","","","","0","14714","0",""
"14714038","wac_birthday_wish_01","105611","3","0.2","1","0.2","0","14714","wac_birthday_blowout_01",""
"14714039","0.01","105611","2","","","","-330","14714","-200",""
"14714040","","100911","3","0.2","","","1","14714","wac_birthday_idle_doya",""
"14714041","0.01","100911","2","","","","-320","14714","150",""
"14714042","","105111","3","0.2","","","1","14714","wac_birthday_idle_normal",""
"14714043","0.01","105111","2","","","","-360","14714","260",""
"14714044","","102711","3","0.2","","","1","14714","wac_birthday_idle_wish",""
"14714045","0.01","102711","2","","","","-320","14714","380",""
"14714046","","101311","3","0.2","","","1","14714","wac_birthday_idle_smile",""
"14714047","0.01","101311","2","","","","-340","14714","500",""
"14714048","","0","93","","","","","14714","",""
"14714049","","800","32","","","","","14714","1",""
"14714050","","0.7","93","","","","","14714","",""
"14714051","","702","32","","","","","14714","1",""
"14714052","","0.5","93","","","","","14714","",""
"14714053","","se_common","23","","","","0","14714","se_sys_login_birthday_blow_candle",""
"14714054","","701","32","","","","","14714","0",""
"14714055","","0.4","93","","","","","14714","",""
"14714056","","se_common","23","","","","0","14714","se_sys_login_birthday_cracker",""
"14714057","","700","32","","","","","14714","1",""
"14714058","","se_common","23","","","","0","14714","se_sys_login_birthday_calendar_applause",""
"14714059","wac_birthday_idle_doya","100911","3","0.2","1","0.2","0","14714","wac_birthday_clap",""
"14714060","wac_birthday_idle_wish","102711","3","0.2","1","0.2","0","14714","wac_birthday_clap_to_wish",""
"14714061","","0.1","93","","","","","14714","",""
"14714062","wac_birthday_idle_normal","105111","3","0.2","1","0.2","0","14714","wac_birthday_clap",""
"14714063","","0.1","93","","","","","14714","",""
"14714064","wac_birthday_idle_smile","101311","3","0.2","1","0.2","0","14714","wac_birthday_clap",""
"14714065","","2","93","","","","","14714","",""
"14714066","","1","131","","","","","14714","",""
"14714067","0","vo_wac_14714","21","","","","0","14714","vo_wac_14714_000",""
"14714068","1","105611","11","0","1","0","10","14714","おっと……こいつは驚いた。\nまさかこんな仕込みをしていたなんて。\nアンタらの誕生日は覚えてたが、\n自分のはすっかり忘れちまってたよ。","0.5"
"14714069","","0","91","","","","","14714","",""
"14714070","","105611","3","0.2","","","1","14714","wac_birthday_idle_smile",""
"14714071","","100911","3","0.2","","","1","14714","wac_birthday_talk_doya",""
"14714072","0","vo_wac_14714","21","","","","0","14714","vo_wac_14714_001",""
"14714073","1","100911","11","0","1","0","10","14714","ふっ、ルカには日ごろ世話になってる\nからな！　生誕を祝うのは当然だ！\nちなみに私はローソクを立てたぞ！\n見ろ、完璧なバランスだろう！？","0.5"
"14714074","","0","91","","","","","14714","",""
"14714075","","100911","3","0.2","","","1","14714","wac_birthday_idle_doya",""
"14714076","","105611","3","0.2","","","1","14714","wac_birthday_talk_smile",""
"14714077","0","vo_wac_14714","21","","","","0","14714","vo_wac_14714_002",""
"14714078","1","105611","11","0","1","0","10","14714","ああ、たしかに、こいつはすごい。\nまるで絵の中から飛び出してきた\nみたいじゃないか……ありがとう。\n大切にいただくとするよ。","0.5"
"14714079","","0","91","","","","","14714","",""
"14714080","","105611","3","0.2","","","1","14714","wac_birthday_talk_doya",""
"14714081","0","vo_wac_14714","21","","","","0","14714","vo_wac_14714_003",""
"14714082","1","105611","11","0","1","0","10","14714","そら、アンタたちも食べな。\nせっかく用意してくれた\nごちそうなんだ。みんなで\n景気よく楽しもうじゃないか♪","0.5"
"14714083","","0","91","","","","","14714","",""
"14714084","","0","22","","","","","14714","",""
"16114001","","bgm_M321","25","","","","","16114","bgm_M321_2C",""
"16114002","-1000","1","1","2","-70","0","250","16114","106811","wac_birthday_idle_normal"
"16114003","230","1","1","2","-270","1","256","16114","101111","wac_birthday_idle_smile"
"16114004","410","1","1","2","-310","1","257","16114","104911","wac_birthday_idle_normal"
"16114005","","106811","13","","","","","16114","300",""
"16114006","","101111","13","","","","","16114","300",""
"16114007","","104911","13","","","","","16114","300",""
"16114008","0","501","31","0","1","","0","16114","501",""
"16114009","0","600","31","1","1","","0","16114","600",""
"16114010","0","602","31","0","1","","0","16114","602",""
"16114011","0","603","31","0","1","","0","16114","603",""
"16114012","60","604","31","1","1","","30","16114","604",""
"16114013","0","613","31","1","1","","0","16114","613",""
"16114014","0","700","31","0","1","","0","16114","700",""
"16114015","0","701","31","0","1","","0","16114","701",""
"16114016","0","702","31","0","1","","0","16114","702",""
"16114017","0","800","31","0","1","","0","16114","800",""
"16114018","60","917","31","1","1","","30","16114","917",""
"16114019","","1","93","","","","","16114","",""
"16114020","wac_birthday_reaction_03","104911","3","0.2","1","0.2","0","16114","wac_birthday_reaction_05",""
"16114021","","0.1","93","","","","","16114","",""
"16114022","wac_birthday_reaction_05","101111","3","0.2","1","0.2","0","16114","wac_birthday_reaction_03",""
"16114023","","0.3","93","","","","","16114","",""
"16114024","","106811","3","0.2","","","1","16114","wac_birthday_run_01",""
"16114025","3","106811","2","","","","-70","16114","0",""
"16114026","","2.5","93","","","","","16114","",""
"16114027","","602","32","","","","","16114","1",""
"16114028","","0.6","93","","","","","16114","",""
"16114029","","501","32","","","","","16114","1",""
"16114030","","600","32","","","","","16114","0",""
"16114031","","613","32","","","","","16114","0",""
"16114032","","604","32","","","","","16114","0",""
"16114033","","701","32","","","","","16114","1",""
"16114034","0.01","917","33","","","","0","16114","0",""
"16114035","wac_birthday_wish_01","106811","3","0.2","1","0.2","0","16114","wac_birthday_blowout_01",""
"16114036","0.01","106811","2","","","","-330","16114","-200",""
"16114037","","101111","3","0.2","","","1","16114","wac_birthday_idle_smile",""
"16114038","0.01","101111","2","","","","-320","16114","180",""
"16114039","","104911","3","0.2","","","1","16114","wac_birthday_idle_normal",""
"16114040","0.01","104911","2","","","","-340","16114","320",""
"16114041","","0","93","","","","","16114","",""
"16114042","","800","32","","","","","16114","1",""
"16114043","","0.7","93","","","","","16114","",""
"16114044","","702","32","","","","","16114","1",""
"16114045","","0.5","93","","","","","16114","",""
"16114046","","se_common","23","","","","0","16114","se_sys_login_birthday_blow_candle",""
"16114047","","701","32","","","","","16114","0",""
"16114048","","0.4","93","","","","","16114","",""
"16114049","","se_common","23","","","","0","16114","se_sys_login_birthday_cracker",""
"16114050","","700","32","","","","","16114","1",""
"16114051","","se_common","23","","","","0","16114","se_sys_login_birthday_calendar_applause",""
"16114052","wac_birthday_idle_smile","101111","3","0.2","1","0.2","0","16114","wac_birthday_clap",""
"16114053","","0.1","93","","","","","16114","",""
"16114054","wac_birthday_idle_normal","104911","3","0.2","1","0.2","0","16114","wac_birthday_clap",""
"16114055","","2","93","","","","","16114","",""
"16114056","","1","131","","","","","16114","",""
"16114057","0","vo_wac_16114","21","","","","0","16114","vo_wac_16114_000",""
"16114058","1","106811","11","0","1","0","10","16114","これはこれは……驚いたね。\n立派なケーキじゃないか。\nわざわざ用意してくれたんだ？\n嬉しいことしてくれるねえ。","0.5"
"16114059","","0","91","","","","","16114","",""
"16114060","","106811","3","0.2","","","1","16114","wac_birthday_idle_normal",""
"16114061","","101111","3","0.2","","","1","16114","wac_birthday_talk_smile",""
"16114062","0","vo_wac_16114","21","","","","0","16114","vo_wac_16114_001",""
"16114063","1","101111","11","0","1","0","10","16114","マスターにはいつもお世話に\nなってますもんね♪\nお兄ちゃんと私たちみんなで\n作っちゃいました！","0.5"
"16114064","","0","91","","","","","16114","",""
"16114065","","101111","3","0.2","","","1","16114","wac_birthday_idle_smile",""
"16114066","","104911","3","0.2","","","1","16114","wac_birthday_talk_wish",""
"16114067","0","vo_wac_16114","21","","","","0","16114","vo_wac_16114_002",""
"16114068","1","104911","11","0","1","0","10","16114","クレープ屋さんで培った技術を\nふんだんにつぎ込んだ\nお姉ちゃんと弟くんとの愛の傑作だよ！\nさぁ、マスター。食べて食べて。","0.5"
"16114069","","0","91","","","","","16114","",""
"16114070","","104911","3","0.2","","","1","16114","wac_birthday_idle_wish",""
"16114071","","101111","3","0.2","","","1","16114","wac_birthday_talk_doya",""
"16114072","0","vo_wac_16114","21","","","","0","16114","vo_wac_16114_003",""
"16114073","1","101111","11","0","1","0","10","16114","妹も！　妹もいましたからね！\nお姉ちゃん！","0.5"
"16114074","","0","91","","","","","16114","",""
"16114075","","101111","3","0.2","","","1","16114","wac_birthday_idle_doya",""
"16114076","","106811","3","0.2","","","1","16114","wac_birthday_talk_smile",""
"16114077","0","vo_wac_16114","21","","","","0","16114","vo_wac_16114_004",""
"16114078","1","106811","11","0","1","0","10","16114","はは、これはアタシだけじゃあ\n食べきれないなあ。\nもちろん、手伝ってくれるん\nだよね、少年？","0.5"
"16114079","","0","91","","","","","16114","",""
"16114080","","0","22","","","","","16114","",""
"16414001","","bgm_M321","25","","","","","16414","bgm_M321_2C",""
"16414002","-1000","1","1","2","-70","0","250","16414","105311","wac_birthday_idle_normal"
"16414003","170","1","1","2","-260","1","256","16414","103011","wac_birthday_idle_doya"
"16414004","270","1","1","2","-310","1","259","16414","100811","wac_birthday_idle_smile"
"16414005","400","1","1","2","-270","1","257","16414","104511","wac_birthday_idle_normal"
"16414006","500","1","1","2","-310","1","258","16414","105511","wac_birthday_idle_wish"
"16414007","","105311","13","","","","","16414","300",""
"16414008","","103011","13","","","","","16414","300",""
"16414009","0","501","31","0","1","","0","16414","501",""
"16414010","0","600","31","1","1","","0","16414","600",""
"16414011","0","602","31","0","1","","0","16414","602",""
"16414012","0","603","31","0","1","","0","16414","603",""
"16414013","60","604","31","1","1","","30","16414","604",""
"16414014","0","613","31","1","1","","0","16414","613",""
"16414015","0","700","31","0","1","","0","16414","700",""
