236f7d207a0bc59eb07b37476dbe9ab61433f6d9123b1c425f6ff2d7a22aef49,294db284e760588267f294fda17f0699b22b3408ac9b05d61f79856c04c4cf9b,14433c45aa7a9ccbd2efa26e36fec4b1efb9d3b15f65868bd48ec223a0d3dd14,ce3417d4afa4441771dea12697fd903f3ca87d6bc94c3ceeb44820a6490402f0,a7ece90b9223824a33e6c61d12d2f5b6994dd56598b75388dd3de3a74c3557ba,0da21f77f6be894e991adb496b314564805154acb96cd49091ac917cfb87dcf8,9edb646b2f4fc513e5adcaf33bc8d05f2bb22360d7a0537213341d55a99bd903,0e1de620154da2fef88e56c30d9da108e9b5088a48546bbe7ccc65695faf6c0d,620c3c99ff444738e3c590b0f242ede76e719c01868f6aa9c5493478f7b5e766,0638f20a6411de00722426f17c955781a84931021f4be9d14db9e8a469729e92,ae91d1587bfb844fd1b60e0b60d88f6b7f382553931f5fac9530c98e51e95332,1721124bb45fd2e8ec136bc20963438da540af812257e1d229e47a87493dce08,b575531a11a31400832d4ff3d2de11457872135251fb2c4149cc61bdd5d75148,8b6d196dadbb5e77a6ac4a953f241cafa265807524a1b7b4d73d60bfcc3b84e6,0dfab695c6d7ad2ab26b19b9eafb3a5c9b7c365f59a0fd2dbcfc7dbfbb0a6f9c,3237b61d4f7b10008d3e2bf8bfdf6d302bd0d52b4a1f4822fb1d41c46c27948e,a1a7292e0264874a7d31fb7388e6acfba93fde118c40356ad031bb7fcd1273fa,082947c21856f2929b9bb59c037002a753a79a889956494a0e06b43523bda5b6,a7b0da6cc828d228cc3a067b8ac26957ec59d8e9c973bf8c449960fbffdef25d
"241716","0","0","0","0","35000000000","0","0","0","0","92417","0","0","2","90005","0","abyss_reward_icon_hiseki","20","0"
"241717","0","0","0","0","40000000000","0","0","0","0","92417","0","0","2","90005","0","abyss_reward_icon_hiseki","30","0"
"241718","0","0","0","0","50000000000","0","0","0","0","92417","0","0","2","90005","0","abyss_reward_icon_hiseki","50","0"
"241719","0","0","0","0","60000000000","0","0","0","0","92417","0","0","4","140001","0","abyss_reward_icon_piece_p_heart","50","0"
"241720","0","0","0","0","70000000000","0","0","0","0","92417","0","0","4","140001","0","abyss_reward_icon_piece_p_heart","50","0"
"250101","25015","25021","0","1000","1000000000","200","1000","2","2","92413","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"250102","25013","25011","0","1000","2000000000","1000","1000","2","2","92413","2","0","2","25021","0","abyss_reward_icon_astralshard","300","25012"
"250103","25015","25021","0","1000","3000000000","500","1000","2","2","92413","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"250104","25013","25011","0","1000","4000000000","1000","1000","2","2","92413","2","0","2","25021","0","abyss_reward_icon_astralshard","500","25012"
"250105","25015","25021","0","1000","5000000000","1000","1000","2","2","92413","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"250106","25013","25011","0","1000","6000000000","1000","1000","2","2","92413","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25012"
"250107","25015","25021","0","3000","7000000000","1000","3000","2","2","92413","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"250108","25013","25011","0","3000","8000000000","3000","3000","2","2","92413","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25012"
"250109","25015","25021","0","3000","9000000000","1000","3000","2","2","92413","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25014"
"250110","25012","25021","0","3000","10000000000","1000","3000","2","2","92413","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25011"
"250111","25015","25021","0","3000","12000000000","1000","3000","2","2","92413","2","0","2","25102","0","abyss_reward_icon_masterpieces_piece","10","25013"
"250112","25014","25011","0","3000","16000000000","3000","3000","2","2","92413","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25012"
"250113","25015","25013","0","3000","20000000000","3000","3000","2","2","92413","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25014"
"250114","25013","25011","0","3000","25000000000","3000","3000","2","2","92413","2","0","2","25021","0","abyss_reward_icon_astralshard","1000","25012"
"250115","0","0","0","0","30000000000","0","0","0","0","92413","0","0","2","90005","0","abyss_reward_icon_hiseki","10","0"
"250116","0","0","0","0","35000000000","0","0","0","0","92413","0","0","2","90005","0","abyss_reward_icon_hiseki","20","0"
"250117","0","0","0","0","40000000000","0","0","0","0","92413","0","0","2","90005","0","abyss_reward_icon_hiseki","30","0"
"250118","0","0","0","0","50000000000","0","0","0","0","92413","0","0","2","90005","0","abyss_reward_icon_hiseki","50","0"
"250119","0","0","0","0","60000000000","0","0","0","0","92413","0","0","4","140001","0","abyss_reward_icon_piece_p_heart","50","0"
"250120","0","0","0","0","70000000000","0","0","0","0","92413","0","0","4","140001","0","abyss_reward_icon_piece_p_heart","50","0"
