95186f666ac590a7683648a93e90847f2f3c387b589c2747f906f1b88438fb8e,7d63c6123688091b6b43b68c35dd400f09fe584cc78f4b6d93c5d8d53b15119a,ac3a87cf2a062fa513c982e275c3ad261daa3240a3e875804c72e399b977a7a6,4b63121e513294d660bf0c949af181f4a09f6e177efff2e1efebc88f61a349ba,de064882a15f98193bbce5632c54e02eb16ce77cbf64e47e22f6b43548fb3cab,86298da113700ea474c08825bcac2058177a7106a912b8f4063a0759b27f11e2,2b9313fa3d2c6b13f3f4549be8e14156356bc9c5853b18171d7d38760eaf4fc4,1e4b5d3baad9b0109098bceac37e573c39c09910d3911c162a38f7f112e9640d
"13034","bgm_M374","bgm_M374","34.デクスティア岩崖・西壁","2030/12/17 14:59:59","34.デクスティア\n　　　　　岩崖・西壁","2015/12/17 15:00:00","102"
"13035","bgm_M374","bgm_M374","35.デクスティア岩崖・東壁","2030/12/17 14:59:59","35.デクスティア\n　　　　　岩崖・東壁","2015/12/17 15:00:00","102"
"13063","bgm_MC001","bgm_MC001","63.アパレーユ街道・西側","2030/12/17 14:59:59","63.アパレーユ\n　　　　　街道・西側","2015/12/17 15:00:00","103"
"13064","bgm_MC001","bgm_MC001","64.アパレーユ街道・東側","2030/12/17 14:59:59","64.アパレーユ\n　　　　　街道・東側","2015/12/17 15:00:00","103"
"13065","bgm_MC001","bgm_MC001","65.キャッスル・オブ・パルフェ　城下町","2030/12/17 14:59:59","65.キャッスル・オブ・パルフェ\n　　　　　　城下町","2015/12/17 15:00:00","103"
"13067","bgm_MC079","bgm_MC079","67.渦炎密林","2030/12/17 14:59:59","67.渦炎密林","2015/12/17 15:00:00","104"
"13068","bgm_MC079","bgm_MC079","68.思索樹海","2030/12/17 14:59:59","68.思索樹海","2015/12/17 15:00:00","104"
"18001","","","聖跡調査クエスト","2030/12/17 14:59:59","聖跡調査クエスト","2015/12/17 15:00:00","0"
"19001","","","神殿調査クエスト","2030/12/17 14:59:00","神殿調査クエスト","2015/12/17 15:00:00","0"
"21001","","","マナクエスト","2030/12/17 14:59:59","マナクエスト","2015/12/17 15:00:00","0"
"21002","","","経験値クエスト","2030/12/17 14:59:59","経験値クエスト","2015/12/17 15:00:00","0"
