02395acef4bfcfae3859f451167a7fb6959b7510758103b4c22f19a5e73f6959,21e406b3c555efea6f963172dbd38dd2f591278bd28c052f9343573667440721,3955f5cc1bedf1b35e951aa0f167bbcbe0ebc8559863dbe6758c0a098a22d307,15f7c70ef08f1c8508411203bc44781ad989dc792b2ab08a23e19500c1682d77,330e9a8986236f5d638376bf6ebae068c668ee6974b1626267d055408fa0c82d,8770915f8e2dc1a14de0c3ca3b0e66ce0fe13bf4654af555dd00680222c7e444,9487ae934e1ebadc74126e2ffdbc53f4eb207657744980d4676a71214f09c611,33d433577723224da2780c9b556bfc647333dcc2b21415bd989b53dfd2926ad8,50ea9275bba473f4599f3190dc835b274941e7f61fadcd752403e375985d6080,c8caaa2c2c7add9f94fef47c2a84400a653a23f89c8bbb0c01462b99634b23b7,d825605f0439701c51e3edc83879f4e9383f16a68edac668ae749ce43a9e3fda
"63066","3","","0.2","1","1","","","5152063","empty",""
"63067","3","1","0.2","0","132011","","0","5152063","doya_in_sad","doya_talk_sad"
"63068","21","","","0","vo_rag","","","5152063","vo_rag_5009","0"
"63069","11","1","0","10","132011","0","0","5152063","これがアイドル…とても過酷だ\nところで…まだ他にも\n色々なタイソーがあるんだろう？","1"
"63070","91","","","0","0","","","5152063","","0"
"63071","3","","0.2","1","132011","","","5152063","doya_talk",""
"63072","21","","","0","vo_rag","","","5152063","vo_rag_5010","0"
"63073","11","1","0","10","132011","0","0","5152063","そちらもぜひご教授願いたいね\nああ、ボクは見ているだけで\n大丈夫だよ","1"
"63074","91","","","0","0","","","5152063","","0"
"63075","3","","0.2","1","132011","","","5152063","doya_idle",""
"63076","3","","0.2","1","131711","","","5152063","sad_talk_anger",""
"63077","21","","","0","vo_rag","","","5152063","vo_rag_5011","0"
"63078","11","1","0","10","131711","0","0","5152063","さすがは『強欲の魔女』\n体力は絶望的でも、\nその知的好奇心は無限なのね","1"
"63079","91","","","0","0","","","5152063","","0"
"63080","3","1","0.2","0","132011","","0","5152063","doya_to_doya","doya_idle_normal2"
"63081","3","1","0.2","0","131711","","0","5152063","cool_in_joy2","cool_talk_joy2"
"63082","23","","","0","se_10058300","","","5152063","se_10058300_emotion_isekai_1",""
"63083","12","0","","0.8","131711","","","5152063","10","0"
"63084","93","","","","1.5","","","5152063","0",""
"63085","3","","0.2","1","132011","","","5152063","sad_idle_surprise1",""
"63086","3","","0.2","0","131711","","","5152063","ames_idol_dance",""
"63087","93","","","","1.8","","","5152063","0",""
"63088","3","1","0.2","0","132011","","0","5152063","echidna_interest_in","echidna_interest_talk"
"63089","23","","","0","se_10058300","","","5152063","se_10058300_emotion_isekai_2",""
"63090","12","0","","2","132011","","","5152063","7","0"
"63091","93","","","","1.1","","","5152063","0",""
"63092","93","","","","0.5","","","5152063","0",""
"63093","101","","","","63094","","","5152063","",""
"63094","25","","","","bgm_MC173B","","","5152063","bgm_MC173B",""
"63095","22","","","","0","","","5152063","0",""
"64001","1","-295","1.55","110","1","idle_normal","1","5152064","102611","410"
"64002","1","-114","1.45","105","1","cool_idle","0","5152064","107811","176"
"64003","1","-179","1.5","106","1","joy_idle_normal","0","5152064","102311","12"
"64004","1","-116","1.45","105","1","idle_normal","0","5152064","110311","-177"
"64005","1","-258","1.55","107","1","wish_idle","0","5152064","102111","-226"
"64006","1","-260","1.55","107","1","idle_normal","0","5152064","131911","115"
"64007","1","-178","1.5","106","1","doya_idle","0","5152064","122811","-350"
"64008","1","-334","1.6","108","1","idle_normal","0","5152064","122911","-391"
"64009","1","-330","1.6","108","1","idle_normal","0","5152064","122711","-60"
"64010","13","","","","102611","","","5152064","210",""
"64011","13","","","","131911","","","5152064","207",""
"64012","13","","","","110311","","","5152064","205",""
"64013","13","","","","122711","","","5152064","208",""
"64014","13","","","","122811","","","5152064","206",""
"64015","13","","","","122911","","","5152064","208",""
"64016","13","","","","102111","","","5152064","207",""
"64017","13","","","","102311","","","5152064","206",""
"64018","13","","","","107811","","","5152064","205",""
"64019","5","-295","1.55","115","1","empty","1","5152064","11","410"
"64020","5","-260","1.55","131","1","empty","0","5152064","61","115"
"64021","5","-134","1.55","131","1","empty","0","5152064","62","146"
"64022","5","-295","1.55","132","1","empty","0","5152064","63","410"
"64023","5","-136","1.55","132","1","empty","0","5152064","64","-177"
"64024","31","1.3","1","0","1","","","5152064","1","40"
"64025","31","1","0","385","13","","","5152064","13","-235"
"64026","31","1","0","0","2","","","5152064","2","0"
"64027","31","1","1","0","3","","","5152064","3","0"
"64028","91","","","","0","","","5152064","0",""
"64029","37","","","","3","","","5152064","telop_4",""
"64030","102","","","0","0","","","5152064","0",""
"64031","93","","","","1","","","5152064","0",""
"64032","3","","0.2","1","102611","","","5152064","sad_talk_dead",""
"64033","21","","","0","vo_rag","","","5152064","vo_rag_3001","0"
"64034","11","1","0","10","102611","0","0","5152064","えぇ…うそ、めっちゃ来てるじゃん…\nこんな朝早くからご苦労さんだねぇ…","1"
"64035","91","","","0","0","","","5152064","","0"
"64036","3","","0.2","1","102611","","","5152064","talk_normal_surprise",""
"64037","21","","","0","vo_rag","","","5152064","vo_rag_3002","0"
"64038","11","1","0","10","102611","0","0","5152064","ほんとはやりたくないけど、\n体操はじめるよ～","1"
"64039","91","","","0","0","","","5152064","","0"
"64040","3","","0.2","1","102611","","","5152064","idle_normal",""
"64041","25","","","","bgm_MC175B","","","5152064","bgm_MC175B",""
"64042","32","","","","2","","","5152064","1",""
"64043","21","","","0","vo_rag","","","5152064","vo_rag_3003","0"
"64044","11","0","0","10","102611","2.2","0","5152064","まずはその場で跳躍～\nいち、に、さん…","1"
"64045","93","","","0","3.2","","","5152064","","0"
"64046","3","1","0.2","0","11","","0.2","5152064","gutara_jump3time","tired_idle"
"64047","3","1","0.2","0","102611","","0.2","5152064","gutara_jump3time","tired_idle"
"64048","93","","","0","0.1","","","5152064","","0"
"64049","3","1","0.2","0","131911","","0.2","5152064","jump3time","idle_normal"
"64050","3","1","0.2","0","122911","","0.2","5152064","jump3time","idle_normal"
"64051","3","1","0.2","0","102311","","0.2","5152064","jump3time","joy_idle_normal"
"64052","93","","","0","0.1","","","5152064","","0"
"64053","3","1","0.2","0","107811","","0.2","5152064","jump3time","idle_normal"
"64054","3","1","0.2","0","110311","","0.2","5152064","jump3time","idle_normal"
"64055","3","1","0.2","0","102111","","0.2","5152064","jump3time","wish_idle"
"64056","93","","","0","0.1","","","5152064","","0"
"64057","3","1","0.2","0","122811","","0.2","5152064","jump3time","doya_idle"
"64058","3","1","0.2","0","122711","","0.2","5152064","jump3time","idle_normal"
"64059","93","","","","2.1","","","5152064","0",""
"64060","23","","","0","se_10058300","","","5152064","se_10058300_isekai_breath",""
"64061","93","","","","1.7","","","5152064","0",""
"64062","91","","","0","64044","","","5152064","","0"
"64063","27","0","0","0.5","bgm_MC173B","","1","5152064","bgm_MC173B","0.5"
"64064","37","","","","2","","","5152064","out",""
"64065","21","","","0","vo_rag","","","5152064","vo_rag_3004","0"
"64066","11","1","0","10","102611","0","","5152064","…ふぅ、ちょっと休憩しよっか","1"
"64067","91","","","0","0","","","5152064","","0"
"64068","3","","0.2","1","107811","","","5152064","talk_normal_shy",""
"64069","21","","","0","vo_rag","","","5152064","vo_rag_3005","0"
"64070","11","1","0","10","107811","0","","5152064","いくら何でも早すぎるでしょ！？","1"
"64071","91","","","0","0","","","5152064","","0"
"64072","3","","0.2","1","107811","","","5152064","idle_normal_shy",""
"64073","24","","","","se_10058300_isekai_breath","","","5152064","0.3",""
"64074","3","","0.2","1","11","","","5152064","empty",""
"64075","3","","0.2","1","102611","","","5152064","talk_normal_joy",""
"64076","21","","","0","vo_rag","","","5152064","vo_rag_3006","0"
"64077","11","1","0","10","102611","0","","5152064","じゃあ次は横になって深呼吸～","1"
"64078","91","","","0","0","","","5152064","","0"
"64079","3","1","0.2","0","102611","","0","5152064","idle_to_layLongHair","gutara_sleepy_idle"
"64080","93","","","0","0.2","","","5152064","","0"
"64081","3","1","0.2","0","131911","","0","5152064","idle_to_layLongHair","gutara_breathLongHair_idle"
"64082","3","1","0.2","0","122911","","0","5152064","idle_to_layShortHair","gutara_breathShortHair_idle"
"64083","3","1","0.2","0","102311","","0","5152064","idle_to_layShortHair","gutara_breathShortHair_idle"
"64084","93","","","0","0.2","","","5152064","","0"
"64085","3","1","0.2","0","110311","","0","5152064","idle_to_layLongHair","gutara_breathLongHair_idle"
"64086","3","1","0.2","0","122711","","0","5152064","idle_to_layShortHair","gutara_breathShortHair_idle"
"64087","3","1","0.2","0","107811","","0","5152064","idle_to_layLongHair","gutara_breathLongHair_idle"
"64088","93","","","0","0.1","","","5152064","","0"
"64089","3","1","0.2","0","102111","","0","5152064","idle_to_layShortHair","gutara_breathShortHair_idle"
"64090","3","1","0.2","0","122811","","0","5152064","idle_to_layShortHair","gutara_breathShortHair_idle"
"64091","121","2.8","12","1","0","","","5152064","105","1"
"64092","93","","","0","2","","","5152064","","0"
"64093","12","0","50","1.5","102611","","-120","5152064","12","0"
"64094","93","","","0","1.5","","","5152064","","0"
"64095","3","1","0.2","0","102611","","0","5152064","gutara_sleep2_in","gutara_sleep2_idle"
"64096","93","","","0","1.5","","","5152064","","0"
"64097","32","","","","13","","","5152064","1",""
"64098","21","","","0","vo_rag","","","5152064","vo_rag_3007","0"
"64099","11","1","15","10","102611","0","-100","5152064","すぅ…むにゃむにゃ…","1"
"64100","91","","","0","0","","","5152064","","0"
"64101","23","","","0","se_10058300","","","5152064","se_10058300_gutara_sleep",""
"64102","4","","","","11","","","5152064","0",""
"64103","2","0","","-310","11","","","5152064","460","0"
"64104","3","","","0","11","","","5152064","gutara_sleep",""
"64105","3","1","0.2","0","107811","","0","5152064","gutara_surprise","gutara_sleep1_idle"
"64106","21","","","0","vo_rag","","","5152064","vo_rag_3008","0"
"64107","11","0","-15","10","107811","1.5","-40","5152064","ウソでしょ？　寝てる！？\nやだ、あたしまで眠くなってきた…","1"
"64108","93","","","","6.8","","","5152064","0",""
"64109","93","","","","0.5","","","5152064","0",""
"64110","23","","","0","se_10058300","","","5152064","se_10058300_gutara_sleep",""
"64111","3","","","0","62","","","5152064","gutara_sleep2",""
"64112","91","","","0","64107","","","5152064","","0"
"64113","3","1","0.2","0","122911","","0","5152064","gutara_sleep1ShortHair_in","gutara_sleep1_idle"
"64114","93","","","0","0.2","","","5152064","","0"
"64115","3","1","0.2","0","102311","","0","5152064","gutara_sleep1ShortHair_in","gutara_sleep1_idle"
"64116","93","","","0","0.2","","","5152064","","0"
"64117","3","1","0.2","0","122811","","0","5152064","gutara_sleep1ShortHair_in","gutara_sleep1_idle"
"64118","93","","","0","1.5","","","5152064","","0"
"64119","3","1","0.2","0","110311","","0","5152064","gutara_sleepy_in","gutara_sleep1_idle"
"64120","21","","","0","vo_rag","","","5152064","vo_rag_3009","0"
"64121","11","0","-40","10","110311","1.5","-110","5152064","今日は朝が早かったから…\nあたしも…ふあ……","1"
"64122","93","","","","7.4","","","5152064","0",""
"64123","23","","","0","se_10058300","","","5152064","se_10058300_gutara_sleep",""
"64124","3","","","0","64","","","5152064","gutara_sleep",""
"64125","91","","","0","64121","","","5152064","","0"
"64126","3","1","0.2","0","102111","","0","5152064","gutara_sleep1ShortHair_in","gutara_sleep1_idle"
"64127","93","","","0","0.2","","","5152064","","0"
"64128","3","1","0.2","0","122711","","0","5152064","gutara_sleep1ShortHair_in","gutara_sleep1_idle"
"64129","93","","","0","4","","","5152064","","0"
"64130","3","1","0.2","0","131911","","0","5152064","gutara_notice_in","gutara_notice_talk_shy"
"64131","21","","","0","vo_rag","","","5152064","vo_rag_3010","0"
"64132","11","1","-15","10","131911","0","-50","5152064","え、みんな寝ちゃったの！？\nびっくり仰天だわ\nみんなを起こさないと…","1"
"64133","91","","","0","0","","","5152064","","0"
"64134","3","1","0.2","0","131911","","0","5152064","gutara_notice_to_notice","gutara_notice_talk_dead"
"64135","21","","","0","vo_rag","","","5152064","vo_rag_3011","0"
"64136","11","1","-15","10","131911","0","-50","5152064","ふわぁ……\nあれ、どうしてかしら、\n私まで急に眠く…すぅ","1"
"64137","91","","","0","0","","","5152064","","0"
"64138","3","1","0.2","0","131911","","0","5152064","gutara_notice_out","gutara_sleep1_idle"
"64139","93","","","0","0.5","","","5152064","","0"
"64140","23","","","0","se_10058300","","","5152064","se_10058300_gutara_sleep",""
"64141","3","","","0","61","","","5152064","gutara_sleep",""
"64142","93","","","0","1.3","","","5152064","","0"
"64143","23","","","0","se_10058300","","","5152064","se_10058300_gutara_sleep",""
"64144","2","0","","-305","64","","","5152064","-205","0"
"64145","3","","","0","64","","","5152064","gutara_sleep2",""
"64146","93","","","0","1.3","","","5152064","","0"
"64147","23","","","0","se_10058300","","","5152064","se_10058300_gutara_sleep",""
"64148","2","0","","-190","62","","","5152064","-300","0"
"64149","3","","","0","62","","","5152064","gutara_sleep",""
"64150","93","","","0","2","","","5152064","","0"
"64151","93","","","","0.5","","","5152064","0",""
"64152","101","","","","64153","","","5152064","",""
"64153","25","","","","bgm_MC173B","","","5152064","bgm_MC173B",""
"64154","22","","","","0","","","5152064","0",""
"65001","1","-280","1.55","109","1","idle_normal","1","5152065","127111","335"
"65002","1","-179","1.5","105","1","wish_idle_normal","0","5152065","132111","-252"
"65003","5","-163","1.5","104","4","doya_idle","0","5152065","4","-74"
"65004","1","-264","1.55","107","1","idle_normal","0","5152065","131911","29"
"65005","1","-304","1.55","109","1","wish_idle_normal","0","5152065","126911","-346"
"65006","1","-285","1.55","108","1","idle_normal","0","5152065","113111","-150"
"65007","5","-280","1.5","110","6","ghost_dokuro_idle","1","5152065","6","1000"
"65008","6","0","0","1","6","","0","5152065","1","1"
"65009","5","-178","1.5","106","7","idle_normal","0","5152065","7","-507"
"65010","6","0","0","1","7","","0","5152065","1","1"
"65011","13","","","","127111","","","5152065","209",""
"65012","13","","","","132111","","","5152065","205",""
"65013","13","","","","4","","","5152065","204",""
"65014","13","","","","131911","","","5152065","207",""
"65015","13","","","","126911","","","5152065","209",""
"65016","13","","","","113111","","","5152065","208",""
"65017","31","1.03","1","0","1","","","5152065","1","0"
"65018","31","1","0","-507","14","","","5152065","14","-178"
"65019","31","1.03","0","0","16","","","5152065","16","0"
"65020","31","1","0","0","2","","","5152065","2","0"
"65021","31","1","1","0","3","","","5152065","3","0"
"65022","31","1","0","1000","15","","","5152065","15","-130"
"65023","91","","","","0","","","5152065","0",""
"65024","37","","","","3","","","5152065","telop_5",""
"65025","102","","","0","0","","","5152065","0",""
"65026","93","","","","1","","","5152065","0",""
"65027","3","","0.2","1","127111","","","5152065","talk_normal",""
"65028","21","","","0","vo_rag","","","5152065","vo_rag_4001","0"
"65029","11","1","0","10","127111","0","0","5152065","本日の体操のお手本を\n務めさせていただくシノブです","1"
"65030","91","","","0","0","","","5152065","","0"
"65031","3","","0.2","1","127111","","","5152065","talk_normal",""
"65032","21","","","0","vo_rag","","","5152065","vo_rag_4002","0"
"65033","11","1","0","10","127111","0","0","5152065","そちらのあなたも一緒にどうぞ\nそれでは始めましょう。いちに、いち…","1"
"65034","91","","","0","0","","","5152065","","0"
"65035","32","","","","2","","","5152065","1",""
"65036","25","","","","bgm_MC175C","","","5152065","bgm_MC175C",""
"65037","93","","","","0.5","","","5152065","0",""
"65038","3","","0.3","1","127111","","","5152065","radio_stretch1_loop",""
"65039","93","","","","0.1","","","5152065","0",""
"65040","3","","0.2","1","132111","","","5152065","radio_stretch1_loop",""
"65041","3","","0.2","1","4","","","5152065","radio_stretch1_loop",""
"65042","3","","0.2","1","131911","","","5152065","radio_stretch1_loop",""
"65043","3","","0.2","1","126911","","","5152065","radio_stretch1_loop",""
"65044","3","","0.2","1","113111","","","5152065","radio_stretch1_loop",""
"65045","3","","0.2","1","7","","","5152065","radio_stretch1_loop",""
"65046","93","","","","1","","","5152065","0",""
"65047","32","","","","16","","","5152065","1",""
"65048","32","","","","14","","","5152065","1",""
"65049","93","","","","0.7","","","5152065","0",""
"65050","121","2.8","12","1","65","","","5152065","0","1"
"65051","93","","","","1","","","5152065","0",""
"65052","6","1","1","1","7","","0","5152065","1","1"
"65053","93","","","","2.2","","","5152065","0",""
"65054","3","1","0.2","0","131911","","0","5152065","ghost_stretch1_turn","sad_talkR"
"65055","21","","","0","vo_rag","","","5152065","vo_rag_4003","0"
"65056","11","0","0","10","131911","0.5","50","5152065","ええと、そっちには誰も…\nきゃあっ！","1"
"65057","93","","","","2.5","","","5152065","0",""
"65058","3","1","0.2","0","131911","","0","5152065","shock_inR","shock_loopR"
"65059","93","","","","2.1","","","5152065","0",""
"65060","91","","","0","65056","","","5152065","","0"
"65061","3","","0.2","0","131911","","","5152065","ghost_stretch2_turn",""
"65062","93","","","","0.4","","","5152065","0",""
"65063","3","","0.2","1","127111","","","5152065","radio_stretch2R_loop",""
"65064","93","","","","0.1","","","5152065","0",""
"65065","3","","0.2","1","132111","","","5152065","radio_stretch2_loop",""
"65066","3","","0.2","1","4","","","5152065","radio_stretch2_loop",""
"65067","3","","0.2","1","131911","","","5152065","radio_stretch2_loop_faceBlue",""
"65068","3","","0.2","1","126911","","","5152065","radio_stretch2_loop",""
"65069","3","","0.2","1","113111","","","5152065","radio_stretch2_loop_faceBlue",""
"65070","3","","0.2","1","7","","","5152065","radio_stretch2_loop",""
"65071","21","","","0","vo_rag","","","5152065","vo_rag_4004","0"
"65072","11","0","0","10","113111","0.5","50","5152065","お、おいおい、勘弁しとくれよ…","1"
"65073","93","","","","6.6","","","5152065","0",""
"65074","21","","","0","vo_rag","","","5152065","vo_rag_4005","0"
"65075","11","0","0","10","127111","0.5","0","5152065","はい、その調子です","1"
"65076","93","","","","3.4","","","5152065","0",""
"65077","37","","","","14","","","5152065","spread",""
"65078","93","","","","0.3","","","5152065","0",""
"65079","3","","0.2","1","127111","","","5152065","radio_stretch1_loop_surprise1",""
"65080","93","","","","0.1","","","5152065","0",""
"65081","3","","0.2","1","132111","","","5152065","radio_stretch1_loop_faceBlue",""
"65082","3","","0.2","1","4","","","5152065","radio_stretch1_loop",""
"65083","3","","0.2","1","131911","","","5152065","radio_stretch1_loop_faceBlue",""
"65084","3","","0.2","1","126911","","","5152065","radio_stretch1_loop",""
"65085","3","","0.2","1","113111","","","5152065","radio_stretch1_loop_faceBlue",""
"65086","3","","0.2","1","7","","","5152065","radio_stretch1_loop",""
"65087","23","","","0","se_10058300","","","5152065","se_10058300_ghost_cold",""
"65088","93","","","","1","","","5152065","0",""
"65089","21","","","0","vo_rag","","","5152065","vo_rag_4006","0"
"65090","11","0","0","10","132111","0.5","0","5152065","ひゃっ！　ね、姉様…","1"
"65091","93","","","","4.6","","","5152065","0",""
"65092","21","","","0","vo_rag","","","5152065","vo_rag_4007","0"
"65093","11","0","0","10","127111","0.5","0","5152065","にーにっ、さんし…","1"
"65094","93","","","","3.7","","","5152065","0",""
"65095","93","","","","1.1","","","5152065","0",""
"65096","91","","","0","0","","","5152065","","0"
"65097","3","","0.2","1","127111","","","5152065","radio_stretch2R_loop",""
"65098","93","","","","0.1","","","5152065","0",""
"65099","3","","0.2","1","132111","","","5152065","radio_stretch2_loop_faceBlue",""
"65100","3","","0.2","1","4","","","5152065","radio_stretch2_loop",""
"65101","3","","0.2","1","131911","","","5152065","radio_stretch2_loop_faceBlue",""
"65102","3","","0.2","1","126911","","","5152065","radio_stretch2_loop",""
"65103","3","","0.2","1","113111","","","5152065","radio_stretch2_loop_faceBlue",""
"65104","3","","0.2","1","7","","","5152065","radio_stretch2_loop",""
"65105","21","","","0","vo_rag","","","5152065","vo_rag_4008","0"
"65106","11","0","0","10","4","0.5","0","5152065","風よ\n風の仕業に決まってるわ\nタイソーに集中なさい、レム","1"
"65107","93","","","","5.1","","","5152065","0",""
"65108","93","","","","0","","","5152065","0",""
"65109","32","","","","15","","","5152065","1",""
"65110","33","11","","-130","15","","","5152065","197","0.8"
"65111","2","11","","-280","6","","","5152065","197","0.8"
"65112","23","","","0","se_10058300","","","5152065","se_10058300_ghost_soul",""
"65113","93","","","","0.5","","","5152065","0",""
"65114","3","1","0.2","0","131911","","0","5152065","shock_jump","escape"
"65115","3","1","0.2","0","113111","","0","5152065","shock_jump","escape"
"65116","21","","","0","vo_rag","","","5152065","vo_rag_4010","0"
"65117","11","0","20","20","131911","0.8","80","5152065","きゃああぁー！","0"
"65118","21","","","1","vo_rag","","","5152065","vo_rag_4011","0"
"65119","11","0","-20","20","113111","0","80","5152065","ひ、ひいいいぃー！？","0"
"65120","93","","","","0.3","","","5152065","0",""
"65121","4","","","","6","","","5152065","0",""
"65122","93","","","","0.7","","","5152065","0",""
"65123","2","0","","-264","131911","","","5152065","-1050","2"
"65124","2","0","","-285","113111","","","5152065","-1229","2"
"65125","37","","","","2","","","5152065","out",""
"65126","37","","","","16","","","5152065","out",""
"65127","37","","","","14","","","5152065","out",""
"65128","27","0","0","0.5","bgm_MC173B","","1","5152065","bgm_MC173B","0.5"
"65129","3","","0.2","1","7","","","5152065","idle_normal",""
"65130","6","0","1.2","1","7","","0","5152065","1","1"
"65131","3","","0.2","1","127111","","","5152065","sad_idle_normal",""
"65132","93","","","","0.1","","","5152065","0",""
"65133","3","","0.2","1","132111","","","5152065","idle_normal_surprise1",""
"65134","3","","0.2","1","4","","","5152065","idle_normal_surprise1",""
"65135","3","","0.2","1","126911","","","5152065","idle_normal",""
"65136","93","","","","0.1","","","5152065","0",""
"65137","6","1","1","1","6","","0","5152065","1","1"
"65138","93","","","","2","","","5152065","0",""
"65139","21","","","0","vo_rag","","","5152065","vo_rag_4009","0"
"65140","11","1","0","10","6","0","20","5152065","おーい、シノブ…\n捜したんだぞ","1"
"65141","91","","","","0","","","5152065","",""
"65142","3","","0.2","1","127111","","","5152065","sad_talk_talk2",""
"65143","3","1","0.2","0","6","","0","5152065","ghost_dokuro_turn","ghost_dokuro_idleR"
"65144","21","","","0","vo_rag","","","5152065","vo_rag_4012","0"
"65145","11","1","0","10","127111","0","0","5152065","さあ、気を取り直して\n体操を続けましょう","1"
"65146","91","","","0","65145","","","5152065","","0"
"65147","3","","0.2","1","127111","","","5152065","radio_stretch1_loop_surprise1",""
"65148","93","","","","0.1","","","5152065","0",""
"65149","3","","0.2","1","132111","","","5152065","radio_stretch1_loop",""
"65150","3","","0.2","1","4","","","5152065","radio_stretch1_loop",""
"65151","3","","0.2","1","126911","","","5152065","radio_stretch1_loop",""
"65152","93","","","","2.5","","","5152065","0",""
"65153","93","","","","0.5","","","5152065","0",""
"65154","101","","","","65155","","","5152065","",""
"65155","25","","","","bgm_MC173B","","","5152065","bgm_MC173B",""
"65156","22","","","","0","","","5152065","0",""
"65157","22","","","","1","","","5152065","0",""
"66001","1","-259","1.55","108","1","idle_normal","0","5152066","131911","-151"
"66002","1","-295","1.55","110","1","wish_idle_normal","0","5152066","132111","-460"
"66003","5","-277","1.55","109","4","doya_idle","0","5152066","4","-305"
"66004","1","-258","1.55","105","1","idle_normal","1","5152066","107511","89"
"66005","1","-297","1.55","107","1","wish_idle_normal","1","5152066","107611","407"
"66006","1","-278","1.55","106","1","cool_idle","1","5152066","107811","245"
"66007","1","-142","1.45","103","1","wish_idle_normal","1","5152066","126911","329"
"66008","1","-158","1.45","104","1","idle_normal","1","5152066","110311","479"
"66009","1","-132","1.45","102","1","sad_idle_normal","1","5152066","113511","178"
"66010","5","-259","1.55","107","5","empty","0","5152066","5","-151"
"66011","5","120","0.75","210","2","empty","0","5152066","2","15"
"66012","13","","","","131911","","","5152066","208",""
"66013","13","","","","132111","","","5152066","210",""
"66014","13","","","","4","","","5152066","209",""
"66015","13","","","","107511","","","5152066","205",""
"66016","13","","","","107611","","","5152066","207",""
"66017","13","","","","107811","","","5152066","206",""
"66018","13","","","","126911","","","5152066","203",""
"66019","13","","","","110311","","","5152066","204",""
"66020","13","","","","113511","","","5152066","202",""
"66021","31","1","1","0","1","","","5152066","1","0"
"66022","31","1","0","0","4","","","5152066","4","0"
"66023","31","1","0","0","2","","","5152066","2","0"
"66024","31","1","1","0","3","","","5152066","3","0"
"66025","31","1","0","0","17","","","5152066","17","0"
"66026","91","","","","0","","","5152066","0",""
"66027","37","","","","3","","","5152066","telop_6",""
"66028","102","","","0","0","","","5152066","0",""
"66029","93","","","","1","","","5152066","0",""
"66030","3","","0.2","1","131911","","","5152066","talk_normal_joy",""
"66031","21","","","0","vo_rag","","","5152066","vo_rag_1001","0"
"66032","11","1","-10","10","131911","0","5","5152066","それじゃあみんな、\nラジーオタイソーをはじめるわ！","1"
"66033","91","","","0","66032","","","5152066","","0"
"66034","3","","0.2","1","131911","","","5152066","idle_normal_joy",""
"66035","3","1","0.2","0","132111","","0","5152066","gutsB_in","gutsB_idle"
"66036","3","1","0.2","0","4","","0","5152066","cool_in_talk2","cool_talk_talk2"
"66037","3","1","0.2","0","107511","","0","5152066","handsup_in","handsup_loop"
"66038","3","","0.2","1","107611","","","5152066","wish_talk",""
"66039","3","","0.2","1","126911","","","5152066","wish2_idle",""
"66040","3","","0.2","1","110311","","","5152066","joy_idle",""
"66041","3","1","0.2","0","107811","","0","5152066","doya_in","doya_idle_normal2"
"66042","3","","0.2","1","113511","","","5152066","wish_talk_joy_shy",""
"66043","93","","","0","2.5","","","5152066","","0"
"66044","25","","","","bgm_MC175A","","","5152066","bgm_MC175A",""
"66045","32","","","","2","","","5152066","1",""
"66046","3","","0.2","1","132111","","","5152066","wish_idle_normal",""
"66047","3","","0.2","1","4","","","5152066","doya_idle",""
"66048","3","","0.2","1","107511","","","5152066","idle_normal",""
"66049","3","","0.2","1","107611","","","5152066","wish_idle_normal",""
"66050","3","","0.2","1","126911","","","5152066","cool_idle",""
"66051","3","","0.2","1","110311","","","5152066","wish_idle_normal",""
"66052","3","","0.2","1","107811","","","5152066","idle_normal",""
"66053","3","","0.2","1","113511","","","5152066","sad_idle_normal",""
"66054","21","","","0","vo_rag","","","5152066","vo_rag_1002","0"
"66055","11","0","-10","10","131911","0.5","5","5152066","まずはぴょんぴょん跳ねて\n全身をほぐしていきます","1"
"66056","93","","","","0.5","","","5152066","0",""
"66057","3","","0.2","1","131911","","","5152066","radio_jump_loop_normal2",""
"66058","93","","","0","1.6","","","5152066","","0"
"66059","3","","0.2","1","132111","","","5152066","radio_jump_loop",""
"66060","3","","0.2","1","4","","","5152066","radio_jump_loop_talk2",""
"66061","93","","","0","0.1","","","5152066","","0"
"66062","3","","0.2","1","107511","","","5152066","radio_jump_loop",""
"66063","3","","0.2","1","107611","","","5152066","radio_jump_loop",""
"66064","3","","0.2","1","126911","","","5152066","radio_jump_loop",""
"66065","3","","0.2","1","110311","","","5152066","radio_jump_loop",""
"66066","3","","0.2","1","107811","","","5152066","radio_jump_loop",""
"66067","3","","0.2","1","113511","","","5152066","radio_jump_loop",""
"66068","93","","","","3","","","5152066","0",""
"66069","91","","","0","66055","","","5152066","","0"
"66070","21","","","0","vo_rag","","","5152066","vo_rag_1003","0"
"66071","11","0","-10","10","4","0.5","5","5152066","ただ跳ねるだけでも\n案外疲れるものね","1"
"66072","93","","","","3.2","","","5152066","0",""
"66073","91","","","0","66071","","","5152066","","0"
"66074","93","","","","1.5","","","5152066","0",""
"66075","3","","0.3","1","131911","","","5152066","idle_normal",""
"66076","3","","0.3","1","132111","","","5152066","wish_talk",""
"66077","3","","0.3","1","4","","","5152066","cool_idle",""
"66078","93","","","","0.1","","","5152066","0",""
"66079","3","","0.3","1","107511","","","5152066","idle_normal",""
"66080","3","","0.3","1","107611","","","5152066","wish_idle",""
"66081","3","","0.3","1","126911","","","5152066","wish_idle_normal",""
"66082","3","","0.3","1","110311","","","5152066","idle_normal",""
"66083","3","","0.3","1","107811","","","5152066","cool_idle",""
"66084","3","","0.3","1","113511","","","5152066","sad_idle_normal",""
