388edfca383aa5d3c177400adf741a834d4b7a2c79e62363f1590bbcf4480adb,c767934f8e1b03dbaa2de99c7b48514ad0d8366912c278cf06c48419a84cb2c7,f546c91d72fb2be47d467d3c7b3794a808640a56776cbe18c351ec0b6583416d,f5543fc263c454b39bbec1230d8d65294c2a5d332369755350b02c4d962d141b,1c020f5ec8fe08110c0af2b0620b822bb31ca0403257a97000b58a78961addf9,1a1cdffd6705c678fb101192ed59e534c1381685e5ac023bc59b7816ebbcf9d3,633ef7ef555f9e8dad790b41b6edc8ebd337772e70d0051dab70690e7384ff2f,035fee06aa9b334b3c236ed4db444d28aaeba09dc2b0d2bee99fb0a1637b79ff
"34.デクスティア岩崖・西壁","2030/12/17 14:59:59","bgm_M374","34.デクスティア\n　　　　　岩崖・西壁","bgm_M374","102","2015/12/17 15:00:00","13034"
"35.デクスティア岩崖・東壁","2030/12/17 14:59:59","bgm_M374","35.デクスティア\n　　　　　岩崖・東壁","bgm_M374","102","2015/12/17 15:00:00","13035"
"63.アパレーユ街道・西側","2030/12/17 14:59:59","bgm_MC001","63.アパレーユ\n　　　　　街道・西側","bgm_MC001","103","2015/12/17 15:00:00","13063"
"64.アパレーユ街道・東側","2030/12/17 14:59:59","bgm_MC001","64.アパレーユ\n　　　　　街道・東側","bgm_MC001","103","2015/12/17 15:00:00","13064"
"65.キャッスル・オブ・パルフェ　城下町","2030/12/17 14:59:59","bgm_MC001","65.キャッスル・オブ・パルフェ\n　　　　　　城下町","bgm_MC001","103","2015/12/17 15:00:00","13065"
"67.渦炎密林","2030/12/17 14:59:59","bgm_MC079","67.渦炎密林","bgm_MC079","104","2015/12/17 15:00:00","13067"
"68.思索樹海","2030/12/17 14:59:59","bgm_MC079","68.思索樹海","bgm_MC079","104","2015/12/17 15:00:00","13068"
"聖跡調査クエスト","2030/12/17 14:59:59","","聖跡調査クエスト","","0","2015/12/17 15:00:00","18001"
"神殿調査クエスト","2030/12/17 14:59:00","","神殿調査クエスト","","0","2015/12/17 15:00:00","19001"
"マナクエスト","2030/12/17 14:59:59","","マナクエスト","","0","2015/12/17 15:00:00","21001"
"経験値クエスト","2030/12/17 14:59:59","","経験値クエスト","","0","2015/12/17 15:00:00","21002"
