157a5cf40749da94f6402d12a8be067ef4387e88d4047897123d368b4245c885,fead988cee6ec46c473a53c57bbf2ebfcf13398603ef1c1631b90807d98ee399,0366a6e8d969091e8b222623e91148850b54862787f3412843fa0ac416b3d4ff,04961cbd84921021542d3f01c5ae204772ec8fc4536a5d18abb548367c52faa3,a88b757babae7a94cef780470f7c983858e04d582353995b114f66db5cf955de,706cb54e58e6f9e077379975c398ec0e60538536f01974603e4d528c5f5ff4cd,c1c13090fe343019d70090f5b2466fbae8c0bde510e8943ac35792b87f7ba92d,2168263679f9492bcbfa7ec9aaf8cf5d4ad088a12002d349593e0d58d5183ddd,ee4c2d693d4c29eba39db30344306dde7d48eb421840c18b1a9bca155582bf0c,31477f9f0bf1e14fa652ea737e7bbcae9905933d0fd2b3d03cf50e86bae32076,3ee53925ff342fe83ae2b91acb2527b98a7adf5e2c742be3c5acd220e0154c1c
"","0","","","vo_wac_10914","10914","21","","0","vo_wac_10914_001","10914062"
"0.5","10","1","0","105411","10914","11","0","1","私としてはカルミナだけでお祝いしても\nよかったんですけどね。\n騎士さんがどうしても一緒に\nお祝いしたいと言うので……","10914063"
"","","","","0","10914","91","","","","10914064"
"","1","","0.2","105411","10914","3","","","wac_birthday_idle_doya","10914065"
"","1","","0.2","102911","10914","3","","","wac_birthday_talk_smile","10914066"
"","0","","","vo_wac_10914","10914","21","","0","vo_wac_10914_002","10914067"
"0.5","10","1","0","102911","10914","11","0","1","ふふっ、ツムギだって本当は\nキミが来るのを楽しみにしてたんだよ？\n私もチカの誕生日をみんなで\nお祝いできてうれしいよ♪","10914068"
"","","","","0","10914","91","","","","10914069"
"","1","","0.2","102911","10914","3","","","wac_birthday_idle_smile","10914070"
"","1","","0.2","104211","10914","3","","","wac_birthday_talk_wish","10914071"
"","0","","","vo_wac_10914","10914","21","","0","vo_wac_10914_003","10914072"
"0.5","10","1","0","104211","10914","11","0","1","こんな素敵なケーキまで……\nあなたも手伝ってくれたんですね。\nいつも私たちのために色々と……\n本当にありがとうございます♪","10914073"
"","","","","0","10914","91","","","","10914074"
"","","","","0","10914","22","","","","10914075"
"","","","","bgm_M321","11214","25","","","bgm_M321_2C","11214001"
"wac_birthday_idle_normal","250","-70","2","1","11214","1","0","-1000","104011","11214002"
"wac_birthday_idle_wish","256","-270","2","1","11214","1","1","230","101511","11214003"
"wac_birthday_idle_smile","257","-310","2","1","11214","1","1","410","101211","11214004"
"","","","","104011","11214","13","","","300","11214005"
"","","","","101511","11214","13","","","300","11214006"
"","","","","101211","11214","13","","","300","11214007"
"","0","1","0","500","11214","31","","0","500","11214008"
"","0","1","1","600","11214","31","","0","600","11214009"
"","0","1","0","602","11214","31","","0","602","11214010"
"","0","1","0","603","11214","31","","0","603","11214011"
"","30","1","1","604","11214","31","","60","604","11214012"
"","0","1","1","612","11214","31","","0","612","11214013"
"","0","1","0","700","11214","31","","0","700","11214014"
"","0","1","0","701","11214","31","","0","701","11214015"
"","0","1","0","702","11214","31","","0","702","11214016"
"","0","1","0","800","11214","31","","0","800","11214017"
"","30","1","1","910","11214","31","","60","910","11214018"
"","","","","1","11214","93","","","","11214019"
"","0","1","0.2","101211","11214","3","0.2","wac_birthday_reaction_03","wac_birthday_reaction_05","11214020"
"","","","","0.1","11214","93","","","","11214021"
"","0","1","0.2","101511","11214","3","0.2","wac_birthday_reaction_04","wac_birthday_reaction_01","11214022"
"","","","","0.3","11214","93","","","","11214023"
"","1","","0.2","104011","11214","3","","","wac_birthday_run_01","11214024"
"","-70","","","104011","11214","2","","3","0","11214025"
"","","","","2.5","11214","93","","","","11214026"
"","","","","602","11214","32","","","1","11214027"
"","","","","0.6","11214","93","","","","11214028"
"","","","","500","11214","32","","","1","11214029"
"","","","","600","11214","32","","","0","11214030"
"","","","","612","11214","32","","","0","11214031"
"","","","","604","11214","32","","","0","11214032"
"","","","","701","11214","32","","","1","11214033"
"","0","","","910","11214","33","","0.01","0","11214034"
"","0","1","0.2","104011","11214","3","0.2","wac_birthday_wish_01","wac_birthday_blowout_03","11214035"
"","-330","","","104011","11214","2","","0.01","-200","11214036"
"","1","","0.2","101511","11214","3","","","wac_birthday_idle_wish","11214037"
"","-320","","","101511","11214","2","","0.01","180","11214038"
"","1","","0.2","101211","11214","3","","","wac_birthday_idle_smile","11214039"
"","-340","","","101211","11214","2","","0.01","320","11214040"
"","","","","0","11214","93","","","","11214041"
"","","","","800","11214","32","","","1","11214042"
"","","","","0.7","11214","93","","","","11214043"
"","","","","702","11214","32","","","1","11214044"
"","","","","0.5","11214","93","","","","11214045"
"","0","","","se_common","11214","23","","","se_sys_login_birthday_blow_candle","11214046"
"","","","","701","11214","32","","","0","11214047"
"","","","","0.4","11214","93","","","","11214048"
"","0","","","se_common","11214","23","","","se_sys_login_birthday_cracker","11214049"
"","","","","700","11214","32","","","1","11214050"
"","0","","","se_common","11214","23","","","se_sys_login_birthday_calendar_applause","11214051"
"","0","1","0.2","101511","11214","3","0.2","wac_birthday_idle_wish","wac_birthday_clap_to_wish","11214052"
"","","","","0.1","11214","93","","","","11214053"
"","0","1","0.2","101211","11214","3","0.2","wac_birthday_idle_smile","wac_birthday_clap","11214054"
"","","","","2","11214","93","","","","11214055"
"","","","","1","11214","131","","","","11214056"
"","0","","","vo_wac_11214","11214","21","","0","vo_wac_11214_000","11214057"
"0.5","10","1","0","104011","11214","11","0","1","おや？　このケーキは\nそれにみなさん集まって……\nいったいどうしたんですか？","11214058"
"","","","","0","11214","91","","","","11214059"
"","1","","0.2","104011","11214","3","","","wac_birthday_idle_normal","11214060"
"","1","","0.2","101511","11214","3","","","wac_birthday_talk_smile","11214061"
"","0","","","vo_wac_11214","11214","21","","0","vo_wac_11214_001","11214062"
"0.5","10","1","0","101511","11214","11","0","1","もちろん、アオイちゃんの\nお誕生日を祝うためよ♪","11214063"
"","","","","0","11214","91","","","","11214064"
"","1","","0.2","101511","11214","3","","","wac_birthday_idle_smile","11214065"
"","1","","0.2","101211","11214","3","","","wac_birthday_talk_kyapi","11214066"
"","0","","","vo_wac_11214","11214","21","","0","vo_wac_11214_002","11214067"
"0.5","10","1","0","101211","11214","11","0","1","そうだよー♪\nみんなでバッチリ準備したんだ！\nさあ、食べて食べて！","11214068"
"","","","","0","11214","91","","","","11214069"
"","1","","0.2","101211","11214","3","","","wac_birthday_idle_kyapi","11214070"
"","1","","0.2","104011","11214","3","","","wac_birthday_talk_wish","11214071"
"","0","","","vo_wac_11214","11214","21","","0","vo_wac_11214_003","11214072"
"0.5","10","1","0","104011","11214","11","0","1","ぼっちの私なんかのために……\nあなたが他のお二人を\n誘ってくれたんですね！\nあ、ああ、ありがとうございます！","11214073"
"","","","","0","11214","91","","","","11214074"
"","","","","0","11214","22","","","","11214075"
"","","","","bgm_M321","11514","25","","","bgm_M321_2C","11514001"
"wac_birthday_idle_normal","250","-70","2","1","11514","1","0","-1000","102111","11514002"
"wac_birthday_idle_smile","256","-270","2","1","11514","1","1","200","102311","11514003"
"wac_birthday_idle_normal","258","-310","2","1","11514","1","1","320","102511","11514004"
"wac_birthday_idle_doya","257","-290","2","1","11514","1","1","450","102811","11514005"
"","","","","102111","11514","13","","","300","11514006"
"","","","","102311","11514","13","","","300","11514007"
"","0","1","0","500","11514","31","","0","500","11514008"
"","0","1","1","600","11514","31","","0","600","11514009"
"","0","1","0","602","11514","31","","0","602","11514010"
"","0","1","0","603","11514","31","","0","603","11514011"
"","30","1","1","604","11514","31","","60","604","11514012"
"","0","1","1","612","11514","31","","0","612","11514013"
"","0","1","0","700","11514","31","","0","700","11514014"
"","0","1","0","701","11514","31","","0","701","11514015"
"","0","1","0","702","11514","31","","0","702","11514016"
"","0","1","0","800","11514","31","","0","800","11514017"
"","30","1","1","911","11514","31","","60","911","11514018"
"","","","","1","11514","93","","","","11514019"
"","0","1","0.2","102511","11514","3","0.2","wac_birthday_reaction_03","wac_birthday_reaction_01","11514020"
"","","","","0.1","11514","93","","","","11514021"
"","0","1","0.2","102311","11514","3","0.2","wac_birthday_reaction_03","wac_birthday_reaction_01","11514022"
"","0","1","0.2","102811","11514","3","0.2","wac_birthday_reaction_04","wac_birthday_reaction_05","11514023"
"","","","","0.3","11514","93","","","","11514024"
"","1","","0.2","102111","11514","3","","","wac_birthday_run_01","11514025"
"","-70","","","102111","11514","2","","3","0","11514026"
"","","","","2.5","11514","93","","","","11514027"
"","","","","602","11514","32","","","1","11514028"
"","","","","0.6","11514","93","","","","11514029"
"","","","","500","11514","32","","","1","11514030"
"","","","","600","11514","32","","","0","11514031"
"","","","","612","11514","32","","","0","11514032"
"","","","","604","11514","32","","","0","11514033"
"","","","","701","11514","32","","","1","11514034"
"","0","","","911","11514","33","","0.01","0","11514035"
"","0","1","0.2","102111","11514","3","0.2","wac_birthday_wish_04","wac_birthday_blowout_03","11514036"
"","-330","","","102111","11514","2","","0.01","-200","11514037"
"","1","","0.2","102311","11514","3","","","wac_birthday_idle_smile","11514038"
"","-320","","","102311","11514","2","","0.01","180","11514039"
"","1","","0.2","102511","11514","3","","","wac_birthday_idle_normal","11514040"
"","-360","","","102511","11514","2","","0.01","290","11514041"
"","1","","0.2","102811","11514","3","","","wac_birthday_idle_doya","11514042"
"","-340","","","102811","11514","2","","0.01","430","11514043"
"","","","","0","11514","93","","","","11514044"
"","","","","800","11514","32","","","1","11514045"
"","","","","0.7","11514","93","","","","11514046"
"","","","","702","11514","32","","","1","11514047"
"","","","","0.5","11514","93","","","","11514048"
"","0","","","se_common","11514","23","","","se_sys_login_birthday_blow_candle","11514049"
"","","","","701","11514","32","","","0","11514050"
"","","","","0.4","11514","93","","","","11514051"
"","0","","","se_common","11514","23","","","se_sys_login_birthday_cracker","11514052"
"","","","","700","11514","32","","","1","11514053"
"","0","","","se_common","11514","23","","","se_sys_login_birthday_calendar_applause","11514054"
"","0","1","0.2","102311","11514","3","0.2","wac_birthday_idle_smile","wac_birthday_clap","11514055"
"","","","","0.1","11514","93","","","","11514056"
"","0","1","0.2","102511","11514","3","0.2","wac_birthday_idle_normal","wac_birthday_clap","11514057"
"","","","","0.1","11514","93","","","","11514058"
"","0","1","0.2","102811","11514","3","0.2","wac_birthday_idle_doya","wac_birthday_clap","11514059"
"","","","","2","11514","93","","","","11514060"
"","","","","1","11514","131","","","","11514061"
"","0","","","vo_wac_11514","11514","21","","0","vo_wac_11514_000","11514062"
"0.5","10","1","0","102111","11514","11","0","1","ひゃうっ……！\nび、びっくりしましたぁ……！\n立派なケーキに飾り付け……\nこれって、私の誕生日パーティ……？","11514063"
"","","","","0","11514","91","","","","11514064"
"","1","","0.2","102111","11514","3","","","wac_birthday_idle_wish","11514065"
"","1","","0.2","102311","11514","3","","","wac_birthday_talk_smile","11514066"
"","0","","","vo_wac_11514","11514","21","","0","vo_wac_11514_001","11514067"
"0.5","10","1","0","102311","11514","11","0","1","えへへ、クルミによろこんでほしくて\nサプライズの準備をしてたんだ！\nケーキもママ・サレンとスズメと\nお兄ちゃんにも手伝ってもらったよ！","11514068"
"","","","","0","11514","91","","","","11514069"
"","1","","0.2","102311","11514","3","","","wac_birthday_idle_smile","11514070"
"","1","","0.2","102111","11514","3","","","wac_birthday_talk_sad","11514071"
"","0","","","vo_wac_11514","11514","21","","0","vo_wac_11514_002","11514072"
"0.5","10","1","0","102111","11514","11","0","1","覚えていてくれただけでうれしいのに、\nこんなに豪華な用意までしてもらって……","11514073"
"","","","","0","11514","91","","","","11514074"
"","1","","0.2","102111","11514","3","","","wac_birthday_talk_wish","11514075"
"","0","","","vo_wac_11514","11514","21","","0","vo_wac_11514_003","11514076"
"0.5","10","1","0","102111","11514","11","0","1","アヤネちゃん、みんな……！\nそれにお兄ちゃん……！\n今日は本当にありがとう……！\n私、とっても幸せだよ……♪","11514077"
"","","","","0","11514","91","","","","11514078"
"","","","","0","11514","22","","","","11514079"
"","","","","bgm_M321","12314","25","","","bgm_M321_2C","12314001"
"wac_birthday_idle_normal","250","-70","2","1","12314","1","0","-1000","106311","12314002"
"wac_birthday_idle_normal","256","-280","2","1","12314","1","1","310","118511","12314003"
"","","","","106311","12314","13","","","300","12314004"
"","","","","118511","12314","13","","","300","12314005"
"","0","1","0","500","12314","31","","0","500","12314006"
"","0","1","1","600","12314","31","","0","600","12314007"
"","0","1","0","602","12314","31","","0","602","12314008"
"","0","1","0","603","12314","31","","0","603","12314009"
"","30","1","1","604","12314","31","","60","604","12314010"
"","0","1","1","612","12314","31","","0","612","12314011"
"","0","1","0","700","12314","31","","0","700","12314012"
"","0","1","0","701","12314","31","","0","701","12314013"
"","0","1","0","702","12314","31","","0","702","12314014"
"","0","1","0","800","12314","31","","0","800","12314015"
"","30","1","1","912","12314","31","","60","912","12314016"
"","","","","1","12314","93","","","","12314017"
"","0","1","0.2","118511","12314","3","0.2","wac_birthday_reaction_03","wac_birthday_reaction_05","12314018"
"","","","","0.4","12314","93","","","","12314019"
"","1","","0.2","106311","12314","3","","","wac_birthday_run_01","12314020"
"","-70","","","106311","12314","2","","3","0","12314021"
"","","","","2.5","12314","93","","","","12314022"
"","","","","602","12314","32","","","1","12314023"
"","","","","0.6","12314","93","","","","12314024"
"","","","","500","12314","32","","","1","12314025"
"","","","","600","12314","32","","","0","12314026"
"","","","","612","12314","32","","","0","12314027"
"","","","","604","12314","32","","","0","12314028"
"","","","","701","12314","32","","","1","12314029"
"","0","","","912","12314","33","","0.01","0","12314030"
"","0","1","0.2","106311","12314","3","0.2","wac_birthday_wish_01","wac_birthday_blowout_01","12314031"
"","-330","","","106311","12314","2","","0.01","-200","12314032"
"","1","","0.2","118511","12314","3","","","wac_birthday_idle_normal","12314033"
"","-330","","","118511","12314","2","","0.01","200","12314034"
"","","","","0","12314","93","","","","12314035"
"","","","","800","12314","32","","","1","12314036"
"","","","","0.7","12314","93","","","","12314037"
"","","","","702","12314","32","","","1","12314038"
"","","","","0.5","12314","93","","","","12314039"
"","0","","","se_common","12314","23","","","se_sys_login_birthday_blow_candle","12314040"
"","","","","701","12314","32","","","0","12314041"
"","","","","0.4","12314","93","","","","12314042"
"","0","","","se_common","12314","23","","","se_sys_login_birthday_cracker","12314043"
"","","","","700","12314","32","","","1","12314044"
"","0","","","se_common","12314","23","","","se_sys_login_birthday_calendar_applause","12314045"
"","0","1","0.2","118511","12314","3","0.2","wac_birthday_idle_normal","wac_birthday_clap","12314046"
"","","","","2.1","12314","93","","","","12314047"
"","","","","1","12314","131","","","","12314048"
"","0","","","vo_wac_12314","12314","21","","0","vo_wac_12314_000","12314049"
"0.5","10","1","0","106311","12314","11","0","1","このケーキ、もしかして……！\nあのっ、そのっ……\nあ……ありがとございましゅっ！！","12314050"
"","","","","0","12314","91","","","","12314051"
"","1","","0.2","106311","12314","3","","","wac_birthday_idle_sad","12314052"
"","1","","0.2","118511","12314","3","","","wac_birthday_talk_smile","12314053"
"","0","","","vo_wac_12314","12314","21","","0","vo_wac_12314_001","12314054"
"0.5","10","1","0","118511","12314","11","0","1","ふふっ……\nそんなに喜んでもらえるなんて、\nサプライズ大成功ですね♪","12314055"
"","","","","0","12314","91","","","","12314056"
"","1","","0.2","118511","12314","3","","","wac_birthday_idle_smile","12314057"
"","1","","0.2","106311","12314","3","","","wac_birthday_talk_sad","12314058"
"","0","","","vo_wac_12314","12314","21","","0","vo_wac_12314_002","12314059"
"0.5","10","1","0","106311","12314","11","0","1","うぅ……はずかしい……\nここぞって時にかんじゃうなんて……\nでもそうなんです。本当にうれしくて！\nカリンさんに感謝してます！","12314060"
"","","","","0","12314","91","","","","12314061"
"","1","","0.2","106311","12314","3","","","wac_birthday_talk_smile","12314062"
"","0","","","vo_wac_12314","12314","21","","0","vo_wac_12314_003","12314063"
"0.5","10","1","0","106311","12314","11","0","1","それから、あなたも……\nこんな風にお祝いしてもらえるなんて、\n胸がいっぱいであふれちゃいそうだよ！\nあの！　また今度、森を案内させてね！","12314064"
"","","","","0","12314","91","","","","12314065"
"","","","","0","12314","22","","","","12314066"
"","","","","bgm_M321","13114","25","","","bgm_M321_2C","13114001"
"wac_birthday_idle_normal","250","-70","2","1","13114","1","0","-1000","106511","13114002"
"wac_birthday_idle_doya","256","-270","2","1","13114","1","1","230","106611","13114003"
"wac_birthday_idle_normal","257","-310","2","1","13114","1","1","370","106711","13114004"
"","","","","106511","13114","13","","","300","13114005"
"","","","","106611","13114","13","","","300","13114006"
"","0","1","0","500","13114","31","","0","500","13114007"
"","0","1","1","600","13114","31","","0","600","13114008"
"","0","1","0","602","13114","31","","0","602","13114009"
"","0","1","0","603","13114","31","","0","603","13114010"
"","30","1","1","604","13114","31","","60","604","13114011"
"","0","1","1","612","13114","31","","0","612","13114012"
"","0","1","0","700","13114","31","","0","700","13114013"
"","0","1","0","701","13114","31","","0","701","13114014"
"","0","1","0","702","13114","31","","0","702","13114015"
"","0","1","0","800","13114","31","","0","800","13114016"
"","30","1","1","913","13114","31","","60","913","13114017"
"","","","","1","13114","93","","","","13114018"
"","0","1","0.2","106711","13114","3","0.2","wac_birthday_reaction_03","wac_birthday_homare_reaction_05","13114019"
"","","","","0.1","13114","93","","","","13114020"
"","0","1","0.2","106611","13114","3","0.2","wac_birthday_reaction_03","wac_birthday_reaction_01","13114021"
"","","","","0.3","13114","93","","","","13114022"
"","1","","0.2","106511","13114","3","","","wac_birthday_run_01","13114023"
"","-70","","","106511","13114","2","","3","0","13114024"
"","","","","2.5","13114","93","","","","13114025"
"","","","","602","13114","32","","","1","13114026"
"","","","","0.6","13114","93","","","","13114027"
"","","","","500","13114","32","","","1","13114028"
"","","","","600","13114","32","","","0","13114029"
"","","","","612","13114","32","","","0","13114030"
"","","","","604","13114","32","","","0","13114031"
"","","","","701","13114","32","","","1","13114032"
"","0","","","913","13114","33","","0.01","0","13114033"
"","0","1","0.2","106511","13114","3","0.2","wac_birthday_wish_02","wac_birthday_blowout_01","13114034"
"","-330","","","106511","13114","2","","0.01","-200","13114035"
"","1","","0.2","106611","13114","3","","","wac_birthday_idle_doya","13114036"
"","-320","","","106611","13114","2","","0.01","180","13114037"
"","1","","0.2","106711","13114","3","","","wac_birthday_idle_normal","13114038"
"","-340","","","106711","13114","2","","0.01","320","13114039"
"","","","","0","13114","93","","","","13114040"
"","","","","800","13114","32","","","1","13114041"
"","","","","0.7","13114","93","","","","13114042"
"","","","","702","13114","32","","","1","13114043"
"","","","","0.5","13114","93","","","","13114044"
"","0","","","se_common","13114","23","","","se_sys_login_birthday_blow_candle","13114045"
"","","","","701","13114","32","","","0","13114046"
"","","","","0.4","13114","93","","","","13114047"
"","0","","","se_common","13114","23","","","se_sys_login_birthday_cracker","13114048"
"","","","","700","13114","32","","","1","13114049"
"","0","","","se_common","13114","23","","","se_sys_login_birthday_calendar_applause","13114050"
"","0","1","0.2","106611","13114","3","0.2","wac_birthday_idle_doya","wac_birthday_clap","13114051"
"","","","","0.1","13114","93","","","","13114052"
"","0","1","0.2","106711","13114","3","0.2","wac_birthday_idle_normal","wac_birthday_clap","13114053"
"","","","","2","13114","93","","","","13114054"
"","","","","1","13114","131","","","","13114055"
"","0","","","vo_wac_13114","13114","21","","0","vo_wac_13114_000","13114056"
"0.5","10","1","0","106511","13114","11","0","1","おいおい、ずいぶんと立派な\nケーキじゃないか。\nもしかしてオレの誕生日だからって\nわざわざ用意してくれたのか？","13114057"
"","","","","0","13114","91","","","","13114058"
"","1","","0.2","106511","13114","3","","","wac_birthday_idle_smile","13114059"
"","1","","0.2","106611","13114","3","","","wac_birthday_talk_doya","13114060"
"","0","","","vo_wac_13114","13114","21","","0","vo_wac_13114_001","13114061"
"0.5","10","1","0","106611","13114","11","0","1","ふっふっふ、とーぜんですよ！\nさあさあカヤぴぃ！\n存分にあたしに感謝するがいいです！","13114062"
"","","","","0","13114","91","","","","13114063"
"","1","","0.2","106611","13114","3","","","wac_birthday_idle_doya","13114064"
"","1","","0.2","106711","13114","3","","","wac_birthday_talk_smile","13114065"
"","0","","","vo_wac_13114","13114","21","","0","vo_wac_13114_002","13114066"
"0.5","10","1","0","106711","13114","11","0","1","イノリちゃんは彼が準備してるのを\nつまみ食いしながら\n見てただけじゃなかったっけ？","13114067"
"","","","","0","13114","91","","","","13114068"
"","1","","0.2","106711","13114","3","","","wac_birthday_idle_smile","13114069"
"","1","","0.2","106511","13114","3","","","wac_birthday_talk_doya","13114070"
"","0","","","vo_wac_13114","13114","21","","0","vo_wac_13114_003","13114071"
"0.5","10","1","0","106511","13114","11","0","1","ハハッ、でもボスもイノリも\n手伝ってくれたんだろ？\nキミもありがとうな。おかげで\n忘れられない誕生日になりそうだ。","13114072"
"","","","","0","13114","91","","","","13114073"
"","","","","0","13114","22","","","","13114074"
"","","","","bgm_M321","14114","25","","","bgm_M321_2C","14114001"
"wac_birthday_idle_normal","250","-70","2","1","14114","1","0","-1000","100911","14114002"
"wac_birthday_idle_smile","256","-260","2","1","14114","1","1","170","105611","14114003"
"wac_birthday_idle_normal","259","-310","2","1","14114","1","1","270","102711","14114004"
"wac_birthday_idle_kyapi","257","-270","2","1","14114","1","1","390","101311","14114005"
"wac_birthday_idle_wish","258","-310","2","1","14114","1","1","500","105111","14114006"
"","","","","100911","14114","13","","","300","14114007"
"","","","","105611","14114","13","","","300","14114008"
"","0","1","0","501","14114","31","","0","501","14114009"
"","0","1","1","600","14114","31","","0","600","14114010"
"","0","1","0","602","14114","31","","0","602","14114011"
"","0","1","0","603","14114","31","","0","603","14114012"
"","30","1","1","604","14114","31","","60","604","14114013"
"","0","1","1","613","14114","31","","0","613","14114014"
"","0","1","0","700","14114","31","","0","700","14114015"
"","0","1","0","701","14114","31","","0","701","14114016"
"","0","1","0","702","14114","31","","0","702","14114017"
"","0","1","0","800","14114","31","","0","800","14114018"
"","30","1","1","914","14114","31","","60","914","14114019"
"","","","","1","14114","93","","","","14114020"
"","0","1","0.2","102711","14114","3","0.2","wac_birthday_reaction_05","wac_birthday_reaction_03","14114021"
"","0","1","0.2","105611","14114","3","0.2","wac_birthday_reaction_03","wac_birthday_reaction_01","14114022"
"","","","","0.1","14114","93","","","","14114023"
"","0","1","0.2","101311","14114","3","0.2","wac_birthday_reaction_03","wac_birthday_reaction_05","14114024"
"","0","1","0.2","105111","14114","3","0.2","wac_birthday_reaction_05","wac_birthday_reaction_04","14114025"
"","","","","0.3","14114","93","","","","14114026"
"","1","","0.2","100911","14114","3","","","wac_birthday_anna_run_01","14114027"
"","-70","","","100911","14114","2","","3","0","14114028"
"","","","","2.5","14114","93","","","","14114029"
"","","","","602","14114","32","","","1","14114030"
"","","","","0.6","14114","93","","","","14114031"
"","","","","501","14114","32","","","1","14114032"
"","","","","600","14114","32","","","0","14114033"
"","","","","613","14114","32","","","0","14114034"
"","","","","604","14114","32","","","0","14114035"
"","","","","701","14114","32","","","1","14114036"
"","0","","","914","14114","33","","0.01","0","14114037"
"","0","1","0.2","100911","14114","3","0.2","wac_birthday_anna_wish_02","wac_birthday_blowout_01","14114038"
"","-330","","","100911","14114","2","","0.01","-200","14114039"
"","1","","0.2","105611","14114","3","","","wac_birthday_idle_smile","14114040"
"","-320","","","105611","14114","2","","0.01","150","14114041"
"","1","","0.2","102711","14114","3","","","wac_birthday_idle_normal","14114042"
"","-360","","","102711","14114","2","","0.01","260","14114043"
"","1","","0.2","101311","14114","3","","","wac_birthday_idle_kyapi","14114044"
"","-320","","","101311","14114","2","","0.01","380","14114045"
"","1","","0.2","105111","14114","3","","","wac_birthday_idle_wish","14114046"
"","-340","","","105111","14114","2","","0.01","480","14114047"
"","","","","0","14114","93","","","","14114048"
"","","","","800","14114","32","","","1","14114049"
"","","","","0.7","14114","93","","","","14114050"
"","","","","702","14114","32","","","1","14114051"
"","","","","0.5","14114","93","","","","14114052"
"","0","","","se_common","14114","23","","","se_sys_login_birthday_blow_candle","14114053"
"","","","","701","14114","32","","","0","14114054"
"","","","","0.4","14114","93","","","","14114055"
"","0","","","se_common","14114","23","","","se_sys_login_birthday_cracker","14114056"
"","","","","700","14114","32","","","1","14114057"
"","0","","","se_common","14114","23","","","se_sys_login_birthday_calendar_applause","14114058"
"","0","1","0.2","105611","14114","3","0.2","wac_birthday_idle_smile","wac_birthday_clap","14114059"
"","0","1","0.2","101311","14114","3","0.2","wac_birthday_idle_kyapi","wac_birthday_clap","14114060"
"","","","","0.1","14114","93","","","","14114061"
"","0","1","0.2","102711","14114","3","0.2","wac_birthday_idle_normal","wac_birthday_clap","14114062"
"","","","","0.1","14114","93","","","","14114063"
"","0","1","0.2","105111","14114","3","0.2","wac_birthday_idle_wish","wac_birthday_clap_to_wish","14114064"
"","","","","2","14114","93","","","","14114065"
"","","","","1","14114","131","","","","14114066"
"","0","","","vo_wac_14114","14114","21","","0","vo_wac_14114_000","14114067"
"0.5","10","1","0","100911","14114","11","0","1","私の生誕祝い、だと……！？\nくっ、そのようなことをされたら、\n魔瞳の封印が解けてしまう！\nし、鎮まれ、鎮まりたまえ……！","14114068"
"","","","","0","14114","91","","","","14114069"
"","1","","0.2","100911","14114","3","","","wac_birthday_idle_sad","14114070"
"","1","","0.2","105611","14114","3","","","wac_birthday_talk_smile","14114071"
"","0","","","vo_wac_14114","14114","21","","0","vo_wac_14114_001","14114072"
"0.5","10","1","0","105611","14114","11","0","1","はは、その目に封印された\n誰かさんも、うれし涙は出るんだね？\n手間暇かけて、ケーキを\n準備したかいがあったよ。","14114073"
"","","","","0","14114","91","","","","14114074"
"","1","","0.2","105611","14114","3","","","wac_birthday_idle_smile","14114075"
"","1","","0.2","100911","14114","3","","","wac_birthday_talk_anger","14114076"
"","0","","","vo_wac_14114","14114","21","","0","vo_wac_14114_002","14114077"
"0.5","10","1","0","100911","14114","11","0","1","べ、別に泣いてなどいないぞっ！？\n今はちょっとその、顔についた\n絵の具を拭ってるだけで……！\n見られるのが恥ずかしいわけでは……","14114078"
"","","","","0","14114","91","","","","14114079"
"","1","","0.2","100911","14114","3","","","wac_birthday_talk_smile","14114080"
"","0","","","vo_wac_14114","14114","21","","0","vo_wac_14114_003","14114081"
"0.5","10","1","0","100911","14114","11","0","1","で、でもその……みんな、ありがとう！\n内なる封印が解かれそうなほどの……\n望外の喜びだ！　だから……\n大切に食べる！　味わって食べるぞ！","14114082"
"","","","","0","14114","91","","","","14114083"
"","","","","0","14114","22","","","","14114084"
"","","","","bgm_M321","14314","25","","","bgm_M321_2C","14314001"
"wac_birthday_idle_normal","250","-70","2","1","14314","1","0","-1000","101711","14314002"
"wac_birthday_idle_normal","256","-270","2","1","14314","1","1","200","104311","14314003"
"wac_birthday_idle_wish","258","-310","2","1","14314","1","1","320","101011","14314004"
"wac_birthday_idle_smile","257","-290","2","1","14314","1","1","450","101411","14314005"
"","","","","101711","14314","13","","","300","14314006"
"","","","","104311","14314","13","","","300","14314007"
"","0","1","0","501","14314","31","","0","501","14314008"
"","0","1","1","600","14314","31","","0","600","14314009"
"","0","1","0","602","14314","31","","0","602","14314010"
"","0","1","0","603","14314","31","","0","603","14314011"
"","30","1","1","604","14314","31","","60","604","14314012"
"","0","1","1","613","14314","31","","0","613","14314013"
"","0","1","0","700","14314","31","","0","700","14314014"
"","0","1","0","701","14314","31","","0","701","14314015"
"","0","1","0","702","14314","31","","0","702","14314016"
"","0","1","0","800","14314","31","","0","800","14314017"
"","30","1","1","915","14314","31","","60","915","14314018"
"","","","","1","14314","93","","","","14314019"
"","0","1","0.2","101011","14314","3","0.2","wac_birthday_reaction_05","wac_birthday_reaction_03","14314020"
"","","","","0.1","14314","93","","","","14314021"
"","0","1","0.2","104311","14314","3","0.2","wac_birthday_reaction_03","wac_birthday_reaction_02","14314022"
"","0","1","0.2","101411","14314","3","0.2","wac_birthday_reaction_03","wac_birthday_reaction_01","14314023"
"","","","","0.3","14314","93","","","","14314024"
