80f8898bf03e39662acc58e261e095d35c61900b772d65207cd49ed529156f7a,3e8f6e15640c5864cbc95d6d76058fc72f6d59ad2e9e2e37ed965d2f1b72452a,f6f046b7c7cc95fc4ca47d8a2445bd98aacb81280266b3f27f598f96c81d7d71,faab27e9e6bb46fe78b7ff175cec63d0b802efe6fe3e8eb392e2a21275bb604e,de9ea4eca4b27bd3f67dcddb64563e404c4b805b2a42859b5b1abfe4ffe02eab,0b7ace57e7dac5254c2ecdddcbd23266551cc8986a239f3797e166259f12e50c,bf1d2125d48526be574984b34fb5937737665f0e1267dfe813af1c23b642b266,fdd7fbbd3b0de680a1b2067683e85eb471026438185c8bcdd8a85c9db6dc4127,2a9565fb777ef94056230b8b700b0e9abf71602a8d1c2ec578252e029d1f5a2a,d42c4a50b276efc0b38517d6205fe4eea3c833176f42847a8d014973ceaf36f7,1c25f97951618de8eda5936866e785028b31249ccd692dab1ba135107b7b0022,187ed8f82ffcdb7093fcd00cf2b27c0671bdebea9bfda812fe9b23d29fcc2626,11cb58959152e48e857e9d06cef326cbe1c82f9d13d9669a675aa4c4b72f3321,e407c23573727ab3ccfe294af2ff2dd9540b10c2af3458457c49f006a70f94cb,6fffcae6b98b9e281c19378cd156ac9fbbdb6438888c127f10883ebcbc3a31c7,6794aefb2305f766cf232a8bad79b260f07baf46d0682f31c1e6be6d45c21197,5004a85e0aa7660dbd726d92e2f993ef8c3bd2f8b43c17c6e3d36ff7b5868c07,8edb1adad4938c66275d89142f6ef3b3ef8984870db1c1c96ae9717fe173f056,129863e992683bd7db83bfd6ff595275383abf96ca553ae68c3869dad3677186,2074c67516a3ac5ae4bbde63aef443e886b7f6159e28f3164fb1b97c14242e2b,0e76955cc87de5aaec4d3f86ba4e19d927fee0bc9d5b22aab76bf6b54be2384b,a6f6749b39a23a680d38c38f879208b1b9dabd9f1b6046452c917423886ea435
"1038","190","0","101021","1","0.9","4","200","1","200","1.3","0","bgm_M64","-70","-30","101021","1","-30","1","10380104","0","4"
"1038","440","0","101031","1","1.4","5","200","1","220","1.8","0","bgm_M55","0","0","101031","1.6","-30","1","10380105","0","5"
"1039","-470","0","101041","1","0.6","1","250","1","210","0.8","-30","bgm_M64","-125","0","101041","0.7","-30","1","10390101","10","1"
"1039","-210","0","101041","1","0.65","2","200","1","200","1","0","bgm_M64","-95","0","101041","0.7","-30","1","10390102","10","2"
"1039","50","-15","101041","1","0.9","3","100","1","200","1.3","-10","bgm_M64","-120","0","101041","1","-30","1","10390103","0","3"
"1039","195","0","101041","1","0.9","4","100","1","200","1.35","0","bgm_M64","35","0","101041","1.3","-30","1","10390104","0","4"
"1039","450","0","101042","1","1.1","5","150","1","210","1.8","0","bgm_M55","-55","-50","101042","1.35","-30","1.3","10390105","0","5"
"1040","-480","0","101161","1","0.6","1","250","1","210","0.8","0","bgm_M64","-120","0","101161","0.85","-30","1","10400101","10","1"
"1040","-260","0","101161","1","0.75","2","100","1","240","1.2","0","bgm_M64","-100","0","101161","1.1","-30","1","10400102","0","2"
"1040","-10","-5","101161","1","0.65","3","100","1","200","1.1","-10","bgm_M64","65","0","101161","1","-30","1","10400103","5","3"
"1040","190","0","101161","1","0.9","4","150","1","200","1","0","bgm_M64","-110","43","101161","1","-30","1","10400104","0","4"
"1040","485","-40","101162","1","0.9","5","270","1","280","1.15","-45","bgm_M55","-70","-50","101162","1","-30","1.3","10400105","-10","5"
"1041","-480","0","101171","1","0.6","1","120","1","210","0.8","0","bgm_M64","-120","0","101171","0.85","-30","1","10410101","10","1"
"1041","-260","0","101171","1","0.75","2","120","1","200","1.2","0","bgm_M64","-120","0","101171","1","-30","1","10410102","10","2"
"1041","-10","-13","101171","1.4","0.6","3","150","1","200","0.9","-60","bgm_M64","0","-50","101171","0.55","-30","1","10410103","0","3"
"1041","190","0","101171","1","0.9","4","100","1","200","1.2","0","bgm_M64","-110","0","101171","1","-30","1","10410104","0","4"
"1041","475","-20","101172","1","1","5","200","1","250","1.45","0","bgm_M55","-30","-50","101172","1","-30","1","10410105","10","5"
"1042","-480","0","101191","1","0.6","1","100","1","210","0.8","-30","bgm_M64","-120","0","101191","0.7","-30","1","10420101","10","1"
"1042","-260","0","101191","1","0.8","2","100","1","200","1.2","0","bgm_M64","-100","0","101191","1","-30","1","10420102","10","2"
"1042","-10","-15","101451","1","0.9","3","100","1","200","1.4","-10","bgm_M64","65","-30","101191","1","-30","1","10420103","0","3"
"1042","190","0","101191","1","0.65","4","100","1","200","1.1","0","bgm_M64","-110","0","101191","1","-30","1","10420104","0","4"
"1042","485","0","101192","1.2","1.1","5","200","1","280","1.3","-45","bgm_M55","-70","-50","101192","1","-30","1","10420105","-10","5"
"1043","-480","0","101201","1","0.6","1","100","1","210","0.8","0","bgm_M64","-120","0","101201","0.85","-30","1","10430101","10","1"
"1043","-260","0","101201","1","0.75","2","100","1","240","1.2","0","bgm_M64","-120","0","101201","1.1","-30","1","10430102","10","2"
"1043","-10","-15","101201","1","0.8","3","100","1","200","1.1","-10","bgm_M64","65","0","101201","1","-30","1","10430103","0","3"
"1043","190","0","101201","1","0.7","4","100","1","200","1","0","bgm_M64","-110","43","101201","1","-30","1","10430104","0","4"
"1043","475","-20","101202","1","1","5","100","1","250","1.45","-45","bgm_M55","-30","-50","101202","1","-30","1","10430105","10","5"
"1044","-480","0","101291","1","0.6","1","100","1","210","0.8","0","bgm_M64","-120","0","101291","0.85","-30","1","10440101","10","1"
"1044","-260","0","101291","1","0.75","2","100","1","240","1.2","0","bgm_M64","-120","0","101291","1.1","-30","1","10440102","10","2"
"1044","-40","-15","101291","1","1.55","3","100","1","200","2.3","-10","bgm_M64","65","0","101291","2.2","-30","1","10440103","0","3"
"1044","150","0","101291","1","1.1","4","100","1","200","1.2","0","bgm_M64","-110","0","101291","1","-30","1","10440104","0","4"
"1044","490","-20","101292","1","1.1","5","100","1","230","1.45","30","bgm_M55","-15","15","101292","1","-30","1","10440105","30","5"
"1045","-480","0","101301","1","0.58","1","100","1","210","0.8","-30","bgm_M64","-120","0","101301","0.7","-30","1","10450101","10","1"
"1045","-260","0","101301","1","0.9","2","100","1","200","1.2","0","bgm_M64","-120","0","101301","1","-30","1","10450102","10","2"
"1045","-50","0","101301","1","0.93","3","200","1","200","1.4","-10","bgm_M64","100","-30","101301","1","-30","1","10450103","-10","3"
"1045","100","0","101301","1","0.9","4","100","1","200","1.3","0","bgm_M64","-100","15","101301","1","-30","1","10450104","0","4"
"1045","470","-20","101302","1","1","5","100","1","270","1.2","-30","bgm_M55","-55","-15","101302","1.1","-30","1","10450105","10","5"
"1046","-450","0","101161","1","0.575","1","100","1","210","0.8","0","bgm_M64","-130","0","101441","0.85","-30","1","10460101","10","1"
"1046","-250","0","101161","1","0.75","2","200","1","200","1","0","bgm_M64","-120","0","101441","0.7","-30","1","10460102","10","2"
"1046","-10","-15","101161","1","0.8","3","100","1","200","1.2","-10","bgm_M64","50","0","101441","1.1","-30","1","10460103","0","3"
"1046","210","0","101161","1","0.8","4","150","1","200","1","0","bgm_M64","-100","43","101441","1","-30","1","10460104","0","4"
"1046","470","-20","101162","1","0.95","5","100","1","230","1.2","-30","bgm_M55","-70","-35","101442","1.1","-30","1","10460105","10","5"
"1047","-450","0","101451","1","0.58","1","100","1","210","0.8","-30","bgm_M64","-130","0","101451","0.7","-30","1","10470101","10","1"
"1047","-250","0","101451","1","0.9","2","100","1","200","1.2","0","bgm_M64","-120","0","101451","1","-30","1","10470102","10","2"
"1047","-20","-15","101451","1","0.9","3","100","1","200","1.4","-10","bgm_M64","50","-30","101451","1","-30","1","10470103","0","3"
"1047","200","0","101451","1","0.8","4","100","1","200","1","0","bgm_M64","-100","0","101451","0.85","-30","1","10470104","0","4"
"1047","510","0","101452","1.2","1.25","5","100","1","290","1.55","-50","bgm_M55","-70","-35","101452","1.4","-30","1","10470105","0","5"
"1048","-450","0","101451","1","0.58","1","100","1","210","0.8","-30","bgm_M64","-130","0","101561","0.7","-30","1","10480101","10","1"
"1048","-240","0","101451","1","0.75","2","100","1","240","1.2","0","bgm_M64","-120","0","101561","1.1","-30","1","10480102","0","2"
"1048","-10","-13","101451","1.4","0.6","3","150","1","200","0.9","-60","bgm_M64","0","-50","101561","0.55","-30","1","10480103","0","3"
"1048","195","0","101451","1","0.7","4","100","1","200","1.1","0","bgm_M64","-100","20","101561","1","-30","1","10480104","0","4"
"1048","460","0","101452","1.4","1.25","5","400","1","290","1.55","-50","bgm_M55","-70","-60","101562","1.35","-30","1","10480105","0","5"
"1049","-480","0","101001","1","0.58","1","100","1","210","0.8","-30","bgm_M64","-120","0","101001","0.7","-30","1","10490101","10","1"
"1049","-270","0","101001","1","0.75","2","100","1","200","1.2","0","bgm_M64","-120","0","101001","1.1","-30","1","10490102","10","2"
"1049","-25","-15","101001","1","0.9","3","200","1","200","1.4","-10","bgm_M64","65","-30","101001","1","-30","1","10490103","0","3"
"1049","200","0","101001","1","0.9","4","150","1","200","1.1","0","bgm_M64","-120","-30","101001","1","-30","1","10490104","0","4"
"1049","480","0","101011","1.2","1.2","5","200","1","250","1.3","0","bgm_M55","-40","0","101011","1","-30","1","10490105","0","5"
"1050","-450","0","101021","1","0.575","1","170","1","210","1","-30","bgm_M64","-110","-25","101021","0.9","-30","1","10500101","10","1"
"1050","-240","0","101021","1","0.75","2","100","1","240","1.2","0","bgm_M64","-120","0","101021","1.1","-30","1","10500102","0","2"
"1050","-10","-5","101021","1","0.6","3","100","1","200","0.9","-10","bgm_M64","65","0","101021","0.8","-30","1","10500103","5","3"
"1050","190","0","101021","1","0.65","4","100","1","200","1.1","0","bgm_M64","-110","0","101021","1","-30","1","10500104","0","4"
"1050","440","0","101031","1","1.4","5","200","1","220","1.8","0","bgm_M55","0","0","101031","1.6","-30","1","10500105","0","5"
"1051","-450","0","101041","1","0.58","1","100","1","210","0.8","-30","bgm_M64","-130","0","101041","0.7","-30","1","10510101","10","1"
"1051","-250","0","101041","1","0.65","2","200","1","200","1","0","bgm_M64","-120","0","101041","0.7","-30","1","10510102","10","2"
"1051","-35","-15","101041","1","0.75","3","100","1","200","1.3","-10","bgm_M64","70","-10","101041","1","-30","1","10510103","10","3"
"1051","150","0","101041","1","1","4","100","1","200","1.4","0","bgm_M64","-110","0","101041","1","-30","1","10510104","0","4"
"1051","450","0","101042","1","1.1","5","150","1","210","1.8","0","bgm_M55","-55","-50","101042","1.35","-30","1.3","10510105","0","5"
"1052","-480","0","101161","1","0.6","1","250","1","210","0.8","-30","bgm_M64","-120","0","101161","0.7","-30","1","10520101","10","1"
"1052","-260","0","101161","1","0.75","2","100","1","240","1.2","0","bgm_M64","-100","0","101161","1.1","-30","1","10520102","0","2"
"1052","-10","-5","101161","1","0.65","3","100","1","200","1.1","-10","bgm_M64","65","0","101161","1","-30","1","10520103","5","3"
"1052","240","0","101161","1","0.8","4","100","1","200","1.3","0","bgm_M64","-50","-30","101161","1","-30","1","10520104","0","4"
"1052","485","-40","101162","1","0.9","5","270","1","280","1.15","-45","bgm_M55","-70","-50","101162","1","-30","1.3","10520105","-10","5"
"1053","-480","0","101171","1","0.5","1","120","1","210","0.8","0","bgm_M64","-120","0","101171","0.85","-30","1","10530101","10","1"
"1053","-270","0","101171","1","0.75","2","100","1","200","1.2","0","bgm_M64","-120","0","101171","1.1","-30","1","10530102","10","2"
"1053","-25","-15","101171","1","1.55","3","100","1","200","2.3","-10","bgm_M64","65","0","101171","2.2","-30","1","10530103","0","3"
"1053","200","0","101171","1","0.9","4","100","1","200","1.5","0","bgm_M64","-100","-30","101171","1","-30","1","10530104","0","4"
"1053","475","-20","101172","1","1","5","200","1","250","1.45","0","bgm_M55","-30","-50","101172","1","-30","1","10530105","10","5"
"1054","-450","0","101191","1","0.575","1","170","1","210","1","-30","bgm_M64","-110","-25","101191","0.9","-30","1","10540101","10","1"
"1054","-250","0","101191","1","0.65","2","200","1","200","1","0","bgm_M64","-120","0","101191","0.7","-30","1","10540102","10","2"
"1054","-10","-15","101191","1","0.8","3","100","1","200","1.2","-10","bgm_M64","50","0","101191","1.1","-30","1","10540103","0","3"
"1054","190","0","101191","1","1","4","200","1","200","1.5","0","bgm_M64","-90","0","101191","1","-30","1","10540104","0","4"
"1054","485","0","101192","1.2","1.1","5","200","1","280","1.3","-45","bgm_M55","-70","-50","101192","1","-30","1","10540105","-10","5"
"1055","-480","0","101201","1","0.5","1","120","1","210","0.8","0","bgm_M64","-120","0","101201","0.85","-30","1","10550101","10","1"
"1055","-250","0","101201","1","0.7","2","250","1","240","1","-30","bgm_M64","-120","-30","101201","1","-30","1","10550102","0","2"
"1055","-10","-15","101201","1","0.8","3","100","1","200","1.1","-10","bgm_M64","65","0","101201","1","-30","1","10550103","0","3"
"1055","190","0","101201","1","0.7","4","100","1","200","1","0","bgm_M64","-110","43","101201","1","-30","1","10550104","0","4"
"1055","475","-20","101202","1","1","5","100","1","250","1.45","-45","bgm_M55","-30","-50","101202","1","-30","1","10550105","10","5"
"1056","-480","0","101291","1","0.6","1","250","1","210","0.8","-30","bgm_M64","-120","0","101291","0.7","-30","1","10560101","10","1"
"1056","-260","0","101291","1","0.75","2","100","1","240","1.2","0","bgm_M64","-100","0","101291","1.1","-30","1","10560102","0","2"
"1056","-35","-15","101291","1","0.9","3","100","1","200","1.4","-10","bgm_M64","50","-30","101291","1","-30","1","10560103","0","3"
"1056","190","0","101291","1","0.9","4","150","1","200","1.1","0","bgm_M64","-120","-30","101291","1","-30","1","10560104","0","4"
"1056","490","-20","101292","1","1.1","5","100","1","230","1.45","30","bgm_M55","-15","15","101292","1","-30","1","10560105","30","5"
"1057","-450","0","101301","1","0.575","1","170","1","210","1","-30","bgm_M64","-110","-25","101301","0.9","-30","1","10570101","10","1"
"1057","-270","0","101301","1","0.75","2","100","1","200","1.2","0","bgm_M64","-120","0","101301","1.1","-30","1","10570102","10","2"
"1057","-50","0","101301","1","0.93","3","200","1","200","1.4","-10","bgm_M64","100","-30","101301","1","-30","1","10570103","-10","3"
"1057","190","0","101301","1","0.9","4","100","1","200","1.2","0","bgm_M64","-110","0","101301","1","-30","1","10570104","0","4"
"1057","470","-20","101302","1","1","5","100","1","270","1.2","-30","bgm_M55","-55","-15","101302","1.1","-30","1","10570105","10","5"
"1058","-480","0","101441","1","0.6","1","250","1","210","0.8","-30","bgm_M64","-120","0","101441","0.7","-30","1","10580101","10","1"
"1058","-250","0","101441","1","0.7","2","250","1","240","1","-30","bgm_M64","-120","-30","101441","1","-30","1","10580102","0","2"
"1058","-5","-15","101441","1","0.75","3","100","1","200","1.3","-10","bgm_M64","70","-10","101441","1","-30","1","10580103","10","3"
"1058","210","0","101441","1","0.8","4","100","1","200","1.1","0","bgm_M64","-100","20","101441","1","-30","1","10580104","10","4"
"1058","470","-20","101442","1","0.95","5","100","1","230","1.2","-30","bgm_M55","-70","-35","101442","1.1","-30","1","10580105","10","5"
"1059","-450","0","101451","1","0.575","1","170","1","210","1","-30","bgm_M64","-110","-25","101451","0.9","-30","1","10590101","10","1"
"1059","-250","0","101451","1","0.65","2","200","1","200","1","0","bgm_M64","-120","0","101451","0.7","-30","1","10590102","10","2"
"1059","-10","-13","101451","1.4","0.6","3","150","1","200","0.9","-60","bgm_M64","0","-50","101451","0.55","-30","1","10590103","0","3"
"1059","200","0","101451","1","0.7","4","100","1","200","1","0","bgm_M64","-120","0","101451","0.7","-30","1","10590104","0","4"
"1059","510","0","101452","1.2","1.25","5","100","1","290","1.55","-50","bgm_M55","-70","-35","101452","1.4","-30","1","10590105","0","5"
"1060","-480","0","101561","1","0.5","1","120","1","210","0.8","0","bgm_M64","-120","0","101561","0.85","-30","1","10600101","10","1"
"1060","-270","0","101561","1","0.75","2","100","1","200","1.2","0","bgm_M64","-120","0","101561","1.1","-30","1","10600102","10","2"
"1060","-25","-15","101561","1","0.9","3","200","1","200","1.4","-10","bgm_M64","65","-30","101561","1","-30","1","10600103","0","3"
"1060","190","0","101561","1","0.65","4","100","1","200","1.1","0","bgm_M64","-110","0","101561","1","-30","1","10600104","0","4"
"1060","460","0","101562","1.4","1.25","5","400","1","290","1.55","-50","bgm_M55","-70","-60","101562","1.35","-30","1","10600105","0","5"
"1061","-480","0","101001","1","0.6","1","250","1","210","0.8","-30","bgm_M64","-120","0","101001","0.7","-30","1","10610101","10","1"
"1061","-260","0","101001","1","0.75","2","100","1","240","1.2","0","bgm_M64","-100","0","101001","1.1","-30","1","10610102","0","2"
"1061","-10","-15","101001","1","1","3","100","1","200","1.4","-10","bgm_M64","65","-30","101001","1","-30","1","10610103","0","3"
"1061","200","0","101001","1","1","4","100","1","200","1.4","0","bgm_M64","-110","0","101001","1","-30","1","10610104","0","4"
"1061","480","0","101011","1.2","1.2","5","200","1","250","1.3","0","bgm_M55","-40","0","101011","1","-30","1","10610105","0","5"
"1063","-480","0","101021","1","0.5","1","120","1","210","0.8","0","bgm_M64","-120","0","101021","0.85","-30","1","10630101","10","1"
"1063","-250","0","101021","1","0.7","2","250","1","240","1","-30","bgm_M64","-120","-30","101021","1","-30","1","10630102","0","2"
"1063","-10","0","101021","1","0.9","3","100","1","200","1.3","0","bgm_M64","70","0","101021","1","-30","1","10630103","0","3"
"1063","240","0","101021","1","0.8","4","100","1","200","1.2","0","bgm_M64","-70","-30","101021","1","-30","1","10630104","0","4"
"1063","470","0","101031","1","1.4","5","200","1","220","1.8","0","bgm_M55","0","0","101031","1.6","-30","1","10630105","0","5"
"1064","-450","0","101041","1","0.575","1","170","1","210","1","-30","bgm_M64","-110","-25","101041","0.9","-30","1","10640101","10","1"
"1064","-250","0","101041","1","0.65","2","200","1","200","1","0","bgm_M64","-120","0","101041","0.7","-30","1","10640102","10","2"
"1064","-10","-15","101041","1","0.8","3","100","1","200","1.1","-10","bgm_M64","65","0","101041","1","-30","1","10640103","0","3"
"1064","200","0","101041","1","0.9","4","100","1","200","1.5","0","bgm_M64","-100","-30","101041","1","-30","1","10640104","0","4"
"1064","450","0","101042","1","1.1","5","150","1","210","1.8","0","bgm_M55","-55","-50","101042","1.35","-30","1.3","10640105","0","5"
"1065","-480","0","101161","1","0.6","1","250","1","210","0.8","-30","bgm_M64","-120","0","101161","0.7","-30","1","10650101","10","1"
"1065","-260","0","101161","1","0.75","2","100","1","240","1.2","0","bgm_M64","-100","0","101161","1.1","-30","1","10650102","0","2"
"1065","-10","-5","101161","1","0.65","3","100","1","200","1.1","-10","bgm_M64","65","0","101161","1","-30","1","10650103","5","3"
"1065","200","0","101161","1","0.8","4","100","1","200","1","0","bgm_M64","-100","0","101161","0.85","-30","1","10650104","0","4"
"1065","485","-40","101162","1","0.9","5","270","1","280","1.15","-45","bgm_M55","-70","-50","101162","1","-30","1.3","10650105","-10","5"
"1066","-480","0","101171","1","0.5","1","120","1","210","0.8","0","bgm_M64","-120","0","101171","0.85","-30","1","10660101","10","1"
"1066","-250","0","101171","1","0.7","2","250","1","240","1","-30","bgm_M64","-120","-30","101171","1","-30","1","10660102","0","2"
"1066","0","-10","101171","1","0.8","3","100","1","200","1.15","-10","bgm_M64","65","0","101171","1.1","-30","1","10660103","0","3"
"1066","230","0","101171","1","0.9","4","100","1","200","1.35","-10","bgm_M64","5","0","101171","1.3","-30","1","10660104","0","4"
"1066","475","-20","101172","1","1","5","200","1","250","1.45","0","bgm_M55","-30","-50","101172","1","-30","1","10660105","10","5"
"1067","-480","0","101191","1","0.6","1","250","1","210","0.8","-30","bgm_M64","-50","0","101191","0.7","-30","1","10670101","10","1"
"1067","-270","0","101191","1","0.75","2","100","1","200","1.2","0","bgm_M64","-120","0","101191","1.1","-30","1","10670102","10","2"
"1067","-20","-15","101191","1","0.9","3","100","1","200","1.4","-10","bgm_M64","50","-30","101191","1","-30","1","10670103","0","3"
"1067","200","0","101191","1","1","4","200","1","200","1.5","0","bgm_M64","-90","0","101191","1","-30","1","10670104","0","4"
"1067","485","0","101192","1.2","1.1","5","200","1","280","1.3","-45","bgm_M55","-70","-50","101192","1","-30","1","10670105","-10","5"
"1068","-470","0","101201","1","0.8","1","100","1","210","1.45","0","bgm_M64","0","20","101201","1.1","-30","1","10680101","10","1"
"1068","-250","0","101201","1","0.65","2","200","1","200","1","0","bgm_M64","-120","0","101201","0.7","-30","1","10680102","10","2"
"1068","-5","-15","101201","1","0.75","3","100","1","200","1.3","-10","bgm_M64","70","-10","101201","1","-30","1","10680103","10","3"
"1068","190","0","101201","1","0.7","4","100","1","200","1","0","bgm_M64","-110","43","101201","1","-30","1","10680104","0","4"
"1068","475","-20","101202","1","1","5","100","1","250","1.45","-45","bgm_M55","-30","-50","101202","1","-30","1","10680105","10","5"
"1069","-450","0","101291","1","0.575","1","170","1","210","1","-30","bgm_M64","-110","-25","101291","0.9","-30","1","10690101","10","1"
"1069","-225","0","101291","1","0.75","2","100","1","240","1.2","0","bgm_M64","-25","0","101291","1.1","-30","1","10690102","0","2"
"1069","0","-15","101291","1","1.55","3","100","1","200","2.3","-10","bgm_M64","65","0","101291","2.2","-30","1","10690103","0","3"
"1069","190","0","101291","1","0.65","4","100","1","200","1.1","0","bgm_M64","-110","0","101291","1","-30","1","10690104","0","4"
"1069","490","-20","101292","1","1.1","5","100","1","230","1.45","30","bgm_M55","-15","15","101292","1","-30","1","10690105","30","5"
"1070","-480","0","101301","1","0.6","1","250","1","210","0.8","-30","bgm_M64","-50","0","101301","0.7","-30","1","10700101","10","1"
"1070","-250","0","101301","1","0.65","2","200","1","200","1","0","bgm_M64","-120","0","101301","0.7","-30","1","10700102","10","2"
"1070","-50","0","101301","1","0.93","3","200","1","200","1.4","-10","bgm_M64","100","-30","101301","1","-30","1","10700103","-10","3"
"1070","190","0","101301","1","0.9","4","150","1","200","1.1","0","bgm_M64","-120","-30","101301","1","-30","1","10700104","0","4"
"1070","470","-20","101302","1","1","5","100","1","270","1.2","-30","bgm_M55","-55","-15","101302","1.1","-30","1","10700105","10","5"
"1071","-470","0","101441","1","0.8","1","100","1","210","1.45","0","bgm_M64","0","20","101441","1.1","-30","1","10710101","10","1"
"1071","-250","0","101441","1","0.7","2","250","1","240","1","-30","bgm_M64","-120","-30","101441","1","-30","1","10710102","0","2"
"1071","-10","-15","101441","1","0.8","3","100","1","200","1.1","-10","bgm_M64","65","0","101441","1","-30","1","10710103","0","3"
"1071","200","0","101441","1","0.7","4","100","1","200","1","0","bgm_M64","-120","0","101441","0.7","-30","1","10710104","0","4"
"1071","470","-20","101442","1","0.95","5","100","1","230","1.2","-30","bgm_M55","-70","-35","101442","1.1","-30","1","10710105","10","5"
"1072","-450","0","101451","1","0.575","1","170","1","210","1","-30","bgm_M64","-110","-25","101451","0.9","-30","1","10720101","10","1"
"1072","-225","0","101451","1","0.75","2","100","1","240","1.2","0","bgm_M64","-25","0","101451","1.1","-30","1","10720102","0","2"
"1072","-10","-15","101451","1","1","3","100","1","200","1.4","-10","bgm_M64","65","-30","101451","1","-30","1","10720103","0","3"
"1072","210","0","101451","1","0.8","4","100","1","200","1.1","0","bgm_M64","-100","20","101451","1","-30","1","10720104","10","4"
"1072","510","0","101452","1.2","1.25","5","100","1","290","1.55","-50","bgm_M55","-70","-35","101452","1.4","-30","1","10720105","0","5"
"1073","-450","0","101561","1","0.575","1","170","1","210","1","-30","bgm_M64","0","-25","101561","0.9","-30","1","10730101","10","1"
"1073","-270","0","101561","1","0.75","2","100","1","200","1.2","0","bgm_M64","-120","0","101561","1.1","-30","1","10730102","10","2"
"1073","-10","-5","101561","1","0.65","3","100","1","200","1.1","-10","bgm_M64","65","0","101561","1","-30","1","10730103","5","3"
"1073","200","0","101561","1","1","4","100","1","200","1.4","0","bgm_M64","-110","0","101561","1","-30","1","10730104","0","4"
"1073","460","0","101562","1.4","1.25","5","400","1","290","1.55","-50","bgm_M55","-70","-60","101562","1.35","-30","1","10730105","0","5"
"1074","-480","0","101001","1","0.6","1","250","1","210","0.8","-30","bgm_M64","-50","0","101001","0.7","-30","1","10740101","10","1"
"1074","-260","0","101001","1","0.9","2","200","1","240","1.35","10","bgm_M64","-110","10","101001","1.1","-30","1","10740102","0","2"
"1074","-5","-15","101001","1","0.75","3","100","1","200","1.15","-10","bgm_M64","70","-10","101001","1","-30","1","10740103","10","3"
"1074","190","0","101001","1","0.9","4","100","1","200","1.2","0","bgm_M64","-110","0","101001","1","-30","1","10740104","0","4"
"1074","480","0","101011","1.2","1.2","5","200","1","250","1.3","0","bgm_M55","-40","0","101011","1","-30","1","10740105","0","5"
"1075","-470","0","101021","1","0.8","1","100","1","210","1.45","0","bgm_M64","0","20","101021","1.1","-30","1","10750101","10","1"
"1075","-250","0","101021","1","0.65","2","200","1","200","1","0","bgm_M64","-120","0","101021","0.7","-30","1","10750102","10","2"
"1075","-10","-13","101021","1.4","0.6","3","150","1","200","0.9","-60","bgm_M64","0","-50","101021","0.55","-30","1","10750103","0","3"
"1075","200","0","101021","1","0.9","4","100","1","200","1.5","0","bgm_M64","-100","-30","101021","1","-30","1","10750104","0","4"
"1075","470","0","101031","1","1.4","5","200","1","220","1.8","0","bgm_M55","0","0","101031","1.6","-30","1","10750105","0","5"
"1076","-480","0","101041","1","0.575","1","170","1","210","1","-30","bgm_M64","-110","-25","101041","0.9","-30","1","10760101","10","1"
"1076","-230","0","101041","1","0.7","2","250","1","240","1","-30","bgm_M64","-20","-30","101041","1","-30","1","10760102","0","2"
"1076","15","-15","101041","1","0.9","3","100","1","200","1.4","-10","bgm_M64","-120","-30","101041","1","-30","1","10760103","0","3"
"1076","200","0","101041","1","0.8","4","300","1","200","1.3","-50","bgm_M64","40","-60","101041","1","-30","1","10760104","0","4"
"1076","450","0","101042","1","1.1","5","150","1","210","1.8","0","bgm_M55","-55","-50","101042","1.35","-30","1.3","10760105","0","5"
"1077","-480","0","101161","1","0.6","1","250","1","210","0.8","-30","bgm_M64","-50","0","101161","0.7","-30","1","10770101","10","1"
"1077","-270","0","101161","1","0.75","2","100","1","200","1.2","0","bgm_M64","-120","0","101161","1.1","-30","1","10770102","10","2"
"1077","-10","0","101161","1","0.9","3","100","1","200","1.3","0","bgm_M64","70","0","101161","1","-30","1","10770103","0","3"
"1077","200","0","101161","1","1","4","200","1","200","1.5","0","bgm_M64","-90","0","101161","1","-30","1","10770104","0","4"
"1077","485","-40","101162","1","0.9","5","270","1","280","1.15","-45","bgm_M55","-70","-50","101162","1","-30","1.3","10770105","-10","5"
"1078","-450","0","101171","1","0.575","1","170","1","210","1","-30","bgm_M64","-90","-25","101171","0.9","-30","1","10780101","10","1"
"1078","-225","0","101171","1","0.75","2","100","1","240","1.2","0","bgm_M64","20","0","101171","1.1","-30","1","10780102","0","2"
"1078","0","-10","101171","1","0.8","3","100","1","200","1.15","-10","bgm_M64","-65","0","101171","1.1","-30","1","10780103","0","3"
"1078","230","0","101171","1","0.65","4","100","1","200","1","-10","bgm_M64","0","0","101171","0.9","-30","1","10780104","0","4"
"1078","475","-20","101172","1","1","5","200","1","250","1.45","0","bgm_M55","-30","-50","101172","1","-30","1","10780105","10","5"
"1079","-480","0","101191","1","0.6","1","250","1","210","0.8","-30","bgm_M64","-50","0","101191","0.7","-30","1","10790101","10","1"
"1079","-260","0","101191","1","0.9","2","200","1","240","1.35","10","bgm_M64","-110","10","101191","1.1","-30","1","10790102","0","2"
"1079","-10","-15","101191","1","0.8","3","100","1","200","1.1","-10","bgm_M64","65","0","101191","1","-30","1","10790103","0","3"
"1079","230","0","101191","1","0.9","4","100","1","200","1.35","-10","bgm_M64","5","0","101191","1.3","-30","1","10790104","0","4"
"1079","485","0","101192","1.2","1.1","5","200","1","280","1.3","-45","bgm_M55","-70","-50","101192","1","-30","1","10790105","-10","5"
