59ed1a5f9a51c25168269ece78932b80d76fa40f3690a26d2d46cad1fa842117,dd721351a497ee7b9c59c35f45904ce618ffb6c20e588652fae8a39f8cfdc1e6,5bebe3b1a30b27a112da24523e95c1735216aff0de4e2e7ef79b0f86957c94d4,9ef9cacdd647c5e2c6160767456f7e64e2e98cb2d75dcd580b03701fd8858702,17ecc43d473f03af2a716f7332df2eace5651b77e9b9a9685ee0ad2e7fa2c12c,70a816306dca1ab23ca048c17aa2439de4d20ceae0a19fbd8d708cc4f2d22e11,62c2b41422a4f793095a8c81e30002a61ca8cdd14c5cbd86da972d3cf5010ba2,d40a8bc932557c383e4dd6735d9d2a069bfe7ae6960b04601cbe919e2db08bdf,cb782610bbb2df0f39d9d59bb80baea4667cf318ef77be8c20eacc67cd259dc5,af88b96df2a6208bf2fb3d7e7e1b3fbc4152cbdfc6f7f18663f64c65743b8bd4
"6000℃","1","60000℃","0","0","0","2320008","0","600℃","60℃"
"でんぷん","1","でんせん","0","0","0","2320009","0","でこぴん","でんきん"
"720","1","960","0","0","0","2320010","0","340","360"
"8分の1","1","2分の1","0","0","0","2320011","0","4分の1","6分の1"
"タンジェント","1","コタンジェント","0","0","0","2320013","0","コサイン","サイン"
"割り算の答え","1","引き算の答え","0","0","0","2320014","0","足し算の答え","かけ算の答え"
"ヨウ素液","1","水素液","0","0","0","2320016","0","炭素液","臭素液"
"キルヒホッフの法則","1","ドルトンの法則","0","0","0","2320017","0","ヘスの法則","ヘンリーの法則"
"はえ座","1","ばった座","0","0","0","2320018","0","ちょう座","とんぼ座"
"太陽","1","月","0","0","0","2320020","0","木星","地球"
"冬","1","秋","0","0","0","2320021","0","夏","春"
"ヘリウム","1","バリウム","0","0","0","2320022","0","トリウム","カリウム"
"ネオン","1","フオン","0","0","0","2320025","0","トオン","イオン"
"整数","1","自然対数","0","0","0","2320026","0","総数","小数"
"インピーダンス","1","フラダンス","0","0","0","2320029","0","ソシアルダンス","リンボーダンス"
"水銀","1","水溶銀","0","0","0","2320030","0","水化銀","純銀"
"2回","1","12回","0","0","0","2320031","0","4回","1回"
"月","1","海流","0","0","0","2320032","0","地熱","魚群"
"Na","1","Ne","0","0","0","2320033","0","Nt","N"
"Ca","1","Ka","0","0","0","2320034","0","Cl","K"
"結晶","1","結膜","0","0","0","2320035","0","結節","結氷"
"1回","1","4回","0","0","0","2320036","0","3回","2回"
"分母","1","分姉","0","0","0","2320037","0","分兄","分父"
"酸素","1","炭素","0","0","0","2320040","0","臭素","水素"
"死火山","1","伏火山","0","0","0","2320041","0","弱火山","休火山"
"アスベスト","1","アスガスト","0","0","0","2320042","0","アスミスト","アスラスト"
"デルタ","1","シグマ","0","0","0","2320043","0","ゼータ","ガンマ"
"みずがめ座","1","しし座","0","0","0","2320044","0","かに座","さそり座"
"しし座","1","かに座","0","0","0","2320045","0","さそり座","みずがめ座"
"母線","1","面","0","0","0","2320046","0","辺","頂点"
"2","1","7","0","0","0","2320049","0","5","3"
"25キロ","1","33キロ","0","0","0","2320050","0","20キロ","15キロ"
"前線","1","無線","0","0","0","2320051","0","電線","点線"
"アルミニウム","1","チタン","0","0","0","2320053","0","ニッケル","鉄"
"惑星","1","超新星","0","0","0","2320054","0","衛星","恒星"
"季節","1","日付","0","0","0","2320056","0","時間","昼夜"
"ヒューズ","1","シューズ","0","0","0","2320057","0","リューズ","ミューズ"
"緑","1","白","0","0","0","2320058","0","青","赤"
"ニュートン","1","ジュール","0","0","0","2320059","0","トル","パスカル"
"インテグラル","1","インターセクション","0","0","0","2320060","0","コンビネーション","ファクトリアル"
"2本","1","16本","0","0","0","2320061","0","4本","1本"
"全員同じ","1","ペコリーヌ","0","0","0","2321001","0","キョウカ","リマ"
"オーマ","1","ランドソル","0","0","0","2321002","0","セントールス","オーエド"
"セントールス","1","エルビス島","0","0","0","2321003","0","オーエド","オーマ"
"オーエド","1","サレンディア","0","0","0","2321004","0","セントールス","オーマ"
"2500","1","1500","0","0","0","2321005","0","1000","2000"
"アルベド","1","アルキン","0","0","0","2330001","0","アルガン","アルヘナ"
"18","1","22","0","0","0","2330002","0","20","16"
"おうし座","1","おひつじ座","0","0","0","2330004","0","みずがめ座","しし座"
"アークトゥルス","1","ベテルギウス","0","0","0","2330005","0","カノープス","シリウス"
"天王星","1","土星","0","0","0","2330007","0","木星","海王星"
"モアサナイト","1","カオリナイト","0","0","0","2330008","0","マイカナイト","ベントナイト"
"とかげ座","1","いもり座","0","0","0","2330010","0","かえる座","やもり座"
"AC","1","DC","0","0","0","2330011","0","CC","BC"
"青色が赤くなる","1","どちらも白くなる","0","0","0","2330012","0","どちらも変化しない","赤色が青くなる"
"重心","1","内心","0","0","0","2330015","0","垂心","外心"
"緑","1","青","0","0","0","2330016","0","透明","橙"
"9本","1","13本","0","0","0","2330017","0","7本","5本"
"31戦目","1","9戦目","0","0","0","2330018","0","23戦目","16戦目"
"みなみのさんかく座","1","みなみのひしがた座","0","0","0","2330020","0","みなみのしかく座","みなみのまる座"
"ポルックス","1","アンタレス","0","0","0","2330021","0","ベクルックス","アクルックス"
"アンドロメダ座","1","アイスキュロス座","0","0","0","2330022","0","アンドロイド座","アンドロギュノス座"
"サーカディアンリズム","1","インターナショナリズム","0","0","0","2330023","0","ポリリズム","オリエンタリズム"
"示相化石","1","自然化石","0","0","0","2330024","0","歯石化石","示準化石"
"スカラー","1","リヤー","0","0","0","2330026","0","ミュラー","ラスカー"
"アンモニア","1","ダイヤモンド","0","0","0","2330027","0","銀","アセチレン"
"997","1","993","0","0","0","2330028","0","991","989"
"アスタキサンチン","1","パフトキシン","0","0","0","2330029","0","テトロドトキシン","イクシオトキシン"
"コンダクタンス","1","ヘンリー","0","0","0","2330030","0","ジーメンス","インダクタンス"
"シグマ","1","デルタ","0","0","0","2330031","0","ガンマ","ラムダ"
"こぐま座","1","おおいぬ座","0","0","0","2330032","0","こいぬ座","おおぐま座"
"カルシウム","1","マグネシウム","0","0","0","2330033","0","ナトリウム","カリウム"
"ペルム紀","1","白亜紀","0","0","0","2330034","0","ジュラ紀","三畳紀"
"テクネチウム","1","ロジウム","0","0","0","2330035","0","テルル","モリブデン"
"フォッサマグナ","1","マグカップ","0","0","0","2330036","0","マグナカルタ","アルスマグナ"
"オシロスコープ","1","タシロスコープ","0","0","0","2330037","0","ムシロスコープ","ヤシロスコープ"
"1分","1","1銭","0","0","0","2330038","0","1尺","1里"
"1気圧","1","1013気圧","0","0","0","2330040","0","10気圧","0気圧"
"NaCl","1","SiO2","0","0","0","2330041","0","MgO","NaOH"
"2個","1","1個","0","0","0","2330042","0","4個","3個"
"10","1","9","0","0","0","2330043","0","8","7"
"酸素","1","水素","0","0","0","2330045","0","二酸化炭素","窒素"
"金星","1","木星","0","0","0","2330047","0","月","地球"
"ブロッケン現象","1","ヒートアイランド現象","0","0","0","2330048","0","クリープ現象","スプロール現象"
"作用点","1","交点","0","0","0","2330049","0","力点","支点"
"フェーン現象","1","ビューン現象","0","0","0","2330051","0","デューン現象","ジェーン現象"
"太陽","1","月","0","0","0","2330053","0","火星","水星"
"成層圏","1","対流圏","0","0","0","2330056","0","中間圏","熱圏"
"金星","1","土星","0","0","0","2330057","0","火星","水星"
"仮分数","1","偉分数","0","0","0","2330058","0","倍分数","偽分数"
"6分の1","1","7分の1","0","0","0","2330061","0","5分の1","4分の1"
"マルジェン海岸","1","オーエド海岸","0","0","0","2331001","0","ブリザ海岸","ミステリオン海岸"
"4.5","1","3","0","0","0","2331002","0","5","4"
"マコト","1","モニカ","0","0","0","2331003","0","コッコロ","アキノ"
"ドロテア湿地","1","ジュノー湿地","0","0","0","2331004","0","タリア湿地","ナンセイ湿地"
"プロピーナ岬","1","フテラ岬","0","0","0","2331005","0","エスタ岬","カウダ岬"
"ユニットバス","1","ワンマンバス","0","0","0","2410002","0","路線バス","シャトルバス"
"新幹線","1","潜水艦","0","0","0","2410003","0","救急車","自転車"
"メタボリックシンドローム","1","メタボットシンドローム","0","0","0","2410004","0","メタボンスシンドローム","メタボライズシンドローム"
"ネットサーフィン","1","ネットドライビング","0","0","0","2410005","0","ネットランニング","ネットサイクリング"
"ストリーミング","1","ハッキング","0","0","0","2410006","0","サミング","ショールーミング"
"光ファイバー","1","水ファイバー","0","0","0","2410007","0","炎ファイバー","闇ファイバー"
"ペーパードライバー","1","新人ドライバー","0","0","0","2410008","0","若手ドライバー","初心者ドライバー"
"カーネーション","1","チューリップ","0","0","0","2410009","0","エーデルワイス","スイートピー"
"お通し","1","お察し","0","0","0","2410011","0","お達し","お直し"
"シャンプーハット","1","バスドーナッツ","0","0","0","2410012","0","アイガード","バブルレス"
"夜泣き","1","夜更し","0","0","0","2410014","0","夜逃げ","夜なべ"
"花火","1","山","0","0","0","2410015","0","海","プール"
"カルテ","1","カルテット","0","0","0","2410016","0","タルト","フォルテ"
"遠近法","1","正距方位図法","0","0","0","2410017","0","近近法","遠遠法"
"ヘルメット","1","鎧","0","0","0","2410018","0","チャイルドシート","シートベルト"
"株主総会","1","緊急集会","0","0","0","2410019","0","特別総会","株主集会"
"天地無用","1","天下御免","0","0","0","2410020","0","天地有情","上下無用"
"人間ドック","1","人間サッグ","0","0","0","2410022","0","人間ピッグ","人間タッグ"
"自動車教習所","1","自動車教養所","0","0","0","2410024","0","自動車教会所","自動車教育所"
"ヘリコプター","1","気球","0","0","0","2410025","0","グライダー","飛行機"
"ファイアウォール","1","クライミングウォール","0","0","0","2410026","0","チャイニーズウォール","グレートウォール"
"サマータイム","1","エコロジータイム","0","0","0","2410027","0","ホットタイム","スプリングタイム"
"シルバーシート","1","ブルーシート","0","0","0","2410028","0","グリーンシート","ゴールドシート"
"千歳飴","1","金太郎飴","0","0","0","2410030","0","ニッキ飴","べっこう飴"
"まち針","1","ぐん針","0","0","0","2410031","0","けん針","むら針"
"夏","1","冬","0","0","0","2410032","0","春","秋"
"魔法瓶","1","牛乳瓶","0","0","0","2410033","0","火炎瓶","花瓶"
"鏡開き","1","鏡下げ","0","0","0","2410036","0","鏡上げ","鏡閉じ"
"スクランブル交差点","1","スパゲッティ交差点","0","0","0","2410037","0","スピーディー交差点","ストロング交差点"
"子育てに積極的","1","俳句が趣味","0","0","0","2410038","0","いつも外出している","イクラが大好き"
"年賀状","1","不幸の手紙","0","0","0","2410039","0","暑中見舞い","残暑見舞い"
"おじいさん","1","おとうさん","0","0","0","2410040","0","おかあさん","おばあさん"
"フォーチュンクッキー","1","ゴッドクッキー","0","0","0","2410041","0","ラッキークッキー","ペーパークッキー"
"きりたんぽ","1","いぶりがっこ","0","0","0","2410042","0","しょっつる","まげわっぱ"
"みじん切り","1","輪切り","0","0","0","2410048","0","せん切り","乱切り"
"ゆず胡椒","1","しお胡椒","0","0","0","2410050","0","くろ胡椒","しろ胡椒"
"たい焼き","1","卵焼き","0","0","0","2410051","0","いか焼き","たこ焼き"
"水分が出てくる","1","味が無くなる","0","0","0","2410052","0","ボロボロ崩れる","赤く変色する"
"れんげ","1","もみじ","0","0","0","2410053","0","すみれ","さくら"
"牛肉","1","タケノコ","0","0","0","2410054","0","ツナ","グリンピース"
"デミタス","1","ソーサー","0","0","0","2410055","0","タンブラー","ジョッキ"
"くず餅","1","水ようかん","0","0","0","2410056","0","きんつば","ぜんざい"
"そば","1","きしめん","0","0","0","2410057","0","ラーメン","うどん"
"スクランブルエッグ","1","プレーンオムレツ","0","0","0","2410058","0","サニーサイドアップ","ポーチドエッグ"
"ネタ","1","サラ","0","0","0","2410059","0","ガリ","サビ"
"メルクリウス財団","1","ムシエラルゴ商社","0","0","0","2411001","0","メイケオール結社","マリネリウス財閥"
"キャラバン","1","レッツ！テオゴニア！","0","0","0","2411002","0","アドベンチャー","オニギリすごろく"
"ルピ","1","ソル","0","0","0","2411003","0","マナ","ジュエル"
"アユミ","1","リノ","0","0","0","2411004","0","タマキ","スズメ"
"予定帳","1","デイリー帳","0","0","0","2411005","0","予定表","一括スキップ"
"白髪","1","金髪","0","0","0","2420001","0","黒髪","茶髪"
"気象予報士","1","気象予言士","0","0","0","2420002","0","気象予告士","気象予想士"
"ジェネリック","1","ジェネシス","0","0","0","2420003","0","ジェネラル","ジェネレーション"
"7","1","9","0","0","0","2420004","0","3","1"
"コースター","1","はかま","0","0","0","2420005","0","茶托","ソーサー"
"井戸端会議","1","作戦会議","0","0","0","2420006","0","世間話会議","お茶の間会議"
"七福神","1","八部衆","0","0","0","2420008","0","十二神将","四天王"
"WC","1","WT","0","0","0","2420009","0","TO","TW"
"終身保険","1","延長保険","0","0","0","2420011","0","終期保険","終末保険"
"ドナー","1","パタンナー","0","0","0","2420012","0","グレーダー","レシピエント"
"検察官","1","司法書士","0","0","0","2420013","0","弁護士","裁判官"
"大晦日","1","クリスマスイブ","0","0","0","2420014","0","春分の日","元旦"
"リアス式海岸","1","イグアス式海岸","0","0","0","2420016","0","リアル式海岸","シワス式海岸"
"から梅雨","1","さら梅雨","0","0","0","2420017","0","ばら梅雨","たら梅雨"
"冷害","1","かんがい","0","0","0","2420018","0","氷害","水害"
"ベルボーイ","1","ボールボーイ","0","0","0","2420019","0","カウボーイ","トムボーイ"
"ドーナツ","1","アイスクリーム","0","0","0","2420020","0","クレープ","ケーキ"
"108回","1","216回","0","0","0","2420021","0","54回","27回"
"インフレーション","1","デノミネーション","0","0","0","2420023","0","スタグネーション","デフレーション"
"司法試験","1","忍法試験","0","0","0","2420025","0","違法試験","憲法試験"
"雪の多い地域","1","乾燥している地域","0","0","0","2420028","0","海に近い地域","気温の高い地域"
"人口が減った状態","1","地震が起こる状態","0","0","0","2420029","0","面積が狭い状態","気温が低い状態"
"フィンガーボウル","1","クリーニングボウル","0","0","0","2420030","0","サラダボウル","ウォッシュボウル"
"！","1","※","0","0","0","2420031","0","！？","？"
"大さじ","1","どれも同じ","0","0","0","2420032","0","茶さじ","小さじ"
"ペット専門","1","美容師専門","0","0","0","2420033","0","役者専門","子供専門"
"ステンドグラス","1","ハリメグラス","0","0","0","2420035","0","オペラグラス","サングラス"
"片栗粉","1","葛粉","0","0","0","2420036","0","白玉粉","小麦粉"
"くさや","1","みがきにしん","0","0","0","2420039","0","アンチョビ","しょっつる"
"牛","1","羊","0","0","0","2420040","0","鶏","豚"
"塩","1","縁","0","0","0","2420042","0","鉛","煙"
"水餃子","1","蒸し餃子","0","0","0","2420046","0","焼き餃子","揚げ餃子"
"レモングラス","1","ワイングラス","0","0","0","2420048","0","ステンドグラス","ビールグラス"
"米","1","大豆","0","0","0","2420049","0","小麦","ジャガイモ"
"鶏肉","1","羊肉","0","0","0","2420051","0","豚肉","牛肉"
"卵","1","ねぎ","0","0","0","2420052","0","かきあげ","鶏肉"
"夏","1","秋","0","0","0","2420053","0","春","冬"
"5cc","1","12cc","0","0","0","2420054","0","3cc","10cc"
"シャリ","1","シロ","0","0","0","2420055","0","ムラサキ","アガリ"
"カプチーノ","1","カプサイシン","0","0","0","2420056","0","カプレーゼ","カプリチオ"
"炒め物","1","冷や奴","0","0","0","2420057","0","味噌汁","揚げ物"
"軍艦巻き","1","気球巻き","0","0","0","2420058","0","馬車巻き","客船巻き"
"緑茶","1","日本酒","0","0","0","2420059","0","焼酎","麦茶"
"レア","1","ミディアム","0","0","0","2420060","0","ミディアムレア","ウェルダン"
"ホイップクリーム","1","ストロベリージャム","0","0","0","2420061","0","ソーセージ","マシュマロ"
"Mirage Game","1","Connecting Happy！！","0","0","0","2421001","0","Lost Princess","Precious Journey"
"茜色の寄り道","1","つなぐもの","0","0","0","2421002","0","Connecting Happy！！","Precious Journey"
"5人","1","2人","0","0","0","2421003","0","4人","3人"
"カズマサ","1","フィッシャーマン・ジーク","0","0","0","2421004","0","カズヒコ","マサカズ"
"お菓子","1","魔物","0","0","0","2421005","0","木材","鉄"
"CPU","1","DOS","0","0","0","2430001","0","SSD","GPS"
"北枕","1","抱き枕","0","0","0","2430002","0","腕枕","膝枕"
"3．3平方メートル","1","6．6平方メートル","0","0","0","2430003","0","5．5平方メートル","4．4平方メートル"
"6親等","1","10親等","0","0","0","2430004","0","9親等","3親等"
"B5","1","B4","0","0","0","2430005","0","A4","A3"
"レシピエント","1","パタンナー","0","0","0","2430006","0","グレーダー","ドナー"
"遺留分","1","遺愛分","0","0","0","2430007","0","遺令分","遺訓分"
"保健所","1","銀行","0","0","0","2430008","0","税務署","小学校"
"自賠責保険","1","火災保険 ","0","0","0","2430009","0","家族傷害保険","個人年金保険"
"水道","1","固定電話","0","0","0","2430010","0","電気","ガス"
"周りを糖分でくるんだ薬","1","遠くの病院でもらう薬","0","0","0","2430011","0","高くてなかなか手に入らない薬","すぐに効き目が出る薬"
"流動資産","1","確定資産","0","0","0","2430015","0","行動資産","固定資産"
"成人式","1","銀婚式","0","0","0","2430016","0","敬老の日","誕生日"
"ネズミ講","1","カマキリ講","0","0","0","2430017","0","クラゲ講","カラス講"
"A3","1","B5","0","0","0","2430018","0","B4","A4"
"規制標識","1","指示標識","0","0","0","2430019","0","警戒標識","案内標識"
"岩田帯","1","亜寒帯","0","0","0","2430020","0","時間帯","眼帯"
"30キロ","1","20キロ","0","0","0","2430021","0","40キロ","50キロ"
"ナンバープレートの色","1","割引チケットの色","0","0","0","2430022","0","運転手の制服の色","車体の色"
"節分","1","夏至","0","0","0","2430023","0","土用","立春"
"2人","1","0人","0","0","0","2430024","0","3人","1人"
"ROUTE","1","NUMBER","0","0","0","2430025","0","COUNTRY","ROAD"
"戸籍謄本","1","印鑑登録証明書","0","0","0","2430026","0","課税証明書","住民票"
"御手洗","1","御内儀","0","0","0","2430027","0","御洗浄","御不浄"
"お国入り","1","藪入り","0","0","0","2430028","0","お蔵入り","都入り"
"疑獄","1","牢獄","0","0","0","2430029","0","地獄","脱獄"
"北西","1","東","0","0","0","2430030","0","北","北東"
"おさつ","1","いきさつ","0","0","0","2430031","0","ひっさつ","ぼさつ"
"母子健康手帳","1","育児手帳","0","0","0","2430032","0","臨月手帳","子宝手帳"
"さくら肉","1","つつじ肉","0","0","0","2430034","0","ぼたん肉","もみじ肉"
"バッター液","1","キャッチャー液","0","0","0","2430041","0","ライト液","ピッチャー液"
"すきやき","1","ジンギスカン","0","0","0","2430042","0","肉じゃが","しゃぶしゃぶ"
"しらたき","1","白菜","0","0","0","2430043","0","シイタケ","長ネギ"
"サツマイモ","1","コンニャクイモ","0","0","0","2430044","0","サトイモ","ジャガイモ"
"コンニャクイモ","1","サトイモ","0","0","0","2430046","0","ジャガイモ","サツマイモ"
"カツオ","1","イワシ","0","0","0","2430047","0","シャケ","マグロ"
"サメ","1","イルカ","0","0","0","2430048","0","マグロ","クジラ"
"ネギ","1","オクラ","0","0","0","2430049","0","ハクサイ","ダイコン"
"塩水","1","泥水","0","0","0","2430052","0","酢","真水"
"ピータン","1","ピーカン","0","0","0","2430053","0","ピタパン","ピーターパン"
"ピューレ","1","パテ","0","0","0","2430054","0","スフレ","グラッセ"
"クルトン","1","プラリネ","0","0","0","2430056","0","エシャロット","テリーヌ"
"桂むき","1","樫むき","0","0","0","2430058","0","松むき","杉むき"
"ういろう","1","きんつば","0","0","0","2430060","0","わらび餅","ようかん"
"パエリア","1","ブイヤベース","0","0","0","2430061","0","オムレツ","ラザニア"
"冒険への初立","1","裸の冒険者","0","0","0","2431001","0","冒険の始まり","駆けだしの冒険者"
"ユキの審美会","1","美の伝道者","0","0","0","2431002","0","ユキのビューティーチェック","美の饗宴"
"毒瘴の闇稜","1","断崖の遺跡","0","0","0","2431003","0","蒼海の孤塔","緑竜の骸嶺"
"追想のデフラグ","1","ノウェムの過ぎ去りし日々","0","0","0","2431004","0","追憶のメモリー","ムイミの思い出"
"私色STORY","1","フェアリーテイルは夢の中","0","0","0","2431005","0","Seize The Day！","GREEDY LOVE"
"フォルテ","1","フォックス","0","0","0","2510003","0","フィーネ","ファイン"
"コントラバス","1","ビオラ","0","0","0","2510004","0","バイオリン","チェロ"
"f","1","i","0","0","0","2510005","0","d","g"
"指揮者","1","第一バイオリン","0","0","0","2510006","0","最年長","作曲者"
"しばらく","1","このあいだはどうも","0","0","0","2510007","0","ひさしぶり","ごぶさた"
"Character Voice","1","Create Voice","0","0","0","2510008","0","Commercial Voice","Cuter Voice"
"ローンチソフト","1","バンドルソフト","0","0","0","2510009","0","スタートソフト","キラーソフト"
"アホ毛","1","ちょこ毛","0","0","0","2510010","0","盛り髪","縦ロール"
"オセロ","1","どれも同じ","0","0","0","2510012","0","チェス","将棋"
"王将","1","歩兵","0","0","0","2510013","0","角行","飛車"
"木枯らし","1","爆風","0","0","0","2510014","0","北風","そよ風"
"スコール","1","モンスーン","0","0","0","2510015","0","タイフーン","ハリケーン"
"しけ","1","ふち","0","0","0","2510016","0","とろ","なぎ"
"ボビン","1","ベビン","0","0","0","2510018","0","ブビン","バビン"
"カシミア","1","クリミア","0","0","0","2510019","0","プレミア","ボヘミア"
"トリートメント","1","ボディーソープ","0","0","0","2510022","0","リンス","シャンプー"
"マスカラ","1","マラカス","0","0","0","2510023","0","ヒトカラ","チーク"
"ステッチ","1","スカッド","0","0","0","2510025","0","スリット","ステップ"
"バイヤー","1","バイト","0","0","0","2510027","0","バイプレーヤー","バインダー"
"硬水","1","井戸水","0","0","0","2510028","0","上水","軟水"
"ポルターガイスト","1","リインカーネーション","0","0","0","2510029","0","エクトプラズム","テンプテーション"
"サイコロ","1","将棋の駒","0","0","0","2510030","0","麻雀牌","トランプ"
"囲碁","1","五目並べ","0","0","0","2510031","0","麻雀","将棋"
"モラルハザード","1","ライフハザード","0","0","0","2510032","0","マネーハザード","バイオハザード"
"バラン","1","ハッパ","0","0","0","2510033","0","ラパン","バリン"
"包丁を軽く温める","1","包丁をさびつかせる","0","0","0","2510035","0","包丁を油まみれにする","包丁をよく冷やす"
"シュシュ","1","リュリュ","0","0","0","2510038","0","キュキュ","チュチュ"
"デニール","1","プリーツ","0","0","0","2510039","0","ストール","パニール"
"除光液","1","除算液","0","0","0","2510040","0","除名液","除湿液"
"ルージュ","1","ミラージュ","0","0","0","2510041","0","コサージュ","ベージュ"
"アンチエイジング","1","アンチドレッシング","0","0","0","2510042","0","アンチクレンジング","アンチクルージング"
"ワンペア","1","フルハウス","0","0","0","2510043","0","フラッシュ","スリーカード"
"ツモ","1","チー","0","0","0","2510044","0","ポン","ロン"
"8月8日","1","5月5日","0","0","0","2510046","0","6月6日","7月7日"
"C","1","D","0","0","0","2510047","0","B","A"
"峰打ち","1","頭打ち","0","0","0","2510048","0","舌打ち","耳打ち"
"タクシー","1","タンカー","0","0","0","2510050","0","深夜バス","トラック"
"ヒマワリ","1","キリ","0","0","0","2510051","0","キク","タチバナ"
"使っている量の多い順番","1","高価な食材の順番","0","0","0","2510053","0","カロリーの高い順番","味の強い順番"
"フライヤー","1","セットリスト","0","0","0","2510054","0","プレイヤー","ドライヤー"
"ディスクジョッキー","1","ドリームジャスティス","0","0","0","2510056","0","ダンスジョグ","デジタルジョーカー"
"暗転","1","バク転","0","0","0","2510057","0","回転","側転"
"ブラスバンド","1","ブロードバンド","0","0","0","2510058","0","ハズバンド","ビッグバンド"
"歩","1","角","0","0","0","2510059","0","銀","金"
"ラップ音","1","エンカ音","0","0","0","2510060","0","ロック音","ジャズ音"
"プール","1","体育館","0","0","0","2511001","0","保健室","職員室"
"5.5","1","3.5","0","0","0","2511002","0","6.5","4.5"
"ヒヨリ","1","サレン","0","0","0","2511003","0","シオリ","レイ"
"おしゃべりチエルちゃん","1","ちぇる～ん☆チエルちゃん","0","0","0","2511004","0","いつでもチエルちゃん","どこでもチエルちゃん"
"クレジッタ・タワー","1","タワー・オブ・クレジッタ","0","0","0","2511005","0","クレジッタ・ビルディング","リッチモンド・タワー"
"7月2日","1","6月22日","0","0","0","2520001","0","7月7日","6月27日"
"骨切り","1","髪切り","0","0","0","2520002","0","身切り","皮切り"
"にぎり","1","はなし","0","0","0","2520004","0","まわし","さわり"
"自在鉤","1","天狗鉤","0","0","0","2520006","0","自分鉤","自由鉤"
"チュチュ","1","チョチョ","0","0","0","2520007","0","チェチェ","チャチャ"
"フライフィッシング","1","ヘアーフィッシング","0","0","0","2520009","0","ヘビーフィッシング","ライトフィッシング"
"重り","1","針","0","0","0","2520010","0","浮き","糸"
"素語り","1","静語り","0","0","0","2520011","0","直語り","生語り"
"野点","1","支点","0","0","0","2520012","0","屋点","露点"
"フリンジ","1","ブリッジ","0","0","0","2520013","0","グランジ","ステージ"
"セレクトショップ","1","セレモニー","0","0","0","2520015","0","セールスランキング","セパレート"
"プルオーバー","1","スコート","0","0","0","2520016","0","オーバーニーソックス","レギンス"
"グラノーラ","1","ポリッジ","0","0","0","2520018","0","オートミール","コーンフレーク"
"ティアード","1","プレイヤード","0","0","0","2520020","0","ブリザード","ワイアード"
"サブリミナル広告","1","テスティモニアル広告","0","0","0","2520022","0","シズル広告","ティーザー広告"
"4本","1","6本","0","0","0","2520023","0","8本","5本"
"クインテット","1","カルテット","0","0","0","2520024","0","デュオ","トリオ"
"メゾソプラノ","1","テノール","0","0","0","2520025","0","バリトン","メゾアルト"
"アーガイル","1","ギンガム","0","0","0","2520026","0","タータン","マドラス"
"先勝","1","仏滅","0","0","0","2520028","0","大安","先負"
"R","1","U","0","0","0","2520029","0","T","S"
"囲碁","1","将棋","0","0","0","2520033","0","花札","麻雀"
"8月1日","1","6月1日","0","0","0","2520034","0","9月1日","7月1日"
"足の裏","1","膝","0","0","0","2520035","0","尻","まぶた"
"ういろう売り","1","ぎゅうひ売り","0","0","0","2520037","0","すあま売り","ようかん売り"
"バルーン","1","サークル","0","0","0","2520038","0","フレーム","クラウド"
"ハートのキング","1","クラブのキング","0","0","0","2520039","0","スペードのキング","ダイヤのキング"
"アメシスト","1","ラピスラズリ","0","0","0","2520040","0","ターコイズ","ルビー"
"太陽暦 ","1","御化暦","0","0","0","2520042","0","太陰暦","地球暦 "
"1年目","1","31年目","0","0","0","2520043","0","21年目","11年目"
"メリヤス編み","1","鎖編み","0","0","0","2520044","0","細編み","長編み"
"天和","1","四暗刻","0","0","0","2520045","0","大三元","字一色"
"フラッシュ","1","ファイブカード","0","0","0","2520047","0","フルハウス","ストレート"
"海","1","山","0","0","0","2520048","0","瀞","川"
"サシェ","1","リシェ","0","0","0","2520049","0","カシェ","ラシェ"
"北東","1","南西","0","0","0","2520050","0","北西","南東"
"クルーネック","1","クルクルネック","0","0","0","2520051","0","クルブシネック","クルーザーネック"
"アースカラー","1","ドールカラー","0","0","0","2520052","0","パールカラー","ピーチカラー"
"かっさ","1","せっぱ","0","0","0","2520054","0","せっさ","かっぱ"
"ロールオン","1","ピースオン","0","0","0","2520055","0","ページオン","キープオン"
"チョーカー","1","ストーカー","0","0","0","2520056","0","サイドカー","ウーファー"
"26組","1","20組","0","0","0","2520058","0","30組","24組"
"カルテット","1","デュオ","0","0","0","2520059","0","トリオ","クインテット"
"メトロノーム","1","オシロスコープ","0","0","0","2520060","0","バロメーター","クロノグラフ"
"さす","1","きく","0","0","0","2520061","0","のむ","うつ"
"ゴールデン無限おにぎり","1","至高のドラゴンテイルおでん","0","0","0","2521001","0","雲海の魔物肉","天露の金甘水"
"卵","1","蜜","0","0","0","2521002","0","肉","ご飯"
"土鍋","1","弓","0","0","0","2521003","0","だいじょぶマイフレンドくん1号","キャンプ道具"
"龍の卵","1","龍の翼","0","0","0","2521004","0","竜の翼","竜の卵"
"ホマレの部屋で写真を撮る","1","カヤと掃除をする","0","0","0","2521005","0","ホマレにいたずらをする","龍の卵をカジノ王から盗む"
"タッチタイピング","1","スーパータイピング","0","0","0","2530001","0","ノールックタイピング","シャドータイピング"
"タイドプール","1","スイートスポット","0","0","0","2530002","0","ソルトスポット","ソルトプール"
