6b7b058e74f418525f9207ac60316f067d3311543957f9431dd7d28b24d6ca1e,1bf10f93cb5193ae5e6095d65002ae196b7bf295685e54b0280c8bc1fb068ce0,2a1ab9f6e266a3c3bc304be1eeeeaf292c9044f96f5dcc329a0cfa19cb2c8620,65aa6a9e907f073e2a4da90ae307cd524c7b23f9546689718387d1e0fbba2b08,2721068a38f21dd0287ca6be564bcb8de4d63fc3423c4018504f82e78573c186,1ea05e51fa478daa4174bd3b139210cb68a073d2fd504a1f8c6de6abbf30849c,1c0a8c504534f4d6734ea8939ada0b8c066f4f234598326726847b7d95acd02e,8a0f5ebb3417a081df986ca1b2bc525ed78901c16f330371eab1195cee2be1c1,3b2929d4bab35045e19ddd67147078b9eddb54f10102f7c3e8ef7d43c9bf5ee1,f890d4e2896ca78e7f8b695501fa16a697f532a4f791787ade04d15a7fe9c0a3,290cccf64b3ea5ff3f71000154c7a77f917e66ebea300ca75d50a905281e4cd0
"72030","","","0","0","91","0","","72","",""
"72031","0","talk2ToKohon","0","1","3","clear_kohon_loop_shy","","72","0.2","1"
"72032","","vo_asb_0726","0","vo_asb","21","0","","72","",""
"72033","0","そりゃそうですよね……\nいきなり前のめり過ぎ太郎でした……","10","1","11","1","0","72","0","1"
"72034","","","0","0","91","0","","72","",""
"72035","0","clear_guts1_in","0","1","3","clear_guts1_talk","","72","0.2","1"
"72036","","vo_asb_0727","0","vo_asb","21","0","","72","",""
"72037","0","でも、諦めるわけにはいかないなって。\n時々森に通って、300年を３年くらい\nに、縮めようと思ってるんです！","10","1","11","1","0","72","0","1"
"72038","","","0","0","91","0","","72","",""
"72039","","","","72040","101","","","72","",""
"72040","0","1","1","1","6","1","","72","0.3","0"
"72041","0","1","1","0","6","1","","72","0.3","0"
"72042","","-120","-250","1","2","0.3","","72","","1"
"72043","","-100","0","0","2","0.3","","72","","1"
"72044","","0","","0","22","","","72","",""
"72045","","0","","0.4","93","","","72","",""
"82001","0","1","52","1","5","30","riri_idle","82","2.2","-250"
"82002","0","1","1","1","6","1","","82","0","0"
"82003","0","0","29","0","5","50","black","82","1","0"
"82004","0","1","1","0","6","1","","82","0","0"
"82005","","","","0","91","","","82","",""
"82006","0","1","1","1","6","1","","82","0.2","1"
"82007","0","1","1","0","6","1","","82","0.2","1"
"82008","","-20","-250","1","2","0.3","","82","","2"
"82009","","0","0","0","2","0.3","","82","","2"
"82010","","0","","0.6","93","","","82","",""
"82011","","riri_talk","1","1","3","","","82","0.2",""
"82012","","vo_asb_0821","0","vo_asb","21","0","","82","",""
"82013","0","その頃わたくしは、\nスカウトをお受けしておりました。\nミサト様いわく、わたくしには保育士の\n『天賦の才』があるそうで。","10","1","11","1","0","82","0","1"
"82014","","","0","0","91","0","","82","",""
"82015","","sad_talk_surprise","1","1","3","","","82","0.2",""
"82016","","vo_asb_0822","0","vo_asb","21","0","","82","",""
"82017","0","小さいお子様はともかく、動物さんに\n好かれる自覚はありますし……\n冒険者という仕事に不向きなことも、\n自認していますけれど……","10","1","11","1","0","82","0","1"
"82018","","","0","0","91","0","","82","",""
"82019","","guts2_talk_Ex1","1","1","3","","","82","0.2",""
"82020","","vo_asb_0823","0","vo_asb","21","0","","82","",""
"82021","0","それでも……適性など踏み越えて、\n己の道を突き進むのが冒険者です。\n一度決めたことを、\n曲げるわけには参りません……！","10","1","11","1","0","82","0","1"
"82022","","","0","0","91","0","","82","",""
"82023","","talk_joy","1","1","3","","","82","0.2",""
"82024","","vo_asb_0824","0","vo_asb","21","0","","82","",""
"82025","0","と、不退転の決意を申し上げたら、\nミサト様、「は～い♪」と、\n二つ返事で分かってくださって。","10","1","11","1","0","82","0","1"
"82026","","","0","0","91","0","","82","",""
"82027","","wish_talk_joyR_riri","1","1","3","","","82","0.2",""
"82028","","vo_asb_0825","0","vo_asb","21","0","","82","",""
"82029","0","柔和で、寛容で、お話のわかる……\n彼女こそ、真の保育士さんで\nいらっしゃいますね。","10","1","11","1","0","82","0","1"
"82030","","","0","0","91","0","","82","",""
"82031","","surprise_talk_nervous","1","1","3","","","82","0.2",""
"82032","","vo_asb_0826","0","vo_asb","21","0","","82","",""
"82033","0","……別れ際に、\n「また誘うわね～♪」と、\n同じく柔和な笑顔でおっしゃって\nおられたのがやや気にはなりますが……","10","1","11","1","0","82","0","1"
"82034","","","0","0","91","0","","82","",""
"82035","","","","82036","101","","","82","",""
"82036","0","1","1","1","6","1","","82","0.3","0"
"82037","0","1","1","0","6","1","","82","0.3","0"
"82038","","-120","-250","1","2","0.3","","82","","1"
"82039","","-100","0","0","2","0.3","","82","","1"
"82040","","0","","0","22","","","82","",""
"82041","","0","","0.4","93","","","82","",""
"92001","0","1","52","2","5","30","clear_surprise_talk","92","2.2","-250"
"92002","0","1","1","1","6","1","","92","0","0"
"92003","0","0","29","0","5","50","black","92","1","0"
"92004","0","1","1","0","6","1","","92","0","0"
"92005","","","","0","91","","","92","",""
"92006","0","1","1","1","6","1","","92","0.2","1"
"92007","0","1","1","0","6","1","","92","0.2","1"
"92008","","-20","-250","1","2","0.3","","92","","2"
"92009","","0","0","0","2","0.3","","92","","2"
"92010","","0","","0.6","93","","","92","",""
"92011","","vo_asb_0921","0","vo_asb","21","0","","92","",""
"92012","0","穴って、不思議ですよね……","10","1","11","1","0","92","0","1"
"92013","","","0","0","91","0","","92","",""
"92014","","vo_asb_0922","0","vo_asb","21","0","","92","",""
"92015","0","暗くて、狭くて。\n涼しくて、静かで。\nなんとなく、落ち着く……というか。","10","1","11","1","0","92","0","1"
"92016","","","0","0","91","0","","92","",""
"92017","0","surpriseToKohon","0","1","3","clear_kohon_loop_normal2","","92","0.1","1"
"92018","","vo_asb_0923","0","vo_asb","21","0","","92","",""
"92019","0","そういうの。\nわたし、意外と好きなの、かも……？\n穴があったら入りたい、\nじゃないですけど……","10","1","11","1","0","92","0","1"
"92020","","","0","0","91","0","","92","",""
"92021","","clear_wish_talk_joy_noShy","1","1","3","","","92","0.2",""
"92022","","vo_asb_0924","0","vo_asb","21","0","","92","",""
"92023","0","掘り方、習ったし。\n自分用の穴、掘ってみようかな……？","10","1","11","1","0","92","0","1"
"92024","","","0","0","91","0","","92","",""
"92025","","","","92026","101","","","92","",""
"92026","0","1","1","1","6","1","","92","0.3","0"
"92027","0","1","1","0","6","1","","92","0.3","0"
"92028","","-120","-250","1","2","0.3","","92","","1"
"92029","","-100","0","0","2","0.3","","92","","1"
"92030","","0","","0","22","","","92","",""
"92031","","0","","0.4","93","","","92","",""
"102001","0","1","52","3","5","30","idle_precia","102","2.2","-250"
"102002","0","1","1","1","6","1","","102","0","0"
"102003","0","0","29","0","5","50","black","102","1","0"
"102004","0","1","1","0","6","1","","102","0","0"
"102005","","","","0","91","","","102","",""
"102006","0","1","1","1","6","1","","102","0.2","1"
"102007","0","1","1","0","6","1","","102","0.2","1"
"102008","","-20","-250","1","2","0.3","","102","","2"
"102009","","0","0","0","2","0.3","","102","","2"
"102010","","0","","0.6","93","","","102","",""
"102011","","doya_idle_surprise_precia","1","1","3","","","102","0.3",""
"102012","","vo_asb_1021","0","vo_asb","21","0","","102","",""
"102013","0","「へんたいふしんしゃさんは\nあなにおちるべきです」","10","1","11","1","0","102","0","1"
"102014","","","0","0","91","0","","102","",""
"102015","","talk_precia","1","1","3","","","102","0.3",""
"102016","","vo_asb_1022","0","vo_asb","21","0","","102","",""
"102017","0","キョウカ。\nだん。","10","1","11","1","0","102","0","1"
"102018","","","0","0","91","0","","102","",""
"102019","","think_idle_anger_precia","1","1","3","","","102","0.3",""
"102020","","vo_asb_1023","0","vo_asb","21","0","","102","",""
"102021","0","へんたいふしんしゃ。\nとは……？","10","1","11","1","0","102","0","1"
"102022","","","0","0","91","0","","102","",""
"102023","0","thinkToSad_precia","0","1","3","sad_talk_surprise_precia","","102","0.2","1"
"102024","","vo_asb_1024","0","vo_asb","21","0","","102","",""
"102025","0","……まだ、しらないこと。\nたくさん。","10","1","11","1","0","102","0","1"
"102026","","","0","0","91","0","","102","",""
"102027","","guts2_talk_joy_precia","1","1","3","","","102","0.3",""
"102028","","vo_asb_1025","0","vo_asb","21","0","","102","",""
"102029","0","どんどん。\nまなんでく。ぞ。","10","1","11","1","0","102","0","1"
"102030","","","0","0","91","0","","102","",""
"102031","","","","102032","101","","","102","",""
"102032","0","1","1","1","6","1","","102","0.3","0"
"102033","0","1","1","0","6","1","","102","0.3","0"
"102034","","-120","-250","1","2","0.3","","102","","1"
"102035","","-100","0","0","2","0.3","","102","","1"
"102036","","0","","0","22","","","102","",""
"102037","","0","","0.4","93","","","102","",""
"112001","0","1","52","2","5","30","clear_wish_talk_joy","112","2.2","-250"
"112002","0","1","1","1","6","1","","112","0","0"
"112003","0","0","29","0","5","50","black","112","1","0"
"112004","0","1","1","0","6","1","","112","0","0"
"112005","","","","0","91","","","112","",""
"112006","0","1","1","1","6","1","","112","0.2","1"
"112007","0","1","1","0","6","1","","112","0.2","1"
"112008","","-20","-250","1","2","0.3","","112","","2"
"112009","","0","0","0","2","0.3","","112","","2"
"112010","","0","","0.6","93","","","112","",""
"112011","","vo_asb_1121","0","vo_asb","21","0","","112","",""
"112012","0","ミツキさんの出してくれた\nオリジナルのお茶、\n不思議な香りでした。","10","1","11","1","0","112","0","1"
"112013","","","0","0","91","0","","112","",""
"112014","","clear_memoly_talk","1","1","3","","","112","0.2",""
"112015","","vo_asb_1122","0","vo_asb","21","0","","112","",""
"112016","0","嗅いだだけでふわ～と、\n体が熱くなって。\nミツキさんいわく、\n滋養強壮の効果があるんだそうです。","10","1","11","1","0","112","0","1"
"112017","","","0","0","91","0","","112","",""
"112018","","clear_surprise_talk","1","1","3","","","112","0.3",""
"112019","","vo_asb_1123","0","vo_asb","21","0","","112","",""
"112020","0","なぜかお兄さんが珍しく焦った様子で、\n飲まない方がいい、と止めるので、\n香りを嗅ぐだけに\n留めておきましたけど……","10","1","11","1","0","112","0","1"
"112021","","","0","0","91","0","","112","",""
"112022","","clear_wish_talk_normal2","1","1","3","","","112","0.2",""
"112023","","vo_asb_1124","0","vo_asb","21","0","","112","",""
"112024","0","ミツキさん、\n「次はもっと効くのを\n飲ませてあげるから、\nまたいらっしゃいね」","10","1","11","1","0","112","0","1"
"112025","","","","0","91","0","","112","",""
"112026","","vo_asb_1125","0","vo_asb","21","0","","112","",""
"112027","0","って言ってくれていたので、\nまた遊びに行こうと思います。","10","1","11","1","0","112","0","1"
"112028","","","0","0","91","0","","112","",""
"112029","0","wishToTalk","0","1","3","clear_talk_joyR","","112","0.2","1"
"112030","","vo_asb_1126","0","vo_asb","21","0","","112","",""
"112031","0","ふふ……入口は怖かったですけど。\n見かけによらないんですね、\nギルドって。これも学びです♪","10","1","11","1","0","112","0","1"
"112032","","","0","0","91","0","","112","",""
"112033","","","","112034","101","","","112","",""
"112034","0","1","1","1","6","1","","112","0.3","0"
"112035","0","1","1","0","6","1","","112","0.3","0"
"112036","","-120","-250","1","2","0.3","","112","","1"
"112037","","-100","0","0","2","0.3","","112","","1"
"112038","","0","","0","22","","","112","",""
"112039","","0","","0.4","93","","","112","",""
"122001","0","1","52","3","5","30","notice_loop","122","2.2","-250"
"122002","0","1","1","1","6","1","","122","0","0"
"122003","0","0","29","0","5","50","black","122","1","0"
"122004","0","1","1","0","6","1","","122","0","0"
"122005","","","","0","91","","","122","",""
"122006","0","1","1","1","6","1","","122","0.2","1"
"122007","0","1","1","0","6","1","","122","0.2","1"
"122008","","-20","-250","1","2","0.3","","122","","2"
"122009","","0","0","0","2","0.3","","122","","2"
"122010","","0","","0.6","93","","","122","",""
"122011","","vo_asb_1221","0","vo_asb","21","0","","122","",""
"122012","0","ミツキの。\nけはい……","10","1","11","1","0","122","0","1"
"122013","","","0","0","91","0","","122","",""
"122014","","sad_idle_surprise","1","1","3","","","122","0.3",""
"122015","","vo_asb_1222","0","vo_asb","21","0","","122","",""
"122016","0","のっと。\nただもの。","10","1","11","1","0","122","0","1"
"122017","","","0","0","91","0","","122","",""
"122018","","surprise_idle_anger_precia","1","1","3","","","122","0.3",""
"122019","","vo_asb_1223","0","vo_asb","21","0","","122","",""
"122020","0","わるもの？\nせいぎ、の、みかた？","10","1","11","1","0","122","0","1"
"122021","","","0","0","91","0","","122","",""
"122022","0","surpriseToThink_precia","0","1","3","think_idle_Ex1_precia","","122","0.2","1"
"122023","","vo_asb_1224","0","vo_asb","21","0","","122","",""
"122024","0","ふくざつ。","10","1","11","1","0","122","0","1"
"122025","","","0","0","91","0","","122","",""
"122026","","","","122027","101","","","122","",""
"122027","0","1","1","1","6","1","","122","0.3","0"
"122028","0","1","1","0","6","1","","122","0.3","0"
"122029","","-120","-250","1","2","0.3","","122","","1"
"122030","","-100","0","0","2","0.3","","122","","1"
"122031","","0","","0","22","","","122","",""
"122032","","0","","0.4","93","","","122","",""
"132001","0","1","52","3","5","30","lift_down_normal","132","2.2","-250"
"132002","0","1","1","1","6","1","","132","0","0"
"132003","0","0","29","0","5","50","black","132","1","0"
"132004","0","1","1","0","6","1","","132","0","0"
"132005","","","","0","91","","","132","",""
"132006","0","1","1","1","6","1","","132","0.2","1"
"132007","0","1","1","0","6","1","","132","0.2","1"
"132008","","-20","-250","1","2","0.3","","132","","2"
"132009","","0","0","0","2","0.3","","132","","2"
"132010","","0","","0.6","93","","","132","",""
"132011","","vo_asb_1321","0","vo_asb","21","0","","132","",""
"132012","0","ぼうけん、グッズ。\nたくさん。","10","1","11","1","0","132","0","1"
"132013","","","0","0","91","0","","132","",""
"132014","0","lift_down_shy_in","0","1","3","lift_down_shy","","132","0.2","1"
"132015","","vo_asb_1322","0","vo_asb","21","0","","132","",""
"132016","0","もちきれ……ない。","10","1","11","1","0","132","0","1"
"132017","","","0","0","91","0","","132","",""
"132018","0","lift_up_in","0","1","3","lift_up_loop","","132","0.2","1"
"132019","","vo_asb_1323","0","vo_asb","21","0","","132","",""
"132020","0","でも。\nもつ。よ。","10","1","11","1","0","132","0","1"
"132021","","","0","0","91","0","","132","",""
"132022","","vo_asb_1324","0","vo_asb","21","0","","132","",""
"132023","0","これ、が。\nまもりたいもの、の。\nおもさ。","10","1","11","1","0","132","0","1"
"132024","","","0","0","91","0","","132","",""
"132025","","","","132026","101","","","132","",""
"132026","0","1","1","1","6","1","","132","0.3","0"
"132027","0","1","1","0","6","1","","132","0.3","0"
"132028","","-120","-250","1","2","0.3","","132","","1"
"132029","","-100","0","0","2","0.3","","132","","1"
"132030","","0","","0","22","","","132","",""
"132031","","0","","0.4","93","","","132","",""
"142001","0","1","52","1","5","30","sad_talk_dere","142","2.2","-250"
"142002","0","1","1","1","6","1","","142","0","0"
"142003","0","0","29","0","5","50","black","142","1","0"
"142004","0","1","1","0","6","1","","142","0","0"
"142005","","","","0","91","","","142","",""
"142006","0","1","1","1","6","1","","142","0.2","1"
"142007","0","1","1","0","6","1","","142","0.2","1"
"142008","","-20","-250","1","2","0.3","","142","","2"
"142009","","0","0","0","2","0.3","","142","","2"
"142010","","0","","0.6","93","","","142","",""
"142011","","vo_asb_1421","0","vo_asb","21","0","","142","",""
"142012","0","お礼にいただいたお弁当が、\nあまりにもおいしくて……","10","1","11","1","0","142","0","1"
"142013","","","0","0","91","0","","142","",""
"142014","","sad_talk_joyR","1","1","3","","","142","0.3",""
"142015","","vo_asb_1422","0","vo_asb","21","0","","142","",""
"142016","0","わたくしもいつか、\nあんな心のこもったお弁当を作って、\n兄様にそっとお渡しすることが\nできたら、なんて……","10","1","11","1","0","142","0","1"
"142017","","","0","0","91","0","","142","",""
"142018","","wish_talk_nervous_riri","1","1","3","","","142","0.3",""
"142019","","vo_asb_1423","0","vo_asb","21","0","","142","",""
"142020","0","まだ卵焼きすらも\n焦がしてしまう分際で、\nつい、出過ぎたことを\n夢想してしまいました。","10","1","11","1","0","142","0","1"
"142021","","","0","0","91","0","","142","",""
"142022","","wish_talk_normal2_riri","1","1","3","","","142","0.2",""
"142023","","vo_asb_1424","0","vo_asb","21","0","","142","",""
"142024","0","……でも。\n今回の冒険で、夢見ることは\n大きな力だと知りましたから。","10","1","11","1","0","142","0","1"
"142025","","","0","0","91","0","","142","",""
"142026","","guts2_talk_riri","1","1","3","","","142","0.2",""
"142027","","vo_asb_1425","0","vo_asb","21","0","","142","",""
"142028","0","いつか兄様をもお支えできる\n冒険者になることを、諦めず、\nいつまでも夢想し続けながら、\n一歩ずつ、歩みを進めていく所存です。","10","1","11","1","0","142","0","1"
"142029","","","0","0","91","0","","142","",""
"142030","","","","142031","101","","","142","",""
"142031","0","1","1","1","6","1","","142","0.3","0"
"142032","0","1","1","0","6","1","","142","0.3","0"
"142033","","-120","-250","1","2","0.3","","142","","1"
"142034","","-100","0","0","2","0.3","","142","","1"
"142035","","0","","0","22","","","142","",""
"142036","","0","","0.4","93","","","142","",""
