9d0a71109f43f85eb881037090940077ddf171110635b7c79e65eea85a70176e,3aa4413997173891ec8351d8313f77de0d0912195968ab12430c4cdc2a4f710c,3486f47ab55f203025b315fc1916c02e8dc59cded6cc3b8459599a77f7f7a9f8,f9a7b81975a41c25591c10bc948408f23ff4fc01d935d07403e5171b8b18eae2,a08b91304b86a9c1788038195aaf519052a5ec594e9eeb9fed0a95aa5fcddd4e,ed2f1583beddacb704adef028eaf3e493097977c7737e6879119e5c45ed2962d,31bfa15dc81fec773efb3c37b734ad91713032cb395925bccc0a61d0c31a85a0,f420731edc18cd571b8a64517a37ce5d4f562ee36517a3967506d0bcd0d3c3b9,226c015408ae5b15dbcb32083e96d8152a5bddd4f5c3379aa438aeb00a9b448e,0987cc500e5d86bac8b4b16a0e6553b038447186c8dafb8571eb972d83e51809,3e9c4dafd01c80160e79dabe1fcd89478657ce5b1f833606ea8bb8dfbf74a4d2
"91","","","","","","","","","901","19010011"
"3","0.1","01_yukari_talk","01_yukari_talk_loop","","1","0.1","126811","0","901","19010012"
"3","0.1","01_yukari_talk","01_yukari_talk_loop","","1","0.1","3","0","901","19010013"
"3","","cmn_boat_idle","","","","0.1","2","1","901","19010014"
"93","","0","","","","","4","","901","19010015"
"21","","vo_fpc_20100","0","","","","vo_fpc","","901","19010016"
"11","0","ぷはぁ～…","1","0.5","0","0","126811","10","901","19010017"
"91","","","","","","","0","","901","19010018"
"93","","0","","","","","0.5","","901","19010019"
"21","","vo_fpc_20101","0","","","","vo_fpc","","901","19010020"
"11","0","真夏のビーチで飲むのもいいけど\n真冬にこうしてプールで飲むってのも\nぜーたくでいいわねぇ…","1","0.5","0","0","126811","10","901","19010021"
"91","","","","","","","0","","901","19010022"
"93","","0","","","","","0.5","","901","19010023"
"21","","vo_fpc_20102","0","","","","vo_fpc","","901","19010024"
"11","0","せーきひ麦ひゅわとうりゃ麦、\n追加で入荷してもらうように\nアキノさんにらのんでおこーっと…","1","0.5","0","0","126811","10","901","19010025"
"91","","","","","","","0","","901","19010026"
"93","","0","","","","","0.5","","901","19010027"
"3","","01_yukari_talk2_loop","","","","0.1","126811","1","901","19010028"
"3","","01_yukari_talk2_loop","","","","0.1","3","1","901","19010029"
"3","","cmn_boat_idle","","","","0.1","2","1","901","19010030"
"21","","vo_fpc_20103","0","","","","vo_fpc","","901","19010031"
"11","0","それにひてもなんかぐらぐらするわね～\nプールなのにビッグウェーブでも\nきてるのかしら…って、うぷっ！","1","0.5","0","0","126811","10","901","19010032"
"91","","","","","","","0","","901","19010033"
"3","0.1","01_yukari_sick_1","01_yukari_sick_1_loop","","1","0.1","126811","0","901","19010034"
"3","0.1","01_yukari_sick_1","01_yukari_sick_1_loop","","1","0.1","3","0","901","19010035"
"3","","cmn_boat_idle","","","","0.1","2","1","901","19010036"
"93","","0","","","","","2","","901","19010037"
"3","0.1","01_yukari_sick_2","01_yukari_sick_2_loop","","1","0.1","126811","0","901","19010038"
"3","0.1","01_yukari_sick_2","01_yukari_sick_2_loop","","1","0.1","3","0","901","19010039"
"3","","cmn_boat_idle","","","","0.1","2","1","901","19010040"
"21","","vo_fpc_20104","0","","","","vo_fpc","","901","19010041"
"11","0","あ、だめ…\n私にもビッグウェーブが…\nた、耐えるのよ、ユカリぃ…","1","0.5","0","0","126811","10","901","19010042"
"91","","","","","","","0","","901","19010043"
"93","","0","","","","","0.5","","901","19010044"
"2","","1000","4.52488687782805","","","","126811","-250","901","19010045"
"2","","1000","4.52488687782805","","","","3","-250","901","19010046"
"2","","1000","4.52488687782805","","","","2","-250","901","19010047"
"33","","1000","4.52488687782805","","","","126811","-250","901","19010048"
"91","","","","","","","0","","901","19010049"
"5","0","1","-780","02_neneka_floatRing","-180","1.75","21","22","902","19020001"
"5","0","2","-780","02_neneka_floatRing","-125","1.6625","21","12","902","19020002"
"5","0","3","-780","02_neneka_floatRing","-250","1.8375","21","32","902","19020003"
"5","0","4","-780","02_neneka_floatRing","-180","1.75","21","22","902","19020004"
"5","0","5","-780","02_neneka_floatRing","-125","1.6625","21","12","902","19020005"
"5","0","6","-780","02_neneka_floatRing","-250","1.8375","21","32","902","19020006"
"31","","1","-180","","1","1","102","-780","902","19020007"
"31","","2","-125","","1","1","102","-780","902","19020008"
"31","","3","-250","","1","1","102","-780","902","19020009"
"31","","4","-180","","1","1","102","-780","902","19020010"
"31","","5","-125","","1","1","102","-780","902","19020011"
"31","","6","-250","","1","1","102","-780","902","19020012"
"23","","se_fpc_water_random","","","","","se_10053800","1","902","19020013"
"91","","","","","","","19020012","","902","19020014"
"2","","0","4.58823529411765","","12","","1","-180","902","19020015"
"33","","0","4.58823529411765","","12","","1","-180","902","19020016"
"91","","","","","","","19020015","","902","19020017"
"21","","vo_fpc_20200","0","","","","vo_fpc","","902","19020018"
"11","0","ふむ…","1","0.5","0","0","1","10","902","19020019"
"91","","","","","","","0","","902","19020020"
"93","","0","","","","","0.5","","902","19020021"
"2","","150","3.70588235294118","","12","","1","-180","902","19020022"
"33","","150","3.70588235294118","","12","","1","-180","902","19020023"
"3","","02_neneka_floatRing","","","","0.1","2","1","902","19020024"
"2","","-150","3.70588235294118","","12","","2","-125","902","19020025"
"33","","-150","3.70588235294118","","12","","2","-125","902","19020026"
"91","","","","","","","19020025","","902","19020027"
"21","","vo_fpc_20201","0","","","","vo_fpc","","902","19020028"
"11","0","ただ流される、などという\n世の凡夫たちのような行いの\n何が楽しいのかと思っていましたが…","1","0.5","0","0","2","10","902","19020029"
"91","","","","","","","0","","902","19020030"
"93","","0","","","","","0.5","","902","19020031"
"2","","250","3.11764705882353","","12","","1","-180","902","19020032"
"33","","250","3.11764705882353","","12","","1","-180","902","19020033"
"2","","0","3.11764705882353","","12","","2","-125","902","19020034"
"33","","0","3.11764705882353","","12","","2","-125","902","19020035"
"3","","02_neneka_floatRing","","","","0.1","3","1","902","19020036"
"2","","-250","3.11764705882353","","12","","3","-250","902","19020037"
"33","","-250","3.11764705882353","","12","","3","-250","902","19020038"
"91","","","","","","","19020037","","902","19020039"
"21","","vo_fpc_20202","0","","","","vo_fpc","","902","19020040"
"11","0","これはこれで乙なものですね…\n今度ノウェムでも連れてきて\n流してみましょうか。","1","0.5","0","0","3","10","902","19020041"
"93","","1","","","","","4.5","","902","19020042"
"93","","0","","","","","0.9","","902","19020043"
"91","","","","","","","19020041","","902","19020044"
"3","","02_neneka_floatRing","","","","0.1","4","1","902","19020045"
"2","","850","7.37556561085973","","","","4","-180","902","19020046"
"33","","850","7.37556561085973","","","","4","-180","902","19020047"
"93","","0","","","","","0.2","","902","19020048"
"3","","02_neneka_floatRing","","","","0.1","5","1","902","19020049"
"2","","850","2.71493212669683","","12","","1","-180","902","19020050"
"33","","850","2.71493212669683","","12","","1","-180","902","19020051"
"93","","0","","","","","0.2","","902","19020052"
"2","","850","3.84615384615385","","12","","2","-125","902","19020053"
"33","","850","3.84615384615385","","12","","2","-125","902","19020054"
"93","","0","","","","","0.1","","902","19020055"
"2","","850","4.97737556561086","","12","","3","-250","902","19020056"
"33","","850","4.97737556561086","","12","","3","-250","902","19020057"
"93","","0","","","","","1.5","","902","19020058"
"2","","850","6.26923076923077","","","","5","-125","902","19020059"
"33","","850","6.26923076923077","","","","5","-125","902","19020060"
"93","","0","","","","","1","","902","19020061"
"3","","02_neneka_floatRing","","","","0.1","6","1","902","19020062"
"2","","850","6.63800904977376","","","","6","-250","902","19020063"
"33","","850","6.63800904977376","","","","6","-250","902","19020064"
"91","","","","","","","0","","902","19020065"
"93","","0","","","","","1","","902","19020066"
"91","","","","","","","0","","902","19020067"
"1","0","113211","-750","03_cmn_walk_styk_N2","-15","1.4875","1","12","903","19030001"
"1","0","113311","750","03_cmn_run_def_N","-15","1.4875","1","12","903","19030002"
"23","","se_fpc_water_random","","","","","se_10053800","1","903","19030003"
"91","","0","","","","","19030002","","903","19030004"
"2","","-150","3.52941176470588","","","","113211","-15","903","19030005"
"93","","0","","","","","1.5","","903","19030006"
"2","","150","2.71493212669683","","","","113311","-15","903","19030007"
"91","","","","","","","19030005","","903","19030008"
"3","","03_cmn_idol_def_N","","","","0.1","113211","1","903","19030009"
"91","","","","","","","19030007","","903","19030010"
"3","","03_nanaka_gufufu","","","","0.3","113311","1","903","19030011"
"93","","0","","","","","0.3","","903","19030012"
"21","","vo_fpc_20300","0","","","","vo_fpc","","903","19030013"
"11","0","ぐっふっふ、\nさすがアンナたそ♪","1","0.5","0","0","113311","10","903","19030014"
"91","","","","","","","0","","903","19030015"
"93","","0","","","","","0.5","","903","19030016"
"21","","vo_fpc_20301","0","","","","vo_fpc","","903","19030017"
"11","0","ナナカちゃんセレクトの伝説のスク水を\n完璧に着こなしておりますなあ！","1","0.5","0","0","113311","10","903","19030018"
"91","","","","","","","0","","903","19030019"
"93","","0","","","","","0.5","","903","19030020"
"3","","03_anna_shy","","","","0.1","113211","1","903","19030021"
"21","","vo_fpc_20302","0","","","","vo_fpc","","903","19030022"
"11","0","なっ、これは他に持ってないから\n仕方なくだなあ…","1","0.5","0","0","113211","10","903","19030023"
"91","","","","","","","0","","903","19030024"
"93","","0","","","","","0.5","","903","19030025"
"21","","vo_fpc_20303","0","","","","vo_fpc","","903","19030026"
"11","0","だいじょぶだいじょぶ、\n似合ってるのはホントだってば！","1","0.5","0","0","113311","10","903","19030027"
"91","","","","","","","0","","903","19030028"
"93","","0","","","","","0.5","","903","19030029"
"21","","vo_fpc_20304","0","","","","vo_fpc","","903","19030030"
"11","0","それともぉ…\nこっちの水着と交換してみる？","1","0.5","0","0","113311","10","903","19030031"
"91","","","","","","","0","","903","19030032"
"93","","0","","","","","0.5","","903","19030033"
"3","","03_anna_pui_in","03_anna_pui_loop","","1","0.1","113211","0","903","19030034"
"21","","vo_fpc_20305","0","","","","vo_fpc","","903","19030035"
"11","0","それはそれで恥ずかしいじゃないか！","1","0.5","0","0","113211","10","903","19030036"
"91","","","","","","","0","","903","19030037"
"93","","0","","","","","0.5","","903","19030038"
"21","","vo_fpc_20306","0","","","","vo_fpc","","903","19030039"
"11","0","わ、我には友が選んでくれた\nこのスク水で十分だ！","1","0.5","0","0","113211","10","903","19030040"
"91","","","","","","","0","","903","19030041"
"93","","0","","","","","0.5","","903","19030042"
"4","","1","","","","0.1","113311","1","903","19030043"
"4","","1","","","","0.1","113211","1","903","19030044"
"3","","03_cmn_run_def_N","","","","0.1","113311","1","903","19030045"
"3","","03_cmn_walk_styk_N2","","","","0.1","113211","1","903","19030046"
"2","","750","2.71493212669683","","","","113311","-15","903","19030047"
"2","","-750","3.52941176470588","","","","113211","-15","903","19030048"
"91","","","","","","","0","","903","19030049"
"1","0","122811","-910","04_misogi_flutterKick_loop","-180","1.75","1","22","904","19040001"
"1","0","122911","-910","04_mimi_flutterKick_loop","-125","1.75","1","12","904","19040002"
"1","0","122711","-910","04_kyouka_flutterKick_loop","-180","1.75","1","22","904","19040003"
"1","0","129311","-910","04_yuni_flutterKick_loop","-180","1.75","1","23","904","19040004"
"5","0","1","-910","cmn_swm_flutterKick_floatBoad","-180","1.75","1","22","904","19040005"
"5","0","3","-50","empty","-180","1.75","3","24","904","19040006"
"31","","1","-180","","1","1","1","-910","904","19040007"
"31","","11","-180","","1","0","4","-910","904","19040008"
"31","","2","-125","","1","1","7","-910","904","19040009"
"31","","21","-125","","1","0","4","-910","904","19040010"
"31","","3","-180","","1","1","1","-910","904","19040011"
"31","","31","-180","","1","0","4","-910","904","19040012"
"31","","4","-180","","1","1","1","-910","904","19040013"
"31","","41","-180","","1","0","4","-50","904","19040014"
"31","","1006","0","","1","0","1006","-180","904","19040015"
"23","","se_fpc_water_random","","","","","se_10053800","1","904","19040016"
"91","","0","","","","","19040015","","904","19040017"
"2","","375","5.81447963800905","","12","","122811","-180","904","19040018"
"33","","375","5.81447963800905","","12","","1","-180","904","19040019"
"33","","375","5.81447963800905","","12","","11","-180","904","19040020"
"91","","","","","","","","","904","19040021"
"32","","0","","","","","1","","904","19040022"
"32","","1","","","","","11","","904","19040023"
"3","0.1","04_misogi_float_in","04_misogi_float_loop","","1","0.1","122811","0","904","19040024"
"93","","0","","","","","0.9","","904","19040025"
"21","","vo_fpc_20400","0","","","","vo_fpc","","904","19040026"
"11","0","わーい！　ミソギがいっちばーん！\nオニさんこっちらー！","1","0.5","0","0","122811","10","904","19040027"
"91","","","","","","","0","","904","19040028"
"93","","0","","","","","0.5","","904","19040029"
"2","","100","5.94117647058824","","12","","122911","-125","904","19040030"
"33","","100","5.94117647058824","","12","","2","-125","904","19040031"
"33","","100","5.94117647058824","","12","","21","-125","904","19040032"
"93","","0","","","","","2","","904","19040033"
"21","","vo_fpc_20401","0","","","","vo_fpc","","904","19040034"
"11","0","逃げろ逃げろ～！","1","0.5","0","0","122911","10","904","19040035"
"91","","","","","","","19040032","","904","19040036"
"32","","0","","","","","2","","904","19040037"
"32","","1","","","","","21","","904","19040038"
"3","0.1","04_mimi_float_in","04_mimi_float_loop","","1","0.1","122911","0","904","19040039"
"2","","-175","5.40441176470588","","12","","122711","-180","904","19040040"
"33","","-175","5.40441176470588","","12","","3","-180","904","19040041"
"33","","-175","5.40441176470588","","12","","31","-180","904","19040042"
"93","","0","","","","","2","","904","19040043"
"21","","vo_fpc_20402","0","","","","vo_fpc","","904","19040044"
"11","0","も～！　二人とも待ってよ～！","1","0","0","0","122711","10","904","19040045"
"91","","","","","","","19040042","","904","19040046"
"32","","0","","","","","3","","904","19040047"
"32","","1","","","","","31","","904","19040048"
"3","0.1","04_kyouka_float_in","04_kyouka_float_loop","","1","0.1","122711","0","904","19040049"
"93","","0","","","","","1.2","","904","19040050"
"32","","1","","","","","1006","","904","19040051"
"93","","0","","","","","0.8","","904","19040052"
"32","","1","","","","","1","","904","19040053"
"32","","0","","","","","11","","904","19040054"
"32","","1","","","","","2","","904","19040055"
"32","","0","","","","","21","","904","19040056"
"32","","1","","","","","3","","904","19040057"
"32","","0","","","","","31","","904","19040058"
"3","0.1","04_misogi_flutterKick_in","04_misogi_flutterKick_loop","","1","0.1","122811","0","904","19040059"
"2","","1000","2.82805429864253","","","","122811","-180","904","19040060"
"33","","1000","2.82805429864253","","","","1","-180","904","19040061"
"93","","0","","","","","0.1","","904","19040062"
"3","0.1","04_mimi_flutterKick_in","04_mimi_flutterKick_loop","","1","0.1","122911","0","904","19040063"
"2","","1000","4.07239819004525","","","","122911","-125","904","19040064"
"33","","1000","4.07239819004525","","","","2","-125","904","19040065"
"93","","0","","","","","0.1","","904","19040066"
"3","0.1","04_kyouka_flutterKick_in","04_kyouka_flutterKick_loop","","1","0.1","122711","0","904","19040067"
"2","","1000","5.31674208144796","","","","122711","-180","904","19040068"
"33","","1000","5.31674208144796","","","","3","-180","904","19040069"
"93","","0","","","","","0.1","","904","19040070"
"2","","-50","5.05882352941176","","","","129311","-180","904","19040071"
"33","","-50","5.05882352941176","","","","4","-180","904","19040072"
"2","","-50","5.05882352941176","","","","1","-180","904","19040073"
"93","","0","","","","","2","","904","19040074"
"21","","vo_fpc_20403","0","","","","vo_fpc","","904","19040075"
"11","0","わーい♪","1","0.5","0","0","129311","10","904","19040076"
"93","","0","","","","","2.75882352941176","","904","19040077"
"3","0.1","04_yuni_flutterKick_pause_in","04_yuni_flutterKick_pause_loop","","1","0.1","3","0","904","19040078"
"3","0.1","04_yuni_flutterKick_pause_in","04_yuni_flutterKick_pause_loop","","1","0.1","129311","0","904","19040079"
"3","0.1","04_yuni_flutterKick_pause_in","04_yuni_flutterKick_pause_loop","","1","0.1","1","0","904","19040080"
"93","","0","","","","","0.3","","904","19040081"
"21","","vo_fpc_20404","0","","","","vo_fpc","","904","19040082"
"32","","0","","","","","4","","904","19040083"
"32","","1","","","","","41","","904","19040084"
"93","","0","","","","","5","","904","19040085"
"3","","empty","","","","0.1","3","0","904","19040086"
"3","0.1","04_yuni_flutterKick_in","04_yuni_flutterKick_loop","","1","0.2","129311","0","904","19040087"
"3","0.1","04_yuni_flutterKick_in","cmn_swm_flutterKick_floatBoad","","1","0.2","1","0","904","19040088"
"32","","1","","","","","4","","904","19040089"
"32","","0","","","","","41","","904","19040090"
"2","","1000","6.17647058823529","","","","129311","-180","904","19040091"
"2","","1000","6.17647058823529","","","","1","-180","904","19040092"
"33","","1000","6.17647058823529","","","","4","-180","904","19040093"
"93","","0","","","","","0.3","","904","19040094"
"21","","vo_fpc_20405","0","","","","vo_fpc","","904","19040095"
"11","0","わーいわーい♪","1","0.5","0","0","129311","10","904","19040096"
"91","","","","","","","19040091","","904","19040097"
"1","0","117111","-910","cmn_swm_flutterKick","-125","1.75","1","12","905","19050001"
"1","0","117011","-910","cmn_swm_flutterKick","-180","1.75","1","22","905","19050002"
"1","0","107611","750","cmn_walk_r","-15","1.4875","1","12","905","19050003"
"31","","1","-125","","1","1","7","-910","905","19050004"
"31","","11","-125","","1","0","4","-910","905","19050005"
"31","","2","-180","","1","1","1","-910","905","19050006"
"31","","21","-180","","1","0","4","-910","905","19050007"
"23","","se_fpc_water_random","","","","","se_10053800","1","905","19050008"
"91","","0","","","","","19050007","","905","19050009"
"2","","0","5.35294117647059","","12","","117111","-125","905","19050010"
"33","","0","5.35294117647059","","12","","1","-125","905","19050011"
"33","","0","5.35294117647059","","12","","11","-125","905","19050012"
"91","","","","","","","","","905","19050013"
"32","","0","","","","","1","","905","19050014"
"32","","1","","","","","11","","905","19050015"
"3","0.1","05_shizuru_search_in","05_shizuru_search_loop","","1","0.1","117111","0","905","19050016"
"93","","0","","","","","1","","905","19050017"
"21","","vo_fpc_20500","0","","","","vo_fpc","","905","19050018"
"11","0","うーん…おかしいなあ…\nここらへんで弟くんの「気」を\n感じたんだけど…","1","0.5","0","0","117111","10","905","19050019"
"93","","1","","","","","1.81764705882353","","905","19050020"
"2","","-250","3.88235294117647","","12","","117011","-180","905","19050021"
"33","","-250","3.88235294117647","","12","","2","-180","905","19050022"
"33","","-250","3.88235294117647","","12","","21","-180","905","19050023"
"93","","0","","","","","2.38235294117647","","905","19050024"
"93","","0","","","","","1.5","","905","19050025"
"91","","","","","","","19050019","","905","19050026"
"91","","","","","","","19050021","","905","19050027"
"3","0.1","05_eriko_talk_in","05_eriko_talk_loop","","1","0.1","117011","0","905","19050028"
"32","","0","","","","","2","","905","19050029"
"32","","1","","","","","21","","905","19050030"
"21","","vo_fpc_20501","0","","","","vo_fpc","","905","19050031"
"11","0","あのおかたのオーラの残滓…\n確かにこのあたりなのですが…","1","0.5","0","0","117011","10","905","19050032"
"93","","1","","","","","2.15294117647059","","905","19050033"
"2","","300","2.64705882352941","","0","","107611","-15","905","19050034"
"93","","0","","","","","1.14705882352941","","905","19050035"
"93","","0","","","","","1.5","","905","19050036"
"91","","","","","","","19050032","","905","19050037"
"91","","","","","","","19050034","","905","19050038"
"3","","05_kokkoro_talk","","","","0.2","107611","1","905","19050039"
"21","","vo_fpc_20502","0","","","","vo_fpc","","905","19050040"
"11","0","シズルさまにエリコさま、\nどうかされたのですか？","1","0.5","0","0","107611","10","905","19050041"
"91","","","","","","","0","","905","19050042"
"93","","0","","","","","0.5","","905","19050043"
"3","0.1","05_shizuru_greet_in","05_shizuru_greet_loop","","1","0.1","117111","0","905","19050044"
"21","","vo_fpc_20503","0","","","","vo_fpc","","905","19050045"
"11","0","あ、コッコロちゃん♪\nそっかー、コッコロちゃんに残った\n弟くんの「気」を感じちゃったんだね♪","1","0.5","0","0","117111","10","905","19050046"
"91","","","","","","","0","","905","19050047"
"93","","0","","","","","0.5","","905","19050048"
"3","0.1","05_eriko_pressure_in","05_eriko_pressure_loop","","1","0.1","117011","0","905","19050049"
"21","","vo_fpc_20504","0","","","","vo_fpc","","905","19050050"
"11","0","なんですか、その気持ちの悪い根拠は。\nそれよりも、あの方はどこにおられるのか\n知っているのでしょう？\n隠し立ては許しませんよ。","1","0.5","0","0","117011","10","905","19050051"
"91","","","","","","","0","","905","19050052"
"93","","0","","","","","0.5","","905","19050053"
"3","","05_kokkoro_talk2","","","","0.3","107611","1","905","19050054"
"21","","vo_fpc_20505","0","","","","vo_fpc","","905","19050055"
"11","0","隠し立てなど、そんな。","1","0.5","0","0","107611","10","905","19050056"
"91","","","","","","","0","","905","19050057"
"93","","0","","","","","0.5","","905","19050058"
"3","0.1","05_kokkoro_point_in","05_kokkoro_point_loop","","1","0.1","107611","0","905","19050059"
"21","","vo_fpc_20506","0","","","","vo_fpc","","905","19050060"
"11","0","主さまは先ほどあちらの方に\n流れていかれましたが…","1","0.5","0","0","107611","10","905","19050061"
"91","","","","","","","0","","905","19050062"
"93","","0","","","","","0.5","","905","19050063"
"3","0.1","05_shizuru_smile_in","05_shizuru_smile_loop","","1","0.1","117111","0","905","19050064"
"21","","vo_fpc_20507","0","","","","vo_fpc","","905","19050065"
"11","0","あっちね！\nよーし、お姉ちゃんが\n今すぐ助けにいくからね！","1","0.5","0","0","117111","10","905","19050066"
"91","","","","","","","0","","905","19050067"
"93","","0","","","","","0.5","","905","19050068"
"3","0.1","05_eriko_sad_in","05_eriko_sad_loop","","1","0.1","117011","0","905","19050069"
"21","","vo_fpc_20508","0","","","","vo_fpc","","905","19050070"
"11","0","ああ、なんということ…\n私が今お助けに向かいます！","1","0.5","0","0","117011","10","905","19050071"
"91","","","","","","","0","","905","19050072"
"93","","0","","","","","0.5","","905","19050073"
"3","0.1","05_shizuru_flutterKick_in","05_shizuru_flutterKick_loop","","1","0.1","117111","0","905","19050074"
"2","","1000","2.66169816342827","","","","117111","-125","905","19050075"
"33","","1000","2.66169816342827","","","","1","-125","905","19050076"
"32","","1","","","","","1","","905","19050077"
"32","","0","","","","","11","","905","19050078"
"93","","0","","","","","0.1","","905","19050079"
"3","0.1","05_eriko_flutterKick_in","05_eriko_flutterKick_loop","","1","0.1","117011","0","905","19050080"
"2","","1000","3.14228255404726","","","","117011","-180","905","19050081"
"33","","1000","3.14228255404726","","","","2","-180","905","19050082"
"32","","1","","","","","2","","905","19050083"
"32","","0","","","","","21","","905","19050084"
"91","","","","","","","19050081","","905","19050085"
"3","0.1","05_kokkoro_talk3_in","05_kokkoro_talk3_loop","","1","0.1","107611","0","905","19050086"
"21","","vo_fpc_20509","0","","","","vo_fpc","","905","19050087"
"11","0","行ってしまわれました…","1","0.5","0","0","107611","10","905","19050088"
"91","","","","","","","0","","905","19050089"
"93","","0","","","","","0.5","","905","19050090"
"21","","vo_fpc_20510","0","","","","vo_fpc","","905","19050091"
"11","0","あのお二人が揃われると\n何が起こるか心配ですね…","1","0.5","0","0","107611","10","905","19050092"
"91","","","","","","","0","","905","19050093"
"93","","0","","","","","0.5","","905","19050094"
"21","","vo_fpc_20511","0","","","","vo_fpc","","905","19050095"
"11","0","主さまの前で暴走されぬよう\nわたくしが見張っておかねば…！","1","0.5","0","0","107611","10","905","19050096"
"91","","","","","","","0","","905","19050097"
"93","","0","","","","","0.5","","905","19050098"
"2","","850","1.65912518853695","","0","","107611","-15","905","19050099"
"3","","05_kokkoro_run","","","","0.2","107611","1","905","19050100"
"21","","vo_fpc_20512","0","","","","vo_fpc","","905","19050101"
"11","0","主さまー！","1","0.5","0","0","107611","10","905","19050102"
"91","","","","","","","0","","905","19050103"
"93","","0","","","","","0.5","","905","19050104"
"91","","","","","","","19050099","","905","19050105"
"1","0","126911","-850","cmn_float","-180","1.75","1","22","906","19060001"
"1","0","117311","-850","cmn_float","-125","1.75","1","12","906","19060002"
"31","","11","-180","","1","1","6","-850","906","19060003"
"31","","10071","-180","","1","0","1007","-850","906","19060004"
"31","","21","-125","","1","1","6","-850","906","19060005"
"31","","10072","-125","","1","0","1007","-850","906","19060006"
"31","","10081","-125","","1","0","1008","-850","906","19060007"
"23","","se_fpc_water_random","","","","","se_10053800","1","906","19060008"
"91","","0","","","","","19060007","","906","19060009"
"2","","0","6.25","","12","","126911","-180","906","19060010"
"33","","0","6.25","","12","","11","-180","906","19060011"
"33","","0","6.25","","12","","10071","-180","906","19060012"
"93","","0","","","","","3","","906","19060013"
"21","","vo_fpc_20600","0","","","","vo_fpc","","906","19060014"
"3","","06_cmn_float_sing","","","","0.2","126911","1","906","19060015"
"32","","1","","","","","10071","","906","19060016"
"91","","","","","","","19060010","","906","19060017"
"3","","cmn_float","","","","0.2","126911","1","906","19060018"
"21","","vo_fpc_20601","0","","","","vo_fpc","","906","19060019"
"11","0","たまには、こういう所も\n悪くないかも…","1","0.5","0","0","126911","10","906","19060020"
"91","","","","","","","0","","906","19060021"
"93","","0","","","","","0.5","","906","19060022"
"2","","-150","5.14705882352941","","12","","117311","-125","906","19060023"
"33","","-150","5.14705882352941","","12","","21","-125","906","19060024"
"33","","-150","5.14705882352941","","12","","10072","-125","906","19060025"
"33","","-150","5.14705882352941","","12","","10081","-125","906","19060026"
"2","","150","5.14705882352941","","12","","126911","-180","906","19060027"
"33","","150","5.14705882352941","","12","","11","-180","906","19060028"
"33","","150","5.14705882352941","","12","","10071","-180","906","19060029"
"93","","0","","","","","2.5","","906","19060030"
"21","","vo_fpc_20602","0","","","","vo_fpc","","906","19060031"
"3","","06_cmn_float_sing","","","","0.2","126911","1","906","19060032"
"3","","06_cmn_float_sing","","","","0.2","117311","1","906","19060033"
"32","","0","","","","","10071","","906","19060034"
"32","","1","","","","","10071","","906","19060035"
"32","","1","","","","","10072","","906","19060036"
"91","","","","","","","19060029","","906","19060037"
"4","","1","","","","","126911","","906","19060038"
"33","","180","0","","","","11","-180","906","19060039"
"3","0.1","06_ranpha_float_notice","06_ranpha_float_shy","","1","0.1","126911","0","906","19060040"
"3","0.1","cmn_float","","","","","117311","1","906","19060041"
"21","","vo_fpc_20603","0","","","","vo_fpc","","906","19060042"
"11","0","あっ…","1","0.5","0","0","126911","10","906","19060043"
"91","","","","","","","0","","906","19060044"
"93","","0","","","","","0.5","","906","19060045"
"3","0.1","06_chika_float_notice_in","06_chika_float_notice","","1","0.1","117311","0","906","19060046"
"21","","vo_fpc_20604","0","","","","vo_fpc","","906","19060047"
"11","0","ごめんなさい、素敵な歌だったから\nつい合わせてしまって…\nお邪魔でしたよね。","1","0.5","0","0","117311","10","906","19060048"
"91","","","","","","","0","","906","19060049"
"93","","0","","","","","0.5","","906","19060050"
"21","","vo_fpc_20605","0","","","","vo_fpc","","906","19060051"
"11","0","ううん…\nそっちも、とても素敵な歌…\nだから、よければもう少し、\nこのまま…","1","0.5","0","0","126911","10","906","19060052"
"91","","","","","","","0","","906","19060053"
"93","","0","","","","","0.5","","906","19060054"
"3","","06_chika_float_smile","","","","0.2","117311","1","906","19060055"
"21","","vo_fpc_20606","0","","","","vo_fpc","","906","19060056"
"11","0","はい。","1","0.5","0","0","117311","10","906","19060057"
"91","","","","","","","0","","906","19060058"
"93","","0","","","","","0.5","","906","19060059"
"21","","vo_fpc_20607","0","","","","vo_fpc","","906","19060060"
"3","","06_cmn_float_sing","","","","0.2","126911","1","906","19060061"
"3","","06_cmn_float_sing","","","","0.2","117311","1","906","19060062"
"32","","0","","","","","10071","","906","19060063"
"32","","1","","","","","10071","","906","19060064"
"32","","1","","","","","10081","","906","19060065"
"93","","0","","","","","2","","906","19060066"
"2","","850","4.11764705882353","","","","126911","-180","906","19060067"
"33","","880","4.11764705882353","","","","11","-180","906","19060068"
"33","","880","4.11764705882353","","","","10071","-180","906","19060069"
"2","","850","5.88235294117647","","","","117311","-125","906","19060070"
"33","","850","5.88235294117647","","","","21","-125","906","19060071"
"33","","850","5.88235294117647","","","","10081","-125","906","19060072"
"93","","0","","","","","1.5","","906","19060073"
"32","","0","","","","","10071","","906","19060074"
"32","","1","","","","","10071","","906","19060075"
"32","","0","","","","","10081","","906","19060076"
"32","","1","","","","","10081","","906","19060077"
"91","","","","","","","19060070","","906","19060078"
