9b16630045d2f1d81c21ec5b70f558a97e3e210fc13aa9aac69b289b7a63456f,613f0ce3946155bac1491bb1749e0776c74395109676f308651290cbab4943f9,9747d5fa36861ae319a3a01a1995129f481cfd4e2a66657b13d5132ae1909286,b3aef4d9c3948762658460722253d62266528885be21c158a37b01af408d741a,5894373109a7594b983607f0c42dda3de4adb497aa20844c3c05cf18cc19dfd4,25b61e781c4724fa2ec5d92956d93884292a83ab33b83c6c32927f627e2623e1,de2c4445f3144488b3e5a1d9583d66fdd249c49e4ad8ade04fd1599d677d3e16,5090f0de327d6c5737f0d97a2ec65343b16d6ea2e41a6f6348a1eb6989c7642d,b789540d5df4ae1a274aeb8a0e94cca6c6a41db9e4ae880496c84734b8807c66,395f8d5d3f44bc383291eddbc7d26b035f78abc63f09440391265ebe89cf1e96,4bffb76bce01ab0a4a79890cca8ea14033b321da32fd36a17707d0b6c4c47bd6,9b419b73948b277faf1d9dcb2a369d549ac92b4754632843462e2860a4022b84,b2f053afe74ce07d2420a3277bbf9fa4ad952ec86b2e7f0126ef64a187c34a2b,9a015686a062b728181aa414c21e8ba733eac1f0b8f4779d514b2c1f15306d97,212bb0feec6d19222ea0ddb1fd51350c8ee52f5e93855871a90d68d09111e1e0,0f129efe373b1d9da2f09361f7ab378fa6e5cd059a60c715601fff6730377082
"0","320","0","0","39","0","0","32301","323","2","11015","101","0","3","0","0"
"32403","321","0","32405","39","0","0","32401","324","5","10072","7","32402","3","0","32404"
"32503","322","0","32505","39","0","0","32501","325","8","10045","4","32502","3","0","32504"
"32603","323","0","32605","40","0","324","32601","326","5","10056","5","32602","3","325","32604"
"0","0","0","0","1","0","0","32701","327","2","11002","100","0","4","0","0"
"32803","0","0","32805","1","0","0","32801","328","5","10023","2","32802","4","0","32804"
"0","0","0","0","1","0","0","32901","329","8","11015","101","0","4","0","0"
"33003","327","0","33005","2","0","0","33001","330","2","10041","4","33002","4","0","33004"
"33103","328","0","33105","2","0","0","33101","331","5","10024","2","33102","4","0","33104"
"0","329","0","0","2","0","0","33201","332","8","11012","101","0","4","0","0"
"33303","330","0","33305","3","0","0","33301","333","2","10063","6","33302","4","0","33304"
"33403","331","0","33405","3","0","0","33401","334","5","10064","6","33402","4","0","33404"
"33503","332","0","33505","3","0","0","33501","335","8","10075","7","33502","4","0","33504"
"33603","333","0","33605","4","0","0","33601","336","2","10044","4","33602","4","0","33604"
"33703","334","0","33705","4","0","0","33701","337","5","10021","2","33702","4","0","33704"
"0","335","0","0","4","0","0","33801","338","8","11003","100","0","4","0","0"
"33903","336","0","33905","5","0","337","33901","339","5","10016","1","33902","4","338","33904"
"34003","339","0","34005","6","0","0","34001","340","2","10023","2","34002","4","0","34004"
"34103","339","0","34105","6","0","0","34101","341","5","10042","4","34102","4","0","34104"
"34203","339","0","34205","6","0","0","34201","342","8","10045","4","34202","4","0","34204"
"0","340","0","0","7","0","0","34301","343","2","11014","101","0","4","0","0"
"34403","341","0","34405","7","0","0","34401","344","5","10071","7","34402","4","0","34404"
"0","342","0","0","7","0","0","34501","345","8","11005","100","0","4","0","0"
"34603","343","0","34605","8","0","0","34601","346","2","10042","4","34602","4","0","34604"
"0","344","0","0","8","0","0","34701","347","5","11013","101","0","4","0","0"
"34803","345","0","34805","8","0","0","34801","348","8","10074","7","34802","4","0","34804"
"34903","346","0","34905","9","0","0","34901","349","2","10022","2","34902","4","0","34904"
"35003","347","0","35005","9","0","0","35001","350","5","10024","2","35002","4","0","35004"
"35103","348","0","35105","9","0","0","35101","351","8","10061","6","35102","4","0","35104"
"35203","349","0","35205","10","0","350","35201","352","5","10056","5","35202","4","351","35204"
"35303","352","0","35305","11","0","0","35301","353","2","10025","2","35302","4","0","35304"
"0","352","0","0","11","0","0","35401","354","5","11011","101","0","4","0","0"
"35503","352","0","35505","11","0","0","35501","355","8","10064","6","35502","4","0","35504"
"35603","353","0","35605","12","0","0","35601","356","2","10042","4","35602","4","0","35604"
"35703","354","0","35705","12","0","0","35701","357","5","10041","4","35702","4","0","35704"
"35803","355","0","35805","12","0","0","35801","358","8","10045","4","35802","4","0","35804"
"35903","356","0","35905","13","0","0","35901","359","2","10043","4","35902","4","0","35904"
"36003","357","0","36005","13","0","0","36001","360","5","10073","7","36002","4","0","36004"
"36103","358","0","36105","13","0","0","36101","361","8","10065","6","36102","4","0","36104"
"0","359","0","0","14","0","0","36201","362","2","11014","101","0","4","0","0"
"36303","360","0","36305","14","0","0","36301","363","5","10022","2","36302","4","0","36304"
"36403","361","0","36405","14","0","0","36401","364","8","10072","7","36402","4","0","36404"
"36503","362","0","36505","15","0","363","36501","365","5","10016","1","36502","4","364","36504"
"36603","365","0","36605","16","0","0","36601","366","2","10071","7","36602","4","0","36604"
"0","365","0","0","16","0","0","36701","367","5","11013","101","0","4","0","0"
"36803","365","0","36805","16","0","0","36801","368","8","10025","2","36802","4","0","36804"
"0","366","0","0","17","0","0","36901","369","2","11004","100","0","4","0","0"
"0","367","0","0","17","0","0","37001","370","5","11012","101","0","4","0","0"
"37103","368","0","37105","17","0","0","37101","371","8","10044","4","37102","4","0","37104"
"0","369","0","0","18","0","0","37201","372","2","11015","101","0","4","0","0"
"37303","370","0","37305","18","0","0","37301","373","5","10061","6","37302","4","0","37304"
"37403","371","0","37405","18","0","0","37401","374","8","10041","4","37402","4","0","37404"
"37503","372","0","37505","19","0","0","37501","375","2","10062","6","37502","4","0","37504"
"0","373","0","0","19","0","0","37601","376","5","11002","100","0","4","0","0"
"37703","374","0","37705","19","0","0","37701","377","8","10024","2","37702","4","0","37704"
"37803","375","0","37805","20","0","376","37801","378","5","10056","5","37802","4","377","37804"
"37903","378","0","37905","21","0","0","37901","379","2","10072","7","37902","4","0","37904"
"0","378","0","0","21","0","0","38001","380","5","11001","100","0","4","0","0"
"0","378","0","0","21","0","0","38101","381","8","11005","100","0","4","0","0"
"0","379","0","0","22","0","0","38201","382","2","11003","100","0","4","0","0"
"38303","380","0","38305","22","0","0","38301","383","5","10062","6","38302","4","0","38304"
"38403","381","0","38405","22","0","0","38401","384","8","10043","4","38402","4","0","38404"
"0","382","0","0","23","0","0","38501","385","2","11004","100","0","4","0","0"
"38603","383","0","38605","23","0","0","38601","386","5","10021","2","38602","4","0","38604"
"38703","384","0","38705","23","0","0","38701","387","8","10022","2","38702","4","0","38704"
"38803","385","0","38805","24","0","0","38801","388","2","10065","6","38802","4","0","38804"
"38903","386","0","38905","24","0","0","38901","389","5","10074","7","38902","4","0","38904"
"39003","387","0","39005","24","0","0","39001","390","8","10063","6","39002","4","0","39004"
"39103","388","0","39105","25","0","389","39101","391","5","10036","3","39102","4","390","39104"
"0","391","0","0","26","0","0","39201","392","2","11011","101","0","4","0","0"
"39303","391","0","39305","26","0","0","39301","393","5","10075","7","39302","4","0","39304"
"39403","391","0","39405","26","0","0","39401","394","8","10044","4","39402","4","0","39404"
"39503","392","0","39505","27","0","0","39501","395","2","10073","7","39502","4","0","39504"
"39603","393","0","39605","27","0","0","39601","396","5","10042","4","39602","4","0","39604"
"39703","394","0","39705","27","0","0","39701","397","8","10062","6","39702","4","0","39704"
"0","395","0","0","28","0","0","39801","398","2","11005","100","0","4","0","0"
"0","396","0","0","28","0","0","39901","399","5","11011","101","0","4","0","0"
"40003","397","0","40005","28","0","0","40001","400","8","10063","6","40002","4","0","40004"
"0","398","0","0","29","0","0","40101","401","2","11001","100","0","4","0","0"
"0","399","0","0","29","0","0","40201","402","5","11004","100","0","4","0","0"
"0","400","0","0","29","0","0","40301","403","8","11003","100","0","4","0","0"
"40403","401","0","40405","30","0","402","40401","404","5","10016","1","40402","4","403","40404"
"40503","404","0","40505","31","0","0","40501","405","2","10041","4","40502","4","0","40504"
"40603","404","0","40605","31","0","0","40601","406","5","10025","2","40602","4","0","40604"
"40703","404","0","40705","31","0","0","40701","407","8","10064","6","40702","4","0","40704"
"40803","405","0","40805","32","0","0","40801","408","2","10023","2","40802","4","0","40804"
"40903","406","0","40905","32","0","0","40901","409","5","10021","2","40902","4","0","40904"
"41003","407","0","41005","32","0","0","41001","410","8","10065","6","41002","4","0","41004"
"41103","408","0","41105","33","0","0","41101","411","2","10022","2","41102","4","0","41104"
"41203","409","0","41205","33","0","0","41201","412","5","10024","2","41202","4","0","41204"
"0","410","0","0","33","0","0","41301","413","8","11013","101","0","4","0","0"
"0","411","0","0","34","0","0","41401","414","2","11012","101","0","4","0","0"
"41503","412","0","41505","34","0","0","41501","415","5","10075","7","41502","4","0","41504"
"41603","413","0","41605","34","0","0","41601","416","8","10044","4","41602","4","0","41604"
"41703","414","0","41705","35","0","415","41701","417","5","10036","3","41702","4","416","41704"
"0","417","0","0","36","0","0","41801","418","2","11014","101","0","4","0","0"
"41903","417","0","41905","36","0","0","41901","419","5","10073","7","41902","4","0","41904"
"42003","417","0","42005","36","0","0","42001","420","8","10025","2","42002","4","0","42004"
"42103","418","0","42105","37","0","0","42101","421","2","10071","7","42102","4","0","42104"
"0","419","0","0","37","0","0","42201","422","5","11015","101","0","4","0","0"
"0","420","0","0","37","0","0","42301","423","8","11001","100","0","4","0","0"
"42403","421","0","42405","38","0","0","42401","424","2","10043","4","42402","4","0","42404"
"42503","422","0","42505","38","0","0","42501","425","5","10074","7","42502","4","0","42504"
"42603","423","0","42605","38","0","0","42601","426","8","10061","6","42602","4","0","42604"
"0","424","0","0","39","0","0","42701","427","2","11002","100","0","4","0","0"
"42803","425","0","42805","39","0","0","42801","428","5","10072","7","42802","4","0","42804"
"42903","426","0","42905","39","0","0","42901","429","8","10045","4","42902","4","0","42904"
"43003","427","0","43005","40","0","428","43001","430","5","10016","1","43002","4","429","43004"
