d4638c59d3d6083440b7af418a2e18b1a5f0c60cef7dd3aa13dc1a10b37132ee,481478f3e31948d6f2e8f3f25e8af95b13e0e8efcdc651f876bfba66f53e4057,338fecdc4b8e68d89e2431bc6191941c4515696b03456dd5a38aec036f1d9fe1,09a041c89230e438ae9953b2c0a0eb8ab3c1998996018f3245571adc2a129a43,63cf5a06dc100f55840cf540b917d736bc8e2e8f39e942eaab55a41fd975d3cb,ee087a1cc5439e62a97921e84957b6269dc021b565b074d1137010d5d0d77506,beeb9126e2ee0f773175674aba9a82731bb5ddcaa286e20f13182e698c4274d3,a296aaef3724785261f39a70505315c28ab4827aef73806f0931b68f94f98aba,bb95be496a1519bfff22bb5b974d7267cd66b8d118732d1d17e8e3bc7aab7d38,47bc91d1353515c88563cd57d44ea3d66fc50af702739e92d447956389e21697,42fe8553844eb60a3c17ff5ae8dcb6aae95a71aabf3679a23491674510beadc9,2a40ce941a7bf52845af125730ab2245172a6c4ddc3b6f1a96a7bc812420a0ec
"31276","31276","2030/08/01 14:59:59","0","11","1","0","ルカ（サラサリア）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","ルカ（サラサリア）のメモリーピース","8210142","9999"
"31277","31277","2030/08/01 14:59:59","0","11","1","0","リンドの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","リンドのメモリーピース","8194312","9999"
"31278","31278","2030/08/01 14:59:59","0","11","1","0","ヴルムの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","ヴルムのメモリーピース","282112","9999"
"31279","31279","2030/08/01 14:59:59","0","11","1","0","ペコリーヌ（クリスマス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","ペコリーヌ（クリスマス）のメモリーピース","5314152","9999"
"31280","31280","2030/08/01 14:59:59","0","11","1","0","クレジッタ（クリスマス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","クレジッタ（クリスマス）のメモリーピース","1283322","9999"
"31283","31283","2030/08/01 14:59:59","0","11","1","0","イノリ（ニューイヤー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","イノリ（ニューイヤー）のメモリーピース","144142","9999"
"31284","31284","2030/08/01 14:59:59","0","11","1","0","ハツネ（ニューイヤー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","ハツネ（ニューイヤー）のメモリーピース","5032132","9999"
"31285","31285","2030/08/01 14:59:59","0","11","1","0","カスミ（ニューイヤー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","カスミ（ニューイヤー）のメモリーピース","1022142","9999"
"31287","31287","2030/08/01 14:59:59","0","11","1","0","ヒヨリ（アストラル）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","ヒヨリ（アストラル）のメモリーピース","5174142","9999"
"31288","31288","2030/08/01 14:59:59","0","11","1","0","レイ（アストラル）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","レイ（アストラル）のメモリーピース","8301152","9999"
"31289","31289","2030/08/01 14:59:59","0","11","1","0","ユイ（アストラル）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","ユイ（アストラル）のメモリーピース","7201152","9999"
"31290","31290","2030/08/01 14:59:59","0","11","1","0","エリスの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","エリスのメモリーピース","381212","9999"
"31293","31293","2030/08/01 14:59:59","0","11","1","0","ユニ（ウィンター）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","ユニ（ウィンター）のメモリーピース","7241132","9999"
"31294","31294","2030/08/01 14:59:59","0","11","1","0","クロエ（ウィンター）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","クロエ（ウィンター）のメモリーピース","1284132","9999"
"31295","31295","2030/08/01 14:59:59","0","11","1","0","チエル（ウィンター）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","チエル（ウィンター）のメモリーピース","3103132","9999"
"31296","31296","2030/08/01 14:59:59","0","11","1","0","アネモネの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","アネモネのメモリーピース","43112","9999"
"31297","31297","2030/08/01 14:59:59","0","11","1","0","ネフィ＝ネラの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","ネフィ＝ネラのメモリーピース","4352112","9999"
"31298","31298","2030/08/01 14:59:59","0","11","1","0","マコト（コマンダー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","マコト（コマンダー）のメモリーピース","6014232","9999"
"31299","31299","2030/08/01 14:59:59","0","11","1","0","エリコ（コマンダー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","エリコ（コマンダー）のメモリーピース","381142","9999"
"31300","31300","2030/08/01 14:59:59","0","11","1","0","ヤマトの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","ヤマトのメモリーピース","7060012","9999"
"31301","31301","2030/08/01 14:59:59","0","11","1","0","ワカナの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","ワカナのメモリーピース","9010012","9999"
"31302","31302","2030/08/01 14:59:59","0","11","1","0","フブキの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","フブキのメモリーピース","5252002","9999"
"31307","31307","2030/08/01 14:59:59","0","11","1","0","キョウカ（スプリング）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","キョウカ（スプリング）のメモリーピース","1174142","9999"
"31308","31308","2030/08/01 14:59:59","0","11","1","0","スズメ（スプリング）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","スズメ（スプリング）のメモリーピース","2222242","9999"
"31309","31309","2030/08/01 14:59:59","0","11","1","0","クルルの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","クルルのメモリーピース","1282212","9999"
"31310","31310","2030/08/01 14:59:59","0","11","1","0","マホ（ドリームパーク）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","マホ（ドリームパーク）のメモリーピース","6054152","9999"
"31311","31311","2030/08/01 14:59:59","0","11","1","0","ネア（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","ネア（サマー）のメモリーピース","4300122","9999"
"31312","31312","2030/08/01 14:59:59","0","11","1","0","ミソラ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","ミソラ（サマー）のメモリーピース","6124310","9999"
"31316","31316","2030/08/01 14:59:59","0","11","1","0","リリ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","リリ（サマー）のメモリーピース","8181122","9999"
"31317","31317","2030/08/01 14:59:59","0","11","1","0","アメス（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","アメス（サマー）のメモリーピース","63122","9999"
"31318","31318","2030/08/01 14:59:59","0","11","1","0","ホマレ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","ホマレ（サマー）のメモリーピース","5460132","9999"
"31319","31319","2030/08/01 14:59:59","0","11","1","0","エミリア（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","エミリア（サマー）のメモリーピース","361122","9999"
"31320","31320","2030/08/01 14:59:59","0","11","1","0","エキドナ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","エキドナ（サマー）のメモリーピース","311112","9999"
"31321","31321","2030/08/01 14:59:59","0","11","1","0","レム（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","レム（サマー）のメモリーピース","8362122","9999"
"31322","31322","2030/08/01 14:59:59","0","11","1","0","ノゾミ（アルケミスト）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","ノゾミ（アルケミスト）のメモリーピース","4424152","9999"
"31323","31323","2030/08/01 14:59:59","0","11","1","0","ルイズマリーの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","ルイズマリーのメモリーピース","8201112","9999"
"31324","31324","2030/08/01 14:59:59","0","11","1","0","イロハの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","イロハのメモリーピース","184112","9999"
"31325","31325","2030/08/01 14:59:59","0","11","1","0","ソノの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","ソノのメモリーピース","2444112","9999"
"31328","31328","2030/08/01 14:59:59","0","11","1","0","ライラエル（クリスマス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","ライラエル （クリスマス）のメモリーピース","8001122","9999"
"31329","31329","2030/08/01 14:59:59","0","11","1","0","イオ（クリスマス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","イオ（クリスマス）のメモリーピース","104142","9999"
"31330","31330","2030/08/01 14:59:59","0","11","1","0","グレイスの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","グレイスのメモリーピース","1283212","9999"
"31331","31331","2030/08/01 14:59:59","0","11","1","0","ヴァイオレットの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","ヴァイオレットのメモリーピース","200112","9999"
"31332","31332","2030/08/01 14:59:59","0","11","1","0","モニカ（ニューイヤー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","モニカ（ニューイヤー）のメモリーピース","6441142","9999"
"31335","31335","2030/08/01 14:59:59","0","11","1","0","サレン（ニューイヤー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","サレン（ニューイヤー）のメモリーピース","2083152","9999"
"31336","31336","2030/08/01 14:59:59","0","11","1","0","メドゥーサの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","メドゥーサのメモリーピース","6334002","9999"
"31337","31337","2030/08/01 14:59:59","0","11","1","0","ラビリスタ（アルファ）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","ラビリスタ（アルファ）のメモリーピース","8051132","9999"
"31338","31338","2030/08/01 14:59:59","0","11","1","0","ネネカ（アルファ）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","ネネカ（アルファ）のメモリーピース","4343242","9999"
"31339","31339","2030/08/01 14:59:59","0","11","1","0","クリスティーナ（アルファ）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","クリスティーナ（アルファ）のメモリーピース","1281242","9999"
"31340","31340","2030/08/01 14:59:59","0","11","1","0","フィオの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","フィオのメモリーピース","5201112","9999"
"31343","31343","2030/08/01 14:59:59","0","11","1","0","ランファ（儀装束）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","ランファ（儀装束）のメモリーピース","8092132","9999"
"31344","31344","2030/08/01 14:59:59","0","11","1","0","チカ（儀装束）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","チカ（儀装束）のメモリーピース","3110142","9999"
"31345","31345","2030/08/01 14:59:59","0","11","1","0","クローチェ（エアリアル）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","クローチェ（エアリアル）のメモリーピース","1284222","9999"
"31346","31346","2030/08/01 14:59:59","0","11","1","0","アオイ（パイロット）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","アオイ（パイロット）のメモリーピース","4152","9999"
"31347","31347","2030/08/01 14:59:59","0","11","1","0","ホウオウの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","ホウオウのメモリーピース","5402112","9999"
"31348","31348","2030/08/01 14:59:59","0","11","1","0","ツムギ（ジオ・ゲヘナ）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","ツムギ（ジオ・ゲヘナ）のメモリーピース","3262142","9999"
"31349","31349","2030/08/01 14:59:59","0","11","1","0","カノンの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","カノンのメモリーピース","1044112","9999"
"31350","31350","2030/08/01 14:59:59","0","11","1","0","エリス（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","エリス（サマー）のメモリーピース","381222","9999"
"31801","31801","2030/08/01 14:59:59","0","11","1","0","ヒヨリ（プリンセス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","ヒヨリ（プリンセス）のメモリーピース","5174212","9999"
"31802","31802","2030/08/01 14:59:59","0","11","1","0","ユイ（プリンセス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","ユイ（プリンセス）のメモリーピース","7201212","9999"
"31803","31803","2030/08/01 14:59:59","0","11","1","0","レイ（プリンセス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","レイ（プリンセス）のメモリーピース","8301212","9999"
"31804","31804","2030/08/01 14:59:59","0","11","1","0","ペコリーヌ（プリンセス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","ペコリーヌ（プリンセス）のメモリーピース","5314212","9999"
"31805","31805","2030/08/01 14:59:59","0","11","1","0","コッコロ（プリンセス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","コッコロ（プリンセス）のメモリーピース","1432212","9999"
"31806","31806","2030/08/01 14:59:59","0","11","1","0","キャル（プリンセス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","キャル（プリンセス）のメモリーピース","1170212","9999"
"31807","31807","2030/08/01 14:59:59","0","11","1","0","ハツネ＆シオリの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","ハツネ＆シオリのメモリーピース","5032212","9999"
"31808","31808","2030/08/01 14:59:59","0","11","1","0","ミソギ＆ミミ＆キョウカの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","ミソギ＆ミミ＆キョウカのメモリーピース","6124212","9999"
"31809","31809","2030/08/01 14:59:59","0","11","1","0","アキノ＆サレンの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","アキノ＆サレンのメモリーピース","11212","9999"
"31810","31810","2030/08/01 14:59:59","0","11","1","0","アン＆グレアの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","アン＆グレアのメモリーピース","94212","9999"
"31811","31810","2030/08/01 14:59:59","0","11","1","0","シズル＆リノの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","シズル＆リノのメモリーピース","2122212","9999"
"31812","31812","2030/08/01 14:59:59","0","11","1","0","シェフィ（プリンセス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2015/12/17 15:00:00","シェフィ（プリンセス）のメモリーピース","2103232","9999"
"32001","32001","2030/08/01 14:59:59","0","18","1","0","ヒヨリの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","ヒヨリのピュアメモリーピース","5174111","9999"
"32002","32002","2030/08/01 14:59:59","0","18","1","0","ユイの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","ユイのピュアメモリーピース","7201111","9999"
"32003","32003","2030/08/01 14:59:59","0","18","1","0","レイの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","レイのピュアメモリーピース","8301111","9999"
"32004","32004","2030/08/01 14:59:59","0","18","1","0","ミソギの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","ミソギのピュアメモリーピース","6124111","9999"
"32005","32005","2030/08/01 14:59:59","0","18","1","0","マツリの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","マツリのピュアメモリーピース","6032111","9999"
"32006","32006","2030/08/01 14:59:59","0","18","1","0","アカリの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","アカリのピュアメモリーピース","10111","9999"
"32007","32007","2030/08/01 14:59:59","0","18","1","0","ミヤコの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","ミヤコのピュアメモリーピース","6170111","9999"
"32008","32008","2030/08/01 14:59:59","0","18","1","0","ユキの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","ユキのピュアメモリーピース","7211111","9999"
"32009","32009","2030/08/01 14:59:59","0","18","1","0","アンナの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","アンナのピュアメモリーピース","94311","9999"
"32010","32010","2030/08/01 14:59:59","0","18","1","0","マホの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","マホのピュアメモリーピース","6054111","9999"
"32011","32011","2030/08/01 14:59:59","0","18","1","0","リノの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","リノのピュアメモリーピース","8144111","9999"
"32012","32012","2030/08/01 14:59:59","0","18","1","0","ハツネの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","ハツネのピュアメモリーピース","5032111","9999"
"32013","32013","2030/08/01 14:59:59","0","18","1","0","ナナカの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","ナナカのピュアメモリーピース","4040111","9999"
"32014","32013","2030/08/01 14:59:59","0","18","1","0","カスミの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","カスミのピュアメモリーピース","1022111","9999"
"32015","32015","2030/08/01 14:59:59","0","18","1","0","ミサトの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","ミサトのピュアメモリーピース","6120211","9999"
"32016","32016","2030/08/01 14:59:59","0","18","1","0","スズナの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","スズナのピュアメモリーピース","2222111","9999"
"32017","32017","2030/08/01 14:59:59","0","18","1","0","カオリの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","カオリのピュアメモリーピース","1004111","9999"
"32018","32018","2030/08/01 14:59:59","0","18","1","0","イオの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","イオのピュアメモリーピース","104111","9999"
"32020","32020","2030/08/01 14:59:59","0","18","1","0","ミミの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","ミミのピュアメモリーピース","6161111","9999"
"32021","32021","2030/08/01 14:59:59","0","18","1","0","クルミの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","クルミのピュアメモリーピース","1282111","9999"
"32022","32022","2030/08/01 14:59:59","0","18","1","0","ヨリの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","ヨリのピュアメモリーピース","7481111","9999"
"32023","32023","2030/08/01 14:59:59","0","18","1","0","アヤネの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","アヤネのピュアメモリーピース","64111","9999"
"32025","32025","2030/08/01 14:59:59","0","18","1","0","スズメの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","スズメのピュアメモリーピース","2222211","9999"
"32026","32026","2030/08/01 14:59:59","0","18","1","0","リンの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","リンのピュアメモリーピース","8194111","9999"
"32027","32027","2030/08/01 14:59:59","0","18","1","0","エリコの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","エリコのピュアメモリーピース","381111","9999"
"32028","32028","2030/08/01 14:59:59","0","18","1","0","サレンの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","サレンのピュアメモリーピース","2083111","9999"
"32029","32029","2030/08/01 14:59:59","0","18","1","0","ノゾミの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","ノゾミのピュアメモリーピース","4424111","9999"
"32030","32030","2030/08/01 14:59:59","0","18","1","0","ニノンの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","ニノンのピュアメモリーピース","4144111","9999"
"32031","32031","2030/08/01 14:59:59","0","18","1","0","シノブの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","シノブのピュアメモリーピース","2144111","9999"
"32032","32032","2030/08/01 14:59:59","0","18","1","0","アキノの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","アキノのピュアメモリーピース","11111","9999"
"32033","32033","2030/08/01 14:59:59","0","18","1","0","マヒルの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","マヒルのピュアメモリーピース","6051111","9999"
"32034","32034","2030/08/01 14:59:59","0","18","1","0","ユカリの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","ユカリのピュアメモリーピース","7210111","9999"
"32036","32036","2030/08/01 14:59:59","0","18","1","0","キョウカの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","キョウカのピュアメモリーピース","1174111","9999"
"32037","32037","2030/08/01 14:59:59","0","18","1","0","トモの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","トモのピュアメモリーピース","3464111","9999"
"32038","32038","2030/08/01 14:59:59","0","18","1","0","シオリの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","シオリのピュアメモリーピース","2104111","9999"
"32040","32040","2030/08/01 14:59:59","0","18","1","0","アオイの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","アオイのピュアメモリーピース","4111","9999"
"32042","32042","2030/08/01 14:59:59","0","18","1","0","チカの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","チカのピュアメモリーピース","3110111","9999"
"32043","32043","2030/08/01 14:59:59","0","18","1","0","マコトの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","マコトのピュアメモリーピース","6014111","9999"
"32044","32044","2030/08/01 14:59:59","0","18","1","0","イリヤの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","イリヤのピュアメモリーピース","181111","9999"
"32045","32045","2030/08/01 14:59:59","0","18","1","0","クウカの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","クウカのピュアメモリーピース","1202111","9999"
"32046","32046","2030/08/01 14:59:59","0","18","1","0","タマキの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","タマキのピュアメモリーピース","3060111","9999"
"32047","32047","2030/08/01 14:59:59","0","18","1","0","ジュンの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","ジュンのピュアメモリーピース","2172111","9999"
"32048","32048","2030/08/01 14:59:59","0","18","1","0","ミフユの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","ミフユのピュアメモリーピース","6152111","9999"
"32049","32049","2030/08/01 14:59:59","0","18","1","0","シズルの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","シズルのピュアメモリーピース","2122111","9999"
"32050","32050","2030/08/01 14:59:59","0","18","1","0","ミサキの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","ミサキのピュアメモリーピース","6120111","9999"
