4d034cd9ba8ecfb6c4ce497094374927800ce1867bc457686a6e556354f16cf3,cc04ca0ef05663ab90d2475324a4645c2ac7aeded869ebe3f518b5f967d9963d,2705dc14f727915fce84e681db597133672cd92b6b5af85a43e2e5457fc1c820,db34e75101dc524f37b573b4710682e0d9880d61bd1b63a2287acc3c25f56d42,1c6f29dd4bd87fada2abb5c5bda2d877954c62948e4153184a0d0515fa685990,a111650db159bc3ee22fa3da49bbd26ee6a8ccbd1983e8c58d120352b65ccbe5,7d17f91054e4fe8d2fa77ec6df3ea04166131ceb1dc6ba14991c2e1ce0b8b418,8950725e90016571f7f6a1529272e74eb2787787b1ab741199457651142ae15d,17d359f1b3e4726bae580bf146e03d02600ea9b402cb82f01284921289ba97ff,cdf4b0f71c6f7cc29f444f9fc519f30f94cb06f3f4b273b079a61ba2ae6ff037,3a26bb031f382ea686b2bd0aff757925cb687e6d0f899fe38a843f2e163644b8
"","0","","5152063","","","","0","91","0","63064"
"1","0","shock_to_surprise","5152063","","0.2","","surprise_idle","3","131711","63065"
"","1","empty","5152063","","0.2","","","3","1","63066"
"1","0","doya_in_sad","5152063","","0.2","0","doya_talk_sad","3","132011","63067"
"","0","vo_rag_5009","5152063","","","","0","21","vo_rag","63068"
"1","10","これがアイドル…とても過酷だ\nところで…まだ他にも\n色々なタイソーがあるんだろう？","5152063","0","0","0","1","11","132011","63069"
"","0","","5152063","","","","0","91","0","63070"
"","1","doya_talk","5152063","","0.2","","","3","132011","63071"
"","0","vo_rag_5010","5152063","","","","0","21","vo_rag","63072"
"1","10","そちらもぜひご教授願いたいね\nああ、ボクは見ているだけで\n大丈夫だよ","5152063","0","0","0","1","11","132011","63073"
"","0","","5152063","","","","0","91","0","63074"
"","1","doya_idle","5152063","","0.2","","","3","132011","63075"
"","1","sad_talk_anger","5152063","","0.2","","","3","131711","63076"
"","0","vo_rag_5011","5152063","","","","0","21","vo_rag","63077"
"1","10","さすがは『強欲の魔女』\n体力は絶望的でも、\nその知的好奇心は無限なのね","5152063","0","0","0","1","11","131711","63078"
"","0","","5152063","","","","0","91","0","63079"
"1","0","doya_to_doya","5152063","","0.2","0","doya_idle_normal2","3","132011","63080"
"1","0","cool_in_joy2","5152063","","0.2","0","cool_talk_joy2","3","131711","63081"
"","0","se_10058300_emotion_isekai_1","5152063","","","","","23","se_10058300","63082"
"0","0.8","10","5152063","","","","0","12","131711","63083"
"","","0","5152063","","","","","93","1.5","63084"
"","1","sad_idle_surprise1","5152063","","0.2","","","3","132011","63085"
"","0","ames_idol_dance","5152063","","0.2","","","3","131711","63086"
"","","0","5152063","","","","","93","1.8","63087"
"1","0","echidna_interest_in","5152063","","0.2","0","echidna_interest_talk","3","132011","63088"
"","0","se_10058300_emotion_isekai_2","5152063","","","","","23","se_10058300","63089"
"0","2","7","5152063","","","","0","12","132011","63090"
"","","0","5152063","","","","","93","1.1","63091"
"","","0","5152063","","","","","93","0.5","63092"
"","","","5152063","","","","","101","63094","63093"
"","","bgm_MC173B","5152063","","","","","25","bgm_MC173B","63094"
"","","0","5152063","","","","","22","0","63095"
"-295","110","102611","5152064","idle_normal","1.55","1","410","1","1","64001"
"-114","105","107811","5152064","cool_idle","1.45","0","176","1","1","64002"
"-179","106","102311","5152064","joy_idle_normal","1.5","0","12","1","1","64003"
"-116","105","110311","5152064","idle_normal","1.45","0","-177","1","1","64004"
"-258","107","102111","5152064","wish_idle","1.55","0","-226","1","1","64005"
"-260","107","131911","5152064","idle_normal","1.55","0","115","1","1","64006"
"-178","106","122811","5152064","doya_idle","1.5","0","-350","1","1","64007"
"-334","108","122911","5152064","idle_normal","1.6","0","-391","1","1","64008"
"-330","108","122711","5152064","idle_normal","1.6","0","-60","1","1","64009"
"","","210","5152064","","","","","13","102611","64010"
"","","207","5152064","","","","","13","131911","64011"
"","","205","5152064","","","","","13","110311","64012"
"","","208","5152064","","","","","13","122711","64013"
"","","206","5152064","","","","","13","122811","64014"
"","","208","5152064","","","","","13","122911","64015"
"","","207","5152064","","","","","13","102111","64016"
"","","206","5152064","","","","","13","102311","64017"
"","","205","5152064","","","","","13","107811","64018"
"-295","115","11","5152064","empty","1.55","1","410","5","1","64019"
"-260","131","61","5152064","empty","1.55","0","115","5","1","64020"
"-134","131","62","5152064","empty","1.55","0","146","5","1","64021"
"-295","132","63","5152064","empty","1.55","0","410","5","1","64022"
"-136","132","64","5152064","empty","1.55","0","-177","5","1","64023"
"1.3","0","1","5152064","","1","","40","31","1","64024"
"1","385","13","5152064","","0","","-235","31","13","64025"
"1","0","2","5152064","","0","","0","31","2","64026"
"1","0","3","5152064","","1","","0","31","3","64027"
"","","0","5152064","","","","","91","0","64028"
"","","telop_4","5152064","","","","","37","3","64029"
"","0","0","5152064","","","","","102","0","64030"
"","","0","5152064","","","","","93","1","64031"
"","1","sad_talk_dead","5152064","","0.2","","","3","102611","64032"
"","0","vo_rag_3001","5152064","","","","0","21","vo_rag","64033"
"1","10","えぇ…うそ、めっちゃ来てるじゃん…\nこんな朝早くからご苦労さんだねぇ…","5152064","0","0","0","1","11","102611","64034"
"","0","","5152064","","","","0","91","0","64035"
"","1","talk_normal_surprise","5152064","","0.2","","","3","102611","64036"
"","0","vo_rag_3002","5152064","","","","0","21","vo_rag","64037"
"1","10","ほんとはやりたくないけど、\n体操はじめるよ～","5152064","0","0","0","1","11","102611","64038"
"","0","","5152064","","","","0","91","0","64039"
"","1","idle_normal","5152064","","0.2","","","3","102611","64040"
"","","bgm_MC175B","5152064","","","","","25","bgm_MC175B","64041"
"","","1","5152064","","","","","32","2","64042"
"","0","vo_rag_3003","5152064","","","","0","21","vo_rag","64043"
"0","10","まずはその場で跳躍～\nいち、に、さん…","5152064","2.2","0","0","1","11","102611","64044"
"","0","","5152064","","","","0","93","3.2","64045"
"1","0","gutara_jump3time","5152064","","0.2","0.2","tired_idle","3","11","64046"
"1","0","gutara_jump3time","5152064","","0.2","0.2","tired_idle","3","102611","64047"
"","0","","5152064","","","","0","93","0.1","64048"
"1","0","jump3time","5152064","","0.2","0.2","idle_normal","3","131911","64049"
"1","0","jump3time","5152064","","0.2","0.2","idle_normal","3","122911","64050"
"1","0","jump3time","5152064","","0.2","0.2","joy_idle_normal","3","102311","64051"
"","0","","5152064","","","","0","93","0.1","64052"
"1","0","jump3time","5152064","","0.2","0.2","idle_normal","3","107811","64053"
"1","0","jump3time","5152064","","0.2","0.2","idle_normal","3","110311","64054"
"1","0","jump3time","5152064","","0.2","0.2","wish_idle","3","102111","64055"
"","0","","5152064","","","","0","93","0.1","64056"
"1","0","jump3time","5152064","","0.2","0.2","doya_idle","3","122811","64057"
"1","0","jump3time","5152064","","0.2","0.2","idle_normal","3","122711","64058"
"","","0","5152064","","","","","93","2.1","64059"
"","0","se_10058300_isekai_breath","5152064","","","","","23","se_10058300","64060"
"","","0","5152064","","","","","93","1.7","64061"
"","0","","5152064","","","","0","91","64044","64062"
"0","0.5","bgm_MC173B","5152064","","0","1","0.5","27","bgm_MC173B","64063"
"","","out","5152064","","","","","37","2","64064"
"","0","vo_rag_3004","5152064","","","","0","21","vo_rag","64065"
"1","10","…ふぅ、ちょっと休憩しよっか","5152064","0","0","","1","11","102611","64066"
"","0","","5152064","","","","0","91","0","64067"
"","1","talk_normal_shy","5152064","","0.2","","","3","107811","64068"
"","0","vo_rag_3005","5152064","","","","0","21","vo_rag","64069"
"1","10","いくら何でも早すぎるでしょ！？","5152064","0","0","","1","11","107811","64070"
"","0","","5152064","","","","0","91","0","64071"
"","1","idle_normal_shy","5152064","","0.2","","","3","107811","64072"
"","","0.3","5152064","","","","","24","se_10058300_isekai_breath","64073"
"","1","empty","5152064","","0.2","","","3","11","64074"
"","1","talk_normal_joy","5152064","","0.2","","","3","102611","64075"
"","0","vo_rag_3006","5152064","","","","0","21","vo_rag","64076"
"1","10","じゃあ次は横になって深呼吸～","5152064","0","0","","1","11","102611","64077"
"","0","","5152064","","","","0","91","0","64078"
"1","0","idle_to_layLongHair","5152064","","0.2","0","gutara_sleepy_idle","3","102611","64079"
"","0","","5152064","","","","0","93","0.2","64080"
"1","0","idle_to_layLongHair","5152064","","0.2","0","gutara_breathLongHair_idle","3","131911","64081"
"1","0","idle_to_layShortHair","5152064","","0.2","0","gutara_breathShortHair_idle","3","122911","64082"
"1","0","idle_to_layShortHair","5152064","","0.2","0","gutara_breathShortHair_idle","3","102311","64083"
"","0","","5152064","","","","0","93","0.2","64084"
"1","0","idle_to_layLongHair","5152064","","0.2","0","gutara_breathLongHair_idle","3","110311","64085"
"1","0","idle_to_layShortHair","5152064","","0.2","0","gutara_breathShortHair_idle","3","122711","64086"
"1","0","idle_to_layLongHair","5152064","","0.2","0","gutara_breathLongHair_idle","3","107811","64087"
"","0","","5152064","","","","0","93","0.1","64088"
"1","0","idle_to_layShortHair","5152064","","0.2","0","gutara_breathShortHair_idle","3","102111","64089"
"1","0","idle_to_layShortHair","5152064","","0.2","0","gutara_breathShortHair_idle","3","122811","64090"
"2.8","1","105","5152064","","12","","1","121","0","64091"
"","0","","5152064","","","","0","93","2","64092"
"0","1.5","12","5152064","","50","-120","0","12","102611","64093"
"","0","","5152064","","","","0","93","1.5","64094"
"1","0","gutara_sleep2_in","5152064","","0.2","0","gutara_sleep2_idle","3","102611","64095"
"","0","","5152064","","","","0","93","1.5","64096"
"","","1","5152064","","","","","32","13","64097"
"","0","vo_rag_3007","5152064","","","","0","21","vo_rag","64098"
"1","10","すぅ…むにゃむにゃ…","5152064","0","15","-100","1","11","102611","64099"
"","0","","5152064","","","","0","91","0","64100"
"","0","se_10058300_gutara_sleep","5152064","","","","","23","se_10058300","64101"
"","","0","5152064","","","","","4","11","64102"
"0","-310","460","5152064","","","","0","2","11","64103"
"","0","gutara_sleep","5152064","","","","","3","11","64104"
"1","0","gutara_surprise","5152064","","0.2","0","gutara_sleep1_idle","3","107811","64105"
"","0","vo_rag_3008","5152064","","","","0","21","vo_rag","64106"
"0","10","ウソでしょ？　寝てる！？\nやだ、あたしまで眠くなってきた…","5152064","1.5","-15","-40","1","11","107811","64107"
"","","0","5152064","","","","","93","6.8","64108"
"","","0","5152064","","","","","93","0.5","64109"
"","0","se_10058300_gutara_sleep","5152064","","","","","23","se_10058300","64110"
"","0","gutara_sleep2","5152064","","","","","3","62","64111"
"","0","","5152064","","","","0","91","64107","64112"
"1","0","gutara_sleep1ShortHair_in","5152064","","0.2","0","gutara_sleep1_idle","3","122911","64113"
"","0","","5152064","","","","0","93","0.2","64114"
"1","0","gutara_sleep1ShortHair_in","5152064","","0.2","0","gutara_sleep1_idle","3","102311","64115"
"","0","","5152064","","","","0","93","0.2","64116"
"1","0","gutara_sleep1ShortHair_in","5152064","","0.2","0","gutara_sleep1_idle","3","122811","64117"
"","0","","5152064","","","","0","93","1.5","64118"
"1","0","gutara_sleepy_in","5152064","","0.2","0","gutara_sleep1_idle","3","110311","64119"
"","0","vo_rag_3009","5152064","","","","0","21","vo_rag","64120"
"0","10","今日は朝が早かったから…\nあたしも…ふあ……","5152064","1.5","-40","-110","1","11","110311","64121"
"","","0","5152064","","","","","93","7.4","64122"
"","0","se_10058300_gutara_sleep","5152064","","","","","23","se_10058300","64123"
"","0","gutara_sleep","5152064","","","","","3","64","64124"
"","0","","5152064","","","","0","91","64121","64125"
"1","0","gutara_sleep1ShortHair_in","5152064","","0.2","0","gutara_sleep1_idle","3","102111","64126"
"","0","","5152064","","","","0","93","0.2","64127"
"1","0","gutara_sleep1ShortHair_in","5152064","","0.2","0","gutara_sleep1_idle","3","122711","64128"
"","0","","5152064","","","","0","93","4","64129"
"1","0","gutara_notice_in","5152064","","0.2","0","gutara_notice_talk_shy","3","131911","64130"
"","0","vo_rag_3010","5152064","","","","0","21","vo_rag","64131"
"1","10","え、みんな寝ちゃったの！？\nびっくり仰天だわ\nみんなを起こさないと…","5152064","0","-15","-50","1","11","131911","64132"
"","0","","5152064","","","","0","91","0","64133"
"1","0","gutara_notice_to_notice","5152064","","0.2","0","gutara_notice_talk_dead","3","131911","64134"
"","0","vo_rag_3011","5152064","","","","0","21","vo_rag","64135"
"1","10","ふわぁ……\nあれ、どうしてかしら、\n私まで急に眠く…すぅ","5152064","0","-15","-50","1","11","131911","64136"
"","0","","5152064","","","","0","91","0","64137"
"1","0","gutara_notice_out","5152064","","0.2","0","gutara_sleep1_idle","3","131911","64138"
"","0","","5152064","","","","0","93","0.5","64139"
"","0","se_10058300_gutara_sleep","5152064","","","","","23","se_10058300","64140"
"","0","gutara_sleep","5152064","","","","","3","61","64141"
"","0","","5152064","","","","0","93","1.3","64142"
"","0","se_10058300_gutara_sleep","5152064","","","","","23","se_10058300","64143"
"0","-305","-205","5152064","","","","0","2","64","64144"
"","0","gutara_sleep2","5152064","","","","","3","64","64145"
"","0","","5152064","","","","0","93","1.3","64146"
"","0","se_10058300_gutara_sleep","5152064","","","","","23","se_10058300","64147"
"0","-190","-300","5152064","","","","0","2","62","64148"
"","0","gutara_sleep","5152064","","","","","3","62","64149"
"","0","","5152064","","","","0","93","2","64150"
"","","0","5152064","","","","","93","0.5","64151"
"","","","5152064","","","","","101","64153","64152"
"","","bgm_MC173B","5152064","","","","","25","bgm_MC173B","64153"
"","","0","5152064","","","","","22","0","64154"
"-280","109","127111","5152065","idle_normal","1.55","1","335","1","1","65001"
"-179","105","132111","5152065","wish_idle_normal","1.5","0","-252","1","1","65002"
"-163","104","4","5152065","doya_idle","1.5","0","-74","5","4","65003"
"-264","107","131911","5152065","idle_normal","1.55","0","29","1","1","65004"
"-304","109","126911","5152065","wish_idle_normal","1.55","0","-346","1","1","65005"
"-285","108","113111","5152065","idle_normal","1.55","0","-150","1","1","65006"
"-280","110","6","5152065","ghost_dokuro_idle","1.5","1","1000","5","6","65007"
"0","1","1","5152065","","0","0","1","6","6","65008"
"-178","106","7","5152065","idle_normal","1.5","0","-507","5","7","65009"
"0","1","1","5152065","","0","0","1","6","7","65010"
"","","209","5152065","","","","","13","127111","65011"
"","","205","5152065","","","","","13","132111","65012"
"","","204","5152065","","","","","13","4","65013"
"","","207","5152065","","","","","13","131911","65014"
"","","209","5152065","","","","","13","126911","65015"
"","","208","5152065","","","","","13","113111","65016"
"1.03","0","1","5152065","","1","","0","31","1","65017"
"1","-507","14","5152065","","0","","-178","31","14","65018"
"1.03","0","16","5152065","","0","","0","31","16","65019"
"1","0","2","5152065","","0","","0","31","2","65020"
"1","0","3","5152065","","1","","0","31","3","65021"
"1","1000","15","5152065","","0","","-130","31","15","65022"
"","","0","5152065","","","","","91","0","65023"
"","","telop_5","5152065","","","","","37","3","65024"
"","0","0","5152065","","","","","102","0","65025"
"","","0","5152065","","","","","93","1","65026"
"","1","talk_normal","5152065","","0.2","","","3","127111","65027"
"","0","vo_rag_4001","5152065","","","","0","21","vo_rag","65028"
"1","10","本日の体操のお手本を\n務めさせていただくシノブです","5152065","0","0","0","1","11","127111","65029"
"","0","","5152065","","","","0","91","0","65030"
"","1","talk_normal","5152065","","0.2","","","3","127111","65031"
"","0","vo_rag_4002","5152065","","","","0","21","vo_rag","65032"
"1","10","そちらのあなたも一緒にどうぞ\nそれでは始めましょう。いちに、いち…","5152065","0","0","0","1","11","127111","65033"
"","0","","5152065","","","","0","91","0","65034"
"","","1","5152065","","","","","32","2","65035"
"","","bgm_MC175C","5152065","","","","","25","bgm_MC175C","65036"
"","","0","5152065","","","","","93","0.5","65037"
"","1","radio_stretch1_loop","5152065","","0.3","","","3","127111","65038"
"","","0","5152065","","","","","93","0.1","65039"
"","1","radio_stretch1_loop","5152065","","0.2","","","3","132111","65040"
"","1","radio_stretch1_loop","5152065","","0.2","","","3","4","65041"
"","1","radio_stretch1_loop","5152065","","0.2","","","3","131911","65042"
"","1","radio_stretch1_loop","5152065","","0.2","","","3","126911","65043"
"","1","radio_stretch1_loop","5152065","","0.2","","","3","113111","65044"
"","1","radio_stretch1_loop","5152065","","0.2","","","3","7","65045"
"","","0","5152065","","","","","93","1","65046"
"","","1","5152065","","","","","32","16","65047"
"","","1","5152065","","","","","32","14","65048"
"","","0","5152065","","","","","93","0.7","65049"
"2.8","1","0","5152065","","12","","1","121","65","65050"
"","","0","5152065","","","","","93","1","65051"
"1","1","1","5152065","","1","0","1","6","7","65052"
"","","0","5152065","","","","","93","2.2","65053"
"1","0","ghost_stretch1_turn","5152065","","0.2","0","sad_talkR","3","131911","65054"
"","0","vo_rag_4003","5152065","","","","0","21","vo_rag","65055"
"0","10","ええと、そっちには誰も…\nきゃあっ！","5152065","0.5","0","50","1","11","131911","65056"
"","","0","5152065","","","","","93","2.5","65057"
"1","0","shock_inR","5152065","","0.2","0","shock_loopR","3","131911","65058"
"","","0","5152065","","","","","93","2.1","65059"
"","0","","5152065","","","","0","91","65056","65060"
"","0","ghost_stretch2_turn","5152065","","0.2","","","3","131911","65061"
"","","0","5152065","","","","","93","0.4","65062"
"","1","radio_stretch2R_loop","5152065","","0.2","","","3","127111","65063"
"","","0","5152065","","","","","93","0.1","65064"
"","1","radio_stretch2_loop","5152065","","0.2","","","3","132111","65065"
"","1","radio_stretch2_loop","5152065","","0.2","","","3","4","65066"
"","1","radio_stretch2_loop_faceBlue","5152065","","0.2","","","3","131911","65067"
"","1","radio_stretch2_loop","5152065","","0.2","","","3","126911","65068"
"","1","radio_stretch2_loop_faceBlue","5152065","","0.2","","","3","113111","65069"
"","1","radio_stretch2_loop","5152065","","0.2","","","3","7","65070"
"","0","vo_rag_4004","5152065","","","","0","21","vo_rag","65071"
"0","10","お、おいおい、勘弁しとくれよ…","5152065","0.5","0","50","1","11","113111","65072"
"","","0","5152065","","","","","93","6.6","65073"
"","0","vo_rag_4005","5152065","","","","0","21","vo_rag","65074"
"0","10","はい、その調子です","5152065","0.5","0","0","1","11","127111","65075"
"","","0","5152065","","","","","93","3.4","65076"
"","","spread","5152065","","","","","37","14","65077"
"","","0","5152065","","","","","93","0.3","65078"
"","1","radio_stretch1_loop_surprise1","5152065","","0.2","","","3","127111","65079"
"","","0","5152065","","","","","93","0.1","65080"
"","1","radio_stretch1_loop_faceBlue","5152065","","0.2","","","3","132111","65081"
"","1","radio_stretch1_loop","5152065","","0.2","","","3","4","65082"
"","1","radio_stretch1_loop_faceBlue","5152065","","0.2","","","3","131911","65083"
"","1","radio_stretch1_loop","5152065","","0.2","","","3","126911","65084"
"","1","radio_stretch1_loop_faceBlue","5152065","","0.2","","","3","113111","65085"
"","1","radio_stretch1_loop","5152065","","0.2","","","3","7","65086"
"","0","se_10058300_ghost_cold","5152065","","","","","23","se_10058300","65087"
"","","0","5152065","","","","","93","1","65088"
"","0","vo_rag_4006","5152065","","","","0","21","vo_rag","65089"
"0","10","ひゃっ！　ね、姉様…","5152065","0.5","0","0","1","11","132111","65090"
"","","0","5152065","","","","","93","4.6","65091"
"","0","vo_rag_4007","5152065","","","","0","21","vo_rag","65092"
"0","10","にーにっ、さんし…","5152065","0.5","0","0","1","11","127111","65093"
"","","0","5152065","","","","","93","3.7","65094"
"","","0","5152065","","","","","93","1.1","65095"
"","0","","5152065","","","","0","91","0","65096"
"","1","radio_stretch2R_loop","5152065","","0.2","","","3","127111","65097"
"","","0","5152065","","","","","93","0.1","65098"
"","1","radio_stretch2_loop_faceBlue","5152065","","0.2","","","3","132111","65099"
"","1","radio_stretch2_loop","5152065","","0.2","","","3","4","65100"
"","1","radio_stretch2_loop_faceBlue","5152065","","0.2","","","3","131911","65101"
"","1","radio_stretch2_loop","5152065","","0.2","","","3","126911","65102"
"","1","radio_stretch2_loop_faceBlue","5152065","","0.2","","","3","113111","65103"
"","1","radio_stretch2_loop","5152065","","0.2","","","3","7","65104"
"","0","vo_rag_4008","5152065","","","","0","21","vo_rag","65105"
"0","10","風よ\n風の仕業に決まってるわ\nタイソーに集中なさい、レム","5152065","0.5","0","0","1","11","4","65106"
"","","0","5152065","","","","","93","5.1","65107"
"","","0","5152065","","","","","93","0","65108"
"","","1","5152065","","","","","32","15","65109"
"11","-130","197","5152065","","","","0.8","33","15","65110"
"11","-280","197","5152065","","","","0.8","2","6","65111"
"","0","se_10058300_ghost_soul","5152065","","","","","23","se_10058300","65112"
"","","0","5152065","","","","","93","0.5","65113"
"1","0","shock_jump","5152065","","0.2","0","escape","3","131911","65114"
"1","0","shock_jump","5152065","","0.2","0","escape","3","113111","65115"
"","0","vo_rag_4010","5152065","","","","0","21","vo_rag","65116"
"0","20","きゃああぁー！","5152065","0.8","20","80","0","11","131911","65117"
"","1","vo_rag_4011","5152065","","","","0","21","vo_rag","65118"
"0","20","ひ、ひいいいぃー！？","5152065","0","-20","80","0","11","113111","65119"
"","","0","5152065","","","","","93","0.3","65120"
"","","0","5152065","","","","","4","6","65121"
"","","0","5152065","","","","","93","0.7","65122"
"0","-264","-1050","5152065","","","","2","2","131911","65123"
"0","-285","-1229","5152065","","","","2","2","113111","65124"
"","","out","5152065","","","","","37","2","65125"
"","","out","5152065","","","","","37","16","65126"
"","","out","5152065","","","","","37","14","65127"
"0","0.5","bgm_MC173B","5152065","","0","1","0.5","27","bgm_MC173B","65128"
"","1","idle_normal","5152065","","0.2","","","3","7","65129"
"0","1","1","5152065","","1.2","0","1","6","7","65130"
"","1","sad_idle_normal","5152065","","0.2","","","3","127111","65131"
"","","0","5152065","","","","","93","0.1","65132"
"","1","idle_normal_surprise1","5152065","","0.2","","","3","132111","65133"
"","1","idle_normal_surprise1","5152065","","0.2","","","3","4","65134"
"","1","idle_normal","5152065","","0.2","","","3","126911","65135"
"","","0","5152065","","","","","93","0.1","65136"
"1","1","1","5152065","","1","0","1","6","6","65137"
"","","0","5152065","","","","","93","2","65138"
"","0","vo_rag_4009","5152065","","","","0","21","vo_rag","65139"
"1","10","おーい、シノブ…\n捜したんだぞ","5152065","0","0","20","1","11","6","65140"
"","","","5152065","","","","","91","0","65141"
"","1","sad_talk_talk2","5152065","","0.2","","","3","127111","65142"
"1","0","ghost_dokuro_turn","5152065","","0.2","0","ghost_dokuro_idleR","3","6","65143"
"","0","vo_rag_4012","5152065","","","","0","21","vo_rag","65144"
"1","10","さあ、気を取り直して\n体操を続けましょう","5152065","0","0","0","1","11","127111","65145"
"","0","","5152065","","","","0","91","65145","65146"
"","1","radio_stretch1_loop_surprise1","5152065","","0.2","","","3","127111","65147"
"","","0","5152065","","","","","93","0.1","65148"
"","1","radio_stretch1_loop","5152065","","0.2","","","3","132111","65149"
"","1","radio_stretch1_loop","5152065","","0.2","","","3","4","65150"
"","1","radio_stretch1_loop","5152065","","0.2","","","3","126911","65151"
"","","0","5152065","","","","","93","2.5","65152"
"","","0","5152065","","","","","93","0.5","65153"
"","","","5152065","","","","","101","65155","65154"
"","","bgm_MC173B","5152065","","","","","25","bgm_MC173B","65155"
"","","0","5152065","","","","","22","0","65156"
"","","0","5152065","","","","","22","1","65157"
"-259","108","131911","5152066","idle_normal","1.55","0","-151","1","1","66001"
"-295","110","132111","5152066","wish_idle_normal","1.55","0","-460","1","1","66002"
"-277","109","4","5152066","doya_idle","1.55","0","-305","5","4","66003"
"-258","105","107511","5152066","idle_normal","1.55","1","89","1","1","66004"
"-297","107","107611","5152066","wish_idle_normal","1.55","1","407","1","1","66005"
"-278","106","107811","5152066","cool_idle","1.55","1","245","1","1","66006"
"-142","103","126911","5152066","wish_idle_normal","1.45","1","329","1","1","66007"
"-158","104","110311","5152066","idle_normal","1.45","1","479","1","1","66008"
"-132","102","113511","5152066","sad_idle_normal","1.45","1","178","1","1","66009"
"-259","107","5","5152066","empty","1.55","0","-151","5","5","66010"
"120","210","2","5152066","empty","0.75","0","15","5","2","66011"
"","","208","5152066","","","","","13","131911","66012"
"","","210","5152066","","","","","13","132111","66013"
"","","209","5152066","","","","","13","4","66014"
"","","205","5152066","","","","","13","107511","66015"
"","","207","5152066","","","","","13","107611","66016"
"","","206","5152066","","","","","13","107811","66017"
"","","203","5152066","","","","","13","126911","66018"
"","","204","5152066","","","","","13","110311","66019"
"","","202","5152066","","","","","13","113511","66020"
"1","0","1","5152066","","1","","0","31","1","66021"
"1","0","4","5152066","","0","","0","31","4","66022"
"1","0","2","5152066","","0","","0","31","2","66023"
"1","0","3","5152066","","1","","0","31","3","66024"
"1","0","17","5152066","","0","","0","31","17","66025"
"","","0","5152066","","","","","91","0","66026"
"","","telop_6","5152066","","","","","37","3","66027"
"","0","0","5152066","","","","","102","0","66028"
"","","0","5152066","","","","","93","1","66029"
"","1","talk_normal_joy","5152066","","0.2","","","3","131911","66030"
"","0","vo_rag_1001","5152066","","","","0","21","vo_rag","66031"
"1","10","それじゃあみんな、\nラジーオタイソーをはじめるわ！","5152066","0","-10","5","1","11","131911","66032"
"","0","","5152066","","","","0","91","66032","66033"
"","1","idle_normal_joy","5152066","","0.2","","","3","131911","66034"
"1","0","gutsB_in","5152066","","0.2","0","gutsB_idle","3","132111","66035"
"1","0","cool_in_talk2","5152066","","0.2","0","cool_talk_talk2","3","4","66036"
"1","0","handsup_in","5152066","","0.2","0","handsup_loop","3","107511","66037"
"","1","wish_talk","5152066","","0.2","","","3","107611","66038"
"","1","wish2_idle","5152066","","0.2","","","3","126911","66039"
"","1","joy_idle","5152066","","0.2","","","3","110311","66040"
"1","0","doya_in","5152066","","0.2","0","doya_idle_normal2","3","107811","66041"
"","1","wish_talk_joy_shy","5152066","","0.2","","","3","113511","66042"
"","0","","5152066","","","","0","93","2.5","66043"
"","","bgm_MC175A","5152066","","","","","25","bgm_MC175A","66044"
"","","1","5152066","","","","","32","2","66045"
"","1","wish_idle_normal","5152066","","0.2","","","3","132111","66046"
"","1","doya_idle","5152066","","0.2","","","3","4","66047"
"","1","idle_normal","5152066","","0.2","","","3","107511","66048"
"","1","wish_idle_normal","5152066","","0.2","","","3","107611","66049"
"","1","cool_idle","5152066","","0.2","","","3","126911","66050"
"","1","wish_idle_normal","5152066","","0.2","","","3","110311","66051"
"","1","idle_normal","5152066","","0.2","","","3","107811","66052"
"","1","sad_idle_normal","5152066","","0.2","","","3","113511","66053"
"","0","vo_rag_1002","5152066","","","","0","21","vo_rag","66054"
"0","10","まずはぴょんぴょん跳ねて\n全身をほぐしていきます","5152066","0.5","-10","5","1","11","131911","66055"
"","","0","5152066","","","","","93","0.5","66056"
"","1","radio_jump_loop_normal2","5152066","","0.2","","","3","131911","66057"
"","0","","5152066","","","","0","93","1.6","66058"
"","1","radio_jump_loop","5152066","","0.2","","","3","132111","66059"
"","1","radio_jump_loop_talk2","5152066","","0.2","","","3","4","66060"
"","0","","5152066","","","","0","93","0.1","66061"
"","1","radio_jump_loop","5152066","","0.2","","","3","107511","66062"
"","1","radio_jump_loop","5152066","","0.2","","","3","107611","66063"
"","1","radio_jump_loop","5152066","","0.2","","","3","126911","66064"
"","1","radio_jump_loop","5152066","","0.2","","","3","110311","66065"
"","1","radio_jump_loop","5152066","","0.2","","","3","107811","66066"
"","1","radio_jump_loop","5152066","","0.2","","","3","113511","66067"
"","","0","5152066","","","","","93","3","66068"
"","0","","5152066","","","","0","91","66055","66069"
"","0","vo_rag_1003","5152066","","","","0","21","vo_rag","66070"
"0","10","ただ跳ねるだけでも\n案外疲れるものね","5152066","0.5","-10","5","1","11","4","66071"
"","","0","5152066","","","","","93","3.2","66072"
"","0","","5152066","","","","0","91","66071","66073"
"","","0","5152066","","","","","93","1.5","66074"
"","1","idle_normal","5152066","","0.3","","","3","131911","66075"
"","1","wish_talk","5152066","","0.3","","","3","132111","66076"
"","1","cool_idle","5152066","","0.3","","","3","4","66077"
"","","0","5152066","","","","","93","0.1","66078"
"","1","idle_normal","5152066","","0.3","","","3","107511","66079"
"","1","wish_idle","5152066","","0.3","","","3","107611","66080"
"","1","wish_idle_normal","5152066","","0.3","","","3","126911","66081"
