46029b415c7ae245dbed3f8f104839f4aa2b81674eea58314f161e0fb5f3507c,d168f4168dc7b912ad943a71f3bd787de44ed2f2a2b2002748621c82925b56c7,26ee9569a633ad563a674b7b829bb849308755814e7d19a984f4c848484bce86,f9944f5f45173111d8eccea0f5358c8b113198bbc24aa92b2f2a5ccf6e3b9740,9e913cc8b42b638968da727f06b44449fd49c042546f081075ed29499ad54527,46089943913f98a6c41044b5dd40ea9e6f9d70acbe9ba0260f63ea5a26d715fd,abf70d161df57816d5ad26d610ec629e0b5bcfb4d979b051f76e4dfc101b0c7c,79c9f8aa83639ea8ad75f3cda600765bf130b01cf029afcc92c6f62c1af1f512,c4528e59a08550a7bf75e84b67eb4784f8b2d191b028f076ee875dfb7a10c2c0,de63d4d72ba72b11ae31dd31d9628cf9bccde60705160779a230757a3f39678b,8a0e3cc90664af63a25ba7b5a75cece1681d86669f4b1b7692801d747a3fdef8
"","","3112","1","0.2","3","","round_monster_idle","","3","131120045"
"","","3112","","","0.4","","0","","93","131120046"
"0","","3112","-250","","1000001","","0","0","2","131120047"
"","","3112","1","","1000001","","escape","","3","131120048"
"0","","3112","-250","","1000001","","-600","1","2","131120049"
"","","3112","","","1","","0","","93","131120050"
"0","","3112","1","0.2","1000001","","1","1","6","131120051"
"","","3112","","","0.4","","0","","93","131120052"
"","","3112","","","2","","0","","113","131120053"
"1","","3113","345.4","0","311300","","311300","0","31","131130001"
"","","3113","","","0","","","","91","131130002"
"","","3113","0","0.2","1000001","","wait_gradeUp","","3","131130003"
"","","3113","","","311300","","1","","32","131130004"
"","","3113","","","0.1","","0","","93","131130005"
"","","3113","","","3","","0","","32","131130006"
"","","3113","","","0.8","","0","","93","131130007"
"0","","3113","1.05","0","1.05","","1.05","1.05","123","131130008"
"","","3113","0.5","","5","","5","","122","131130009"
"","","3113","","","1.1","","0","","93","131130010"
"0","","3113","1.05","0","1.05","","1.05","1.05","123","131130011"
"","","3113","0.5","","10","","10","","122","131130012"
"","","3113","","","0.8","","0","","93","131130013"
"","","3113","0","0.2","1000001","","glad_dot_light","","3","131130014"
"","","3113","","","0.1","","0","","93","131130015"
"0.4","","3113","0.907","5","0.907","","0.907","0.907","123","131130016"
"","","3113","","","1","","0","","93","131130017"
"","","3113","0","0.2","1000001","","disappoint","","3","131130018"
"","","3113","","","1","","0","","93","131130019"
"","","3113","","","2","","","","113","131130020"
"1","","3114","345.4","0","311400","","311400","0","31","131140001"
"","","3114","","","0","","","","91","131140002"
"7.4","","3114","1.05","0","1.05","","1.05","1.05","123","131140003"
"","","3114","0","0.2","1000001","","wait","","3","131140004"
"","","3114","","","311400","","1","","32","131140005"
"","","3114","","","0.1","","0","","93","131140006"
"","","3114","","","2","","0","","32","131140007"
"","","3114","","","3.4","","0","","93","131140008"
"3.2","","3114","0.95","5","0.95","","0.95","0.95","123","131140009"
"1","0","3114","0","0.1","1000001","","shock_short_in","shock_short_loop","3","131140010"
"","","3114","","","1.4","","0","","93","131140011"
"","","3114","0","0.2","1000001","","disappoint","","3","131140012"
"","","3114","","","0.7","","0","","93","131140013"
"","","3114","","","2","","","","113","131140014"
"1","","3121","345.4","0","312100","","312100","0","31","131210001"
"","","3121","","","0","","","","91","131210002"
"7.4","","3121","1.05","0","1.05","","1.05","1.05","123","131210003"
"","","3121","0","0.2","1000001","","wait","","3","131210004"
"","","3121","","","2","","1","","35","131210005"
"","","3121","0","","se_travel","","se_travel_treasure_big_rock","","23","131210006"
"","","3121","","","3.7","","0","","93","131210007"
"","","3121","","","312100","","1","","32","131210008"
"","","3121","0.65","","15","","15","","122","131210009"
"","","3121","","","0.5","","0","","93","131210010"
"","","3121","3.2","","20","","20","","122","131210011"
"","","3121","0","0.2","1000001","","shock_jump_short","","3","131210012"
"","","3121","","","0","","0","","91","131210013"
"","","3121","1","0","1000001","","escape","","3","131210014"
"0","","3121","-240","","1000001","","-880","2","2","131210015"
"","","3121","","","0.8","","0","","93","131210016"
"","","3121","","","2","","","","113","131210017"
"","","3122","1","0.2","1000001","","idle","","3","131220001"
"1","","3122","345","0","312200","","11","-65","31","131220002"
"1","","3122","345","0","312201","","12","-65","31","131220003"
"","","3122","","","0","","","","91","131220004"
"6.8","0","3122","1.05","0","1.05","","1.05","1.05","123","131220005"
"","","3122","0","0.2","1000001","","wait","","3","131220006"
"","","3122","","","2","","1","","35","131220007"
"","","3122","","","4","","0","","93","131220008"
"0.4","","3122","0.95","0","0.95","","0.95","0.95","123","131220009"
"","","3122","","","11","","1","","32","131220010"
"","","3122","","","12","","1","","32","131220011"
"","","3122","0","","1000001","","arrow_panic","","3","131220012"
"","","3122","","","2.7","","0","","93","131220013"
"","","3122","","","2","","0","","113","131220014"
"1","","3123","345.4","0","6","","6","0","31","131230001"
"1","","3123","345.4","0","7","","7","0","31","131230002"
"1","","3123","345.4","0","310000","","310000","0","31","131230003"
"1","","3123","345.4","0","312300","","312300","0","31","131230004"
"1","","3123","345.4","1","990001","","990001","0","31","131230005"
"-180","0","3123","14","1.1","4","reward_loop","14","345","5","131230006"
"","","3123","","","0","","","","91","131230007"
"7.4","","3123","1.05","0","1.05","","1.05","1.05","123","131230008"
"","","3123","0","0.2","1000001","","wait","","3","131230009"
"","","3123","","","2","","1","","35","131230010"
"","","3123","","","4.9","","0","","93","131230011"
"","","3123","0.4","","30","","30","","122","131230012"
"","","3123","","","312300","","1","","32","131230013"
"","","3123","","","6","","1","","32","131230014"
"","","3123","","","0.1","","0","","93","131230015"
"","","3123","","","2","","0","","32","131230016"
"","","3123","","","3","","0","","32","131230017"
"","","3123","0","","1000001","","dotEyes_noEmotion","","3","131230018"
"","","3123","0","","vo_travel_round_event","","vo_travel_round_event_3123","0","21","131230019"
"","","3123","","","2.5","","0","","93","131230020"
"","","3123","","","7","","1","","32","131230021"
"","","3123","","","0.1","","0","","93","131230022"
"","","3123","","","6","","0","","32","131230023"
"","","3123","","","0.2","","0","","93","131230024"
"0.3","","3123","0.95","0","0.95","","0.95","0.95","123","131230025"
"","","3123","","","310000","","1","","32","131230026"
"","","3123","","","0.2","","0","","93","131230027"
"","","3123","0.6","","50","","50","","122","131230028"
"","","3123","","","1.6","","0","","93","131230029"
"","","3123","","","2","","","","113","131230030"
"1","","3124","345.4","0","312400","","312400","0","31","131240001"
"1","","3124","345.4","0","8","","8","0","31","131240002"
"","","3124","","","8","","0","","35","131240003"
"","","3124","","","8","","1","","32","131240004"
"1","","3124","345.4","1","990002","","990002","0","31","131240005"
"-240","0","3124","56","0.5","2","empty","3124","345.4","5","131240006"
"","","3124","","","0","","","","91","131240007"
"7.4","","3124","1.05","0","1.05","","1.05","1.05","123","131240008"
"","","3124","0","0.2","1000001","","wait","","3","131240009"
"","","3124","","","2","","1","","35","131240010"
"","","3124","","","5.4","","0","","93","131240011"
"","","3124","","","312400","","1","","32","131240012"
"","","3124","","","0.1","","0","","93","131240013"
"","","3124","","","2","","0","","32","131240014"
"0.4","","3124","0.95","0","0.95","","0.95","0.95","123","131240015"
"","","3124","0","0.2","1000001","","glad","","3","131240016"
"","","3124","0","0","3124","","drop","","3","131240017"
"","","3124","","","0.7","","0","","93","131240018"
"","","3124","0","0.2","1000001","","joy_short","","3","131240019"
"","","3124","","","0.7","","0","","93","131240020"
"","","3124","0","0","3124","","shock","","3","131240021"
"","","3124","","","0.8","","0","","93","131240022"
"0","","3124","0","0.2","1000001","","shock_jump_mimic","","3","131240023"
"","","3124","","","2.4","","0","","93","131240024"
"","","3124","","","2","","","","113","131240025"
"1","","3200","345.4","0","320000","","320000","0","31","132000001"
"1","","3200","345.4","0","110","","110","0","31","132000002"
"1","","3200","345.4","0","111","","111","0","31","132000003"
"1","","3200","345.4","1","990001","","990001","0","31","132000004"
"","","3200","","","0","","","","91","132000005"
"7.4","","3200","1.05","0","1.05","","1.05","1.05","123","132000006"
"","","3200","0","0.2","1000001","","wait","","3","132000007"
"","","3200","","","2","","1","","35","132000008"
"","","3200","","","5.4","","0","","93","132000009"
"","","3200","0","0.2","1000001","","glad","","3","132000010"
"","","3200","","","320000","","1","","32","132000011"
"","","3200","","","1","","0","","93","132000012"
"0.8","","3200","0.95","5","0.95","","0.95","0.95","123","132000013"
"","","3200","","","110","","1","","32","132000014"
"","","3200","","","111","","1","","32","132000015"
"","","3200","","","0.1","","0","","93","132000016"
"","","3200","","","2","","0","","32","132000017"
"","","3200","","","3","","0","","32","132000018"
"","","3200","","","1.1","","0","","93","132000019"
"1","0","3200","0","0.2","1000001","","joy_round3_in","joy_round3_loop","3","132000020"
"","","3200","","","0.5","","0","","93","132000021"
"","","3200","","","998","","1","","32","132000022"
"","","3200","","","5.2","","0","","93","132000023"
"","","3200","","","1","","","","113","132000024"
"1","","3201","345.4","0","320000","","320000","0","31","132010001"
"1","","3201","345.4","0","110","","110","0","31","132010002"
"1","","3201","345.4","0","111","","111","0","31","132010003"
"1","","3201","345.4","1","990002","","990002","0","31","132010004"
"","","3201","","","0","","","","91","132010005"
"7.4","","3201","1.05","0","1.05","","1.05","1.05","123","132010006"
"","","3201","0","0.2","1000001","","wait","","3","132010007"
"","","3201","","","2","","1","","35","132010008"
"","","3201","","","5.4","","0","","93","132010009"
"","","3201","0","0.2","1000001","","glad","","3","132010010"
"","","3201","","","320000","","1","","32","132010011"
"","","3201","","","1","","0","","93","132010012"
"0.8","","3201","0.95","5","0.95","","0.95","0.95","123","132010013"
"","","3201","","","110","","1","","32","132010014"
"","","3201","","","111","","1","","32","132010015"
"","","3201","","","0.1","","0","","93","132010016"
"","","3201","","","2","","0","","32","132010017"
"","","3201","","","3","","0","","32","132010018"
"","","3201","","","1.1","","0","","93","132010019"
"1","0","3201","0","0.2","1000001","","joy_round3_in","joy_round3_loop","3","132010020"
"","","3201","","","0.5","","0","","93","132010021"
"","","3201","","","998","","1","","32","132010022"
"","","3201","","","5.2","","0","","93","132010023"
"","","3201","","","1","","","","113","132010024"
"1","","3202","345.4","0","320000","","320000","0","31","132020001"
"1","","3202","345.4","0","320001","","320001","0","31","132020002"
"1","","3202","345.4","0","110","","110","0","31","132020003"
"1","","3202","345.4","0","111","","111","0","31","132020004"
"1","","3202","345.4","1","990003","","990003","0","31","132020005"
"","","3202","","","0","","","","91","132020006"
"7.4","","3202","1.05","0","1.05","","1.05","1.05","123","132020007"
"","","3202","0","0.2","1000001","","wait","","3","132020008"
"","","3202","","","320001","","1","","32","132020009"
"","","3202","","","0.1","","0","","93","132020010"
"","","3202","","","2","","0","","32","132020011"
"","","3202","","","5.3","","0","","93","132020012"
"","","3202","0","0.2","1000001","","glad","","3","132020013"
"","","3202","","","320000","","1","","32","132020014"
"","","3202","","","1","","0","","93","132020015"
"0.8","","3202","0.95","5","0.95","","0.95","0.95","123","132020016"
"","","3202","","","110","","1","","32","132020017"
"","","3202","","","111","","1","","32","132020018"
"","","3202","","","0.1","","0","","93","132020019"
"","","3202","","","320001","","0","","32","132020020"
"","","3202","","","3","","0","","32","132020021"
"","","3202","","","1.1","","0","","93","132020022"
"1","0","3202","0","0.2","1000001","","joy_round3_in","joy_round3_loop","3","132020023"
"","","3202","","","0.5","","0","","93","132020024"
"","","3202","","","998","","1","","32","132020025"
"","","3202","","","5.2","","0","","93","132020026"
"","","3202","","","1","","","","113","132020027"
"1","","3211","345.4","0","6","","6","0","31","132110001"
"1","","3211","345.4","0","7","","7","0","31","132110002"
"1","","3211","345.4","0","8","","8","0","31","132110003"
"1","","3211","345.4","0","111","","111","0","31","132110004"
"1","","3211","345.4","0","110","","110","0","31","132110005"
"1","","3211","345.4","0","321100","","321100","0","31","132110006"
"1","","3211","345.4","0","321101","","321101","0","31","132110007"
"1","","3211","345.4","0","321102","","321102","0","31","132110008"
"0","0","3211","55","1.3","3","appear","13","8000","5","132110009"
"-250","1","3211","56","0.89","2","03_run","100711","8000","1","132110010"
"","","3211","","","0","","","","91","132110011"
"0","0","3211","1","0","13","","1","1","6","132110012"
"0","","3211","-250","","13","","95","0","2","132110013"
"0","","3211","-250","","100711","","1100","0","2","132110014"
"7.4","","3211","1.05","0","1.05","","1.05","1.05","123","132110015"
"","","3211","0","0.2","1000001","","wait","","3","132110016"
"","","3211","","","2","","1","","35","132110017"
"","","3211","","","4.9","","0","","93","132110018"
"0.3","","3211","0.95","0","0.95","","0.95","0.95","123","132110019"
"","","3211","0","","se_travel","","se_travel_treasure_ghost_special_success","","23","132110020"
"","","3211","","","8","","1","","32","132110021"
"","","3211","","","8","","0","","35","132110022"
"","","3211","","","6","","1","","32","132110023"
"","","3211","","","0.1","","0","","93","132110024"
"","","3211","","","2","","0","","32","132110025"
"","","3211","","","3","","0","","32","132110026"
"","","3211","0","0.2","1000001","","dotEyes","","3","132110027"
"","","3211","","","0.3","","0","","93","132110028"
"","","3211","0","","13","","appear","","3","132110029"
"1","0","3211","1","0","13","","1","1","6","132110030"
"","","3211","","","0.67","","0","","93","132110031"
"","","3211","0","","1000001","","shock_jump","","3","132110032"
"0","","3211","-250","","1000001","","70","1","2","132110033"
"","","3211","","","1.1","","0","","93","132110034"
"","","3211","1","","1000001","","escape","","3","132110035"
"0","","3211","-250","","1000001","","-350","1.2","2","132110036"
"","","3211","0","","13","","march_pudding","","3","132110037"
"","","3211","","","7","","1","","32","132110038"
"","","3211","","","0.1","","0","","93","132110039"
"","","3211","","","6","","0","","32","132110040"
"","","3211","","","0.3","","0","","93","132110041"
"","","3211","","","321100","","1","","32","132110042"
"","","3211","","","0.4","","0","","93","132110043"
"0","","3211","-250","","100711","","630","1.1","2","132110044"
"","","3211","","","0.9","","0","","93","132110045"
"","","3211","1","","vo_travel_round_event","","vo_travel_round_event_3211","0","21","132110046"
"","","3211","","","0.2","","0","","93","132110047"
"","0","3211","1","","100711","","03_idle","","3","132110048"
"","","3211","","","0.3","","0","","93","132110049"
"","0.2","3211","0","0.2","100711","","03_attack","03_idle","3","132110050"
"","","3211","","","321101","","1","","32","132110051"
"","","3211","1","","1000001","","run","","3","132110052"
"","","3211","","","1000001","","0","","4","132110053"
"0","","3211","-250","","1000001","","70","2","2","132110054"
"","","3211","","","0.6","","0","","93","132110055"
"","","3211","","","321102","","1","","32","132110056"
"","","3211","","","110","","1","","32","132110057"
"","","3211","","","111","","1","","32","132110058"
"","","3211","","","0.1","","0","","93","132110059"
"","","3211","","","7","","0","","32","132110060"
"","","3211","","","1.2","","0","","93","132110061"
"","","3211","","","8","","0","","32","132110062"
"","","3211","","","0.1","","0","","93","132110063"
"","","3211","0","0.2","100711","","03_joy_short","","3","132110064"
"1","0.2","3211","0","0.2","1000001","","joy_round3_in","joy_round3_loop","3","132110065"
"","","3211","","","998","","1","","32","132110066"
"","","3211","","","0.7","","0","","93","132110067"
"","","3211","1","","13","","pudding_loop","","3","132110068"
"","","3211","","","4.5","","0","","93","132110069"
"","","3211","","","1","","","","113","132110070"
"","","3212","1","0.2","1000001","","idle","","3","132120001"
"1","","3212","0","0","301200","","13","0","31","132120002"
"1","","3212","0","0","101","","14","0","31","132120003"
"1","","3212","260","0","301204","","16","-150","31","132120004"
"1","","3212","320","0","301204","","19","-120","31","132120005"
"1","","3212","0","0","301205","","17","0","31","132120006"
"1","","3212","345.4","0","6","","18","0","31","132120007"
"1","","3212","345.4","0","301201","","20","0","31","132120008"
"1","","3212","345.4","0","301202","","21","0","31","132120009"
"1","","3212","345.4","0","111","","111","0","31","132120010"
"","","3212","","","111","","0","","35","132120011"
"1","","3212","345.4","0","110","","110","0","31","132120012"
"-234","0","3212","55","1","1","round_monster_walk","3","9340","5","132120013"
"","","3212","","","0","","","","91","132120014"
"0","0","3212","1","0","3","","1","1","6","132120015"
"0","0","3212","-234","0","3","","345","0","2","132120016"
"7.4","0","3212","1.05","0","1.05","","1.05","1.05","123","132120017"
"","","3212","0","0.2","1000001","","wait","","3","132120018"
"","","3212","","","2","","1","","35","132120019"
"1","","3212","0","0","301203","","15","0","31","132120020"
"-250","0","3212","57","0.89","2","<weapon>_run","1000003","9340","1","132120021"
"-290","0","3212","58","0.89","2","<weapon>_run","1000004","9340","1","132120022"
"","","3212","","","4.3","","0","","93","132120023"
"0.4","","3212","0.95","0","0.95","","0.95","0.95","123","132120024"
"","","3212","","","21","","1","","32","132120025"
"","","3212","","","21","","0","","35","132120026"
"","","3212","","","se_travel","","se_travel_treasure_success_monster_helper_2","","23","132120027"
"","","3212","","","18","","1","","32","132120028"
"","","3212","","","0.1","","0","","93","132120029"
"","","3212","","","2","","0","","32","132120030"
"1","0","3212","1","0.3","3","","1","1","6","132120031"
"","","3212","","","13","","1","","32","132120032"
"","","3212","0","","3","","round_monster_appear","","3","132120033"
"","","3212","0","","1000001","","back","","3","132120034"
"","","3212","","","0.67","","0","","93","132120035"
"","","3212","0","0.1","3","","round_monster_walk","","3","132120036"
"0","","3212","-234","","3","","220","1.4","2","132120037"
"","","3212","","","20","","1","","32","132120038"
"","","3212","","","0.1","","0","","93","132120039"
"","","3212","","","18","","0","","32","132120040"
"","","3212","","","0.5","","0","","93","132120041"
"","","3212","","","1000003","","1","","4","132120042"
"0","","3212","-240","","1000003","","1545","0","2","132120043"
"","","3212","","","1000004","","1","","4","132120044"
"0","","3212","-280","","1000004","","1635","0","2","132120045"
"","","3212","","","0.5","","0","","93","132120046"
"","","3212","0","0.3","3","","round_monster_attack","","3","132120047"
"","","3212","","","0.5","","0","","93","132120048"
"","","3212","","","17","","1","","32","132120049"
"","","3212","0","0.1","1000001","","back_loop","","3","132120050"
"","","3212","","","0.5","","0","","93","132120051"
"0","","3212","-240","","1000003","","920","0","2","132120052"
"0","","3212","-240","","1000003","","620","0.16","2","132120053"
"","","3212","0","0.2","1000003","","<weapon>_run","","3","132120054"
"","","3212","","","0.16","","0","","93","132120055"
"","","3212","0","0.2","1000003","","<weapon>_attack_skipQuest","","3","132120056"
"","","3212","","","0.1","","0","","93","132120057"
"0","","3212","-234","","3","","280","0","2","132120058"
"","","3212","","","3","","1","","4","132120059"
"","","3212","0","0","3","","round_monster_die","","3","132120060"
"","","3212","","","16","","1","","32","132120061"
"","","3212","","","0.15","","0","","93","132120062"
"0","","3212","-280","","1000004","","910","0","2","132120063"
"0","","3212","-280","","1000004","","710","0.16","2","132120064"
"","","3212","0","0.2","1000004","","<weapon>_run","","3","132120065"
"","","3212","","","0.16","","0","","93","132120066"
"","","3212","0","0.2","1000004","","<weapon>_attack_skipQuest","","3","132120067"
"","","3212","","","0.1","","0","","93","132120068"
"","","3212","","","0.1","","0","","93","132120069"
"","","3212","0","0","3","","round_monster_die","","3","132120070"
"","","3212","","","19","","1","","32","132120071"
"","","3212","","","0.4","","0","","93","132120072"
"0","","3212","-240","","1000001","","20","0","2","132120073"
"","","3212","0","0","1000001","","back_origin","","3","132120074"
"","","3212","0","0.2","1000001","","surprise","","3","132120075"
"","","3212","1","0.2","1000003","","<weapon>_idle","","3","132120076"
"","","3212","","","0.2","","0","","93","132120077"
"","","3212","","","110","","1","","32","132120078"
"","","3212","","","111","","1","","32","132120079"
"","","3212","","","0.2","","0","","93","132120080"
"","","3212","1","0.2","1000004","","<weapon>_idle","","3","132120081"
"","","3212","","","0.46","","0","","93","132120082"
"0","","3212","1","0.6","3","","1","1","6","132120083"
"","","3212","","","18","","1","","32","132120084"
"","","3212","","","0.02","","0","","93","132120085"
"","","3212","","","20","","0","","32","132120086"
"","","3212","","","21","","0","","32","132120087"
"1","","3212","0","0.2","1000001","","joy_round3_in","joy_round3_loop","3","132120088"
"","","3212","","","0.1","","0","","93","132120089"
"","","3212","0","0","1000003","","<weapon>_joy_short","","3","132120090"
"","","3212","","","0.1","","0","","93","132120091"
"","","3212","0","0","1000004","","<weapon>_joy_short","","3","132120092"
"","","3212","","","0.9","","0","","93","132120093"
"","","3212","","","998","","1","","32","132120094"
"","","3212","","","3.8","","0","","93","132120095"
"","","3212","","","1","","0","","113","132120096"
"1","","3213","345.4","0","321300","","321300","0","31","132130001"
"1","","3213","345.4","0","111","","111","0","31","132130002"
"","","3213","","","111","","0","","35","132130003"
"1","","3213","345.4","0","110","","110","0","31","132130004"
"","","3213","","","0","","","","91","132130005"
"","","3213","0","0.2","1000001","","wait_gradeUp","","3","132130006"
"","","3213","","","321300","","1","","32","132130007"
"","","3213","","","0.1","","0","","93","132130008"
"","","3213","","","2","","0","","32","132130009"
"","","3213","","","0.8","","0","","93","132130010"
"0","","3213","1.05","0","1.05","","1.05","1.05","123","132130011"
"","","3213","0.5","","5","","5","","122","132130012"
"","","3213","","","1.1","","0","","93","132130013"
"0","","3213","1.05","0","1.05","","1.05","1.05","123","132130014"
"","","3213","0.5","","10","","10","","122","132130015"
"","","3213","","","0.8","","0","","93","132130016"
"","","3213","0","0.2","1000001","","glad_dot_light","","3","132130017"
"","","3213","","","0.1","","0","","93","132130018"
"0.4","","3213","0.907","5","0.907","","0.907","0.907","123","132130019"
"","","3213","","","1.5","","0","","93","132130020"
"","","3213","0.7","","20","","20","","122","132130021"
"","","3213","","","1.4","","0","","93","132130022"
"","","3213","","","110","","1","","32","132130023"
"","","3213","","","111","","1","","32","132130024"
"","","3213","","","1.2","","0","","93","132130025"
"1","0","3213","0","0.2","1000001","","joy_round3_in","joy_round3_loop","3","132130026"
"","","3213","","","0.3","","0","","93","132130027"
"","","3213","","","998","","1","","32","132130028"
"","","3213","","","3.8","","0","","93","132130029"
"","","3213","","","1","","","","113","132130030"
"1","","3214","345.4","0","321400","","321400","0","31","132140001"
"-240","1","3214","57","0.89","2","05_idle","103111","1088","1","132140002"
"1","","3214","345.4","0","110","","110","0","31","132140003"
"1","","3214","345.4","0","111","","111","0","31","132140004"
"","","3214","","","0","","","","91","132140005"
"7.4","","3214","1.05","0","1.05","","1.05","1.05","123","132140006"
"","","3214","0","0.2","1000001","","wait","","3","132140007"
"","","3214","","","321400","","1","","32","132140008"
"","","3214","","","0.1","","0","","93","132140009"
"","","3214","","","2","","0","","32","132140010"
"","","3214","","","3.4","","0","","93","132140011"
"3.2","","3214","0.95","5","0.95","","0.95","0.95","123","132140012"
"","","3214","0","0.2","1000001","","shock_jump_aura","","3","132140013"
"","","3214","","","0.1","","0","","93","132140014"
"2","","3214","-240","","1000001","","70","0.6","2","132140015"
"","","3214","","","0.5","","0","","93","132140016"
"","","3214","1","0","103111","","05_run_gamestart","","3","132140017"
"0","","3214","-240","","103111","","586","0.5","2","132140018"
"","","3214","","","0.5","","0","","93","132140019"
"","","3214","1","0.2","103111","","05_idle","","3","132140020"
"","","3214","","","0.5","","0","","93","132140021"
"1","0","3214","0","0.2","103111","","shinobu_exorcise","05_idle","3","132140022"
"","","3214","0","","vo_travel_round_event","","vo_travel_round_event_3214","0","21","132140023"
"","","3214","","","1","","0","","93","132140024"
"","","3214","","","110","","1","","32","132140025"
"","","3214","","","111","","1","","32","132140026"
"","","3214","","","0.1","","0","","93","132140027"
"","","3214","","","3","","0","","32","132140028"
"","","3214","","","1.1","","0","","93","132140029"
"1","0","3214","0","0.2","1000001","","joy_round3_in","joy_round3_loop","3","132140030"
"","","3214","0","0.2","103111","","05_joy_short","","3","132140031"
"","","3214","","","0.5","","0","","93","132140032"
"","","3214","","","998","","1","","32","132140033"
"","","3214","","","3.8","","0","","93","132140034"
"","","3214","","","1","","","","113","132140035"
"1","","3215","345.4","1","321500","","321500","0","31","132150001"
"1","","3215","345.4","1","321501","","321501","0","31","132150002"
"1","","3215","345.4","0","120","","120","0","31","132150003"
"1","","3215","345.4","0","121","","121","0","31","132150004"
"1","","3215","345.4","1","990001","","990001","0","31","132150005"
"","","3215","","","0","","","","91","132150006"
"7.4","","3215","1.05","0","1.05","","1.05","1.05","123","132150007"
"","","3215","0","0.2","1000001","","wait_wakuwaku","","3","132150008"
"","","3215","","","2","","1","","35","132150009"
"","","3215","","","5.2","","0","","93","132150010"
"0.8","","3215","0.95","5","0.95","","0.95","0.95","123","132150011"
"","","3215","","","120","","1","","32","132150012"
"","","3215","","","121","","1","","32","132150013"
"","","3215","","","0.1","","0","","93","132150014"
"","","3215","","","321501","","0","","32","132150015"
"","","3215","","","2","","0","","32","132150016"
"","","3215","","","3","","0","","32","132150017"
"","","3215","","","998","","1","","32","132150018"
"","","3215","","","0.4","","0","","93","132150019"
"","","3215","1","0.2","1000001","","dance","","3","132150020"
"","","3215","","","4.8","","0","","93","132150021"
"","","3215","","","1","","","","113","132150022"
"1","","3216","345.4","0","6","","6","0","31","132160001"
"1","","3216","345.4","0","8","","8","0","31","132160002"
"1","","3216","345.4","0","110","","110","0","31","132160003"
"1","","3216","345.4","0","111","","111","0","31","132160004"
"1","","3216","345.4","0","301600","","301600","-80","31","132160005"
"1","","3216","345.4","1","990002","","990002","0","31","132160006"
"","","3216","","","0","","","","91","132160007"
"7.4","","3216","1.05","0","1.05","","1.05","1.05","123","132160008"
"","","3216","0","0.2","1000001","","wait","","3","132160009"
"","","3216","","","2","","1","","35","132160010"
"","","3216","","","5.4","","0","","93","132160011"
"0.4","","3216","0.95","0","0.95","","0.95","0.95","123","132160012"
"","","3216","","","8","","1","","32","132160013"
"","","3216","","","8","","0","","35","132160014"
"","","3216","","","301600","","1","","32","132160015"
"","","3216","","","6","","1","","32","132160016"
"","","3216","","","111","","1","","32","132160017"
"","","3216","","","111","","0","","35","132160018"
"","","3216","","","0.1","","0","","93","132160019"
"","","3216","","","2","","0","","32","132160020"
"","","3216","","","3","","0","","32","132160021"
"","","3216","0","0.1","1000001","","glad","","3","132160022"
"","","3216","","","0.1","","0","","93","132160023"
"","","3216","","","8","","1","","35","132160024"
"","","3216","","","110","","1","","32","132160025"
"","","3216","0","","se_travel","","se_travel_treasure_special_success_butterfly","","23","132160026"
"","","3216","","","1.5","","0","","93","132160027"
"","","3216","","","998","","1","","32","132160028"
"1","","3216","0","0.2","1000001","","joy_round3_in","joy_round3_loop","3","132160029"
"","","3216","","","5.2","","0","","93","132160030"
"","","3216","","","1","","","","113","132160031"
"1","","3217","345.4","0","310000","","310000","0","31","132170001"
"1","","3217","0","0","310001","","310001","0","31","132170002"
"1","","3217","345.4","0","301700","","301700","0","31","132170003"
"1","","3217","740","0","301701","","301701","-115","31","132170004"
"1","","3217","345.4","0","301702","","301702","0","31","132170005"
"1","","3217","345.4","0","120","","120","0","31","132170006"
"1","","3217","345.4","0","321700","","321700","0","31","132170007"
"-235","0","3217","100","0.44","5","empty","15","610","5","132170008"
"-235","0","3217","55","0.44","5","empty","16","610","5","132170009"
"","","3217","","","0","","","","91","132170010"
"7.4","","3217","1.05","0","1.05","","1.05","1.05","123","132170011"
"","","3217","0","0.2","1000001","","wait","","3","132170012"
"","","3217","","","2","","1","","35","132170013"
"","","3217","","","5.4","","0","","93","132170014"
"0.3","","3217","0.95","0","0.95","","0.95","0.95","123","132170015"
"","","3217","","","310000","","1","","32","132170016"
"","","3217","","","310001","","1","","32","132170017"
"","","3217","","","0.2","","0","","93","132170018"
"","","3217","0.6","","50","","50","","122","132170019"
"","","3217","0","0.2","1000001","","shock","","3","132170020"
"","","3217","","","1.6","","0","","93","132170021"
"","","3217","","","301700","","1","","32","132170022"
"","","3217","","","1.2","","0","","93","132170023"
"","","3217","0","","se_travel","","se_travel_treasure_croce_ui","","23","132170024"
"","","3217","0","","15","","punch","","3","132170025"
"","","3217","0","","16","","punch_B","","3","132170026"
"","","3217","","","0.2","","0","","93","132170027"
"0.1","","3217","1.05","11","1.05","","1.05","1.05","123","132170028"
"","","3217","","","0.1","","0","","93","132170029"
"0.3","","3217","0.95","0","0.95","","0.95","0.95","123","132170030"
"","","3217","","","1","","0","","93","132170031"
"","","3217","0","","se_travel","","se_travel_treasure_croce_door","","23","132170032"
"","","3217","","","0.4","","0","","93","132170033"
"","","3217","","","301701","","1","","32","132170034"
"","","3217","","","0.9","","0","","93","132170035"
