8f8a9d1b88b102d1e9db035fe46824ac4e533a95b98953178cf6c07dfce03524,3632b5e7ce6df99ec5f81c29de928ea907b27cf8f765a04c7428f6fc232cd007,c54782082d8e740b977160809a06ae274648b4841ae5e12cacc07c71acef8e44,b14b055c24313b06f8beccec95917c743ec583a16d835589698c774dc63ff0f2,24afe3c097dafe1d2fb9424bed3fb2b3ae9a254ed1618999d7509286d8583c50,e488e8f4619cdf4a14d34c1096273278a57f9353f195ba5aecda2f7d771c5357,ee2eefe9bedac53fa2899d4eed9ecdf510c383f0839f94c3c5cc6ea20bfbf501,493168e08fd42c9f3b6a6ebd6018f74bbdab797ca54d60fd41cbf54e68847fd0,c94c7c5ad539e68023638eab543b4e4d4371e4f5f921bc3872f4c058b6db9a3e,854bdc3dee7c7f93bae385ed1f756d8bfd96b0dc668323c4120dd0f538bcf9f5,5e65895774c63f1d23df0dccf1960d52d6a440fc4d8126a6a46d2583f7ea4eb8,0d36f656c0bc951ad05a000edffd41833100eefdcc04440ba26e8b319a398694,10366b9bf7182cbf7cf99b14cdc173882bc956721139e59fedb2bb9d402bf25d,d35bc7a5905619c3029cf6faa2bb5fa461d7918584c0a0c0e70b70667c4b3517,18a3e0323a31b073487f55bc2eb076ccb7f102bc90d7612d942bbdd12ed05393,f99e19aebce153395b4675046cc630116c49171196c7c3c84f46696fcd7ac21c,a74d31a23ea046797eb39058a9b3137691d66744167a5b99dfa7a9c4c0647066,1595ac1a4ddc5ea0981854d61e3c6c30a8208da137f30dca4c74d687e017a57b,b896c2f3d96610f308566d13df2b2b93a669eef3919b051519ec383de88a38dd,4831ee0a1346ce592971b008c595cbeca8110a1d036b99734e8c83e0a1098712,fc2145c8915ed523451b6808d69e233e24560a0e7045aa1eefe268fe8957c693,289b8ec93e1069d1c72496d5d5f620dc6ddaf9ca459072956ad5ab81519baf92
"0.9","101021","0","1","10380104","1","101021","4","bgm_M64","4","-70","200","1.3","1038","200","0","-30","-30","1","1","190","0"
"1.4","101031","0","1","10380105","1","101031","5","bgm_M55","5","0","200","1.8","1038","220","0","-30","0","1.6","1","440","0"
"0.6","101041","10","1","10390101","1","101041","1","bgm_M64","1","-125","250","0.8","1039","210","-30","-30","0","0.7","1","-470","0"
"0.65","101041","10","1","10390102","1","101041","2","bgm_M64","2","-95","200","1","1039","200","0","-30","0","0.7","1","-210","0"
"0.9","101041","0","1","10390103","1","101041","3","bgm_M64","3","-120","100","1.3","1039","200","-10","-30","0","1","1","50","-15"
"0.9","101041","0","1","10390104","1","101041","4","bgm_M64","4","35","100","1.35","1039","200","0","-30","0","1.3","1","195","0"
"1.1","101042","0","1","10390105","1","101042","5","bgm_M55","5","-55","150","1.8","1039","210","0","-30","-50","1.35","1.3","450","0"
"0.6","101161","10","1","10400101","1","101161","1","bgm_M64","1","-120","250","0.8","1040","210","0","-30","0","0.85","1","-480","0"
"0.75","101161","0","1","10400102","1","101161","2","bgm_M64","2","-100","100","1.2","1040","240","0","-30","0","1.1","1","-260","0"
"0.65","101161","5","1","10400103","1","101161","3","bgm_M64","3","65","100","1.1","1040","200","-10","-30","0","1","1","-10","-5"
"0.9","101161","0","1","10400104","1","101161","4","bgm_M64","4","-110","150","1","1040","200","0","-30","43","1","1","190","0"
"0.9","101162","-10","1","10400105","1","101162","5","bgm_M55","5","-70","270","1.15","1040","280","-45","-30","-50","1","1.3","485","-40"
"0.6","101171","10","1","10410101","1","101171","1","bgm_M64","1","-120","120","0.8","1041","210","0","-30","0","0.85","1","-480","0"
"0.75","101171","10","1","10410102","1","101171","2","bgm_M64","2","-120","120","1.2","1041","200","0","-30","0","1","1","-260","0"
"0.6","101171","0","1.4","10410103","1","101171","3","bgm_M64","3","0","150","0.9","1041","200","-60","-30","-50","0.55","1","-10","-13"
"0.9","101171","0","1","10410104","1","101171","4","bgm_M64","4","-110","100","1.2","1041","200","0","-30","0","1","1","190","0"
"1","101172","10","1","10410105","1","101172","5","bgm_M55","5","-30","200","1.45","1041","250","0","-30","-50","1","1","475","-20"
"0.6","101191","10","1","10420101","1","101191","1","bgm_M64","1","-120","100","0.8","1042","210","-30","-30","0","0.7","1","-480","0"
"0.8","101191","10","1","10420102","1","101191","2","bgm_M64","2","-100","100","1.2","1042","200","0","-30","0","1","1","-260","0"
"0.9","101191","0","1","10420103","1","101451","3","bgm_M64","3","65","100","1.4","1042","200","-10","-30","-30","1","1","-10","-15"
"0.65","101191","0","1","10420104","1","101191","4","bgm_M64","4","-110","100","1.1","1042","200","0","-30","0","1","1","190","0"
"1.1","101192","-10","1.2","10420105","1","101192","5","bgm_M55","5","-70","200","1.3","1042","280","-45","-30","-50","1","1","485","0"
"0.6","101201","10","1","10430101","1","101201","1","bgm_M64","1","-120","100","0.8","1043","210","0","-30","0","0.85","1","-480","0"
"0.75","101201","10","1","10430102","1","101201","2","bgm_M64","2","-120","100","1.2","1043","240","0","-30","0","1.1","1","-260","0"
"0.8","101201","0","1","10430103","1","101201","3","bgm_M64","3","65","100","1.1","1043","200","-10","-30","0","1","1","-10","-15"
"0.7","101201","0","1","10430104","1","101201","4","bgm_M64","4","-110","100","1","1043","200","0","-30","43","1","1","190","0"
"1","101202","10","1","10430105","1","101202","5","bgm_M55","5","-30","100","1.45","1043","250","-45","-30","-50","1","1","475","-20"
"0.6","101291","10","1","10440101","1","101291","1","bgm_M64","1","-120","100","0.8","1044","210","0","-30","0","0.85","1","-480","0"
"0.75","101291","10","1","10440102","1","101291","2","bgm_M64","2","-120","100","1.2","1044","240","0","-30","0","1.1","1","-260","0"
"1.55","101291","0","1","10440103","1","101291","3","bgm_M64","3","65","100","2.3","1044","200","-10","-30","0","2.2","1","-40","-15"
"1.1","101291","0","1","10440104","1","101291","4","bgm_M64","4","-110","100","1.2","1044","200","0","-30","0","1","1","150","0"
"1.1","101292","30","1","10440105","1","101292","5","bgm_M55","5","-15","100","1.45","1044","230","30","-30","15","1","1","490","-20"
"0.58","101301","10","1","10450101","1","101301","1","bgm_M64","1","-120","100","0.8","1045","210","-30","-30","0","0.7","1","-480","0"
"0.9","101301","10","1","10450102","1","101301","2","bgm_M64","2","-120","100","1.2","1045","200","0","-30","0","1","1","-260","0"
"0.93","101301","-10","1","10450103","1","101301","3","bgm_M64","3","100","200","1.4","1045","200","-10","-30","-30","1","1","-50","0"
"0.9","101301","0","1","10450104","1","101301","4","bgm_M64","4","-100","100","1.3","1045","200","0","-30","15","1","1","100","0"
"1","101302","10","1","10450105","1","101302","5","bgm_M55","5","-55","100","1.2","1045","270","-30","-30","-15","1.1","1","470","-20"
"0.575","101441","10","1","10460101","1","101161","1","bgm_M64","1","-130","100","0.8","1046","210","0","-30","0","0.85","1","-450","0"
"0.75","101441","10","1","10460102","1","101161","2","bgm_M64","2","-120","200","1","1046","200","0","-30","0","0.7","1","-250","0"
"0.8","101441","0","1","10460103","1","101161","3","bgm_M64","3","50","100","1.2","1046","200","-10","-30","0","1.1","1","-10","-15"
"0.8","101441","0","1","10460104","1","101161","4","bgm_M64","4","-100","150","1","1046","200","0","-30","43","1","1","210","0"
"0.95","101442","10","1","10460105","1","101162","5","bgm_M55","5","-70","100","1.2","1046","230","-30","-30","-35","1.1","1","470","-20"
"0.58","101451","10","1","10470101","1","101451","1","bgm_M64","1","-130","100","0.8","1047","210","-30","-30","0","0.7","1","-450","0"
"0.9","101451","10","1","10470102","1","101451","2","bgm_M64","2","-120","100","1.2","1047","200","0","-30","0","1","1","-250","0"
"0.9","101451","0","1","10470103","1","101451","3","bgm_M64","3","50","100","1.4","1047","200","-10","-30","-30","1","1","-20","-15"
"0.8","101451","0","1","10470104","1","101451","4","bgm_M64","4","-100","100","1","1047","200","0","-30","0","0.85","1","200","0"
"1.25","101452","0","1.2","10470105","1","101452","5","bgm_M55","5","-70","100","1.55","1047","290","-50","-30","-35","1.4","1","510","0"
"0.58","101561","10","1","10480101","1","101451","1","bgm_M64","1","-130","100","0.8","1048","210","-30","-30","0","0.7","1","-450","0"
"0.75","101561","0","1","10480102","1","101451","2","bgm_M64","2","-120","100","1.2","1048","240","0","-30","0","1.1","1","-240","0"
"0.6","101561","0","1.4","10480103","1","101451","3","bgm_M64","3","0","150","0.9","1048","200","-60","-30","-50","0.55","1","-10","-13"
"0.7","101561","0","1","10480104","1","101451","4","bgm_M64","4","-100","100","1.1","1048","200","0","-30","20","1","1","195","0"
"1.25","101562","0","1.4","10480105","1","101452","5","bgm_M55","5","-70","400","1.55","1048","290","-50","-30","-60","1.35","1","460","0"
"0.58","101001","10","1","10490101","1","101001","1","bgm_M64","1","-120","100","0.8","1049","210","-30","-30","0","0.7","1","-480","0"
"0.75","101001","10","1","10490102","1","101001","2","bgm_M64","2","-120","100","1.2","1049","200","0","-30","0","1.1","1","-270","0"
"0.9","101001","0","1","10490103","1","101001","3","bgm_M64","3","65","200","1.4","1049","200","-10","-30","-30","1","1","-25","-15"
"0.9","101001","0","1","10490104","1","101001","4","bgm_M64","4","-120","150","1.1","1049","200","0","-30","-30","1","1","200","0"
"1.2","101011","0","1.2","10490105","1","101011","5","bgm_M55","5","-40","200","1.3","1049","250","0","-30","0","1","1","480","0"
"0.575","101021","10","1","10500101","1","101021","1","bgm_M64","1","-110","170","1","1050","210","-30","-30","-25","0.9","1","-450","0"
"0.75","101021","0","1","10500102","1","101021","2","bgm_M64","2","-120","100","1.2","1050","240","0","-30","0","1.1","1","-240","0"
"0.6","101021","5","1","10500103","1","101021","3","bgm_M64","3","65","100","0.9","1050","200","-10","-30","0","0.8","1","-10","-5"
"0.65","101021","0","1","10500104","1","101021","4","bgm_M64","4","-110","100","1.1","1050","200","0","-30","0","1","1","190","0"
"1.4","101031","0","1","10500105","1","101031","5","bgm_M55","5","0","200","1.8","1050","220","0","-30","0","1.6","1","440","0"
"0.58","101041","10","1","10510101","1","101041","1","bgm_M64","1","-130","100","0.8","1051","210","-30","-30","0","0.7","1","-450","0"
"0.65","101041","10","1","10510102","1","101041","2","bgm_M64","2","-120","200","1","1051","200","0","-30","0","0.7","1","-250","0"
"0.75","101041","10","1","10510103","1","101041","3","bgm_M64","3","70","100","1.3","1051","200","-10","-30","-10","1","1","-35","-15"
"1","101041","0","1","10510104","1","101041","4","bgm_M64","4","-110","100","1.4","1051","200","0","-30","0","1","1","150","0"
"1.1","101042","0","1","10510105","1","101042","5","bgm_M55","5","-55","150","1.8","1051","210","0","-30","-50","1.35","1.3","450","0"
"0.6","101161","10","1","10520101","1","101161","1","bgm_M64","1","-120","250","0.8","1052","210","-30","-30","0","0.7","1","-480","0"
"0.75","101161","0","1","10520102","1","101161","2","bgm_M64","2","-100","100","1.2","1052","240","0","-30","0","1.1","1","-260","0"
"0.65","101161","5","1","10520103","1","101161","3","bgm_M64","3","65","100","1.1","1052","200","-10","-30","0","1","1","-10","-5"
"0.8","101161","0","1","10520104","1","101161","4","bgm_M64","4","-50","100","1.3","1052","200","0","-30","-30","1","1","240","0"
"0.9","101162","-10","1","10520105","1","101162","5","bgm_M55","5","-70","270","1.15","1052","280","-45","-30","-50","1","1.3","485","-40"
"0.5","101171","10","1","10530101","1","101171","1","bgm_M64","1","-120","120","0.8","1053","210","0","-30","0","0.85","1","-480","0"
"0.75","101171","10","1","10530102","1","101171","2","bgm_M64","2","-120","100","1.2","1053","200","0","-30","0","1.1","1","-270","0"
"1.55","101171","0","1","10530103","1","101171","3","bgm_M64","3","65","100","2.3","1053","200","-10","-30","0","2.2","1","-25","-15"
"0.9","101171","0","1","10530104","1","101171","4","bgm_M64","4","-100","100","1.5","1053","200","0","-30","-30","1","1","200","0"
"1","101172","10","1","10530105","1","101172","5","bgm_M55","5","-30","200","1.45","1053","250","0","-30","-50","1","1","475","-20"
"0.575","101191","10","1","10540101","1","101191","1","bgm_M64","1","-110","170","1","1054","210","-30","-30","-25","0.9","1","-450","0"
"0.65","101191","10","1","10540102","1","101191","2","bgm_M64","2","-120","200","1","1054","200","0","-30","0","0.7","1","-250","0"
"0.8","101191","0","1","10540103","1","101191","3","bgm_M64","3","50","100","1.2","1054","200","-10","-30","0","1.1","1","-10","-15"
"1","101191","0","1","10540104","1","101191","4","bgm_M64","4","-90","200","1.5","1054","200","0","-30","0","1","1","190","0"
"1.1","101192","-10","1.2","10540105","1","101192","5","bgm_M55","5","-70","200","1.3","1054","280","-45","-30","-50","1","1","485","0"
"0.5","101201","10","1","10550101","1","101201","1","bgm_M64","1","-120","120","0.8","1055","210","0","-30","0","0.85","1","-480","0"
"0.7","101201","0","1","10550102","1","101201","2","bgm_M64","2","-120","250","1","1055","240","-30","-30","-30","1","1","-250","0"
"0.8","101201","0","1","10550103","1","101201","3","bgm_M64","3","65","100","1.1","1055","200","-10","-30","0","1","1","-10","-15"
"0.7","101201","0","1","10550104","1","101201","4","bgm_M64","4","-110","100","1","1055","200","0","-30","43","1","1","190","0"
"1","101202","10","1","10550105","1","101202","5","bgm_M55","5","-30","100","1.45","1055","250","-45","-30","-50","1","1","475","-20"
"0.6","101291","10","1","10560101","1","101291","1","bgm_M64","1","-120","250","0.8","1056","210","-30","-30","0","0.7","1","-480","0"
"0.75","101291","0","1","10560102","1","101291","2","bgm_M64","2","-100","100","1.2","1056","240","0","-30","0","1.1","1","-260","0"
"0.9","101291","0","1","10560103","1","101291","3","bgm_M64","3","50","100","1.4","1056","200","-10","-30","-30","1","1","-35","-15"
"0.9","101291","0","1","10560104","1","101291","4","bgm_M64","4","-120","150","1.1","1056","200","0","-30","-30","1","1","190","0"
"1.1","101292","30","1","10560105","1","101292","5","bgm_M55","5","-15","100","1.45","1056","230","30","-30","15","1","1","490","-20"
"0.575","101301","10","1","10570101","1","101301","1","bgm_M64","1","-110","170","1","1057","210","-30","-30","-25","0.9","1","-450","0"
"0.75","101301","10","1","10570102","1","101301","2","bgm_M64","2","-120","100","1.2","1057","200","0","-30","0","1.1","1","-270","0"
"0.93","101301","-10","1","10570103","1","101301","3","bgm_M64","3","100","200","1.4","1057","200","-10","-30","-30","1","1","-50","0"
"0.9","101301","0","1","10570104","1","101301","4","bgm_M64","4","-110","100","1.2","1057","200","0","-30","0","1","1","190","0"
"1","101302","10","1","10570105","1","101302","5","bgm_M55","5","-55","100","1.2","1057","270","-30","-30","-15","1.1","1","470","-20"
"0.6","101441","10","1","10580101","1","101441","1","bgm_M64","1","-120","250","0.8","1058","210","-30","-30","0","0.7","1","-480","0"
"0.7","101441","0","1","10580102","1","101441","2","bgm_M64","2","-120","250","1","1058","240","-30","-30","-30","1","1","-250","0"
"0.75","101441","10","1","10580103","1","101441","3","bgm_M64","3","70","100","1.3","1058","200","-10","-30","-10","1","1","-5","-15"
"0.8","101441","10","1","10580104","1","101441","4","bgm_M64","4","-100","100","1.1","1058","200","0","-30","20","1","1","210","0"
"0.95","101442","10","1","10580105","1","101442","5","bgm_M55","5","-70","100","1.2","1058","230","-30","-30","-35","1.1","1","470","-20"
"0.575","101451","10","1","10590101","1","101451","1","bgm_M64","1","-110","170","1","1059","210","-30","-30","-25","0.9","1","-450","0"
"0.65","101451","10","1","10590102","1","101451","2","bgm_M64","2","-120","200","1","1059","200","0","-30","0","0.7","1","-250","0"
"0.6","101451","0","1.4","10590103","1","101451","3","bgm_M64","3","0","150","0.9","1059","200","-60","-30","-50","0.55","1","-10","-13"
"0.7","101451","0","1","10590104","1","101451","4","bgm_M64","4","-120","100","1","1059","200","0","-30","0","0.7","1","200","0"
"1.25","101452","0","1.2","10590105","1","101452","5","bgm_M55","5","-70","100","1.55","1059","290","-50","-30","-35","1.4","1","510","0"
"0.5","101561","10","1","10600101","1","101561","1","bgm_M64","1","-120","120","0.8","1060","210","0","-30","0","0.85","1","-480","0"
"0.75","101561","10","1","10600102","1","101561","2","bgm_M64","2","-120","100","1.2","1060","200","0","-30","0","1.1","1","-270","0"
"0.9","101561","0","1","10600103","1","101561","3","bgm_M64","3","65","200","1.4","1060","200","-10","-30","-30","1","1","-25","-15"
"0.65","101561","0","1","10600104","1","101561","4","bgm_M64","4","-110","100","1.1","1060","200","0","-30","0","1","1","190","0"
"1.25","101562","0","1.4","10600105","1","101562","5","bgm_M55","5","-70","400","1.55","1060","290","-50","-30","-60","1.35","1","460","0"
"0.6","101001","10","1","10610101","1","101001","1","bgm_M64","1","-120","250","0.8","1061","210","-30","-30","0","0.7","1","-480","0"
"0.75","101001","0","1","10610102","1","101001","2","bgm_M64","2","-100","100","1.2","1061","240","0","-30","0","1.1","1","-260","0"
"1","101001","0","1","10610103","1","101001","3","bgm_M64","3","65","100","1.4","1061","200","-10","-30","-30","1","1","-10","-15"
"1","101001","0","1","10610104","1","101001","4","bgm_M64","4","-110","100","1.4","1061","200","0","-30","0","1","1","200","0"
"1.2","101011","0","1.2","10610105","1","101011","5","bgm_M55","5","-40","200","1.3","1061","250","0","-30","0","1","1","480","0"
"0.5","101021","10","1","10630101","1","101021","1","bgm_M64","1","-120","120","0.8","1063","210","0","-30","0","0.85","1","-480","0"
"0.7","101021","0","1","10630102","1","101021","2","bgm_M64","2","-120","250","1","1063","240","-30","-30","-30","1","1","-250","0"
"0.9","101021","0","1","10630103","1","101021","3","bgm_M64","3","70","100","1.3","1063","200","0","-30","0","1","1","-10","0"
"0.8","101021","0","1","10630104","1","101021","4","bgm_M64","4","-70","100","1.2","1063","200","0","-30","-30","1","1","240","0"
"1.4","101031","0","1","10630105","1","101031","5","bgm_M55","5","0","200","1.8","1063","220","0","-30","0","1.6","1","470","0"
"0.575","101041","10","1","10640101","1","101041","1","bgm_M64","1","-110","170","1","1064","210","-30","-30","-25","0.9","1","-450","0"
"0.65","101041","10","1","10640102","1","101041","2","bgm_M64","2","-120","200","1","1064","200","0","-30","0","0.7","1","-250","0"
"0.8","101041","0","1","10640103","1","101041","3","bgm_M64","3","65","100","1.1","1064","200","-10","-30","0","1","1","-10","-15"
"0.9","101041","0","1","10640104","1","101041","4","bgm_M64","4","-100","100","1.5","1064","200","0","-30","-30","1","1","200","0"
"1.1","101042","0","1","10640105","1","101042","5","bgm_M55","5","-55","150","1.8","1064","210","0","-30","-50","1.35","1.3","450","0"
"0.6","101161","10","1","10650101","1","101161","1","bgm_M64","1","-120","250","0.8","1065","210","-30","-30","0","0.7","1","-480","0"
"0.75","101161","0","1","10650102","1","101161","2","bgm_M64","2","-100","100","1.2","1065","240","0","-30","0","1.1","1","-260","0"
"0.65","101161","5","1","10650103","1","101161","3","bgm_M64","3","65","100","1.1","1065","200","-10","-30","0","1","1","-10","-5"
"0.8","101161","0","1","10650104","1","101161","4","bgm_M64","4","-100","100","1","1065","200","0","-30","0","0.85","1","200","0"
"0.9","101162","-10","1","10650105","1","101162","5","bgm_M55","5","-70","270","1.15","1065","280","-45","-30","-50","1","1.3","485","-40"
"0.5","101171","10","1","10660101","1","101171","1","bgm_M64","1","-120","120","0.8","1066","210","0","-30","0","0.85","1","-480","0"
"0.7","101171","0","1","10660102","1","101171","2","bgm_M64","2","-120","250","1","1066","240","-30","-30","-30","1","1","-250","0"
"0.8","101171","0","1","10660103","1","101171","3","bgm_M64","3","65","100","1.15","1066","200","-10","-30","0","1.1","1","0","-10"
"0.9","101171","0","1","10660104","1","101171","4","bgm_M64","4","5","100","1.35","1066","200","-10","-30","0","1.3","1","230","0"
"1","101172","10","1","10660105","1","101172","5","bgm_M55","5","-30","200","1.45","1066","250","0","-30","-50","1","1","475","-20"
"0.6","101191","10","1","10670101","1","101191","1","bgm_M64","1","-50","250","0.8","1067","210","-30","-30","0","0.7","1","-480","0"
"0.75","101191","10","1","10670102","1","101191","2","bgm_M64","2","-120","100","1.2","1067","200","0","-30","0","1.1","1","-270","0"
"0.9","101191","0","1","10670103","1","101191","3","bgm_M64","3","50","100","1.4","1067","200","-10","-30","-30","1","1","-20","-15"
"1","101191","0","1","10670104","1","101191","4","bgm_M64","4","-90","200","1.5","1067","200","0","-30","0","1","1","200","0"
"1.1","101192","-10","1.2","10670105","1","101192","5","bgm_M55","5","-70","200","1.3","1067","280","-45","-30","-50","1","1","485","0"
"0.8","101201","10","1","10680101","1","101201","1","bgm_M64","1","0","100","1.45","1068","210","0","-30","20","1.1","1","-470","0"
"0.65","101201","10","1","10680102","1","101201","2","bgm_M64","2","-120","200","1","1068","200","0","-30","0","0.7","1","-250","0"
"0.75","101201","10","1","10680103","1","101201","3","bgm_M64","3","70","100","1.3","1068","200","-10","-30","-10","1","1","-5","-15"
"0.7","101201","0","1","10680104","1","101201","4","bgm_M64","4","-110","100","1","1068","200","0","-30","43","1","1","190","0"
"1","101202","10","1","10680105","1","101202","5","bgm_M55","5","-30","100","1.45","1068","250","-45","-30","-50","1","1","475","-20"
"0.575","101291","10","1","10690101","1","101291","1","bgm_M64","1","-110","170","1","1069","210","-30","-30","-25","0.9","1","-450","0"
"0.75","101291","0","1","10690102","1","101291","2","bgm_M64","2","-25","100","1.2","1069","240","0","-30","0","1.1","1","-225","0"
"1.55","101291","0","1","10690103","1","101291","3","bgm_M64","3","65","100","2.3","1069","200","-10","-30","0","2.2","1","0","-15"
"0.65","101291","0","1","10690104","1","101291","4","bgm_M64","4","-110","100","1.1","1069","200","0","-30","0","1","1","190","0"
"1.1","101292","30","1","10690105","1","101292","5","bgm_M55","5","-15","100","1.45","1069","230","30","-30","15","1","1","490","-20"
"0.6","101301","10","1","10700101","1","101301","1","bgm_M64","1","-50","250","0.8","1070","210","-30","-30","0","0.7","1","-480","0"
"0.65","101301","10","1","10700102","1","101301","2","bgm_M64","2","-120","200","1","1070","200","0","-30","0","0.7","1","-250","0"
"0.93","101301","-10","1","10700103","1","101301","3","bgm_M64","3","100","200","1.4","1070","200","-10","-30","-30","1","1","-50","0"
"0.9","101301","0","1","10700104","1","101301","4","bgm_M64","4","-120","150","1.1","1070","200","0","-30","-30","1","1","190","0"
"1","101302","10","1","10700105","1","101302","5","bgm_M55","5","-55","100","1.2","1070","270","-30","-30","-15","1.1","1","470","-20"
"0.8","101441","10","1","10710101","1","101441","1","bgm_M64","1","0","100","1.45","1071","210","0","-30","20","1.1","1","-470","0"
"0.7","101441","0","1","10710102","1","101441","2","bgm_M64","2","-120","250","1","1071","240","-30","-30","-30","1","1","-250","0"
"0.8","101441","0","1","10710103","1","101441","3","bgm_M64","3","65","100","1.1","1071","200","-10","-30","0","1","1","-10","-15"
"0.7","101441","0","1","10710104","1","101441","4","bgm_M64","4","-120","100","1","1071","200","0","-30","0","0.7","1","200","0"
"0.95","101442","10","1","10710105","1","101442","5","bgm_M55","5","-70","100","1.2","1071","230","-30","-30","-35","1.1","1","470","-20"
"0.575","101451","10","1","10720101","1","101451","1","bgm_M64","1","-110","170","1","1072","210","-30","-30","-25","0.9","1","-450","0"
"0.75","101451","0","1","10720102","1","101451","2","bgm_M64","2","-25","100","1.2","1072","240","0","-30","0","1.1","1","-225","0"
"1","101451","0","1","10720103","1","101451","3","bgm_M64","3","65","100","1.4","1072","200","-10","-30","-30","1","1","-10","-15"
"0.8","101451","10","1","10720104","1","101451","4","bgm_M64","4","-100","100","1.1","1072","200","0","-30","20","1","1","210","0"
"1.25","101452","0","1.2","10720105","1","101452","5","bgm_M55","5","-70","100","1.55","1072","290","-50","-30","-35","1.4","1","510","0"
"0.575","101561","10","1","10730101","1","101561","1","bgm_M64","1","0","170","1","1073","210","-30","-30","-25","0.9","1","-450","0"
"0.75","101561","10","1","10730102","1","101561","2","bgm_M64","2","-120","100","1.2","1073","200","0","-30","0","1.1","1","-270","0"
"0.65","101561","5","1","10730103","1","101561","3","bgm_M64","3","65","100","1.1","1073","200","-10","-30","0","1","1","-10","-5"
"1","101561","0","1","10730104","1","101561","4","bgm_M64","4","-110","100","1.4","1073","200","0","-30","0","1","1","200","0"
"1.25","101562","0","1.4","10730105","1","101562","5","bgm_M55","5","-70","400","1.55","1073","290","-50","-30","-60","1.35","1","460","0"
"0.6","101001","10","1","10740101","1","101001","1","bgm_M64","1","-50","250","0.8","1074","210","-30","-30","0","0.7","1","-480","0"
"0.9","101001","0","1","10740102","1","101001","2","bgm_M64","2","-110","200","1.35","1074","240","10","-30","10","1.1","1","-260","0"
"0.75","101001","10","1","10740103","1","101001","3","bgm_M64","3","70","100","1.15","1074","200","-10","-30","-10","1","1","-5","-15"
"0.9","101001","0","1","10740104","1","101001","4","bgm_M64","4","-110","100","1.2","1074","200","0","-30","0","1","1","190","0"
"1.2","101011","0","1.2","10740105","1","101011","5","bgm_M55","5","-40","200","1.3","1074","250","0","-30","0","1","1","480","0"
"0.8","101021","10","1","10750101","1","101021","1","bgm_M64","1","0","100","1.45","1075","210","0","-30","20","1.1","1","-470","0"
"0.65","101021","10","1","10750102","1","101021","2","bgm_M64","2","-120","200","1","1075","200","0","-30","0","0.7","1","-250","0"
"0.6","101021","0","1.4","10750103","1","101021","3","bgm_M64","3","0","150","0.9","1075","200","-60","-30","-50","0.55","1","-10","-13"
"0.9","101021","0","1","10750104","1","101021","4","bgm_M64","4","-100","100","1.5","1075","200","0","-30","-30","1","1","200","0"
"1.4","101031","0","1","10750105","1","101031","5","bgm_M55","5","0","200","1.8","1075","220","0","-30","0","1.6","1","470","0"
"0.575","101041","10","1","10760101","1","101041","1","bgm_M64","1","-110","170","1","1076","210","-30","-30","-25","0.9","1","-480","0"
"0.7","101041","0","1","10760102","1","101041","2","bgm_M64","2","-20","250","1","1076","240","-30","-30","-30","1","1","-230","0"
"0.9","101041","0","1","10760103","1","101041","3","bgm_M64","3","-120","100","1.4","1076","200","-10","-30","-30","1","1","15","-15"
"0.8","101041","0","1","10760104","1","101041","4","bgm_M64","4","40","300","1.3","1076","200","-50","-30","-60","1","1","200","0"
"1.1","101042","0","1","10760105","1","101042","5","bgm_M55","5","-55","150","1.8","1076","210","0","-30","-50","1.35","1.3","450","0"
"0.6","101161","10","1","10770101","1","101161","1","bgm_M64","1","-50","250","0.8","1077","210","-30","-30","0","0.7","1","-480","0"
"0.75","101161","10","1","10770102","1","101161","2","bgm_M64","2","-120","100","1.2","1077","200","0","-30","0","1.1","1","-270","0"
"0.9","101161","0","1","10770103","1","101161","3","bgm_M64","3","70","100","1.3","1077","200","0","-30","0","1","1","-10","0"
"1","101161","0","1","10770104","1","101161","4","bgm_M64","4","-90","200","1.5","1077","200","0","-30","0","1","1","200","0"
"0.9","101162","-10","1","10770105","1","101162","5","bgm_M55","5","-70","270","1.15","1077","280","-45","-30","-50","1","1.3","485","-40"
"0.575","101171","10","1","10780101","1","101171","1","bgm_M64","1","-90","170","1","1078","210","-30","-30","-25","0.9","1","-450","0"
"0.75","101171","0","1","10780102","1","101171","2","bgm_M64","2","20","100","1.2","1078","240","0","-30","0","1.1","1","-225","0"
"0.8","101171","0","1","10780103","1","101171","3","bgm_M64","3","-65","100","1.15","1078","200","-10","-30","0","1.1","1","0","-10"
"0.65","101171","0","1","10780104","1","101171","4","bgm_M64","4","0","100","1","1078","200","-10","-30","0","0.9","1","230","0"
"1","101172","10","1","10780105","1","101172","5","bgm_M55","5","-30","200","1.45","1078","250","0","-30","-50","1","1","475","-20"
"0.6","101191","10","1","10790101","1","101191","1","bgm_M64","1","-50","250","0.8","1079","210","-30","-30","0","0.7","1","-480","0"
"0.9","101191","0","1","10790102","1","101191","2","bgm_M64","2","-110","200","1.35","1079","240","10","-30","10","1.1","1","-260","0"
"0.8","101191","0","1","10790103","1","101191","3","bgm_M64","3","65","100","1.1","1079","200","-10","-30","0","1","1","-10","-15"
"0.9","101191","0","1","10790104","1","101191","4","bgm_M64","4","5","100","1.35","1079","200","-10","-30","0","1.3","1","230","0"
"1.1","101192","-10","1.2","10790105","1","101192","5","bgm_M55","5","-70","200","1.3","1079","280","-45","-30","-50","1","1","485","0"
"0.85","101201","10","1","10800101","1","101201","1","bgm_M64","1","0","100","1.35","1080","210","0","-30","0","1.1","1","-470","0"
