754d34bc3556b5a09481260a985d0e293b45f81c9a5fa37b2d3e381df95abb08,a92f941cd7e6fb41304ff0d5b86305922f790a3a08164b30ec445518b9310466,4ae02f8393fd82a951c88e2749940bc360a93ec094c485bedaf5c812e687c4cf,bd18c08a56df9622cad1cfb466b854a1bcfd3a7a6be0ffc01fc207e4c1886a3f,dbe7ac9443e36650d6c0402ac8586700373bb03c313dc544b559c48c90bc2ecb,aceb6d61f8404b9b8b101e908efb879ed0b0aa9ca5446e7173f6a67d99885e06,f53ea4732a95232e4ba5c6bdcb42734304d7c20f2fb81af798a35f9086f20de2,8a679b8caa1c0f0aa554611238f0695834f1db6576d2e66bd286b1030232763d,e3e5c305f7338bee00fe222a033c878d413417353aceeedbf4fcfdcba6b7495f,f387f0d7449b434fa6ab063052e0b4e8e25d00c9bd18d3180a2f75de3f793ad0,f0b995c43e5a0a26073b284bfbf3385cc8cde3ae0c57591065fcebf5e1dc3407
"0","","14714","","","91","","","","","14714079"
"105611","","14714","","wac_birthday_talk_doya","3","","0.2","1","","14714080"
"vo_wac_14714","0","14714","","vo_wac_14714_003","21","","","0","","14714081"
"105611","1","14714","1","そら、アンタたちも食べな。\nせっかく用意してくれた\nごちそうなんだ。みんなで\n景気よく楽しもうじゃないか♪","11","0.5","0","10","0","14714082"
"0","","14714","","","91","","","","","14714083"
"0","","14714","","","22","","","","","14714084"
"bgm_M321","","16114","","bgm_M321_2C","25","","","","","16114001"
"1","-1000","16114","-70","106811","1","wac_birthday_idle_normal","2","250","0","16114002"
"1","230","16114","-270","101111","1","wac_birthday_idle_smile","2","256","1","16114003"
"1","410","16114","-310","104911","1","wac_birthday_idle_normal","2","257","1","16114004"
"106811","","16114","","300","13","","","","","16114005"
"101111","","16114","","300","13","","","","","16114006"
"104911","","16114","","300","13","","","","","16114007"
"501","0","16114","1","501","31","","0","0","","16114008"
"600","0","16114","1","600","31","","1","0","","16114009"
"602","0","16114","1","602","31","","0","0","","16114010"
"603","0","16114","1","603","31","","0","0","","16114011"
"604","60","16114","1","604","31","","1","30","","16114012"
"613","0","16114","1","613","31","","1","0","","16114013"
"700","0","16114","1","700","31","","0","0","","16114014"
"701","0","16114","1","701","31","","0","0","","16114015"
"702","0","16114","1","702","31","","0","0","","16114016"
"800","0","16114","1","800","31","","0","0","","16114017"
"917","60","16114","1","917","31","","1","30","","16114018"
"1","","16114","","","93","","","","","16114019"
"104911","wac_birthday_reaction_03","16114","1","wac_birthday_reaction_05","3","","0.2","0","0.2","16114020"
"0.1","","16114","","","93","","","","","16114021"
"101111","wac_birthday_reaction_05","16114","1","wac_birthday_reaction_03","3","","0.2","0","0.2","16114022"
"0.3","","16114","","","93","","","","","16114023"
"106811","","16114","","wac_birthday_run_01","3","","0.2","1","","16114024"
"106811","3","16114","","0","2","","","-70","","16114025"
"2.5","","16114","","","93","","","","","16114026"
"602","","16114","","1","32","","","","","16114027"
"0.6","","16114","","","93","","","","","16114028"
"501","","16114","","1","32","","","","","16114029"
"600","","16114","","0","32","","","","","16114030"
"613","","16114","","0","32","","","","","16114031"
"604","","16114","","0","32","","","","","16114032"
"701","","16114","","1","32","","","","","16114033"
"917","0.01","16114","","0","33","","","0","","16114034"
"106811","wac_birthday_wish_01","16114","1","wac_birthday_blowout_01","3","","0.2","0","0.2","16114035"
"106811","0.01","16114","","-200","2","","","-330","","16114036"
"101111","","16114","","wac_birthday_idle_smile","3","","0.2","1","","16114037"
"101111","0.01","16114","","180","2","","","-320","","16114038"
"104911","","16114","","wac_birthday_idle_normal","3","","0.2","1","","16114039"
"104911","0.01","16114","","320","2","","","-340","","16114040"
"0","","16114","","","93","","","","","16114041"
"800","","16114","","1","32","","","","","16114042"
"0.7","","16114","","","93","","","","","16114043"
"702","","16114","","1","32","","","","","16114044"
"0.5","","16114","","","93","","","","","16114045"
"se_common","","16114","","se_sys_login_birthday_blow_candle","23","","","0","","16114046"
"701","","16114","","0","32","","","","","16114047"
"0.4","","16114","","","93","","","","","16114048"
"se_common","","16114","","se_sys_login_birthday_cracker","23","","","0","","16114049"
"700","","16114","","1","32","","","","","16114050"
"se_common","","16114","","se_sys_login_birthday_calendar_applause","23","","","0","","16114051"
"101111","wac_birthday_idle_smile","16114","1","wac_birthday_clap","3","","0.2","0","0.2","16114052"
"0.1","","16114","","","93","","","","","16114053"
"104911","wac_birthday_idle_normal","16114","1","wac_birthday_clap","3","","0.2","0","0.2","16114054"
"2","","16114","","","93","","","","","16114055"
"1","","16114","","","131","","","","","16114056"
"vo_wac_16114","0","16114","","vo_wac_16114_000","21","","","0","","16114057"
"106811","1","16114","1","これはこれは……驚いたね。\n立派なケーキじゃないか。\nわざわざ用意してくれたんだ？\n嬉しいことしてくれるねえ。","11","0.5","0","10","0","16114058"
"0","","16114","","","91","","","","","16114059"
"106811","","16114","","wac_birthday_idle_normal","3","","0.2","1","","16114060"
"101111","","16114","","wac_birthday_talk_smile","3","","0.2","1","","16114061"
"vo_wac_16114","0","16114","","vo_wac_16114_001","21","","","0","","16114062"
"101111","1","16114","1","マスターにはいつもお世話に\nなってますもんね♪\nお兄ちゃんと私たちみんなで\n作っちゃいました！","11","0.5","0","10","0","16114063"
"0","","16114","","","91","","","","","16114064"
"101111","","16114","","wac_birthday_idle_smile","3","","0.2","1","","16114065"
"104911","","16114","","wac_birthday_talk_wish","3","","0.2","1","","16114066"
"vo_wac_16114","0","16114","","vo_wac_16114_002","21","","","0","","16114067"
"104911","1","16114","1","クレープ屋さんで培った技術を\nふんだんにつぎ込んだ\nお姉ちゃんと弟くんとの愛の傑作だよ！\nさぁ、マスター。食べて食べて。","11","0.5","0","10","0","16114068"
"0","","16114","","","91","","","","","16114069"
"104911","","16114","","wac_birthday_idle_wish","3","","0.2","1","","16114070"
"101111","","16114","","wac_birthday_talk_doya","3","","0.2","1","","16114071"
"vo_wac_16114","0","16114","","vo_wac_16114_003","21","","","0","","16114072"
"101111","1","16114","1","妹も！　妹もいましたからね！\nお姉ちゃん！","11","0.5","0","10","0","16114073"
"0","","16114","","","91","","","","","16114074"
"101111","","16114","","wac_birthday_idle_doya","3","","0.2","1","","16114075"
"106811","","16114","","wac_birthday_talk_smile","3","","0.2","1","","16114076"
"vo_wac_16114","0","16114","","vo_wac_16114_004","21","","","0","","16114077"
"106811","1","16114","1","はは、これはアタシだけじゃあ\n食べきれないなあ。\nもちろん、手伝ってくれるん\nだよね、少年？","11","0.5","0","10","0","16114078"
"0","","16114","","","91","","","","","16114079"
"0","","16114","","","22","","","","","16114080"
"bgm_M321","","16414","","bgm_M321_2C","25","","","","","16414001"
"1","-1000","16414","-70","105311","1","wac_birthday_idle_normal","2","250","0","16414002"
"1","170","16414","-260","103011","1","wac_birthday_idle_doya","2","256","1","16414003"
"1","270","16414","-310","100811","1","wac_birthday_idle_smile","2","259","1","16414004"
"1","400","16414","-270","104511","1","wac_birthday_idle_normal","2","257","1","16414005"
"1","500","16414","-310","105511","1","wac_birthday_idle_wish","2","258","1","16414006"
"105311","","16414","","300","13","","","","","16414007"
"103011","","16414","","300","13","","","","","16414008"
"501","0","16414","1","501","31","","0","0","","16414009"
"600","0","16414","1","600","31","","1","0","","16414010"
"602","0","16414","1","602","31","","0","0","","16414011"
"603","0","16414","1","603","31","","0","0","","16414012"
"604","60","16414","1","604","31","","1","30","","16414013"
"613","0","16414","1","613","31","","1","0","","16414014"
"700","0","16414","1","700","31","","0","0","","16414015"
"701","0","16414","1","701","31","","0","0","","16414016"
"702","0","16414","1","702","31","","0","0","","16414017"
"800","0","16414","1","800","31","","0","0","","16414018"
"918","60","16414","1","918","31","","1","30","","16414019"
"1","","16414","","","93","","","","","16414020"
"100811","wac_birthday_reaction_05","16414","1","wac_birthday_reaction_03","3","","0.2","0","0.2","16414021"
"103011","wac_birthday_reaction_03","16414","1","wac_birthday_reaction_01","3","","0.2","0","0.2","16414022"
"0.1","","16414","","","93","","","","","16414023"
"104511","wac_birthday_reaction_04","16414","1","wac_birthday_reaction_01","3","","0.2","0","0.2","16414024"
"105511","wac_birthday_reaction_03","16414","1","wac_birthday_reaction_05","3","","0.2","0","0.2","16414025"
"0.3","","16414","","","93","","","","","16414026"
"105311","","16414","","wac_birthday_run_01","3","","0.2","1","","16414027"
"105311","3","16414","","0","2","","","-70","","16414028"
"2.5","","16414","","","93","","","","","16414029"
"602","","16414","","1","32","","","","","16414030"
"0.6","","16414","","","93","","","","","16414031"
"501","","16414","","1","32","","","","","16414032"
"600","","16414","","0","32","","","","","16414033"
"613","","16414","","0","32","","","","","16414034"
"604","","16414","","0","32","","","","","16414035"
"701","","16414","","1","32","","","","","16414036"
"918","0.01","16414","","0","33","","","0","","16414037"
"105311","wac_birthday_wish_01","16414","1","wac_birthday_blowout_03","3","","0.2","0","0.2","16414038"
"105311","0.01","16414","","-200","2","","","-330","","16414039"
"103011","","16414","","wac_birthday_idle_doya","3","","0.2","1","","16414040"
"103011","0.01","16414","","150","2","","","-320","","16414041"
"100811","","16414","","wac_birthday_idle_smile","3","","0.2","1","","16414042"
"100811","0.01","16414","","260","2","","","-360","","16414043"
"104511","","16414","","wac_birthday_idle_normal","3","","0.2","1","","16414044"
"104511","0.01","16414","","390","2","","","-320","","16414045"
"105511","","16414","","wac_birthday_idle_wish","3","","0.2","1","","16414046"
"105511","0.01","16414","","490","2","","","-340","","16414047"
"0","","16414","","","93","","","","","16414048"
"800","","16414","","1","32","","","","","16414049"
"0.7","","16414","","","93","","","","","16414050"
"702","","16414","","1","32","","","","","16414051"
"0.5","","16414","","","93","","","","","16414052"
"se_common","","16414","","se_sys_login_birthday_blow_candle","23","","","0","","16414053"
"701","","16414","","0","32","","","","","16414054"
"0.4","","16414","","","93","","","","","16414055"
"se_common","","16414","","se_sys_login_birthday_cracker","23","","","0","","16414056"
"700","","16414","","1","32","","","","","16414057"
"se_common","","16414","","se_sys_login_birthday_calendar_applause","23","","","0","","16414058"
"103011","wac_birthday_idle_doya","16414","1","wac_birthday_clap","3","","0.2","0","0.2","16414059"
"104511","wac_birthday_idle_normal","16414","1","wac_birthday_clap","3","","0.2","0","0.2","16414060"
"0.1","","16414","","","93","","","","","16414061"
"100811","wac_birthday_idle_smile","16414","1","wac_birthday_clap","3","","0.2","0","0.2","16414062"
"0.1","","16414","","","93","","","","","16414063"
"105511","wac_birthday_idle_wish","16414","1","wac_birthday_clap_to_wish","3","","0.2","0","0.2","16414064"
"2","","16414","","","93","","","","","16414065"
"1","","16414","","","131","","","","","16414066"
"vo_wac_16414","0","16414","","vo_wac_16414_000","21","","","0","","16414067"
"105311","1","16414","1","私の誕生日祝い、だと……？\nな、なんと巨大なケーキだ！\nそれにとんでもなく香しい匂いが……！\nこれを私のために……？","11","0.5","0","10","0","16414068"
"0","","16414","","","91","","","","","16414069"
"105311","","16414","","wac_birthday_idle_smile","3","","0.2","1","","16414070"
"103011","","16414","","wac_birthday_talk_kyapi","3","","0.2","1","","16414071"
"vo_wac_16414","0","16414","","vo_wac_16414_001","21","","","0","","16414072"
"103011","1","16414","1","イエース！　スウィートなものを\nコレデモカとテンコ盛りにした、\nスペシャルスウィートケーキデス！\nお召し上がりクダサーイ！","11","0.5","0","10","0","16414073"
"0","","16414","","","91","","","","","16414074"
"103011","","16414","","wac_birthday_idle_kyapi","3","","0.2","1","","16414075"
"105311","","16414","","wac_birthday_talk_sad","3","","0.2","1","","16414076"
"vo_wac_16414","0","16414","","vo_wac_16414_002","21","","","0","","16414077"
"105311","1","16414","1","いったいどれだけ砂糖を使ったんだ！？\n尋常じゃなく甘い匂いがする……\nくぅっ、甘味は控え目にと歯医者さんに\n言われたばかりなのに……！","11","0.5","0","10","0","16414078"
"0","","16414","","","91","","","","","16414079"
"105311","","16414","","wac_birthday_talk_doya","3","","0.2","1","","16414080"
"vo_wac_16414","0","16414","","vo_wac_16414_003","21","","","0","","16414081"
"105311","1","16414","1","し、しかし……部下の気持ちを\n無下にしてはいけないな！\nうむ、それなら完食もやむなしだ！\n早速いただくとしよう！","11","0.5","0","10","0","16414082"
"0","","16414","","","91","","","","","16414083"
"0","","16414","","","22","","","","","16414084"
"bgm_M321","","16614","","bgm_M321_2C","25","","","","","16614001"
"1","-1000","16614","-70","102711","1","wac_birthday_idle_normal","2","250","0","16614002"
"1","170","16614","-260","105611","1","wac_birthday_idle_smile","2","256","1","16614003"
"1","270","16614","-310","100911","1","wac_birthday_idle_doya","2","259","1","16614004"
"1","380","16614","-270","105111","1","wac_birthday_idle_normal","2","257","1","16614005"
"1","510","16614","-310","101311","1","wac_birthday_idle_kyapi","2","258","1","16614006"
"102711","","16614","","300","13","","","","","16614007"
"105611","","16614","","300","13","","","","","16614008"
"501","0","16614","1","501","31","","0","0","","16614009"
"600","0","16614","1","600","31","","1","0","","16614010"
"602","0","16614","1","602","31","","0","0","","16614011"
"603","0","16614","1","603","31","","0","0","","16614012"
"604","60","16614","1","604","31","","1","30","","16614013"
"613","0","16614","1","613","31","","1","0","","16614014"
"700","0","16614","1","700","31","","0","0","","16614015"
"701","0","16614","1","701","31","","0","0","","16614016"
"702","0","16614","1","702","31","","0","0","","16614017"
"800","0","16614","1","800","31","","0","0","","16614018"
"919","60","16614","1","919","31","","1","30","","16614019"
"1","","16614","","","93","","","","","16614020"
"100911","wac_birthday_reaction_03","16614","1","wac_birthday_reaction_01","3","","0.2","0","0.2","16614021"
"105611","wac_birthday_reaction_03","16614","1","wac_birthday_reaction_02","3","","0.2","0","0.2","16614022"
"0.1","","16614","","","93","","","","","16614023"
"105111","wac_birthday_reaction_04","16614","1","wac_birthday_reaction_01","3","","0.2","0","0.2","16614024"
"101311","wac_birthday_reaction_05","16614","1","wac_birthday_reaction_03","3","","0.2","0","0.2","16614025"
"0.3","","16614","","","93","","","","","16614026"
"102711","","16614","","wac_birthday_run_01","3","","0.2","1","","16614027"
"102711","3","16614","","0","2","","","-70","","16614028"
"2.5","","16614","","","93","","","","","16614029"
"602","","16614","","1","32","","","","","16614030"
"0.6","","16614","","","93","","","","","16614031"
"501","","16614","","1","32","","","","","16614032"
"600","","16614","","0","32","","","","","16614033"
"613","","16614","","0","32","","","","","16614034"
"604","","16614","","0","32","","","","","16614035"
"701","","16614","","1","32","","","","","16614036"
"919","0.01","16614","","0","33","","","0","","16614037"
"102711","wac_birthday_eriko_wish_04","16614","1","wac_birthday_eriko_blowout_03","3","","0.2","0","0.2","16614038"
"102711","0.01","16614","","-200","2","","","-330","","16614039"
"105611","","16614","","wac_birthday_idle_smile","3","","0.2","1","","16614040"
"105611","0.01","16614","","150","2","","","-320","","16614041"
"100911","","16614","","wac_birthday_idle_doya","3","","0.2","1","","16614042"
"100911","0.01","16614","","250","2","","","-360","","16614043"
"105111","","16614","","wac_birthday_idle_normal","3","","0.2","1","","16614044"
"105111","0.01","16614","","370","2","","","-320","","16614045"
"101311","","16614","","wac_birthday_idle_kyapi","3","","0.2","1","","16614046"
"101311","0.01","16614","","490","2","","","-340","","16614047"
"0","","16614","","","93","","","","","16614048"
"800","","16614","","1","32","","","","","16614049"
"0.7","","16614","","","93","","","","","16614050"
"702","","16614","","1","32","","","","","16614051"
"0.5","","16614","","","93","","","","","16614052"
"se_common","","16614","","se_sys_login_birthday_blow_candle","23","","","0","","16614053"
"701","","16614","","0","32","","","","","16614054"
"0.4","","16614","","","93","","","","","16614055"
"se_common","","16614","","se_sys_login_birthday_cracker","23","","","0","","16614056"
"700","","16614","","1","32","","","","","16614057"
"se_common","","16614","","se_sys_login_birthday_calendar_applause","23","","","0","","16614058"
"105611","wac_birthday_idle_smile","16614","1","wac_birthday_clap","3","","0.2","0","0.2","16614059"
"105111","wac_birthday_idle_normal","16614","1","wac_birthday_clap","3","","0.2","0","0.2","16614060"
"0.1","","16614","","","93","","","","","16614061"
"100911","wac_birthday_idle_doya","16614","1","wac_birthday_clap","3","","0.2","0","0.2","16614062"
"0.1","","16614","","","93","","","","","16614063"
"101311","wac_birthday_idle_kyapi","16614","1","wac_birthday_clap","3","","0.2","0","0.2","16614064"
"2","","16614","","","93","","","","","16614065"
"1","","16614","","","131","","","","","16614066"
"vo_wac_16614","0","16614","","vo_wac_16614_000","21","","","0","","16614067"
"102711","1","16614","1","誕生、日……？\n私のですか？\nなぜそんなことを\n覚えているのですか？","11","0.5","0","10","0","16614068"
"0","","16614","","","91","","","","","16614069"
"102711","","16614","","wac_birthday_eriko_idle_wish","3","","0.2","1","","16614070"
"105611","","16614","","wac_birthday_talk_doya","3","","0.2","1","","16614071"
"vo_wac_16614","0","16614","","vo_wac_16614_001","21","","","0","","16614072"
"105611","1","16614","1","なぜって、同じギルドの\nメンバーじゃないか。\nいつも身を挺して戦ってくれてる\nアンタに、心ばかりのお礼だよ。","11","0.5","0","10","0","16614073"
"0","","16614","","","91","","","","","16614074"
"105611","","16614","","wac_birthday_idle_doya","3","","0.2","1","","16614075"
"102711","","16614","","wac_birthday_talk_normal","3","","0.2","1","","16614076"
"vo_wac_16614","0","16614","","vo_wac_16614_002","21","","","0","","16614077"
"102711","1","16614","1","………………そう、ですか。\nそれならありがたく\nいただくことにしましょう。","11","0.5","0","10","0","16614078"
"0","","16614","","","91","","","","","16614079"
"102711","","16614","","wac_birthday_talk_wish","3","","0.2","1","","16614080"
"vo_wac_16614","0","16614","","vo_wac_16614_003","21","","","0","","16614081"
"102711","1","16614","1","はむっ。\n……ふふ、甘い、ですね。\nまるであのおかたの優しさのよう。\n……ありがとうござい、ます。","11","0.5","0","10","0","16614082"
"0","","16614","","","91","","","","","16614083"
"0","","16614","","","22","","","","","16614084"
"bgm_M321","","17414","","bgm_M321_2C","25","","","","","17414001"
"1","-1000","17414","-70","110811","1","wac_birthday_idle_normal","2","250","0","17414002"
"1","230","17414","-270","110911","1","wac_birthday_idle_kyapi","2","256","1","17414003"
"1","410","17414","-310","111011","1","wac_birthday_idle_doya","2","257","1","17414004"
"110811","","17414","","300","13","","","","","17414005"
"110911","","17414","","300","13","","","","","17414006"
"501","0","17414","1","501","31","","0","0","","17414007"
"600","0","17414","1","600","31","","1","0","","17414008"
"602","0","17414","1","602","31","","0","0","","17414009"
"603","0","17414","1","603","31","","0","0","","17414010"
"604","60","17414","1","604","31","","1","30","","17414011"
"613","0","17414","1","613","31","","1","0","","17414012"
"700","0","17414","1","700","31","","0","0","","17414013"
"701","0","17414","1","701","31","","0","0","","17414014"
"702","0","17414","1","702","31","","0","0","","17414015"
"800","0","17414","1","800","31","","0","0","","17414016"
"920","60","17414","1","920","31","","1","30","","17414017"
"1","","17414","","","93","","","","","17414018"
"111011","wac_birthday_reaction_03","17414","1","wac_birthday_reaction_05","3","","0.2","0","0.2","17414019"
"0.1","","17414","","","93","","","","","17414020"
"110911","wac_birthday_reaction_03","17414","1","wac_birthday_reaction_01","3","","0.2","0","0.2","17414021"
"0.3","","17414","","","93","","","","","17414022"
"110811","","17414","","wac_birthday_run_01","3","","0.2","1","","17414023"
"110811","3","17414","","0","2","","","-70","","17414024"
"2.5","","17414","","","93","","","","","17414025"
"602","","17414","","1","32","","","","","17414026"
"0.6","","17414","","","93","","","","","17414027"
"501","","17414","","1","32","","","","","17414028"
"600","","17414","","0","32","","","","","17414029"
"613","","17414","","0","32","","","","","17414030"
"604","","17414","","0","32","","","","","17414031"
"701","","17414","","1","32","","","","","17414032"
"920","0.01","17414","","0","33","","","0","","17414033"
"110811","wac_birthday_wish_01","17414","1","wac_birthday_blowout_01","3","","0.2","0","0.2","17414034"
"110811","0.01","17414","","-200","2","","","-330","","17414035"
"110911","","17414","","wac_birthday_idle_kyapi","3","","0.2","1","","17414036"
"110911","0.01","17414","","180","2","","","-320","","17414037"
"111011","","17414","","wac_birthday_idle_doya","3","","0.2","1","","17414038"
"111011","0.01","17414","","320","2","","","-340","","17414039"
"0","","17414","","","93","","","","","17414040"
"800","","17414","","1","32","","","","","17414041"
"0.7","","17414","","","93","","","","","17414042"
"702","","17414","","1","32","","","","","17414043"
"0.5","","17414","","","93","","","","","17414044"
"se_common","","17414","","se_sys_login_birthday_blow_candle","23","","","0","","17414045"
"701","","17414","","0","32","","","","","17414046"
"0.4","","17414","","","93","","","","","17414047"
"se_common","","17414","","se_sys_login_birthday_cracker","23","","","0","","17414048"
"700","","17414","","1","32","","","","","17414049"
"se_common","","17414","","se_sys_login_birthday_calendar_applause","23","","","0","","17414050"
"110911","wac_birthday_idle_kyapi","17414","1","wac_birthday_clap","3","","0.2","0","0.2","17414051"
"0.1","","17414","","","93","","","","","17414052"
"111011","wac_birthday_idle_doya","17414","1","wac_birthday_clap","3","","0.2","0","0.2","17414053"
"2","","17414","","","93","","","","","17414054"
"1","","17414","","","131","","","","","17414055"
"vo_wac_17414","0","17414","","vo_wac_17414_000","21","","","0","","17414056"
"110811","1","17414","1","うわ何コレ、ビビんだけど。\nまぁまぁデカめの生モノ\n野ざらしで放置されてンじゃん。\n城壁だぞ。新手のバイオテロか？","11","0.5","0","10","0","17414057"
"0","","17414","","","91","","","","","17414058"
"110811","","17414","","wac_birthday_idle_smile","3","","0.2","1","","17414059"
"110911","","17414","","wac_birthday_talk_sad","3","","0.2","1","","17414060"
"vo_wac_17414","0","17414","","vo_wac_17414_001","21","","","0","","17414061"
"110911","1","17414","1","照れ隠しなのか新手のモノボケなのか\n知らないですけどクロエ先輩……\nあきらかバースデーケーキ前にして\nそのすっとぼけは無理ないです？","11","0.5","0","10","0","17414062"
"0","","17414","","","91","","","","","17414063"
"110911","","17414","","wac_birthday_idle_sad","3","","0.2","1","","17414064"
"110811","","17414","","wac_birthday_chloe_talk_sad","3","","0.2","1","","17414065"
"vo_wac_17414","0","17414","","vo_wac_17414_002","21","","","0","","17414066"
"110811","1","17414","1","あ？　じゃあさ、そんなン言うなら\nこっちも言わせてもらうけどさ。\nあんたらサプライズするならするで\nもっと上手いことやってくんない。","11","0.5","0","10","0","17414067"
"0","","17414","","","91","","","","","17414068"
"110811","","17414","","wac_birthday_talk_smile","3","","0.2","1","","17414069"
"vo_wac_17414","0","17414","","vo_wac_17414_003","21","","","0","","17414070"
"110811","1","17414","1","朝からユニ先輩クリームまみれなのよ。\n気付くわそりゃ。喜びどころムズいわ。\nとっくにニヤ散らかした後だわ。\nいんだけどさべつに。ありがとね。","11","0.5","0","10","0","17414071"
"0","","17414","","","91","","","","","17414072"
"0","","17414","","","22","","","","","17414073"
"bgm_M321","","17614","","bgm_M321_2C","25","","","","","17614001"
"1","-1000","17614","-70","104311","1","wac_birthday_idle_normal","2","250","0","17614002"
"1","200","17614","-270","101011","1","wac_birthday_idle_wish","2","256","1","17614003"
"1","320","17614","-310","101411","1","wac_birthday_idle_smile","2","258","1","17614004"
"1","450","17614","-290","101711","1","wac_birthday_idle_kyapi","2","257","1","17614005"
"104311","","17614","","300","13","","","","","17614006"
"101011","","17614","","300","13","","","","","17614007"
"101411","","17614","","300","13","","","","","17614008"
"101711","","17614","","300","13","","","","","17614009"
"501","0","17614","1","501","31","","0","0","","17614010"
"600","0","17614","1","600","31","","1","0","","17614011"
"602","0","17614","1","602","31","","0","0","","17614012"
"603","0","17614","1","603","31","","0","0","","17614013"
"604","60","17614","1","604","31","","1","30","","17614014"
"613","0","17614","1","613","31","","1","0","","17614015"
"700","0","17614","1","700","31","","0","0","","17614016"
"701","0","17614","1","701","31","","0","0","","17614017"
"702","0","17614","1","702","31","","0","0","","17614018"
"800","0","17614","1","800","31","","0","0","","17614019"
"921","60","17614","1","921","31","","1","30","","17614020"
"1","","17614","","","93","","","","","17614021"
"101411","wac_birthday_reaction_03","17614","1","wac_birthday_reaction_01","3","","0.2","0","0.2","17614022"
"0.1","","17614","","","93","","","","","17614023"
"101011","wac_birthday_reaction_04","17614","1","wac_birthday_reaction_03","3","","0.2","0","0.2","17614024"
"101711","wac_birthday_reaction_03","17614","1","wac_birthday_reaction_02","3","","0.2","0","0.2","17614025"
"0.3","","17614","","","93","","","","","17614026"
"104311","","17614","","wac_birthday_makoto_run_01","3","","0.2","1","","17614027"
"104311","3","17614","","0","2","","","-70","","17614028"
"2.5","","17614","","","93","","","","","17614029"
"602","","17614","","1","32","","","","","17614030"
"0.6","","17614","","","93","","","","","17614031"
"501","","17614","","1","32","","","","","17614032"
"600","","17614","","0","32","","","","","17614033"
"613","","17614","","0","32","","","","","17614034"
"604","","17614","","0","32","","","","","17614035"
"701","","17614","","1","32","","","","","17614036"
"921","0.01","17614","","0","33","","","0","","17614037"
"104311","wac_birthday_makoto_wish_01","17614","1","wac_birthday_makoto_blowout_02","3","","0.2","0","0.2","17614038"
"104311","0.01","17614","","-200","2","","","-330","","17614039"
"101011","","17614","","wac_birthday_idle_wish","3","","0.2","1","","17614040"
"101011","0.01","17614","","180","2","","","-320","","17614041"
"101411","","17614","","wac_birthday_idle_smile","3","","0.2","1","","17614042"
"101411","0.01","17614","","290","2","","","-360","","17614043"
"101711","","17614","","wac_birthday_idle_kyapi","3","","0.2","1","","17614044"
"101711","0.01","17614","","420","2","","","-340","","17614045"
"0","","17614","","","93","","","","","17614046"
"800","","17614","","1","32","","","","","17614047"
"0.7","","17614","","","93","","","","","17614048"
"702","","17614","","1","32","","","","","17614049"
"0.5","","17614","","","93","","","","","17614050"
"se_common","","17614","","se_sys_login_birthday_blow_candle","23","","","0","","17614051"
"701","","17614","","0","32","","","","","17614052"
"0.4","","17614","","","93","","","","","17614053"
"se_common","","17614","","se_sys_login_birthday_cracker","23","","","0","","17614054"
"700","","17614","","1","32","","","","","17614055"
"se_common","","17614","","se_sys_login_birthday_calendar_applause","23","","","0","","17614056"
"101011","wac_birthday_idle_wish","17614","1","wac_birthday_clap_to_wish","3","","0.2","0","0.2","17614057"
"0.1","","17614","","","93","","","","","17614058"
"101411","wac_birthday_idle_smile","17614","1","wac_birthday_clap","3","","0.2","0","0.2","17614059"
"0.1","","17614","","","93","","","","","17614060"
"101711","wac_birthday_idle_kyapi","17614","1","wac_birthday_clap","3","","0.2","0","0.2","17614061"
"2","","17614","","","93","","","","","17614062"
"1","","17614","","","131","","","","","17614063"
"vo_wac_17614","0","17614","","vo_wac_17614_000","21","","","0","","17614064"
"104311","1","17614","1","なんじゃこりゃ、ケーキか？\n誰かの忘れ物……なわけないよな。\nなんでこんなもんが？","11","0.5","0","10","0","17614065"
"0","","17614","","","91","","","","","17614066"
"104311","","17614","","wac_birthday_idle_normal","3","","0.2","1","","17614067"
"101011","","17614","","wac_birthday_talk_wish","3","","0.2","1","","17614068"
"vo_wac_17614","0","17614","","vo_wac_17614_001","21","","","0","","17614069"
"101011","1","17614","1","なんでって、今日はマコトはんの\nお誕生日やんか～？\nうちらと王子はんで、特製ケーキ、\n用意したんどすえ～♪","11","0.5","0","10","0","17614070"
"0","","17614","","","91","","","","","17614071"
"101011","","17614","","wac_birthday_idle_wish","3","","0.2","1","","17614072"
"101411","","17614","","wac_birthday_talk_smile","3","","0.2","1","","17614073"
"vo_wac_17614","0","17614","","vo_wac_17614_002","21","","","0","","17614074"
"101411","1","17614","1","ギルドの仕事にいつも一番熱心な、\n君への労いも兼ねているよ。\n改めてお誕生日、おめでとう♪","11","0.5","0","10","0","17614075"
"0","","17614","","","91","","","","","17614076"
"101411","","17614","","wac_birthday_idle_smile","3","","0.2","1","","17614077"
"101711","","17614","","wac_birthday_talk_smile","3","","0.2","1","","17614078"
"vo_wac_17614","0","17614","","vo_wac_17614_003","21","","","0","","17614079"
"101711","1","17614","1","本当に、いつもお疲れさまさ～♪\nおいしーケーキをたっくさん食べて、\nこれからも私たちの分まで、\nお仕事頑張ってね～？","11","0.5","0","10","0","17614080"
"0","","17614","","","91","","","","","17614081"
"101711","","17614","","wac_birthday_idle_smile","3","","0.2","1","","17614082"
"104311","","17614","","wac_birthday_makoto_talk_smile","3","","0.2","1","","17614083"
