921f3494ee8a736aa9883b4e94a200ad26042bc109221c1e34d4069352b00a5e,26fcde31b7e124ddda74729e474a88e8aa9328da211f903a3b3b4cd2907443a1,939dbab3b5c17e2fc708612dec60ce6ef8f22879dffc1b7554fa9cfe4e9dcb74,cbb84825853e051792f50c972b63c841af8aba477c0c8961b8eca3097bc8533d,5b3249259bc97d0424368cf517b97275393b26052fa55c9dfff6824fd32a3cc6,93c8d819c7745f0c1f4a32cd443377d7e3abf081886e20f78724812dd0f4a962,703c64118475f662a3f3a6cb1df6c8541354581b8323a2a31a1e46998564f1d0,3fc0281943728e2c4dfd203516c6c061b0fe04cdfaa6ad542c4b8ca9ab2dc194,194efee254ebca297bac721f4d86fbd4668dd3b7e2b26fb28107876749af231a,d107e97beb0abb2daade0967200f1c53606125af737b71810edae2629c8a5b71,647b19bffcf32e2dde1cb6895ab3f85c0b090a0de83f5d48ffb8af9cd1f886c8
"63065","surprise_idle","131711","","5152063","","shock_to_surprise","0","0.2","1","3"
"63066","","1","","5152063","","empty","1","0.2","","3"
"63067","doya_talk_sad","132011","0","5152063","","doya_in_sad","0","0.2","1","3"
"63068","0","vo_rag","","5152063","","vo_rag_5009","0","","","21"
"63069","1","132011","0","5152063","0","これがアイドル…とても過酷だ\nところで…まだ他にも\n色々なタイソーがあるんだろう？","10","0","1","11"
"63070","0","0","","5152063","","","0","","","91"
"63071","","132011","","5152063","","doya_talk","1","0.2","","3"
"63072","0","vo_rag","","5152063","","vo_rag_5010","0","","","21"
"63073","1","132011","0","5152063","0","そちらもぜひご教授願いたいね\nああ、ボクは見ているだけで\n大丈夫だよ","10","0","1","11"
"63074","0","0","","5152063","","","0","","","91"
"63075","","132011","","5152063","","doya_idle","1","0.2","","3"
"63076","","131711","","5152063","","sad_talk_anger","1","0.2","","3"
"63077","0","vo_rag","","5152063","","vo_rag_5011","0","","","21"
"63078","1","131711","0","5152063","0","さすがは『強欲の魔女』\n体力は絶望的でも、\nその知的好奇心は無限なのね","10","0","1","11"
"63079","0","0","","5152063","","","0","","","91"
"63080","doya_idle_normal2","132011","0","5152063","","doya_to_doya","0","0.2","1","3"
"63081","cool_talk_joy2","131711","0","5152063","","cool_in_joy2","0","0.2","1","3"
"63082","","se_10058300","","5152063","","se_10058300_emotion_isekai_1","0","","","23"
"63083","0","131711","","5152063","","10","0.8","","0","12"
"63084","","1.5","","5152063","","0","","","","93"
"63085","","132011","","5152063","","sad_idle_surprise1","1","0.2","","3"
"63086","","131711","","5152063","","ames_idol_dance","0","0.2","","3"
"63087","","1.8","","5152063","","0","","","","93"
"63088","echidna_interest_talk","132011","0","5152063","","echidna_interest_in","0","0.2","1","3"
"63089","","se_10058300","","5152063","","se_10058300_emotion_isekai_2","0","","","23"
"63090","0","132011","","5152063","","7","2","","0","12"
"63091","","1.1","","5152063","","0","","","","93"
"63092","","0.5","","5152063","","0","","","","93"
"63093","","63094","","5152063","","","","","","101"
"63094","","bgm_MC173B","","5152063","","bgm_MC173B","","","","25"
"63095","","0","","5152063","","0","","","","22"
"64001","410","1","1","5152064","idle_normal","102611","110","1.55","-295","1"
"64002","176","1","0","5152064","cool_idle","107811","105","1.45","-114","1"
"64003","12","1","0","5152064","joy_idle_normal","102311","106","1.5","-179","1"
"64004","-177","1","0","5152064","idle_normal","110311","105","1.45","-116","1"
"64005","-226","1","0","5152064","wish_idle","102111","107","1.55","-258","1"
"64006","115","1","0","5152064","idle_normal","131911","107","1.55","-260","1"
"64007","-350","1","0","5152064","doya_idle","122811","106","1.5","-178","1"
"64008","-391","1","0","5152064","idle_normal","122911","108","1.6","-334","1"
"64009","-60","1","0","5152064","idle_normal","122711","108","1.6","-330","1"
"64010","","102611","","5152064","","210","","","","13"
"64011","","131911","","5152064","","207","","","","13"
"64012","","110311","","5152064","","205","","","","13"
"64013","","122711","","5152064","","208","","","","13"
"64014","","122811","","5152064","","206","","","","13"
"64015","","122911","","5152064","","208","","","","13"
"64016","","102111","","5152064","","207","","","","13"
"64017","","102311","","5152064","","206","","","","13"
"64018","","107811","","5152064","","205","","","","13"
"64019","410","1","1","5152064","empty","11","115","1.55","-295","5"
"64020","115","1","0","5152064","empty","61","131","1.55","-260","5"
"64021","146","1","0","5152064","empty","62","131","1.55","-134","5"
"64022","410","1","0","5152064","empty","63","132","1.55","-295","5"
"64023","-177","1","0","5152064","empty","64","132","1.55","-136","5"
"64024","40","1","","5152064","","1","0","1","1.3","31"
"64025","-235","13","","5152064","","13","385","0","1","31"
"64026","0","2","","5152064","","2","0","0","1","31"
"64027","0","3","","5152064","","3","0","1","1","31"
"64028","","0","","5152064","","0","","","","91"
"64029","","3","","5152064","","telop_4","","","","37"
"64030","","0","","5152064","","0","0","","","102"
"64031","","1","","5152064","","0","","","","93"
"64032","","102611","","5152064","","sad_talk_dead","1","0.2","","3"
"64033","0","vo_rag","","5152064","","vo_rag_3001","0","","","21"
"64034","1","102611","0","5152064","0","えぇ…うそ、めっちゃ来てるじゃん…\nこんな朝早くからご苦労さんだねぇ…","10","0","1","11"
"64035","0","0","","5152064","","","0","","","91"
"64036","","102611","","5152064","","talk_normal_surprise","1","0.2","","3"
"64037","0","vo_rag","","5152064","","vo_rag_3002","0","","","21"
"64038","1","102611","0","5152064","0","ほんとはやりたくないけど、\n体操はじめるよ～","10","0","1","11"
"64039","0","0","","5152064","","","0","","","91"
"64040","","102611","","5152064","","idle_normal","1","0.2","","3"
"64041","","bgm_MC175B","","5152064","","bgm_MC175B","","","","25"
"64042","","2","","5152064","","1","","","","32"
"64043","0","vo_rag","","5152064","","vo_rag_3003","0","","","21"
"64044","1","102611","0","5152064","2.2","まずはその場で跳躍～\nいち、に、さん…","10","0","0","11"
"64045","0","3.2","","5152064","","","0","","","93"
"64046","tired_idle","11","0.2","5152064","","gutara_jump3time","0","0.2","1","3"
"64047","tired_idle","102611","0.2","5152064","","gutara_jump3time","0","0.2","1","3"
"64048","0","0.1","","5152064","","","0","","","93"
"64049","idle_normal","131911","0.2","5152064","","jump3time","0","0.2","1","3"
"64050","idle_normal","122911","0.2","5152064","","jump3time","0","0.2","1","3"
"64051","joy_idle_normal","102311","0.2","5152064","","jump3time","0","0.2","1","3"
"64052","0","0.1","","5152064","","","0","","","93"
"64053","idle_normal","107811","0.2","5152064","","jump3time","0","0.2","1","3"
"64054","idle_normal","110311","0.2","5152064","","jump3time","0","0.2","1","3"
"64055","wish_idle","102111","0.2","5152064","","jump3time","0","0.2","1","3"
"64056","0","0.1","","5152064","","","0","","","93"
"64057","doya_idle","122811","0.2","5152064","","jump3time","0","0.2","1","3"
"64058","idle_normal","122711","0.2","5152064","","jump3time","0","0.2","1","3"
"64059","","2.1","","5152064","","0","","","","93"
"64060","","se_10058300","","5152064","","se_10058300_isekai_breath","0","","","23"
"64061","","1.7","","5152064","","0","","","","93"
"64062","0","64044","","5152064","","","0","","","91"
"64063","0.5","bgm_MC173B","1","5152064","","bgm_MC173B","0.5","0","0","27"
"64064","","2","","5152064","","out","","","","37"
"64065","0","vo_rag","","5152064","","vo_rag_3004","0","","","21"
"64066","1","102611","","5152064","0","…ふぅ、ちょっと休憩しよっか","10","0","1","11"
"64067","0","0","","5152064","","","0","","","91"
"64068","","107811","","5152064","","talk_normal_shy","1","0.2","","3"
"64069","0","vo_rag","","5152064","","vo_rag_3005","0","","","21"
"64070","1","107811","","5152064","0","いくら何でも早すぎるでしょ！？","10","0","1","11"
"64071","0","0","","5152064","","","0","","","91"
"64072","","107811","","5152064","","idle_normal_shy","1","0.2","","3"
"64073","","se_10058300_isekai_breath","","5152064","","0.3","","","","24"
"64074","","11","","5152064","","empty","1","0.2","","3"
"64075","","102611","","5152064","","talk_normal_joy","1","0.2","","3"
"64076","0","vo_rag","","5152064","","vo_rag_3006","0","","","21"
"64077","1","102611","","5152064","0","じゃあ次は横になって深呼吸～","10","0","1","11"
"64078","0","0","","5152064","","","0","","","91"
"64079","gutara_sleepy_idle","102611","0","5152064","","idle_to_layLongHair","0","0.2","1","3"
"64080","0","0.2","","5152064","","","0","","","93"
"64081","gutara_breathLongHair_idle","131911","0","5152064","","idle_to_layLongHair","0","0.2","1","3"
"64082","gutara_breathShortHair_idle","122911","0","5152064","","idle_to_layShortHair","0","0.2","1","3"
"64083","gutara_breathShortHair_idle","102311","0","5152064","","idle_to_layShortHair","0","0.2","1","3"
"64084","0","0.2","","5152064","","","0","","","93"
"64085","gutara_breathLongHair_idle","110311","0","5152064","","idle_to_layLongHair","0","0.2","1","3"
"64086","gutara_breathShortHair_idle","122711","0","5152064","","idle_to_layShortHair","0","0.2","1","3"
"64087","gutara_breathLongHair_idle","107811","0","5152064","","idle_to_layLongHair","0","0.2","1","3"
"64088","0","0.1","","5152064","","","0","","","93"
"64089","gutara_breathShortHair_idle","102111","0","5152064","","idle_to_layShortHair","0","0.2","1","3"
"64090","gutara_breathShortHair_idle","122811","0","5152064","","idle_to_layShortHair","0","0.2","1","3"
"64091","1","0","","5152064","","105","1","12","2.8","121"
"64092","0","2","","5152064","","","0","","","93"
"64093","0","102611","-120","5152064","","12","1.5","50","0","12"
"64094","0","1.5","","5152064","","","0","","","93"
"64095","gutara_sleep2_idle","102611","0","5152064","","gutara_sleep2_in","0","0.2","1","3"
"64096","0","1.5","","5152064","","","0","","","93"
"64097","","13","","5152064","","1","","","","32"
"64098","0","vo_rag","","5152064","","vo_rag_3007","0","","","21"
"64099","1","102611","-100","5152064","0","すぅ…むにゃむにゃ…","10","15","1","11"
"64100","0","0","","5152064","","","0","","","91"
"64101","","se_10058300","","5152064","","se_10058300_gutara_sleep","0","","","23"
"64102","","11","","5152064","","0","","","","4"
"64103","0","11","","5152064","","460","-310","","0","2"
"64104","","11","","5152064","","gutara_sleep","0","","","3"
"64105","gutara_sleep1_idle","107811","0","5152064","","gutara_surprise","0","0.2","1","3"
"64106","0","vo_rag","","5152064","","vo_rag_3008","0","","","21"
"64107","1","107811","-40","5152064","1.5","ウソでしょ？　寝てる！？\nやだ、あたしまで眠くなってきた…","10","-15","0","11"
"64108","","6.8","","5152064","","0","","","","93"
"64109","","0.5","","5152064","","0","","","","93"
"64110","","se_10058300","","5152064","","se_10058300_gutara_sleep","0","","","23"
"64111","","62","","5152064","","gutara_sleep2","0","","","3"
"64112","0","64107","","5152064","","","0","","","91"
"64113","gutara_sleep1_idle","122911","0","5152064","","gutara_sleep1ShortHair_in","0","0.2","1","3"
"64114","0","0.2","","5152064","","","0","","","93"
"64115","gutara_sleep1_idle","102311","0","5152064","","gutara_sleep1ShortHair_in","0","0.2","1","3"
"64116","0","0.2","","5152064","","","0","","","93"
"64117","gutara_sleep1_idle","122811","0","5152064","","gutara_sleep1ShortHair_in","0","0.2","1","3"
"64118","0","1.5","","5152064","","","0","","","93"
"64119","gutara_sleep1_idle","110311","0","5152064","","gutara_sleepy_in","0","0.2","1","3"
"64120","0","vo_rag","","5152064","","vo_rag_3009","0","","","21"
"64121","1","110311","-110","5152064","1.5","今日は朝が早かったから…\nあたしも…ふあ……","10","-40","0","11"
"64122","","7.4","","5152064","","0","","","","93"
"64123","","se_10058300","","5152064","","se_10058300_gutara_sleep","0","","","23"
"64124","","64","","5152064","","gutara_sleep","0","","","3"
"64125","0","64121","","5152064","","","0","","","91"
"64126","gutara_sleep1_idle","102111","0","5152064","","gutara_sleep1ShortHair_in","0","0.2","1","3"
"64127","0","0.2","","5152064","","","0","","","93"
"64128","gutara_sleep1_idle","122711","0","5152064","","gutara_sleep1ShortHair_in","0","0.2","1","3"
"64129","0","4","","5152064","","","0","","","93"
"64130","gutara_notice_talk_shy","131911","0","5152064","","gutara_notice_in","0","0.2","1","3"
"64131","0","vo_rag","","5152064","","vo_rag_3010","0","","","21"
"64132","1","131911","-50","5152064","0","え、みんな寝ちゃったの！？\nびっくり仰天だわ\nみんなを起こさないと…","10","-15","1","11"
"64133","0","0","","5152064","","","0","","","91"
"64134","gutara_notice_talk_dead","131911","0","5152064","","gutara_notice_to_notice","0","0.2","1","3"
"64135","0","vo_rag","","5152064","","vo_rag_3011","0","","","21"
"64136","1","131911","-50","5152064","0","ふわぁ……\nあれ、どうしてかしら、\n私まで急に眠く…すぅ","10","-15","1","11"
"64137","0","0","","5152064","","","0","","","91"
"64138","gutara_sleep1_idle","131911","0","5152064","","gutara_notice_out","0","0.2","1","3"
"64139","0","0.5","","5152064","","","0","","","93"
"64140","","se_10058300","","5152064","","se_10058300_gutara_sleep","0","","","23"
"64141","","61","","5152064","","gutara_sleep","0","","","3"
"64142","0","1.3","","5152064","","","0","","","93"
"64143","","se_10058300","","5152064","","se_10058300_gutara_sleep","0","","","23"
"64144","0","64","","5152064","","-205","-305","","0","2"
"64145","","64","","5152064","","gutara_sleep2","0","","","3"
"64146","0","1.3","","5152064","","","0","","","93"
"64147","","se_10058300","","5152064","","se_10058300_gutara_sleep","0","","","23"
"64148","0","62","","5152064","","-300","-190","","0","2"
"64149","","62","","5152064","","gutara_sleep","0","","","3"
"64150","0","2","","5152064","","","0","","","93"
"64151","","0.5","","5152064","","0","","","","93"
"64152","","64153","","5152064","","","","","","101"
"64153","","bgm_MC173B","","5152064","","bgm_MC173B","","","","25"
"64154","","0","","5152064","","0","","","","22"
"65001","335","1","1","5152065","idle_normal","127111","109","1.55","-280","1"
"65002","-252","1","0","5152065","wish_idle_normal","132111","105","1.5","-179","1"
"65003","-74","4","0","5152065","doya_idle","4","104","1.5","-163","5"
"65004","29","1","0","5152065","idle_normal","131911","107","1.55","-264","1"
"65005","-346","1","0","5152065","wish_idle_normal","126911","109","1.55","-304","1"
"65006","-150","1","0","5152065","idle_normal","113111","108","1.55","-285","1"
"65007","1000","6","1","5152065","ghost_dokuro_idle","6","110","1.5","-280","5"
"65008","1","6","0","5152065","","1","1","0","0","6"
"65009","-507","7","0","5152065","idle_normal","7","106","1.5","-178","5"
"65010","1","7","0","5152065","","1","1","0","0","6"
"65011","","127111","","5152065","","209","","","","13"
"65012","","132111","","5152065","","205","","","","13"
"65013","","4","","5152065","","204","","","","13"
"65014","","131911","","5152065","","207","","","","13"
"65015","","126911","","5152065","","209","","","","13"
"65016","","113111","","5152065","","208","","","","13"
"65017","0","1","","5152065","","1","0","1","1.03","31"
"65018","-178","14","","5152065","","14","-507","0","1","31"
"65019","0","16","","5152065","","16","0","0","1.03","31"
"65020","0","2","","5152065","","2","0","0","1","31"
"65021","0","3","","5152065","","3","0","1","1","31"
"65022","-130","15","","5152065","","15","1000","0","1","31"
"65023","","0","","5152065","","0","","","","91"
"65024","","3","","5152065","","telop_5","","","","37"
"65025","","0","","5152065","","0","0","","","102"
"65026","","1","","5152065","","0","","","","93"
"65027","","127111","","5152065","","talk_normal","1","0.2","","3"
"65028","0","vo_rag","","5152065","","vo_rag_4001","0","","","21"
"65029","1","127111","0","5152065","0","本日の体操のお手本を\n務めさせていただくシノブです","10","0","1","11"
"65030","0","0","","5152065","","","0","","","91"
"65031","","127111","","5152065","","talk_normal","1","0.2","","3"
"65032","0","vo_rag","","5152065","","vo_rag_4002","0","","","21"
"65033","1","127111","0","5152065","0","そちらのあなたも一緒にどうぞ\nそれでは始めましょう。いちに、いち…","10","0","1","11"
"65034","0","0","","5152065","","","0","","","91"
"65035","","2","","5152065","","1","","","","32"
"65036","","bgm_MC175C","","5152065","","bgm_MC175C","","","","25"
"65037","","0.5","","5152065","","0","","","","93"
"65038","","127111","","5152065","","radio_stretch1_loop","1","0.3","","3"
"65039","","0.1","","5152065","","0","","","","93"
"65040","","132111","","5152065","","radio_stretch1_loop","1","0.2","","3"
"65041","","4","","5152065","","radio_stretch1_loop","1","0.2","","3"
"65042","","131911","","5152065","","radio_stretch1_loop","1","0.2","","3"
"65043","","126911","","5152065","","radio_stretch1_loop","1","0.2","","3"
"65044","","113111","","5152065","","radio_stretch1_loop","1","0.2","","3"
"65045","","7","","5152065","","radio_stretch1_loop","1","0.2","","3"
"65046","","1","","5152065","","0","","","","93"
"65047","","16","","5152065","","1","","","","32"
"65048","","14","","5152065","","1","","","","32"
"65049","","0.7","","5152065","","0","","","","93"
"65050","1","65","","5152065","","0","1","12","2.8","121"
"65051","","1","","5152065","","0","","","","93"
"65052","1","7","0","5152065","","1","1","1","1","6"
"65053","","2.2","","5152065","","0","","","","93"
"65054","sad_talkR","131911","0","5152065","","ghost_stretch1_turn","0","0.2","1","3"
"65055","0","vo_rag","","5152065","","vo_rag_4003","0","","","21"
"65056","1","131911","50","5152065","0.5","ええと、そっちには誰も…\nきゃあっ！","10","0","0","11"
"65057","","2.5","","5152065","","0","","","","93"
"65058","shock_loopR","131911","0","5152065","","shock_inR","0","0.2","1","3"
"65059","","2.1","","5152065","","0","","","","93"
"65060","0","65056","","5152065","","","0","","","91"
"65061","","131911","","5152065","","ghost_stretch2_turn","0","0.2","","3"
"65062","","0.4","","5152065","","0","","","","93"
"65063","","127111","","5152065","","radio_stretch2R_loop","1","0.2","","3"
"65064","","0.1","","5152065","","0","","","","93"
"65065","","132111","","5152065","","radio_stretch2_loop","1","0.2","","3"
"65066","","4","","5152065","","radio_stretch2_loop","1","0.2","","3"
"65067","","131911","","5152065","","radio_stretch2_loop_faceBlue","1","0.2","","3"
"65068","","126911","","5152065","","radio_stretch2_loop","1","0.2","","3"
"65069","","113111","","5152065","","radio_stretch2_loop_faceBlue","1","0.2","","3"
"65070","","7","","5152065","","radio_stretch2_loop","1","0.2","","3"
"65071","0","vo_rag","","5152065","","vo_rag_4004","0","","","21"
"65072","1","113111","50","5152065","0.5","お、おいおい、勘弁しとくれよ…","10","0","0","11"
"65073","","6.6","","5152065","","0","","","","93"
"65074","0","vo_rag","","5152065","","vo_rag_4005","0","","","21"
"65075","1","127111","0","5152065","0.5","はい、その調子です","10","0","0","11"
"65076","","3.4","","5152065","","0","","","","93"
"65077","","14","","5152065","","spread","","","","37"
"65078","","0.3","","5152065","","0","","","","93"
"65079","","127111","","5152065","","radio_stretch1_loop_surprise1","1","0.2","","3"
"65080","","0.1","","5152065","","0","","","","93"
"65081","","132111","","5152065","","radio_stretch1_loop_faceBlue","1","0.2","","3"
"65082","","4","","5152065","","radio_stretch1_loop","1","0.2","","3"
"65083","","131911","","5152065","","radio_stretch1_loop_faceBlue","1","0.2","","3"
"65084","","126911","","5152065","","radio_stretch1_loop","1","0.2","","3"
"65085","","113111","","5152065","","radio_stretch1_loop_faceBlue","1","0.2","","3"
"65086","","7","","5152065","","radio_stretch1_loop","1","0.2","","3"
"65087","","se_10058300","","5152065","","se_10058300_ghost_cold","0","","","23"
"65088","","1","","5152065","","0","","","","93"
"65089","0","vo_rag","","5152065","","vo_rag_4006","0","","","21"
"65090","1","132111","0","5152065","0.5","ひゃっ！　ね、姉様…","10","0","0","11"
"65091","","4.6","","5152065","","0","","","","93"
"65092","0","vo_rag","","5152065","","vo_rag_4007","0","","","21"
"65093","1","127111","0","5152065","0.5","にーにっ、さんし…","10","0","0","11"
"65094","","3.7","","5152065","","0","","","","93"
"65095","","1.1","","5152065","","0","","","","93"
"65096","0","0","","5152065","","","0","","","91"
"65097","","127111","","5152065","","radio_stretch2R_loop","1","0.2","","3"
"65098","","0.1","","5152065","","0","","","","93"
"65099","","132111","","5152065","","radio_stretch2_loop_faceBlue","1","0.2","","3"
"65100","","4","","5152065","","radio_stretch2_loop","1","0.2","","3"
"65101","","131911","","5152065","","radio_stretch2_loop_faceBlue","1","0.2","","3"
"65102","","126911","","5152065","","radio_stretch2_loop","1","0.2","","3"
"65103","","113111","","5152065","","radio_stretch2_loop_faceBlue","1","0.2","","3"
"65104","","7","","5152065","","radio_stretch2_loop","1","0.2","","3"
"65105","0","vo_rag","","5152065","","vo_rag_4008","0","","","21"
"65106","1","4","0","5152065","0.5","風よ\n風の仕業に決まってるわ\nタイソーに集中なさい、レム","10","0","0","11"
"65107","","5.1","","5152065","","0","","","","93"
"65108","","0","","5152065","","0","","","","93"
"65109","","15","","5152065","","1","","","","32"
"65110","0.8","15","","5152065","","197","-130","","11","33"
"65111","0.8","6","","5152065","","197","-280","","11","2"
"65112","","se_10058300","","5152065","","se_10058300_ghost_soul","0","","","23"
"65113","","0.5","","5152065","","0","","","","93"
"65114","escape","131911","0","5152065","","shock_jump","0","0.2","1","3"
"65115","escape","113111","0","5152065","","shock_jump","0","0.2","1","3"
"65116","0","vo_rag","","5152065","","vo_rag_4010","0","","","21"
"65117","0","131911","80","5152065","0.8","きゃああぁー！","20","20","0","11"
"65118","0","vo_rag","","5152065","","vo_rag_4011","1","","","21"
"65119","0","113111","80","5152065","0","ひ、ひいいいぃー！？","20","-20","0","11"
"65120","","0.3","","5152065","","0","","","","93"
"65121","","6","","5152065","","0","","","","4"
"65122","","0.7","","5152065","","0","","","","93"
"65123","2","131911","","5152065","","-1050","-264","","0","2"
"65124","2","113111","","5152065","","-1229","-285","","0","2"
"65125","","2","","5152065","","out","","","","37"
"65126","","16","","5152065","","out","","","","37"
"65127","","14","","5152065","","out","","","","37"
"65128","0.5","bgm_MC173B","1","5152065","","bgm_MC173B","0.5","0","0","27"
"65129","","7","","5152065","","idle_normal","1","0.2","","3"
"65130","1","7","0","5152065","","1","1","1.2","0","6"
"65131","","127111","","5152065","","sad_idle_normal","1","0.2","","3"
"65132","","0.1","","5152065","","0","","","","93"
"65133","","132111","","5152065","","idle_normal_surprise1","1","0.2","","3"
"65134","","4","","5152065","","idle_normal_surprise1","1","0.2","","3"
"65135","","126911","","5152065","","idle_normal","1","0.2","","3"
"65136","","0.1","","5152065","","0","","","","93"
"65137","1","6","0","5152065","","1","1","1","1","6"
"65138","","2","","5152065","","0","","","","93"
"65139","0","vo_rag","","5152065","","vo_rag_4009","0","","","21"
"65140","1","6","20","5152065","0","おーい、シノブ…\n捜したんだぞ","10","0","1","11"
"65141","","0","","5152065","","","","","","91"
"65142","","127111","","5152065","","sad_talk_talk2","1","0.2","","3"
"65143","ghost_dokuro_idleR","6","0","5152065","","ghost_dokuro_turn","0","0.2","1","3"
"65144","0","vo_rag","","5152065","","vo_rag_4012","0","","","21"
"65145","1","127111","0","5152065","0","さあ、気を取り直して\n体操を続けましょう","10","0","1","11"
"65146","0","65145","","5152065","","","0","","","91"
"65147","","127111","","5152065","","radio_stretch1_loop_surprise1","1","0.2","","3"
"65148","","0.1","","5152065","","0","","","","93"
"65149","","132111","","5152065","","radio_stretch1_loop","1","0.2","","3"
"65150","","4","","5152065","","radio_stretch1_loop","1","0.2","","3"
"65151","","126911","","5152065","","radio_stretch1_loop","1","0.2","","3"
"65152","","2.5","","5152065","","0","","","","93"
"65153","","0.5","","5152065","","0","","","","93"
"65154","","65155","","5152065","","","","","","101"
"65155","","bgm_MC173B","","5152065","","bgm_MC173B","","","","25"
"65156","","0","","5152065","","0","","","","22"
"65157","","1","","5152065","","0","","","","22"
"66001","-151","1","0","5152066","idle_normal","131911","108","1.55","-259","1"
"66002","-460","1","0","5152066","wish_idle_normal","132111","110","1.55","-295","1"
"66003","-305","4","0","5152066","doya_idle","4","109","1.55","-277","5"
"66004","89","1","1","5152066","idle_normal","107511","105","1.55","-258","1"
"66005","407","1","1","5152066","wish_idle_normal","107611","107","1.55","-297","1"
"66006","245","1","1","5152066","cool_idle","107811","106","1.55","-278","1"
"66007","329","1","1","5152066","wish_idle_normal","126911","103","1.45","-142","1"
"66008","479","1","1","5152066","idle_normal","110311","104","1.45","-158","1"
"66009","178","1","1","5152066","sad_idle_normal","113511","102","1.45","-132","1"
"66010","-151","5","0","5152066","empty","5","107","1.55","-259","5"
"66011","15","2","0","5152066","empty","2","210","0.75","120","5"
"66012","","131911","","5152066","","208","","","","13"
"66013","","132111","","5152066","","210","","","","13"
"66014","","4","","5152066","","209","","","","13"
"66015","","107511","","5152066","","205","","","","13"
"66016","","107611","","5152066","","207","","","","13"
"66017","","107811","","5152066","","206","","","","13"
"66018","","126911","","5152066","","203","","","","13"
"66019","","110311","","5152066","","204","","","","13"
"66020","","113511","","5152066","","202","","","","13"
"66021","0","1","","5152066","","1","0","1","1","31"
"66022","0","4","","5152066","","4","0","0","1","31"
"66023","0","2","","5152066","","2","0","0","1","31"
"66024","0","3","","5152066","","3","0","1","1","31"
"66025","0","17","","5152066","","17","0","0","1","31"
"66026","","0","","5152066","","0","","","","91"
"66027","","3","","5152066","","telop_6","","","","37"
"66028","","0","","5152066","","0","0","","","102"
"66029","","1","","5152066","","0","","","","93"
"66030","","131911","","5152066","","talk_normal_joy","1","0.2","","3"
"66031","0","vo_rag","","5152066","","vo_rag_1001","0","","","21"
"66032","1","131911","5","5152066","0","それじゃあみんな、\nラジーオタイソーをはじめるわ！","10","-10","1","11"
"66033","0","66032","","5152066","","","0","","","91"
"66034","","131911","","5152066","","idle_normal_joy","1","0.2","","3"
"66035","gutsB_idle","132111","0","5152066","","gutsB_in","0","0.2","1","3"
"66036","cool_talk_talk2","4","0","5152066","","cool_in_talk2","0","0.2","1","3"
"66037","handsup_loop","107511","0","5152066","","handsup_in","0","0.2","1","3"
"66038","","107611","","5152066","","wish_talk","1","0.2","","3"
"66039","","126911","","5152066","","wish2_idle","1","0.2","","3"
"66040","","110311","","5152066","","joy_idle","1","0.2","","3"
"66041","doya_idle_normal2","107811","0","5152066","","doya_in","0","0.2","1","3"
"66042","","113511","","5152066","","wish_talk_joy_shy","1","0.2","","3"
"66043","0","2.5","","5152066","","","0","","","93"
"66044","","bgm_MC175A","","5152066","","bgm_MC175A","","","","25"
"66045","","2","","5152066","","1","","","","32"
"66046","","132111","","5152066","","wish_idle_normal","1","0.2","","3"
"66047","","4","","5152066","","doya_idle","1","0.2","","3"
"66048","","107511","","5152066","","idle_normal","1","0.2","","3"
"66049","","107611","","5152066","","wish_idle_normal","1","0.2","","3"
"66050","","126911","","5152066","","cool_idle","1","0.2","","3"
"66051","","110311","","5152066","","wish_idle_normal","1","0.2","","3"
"66052","","107811","","5152066","","idle_normal","1","0.2","","3"
"66053","","113511","","5152066","","sad_idle_normal","1","0.2","","3"
"66054","0","vo_rag","","5152066","","vo_rag_1002","0","","","21"
"66055","1","131911","5","5152066","0.5","まずはぴょんぴょん跳ねて\n全身をほぐしていきます","10","-10","0","11"
"66056","","0.5","","5152066","","0","","","","93"
"66057","","131911","","5152066","","radio_jump_loop_normal2","1","0.2","","3"
"66058","0","1.6","","5152066","","","0","","","93"
"66059","","132111","","5152066","","radio_jump_loop","1","0.2","","3"
"66060","","4","","5152066","","radio_jump_loop_talk2","1","0.2","","3"
"66061","0","0.1","","5152066","","","0","","","93"
"66062","","107511","","5152066","","radio_jump_loop","1","0.2","","3"
"66063","","107611","","5152066","","radio_jump_loop","1","0.2","","3"
"66064","","126911","","5152066","","radio_jump_loop","1","0.2","","3"
"66065","","110311","","5152066","","radio_jump_loop","1","0.2","","3"
"66066","","107811","","5152066","","radio_jump_loop","1","0.2","","3"
"66067","","113511","","5152066","","radio_jump_loop","1","0.2","","3"
"66068","","3","","5152066","","0","","","","93"
"66069","0","66055","","5152066","","","0","","","91"
"66070","0","vo_rag","","5152066","","vo_rag_1003","0","","","21"
"66071","1","4","5","5152066","0.5","ただ跳ねるだけでも\n案外疲れるものね","10","-10","0","11"
"66072","","3.2","","5152066","","0","","","","93"
"66073","0","66071","","5152066","","","0","","","91"
"66074","","1.5","","5152066","","0","","","","93"
"66075","","131911","","5152066","","idle_normal","1","0.3","","3"
"66076","","132111","","5152066","","wish_talk","1","0.3","","3"
"66077","","4","","5152066","","cool_idle","1","0.3","","3"
"66078","","0.1","","5152066","","0","","","","93"
"66079","","107511","","5152066","","idle_normal","1","0.3","","3"
"66080","","107611","","5152066","","wish_idle","1","0.3","","3"
"66081","","126911","","5152066","","wish_idle_normal","1","0.3","","3"
"66082","","110311","","5152066","","idle_normal","1","0.3","","3"
