ec5c511858cbd1030c4e078054bf60de49f142e140630410106249f5286166b8,4959479cc82caae206f34201353f3afb911784e22eec6a7a1844c0c5bedb5f89,0c37757a753e568b3d31b905f10e36f7e9aa366bbe1483cfdb84fd92deef39e3,5b24d28ac7651251cf5949a119b1beff661cf08caaaa5ccf4e5603191cef05d5,6fc0403b4b111fcba768ee013dbf296811af80bbd6a0619e586bb2d408b099f4,18201c3420d4749b019b3ef32f6013a902cd496c793374c58d87697ea7237359,477c600019006d29037bd04a138f4cd3cd6ce48ca23dfb36b2e4fe84f9a6760f,a4b3bb0198f8bd335d8f5ca238dad1cd95fb838e0d932cc2181bd63796b72dff
"35.デクスティア\n　　　　　岩崖・東壁","13035","2015/12/17 15:00:00","bgm_M374","35.デクスティア岩崖・東壁","2030/12/17 14:59:59","bgm_M374","102"
"63.アパレーユ\n　　　　　街道・西側","13063","2015/12/17 15:00:00","bgm_MC001","63.アパレーユ街道・西側","2030/12/17 14:59:59","bgm_MC001","103"
"64.アパレーユ\n　　　　　街道・東側","13064","2015/12/17 15:00:00","bgm_MC001","64.アパレーユ街道・東側","2030/12/17 14:59:59","bgm_MC001","103"
"65.キャッスル・オブ・パルフェ\n　　　　　　城下町","13065","2015/12/17 15:00:00","bgm_MC001","65.キャッスル・オブ・パルフェ　城下町","2030/12/17 14:59:59","bgm_MC001","103"
"67.渦炎密林","13067","2015/12/17 15:00:00","bgm_MC079","67.渦炎密林","2030/12/17 14:59:59","bgm_MC079","104"
"68.思索樹海","13068","2015/12/17 15:00:00","bgm_MC079","68.思索樹海","2030/12/17 14:59:59","bgm_MC079","104"
"聖跡調査クエスト","18001","2015/12/17 15:00:00","","聖跡調査クエスト","2030/12/17 14:59:59","","0"
"神殿調査クエスト","19001","2015/12/17 15:00:00","","神殿調査クエスト","2030/12/17 14:59:00","","0"
"マナクエスト","21001","2015/12/17 15:00:00","","マナクエスト","2030/12/17 14:59:59","","0"
"経験値クエスト","21002","2015/12/17 15:00:00","","経験値クエスト","2030/12/17 14:59:59","","0"
