9c3ab16df7a1bd95ea8ad19a46349066854d1a6cc72d6b38cf2439030196d6d6,182c4c7bd6a5ea420aa3ad37232bea929b535e94f62a295d7f9cd94bfb3374bf,a74c88d412046016d4aa426757e80a5b547e3b4316ca08b3d85a4db40547f27d,6197d73e48c5efb283a803302a52bbd8541bca4405cc3ec35581974ce1346e9a,7b18f699991e2c68fe19af693ed5c8c1b6712acd63075bf2546dad3998e5da3b,82842308103ddbaaea9a892e8de900430a71d0747dfa33c26db33d7bdaaa06ad,e8f97a7941720e71369bc6876333faaae6a75f5fb92edac992c5859b4aea364c,4f05798d8fb8537f86de767590cf862c92330f701167ba0e7fd757c11d9bc727,319d9aa2e6076585e125d8bbf9cca378051bc62da1c6fa9a9a881e1fb9660898,962efc0c6909c5884d918d8191568b70542526e62f684cff7a4d95abe318dd8c,fa31626b699ce1f9d1a81dc85ff0664550f53732fcc95a42b923a3a34f25c0e1,b10b260f337f85893ca9fdeef61a49455c366fa2056a1bdd31d4b603ac568464,b6c1189d4f1229b8f47e9b5d8d2a30a319d0d561b3a33ff766031f6ea75f66d2
"1004","7","13100401","0","1","3","0","0","7","0","0","vo_minigame_1012_gamestart_111","鉄は熱いうちに打て、\n…ってね♪"
"1004","1","13100402","0","1","3","0","0","1","0","0","vo_minigame_1012_gamestart_112","よし、もっぺんやるわよ！"
"1005","9","13100501","0","1","3","0","0","9","0","0","vo_minigame_1012_gamestart_113","スズナもちゃんと勉強してるみたいね～"
"1005","3","13100502","0","1","3","0","0","3","0","0","vo_minigame_1012_gamestart_114","あんたがスズナの\n先生？　…ふーん"
"1101","1","13110101","0","1","3","0","0","1","0","0","vo_minigame_1012_start_100","問題！"
"1101","1","13110102","0","1","3","0","0","1","0","0","vo_minigame_1012_start_101","いくわよ！"
"1101","7","13110103","0","1","3","0","0","7","0","0","vo_minigame_1012_start_102","解けるかしら？"
"1102","2","13110201","0","1","3","0","0","2","0","0","vo_minigame_1012_start_103","次はいける！"
"1102","1","13110202","0","1","3","0","0","1","0","0","vo_minigame_1012_start_104","諦めないで！"
"1102","1","13110203","0","1","3","0","0","1","0","0","vo_minigame_1012_start_105","取り返すのよ！"
"1103","1","13110301","4","1","3","0","0","1","0","2","vo_minigame_1012_start_106","さあ次よ！"
"1103","1","13110302","4","1","3","0","0","1","0","2","vo_minigame_1012_start_107","落ち着いてね！"
"1103","7","13110303","4","1","3","0","0","7","0","2","vo_minigame_1012_start_108","これは解ける？"
"1103","2","13110304","7","1","3","0","0","2","0","5","vo_minigame_1012_start_109","まだ気を抜かないで！"
"1103","1","13110305","7","1","3","0","0","1","0","5","vo_minigame_1012_start_110","ほら、次いくわよ！"
"1103","8","13110306","7","1","3","0","0","8","0","5","vo_minigame_1012_start_111","まだまだ続くわよ！"
"1103","2","13110307","10","1","3","0","0","2","0","8","vo_minigame_1012_start_112","最後まで集中よ！"
"1103","8","13110308","10","1","1","0","0","8","0","8","vo_minigame_1012_start_113","ラストスパート！"
"1103","1","13110309","10","1","1","0","0","1","0","8","vo_minigame_1012_start_114","走り切って！"
"1104","2","13110401","2","1","3","0","0","2","0","2","vo_minigame_1012_start_115","適当に選ぶんじゃないわよ！"
"1104","7","13110402","2","1","3","0","0","7","0","2","vo_minigame_1012_start_116","正解はどれでしょう？"
"1104","1","13110403","2","1","3","0","0","1","0","2","vo_minigame_1012_start_117","正解は一つよ！"
"1104","3","13110404","1","1","3","0","0","3","0","1","vo_minigame_1012_start_118","どっちかしら？"
"1104","2","13110405","1","1","3","0","0","2","0","1","vo_minigame_1012_start_119","迷った時は運任せよ！"
"1104","5","13110406","1","1","3","0","0","5","0","1","vo_minigame_1012_start_120","〇？　それとも×？"
"1104","1","13110407","3","1","3","0","0","1","0","3","vo_minigame_1012_start_121","いくつか選びなさい"
"1104","0","13110408","3","1","3","0","0","0","0","3","vo_minigame_1012_start_122","答えは複数あるわ！"
"1104","3","13110409","3","1","3","0","0","3","0","3","vo_minigame_1012_start_123","いくつ正解があるのかしら？"
"1105","1","13110501","0","1","3","0","0","1","0","0","vo_minigame_1012_start_127","これはできてたわね"
"1105","10","13110502","0","1","3","0","0","10","0","0","vo_minigame_1012_start_128","見覚えのある問題ね"
"1105","8","13110503","0","1","3","0","0","8","0","0","vo_minigame_1012_start_129","前に正解してるわ"
"1106","3","13110601","0","1","3","0","0","3","0","0","vo_minigame_1012_start_124","これは解ける？"
"1106","3","13110602","0","1","3","0","0","3","0","0","vo_minigame_1012_start_125","これまだ正解してないわ"
"1106","1","13110603","0","1","3","0","0","1","0","0","vo_minigame_1012_start_126","目指せ初正解！"
"1107","8","13110701","0","1","3","0","0","8","0","0","vo_minigame_1012_start_130","ここまでパーフェクトよ！"
"1107","7","13110702","0","1","3","0","0","7","0","0","vo_minigame_1012_start_131","最後ビシッと決めちゃえ！"
"1108","3","13110801","0","1","3","0","0","3","0","0","vo_minigame_1012_start_132","次間違えたら…"
"1108","2","13110802","0","1","3","0","0","2","0","0","vo_minigame_1012_start_133","最後くらい正解しなさい！"
"1201","1","13120101","0","1","3","0","0","1","0","0","vo_minigame_1012_correct_100","正解よ！"
"1201","7","13120102","0","1","3","0","0","7","0","0","vo_minigame_1012_correct_101","やるわね！"
"1201","8","13120103","0","1","3","0","0","8","0","0","vo_minigame_1012_correct_102","いいじゃない！"
"1201","1","13120104","0","1","3","0","0","1","0","0","vo_minigame_1012_correct_103","それよ！"
"1201","1","13120105","0","1","3","0","0","1","0","0","vo_minigame_1012_correct_104","できてるわ！"
"1201","8","13120106","0","1","3","0","0","8","0","0","vo_minigame_1012_correct_105","ナイス！"
"1201","7","13120107","0","1","3","0","0","7","0","0","vo_minigame_1012_correct_106","バッチリね！"
"1202","5","13120201","3000","1","3","0.01","8","5","0","0","vo_minigame_1012_correct_110","はやっ！"
"1202","5","13120202","3000","1","3","0","0","5","0","0","vo_minigame_1012_correct_111","すごっ！"
"1202","7","13120203","6000","1","3","0","0","7","0","3001","vo_minigame_1012_correct_112","いいテンポよ！"
"1202","1","13120204","6000","1","3","0","0","1","0","3001","vo_minigame_1012_correct_113","速いわね！"
"1202","8","13120205","6000","1","3","0","0","8","0","3001","vo_minigame_1012_correct_114","素晴らしい！"
"1202","1","13120206","-1","1","3","0","0","1","0","13333","vo_minigame_1012_correct_116","ちょっと迷った？"
"1203","5","13120301","0","1","3","0.01","8","5","0","0","vo_minigame_1012_correct_120","あんた天才！？"
"1204","1","13120401","0","1","3","0","0","1","0","0","vo_minigame_1012_correct_124","覚えてるわね！"
"1204","7","13120402","0","1","3","0","0","7","0","0","vo_minigame_1012_correct_126","完璧みたいね！"
"1205","8","13120501","0","1","3","0","0","8","0","0","vo_minigame_1012_correct_121","解けたわね！"
"1205","8","13120502","0","1","3","0","0","8","0","0","vo_minigame_1012_correct_122","それで正解よ！"
"1206","5","13120601","-1","1","3","0","0","5","0","3","vo_minigame_1012_correct_127","またまた正解！"
"1207","1","13120701","-1","1","3","0","0","1","0","3","vo_minigame_1012_correct_130","こっからよ！"
"1301","4","13130101","0","1","3","0","0","4","0","0","vo_minigame_1012_incorrect_100","不正解！"
"1301","2","13130102","0","1","3","0","0","2","0","0","vo_minigame_1012_incorrect_101","違う！"
"1301","3","13130103","0","1","3","0","0","3","0","0","vo_minigame_1012_incorrect_102","間違いね…！"
"1301","4","13130104","0","1","3","0","0","4","0","0","vo_minigame_1012_incorrect_103","やっちゃった…！"
"1301","4","13130105","0","1","3","0","0","4","0","0","vo_minigame_1012_incorrect_104","あちゃ…！"
"1301","3","13130106","0","1","3","0.01","6","3","0","0","vo_minigame_1012_incorrect_105","残念ね…！"
"1301","2","13130107","0","1","3","0","0","2","0","0","vo_minigame_1012_incorrect_106","次こそは！"
"1302","3","13130201","3000","1","3","0","0","3","0","0","vo_minigame_1012_incorrect_110","落ち着きなさい！？"
"1302","6","13130202","3000","1","3","0.01","8","6","0","0","vo_minigame_1012_incorrect_111","今のなに！？"
"1302","3","13130203","6000","1","3","0","0","3","0","3001","vo_minigame_1012_incorrect_112","焦んないで！"
"1302","2","13130204","6000","1","3","0","0","2","0","3001","vo_minigame_1012_incorrect_113","ゆっくりでいいの！"
"1302","2","13130205","6000","1","3","0","0","2","0","3001","vo_minigame_1012_incorrect_114","速さより正確さ！"
"1302","5","13130206","-1","1","3","0","0","5","0","20000","vo_minigame_1012_incorrect_115","考えすぎた？"
"1303","9","13130301","0","1","3","0","0","9","0","0","vo_minigame_1012_incorrect_120","これはしょうがないわ…"
"1304","3","13130401","0","1","3","0.01","6","3","0","0","vo_minigame_1012_incorrect_121","できてた問題よ？"
"1304","6","13130402","0","1","3","0.01","2","6","0","0","vo_minigame_1012_incorrect_122","ちゃんと復習した？"
"1305","1","13130501","0","1","3","0","0","1","0","0","vo_minigame_1012_incorrect_124","一部は合ってたわ！"
"1305","5","13130502","0","1","3","0","0","5","0","0","vo_minigame_1012_incorrect_125","んー、惜しいわね！"
"1401","3","13140101","0","1","3","0","0","3","0","0","vo_minigame_1012_hint_100","どう…？"
"1401","10","13140102","0","1","3","0","0","10","0","0","vo_minigame_1012_hint_101","解けそう？"
"1401","3","13140103","0","1","3","0.01","2","3","0","0","vo_minigame_1012_hint_102","うーん…"
"1401","1","13140104","0","1","3","0","0","1","0","0","vo_minigame_1012_hint_103","さあどれ？"
"1401","1","13140105","0","1","3","0","0","1","0","0","vo_minigame_1012_hint_104","考えて…"
"1401","6","13140106","0","1","3","0","0","6","0","0","vo_minigame_1012_hint_105","寝てる？"
"1401","2","13140107","0","1","3","0","0","2","0","0","vo_minigame_1012_hint_106","おーい"
"1401","2","13140108","0","1","3","0","0","2","0","0","vo_minigame_1012_hint_107","最悪運任せよ！"
"1401","2","13140109","0","1","3","0","0","2","0","0","vo_minigame_1012_hint_108","よそ見してんじゃないわよ！"
"1402","3","13140201","0","1","3","0.01","6","3","0","0","vo_minigame_1012_hint_110","難しいわね…"
"1402","3","13140202","0","1","3","0","0","3","0","0","vo_minigame_1012_hint_111","難問ね…"
"1402","9","13140203","0","1","3","0","0","9","0","0","vo_minigame_1012_hint_112","勘でいっちゃう…？"
"1501","7","13150101","20000","1","3","0.01","11","7","0","3001","vo_minigame_1012_hint_113","ヒントあげるわ！"
"1501","1","13150102","20000","1","3","0","0","1","0","3001","vo_minigame_1012_hint_114","これで分かる？"
"1501","7","13150103","20000","1","3","0.01","11","7","0","3001","vo_minigame_1012_hint_115","特別サービスよ！"
"1501","5","13150104","3000","1","3","0","0","5","0","0","vo_minigame_1012_hint_116","もう頼っちゃう？"
"1501","9","13150105","3000","1","3","0","0","9","0","0","vo_minigame_1012_hint_117","しょうがないわねー"
"1601","10","13160101","4","1","3","0.01","5","10","0","1","vo_minigame_1012_tap_100","なによ？"
"1601","10","13160102","4","1","3","0.01","5","10","0","1","vo_minigame_1012_tap_101","消しゴム貸してほしいの？"
"1601","4","13160103","9","1","3","0","0","4","0","5","vo_minigame_1012_tap_102","いやなんなのよ？"
"1601","6","13160104","9","1","3","0","0","6","0","5","vo_minigame_1012_tap_103","ゴミでもついてる？"
"1601","2","13160105","-1","1","3","0.01","1","2","0","10","vo_minigame_1012_tap_104","いい加減怒るわよ！"
"1601","2","13160106","-1","1","3","0.01","1","2","0","10","vo_minigame_1012_tap_105","何回触んのよ！！"
"2001","1","13200101","0","1","3","0","0","1","0","0","vo_minigame_1012_select_100","どの科目を勉強するか\n選びなさい！"
"2001","8","13200102","0","1","3","0","0","8","0","0","vo_minigame_1012_select_101","勉強熱心ね！\nさあ科目は何にする？"
"2001","8","13200103","0","1","3","3.03","7","4","0","0","vo_minigame_1012_select_102","勉強、勉強、楽しいな～♪\n…！　は、はやく選びなさい！"
"4001","1","13400101","0","1","3","0","0","1","0","0","vo_minigame_1012_archive_100","これまでに勉強した内容を\n振り返れるわよ\n間違えちゃった問題も\nここで復習できるわ！"
"1201","2","21120101","0","2","1","0.01","4","2","0","0","vo_minigame_1012_correct_207","やった、〇ゲット～♪"
"1201","2","21120102","0","2","1","0.01","4","2","0","0","vo_minigame_1012_correct_208","やったねヒデサイ♪"
"1201","3","21120103","0","2","1","0.01","4","3","0","0","vo_minigame_1012_correct_209","さっすがヒデサイ♪"
"1202","5","21120201","-1","2","1","0","0","5","0","13333","vo_minigame_1012_correct_215","解けたっ…！"
"1202","6","21120202","-1","2","1","0","0","6","0","13333","vo_minigame_1012_correct_217","お、正解？"
"1203","6","21120301","0","2","1","0","0","6","0","0","vo_minigame_1012_correct_218","すごーい！"
"1203","2","21120302","0","2","1","0.01","4","2","0","0","vo_minigame_1012_correct_219","はなまる～♪"
"1204","2","21120401","0","2","1","0","0","2","0","0","vo_minigame_1012_correct_225","覚えてた～"
"1205","4","21120501","0","2","1","0","0","4","0","0","vo_minigame_1012_correct_223","やっと解けたよ～！"
"1206","2","21120601","-1","2","1","0.01","4","2","0","3","vo_minigame_1012_correct_228","テンアゲ～♪"
"1207","3","21120701","-1","2","1","0","0","3","0","3","vo_minigame_1012_correct_231","逆転開始！"
"1301","9","21130101","0","2","1","0.01","6","9","0","0","vo_minigame_1012_incorrect_207","テンサゲ～"
"1301","4","21130102","0","2","1","0","0","4","0","0","vo_minigame_1012_incorrect_208","間違いなの？"
"1301","4","21130103","0","2","1","0","0","4","0","0","vo_minigame_1012_incorrect_209","違うんじゃないかな？"
"1302","4","21130201","-1","2","1","0","0","4","0","20000","vo_minigame_1012_incorrect_216","遅かった？"
"1302","8","21130202","-1","2","1","0","0","8","0","20000","vo_minigame_1012_incorrect_217","ぼーっとしちゃった…！"
"1303","4","21130301","0","2","1","0.01","6","4","0","0","vo_minigame_1012_incorrect_218","きびしーよー"
"1303","8","21130302","0","2","1","0","0","8","0","0","vo_minigame_1012_incorrect_219","おにムズだよね～"
"1304","6","21130401","0","2","1","0","0","6","0","0","vo_minigame_1012_incorrect_223","あれ、違った…？"
"1305","8","21130501","0","2","1","0","0","8","0","0","vo_minigame_1012_incorrect_226","あとちょいだったね…！"
"3001","6","21300101","10","2","1","3.32","0","0","1","10","vo_minigame_1012_result_2000","すご、全部〇じゃん…！\nこの調子で教えてくれたら\nうちも頭よくなりそー！"
"3001","6","21300102","10","2","1","6.5","3","2","1","10","vo_minigame_1012_result_2001","え、〇しかなかった…？\n満点ってほんとにあるんだ…\nヒデサイマジすごい…！"
"3001","3","21300103","10","2","1","3.1","5","6","1","10","vo_minigame_1012_result_2002","満点じゃん！　やりー！\nもしかしてヒデサイには\n簡単過ぎた感じ？"
"3001","3","21300104","10","2","1","2.06","11","2","2","10","vo_minigame_1012_result_2003","ビシッと決まったね！\nヒデサイ、ベンキョー\n教えてくれてありがとー♪"
"3001","3","21300105","10","2","1","4.45","0","7","2","10","vo_minigame_1012_result_2004","ムズい問題もぜーんぶ正解！\n激アツじゃん！\nヒデサイ、頭よすぎ～"
"3001","2","21300106","10","2","1","0.01","11","2","2","10","vo_minigame_1012_result_2005","きゃはっ、満点じゃん！\n一緒にベンキョーしてる\nうちまでいい気分！"
"3001","2","21300107","10","2","1","6.64","11","3","3","10","vo_minigame_1012_result_2006","ヒデサイ、満点パーフェクト！\nこれで、もーサイツヨだね！\nそれっ、ハイタッチ～！"
"3001","6","21300108","10","2","1","0","0","6","3","10","vo_minigame_1012_result_2007","カンペキ過ぎて\nまぶしぃんですけど！\n〇しかないってどゆこと！？"
"3001","6","21300109","10","2","1","5.76","0","7","3","10","vo_minigame_1012_result_2008","おにムズでも満点じゃん…！\nヒデサイセンセーマジすごい！\nこれからも頼りにしてるよ～"
"3001","6","21300110","9","2","1","0","0","6","1","7","vo_minigame_1012_result_2009","ヒデサイ、もしかして\nよゆーな感じ？\n正解しまくりじゃん！"
"3001","2","21300111","9","2","1","2.59","0","7","1","7","vo_minigame_1012_result_2010","〇いっぱいで、わろ～\nてかヒデサイ教えるのうまっ！\nめちゃわかりやすかったよ♪"
"3001","2","21300112","9","2","1","4.09","11","3","1","7","vo_minigame_1012_result_2011","これだけ〇あったら、\nめちゃ気持ちいいね♪\n次は満点取っちゃおー！"
"3001","2","21300113","9","2","1","2.47","0","3","2","7","vo_minigame_1012_result_2012","満点まで、もーすぐじゃん！\nさっすがヒデサイ！\nバイブス上がってきた～"
"3001","3","21300114","9","2","1","0.01","11","3","2","7","vo_minigame_1012_result_2013","きゃはっ、めちゃ解けてる～\nもー次は満点っしょ！\nテンアゲしてきたね♪"
"3001","2","21300115","9","2","1","0","0","2","2","7","vo_minigame_1012_result_2014","ヒデサイのおかげで\nうちもちょっちベンキョー\nわかってきたかも！"
"3001","6","21300116","9","2","1","3.45","0","2","3","7","vo_minigame_1012_result_2015","おにムズ問題も\n〇ばっかじゃん…！\nヒデサイ、マジ心強い！"
"3001","3","21300117","9","2","1","0","0","3","3","7","vo_minigame_1012_result_2016","ヒデサイセンセーに\n追いつけ追い越せ！\nうちもがんばる～！"
"3001","2","21300118","9","2","1","4","0","3","3","7","vo_minigame_1012_result_2017","おにムズ問題も\nあとちょいで満点じゃん！\nもーここまできたら\nやるしかないっしょ！"
"3001","6","21300119","6","2","1","0.92","0","0","1","4","vo_minigame_1012_result_2018","お！　あと半分だし\nうちも、もうちっと\nがんばってみるね！"
"3001","0","21300120","6","2","1","4.36","0","3","1","4","vo_minigame_1012_result_2019","まだイミフな問題あるけど\n悪くないよね？\nバイブス上がってきたし\n次もっとイケんじゃない？"
"3001","6","21300121","6","2","1","2.35","0","2","1","4","vo_minigame_1012_result_2020","だいたい半分ぐらい？\nじゃあ、こっからだね！\n集中、集中！"
"3001","0","21300122","6","2","1","2.13","0","2","2","4","vo_minigame_1012_result_2021","これで半分ぐらい？\nよしっ、とりま赤点回避！\nやりー！"
"3001","0","21300123","6","2","1","2.38","0","2","2","4","vo_minigame_1012_result_2022","あともう半分だね！\nフレッフレッ、ヒデサイ！\nうちもがんばる～！"
"3001","4","21300124","6","2","1","3.5","0","0","2","4","vo_minigame_1012_result_2023","う～ん、やっぱムズいね\nでも、半分ぐらい〇だし\nイケそーな気するね！"
"3001","0","21300125","6","2","1","2.25","0","6","3","4","vo_minigame_1012_result_2024","だいたい半分正解？\nとゆーことは\nあと半分で満点じゃん！"
"3001","3","21300126","6","2","1","2.14","0","6","3","4","vo_minigame_1012_result_2025","やるじゃんヒデサイ！\nえ？　もっと上目指すの？\nじゃあうちもがんばる！"
"3001","6","21300127","6","2","1","3.75","0","2","3","4","vo_minigame_1012_result_2026","おにムズだったのに\n半分解けてる…！？\nヒデサイいい感じ！"
"3001","4","21300128","3","2","1","2.53","5","10","1","1","vo_minigame_1012_result_2027","おにムズだったね～\n…え？　これって簡単なの？\nえへへ、うそだ～？"
"3001","4","21300129","3","2","1","0.01","9","4","1","1","vo_minigame_1012_result_2028","…ねーねー、ヒデサイ\nうちに合わせて\n悪い点取らなくていいんだよ？"
"3001","0","21300130","3","2","1","2.93","0","3","1","1","vo_minigame_1012_result_2029","ウォーミングアップは\nこんなところで…\nヒデサイ、次は\n本気出しちゃおうよ！"
"3001","0","21300131","3","2","1","4.26","4","3","2","1","vo_minigame_1012_result_2030","あ、ヒデサイ\nうちと点数おそろじゃん！\n一緒に赤点取っちゃおっか～♪"
"3001","10","21300132","3","2","1","0","0","10","2","1","vo_minigame_1012_result_2031","えーっと…\nもっかい教えてくれたら\n次はもうちょい\nイケる気するよっ！"
"3001","9","21300133","3","2","1","4.98","5","0","2","1","vo_minigame_1012_result_2032","うちもさっぱりだった～\nどこ間違えたんだろ…？\nもっかいベンキョーしてみる？"
"3001","4","21300134","3","2","1","0.01","9","4","3","1","vo_minigame_1012_result_2033","おにムズ過ぎてマジさっぱり…\nどーしよ…\nヒデサイ、助けて～"
"3001","4","21300135","3","2","1","0.01","6","4","3","1","vo_minigame_1012_result_2034","赤点って感じ？\nう～ん…せっかくだし\nうちと一緒にがんばろ！"
"3001","4","21300136","3","2","1","2.51","11","10","3","1","vo_minigame_1012_result_2035","やっぱムズいね…\nでも０点じゃないし\nオーライっしょ！"
"3001","0","21300137","0","2","1","2.54","0","6","1","0","vo_minigame_1012_result_2036","よし、結果は…\nって０ってマ！？\nヒデサイ、どーしちゃったの？"
"3001","2","21300138","0","2","1","4.08","5","10","1","0","vo_minigame_1012_result_2037","ヒデサイ\nわざと０点取ったっしょ？\n違うの？　ほんとに～？"
"3001","6","21300139","0","2","1","3.41","0","4","1","0","vo_minigame_1012_result_2038","ヒデサイ、０点だね…\nうちが代わりに\nベンキョー教えてあげよっか…？"
"3001","10","21300140","0","2","1","4.1","0","8","2","0","vo_minigame_1012_result_2039","んーっと…\nぜんぜんわかんなかった！\nでも、ベンキョーって\nいつもそーだよね！"
"3001","6","21300141","0","2","1","5.8","4","2","2","0","vo_minigame_1012_result_2040","これ、うちら習ったっけ？\nヒデサイも覚えてない感じ？\nじゃあ仕方ないっしょ！\n次いこ次！"
"3001","10","21300142","0","2","1","4.6","3","8","2","0","vo_minigame_1012_result_2041","ねねね、全部×って\nこれはこれでレアなんじゃ？\n喜んじゃダメ？"
"3001","10","21300143","0","2","1","6.04","0","2","3","0","vo_minigame_1012_result_2042","おにムズってのはわかった！\nこれも一歩前進…だよね？\n次がんばろーよ！"
"3001","9","21300144","0","2","1","1.92","4","3","3","0","vo_minigame_1012_result_2043","０点…！　でもでも\nうちらバイブスは満点じゃん♪\nヒデサイ、もっかいやろ！"
"3001","7","21300145","0","2","1","0","0","7","3","0","vo_minigame_1012_result_2044","ヒデサイと同じ点数\nちょっちうれしーかも？\n一緒に０からがんばろーね！"
"1201","2","22120101","0","2","2","0","0","2","0","0","vo_minigame_1012_correct_232","えへへ～"
"1201","6","22120102","0","2","2","0","0","6","0","0","vo_minigame_1012_correct_233","へぇ～"
"1201","3","22120103","0","2","2","0","0","3","0","0","vo_minigame_1012_correct_234","まる～♪"
"1202","2","22120201","3000","2","2","0","0","2","0","0","vo_minigame_1012_correct_235","びゅーん！"
"1202","2","22120202","3000","2","2","0","0","2","0","0","vo_minigame_1012_correct_236","やりー！"
"1202","3","22120203","6000","2","2","0","0","3","0","3001","vo_minigame_1012_correct_237","ナイス～"
"1202","6","22120204","-1","2","2","0","0","6","0","13333","vo_minigame_1012_correct_238","ギリギリ～！"
"1203","7","22120301","0","2","2","0","0","7","0","0","vo_minigame_1012_correct_239","どやぁ！"
"1204","3","22120401","0","2","2","0.01","4","3","0","0","vo_minigame_1012_correct_241","だよね♪"
"1205","6","22120501","0","2","2","0","0","6","0","0","vo_minigame_1012_correct_240","イケた！"
"1206","2","22120601","-1","2","2","0","0","2","0","3","vo_minigame_1012_correct_242","サイツヨ～"
"1207","5","22120701","-1","2","2","0","0","5","0","3","vo_minigame_1012_correct_243","負けないよ～"
"1301","4","22130101","0","2","2","0","0","4","0","0","vo_minigame_1012_incorrect_227","ダメ？"
"1301","4","22130102","0","2","2","0.01","6","4","0","0","vo_minigame_1012_incorrect_228","ガーンッ…！"
"1301","5","22130103","0","2","2","0","0","5","0","0","vo_minigame_1012_incorrect_229","むむっ…！"
"1302","6","22130202","3000","2","2","0","0","6","0","0","vo_minigame_1012_incorrect_231","ええ…！？"
"1302","4","22130203","6000","2","2","0","0","4","0","3001","vo_minigame_1012_incorrect_232","あちゃ～…"
"1302","4","22130204","-1","2","2","0","0","4","0","20000","vo_minigame_1012_incorrect_233","待ってよ～"
"1303","9","22130301","0","2","2","0","0","9","0","0","vo_minigame_1012_incorrect_234","おにムズ～"
"1304","10","22130401","0","2","2","0","0","10","0","0","vo_minigame_1012_incorrect_235","なんだっけ？"
"1305","5","22130501","0","2","2","0","0","5","0","0","vo_minigame_1012_incorrect_236","くやし～"
"1701","6","22170101","30000","2","2","0.01","3","6","0","20000","vo_minigame_1012_time_200","もー終わりそう！"
"1701","5","22170102","30000","2","2","0.01","9","5","0","20000","vo_minigame_1012_time_201","急がなきゃ…！"
"3001","2","22300101","-1","2","2","2.81","4","3","1","20","vo_minigame_1012_result_2045","〇多すぎてわろ～\nスラスラ解いてくし\nまじカッコよかったよ♪"
"3001","3","22300102","-1","2","2","2.31","11","2","1","20","vo_minigame_1012_result_2046","点数イケイケじゃん！　\nもしかして、ヒデサイには\n簡単過ぎた感じ？"
"3001","3","22300103","-1","2","2","0.01","11","3","1","20","vo_minigame_1012_result_2047","きゃはっ、もうバッチリだね♪\n他の問題も教えてほしーし\n次はムズいのいっちゃう？"
"3001","6","22300104","-1","2","2","4.33","11","7","2","20","vo_minigame_1012_result_2048","ムズい問題なのに\n〇でいっぱいじゃん…！\nさっすが、ヒデサイセンセー！"
"3001","6","22300105","-1","2","2","5.73","0","2","2","20","vo_minigame_1012_result_2049","一緒にベンキョー\nしてるだけなのに\nうちまで賢くなった気する…！\nマジありがとね"
"3001","6","22300106","-1","2","2","0.01","8","6","2","20","vo_minigame_1012_result_2050","これってムズい問題だよね？\nなんで簡単に解いてくの？\nヒデサイ、すごすぎ！"
"3001","6","22300107","-1","2","2","4.02","0","3","3","20","vo_minigame_1012_result_2051","おにムズなのに\n答えるの一瞬だったね…！\nヒデサイ、頭良すぎじゃん？"
"3001","2","22300108","-1","2","2","5.24","11","3","3","20","vo_minigame_1012_result_2052","まる、まる、はなまる～\nきゃははっ、すごっ！\nさっすがヒデサイ！\nハイタッチー！"
"3001","2","22300109","-1","2","2","4.6","4","3","3","20","vo_minigame_1012_result_2053","これだけ教えてもらったら\nもうテストもよゆーっしょ！\nヒデサイ、マジありがとね♪"
"3001","6","22300110","-1","2","2","5.57","0","10","1","20","vo_minigame_1012_result_2054","うちこんなの初めて見た…！\nヒデサイセンセー、神ってる！\nそだ、記念にこれ飾っとこうよ♪\nえ、それはちょっち恥ずかしい？"
"3001","6","22300112","-1","2","2","5.57","0","10","2","20","vo_minigame_1012_result_2054","うちこんなの初めて見た…！\nヒデサイセンセー、神ってる！\nそだ、記念にこれ飾っとこうよ♪\nえ、それはちょっち恥ずかしい？"
"3001","6","22300114","-1","2","2","5.57","0","10","3","20","vo_minigame_1012_result_2054","うちこんなの初めて見た…！\nヒデサイセンセー、神ってる！\nそだ、記念にこれ飾っとこうよ♪\nえ、それはちょっち恥ずかしい？"
"3001","2","22300116","19","2","2","0","0","2","1","15","vo_minigame_1012_result_2056","めちゃ問題あったのに\nバンバン答えてくし\n超頼もしかった！"
"3001","6","22300117","19","2","2","5.23","11","3","1","15","vo_minigame_1012_result_2057","おーさすがヒデサイ！\n〇の数も超ヒデサイだね♪\nイェーイ！"
"3001","3","22300118","19","2","2","3.23","11","2","1","15","vo_minigame_1012_result_2058","ヒデサイ、〇でいっぱいじゃん♪\nうちも教えてもらったとこは\nけっこー覚えてきたかも？"
"3001","3","22300119","19","2","2","6","10","7","2","15","vo_minigame_1012_result_2059","アゲアゲな点数じゃん！\nとりま、どやっとく？\nせーの、どやぁ…！"
"3001","7","22300120","19","2","2","0","0","7","2","15","vo_minigame_1012_result_2060","ムズい問題も\nだんだん解けてくると\nたのしーね\nちょっち感動～"
"3001","6","22300121","19","2","2","0","0","6","2","15","vo_minigame_1012_result_2061","たくさん解いても\nヒデサイは頭パンクしないの？\nスゴ…！"
"3001","6","22300122","19","2","2","3.06","3","2","3","15","vo_minigame_1012_result_2062","わわっ、〇ばっかり…！\nこの調子なら\n次は20に届くんじゃない？"
"3001","6","22300123","19","2","2","5.74","0","5","3","15","vo_minigame_1012_result_2063","15個以上〇って…！\nおにムズなのに、すごすぎ～\nうちもがんばらなきゃ！"
"3001","6","22300124","19","2","2","2.67","0","3","3","15","vo_minigame_1012_result_2064","すっごい集中力…！\nもしかして、ヒデサイ\nおにムズ問題ほど\n燃える感じっしょ？"
"3001","3","22300131","14","2","2","0","0","3","1","10","vo_minigame_1012_result_2067","きゃはっ、いい感じ！\nたくさん解けてるし\nベンキョーの成果\n…ってやつだね♪"
