f3a4d4e4b0a14ca1d72a4d3f7ca43f25ac9d8b1a44fb0d6750fae74eb1b8f32f,ba299b7080095df09144404813ad458ad6c641f8cfd08a1030b7bf91401cef22,cbd288ddd68b766801a7ea00c91aec4acde4a0e31f27f1e17aa15db836128795,c5c285247ebba58d7644340c369aedd1fdafac2ac02d185b9b80815a481c9439,6babab0581db0790b53bfbe6bd638eb9d0ce7c21dadaf9bf16236f7a47bce711,493b33b49ceee9b404810806d8a6f85f9bb2d9a49d0f90037534dc36044fa7b2,3254600d863a690683a6d7d49487ed82f74647c5e3eb21b4037045a77ed73746,8ff0a3a35282ee53be8884642d7932f211abfc095156fd05f50e68a5766320f2,ae9ddf86ec6862881ae0fc288ede6e9da71ad4bacb479e303d8f275fd14e4ae2,74a9a56173818c8fc27a0deab497b6f338355da87f6f5e1920766c4e94946a00,342e696e6fca48abfa0a87ce6d56455e717965b787bee7658e22490a6f664a34
"","","","35","","91","","0","","","1350013"
"110","5","03_uek_cmn_idol_def_N","36","1.3","1","102531","1","0","105","1360001"
"100","10","03_uek_cmn_idol_def_N","36","1.3","1","102831","1","0","10","1360002"
"","","","36","","93","","1","","","1360003"
"0","1","","36","0","3","03_uek_36_suzume","102531","0","03_uek_36_suzume_loop","1360004"
"0","1","","36","0","3","03_uek_36_saren","102831","0","03_uek_36_saren_loop","1360005"
"","","","36","","91","","0","","","1360006"
"10","0","","36","","11","きゃっ！？　おおお\n落ちちゃいます～！\nお嬢様～！！？？","102531","","0","1360007"
"","","","36","","91","","0","","","1360008"
"10","0","","36","","11","スズメ、大丈夫！？\n高い場所だから\n気をつけなさいね","102831","","0","1360009"
"100","-22","01_uek_cmn_idol_def_N","37","1.3","1","112531","1","0","-118","1370001"
"100","0","01_uek_cmn_idol_def_N","37","1.3","1","112431","1","0","0","1370002"
"100","0","01_uek_27_tamaki_loop","37","1.3","1","112631","1","1","179","1370003"
"0","0","","37","","3","01_uek_27_tamaki_loop","112631","","","1370004"
"","","","37","","91","","0","","","1370005"
"0","0","","37","","3","01_uek_27_tamaki_loop","112631","","","1370006"
"","","","37","","91","","0","","","1370007"
"0","0","","37","","3","01_uek_27_tamaki_loop","112631","","","1370008"
"","","","37","","91","","0","","","1370009"
"1","0","","37","0.5","3","01_uek_cmn_pose06","112631","","","1370010"
"10","0","","37","","11","あっ！ほら見て\nしまむー、しぶりん\n星がすごいよ！","112631","","0","1370011"
"","","","37","","91","","0","","","1370012"
"0","1","","37","","3","01_uek_35_rei","112531","","01_uek_35_rei_loop","1370013"
"10","0","","37","","11","…トップアイドルに\nなった時の景色って\nこんな感じなのかな","112531","","0","1370014"
"","","","37","","91","","0","","","1370015"
"1","0","","37","0.2","3","01_uek_cmn_idol_def_N","112631","","","1370016"
"0","1","","37","","3","01_uek_37_uduki","112431","","01_uek_16_uduki_loop","1370017"
"10","0","","37","","11","あの星みたいに\n私たちも\n輝きたいですね！","112431","","0","1370018"
"","","","37","","91","","0","","","1370019"
"0","1","","101","1","31","14","101","","30","11010001"
"0","1","","111","1","31","11","111","","150","11110001"
"0","1","","112","1","31","12","112","","150","11120001"
"0","1","","113","1","31","13","113","","125","11130001"
