410df51b63bb687d95dfadc25b6593cf9074e4f2e0c363a811d66f780e9234f7,23b18b400533248b69a99be60c615c04306410f8d239c5ae5977f3734f403058,950084ab0fff90cefa9e88bb4c7d45e209ffc3ea74564fe530ba4fc46172e7c9,943c47b802003e3bfb5f86410e898c0b0640508827983105c7baffea2c40d10e,2300027b7203beb639efa0cdeffded7e714847d6cf01c400c62eb7ec7c9c4104,fc5ca7f5a9e3745d9944d3d442d03cdf0fd0fa67604cdade8306e1a2ffe291c8,949ab4fde4b0246f0e3359b9aca402750588af7d7363a62c494232364e1f3f96,5d93aec9c90f944507e9980b5368a0de0159b2108a5cefba074b031f4b052dae,e0158cdee822e9af2ccb783e6f7cdb17c9d4819e655f14d8c0b8f5a2f6dfa4fd,40af923427bb34dcf409f20fd84ceee768606d8b6f0004be07d93216e1b9ba56,37a8a76bb2fdc4f5c549c0aabdd4380288468a149406ec630badc5890ce18172
"1","clear_kohon_loop_shy","72","0.2","72031","","0","0","1","3","talk2ToKohon"
"","0","72","","72032","","0","","vo_asb","21","vo_asb_0726"
"1","1","72","0","72033","0","10","0","1","11","そりゃそうですよね……\nいきなり前のめり過ぎ太郎でした……"
"","0","72","","72034","","0","","0","91",""
"1","clear_guts1_talk","72","0.2","72035","","0","0","1","3","clear_guts1_in"
"","0","72","","72036","","0","","vo_asb","21","vo_asb_0727"
"1","1","72","0","72037","0","10","0","1","11","でも、諦めるわけにはいかないなって。\n時々森に通って、300年を３年くらい\nに、縮めようと思ってるんです！"
"","0","72","","72038","","0","","0","91",""
"","","72","","72039","","","","72040","101",""
"0","1","72","0.3","72040","","1","0","1","6","1"
"0","1","72","0.3","72041","","1","0","0","6","1"
"1","0.3","72","","72042","","-250","","1","2","-120"
"1","0.3","72","","72043","","0","","0","2","-100"
"","","72","","72044","","","","0","22","0"
"","","72","","72045","","","","0.4","93","0"
"-250","30","82","2.2","82001","riri_idle","52","0","1","5","1"
"0","1","82","0","82002","","1","0","1","6","1"
"0","50","82","1","82003","black","29","0","0","5","0"
"0","1","82","0","82004","","1","0","0","6","1"
"","","82","","82005","","","","0","91",""
"1","1","82","0.2","82006","","1","0","1","6","1"
"1","1","82","0.2","82007","","1","0","0","6","1"
"2","0.3","82","","82008","","-250","","1","2","-20"
"2","0.3","82","","82009","","0","","0","2","0"
"","","82","","82010","","","","0.6","93","0"
"","","82","0.2","82011","","1","","1","3","riri_talk"
"","0","82","","82012","","0","","vo_asb","21","vo_asb_0821"
"1","1","82","0","82013","0","10","0","1","11","その頃わたくしは、\nスカウトをお受けしておりました。\nミサト様いわく、わたくしには保育士の\n『天賦の才』があるそうで。"
"","0","82","","82014","","0","","0","91",""
"","","82","0.2","82015","","1","","1","3","sad_talk_surprise"
"","0","82","","82016","","0","","vo_asb","21","vo_asb_0822"
"1","1","82","0","82017","0","10","0","1","11","小さいお子様はともかく、動物さんに\n好かれる自覚はありますし……\n冒険者という仕事に不向きなことも、\n自認していますけれど……"
"","0","82","","82018","","0","","0","91",""
"","","82","0.2","82019","","1","","1","3","guts2_talk_Ex1"
"","0","82","","82020","","0","","vo_asb","21","vo_asb_0823"
"1","1","82","0","82021","0","10","0","1","11","それでも……適性など踏み越えて、\n己の道を突き進むのが冒険者です。\n一度決めたことを、\n曲げるわけには参りません……！"
"","0","82","","82022","","0","","0","91",""
"","","82","0.2","82023","","1","","1","3","talk_joy"
"","0","82","","82024","","0","","vo_asb","21","vo_asb_0824"
"1","1","82","0","82025","0","10","0","1","11","と、不退転の決意を申し上げたら、\nミサト様、「は～い♪」と、\n二つ返事で分かってくださって。"
"","0","82","","82026","","0","","0","91",""
"","","82","0.2","82027","","1","","1","3","wish_talk_joyR_riri"
"","0","82","","82028","","0","","vo_asb","21","vo_asb_0825"
"1","1","82","0","82029","0","10","0","1","11","柔和で、寛容で、お話のわかる……\n彼女こそ、真の保育士さんで\nいらっしゃいますね。"
"","0","82","","82030","","0","","0","91",""
"","","82","0.2","82031","","1","","1","3","surprise_talk_nervous"
"","0","82","","82032","","0","","vo_asb","21","vo_asb_0826"
"1","1","82","0","82033","0","10","0","1","11","……別れ際に、\n「また誘うわね～♪」と、\n同じく柔和な笑顔でおっしゃって\nおられたのがやや気にはなりますが……"
"","0","82","","82034","","0","","0","91",""
"","","82","","82035","","","","82036","101",""
"0","1","82","0.3","82036","","1","0","1","6","1"
"0","1","82","0.3","82037","","1","0","0","6","1"
"1","0.3","82","","82038","","-250","","1","2","-120"
"1","0.3","82","","82039","","0","","0","2","-100"
"","","82","","82040","","","","0","22","0"
"","","82","","82041","","","","0.4","93","0"
"-250","30","92","2.2","92001","clear_surprise_talk","52","0","2","5","1"
"0","1","92","0","92002","","1","0","1","6","1"
"0","50","92","1","92003","black","29","0","0","5","0"
"0","1","92","0","92004","","1","0","0","6","1"
"","","92","","92005","","","","0","91",""
"1","1","92","0.2","92006","","1","0","1","6","1"
"1","1","92","0.2","92007","","1","0","0","6","1"
"2","0.3","92","","92008","","-250","","1","2","-20"
"2","0.3","92","","92009","","0","","0","2","0"
"","","92","","92010","","","","0.6","93","0"
"","0","92","","92011","","0","","vo_asb","21","vo_asb_0921"
"1","1","92","0","92012","0","10","0","1","11","穴って、不思議ですよね……"
"","0","92","","92013","","0","","0","91",""
"","0","92","","92014","","0","","vo_asb","21","vo_asb_0922"
"1","1","92","0","92015","0","10","0","1","11","暗くて、狭くて。\n涼しくて、静かで。\nなんとなく、落ち着く……というか。"
"","0","92","","92016","","0","","0","91",""
"1","clear_kohon_loop_normal2","92","0.1","92017","","0","0","1","3","surpriseToKohon"
"","0","92","","92018","","0","","vo_asb","21","vo_asb_0923"
"1","1","92","0","92019","0","10","0","1","11","そういうの。\nわたし、意外と好きなの、かも……？\n穴があったら入りたい、\nじゃないですけど……"
"","0","92","","92020","","0","","0","91",""
"","","92","0.2","92021","","1","","1","3","clear_wish_talk_joy_noShy"
"","0","92","","92022","","0","","vo_asb","21","vo_asb_0924"
"1","1","92","0","92023","0","10","0","1","11","掘り方、習ったし。\n自分用の穴、掘ってみようかな……？"
"","0","92","","92024","","0","","0","91",""
"","","92","","92025","","","","92026","101",""
"0","1","92","0.3","92026","","1","0","1","6","1"
"0","1","92","0.3","92027","","1","0","0","6","1"
"1","0.3","92","","92028","","-250","","1","2","-120"
"1","0.3","92","","92029","","0","","0","2","-100"
"","","92","","92030","","","","0","22","0"
"","","92","","92031","","","","0.4","93","0"
"-250","30","102","2.2","102001","idle_precia","52","0","3","5","1"
"0","1","102","0","102002","","1","0","1","6","1"
"0","50","102","1","102003","black","29","0","0","5","0"
"0","1","102","0","102004","","1","0","0","6","1"
"","","102","","102005","","","","0","91",""
"1","1","102","0.2","102006","","1","0","1","6","1"
"1","1","102","0.2","102007","","1","0","0","6","1"
"2","0.3","102","","102008","","-250","","1","2","-20"
"2","0.3","102","","102009","","0","","0","2","0"
"","","102","","102010","","","","0.6","93","0"
"","","102","0.3","102011","","1","","1","3","doya_idle_surprise_precia"
"","0","102","","102012","","0","","vo_asb","21","vo_asb_1021"
"1","1","102","0","102013","0","10","0","1","11","「へんたいふしんしゃさんは\nあなにおちるべきです」"
"","0","102","","102014","","0","","0","91",""
"","","102","0.3","102015","","1","","1","3","talk_precia"
"","0","102","","102016","","0","","vo_asb","21","vo_asb_1022"
"1","1","102","0","102017","0","10","0","1","11","キョウカ。\nだん。"
"","0","102","","102018","","0","","0","91",""
"","","102","0.3","102019","","1","","1","3","think_idle_anger_precia"
"","0","102","","102020","","0","","vo_asb","21","vo_asb_1023"
"1","1","102","0","102021","0","10","0","1","11","へんたいふしんしゃ。\nとは……？"
"","0","102","","102022","","0","","0","91",""
"1","sad_talk_surprise_precia","102","0.2","102023","","0","0","1","3","thinkToSad_precia"
"","0","102","","102024","","0","","vo_asb","21","vo_asb_1024"
"1","1","102","0","102025","0","10","0","1","11","……まだ、しらないこと。\nたくさん。"
"","0","102","","102026","","0","","0","91",""
"","","102","0.3","102027","","1","","1","3","guts2_talk_joy_precia"
"","0","102","","102028","","0","","vo_asb","21","vo_asb_1025"
"1","1","102","0","102029","0","10","0","1","11","どんどん。\nまなんでく。ぞ。"
"","0","102","","102030","","0","","0","91",""
"","","102","","102031","","","","102032","101",""
"0","1","102","0.3","102032","","1","0","1","6","1"
"0","1","102","0.3","102033","","1","0","0","6","1"
"1","0.3","102","","102034","","-250","","1","2","-120"
"1","0.3","102","","102035","","0","","0","2","-100"
"","","102","","102036","","","","0","22","0"
"","","102","","102037","","","","0.4","93","0"
"-250","30","112","2.2","112001","clear_wish_talk_joy","52","0","2","5","1"
"0","1","112","0","112002","","1","0","1","6","1"
"0","50","112","1","112003","black","29","0","0","5","0"
"0","1","112","0","112004","","1","0","0","6","1"
"","","112","","112005","","","","0","91",""
"1","1","112","0.2","112006","","1","0","1","6","1"
"1","1","112","0.2","112007","","1","0","0","6","1"
"2","0.3","112","","112008","","-250","","1","2","-20"
"2","0.3","112","","112009","","0","","0","2","0"
"","","112","","112010","","","","0.6","93","0"
"","0","112","","112011","","0","","vo_asb","21","vo_asb_1121"
"1","1","112","0","112012","0","10","0","1","11","ミツキさんの出してくれた\nオリジナルのお茶、\n不思議な香りでした。"
"","0","112","","112013","","0","","0","91",""
"","","112","0.2","112014","","1","","1","3","clear_memoly_talk"
"","0","112","","112015","","0","","vo_asb","21","vo_asb_1122"
"1","1","112","0","112016","0","10","0","1","11","嗅いだだけでふわ～と、\n体が熱くなって。\nミツキさんいわく、\n滋養強壮の効果があるんだそうです。"
"","0","112","","112017","","0","","0","91",""
"","","112","0.3","112018","","1","","1","3","clear_surprise_talk"
"","0","112","","112019","","0","","vo_asb","21","vo_asb_1123"
"1","1","112","0","112020","0","10","0","1","11","なぜかお兄さんが珍しく焦った様子で、\n飲まない方がいい、と止めるので、\n香りを嗅ぐだけに\n留めておきましたけど……"
"","0","112","","112021","","0","","0","91",""
"","","112","0.2","112022","","1","","1","3","clear_wish_talk_normal2"
"","0","112","","112023","","0","","vo_asb","21","vo_asb_1124"
"1","1","112","0","112024","0","10","0","1","11","ミツキさん、\n「次はもっと効くのを\n飲ませてあげるから、\nまたいらっしゃいね」"
"","0","112","","112025","","","","0","91",""
"","0","112","","112026","","0","","vo_asb","21","vo_asb_1125"
"1","1","112","0","112027","0","10","0","1","11","って言ってくれていたので、\nまた遊びに行こうと思います。"
"","0","112","","112028","","0","","0","91",""
"1","clear_talk_joyR","112","0.2","112029","","0","0","1","3","wishToTalk"
"","0","112","","112030","","0","","vo_asb","21","vo_asb_1126"
"1","1","112","0","112031","0","10","0","1","11","ふふ……入口は怖かったですけど。\n見かけによらないんですね、\nギルドって。これも学びです♪"
"","0","112","","112032","","0","","0","91",""
"","","112","","112033","","","","112034","101",""
"0","1","112","0.3","112034","","1","0","1","6","1"
"0","1","112","0.3","112035","","1","0","0","6","1"
"1","0.3","112","","112036","","-250","","1","2","-120"
"1","0.3","112","","112037","","0","","0","2","-100"
"","","112","","112038","","","","0","22","0"
"","","112","","112039","","","","0.4","93","0"
"-250","30","122","2.2","122001","notice_loop","52","0","3","5","1"
"0","1","122","0","122002","","1","0","1","6","1"
"0","50","122","1","122003","black","29","0","0","5","0"
"0","1","122","0","122004","","1","0","0","6","1"
"","","122","","122005","","","","0","91",""
"1","1","122","0.2","122006","","1","0","1","6","1"
"1","1","122","0.2","122007","","1","0","0","6","1"
"2","0.3","122","","122008","","-250","","1","2","-20"
"2","0.3","122","","122009","","0","","0","2","0"
"","","122","","122010","","","","0.6","93","0"
"","0","122","","122011","","0","","vo_asb","21","vo_asb_1221"
"1","1","122","0","122012","0","10","0","1","11","ミツキの。\nけはい……"
"","0","122","","122013","","0","","0","91",""
"","","122","0.3","122014","","1","","1","3","sad_idle_surprise"
"","0","122","","122015","","0","","vo_asb","21","vo_asb_1222"
"1","1","122","0","122016","0","10","0","1","11","のっと。\nただもの。"
"","0","122","","122017","","0","","0","91",""
"","","122","0.3","122018","","1","","1","3","surprise_idle_anger_precia"
"","0","122","","122019","","0","","vo_asb","21","vo_asb_1223"
"1","1","122","0","122020","0","10","0","1","11","わるもの？\nせいぎ、の、みかた？"
"","0","122","","122021","","0","","0","91",""
"1","think_idle_Ex1_precia","122","0.2","122022","","0","0","1","3","surpriseToThink_precia"
"","0","122","","122023","","0","","vo_asb","21","vo_asb_1224"
"1","1","122","0","122024","0","10","0","1","11","ふくざつ。"
"","0","122","","122025","","0","","0","91",""
"","","122","","122026","","","","122027","101",""
"0","1","122","0.3","122027","","1","0","1","6","1"
"0","1","122","0.3","122028","","1","0","0","6","1"
"1","0.3","122","","122029","","-250","","1","2","-120"
"1","0.3","122","","122030","","0","","0","2","-100"
"","","122","","122031","","","","0","22","0"
"","","122","","122032","","","","0.4","93","0"
"-250","30","132","2.2","132001","lift_down_normal","52","0","3","5","1"
"0","1","132","0","132002","","1","0","1","6","1"
"0","50","132","1","132003","black","29","0","0","5","0"
"0","1","132","0","132004","","1","0","0","6","1"
"","","132","","132005","","","","0","91",""
"1","1","132","0.2","132006","","1","0","1","6","1"
"1","1","132","0.2","132007","","1","0","0","6","1"
"2","0.3","132","","132008","","-250","","1","2","-20"
"2","0.3","132","","132009","","0","","0","2","0"
"","","132","","132010","","","","0.6","93","0"
"","0","132","","132011","","0","","vo_asb","21","vo_asb_1321"
"1","1","132","0","132012","0","10","0","1","11","ぼうけん、グッズ。\nたくさん。"
"","0","132","","132013","","0","","0","91",""
"1","lift_down_shy","132","0.2","132014","","0","0","1","3","lift_down_shy_in"
"","0","132","","132015","","0","","vo_asb","21","vo_asb_1322"
"1","1","132","0","132016","0","10","0","1","11","もちきれ……ない。"
"","0","132","","132017","","0","","0","91",""
"1","lift_up_loop","132","0.2","132018","","0","0","1","3","lift_up_in"
"","0","132","","132019","","0","","vo_asb","21","vo_asb_1323"
"1","1","132","0","132020","0","10","0","1","11","でも。\nもつ。よ。"
"","0","132","","132021","","0","","0","91",""
"","0","132","","132022","","0","","vo_asb","21","vo_asb_1324"
"1","1","132","0","132023","0","10","0","1","11","これ、が。\nまもりたいもの、の。\nおもさ。"
"","0","132","","132024","","0","","0","91",""
"","","132","","132025","","","","132026","101",""
"0","1","132","0.3","132026","","1","0","1","6","1"
"0","1","132","0.3","132027","","1","0","0","6","1"
"1","0.3","132","","132028","","-250","","1","2","-120"
"1","0.3","132","","132029","","0","","0","2","-100"
"","","132","","132030","","","","0","22","0"
"","","132","","132031","","","","0.4","93","0"
"-250","30","142","2.2","142001","sad_talk_dere","52","0","1","5","1"
"0","1","142","0","142002","","1","0","1","6","1"
"0","50","142","1","142003","black","29","0","0","5","0"
"0","1","142","0","142004","","1","0","0","6","1"
"","","142","","142005","","","","0","91",""
"1","1","142","0.2","142006","","1","0","1","6","1"
"1","1","142","0.2","142007","","1","0","0","6","1"
"2","0.3","142","","142008","","-250","","1","2","-20"
"2","0.3","142","","142009","","0","","0","2","0"
"","","142","","142010","","","","0.6","93","0"
"","0","142","","142011","","0","","vo_asb","21","vo_asb_1421"
"1","1","142","0","142012","0","10","0","1","11","お礼にいただいたお弁当が、\nあまりにもおいしくて……"
"","0","142","","142013","","0","","0","91",""
"","","142","0.3","142014","","1","","1","3","sad_talk_joyR"
"","0","142","","142015","","0","","vo_asb","21","vo_asb_1422"
"1","1","142","0","142016","0","10","0","1","11","わたくしもいつか、\nあんな心のこもったお弁当を作って、\n兄様にそっとお渡しすることが\nできたら、なんて……"
"","0","142","","142017","","0","","0","91",""
"","","142","0.3","142018","","1","","1","3","wish_talk_nervous_riri"
"","0","142","","142019","","0","","vo_asb","21","vo_asb_1423"
"1","1","142","0","142020","0","10","0","1","11","まだ卵焼きすらも\n焦がしてしまう分際で、\nつい、出過ぎたことを\n夢想してしまいました。"
"","0","142","","142021","","0","","0","91",""
"","","142","0.2","142022","","1","","1","3","wish_talk_normal2_riri"
"","0","142","","142023","","0","","vo_asb","21","vo_asb_1424"
"1","1","142","0","142024","0","10","0","1","11","……でも。\n今回の冒険で、夢見ることは\n大きな力だと知りましたから。"
"","0","142","","142025","","0","","0","91",""
"","","142","0.2","142026","","1","","1","3","guts2_talk_riri"
"","0","142","","142027","","0","","vo_asb","21","vo_asb_1425"
"1","1","142","0","142028","0","10","0","1","11","いつか兄様をもお支えできる\n冒険者になることを、諦めず、\nいつまでも夢想し続けながら、\n一歩ずつ、歩みを進めていく所存です。"
"","0","142","","142029","","0","","0","91",""
"","","142","","142030","","","","142031","101",""
"0","1","142","0.3","142031","","1","0","1","6","1"
"0","1","142","0.3","142032","","1","0","0","6","1"
"1","0.3","142","","142033","","-250","","1","2","-120"
"1","0.3","142","","142034","","0","","0","2","-100"
"","","142","","142035","","","","0","22","0"
"","","142","","142036","","","","0.4","93","0"
