8d6ff156ce9b98fbe6bf9c61008fed8f6f2c93e955aad43e1eee439b06d0f10f,1af0c4b30ce35cc2e464d554923551df32fddc4ad999ee38983c7af89ade0e98,26909a37ce659ec1e4e082ea7c7404c911258ca0f3ec40500e2208914687ff5d,9f0fb2725278c935397a02b4fac45daa620a85b06b3fa1ec6cc2d2bc047100b7,dd83c6c3410ca354f4d64cfe6f222356b1880d9349dd25a32edf92e6ece5bb02,2c1eda2d87bf5d348b4182000b3493120592f3605ef2e5e62880e9afdc0beee6,2d45949e6d8a2f4820eb8be44194af71265d0b5feb11111d3767811bc12e97ec,d26c3e65fc513af483bdf0c86dd5ed2c4c393b481a1defc4f0606fd610049b65,ef60e3c100d709e8643a00a80ea231e16f96b5a2a2455bb31399a78c0a1e1e53,2f5f9d043559e73a165f284fdb5c4d0d30f685900a631e5ab2df0968562f5a5e,d68cf6009718eda6402c39322e1be4da6efa4dc35ffe890b4bd7005a3c8e7c6f
"20401005","0","20","15","15回ログインしよう","0","2","0","20401","20401005","0"
"20401006","0","27","100","キャラのスキルLvを合計で100回上げよう","0","2","0","20401","20401006","0"
"20401007","0","28","1","プリンセスナイト強化を1回行おう","99010","2","25021","20401","20401007","0"
"20401008","0","42","10","コネクトRANKを合計10上げよう","0","2","0","20401","20401008","0"
"20401009","0","22","1","究極錬成を1回行おう","0","2","0","20401","20401009","0"
"20401010","0","23","1","マスタリーガチャを1回引こう","0","2","0","20401","20401010","0"
"20401011","0","72","10","バトルアリーナかプリンセスアリーナで合計10回戦おう","0","2","0","20401","20401011","0"
"20401012","0","14","1","ダンジョン「紺碧の王砦」を制覇しよう","0","2","0","20401","20401012","31009"
"20401013","0","24","1","黎明界ラビリンスを1回クリアしよう","0","2","0","20401","20401013","0"
"20401014","0","19","1","深域クエストでいずれかの属性の4-1をクリアしよう","0","2","0","20401","20401014","20201014"
"20401015","0","11","1","メインクエスト72-1 (NORMAL)をクリアしよう","0","2","0","20401","20401015","11072001"
"20401016","0","25","1","記憶領域5層をクリアしよう","0","2","0","20401","20401016","75000005"
"20401017","0","71","3","追憶の戦域 追憶戦・覇を3回クリアしよう","0","2","0","20401","20401017","0"
"20401018","0","17","17","すべてのミッションを達成しよう","0","2","0","20401","20401018","2040101"
"20501001","0","20","1","1回ログインしよう","0","2","0","20501","20501001","0"
"20501002","0","20","3","3回ログインしよう","0","2","0","20501","20501002","0"
"20501003","0","20","5","5回ログインしよう","0","2","0","20501","20501003","0"
"20501004","0","20","10","10回ログインしよう","0","2","0","20501","20501004","0"
"20501005","0","20","15","15回ログインしよう","0","2","0","20501","20501005","0"
"20501006","0","27","100","キャラのスキルLvを合計で100回上げよう","0","2","0","20501","20501006","0"
"20501007","0","28","1","プリンセスナイト強化を1回行おう","99010","2","25021","20501","20501007","0"
"20501008","0","42","10","コネクトRANKを合計10上げよう","0","2","0","20501","20501008","0"
"20501009","0","22","1","究極錬成を1回行おう","0","2","0","20501","20501009","0"
"20501010","0","23","1","マスタリーガチャを1回引こう","0","2","0","20501","20501010","0"
"20501011","0","72","10","バトルアリーナかプリンセスアリーナで合計10回戦おう","0","2","0","20501","20501011","0"
"20501012","0","14","1","ダンジョン「紺碧の王砦」を制覇しよう","0","2","0","20501","20501012","31009"
"20501013","0","24","1","黎明界ラビリンスを1回クリアしよう","0","2","0","20501","20501013","0"
"20501014","0","19","1","深域クエストでいずれかの属性の4-1をクリアしよう","0","2","0","20501","20501014","20201014"
"20501015","0","11","1","メインクエスト72-1 (NORMAL)をクリアしよう","0","2","0","20501","20501015","11072001"
"20501016","0","25","1","記憶領域5層をクリアしよう","0","2","0","20501","20501016","75000005"
"20501017","0","71","3","追憶の戦域 追憶戦・覇を3回クリアしよう","0","2","0","20501","20501017","0"
"20501018","0","17","17","すべてのミッションを達成しよう","0","2","0","20501","20501018","2050101"
"30101001","0","74","1","イベントに1日ログインしよう","0","301","0","30101","30101001","1017"
"30101002","0","1","30","ミホ（ガルパン）をLv30にしよう","0","301","0","30101","30101002","139201"
"30101003","0","2","4","ミホ（ガルパン）をRANK4にしよう","0","301","0","30101","30101003","139201"
"30101004","0","79","30","ミホ（ガルパン）のユニオンバーストをLv30にしよう","0","301","0","30101","30101004","139201"
"30101005","0","3","4","ミホ（ガルパン）の絆ランクを4にしよう","0","301","0","30101","30101005","1392"
"30101006","0","73","1","イベントストーリー オープニングを閲覧しよう","0","301","0","30101","30101006","5216000"
"30101007","0","76","500","イベント報酬券を500枚消費しよう","99010","301","0","30101","30101007","1017"
"30101008","0","75","10","イベントクエストを10回クリアしよう","0","301","0","30101","30101008","1017"
"30101009","0","21","500","スタミナを500消費しよう","0","301","0","30101","30101009","0"
"30101010","0","88","4","探索を4回クリアしよう","0","301","0","30101","30101010","0"
"30101011","0","89","1","ダンジョンに1回挑戦しよう","0","301","0","30101","30101011","0"
"30101012","0","90","1","バトルアリーナで1回戦おう","0","301","0","30101","30101012","0"
"30101013","0","17","12","ステップ1のミッションをすべて達成しよう","0","301","0","30101","30101013","3010101"
"30102001","0","4","2","ミホ（ガルパン）を★2にしよう","0","301","0","30102","30102001","139201"
"30102002","0","1","50","ミホ（ガルパン）をLv50にしよう","0","301","0","30102","30102002","139201"
"30102003","0","2","6","ミホ（ガルパン）をRANK6にしよう","0","301","0","30102","30102003","139201"
"30102004","0","79","50","ミホ（ガルパン）のユニオンバーストをLv50にしよう","0","301","0","30102","30102004","139201"
"30102005","0","74","2","イベントに2日ログインしよう","0","301","0","30102","30102005","1017"
"30102006","0","75","30","イベントクエストを30回クリアしよう","0","301","0","30102","30102006","1017"
"30102007","0","76","1500","イベント報酬券を1500枚消費しよう","99010","301","0","30102","30102007","1017"
"30102008","0","73","1","イベントストーリー 第3話を閲覧しよう","0","301","0","30102","30102008","5216004"
"30102009","0","80","1","ミホ（ガルパン）のキャラクターストーリー第1話を閲覧しよう","0","301","0","30102","30102009","1392001"
"30102010","0","56","100","キャラのLvを合計で100回上げよう","0","301","0","30102","30102010","0"
"30102011","0","87","10","キャラのRANKを合計で10回上げよう","0","301","0","30102","30102011","0"
"30102012","0","27","300","キャラのスキルLvを合計で300回上げよう","0","301","0","30102","30102012","0"
"30102013","0","21","1500","スタミナを1500消費しよう","0","301","0","30102","30102013","0"
"30102014","0","88","8","探索を8回クリアしよう","0","301","0","30102","30102014","0"
"30102015","0","89","2","ダンジョンに2回挑戦しよう","0","301","0","30102","30102015","0"
"30102016","0","90","5","バトルアリーナで5回戦おう","0","301","0","30102","30102016","0"
"30102017","0","91","5","プリンセスアリーナで5回戦おう","0","301","0","30102","30102017","0"
"30102018","0","17","17","ステップ2のミッションをすべて達成しよう","0","301","0","30102","30102018","3010201"
"30103001","0","4","3","ミホ（ガルパン）を★3にしよう","0","301","0","30103","30103001","139201"
"30103002","0","74","5","イベントに5日ログインしよう","0","301","0","30103","30103002","1017"
"30103003","0","75","100","イベントクエストを100回クリアしよう","0","301","0","30103","30103003","1017"
"30103004","0","73","1","イベントストーリー エンディングを閲覧しよう","0","301","0","30103","30103004","5216008"
"30103005","0","80","1","ミホ（ガルパン）のキャラクターストーリー第2話を閲覧しよう","0","301","0","30103","30103005","1392002"
"30103006","0","76","2000","イベント報酬券を2000枚消費しよう","99010","301","0","30103","30103006","1017"
"30103007","0","77","1","マホ（ガルパン）を編成してイベントボス(SCENARIO)を撃破しよう","0","301","0","30103","30103007","139301"
"30103008","0","56","200","キャラのLvを合計で200回上げよう","0","301","0","30103","30103008","0"
"30103009","0","87","20","キャラのRANKを合計で20回上げよう","0","301","0","30103","30103009","0"
"30103010","0","27","500","キャラのスキルLvを合計で500回上げよう","0","301","0","30103","30103010","0"
"30103011","0","21","3000","スタミナを3000消費しよう","0","301","0","30103","30103011","0"
"30103012","0","88","20","探索を20回クリアしよう","0","301","0","30103","30103012","0"
"30103013","0","89","5","ダンジョンに5回挑戦しよう","0","301","0","30103","30103013","0"
"30103014","0","90","15","バトルアリーナで15回戦おう","0","301","0","30103","30103014","0"
"30103015","0","91","15","プリンセスアリーナで15回戦おう","0","301","0","30103","30103015","0"
"30103016","0","17","15","ステップ3のミッションをすべて達成しよう","0","301","0","30103","30103016","3010301"
"30104001","0","4","4","ミホ（ガルパン）を★4にしよう","0","301","0","30104","30104001","139201"
"30104002","0","74","10","イベントに10日ログインしよう","0","301","0","30104","30104002","1017"
"30104003","0","75","150","イベントクエストを150回クリアしよう","0","301","0","30104","30104003","1017"
"30104004","0","77","1","ミホ（ガルパン）を編成してイベントボス(SCENARIO)を撃破しよう","0","301","0","30104","30104004","139201"
"30104005","0","56","300","キャラのLvを合計で300回上げよう","0","301","0","30104","30104005","0"
"30104006","0","87","30","キャラのRANKを合計で30回上げよう","0","301","0","30104","30104006","0"
"30104007","0","27","1000","キャラのスキルLvを合計で1000回上げよう","0","301","0","30104","30104007","0"
"30104008","0","80","1","ミホ（ガルパン）のキャラクターストーリー第4話を閲覧しよう","0","301","0","30104","30104008","1392004"
"30104009","0","86","3","ミホ（ガルパン）に通常枠のEX装備を3つ装備させよう","99010","301","0","30104","30104009","139201"
"30104010","0","92","10","EX装備を10回上限解放しよう","0","301","0","30104","30104010","0"
"30104011","0","22","1","究極錬成を1回行おう","0","301","0","30104","30104011","0"
"30104012","0","21","10000","スタミナを10000消費しよう","0","301","0","30104","30104012","0"
"30104013","0","88","40","探索を40回クリアしよう","0","301","0","30104","30104013","0"
"30104014","0","89","10","ダンジョンに10回挑戦しよう","0","301","0","30104","30104014","0"
"30104015","0","90","30","バトルアリーナで30回戦おう","0","301","0","30104","30104015","0"
"30104016","0","91","30","プリンセスアリーナで30回戦おう","0","301","0","30104","30104016","0"
"30104017","0","17","16","ステップ4のミッションをすべて達成しよう","0","301","0","30104","30104017","3010401"
