7973cb62acdc756c82e0c34ad2cf5a783f52c6730241d7539652f5d9a51ae807,bbe9b098f0f5f045d5ef0e112b79c5f851b0ef365c5247a27d218a93f39e861d,41af5cd973553cb3617041d3eacae3db989ac8e3991ad34f0a8af72949d24651,b804c5f1af37eb76e337e052dbaf491b5d45dd3dc0d4749b87b70bb08f3ea0f9
"35","7","10601","4"
"45","7","10601","5"
"5","8","10601","0"
"15","8","10601","1"
"25","8","10601","2"
"25","8","10601","3"
"35","8","10601","4"
"45","8","10601","5"
"5","9","10601","0"
"10","9","10601","1"
"15","9","10601","2"
"20","9","10601","3"
"25","9","10601","4"
"25","9","10601","5"
"5","10","10601","0"
"5","10","10601","1"
"5","10","10601","2"
"10","10","10601","3"
"10","10","10601","4"
"15","10","10601","5"
"20","1","10602","0"
"40","1","10602","1"
"50","1","10602","2"
"60","1","10602","3"
"70","1","10602","4"
"90","1","10602","5"
"20","2","10602","0"
"40","2","10602","1"
"50","2","10602","2"
"60","2","10602","3"
"70","2","10602","4"
"90","2","10602","5"
"20","3","10602","0"
"40","3","10602","1"
"50","3","10602","2"
"60","3","10602","3"
"70","3","10602","4"
"90","3","10602","5"
"20","4","10602","0"
"40","4","10602","1"
"50","4","10602","2"
"60","4","10602","3"
"70","4","10602","4"
"90","4","10602","5"
"20","5","10602","0"
"40","5","10602","1"
"50","5","10602","2"
"60","5","10602","3"
"70","5","10602","4"
"90","5","10602","5"
"5","6","10602","0"
"15","6","10602","1"
"25","6","10602","2"
"25","6","10602","3"
"35","6","10602","4"
"45","6","10602","5"
"5","7","10602","0"
"15","7","10602","1"
"25","7","10602","2"
"25","7","10602","3"
"35","7","10602","4"
"45","7","10602","5"
"5","8","10602","0"
"15","8","10602","1"
"25","8","10602","2"
"25","8","10602","3"
"35","8","10602","4"
"45","8","10602","5"
"5","9","10602","0"
"10","9","10602","1"
"15","9","10602","2"
"20","9","10602","3"
"25","9","10602","4"
"25","9","10602","5"
"5","10","10602","0"
"5","10","10602","1"
"5","10","10602","2"
"10","10","10602","3"
"10","10","10602","4"
"15","10","10602","5"
"20","1","10603","0"
"40","1","10603","1"
"50","1","10603","2"
"60","1","10603","3"
"70","1","10603","4"
"90","1","10603","5"
"20","2","10603","0"
"40","2","10603","1"
"50","2","10603","2"
"60","2","10603","3"
"70","2","10603","4"
"90","2","10603","5"
"20","3","10603","0"
"40","3","10603","1"
"50","3","10603","2"
"60","3","10603","3"
"70","3","10603","4"
"90","3","10603","5"
"20","4","10603","0"
"40","4","10603","1"
"50","4","10603","2"
"60","4","10603","3"
"70","4","10603","4"
"90","4","10603","5"
"20","5","10603","0"
"40","5","10603","1"
"50","5","10603","2"
"60","5","10603","3"
"70","5","10603","4"
"90","5","10603","5"
"5","6","10603","0"
"15","6","10603","1"
"25","6","10603","2"
"25","6","10603","3"
"35","6","10603","4"
"45","6","10603","5"
"5","7","10603","0"
"15","7","10603","1"
"25","7","10603","2"
"25","7","10603","3"
"35","7","10603","4"
"45","7","10603","5"
"5","8","10603","0"
"15","8","10603","1"
"25","8","10603","2"
"25","8","10603","3"
"35","8","10603","4"
"45","8","10603","5"
"5","9","10603","0"
"10","9","10603","1"
"15","9","10603","2"
"20","9","10603","3"
"25","9","10603","4"
"25","9","10603","5"
"5","10","10603","0"
"5","10","10603","1"
"5","10","10603","2"
"10","10","10603","3"
"10","10","10603","4"
"15","10","10603","5"
"20","1","10604","0"
"40","1","10604","1"
"50","1","10604","2"
"60","1","10604","3"
"70","1","10604","4"
"90","1","10604","5"
"20","2","10604","0"
"40","2","10604","1"
"50","2","10604","2"
"60","2","10604","3"
"70","2","10604","4"
"90","2","10604","5"
"20","3","10604","0"
"40","3","10604","1"
"50","3","10604","2"
"60","3","10604","3"
"70","3","10604","4"
"90","3","10604","5"
"20","4","10604","0"
"40","4","10604","1"
"50","4","10604","2"
"60","4","10604","3"
"70","4","10604","4"
"90","4","10604","5"
"20","5","10604","0"
"40","5","10604","1"
"50","5","10604","2"
"60","5","10604","3"
"70","5","10604","4"
"90","5","10604","5"
"5","6","10604","0"
"15","6","10604","1"
"25","6","10604","2"
"25","6","10604","3"
"35","6","10604","4"
"45","6","10604","5"
"5","7","10604","0"
"15","7","10604","1"
"25","7","10604","2"
"25","7","10604","3"
"35","7","10604","4"
"45","7","10604","5"
"5","8","10604","0"
"15","8","10604","1"
"25","8","10604","2"
"25","8","10604","3"
"35","8","10604","4"
"45","8","10604","5"
"5","9","10604","0"
"10","9","10604","1"
"15","9","10604","2"
"20","9","10604","3"
"25","9","10604","4"
"25","9","10604","5"
"5","10","10604","0"
"5","10","10604","1"
"5","10","10604","2"
"10","10","10604","3"
"10","10","10604","4"
"15","10","10604","5"
"20","1","10701","0"
"40","1","10701","1"
"50","1","10701","2"
"60","1","10701","3"
"70","1","10701","4"
"90","1","10701","5"
"20","2","10701","0"
"40","2","10701","1"
"50","2","10701","2"
"60","2","10701","3"
"70","2","10701","4"
"90","2","10701","5"
"20","3","10701","0"
"40","3","10701","1"
"50","3","10701","2"
"60","3","10701","3"
"70","3","10701","4"
"90","3","10701","5"
"20","4","10701","0"
"40","4","10701","1"
"50","4","10701","2"
"60","4","10701","3"
"70","4","10701","4"
"90","4","10701","5"
"20","5","10701","0"
"40","5","10701","1"
"50","5","10701","2"
"60","5","10701","3"
"70","5","10701","4"
"90","5","10701","5"
"5","6","10701","0"
"15","6","10701","1"
"25","6","10701","2"
"25","6","10701","3"
"35","6","10701","4"
"45","6","10701","5"
"5","7","10701","0"
"15","7","10701","1"
"25","7","10701","2"
"25","7","10701","3"
"35","7","10701","4"
"45","7","10701","5"
"5","8","10701","0"
"15","8","10701","1"
"25","8","10701","2"
"25","8","10701","3"
"35","8","10701","4"
"45","8","10701","5"
"5","9","10701","0"
"10","9","10701","1"
"15","9","10701","2"
"20","9","10701","3"
"25","9","10701","4"
"25","9","10701","5"
"5","10","10701","0"
"5","10","10701","1"
"5","10","10701","2"
"10","10","10701","3"
"10","10","10701","4"
"15","10","10701","5"
"20","1","10702","0"
"40","1","10702","1"
"50","1","10702","2"
"60","1","10702","3"
"70","1","10702","4"
"90","1","10702","5"
"20","2","10702","0"
"40","2","10702","1"
"50","2","10702","2"
"60","2","10702","3"
"70","2","10702","4"
"90","2","10702","5"
"20","3","10702","0"
"40","3","10702","1"
"50","3","10702","2"
"60","3","10702","3"
"70","3","10702","4"
"90","3","10702","5"
"20","4","10702","0"
"40","4","10702","1"
"50","4","10702","2"
"60","4","10702","3"
"70","4","10702","4"
"90","4","10702","5"
"20","5","10702","0"
"40","5","10702","1"
"50","5","10702","2"
"60","5","10702","3"
"70","5","10702","4"
"90","5","10702","5"
"5","6","10702","0"
"15","6","10702","1"
"25","6","10702","2"
"25","6","10702","3"
"35","6","10702","4"
"45","6","10702","5"
"5","7","10702","0"
"15","7","10702","1"
"25","7","10702","2"
"25","7","10702","3"
"35","7","10702","4"
"45","7","10702","5"
"5","8","10702","0"
"15","8","10702","1"
"25","8","10702","2"
"25","8","10702","3"
"35","8","10702","4"
"45","8","10702","5"
"5","9","10702","0"
"10","9","10702","1"
"15","9","10702","2"
"20","9","10702","3"
"25","9","10702","4"
"25","9","10702","5"
"5","10","10702","0"
"5","10","10702","1"
"5","10","10702","2"
"10","10","10702","3"
"10","10","10702","4"
"15","10","10702","5"
"20","1","10703","0"
"40","1","10703","1"
"50","1","10703","2"
"60","1","10703","3"
"70","1","10703","4"
"90","1","10703","5"
"20","2","10703","0"
"40","2","10703","1"
"50","2","10703","2"
"60","2","10703","3"
"70","2","10703","4"
"90","2","10703","5"
"20","3","10703","0"
"40","3","10703","1"
"50","3","10703","2"
"60","3","10703","3"
"70","3","10703","4"
"90","3","10703","5"
"20","4","10703","0"
"40","4","10703","1"
"50","4","10703","2"
"60","4","10703","3"
"70","4","10703","4"
"90","4","10703","5"
"20","5","10703","0"
"40","5","10703","1"
"50","5","10703","2"
"60","5","10703","3"
"70","5","10703","4"
"90","5","10703","5"
"5","6","10703","0"
"15","6","10703","1"
"25","6","10703","2"
"25","6","10703","3"
"35","6","10703","4"
"45","6","10703","5"
"5","7","10703","0"
"15","7","10703","1"
"25","7","10703","2"
"25","7","10703","3"
"35","7","10703","4"
"45","7","10703","5"
"5","8","10703","0"
"15","8","10703","1"
"25","8","10703","2"
"25","8","10703","3"
"35","8","10703","4"
"45","8","10703","5"
"5","9","10703","0"
"10","9","10703","1"
"15","9","10703","2"
"20","9","10703","3"
"25","9","10703","4"
"25","9","10703","5"
"5","10","10703","0"
"5","10","10703","1"
"5","10","10703","2"
"10","10","10703","3"
"10","10","10703","4"
"15","10","10703","5"
"20","1","10704","0"
"40","1","10704","1"
"50","1","10704","2"
"60","1","10704","3"
"70","1","10704","4"
"90","1","10704","5"
"20","2","10704","0"
"40","2","10704","1"
"50","2","10704","2"
"60","2","10704","3"
"70","2","10704","4"
"90","2","10704","5"
"20","3","10704","0"
"40","3","10704","1"
"50","3","10704","2"
"60","3","10704","3"
"70","3","10704","4"
"90","3","10704","5"
"20","4","10704","0"
"40","4","10704","1"
"50","4","10704","2"
"60","4","10704","3"
"70","4","10704","4"
"90","4","10704","5"
"20","5","10704","0"
"40","5","10704","1"
"50","5","10704","2"
"60","5","10704","3"
"70","5","10704","4"
"90","5","10704","5"
"5","6","10704","0"
"15","6","10704","1"
"25","6","10704","2"
"25","6","10704","3"
"35","6","10704","4"
"45","6","10704","5"
"5","7","10704","0"
"15","7","10704","1"
"25","7","10704","2"
"25","7","10704","3"
"35","7","10704","4"
"45","7","10704","5"
"5","8","10704","0"
"15","8","10704","1"
"25","8","10704","2"
"25","8","10704","3"
"35","8","10704","4"
"45","8","10704","5"
"5","9","10704","0"
"10","9","10704","1"
"15","9","10704","2"
"20","9","10704","3"
"25","9","10704","4"
"25","9","10704","5"
"5","10","10704","0"
"5","10","10704","1"
"5","10","10704","2"
"10","10","10704","3"
"10","10","10704","4"
"15","10","10704","5"
"20","1","10801","0"
"40","1","10801","1"
"50","1","10801","2"
"60","1","10801","3"
"70","1","10801","4"
"90","1","10801","5"
"20","2","10801","0"
"40","2","10801","1"
"50","2","10801","2"
"60","2","10801","3"
"70","2","10801","4"
"90","2","10801","5"
"20","3","10801","0"
"40","3","10801","1"
"50","3","10801","2"
"60","3","10801","3"
"70","3","10801","4"
"90","3","10801","5"
"20","4","10801","0"
"40","4","10801","1"
"50","4","10801","2"
"60","4","10801","3"
"70","4","10801","4"
"90","4","10801","5"
"20","5","10801","0"
"40","5","10801","1"
"50","5","10801","2"
"60","5","10801","3"
"70","5","10801","4"
"90","5","10801","5"
"5","6","10801","0"
"15","6","10801","1"
"25","6","10801","2"
"25","6","10801","3"
"35","6","10801","4"
"45","6","10801","5"
"5","7","10801","0"
"15","7","10801","1"
"25","7","10801","2"
"25","7","10801","3"
"35","7","10801","4"
"45","7","10801","5"
"5","8","10801","0"
"15","8","10801","1"
"25","8","10801","2"
"25","8","10801","3"
"35","8","10801","4"
"45","8","10801","5"
"5","9","10801","0"
"10","9","10801","1"
"15","9","10801","2"
"20","9","10801","3"
"25","9","10801","4"
"25","9","10801","5"
"5","10","10801","0"
"5","10","10801","1"
"5","10","10801","2"
"10","10","10801","3"
"10","10","10801","4"
"15","10","10801","5"
"20","1","10802","0"
"40","1","10802","1"
"50","1","10802","2"
"60","1","10802","3"
"70","1","10802","4"
"90","1","10802","5"
"20","2","10802","0"
"40","2","10802","1"
"50","2","10802","2"
"60","2","10802","3"
"70","2","10802","4"
"90","2","10802","5"
"20","3","10802","0"
"40","3","10802","1"
"50","3","10802","2"
"60","3","10802","3"
"70","3","10802","4"
"90","3","10802","5"
"20","4","10802","0"
"40","4","10802","1"
"50","4","10802","2"
"60","4","10802","3"
"70","4","10802","4"
"90","4","10802","5"
"20","5","10802","0"
"40","5","10802","1"
"50","5","10802","2"
"60","5","10802","3"
"70","5","10802","4"
"90","5","10802","5"
"5","6","10802","0"
"15","6","10802","1"
"25","6","10802","2"
"25","6","10802","3"
"35","6","10802","4"
"45","6","10802","5"
"5","7","10802","0"
"15","7","10802","1"
"25","7","10802","2"
"25","7","10802","3"
"35","7","10802","4"
"45","7","10802","5"
"5","8","10802","0"
"15","8","10802","1"
"25","8","10802","2"
"25","8","10802","3"
"35","8","10802","4"
"45","8","10802","5"
"5","9","10802","0"
"10","9","10802","1"
"15","9","10802","2"
"20","9","10802","3"
"25","9","10802","4"
"25","9","10802","5"
"5","10","10802","0"
"5","10","10802","1"
"5","10","10802","2"
"10","10","10802","3"
"10","10","10802","4"
"15","10","10802","5"
"20","1","10803","0"
"40","1","10803","1"
"50","1","10803","2"
"60","1","10803","3"
"70","1","10803","4"
"90","1","10803","5"
"20","2","10803","0"
"40","2","10803","1"
"50","2","10803","2"
"60","2","10803","3"
"70","2","10803","4"
"90","2","10803","5"
"20","3","10803","0"
"40","3","10803","1"
"50","3","10803","2"
"60","3","10803","3"
"70","3","10803","4"
"90","3","10803","5"
"20","4","10803","0"
"40","4","10803","1"
"50","4","10803","2"
"60","4","10803","3"
"70","4","10803","4"
"90","4","10803","5"
"20","5","10803","0"
"40","5","10803","1"
"50","5","10803","2"
"60","5","10803","3"
"70","5","10803","4"
"90","5","10803","5"
"5","6","10803","0"
"15","6","10803","1"
"25","6","10803","2"
"25","6","10803","3"
"35","6","10803","4"
"45","6","10803","5"
"5","7","10803","0"
"15","7","10803","1"
"25","7","10803","2"
"25","7","10803","3"
"35","7","10803","4"
"45","7","10803","5"
"5","8","10803","0"
"15","8","10803","1"
"25","8","10803","2"
"25","8","10803","3"
"35","8","10803","4"
"45","8","10803","5"
"5","9","10803","0"
"10","9","10803","1"
"15","9","10803","2"
"20","9","10803","3"
"25","9","10803","4"
"25","9","10803","5"
"5","10","10803","0"
"5","10","10803","1"
"5","10","10803","2"
"10","10","10803","3"
"10","10","10803","4"
"15","10","10803","5"
"20","1","10804","0"
"40","1","10804","1"
"50","1","10804","2"
"60","1","10804","3"
"70","1","10804","4"
"90","1","10804","5"
"20","2","10804","0"
"40","2","10804","1"
"50","2","10804","2"
"60","2","10804","3"
"70","2","10804","4"
"90","2","10804","5"
"20","3","10804","0"
"40","3","10804","1"
"50","3","10804","2"
"60","3","10804","3"
"70","3","10804","4"
"90","3","10804","5"
"20","4","10804","0"
"40","4","10804","1"
"50","4","10804","2"
"60","4","10804","3"
"70","4","10804","4"
"90","4","10804","5"
"20","5","10804","0"
"40","5","10804","1"
"50","5","10804","2"
"60","5","10804","3"
"70","5","10804","4"
"90","5","10804","5"
"5","6","10804","0"
"15","6","10804","1"
"25","6","10804","2"
"25","6","10804","3"
"35","6","10804","4"
"45","6","10804","5"
"5","7","10804","0"
"15","7","10804","1"
"25","7","10804","2"
"25","7","10804","3"
"35","7","10804","4"
"45","7","10804","5"
"5","8","10804","0"
"15","8","10804","1"
"25","8","10804","2"
"25","8","10804","3"
"35","8","10804","4"
"45","8","10804","5"
"5","9","10804","0"
"10","9","10804","1"
"15","9","10804","2"
"20","9","10804","3"
"25","9","10804","4"
"25","9","10804","5"
"5","10","10804","0"
"5","10","10804","1"
"5","10","10804","2"
"10","10","10804","3"
"10","10","10804","4"
"15","10","10804","5"
