1fa348b5b9bce53dd0748110e8d0dab6ac69c69f5aa0b7626c1fee828d0796fe,42a863c756a3dd17982392a86b1c3849713b8ae8e09b0dfed324a9576ca7e506,26c0082326c502095420a8cae3d3c60fa2dc87ec0a3e2f98bcbb005245c80910,9b71ec4b600911ec8c66f4f5ef17d6906a10ec479b778b3c1771773c86bb4e60,a4d338c5f9323fc77f9fc862ead120c135427be4b37d70897b4d064d54acc05f,6eb9e90b2ce968e6e6e745b8910717284049c36ab51f6244293db619d1ffd12e
"128901","2025/11/30 12:00:00","バトル開始後90秒間魔法攻撃力極大\nアップ","10211501","3003","10211017"
"128901","2025/11/30 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10211501","3010","10211018"
"136401","2025/11/30 12:00:00","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10211501","3002","10211019"
"136401","2025/11/30 12:00:00","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10211501","3004","10211020"
"101201","2025/11/30 12:00:00","バトル開始後90秒間魔法攻撃力極大\nアップ","10211501","3003","10211021"
"101201","2025/11/30 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10211501","3010","10211022"
"104301","2025/11/30 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","10211501","3001","10211023"
"104301","2025/11/30 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10211501","3010","10211024"
"104901","2025/12/31 12:00:00","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","10212501","3005","10212001"
"104901","2025/12/31 12:00:00","バトル開始後味方全体の行動不能\n2回無効","10212501","3013","10212002"
"106801","2025/12/31 12:00:00","バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","10212501","3010","10212003"
"106801","2025/12/31 12:00:00","バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","10212501","3010","10212004"
"101101","2025/12/31 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","10212501","3001","10212005"
"101101","2025/12/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10212501","3010","10212006"
"109101","2025/12/31 12:00:00","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","10212501","3005","10212007"
"109101","2025/12/31 12:00:00","バトル開始後味方全体の行動不能\n2回無効","10212501","3013","10212008"
"117101","2025/12/31 12:00:00","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10212501","3002","10212009"
"117101","2025/12/31 12:00:00","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10212501","3004","10212010"
"120001","2025/12/31 12:00:00","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10212501","3002","10212011"
"120001","2025/12/31 12:00:00","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10212501","3004","10212012"
"136501","2026/01/03 12:00:00","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10212501","3002","10212013"
"136501","2026/01/03 12:00:00","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10212501","3004","10212014"
"181101","2025/12/31 12:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10212501","3001","10212015"
"181101","2025/12/31 12:00:00","バトル開始後味方全体のＴＰ大回復","10212501","3014","10212016"
"121201","2025/12/31 12:00:00","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10212501","3011","10212017"
"121201","2025/12/31 12:00:00","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10212501","3011","10212018"
"133701","2025/12/31 12:00:00","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10212501","3003","10212019"
"133701","2025/12/31 12:00:00","バトル開始後味方全体のＴＰ大回復","10212501","3014","10212020"
"112901","2025/12/31 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","10212501","3001","10212021"
"112901","2025/12/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10212501","3010","10212022"
"119301","2025/12/31 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","10212501","3001","10212023"
"119301","2025/12/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10212501","3010","10212024"
"137901","2026/01/15 12:00:00","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10212501","3003","10212025"
"137901","2026/01/15 12:00:00","バトル開始後味方全体のＴＰ大回復","10212501","3014","10212026"
"133101","2026/01/31 12:00:00","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","10213501","3005","10213001"
"133101","2026/01/31 12:00:00","バトル開始後味方全体の行動不能\n2回無効","10213501","3013","10213002"
"129701","2026/01/31 12:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10213501","3001","10213003"
"129701","2026/01/31 12:00:00","バトル開始後味方全体のＴＰ大回復","10213501","3014","10213004"
"105801","2026/01/31 12:00:00","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10213501","3002","10213005"
"105801","2026/01/31 12:00:00","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10213501","3004","10213006"
"105801","2026/01/31 12:00:00","バトル開始後90秒間敵全体を挑発","10213501","3015","10213007"
"126501","2026/01/31 12:00:00","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10213501","3003","10213008"
"126501","2026/01/31 12:00:00","バトル開始後味方全体のＴＰ大回復","10213501","3014","10213009"
"138001","2026/01/31 12:00:00","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","10213501","3005","10213010"
"138001","2026/01/31 12:00:00","バトル開始後味方全体の行動不能\n2回無効","10213501","3013","10213011"
"138201","2026/02/15 12:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10213501","3001","10213012"
"138201","2026/02/15 12:00:00","バトル開始後味方全体のＴＰ大回復","10213501","3014","10213013"
"107501","2026/01/31 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","10213501","3001","10213014"
"107501","2026/01/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10213501","3010","10213015"
"111801","2026/01/31 12:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10213501","3001","10213016"
"111801","2026/01/31 12:00:00","バトル開始後味方全体のＴＰ大回復","10213501","3014","10213017"
"180401","2026/01/31 12:00:00","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10213501","3002","10213018"
"180401","2026/01/31 12:00:00","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10213501","3004","10213019"
"180401","2026/01/31 12:00:00","バトル開始後90秒間敵全体を挑発","10213501","3015","10213020"
"121001","2026/01/31 12:00:00","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10213501","3011","10213021"
"121001","2026/01/31 12:00:00","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10213501","3011","10213022"
"127901","2026/01/31 12:00:00","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10213501","3002","10213023"
"127901","2026/01/31 12:00:00","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10213501","3004","10213024"
"127901","2026/01/31 12:00:00","バトル開始後90秒間敵全体を挑発","10213501","3015","10213025"
"132801","2026/01/31 12:00:00","バトル開始後90秒間魔法攻撃力極大\nアップ","10213501","3003","10213026"
"132801","2026/01/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10213501","3010","10213027"
"138101","2026/02/09 12:00:00","バトル開始後90秒間魔法攻撃力極大\nアップ","10213501","3003","10213028"
"138101","2026/02/09 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10213501","3010","10213029"
"133101","2026/01/31 12:00:00","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","10213551","3005","10213501"
"133101","2026/01/31 12:00:00","バトル開始後味方全体の行動不能\n2回無効","10213551","3013","10213502"
"129701","2026/01/31 12:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10213551","3001","10213503"
"129701","2026/01/31 12:00:00","バトル開始後味方全体のＴＰ大回復","10213551","3014","10213504"
"105801","2026/01/31 12:00:00","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10213551","3002","10213505"
"105801","2026/01/31 12:00:00","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10213551","3004","10213506"
"105801","2026/01/31 12:00:00","バトル開始後90秒間敵全体を挑発","10213551","3015","10213507"
"126501","2026/01/31 12:00:00","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10213551","3003","10213508"
"126501","2026/01/31 12:00:00","バトル開始後味方全体のＴＰ大回復","10213551","3014","10213509"
"138001","2026/01/31 12:00:00","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","10213551","3005","10213510"
"138001","2026/01/31 12:00:00","バトル開始後味方全体の行動不能\n2回無効","10213551","3013","10213511"
"138201","2026/02/15 12:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10213551","3001","10213512"
"138201","2026/02/15 12:00:00","バトル開始後味方全体のＴＰ大回復","10213551","3014","10213513"
"107501","2026/01/31 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","10213551","3001","10213514"
"107501","2026/01/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10213551","3010","10213515"
"111801","2026/01/31 12:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10213551","3001","10213516"
"111801","2026/01/31 12:00:00","バトル開始後味方全体のＴＰ大回復","10213551","3014","10213517"
"180401","2026/01/31 12:00:00","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10213551","3002","10213518"
"180401","2026/01/31 12:00:00","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10213551","3004","10213519"
"180401","2026/01/31 12:00:00","バトル開始後90秒間敵全体を挑発","10213551","3015","10213520"
"121001","2026/01/31 12:00:00","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10213551","3011","10213521"
"121001","2026/01/31 12:00:00","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10213551","3011","10213522"
"127901","2026/01/31 12:00:00","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10213551","3002","10213523"
"127901","2026/01/31 12:00:00","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10213551","3004","10213524"
"127901","2026/01/31 12:00:00","バトル開始後90秒間敵全体を挑発","10213551","3015","10213525"
"132801","2026/01/31 12:00:00","バトル開始後90秒間魔法攻撃力極大\nアップ","10213551","3003","10213526"
"132801","2026/01/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10213551","3010","10213527"
"138101","2026/02/09 12:00:00","バトル開始後90秒間魔法攻撃力極大\nアップ","10213551","3003","10213528"
"138101","2026/02/09 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10213551","3010","10213529"
"103801","2026/02/28 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","10214501","3001","10214001"
"103801","2026/02/28 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10214501","3010","10214002"
"130101","2026/02/28 12:00:00","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10214501","3002","10214003"
"130101","2026/02/28 12:00:00","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10214501","3004","10214004"
"112301","2026/02/28 12:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10214501","3001","10214005"
"112301","2026/02/28 12:00:00","バトル開始後味方全体のＴＰ大回復","10214501","3014","10214006"
"125401","2026/02/28 12:00:00","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10214501","3011","10214007"
"125401","2026/02/28 12:00:00","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10214501","3011","10214008"
"180701","2026/02/28 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","10214501","3001","10214011"
"180701","2026/02/28 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10214501","3010","10214012"
"138701","2026/03/03 12:00:00","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10214501","3011","10214013"
"138701","2026/03/03 12:00:00","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10214501","3011","10214014"
"104801","2026/02/28 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","10214501","3001","10214023"
"104801","2026/02/28 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10214501","3010","10214024"
"103401","2026/02/28 12:00:00","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10214501","3002","10214025"
"103401","2026/02/28 12:00:00","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10214501","3004","10214026"
