6d58dbb51ab56d6b38b7386742d1d72e9daa55915fd59e5fe417dd3f1de648b9,dc1b9cf84c4b4ae287a9e571d686ad4a05f59dadad9cbfcbb735a88d587682e1,740e86808c8ac3f1f0dc0983863223ff2f1064068a2d08cc4b63ebc5cdaa2f2f,5efae36648e7844bc99914c286018a6439a6f0dede52c27161088b9cc558b0d5,2c72ecc502016060dfdc4c7e86a8e2370e6b741acce54ce3644624fc2a4da07a,f9d0b95dd21118f23accd02028292649d15bc3f0486d99465e6db9db81c6c643,770fa5e56107580e613aa00a51781b751d05eada0b719f0492308ade7d522815,6540272299ab30fca139439e26be80aeb3663cecfbaaee7ae624090d3992d66f,5a13b4a6fb1781f9a96436b5045c9cabcbae92943dfb829557f5660bc1fc0318,158eae5e15fa20a91a613e12fa9ebffd5711f1d7a18606698ee4fc1c4861acf0,0230d68ddd2a6f2b91cf6332dfa4c85531fa632fa6c37f4a61d09b5c64d08aff,64988ce3675ebbd28269bd1f9724f7feb5d110b70b22d5091ab698d30fea963b,7aa829118a165f3ba1a7d44a6f51e760250deb4379496c307fe735e23fb7b92c,17a9085fec75b9b7c108eaee86b24ae331470109b12de0c414993d46634def2b,bdc853d7a09201bfb4981cfd2847cab701156ecf7052aff44052a04f5abbc348,c883d72308081d427d0eb194a5da756eafa04bc1d95ba2dee0f640d6c15aec4e,b72441722097d455121cbbc90072a8bef3aad467b1ae57e9c0690c8a09e20f83,a453ddabdc487dfdfc09884474c4f4fb38119c5cb3a5f9744812abd2ca449525,c578241c28eb5312dc064e0387c8b9a98896f7f1b9ed1f7eef7324485ae7f4be,8d6c91f750ae8b0edf6b5965c211d424e04a205e10bea4a06a190896b2274687,3fd84994405612d471bfdd204bc5eb4e535101cb90709a680c25212e9e6900ce,f681de44b25b20154630d791ed0a5b9a710771a8b292d863508df1aba3c24737
"1038","1.4","1","1","1","10380105","200","220","0","bgm_M55","1.6","0","5","5","-30","0","1.8","0","440","101031","101031","0"
"1039","0.6","1","1","1","10390101","250","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-125","-470","101041","101041","0"
"1039","0.65","1","1","1","10390102","200","200","0","bgm_M64","0.7","0","2","2","-30","10","1","-95","-210","101041","101041","0"
"1039","0.9","1","1","1","10390103","100","200","-10","bgm_M64","1","0","3","3","-30","0","1.3","-120","50","101041","101041","-15"
"1039","0.9","1","1","1","10390104","100","200","0","bgm_M64","1.3","0","4","4","-30","0","1.35","35","195","101041","101041","0"
"1039","1.1","1","1","1.3","10390105","150","210","0","bgm_M55","1.35","-50","5","5","-30","0","1.8","-55","450","101042","101042","0"
"1040","0.6","1","1","1","10400101","250","210","0","bgm_M64","0.85","0","1","1","-30","10","0.8","-120","-480","101161","101161","0"
"1040","0.75","1","1","1","10400102","100","240","0","bgm_M64","1.1","0","2","2","-30","0","1.2","-100","-260","101161","101161","0"
"1040","0.65","1","1","1","10400103","100","200","-10","bgm_M64","1","0","3","3","-30","5","1.1","65","-10","101161","101161","-5"
"1040","0.9","1","1","1","10400104","150","200","0","bgm_M64","1","43","4","4","-30","0","1","-110","190","101161","101161","0"
"1040","0.9","1","1","1.3","10400105","270","280","-45","bgm_M55","1","-50","5","5","-30","-10","1.15","-70","485","101162","101162","-40"
"1041","0.6","1","1","1","10410101","120","210","0","bgm_M64","0.85","0","1","1","-30","10","0.8","-120","-480","101171","101171","0"
"1041","0.75","1","1","1","10410102","120","200","0","bgm_M64","1","0","2","2","-30","10","1.2","-120","-260","101171","101171","0"
"1041","0.6","1","1.4","1","10410103","150","200","-60","bgm_M64","0.55","-50","3","3","-30","0","0.9","0","-10","101171","101171","-13"
"1041","0.9","1","1","1","10410104","100","200","0","bgm_M64","1","0","4","4","-30","0","1.2","-110","190","101171","101171","0"
"1041","1","1","1","1","10410105","200","250","0","bgm_M55","1","-50","5","5","-30","10","1.45","-30","475","101172","101172","-20"
"1042","0.6","1","1","1","10420101","100","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-120","-480","101191","101191","0"
"1042","0.8","1","1","1","10420102","100","200","0","bgm_M64","1","0","2","2","-30","10","1.2","-100","-260","101191","101191","0"
"1042","0.9","1","1","1","10420103","100","200","-10","bgm_M64","1","-30","3","3","-30","0","1.4","65","-10","101191","101451","-15"
"1042","0.65","1","1","1","10420104","100","200","0","bgm_M64","1","0","4","4","-30","0","1.1","-110","190","101191","101191","0"
"1042","1.1","1","1.2","1","10420105","200","280","-45","bgm_M55","1","-50","5","5","-30","-10","1.3","-70","485","101192","101192","0"
"1043","0.6","1","1","1","10430101","100","210","0","bgm_M64","0.85","0","1","1","-30","10","0.8","-120","-480","101201","101201","0"
"1043","0.75","1","1","1","10430102","100","240","0","bgm_M64","1.1","0","2","2","-30","10","1.2","-120","-260","101201","101201","0"
"1043","0.8","1","1","1","10430103","100","200","-10","bgm_M64","1","0","3","3","-30","0","1.1","65","-10","101201","101201","-15"
"1043","0.7","1","1","1","10430104","100","200","0","bgm_M64","1","43","4","4","-30","0","1","-110","190","101201","101201","0"
"1043","1","1","1","1","10430105","100","250","-45","bgm_M55","1","-50","5","5","-30","10","1.45","-30","475","101202","101202","-20"
"1044","0.6","1","1","1","10440101","100","210","0","bgm_M64","0.85","0","1","1","-30","10","0.8","-120","-480","101291","101291","0"
"1044","0.75","1","1","1","10440102","100","240","0","bgm_M64","1.1","0","2","2","-30","10","1.2","-120","-260","101291","101291","0"
"1044","1.55","1","1","1","10440103","100","200","-10","bgm_M64","2.2","0","3","3","-30","0","2.3","65","-40","101291","101291","-15"
"1044","1.1","1","1","1","10440104","100","200","0","bgm_M64","1","0","4","4","-30","0","1.2","-110","150","101291","101291","0"
"1044","1.1","1","1","1","10440105","100","230","30","bgm_M55","1","15","5","5","-30","30","1.45","-15","490","101292","101292","-20"
"1045","0.58","1","1","1","10450101","100","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-120","-480","101301","101301","0"
"1045","0.9","1","1","1","10450102","100","200","0","bgm_M64","1","0","2","2","-30","10","1.2","-120","-260","101301","101301","0"
"1045","0.93","1","1","1","10450103","200","200","-10","bgm_M64","1","-30","3","3","-30","-10","1.4","100","-50","101301","101301","0"
"1045","0.9","1","1","1","10450104","100","200","0","bgm_M64","1","15","4","4","-30","0","1.3","-100","100","101301","101301","0"
"1045","1","1","1","1","10450105","100","270","-30","bgm_M55","1.1","-15","5","5","-30","10","1.2","-55","470","101302","101302","-20"
"1046","0.575","1","1","1","10460101","100","210","0","bgm_M64","0.85","0","1","1","-30","10","0.8","-130","-450","101441","101161","0"
"1046","0.75","1","1","1","10460102","200","200","0","bgm_M64","0.7","0","2","2","-30","10","1","-120","-250","101441","101161","0"
"1046","0.8","1","1","1","10460103","100","200","-10","bgm_M64","1.1","0","3","3","-30","0","1.2","50","-10","101441","101161","-15"
"1046","0.8","1","1","1","10460104","150","200","0","bgm_M64","1","43","4","4","-30","0","1","-100","210","101441","101161","0"
"1046","0.95","1","1","1","10460105","100","230","-30","bgm_M55","1.1","-35","5","5","-30","10","1.2","-70","470","101442","101162","-20"
"1047","0.58","1","1","1","10470101","100","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-130","-450","101451","101451","0"
"1047","0.9","1","1","1","10470102","100","200","0","bgm_M64","1","0","2","2","-30","10","1.2","-120","-250","101451","101451","0"
"1047","0.9","1","1","1","10470103","100","200","-10","bgm_M64","1","-30","3","3","-30","0","1.4","50","-20","101451","101451","-15"
"1047","0.8","1","1","1","10470104","100","200","0","bgm_M64","0.85","0","4","4","-30","0","1","-100","200","101451","101451","0"
"1047","1.25","1","1.2","1","10470105","100","290","-50","bgm_M55","1.4","-35","5","5","-30","0","1.55","-70","510","101452","101452","0"
"1048","0.58","1","1","1","10480101","100","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-130","-450","101561","101451","0"
"1048","0.75","1","1","1","10480102","100","240","0","bgm_M64","1.1","0","2","2","-30","0","1.2","-120","-240","101561","101451","0"
"1048","0.6","1","1.4","1","10480103","150","200","-60","bgm_M64","0.55","-50","3","3","-30","0","0.9","0","-10","101561","101451","-13"
"1048","0.7","1","1","1","10480104","100","200","0","bgm_M64","1","20","4","4","-30","0","1.1","-100","195","101561","101451","0"
"1048","1.25","1","1.4","1","10480105","400","290","-50","bgm_M55","1.35","-60","5","5","-30","0","1.55","-70","460","101562","101452","0"
"1049","0.58","1","1","1","10490101","100","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-120","-480","101001","101001","0"
"1049","0.75","1","1","1","10490102","100","200","0","bgm_M64","1.1","0","2","2","-30","10","1.2","-120","-270","101001","101001","0"
"1049","0.9","1","1","1","10490103","200","200","-10","bgm_M64","1","-30","3","3","-30","0","1.4","65","-25","101001","101001","-15"
"1049","0.9","1","1","1","10490104","150","200","0","bgm_M64","1","-30","4","4","-30","0","1.1","-120","200","101001","101001","0"
"1049","1.2","1","1.2","1","10490105","200","250","0","bgm_M55","1","0","5","5","-30","0","1.3","-40","480","101011","101011","0"
"1050","0.575","1","1","1","10500101","170","210","-30","bgm_M64","0.9","-25","1","1","-30","10","1","-110","-450","101021","101021","0"
"1050","0.75","1","1","1","10500102","100","240","0","bgm_M64","1.1","0","2","2","-30","0","1.2","-120","-240","101021","101021","0"
"1050","0.6","1","1","1","10500103","100","200","-10","bgm_M64","0.8","0","3","3","-30","5","0.9","65","-10","101021","101021","-5"
"1050","0.65","1","1","1","10500104","100","200","0","bgm_M64","1","0","4","4","-30","0","1.1","-110","190","101021","101021","0"
"1050","1.4","1","1","1","10500105","200","220","0","bgm_M55","1.6","0","5","5","-30","0","1.8","0","440","101031","101031","0"
"1051","0.58","1","1","1","10510101","100","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-130","-450","101041","101041","0"
"1051","0.65","1","1","1","10510102","200","200","0","bgm_M64","0.7","0","2","2","-30","10","1","-120","-250","101041","101041","0"
"1051","0.75","1","1","1","10510103","100","200","-10","bgm_M64","1","-10","3","3","-30","10","1.3","70","-35","101041","101041","-15"
"1051","1","1","1","1","10510104","100","200","0","bgm_M64","1","0","4","4","-30","0","1.4","-110","150","101041","101041","0"
"1051","1.1","1","1","1.3","10510105","150","210","0","bgm_M55","1.35","-50","5","5","-30","0","1.8","-55","450","101042","101042","0"
"1052","0.6","1","1","1","10520101","250","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-120","-480","101161","101161","0"
"1052","0.75","1","1","1","10520102","100","240","0","bgm_M64","1.1","0","2","2","-30","0","1.2","-100","-260","101161","101161","0"
"1052","0.65","1","1","1","10520103","100","200","-10","bgm_M64","1","0","3","3","-30","5","1.1","65","-10","101161","101161","-5"
"1052","0.8","1","1","1","10520104","100","200","0","bgm_M64","1","-30","4","4","-30","0","1.3","-50","240","101161","101161","0"
"1052","0.9","1","1","1.3","10520105","270","280","-45","bgm_M55","1","-50","5","5","-30","-10","1.15","-70","485","101162","101162","-40"
"1053","0.5","1","1","1","10530101","120","210","0","bgm_M64","0.85","0","1","1","-30","10","0.8","-120","-480","101171","101171","0"
"1053","0.75","1","1","1","10530102","100","200","0","bgm_M64","1.1","0","2","2","-30","10","1.2","-120","-270","101171","101171","0"
"1053","1.55","1","1","1","10530103","100","200","-10","bgm_M64","2.2","0","3","3","-30","0","2.3","65","-25","101171","101171","-15"
"1053","0.9","1","1","1","10530104","100","200","0","bgm_M64","1","-30","4","4","-30","0","1.5","-100","200","101171","101171","0"
"1053","1","1","1","1","10530105","200","250","0","bgm_M55","1","-50","5","5","-30","10","1.45","-30","475","101172","101172","-20"
"1054","0.575","1","1","1","10540101","170","210","-30","bgm_M64","0.9","-25","1","1","-30","10","1","-110","-450","101191","101191","0"
"1054","0.65","1","1","1","10540102","200","200","0","bgm_M64","0.7","0","2","2","-30","10","1","-120","-250","101191","101191","0"
"1054","0.8","1","1","1","10540103","100","200","-10","bgm_M64","1.1","0","3","3","-30","0","1.2","50","-10","101191","101191","-15"
"1054","1","1","1","1","10540104","200","200","0","bgm_M64","1","0","4","4","-30","0","1.5","-90","190","101191","101191","0"
"1054","1.1","1","1.2","1","10540105","200","280","-45","bgm_M55","1","-50","5","5","-30","-10","1.3","-70","485","101192","101192","0"
"1055","0.5","1","1","1","10550101","120","210","0","bgm_M64","0.85","0","1","1","-30","10","0.8","-120","-480","101201","101201","0"
"1055","0.7","1","1","1","10550102","250","240","-30","bgm_M64","1","-30","2","2","-30","0","1","-120","-250","101201","101201","0"
"1055","0.8","1","1","1","10550103","100","200","-10","bgm_M64","1","0","3","3","-30","0","1.1","65","-10","101201","101201","-15"
"1055","0.7","1","1","1","10550104","100","200","0","bgm_M64","1","43","4","4","-30","0","1","-110","190","101201","101201","0"
"1055","1","1","1","1","10550105","100","250","-45","bgm_M55","1","-50","5","5","-30","10","1.45","-30","475","101202","101202","-20"
"1056","0.6","1","1","1","10560101","250","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-120","-480","101291","101291","0"
"1056","0.75","1","1","1","10560102","100","240","0","bgm_M64","1.1","0","2","2","-30","0","1.2","-100","-260","101291","101291","0"
"1056","0.9","1","1","1","10560103","100","200","-10","bgm_M64","1","-30","3","3","-30","0","1.4","50","-35","101291","101291","-15"
"1056","0.9","1","1","1","10560104","150","200","0","bgm_M64","1","-30","4","4","-30","0","1.1","-120","190","101291","101291","0"
"1056","1.1","1","1","1","10560105","100","230","30","bgm_M55","1","15","5","5","-30","30","1.45","-15","490","101292","101292","-20"
"1057","0.575","1","1","1","10570101","170","210","-30","bgm_M64","0.9","-25","1","1","-30","10","1","-110","-450","101301","101301","0"
"1057","0.75","1","1","1","10570102","100","200","0","bgm_M64","1.1","0","2","2","-30","10","1.2","-120","-270","101301","101301","0"
"1057","0.93","1","1","1","10570103","200","200","-10","bgm_M64","1","-30","3","3","-30","-10","1.4","100","-50","101301","101301","0"
"1057","0.9","1","1","1","10570104","100","200","0","bgm_M64","1","0","4","4","-30","0","1.2","-110","190","101301","101301","0"
"1057","1","1","1","1","10570105","100","270","-30","bgm_M55","1.1","-15","5","5","-30","10","1.2","-55","470","101302","101302","-20"
"1058","0.6","1","1","1","10580101","250","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-120","-480","101441","101441","0"
"1058","0.7","1","1","1","10580102","250","240","-30","bgm_M64","1","-30","2","2","-30","0","1","-120","-250","101441","101441","0"
"1058","0.75","1","1","1","10580103","100","200","-10","bgm_M64","1","-10","3","3","-30","10","1.3","70","-5","101441","101441","-15"
"1058","0.8","1","1","1","10580104","100","200","0","bgm_M64","1","20","4","4","-30","10","1.1","-100","210","101441","101441","0"
"1058","0.95","1","1","1","10580105","100","230","-30","bgm_M55","1.1","-35","5","5","-30","10","1.2","-70","470","101442","101442","-20"
"1059","0.575","1","1","1","10590101","170","210","-30","bgm_M64","0.9","-25","1","1","-30","10","1","-110","-450","101451","101451","0"
"1059","0.65","1","1","1","10590102","200","200","0","bgm_M64","0.7","0","2","2","-30","10","1","-120","-250","101451","101451","0"
"1059","0.6","1","1.4","1","10590103","150","200","-60","bgm_M64","0.55","-50","3","3","-30","0","0.9","0","-10","101451","101451","-13"
"1059","0.7","1","1","1","10590104","100","200","0","bgm_M64","0.7","0","4","4","-30","0","1","-120","200","101451","101451","0"
"1059","1.25","1","1.2","1","10590105","100","290","-50","bgm_M55","1.4","-35","5","5","-30","0","1.55","-70","510","101452","101452","0"
"1060","0.5","1","1","1","10600101","120","210","0","bgm_M64","0.85","0","1","1","-30","10","0.8","-120","-480","101561","101561","0"
"1060","0.75","1","1","1","10600102","100","200","0","bgm_M64","1.1","0","2","2","-30","10","1.2","-120","-270","101561","101561","0"
"1060","0.9","1","1","1","10600103","200","200","-10","bgm_M64","1","-30","3","3","-30","0","1.4","65","-25","101561","101561","-15"
"1060","0.65","1","1","1","10600104","100","200","0","bgm_M64","1","0","4","4","-30","0","1.1","-110","190","101561","101561","0"
"1060","1.25","1","1.4","1","10600105","400","290","-50","bgm_M55","1.35","-60","5","5","-30","0","1.55","-70","460","101562","101562","0"
"1061","0.6","1","1","1","10610101","250","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-120","-480","101001","101001","0"
"1061","0.75","1","1","1","10610102","100","240","0","bgm_M64","1.1","0","2","2","-30","0","1.2","-100","-260","101001","101001","0"
"1061","1","1","1","1","10610103","100","200","-10","bgm_M64","1","-30","3","3","-30","0","1.4","65","-10","101001","101001","-15"
"1061","1","1","1","1","10610104","100","200","0","bgm_M64","1","0","4","4","-30","0","1.4","-110","200","101001","101001","0"
"1061","1.2","1","1.2","1","10610105","200","250","0","bgm_M55","1","0","5","5","-30","0","1.3","-40","480","101011","101011","0"
"1063","0.5","1","1","1","10630101","120","210","0","bgm_M64","0.85","0","1","1","-30","10","0.8","-120","-480","101021","101021","0"
"1063","0.7","1","1","1","10630102","250","240","-30","bgm_M64","1","-30","2","2","-30","0","1","-120","-250","101021","101021","0"
"1063","0.9","1","1","1","10630103","100","200","0","bgm_M64","1","0","3","3","-30","0","1.3","70","-10","101021","101021","0"
"1063","0.8","1","1","1","10630104","100","200","0","bgm_M64","1","-30","4","4","-30","0","1.2","-70","240","101021","101021","0"
"1063","1.4","1","1","1","10630105","200","220","0","bgm_M55","1.6","0","5","5","-30","0","1.8","0","470","101031","101031","0"
"1064","0.575","1","1","1","10640101","170","210","-30","bgm_M64","0.9","-25","1","1","-30","10","1","-110","-450","101041","101041","0"
"1064","0.65","1","1","1","10640102","200","200","0","bgm_M64","0.7","0","2","2","-30","10","1","-120","-250","101041","101041","0"
"1064","0.8","1","1","1","10640103","100","200","-10","bgm_M64","1","0","3","3","-30","0","1.1","65","-10","101041","101041","-15"
"1064","0.9","1","1","1","10640104","100","200","0","bgm_M64","1","-30","4","4","-30","0","1.5","-100","200","101041","101041","0"
"1064","1.1","1","1","1.3","10640105","150","210","0","bgm_M55","1.35","-50","5","5","-30","0","1.8","-55","450","101042","101042","0"
"1065","0.6","1","1","1","10650101","250","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-120","-480","101161","101161","0"
"1065","0.75","1","1","1","10650102","100","240","0","bgm_M64","1.1","0","2","2","-30","0","1.2","-100","-260","101161","101161","0"
"1065","0.65","1","1","1","10650103","100","200","-10","bgm_M64","1","0","3","3","-30","5","1.1","65","-10","101161","101161","-5"
"1065","0.8","1","1","1","10650104","100","200","0","bgm_M64","0.85","0","4","4","-30","0","1","-100","200","101161","101161","0"
"1065","0.9","1","1","1.3","10650105","270","280","-45","bgm_M55","1","-50","5","5","-30","-10","1.15","-70","485","101162","101162","-40"
"1066","0.5","1","1","1","10660101","120","210","0","bgm_M64","0.85","0","1","1","-30","10","0.8","-120","-480","101171","101171","0"
"1066","0.7","1","1","1","10660102","250","240","-30","bgm_M64","1","-30","2","2","-30","0","1","-120","-250","101171","101171","0"
"1066","0.8","1","1","1","10660103","100","200","-10","bgm_M64","1.1","0","3","3","-30","0","1.15","65","0","101171","101171","-10"
"1066","0.9","1","1","1","10660104","100","200","-10","bgm_M64","1.3","0","4","4","-30","0","1.35","5","230","101171","101171","0"
"1066","1","1","1","1","10660105","200","250","0","bgm_M55","1","-50","5","5","-30","10","1.45","-30","475","101172","101172","-20"
"1067","0.6","1","1","1","10670101","250","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-50","-480","101191","101191","0"
"1067","0.75","1","1","1","10670102","100","200","0","bgm_M64","1.1","0","2","2","-30","10","1.2","-120","-270","101191","101191","0"
"1067","0.9","1","1","1","10670103","100","200","-10","bgm_M64","1","-30","3","3","-30","0","1.4","50","-20","101191","101191","-15"
"1067","1","1","1","1","10670104","200","200","0","bgm_M64","1","0","4","4","-30","0","1.5","-90","200","101191","101191","0"
"1067","1.1","1","1.2","1","10670105","200","280","-45","bgm_M55","1","-50","5","5","-30","-10","1.3","-70","485","101192","101192","0"
"1068","0.8","1","1","1","10680101","100","210","0","bgm_M64","1.1","20","1","1","-30","10","1.45","0","-470","101201","101201","0"
"1068","0.65","1","1","1","10680102","200","200","0","bgm_M64","0.7","0","2","2","-30","10","1","-120","-250","101201","101201","0"
"1068","0.75","1","1","1","10680103","100","200","-10","bgm_M64","1","-10","3","3","-30","10","1.3","70","-5","101201","101201","-15"
"1068","0.7","1","1","1","10680104","100","200","0","bgm_M64","1","43","4","4","-30","0","1","-110","190","101201","101201","0"
"1068","1","1","1","1","10680105","100","250","-45","bgm_M55","1","-50","5","5","-30","10","1.45","-30","475","101202","101202","-20"
"1069","0.575","1","1","1","10690101","170","210","-30","bgm_M64","0.9","-25","1","1","-30","10","1","-110","-450","101291","101291","0"
"1069","0.75","1","1","1","10690102","100","240","0","bgm_M64","1.1","0","2","2","-30","0","1.2","-25","-225","101291","101291","0"
"1069","1.55","1","1","1","10690103","100","200","-10","bgm_M64","2.2","0","3","3","-30","0","2.3","65","0","101291","101291","-15"
"1069","0.65","1","1","1","10690104","100","200","0","bgm_M64","1","0","4","4","-30","0","1.1","-110","190","101291","101291","0"
"1069","1.1","1","1","1","10690105","100","230","30","bgm_M55","1","15","5","5","-30","30","1.45","-15","490","101292","101292","-20"
"1070","0.6","1","1","1","10700101","250","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-50","-480","101301","101301","0"
"1070","0.65","1","1","1","10700102","200","200","0","bgm_M64","0.7","0","2","2","-30","10","1","-120","-250","101301","101301","0"
"1070","0.93","1","1","1","10700103","200","200","-10","bgm_M64","1","-30","3","3","-30","-10","1.4","100","-50","101301","101301","0"
"1070","0.9","1","1","1","10700104","150","200","0","bgm_M64","1","-30","4","4","-30","0","1.1","-120","190","101301","101301","0"
"1070","1","1","1","1","10700105","100","270","-30","bgm_M55","1.1","-15","5","5","-30","10","1.2","-55","470","101302","101302","-20"
"1071","0.8","1","1","1","10710101","100","210","0","bgm_M64","1.1","20","1","1","-30","10","1.45","0","-470","101441","101441","0"
"1071","0.7","1","1","1","10710102","250","240","-30","bgm_M64","1","-30","2","2","-30","0","1","-120","-250","101441","101441","0"
"1071","0.8","1","1","1","10710103","100","200","-10","bgm_M64","1","0","3","3","-30","0","1.1","65","-10","101441","101441","-15"
"1071","0.7","1","1","1","10710104","100","200","0","bgm_M64","0.7","0","4","4","-30","0","1","-120","200","101441","101441","0"
"1071","0.95","1","1","1","10710105","100","230","-30","bgm_M55","1.1","-35","5","5","-30","10","1.2","-70","470","101442","101442","-20"
"1072","0.575","1","1","1","10720101","170","210","-30","bgm_M64","0.9","-25","1","1","-30","10","1","-110","-450","101451","101451","0"
"1072","0.75","1","1","1","10720102","100","240","0","bgm_M64","1.1","0","2","2","-30","0","1.2","-25","-225","101451","101451","0"
"1072","1","1","1","1","10720103","100","200","-10","bgm_M64","1","-30","3","3","-30","0","1.4","65","-10","101451","101451","-15"
"1072","0.8","1","1","1","10720104","100","200","0","bgm_M64","1","20","4","4","-30","10","1.1","-100","210","101451","101451","0"
"1072","1.25","1","1.2","1","10720105","100","290","-50","bgm_M55","1.4","-35","5","5","-30","0","1.55","-70","510","101452","101452","0"
"1073","0.575","1","1","1","10730101","170","210","-30","bgm_M64","0.9","-25","1","1","-30","10","1","0","-450","101561","101561","0"
"1073","0.75","1","1","1","10730102","100","200","0","bgm_M64","1.1","0","2","2","-30","10","1.2","-120","-270","101561","101561","0"
"1073","0.65","1","1","1","10730103","100","200","-10","bgm_M64","1","0","3","3","-30","5","1.1","65","-10","101561","101561","-5"
"1073","1","1","1","1","10730104","100","200","0","bgm_M64","1","0","4","4","-30","0","1.4","-110","200","101561","101561","0"
"1073","1.25","1","1.4","1","10730105","400","290","-50","bgm_M55","1.35","-60","5","5","-30","0","1.55","-70","460","101562","101562","0"
"1074","0.6","1","1","1","10740101","250","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-50","-480","101001","101001","0"
"1074","0.9","1","1","1","10740102","200","240","10","bgm_M64","1.1","10","2","2","-30","0","1.35","-110","-260","101001","101001","0"
"1074","0.75","1","1","1","10740103","100","200","-10","bgm_M64","1","-10","3","3","-30","10","1.15","70","-5","101001","101001","-15"
"1074","0.9","1","1","1","10740104","100","200","0","bgm_M64","1","0","4","4","-30","0","1.2","-110","190","101001","101001","0"
"1074","1.2","1","1.2","1","10740105","200","250","0","bgm_M55","1","0","5","5","-30","0","1.3","-40","480","101011","101011","0"
"1075","0.8","1","1","1","10750101","100","210","0","bgm_M64","1.1","20","1","1","-30","10","1.45","0","-470","101021","101021","0"
"1075","0.65","1","1","1","10750102","200","200","0","bgm_M64","0.7","0","2","2","-30","10","1","-120","-250","101021","101021","0"
"1075","0.6","1","1.4","1","10750103","150","200","-60","bgm_M64","0.55","-50","3","3","-30","0","0.9","0","-10","101021","101021","-13"
"1075","0.9","1","1","1","10750104","100","200","0","bgm_M64","1","-30","4","4","-30","0","1.5","-100","200","101021","101021","0"
"1075","1.4","1","1","1","10750105","200","220","0","bgm_M55","1.6","0","5","5","-30","0","1.8","0","470","101031","101031","0"
"1076","0.575","1","1","1","10760101","170","210","-30","bgm_M64","0.9","-25","1","1","-30","10","1","-110","-480","101041","101041","0"
"1076","0.7","1","1","1","10760102","250","240","-30","bgm_M64","1","-30","2","2","-30","0","1","-20","-230","101041","101041","0"
"1076","0.9","1","1","1","10760103","100","200","-10","bgm_M64","1","-30","3","3","-30","0","1.4","-120","15","101041","101041","-15"
"1076","0.8","1","1","1","10760104","300","200","-50","bgm_M64","1","-60","4","4","-30","0","1.3","40","200","101041","101041","0"
"1076","1.1","1","1","1.3","10760105","150","210","0","bgm_M55","1.35","-50","5","5","-30","0","1.8","-55","450","101042","101042","0"
"1077","0.6","1","1","1","10770101","250","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-50","-480","101161","101161","0"
"1077","0.75","1","1","1","10770102","100","200","0","bgm_M64","1.1","0","2","2","-30","10","1.2","-120","-270","101161","101161","0"
"1077","0.9","1","1","1","10770103","100","200","0","bgm_M64","1","0","3","3","-30","0","1.3","70","-10","101161","101161","0"
"1077","1","1","1","1","10770104","200","200","0","bgm_M64","1","0","4","4","-30","0","1.5","-90","200","101161","101161","0"
"1077","0.9","1","1","1.3","10770105","270","280","-45","bgm_M55","1","-50","5","5","-30","-10","1.15","-70","485","101162","101162","-40"
"1078","0.575","1","1","1","10780101","170","210","-30","bgm_M64","0.9","-25","1","1","-30","10","1","-90","-450","101171","101171","0"
"1078","0.75","1","1","1","10780102","100","240","0","bgm_M64","1.1","0","2","2","-30","0","1.2","20","-225","101171","101171","0"
"1078","0.8","1","1","1","10780103","100","200","-10","bgm_M64","1.1","0","3","3","-30","0","1.15","-65","0","101171","101171","-10"
"1078","0.65","1","1","1","10780104","100","200","-10","bgm_M64","0.9","0","4","4","-30","0","1","0","230","101171","101171","0"
"1078","1","1","1","1","10780105","200","250","0","bgm_M55","1","-50","5","5","-30","10","1.45","-30","475","101172","101172","-20"
"1079","0.6","1","1","1","10790101","250","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-50","-480","101191","101191","0"
"1079","0.9","1","1","1","10790102","200","240","10","bgm_M64","1.1","10","2","2","-30","0","1.35","-110","-260","101191","101191","0"
"1079","0.8","1","1","1","10790103","100","200","-10","bgm_M64","1","0","3","3","-30","0","1.1","65","-10","101191","101191","-15"
"1079","0.9","1","1","1","10790104","100","200","-10","bgm_M64","1.3","0","4","4","-30","0","1.35","5","230","101191","101191","0"
"1079","1.1","1","1.2","1","10790105","200","280","-45","bgm_M55","1","-50","5","5","-30","-10","1.3","-70","485","101192","101192","0"
"1080","0.85","1","1","1","10800101","100","210","0","bgm_M64","1.1","0","1","1","-30","10","1.35","0","-470","101201","101201","0"
"1080","0.65","1","1","1","10800102","200","200","-5","bgm_M64","0.8","0","2","2","-30","10","1","-120","-250","101201","101201","0"
