4b9b6d9bb9321548268df6fd3beee7b7953f906ff1522a0ea434d77dac3b2eb2,917cad7ecaab1909d90d9d8eeab19e61f131d4e2215f9d7fe0a67a4d6dc43ea7,e73304d6e5c043e782ae88a12932dc9faf8e24258e47732739269932551b49fc,8b332b7df7b40581d2c96adfdf3bdac28234f571fda858eff1bb176c616236dd,64ae0ff50bfdd23f8b974cc08b4ade50e0910976e07e4406f07b5eaf983688a2,a345462d297d4a0dd677f855407e176a17ac1cc392eed13a9879a8b23de9f082,df06fbd7c35dcb36f5af5d16937d6b9b909ede39f43d77e08991b1862d0cee74,6abaa37b4e2b93ff741b2533569a11244ef20edcd6355fc18bf9fdfd8b0d2393,6ec4934a04f391f07b00d1b6ddecd51f672e87c8f8a957d4a6f095953d50ada0,6d497760c553722d6c41ffea4c8f7f0b1d1513613483dffd64318c2a35823c9a,8262999a6056a738d1cdc293e6104be415e11a88efa1fbb80f0eeb1cf6c70baa
"10","7","","あれくらいで立ち止まる気は\nなかったからね\nウヅキもミオも、絶対立ち上がるって\n信じてたよ","1","11","1","112511","1070046","",""
"","7","","","","91","","0","1070047","",""
"1","7","","omp_idle_calm","","3","","112511","1070048","","0"
"1","7","","omp_talk_joy1","","3","","112411","1070049","","0"
"0","7","","vo_omp_7007_007","0","21","","vo_omp_7007","1070050","",""
"10","7","","リンちゃん…！","1","11","1","112411","1070051","",""
"","7","","","","91","","0","1070052","",""
"","7","","0","","4","","112611","1070053","",""
"1","7","","omp_psn_20","","3","","112411","1070054","","0"
"1","7","","omp_talk_joy1","","3","","112611","1070055","","0"
"0","7","","vo_omp_7007_008","0","21","","vo_omp_7007","1070056","",""
"10","7","","へへっ、しぶりんってば\nクールぶってるくせに、熱いねぇ♪\nそんなしぶりんは、しまむーと私で\nぎゅ～っとしちゃうぞ～！","1","11","1","112611","1070057","",""
"","7","","1","","93","","10","1070058","",""
"1","7","","0","","4","","112611","1070059","",""
"-205","7","","120","0","2","1","112611","1070060","",""
"-205","7","","420","0","2","1","112411","1070061","",""
"0","7","0.1","omp_psn_13","omp_psn_13_loop","3","1","112611","1070062","","0"
"0","7","0.1","omp_psn_13","omp_psn_13_loop","3","1","112411","1070063","","0"
"0","7","0","omp_psn_15","omp_psn_15_loop","3","1","112511","1070064","","0"
"","7","","1","","93","","1","1070065","",""
"0","7","","omp_surprise","omp_idle_surprise1","3","1","105831","1070066","","0"
"0","7","","omp_surprise","omp_idle_surprise1","3","1","105931","1070067","","0"
"0","7","0.2","omp_surprise","omp_idle_surprise2","3","1","106031","1070068","","0"
"","7","","","","91","","1070057","1070069","",""
"0","7","","vo_omp_7007_009","0","21","","vo_omp_7007","1070070","",""
"10","7","","ちょっ、や、やめてよ…！","1","11","1","112511","1070071","",""
"","7","","","","91","","0","1070072","",""
"1","7","","1","","4","","105831","1070073","",""
"1","7","","omp_talk_joy1","","3","","105831","1070074","","0"
"0","7","","vo_omp_7007_010","0","21","","vo_omp_7007","1070075","",""
"10","7","","キャルちゃん、\nわたしたちもやりましょう♪","1","11","1","105831","1070076","",""
"","7","","","","91","","0","1070077","",""
"1","7","","omp_idle_joy1","","3","","105831","1070078","","0"
"1","7","","omp_talk_tsun","","3","","106031","1070079","","0"
"0","7","","vo_omp_7007_011","0","21","","vo_omp_7007","1070080","",""
"10","7","","は！？　なんでよ、イヤよ、お断りよ！\nこらっ、なんで近づいてくるのよ！？\nコロ助、助けなさいよっ！？","1","11","1","106031","1070081","",""
"","7","","1","","93","","4","1070082","",""
"1","7","","omp_walk","","3","","105831","1070083","","0"
"-205","7","","-120","1","2","1","105831","1070084","",""
"","7","","","","91","","0","1070085","",""
"1","7","","omp_idle_joy1","","3","","105831","1070086","","0.2"
"","7","","","","91","","1070081","1070087","",""
"1","7","","omp_idle_joy1","","3","","105831","1070088","","0"
"1","7","","omp_idle_tsun","","3","","106031","1070089","","0"
"1","7","","omp_talk_normal","","3","","105931","1070090","","0"
"0","7","","vo_omp_7007_012","0","21","","vo_omp_7007","1070091","",""
"10","7","","キャルさま\n逃げ道はございません\n僭越ながら、わたくしも\n参加させてもらいますので…♪","1","11","1","105931","1070092","",""
"","7","","","","91","","0","1070093","",""
"-205","7","","-120","0","2","1","105831","1070094","",""
"-205","7","","-440","0","2","1","105931","1070095","",""
"0","7","0.1","omp_psn_14","omp_psn_14_loop","3","1","105831","1070096","","0"
"0","7","0.1","omp_psn_14","omp_psn_14_loop","3","1","105931","1070097","","0"
"0","7","0","omp_psn_15","omp_psn_15_loop","3","1","106031","1070098","","0"
"0","7","","vo_omp_7007_013","0","21","","vo_omp_7007","1070099","",""
"10","7","","ぎゅう～♪","1","11","1","105831","1070100","",""
"","7","","","","91","","0","1070101","",""
"1","7","","omp_psn_16_loop","","3","","106031","1070102","","0"
"0","7","","vo_omp_7007_014","0","21","","vo_omp_7007","1070103","",""
"10","7","","ちょっ、ふざけんなっ、おぶっ！？\nペコリーヌ、力加減！\nあたしを半分にする気！？\nちょっ、なんなのよ～っ！？","1","11","1","106031","1070104","",""
"","7","","","","91","","0","1070105","",""
"1","7","","omp_psn_13_loop","","3","","112611","1070106","","0"
"0","7","","vo_omp_7007_015","0","21","","vo_omp_7007","1070107","",""
"10","7","","わー！\nキャルキャル～！","1","11","1","112611","1070108","",""
"","7","","","","91","","0","1070109","",""
"1","7","","omp_psn_13_loop","","3","","112611","1070110","","0"
"1","7","","omp_psn_13_loop","","3","","112411","1070111","","0"
"0","7","","vo_omp_7007_016","0","21","","vo_omp_7007","1070112","",""
"10","7","","あはは♪\n【美食殿】のみなさんの\nスキンシップ、大胆ですねっ！","1","11","1","112411","1070113","",""
"","7","","","","91","","0","1070114","",""
"1","7","","omp_psn_13_loop","","3","","112411","1070115","","0"
"1","7","","omp_psn_15_loop","","3","","112511","1070116","","0"
"0","7","","vo_omp_7007_017","0","21","","vo_omp_7007","1070117","",""
"10","7","","大胆とかいうレベルを\n超えてる気がするんだけど…っ！？\nちょっ、やめ…ひゃああっ！","1","11","1","112511","1070118","",""
"","7","","1","","93","","5.5","1070119","",""
"1","7","","omp_psn_16_loop","","3","","112511","1070120","","0.1"
"","7","","","","91","","1070118","1070121","",""
"","7","","","","93","","0.4","1070122","",""
"1600","8","1","105831","200","1","-195","1","1080001","omp_idle_normal","1.8"
"1500","8","0","105931","0","1","-185","1","1080002","omp_talk_normal","1.8"
"1600","8","0","106031","-200","1","-205","1","1080003","omp_idle_normal","1.8"
"0","8","","1","0","31","1","1","1080004","","1"
"","8","","","","93","","1","1080005","",""
"0","8","","vo_omp_7008_000","0","21","","vo_omp_7008","1080006","",""
"10","8","","ムーサの町…初めて訪れましたが\n素敵な町でございますね","1","11","1","105931","1080007","",""
"","8","","","","91","","0","1080008","",""
"1","8","","omp_idle_normal","","3","","105931","1080009","","0"
"1","8","","omp_talk_joy1","","3","","105831","1080010","","0"
"0","8","","vo_omp_7008_001","0","21","","vo_omp_7008","1080011","",""
"10","8","","はい♪　活気もありますし\nなにより色んな特産品が美味しそうで\nやばいですね☆","1","11","1","105831","1080012","",""
"","8","","","","91","","0","1080013","",""
"1","8","","omp_idle_joy1","","3","","105831","1080014","","0"
"1","8","","omp_talk_sad","","3","","106031","1080015","","0"
"0","8","","vo_omp_7008_002","0","21","","vo_omp_7008","1080016","",""
"10","8","","はぁ。本当にあんたの頭の中は\n食べることばっかりね","1","11","1","106031","1080017","",""
"","8","","","","91","","0","1080018","",""
"1","8","","omp_idle_sad","","3","","106031","1080019","","0"
"1","8","","omp_talk_normal","","3","","105931","1080020","","0"
"0","8","","vo_omp_7008_003","0","21","","vo_omp_7008","1080021","",""
"10","8","","ふふ、ではこの後\n食べ歩きをいたしませんか？\nわたくし、お腹が空いてしまいました","1","11","1","105931","1080022","",""
"","8","","","","91","","0","1080023","",""
"1","8","","omp_idle_normal","","3","","105931","1080024","","0"
"1","8","","omp_talk_surprise1","","3","","106031","1080025","","0"
"0","8","","vo_omp_7008_004","0","21","","vo_omp_7008","1080026","",""
"10","8","","コロ助まで！？","1","11","1","106031","1080027","",""
"","8","","","","91","","0","1080028","",""
"1","8","","omp_idle_surprise1","","3","","106031","1080029","","0"
"1","8","","omp_talk_normal","","3","","105831","1080030","","0"
"0","8","","vo_omp_7008_005","0","21","","vo_omp_7008","1080031","",""
"10","8","","キャルちゃんはどうしますか～？","1","11","1","105831","1080032","",""
"","8","","","","91","","0","1080033","",""
"","8","","1","","4","","105931","1080034","",""
"1","8","","omp_idle_normal","","3","","105831","1080035","","0"
"1","8","","omp_talk_tsun","","3","","106031","1080036","","0"
"0","8","","vo_omp_7008_006","0","21","","vo_omp_7008","1080037","",""
"10","8","","あたしだって\n美味しいもの食べたいわよ！\n…魔物料理じゃなきゃね","1","11","1","106031","1080038","",""
"","8","","","","91","","0","1080039","",""
"1","8","","omp_idle_tsun","","3","","106031","1080040","","0"
"1","8","","omp_talk_normal","","3","","105931","1080041","","0"
"0","8","","vo_omp_7008_007","0","21","","vo_omp_7008","1080042","",""
"10","8","","ふふ、わたくしたちの思いは一つ\nさすが【美食殿】でございますね♪","1","11","1","105931","1080043","",""
"","8","","","","91","","0","1080044","",""
"","8","","0","","4","","105931","1080045","",""
"1","8","","omp_idle_normal","","3","","105931","1080046","","0"
"1","8","","omp_talk_joy1","","3","","105831","1080047","","0"
"0","8","","vo_omp_7008_008","0","21","","vo_omp_7008","1080048","",""
"10","8","","えっへへ～♪\nそれじゃあ行きましょう！\nコッコロちゃん！　キャルちゃん！","1","11","1","105831","1080049","",""
"","8","","","","91","","0","1080050","",""
"","8","","","","93","","0.4","1080051","",""
"1600","9","1","105831","300","1","-270","1","1090001","omp_idle_normal","1.8"
"1700","9","1","105931","450","1","-285","1","1090002","omp_idle_normal","1.8"
"1600","9","1","106031","-310","1","-230","1","1090003","omp_idle_normal","1.8"
"1500","9","1","112511","-45","1","-190","1","1090004","omp_idle_normal","1.8"
"1600","9","1","112411","65","1","-240","1","1090005","omp_idle_normal","1.8"
"1500","9","1","112611","205","1","-192","1","1090006","omp_idle_normal","1.8"
"0","9","","1","0","31","1","1","1090007","","1"
"","9","","","","93","","0.2","1090008","",""
"1","9","","omp_idle_normal","","3","","112611","1090009","","0.1"
"1","9","","omp_talk_sad","","3","","106031","1090010","","0"
"1","9","","omp_idle_normal","","3","","112511","1090011","","0.1"
"1","9","","omp_idle_normal","","3","","105831","1090012","","0.1"
"","9","","","","93","","0.1","1090013","",""
"","9","","","","93","","1","1090014","",""
"0","9","","vo_omp_7009_000","0","21","","vo_omp_7009","1090015","",""
"10","9","","ここでのことは思い出したくないわ\nなんであんなことしちゃったのかしら…\nはぁ。ほんっとサイアク！","1","11","1","106031","1090016","",""
"","9","","","","91","","0","1090017","",""
"0","9","","omp_psn_17","","3","","106031","1090018","","0"
"0","9","","vo_omp_7009_001","0","21","","vo_omp_7009","1090019","",""
"10","9","","…きゃるきゃるーん\nなんて、にゃ","1","11","1","106031","1090020","",""
"","9","","1","","93","","2","1090021","",""
"1","9","","omp_talk_sad","","3","","106031","1090022","","0.2"
"","9","","","","91","","1090020","1090023","",""
"1","9","","omp_idle_sad","","3","","106031","1090024","","0"
"0","9","0.2","omp_psn_17","omp_idle_joy1","3","1","105831","1090025","","0"
"0","9","","vo_omp_7009_002","0","21","","vo_omp_7009","1090026","",""
"10","9","","きゃるきゃるーん♪","1","11","1","105831","1090027","",""
"","9","","","","91","","0","1090028","",""
"1","9","0.2","omp_psn_17","omp_idle_normal","3","","105931","1090029","","0"
"0","9","","vo_omp_7009_003","0","21","","vo_omp_7009","1090030","",""
"10","9","","きゃるきゃるーん、でございますにゃ","1","11","1","105931","1090031","",""
"","9","","","","91","","0","1090032","",""
"","9","","0","","4","","106031","1090033","",""
"0","9","0","omp_surprise","omp_idle_surprise1","3","1","106031","1090034","","0"
"0","9","","vo_omp_7009_004","0","21","","vo_omp_7009","1090035","",""
"10","9","","なっ、あんたたち！？\nい、今のっ、見てっ…！？","1","11","1","106031","1090036","",""
"","9","","","","91","","0","1090037","",""
"1","9","0.2","omp_psn_17_other","omp_idle_joy1","3","","112611","1090038","","0"
"0","9","","vo_omp_7009_005","0","21","","vo_omp_7009","1090039","",""
"10","9","","きゃっるきゃる～ん♪\n華麗に登場にゃ☆","1","11","1","112611","1090040","",""
"","9","","","","91","","0","1090041","",""
"1","9","","omp_talk_anger2","","3","","106031","1090042","","0"
"0","9","","vo_omp_7009_006","0","21","","vo_omp_7009","1090043","",""
"10","9","","殺す！　殺すわ！\n全員まとめてぶっ殺して\nあんなことしちゃったあたしも殺すわ！\nみんな消し去ってやるわよぉ～っ！","1","11","1","106031","1090044","",""
"","9","","","","91","","0","1090045","",""
"1","9","","omp_idle_anger2","","3","","106031","1090046","","0"
"1","9","","omp_talk_sad","","3","","112411","1090047","","0"
"0","9","","vo_omp_7009_007","0","21","","vo_omp_7009","1090048","",""
"10","9","","キャ、キャルちゃん。えっと、その…","1","11","1","112411","1090049","",""
"","9","","","","91","","0","1090050","",""
"1","9","","omp_idle_sad","","3","","112411","1090051","","0"
"1","9","","omp_talk_normal","","3","","112511","1090052","","0"
"0","9","","vo_omp_7009_008","0","21","","vo_omp_7009","1090053","",""
"10","9","","大変だね","1","11","1","112511","1090054","",""
"","9","","","","91","","0","1090055","",""
"1","9","","omp_idle_normal","","3","","112511","1090056","","0"
"1","9","","omp_talk_tsun","","3","","106031","1090057","","0"
"0","9","","vo_omp_7009_009","0","21","","vo_omp_7009","1090058","",""
"10","9","","あ、あんたたちは見逃してあげるわ…！\nでもあいつらはダメ！\nこの世から消し去らないとあたしが\n安心できないっ…！","1","11","1","106031","1090059","",""
"","9","","","","91","","0","1090060","",""
"1","9","","omp_idle_tsun","","3","","106031","1090061","","0"
"1","9","","omp_talk_normal","","3","","112511","1090062","","0"
"0","9","","vo_omp_7009_010","0","21","","vo_omp_7009","1090063","",""
"10","9","","でもあれ、かわいかったと思うけど","1","11","1","112511","1090064","",""
"","9","","","","91","","0","1090065","",""
"1","9","","omp_idle_normal","","3","","112511","1090066","","0"
"1","9","","omp_talk_joy2","","3","","112411","1090067","","0"
"0","9","","vo_omp_7009_011","0","21","","vo_omp_7009","1090068","",""
"10","9","","はい！　とっても素敵でした！","1","11","1","112411","1090069","",""
"","9","","","","91","","0","1090070","",""
"1","9","","omp_psn_20","","3","","112411","1090071","","0"
"1","9","","omp_talk_tsun","","3","","106031","1090072","","0"
"0","9","","vo_omp_7009_012","0","21","","vo_omp_7009","1090073","",""
"10","9","","そんなのうれしくないわよ～っ！？","1","11","1","106031","1090074","",""
"","9","","","","91","","0","1090075","",""
"1","9","","omp_idle_tsun","","3","","106031","1090076","","0"
"0","9","0.2","omp_psn_17","omp_idle_joy1","3","1","105831","1090077","","0"
"0","9","0.2","omp_psn_17","omp_idle_normal","3","1","105931","1090078","","0"
"0","9","0.2","omp_psn_17_other","omp_idle_joy1","3","1","112611","1090079","","0"
"0","9","","vo_omp_7009_013","0","21","","vo_omp_7009","1090080","",""
"10","9","","きゃるきゃるーん♪","1","11","1","105831","1090081","",""
"","9","","","","91","","0","1090082","",""
"1","9","","omp_talk_anger2","","3","","106031","1090083","","0"
"0","9","","vo_omp_7009_014","0","21","","vo_omp_7009","1090084","",""
"10","9","","絶対にぶっ殺す～～～～～～～！","1","11","1","106031","1090085","",""
"","9","","","","91","","0","1090086","",""
"","9","","","","93","","0.4","1090087","",""
