15e81c19ea9876f2285eb7367920e350a2e8f70f6c48d7cc097c5e65cb4fe1d3,5c56b882690bd3f1ce312408efaaa47275a2f6f5a85477749dbee1c559620060,2cb3e9a2950708e550a40414b3f1321a4a64d485bf1042a9b920adce16d2f576,776573175af58cb4feea6b0f89dfb83c6c9d84f824f198268c3a6577fe83fd62,80566eb5889a5b86806e39ccd701825596bb366129293b423343dcc904f533d7,453098daedf93febb1fb91317087174f737d317428fe33a6b2d42a2b1e487556,db3baeb989e5c6a6114ee055d2d036d4e822057c0d4a9391554d092859d79a9d,eb3ae3eecc22aec8a512aad0a92ca92373e19501d40e2696f67e5f76e974fcde,cc4872e63cdcb6c9a582d2b9bfd2b02a816dd91225ca7a9eebcd563c4b5741f4,308acd2f34b908ecf6327a3ea32c628366c071de954495b2debe1d3c8ba605b4,fc993e572e7d77bde0806bdf4eec7698c05361016d47a16882a3ea305a8c2296
"102811","204","3","0","cgg_surprise","0","","0.2","204020","cgg_talk_surprise1","1"
"102811","204","12","","4","1.4","","0.2","204021","",""
"3","204","93","","0","","","","204022","",""
"102811","204","3","","cgg_idle_def","1","","0.2","204023","",""
"1","204","3","","cgg_idle_reaction3","1","","0.2","204024","",""
"1","204","12","","11","1.4","","0.2","204025","",""
"3","204","93","","0","","","","204026","",""
"1","204","3","","cgg_idle_normal","1","","0.2","204027","",""
"102811","204","3","","cgg_talk_joy3_blink","1","","0.2","204028","",""
"102811","204","12","","10","1.4","","0.2","204029","",""
"3","204","93","","0","","","","204030","",""
"204015","204","101","","0","","","","204031","",""
"0","204","22","","0.5","","","","204032","",""
"1","204","6","0","1","1","","0.1","204033","1","0"
"102811","204","6","0","1","1","","0.1","204034","1","0"
"0.1","204","93","","0","","","","204035","",""
"1","204","3","","cgg_idle_normal","1","","0","204036","",""
"102811","204","3","","cgg_idle_def","1","","0","204037","",""
"1","205","5","0","1","100","cgg_idle_normal","160","205001","-420","-230"
"1","205","1","1","102511","100","cgg_idle_def","1.6","205002","420","-230"
"1","205","6","0","1","1","","0.1","205003","1","1"
"102511","205","6","0","1","1","","0.1","205004","1","1"
"0.2","205","93","","0","","","","205005","",""
"vo_minigame_1007","205","21","","vo_minigame_1007_top_talk_11_017","0","","","205006","0",""
"102511","205","11","0","なんででしょう～！？\nさっきから同じグッズ\nしか出ません～！\nドジのせいですか！？","6","0","0","205007","0","0"
"1","205","3","0","cgg_surprise2","0","","0.2","205008","cgg_idle_surprise2","1"
"102511","205","3","0","cgg_surprise","0","","0.2","205009","cgg_talk_surprise1","1"
"5.5","205","93","","0","","","","205010","",""
"1","205","3","0","cgg_shock","0","","0.2","205011","cgg_idle_shock","1"
"102511","205","3","0","cgg_talk_sad2","1","","0.2","205012","","1"
"205007","205","91","","","","","","205013","",""
"0.5","205","93","","0","","","","205014","",""
"102511","205","3","","cgg_idle_def","1","","0.2","205015","",""
"1","205","3","","cgg_idle_reaction4","1","","0.2","205016","",""
"1","205","12","","2","1.4","","0.2","205017","",""
"3","205","93","","0","","","","205018","",""
"1","205","3","","cgg_idle_normal","1","","0.2","205019","",""
"102511","205","3","","cgg_idle_tsun","1","","0.2","205020","",""
"102511","205","12","","5","1.4","","0.2","205021","",""
"3","205","93","","0","","","","205022","",""
"102511","205","3","","cgg_idle_def","1","","0.2","205023","",""
"1","205","3","","cgg_idle_surprise_sad","1","","0.2","205024","",""
"1","205","12","","1","1.4","","0.2","205025","",""
"3","205","93","","0","","","","205026","",""
"1","205","3","","cgg_idle_normal","1","","0.2","205027","",""
"102511","205","3","","cgg_talk_sad2","1","","0.2","205028","",""
"102511","205","12","","15","1.4","","0.2","205029","",""
"3","205","93","","0","","","","205030","",""
"205015","205","101","","0","","","","205031","",""
"0","205","22","","0.5","","","","205032","",""
"1","205","6","0","1","1","","0.1","205033","1","0"
"102511","205","6","0","1","1","","0.1","205034","1","0"
"0.1","205","93","","0","","","","205035","",""
"1","205","3","","cgg_idle_normal","1","","0","205036","",""
"102511","205","3","","cgg_idle_def","1","","0","205037","",""
"1","206","5","0","1","100","cgg_idle_normal","160","206001","-420","-230"
"1","206","1","1","110911","100","cgg_idle_def","1.6","206002","420","-230"
"1","206","6","0","1","1","","0.1","206003","1","1"
"110911","206","6","0","1","1","","0.1","206004","1","1"
"0.2","206","93","","0","","","","206005","",""
"vo_minigame_1007","206","21","","vo_minigame_1007_top_talk_12_018","0","","","206006","0",""
"110911","206","11","0","そこそこ揃いましたね\nカルミナそこそこ侍の\n称号をあげますので\nほら、無心で回す！","6","0","0","206007","0","0"
"1","206","3","0","cgg_talk_doya","0","","0.2","206008","cgg_idle_doya","1"
"110911","206","3","","cgg_talk_joy1_normal","1","","0.2","206009","",""
"2.3","206","93","","0","","","","206010","",""
"1","206","3","","cgg_idle_surprise2","1","","0.2","206011","",""
"110911","206","3","","cgg_talk_joy3_blink2","1","","0.2","206012","",""
"3.2","206","93","","0","","","","206013","",""
"1","206","3","0","cgg_talk_handsup","0","","0.2","206014","cgg_idle_reaction1","1"
"110911","206","3","0","cgg_talk_guts_anger_NoBlink","0","","0.2","206015","cgg_idle_guts_anger","1"
"206007","206","91","","","","","","206016","",""
"0.5","206","93","","0","","","","206017","",""
"110911","206","3","","cgg_idle_def","1","","0.2","206018","",""
"1","206","3","0","cgg_talk_doya","0","","0.2","206019","cgg_idle_doya","1"
"1","206","12","","10","1.4","","0.2","206020","",""
"3","206","93","","0","","","","206021","",""
"1","206","3","","cgg_idle_normal","1","","0.2","206022","",""
"110911","206","3","","cgg_talk_sad","1","","0.2","206023","",""
"110911","206","12","","5","1.4","","0.2","206024","",""
"3","206","93","","0","","","","206025","",""
"110911","206","3","","cgg_idle_def","1","","0.2","206026","",""
"1","206","3","0","cgg_surprise2","0","","0.2","206027","cgg_idle_surprise2","1"
"1","206","12","","4","1.4","","0.2","206028","",""
"3","206","93","","0","","","","206029","",""
"1","206","3","","cgg_idle_normal","1","","0.2","206030","",""
"110911","206","3","0","cgg_talk_guts_anger","0","","0.2","206031","cgg_idle_guts_anger","1"
"110911","206","12","","11","1.4","","0.2","206032","",""
"3","206","93","","0","","","","206033","",""
"206018","206","101","","0","","","","206034","",""
"0","206","22","","0.5","","","","206035","",""
"1","206","6","0","1","1","","0.1","206036","1","0"
"110911","206","6","0","1","1","","0.1","206037","1","0"
"0.1","206","93","","0","","","","206038","",""
"1","206","3","","cgg_idle_normal","1","","0","206039","",""
"110911","206","3","","cgg_idle_def","1","","0","206040","",""
"1","301","5","0","1","100","cgg_idle_normal","160","301001","-420","-230"
"1","301","1","1","105811","100","cgg_idle_def","1.6","301002","420","-230"
"1","301","6","0","1","1","","0.1","301003","1","1"
"105811","301","6","0","1","1","","0.1","301004","1","1"
"0.2","301","93","","0","","","","301005","",""
"vo_minigame_1007","301","21","3","vo_minigame_1007_top_talk_13_019","0","","","301006","0",""
"105811","301","11","0","やばいですね☆\nオールコンプリート\nですよ♪\nパチパチパチ～☆","6","0","0","301007","0","0"
"1","301","3","","cgg_idle_reaction1","1","","0.2","301008","",""
"105811","301","3","0","cgg_surprise_kira","0","","0.2","301009","cgg_talk_surprise_kira","1"
"1.7","301","93","","0","","","","301010","",""
"1","301","3","0","cgg_talk_nod","0","","0.2","301011","cgg_idle_nod","1"
"105811","301","3","","cgg_talk_joy1_normal","1","","0.2","301012","",""
"1.8","301","93","","0","","","","301013","",""
"1","301","3","0","cgg_joy","0","","0.2","301014","cgg_idle_reaction3","1"
"105811","301","3","0.2","cgg_handclap_def_N","0","","0.2","301015","cgg_idle_def","1"
"301007","301","91","","","","","","301016","",""
"0.5","301","93","","0","","","","301017","",""
"1","301","3","0","cgg_talk_doya","0","","0.2","301018","cgg_idle_doya","1"
"1","301","12","","10","1.4","","0.2","301019","",""
"3","301","93","","0","","","","301020","",""
"1","301","3","","cgg_idle_normal","1","","0.2","301021","",""
"105811","301","3","0","cgg_surprise_kira","0","","0.2","301022","cgg_talk_surprise_kira","1"
"105811","301","12","","7","1.4","","0.2","301023","",""
"3","301","93","","0","","","","301024","",""
"105811","301","3","","cgg_idle_def","1","","0.2","301025","",""
"1","301","3","","cgg_idle_surprise3","1","","0.2","301026","",""
"1","301","12","","6","1.4","","0.2","301027","",""
"3","301","93","","0","","","","301028","",""
"1","301","3","","cgg_idle_normal","1","","0.2","301029","",""
"105811","301","3","","cgg_idle_joy3","1","","0.1","301030","",""
"105811","301","12","","10","1.4","","0.2","301031","",""
"3","301","93","","0","","","","301032","",""
"105811","301","3","","cgg_idle_def","1","","0.2","301033","",""
"301018","301","101","","0","","","","301034","",""
"0","301","22","","0.5","","","","301035","",""
"1","301","6","0","1","1","","0.1","301036","1","0"
"105811","301","6","0","1","1","","0.1","301037","1","0"
"0.1","301","93","","0","","","","301038","",""
"1","301","3","","cgg_idle_normal","1","","0","301039","",""
"105811","301","3","","cgg_idle_def","1","","0","301040","",""
"1","302","5","0","1","100","cgg_idle_normal","160","302001","-420","-230"
"1","302","1","1","105911","100","cgg_idle_def","1.6","302002","420","-230"
"1","302","6","0","1","1","","0.1","302003","1","1"
"105911","302","6","0","1","1","","0.1","302004","1","1"
"0.2","302","93","","0","","","","302005","",""
"vo_minigame_1007","302","21","","vo_minigame_1007_top_talk_14_020","0","","","302006","0",""
"105911","302","11","0","主さま…\n見事な収集ぶりで\nございました\nさすがでございます","6","0","0","302007","0","0"
"1","302","3","","cgg_idle_reaction5","1","","0.2","302008","",""
"105911","302","3","","cgg_talk_joy3","1","","0.2","302009","",""
"4.5","302","93","","0","","","","302010","",""
"1","302","3","0","cgg_talk_doya","0","","0.2","302011","cgg_idle_doya","1"
"105911","302","3","","cgg_talk_wish","1","","0.2","302012","",""
"302007","302","91","","","","","","302013","",""
"0.5","302","93","","0","","","","302014","",""
"105911","302","3","","cgg_idle_def","1","","0.2","302015","",""
"1","302","3","0","cgg_talk_nod","0","","0.2","302016","cgg_idle_nod","1"
"1","302","12","","6","1.4","","0.2","302017","",""
"3","302","93","","0","","","","302018","",""
"1","302","3","","cgg_idle_normal","1","","0.2","302019","",""
"105911","302","3","","cgg_talk_joy3_blink","1","","0.2","302020","",""
"105911","302","12","","7","1.4","","0.2","302021","",""
"3","302","93","","0","","","","302022","",""
"105911","302","3","","cgg_idle_def","1","","0.2","302023","",""
"1","302","3","","cgg_idle_reaction3","1","","0.2","302024","",""
"1","302","12","","10","1.4","","0.2","302025","",""
"3","302","93","","0","","","","302026","",""
"1","302","3","","cgg_idle_normal","1","","0.2","302027","",""
"105911","302","3","0","cgg_talk_guts","0","","0.2","302028","cgg_idle_guts","1"
"105911","302","12","","11","1.4","","0.2","302029","",""
"3","302","93","","0","","","","302030","",""
"302015","302","101","","0","","","","302031","",""
"0","302","22","","0.5","","","","302032","",""
"1","302","6","0","1","1","","0.1","302033","1","0"
"105911","302","6","0","1","1","","0.1","302034","1","0"
"0.1","302","93","","0","","","","302035","",""
"1","302","3","","cgg_idle_normal","1","","0","302036","",""
"105911","302","3","","cgg_idle_def","1","","0","302037","",""
"1","303","5","0","1","100","cgg_idle_normal","160","303001","-420","-230"
"1","303","1","1","106011","100","cgg_idle_def","1.6","303002","420","-230"
"1","303","6","0","1","1","","0.1","303003","1","1"
"106011","303","6","0","1","1","","0.1","303004","1","1"
"0.2","303","93","","0","","","","303005","",""
"vo_minigame_1007","303","21","","vo_minigame_1007_top_talk_15_021","0","","","303006","0",""
"106011","303","11","0","へぇ、全部揃えちゃう\nなんて、あんたも\n頑張ったじゃない\nま、褒めてあげるわ","6","0","0","303007","0","0"
"1","303","3","0","cgg_talk_doya","0","","0.2","303008","cgg_idle_doya","1"
"106011","303","3","0","cgg_surprise","0","","0.2","303009","cgg_talk_surprise1","1"
"3","303","93","","0","","","","303010","",""
"106011","303","3","","cgg_talk_joy1_normal","1","","0.2","303011","",""
"2.1","303","93","","0","","","","303012","",""
"1","303","3","0","cgg_talk_handsup","0","","0.2","303013","cgg_idle_reaction1","1"
"106011","303","3","0","cgg_talk_doya","0","","0.2","303014","cgg_idle_doya","1"
"303007","303","91","","","","","","303015","",""
"0.5","303","93","","0","","","","303016","",""
"106011","303","3","","cgg_idle_def","1","","0.2","303017","",""
"1","303","3","0","cgg_talk_doya","0","","0.2","303018","cgg_idle_doya","1"
"1","303","12","","6","1.4","","0.2","303019","",""
"3","303","93","","0","","","","303020","",""
"1","303","3","","cgg_idle_normal","1","","0.2","303021","",""
"106011","303","3","0","cgg_surprise","0","","0.2","303022","cgg_talk_surprise1","1"
"106011","303","12","","4","1.4","","0.2","303023","",""
"3","303","93","","0","","","","303024","",""
"106011","303","3","","cgg_idle_def","1","","0.2","303025","",""
"1","303","3","0","cgg_talk_guts2","0","","0.2","303026","cgg_idle_guts2","1"
"1","303","12","","7","1.4","","0.2","303027","",""
"3","303","93","","0","","","","303028","",""
"1","303","3","","cgg_idle_normal","1","","0.2","303029","",""
"106011","303","3","","cgg_idle_bitter","1","","0.2","303030","",""
"106011","303","12","","1","1.4","","0.2","303031","",""
"3","303","93","","0","","","","303032","",""
"303017","303","101","","0","","","","303033","",""
"0","303","22","","0.5","","","","303034","",""
"1","303","6","0","1","1","","0.1","303035","1","0"
"106011","303","6","0","1","1","","0.1","303036","1","0"
"0.1","303","93","","0","","","","303037","",""
"1","303","3","","cgg_idle_normal","1","","0","303038","",""
"106011","303","3","","cgg_idle_def","1","","0","303039","",""
"1","304","5","0","1","100","cgg_idle_normal","160","304001","-420","-230"
"1","304","1","1","106411","100","cgg_idle_def","1.6","304002","420","-230"
"1","304","6","0","1","1","","0.1","304003","1","1"
"106411","304","6","0","1","1","","0.1","304004","1","1"
"0.2","304","93","","0","","","","304005","",""
"vo_minigame_1007","304","21","","vo_minigame_1007_top_talk_16_022","0","","","304006","0",""
"106411","304","11","0","すごいわね…\n全部のグッズが\n並んでいるのを見ると\n壮観だわ","5","0","0","304007","0","0"
"1","304","3","0","cgg_talk_doya","0","","0.2","304008","cgg_idle_doya","1"
"106411","304","3","0","cgg_surprise_dere","0","","0.2","304009","cgg_talk_surprise_dere","2"
"5.2","304","93","","0","","","","304010","",""
"106411","304","3","","cgg_talk_joy3","1","","0.2","304011","",""
"304007","304","91","","","","","","304012","",""
"0.5","304","93","","0","","","","304013","",""
"106411","304","3","","cgg_idle_def","1","","0.2","304014","",""
"1","304","3","","cgg_idle_surprise3","1","","0.2","304015","",""
"1","304","12","","6","1.4","","0.2","304016","",""
"3","304","93","","0","","","","304017","",""
"1","304","3","","cgg_idle_normal","1","","0.2","304018","",""
"106411","304","3","","cgg_talk_joy1","1","","0.2","304019","",""
"106411","304","12","","10","1.4","","0.2","304020","",""
"3","304","93","","0","","","","304021","",""
"106411","304","3","","cgg_idle_def","1","","0.2","304022","",""
"1","304","3","0","cgg_talk_doya","0","","0.2","304023","cgg_idle_doya","1"
"1","304","12","","6","1.4","","0.2","304024","",""
"3","304","93","","0","","","","304025","",""
"1","304","3","","cgg_idle_normal","1","","0.2","304026","",""
"106411","304","3","0","cgg_surprise_kira","0","","0.2","304027","cgg_talk_surprise_kira","1"
"106411","304","12","","7","1.4","","0.2","304028","",""
"3","304","93","","0","","","","304029","",""
"304015","304","101","","0","","","","304030","",""
"0","304","22","","0.5","","","","304031","",""
"1","304","6","0","1","1","","0.1","304032","1","0"
"106411","304","6","0","1","1","","0.1","304033","1","0"
"0.1","304","93","","0","","","","304034","",""
"1","304","3","","cgg_idle_normal","1","","0","304035","",""
"106411","304","3","","cgg_idle_def","1","","0","304036","",""
"1","305","5","0","1","100","cgg_idle_normal","160","305001","-420","-230"
"1","305","1","1","110911","100","cgg_idle_def","1.6","305002","420","-230"
"1","305","6","0","1","1","","0.1","305003","1","1"
"110911","305","6","0","1","1","","0.1","305004","1","1"
"0.2","305","93","","0","","","","305005","",""
"vo_minigame_1007","305","21","","vo_minigame_1007_top_talk_17_023","0","","","305006","0",""
"110911","305","11","0","フルコンプおめです！\nようやく始まりますね\n先輩の果てしなく長い\nカルミナすこすこ道が","6","0","0","305007","0","0"
"1","305","3","0","cgg_talk_doya","0","","0.2","305008","cgg_idle_doya","1"
"110911","305","3","","cgg_talk_joy1","1","","0.2","305009","",""
"1.9","305","93","","0","","","","305010","",""
"1","305","3","","cgg_idle_nod","1","","0.2","305011","",""
"110911","305","3","","cgg_talk_joy3_dere","1","","0.2","305012","",""
"305007","305","91","","","","","","305013","",""
"0.5","305","93","","0","","","","305014","",""
"110911","305","3","","cgg_idle_def","1","","0.2","305015","",""
"1","305","3","0","cgg_talk_doya","0","","0.2","305016","cgg_idle_doya","1"
"1","305","12","","6","1.4","","0.2","305017","",""
"3","305","93","","0","","","","305018","",""
"1","305","3","","cgg_idle_normal","1","","0.2","305019","",""
"110911","305","3","","cgg_talk_joy3","1","","0.2","305020","",""
"110911","305","12","","10","1.4","","0.2","305021","",""
"3","305","93","","0","","","","305022","",""
"110911","305","3","","cgg_idle_def","1","","0.2","305023","",""
"1","305","3","","cgg_idle_reaction3","1","","0.2","305024","",""
"1","305","12","","10","1.4","","0.2","305025","",""
"3","305","93","","0","","","","305026","",""
"1","305","3","","cgg_idle_normal","1","","0.2","305027","",""
"110911","305","3","0","cgg_talk_arm_crossed","0","","0.2","305028","cgg_idle_arm_crossed","1"
"110911","305","12","","7","1.4","","0.2","305029","",""
"3","305","93","","0","","","","305030","",""
"305015","305","101","","0","","","","305031","",""
"0","305","22","","0.5","","","","305032","",""
"1","305","6","0","1","1","","0.1","305033","1","0"
"110911","305","6","0","1","1","","0.1","305034","1","0"
"0.1","305","93","","0","","","","305035","",""
"1","305","3","","cgg_idle_normal","1","","0","305036","",""
"110911","305","3","","cgg_idle_def","1","","0","305037","",""
"1","306","5","0","1","100","cgg_idle_normal","160","306001","-420","-230"
"1","306","1","1","117211","100","cgg_idle_def","1.6","306002","290","-230"
"1","306","1","1","117311","101","cgg_idle_def","1.6","306003","405","-230"
"1","306","1","1","117411","102","cgg_idle_def","1.6","306004","520","-230"
"1","306","6","0","1","1","","0.1","306005","1","1"
"117211","306","6","0","1","1","","0.1","306006","1","1"
"117311","306","6","0","1","1","","0.1","306007","1","1"
"117411","306","6","0","1","1","","0.1","306008","1","1"
"0.2","306","93","","0","","","","306009","",""
"vo_minigame_1007","306","21","","vo_minigame_1007_top_talk_18_024","0","","","306010","0",""
"117211","306","11","0","私たちのグッズを\n全部集めてくれて\nありがとう♪","7","0","0","306011","0","0"
"1","306","3","","cgg_idle_reaction1","1","","0.2","306012","",""
"117211","306","3","","cgg_talk_joy1_normal","1","","0.2","306013","",""
"2.4","306","93","","0","","","","306014","",""
"1","306","3","0","cgg_joy","0","","0.2","306015","cgg_idle_reaction3","1"
"117211","306","3","","cgg_talk_surprise_nozomi","1","","0.2","306016","",""
"306011","306","91","","","","","","306017","",""
"117211","306","3","","cgg_idle_def","1","","0.2","306018","",""
"vo_minigame_1007","306","21","","vo_minigame_1007_top_talk_18_025","0","","","306019","0",""
"117311","306","11","0","全部集めてしまう\nなんて、驚きました\nおめでとうございます","5","0","0","306020","0","0"
"1","306","3","0","cgg_talk_doya","0","","0.2","306021","cgg_idle_doya","1"
"117311","306","3","","cgg_talk_surprise1","1","","0.2","306022","",""
"4.5","306","93","","0","","","","306023","",""
"1","306","3","","cgg_idle_reaction5","1","","0.2","306024","",""
"117311","306","3","","cgg_talk_wish","1","","0.2","306025","",""
"306020","306","91","","","","","","306026","",""
"117311","306","3","","cgg_idle_def","1","","0.2","306027","",""
"vo_minigame_1007","306","21","","vo_minigame_1007_top_talk_18_026","0","","","306028","0",""
"117411","306","11","0","せっかく\n揃えたんですから\nその…大事にして\nくださいよ！","5","0","0","306029","0","0"
"1","306","3","","cgg_idle_surprise1","1","","0.2","306030","",""
"117411","306","3","","cgg_idle_tsun","1","","0.2","306031","",""
"4.3","306","93","","0","","","","306032","",""
"1","306","3","0","cgg_talk_guts2","0","","0.2","306033","cgg_idle_guts2","1"
"117411","306","3","","cgg_talk_joy1","1","","0.2","306034","",""
"306029","306","91","","","","","","306035","",""
"0.5","306","93","","0","","","","306036","",""
"117411","306","3","","cgg_idle_def","1","","0.2","306037","",""
"1","306","3","","cgg_idle_normal","1","","0.2","306038","",""
"117211","306","3","","cgg_talk_joy1","1","","0.2","306039","",""
"117211","306","12","","10","1.4","","0.2","306040","",""
"3","306","93","","0","","","","306041","",""
"117211","306","3","","cgg_idle_def","1","","0.2","306042","",""
"117311","306","3","","cgg_talk_wish","1","","0.2","306043","",""
"117311","306","12","","7","1.4","","0.2","306044","",""
"3","306","93","","0","","","","306045","",""
"117311","306","3","","cgg_idle_def","1","","0.2","306046","",""
"117411","306","3","0","cgg_talk_guts","0","","0.2","306047","cgg_idle_guts","1"
"117411","306","12","","4","1.4","","0.2","306048","",""
"3","306","93","","0","","","","306049","",""
"117411","306","3","","cgg_idle_def","1","","0.2","306050","",""
"1","306","3","","cgg_idle_reaction3","1","","0.2","306051","",""
"1","306","12","","6","1.4","","0.2","306052","",""
"3","306","93","","0","","","","306053","",""
"306038","306","101","","0","","","","306054","",""
"0","306","22","","0.5","","","","306055","",""
"1","306","6","0","1","1","","0.1","306056","1","0"
"117211","306","6","0","1","1","","0.1","306057","1","0"
"117311","306","6","0","1","1","","0.1","306058","1","0"
"117411","306","6","0","1","1","","0.1","306059","1","0"
"0.1","306","93","","0","","","","306060","",""
"1","306","3","","cgg_idle_normal","1","","0","306061","",""
"117211","306","3","","cgg_idle_def","1","","0","306062","",""
"117311","306","3","","cgg_idle_def","1","","0","306063","",""
"117411","306","3","","cgg_idle_def","1","","0","306064","",""
