b35c5f3eb8364669c76fe971ff7659b4adef2ce6b78e9b17cd9f9e15e474002b,80cd2948e0895d79cc2b825bbfe5765f6390dd606104d8c97d4793ec8cb334a9,89cfabd4349d0541cf33e63342538123bc33b7cee17825b9b1a3a7ffda9a3430,a328b8d407fb42beb6987cb95c401eed0354e55560e7d4cd7b65199180d83c6d,3ef5ae4828a878c3d3d4d4025a7a9cf6561989a626c28d5dcc94a10fd913cf91,0d880fecd54a9b61752a94712978004cfdfc36854fc8ac0c8a8742641420452e,cdc666d14da9e274442d00c6b20b4250f1da66b1d6537d374d8e697969460cf0,8e6f1836ab0891fff3dbb84c7c110e2584969d59658fb1809a98fb12a1c58a25,cb1789a82ca8d5ad8635952da34f24c74ac1ec453e9c964e88e98d4a137e5002,c3f69437ced53a54ffab11b40c2858ab70688f4faeb1e2b84a8e4edc28bce343
"でんきん","でこぴん","1","2320009","でんせん","0","0","0","でんぷん","0"
"360","340","1","2320010","960","0","0","0","720","0"
"6分の1","4分の1","1","2320011","2分の1","0","0","0","8分の1","0"
"サイン","コサイン","1","2320013","コタンジェント","0","0","0","タンジェント","0"
"かけ算の答え","足し算の答え","1","2320014","引き算の答え","0","0","0","割り算の答え","0"
"臭素液","炭素液","1","2320016","水素液","0","0","0","ヨウ素液","0"
"ヘンリーの法則","ヘスの法則","1","2320017","ドルトンの法則","0","0","0","キルヒホッフの法則","0"
"とんぼ座","ちょう座","1","2320018","ばった座","0","0","0","はえ座","0"
"地球","木星","1","2320020","月","0","0","0","太陽","0"
"春","夏","1","2320021","秋","0","0","0","冬","0"
"カリウム","トリウム","1","2320022","バリウム","0","0","0","ヘリウム","0"
"イオン","トオン","1","2320025","フオン","0","0","0","ネオン","0"
"小数","総数","1","2320026","自然対数","0","0","0","整数","0"
"リンボーダンス","ソシアルダンス","1","2320029","フラダンス","0","0","0","インピーダンス","0"
"純銀","水化銀","1","2320030","水溶銀","0","0","0","水銀","0"
"1回","4回","1","2320031","12回","0","0","0","2回","0"
"魚群","地熱","1","2320032","海流","0","0","0","月","0"
"N","Nt","1","2320033","Ne","0","0","0","Na","0"
"K","Cl","1","2320034","Ka","0","0","0","Ca","0"
"結氷","結節","1","2320035","結膜","0","0","0","結晶","0"
"2回","3回","1","2320036","4回","0","0","0","1回","0"
"分父","分兄","1","2320037","分姉","0","0","0","分母","0"
"水素","臭素","1","2320040","炭素","0","0","0","酸素","0"
"休火山","弱火山","1","2320041","伏火山","0","0","0","死火山","0"
"アスラスト","アスミスト","1","2320042","アスガスト","0","0","0","アスベスト","0"
"ガンマ","ゼータ","1","2320043","シグマ","0","0","0","デルタ","0"
"さそり座","かに座","1","2320044","しし座","0","0","0","みずがめ座","0"
"みずがめ座","さそり座","1","2320045","かに座","0","0","0","しし座","0"
"頂点","辺","1","2320046","面","0","0","0","母線","0"
"3","5","1","2320049","7","0","0","0","2","0"
"15キロ","20キロ","1","2320050","33キロ","0","0","0","25キロ","0"
"点線","電線","1","2320051","無線","0","0","0","前線","0"
"鉄","ニッケル","1","2320053","チタン","0","0","0","アルミニウム","0"
"恒星","衛星","1","2320054","超新星","0","0","0","惑星","0"
"昼夜","時間","1","2320056","日付","0","0","0","季節","0"
"ミューズ","リューズ","1","2320057","シューズ","0","0","0","ヒューズ","0"
"赤","青","1","2320058","白","0","0","0","緑","0"
"パスカル","トル","1","2320059","ジュール","0","0","0","ニュートン","0"
"ファクトリアル","コンビネーション","1","2320060","インターセクション","0","0","0","インテグラル","0"
"1本","4本","1","2320061","16本","0","0","0","2本","0"
"リマ","キョウカ","1","2321001","ペコリーヌ","0","0","0","全員同じ","0"
"オーエド","セントールス","1","2321002","ランドソル","0","0","0","オーマ","0"
"オーマ","オーエド","1","2321003","エルビス島","0","0","0","セントールス","0"
"オーマ","セントールス","1","2321004","サレンディア","0","0","0","オーエド","0"
"2000","1000","1","2321005","1500","0","0","0","2500","0"
"アルヘナ","アルガン","1","2330001","アルキン","0","0","0","アルベド","0"
"16","20","1","2330002","22","0","0","0","18","0"
"しし座","みずがめ座","1","2330004","おひつじ座","0","0","0","おうし座","0"
"シリウス","カノープス","1","2330005","ベテルギウス","0","0","0","アークトゥルス","0"
"海王星","木星","1","2330007","土星","0","0","0","天王星","0"
"ベントナイト","マイカナイト","1","2330008","カオリナイト","0","0","0","モアサナイト","0"
"やもり座","かえる座","1","2330010","いもり座","0","0","0","とかげ座","0"
"BC","CC","1","2330011","DC","0","0","0","AC","0"
"赤色が青くなる","どちらも変化しない","1","2330012","どちらも白くなる","0","0","0","青色が赤くなる","0"
"外心","垂心","1","2330015","内心","0","0","0","重心","0"
"橙","透明","1","2330016","青","0","0","0","緑","0"
"5本","7本","1","2330017","13本","0","0","0","9本","0"
"16戦目","23戦目","1","2330018","9戦目","0","0","0","31戦目","0"
"みなみのまる座","みなみのしかく座","1","2330020","みなみのひしがた座","0","0","0","みなみのさんかく座","0"
"アクルックス","ベクルックス","1","2330021","アンタレス","0","0","0","ポルックス","0"
"アンドロギュノス座","アンドロイド座","1","2330022","アイスキュロス座","0","0","0","アンドロメダ座","0"
"オリエンタリズム","ポリリズム","1","2330023","インターナショナリズム","0","0","0","サーカディアンリズム","0"
"示準化石","歯石化石","1","2330024","自然化石","0","0","0","示相化石","0"
"ラスカー","ミュラー","1","2330026","リヤー","0","0","0","スカラー","0"
"アセチレン","銀","1","2330027","ダイヤモンド","0","0","0","アンモニア","0"
"989","991","1","2330028","993","0","0","0","997","0"
"イクシオトキシン","テトロドトキシン","1","2330029","パフトキシン","0","0","0","アスタキサンチン","0"
"インダクタンス","ジーメンス","1","2330030","ヘンリー","0","0","0","コンダクタンス","0"
"ラムダ","ガンマ","1","2330031","デルタ","0","0","0","シグマ","0"
"おおぐま座","こいぬ座","1","2330032","おおいぬ座","0","0","0","こぐま座","0"
"カリウム","ナトリウム","1","2330033","マグネシウム","0","0","0","カルシウム","0"
"三畳紀","ジュラ紀","1","2330034","白亜紀","0","0","0","ペルム紀","0"
"モリブデン","テルル","1","2330035","ロジウム","0","0","0","テクネチウム","0"
"アルスマグナ","マグナカルタ","1","2330036","マグカップ","0","0","0","フォッサマグナ","0"
"ヤシロスコープ","ムシロスコープ","1","2330037","タシロスコープ","0","0","0","オシロスコープ","0"
"1里","1尺","1","2330038","1銭","0","0","0","1分","0"
"0気圧","10気圧","1","2330040","1013気圧","0","0","0","1気圧","0"
"NaOH","MgO","1","2330041","SiO2","0","0","0","NaCl","0"
"3個","4個","1","2330042","1個","0","0","0","2個","0"
"7","8","1","2330043","9","0","0","0","10","0"
"窒素","二酸化炭素","1","2330045","水素","0","0","0","酸素","0"
"地球","月","1","2330047","木星","0","0","0","金星","0"
"スプロール現象","クリープ現象","1","2330048","ヒートアイランド現象","0","0","0","ブロッケン現象","0"
"支点","力点","1","2330049","交点","0","0","0","作用点","0"
"ジェーン現象","デューン現象","1","2330051","ビューン現象","0","0","0","フェーン現象","0"
"水星","火星","1","2330053","月","0","0","0","太陽","0"
"熱圏","中間圏","1","2330056","対流圏","0","0","0","成層圏","0"
"水星","火星","1","2330057","土星","0","0","0","金星","0"
"偽分数","倍分数","1","2330058","偉分数","0","0","0","仮分数","0"
"4分の1","5分の1","1","2330061","7分の1","0","0","0","6分の1","0"
"ミステリオン海岸","ブリザ海岸","1","2331001","オーエド海岸","0","0","0","マルジェン海岸","0"
"4","5","1","2331002","3","0","0","0","4.5","0"
"アキノ","コッコロ","1","2331003","モニカ","0","0","0","マコト","0"
"ナンセイ湿地","タリア湿地","1","2331004","ジュノー湿地","0","0","0","ドロテア湿地","0"
"カウダ岬","エスタ岬","1","2331005","フテラ岬","0","0","0","プロピーナ岬","0"
"シャトルバス","路線バス","1","2410002","ワンマンバス","0","0","0","ユニットバス","0"
"自転車","救急車","1","2410003","潜水艦","0","0","0","新幹線","0"
"メタボライズシンドローム","メタボンスシンドローム","1","2410004","メタボットシンドローム","0","0","0","メタボリックシンドローム","0"
"ネットサイクリング","ネットランニング","1","2410005","ネットドライビング","0","0","0","ネットサーフィン","0"
"ショールーミング","サミング","1","2410006","ハッキング","0","0","0","ストリーミング","0"
"闇ファイバー","炎ファイバー","1","2410007","水ファイバー","0","0","0","光ファイバー","0"
"初心者ドライバー","若手ドライバー","1","2410008","新人ドライバー","0","0","0","ペーパードライバー","0"
"スイートピー","エーデルワイス","1","2410009","チューリップ","0","0","0","カーネーション","0"
"お直し","お達し","1","2410011","お察し","0","0","0","お通し","0"
"バブルレス","アイガード","1","2410012","バスドーナッツ","0","0","0","シャンプーハット","0"
"夜なべ","夜逃げ","1","2410014","夜更し","0","0","0","夜泣き","0"
"プール","海","1","2410015","山","0","0","0","花火","0"
"フォルテ","タルト","1","2410016","カルテット","0","0","0","カルテ","0"
"遠遠法","近近法","1","2410017","正距方位図法","0","0","0","遠近法","0"
"シートベルト","チャイルドシート","1","2410018","鎧","0","0","0","ヘルメット","0"
"株主集会","特別総会","1","2410019","緊急集会","0","0","0","株主総会","0"
"上下無用","天地有情","1","2410020","天下御免","0","0","0","天地無用","0"
"人間タッグ","人間ピッグ","1","2410022","人間サッグ","0","0","0","人間ドック","0"
"自動車教育所","自動車教会所","1","2410024","自動車教養所","0","0","0","自動車教習所","0"
"飛行機","グライダー","1","2410025","気球","0","0","0","ヘリコプター","0"
"グレートウォール","チャイニーズウォール","1","2410026","クライミングウォール","0","0","0","ファイアウォール","0"
"スプリングタイム","ホットタイム","1","2410027","エコロジータイム","0","0","0","サマータイム","0"
"ゴールドシート","グリーンシート","1","2410028","ブルーシート","0","0","0","シルバーシート","0"
"べっこう飴","ニッキ飴","1","2410030","金太郎飴","0","0","0","千歳飴","0"
"むら針","けん針","1","2410031","ぐん針","0","0","0","まち針","0"
"秋","春","1","2410032","冬","0","0","0","夏","0"
"花瓶","火炎瓶","1","2410033","牛乳瓶","0","0","0","魔法瓶","0"
"鏡閉じ","鏡上げ","1","2410036","鏡下げ","0","0","0","鏡開き","0"
"ストロング交差点","スピーディー交差点","1","2410037","スパゲッティ交差点","0","0","0","スクランブル交差点","0"
"イクラが大好き","いつも外出している","1","2410038","俳句が趣味","0","0","0","子育てに積極的","0"
"残暑見舞い","暑中見舞い","1","2410039","不幸の手紙","0","0","0","年賀状","0"
"おばあさん","おかあさん","1","2410040","おとうさん","0","0","0","おじいさん","0"
"ペーパークッキー","ラッキークッキー","1","2410041","ゴッドクッキー","0","0","0","フォーチュンクッキー","0"
"まげわっぱ","しょっつる","1","2410042","いぶりがっこ","0","0","0","きりたんぽ","0"
"乱切り","せん切り","1","2410048","輪切り","0","0","0","みじん切り","0"
"しろ胡椒","くろ胡椒","1","2410050","しお胡椒","0","0","0","ゆず胡椒","0"
"たこ焼き","いか焼き","1","2410051","卵焼き","0","0","0","たい焼き","0"
"赤く変色する","ボロボロ崩れる","1","2410052","味が無くなる","0","0","0","水分が出てくる","0"
"さくら","すみれ","1","2410053","もみじ","0","0","0","れんげ","0"
"グリンピース","ツナ","1","2410054","タケノコ","0","0","0","牛肉","0"
"ジョッキ","タンブラー","1","2410055","ソーサー","0","0","0","デミタス","0"
"ぜんざい","きんつば","1","2410056","水ようかん","0","0","0","くず餅","0"
"うどん","ラーメン","1","2410057","きしめん","0","0","0","そば","0"
"ポーチドエッグ","サニーサイドアップ","1","2410058","プレーンオムレツ","0","0","0","スクランブルエッグ","0"
"サビ","ガリ","1","2410059","サラ","0","0","0","ネタ","0"
"マリネリウス財閥","メイケオール結社","1","2411001","ムシエラルゴ商社","0","0","0","メルクリウス財団","0"
"オニギリすごろく","アドベンチャー","1","2411002","レッツ！テオゴニア！","0","0","0","キャラバン","0"
"ジュエル","マナ","1","2411003","ソル","0","0","0","ルピ","0"
"スズメ","タマキ","1","2411004","リノ","0","0","0","アユミ","0"
"一括スキップ","予定表","1","2411005","デイリー帳","0","0","0","予定帳","0"
"茶髪","黒髪","1","2420001","金髪","0","0","0","白髪","0"
"気象予想士","気象予告士","1","2420002","気象予言士","0","0","0","気象予報士","0"
"ジェネレーション","ジェネラル","1","2420003","ジェネシス","0","0","0","ジェネリック","0"
"1","3","1","2420004","9","0","0","0","7","0"
"ソーサー","茶托","1","2420005","はかま","0","0","0","コースター","0"
"お茶の間会議","世間話会議","1","2420006","作戦会議","0","0","0","井戸端会議","0"
"四天王","十二神将","1","2420008","八部衆","0","0","0","七福神","0"
"TW","TO","1","2420009","WT","0","0","0","WC","0"
"終末保険","終期保険","1","2420011","延長保険","0","0","0","終身保険","0"
"レシピエント","グレーダー","1","2420012","パタンナー","0","0","0","ドナー","0"
"裁判官","弁護士","1","2420013","司法書士","0","0","0","検察官","0"
"元旦","春分の日","1","2420014","クリスマスイブ","0","0","0","大晦日","0"
"シワス式海岸","リアル式海岸","1","2420016","イグアス式海岸","0","0","0","リアス式海岸","0"
"たら梅雨","ばら梅雨","1","2420017","さら梅雨","0","0","0","から梅雨","0"
"水害","氷害","1","2420018","かんがい","0","0","0","冷害","0"
"トムボーイ","カウボーイ","1","2420019","ボールボーイ","0","0","0","ベルボーイ","0"
"ケーキ","クレープ","1","2420020","アイスクリーム","0","0","0","ドーナツ","0"
"27回","54回","1","2420021","216回","0","0","0","108回","0"
"デフレーション","スタグネーション","1","2420023","デノミネーション","0","0","0","インフレーション","0"
"憲法試験","違法試験","1","2420025","忍法試験","0","0","0","司法試験","0"
"気温の高い地域","海に近い地域","1","2420028","乾燥している地域","0","0","0","雪の多い地域","0"
"気温が低い状態","面積が狭い状態","1","2420029","地震が起こる状態","0","0","0","人口が減った状態","0"
"ウォッシュボウル","サラダボウル","1","2420030","クリーニングボウル","0","0","0","フィンガーボウル","0"
"？","！？","1","2420031","※","0","0","0","！","0"
"小さじ","茶さじ","1","2420032","どれも同じ","0","0","0","大さじ","0"
"子供専門","役者専門","1","2420033","美容師専門","0","0","0","ペット専門","0"
"サングラス","オペラグラス","1","2420035","ハリメグラス","0","0","0","ステンドグラス","0"
"小麦粉","白玉粉","1","2420036","葛粉","0","0","0","片栗粉","0"
"しょっつる","アンチョビ","1","2420039","みがきにしん","0","0","0","くさや","0"
"豚","鶏","1","2420040","羊","0","0","0","牛","0"
"煙","鉛","1","2420042","縁","0","0","0","塩","0"
"揚げ餃子","焼き餃子","1","2420046","蒸し餃子","0","0","0","水餃子","0"
"ビールグラス","ステンドグラス","1","2420048","ワイングラス","0","0","0","レモングラス","0"
"ジャガイモ","小麦","1","2420049","大豆","0","0","0","米","0"
"牛肉","豚肉","1","2420051","羊肉","0","0","0","鶏肉","0"
"鶏肉","かきあげ","1","2420052","ねぎ","0","0","0","卵","0"
"冬","春","1","2420053","秋","0","0","0","夏","0"
"10cc","3cc","1","2420054","12cc","0","0","0","5cc","0"
"アガリ","ムラサキ","1","2420055","シロ","0","0","0","シャリ","0"
"カプリチオ","カプレーゼ","1","2420056","カプサイシン","0","0","0","カプチーノ","0"
"揚げ物","味噌汁","1","2420057","冷や奴","0","0","0","炒め物","0"
"客船巻き","馬車巻き","1","2420058","気球巻き","0","0","0","軍艦巻き","0"
"麦茶","焼酎","1","2420059","日本酒","0","0","0","緑茶","0"
"ウェルダン","ミディアムレア","1","2420060","ミディアム","0","0","0","レア","0"
"マシュマロ","ソーセージ","1","2420061","ストロベリージャム","0","0","0","ホイップクリーム","0"
"Precious Journey","Lost Princess","1","2421001","Connecting Happy！！","0","0","0","Mirage Game","0"
"Precious Journey","Connecting Happy！！","1","2421002","つなぐもの","0","0","0","茜色の寄り道","0"
"3人","4人","1","2421003","2人","0","0","0","5人","0"
"マサカズ","カズヒコ","1","2421004","フィッシャーマン・ジーク","0","0","0","カズマサ","0"
"鉄","木材","1","2421005","魔物","0","0","0","お菓子","0"
"GPS","SSD","1","2430001","DOS","0","0","0","CPU","0"
"膝枕","腕枕","1","2430002","抱き枕","0","0","0","北枕","0"
"4．4平方メートル","5．5平方メートル","1","2430003","6．6平方メートル","0","0","0","3．3平方メートル","0"
"3親等","9親等","1","2430004","10親等","0","0","0","6親等","0"
"A3","A4","1","2430005","B4","0","0","0","B5","0"
"ドナー","グレーダー","1","2430006","パタンナー","0","0","0","レシピエント","0"
"遺訓分","遺令分","1","2430007","遺愛分","0","0","0","遺留分","0"
"小学校","税務署","1","2430008","銀行","0","0","0","保健所","0"
"個人年金保険","家族傷害保険","1","2430009","火災保険 ","0","0","0","自賠責保険","0"
"ガス","電気","1","2430010","固定電話","0","0","0","水道","0"
"すぐに効き目が出る薬","高くてなかなか手に入らない薬","1","2430011","遠くの病院でもらう薬","0","0","0","周りを糖分でくるんだ薬","0"
"固定資産","行動資産","1","2430015","確定資産","0","0","0","流動資産","0"
"誕生日","敬老の日","1","2430016","銀婚式","0","0","0","成人式","0"
"カラス講","クラゲ講","1","2430017","カマキリ講","0","0","0","ネズミ講","0"
"A4","B4","1","2430018","B5","0","0","0","A3","0"
"案内標識","警戒標識","1","2430019","指示標識","0","0","0","規制標識","0"
"眼帯","時間帯","1","2430020","亜寒帯","0","0","0","岩田帯","0"
"50キロ","40キロ","1","2430021","20キロ","0","0","0","30キロ","0"
"車体の色","運転手の制服の色","1","2430022","割引チケットの色","0","0","0","ナンバープレートの色","0"
"立春","土用","1","2430023","夏至","0","0","0","節分","0"
"1人","3人","1","2430024","0人","0","0","0","2人","0"
"ROAD","COUNTRY","1","2430025","NUMBER","0","0","0","ROUTE","0"
"住民票","課税証明書","1","2430026","印鑑登録証明書","0","0","0","戸籍謄本","0"
"御不浄","御洗浄","1","2430027","御内儀","0","0","0","御手洗","0"
"都入り","お蔵入り","1","2430028","藪入り","0","0","0","お国入り","0"
"脱獄","地獄","1","2430029","牢獄","0","0","0","疑獄","0"
"北東","北","1","2430030","東","0","0","0","北西","0"
"ぼさつ","ひっさつ","1","2430031","いきさつ","0","0","0","おさつ","0"
"子宝手帳","臨月手帳","1","2430032","育児手帳","0","0","0","母子健康手帳","0"
"もみじ肉","ぼたん肉","1","2430034","つつじ肉","0","0","0","さくら肉","0"
"ピッチャー液","ライト液","1","2430041","キャッチャー液","0","0","0","バッター液","0"
"しゃぶしゃぶ","肉じゃが","1","2430042","ジンギスカン","0","0","0","すきやき","0"
"長ネギ","シイタケ","1","2430043","白菜","0","0","0","しらたき","0"
"ジャガイモ","サトイモ","1","2430044","コンニャクイモ","0","0","0","サツマイモ","0"
"サツマイモ","ジャガイモ","1","2430046","サトイモ","0","0","0","コンニャクイモ","0"
"マグロ","シャケ","1","2430047","イワシ","0","0","0","カツオ","0"
"クジラ","マグロ","1","2430048","イルカ","0","0","0","サメ","0"
"ダイコン","ハクサイ","1","2430049","オクラ","0","0","0","ネギ","0"
"真水","酢","1","2430052","泥水","0","0","0","塩水","0"
"ピーターパン","ピタパン","1","2430053","ピーカン","0","0","0","ピータン","0"
"グラッセ","スフレ","1","2430054","パテ","0","0","0","ピューレ","0"
"テリーヌ","エシャロット","1","2430056","プラリネ","0","0","0","クルトン","0"
"杉むき","松むき","1","2430058","樫むき","0","0","0","桂むき","0"
"ようかん","わらび餅","1","2430060","きんつば","0","0","0","ういろう","0"
"ラザニア","オムレツ","1","2430061","ブイヤベース","0","0","0","パエリア","0"
"駆けだしの冒険者","冒険の始まり","1","2431001","裸の冒険者","0","0","0","冒険への初立","0"
"美の饗宴","ユキのビューティーチェック","1","2431002","美の伝道者","0","0","0","ユキの審美会","0"
"緑竜の骸嶺","蒼海の孤塔","1","2431003","断崖の遺跡","0","0","0","毒瘴の闇稜","0"
"ムイミの思い出","追憶のメモリー","1","2431004","ノウェムの過ぎ去りし日々","0","0","0","追想のデフラグ","0"
"GREEDY LOVE","Seize The Day！","1","2431005","フェアリーテイルは夢の中","0","0","0","私色STORY","0"
"ファイン","フィーネ","1","2510003","フォックス","0","0","0","フォルテ","0"
"チェロ","バイオリン","1","2510004","ビオラ","0","0","0","コントラバス","0"
"g","d","1","2510005","i","0","0","0","f","0"
"作曲者","最年長","1","2510006","第一バイオリン","0","0","0","指揮者","0"
"ごぶさた","ひさしぶり","1","2510007","このあいだはどうも","0","0","0","しばらく","0"
"Cuter Voice","Commercial Voice","1","2510008","Create Voice","0","0","0","Character Voice","0"
"キラーソフト","スタートソフト","1","2510009","バンドルソフト","0","0","0","ローンチソフト","0"
"縦ロール","盛り髪","1","2510010","ちょこ毛","0","0","0","アホ毛","0"
"将棋","チェス","1","2510012","どれも同じ","0","0","0","オセロ","0"
"飛車","角行","1","2510013","歩兵","0","0","0","王将","0"
"そよ風","北風","1","2510014","爆風","0","0","0","木枯らし","0"
"ハリケーン","タイフーン","1","2510015","モンスーン","0","0","0","スコール","0"
"なぎ","とろ","1","2510016","ふち","0","0","0","しけ","0"
"バビン","ブビン","1","2510018","ベビン","0","0","0","ボビン","0"
"ボヘミア","プレミア","1","2510019","クリミア","0","0","0","カシミア","0"
"シャンプー","リンス","1","2510022","ボディーソープ","0","0","0","トリートメント","0"
"チーク","ヒトカラ","1","2510023","マラカス","0","0","0","マスカラ","0"
"ステップ","スリット","1","2510025","スカッド","0","0","0","ステッチ","0"
"バインダー","バイプレーヤー","1","2510027","バイト","0","0","0","バイヤー","0"
"軟水","上水","1","2510028","井戸水","0","0","0","硬水","0"
"テンプテーション","エクトプラズム","1","2510029","リインカーネーション","0","0","0","ポルターガイスト","0"
"トランプ","麻雀牌","1","2510030","将棋の駒","0","0","0","サイコロ","0"
"将棋","麻雀","1","2510031","五目並べ","0","0","0","囲碁","0"
"バイオハザード","マネーハザード","1","2510032","ライフハザード","0","0","0","モラルハザード","0"
"バリン","ラパン","1","2510033","ハッパ","0","0","0","バラン","0"
"包丁をよく冷やす","包丁を油まみれにする","1","2510035","包丁をさびつかせる","0","0","0","包丁を軽く温める","0"
"チュチュ","キュキュ","1","2510038","リュリュ","0","0","0","シュシュ","0"
"パニール","ストール","1","2510039","プリーツ","0","0","0","デニール","0"
"除湿液","除名液","1","2510040","除算液","0","0","0","除光液","0"
"ベージュ","コサージュ","1","2510041","ミラージュ","0","0","0","ルージュ","0"
"アンチクルージング","アンチクレンジング","1","2510042","アンチドレッシング","0","0","0","アンチエイジング","0"
"スリーカード","フラッシュ","1","2510043","フルハウス","0","0","0","ワンペア","0"
"ロン","ポン","1","2510044","チー","0","0","0","ツモ","0"
"7月7日","6月6日","1","2510046","5月5日","0","0","0","8月8日","0"
"A","B","1","2510047","D","0","0","0","C","0"
"耳打ち","舌打ち","1","2510048","頭打ち","0","0","0","峰打ち","0"
"トラック","深夜バス","1","2510050","タンカー","0","0","0","タクシー","0"
"タチバナ","キク","1","2510051","キリ","0","0","0","ヒマワリ","0"
"味の強い順番","カロリーの高い順番","1","2510053","高価な食材の順番","0","0","0","使っている量の多い順番","0"
"ドライヤー","プレイヤー","1","2510054","セットリスト","0","0","0","フライヤー","0"
"デジタルジョーカー","ダンスジョグ","1","2510056","ドリームジャスティス","0","0","0","ディスクジョッキー","0"
"側転","回転","1","2510057","バク転","0","0","0","暗転","0"
"ビッグバンド","ハズバンド","1","2510058","ブロードバンド","0","0","0","ブラスバンド","0"
"金","銀","1","2510059","角","0","0","0","歩","0"
"ジャズ音","ロック音","1","2510060","エンカ音","0","0","0","ラップ音","0"
"職員室","保健室","1","2511001","体育館","0","0","0","プール","0"
"4.5","6.5","1","2511002","3.5","0","0","0","5.5","0"
"レイ","シオリ","1","2511003","サレン","0","0","0","ヒヨリ","0"
"どこでもチエルちゃん","いつでもチエルちゃん","1","2511004","ちぇる～ん☆チエルちゃん","0","0","0","おしゃべりチエルちゃん","0"
"リッチモンド・タワー","クレジッタ・ビルディング","1","2511005","タワー・オブ・クレジッタ","0","0","0","クレジッタ・タワー","0"
"6月27日","7月7日","1","2520001","6月22日","0","0","0","7月2日","0"
"皮切り","身切り","1","2520002","髪切り","0","0","0","骨切り","0"
"さわり","まわし","1","2520004","はなし","0","0","0","にぎり","0"
"自由鉤","自分鉤","1","2520006","天狗鉤","0","0","0","自在鉤","0"
"チャチャ","チェチェ","1","2520007","チョチョ","0","0","0","チュチュ","0"
"ライトフィッシング","ヘビーフィッシング","1","2520009","ヘアーフィッシング","0","0","0","フライフィッシング","0"
"糸","浮き","1","2520010","針","0","0","0","重り","0"
"生語り","直語り","1","2520011","静語り","0","0","0","素語り","0"
"露点","屋点","1","2520012","支点","0","0","0","野点","0"
"ステージ","グランジ","1","2520013","ブリッジ","0","0","0","フリンジ","0"
"セパレート","セールスランキング","1","2520015","セレモニー","0","0","0","セレクトショップ","0"
"レギンス","オーバーニーソックス","1","2520016","スコート","0","0","0","プルオーバー","0"
"コーンフレーク","オートミール","1","2520018","ポリッジ","0","0","0","グラノーラ","0"
"ワイアード","ブリザード","1","2520020","プレイヤード","0","0","0","ティアード","0"
"ティーザー広告","シズル広告","1","2520022","テスティモニアル広告","0","0","0","サブリミナル広告","0"
"5本","8本","1","2520023","6本","0","0","0","4本","0"
"トリオ","デュオ","1","2520024","カルテット","0","0","0","クインテット","0"
"メゾアルト","バリトン","1","2520025","テノール","0","0","0","メゾソプラノ","0"
"マドラス","タータン","1","2520026","ギンガム","0","0","0","アーガイル","0"
"先負","大安","1","2520028","仏滅","0","0","0","先勝","0"
"S","T","1","2520029","U","0","0","0","R","0"
"麻雀","花札","1","2520033","将棋","0","0","0","囲碁","0"
"7月1日","9月1日","1","2520034","6月1日","0","0","0","8月1日","0"
"まぶた","尻","1","2520035","膝","0","0","0","足の裏","0"
"ようかん売り","すあま売り","1","2520037","ぎゅうひ売り","0","0","0","ういろう売り","0"
"クラウド","フレーム","1","2520038","サークル","0","0","0","バルーン","0"
"ダイヤのキング","スペードのキング","1","2520039","クラブのキング","0","0","0","ハートのキング","0"
"ルビー","ターコイズ","1","2520040","ラピスラズリ","0","0","0","アメシスト","0"
"地球暦 ","太陰暦","1","2520042","御化暦","0","0","0","太陽暦 ","0"
"11年目","21年目","1","2520043","31年目","0","0","0","1年目","0"
"長編み","細編み","1","2520044","鎖編み","0","0","0","メリヤス編み","0"
"字一色","大三元","1","2520045","四暗刻","0","0","0","天和","0"
"ストレート","フルハウス","1","2520047","ファイブカード","0","0","0","フラッシュ","0"
"川","瀞","1","2520048","山","0","0","0","海","0"
"ラシェ","カシェ","1","2520049","リシェ","0","0","0","サシェ","0"
"南東","北西","1","2520050","南西","0","0","0","北東","0"
"クルーザーネック","クルブシネック","1","2520051","クルクルネック","0","0","0","クルーネック","0"
"ピーチカラー","パールカラー","1","2520052","ドールカラー","0","0","0","アースカラー","0"
"かっぱ","せっさ","1","2520054","せっぱ","0","0","0","かっさ","0"
"キープオン","ページオン","1","2520055","ピースオン","0","0","0","ロールオン","0"
"ウーファー","サイドカー","1","2520056","ストーカー","0","0","0","チョーカー","0"
"24組","30組","1","2520058","20組","0","0","0","26組","0"
"クインテット","トリオ","1","2520059","デュオ","0","0","0","カルテット","0"
"クロノグラフ","バロメーター","1","2520060","オシロスコープ","0","0","0","メトロノーム","0"
"うつ","のむ","1","2520061","きく","0","0","0","さす","0"
"天露の金甘水","雲海の魔物肉","1","2521001","至高のドラゴンテイルおでん","0","0","0","ゴールデン無限おにぎり","0"
"ご飯","肉","1","2521002","蜜","0","0","0","卵","0"
"キャンプ道具","だいじょぶマイフレンドくん1号","1","2521003","弓","0","0","0","土鍋","0"
"竜の卵","竜の翼","1","2521004","龍の翼","0","0","0","龍の卵","0"
"龍の卵をカジノ王から盗む","ホマレにいたずらをする","1","2521005","カヤと掃除をする","0","0","0","ホマレの部屋で写真を撮る","0"
"シャドータイピング","ノールックタイピング","1","2530001","スーパータイピング","0","0","0","タッチタイピング","0"
"ソルトプール","ソルトスポット","1","2530002","スイートスポット","0","0","0","タイドプール","0"
"キャットトゥース","キャメルトゥース","1","2530003","シャークトゥース","0","0","0","ハウンドトゥース","0"
