061a870dc31789256e9bb561f05f131bcd00281c21bce1a885394f1b6f728011,4e52dcad9e1f7a2c6a909508807b10474b78ab15480995b72828c5eccb7904ae,7df8f751e9f081aac29534d08f1bb929d009c8689904a0c4708599eca6455bd8,527835777fd691a38fe7d0ab61679a913a912fa692ece50b09df48f5fe7b3ca3,e8ea3ba20cd7c3314064fe1dc2c22269a5f78db7fcbb12b10457ed1e9dea300a,f305962c297c680ae98e22de76d459517345cddf9e0d066f8fd89bd8a14bfddf,6d241e14da77b77efd293c2d2d0bded1cdb4edcfa655d9a958c2451ff814ed7f,303da7c3e5ee1d2e146a1772a59b6e4919a5217896ebf9ac68ce4c5b7a288602,e94bb96d0f7114925060c4ba1e500398f9aa834ec529a9a4caa68a6d6796b1ba,b9c53e39e9352a22677bd82a9b9f589ed153dcff69733bc61e8599780073469a,5816e0fac182e7da658527ec8d2eed66d78a94c9c006287a2e300becf2a55fd3
"62158","vo_apg","","0","","","21","","vo_apg_0214","5146062","0"
"62159","131011","0","10","1","0","11","0","なんやよう分からへんけど…\n楽しんでくれたならよかったわ～♪","5146062","1"
"62160","0","","","","","91","","","5146062",""
"62161","0","","","","","22","","0","5146062",""
"62162","131011","0.2","1","","","3","","wish_idle_joy","5146062",""
"62163","100911","-30","2","0","0","12","0","10","5146062","0"
"62164","131011","0","2","0","0","12","0","7","5146062","0"
"62165","2","","","","","93","","0","5146062",""
"62166","62167","","","","","101","","","5146062",""
"62167","0","","","","","22","","0.2","5146062",""
"63001","1","1.8","110","-288","walk_surprise_sad_blue","1","1","106611","5146063","-10"
"63002","3","1.8","111","-288","walk_surprise_sad_blue","5","1","1066","5146063","-10"
"63003","1","1.8","100","-288","idle_normal_noface","1","1","130911","5146063","260"
"63004","1","1.8","101","-288","idle_normal_kururu","5","1","99","5146063","260"
"63005","1","1.8","103","-268","empty","1","0","126411","5146063","-420"
"63006","1","1.8","113","-268","empty","5","0","98","5146063","-420"
"63007","106611","","","","","13","","210","5146063",""
"63008","130911","","","","","13","","200","5146063",""
"63009","126411","","","","","13","","203","5146063",""
"63010","7","0.85","15","-174","idle","5","0","7","5146063","0"
"63011","20","1","210","156","empty","5","0","20","5146063","0"
"63012","22","1","211","66","empty","5","0","22","5146063","0"
"63013","21","1","60","153","empty","5","0","211","5146063","0"
"63014","21","1","190","0","empty","5","0","212","5146063","0"
"63015","1","1","0","1","","31","","1","5146063","0"
"63016","2","1","0","1","","31","","2","5146063","-57.7"
"63017","2","","","","","37","","black","5146063",""
"63018","10","0","0","1","","31","","10","5146063","0"
"63019","16","0","-420","1","","31","","16","5146063","-268"
"63020","20","1","0","1","","31","","20","5146063","0"
"63021","20","","","","","36","","20","5146063",""
"63022","20","","","","","36","","22","5146063",""
"63023","0","","","","","91","","0","5146063",""
"63024","0","","0","","","102","","0","5146063",""
"63025","0.4","","","","","93","","0","5146063",""
"63026","2","","","","","37","","iris_out","5146063",""
"63027","106611","","-288","0","","2","","-260","5146063","2.5"
"63028","1066","","-288","0","","2","","-260","5146063","2.5"
"63029","2.5","","","","","93","","0","5146063",""
"63030","106611","0.2","1","","","3","","sad_idle_blue","5146063",""
"63031","1066","0.2","1","0","","3","","sad_idle_blue","5146063",""
"63032","0.1","","","","","93","","0","5146063",""
"63033","106611","0.2","1","","","3","","tired_talk1","5146063",""
"63034","1066","0.2","1","","","3","","tired_talk1","5146063",""
"63035","vo_apg","","0","","","21","","vo_apg_0301","5146063","0"
"63036","106611","0","10","1","0","11","0","ふうううう…ヤ、ヤバかったです…\nこんなゴッツいコースターを作っといて\nなーにが楽しい楽しい\nグランドリームパーク♪　ですか！","5146063","1"
"63037","0","","","","","91","","","5146063",""
"63038","106611","0.2","1","","","3","","tired_talk2","5146063",""
"63039","1066","0.2","1","","","3","","tired_talk2","5146063",""
"63040","vo_apg","","0","","","21","","vo_apg_0302","5146063","0"
"63041","106611","0","10","1","0","11","0","あんなに激しいなんてきいてねーです…\n危うく中身がちょっと\n出ちまうとこでしたよ…","5146063","1"
"63042","0","","","","","91","","","5146063",""
"63043","106611","0.2","1","","","3","","tired_idle","5146063",""
"63044","1066","0.2","1","","","3","","tired_idle","5146063",""
"63045","130911","0.2","1","","","3","","talk_normal","5146063",""
"63046","99","0.2","1","","","3","","talk_normal","5146063",""
"63047","vo_apg","","0","","","21","","vo_apg_0303","5146063","0"
"63048","130911","0","10","1","0","11","0","イノリさん♪\n当園のアトラクションはどうでしたか？\n楽しんでいただけてますですか？","5146063","1"
"63049","0","","","","","91","","","5146063",""
"63050","130911","0.2","1","","","3","","idle_normal","5146063",""
"63051","211","0","0","","","3","","coaster_3_in","5146063",""
"63052","106611","","","","","4","","0","5146063",""
"63053","1066","","","","","4","","0","5146063",""
"63054","106611","0","0","1","","3","0","doya_in_nervous_furimuki","5146063","doya_talk_nervous_furimuki"
"63055","1066","0","0","1","","3","0","doya_in_nervous_furimuki","5146063","doya_talk_nervous_furimuki"
"63056","vo_apg","","0","","","21","","vo_apg_0304","5146063","0"
"63057","106611","0","10","1","0","11","0","ふっ…まあ？　あたしにかかれば\nこんなザコザココースターなんて\nお兄さんくらいちょろいですよ","5146063","1"
"63058","0","","","","","91","","","5146063",""
"63059","106611","0.2","1","","","3","","cool_talk_dere","5146063",""
"63060","1066","0.2","1","","","3","","cool_talk_dere","5146063",""
"63061","vo_apg","","0","","","21","","vo_apg_0305","5146063","0"
"63062","106611","0","10","1","0","11","0","もっとスリルがほしいとこですが、\nま、こんなもんですよねー！","5146063","1"
"63063","0","","","","","91","","","5146063",""
"63064","106611","0.2","1","","","3","","cool_idle_doya","5146063",""
"63065","1066","0.2","1","","","3","","cool_idle_doya","5146063",""
"63066","211","0","0","","","3","","coaster_3_out","5146063",""
"63067","130911","0.2","1","","","3","","kururu_sad_talk","5146063",""
"63068","99","0.2","1","","","3","","kururu_sad_talk","5146063",""
"63069","vo_apg","","0","","","21","","vo_apg_0306","5146063","0"
"63070","130911","0","10","1","0","11","0","そうですか～、それは残念です…\nお客さんに楽しんでもらうためには\n手段は選んでいられません…\nクローチェさーん！","5146063","1"
"63071","0","","","","","91","","","5146063",""
"63072","0","","","","","22","","0","5146063",""
"63073","130911","0.2","1","","","3","","idle_normal_noface","5146063",""
"63074","99","0.2","1","","","3","","idle_normal_kururu","5146063",""
"63075","106611","0.2","1","","","3","","cool_idle_surprise","5146063",""
"63076","1066","0.2","1","","","3","","cool_idle_surprise","5146063",""
"63077","126411","0","0","1","","3","0","kuroche_appear","5146063","kuroche_pose_talk_anger"
"63078","98","0","0","1","","3","0","kuroche_appear","5146063","kuroche_pose_talk_anger"
"63079","0.5","","","","","93","","0","5146063",""
"63080","15","","0.5","","","122","","15","5146063",""
"63081","16","","","","","32","","1","5146063",""
"63082","106611","0","0","","","3","","inori_dodge_in","5146063",""
"63083","1066","0","0","","","3","","inori_dodge_in","5146063",""
"63084","0.6","","","","","93","","0","5146063",""
"63085","vo_apg","","0","","","21","","vo_apg_0307","5146063","0"
"63086","126411","20","10","1","0","11","0","はーいっ！\n…ふむふむ、なるほど…\n話は聞かせてもらいましたっ！\nここはわたしにお任せくださいっ！","5146063","1"
"63087","0","","","","","91","","","5146063",""
"63088","126411","0.2","1","","","3","","kuroche_pose_idle_doya","5146063",""
"63089","106611","0.1","0","1","","3","0","inori_dodge_out","5146063","inori_anger_talk"
"63090","1066","0.1","0","1","","3","0","inori_dodge_out","5146063","inori_anger_talk"
"63091","vo_apg","","0","","","21","","vo_apg_0308","5146063","0"
"63092","106611","0","10","1","0","11","0","は？　いや、こっちは全然\n話がみえねーんですけど…","5146063","1"
"63093","0","","","","","91","","","5146063",""
"63094","106611","0.2","1","","","3","","inori_anger_idle","5146063",""
"63095","1066","0.2","1","","","3","","inori_anger_idle","5146063",""
"63096","130911","0.2","1","","","3","","kururu_guid_talk","5146063",""
"63097","99","0.2","1","","","3","","kururu_guid_talk","5146063",""
"63098","vo_apg","","0","","","21","","vo_apg_0309","5146063","0"
"63099","130911","0","10","1","0","11","0","ではでは、イノリさんには\nスリル溢れる空の旅を\n楽しんでいただきます！\nということで、お願いします！","5146063","1"
"63100","0","","","","","91","","","5146063",""
"63101","130911","0.2","1","","","3","","idle_normal_noface","5146063",""
"63102","99","0.2","1","","","3","","idle_normal_kururu","5146063",""
"63103","16","","","","","37","","low","5146063",""
"63104","se_10055900","","1","","","23","","se_10055900_chroche_01","5146063",""
"63105","106611","0.2","0","1","","3","0","inori_jitabata_in","5146063","inori_jitabata_loop"
"63106","1066","0.2","0","1","","3","0","inori_jitabata_in","5146063","inori_jitabata_loop"
"63107","126411","0.2","0","1","","3","0","kuroche_catch_in","5146063","kuroche_catch_loop"
"63108","98","0.2","0","1","","3","0","kuroche_catch_in","5146063","kuroche_catch_loop"
"63109","vo_apg","","0","","","21","","vo_apg_0310","5146063","0"
"63110","126411","112","10","1","0","11","-27","ではではっ♪\nしっかりつかまっててくださいね～っ♪","5146063","1"
"63111","0","","","","","91","","","5146063",""
"63112","0","","","","","22","","0","5146063",""
"63113","se_10055900_chroche_01","","","","","24","","0.2","5146063",""
"63114","se_10055900","","0","","","23","","se_10055900_chroche_02","5146063",""
"63115","16","","","","","37","","high","5146063",""
"63116","5","","1","","","122","","5","5146063",""
"63117","1","","","","","93","","0","5146063",""
"63118","106611","0","0","","","3","","inori_jitabata_takeoff","5146063",""
"63119","1066","0","0","","","3","","inori_jitabata_takeoff","5146063",""
"63120","126411","0","0","","","3","","kuroche_catch_takeoff","5146063",""
"63121","98","0","0","","","3","","kuroche_catch_takeoff","5146063",""
"63122","100","","0.5","","","122","","100","5146063",""
"63123","0.4","","","","","93","","0","5146063",""
"63124","130911","","","","","4","","0","5146063",""
"63125","130911","0","0","","","3","","kururu_furimuki_watch","5146063",""
"63126","99","0","0","","","3","","empty","5146063",""
"63127","1.5","","","","","93","","0","5146063",""
"63128","2","","","","","37","","fade_in","5146063",""
"63129","1.5","","","","","93","","0","5146063",""
"63130","98","0","0","","","3","","empty","5146063",""
"63131","se_10055900","","1","","","23","","se_10055900_chroche_03","5146063",""
"63132","212","0","0","","","3","","coaster_4_in","5146063",""
"63133","se_10055900","","0","","","23","","se_10055900_photo","5146063",""
"63134","0.3","","","","","93","","0","5146063",""
"63135","30","","0.5","","","122","","30","5146063",""
"63136","vo_apg","","0","","","21","","vo_apg_0311","5146063","0"
"63137","20","0","0","","","3","","0311_in","5146063",""
"63138","3.6","","","","","93","","1","5146063",""
"63139","20","0","0","","","3","","0311_mid","5146063",""
"63140","","","","","","92","","","5146063",""
"63141","20","0","0","","","3","","0311_out","5146063",""
"63142","0.2","","","","","93","","0","5146063",""
"63143","30","","0.5","","","122","","30","5146063",""
"63144","vo_apg","","0","","","21","","vo_apg_0312","5146063","0"
"63145","20","0","0","","","3","","0312_in","5146063",""
"63146","2.4","","","","","93","","1","5146063",""
"63147","20","0","0","","","3","","0312_mid","5146063",""
"63148","","","","","","92","","","5146063",""
"63149","20","0","0","","","3","","0312_out","5146063",""
"63150","0.2","","","","","93","","0","5146063",""
"63151","20","","","","","37","","scale15","5146063",""
"63152","212","0","0","","","3","","coaster_4_change","5146063",""
"63153","vo_apg","","0","","","21","","vo_apg_0313","5146063","0"
"63154","20","","76","0","","2","","0","5146063","0"
"63155","20","0","1","","","3","","empty","5146063",""
"63156","22","0","0","","","3","","0313_in","5146063",""
"63157","2.4","","","","","93","","1","5146063",""
"63158","22","0","1","","","3","","0313_mid","5146063",""
"63159","","","","","","92","","","5146063",""
"63160","22","0","0","","","3","","0313_out","5146063",""
"63161","0.2","","","","","93","","0","5146063",""
"63162","0","","","","","22","","0","5146063",""
"63163","se_10055900_chroche_03","","","","","24","","0.5","5146063",""
"63164","2","","","","","37","","white","5146063",""
"63165","2","","","","","93","","0","5146063",""
"63166","20","","","","","37","","scale1","5146063",""
"63167","212","0","0","","","3","","empty","5146063",""
"63168","130911","0.2","1","","","3","","kururu_wish_idle_joy","5146063",""
"63169","99","0.2","1","","","3","","idle_normal","5146063",""
"63170","106611","0.2","1","","","3","","see_guru","5146063",""
"63171","1066","0.2","1","","","3","","see_guru","5146063",""
"63172","126411","0.2","1","","","3","","idle_normal_joy","5146063",""
"63173","130911","","","","","4","","1","5146063",""
"63174","130911","","-278","0","","2","","225","5146063","0"
"63175","106611","","-288","0","","2","","0","5146063","0"
"63176","1066","","-288","0","","2","","0","5146063","0"
"63177","126411","","-278","0","","2","","-225","5146063","0"
"63178","2","","","","","93","","0","5146063",""
"63179","126411","0.2","1","","","3","","joy_talk","5146063",""
"63180","vo_apg","","0","","","21","","vo_apg_0314","5146063","0"
"63181","126411","0","10","1","0","11","0","はい！\nスリル満点と評判の\n空の旅、いかがでしたか？","5146063","1"
"63182","0","","","","","91","","","5146063",""
"63183","126411","0.2","1","","","3","","idle_normal_joy","5146063",""
"63184","2","","-108","0","","33","","23","5146063","0"
"63185","2","","","","","37","","iris_end_1","5146063",""
"63186","106611","0.2","0","","","3","","gakkari","5146063",""
"63187","1066","0.2","0","","","3","","gakkari","5146063",""
"63188","vo_apg","","0","","","21","","vo_apg_0315","5146063","0"
"63189","106611","23","4","0","1.1","11","-31","うぷ…もう、こりごりですよ…","5146063","0"
"63190","6","","","","","93","","0","5146063",""
"63191","2","","","","","37","","iris_end_2","5146063",""
"63192","1","","","","","93","","0","5146063",""
"63193","63194","","","","","101","","","5146063",""
"63194","0","","","","","22","","0.2","5146063",""
"64001","1","1.8","106","-480","walk_normal","1","1","105811","5146064","-130"
"64002","6","1.8","107","-480","walk_normal","5","1","1058","5146064","-130"
"64003","1","1.8","103","-480","walk_normal","1","1","131511","5146064","130"
"64004","1","1.8","100","-278","idle_normal_noface","1","1","130911","5146064","290"
"64005","1","1.8","101","-278","idle_normal_kururu","5","1","99","5146064","290"
"64006","105811","","","","","13","","206","5146064",""
"64007","131511","","","","","13","","203","5146064",""
"64008","130911","","","","","13","","200","5146064",""
"64009","8","0.85","15","-174","idle","5","0","8","5146064","0"
"64010","20","1","210","-53","empty","5","0","20","5146064","-242"
"64011","22","1","211","-194","empty","5","0","22","5146064","-128"
"64012","1","1","0","1","","31","","1","5146064","0"
"64013","2","0","0","1","","31","","2","5146064","-57.7"
"64014","12","0","0","1","","31","","12","5146064","0"
"64015","13","0","0","1","","31","","13","5146064","0"
"64016","20","1","0","1","","31","","20","5146064","0"
"64017","20","","","","","36","","105811","5146064",""
"64018","20","","","","","36","","131511","5146064",""
"64019","20","","","","","36","","20","5146064",""
"64020","20","","","","","36","","22","5146064",""
"64021","0","","","","","91","","0","5146064",""
"64022","0","","0","","","102","","0","5146064",""
"64023","13","","","","","32","","1","5146064",""
"64024","20","","","","","37","","scale15","5146064",""
"64025","2","","","","","93","","","5146064",""
"64026","vo_apg","","0","","","21","","vo_apg_0401","5146064","0"
"64027","22","0","0","","","3","","0401_in","5146064",""
"64028","2.7","","","","","93","","1","5146064",""
"64029","22","0","0","","","3","","0401_mid","5146064",""
"64030","","","","","","92","","","5146064",""
"64031","22","0","0","","","3","","0401_out","5146064",""
"64032","0.2","","","","","93","","0","5146064",""
"64033","22","","-194","0","","2","","129","5146064","0"
"64034","vo_apg","","0","","","21","","vo_apg_0402","5146064","0"
"64035","22","0","0","","","3","","0402_in","5146064",""
"64036","2.9","","","","","93","","1","5146064",""
"64037","22","0","0","","","3","","0402_mid","5146064",""
"64038","","","","","","92","","","5146064",""
"64039","22","0","0","","","3","","0402_out","5146064",""
"64040","0.2","","","","","93","","0","5146064",""
"64041","0","","","","","22","","0","5146064",""
"64042","22","0","1","","","3","","empty","5146064",""
"64043","0.5","","","","","93","","0","5146064",""
"64044","2","","","","","32","","1","5146064",""
"64045","2","","","","","37","","fade_in","5146064",""
"64046","1","","","","","93","","0","5146064",""
"64047","13","","","","","32","","0","5146064",""
"64048","20","","","","","37","","scale1","5146064",""
"64049","105811","","-298","0","","2","","-194","5146064","0"
"64050","1058","","-298","0","","2","","-194","5146064","0"
"64051","131511","","-288","0","","2","","-34","5146064","0"
"64052","2","","","","","37","","iris_out","5146064",""
"64053","105811","","-298","0","","2","","-385","5146064","2"
"64054","1058","","-298","0","","2","","-385","5146064","2"
"64055","131511","","-288","0","","2","","-225","5146064","2"
"64056","2","","","","","93","","0","5146064",""
"64057","105811","","","","","4","","0","5146064",""
"64058","1058","","","","","4","","0","5146064",""
"64059","131511","","","","","4","","0","5146064",""
"64060","105811","0.2","1","","","3","","idle_normal","5146064",""
"64061","1058","0.2","1","0","","3","","idle_normal","5146064",""
"64062","131511","0.2","1","","","3","","idle_normal","5146064",""
"64063","0.5","","","","","93","","0","5146064",""
"64064","130911","0.2","1","","","3","","talk_normal","5146064",""
"64065","99","0.2","1","","","3","","talk_normal","5146064",""
"64066","vo_apg","","0","","","21","","vo_apg_0403","5146064","0"
"64067","130911","0","10","1","0","11","0","はい、お疲れさまでしたー♪\n観覧車は楽しんでくださいましたか～？","5146064","1"
"64068","0","","","","","91","","","5146064",""
"64069","130911","0.2","1","","","3","","kururu_wish_talk_joy","5146064",""
"64070","99","0.2","1","","","3","","kururu_wish_talk_joy","5146064",""
"64071","vo_apg","","0","","","21","","vo_apg_0404","5146064","0"
"64072","130911","0","10","1","0","11","0","ジオ・テオゴニアの素晴らしい景色が\n遠くまで見渡せたと思いますです♪","5146064","1"
"64073","0","","","","","91","","","5146064",""
"64074","130911","0.2","1","","","3","","idle_normal_noface","5146064",""
"64075","99","0.2","1","","","3","","idle_normal_kururu","5146064",""
"64076","105811","0.2","0","1","","3","0","guts2_in_joy","5146064","guts2_talk_joy"
"64077","1058","0.2","0","1","","3","0","guts2_in_joy","5146064","guts2_talk_joy"
"64078","vo_apg","","0","","","21","","vo_apg_0405","5146064","0"
"64079","105811","0","10","1","0","11","0","はい！　とっても\nおいしそうでした☆","5146064","1"
"64080","0","","","","","91","","","5146064",""
"64081","105811","0.2","1","","","3","","guts2_idle_joy","5146064",""
"64082","1058","0.2","1","","","3","","guts2_idle_joy","5146064",""
"64083","131511","0.5","1","","","3","","memory_talk","5146064",""
"64084","vo_apg","","0","","","21","","vo_apg_0406","5146064","0"
"64085","131511","0","10","1","0","11","0","おなか。\nぐるる…","5146064","1"
"64086","0","","","","","91","","","5146064",""
"64087","131511","0.2","1","","","3","","memory_idle","5146064",""
"64088","130911","0.2","1","","","3","","joy_talk","5146064",""
"64089","99","0.2","1","","","3","","joy_talk","5146064",""
"64090","vo_apg","","0","","","21","","vo_apg_0407","5146064","0"
"64091","130911","0","10","1","0","11","0","ですよねー♪\n美しい景色ってほんとに\nおいしそうで…おいしそう？","5146064","1"
"64092","0","","","","","91","","","5146064",""
"64093","130911","0.5","1","","","3","","kururu_joy_slow","5146064",""
"64094","131511","0.5","1","","","3","","anger_idle_anger","5146064",""
"64095","vo_apg","","0","","","21","","vo_apg_0408","5146064","0"
"64096","131511","0","10","1","0","11","0","だっしゅ","5146064","1"
"64097","0","","","","","91","","","5146064",""
"64098","131511","0.2","1","","","3","","walk_jog_dere","5146064",""
"64099","131511","","-288","0","","2","","1100","5146064","3"
"64100","0.5","","","","","93","","0","5146064",""
"64101","105811","0.2","0","1","","3","0.2","notice_in_normal2","5146064","anger_talk_normal2"
"64102","1058","0.2","0","1","","3","0.2","notice_in_normal2","5146064","anger_talk_normal2"
"64103","vo_apg","","0","","","21","","vo_apg_0409","5146064","0"
"64104","105811","0","10","1","0","11","0","あっ、待ってください\nプレシアちゃん～！\nわたしも行きます！","5146064","1"
"64105","0","","","","","91","","","5146064",""
"64106","0","","","","","22","","0","5146064",""
"64107","105811","0.2","1","","","3","","run_dash_doya","5146064",""
"64108","1058","0.2","1","","","3","","run_dash_doya","5146064",""
"64109","105811","","-298","0","","2","","1100","5146064","1.8"
"64110","1058","","-298","0","","2","","1100","5146064","1.8"
"64111","1.8","","","","","93","","0","5146064",""
"64112","130911","","","","","4","","0","5146064",""
"64113","130911","0","0","1","","3","0.2","hawawa","5146064","anger_talk_surprise2_shy"
"64114","vo_apg","","0","","","21","","vo_apg_0410","5146064","0"
"64115","130911","0","10","1","0","11","0","はわわっ！？　景色じゃなくて\nグルメを物色してましたですっ！？","5146064","1"
"64116","0","","","","","91","","","5146064",""
"64117","0","","","","","22","","0","5146064",""
"64118","0.1","","","","","93","","0","5146064",""
"64119","1","","","","","37","","alter","5146064",""
"64120","12","","","","","32","","1","5146064",""
"64121","0.4","","","","","93","","0","5146064",""
"64122","8","0","1","0","","6","0","1","5146064","1"
"64123","105811","","-278","0","","2","","-725","5146064","0"
"64124","1058","","-278","0","","2","","-725","5146064","0"
"64125","131511","","-278","0","","2","","-925","5146064","0"
"64126","105811","0","1","","","3","","run_dash_peko","5146064",""
"64127","1058","0","1","","","3","","run_dash_peko","5146064",""
"64128","131511","0","1","","","3","","run_dash_presia","5146064",""
"64129","130911","0","1","","","3","","empty","5146064",""
"64130","105811","","-278","0","","2","","1185","5146064","10"
"64131","1058","","-278","0","","2","","1185","5146064","10"
"64132","131511","","-278","0","","2","","985","5146064","10"
"64133","0.3","","","","","93","","0","5146064",""
"64134","0.8","","","","","93","","0","5146064",""
"64135","vo_apg","","0","","","21","","vo_apg_0411","5146064","0"
"64136","105811","40","10","0","1","11","0","まずはあの屋台から～☆","5146064","0"
"64137","3","","","","","93","","0","5146064",""
"64138","vo_apg","","0","","","21","","vo_apg_0412","5146064","0"
"64139","131511","40","8","0","1.3","11","0","ぜんぶ\nたべるよ","5146064","0"
"64140","0.3","","","","","93","","0","5146064",""
"64141","3.6","","","","","93","","0","5146064",""
"64142","64143","","","","","101","","","5146064",""
"64143","0","","","","","22","","0.2","5146064",""
"65001","1","1.8","110","-278","wish_idle_normal_lookup","1","0","131011","5146065","-225"
"65002","1","1.8","111","-278","idle_normal","5","0","99","5146065","-225"
"65003","1","1.8","109","-278","idle_normal","5","0","98","5146065","-225"
"65004","1","1.8","101","-278","idle_normal_noface","1","1","130911","5146065","225"
"65005","1","1.8","102","-278","idle_normal_kururu","5","1","97","5146065","225"
"65006","1","1.8","100","-278","idle_normal","5","1","96","5146065","225"
"65007","1","1.85","105","-305","empty","1","0","106011","5146065","-920"
"65008","4","1.85","106","-305","empty","5","0","1060","5146065","-920"
"65009","131011","","","","","13","","210","5146065",""
"65010","130911","","","","","13","","201","5146065",""
"65011","106011","","","","","13","","205","5146065",""
"65012","8","0.85","15","-174","idle","5","0","8","5146065","0"
"65013","1","1","0","1","","31","","1","5146065","0"
"65014","0","","","","","91","","0","5146065",""
"65015","0","","0","","","102","","0","5146065",""
"65016","1","","","","","93","","0","5146065",""
"65017","131011","0.2","1","","","3","","wish_idle_joy_lookup","5146065",""
"65018","vo_apg","","0","","","21","","vo_apg_0501","5146065","0"
"65019","131011","0","10","1","0","11","0","くる～\nくる～","5146065","1"
"65020","0","","","","","91","","","5146065",""
"65021","130911","0.2","1","","","3","","talk_normal_surprise","5146065",""
"65022","97","0.2","1","","","3","","talk_normal_surprise","5146065",""
"65023","vo_apg","","0","","","21","","vo_apg_0502","5146065","0"
"65024","130911","0","10","1","0","11","0","どうしたんですか\nマホちゃんさん？","5146065","1"
"65025","0","","","","","91","","","5146065",""
"65026","130911","0.2","1","","","3","","idle_normal_noface","5146065",""
"65027","97","0.2","1","","","3","","idle_normal_kururu","5146065",""
"65028","131011","0.2","1","","","3","","sad_talk_normalR","5146065",""
"65029","vo_apg","","0","","","21","","vo_apg_0503","5146065","0"
"65030","131011","0","10","1","0","11","0","ん、観覧車かいらしな～って。\nくるくる～って","5146065","1"
"65031","0","","","","","91","","","5146065",""
"65032","131011","0.2","0","1","","3","0","notice_in_normal2","5146065","notice_loop_normal2"
"65033","vo_apg","","0","","","21","","vo_apg_0504","5146065","0"
"65034","131011","0","10","1","0","11","0","せや♪","5146065","1"
"65035","0","","","","","91","","","5146065",""
"65036","130911","0.2","1","","","3","","kururu_wish_idle_light","5146065",""
"65037","97","0.2","1","","","3","","kururu_wish_idle_light","5146065",""
"65038","131011","0","0","1","","3","0","maho_kururinpa_in","5146065","maho_kururinpa_loop"
"65039","99","0","0","1","","3","0","maho_kururinpa_inF","5146065","maho_kururinpa_loopF"
"65040","98","0","0","1","","3","0","maho_kururinpa_inB","5146065","maho_kururinpa_loopB"
"65041","vo_apg","","0","","","21","","vo_apg_0505","5146065","0"
"65042","131011","0","10","1","0","11","0","みらくるまほりんくるりんぱ～♪","5146065","1"
"65043","0","","","","","91","","","5146065",""
"65044","130911","0.2","1","","","3","","kururu_wish_talk_joy","5146065",""
"65045","vo_apg","","0","","","21","","vo_apg_0506","5146065","0"
"65046","130911","0","10","1","0","11","0","わあっ♪\nなんですなんですっ？\nそれとってもかわいいですます～♪","5146065","1"
"65047","0","","","","","91","","","5146065",""
"65048","131011","0","0","1","","3","0.2","maho_kururinpa_out","5146065","idle_normal"
"65049","99","0","0","1","","3","0.2","maho_kururinpa_outF","5146065","idle_normal"
"65050","98","0","0","1","","3","0.2","maho_kururinpa_outB","5146065","idle_normal"
"65051","130911","0.2","0","0","","3","0","kururu_sad_talk_surprise_to_kururinpa","5146065","kururu_kururinpa_loop"
"65052","97","0.2","0","0","","3","0","kururu_sad_talk_surprise_to_kururinpaF","5146065","kururu_kururinpa_loopF"
"65053","96","0.2","0","0","","3","0","kururu_sad_talk_surprise_to_kururinpaB","5146065","kururu_kururinpa_loopB"
"65054","vo_apg","","0","","","21","","vo_apg_0507","5146065","0"
"65055","130911","0","10","1","0","11","0","えっとえっと\nみらくるまほりんくるりんぱ～♪\n…こんな感じですか？","5146065","1"
"65056","0","","","","","91","","","5146065",""
"65057","130911","0","0","1","","3","0","kururu_kururinpa_out","5146065","idle_normal_noface"
"65058","97","0","0","1","","3","0","kururu_kururinpa_outF","5146065","idle_normal_kururu"
"65059","96","0","0","1","","3","0","kururu_kururinpa_outB","5146065","idle_normal"
"65060","131011","0.2","1","","","3","","joy_talk","5146065",""
"65061","vo_apg","","0","","","21","","vo_apg_0508","5146065","0"
"65062","131011","0","10","1","0","11","0","上手やわあ♪\nまほりんのとこ、\n自分の名前でもう一回♪","5146065","1"
"65063","0","","","","","91","","","5146065",""
"65064","131011","0.2","1","","","3","","idle_normal","5146065",""
"65065","130911","0.2","0","0","","3","0","kururu_hello_fast_to_kururinpa","5146065","kururu_kururinpa_loop"
"65066","97","0.2","0","0","","3","0","kururu_hello_fast_to_kururinpaF","5146065","kururu_kururinpa_loopF"
"65067","96","0.2","0","0","","3","0","kururu_hello_fast_to_kururinpaB","5146065","kururu_kururinpa_loopB"
"65068","vo_apg","","0","","","21","","vo_apg_0509","5146065","0"
"65069","130911","0","10","1","0","11","0","はーい♪\nみらくるくるるんくるりんぱ～♪","5146065","1"
"65070","0","","","","","91","","","5146065",""
"65071","130911","0","0","1","","3","0","kururu_kururinpa_out","5146065","idle_normal_noface"
"65072","97","0","0","1","","3","0","kururu_kururinpa_outF","5146065","idle_normal_kururu"
"65073","96","0","0","1","","3","0","kururu_kururinpa_outB","5146065","idle_normal"
"65074","131011","0.2","0","1","","3","0.2","smile2","5146065","sad_talk_normalR"
"65075","99","0.2","0","1","","3","0.2","smile2","5146065","sad_talk_normalR"
"65076","98","0.2","0","1","","3","0.2","smile2","5146065","sad_talk_normalR"
"65077","vo_apg","","0","","","21","","vo_apg_0510","5146065","0"
"65078","131011","0","10","1","0","11","0","うふふ♪\nくる多いなぁ♪","5146065","1"
"65079","0","","","","","91","","","5146065",""
"65080","131011","0.2","0","1","","3","0","maho_kurukuru_in","5146065","maho_kurukuru_loop"
"65081","99","0.2","0","1","","3","0","maho_kurukuru_inF","5146065","maho_kurukuru_loopF"
"65082","98","0.2","0","1","","3","0","maho_kurukuru_inB","5146065","maho_kurukuru_loopB"
