7a1de8e97d230f401b868464f58b3142c6a485e080759884b11d37f932e23995,907d46d3817d401722a329aefafcd5fcb2575fd96d19b3f2f1858fec5fb882eb,dd3e7f2e4c8044a107be987fdc602a0966cb886f25448cb2cafa1d57f4d8dd42,e75522674ae56491a09c7334f66692eac58934fad683d3688658242a3beac603,04e8b818d23302e44d7341d1ad6ede388ab46528f5d7eb1bee71d5f0358533fe,83cc5fddb70083f28eaa679295415d81a92c37d72d64a26ef5b1abe83b9494ce,c258e3b70971d8147ceea4d077448a9c3927b96d50188a110011a1b1c11be5c2,cefff7592e82df8454aac6c818411710b6c1504bcc60e7e74dcc70c18a3e77ff,4d01e24df0478bcfc59596c7501655f205b336451c58ab2d7ab972d2646d82f3
"0","43.5","11","522","1","320120206","3","0","0.65"
"502012206","-98","50","523","2","320120207","1","0","0.7"
"502012208","0","72","524","3","320120207","2","0","1"
"0","49","13","525","1","320120207","3","0","0.65"
"0","10","30","526","1","320120208","1","0","1.2"
"0","40","40","527","1","320120209","1","0","0.9"
"0","-20","-35","528","1","320120210","1","0","1.1"
"502012301","-74","40","529","2","320120306","1","0","0.7"
"502012303","10","67","530","3","320120306","2","0","1"
"0","43.5","11","531","1","320120306","3","0","0.65"
"502012306","-98","50","532","2","320120307","1","0","0.7"
"502012308","0","72","533","3","320120307","2","0","1"
"0","49","13","534","1","320120307","3","0","0.65"
"0","10","30","535","1","320120308","1","0","1.2"
"0","40","40","536","1","320120309","1","0","0.9"
"0","-20","-35","537","1","320120310","1","0","1.1"
"502012401","-74","40","538","2","320120406","1","0","0.7"
"502012403","10","67","539","3","320120406","2","0","1"
"0","43.5","11","540","1","320120406","3","0","0.65"
"502012406","-98","50","541","2","320120407","1","0","0.7"
"502012408","0","72","542","3","320120407","2","0","1"
"0","49","13","543","1","320120407","3","0","0.65"
"0","10","30","544","1","320120408","1","0","1.2"
"0","40","40","545","1","320120409","1","0","0.9"
"0","-20","-35","546","1","320120410","1","0","1.1"
"502012501","-74","40","547","2","320120506","1","0","0.7"
"502012503","10","67","548","3","320120506","2","0","1"
"0","43.5","11","549","1","320120506","3","0","0.65"
"502012506","-98","50","550","2","320120507","1","0","0.7"
"502012508","0","72","551","3","320120507","2","0","1"
"0","49","13","552","1","320120507","3","0","0.65"
"0","10","30","553","1","320120508","1","0","1.2"
"0","40","40","554","1","320120509","1","0","0.9"
"0","-20","-35","555","1","320120510","1","0","1.1"
"502013101","-74","40","556","2","320130106","1","0","0.7"
"502013103","10","67","557","3","320130106","2","0","0.8"
"0","43.5","11","558","1","320130106","3","0","0.65"
"502013106","-98","50","559","2","320130107","1","0","0.7"
"502013108","50","72","560","3","320130107","2","0","0.9"
"0","49","13","561","1","320130107","3","0","0.65"
"0","10","30","562","1","320130108","1","0","1.2"
"0","40","40","563","1","320130109","1","0","0.8"
"0","-20","-35","564","1","320130110","1","0","1.1"
"502013201","-74","40","565","2","320130206","1","0","0.7"
"502013203","10","67","566","3","320130206","2","0","0.8"
"0","43.5","11","567","1","320130206","3","0","0.65"
"502013206","-98","50","568","2","320130207","1","0","0.7"
"502013208","50","72","569","3","320130207","2","0","0.9"
"0","49","13","570","1","320130207","3","0","0.65"
"0","10","30","571","1","320130208","1","0","1.2"
"0","40","40","572","1","320130209","1","0","0.8"
"0","-20","-35","573","1","320130210","1","0","1.1"
"502013301","-74","40","574","2","320130306","1","0","0.7"
"502013303","10","67","575","3","320130306","2","0","0.8"
"0","43.5","11","576","1","320130306","3","0","0.65"
"502013306","-98","50","577","2","320130307","1","0","0.7"
"502013308","50","72","578","3","320130307","2","0","0.9"
"0","49","13","579","1","320130307","3","0","0.65"
"0","10","30","580","1","320130308","1","0","1.2"
"0","40","40","581","1","320130309","1","0","0.8"
"0","-20","-35","582","1","320130310","1","0","1.1"
"502013401","-74","40","583","2","320130406","1","0","0.7"
"502013403","10","67","584","3","320130406","2","0","0.8"
"0","43.5","11","585","1","320130406","3","0","0.65"
"502013406","-98","50","586","2","320130407","1","0","0.7"
"502013408","50","72","587","3","320130407","2","0","0.9"
"0","49","13","588","1","320130407","3","0","0.65"
"0","10","30","589","1","320130408","1","0","1.2"
"0","40","40","590","1","320130409","1","0","0.8"
"0","-20","-35","591","1","320130410","1","0","1.1"
"502013501","-74","40","592","2","320130506","1","0","0.7"
"502013503","10","67","593","3","320130506","2","0","0.8"
"0","43.5","11","594","1","320130506","3","0","0.65"
"502013506","-98","50","595","2","320130507","1","0","0.7"
"502013508","50","72","596","3","320130507","2","0","0.9"
"0","49","13","597","1","320130507","3","0","0.65"
"0","10","30","598","1","320130508","1","0","1.2"
"0","40","40","599","1","320130509","1","0","0.8"
"0","-20","-35","600","1","320130510","1","0","1.1"
"502014101","-74","40","601","2","320140106","1","0","0.7"
"502014103","13","67","602","3","320140106","2","0","1"
"0","43.5","11","603","1","320140106","3","0","0.65"
"502014106","-68","50","604","2","320140107","1","0","0.7"
"502014108","30","62","605","3","320140107","2","0","0.95"
"0","29","13","606","1","320140107","3","0","0.65"
"0","5","10","607","1","320140108","1","0","1"
"0","0","20","608","1","320140109","1","0","0.8"
"0","-20","-35","609","1","320140110","1","0","1.1"
"502014201","-74","40","610","2","320140206","1","0","0.7"
"502014203","13","67","611","3","320140206","2","0","1"
"0","43.5","11","612","1","320140206","3","0","0.65"
"502014206","-68","50","613","2","320140207","1","0","0.7"
"502014208","30","62","614","3","320140207","2","0","0.95"
"0","29","13","615","1","320140207","3","0","0.65"
"0","5","10","616","1","320140208","1","0","1"
"0","0","20","617","1","320140209","1","0","0.8"
"0","-20","-35","618","1","320140210","1","0","1.1"
"502014301","-74","40","619","2","320140306","1","0","0.7"
"502014303","13","67","620","3","320140306","2","0","1"
"0","43.5","11","621","1","320140306","3","0","0.65"
"502014306","-68","50","622","2","320140307","1","0","0.7"
"502014308","30","62","623","3","320140307","2","0","0.95"
"0","29","13","624","1","320140307","3","0","0.65"
"0","5","10","625","1","320140308","1","0","1"
"0","0","20","626","1","320140309","1","0","0.8"
"0","-20","-35","627","1","320140310","1","0","1.1"
"502014401","-74","40","628","2","320140406","1","0","0.7"
"502014403","13","67","629","3","320140406","2","0","1"
"0","43.5","11","630","1","320140406","3","0","0.65"
"502014406","-68","50","631","2","320140407","1","0","0.7"
"502014408","30","62","632","3","320140407","2","0","0.95"
"0","29","13","633","1","320140407","3","0","0.65"
"0","5","10","634","1","320140408","1","0","1"
"0","0","20","635","1","320140409","1","0","0.8"
"0","-20","-35","636","1","320140410","1","0","1.1"
"502014501","-74","40","637","2","320140506","1","0","0.7"
"502014503","13","67","638","3","320140506","2","0","1"
"0","43.5","11","639","1","320140506","3","0","0.65"
"502014506","-68","50","640","2","320140507","1","0","0.7"
"502014508","30","62","641","3","320140507","2","0","0.95"
"0","29","13","642","1","320140507","3","0","0.65"
"0","5","10","643","1","320140508","1","0","1"
"0","0","20","644","1","320140509","1","0","0.8"
"0","-20","-35","645","1","320140510","1","0","1.1"
"502015101","-74","40","646","2","320150106","1","0","0.7"
"502015103","13","67","647","3","320150106","2","0","1"
"0","43.5","11","648","1","320150106","3","0","0.65"
"502015106","-74","40","649","2","320150107","1","0","0.7"
"502015108","10","67","650","3","320150107","2","0","1"
"0","43.5","11","651","1","320150107","3","0","0.65"
"0","5","10","652","1","320150108","1","0","1"
"0","0","20","653","1","320150109","1","0","0.8"
"0","-85","-45","654","1","320150110","1","0","0.43"
"0","85","-45","655","2","320150110","2","0","0.43"
"502015201","-74","40","656","1","320150206","1","0","0.7"
"502015203","13","67","657","2","320150206","2","0","1"
"0","43.5","11","658","1","320150206","3","0","0.65"
"502015206","-74","40","659","2","320150207","1","0","0.7"
"502015208","10","67","660","3","320150207","2","0","1"
"0","43.5","11","661","1","320150207","3","0","0.65"
"0","5","10","662","1","320150208","1","0","1"
"0","0","20","663","1","320150209","1","0","0.8"
"0","-85","-45","664","1","320150210","1","0","0.43"
"0","85","-45","665","2","320150210","2","0","0.43"
"502015301","-74","40","666","1","320150306","1","0","0.7"
"502015303","13","67","667","2","320150306","2","0","1"
"0","43.5","11","668","1","320150306","3","0","0.65"
"502015306","-74","40","669","2","320150307","1","0","0.7"
"502015308","10","67","670","3","320150307","2","0","1"
"0","43.5","11","671","1","320150307","3","0","0.65"
"0","5","10","672","1","320150308","1","0","1"
"0","0","20","673","1","320150309","1","0","0.8"
"0","-85","-45","674","1","320150310","1","0","0.43"
"0","85","-45","675","2","320150310","2","0","0.43"
"502015401","-74","40","676","1","320150406","1","0","0.7"
"502015403","13","67","677","2","320150406","2","0","1"
"0","43.5","11","678","1","320150406","3","0","0.65"
"502015406","-74","40","679","2","320150407","1","0","0.7"
"502015408","10","67","680","3","320150407","2","0","1"
"0","43.5","11","681","1","320150407","3","0","0.65"
"0","5","10","682","1","320150408","1","0","1"
"0","0","20","683","1","320150409","1","0","0.8"
"0","-85","-45","684","1","320150410","1","0","0.43"
"0","85","-45","685","2","320150410","2","0","0.43"
"502015501","-74","40","686","1","320150506","1","0","0.7"
"502015503","13","67","687","2","320150506","2","0","1"
"0","43.5","11","688","1","320150506","3","0","0.65"
"502015506","-74","40","689","2","320150507","1","0","0.7"
"502015508","10","67","690","3","320150507","2","0","1"
"0","43.5","11","691","1","320150507","3","0","0.65"
"0","5","10","692","1","320150508","1","0","1"
"0","0","20","693","1","320150509","1","0","0.8"
"0","-85","-45","694","1","320150510","1","0","0.43"
"0","85","-45","695","2","320150510","2","0","0.43"
