ccd3dcd6e0890cf6ef7dec61aa6510fad91d5a9b0444f9cf8eeb7cfab6abb653,33acb2aab9ae4aec8a5dd35b4a02ce800f71c6b3705e2147d1d9c0c432c0c784,5889e435b70ce9af451894da0c4853ada4b5797c604e32f30fa00db92384ae53,5211efcfd0f5e4c50af243847e77ba91a8fa9154e4267b1533f4c337a616b925,fc34520ea0f394dbbd967aef4afd8b7d1f8de22932c68cf76232737ecf858427,e6f41d7a1024f2f007020b6a5eb55fd47494ac59a8ccfa5bcc202f7d5ea44ab1,04ea5b9461c6ffaec5e473bde9af213b0f681e1dd7fed26b002b5419dfff06ca,9bf5ae7a0a4287719ee2f88b76a17dba3a15cad6b56440e7794ff1f4a57867d4,19ebb6a566baef6b59b91ccf418379bc3a93ca0a143e353d0091b218c8f4300a,6b0b5960a3e414a77f689cc1296fe8e50740150da5f65c82c282a014949fe2a4,6d6b5fe8531f70503c3d8ddd1ad6e2b8e0c7b61d8f808135d39961dc8b476901
"91","","","20202","","","0","","","","1202020005"
"3","1","","20202","0.2","0","118511","","travel_topdrama_r_2000_talk_wish_loop_joy","travel_topdrama_r_2000_talk_wish_in_joy","1202020006"
"21","","","20202","","0","vo_travel_talk","","0","vo_travel_talk_20020_01","1202020007"
"11","1","0","20202","0","10","118511","0","1","私も、見ているだけじゃありませんよ。\nみなさんが安心して冒険できるよう、\nしっかりサポートしますからね♪","1202020008"
"91","","","20202","","","0","","","","1202020009"
"3","","","20202","0.2","1","118511","","","travel_topdrama_r_2000_idle_wish_joy","1202020010"
"112","","","20202","","","","","","","1202020011"
"91","","","20202","","","0","","","","1202020012"
"1","-68","travel_topdrama_r_2000_idle_sad","20211","0.8","101","1","1","42","101411","1202110001"
"5","-68","travel_topdrama_r_2012_empty","20211","0.8","103","3","1","42","3","1202110002"
"1","-68","travel_topdrama_r_2000_idle_cool_surprise","20211","0.8","102","1","0","-42","104311","1202110003"
"5","-68","travel_topdrama_r_2012_empty","20211","0.8","104","3","0","-42","4","1202110004"
"5","-75","mana","20211","1","110","0","0","0","0","1202110005"
"91","","","20211","","","0","","","","1202110006"
"93","","","20211","","","10","","","0","1202110007"
"101","","","20211","","","1202110007","","","","1202110008"
"3","","","20211","0","0","0","","","none","1202110009"
"91","","","20211","","","0","","","","1202110010"
"13","","","20212","","","101411","","","103","1202120001"
"13","","","20212","","","104311","","","104","1202120002"
"3","","","20212","0.2","1","101411","","","travel_topdrama_r_2000_talk_sad_loop","1202120003"
"21","","","20212","","0","vo_travel_talk","","0","vo_travel_talk_20021_00","1202120004"
"11","1","0","20212","0","10","101411","0","1","この先進むべきは、右か左か……\n地図を見ても分からなくなってきたよ。\nさっきも行き止まりだったし……","1202120005"
"91","","","20212","","","0","","","","1202120006"
"3","","","20212","0.2","1","101411","","","travel_topdrama_r_2000_idle_sad","1202120007"
"3","1","","20212","0.2","0","104311","0","travel_topdrama_r_2000_talk_cool_loop_normal2","travel_topdrama_r_2000_talk_cool_in_normal2","1202120008"
"21","","","20212","","0","vo_travel_talk","","0","vo_travel_talk_20021_01","1202120009"
"11","1","0","20212","0","10","104311","0","1","あたしはそういう時は直進するけどな！\nでも判断に迷うってことは疲れてんだろ。\nほら、甘い物食って休憩しようぜ。","1202120010"
"91","","","20212","","","0","","","","1202120011"
"3","1","","20212","0.2","0","104311","0","travel_topdrama_r_2000_eat_idle","travel_topdrama_r_2000_eat_in","1202120012"
"3","1","","20212","0.2","0","3","0","travel_topdrama_r_2000_eat_idle","travel_topdrama_r_2000_eat_in","1202120013"
"3","","","20212","0.2","0","101411","","","travel_topdrama_r_2000_eat_in","1202120014"
"3","","","20212","0.2","0","4","","","travel_topdrama_r_2000_eat_in","1202120015"
"91","","","20212","","","0","","","","1202120016"
"3","","","20212","0","1","101411","","","travel_topdrama_r_2000_eat_talk","1202120017"
"3","","","20212","0","1","4","","","travel_topdrama_r_2000_eat_talk","1202120018"
"21","","","20212","","0","vo_travel_talk","","0","vo_travel_talk_20021_02","1202120019"
"11","1","0","20212","0","10","101411","0","1","あぁ、疲れた脳に糖分が染みるね。\n気を取り直して推理してみた結果……\n私たちが進むべき道は、まっすぐだ！","1202120020"
"91","","","20212","","","0","","","","1202120021"
"3","","","20212","0.2","1","101411","","","travel_topdrama_r_2000_eat_idle","1202120022"
"3","","","20212","0.2","1","4","","","travel_topdrama_r_2000_eat_idle","1202120023"
"112","","","20212","","","","","","","1202120024"
"91","","","20212","","","0","","","","1202120025"
"1","-68","travel_topdrama_r_2000_idle_smile","20221","0.8","101","1","1","42","102111","1202210001"
"1","-68","travel_topdrama_r_2000_idle_smile_normal","20221","0.8","102","1","0","-42","102311","1202210002"
"5","-68","travel_topdrama_r_2022_pukici","20221","0.8","103","3","0","-100","3","1202210003"
"5","-75","mana","20221","1","110","0","0","0","0","1202210004"
"91","","","20221","","","0","","","","1202210005"
"93","","","20221","","","10","","","0","1202210006"
"101","","","20221","","","1202210006","","","","1202210007"
"3","","","20221","0","0","0","","","none","1202210008"
"91","","","20221","","","0","","","","1202210009"
"13","","","20222","","","102111","","","103","1202220001"
"13","","","20222","","","102311","","","104","1202220002"
"13","","","20222","","","3","","","105","1202220003"
"3","1","","20222","0.2","0","102111","","travel_topdrama_r_2000_talk_sad_loop_dere","travel_topdrama_r_2000_talk_sad_in_dere","1202220004"
"21","","","20222","","0","vo_travel_talk","","0","vo_travel_talk_20022_00","1202220005"
"11","1","0","20222","0","10","102111","0","1","今日の冒険、いつかお芝居にして\nみんなに見せてあげたいなぁ……♪\nアヤネとクルミの大冒険、なんてどう？","1202220006"
"91","","","20222","","","0","","","","1202220007"
"3","","","20222","0.2","1","102111","","","travel_topdrama_r_2000_idle_sad_joy","1202220008"
"3","1","","20222","0.2","0","102311","0.2","travel_topdrama_r_2000_talk_kyapi_loop","travel_topdrama_r_2000_talk_kyapi_in","1202220009"
"21","","","20222","","0","vo_travel_talk","","0","vo_travel_talk_20022_01","1202220010"
"11","1","0","20222","0","10","102311","0","1","私も賛成だよ！ 冒険冒険っ♪\n宝物あるかな～魔物が出るのかな♪\nさあ寄ってらっしゃい出てらっしゃい！","1202220011"
"91","","","20222","","","0","","","","1202220012"
"3","","","20222","0.2","1","102311","","","travel_topdrama_r_2000_talk_smile_loop","1202220013"
"3","","","20222","0.2","1","102111","","","travel_topdrama_r_2000_talk_sad_loop_dere","1202220014"
"3","","","20222","0","1","3","","","travel_topdrama_r_2022_laugh","1202220015"
"21","","","20222","","0","vo_travel_talk","","0","vo_travel_talk_20022_02","1202220016"
"11","1","0","20222","0","10","3","0","1","『おい、魔物を気軽に呼び寄せるな！\n探すのは宝箱だけ！　急に走り出すな！\nあーあ……まったく、引率は大変だぜ』","1202220017"
"91","","","20222","","","0","","","","1202220018"
"112","","","20222","","","","","","","1202220019"
"91","","","20222","","","0","","","","1202220020"
"1","-68","travel_topdrama_r_2000_idle_doya","20231","0.8","101","1","1","42","104811","1202310001"
"1","-68","travel_topdrama_r_2000_idle_sad_surprise","20231","0.8","102","1","0","-42","104611","1202310002"
"5","-75","mana","20231","1","110","0","0","0","0","1202310003"
"91","","","20231","","","0","","","","1202310004"
"93","","","20231","","","10","","","0","1202310005"
"101","","","20231","","","1202310005","","","","1202310006"
"3","","","20231","0","0","0","","","none","1202310007"
"91","","","20231","","","0","","","","1202310008"
"13","","","20232","","","104811","","","103","1202320001"
"13","","","20232","","","104611","","","104","1202320002"
"3","1","","20232","0.2","0","104811","0","travel_topdrama_r_2000_talk_doya_loop_faceAnger","travel_topdrama_r_2000_talk_doya_in_faceAnger","1202320003"
"21","","","20232","","0","vo_travel_talk","","0","vo_travel_talk_20023_00","1202320004"
"11","1","0","20232","0","10","104811","0","1","いろんな仕事を請け負ってきてるから\nのんびりする暇はないわ。調査に採集\n発掘に商売。冒険も効率的にいくわよ！","1202320005"
"91","","","20232","","","0","","","","1202320006"
"3","","","20232","0.2","1","104811","","","travel_topdrama_r_2000_idle_doya_anger","1202320007"
"3","1","","20232","0.2","0","104611","0","travel_topdrama_r_2000_talk_kyapi_loop_dere2","travel_topdrama_r_2000_talk_kyapi_in_dere2","1202320008"
"21","","","20232","","0","vo_travel_talk","","0","vo_travel_talk_20023_01","1202320009"
"11","1","0","20232","0","10","104611","0","1","ミフユはいっつも働きすぎにゃ。\n休憩はのんびりゆっくりするものにゃ。\nここで一緒に日向ぼっこするにゃ～♪","1202320010"
"91","","","20232","","","0","","","","1202320011"
"3","","","20232","0.2","1","104611","","","travel_topdrama_r_2000_idle_sleep","1202320012"
"3","","","20232","0.2","1","104811","0","","travel_topdrama_r_2000_talk_normal_surprise","1202320013"
"21","","","20232","","0","vo_travel_talk","","0","vo_travel_talk_20023_02","1202320014"
"11","1","0","20232","0","10","104811","0","1","たしかにここなら、質の良い休息が\nとれそうね♪　それじゃタイマーを\nセットして……効率的に休憩開始よ！","1202320015"
"91","","","20232","","","0","","","","1202320016"
"3","1","","20232","0.2","0","104811","","","travel_topdrama_r_2000_talk_guts_in","1202320017"
"91","","","20232","","","0","","","","1202320018"
"3","","","20232","0","1","104811","","","travel_topdrama_r_2000_talk_guts_loop","1202320019"
"93","","","20232","","","1","","","0","1202320020"
"112","","","20232","","","","","","","1202320021"
"91","","","20232","","","0","","","","1202320022"
"1","-68","travel_topdrama_r_2000_idle_memory_blink","20241","0.8","101","1","1","42","102711","1202410001"
"1","-68","travel_topdrama_r_2000_idle_normal","20241","0.8","102","1","0","-42","105111","1202410002"
"5","-75","mana","20241","1","110","0","0","0","0","1202410003"
"91","","","20241","","","0","","","","1202410004"
"93","","","20241","","","10","","","0","1202410005"
"101","","","20241","","","1202410005","","","","1202410006"
"3","","","20241","0","0","0","","","none","1202410007"
"91","","","20241","","","0","","","","1202410008"
"13","","","20242","","","102711","","","103","1202420001"
"13","","","20242","","","105111","","","104","1202420002"
"3","","","20242","0.2","1","102711","","","travel_topdrama_r_2000_talk_wish_loop","1202420003"
"21","","","20242","","0","vo_travel_talk","","0","vo_travel_talk_20024_00","1202420004"
"11","1","0","20242","0","10","102711","0","1","私の行く手を阻むものは容赦なく\n壊しつくしますわ、クスクス。すべては\nあのおかたと私の未来のため……","1202420005"
"91","","","20242","","","0","","","","1202420006"
"3","","","20242","0.2","1","102711","","","travel_topdrama_r_2000_idle_wish_joy","1202420007"
"3","1","","20242","0.2","0","105111","0","travel_topdrama_r_2000_humu_loop","travel_topdrama_r_2000_humu_in","1202420008"
"21","","","20242","","0","vo_travel_talk","","0","vo_travel_talk_20024_01","1202420009"
"11","1","0","20242","0","10","105111","0","1","さすが壊し屋。来た道には瓦礫が\n山積みだわ。そのうえまだ壊すつもり\nだなんて、恐れ入るわね。ふふっ……♪","1202420010"
"91","","","20242","","","0","","","","1202420011"
"3","","","20242","0.2","1","105111","","","travel_topdrama_r_2000_humu_loop_shy","1202420012"
"3","","","20242","0.2","1","102711","","","travel_topdrama_r_2000_talk_sad_loop_doya","1202420013"
"21","","","20242","","0","vo_travel_talk","","0","vo_travel_talk_20024_02","1202420014"
"11","1","0","20242","0","10","102711","0","1","実験材料を探しに来たあなたも同じです\n隻眼の悪魔。お互い満足のいく成果を\n手に入れましょう……クスクスクス。","1202420015"
"91","","","20242","","","0","","","","1202420016"
"3","","","20242","0.2","1","102711","","","travel_topdrama_r_2000_idle_sad_nervous","1202420017"
"112","","","20242","","","","","","","1202420018"
"91","","","20242","","","0","","","","1202420019"
"1","-68","travel_topdrama_r_2000_hop_loop","20251","0.8","101","1","1","42","100511","1202510001"
"1","-68","travel_topdrama_r_2000_idle_doya_talkJoy1R","20251","0.8","102","1","0","-42","103711","1202510002"
"5","-75","mana","20251","1","110","0","0","0","0","1202510003"
"91","","","20251","","","0","","","","1202510004"
"93","","","20251","","","10","","","0","1202510005"
"101","","","20251","","","1202510005","","","","1202510006"
"3","","","20251","0","0","0","","","none","1202510007"
"91","","","20251","","","0","","","","1202510008"
"13","","","20252","","","100511","","","103","1202520001"
"13","","","20252","","","103711","","","104","1202520002"
"3","1","","20252","0.2","0","100511","","travel_topdrama_r_2000_hop_loop","travel_topdrama_r_2000_hop_in","1202520003"
"21","","","20252","","0","vo_travel_talk","","0","vo_travel_talk_20025_00","1202520004"
"11","1","0","20252","0","10","100511","0","1","うわあー！　すごいッス！　絶景ッス！\nかっこいいッスー！　トラタイガーが\n修行してる場所みたいッスー！","1202520005"
"91","","","20252","","","0","","","","1202520006"
"3","","","20252","0.2","1","100511","","","travel_topdrama_r_2000_hop_idle","1202520007"
"3","1","","20252","0.2","0","103711","","travel_topdrama_r_2000_talk_arm_crossed_loop_normal2","travel_topdrama_r_2000_talk_arm_crossed_in_normal2","1202520008"
"21","","","20252","","0","vo_travel_talk","","0","vo_travel_talk_20025_01","1202520009"
"11","1","0","20252","0","10","103711","0","1","過酷な環境に身を置いて己を\n研鑽するのもまた、冒険の醍醐味だね。\nそれにここなら思う存分変身──……","1202520010"
"91","","","20252","","","0","","","","1202520011"
"3","1","","20252","0.1","0","103711","0","travel_topdrama_r_2000_tomo_henshin_loop","travel_topdrama_r_2000_tomo_henshin_in","1202520012"
"3","1","","20252","0.2","0","100511","0.2","travel_topdrama_r_2000_matsuri_eieio_loop","travel_topdrama_r_2000_matsuri_eieio_in","1202520013"
"21","","","20252","","0","vo_travel_talk","","0","vo_travel_talk_20025_02","1202520014"
"11","1","0","20252","0","10","100511","0","1","正義のヒーローに変身しちゃうッス！\nなんて、それは冗談ッスけど……あれ、\nトモね～ちゃんも変身ポーズッスか？","1202520015"
"91","","","20252","","","0","","","","1202520016"
"112","","","20252","","","","","","","1202520017"
"91","","","20252","","","0","","","","1202520018"
"1","-68","travel_topdrama_r_2000_idle_wish_joy","20261","0.8","101","1","1","0","105911","1202610001"
"5","-75","mana","20261","1","110","0","0","0","0","1202610002"
"91","","","20261","","","0","","","","1202610003"
"93","","","20261","","","10","","","0","1202610004"
"101","","","20261","","","1202610004","","","","1202610005"
"3","","","20261","0","0","0","","","none","1202610006"
"91","","","20261","","","0","","","","1202610007"
"13","","","20262","","","105911","","","103","1202620001"
"3","1","","20262","0.1","0","105911","0","travel_topdrama_r_2000_talk_surprise_loop","travel_topdrama_r_2000_wishToSurprise","1202620002"
"21","","","20262","","0","vo_travel_talk","","0","vo_travel_talk_20026_00","1202620003"
"11","1","0","20262","0","10","105911","0","1","ふむ、ずいぶんと遠くまで来たようで\nございます。ですが、冒険というのは\nいつの時分にも楽しいものですね……♪","1202620004"
"91","","","20262","","","0","","","","1202620005"
"3","","","20262","0.2","1","105911","","","travel_topdrama_r_2000_talk_wish_loop","1202620006"
"21","","","20262","","0","vo_travel_talk","","0","vo_travel_talk_20026_01","1202620007"
"11","1","0","20262","0","10","105911","0","1","わたくしも、みなさまに負けないよう、\n調査を進めてまいります。\n見ていてくださいまし、主さま。","1202620008"
"91","","","20262","","","0","","","","1202620009"
"112","","","20262","","","","","","","1202620010"
"91","","","20262","","","0","","","","1202620011"
"1","-68","travel_topdrama_r_2000_ames_idle_normal","20271","0.8","101","1","1","0","123011","1202710001"
"5","-75","mana","20271","1","110","0","0","0","0","1202710002"
"91","","","20271","","","0","","","","1202710003"
"93","","","20271","","","10","","","0","1202710004"
"101","","","20271","","","1202710004","","","","1202710005"
"3","","","20271","0","0","0","","","none","1202710006"
"91","","","20271","","","0","","","","1202710007"
"13","","","20272","","","123011","","","103","1202720001"
"3","1","","20272","0.2","0","123011","0","travel_topdrama_r_2000_ames_talk_wish_loop","travel_topdrama_r_2000_ames_talk_wish_in","1202720002"
"21","","","20272","","0","vo_travel_talk","","0","vo_travel_talk_20027_00","1202720003"
"11","1","0","20272","0","10","123011","0","1","はぁ、はぁ……冒険って想像してたより\nずっと体力が必要なのね……ん、でも\n実際に来てみると、いい景色だわ♪","1202720004"
"91","","","20272","","","0","","","","1202720005"
"3","","","20272","0.2","1","123011","","","travel_topdrama_r_2000_ames_talk_yareyare","1202720006"
"21","","","20272","","0","vo_travel_talk","","0","vo_travel_talk_20027_01","1202720007"
"11","1","0","20272","0","10","123011","0","1","今度はあいつと一緒に……\nどこに行こうかしら。\nエスコートしてもらわなくちゃね。","1202720008"
"91","","","20272","","","0","","","","1202720009"
"3","","","20272","0.2","1","123011","","","travel_topdrama_r_2000_ames_idle_yareyare","1202720010"
"112","","","20272","","","","","","","1202720011"
"91","","","20272","","","0","","","","1202720012"
"1","-68","travel_topdrama_r_2000_idle_cool","20281","0.8","101","1","1","42","106811","1202810001"
"1","-68","travel_topdrama_r_2000_kaiser_idle_arm_crossed","20281","0.8","102","1","0","-42","106911","1202810002"
"5","-75","mana","20281","1","110","0","0","0","0","1202810003"
"91","","","20281","","","0","","","","1202810004"
"93","","","20281","","","10","","","0","1202810005"
"101","","","20281","","","1202810005","","","","1202810006"
"3","","","20281","0","0","0","","","none","1202810007"
"91","","","20281","","","0","","","","1202810008"
"13","","","20282","","","106811","","","103","1202820001"
"13","","","20282","","","106911","","","104","1202820002"
"3","1","","20282","0.2","0","106811","0","travel_topdrama_r_2000_talk_cool_loop","travel_topdrama_r_2000_talk_cool_in","1202820003"
"21","","","20282","","0","vo_travel_talk","","0","vo_travel_talk_20028_00","1202820004"
"11","1","0","20282","0","10","106811","0","1","アハハ、不機嫌顔だね。ま、いきなり\n引っ張り出されたらそりゃ不満か。\nほらほら、冒険だよ、楽しまなくちゃ！","1202820005"
"91","","","20282","","","0","","","","1202820006"
"3","","","20282","0.2","1","106811","","","travel_topdrama_r_2000_idle_cool","1202820007"
"3","1","","20282","0.2","0","106911","0","travel_topdrama_r_2000_kaiser_talk_arm_crossed_loop","travel_topdrama_r_2000_kaiser_talk_arm_crossed_in","1202820008"
"21","","","20282","","0","vo_travel_talk","","0","vo_travel_talk_20028_01","1202820009"
"11","1","0","20282","0","10","106911","0","1","あなたの能天気な物言い、はらわたが\n煮え返るほど不快だわ。この期に及んで\n冒険ですって……？　ふざけないで。","1202820010"
"91","","","20282","","","0","","","","1202820011"
"3","","","20282","0.2","1","106911","","","travel_topdrama_r_2000_kaiser_idle_arm_crossed","1202820012"
"3","1","","20282","0.2","0","106811","","travel_topdrama_r_2000_talk_arm_crossed_loop_normal2","travel_topdrama_r_2000_talk_arm_crossed_in_normal2","1202820013"
"21","","","20282","","0","vo_travel_talk","","0","vo_travel_talk_20028_02","1202820014"
"11","1","0","20282","0","10","106811","0","1","アタシは本気だよ。山の頂上に谷底、\n海に草原、広がる世界！　おにぎりも\n持ったし準備は万端。さぁ、行くよ！","1202820015"
"91","","","20282","","","0","","","","1202820016"
"3","","","20282","0.2","1","106811","","","travel_topdrama_r_2000_idle_arm_crossed","1202820017"
"112","","","20282","","","","","","","1202820018"
"91","","","20282","","","0","","","","1202820019"
"1","-75.6","travel_topdrama_r_3001_idle_B","30011","0.8","51","1","0","-17.5","1000001","1300110001"
"5","-75.6","travel_topdrama_r_3001_idle_B","30011","0.8","50","1","0","-17.5","12","1300110002"
"1","-56.1","travel_topdrama_r_3001_idle_A","30011","0.8","49","1","0","31.4","1000002","1300110003"
"5","-56.1","travel_topdrama_r_3001_idle_A","30011","0.8","48","1","0","31.4","11","1300110004"
"5","-56.1","travel_topdrama_r_3001_idle_A","30011","0.8","49","2","0","31.4","13","1300110005"
"5","-88","normal","30011","1","110","0","","0","0","1300110006"
"31","0.5","","30011","1","-30.3","300101","","-43.7","300101","1300110007"
"31","1","","30011","1","260","300103","","-110","300103","1300110008"
"31","1","","30011","1","215","300111","","-127","300111","1300110009"
"91","","","30011","","","0","","","0","1300110010"
"3","","","30011","0","0","1000001","0","","travel_topdrama_r_3001_idle_B","1300110011"
"3","","","30011","0","0","12","0","","travel_topdrama_r_3001_idle_B","1300110012"
"3","","","30011","0","0","1000002","0","","travel_topdrama_r_3001_idle_A","1300110013"
"3","","","30011","0","0","11","0","","travel_topdrama_r_3001_idle_A","1300110014"
"93","","","30011","","","1.7","","","0","1300110015"
"101","","","30011","","","1300110011","","","0","1300110016"
"3","","","30011","0","0","0","","","none","1300110017"
"91","","","30011","","","0","","","0","1300110018"
"31","1","","30012","0","260","300106","","-110","300106","1300120001"
"31","1","","30012","0","260","300108","","-110","300108","1300120002"
"31","0.4","","30012","0","17.3","300100","","92.6","300100","1300120003"
"31","0.4","","30012","0","0","300104","","92.6","300104","1300120004"
"91","","","30012","","","0","","","","1300120005"
"3","","","30012","0.5","1","1000002","","","travel_topdrama_r_3001_idle_A","1300120006"
"3","","","30012","0.5","1","11","","","travel_topdrama_r_3001_idle_A","1300120007"
"3","","","30012","0.5","1","1000001","","","travel_topdrama_r_3001_idle_B","1300120008"
"3","","","30012","0.5","1","12","","","travel_topdrama_r_3001_idle_B","1300120009"
"93","","","30012","","","0.2","","","0","1300120010"
"32","","","30012","","","300100","","","1","1300120011"
"93","","","30012","","","2","","","0","1300120012"
"32","","","30012","","","300103","","","0","1300120013"
"32","","","30012","","","300108","","","1","1300120014"
"32","","","30012","","","300106","","","1","1300120015"
"23","","","30012","","0","se_travel_top","","","se_travel_top_fishing_hit","1300120016"
"3","","","30012","0","0","1000002","","","travel_topdrama_r_3001_1_01_A","1300120017"
"3","","","30012","0","0","11","","","travel_topdrama_r_3001_1_01_A","1300120018"
"3","","","30012","0.5","0","1000001","","","travel_topdrama_r_3001_1_01_B","1300120019"
"3","","","30012","0.5","0","12","","","travel_topdrama_r_3001_1_01_B","1300120020"
"91","","","30012","","","0","","","","1300120021"
"32","","","30012","","","300108","","","0","1300120022"
"3","","","30012","0","0","1000002","","","travel_topdrama_r_3001_1_02_A","1300120023"
"3","","","30012","0","0","11","","","travel_topdrama_r_3001_1_02_A","1300120024"
"3","","","30012","0.2","0","1000001","","","travel_topdrama_r_3001_1_02_B","1300120025"
"3","","","30012","0.2","0","12","","","travel_topdrama_r_3001_1_02_B","1300120026"
"93","","","30012","","","1","","","0","1300120027"
"32","","","30012","","","300100","","","0","1300120028"
"91","","","30012","","","0","","","","1300120029"
"31","1","","30012","1","260","300107","","-110","300107","1300120030"
"23","","","30012","","0","se_travel_top","","","se_travel_top_fishing_appear_box","1300120031"
"3","","","30012","","0","1000002","","","travel_topdrama_r_3001_1_03_A","1300120032"
"3","","","30012","","0","11","","","travel_topdrama_r_3001_1_03_A","1300120033"
"3","","","30012","","0","13","","","travel_topdrama_r_3001_1_03_A","1300120034"
"3","","","30012","","0","1000001","","","travel_topdrama_r_3001_1_03_B","1300120035"
"3","1","","30012","0.2","0","12","","travel_topdrama_r_3001_1_03_B_loop","travel_topdrama_r_3001_1_03_B","1300120036"
"93","","","30012","","","0.8","","","0","1300120037"
"32","","","30012","","","300106","","","0","1300120038"
"111","","","30012","","","","","","","1300120039"
"91","","","30012","","","0","","","","1300120040"
"1","-75.6","travel_topdrama_r_3001_idle_B","30021","0.8","51","1","0","-17.5","1000001","1300210001"
"5","-75.6","travel_topdrama_r_3001_idle_B","30021","0.8","50","1","0","-17.5","12","1300210002"
"1","-56.1","travel_topdrama_r_3001_idle_A","30021","0.8","49","1","0","31.4","1000002","1300210003"
"5","-56.1","travel_topdrama_r_3001_idle_A","30021","0.8","48","1","0","31.4","11","1300210004"
"5","-56.1","travel_topdrama_r_3001_idle_A","30021","0.8","49","2","0","31.4","13","1300210005"
"5","-88","normal","30021","1","110","0","","0","0","1300210006"
"31","0.5","","30021","1","-30.3","300201","","-43.7","300201","1300210007"
"31","1","","30021","1","260","300203","","-110","300203","1300210008"
"31","1","","30021","1","215","300211","","-127","300211","1300210009"
"91","","","30021","","","0","","","0","1300210010"
"3","","","30021","0","0","1000001","0","","travel_topdrama_r_3001_idle_B","1300210011"
"3","","","30021","0","0","12","0","","travel_topdrama_r_3001_idle_B","1300210012"
"3","","","30021","0","0","1000002","0","","travel_topdrama_r_3001_idle_A","1300210013"
"3","","","30021","0","0","11","0","","travel_topdrama_r_3001_idle_A","1300210014"
"93","","","30021","","","1.7","","","0","1300210015"
"101","","","30021","","","1300210011","","","0","1300210016"
"3","","","30021","0","0","0","","","none","1300210017"
"91","","","30021","","","0","","","0","1300210018"
"31","1","","30022","0","260","300206","","-110","300206","1300220001"
"31","1","","30022","0","260","300208","","-110","300208","1300220002"
"31","0.4","","30022","0","17.3","300200","","92.6","300200","1300220003"
"31","0.4","","30022","0","0","300204","","92.6","300204","1300220004"
"91","","","30022","","","0","","","","1300220005"
"3","","","30022","0.5","1","1000002","","","travel_topdrama_r_3001_idle_A","1300220006"
"3","","","30022","0.5","1","11","","","travel_topdrama_r_3001_idle_A","1300220007"
"3","","","30022","0.5","1","1000001","","","travel_topdrama_r_3001_idle_B","1300220008"
"3","","","30022","0.5","1","12","","","travel_topdrama_r_3001_idle_B","1300220009"
"93","","","30022","","","0.2","","","0","1300220010"
"32","","","30022","","","300200","","","1","1300220011"
"93","","","30022","","","2","","","0","1300220012"
"32","","","30022","","","300203","","","0","1300220013"
"32","","","30022","","","300208","","","1","1300220014"
"32","","","30022","","","300206","","","1","1300220015"
"23","","","30022","","0","se_travel_top","","","se_travel_top_fishing_hit","1300220016"
"3","","","30022","0","0","1000002","","","travel_topdrama_r_3001_1_01_A","1300220017"
"3","","","30022","0","0","11","","","travel_topdrama_r_3001_1_01_A","1300220018"
"3","","","30022","0.5","0","1000001","","","travel_topdrama_r_3001_1_01_B","1300220019"
"3","","","30022","0.5","0","12","","","travel_topdrama_r_3001_1_01_B","1300220020"
"91","","","30022","","","0","","","","1300220021"
"32","","","30022","","","300208","","","0","1300220022"
"3","","","30022","0","0","1000002","","","travel_topdrama_r_3001_1_02_A","1300220023"
"3","","","30022","0","0","11","","","travel_topdrama_r_3001_1_02_A","1300220024"
"3","","","30022","0.2","0","1000001","","","travel_topdrama_r_3001_1_02_B","1300220025"
"3","","","30022","0.2","0","12","","","travel_topdrama_r_3001_1_02_B","1300220026"
"93","","","30022","","","1","","","0","1300220027"
"32","","","30022","","","300200","","","0","1300220028"
"91","","","30022","","","0","","","","1300220029"
"31","1","","30022","1","260","300207","","-110","300107","1300220030"
"23","","","30022","","0","se_travel_top","","","se_travel_top_fishing_appear_silverbox","1300220031"
"3","","","30022","","0","1000002","","","travel_topdrama_r_3001_1_03_A","1300220032"
"3","","","30022","","0","11","","","travel_topdrama_r_3002_03_A","1300220033"
"3","","","30022","","0","13","","","travel_topdrama_r_3002_03_A","1300220034"
"3","","","30022","","0","1000001","","","travel_topdrama_r_3001_1_03_B","1300220035"
"3","1","","30022","0.2","0","12","","travel_topdrama_r_3001_1_03_B_loop","travel_topdrama_r_3001_1_03_B","1300220036"
"93","","","30022","","","0.8","","","0","1300220037"
"32","","","30022","","","300206","","","0","1300220038"
"111","","","30022","","","","","","","1300220039"
"91","","","30022","","","0","","","","1300220040"
"1","-75.6","travel_topdrama_r_3001_idle_B","30031","0.8","51","1","0","-17.5","1000001","1300310001"
"5","-75.6","travel_topdrama_r_3001_idle_B","30031","0.8","50","1","0","-17.5","12","1300310002"
"1","-56.1","travel_topdrama_r_3001_idle_A","30031","0.8","49","1","0","31.4","1000002","1300310003"
"5","-56.1","travel_topdrama_r_3001_idle_A","30031","0.8","48","1","0","31.4","11","1300310004"
"5","-20","travel_topdrama_r_3001_none","30031","0.85","52","4","0","-170","15","1300310005"
"5","-88","normal","30031","1","110","0","","0","0","1300310006"
"31","0.5","","30031","1","-30.3","300301","","-43.7","300301","1300310007"
"31","1","","30031","1","260","300303","","-110","300303","1300310008"
"31","1","","30031","1","215","300311","","-127","300311","1300310009"
"91","","","30031","","","0","","","0","1300310010"
"3","","","30031","0","0","1000001","0","","travel_topdrama_r_3001_idle_B","1300310011"
"3","","","30031","0","0","12","0","","travel_topdrama_r_3001_idle_B","1300310012"
"3","","","30031","0","0","1000002","0","","travel_topdrama_r_3001_idle_A","1300310013"
