cbb8432234366cf32b15613316da2c5850a6880676bbb55d2ada9eadf6f2d49a,cbf5cbf6422d4cb26810c4a91f9a274ae9dfc3a386d3018ad6dddbbfd8ea4e23,69ab8bd9c86f5265882bc0359370691528afbcad98dcdd94aece31a0779934ae,203dc2f1825d4b99ae3e635b693b5e1d4810009bd92e547df0b4cd08ae66f767,07569e853600141ef66f070ad2a33e75d4576cc186ddaf82982453da210666e0,a7851828d13078bcfe48a971401e9a2bbd9c4b5f12bf3f92cd6ec38029129f18,ec30dc7dd6f1a1f7a430fd7739763bbec02c542752de10dc27088cd1e612dc9e,47aaaecc34dcccf0fb4a402165653de14513a8ae681ccc55e7784448369b14c3,1f5c7a382f396e51c09ec919b3912bee81a547ea68fb01c2731d1be8f8258fa0,a148286a74e73dfc193780aca8e5717d58d15b2860ec1e8d9234c8d6cc660b8a,7e50cf649ef420dc82b9b7cb5be32f2cdd8eed2b83440d05bf44c4a846bc9962
"0","vo_mhp_1007","","","1007404","21","0","vo_mhp_1007404","1007404054","",""
"5","そうね、逞しい人たちだものね……\nはあ、懐かしい。あの人たちには昔、\nよく研究のことで因縁をつけられたわ。","0","0","1007404","11","1","117531","1007404055","0","0.5"
"","0","","","1007404","91","","0","1007404056","",""
"1","mhp_sit_idle","","0.2","1007404","3","","117531","1007404057","",""
"1","mhp_sit_talk_worry","","0.2","1007404","3","","111011","1007404058","",""
"0","vo_mhp_1008","","","1007404","21","0","vo_mhp_1007404","1007404059","",""
"5","その節は身内が申し訳ない。\n彼らは都の有識者──ことに理系の者を\n蛇蝎のごとく敵視しているのだ。","0","0","1007404","11","1","111011","1007404060","0","0.5"
"","0","","","1007404","91","","0","1007404061","",""
"1","mhp_sit_talk_sad2","","0.2","1007404","3","","111011","1007404062","",""
"0","vo_mhp_1009","","","1007404","21","0","vo_mhp_1007404","1007404063","",""
"4","やれやれ、嘆かわしい老人たちめ。\n学問に貴賤なし──\nぼくらはみな等しく学びの信徒だ、\n文系だ理系だと諍うことの愚かしさよ。","0","0","1007404","11","1","111011","1007404064","0","0.5"
"","0","","","1007404","91","","0","1007404065","",""
"1","mhp_sit_idle_2","","0.2","1007404","3","","111011","1007404066","",""
"1","mhp_sit_talk_worry","","0.2","1007404","3","","117531","1007404067","",""
"0","vo_mhp_1010","","","1007404","21","0","vo_mhp_1007404","1007404068","",""
"6","そうね、うん、ところでユニちゃん。\nちょっと込み入ったことを聞くけれど、\n里からの仕送りは足りてるのかしら。","0","0","1007404","11","1","117531","1007404069","0","0.5"
"","0","","","1007404","91","","0","1007404070","",""
"0","mhp_sit_out","0.2","0.2","1007404","3","mhp_idle_normal","117531","1007404071","1",""
"","","","","1007404","93","","1","1007404072","",""
"1","mhp_walk","","0.2","1007404","3","","117531","1007404073","0",""
"-220","-40","","","1007404","2","2","117531","1007404074","0",""
"-220","-40","","","1007404","2","2","21","1007404075","0",""
"-220","-40","","","1007404","2","2","22","1007404076","0",""
"","0","","","1007404","93","","2","1007404077","",""
"0","mhp_mitsuki_approach_in","0","0.2","1007404","3","mhp_mitsuki_approach_loop","117531","1007404078","1",""
"0","vo_mhp_1011","","","1007404","21","0","vo_mhp_1007404","1007404079","",""
"6","ランドソルでの独り暮らしは\n何かと入り用でしょう？\n差し出がましいようだけど私、\n丁度いい治験バイトを紹介できるわよ。","0","0","1007404","11","1","117531","1007404080","0","0.5"
"","0","","","1007404","91","","0","1007404081","",""
"1","mhp_mitsuki_ecstatic_idle","","0.2","1007404","3","","117531","1007404082","",""
"1","mhp_sit_talk_anger","","0.2","1007404","3","","111011","1007404083","",""
"0","vo_mhp_1012","","","1007404","21","0","vo_mhp_1007404","1007404084","",""
"7","端的に述べたまえ、人体実験だろう。","0","0","1007404","11","1","111011","1007404085","0","0.5"
"","0","","","1007404","91","","0","1007404086","",""
"1","mhp_sit_idle_anger","","0.2","1007404","3","","111011","1007404087","",""
"1","mhp_talk_thinking","","0.2","1007404","3","","117531","1007404088","",""
"0","vo_mhp_1013","","","1007404","21","0","vo_mhp_1007404","1007404089","",""
"8","敏いわね。","0","0","1007404","11","1","117531","1007404090","0","0.5"
"","0","","","1007404","91","","0","1007404091","",""
"1","mhp_idle_thinking","","0.2","1007404","3","","117531","1007404092","",""
"1","mhp_sit_talk_sad2","","0.2","1007404","3","","111011","1007404093","",""
"0","vo_mhp_1014","","","1007404","21","0","vo_mhp_1007404","1007404094","",""
"5","興味深い提案ではあるが──断る。\n御身がその声で持ちかけてきた誘いに、\nこれまで五体満足だった記憶はない。","0","0","1007404","11","1","111011","1007404095","0","0.5"
"","0","","","1007404","91","","0","1007404096","",""
"1","mhp_sit_idle_2","","0.2","1007404","3","","111011","1007404097","",""
"1","mhp_talk_anger2","","0.2","1007404","3","","117531","1007404098","",""
"0","vo_mhp_1015","","","1007404","21","0","vo_mhp_1007404","1007404099","",""
"5","えぇ～？　つまんなァ～い！\n未知なる体験より身の安全を選ぶなんて\n学びの放棄よ？　賢者の失墜よ？\nあーあ、ユニ博士もその程度か……","0","0","1007404","11","1","117531","1007404100","0","0.5"
"","1","","","1007404","93","","9","1007404101","",""
"1","mhp_talk_thinking","","0.2","1007404","3","","117531","1007404102","",""
"","0","","","1007404","91","","1007404100","1007404103","",""
"1","mhp_idle_thinking","","0.2","1007404","3","","117531","1007404104","",""
"1","mhp_sit_talk_anger2","","0.2","1007404","3","","111011","1007404105","",""
"0","vo_mhp_1016","","","1007404","21","0","vo_mhp_1007404","1007404106","",""
"5","むっ……なんだと、この小娘風情が！\n貴様さては理系だな？\n不愉快だ、こんなとこ二度と来るか！\nどけ、理系が伝染る！　ぺっ、ぺっ！","0","0","1007404","11","1","111011","1007404107","0","0.5"
"","","","","1007404","91","","0","1007404108","",""
"0","mhp_surprise","0.2","0.2","1007404","3","mhp_idle_surprise1","117531","1007404109","1",""
"0","mhp_yuni_sit_out_angry","","0.2","1007404","3","","111011","1007404110","",""
"","","","","1007404","93","","0.5","1007404111","",""
"1","14","0","0","1007404","12","","111011","1007404112","",""
"","","","","1007404","93","","0.5","1007404113","",""
"","","","","1007404","91","","0","1007404114","",""
"1","mhp_run_angry","","0.2","1007404","3","","111011","1007404115","",""
"","1","","","1007404","4","","111011","1007404116","",""
"-220","-1000","","","1007404","2","2.5","111011","1007404117","0",""
"","0","","","1007404","93","","2","1007404118","",""
"","","","","1007404","91","","0","1007404119","",""
"1","mhp_talk_sad","","0.2","1007404","3","","117531","1007404120","",""
"0","vo_mhp_1017","","","1007404","21","0","vo_mhp_1007404","1007404121","",""
"7","あの子……\nどんどん育ての親に似てきたわね……","0","0","1007404","11","1","117531","1007404122","0","0.5"
"","","","","1007404","91","","0","1007404123","",""
"","0","","","1007404","22","","0","1007404124","",""
"","","","","1007404","91","","0","1007404125","",""
"100","111011","0","1.7","1007405","1","-1000","1","1007405001","-240","mhp_idle_normal"
"100","117531","1","1.7","1007405","1","185","1","1007405002","-220","mhp_sit_idle"
"100","117631","1","1.7","1007405","1","365","1","1007405003","-200","mhp_sit_idle"
"-240","1","","1","1007405","31","-154","1","1007405004","0.85",""
"110","11","0","1.7","1007405","5","-200","1","1007405005","-220","NoItem"
"105","12","0","1.7","1007405","5","-200","1","1007405006","-220","NoItem"
"110","21","1","1.7","1007405","5","185","1","1007405007","-220","NoItem"
"105","22","1","1.7","1007405","5","185","1","1007405008","-220","NoItem"
"1","1","0","0","1007405","6","1","11","1007405009","0",""
"1","1","0","0","1007405","6","1","12","1007405010","0",""
"1","1","0","0","1007405","6","1","21","1007405011","0",""
"1","1","0","0","1007405","6","1","22","1007405012","0",""
"110","31","0","1.7","1007405","5","-1000","1","1007405013","-220","NoItem"
"","","","","1007405","91","","0","1007405014","",""
"1","mhp_sit_talk_normal","","0.2","1007405","3","","117531","1007405015","",""
"0","vo_mhp_1101","","","1007405","21","0","vo_mhp_1007405","1007405016","",""
"8","ユニちゃん、どうぞー","0","0","1007405","11","0","117531","1007405017","0","0.5"
"","","","","1007405","91","","0","1007405018","",""
"1","mhp_sit_idle","","0.2","1007405","3","","117531","1007405019","",""
"1","mhp_walk","","0.2","1007405","3","","111011","1007405020","",""
"-220","-200","","","1007405","2","4","111011","1007405021","0",""
"1","NoItem","","0.2","1007405","3","","31","1007405022","",""
"-220","-200","","","1007405","2","4","31","1007405023","0",""
"","","","","1007405","91","","0","1007405024","",""
"0","mhp_sit_in_2","0.2","0.2","1007405","3","mhp_sit_idle_2","111011","1007405025","1",""
"","0","","","1007405","93","","1","1007405026","",""
"1","mhp_sit_talk_joy2","","0.2","1007405","3","","111011","1007405027","",""
"0","vo_mhp_1102","","","1007405","21","0","vo_mhp_1007405","1007405028","",""
"5","えへへ、ユニだよ。\nミツキちゃん元気？","0","0","1007405","11","1","111011","1007405029","0","0.5"
"","","","","1007405","91","","0","1007405030","",""
"1","mhp_sit_idle_joy2","","0.2","1007405","3","","111011","1007405031","",""
"1","mhp_sit_talk_normal","","0.2","1007405","3","","117531","1007405032","",""
"0","vo_mhp_1103","","","1007405","21","0","vo_mhp_1007405","1007405033","",""
"6","あら。\nこないだぷりぷりして帰った件は\n綺麗さっぱりなかったことにするのね。\nオーケイ、了解よ。","0","0","1007405","11","1","117531","1007405034","0","0.5"
"","","","","1007405","91","","0","1007405035","",""
"1","mhp_sit_talk_wish","","0.2","1007405","3","","117531","1007405036","",""
"0","vo_mhp_1104","","","1007405","21","0","vo_mhp_1007405","1007405037","",""
"7","それで？\nユニちゃんは今日も\n私と雑談をしに来てくれたのかしら？","0","0","1007405","11","1","117531","1007405038","0","0.5"
"","","","","1007405","91","","0","1007405039","",""
"1","mhp_sit_idle","","0.2","1007405","3","","117531","1007405040","",""
"1","mhp_sit_talk_sad","","0.2","1007405","3","","111011","1007405041","",""
"0","vo_mhp_1105","","","1007405","21","0","vo_mhp_1007405","1007405042","",""
"5","否。\n今日は患者として参ったのだ。\n医薬の道に長じた御身の助けを得たい。","0","0","1007405","11","1","111011","1007405043","0","0.5"
"","","","","1007405","91","","0","1007405044","",""
"1","mhp_sit_idle_sad","","0.2","1007405","3","","111011","1007405045","",""
"1","mhp_sit_talk_thinking","","0.2","1007405","3","","117531","1007405046","",""
"0","vo_mhp_1106","","","1007405","21","0","vo_mhp_1007405","1007405047","",""
"7","あら、穏やかじゃないわね。\nいいわ、聞きましょう。どうぞ？","0","0","1007405","11","1","117531","1007405048","0","0.5"
"","","","","1007405","91","","0","1007405049","",""
"1","mhp_sit_idle","","0.2","1007405","3","","117531","1007405050","",""
"1","mhp_sit_talk_sad2","","0.2","1007405","3","","111011","1007405051","",""
"0","vo_mhp_1107","","","1007405","21","0","vo_mhp_1007405","1007405052","",""
"5","うむ、話せば長くなるのだが、\n端的に換言すれば──眠いのだ。","0","0","1007405","11","1","111011","1007405053","0","0.5"
"","","","","1007405","91","","0","1007405054","",""
"0","mhp_yuni_sleep_in","","0.2","1007405","3","","111011","1007405055","",""
"0","mhp_yuni_sleep_in","0","0","1007405","3","NoItem","31","1007405056","1",""
"0","vo_mhp_1108","","","1007405","21","0","vo_mhp_1007405","1007405057","",""
"6","なんか知らんがとにかく眠い。\n寝ても醒めてもひたすら眠い。\nその気になったら一生寝られる。","0","0","1007405","11","1","111011","1007405058","0","0.5"
"","1","","","1007405","93","","8.2","1007405059","",""
"0","mhp_yuni_sleep_out","","0.2","1007405","3","","111011","1007405060","",""
"0","mhp_yuni_sleep_out","","0.2","1007405","3","","31","1007405061","",""
"","","","","1007405","91","","1007405058","1007405062","",""
"1","mhp_sit_idle_sad","","0.2","1007405","3","","111011","1007405063","",""
"1","NoItem_idle","","0.2","1007405","3","","31","1007405064","",""
"1","mhp_sit_talk_thinking","","0.2","1007405","3","","117531","1007405065","",""
"0","vo_mhp_1109","","","1007405","21","0","vo_mhp_1007405","1007405066","",""
"5","あー、そういう……はいはい。","0","0","1007405","11","1","117531","1007405067","0","0.5"
"","","","","1007405","91","","0","1007405068","",""
"1","mhp_sit_idle","","0.2","1007405","3","","117531","1007405069","",""
"1","mhp_sit_talk_sad2","","0.2","1007405","3","","111011","1007405070","",""
"0","vo_mhp_1110","","","1007405","21","0","vo_mhp_1007405","1007405071","",""
"5","ぼくが思うに、これはおそらく\n過眠症と呼ばれる睡眠障害に違いない。\n主治医、なんか面白ポーションくれ。","0","0","1007405","11","1","111011","1007405072","0","0.5"
"","","","","1007405","91","","0","1007405073","",""
"1","mhp_sit_idle_sad2","","0.2","1007405","3","","111011","1007405074","",""
"0","1007405078","","","1007405","103","","ハッスルポーション","1007405075","",""
"0","1007405124","","","1007405","103","","グッスリポーション","1007405076","",""
"0","1007405166","","","1007405","103","","ハッタリポーション","1007405077","",""
"0","mhp_sit_out","0","0.2","1007405","3","mhp_idle_normal","117531","1007405078","1",""
"","0","","","1007405","93","","0.6","1007405079","",""
"0","mhp_sit_out","0","0.2","1007405","3","mhp_idle_normal","111011","1007405080","1",""
"","0","","","1007405","93","","0.2","1007405081","",""
"1","mhp_walk","","0.2","1007405","3","","111011","1007405082","0",""
"-220","35","","","1007405","2","1.5","111011","1007405083","0",""
"-220","35","","","1007405","2","1.5","31","1007405084","0",""
"-220","35","","","1007405","2","1.5","11","1007405085","0",""
"-220","35","","","1007405","2","1.5","12","1007405086","0",""
"","0","","","1007405","93","","0.3","1007405087","",""
"0","mhp_handover_in","0","0.2","1007405","3","mhp_handover_loop","117531","1007405088","1",""
"1","1","0","0","1007405","6","1","21","1007405089","1",""
"1","1","0","0","1007405","6","1","22","1007405090","1",""
"0","mhp_handover_in","0","0.2","1007405","3","mhp_handover_loop","21","1007405091","1",""
"0","mhp_item_EX0001_handover_in","0","0.2","1007405","3","mhp_item_EX0001_handover_loop","22","1007405092","1",""
"","0","","","1007405","93","","1.2","1007405093","",""
"0","mhp_handover_receive_in","0","0.2","1007405","3","mhp_handover_receive_loop","111011","1007405094","1",""
"1","1","0","0","1007405","6","1","11","1007405095","1",""
"1","1","0","0","1007405","6","1","12","1007405096","1",""
"0","mhp_receive_yuni_in","0","0.2","1007405","3","mhp_receive_yuni_loop","11","1007405097","1",""
"0","mhp_item_EX0001_receive_in","0","0.2","1007405","3","mhp_item_EX0001_receive_loop","12","1007405098","1",""
"","0","","","1007405","93","","0.6","1007405099","",""
"1","1","0","0.4","1007405","6","1","22","1007405100","1",""
"","0","","","1007405","93","","0.4","1007405101","",""
"0","mhp_handover_out","0","0.2","1007405","3","mhp_idle_normal","117531","1007405102","1",""
"0","mhp_handover_out","0","0.2","1007405","3","NoItem_idle","21","1007405103","1",""
"0","mhp_item_EX0001_handover_out","0","0.2","1007405","3","NoItem_idle","22","1007405104","1",""
"","0","","","1007405","93","","0.4","1007405105","",""
"0","mhp_handover_receive_out","0","0.2","1007405","3","mhp_idle_normal","111011","1007405106","1",""
"0","mhp_receive_yuni_out","0","0.2","1007405","3","NoItem_idle","11","1007405107","1",""
"0","mhp_item_EX0001_receive_out","0","0.2","1007405","3","NoItem_idle","12","1007405108","1",""
"","","","","1007405","93","","2","1007405109","",""
"1","mhp_talk_joy2","","0.2","1007405","3","","111011","1007405110","",""
"0","vo_mhp_1111","","","1007405","21","0","vo_mhp_1007405","1007405111","",""
"8","わ～い、いつものポーションだぁ～！","0","0","1007405","11","1","111011","1007405112","0","0.5"
"","","","","1007405","91","","0","1007405113","",""
"1","mhp_idle_joy2","","0.2","1007405","3","","111011","1007405114","",""
"1","mhp_talk_worry","","0.2","1007405","3","","117531","1007405115","",""
"0","vo_mhp_1112","","","1007405","21","0","vo_mhp_1007405","1007405116","",""
"6","分かってるのかしら、この子……\n言っとくけどソレ、応急処置よ？\nあくまで自分の体力を\n前借りするだけなんだからね？","0","0","1007405","11","1","117531","1007405117","0","0.5"
"","","","","1007405","91","","0","1007405118","",""
"1","mhp_talk_wish2","","0.2","1007405","3","","117531","1007405119","",""
"0","vo_mhp_1113","","","1007405","21","0","vo_mhp_1007405","1007405120","",""
"5","たとえば一時間元気に活動したら、\nそのあと利子付きで\n三時間は確実にぐったりしちゃうの。\nだから用量用法は慎重に守りなさい？","0","0","1007405","11","1","117531","1007405121","0","0.5"
"","","","","1007405","91","","0","1007405122","",""
"","","","","1007405","101","","1007405213","1007405123","",""
"0","mhp_sit_out","0","0.2","1007405","3","mhp_idle_normal","117531","1007405124","1",""
"","0","","","1007405","93","","0.6","1007405125","",""
"0","mhp_sit_out","0","0.2","1007405","3","mhp_idle_normal","111011","1007405126","1",""
"","0","","","1007405","93","","0.2","1007405127","",""
"1","mhp_walk","","0.2","1007405","3","","111011","1007405128","0",""
"-220","35","","","1007405","2","1.5","111011","1007405129","0",""
"-220","35","","","1007405","2","1.5","31","1007405130","0",""
"-220","35","","","1007405","2","1.5","11","1007405131","0",""
"-220","35","","","1007405","2","1.5","12","1007405132","0",""
"","0","","","1007405","93","","0.3","1007405133","",""
"0","mhp_handover_in","0","0.2","1007405","3","mhp_handover_loop","117531","1007405134","1",""
"1","1","0","0","1007405","6","1","21","1007405135","1",""
"1","1","0","0","1007405","6","1","22","1007405136","1",""
"0","mhp_handover_in","0","0.2","1007405","3","mhp_handover_loop","21","1007405137","1",""
"0","mhp_item_EX0002_handover_in","0","0.2","1007405","3","mhp_item_EX0002_handover_loop","22","1007405138","1",""
"","0","","","1007405","93","","1.2","1007405139","",""
"0","mhp_handover_receive_in","0","0.2","1007405","3","mhp_handover_receive_loop","111011","1007405140","1",""
"1","1","0","0","1007405","6","1","11","1007405141","1",""
"1","1","0","0","1007405","6","1","12","1007405142","1",""
"0","mhp_receive_yuni_in","0","0.2","1007405","3","mhp_receive_yuni_loop","11","1007405143","1",""
"0","mhp_item_EX0002_receive_in","0","0.2","1007405","3","mhp_item_EX0002_receive_loop","12","1007405144","1",""
"","0","","","1007405","93","","0.6","1007405145","",""
"1","1","0","0.4","1007405","6","1","22","1007405146","1",""
"","0","","","1007405","93","","0.4","1007405147","",""
"0","mhp_handover_out","0","0.2","1007405","3","mhp_idle_normal","117531","1007405148","1",""
"0","mhp_handover_out","0","0.2","1007405","3","NoItem_idle","21","1007405149","1",""
"0","mhp_item_EX0002_handover_out","0","0.2","1007405","3","NoItem_idle","22","1007405150","1",""
"","0","","","1007405","93","","0.4","1007405151","",""
"0","mhp_handover_receive_out","0","0.2","1007405","3","mhp_idle_normal","111011","1007405152","1",""
"0","mhp_receive_yuni_out","0","0.2","1007405","3","NoItem_idle","11","1007405153","1",""
"0","mhp_item_EX0002_receive_out","0","0.2","1007405","3","NoItem_idle","12","1007405154","1",""
"","","","","1007405","93","","2","1007405155","",""
"1","mhp_talk_anger2","","0.2","1007405","3","","111011","1007405156","",""
"0","vo_mhp_1114","","","1007405","21","0","vo_mhp_1007405","1007405157","",""
"6","ぐっすり……？\nおい、待て主治医。\n寝過ぎで悩む患者をさらに寝かせるとは、\n貴様、気でもちぇるったか。","0","0","1007405","11","1","111011","1007405158","0","0.5"
"","","","","1007405","91","","0","1007405159","",""
"1","mhp_idle_sad","","0.2","1007405","3","","111011","1007405160","",""
"1","mhp_talk_worry","","0.2","1007405","3","","117531","1007405161","",""
"0","vo_mhp_1115","","","1007405","21","0","vo_mhp_1007405","1007405162","",""
"6","充分な睡眠時間を確保しているのに\n寝足りないなら、それは眠りが浅いの。\nだから逆に、眠りの質を高めなさい。","0","0","1007405","11","1","117531","1007405163","0","0.5"
"","","","","1007405","91","","0","1007405164","",""
"","","","","1007405","101","","1007405213","1007405165","",""
"0","mhp_sit_out","0","0.2","1007405","3","mhp_idle_normal","117531","1007405166","1",""
"","0","","","1007405","93","","0.6","1007405167","",""
"0","mhp_sit_out","0","0.2","1007405","3","mhp_idle_normal","111011","1007405168","1",""
"","0","","","1007405","93","","0.2","1007405169","",""
"1","mhp_walk","","0.2","1007405","3","","111011","1007405170","0",""
"-220","35","","","1007405","2","1.5","111011","1007405171","0",""
"-220","35","","","1007405","2","1.5","31","1007405172","0",""
"-220","35","","","1007405","2","1.5","11","1007405173","0",""
"-220","35","","","1007405","2","1.5","12","1007405174","0",""
"","0","","","1007405","93","","0.3","1007405175","",""
"0","mhp_handover_in","0","0.2","1007405","3","mhp_handover_loop","117531","1007405176","1",""
"1","1","0","0","1007405","6","1","21","1007405177","1",""
"1","1","0","0","1007405","6","1","22","1007405178","1",""
"0","mhp_handover_in","0","0.2","1007405","3","mhp_handover_loop","21","1007405179","1",""
"0","mhp_item_EX0003_handover_in","0","0.2","1007405","3","mhp_item_EX0003_handover_loop","22","1007405180","1",""
"","0","","","1007405","93","","1.2","1007405181","",""
"0","mhp_handover_receive_in","0","0.2","1007405","3","mhp_handover_receive_loop","111011","1007405182","1",""
"1","1","0","0","1007405","6","1","11","1007405183","1",""
"1","1","0","0","1007405","6","1","12","1007405184","1",""
"0","mhp_receive_yuni_in","0","0.2","1007405","3","mhp_receive_yuni_loop","11","1007405185","1",""
"0","mhp_item_EX0003_receive_in","0","0.2","1007405","3","mhp_item_EX0003_receive_loop","12","1007405186","1",""
"","0","","","1007405","93","","0.6","1007405187","",""
"1","1","0","0.4","1007405","6","1","22","1007405188","1",""
"","0","","","1007405","93","","0.4","1007405189","",""
"0","mhp_handover_out","0","0.2","1007405","3","mhp_idle_normal","117531","1007405190","1",""
"0","mhp_handover_out","0","0.2","1007405","3","NoItem_idle","21","1007405191","1",""
"0","mhp_item_EX0003_handover_out","0","0.2","1007405","3","NoItem_idle","22","1007405192","1",""
"","0","","","1007405","93","","0.4","1007405193","",""
"0","mhp_handover_receive_out","0","0.2","1007405","3","mhp_idle_normal","111011","1007405194","1",""
"0","mhp_receive_yuni_out","0","0.2","1007405","3","NoItem_idle","11","1007405195","1",""
"0","mhp_item_EX0003_receive_out","0","0.2","1007405","3","NoItem_idle","12","1007405196","1",""
"","0","","","1007405","93","","2","1007405197","",""
"1","mhp_anna_ahahaStand_loop","","0.2","1007405","3","","117531","1007405198","",""
"0","vo_mhp_1116","","","1007405","21","0","vo_mhp_1007405","1007405199","",""
"4","ほーっほっほ、これを飲みなさい！\nこの薬学王ミツキが開発した万能薬よ！\n何でもあなたが望む効果を発揮するわ！","0","0","1007405","11","1","117531","1007405200","0","0.5"
"","1","","","1007405","93","","2.5","1007405201","",""
"1","mhp_talk_joy1","","0.2","1007405","3","","117531","1007405202","",""
"","","","","1007405","91","","1007405200","1007405203","",""
"1","mhp_idle_joy1","","0.2","1007405","3","","117531","1007405204","",""
"1","mhp_talk_surprise2","","0.2","1007405","3","","111011","1007405205","",""
"0","vo_mhp_1117","","","1007405","21","0","vo_mhp_1007405","1007405206","",""
"8","まじで！　ミツキングすげえ！","0","0","1007405","11","1","111011","1007405207","0","0.5"
"","0","","","1007405","91","","0","1007405208","",""
"1","mhp_idle_surprise2","","0.2","1007405","3","","111011","1007405209","",""
"1","mhp_idle_thinking","","0.2","1007405","3","","117531","1007405210","",""
"0","vo_mhp_1118","","","1007405","21","0","vo_mhp_1007405","1007405211","",""
"6","（というのはハッタリでただの偽薬よ。\nユニちゃんの病名は過眠症じゃなくて、\nただの怠け癖。薬じゃ治らないわ）","0","0","1007405","11","1","117531","1007405212","0","0.5"
"","","","","1007405","91","","0","1007405213","",""
"1","mhp_idle_normal","","0.2","1007405","3","","117531","1007405214","",""
"1","mhp_talk_wish","","0.2","1007405","3","","111011","1007405215","",""
"0","vo_mhp_1119","","","1007405","21","0","vo_mhp_1007405","1007405216","",""
"6","おお、ミツキ師かたじけない！\nよし、これでついごろごろして\n無駄に失われる時間がなくなるぞ！","0","","1007405","11","1","111011","1007405217","0","0.5"
"","","","","1007405","91","","0","1007405218","",""
"1","mhp_idle_joy1","","0.2","1007405","3","","111011","1007405219","",""
"1","mhp_talk_sad","","0.2","1007405","3","","117531","1007405220","",""
"0","vo_mhp_1120","","","1007405","21","0","vo_mhp_1007405","1007405221","",""
"6","どうかしら。\nそれは自分次第と言ったところね。\n応援してるわ、お大事に。","0","","1007405","11","1","117531","1007405222","0","0.5"
"","","","","1007405","91","","0","1007405223","",""
"","0","","","1007405","22","","0","1007405224","",""
"1","mhp_idle_normal","","0.2","1007405","3","","117531","1007405225","",""
"1","mhp_walk_glad","","0.2","1007405","3","","111011","1007405226","0",""
"","1","","","1007405","4","","111011","1007405227","",""
"-220","-1000","","","1007405","2","5","111011","1007405228","0",""
"","","","","1007405","91","","0","1007405229","",""
"100","111011","0","1.7","1007406","1","-1000","1","1007406001","-240","mhp_idle_normal"
"100","117531","1","1.7","1007406","1","185","1","1007406002","-220","mhp_sit_idle"
"100","117631","1","1.7","1007406","1","365","1","1007406003","-200","mhp_sit_idle"
"-240","1","","1","1007406","31","-154","1","1007406004","0.85",""
"0","130","","0","1007406","31","0","30","1007406005","1",""
"0","112","","0","1007406","31","0","12","1007406006","1",""
"110","11","0","1.7","1007406","5","-200","1","1007406007","-220","NoItem"
"105","12","0","1.7","1007406","5","-200","1","1007406008","-220","NoItem"
"110","21","1","1.7","1007406","5","185","1","1007406009","-220","NoItem"
"105","22","1","1.7","1007406","5","185","1","1007406010","-220","NoItem"
"1","1","0","0","1007406","6","1","11","1007406011","0",""
"1","1","0","0","1007406","6","1","12","1007406012","0",""
"1","1","0","0","1007406","6","1","21","1007406013","0",""
"1","1","0","0","1007406","6","1","22","1007406014","0",""
"","","","","1007406","91","","0","1007406015","",""
"1","mhp_sit_talk_normal","","0.2","1007406","3","","117531","1007406016","",""
"0","vo_mhp_1201","","","1007406","21","0","vo_mhp_1007406","1007406017","",""
"8","ユニちゃん、どうぞー","0","0","1007406","11","0","117531","1007406018","0","0.5"
"","","","","1007406","91","","0","1007406019","",""
"1","mhp_sit_idle","","0.2","1007406","3","","117531","1007406020","",""
"1","mhp_walk","","0.2","1007406","3","","111011","1007406021","",""
"-220","-200","","","1007406","2","4","111011","1007406022","0",""
"","","","","1007406","91","","0","1007406023","",""
"0","mhp_sit_in_2","0.2","0.2","1007406","3","mhp_sit_idle_2","111011","1007406024","1",""
"","0","","","1007406","93","","1","1007406025","",""
"1","mhp_sit_talk_normal","","0.2","1007406","3","","111011","1007406026","",""
"0","vo_mhp_1202","","","1007406","21","0","vo_mhp_1007406","1007406027","",""
"7","やあミツキ師、待たせたね。\nギルドマスターのユニだよ。","0","0","1007406","11","1","111011","1007406028","0","0.5"
"","","","","1007406","91","","0","1007406029","",""
"1","mhp_sit_idle_2","","0.2","1007406","3","","111011","1007406030","",""
"1","mhp_sit_talk_thinking","","0.2","1007406","3","","117531","1007406031","",""
"0","vo_mhp_1203","","","1007406","21","0","vo_mhp_1007406","1007406032","",""
"7","とくに待っていた覚えはないのだけど、\nまあいいわ、ようこそ私の診察室へ。","0","0","1007406","11","1","117531","1007406033","0","0.5"
"","","","","1007406","91","","0","1007406034","",""
"1","mhp_sit_talk_normal","","0.2","1007406","3","","117531","1007406035","",""
"0","vo_mhp_1204","","","1007406","21","0","vo_mhp_1007406","1007406036","",""
"5","さて、ユニちゃん──ああ失礼、\n今は学位持ちだったわね。\nユニ博士とお呼びするべきかしら？","0","0","1007406","11","1","117531","1007406037","0","0.5"
"","","","","1007406","91","","0","1007406038","",""
"1","mhp_sit_idle","","0.2","1007406","3","","117531","1007406039","",""
"1","mhp_sit_talk_thinking2","","0.2","1007406","3","","111011","1007406040","",""
"0","vo_mhp_1205","","","1007406","21","0","vo_mhp_1007406","1007406041","",""
"6","いや、結構。\n学院の都合で押しつけられた\n名誉学位などニックネームにも同義だ。","0","0","1007406","11","1","111011","1007406042","0","0.5"
"","","","","1007406","91","","0","1007406043","",""
"1","mhp_sit_idle_2","","0.2","1007406","3","","111011","1007406044","",""
"1","mhp_sit_talk_normal","","0.2","1007406","3","","117531","1007406045","",""
"0","vo_mhp_1206","","","1007406","21","0","vo_mhp_1007406","1007406046","",""
