683e4b13619970ba258562a35981fcc631a15b37eaffcbd0c804a972cb4a99e9,764ad4bdecd49bafef990a63ec4e6b7da30c68cb31b6cff96c7168e690aa60e2,499b59c045b7dba2b17ee67178d14b904909dd92fa51954490389ad224dfe31c,6953d20a185867f0b6bf57ab2a68b217d83fd7736dc29f8eaeef3ce37ecbfd9c,293f6eacd91fea12f1de1de1f5cbcfcdbf1b7436a47ee59ced47672729aa9edd,cbcf8ba0ddcdfbb6315173424b1cc5fe808d9a6c260cc18254390e7f6810b011
"56011492","1","15","847","1002","10201492"
"56011493","1","15","848","1003","10201493"
"56011493","50","8","849","0","91002"
"56011494","1","15","850","1003","10201494"
"56011494","100","8","851","0","91002"
"56011495","1","15","852","1001","10201495"
"56011496","1","15","853","1002","10201496"
"56011497","1","15","854","1003","10201497"
"56011497","50","8","855","0","91002"
"56011498","1","15","856","1001","10201498"
"56011499","1","15","857","1002","10201499"
"56011500","1","15","858","1003","10201500"
"56011500","50","8","859","0","91002"
"56011501","1","15","860","1001","10201501"
"56011502","1","15","861","1002","10201502"
"56011503","1","15","862","1003","10201503"
"56011503","50","8","863","0","91002"
"56011504","1","15","864","1003","10201504"
"56011504","100","8","865","0","91002"
"56011505","1","15","867","1001","10201505"
"56011506","1","15","868","1002","10201506"
"56011507","1","15","869","1003","10201507"
"56011507","50","8","870","0","91002"
"56011508","1","15","871","1001","10201508"
"56011509","1","15","872","1002","10201509"
"56011510","1","15","873","1003","10201510"
"56011510","50","8","874","0","91002"
"56011511","1","15","875","1001","10201511"
"56011512","1","15","876","1002","10201512"
"56011513","1","15","877","1003","10201513"
"56011513","50","8","878","0","91002"
"56011514","1","15","879","1003","10201514"
"56011514","100","8","880","0","91002"
"56011515","1","15","881","1001","10201515"
"56011516","1","15","882","1002","10201516"
"56011517","1","15","883","1003","10201517"
"56011517","50","8","884","0","91002"
"56011518","1","15","885","1001","10201518"
"56011519","1","15","886","1002","10201519"
"56011520","1","15","887","1003","10201520"
"56011520","50","8","888","0","91002"
"56011521","1","15","889","1001","10201521"
"56011522","1","15","890","1002","10201522"
"56011523","1","15","891","1003","10201523"
"56011523","50","8","892","0","91002"
"56011524","1","15","893","1003","10201524"
"56011524","100","8","894","0","91002"
"56011525","1","15","895","1001","10201525"
"56011526","1","15","896","1002","10201526"
"56011527","1","15","897","1003","10201527"
"56011527","50","8","898","0","91002"
"56011528","1","15","899","1001","10201528"
"56011529","1","15","900","1002","10201529"
"56011530","1","15","901","1003","10201530"
"56011530","50","8","902","0","91002"
"56011531","1","15","903","1001","10201531"
"56011532","1","15","904","1002","10201532"
"56011533","1","15","905","1003","10201533"
"56011533","50","8","906","0","91002"
"56011534","1","15","907","1001","10201534"
"56011535","1","15","908","1002","10201535"
"56011536","1","15","909","1003","10201536"
"56011536","50","8","910","0","91002"
"56011537","1","15","911","1003","10201537"
"56011537","100","8","912","0","91002"
"56011538","1","15","913","1001","10201538"
"56011539","1","15","914","1002","10201539"
"56011540","1","15","915","1003","10201540"
"56011540","50","8","916","0","91002"
"56011541","1","15","917","1001","10201541"
"56011542","1","15","918","1002","10201542"
"56011543","1","15","919","1003","10201543"
"56011543","50","8","920","0","91002"
"56011544","1","15","921","1001","10201544"
"56011545","1","15","922","1002","10201545"
"56011546","1","15","923","1003","10201546"
"56011546","50","8","924","0","91002"
"56011547","1","15","925","1001","10201547"
"56011548","1","15","926","1002","10201548"
"56011549","1","15","927","1003","10201549"
"56011549","50","8","928","0","91002"
"56011550","1","15","929","1003","10201550"
"56011550","100","8","930","0","91002"
"56011551","1","15","931","1003","10201551"
"56011551","100","8","932","0","91002"
"56011552","1","15","933","1001","10201552"
"56011553","1","15","934","1002","10201553"
"56011554","1","15","935","1003","10201554"
"56011554","50","8","936","0","91002"
"56011555","1","15","937","1001","10201555"
"56011556","1","15","938","1002","10201556"
"56011557","1","15","939","1003","10201557"
"56011557","50","8","940","0","91002"
"56011558","1","15","941","1001","10201558"
"56011559","1","15","942","1002","10201559"
"56011560","1","15","943","1003","10201560"
"56011560","50","8","944","0","91002"
"51402001","1","15","945","1001","11302001"
"51402001","50","8","946","0","91002"
"51402002","1","15","947","1002","11302002"
"51402002","50","8","948","0","91002"
"51402003","1","15","949","1003","11302003"
"51402003","50","8","950","0","91002"
"56011561","1","15","951","1003","10201561"
"56011561","100","8","952","0","91002"
"56011562","1","15","953","1001","10201562"
"56011563","1","15","954","1002","10201563"
"56011564","1","15","955","1003","10201564"
"56011564","50","8","956","0","91002"
"56011565","1","15","957","1001","10201565"
"56011566","1","15","958","1002","10201566"
"56011567","1","15","959","1003","10201567"
"56011567","50","8","960","0","91002"
"56011568","1","15","961","1001","10201568"
"56011569","1","15","962","1002","10201569"
"56011570","1","15","963","1003","10201570"
"56011570","50","8","964","0","91002"
"56011571","1","15","965","1001","10201571"
"56011572","1","15","966","1002","10201572"
"56011573","1","15","967","1003","10201573"
"56011573","50","8","968","0","91002"
"56011574","1","15","969","1003","10201574"
"56011574","100","8","970","0","91002"
"56011575","1","15","971","1001","10201575"
"56011576","1","15","972","1002","10201576"
"56011577","1","15","973","1003","10201577"
"56011577","50","8","974","0","91002"
"56011578","1","15","975","1001","10201578"
"56011579","1","15","976","1002","10201579"
"56011580","1","15","977","1003","10201580"
"56011580","50","8","978","0","91002"
"56011581","1","15","979","1001","10201581"
"56011582","1","15","980","1002","10201582"
"56011583","1","15","981","1003","10201583"
"56011583","50","8","982","0","91002"
"56011584","1","15","983","1001","10201584"
"56011585","1","15","984","1002","10201585"
"56011586","1","15","985","1003","10201586"
"56011586","50","8","986","0","91002"
"56011587","1","15","987","1001","10201587"
"56011588","1","15","988","1002","10201588"
"56011589","1","15","989","1003","10201589"
"56011589","50","8","990","0","91002"
"56011590","1","15","991","1001","10201590"
"56011591","1","15","992","1002","10201591"
"56011592","1","15","993","1003","10201592"
"56011592","50","8","994","0","91002"
"56011593","1","15","995","1001","10201593"
"56011594","1","15","996","1002","10201594"
"56011595","1","15","997","1003","10201595"
"56011595","50","8","998","0","91002"
"56011596","1","15","999","1003","10201596"
"56011596","100","8","1000","0","91002"
"56011597","1","15","1001","1003","10201597"
"56011597","100","8","1002","0","91002"
"56011598","1","15","1003","1003","10201598"
"56011598","100","8","1004","0","91002"
"56011599","1","15","1005","1001","10201599"
"56011600","1","15","1006","1002","10201600"
"56011601","1","15","1007","1003","10201601"
"56011601","50","8","1008","0","91002"
"56011602","1","15","1009","1001","10201602"
"56011603","1","15","1010","1002","10201603"
"56011604","1","15","1011","1003","10201604"
"56011604","50","8","1012","0","91002"
"56011605","1","15","1013","1003","10201605"
"56011605","100","8","1014","0","91002"
"56011606","1","15","1015","1001","10201606"
"56011607","1","15","1016","1002","10201607"
"56011608","1","15","1017","1003","10201608"
"56011608","50","8","1018","0","91002"
"56011609","1","15","1019","1001","10201609"
"56011610","1","15","1020","1002","10201610"
"56011611","1","15","1021","1003","10201611"
"56011611","50","8","1022","0","91002"
"56011612","1","15","1023","1001","10201612"
"56011613","1","15","1024","1002","10201613"
"56011614","1","15","1025","1003","10201614"
"56011614","50","8","1026","0","91002"
"56011615","1","15","1027","1003","10201615"
"56011615","100","8","1028","0","91002"
"56011616","1","15","1029","1001","10201616"
"56011617","1","15","1030","1002","10201617"
"56011618","1","15","1031","1003","10201618"
"56011618","50","8","1032","0","91002"
"56011619","1","15","1033","1001","10201619"
"56011620","1","15","1034","1002","10201620"
"56011621","1","15","1035","1003","10201621"
"56011621","50","8","1036","0","91002"
"56011622","1","15","1037","1001","10201622"
"56011623","1","15","1038","1002","10201623"
"56011624","1","15","1039","1003","10201624"
"56011624","50","8","1040","0","91002"
"56011625","1","15","1041","1003","10201625"
"56011625","100","8","1042","0","91002"
"56011626","1","15","1043","1001","10201626"
"56011627","1","15","1044","1002","10201627"
"56011628","1","15","1045","1003","10201628"
"56011628","50","8","1046","0","91002"
"56011629","1","15","1047","1001","10201629"
"56011630","1","15","1048","1002","10201630"
"56011631","1","15","1049","1003","10201631"
"56011631","50","8","1050","0","91002"
"56011632","1","15","1051","1001","10201632"
"56011633","1","15","1052","1002","10201633"
"56011634","1","15","1053","1003","10201634"
"56011634","50","8","1054","0","91002"
"56011635","1","15","1055","1003","10201635"
"56011635","100","8","1056","0","91002"
"56011636","1","15","1057","1001","10201636"
"56011637","1","15","1058","1002","10201637"
"56011638","1","15","1059","1003","10201638"
"56011638","50","8","1060","0","91002"
"56011639","1","15","1061","1001","10201639"
"56011640","1","15","1062","1002","10201640"
"56011641","1","15","1063","1003","10201641"
"56011641","50","8","1064","0","91002"
"56011642","1","15","1065","1001","10201642"
"56011643","1","15","1066","1002","10201643"
"56011644","1","15","1067","1003","10201644"
"56011644","50","8","1068","0","91002"
"56011645","1","15","1069","1003","10201645"
"56011645","100","8","1070","0","91002"
"56011646","1","15","1071","1001","10201646"
"56011647","1","15","1072","1002","10201647"
"56011648","1","15","1073","1003","10201648"
"56011648","50","8","1074","0","91002"
"56011649","1","15","1075","1001","10201649"
"56011650","1","15","1076","1002","10201650"
"56011651","1","15","1077","1003","10201651"
"56011651","50","8","1078","0","91002"
"56011652","1","15","1079","1001","10201652"
"56011653","1","15","1080","1002","10201653"
"56011654","1","15","1081","1003","10201654"
"56011654","50","8","1082","0","91002"
"56011655","1","15","1083","1003","10201655"
"56011655","100","8","1084","0","91002"
"56011656","1","15","1085","1003","10201656"
"56011656","100","8","1086","0","91002"
"56011657","1","15","1087","1001","10201657"
"56011658","1","15","1088","1002","10201658"
"56011659","1","15","1089","1003","10201659"
"56011659","50","8","1090","0","91002"
"56011660","1","15","1091","1001","10201660"
"56011661","1","15","1092","1002","10201661"
"56011662","1","15","1093","1003","10201662"
"56011662","50","8","1094","0","91002"
"56011663","1","15","1095","1001","10201663"
"56011664","1","15","1096","1002","10201664"
"56011665","1","15","1097","1003","10201665"
"56011665","50","8","1098","0","91002"
"56011666","1","15","1099","1001","10201666"
"56011667","1","15","1100","1002","10201667"
"56011668","1","15","1101","1003","10201668"
"56011668","50","8","1102","0","91002"
"56011669","1","15","1103","1003","10201669"
"56011669","100","8","1104","0","91002"
"56011670","1","15","1105","1001","10201670"
"56011671","1","15","1106","1002","10201671"
"56011672","1","15","1107","1003","10201672"
"56011672","50","8","1108","0","91002"
"56011673","1","15","1109","1001","10201673"
"56011674","1","15","1110","1002","10201674"
"56011675","1","15","1111","1003","10201675"
"56011675","50","8","1112","0","91002"
"56011676","1","15","1113","1003","10201676"
"56011676","100","8","1114","0","91002"
"56011677","1","15","1115","1001","10201677"
"56011678","1","15","1116","1002","10201678"
"56011679","1","15","1117","1003","10201679"
"56011679","50","8","1118","0","91002"
"56011680","1","15","1119","1001","10201680"
"56011681","1","15","1120","1002","10201681"
"56011682","1","15","1121","1003","10201682"
"56011682","50","8","1122","0","91002"
"56011683","1","15","1123","1001","10201683"
"56011684","1","15","1124","1002","10201684"
"56011685","1","15","1125","1003","10201685"
"56011685","50","8","1126","0","91002"
"56011686","1","15","1127","1001","10201686"
"56011687","1","15","1128","1002","10201687"
"56011688","1","15","1129","1003","10201688"
"56011688","50","8","1130","0","91002"
"56011689","1","15","1131","1003","10201689"
"56011689","100","8","1132","0","91002"
"56011690","1","15","1133","1001","10201690"
"56011691","1","15","1134","1002","10201691"
"56011692","1","15","1135","1003","10201692"
"56011692","50","8","1136","0","91002"
"56011693","1","15","1137","1001","10201693"
"56011694","1","15","1138","1002","10201694"
"56011695","1","15","1139","1003","10201695"
"56011695","50","8","1140","0","91002"
"56011696","1","15","1141","1001","10201696"
"56011697","1","15","1142","1002","10201697"
"56011698","1","15","1143","1003","10201698"
"56011698","50","8","1144","0","91002"
"56011699","1","15","1145","1001","10201699"
"56011700","1","15","1146","1002","10201700"
"56011701","1","15","1147","1003","10201701"
"56011701","50","8","1148","0","91002"
"51501001","1","15","1149","1002","11401001"
"51501001","50","8","1150","0","91002"
"51502001","1","15","1151","1003","11401002"
"51502001","100","8","1152","0","91002"
"56011702","1","15","1153","1003","10201702"
"56011702","100","8","1154","0","91002"
"56011703","1","15","1155","1001","10201703"
"56011704","1","15","1156","1002","10201704"
"56011705","1","15","1157","1003","10201705"
"56011705","50","8","1158","0","91002"
"56011706","1","15","1159","1001","10201706"
"56011707","1","15","1160","1002","10201707"
"56011708","1","15","1161","1003","10201708"
"56011708","50","8","1162","0","91002"
"56011709","1","15","1163","1001","10201709"
"56011710","1","15","1164","1002","10201710"
"56011711","1","15","1165","1003","10201711"
"56011711","50","8","1166","0","91002"
"56011712","1","15","1167","1003","10201712"
"56011712","100","8","1168","0","91002"
"56011713","1","15","1169","1001","10201713"
"56011714","1","15","1170","1002","10201714"
"56011715","1","15","1171","1003","10201715"
"56011715","50","8","1172","0","91002"
"56011716","1","15","1173","1001","10201716"
"56011717","1","15","1174","1002","10201717"
"56011718","1","15","1175","1003","10201718"
"56011718","50","8","1176","0","91002"
"56011719","1","15","1177","1001","10201719"
"56011720","1","15","1178","1002","10201720"
"56011721","1","15","1179","1003","10201721"
"56011721","50","8","1180","0","91002"
"56011722","1","15","1182","1003","10201722"
"56011722","100","8","1183","0","91002"
"56011723","1","15","1184","1001","10201723"
"56011724","1","15","1185","1002","10201724"
"56011725","1","15","1186","1003","10201725"
"56011725","50","8","1187","0","91002"
"56011726","1","15","1188","1001","10201726"
"56011727","1","15","1189","1002","10201727"
"56011728","1","15","1190","1003","10201728"
"56011728","50","8","1191","0","91002"
"56011729","1","15","1192","1001","10201729"
"56011730","1","15","1193","1002","10201730"
"56011731","1","15","1194","1003","10201731"
"56011731","50","8","1195","0","91002"
"56011732","1","15","1196","1003","10201732"
"56011732","100","8","1197","0","91002"
"56011733","1","15","1198","1001","10201733"
"56011734","1","15","1199","1002","10201734"
"56011735","1","15","1200","1003","10201735"
"56011735","50","8","1201","0","91002"
"56011736","1","15","1202","1001","10201736"
"56011737","1","15","1203","1002","10201737"
"56011738","1","15","1204","1003","10201738"
"56011738","50","8","1205","0","91002"
"56011739","1","15","1206","1001","10201739"
"56011740","1","15","1207","1002","10201740"
"56011741","1","15","1208","1003","10201741"
"56011741","50","8","1209","0","91002"
"56011742","1","15","1210","1001","10201742"
"56011743","1","15","1211","1002","10201743"
"56011744","1","15","1212","1003","10201744"
"56011744","50","8","1213","0","91002"
"56011745","1","15","1214","1003","10201745"
"56011745","100","8","1215","0","91002"
"56011746","1","15","1216","1001","10201746"
"56011747","1","15","1217","1002","10201747"
"56011748","1","15","1218","1003","10201748"
"56011748","50","8","1219","0","91002"
"56011749","1","15","1220","1001","10201749"
"56011750","1","15","1221","1002","10201750"
"56011751","1","15","1222","1003","10201751"
"56011751","50","8","1223","0","91002"
"56011752","1","15","1224","1003","10201752"
"56011752","100","8","1225","0","91002"
"56011753","1","15","1226","1001","10201753"
"56011754","1","15","1227","1002","10201754"
"56011755","1","15","1228","1003","10201755"
"56011755","50","8","1229","0","91002"
"56011756","1","15","1230","1001","10201756"
"56011757","1","15","1231","1002","10201757"
"56011758","1","15","1232","1003","10201758"
"56011758","50","8","1233","0","91002"
"56011759","1","15","1234","1001","10201759"
"56011760","1","15","1235","1002","10201760"
"56011761","1","15","1236","1003","10201761"
"56011761","50","8","1237","0","91002"
"56011762","1","15","1238","1001","10201762"
"56011763","1","15","1239","1002","10201763"
"56011764","1","15","1240","1003","10201764"
"56011764","50","8","1241","0","91002"
"56011765","1","15","1242","1003","10201765"
"56011765","100","8","1243","0","91002"
"56011766","1","15","1244","1001","10201766"
"56011767","1","15","1245","1002","10201767"
"56011768","1","15","1246","1003","10201768"
"56011768","50","8","1247","0","91002"
"56011769","1","15","1248","1001","10201769"
"56011770","1","15","1249","1002","10201770"
"56011771","1","15","1250","1003","10201771"
"56011771","50","8","1251","0","91002"
"56011772","1","15","1252","1001","10201772"
"56011773","1","15","1253","1002","10201773"
"56011774","1","15","1254","1003","10201774"
"56011774","50","8","1255","0","91002"
"56011775","1","15","1256","1003","10201775"
"56011775","100","8","1257","0","91002"
"56011776","1","15","1258","1001","10201776"
"56011777","1","15","1259","1002","10201777"
"56011778","1","15","1260","1003","10201778"
"56011778","50","8","1261","0","91002"
"56011779","1","15","1262","1001","10201779"
"56011780","1","15","1263","1002","10201780"
"56011781","1","15","1264","1003","10201781"
"56011781","50","8","1265","0","91002"
"56011782","1","15","1266","1001","10201782"
"56011783","1","15","1267","1002","10201783"
"56011784","1","15","1268","1003","10201784"
"56011784","50","8","1269","0","91002"
"56011785","1","15","1270","1003","10201785"
"56011785","100","8","1271","0","91002"
"51601001","1","15","1272","1001","11601001"
"51601002","1","15","1273","1002","11601002"
"51601003","1","15","1274","1003","11601003"
"56011786","1","15","1275","1001","10201786"
"56011787","1","15","1276","1002","10201787"
"56011788","1","15","1277","1003","10201788"
"56011788","50","8","1278","0","91002"
"56011789","1","15","1279","1001","10201789"
"56011790","1","15","1280","1002","10201790"
"56011791","1","15","1281","1003","10201791"
"56011791","50","8","1282","0","91002"
"56011792","1","15","1283","1003","10201792"
"56011792","100","8","1284","0","91002"
"56011793","1","15","1285","1001","10201793"
"56011794","1","15","1286","1002","10201794"
"56011795","1","15","1287","1003","10201795"
"56011795","50","8","1288","0","91002"
"56011796","1","15","1289","1001","10201796"
"56011797","1","15","1290","1002","10201797"
"56011798","1","15","1291","1003","10201798"
"56011798","50","8","1292","0","91002"
"56011799","1","15","1293","1003","10201799"
"56011799","100","8","1294","0","91002"
"56011800","1","15","1295","1001","10201800"
"56011801","1","15","1296","1002","10201801"
"56011802","1","15","1297","1003","10201802"
"56011802","50","8","1298","0","91002"
"56011803","1","15","1299","1001","10201803"
"56011804","1","15","1300","1002","10201804"
"56011805","1","15","1301","1003","10201805"
"56011805","50","8","1302","0","91002"
"56011806","1","15","1303","1003","10201806"
"56011806","100","8","1304","0","91002"
"56011807","1","15","1305","1001","10201807"
"56011808","1","15","1306","1002","10201808"
"56011809","1","15","1307","1003","10201809"
"56011809","50","8","1308","0","91002"
"56011810","1","15","1309","1001","10201810"
"56011811","1","15","1310","1002","10201811"
"56011812","1","15","1311","1003","10201812"
"56011812","50","8","1312","0","91002"
"56011813","1","15","1313","1001","10201813"
"56011814","1","15","1314","1002","10201814"
"56011815","1","15","1315","1003","10201815"
"56011815","50","8","1316","0","91002"
"56011816","1","15","1317","1001","10201816"
"56011817","1","15","1318","1002","10201817"
"56011818","1","15","1319","1003","10201818"
"56011818","50","8","1320","0","91002"
"56011819","1","15","1321","1003","10201819"
"56011819","100","8","1322","0","91002"
"56011820","1","15","1323","1001","10201820"
"56011821","1","15","1324","1002","10201821"
"56011822","1","15","1325","1003","10201822"
"56011822","50","8","1326","0","91002"
"56011823","1","15","1327","1001","10201823"
"56011824","1","15","1328","1002","10201824"
"56011825","1","15","1329","1003","10201825"
"56011825","50","8","1330","0","91002"
"56011826","1","15","1331","1001","10201826"
"56011827","1","15","1332","1002","10201827"
"56011828","1","15","1333","1003","10201828"
"56011828","50","8","1334","0","91002"
"56011829","1","15","1335","1001","10201829"
"56011830","1","15","1336","1002","10201830"
"56011831","1","15","1337","1003","10201831"
"56011831","50","8","1338","0","91002"
"51701001","1","15","1339","1001","11701001"
"56011832","1","15","1340","1001","10201832"
"56011833","1","15","1341","1002","10201833"
"56011834","1","15","1342","1003","10201834"
"56011834","50","8","1343","0","91002"
"56011835","1","15","1344","1001","10201835"
"56011836","1","15","1345","1002","10201836"
"56011837","1","15","1346","1003","10201837"
"56011837","50","8","1347","0","91002"
"56011838","1","15","1348","1003","10201838"
"56011838","100","8","1349","0","91002"
"56011839","1","15","1350","1003","10201839"
"56011839","100","8","1351","0","91002"
"56011840","1","15","1352","1003","10201840"
"56011840","100","8","1353","0","91002"
"56011841","1","15","1354","1001","10201841"
"56011842","1","15","1355","1002","10201842"
"56011843","1","15","1356","1003","10201843"
"56011843","50","8","1357","0","91002"
"56011844","1","15","1358","1001","10201844"
"56011845","1","15","1359","1002","10201845"
"56011846","1","15","1360","1003","10201846"
"56011846","50","8","1361","0","91002"
"56011847","1","15","1362","1001","10201847"
"56011848","1","15","1363","1002","10201848"
"56011849","1","15","1364","1003","10201849"
"56011849","50","8","1365","0","91002"
"56011850","1","15","1366","1001","10201850"
"56011851","1","15","1367","1002","10201851"
"56011852","1","15","1368","1003","10201852"
"56011852","50","8","1369","0","91002"
"56011853","1","15","1370","1001","10201853"
"56011854","1","15","1371","1002","10201854"
"56011855","1","15","1372","1003","10201855"
"56011855","50","8","1373","0","91002"
"56011856","1","15","1374","1001","10201856"
"56011857","1","15","1375","1002","10201857"
"56011858","1","15","1376","1003","10201858"
"56011858","50","8","1377","0","91002"
"56011859","1","15","1378","1001","10201859"
"56011860","1","15","1379","1002","10201860"
"56011861","1","15","1380","1003","10201861"
"56011861","50","8","1381","0","91002"
"56011862","1","15","1382","1003","10201862"
"56011862","100","8","1383","0","91002"
"56011863","1","15","1384","1001","10201863"
"56011864","1","15","1385","1002","10201864"
"56011865","1","15","1386","1003","10201865"
"56011865","50","8","1387","0","91002"
"56011866","1","15","1388","1001","10201866"
"56011867","1","15","1389","1002","10201867"
"56011868","1","15","1390","1003","10201868"
"56011868","50","8","1391","0","91002"
"56011869","1","15","1392","1001","10201869"
"56011870","1","15","1393","1002","10201870"
"56011871","1","15","1394","1003","10201871"
"56011871","50","8","1395","0","91002"
"56011872","1","15","1396","1001","10201872"
"56011873","1","15","1397","1002","10201873"
"56011874","1","15","1398","1003","10201874"
"56011874","50","8","1399","0","91002"
"51801001","1","15","1400","1003","11801001"
"56011875","1","15","1401","1001","10201875"
"56011876","1","15","1402","1002","10201876"
"56011877","1","15","1403","1003","10201877"
"56011877","50","8","1404","0","91002"
"56011878","1","15","1405","1001","10201878"
"56011879","1","15","1406","1002","10201879"
"56011880","1","15","1407","1003","10201880"
"56011880","50","8","1408","0","91002"
"56011881","1","15","1409","1001","10201881"
"56011882","1","15","1410","1002","10201882"
"56011883","1","15","1411","1003","10201883"
"56011883","50","8","1412","0","91002"
"56011884","1","15","1413","1001","10201884"
"56011885","1","15","1414","1002","10201885"
"56011886","1","15","1415","1003","10201886"
"56011886","50","8","1416","0","91002"
"56011887","1","15","1417","1001","10201887"
"56011888","1","15","1418","1002","10201888"
"56011889","1","15","1419","1003","10201889"
"56011889","50","8","1420","0","91002"
"56011890","1","15","1421","1001","10201890"
"56011891","1","15","1422","1002","10201891"
"56011892","1","15","1423","1003","10201892"
"56011892","50","8","1424","0","91002"
"56011893","1","15","1425","1001","10201893"
"56011894","1","15","1426","1002","10201894"
"56011895","1","15","1427","1003","10201895"
"56011895","50","8","1428","0","91002"
"56011896","1","15","1429","1001","10201896"
"56011897","1","15","1430","1002","10201897"
"56011898","1","15","1431","1003","10201898"
"56011898","50","8","1432","0","91002"
"56011899","1","15","1433","1003","10201899"
"56011899","100","8","1434","0","91002"
"56011900","1","15","1435","1003","10201900"
"56011900","100","8","1436","0","91002"
"56011901","1","15","1437","1003","10201901"
"56011901","100","8","1438","0","91002"
"56011902","1","15","1439","1001","10201902"
"56011903","1","15","1440","1002","10201903"
"56011904","1","15","1441","1003","10201904"
"56011904","50","8","1442","0","91002"
"56011905","1","15","1443","1001","10201905"
"56011906","1","15","1444","1002","10201906"
"56011907","1","15","1445","1003","10201907"
"56011907","50","8","1446","0","91002"
"56011908","1","15","1447","1001","10201908"
"56011909","1","15","1448","1002","10201909"
"56011910","1","15","1449","1003","10201910"
"56011910","50","8","1450","0","91002"
"56011911","1","15","1451","1001","10201911"
"56011912","1","15","1452","1002","10201912"
"56011913","1","15","1453","1003","10201913"
"56011913","50","8","1454","0","91002"
"56011914","1","15","1455","1001","10201914"
"56011915","1","15","1456","1002","10201915"
"56011916","1","15","1457","1003","10201916"
"56011916","50","8","1458","0","91002"
"56012019","1","15","1459","1003","10202019"
"56011917","1","15","1460","1001","10201917"
"56011918","1","15","1461","1002","10201918"
"56011919","1","15","1462","1003","10201919"
"56011919","50","8","1463","0","91002"
"56011920","1","15","1464","1001","10201920"
"56011921","1","15","1465","1002","10201921"
"56011922","1","15","1466","1003","10201922"
"56011922","50","8","1467","0","91002"
"56011923","1","15","1468","1001","10201923"
"56011924","1","15","1469","1002","10201924"
"56011925","1","15","1470","1003","10201925"
"56011925","50","8","1471","0","91002"
"56011926","1","15","1472","1001","10201926"
"56011927","1","15","1473","1002","10201927"
"56011928","1","15","1474","1003","10201928"
"56011928","50","8","1475","0","91002"
"56011929","1","15","1476","1001","10201929"
"56011930","1","15","1477","1002","10201930"
"56011931","1","15","1478","1003","10201931"
"56011931","50","8","1479","0","91002"
"56011932","1","15","1480","1001","10201932"
"56011933","1","15","1481","1002","10201933"
"56011934","1","15","1482","1003","10201934"
"56011934","50","8","1483","0","91002"
"56011935","1","15","1484","1001","10201935"
"56011936","1","15","1485","1002","10201936"
"56011937","1","15","1486","1003","10201937"
"56011937","50","8","1487","0","91002"
"56011938","1","15","1488","1001","10201938"
"56011939","1","15","1489","1002","10201939"
"56011940","1","15","1490","1003","10201940"
"56011940","50","8","1491","0","91002"
"56011941","1","15","1492","1001","10201941"
"56011942","1","15","1493","1002","10201942"
"56011943","1","15","1494","1003","10201943"
"56011943","50","8","1495","0","91002"
"56011944","1","15","1496","1001","10201944"
"56011945","1","15","1497","1002","10201945"
"56011946","1","15","1498","1003","10201946"
"56011946","50","8","1499","0","91002"
"56011947","1","15","1500","1001","10201947"
"56011948","1","15","1501","1002","10201948"
"56011949","1","15","1502","1003","10201949"
"56011949","50","8","1503","0","91002"
"56011950","1","15","1504","1001","10201950"
"56011951","1","15","1505","1002","10201951"
"56011952","1","15","1506","1003","10201952"
"56011952","50","8","1507","0","91002"
"56011953","1","15","1508","1001","10201953"
"56011954","1","15","1509","1002","10201954"
"56011955","1","15","1510","1003","10201955"
"56011955","50","8","1511","0","91002"
"56011956","1","15","1512","1003","10201956"
"56011956","100","8","1513","0","91002"
"56011957","1","15","1514","1001","10201957"
"56011958","1","15","1515","1002","10201958"
"56011959","1","15","1516","1003","10201959"
"56011959","50","8","1517","0","91002"
"56011960","1","15","1518","1001","10201960"
"56011961","1","15","1519","1002","10201961"
"56011962","1","15","1520","1003","10201962"
"56011962","50","8","1521","0","91002"
"56011963","1","15","1522","1001","10201963"
"56011964","1","15","1523","1002","10201964"
"56011965","1","15","1524","1003","10201965"
"56011965","50","8","1525","0","91002"
"56011966","1","15","1526","1001","10201966"
"56011967","1","15","1527","1002","10201967"
"56011968","1","15","1528","1003","10201968"
"56011968","50","8","1529","0","91002"
"56011969","1","15","1530","1001","10201969"
"56011970","1","15","1531","1002","10201970"
"56011971","1","15","1532","1003","10201971"
"56011971","50","8","1533","0","91002"
"56011972","1","15","1534","1001","10201972"
"56011973","1","15","1535","1002","10201973"
"56011974","1","15","1536","1003","10201974"
"56011974","50","8","1537","0","91002"
"56012022","1","15","1538","1003","10202022"
"56011975","1","15","1539","1001","10201975"
"56011976","1","15","1540","1002","10201976"
"56011977","1","15","1541","1003","10201977"
"56011977","50","8","1542","0","91002"
"56011978","1","15","1543","1001","10201978"
"56011979","1","15","1544","1002","10201979"
"56011980","1","15","1545","1003","10201980"
"56011980","50","8","1546","0","91002"
"56011981","1","15","1547","1001","10201981"
"56011982","1","15","1548","1002","10201982"
"56011983","1","15","1549","1003","10201983"
"56011983","50","8","1550","0","91002"
