f77cacc0fa9ae9f6b787e397cde0e0825c7e62fdd3ddfa5876428ea5a1dcc450,17424e9643c59df383b8fc9deaf793f656fbeedac802e686cd510d2a9f1c69c7,20ab344af63c29f6cc74449b7be7d6a4ad22cc3a127f4c223a2d263cf7375ef0,f602b7035ccc6a17d55655762fb9339325256c005bf4cfae0731a995900013a5,8570d4e9c7ae4e4f9985461da07c175266bca78997a929b4454a0111678215ae,1b7c391185498177d604858bc64cded88f19353d1b0a58b77336d940b24940d0,8f359da71610b872c6e8e1e04b3dd62ce46e802653e850b429fbc851cafcb6c9,adf289c3c2f420d1f95870ed43c41922dcc19edc71fb0cbdd110f4ddda007ff6,b9ec707f617c95f5f208f5ee31e1e0ebb88c12ee00d5dd4eeebf25ba752e2146,2156c2fc5350e6fe89946b751515b2a0257291e3c000051da219a5c2abffa99b,6c12427feeb35158a231240f13af8aa3bc58ce3afefb7803476d0d37eb497a61,57b7bcfd3c8740b41e78644e1e62a0732f6f250953816b58da1eaed96ee0ac37
"vo_ske_0608","0","53","0","2","0","1005901","0","vo_ske","0","0","100590153"
"0","0","54","0","1","2","1005901","11","0","0","212","100590154"
"0","0","55","1","4","0","1005901","0","0","2.7","0","100590155"
"0","212","56","0","1","1","1005901","11","0","0","339","100590156"
"0","0","57","1","4","0","1005901","0","0","1","0","100590157"
"0","0","58","0","1","0.7","1005901","12","0","0","82","100590158"
"0","0","59","1","4","0","1005901","0","0","1.9","0","100590159"
"0","82","60","0","1","1.6","1005901","12","0","0","313","100590160"
"0","0","61","1","4","0","1005901","0","0","4","0","100590161"
"vo_ske_0609","0","62","0","2","0","1005901","0","vo_ske","0","0","100590162"
"0","0","63","0","1","2","1005901","13","0","0","238","100590163"
"0","0","64","1","4","0","1005901","0","0","3.8","0","100590164"
"vo_ske_0610","0","65","0","2","0","1005901","0","vo_ske","0","0","100590165"
"0","0","66","0","1","0.7","1005901","14","0","0","114","100590166"
"0","0","67","1","4","0","1005901","0","0","1.4","0","100590167"
"0","114","68","0","1","1.7","1005901","14","0","0","336","100590168"
"0","0","69","1","4","0","1005901","0","0","4.2","0","100590169"
"0","0","1","1","4","0","1005902","0","0","0.8","0","100590201"
"vo_ske_0701","0","2","0","2","0","1005902","0","vo_ske","0","0","100590202"
"0","0","3","0","1","2.3","1005902","1","0","0","310","100590203"
"0","0","4","1","4","0","1005902","0","0","3.6","0","100590204"
"vo_ske_0702","0","5","0","2","0","1005902","0","vo_ske","0","0","100590205"
"0","0","6","0","1","0.9","1005902","2","0","0","120","100590206"
"0","0","7","1","4","0","1005902","0","0","1.6","0","100590207"
"0","120","8","0","1","0.7","1005902","2","0","0","210","100590208"
"0","0","9","1","4","0","1005902","0","0","1.6","0","100590209"
"0","210","10","0","1","0.9","1005902","2","0","0","290","100590210"
"0","0","11","1","4","0","1005902","0","0","1.5","0","100590211"
"0","0","12","0","1","1.9","1005902","3","0","0","250","100590212"
"0","0","13","1","4","0","1005902","0","0","3.5","0","100590213"
"vo_ske_0703","0","14","0","2","0","1005902","0","vo_ske","0","0","100590214"
"0","0","15","0","1","1.2","1005902","4","0","0","135","100590215"
"0","0","16","1","4","0","1005902","0","0","2.1","0","100590216"
"0","135","17","0","1","1.6","1005902","4","0","0","328","100590217"
"0","0","18","1","4","0","1005902","0","0","1.6","0","100590218"
"0","0","19","0","1","0.6","1005902","5","0","0","114","100590219"
"0","0","20","1","4","0","1005902","0","0","2.5","0","100590220"
"vo_ske_0704","0","21","0","2","0","1005902","0","vo_ske","0","0","100590221"
"0","114","22","0","1","0.7","1005902","5","0","0","200","100590222"
"0","0","23","1","4","0","1005902","0","0","2.4","0","100590223"
"0","200","24","0","1","1.1","1005902","5","0","0","318","100590224"
"0","0","25","1","4","0","1005902","0","0","1.1","0","100590225"
"0","0","26","0","1","1.5","1005902","6","0","0","183","100590226"
"0","0","27","1","4","0","1005902","0","0","2","0","100590227"
"0","183","28","0","1","1.4","1005902","6","0","0","340","100590228"
"0","0","29","1","4","0","1005902","0","0","2.9","0","100590229"
"vo_ske_0705","0","30","0","2","0","1005902","0","vo_ske","0","0","100590230"
"0","0","31","0","1","0.6","1005902","7","0","0","85","100590231"
"0","0","32","1","4","0","1005902","0","0","1.4","0","100590232"
"0","85","33","0","1","2","1005902","7","0","0","340","100590233"
"0","0","34","1","4","0","1005902","0","0","5.2","0","100590234"
"vo_ske_0706","0","35","0","2","0","1005902","0","vo_ske","0","0","100590235"
"0","0","36","0","1","1.226","1005902","8","0","0","116","100590236"
"0","0","37","1","4","0","1005902","0","0","1.934","0","100590237"
"0","116","38","0","1","1.42","1005902","8","0","0","281","100590238"
"0","0","39","1","4","0","1005902","0","0","1.552","0","100590239"
"0","281","40","0","1","0.6","1005902","8","0","0","357","100590240"
"0","0","41","1","4","0","1005902","0","0","0.6","0","100590241"
"0","0","42","0","1","1.2","1005902","9","0","0","180","100590242"
"0","0","43","1","4","0","1005902","0","0","3","0","100590243"
"vo_ske_0707","0","44","0","2","0","1005902","0","vo_ske","0","0","100590244"
"0","180","45","0","1","1","1005902","9","0","0","284","100590245"
"0","0","46","1","4","0","1005902","0","0","2","0","100590246"
"0","284","47","0","1","0.9","1005902","9","0","0","402","100590247"
"0","0","48","1","4","0","1005902","0","0","3.1","0","100590248"
"vo_ske_0708","0","49","0","2","0","1005902","0","vo_ske","0","0","100590249"
"0","0","50","0","1","1.1","1005902","10","0","0","168","100590250"
"0","0","51","1","4","0","1005902","0","0","2.4","0","100590251"
"vo_ske_0709","0","52","0","2","0","1005902","0","vo_ske","0","0","100590252"
"0","0","53","0","1","2.5","1005902","11","0","0","340","100590253"
"0","0","54","1","4","0","1005902","0","0","3.4","0","100590254"
"vo_ske_0710","0","55","0","2","0","1005902","0","vo_ske","0","0","100590255"
"0","0","56","0","1","1.4","1005902","12","0","0","150","100590256"
"0","0","57","1","4","0","1005902","0","0","2.1","0","100590257"
"0","150","58","0","1","1.3","1005902","12","0","0","302","100590258"
"0","0","59","1","4","0","1005902","0","0","3.2","0","100590259"
"vo_ske_0711","0","60","0","2","0","1005902","0","vo_ske","0","0","100590260"
"0","0","61","0","1","0.8","1005902","13","0","0","63","100590261"
"0","0","62","1","4","0","1005902","0","0","1.9","0","100590262"
"0","63","63","0","1","1.7","1005902","13","0","0","305","100590263"
"0","0","64","1","4","0","1005902","0","0","3.5","0","100590264"
"vo_ske_0712","0","65","0","2","0","1005902","0","vo_ske","0","0","100590265"
"0","0","66","0","1","1","1005902","14","0","0","95","100590266"
"0","0","67","1","4","0","1005902","0","0","1.9","0","100590267"
"0","95","68","0","1","1.6","1005902","14","0","0","362","100590268"
"0","0","69","1","4","0","1005902","0","0","4.1","0","100590269"
"0","0","1","1","4","0","1005903","0","0","0.8","0","100590301"
"vo_ske_0801","0","2","0","2","0","1005903","0","vo_ske","0","0","100590302"
"0","0","3","0","1","2.2","1005903","1","0","0","231","100590303"
"0","0","4","1","4","0","1005903","0","0","3.4","0","100590304"
"vo_ske_0802","0","5","0","2","0","1005903","0","vo_ske","0","0","100590305"
"0","0","6","0","1","0.465","1005903","2","0","0","39","100590306"
"0","0","7","1","4","0","1005903","0","0","0.998","0","100590307"
"0","39","8","0","1","1.722","1005903","2","0","0","284","100590308"
"0","0","9","1","4","0","1005903","0","0","3.024","0","100590309"
"0","284","10","0","1","0.8","1005903","2","0","0","388","100590310"
"0","0","11","1","4","0","1005903","0","0","0.8","0","100590311"
"0","0","12","0","1","0.9","1005903","3","0","0","168","100590312"
"0","0","13","1","4","0","1005903","0","0","2.5","0","100590313"
"0","168","14","0","1","1","1005903","3","0","0","262","100590314"
"0","0","15","1","4","0","1005903","0","0","1.8","0","100590315"
"0","262","16","0","1","1.2","1005903","3","0","0","388","100590316"
"0","0","17","1","4","0","1005903","0","0","1.2","0","100590317"
"0","0","18","0","1","0.828","1005903","4","0","0","145","100590318"
"0","0","19","1","4","0","1005903","0","0","3.156","0","100590319"
"vo_ske_0803","0","20","0","2","0","1005903","0","vo_ske","0","0","100590320"
"0","0","21","0","1","1.2","1005903","5","0","0","134","100590321"
"0","0","22","1","4","0","1005903","0","0","2.3","0","100590322"
"0","134","23","0","1","1.8","1005903","5","0","0","347","100590323"
"0","0","24","1","4","0","1005903","0","0","3.4","0","100590324"
"0","0","25","0","1","1.9","1005903","6","0","0","257","100590325"
"0","0","26","1","4","0","1005903","0","0","4.3","0","100590326"
"vo_ske_0804","0","27","0","2","0","1005903","0","vo_ske","0","0","100590327"
"0","0","28","0","1","1.067","1005903","7","0","0","133","100590328"
"0","0","29","1","4","0","1005903","0","0","1.523","0","100590329"
"0","133","30","0","1","0.674","1005903","7","0","0","210","100590330"
"0","0","31","1","4","0","1005903","0","0","2.337","0","100590331"
"vo_ske_0805","0","32","0","2","0","1005903","0","vo_ske","0","0","100590332"
"0","210","33","0","1","1.1","1005903","7","0","0","330","100590333"
"0","0","34","1","4","0","1005903","0","0","1.1","0","100590334"
"0","0","35","0","1","0.675","1005903","8","0","0","110","100590335"
"0","0","36","1","4","0","1005903","0","0","1.662","0","100590336"
"0","110","37","0","1","2","1005903","8","0","0","350","100590337"
"0","0","38","1","4","0","1005903","0","0","4.3","0","100590338"
"vo_ske_0806","0","39","0","2","0","1005903","0","vo_ske","0","0","100590339"
"0","0","40","0","1","1.3","1005903","9","0","0","140","100590340"
"0","0","41","1","4","0","1005903","0","0","2.5","0","100590341"
"0","140","42","0","1","1.7","1005903","9","0","0","370","100590342"
"0","0","43","1","4","0","1005903","0","0","1.7","0","100590343"
"0","0","44","0","1","0.5","1005903","10","0","0","83","100590344"
"0","0","45","1","4","0","1005903","0","0","3.5","0","100590345"
"vo_ske_0807","0","46","0","2","0","1005903","0","vo_ske","0","0","100590346"
"0","0","47","0","1","2","1005903","11","0","0","222","100590347"
"0","0","48","1","4","0","1005903","0","0","3.2","0","100590348"
"0","222","49","0","1","1.1","1005903","11","0","0","385","100590349"
"0","0","50","1","4","0","1005903","0","0","1.1","0","100590350"
"0","0","51","0","1","0.8","1005903","12","0","0","102","100590351"
"0","0","52","1","4","0","1005903","0","0","2.4","0","100590352"
"0","102","53","0","1","1.7","1005903","12","0","0","328","100590353"
"0","0","54","1","4","0","1005903","0","0","4.6","0","100590354"
"vo_ske_0808","0","55","0","2","0","1005903","0","vo_ske","0","0","100590355"
"0","0","56","0","1","0.4","1005903","13","0","0","89","100590356"
"0","0","57","1","4","0","1005903","0","0","2","0","100590357"
"0","89","58","0","1","2.3","1005903","13","0","0","360","100590358"
"0","0","59","1","4","0","1005903","0","0","3.2","0","100590359"
"0","0","60","0","1","0.9","1005903","14","0","0","120","100590360"
"0","0","61","1","4","0","1005903","0","0","3.2","0","100590361"
"vo_ske_0809","0","62","0","2","0","1005903","0","vo_ske","0","0","100590362"
"0","120","63","0","1","0.8","1005903","14","0","0","318","100590363"
"0","0","64","1","4","0","1005903","0","0","3.3","0","100590364"
"0","0","1","1","4","0","1005904","0","0","0.8","0","100590401"
"vo_ske_0901","0","2","0","2","0","1005904","0","vo_ske","0","0","100590402"
"0","0","3","0","1","1.325","1005904","1","0","0","113","100590403"
"0","0","4","1","4","0","1005904","0","0","2.008","0","100590404"
"0","113","5","0","1","1.863","1005904","1","0","0","365","100590405"
"0","0","6","1","4","0","1005904","0","0","3.699","0","100590406"
"vo_ske_0902","0","7","0","2","0","1005904","0","vo_ske","0","0","100590407"
"0","0","8","0","1","1.3","1005904","2","0","0","151","100590408"
"0","0","9","1","4","0","1005904","0","0","2.1","0","100590409"
"0","151","10","0","1","1.8","1005904","2","0","0","375","100590410"
"0","0","11","1","4","0","1005904","0","0","1.8","0","100590411"
"0","0","12","0","1","0.7","1005904","3","0","0","71","100590412"
"0","0","13","1","4","0","1005904","0","0","1.6","0","100590413"
"0","71","14","0","1","2.2","1005904","3","0","0","351","100590414"
"0","0","15","1","4","0","1005904","0","0","4.8","0","100590415"
"vo_ske_0903","0","16","0","2","0","1005904","0","vo_ske","0","0","100590416"
"0","0","17","0","1","2.3","1005904","4","0","0","304","100590417"
"0","0","18","1","4","0","1005904","0","0","3","0","100590418"
"0","304","19","0","1","0.8","1005904","4","0","0","389","100590419"
"0","0","20","1","4","0","1005904","0","0","1.3","0","100590420"
"0","0","21","0","1","2.8","1005904","5","0","0","342","100590421"
"0","0","22","1","4","0","1005904","0","0","4.9","0","100590422"
"vo_ske_0904","0","23","0","2","0","1005904","0","vo_ske","0","0","100590423"
"0","0","24","0","1","0.9","1005904","6","0","0","125","100590424"
"0","0","25","1","4","0","1005904","0","0","1.9","0","100590425"
"0","125","26","0","1","0.8","1005904","6","0","0","215","100590426"
"0","0","27","1","4","0","1005904","0","0","1.4","0","100590427"
"0","215","28","0","1","1.7","1005904","6","0","0","395","100590428"
"0","0","29","1","4","0","1005904","0","0","1.7","0","100590429"
"0","0","30","0","1","0.3","1005904","7","0","0","47","100590430"
"0","0","31","1","4","0","1005904","0","0","1.2","0","100590431"
"0","47","32","0","1","2.1","1005904","7","0","0","317","100590432"
"0","0","33","1","4","0","1005904","0","0","4.1","0","100590433"
"vo_ske_0905","0","34","0","2","0","1005904","0","vo_ske","0","0","100590434"
"0","0","35","0","1","1.3","1005904","8","0","0","233","100590435"
"0","0","36","1","4","0","1005904","0","0","1.9","0","100590436"
"0","233","37","0","1","0.59","1005904","8","0","0","311","100590437"
"0","0","38","1","4","0","1005904","0","0","2.656","0","100590438"
"vo_ske_0906","0","39","0","2","0","1005904","0","vo_ske","0","0","100590439"
"0","0","40","0","1","0.8","1005904","9","0","0","97","100590440"
"0","0","41","1","4","0","1005904","0","0","1.7","0","100590441"
"0","97","42","0","1","2.1","1005904","9","0","0","350","100590442"
"0","0","43","1","4","0","1005904","0","0","2.1","0","100590443"
"0","0","44","0","1","1.4","1005904","10","0","0","170","100590444"
"0","0","45","1","4","0","1005904","0","0","3.3","0","100590445"
"0","170","46","0","1","1.1","1005904","10","0","0","300","100590446"
"0","0","47","1","4","0","1005904","0","0","2.2","0","100590447"
"0","300","48","0","1","0.6","1005904","10","0","0","395","100590448"
"0","0","49","1","4","0","1005904","0","0","0.6","0","100590449"
"0","0","50","0","1","2.1","1005904","11","0","0","253","100590450"
"0","0","51","1","4","0","1005904","0","0","4.7","0","100590451"
"vo_ske_0907","0","52","0","2","0","1005904","0","vo_ske","0","0","100590452"
"0","0","53","0","1","0.8","1005904","12","0","0","95","100590453"
"0","0","54","1","4","0","1005904","0","0","1.7","0","100590454"
"0","95","55","0","1","1.34","1005904","12","0","0","256","100590455"
"0","0","56","1","4","0","1005904","0","0","1.874","0","100590456"
"0","256","57","0","1","0.776","1005904","12","0","0","347","100590457"
"0","0","58","1","4","0","1005904","0","0","2.613","0","100590458"
"vo_ske_0908","0","59","0","2","0","1005904","0","vo_ske","0","0","100590459"
"0","0","60","0","1","1.5","1005904","14","0","0","161","100590460"
"0","0","61","1","4","0","1005904","0","0","2.6","0","100590461"
"0","161","62","0","1","2","1005904","14","0","0","399","100590462"
"0","0","63","1","4","0","1005904","0","0","4.5","0","100590463"
"0","0","1","1","4","0","1005905","0","0","0.8","0","100590501"
"vo_ske_1001","0","2","0","2","0","1005905","0","vo_ske","0","0","100590502"
"0","0","3","0","1","0.5","1005905","1","0","0","53","100590503"
"0","0","4","1","4","0","1005905","0","0","1.1","0","100590504"
"0","53","5","0","1","1.4","1005905","1","0","0","235","100590505"
"0","0","6","1","4","0","1005905","0","0","2.8","0","100590506"
"vo_ske_1002","0","7","0","2","0","1005905","0","vo_ske","0","0","100590507"
"0","0","8","0","1","1.8","1005905","2","0","0","230","100590508"
"0","0","9","1","4","0","1005905","0","0","2.4","0","100590509"
"0","230","10","0","1","1.4","1005905","2","0","0","400","100590510"
"0","0","11","1","4","0","1005905","0","0","3.3","0","100590511"
"vo_ske_1003","0","12","0","2","0","1005905","0","vo_ske","0","0","100590512"
"0","0","13","0","1","2.224","1005905","3","0","0","237","100590513"
"0","0","14","1","4","0","1005905","0","0","2.769","0","100590514"
"0","237","15","0","1","0.869","1005905","3","0","0","358","100590515"
"0","0","16","1","4","0","1005905","0","0","1.635","0","100590516"
"0","0","17","0","1","0.6","1005905","4","0","0","93","100590517"
"0","0","18","1","4","0","1005905","0","0","2.2","0","100590518"
"vo_ske_1004","0","19","0","2","0","1005905","0","vo_ske","0","0","100590519"
"0","93","20","0","1","1.3","1005905","4","0","0","237","100590520"
"0","0","21","1","4","0","1005905","0","0","1.8","0","100590521"
"0","237","22","0","1","0.9","1005905","4","0","0","342","100590522"
"0","0","23","1","4","0","1005905","0","0","0.9","0","100590523"
"0","0","24","0","1","0.9","1005905","5","0","0","166","100590524"
"0","0","25","1","4","0","1005905","0","0","2.7","0","100590525"
"0","166","26","0","1","1.059","1005905","5","0","0","327","100590526"
"0","0","27","1","4","0","1005905","0","0","3","0","100590527"
"vo_ske_1005","0","28","0","2","0","1005905","0","vo_ske","0","0","100590528"
"0","0","29","0","1","1.2","1005905","6","0","0","94","100590529"
"0","0","30","1","4","0","1005905","0","0","1.7","0","100590530"
"0","94","31","0","1","2.1","1005905","6","0","0","397","100590531"
"0","0","32","1","4","0","1005905","0","0","4.5","0","100590532"
"vo_ske_1006","0","33","0","2","0","1005905","0","vo_ske","0","0","100590533"
"0","0","34","0","1","0.566","1005905","7","0","0","47","100590534"
"0","0","35","1","4","0","1005905","0","0","1.552","0","100590535"
"0","47","36","0","1","2.318","1005905","7","0","0","362","100590536"
"0","0","37","1","4","0","1005905","0","0","3.724","0","100590537"
"0","0","38","0","1","2.077","1005905","8","0","0","260","100590538"
"0","0","39","1","4","0","1005905","0","0","2.729","0","100590539"
"0","260","40","0","1","0.66","1005905","8","0","0","327","100590540"
"0","0","41","1","4","0","1005905","0","0","2.832","0","100590541"
"vo_ske_1007","0","42","0","2","0","1005905","0","vo_ske","0","0","100590542"
"0","0","43","0","1","0.608","1005905","9","0","0","60","100590543"
"0","0","44","1","4","0","1005905","0","0","1.363","0","100590544"
"0","60","45","0","1","1.493","1005905","9","0","0","179","100590545"
"0","0","46","1","4","0","1005905","0","0","2.007","0","100590546"
"0","179","47","0","1","1.437","1005905","9","0","0","387","100590547"
"0","0","48","1","4","0","1005905","0","0","3.22","0","100590548"
"vo_ske_1008","0","49","0","2","0","1005905","0","vo_ske","0","0","100590549"
"0","0","50","0","1","1.2","1005905","10","0","0","133","100590550"
"0","0","51","1","4","0","1005905","0","0","2.4","0","100590551"
"0","133","52","0","1","1.5","1005905","10","0","0","347","100590552"
"0","0","53","1","4","0","1005905","0","0","1.5","0","100590553"
"0","0","54","0","1","0.4","1005905","11","0","0","104","100590554"
"0","0","55","1","4","0","1005905","0","0","2.7","0","100590555"
"0","104","56","0","1","1.6","1005905","11","0","0","331","100590556"
"0","0","57","1","4","0","1005905","0","0","3.7","0","100590557"
"vo_ske_1009","0","58","0","2","0","1005905","0","vo_ske","0","0","100590558"
"0","0","59","0","1","2.9","1005905","12","0","0","345","100590559"
"0","0","60","1","4","0","1005905","0","0","4","0","100590560"
"0","0","61","0","1","1.6","1005905","13","0","0","216","100590561"
"0","0","62","1","4","0","1005905","0","0","3.6","0","100590562"
"vo_ske_1010","0","63","0","2","0","1005905","0","vo_ske","0","0","100590563"
"0","0","64","0","1","0.7","1005905","14","0","0","121","100590564"
"0","0","65","1","4","0","1005905","0","0","2.1","0","100590565"
"0","121","66","0","1","1.9","1005905","14","0","0","360","100590566"
"0","0","67","1","4","0","1005905","0","0","4.4","0","100590567"
"0","0","1","1","4","0","1005906","0","0","0.8","0","100590601"
"vo_ske_1101","0","2","0","2","0","1005906","0","vo_ske","0","0","100590602"
"0","0","3","0","1","1","1005906","1","0","0","121","100590603"
"0","0","4","1","4","0","1005906","0","0","1.7","0","100590604"
"0","121","5","0","1","0.6","1005906","1","0","0","211","100590605"
"0","0","6","1","4","0","1005906","0","0","1.5","0","100590606"
"0","211","7","0","1","0.9","1005906","1","0","0","280","100590607"
"0","0","8","1","4","0","1005906","0","0","1.5","0","100590608"
"0","0","9","0","1","1.6","1005906","2","0","0","135","100590609"
"0","0","10","1","4","0","1005906","0","0","3.6","0","100590610"
"vo_ske_1102","0","11","0","2","0","1005906","0","vo_ske","0","0","100590611"
"0","135","12","0","1","0.9","1005906","2","0","0","260","100590612"
"0","0","13","1","4","0","1005906","0","0","1.8","0","100590613"
"0","260","14","0","1","0.7","1005906","2","0","0","320","100590614"
"0","0","15","1","4","0","1005906","0","0","1.9","0","100590615"
"0","320","16","0","1","0.2","1005906","2","0","0","346","100590616"
"0","0","17","1","4","0","1005906","0","0","1.5","0","100590617"
"0","0","18","0","1","2.1","1005906","3","0","0","190","100590618"
"0","0","19","1","4","0","1005906","0","0","4.1","0","100590619"
"vo_ske_1103","0","20","0","2","0","1005906","0","vo_ske","0","0","100590620"
"0","190","21","0","1","1.7","1005906","3","0","0","387","100590621"
"0","0","22","1","4","0","1005906","0","0","2.5","0","100590622"
"0","0","23","0","1","1.197","1005906","4","0","0","139","100590623"
"0","0","24","1","4","0","1005906","0","0","1.72","0","100590624"
"0","139","25","0","1","1.735","1005906","4","0","0","347","100590625"
"0","0","26","1","4","0","1005906","0","0","4.154","0","100590626"
"vo_ske_1104","0","27","0","2","0","1005906","0","vo_ske","0","0","100590627"
"0","0","28","0","1","2.4","1005906","5","0","0","292","100590628"
"0","0","29","1","4","0","1005906","0","0","3.1","0","100590629"
"0","292","30","0","1","0.7","1005906","5","0","0","355","100590630"
"0","0","31","1","4","0","1005906","0","0","0.7","0","100590631"
"0","0","32","0","1","1.2","1005906","6","0","0","153","100590632"
"0","0","33","1","4","0","1005906","0","0","1.8","0","100590633"
"0","153","34","0","1","1.2","1005906","6","0","0","289","100590634"
"0","0","35","1","4","0","1005906","0","0","3.8","0","100590635"
"vo_ske_1105","0","36","0","2","0","1005906","0","vo_ske","0","0","100590636"
"0","0","37","0","1","0.8","1005906","7","0","0","92","100590637"
"0","0","38","1","4","0","1005906","0","0","1.4","0","100590638"
"0","92","39","0","1","1.1","1005906","7","0","0","230","100590639"
"0","0","40","1","4","0","1005906","0","0","2.1","0","100590640"
"0","260","41","0","1","1.3","1005906","7","0","0","384","100590641"
"0","0","42","1","4","0","1005906","0","0","1.3","0","100590642"
"0","0","43","0","1","0.4","1005906","8","0","0","55","100590643"
"0","0","44","1","4","0","1005906","0","0","1.9","0","100590644"
"0","55","45","0","1","1.152","1005906","8","0","0","177","100590645"
"0","0","46","1","4","0","1005906","0","0","1.561","0","100590646"
"0","177","47","0","1","1.273","1005906","8","0","0","355","100590647"
"0","0","48","1","4","0","1005906","0","0","3.32","0","100590648"
"vo_ske_1106","0","49","0","2","0","1005906","0","vo_ske","0","0","100590649"
"0","0","50","0","1","2.7","1005906","9","0","0","300","100590650"
"0","0","51","1","4","0","1005906","0","0","3.8","0","100590651"
"0","0","52","0","1","0.894","1005906","10","0","0","79","100590652"
"0","0","53","1","4","0","1005906","0","0","1.455","0","100590653"
"0","79","54","0","1","1.334","1005906","10","0","0","263","100590654"
"0","0","55","1","4","0","1005906","0","0","3.699","0","100590655"
"vo_ske_1107","0","56","0","2","0","1005906","0","vo_ske","0","0","100590656"
"0","0","57","0","1","1.7","1005906","11","0","0","210","100590657"
"0","0","58","1","4","0","1005906","0","0","2.8","0","100590658"
"0","0","59","0","1","1.364","1005906","12","0","0","183","100590659"
"0","0","60","1","4","0","1005906","0","0","3.365","0","100590660"
"vo_ske_1108","0","61","0","2","0","1005906","0","vo_ske","0","0","100590661"
"0","0","62","0","1","0.6","1005906","13","0","0","85","100590662"
"0","0","63","1","4","0","1005906","0","0","2.4","0","100590663"
"vo_ske_1109","0","64","0","2","0","1005906","0","vo_ske","0","0","100590664"
"0","0","65","0","1","1","1005906","14","0","0","122","100590665"
"0","0","66","1","4","0","1005906","0","0","2","0","100590666"
"0","122","67","0","1","1","1005906","14","0","0","212","100590667"
"0","0","68","1","4","0","1005906","0","0","3.5","0","100590668"
