3df7f5fbc9c464429a23615ded301d4f2cf6da89e2b39a301f75a84998d2915b,27989063e85b4542fa3c13bd893901331d6c717946406dd38712a583788431a7,577072809ba0ccb2d69f08a42b044cdf2a648fdcfd94528aa9d26c3acc4f15b9,df19b4c8aa6ed9301e44fc41938a0997687420a22769f1af043bec26045e6a77,8a8993d27086081fe8cffc91be21f52d39f5275ddb9a0ece2e7f343e39654efc,7ac168034fee9db6a305208de3dbb209db19362a521b1bb85131971a077c5dcc,6e4446e8cdf0e99d66423e35bb5ddf8b1c6c579c8c7c1e714697e81bc646f559,3e0e92e89ff2facd7a982167d46aa42536ccd6ead9f24fd6fbc515382845a27a,4df80098072eb20808d336cd9054a8fa4f7a28b9ad8aa38ec1adc3429872d6b2,c1adb60c9252b7a1f5ba0e66a23e37e3c59d964b2e46dca4f50f0fcbe51a0b0e,42275fcf13bd5e9c0b2ef8bebdba3d6d2ddfdd1fa8127e24e7ef80bc5459eff3
"91","","","","17414","","","0","","","17414058"
"3","","","0.2","17414","","","110811","wac_birthday_idle_smile","1","17414059"
"3","","","0.2","17414","","","110911","wac_birthday_talk_sad","1","17414060"
"21","","","","17414","0","","vo_wac_17414","vo_wac_17414_001","0","17414061"
"11","0","0.5","0","17414","1","1","110911","照れ隠しなのか新手のモノボケなのか\n知らないですけどクロエ先輩……\nあきらかバースデーケーキ前にして\nそのすっとぼけは無理ないです？","10","17414062"
"91","","","","17414","","","0","","","17414063"
"3","","","0.2","17414","","","110911","wac_birthday_idle_sad","1","17414064"
"3","","","0.2","17414","","","110811","wac_birthday_chloe_talk_sad","1","17414065"
"21","","","","17414","0","","vo_wac_17414","vo_wac_17414_002","0","17414066"
"11","0","0.5","0","17414","1","1","110811","あ？　じゃあさ、そんなン言うなら\nこっちも言わせてもらうけどさ。\nあんたらサプライズするならするで\nもっと上手いことやってくんない。","10","17414067"
"91","","","","17414","","","0","","","17414068"
"3","","","0.2","17414","","","110811","wac_birthday_talk_smile","1","17414069"
"21","","","","17414","0","","vo_wac_17414","vo_wac_17414_003","0","17414070"
"11","0","0.5","0","17414","1","1","110811","朝からユニ先輩クリームまみれなのよ。\n気付くわそりゃ。喜びどころムズいわ。\nとっくにニヤ散らかした後だわ。\nいんだけどさべつに。ありがとね。","10","17414071"
"91","","","","17414","","","0","","","17414072"
"22","","","","17414","","","0","","","17414073"
"25","","","","17614","","","bgm_M321","bgm_M321_2C","","17614001"
"1","0","wac_birthday_idle_normal","2","17614","-1000","-70","1","104311","250","17614002"
"1","1","wac_birthday_idle_wish","2","17614","200","-270","1","101011","256","17614003"
"1","1","wac_birthday_idle_smile","2","17614","320","-310","1","101411","258","17614004"
"1","1","wac_birthday_idle_kyapi","2","17614","450","-290","1","101711","257","17614005"
"13","","","","17614","","","104311","300","","17614006"
"13","","","","17614","","","101011","300","","17614007"
"13","","","","17614","","","101411","300","","17614008"
"13","","","","17614","","","101711","300","","17614009"
"31","","","0","17614","0","1","501","501","0","17614010"
"31","","","1","17614","0","1","600","600","0","17614011"
"31","","","0","17614","0","1","602","602","0","17614012"
"31","","","0","17614","0","1","603","603","0","17614013"
"31","","","1","17614","60","1","604","604","30","17614014"
"31","","","1","17614","0","1","613","613","0","17614015"
"31","","","0","17614","0","1","700","700","0","17614016"
"31","","","0","17614","0","1","701","701","0","17614017"
"31","","","0","17614","0","1","702","702","0","17614018"
"31","","","0","17614","0","1","800","800","0","17614019"
"31","","","1","17614","60","1","921","921","30","17614020"
"93","","","","17614","","","1","","","17614021"
"3","0.2","","0.2","17614","wac_birthday_reaction_03","1","101411","wac_birthday_reaction_01","0","17614022"
"93","","","","17614","","","0.1","","","17614023"
"3","0.2","","0.2","17614","wac_birthday_reaction_04","1","101011","wac_birthday_reaction_03","0","17614024"
"3","0.2","","0.2","17614","wac_birthday_reaction_03","1","101711","wac_birthday_reaction_02","0","17614025"
"93","","","","17614","","","0.3","","","17614026"
"3","","","0.2","17614","","","104311","wac_birthday_makoto_run_01","1","17614027"
"2","","","","17614","3","","104311","0","-70","17614028"
"93","","","","17614","","","2.5","","","17614029"
"32","","","","17614","","","602","1","","17614030"
"93","","","","17614","","","0.6","","","17614031"
"32","","","","17614","","","501","1","","17614032"
"32","","","","17614","","","600","0","","17614033"
"32","","","","17614","","","613","0","","17614034"
"32","","","","17614","","","604","0","","17614035"
"32","","","","17614","","","701","1","","17614036"
"33","","","","17614","0.01","","921","0","0","17614037"
"3","0.2","","0.2","17614","wac_birthday_makoto_wish_01","1","104311","wac_birthday_makoto_blowout_02","0","17614038"
"2","","","","17614","0.01","","104311","-200","-330","17614039"
"3","","","0.2","17614","","","101011","wac_birthday_idle_wish","1","17614040"
"2","","","","17614","0.01","","101011","180","-320","17614041"
"3","","","0.2","17614","","","101411","wac_birthday_idle_smile","1","17614042"
"2","","","","17614","0.01","","101411","290","-360","17614043"
"3","","","0.2","17614","","","101711","wac_birthday_idle_kyapi","1","17614044"
"2","","","","17614","0.01","","101711","420","-340","17614045"
"93","","","","17614","","","0","","","17614046"
"32","","","","17614","","","800","1","","17614047"
"93","","","","17614","","","0.7","","","17614048"
"32","","","","17614","","","702","1","","17614049"
"93","","","","17614","","","0.5","","","17614050"
"23","","","","17614","","","se_common","se_sys_login_birthday_blow_candle","0","17614051"
"32","","","","17614","","","701","0","","17614052"
"93","","","","17614","","","0.4","","","17614053"
"23","","","","17614","","","se_common","se_sys_login_birthday_cracker","0","17614054"
"32","","","","17614","","","700","1","","17614055"
"23","","","","17614","","","se_common","se_sys_login_birthday_calendar_applause","0","17614056"
"3","0.2","","0.2","17614","wac_birthday_idle_wish","1","101011","wac_birthday_clap_to_wish","0","17614057"
"93","","","","17614","","","0.1","","","17614058"
"3","0.2","","0.2","17614","wac_birthday_idle_smile","1","101411","wac_birthday_clap","0","17614059"
"93","","","","17614","","","0.1","","","17614060"
"3","0.2","","0.2","17614","wac_birthday_idle_kyapi","1","101711","wac_birthday_clap","0","17614061"
"93","","","","17614","","","2","","","17614062"
"131","","","","17614","","","1","","","17614063"
"21","","","","17614","0","","vo_wac_17614","vo_wac_17614_000","0","17614064"
"11","0","0.5","0","17614","1","1","104311","なんじゃこりゃ、ケーキか？\n誰かの忘れ物……なわけないよな。\nなんでこんなもんが？","10","17614065"
"91","","","","17614","","","0","","","17614066"
"3","","","0.2","17614","","","104311","wac_birthday_idle_normal","1","17614067"
"3","","","0.2","17614","","","101011","wac_birthday_talk_wish","1","17614068"
"21","","","","17614","0","","vo_wac_17614","vo_wac_17614_001","0","17614069"
"11","0","0.5","0","17614","1","1","101011","なんでって、今日はマコトはんの\nお誕生日やんか～？\nうちらと王子はんで、特製ケーキ、\n用意したんどすえ～♪","10","17614070"
"91","","","","17614","","","0","","","17614071"
"3","","","0.2","17614","","","101011","wac_birthday_idle_wish","1","17614072"
"3","","","0.2","17614","","","101411","wac_birthday_talk_smile","1","17614073"
"21","","","","17614","0","","vo_wac_17614","vo_wac_17614_002","0","17614074"
"11","0","0.5","0","17614","1","1","101411","ギルドの仕事にいつも一番熱心な、\n君への労いも兼ねているよ。\n改めてお誕生日、おめでとう♪","10","17614075"
"91","","","","17614","","","0","","","17614076"
"3","","","0.2","17614","","","101411","wac_birthday_idle_smile","1","17614077"
"3","","","0.2","17614","","","101711","wac_birthday_talk_smile","1","17614078"
"21","","","","17614","0","","vo_wac_17614","vo_wac_17614_003","0","17614079"
"11","0","0.5","0","17614","1","1","101711","本当に、いつもお疲れさまさ～♪\nおいしーケーキをたっくさん食べて、\nこれからも私たちの分まで、\nお仕事頑張ってね～？","10","17614080"
"91","","","","17614","","","0","","","17614081"
"3","","","0.2","17614","","","101711","wac_birthday_idle_smile","1","17614082"
"3","","","0.2","17614","","","104311","wac_birthday_makoto_talk_smile","1","17614083"
"21","","","","17614","0","","vo_wac_17614","vo_wac_17614_004","0","17614084"
"11","0","0.5","0","17614","1","1","104311","うれしいじゃねぇか、ありがとな！\n……って、ちょっと待て。\nギルドの仕事はみんなにも\n頑張ってもらわないと困るって！？　","10","17614085"
"91","","","","17614","","","0","","","17614086"
"3","","","0.2","17614","","","104311","wac_birthday_talk_doya","1","17614087"
"21","","","","17614","0","","vo_wac_17614","vo_wac_17614_005","0","17614088"
"11","0","0.5","0","17614","1","1","104311","まぁ、でも、今日はケーキに\n免じて勘弁してやるか。\nおまえも、わざわざありがとな。\nこれからも、一緒に頑張ろうぜ♪","10","17614089"
"91","","","","17614","","","0","","","17614090"
"22","","","","17614","","","0","","","17614091"
"25","","","","17714","","","bgm_M321","bgm_M321_2C","","17714001"
"1","0","wac_birthday_idle_normal","2","17714","-1000","-70","1","100411","250","17714002"
"1","1","wac_birthday_idle_doya","2","17714","230","-270","1","103611","256","17714003"
"1","1","wac_birthday_idle_smile","2","17714","410","-310","1","102011","257","17714004"
"13","","","","17714","","","100411","300","","17714005"
"13","","","","17714","","","103611","300","","17714006"
"31","","","0","17714","0","1","501","501","0","17714007"
"31","","","1","17714","0","1","600","600","0","17714008"
"31","","","0","17714","0","1","602","602","0","17714009"
"31","","","0","17714","0","1","603","603","0","17714010"
"31","","","1","17714","60","1","604","604","30","17714011"
"31","","","1","17714","0","1","613","613","0","17714012"
"31","","","0","17714","0","1","700","700","0","17714013"
"31","","","0","17714","0","1","701","701","0","17714014"
"31","","","0","17714","0","1","702","702","0","17714015"
"31","","","0","17714","0","1","800","800","0","17714016"
"31","","","1","17714","60","1","922","922","30","17714017"
"93","","","","17714","","","1","","","17714018"
"3","0.2","","0.2","17714","wac_birthday_reaction_03","1","102011","wac_birthday_reaction_01","0","17714019"
"93","","","","17714","","","0.1","","","17714020"
"3","0.2","","0.2","17714","wac_birthday_reaction_03","1","103611","wac_birthday_reaction_01","0","17714021"
"93","","","","17714","","","0.3","","","17714022"
"3","","","0.2","17714","","","100411","wac_birthday_run_01","1","17714023"
"2","","","","17714","3","","100411","0","-70","17714024"
"93","","","","17714","","","2.5","","","17714025"
"32","","","","17714","","","602","1","","17714026"
"93","","","","17714","","","0.6","","","17714027"
"32","","","","17714","","","501","1","","17714028"
"32","","","","17714","","","600","0","","17714029"
"32","","","","17714","","","613","0","","17714030"
"32","","","","17714","","","604","0","","17714031"
"32","","","","17714","","","701","1","","17714032"
"33","","","","17714","0.01","","922","0","0","17714033"
"3","0.2","","0.2","17714","wac_birthday_wish_02","1","100411","wac_birthday_blowout_01","0","17714034"
"2","","","","17714","0.01","","100411","-200","-330","17714035"
"3","","","0.2","17714","","","103611","wac_birthday_idle_doya","1","17714036"
"2","","","","17714","0.01","","103611","180","-320","17714037"
"3","","","0.2","17714","","","102011","wac_birthday_idle_smile","1","17714038"
"2","","","","17714","0.01","","102011","320","-340","17714039"
"93","","","","17714","","","0","","","17714040"
"32","","","","17714","","","800","1","","17714041"
"93","","","","17714","","","0.7","","","17714042"
"32","","","","17714","","","702","1","","17714043"
"93","","","","17714","","","0.5","","","17714044"
"23","","","","17714","","","se_common","se_sys_login_birthday_blow_candle","0","17714045"
"32","","","","17714","","","701","0","","17714046"
"93","","","","17714","","","0.4","","","17714047"
"23","","","","17714","","","se_common","se_sys_login_birthday_cracker","0","17714048"
"32","","","","17714","","","700","1","","17714049"
"23","","","","17714","","","se_common","se_sys_login_birthday_calendar_applause","0","17714050"
"3","0.2","","0.2","17714","wac_birthday_idle_doya","1","103611","wac_birthday_clap","0","17714051"
"93","","","","17714","","","0.1","","","17714052"
"3","0.2","","0.2","17714","wac_birthday_idle_smile","1","102011","wac_birthday_clap","0","17714053"
"93","","","","17714","","","2","","","17714054"
"131","","","","17714","","","1","","","17714055"
"21","","","","17714","0","","vo_wac_17714","vo_wac_17714_000","0","17714056"
"11","0","0.5","0","17714","1","1","100411","あれ、このケーキって……？\nもしかして、ミソギのお誕生日、\nお祝いしてくれるの！？","10","17714057"
"91","","","","17714","","","0","","","17714058"
"3","","","0.2","17714","","","100411","wac_birthday_idle_smile","1","17714059"
"3","","","0.2","17714","","","103611","wac_birthday_kyoka_talk_wish","1","17714060"
"21","","","","17714","0","","vo_wac_17714","vo_wac_17714_001","0","17714061"
"11","0","0.5","0","17714","1","1","103611","そういうこと。\nお誕生日おめでとう、ミソギ♪\nミミと二人で手作りしたの！\nたくさん食べてね！","10","17714062"
"91","","","","17714","","","0","","","17714063"
"3","","","0.2","17714","","","103611","wac_birthday_idle_wish","1","17714064"
"3","","","0.2","17714","","","100411","wac_birthday_talk_normal","1","17714065"
"21","","","","17714","0","","vo_wac_17714","vo_wac_17714_002","0","17714066"
"11","0","0.5","0","17714","1","1","100411","やったー、ありがとー！\nそれにしても、おっきい～……\n運ぶの、大変じゃなかった？","10","17714067"
"91","","","","17714","","","0","","","17714068"
"3","","","0.2","17714","","","100411","wac_birthday_idle_normal","1","17714069"
"3","","","0.2","17714","","","102011","wac_birthday_talk_smile","1","17714070"
"21","","","","17714","0","","vo_wac_17714","vo_wac_17714_003","0","17714071"
"11","0","0.5","0","17714","1","1","102011","じつは、ミミたちだけじゃ運べなくて。\nおにいちゃんも手伝ってくれたの～♪","10","17714072"
"91","","","","17714","","","0","","","17714073"
"3","","","0.2","17714","","","102011","wac_birthday_idle_smile","1","17714074"
"3","","","0.2","17714","","","100411","wac_birthday_talk_kyapi","1","17714075"
"21","","","","17714","0","","vo_wac_17714","vo_wac_17714_004","0","17714076"
"11","0","0.5","0","17714","1","1","100411","そうなんだ～、えへへ～♪\nにいちゃん、いつもありがとう！\n今度新しいイタズラを思いついたら、\n最初ににいちゃんに教えてあげる！","10","17714077"
"91","","","","17714","","","0","","","17714078"
"22","","","","17714","","","0","","","17714079"
"25","","","","17814","","","bgm_M321","bgm_M321_2C","","17814001"
"1","0","wac_birthday_idle_normal","2","17814","-1000","-70","1","103711","250","17814002"
"1","1","wac_birthday_idle_doya","2","17814","200","-270","1","104711","256","17814003"
"1","1","wac_birthday_idle_smile","2","17814","320","-310","1","100511","258","17814004"
"1","1","wac_birthday_idle_normal","2","17814","450","-290","1","107111","257","17814005"
"13","","","","17814","","","103711","300","","17814006"
"13","","","","17814","","","104711","300","","17814007"
"13","","","","17814","","","100511","300","","17814008"
"13","","","","17814","","","107111","300","","17814009"
"31","","","0","17814","0","1","501","501","0","17814010"
"31","","","1","17814","0","1","600","600","0","17814011"
"31","","","0","17814","0","1","602","602","0","17814012"
"31","","","0","17814","0","1","603","603","0","17814013"
"31","","","1","17814","60","1","604","604","30","17814014"
"31","","","1","17814","0","1","613","613","0","17814015"
"31","","","0","17814","0","1","700","700","0","17814016"
"31","","","0","17814","0","1","701","701","0","17814017"
"31","","","0","17814","0","1","702","702","0","17814018"
"31","","","0","17814","0","1","800","800","0","17814019"
"31","","","1","17814","60","1","923","923","30","17814020"
"93","","","","17814","","","1","","","17814021"
"3","0.2","","0.2","17814","wac_birthday_reaction_03","1","100511","wac_birthday_reaction_02","0","17814022"
"93","","","","17814","","","0.1","","","17814023"
"3","0.2","","0.2","17814","wac_birthday_reaction_03","1","104711","wac_birthday_reaction_05","0","17814024"
"3","0.2","","0.2","17814","wac_birthday_reaction_04","1","107111","wac_birthday_reaction_01","0","17814025"
"93","","","","17814","","","0.3","","","17814026"
"3","","","0.2","17814","","","103711","wac_birthday_run_01","1","17814027"
"2","","","","17814","3","","103711","0","-70","17814028"
"93","","","","17814","","","2.5","","","17814029"
"32","","","","17814","","","602","1","","17814030"
"93","","","","17814","","","0.6","","","17814031"
"32","","","","17814","","","501","1","","17814032"
"32","","","","17814","","","600","0","","17814033"
"32","","","","17814","","","613","0","","17814034"
"32","","","","17814","","","604","0","","17814035"
"32","","","","17814","","","701","1","","17814036"
"33","","","","17814","0.01","","923","0","0","17814037"
"3","0.2","","0.2","17814","wac_birthday_wish_01","1","103711","wac_birthday_blowout_01","0","17814038"
"2","","","","17814","0.01","","103711","-200","-330","17814039"
"3","","","0.2","17814","","","104711","wac_birthday_idle_doya","1","17814040"
"2","","","","17814","0.01","","104711","180","-320","17814041"
"3","","","0.2","17814","","","100511","wac_birthday_idle_smile","1","17814042"
"2","","","","17814","0.01","","100511","300","-360","17814043"
"3","","","0.2","17814","","","107111","wac_birthday_idle_normal","1","17814044"
"2","","","","17814","0.01","","107111","430","-340","17814045"
"93","","","","17814","","","0","","","17814046"
"32","","","","17814","","","800","1","","17814047"
"93","","","","17814","","","0.7","","","17814048"
"32","","","","17814","","","702","1","","17814049"
"93","","","","17814","","","0.5","","","17814050"
"23","","","","17814","","","se_common","se_sys_login_birthday_blow_candle","0","17814051"
"32","","","","17814","","","701","0","","17814052"
"93","","","","17814","","","0.4","","","17814053"
"23","","","","17814","","","se_common","se_sys_login_birthday_cracker","0","17814054"
"32","","","","17814","","","700","1","","17814055"
"23","","","","17814","","","se_common","se_sys_login_birthday_calendar_applause","0","17814056"
"3","0.2","","0.2","17814","wac_birthday_idle_doya","1","104711","wac_birthday_clap","0","17814057"
"93","","","","17814","","","0.1","","","17814058"
"3","0.2","","0.2","17814","wac_birthday_idle_smile","1","100511","wac_birthday_clap","0","17814059"
"93","","","","17814","","","0.1","","","17814060"
"3","0.2","","0.2","17814","wac_birthday_idle_normal","1","107111","wac_birthday_clap","0","17814061"
"93","","","","17814","","","2","","","17814062"
"131","","","","17814","","","1","","","17814063"
"21","","","","17814","0","","vo_wac_17814","vo_wac_17814_000","0","17814064"
"11","0","0.5","0","17814","1","1","103711","ええっと、確認なんですけど。\nもしかして、もしかしなくても、\n私の誕生日ケーキってことで\nあってますか？","10","17814065"
"91","","","","17814","","","0","","","17814066"
"3","","","0.2","17814","","","103711","wac_birthday_idle_smile","1","17814067"
"3","","","0.2","17814","","","104711","wac_birthday_talk_normal","1","17814068"
"21","","","","17814","0","","vo_wac_17814","vo_wac_17814_001","0","17814069"
"11","0","0.5","0","17814","1","1","104711","うん、そうだよ。\n【王宮騎士団（NIGHTMARE）】\nと少年から、またひとつ成長した\nトモちゃんにプレゼントだ。","10","17814070"
"91","","","","17814","","","0","","","17814071"
"3","","","0.2","17814","","","104711","wac_birthday_idle_normal","1","17814072"
"3","","","0.2","17814","","","100511","wac_birthday_talk_smile","1","17814073"
"21","","","","17814","0","","vo_wac_17814","vo_wac_17814_002","0","17814074"
"11","0","0.5","0","17814","1","1","100511","お誕生日、おめでとうッス！\nいやー、自分も早く誕生日を迎えて、\nジュンさんやトモね～ちゃんみたいな\n大人になりたいッス！","10","17814075"
"91","","","","17814","","","0","","","17814076"
"3","","","0.2","17814","","","100511","wac_birthday_idle_smile","1","17814077"
"3","","","0.2","17814","","","103711","wac_birthday_talk_smile","1","17814078"
"21","","","","17814","0","","vo_wac_17814","vo_wac_17814_003","0","17814079"
"11","0","0.5","0","17814","1","1","103711","あはは、ありがとう。\n私は大人って呼ばれるには\n早すぎる気もするけどね。\nまだ成人すらしていないわけだし。","10","17814080"
"91","","","","17814","","","0","","","17814081"
"3","","","0.2","17814","","","103711","wac_birthday_idle_smile","1","17814082"
"3","","","0.2","17814","","","107111","wac_birthday_christina_talk_doya","1","17814083"
"21","","","","17814","0","","vo_wac_17814","vo_wac_17814_004","0","17814084"
"11","0","0.5","0","17814","1","1","107111","……なぜそこでこちらを見る？\n言っておくが、いつかオマエたち全員、\n今のワタシと同じ年齢になる日が来る。\nその時を、せいぜい震えて待つがいい。","10","17814085"
"91","","","","17814","","","0","","","17814086"
"3","","","0.2","17814","","","107111","wac_birthday_christina_idle_doya","1","17814087"
"3","","","0.2","17814","","","103711","wac_birthday_talk_smile","1","17814088"
"21","","","","17814","0","","vo_wac_17814","vo_wac_17814_005","0","17814089"
"11","0","0.5","0","17814","1","1","103711","これはこれは、失礼いたしました♪\n……あなたも、今日はありがとう。\n記念になる日に傍にいてくれて、\n本当にうれしいよ♪","10","17814090"
"91","","","","17814","","","0","","","17814091"
"22","","","","17814","","","0","","","17814092"
"25","","","","17824","","","bgm_M321","bgm_M321_2C","","17824001"
"1","0","wac_birthday_idle_normal","2","17824","-1000","-70","1","106111","250","17824002"
"1","1","wac_birthday_idle_doya","2","17824","310","-290","1","107111","256","17824003"
"13","","","","17824","","","106111","300","","17824004"
"13","","","","17824","","","107111","300","","17824005"
"31","","","0","17824","0","1","501","501","0","17824006"
"31","","","1","17824","0","1","601","601","0","17824007"
"31","","","0","17824","0","1","602","602","0","17824008"
"31","","","0","17824","0","1","603","603","0","17824009"
"31","","","1","17824","60","1","604","604","30","17824010"
"31","","","1","17824","0","1","613","613","0","17824011"
"31","","","0","17824","0","1","700","700","0","17824012"
"31","","","0","17824","0","1","701","701","0","17824013"
"31","","","0","17824","0","1","702","702","0","17824014"
"31","","","0","17824","0","1","800","800","0","17824015"
"31","","","1","17824","60","1","924","924","30","17824016"
"93","","","","17824","","","1","","","17824017"
"3","0.2","","0.2","17824","wac_birthday_reaction_04","1","107111","wac_birthday_reaction_01","0","17824018"
"93","","","","17824","","","0.4","","","17824019"
"3","","","0.2","17824","","","106111","wac_birthday_run_01","1","17824020"
"2","","","","17824","3","","106111","0","-70","17824021"
"93","","","","17824","","","2.5","","","17824022"
"32","","","","17824","","","602","1","","17824023"
"93","","","","17824","","","0.6","","","17824024"
"32","","","","17824","","","501","1","","17824025"
"32","","","","17824","","","601","0","","17824026"
"32","","","","17824","","","613","0","","17824027"
"32","","","","17824","","","604","0","","17824028"
"32","","","","17824","","","701","1","","17824029"
"33","","","","17824","0.01","","924","0","0","17824030"
"3","0.2","","0.2","17824","wac_birthday_wish_02","1","106111","wac_birthday_blowout_01","0","17824031"
"2","","","","17824","0.01","","106111","-200","-330","17824032"
"3","","","0.2","17824","","","107111","wac_birthday_idle_doya","1","17824033"
"2","","","","17824","0.01","","107111","200","-330","17824034"
"93","","","","17824","","","0","","","17824035"
"32","","","","17824","","","800","1","","17824036"
"93","","","","17824","","","0.7","","","17824037"
"32","","","","17824","","","702","1","","17824038"
"93","","","","17824","","","0.5","","","17824039"
"23","","","","17824","","","se_common","se_sys_login_birthday_blow_candle","0","17824040"
"32","","","","17824","","","701","0","","17824041"
"93","","","","17824","","","0.4","","","17824042"
"23","","","","17824","","","se_common","se_sys_login_birthday_cracker","0","17824043"
"32","","","","17824","","","700","1","","17824044"
"23","","","","17824","","","se_common","se_sys_login_birthday_calendar_applause","0","17824045"
"3","0.2","","0.2","17824","wac_birthday_idle_doya","1","107111","wac_birthday_clap","0","17824046"
"93","","","","17824","","","2.1","","","17824047"
"131","","","","17824","","","1","","","17824048"
"21","","","","17824","0","","vo_wac_17824","vo_wac_17824_000","0","17824049"
"11","0","0.5","0","17824","1","1","106111","ええっと……なんていうか。\nクリスティーナがアタシのために\nケーキを用意してくれるなんてな。\nどういう風の吹き回しだ？","10","17824050"
"91","","","","17824","","","0","","","17824051"
"3","","","0.2","17824","","","106111","wac_birthday_idle_smile","1","17824052"
"3","","","0.2","17824","","","107111","wac_birthday_talk_doya","1","17824053"
"21","","","","17824","0","","vo_wac_17824","vo_wac_17824_001","0","17824054"
"11","0","0.5","0","17824","1","1","107111","坊やに相談されたんだ、\nオマエの誕生日を祝いたいとな。\nオクトーの坊やは不在だが……\nワタシがいるのだ、退屈はさせんぞ☆","10","17824055"
"91","","","","17824","","","0","","","17824056"
"3","","","0.2","17824","","","107111","wac_birthday_idle_doya","1","17824057"
"3","","","0.2","17824","","","106111","wac_birthday_talk_smile","1","17824058"
"21","","","","17824","0","","vo_wac_17824","vo_wac_17824_002","0","17824059"
"11","0","0.5","0","17824","1","1","106111","二人とも……本当に、ありがとな！\nそれならアタシも大悪党らしく、\n豪快に、ド派手に、ワガママ放題\n楽しんでやる！","10","17824060"
"91","","","","17824","","","0","","","17824061"
"3","","","0.2","17824","","","106111","wac_birthday_talk_doya","1","17824062"
"21","","","","17824","0","","vo_wac_17824","vo_wac_17824_003","0","17824063"
"11","0","0.5","0","17824","1","1","106111","それでいつか、今日のことを\nオクトーのやつに自慢するんだ！\nどうだ、すっごーく悪いだろ！\nきっと悔しがるぞ♪","10","17824064"
"91","","","","17824","","","0","","","17824065"
"22","","","","17824","","","0","","","17824066"
"25","","","","18114","","","bgm_M321","bgm_M321_2C","","18114001"
"1","0","wac_birthday_idle_normal","2","18114","-1000","-70","1","101811","250","18114002"
"1","1","wac_birthday_idle_normal","2","18114","230","-270","1","105011","256","18114003"
"1","1","wac_birthday_idle_normal","2","18114","410","-310","1","101611","257","18114004"
"13","","","","18114","","","101811","300","","18114005"
"13","","","","18114","","","105011","300","","18114006"
"13","","","","18114","","","101611","300","","18114007"
"31","","","0","18114","0","1","501","501","0","18114008"
"31","","","1","18114","0","1","600","600","0","18114009"
"31","","","0","18114","0","1","602","602","0","18114010"
"31","","","0","18114","0","1","603","603","0","18114011"
"31","","","1","18114","60","1","604","604","30","18114012"
"31","","","1","18114","0","1","613","613","0","18114013"
"31","","","0","18114","0","1","700","700","0","18114014"
"31","","","0","18114","0","1","701","701","0","18114015"
"31","","","0","18114","0","1","702","702","0","18114016"
"31","","","0","18114","0","1","800","800","0","18114017"
"31","","","1","18114","60","1","925","925","30","18114018"
"93","","","","18114","","","1","","","18114019"
"3","0.2","","0.2","18114","wac_birthday_reaction_03","1","101611","wac_birthday_reaction_02","0","18114020"
"93","","","","18114","","","0.1","","","18114021"
"3","0.2","","0.2","18114","wac_birthday_reaction_03","1","105011","wac_birthday_reaction_01","0","18114022"
"93","","","","18114","","","0.3","","","18114023"
"3","","","0.2","18114","","","101811","wac_birthday_run_01","1","18114024"
"2","","","","18114","3","","101811","0","-70","18114025"
"93","","","","18114","","","2.5","","","18114026"
"32","","","","18114","","","602","1","","18114027"
"93","","","","18114","","","0.6","","","18114028"
"32","","","","18114","","","501","1","","18114029"
"32","","","","18114","","","600","0","","18114030"
"32","","","","18114","","","613","0","","18114031"
"32","","","","18114","","","604","0","","18114032"
"32","","","","18114","","","701","1","","18114033"
"33","","","","18114","0.01","","925","0","0","18114034"
"3","0.2","","0.2","18114","wac_birthday_wish_04","1","101811","wac_birthday_blowout_03","0","18114035"
"2","","","","18114","0.01","","101811","-200","-330","18114036"
"3","","","0.2","18114","","","105011","wac_birthday_idle_normal","1","18114037"
"2","","","","18114","0.01","","105011","180","-320","18114038"
"3","","","0.2","18114","","","101611","wac_birthday_idle_normal","1","18114039"
"2","","","","18114","0.01","","101611","320","-340","18114040"
"93","","","","18114","","","0","","","18114041"
"32","","","","18114","","","800","1","","18114042"
"93","","","","18114","","","0.7","","","18114043"
"32","","","","18114","","","702","1","","18114044"
"93","","","","18114","","","0.5","","","18114045"
"23","","","","18114","","","se_common","se_sys_login_birthday_blow_candle","0","18114046"
"32","","","","18114","","","701","0","","18114047"
"93","","","","18114","","","0.4","","","18114048"
"23","","","","18114","","","se_common","se_sys_login_birthday_cracker","0","18114049"
"32","","","","18114","","","700","1","","18114050"
"23","","","","18114","","","se_common","se_sys_login_birthday_calendar_applause","0","18114051"
"3","0.2","","0.2","18114","wac_birthday_idle_normal","1","105011","wac_birthday_clap","0","18114052"
"93","","","","18114","","","0.1","","","18114053"
"3","0.2","","0.2","18114","wac_birthday_idle_normal","1","101611","wac_birthday_clap","0","18114054"
"93","","","","18114","","","2","","","18114055"
"131","","","","18114","","","1","","","18114056"
"21","","","","18114","0","","vo_wac_18114","vo_wac_18114_000","0","18114057"
"11","0","0.5","0","18114","1","1","101811","私のために、ケーキで\nお祝いしてくれるなんて……\nみんなの先生でいられて、\n本当によかったって思うわ♪","10","18114058"
"91","","","","18114","","","0","","","18114059"
"3","","","0.2","18114","","","101811","wac_birthday_idle_wish","1","18114060"
"3","","","0.2","18114","","","105011","wac_birthday_talk_smile","1","18114061"
"21","","","","18114","0","","vo_wac_18114","vo_wac_18114_001","0","18114062"
"11","0","0.5","0","18114","1","1","105011","イオちゃん、大げさだよ～\nでも、喜んでもらえたなら、\n手作りしてよかったかも♪","10","18114063"
