63a5058001c9f3a337f74996151ba49b540d98ad99081d769ea1657b5e71b8f0,d4ee17c683f99f909153748837b325f101c10bf1e2219dd1277b55a53308d784,4a7676e7741f0d53803ca1de448526790187cab84f6094706bd0c41892e9ebf4,1c6c16b23200ca6b51ee3e843570e65df97cf086bd14990a91f650c078d93603,33cbccd19305c9e2ae3bb5de45d1b8bfda86b4520b443c73d929c726362f0bdf,aff445f2e64def5f5978e987ec0be3a96a999a6cecffc51b8132b26c1e62c94c,9cc3aade1544d57cbc58f1e447b232674986813972cd6054e8f8b5dbd3403912,ddf892491fe30e7a93d449fe9e065d16f3f0c6decf5978efbee809cc8f578aef,7b3abed053604f0a6e313419b41d58a0375a2431a3b83a33c2e14f305dd231ce,066ae74d555f7a311cc4c7678ca037c3f4d7b6ac787c6281bac5fc603b568026,06194a8f8c171062dae6f96d31640105d37f7e88bde17ea296cc0fa6d516a285,20ff79ef5660e3f045e27ca44c3772ee9e93453737c3772476df0433c8124b6f,9858cf94bd05c6080abd9c724aa6dacaff6c1393d1ef71da5ba4c58c0058ef78,4ebf2fb6fb0698f57c267620bf833cb6b6d75e36f2e2ee6eb5728778f678996a,4138af59d7badeb865e5bcb94092c7f9d0122f20669a65bd63c10f9e8e8a15e4,ff6a24d305e3c799d99868aec3ef8736b9e4560257e40942c956d31967a74e7b,39fcaf00a00230eb91ee6ac471035082ff040f4f77b293cd7897e3e34b328c5c,f04fd7e1d04ca22d96804a35b6ee93269292ce9901e93d43274d5b6e8b3743e6,3098a71d11cd24dc5a6e103d52ea70272304c6b53dd69ec3a48f5d63928cbe00,9c8d705e4d06f65427e1e14e26162ee82e911c2a2325e71a38ac4c10ce0e6fbb,0fdae240239147f1e25de167d64512d3c528a13592dbe7f4d950017d3d8e98d5
"244","300","0","0","151","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1024","4000","31043"
"245","700","0","0","301","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1024","3500","31043"
"246","1500","0","0","701","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1024","3000","31043"
"247","3000","0","0","1501","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1024","2500","31043"
"248","5000","0","0","3001","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1024","2000","31043"
"249","7000","0","0","5001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1024","1500","31043"
"250","10000","0","0","7001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1024","1000","31043"
"251","15000","0","0","10001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1024","750","31043"
"252","-1","0","0","15001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1024","500","31043"
"253","50","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1025","5000","31022"
"254","150","0","0","51","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1025","4500","31022"
"255","300","0","0","151","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1025","4000","31022"
"256","700","0","0","301","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1025","3500","31022"
"257","1500","0","0","701","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1025","3000","31022"
"258","3000","0","0","1501","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1025","2500","31022"
"259","5000","0","0","3001","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1025","2000","31022"
"260","7000","0","0","5001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1025","1500","31022"
"261","10000","0","0","7001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1025","1000","31022"
"262","15000","0","0","10001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1025","750","31022"
"263","-1","0","0","15001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1025","500","31022"
"264","50","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1026","5000","31025"
"265","150","0","0","51","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1026","4500","31025"
"266","300","0","0","151","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1026","4000","31025"
"267","700","0","0","301","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1026","3500","31025"
"268","1500","0","0","701","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1026","3000","31025"
"269","3000","0","0","1501","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1026","2500","31025"
"270","5000","0","0","3001","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1026","2000","31025"
"271","7000","0","0","5001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1026","1500","31025"
"272","10000","0","0","7001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1026","1000","31025"
"273","15000","0","0","10001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1026","750","31025"
"274","-1","0","0","15001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1026","500","31025"
"275","50","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1027","5000","31018"
"276","150","0","0","51","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1027","4500","31018"
"277","300","0","0","151","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1027","4000","31018"
"278","700","0","0","301","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1027","3500","31018"
"279","1500","0","0","701","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1027","3000","31018"
"280","3000","0","0","1501","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1027","2500","31018"
"281","5000","0","0","3001","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1027","2000","31018"
"282","7000","0","0","5001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1027","1500","31018"
"283","10000","0","0","7001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1027","1000","31018"
"284","15000","0","0","10001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1027","750","31018"
"285","-1","0","0","15001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1027","500","31018"
"286","50","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1028","5000","31042"
"287","150","0","0","51","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1028","4500","31042"
"288","300","0","0","151","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1028","4000","31042"
"289","700","0","0","301","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1028","3500","31042"
"290","1500","0","0","701","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1028","3000","31042"
"291","3000","0","0","1501","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1028","2500","31042"
"292","5000","0","0","3001","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1028","2000","31042"
"293","7000","0","0","5001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1028","1500","31042"
"294","10000","0","0","7001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1028","1000","31042"
"295","15000","0","0","10001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1028","750","31042"
"296","-1","0","0","15001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1028","500","31042"
"297","50","0","0","1","90006","0","0","2","35","0","0","2","91002","5500","0","8","1","1029","5500","31043"
"298","150","0","0","51","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1029","5000","31043"
"299","300","0","0","151","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1029","4500","31043"
"300","700","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1029","4000","31043"
"301","1500","0","0","701","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1029","3500","31043"
"302","3000","0","0","1501","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1029","3000","31043"
"303","5000","0","0","3001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1029","2500","31043"
"304","7000","0","0","5001","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1029","2000","31043"
"305","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1029","1500","31043"
"306","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1029","1000","31043"
"307","-1","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1029","750","31043"
"308","50","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1030","5000","31025"
"309","150","0","0","51","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1030","4500","31025"
"310","300","0","0","151","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1030","4000","31025"
"311","700","0","0","301","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1030","3500","31025"
"312","1500","0","0","701","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1030","3000","31025"
"313","3000","0","0","1501","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1030","2500","31025"
"314","5000","0","0","3001","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1030","2000","31025"
"315","7000","0","0","5001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1030","1500","31025"
"316","10000","0","0","7001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1030","1000","31025"
"317","15000","0","0","10001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1030","750","31025"
"318","-1","0","0","15001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1030","500","31025"
"319","50","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1031","5000","31022"
"320","150","0","0","51","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1031","4500","31022"
"321","300","0","0","151","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1031","4000","31022"
"322","700","0","0","301","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1031","3500","31022"
"323","1500","0","0","701","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1031","3000","31022"
"324","3000","0","0","1501","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1031","2500","31022"
"325","5000","0","0","3001","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1031","2000","31022"
"326","7000","0","0","5001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1031","1500","31022"
"327","10000","0","0","7001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1031","1000","31022"
"328","15000","0","0","10001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1031","750","31022"
"329","-1","0","0","15001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1031","500","31022"
"330","50","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1032","5000","31018"
"331","150","0","0","51","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1032","4500","31018"
"332","300","0","0","151","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1032","4000","31018"
"333","700","0","0","301","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1032","3500","31018"
"334","1500","0","0","701","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1032","3000","31018"
"335","3000","0","0","1501","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1032","2500","31018"
"336","5000","0","0","3001","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1032","2000","31018"
"337","7000","0","0","5001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1032","1500","31018"
"338","10000","0","0","7001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1032","1000","31018"
"339","15000","0","0","10001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1032","750","31018"
"340","-1","0","0","15001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1032","500","31018"
"341","50","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1033","5000","31042"
"342","150","0","0","51","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1033","4500","31042"
"343","300","0","0","151","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1033","4000","31042"
"344","700","0","0","301","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1033","3500","31042"
"345","1500","0","0","701","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1033","3000","31042"
"346","3000","0","0","1501","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1033","2500","31042"
"347","5000","0","0","3001","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1033","2000","31042"
"348","7000","0","0","5001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1033","1500","31042"
"349","10000","0","0","7001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1033","1000","31042"
"350","15000","0","0","10001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1033","750","31042"
"351","-1","0","0","15001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1033","500","31042"
"352","50","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1034","5000","31043"
"353","150","0","0","51","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1034","4500","31043"
"354","300","0","0","151","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1034","4000","31043"
"355","700","0","0","301","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1034","3500","31043"
"356","1500","0","0","701","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1034","3000","31043"
"357","3000","0","0","1501","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1034","2500","31043"
"358","5000","0","0","3001","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1034","2000","31043"
"359","7000","0","0","5001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1034","1500","31043"
"360","10000","0","0","7001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1034","1000","31043"
"361","15000","0","0","10001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1034","750","31043"
"362","-1","0","0","15001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1034","500","31043"
"363","50","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1035","5000","31025"
"364","150","0","0","51","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1035","4500","31025"
"365","300","0","0","151","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1035","4000","31025"
"366","700","0","0","301","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1035","3500","31025"
"367","1500","0","0","701","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1035","3000","31025"
"368","3000","0","0","1501","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1035","2500","31025"
"369","5000","0","0","3001","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1035","2000","31025"
"370","7000","0","0","5001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1035","1500","31025"
"371","10000","0","0","7001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1035","1000","31025"
"372","15000","0","0","10001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1035","750","31025"
"373","-1","0","0","15001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1035","500","31025"
"374","50","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1036","5000","31022"
"375","150","0","0","51","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1036","4500","31022"
"376","300","0","0","151","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1036","4000","31022"
"377","700","0","0","301","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1036","3500","31022"
"378","1500","0","0","701","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1036","3000","31022"
"379","3000","0","0","1501","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1036","2500","31022"
"380","5000","0","0","3001","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1036","2000","31022"
"381","7000","0","0","5001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1036","1500","31022"
"382","10000","0","0","7001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1036","1000","31022"
"383","15000","0","0","10001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1036","750","31022"
"384","-1","0","0","15001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1036","500","31022"
"385","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1037","5000","31018"
"386","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1037","4500","31018"
"387","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1037","4000","31018"
"388","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1037","3500","31018"
"389","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1037","3000","31018"
"390","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1037","2500","31018"
"391","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1037","2000","31018"
"392","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1037","1500","31018"
"393","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1037","1000","31018"
"394","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1037","750","31018"
"395","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1037","500","31018"
"396","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1038","5000","31043"
"397","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1038","4500","31043"
"398","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1038","4000","31043"
"399","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1038","3500","31043"
"400","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1038","3000","31043"
"401","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1038","2500","31043"
"402","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1038","2000","31043"
"403","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1038","1500","31043"
"404","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1038","1000","31043"
"405","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1038","750","31043"
"406","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1038","500","31043"
"407","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1039","5000","31025"
"408","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1039","4500","31025"
"409","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1039","4000","31025"
"410","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1039","3500","31025"
"411","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1039","3000","31025"
"412","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1039","2500","31025"
"413","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1039","2000","31025"
"414","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1039","1500","31025"
"415","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1039","1000","31025"
"416","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1039","750","31025"
"417","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1039","500","31025"
"418","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1040","5000","31042"
"419","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1040","4500","31042"
"420","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1040","4000","31042"
"421","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1040","3500","31042"
"422","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1040","3000","31042"
"423","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1040","2500","31042"
"424","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1040","2000","31042"
"425","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1040","1500","31042"
"426","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1040","1000","31042"
"427","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1040","750","31042"
"428","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1040","500","31042"
"429","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1041","5000","31022"
"430","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1041","4500","31022"
"431","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1041","4000","31022"
"432","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1041","3500","31022"
"433","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1041","3000","31022"
"434","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1041","2500","31022"
"435","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1041","2000","31022"
"436","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1041","1500","31022"
"437","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1041","1000","31022"
"438","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1041","750","31022"
"439","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1041","500","31022"
"440","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1042","5000","31043"
"441","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1042","4500","31043"
"442","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1042","4000","31043"
"443","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1042","3500","31043"
"444","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1042","3000","31043"
"445","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1042","2500","31043"
"446","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1042","2000","31043"
"447","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1042","1500","31043"
"448","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1042","1000","31043"
"449","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1042","750","31043"
"450","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1042","500","31043"
"451","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1043","5000","31018"
"452","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1043","4500","31018"
"453","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1043","4000","31018"
"454","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1043","3500","31018"
"455","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1043","3000","31018"
"456","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1043","2500","31018"
"457","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1043","2000","31018"
"458","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1043","1500","31018"
"459","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1043","1000","31018"
"460","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1043","750","31018"
"461","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1043","500","31018"
"462","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1044","5000","31025"
"463","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1044","4500","31025"
"464","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1044","4000","31025"
"465","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1044","3500","31025"
"466","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1044","3000","31025"
"467","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1044","2500","31025"
"468","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1044","2000","31025"
"469","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1044","1500","31025"
"470","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1044","1000","31025"
"471","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1044","750","31025"
"472","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1044","500","31025"
"473","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1045","5000","31042"
"474","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1045","4500","31042"
"475","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1045","4000","31042"
"476","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1045","3500","31042"
"477","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1045","3000","31042"
"478","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1045","2500","31042"
"479","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1045","2000","31042"
"480","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1045","1500","31042"
"481","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1045","1000","31042"
"482","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1045","750","31042"
"483","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1045","500","31042"
"484","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1046","5000","31022"
"485","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1046","4500","31022"
"486","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1046","4000","31022"
"487","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1046","3500","31022"
"488","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1046","3000","31022"
"489","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1046","2500","31022"
"490","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1046","2000","31022"
"491","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1046","1500","31022"
"492","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1046","1000","31022"
"493","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1046","750","31022"
"494","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1046","500","31022"
"495","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1047","5000","31043"
"496","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1047","4500","31043"
"497","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1047","4000","31043"
"498","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1047","3500","31043"
"499","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1047","3000","31043"
"500","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1047","2500","31043"
