b1c13dd0a2e9d140e89426948d0c40aa5943b8303e957e6c855284c7fabf6ec3,dc14f5f637cf3b9607a1628d6e0c8eddcd1972fb388424d37315b29082e2cf93,ebbc4979f173d48fe3968782253270561ac5743c2d65da5bafeca61314a5a467,ec4c26319ef91e4cfd69698391699283cd32b7d9ff6fd2122abc434ce3aad0d1,2da97340ed1b1af527d7abfb3d9daf8b9dc8a6772f8bbc0ef046f74f925d62ba,94b0c6cc6c2bcce69959540dad13b6845748af5cebb8e94fcb8ad2bc90b9241d,11c25413dcac9cba2fa48719557b83333e29d76c6ffdd8d008c8994ca029c1d4,fa84cbe7f9535fa57ee5483030a42df97416187f5de07055f73d0449ee76bc36,428d1baf2c11478ccaf8ca42b80b254550f0153353c74bfb97935e685f0f0775,648ffbaf3b65b44d133b3216d7c518938b6365a0b6ba758133ff7143182fd7a2,7737e48a4704d51ec94be003b34a0b18ab6f7459a8bf6d40e33980b5242b7a88,832376dd777257b2ce289f22e5834d5a82f237a4cdc2b8637a421ce770c99d58
"59","24","0","2","0","1240059","0","vo_nyx","0","0","0","vo_nyx_0613"
"60","24","0","1","1.189","1240060","14","0","0","41","0","0"
"61","24","1.189","4","0","1240061","0","0","0","0","1","0"
"62","24","0","1","0.235","1240062","14","0","41","78","0","0"
"63","24","0.235","4","0","1240063","0","0","0","0","1","0"
"64","24","0","1","1.729","1240064","14","0","78","192","0","0"
"65","24","3.529","4","0","1240065","0","0","0","0","1","0"
"1","25","1","4","0","1250001","0","0","0","0","3","0"
"2","25","0","2","0","1250002","0","vo_nyx","0","0","0","vo_nyx_0701"
"3","25","0","1","2.62","1250003","1","0","0","225","0","0"
"4","25","3.07","4","0","1250004","0","0","0","0","1","0"
"5","25","0","2","0","1250005","0","vo_nyx","0","0","0","vo_nyx_0702"
"6","25","0","1","1.252","1250006","1","0","225","385","0","0"
"7","25","1.252","4","0","1250007","0","0","0","0","1","0"
"8","25","0","1","0.322","1250008","2","0","0","55","0","0"
"9","25","0.577","4","0","1250009","0","0","0","0","1","0"
"10","25","0","1","2.127","1250010","2","0","55","345","0","0"
"11","25","2.985","4","0","1250011","0","0","0","0","1","0"
"12","25","0","2","0","1250012","0","vo_nyx","0","0","0","vo_nyx_0703"
"13","25","0","1","2.972","1250013","3","0","0","380","0","0"
"14","25","3.55","4","0","1250014","0","0","0","0","1","0"
"15","25","0","1","3.003","1250015","4","0","0","323","0","0"
"16","25","3.672","4","0","1250016","0","0","0","0","1","0"
"17","25","0","2","0","1250017","0","vo_nyx","0","0","0","vo_nyx_0704"
"18","25","0","1","2.06","1250018","5","0","0","248","0","0"
"19","25","2.34","4","0","1250019","0","0","0","0","1","0"
"20","25","0","1","1.44","1250020","5","0","248","400","0","0"
"21","25","2.486","4","0","1250021","0","0","0","0","1","0"
"22","25","0","2","0","1250022","0","vo_nyx","0","0","0","vo_nyx_0705"
"23","25","0","1","0.766","1250023","6","0","0","92","0","0"
"24","25","1.136","4","0","1250024","0","0","0","0","1","0"
"25","25","0","1","2.067","1250025","6","0","92","320","0","0"
"26","25","2.735","4","0","1250026","0","0","0","0","1","0"
"27","25","0","2","0","1250027","0","vo_nyx","0","0","0","vo_nyx_0706"
"28","25","0","1","3.027","1250028","7","0","0","375","0","0"
"29","25","3.027","4","0","1250029","0","0","0","0","1","0"
"30","25","0","1","0.808","1250030","8","0","0","93","0","0"
"31","25","1.288","4","0","1250031","0","0","0","0","1","0"
"32","25","0","1","1.8","1250032","8","0","93","385","0","0"
"33","25","2.043","4","0","1250033","0","0","0","0","1","0"
"34","25","0","1","1.75","1250034","9","0","0","190","0","0"
"35","25","2.547","4","0","1250035","0","0","0","0","1","0"
"36","25","2","4","0","1250036","0","0","0","0","3","0"
"37","25","0","2","0","1250037","0","vo_nyx","0","0","0","vo_nyx_0707"
"38","25","0","1","2.997","1250038","10","0","0","326","0","0"
"39","25","3.809","4","0","1250039","0","0","0","0","1","0"
"40","25","0","2","0","1250040","0","vo_nyx","0","0","0","vo_nyx_0708"
"41","25","0","1","1.538","1250041","11","0","0","233","0","0"
"42","25","1.671","4","0","1250042","0","0","0","0","1","0"
"43","25","0","1","0.893","1250043","11","0","233","352","0","0"
"44","25","1.738","4","0","1250044","0","0","0","0","1","0"
"45","25","3","4","0","1250045","0","0","0","0","3","0"
"46","25","0","2","0","1250046","0","vo_nyx","0","0","0","vo_nyx_0709"
"47","25","0","1","1.427","1250047","12","0","0","72","0","0"
"48","25","1.895","4","0","1250048","0","0","0","0","1","0"
"49","25","0","1","1.653","1250049","12","0","72","272","0","0"
"50","25","1.732","4","0","1250050","0","0","0","0","1","0"
"51","25","0","1","0.686","1250051","12","0","272","373","0","0"
"52","25","0.686","4","0","1250052","0","0","0","0","1","0"
"53","25","0","1","0.693","1250053","13","0","0","90","0","0"
"54","25","1.063","4","0","1250054","0","0","0","0","1","0"
"55","25","0","1","1.258","1250055","13","0","90","230","0","0"
"56","25","1.915","4","0","1250056","0","0","0","0","1","0"
"57","25","0","1","1.222","1250057","13","0","230","388","0","0"
"58","25","2.085","4","0","1250058","0","0","0","0","1","0"
"59","25","0","2","0","1250059","0","vo_nyx","0","0","0","vo_nyx_0710"
"60","25","0","1","2.18","1250060","14","0","0","185","0","0"
"61","25","3.98","4","0","1250061","0","0","0","0","1","0"
"1","26","1","4","0","1260001","0","0","0","0","3","0"
"2","26","0","2","0","1260002","0","vo_nyx","0","0","0","vo_nyx_0801"
"3","26","0","1","0.65","1260003","1","0","0","70","0","0"
"4","26","1.4","4","0","1260004","0","0","0","0","1","0"
"5","26","0","1","1.119","1260005","1","0","70","158","0","0"
"6","26","1.816","4","0","1260006","0","0","0","0","1","0"
"7","26","0","1","1.557","1260007","1","0","158","332","0","0"
"8","26","2.665","4","0","1260008","0","0","0","0","1","0"
"9","26","0","2","0","1260009","0","vo_nyx","0","0","0","vo_nyx_0802"
"10","26","0","1","0.776","1260010","2","0","70","143","0","0"
"11","26","1.608","4","0","1260011","0","0","0","0","1","0"
"12","26","0","1","1.562","1260012","2","0","143","282","0","0"
"13","26","2.562","4","0","1260013","0","0","0","0","1","0"
"14","26","2","4","0","1260014","0","0","0","0","3","0"
"15","26","0","2","0","1260015","0","vo_nyx","0","0","0","vo_nyx_0803"
"16","26","0","1","0.65","1260016","3","0","0","68","0","0"
"17","26","1.4","4","0","1260017","0","0","0","0","1","0"
"18","26","0","1","2.205","1260018","3","0","68","222","0","0"
"19","26","2.779","4","0","1260019","0","0","0","0","1","0"
"20","26","0","2","0","1260020","0","vo_nyx","0","0","0","vo_nyx_0804"
"21","26","0","1","0.393","1260021","3","0","222","260","0","0"
"22","26","0.987","4","0","1260022","0","0","0","0","1","0"
"23","26","0","1","0.843","1260023","3","0","260","370","0","0"
"24","26","0.843","4","0","1260024","0","0","0","0","1","0"
"25","26","0","1","1.481","1260025","4","0","68","215","0","0"
"26","26","2.481","4","0","1260026","0","0","0","0","1","0"
"27","26","3","4","0","1260027","0","0","0","0","3","0"
"28","26","0","2","0","1260028","0","vo_nyx","0","0","0","vo_nyx_0805"
"29","26","0","1","0.65","1260029","5","0","0","70","0","0"
"30","26","1.4","4","0","1260030","0","0","0","0","1","0"
"31","26","0","1","1.879","1260031","5","0","70","270","0","0"
"32","26","2.917","4","0","1260032","0","0","0","0","1","0"
"33","26","0","1","2.759","1260033","6","0","70","342","0","0"
"34","26","3.645","4","0","1260034","0","0","0","0","1","0"
"35","26","0","1","0.487","1260035","6","0","342","395","0","0"
"36","26","1.487","4","0","1260036","0","0","0","0","1","0"
"37","26","4","4","0","1260037","0","0","0","0","3","0"
"38","26","0","2","0","1260038","0","vo_nyx","0","0","0","vo_nyx_0806"
"39","26","0","1","0.65","1260039","7","0","0","70","0","0"
"40","26","1.4","4","0","1260040","0","0","0","0","1","0"
"41","26","0","1","1.003","1260041","7","0","70","136","0","0"
"42","26","1.452","4","0","1260042","0","0","0","0","1","0"
"43","26","0","1","2.373","1260043","7","0","136","387","0","0"
"44","26","2.6","4","0","1260044","0","0","0","0","1","0"
"45","26","0","1","1.23","1260045","8","0","70","180","0","0"
"46","26","2.23","4","0","1260046","0","0","0","0","1","0"
"47","26","1","4","0","1260047","0","0","0","0","3","0"
"48","26","0","2","0","1260048","0","vo_nyx","0","0","0","vo_nyx_0807"
"49","26","0","1","0.65","1260049","9","0","0","68","0","0"
"50","26","1.4","4","0","1260050","0","0","0","0","1","0"
"51","26","0","1","2.24","1260051","9","0","68","350","0","0"
"52","26","2.74","4","0","1260052","0","0","0","0","1","0"
"53","26","0","1","1.252","1260053","10","0","70","165","0","0"
"54","26","1.742","4","0","1260054","0","0","0","0","1","0"
"55","26","0","1","2.352","1260055","10","0","165","380","0","0"
"56","26","2.779","4","0","1260056","0","0","0","0","1","0"
"57","26","0","1","2.013","1260057","11","0","70","310","0","0"
"58","26","3.047","4","0","1260058","0","0","0","0","1","0"
"59","26","0","2","0","1260059","0","vo_nyx","0","0","0","vo_nyx_0808"
"60","26","0","1","1.401","1260060","12","0","70","184","0","0"
"61","26","1.984","4","0","1260061","0","0","0","0","1","0"
"62","26","0","1","2.073","1260062","12","0","184","390","0","0"
"63","26","2.372","4","0","1260063","0","0","0","0","1","0"
"64","26","0","1","1.4","1260064","13","0","70","240","0","0"
"65","26","2.2","4","0","1260065","0","0","0","0","1","0"
"66","26","4","4","0","1260066","0","0","0","0","3","0"
"67","26","0","2","0","1260067","0","vo_nyx","0","0","0","vo_nyx_0809"
"68","26","0","1","0.65","1260068","14","0","0","68","0","0"
"69","26","1.4","4","0","1260069","0","0","0","0","1","0"
"70","26","0","1","1.52","1260070","14","0","68","260","0","0"
"71","26","2.5","4","0","1260071","0","0","0","0","1","0"
"72","26","0","2","0","1260072","0","vo_nyx","0","0","0","vo_nyx_0810"
"73","26","0","1","2.7","1260073","15","0","70","280","0","0"
"74","26","4.5","4","0","1260074","0","0","0","0","1","0"
"1","32","1","4","0","1320001","0","0","0","0","3","0"
"2","32","0","2","0","1320002","0","vo_nyx","0","0","0","vo_nyx_0901"
"3","32","0","1","3.31","1320003","1","0","0","286","0","0"
"4","32","3.909","4","0","1320004","0","0","0","0","1","0"
"5","32","0","1","0.836","1320005","1","0","286","358","0","0"
"6","32","1.457","4","0","1320006","0","0","0","0","1","0"
"7","32","0","1","0.533","1320007","1","0","358","395","0","0"
"8","32","0.533","4","0","1320008","0","0","0","0","1","0"
"9","32","0","1","1.392","1320009","2","0","0","124","0","0"
"10","32","1.99","4","0","1320010","0","0","0","0","1","0"
"11","32","0","1","3.058","1320011","2","0","124","395","0","0"
"12","32","3.058","4","0","1320012","0","0","0","0","1","0"
"13","32","0","1","0.338","1320013","3","0","0","55","0","0"
"14","32","1.471","4","0","1320014","0","0","0","0","1","0"
"15","32","0","2","0","1320015","0","vo_nyx","0","0","0","vo_nyx_0902"
"16","32","0","1","2.683","1320016","3","0","55","301","0","0"
"17","32","3.31","4","0","1320017","0","0","0","0","1","0"
"18","32","0","1","0.944","1320018","3","0","301","375","0","0"
"19","32","0.944","4","0","1320019","0","0","0","0","1","0"
"20","32","0","1","1.745","1320020","4","0","0","160","0","0"
"21","32","2.481","4","0","1320021","0","0","0","0","1","0"
"22","32","0","1","1.399","1320022","4","0","160","306","0","0"
"23","32","2.87","4","0","1320023","0","0","0","0","1","0"
"24","32","2","4","0","1320024","0","0","0","0","3","0"
"25","32","0","2","0","1320025","0","vo_nyx","0","0","0","vo_nyx_0903"
"26","32","0","1","1.276","1320026","5","0","0","122","0","0"
"27","32","2.005","4","0","1320027","0","0","0","0","1","0"
"28","32","0","1","1.038","1320028","5","0","122","211","0","0"
"29","32","1.608","4","0","1320029","0","0","0","0","1","0"
"30","32","0","1","1.038","1320030","5","0","211","280","0","0"
"31","32","1.11","4","0","1320031","0","0","0","0","1","0"
"32","32","0","1","2.055","1320032","6","0","0","202","0","0"
"33","32","2.844","4","0","1320033","0","0","0","0","1","0"
"34","32","0","1","1.871","1320034","6","0","202","389","0","0"
"35","32","2.397","4","0","1320035","0","0","0","0","1","0"
"36","32","0","1","1.589","1320036","7","0","0","182","0","0"
"37","32","2.196","4","0","1320037","0","0","0","0","1","0"
"38","32","0","1","2.445","1320038","7","0","182","395","0","0"
"39","32","2.445","4","0","1320039","0","0","0","0","1","0"
"40","32","0","1","1.372","1320040","8","0","0","180","0","0"
"41","32","2.657","4","0","1320041","0","0","0","0","1","0"
"42","32","3","4","0","1320042","0","0","0","0","3","0"
"43","32","0","2","0","1320043","0","vo_nyx","0","0","0","vo_nyx_0904"
"44","32","0","1","2.066","1320044","8","0","180","390","0","0"
"45","32","2.066","4","0","1320045","0","0","0","0","1","0"
"46","32","0","1","0.916","1320046","9","0","0","83","0","0"
"47","32","1.42","4","0","1320047","0","0","0","0","1","0"
"48","32","0","1","0.71","1320048","9","0","83","162","0","0"
"49","32","1.561","4","0","1320049","0","0","0","0","1","0"
"50","32","0","1","2.191","1320050","9","0","162","385","0","0"
"51","32","2.191","4","0","1320051","0","0","0","0","1","0"
"52","32","0","1","1.377","1320052","10","0","0","130","0","0"
"53","32","1.833","4","0","1320053","0","0","0","0","1","0"
"54","32","0","1","2.749","1320054","10","0","130","390","0","0"
"55","32","2.749","4","0","1320055","0","0","0","0","1","0"
"56","32","0","1","0.753","1320056","11","0","0","85","0","0"
"57","32","2.093","4","0","1320057","0","0","0","0","1","0"
"58","32","0","2","0","1320058","0","vo_nyx","0","0","0","vo_nyx_0905"
"59","32","0","1","1.534","1320059","11","0","85","205","0","0"
"60","32","2.185","4","0","1320060","0","0","0","0","1","0"
"61","32","0","1","1.269","1320061","11","0","205","311","0","0"
"62","32","1.86","4","0","1320062","0","0","0","0","1","0"
"63","32","0","1","0.74","1320063","11","0","311","400","0","0"
"64","32","0.74","4","0","1320064","0","0","0","0","1","0"
"65","32","0","1","1.911","1320065","12","0","0","149","0","0"
"66","32","2.508","4","0","1320066","0","0","0","0","1","0"
"67","32","0","1","2.445","1320067","12","0","149","380","0","0"
"68","32","3.145","4","0","1320068","0","0","0","0","1","0"
"69","32","0","2","0","1320069","0","vo_nyx","0","0","0","vo_nyx_0906"
"70","32","0","1","0.992","1320070","13","0","0","116","0","0"
"71","32","2.792","4","0","1320071","0","0","0","0","1","0"
"1","33","1","4","0","1330001","0","0","0","0","3","0"
"2","33","0","2","0","1330002","0","vo_nyx","0","0","0","vo_nyx_1001"
"3","33","0","1","1.326","1330003","1","0","0","98","0","0"
"4","33","1.649","4","0","1330004","0","0","0","0","1","0"
"5","33","0","1","2.01","1330005","1","0","98","271","0","0"
"6","33","2.529","4","0","1330006","0","0","0","0","1","0"
"7","33","0","1","1.404","1330007","1","0","271","395","0","0"
"8","33","1.459","4","0","1330008","0","0","0","0","1","0"
"9","33","0","1","0.468","1330009","2","0","0","55","0","0"
"10","33","1.704","4","0","1330010","0","0","0","0","1","0"
"11","33","0","2","0","1330011","0","vo_nyx","0","0","0","vo_nyx_1002"
"12","33","0","1","1.337","1330012","2","0","55","183","0","0"
"13","33","1.337","4","0","1330013","0","0","0","0","1","0"
"14","33","0","1","2.128","1330014","2","0","183","380","0","0"
"15","33","3.666","4","0","1330015","0","0","0","0","1","0"
"16","33","0","2","0","1330016","0","vo_nyx","0","0","0","vo_nyx_1003"
"17","33","0","1","1.938","1330017","3","0","0","190","0","0"
"18","33","2.451","4","0","1330018","0","0","0","0","1","0"
"19","33","0","1","1.303","1330019","3","0","190","330","0","0"
"20","33","2.273","4","0","1330020","0","0","0","0","1","0"
"21","33","0","2","0","1330021","0","vo_nyx","0","0","0","vo_nyx_1004"
"22","33","0","1","1.136","1330022","4","0","0","113","0","0"
"23","33","1.905","4","0","1330023","0","0","0","0","1","0"
"24","33","0","1","1.136","1330024","4","0","113","211","0","0"
"25","33","1.905","4","0","1330025","0","0","0","0","1","0"
"26","33","0","1","2.016","1330026","4","0","211","395","0","0"
"27","33","3.118","4","0","1330027","0","0","0","0","1","0"
"28","33","0","2","0","1330028","0","vo_nyx","0","0","0","vo_nyx_1005"
"29","33","0","1","1.227","1330029","5","0","0","128","0","0"
"30","33","2.174","4","0","1330030","0","0","0","0","1","0"
"31","33","0","2","0","1330031","0","vo_nyx","0","0","0","vo_nyx_1006"
"32","33","0","1","3.075","1330032","5","0","128","395","0","0"
"33","33","3.81","4","0","1330033","0","0","0","0","1","0"
"34","33","0","1","1.281","1330034","6","0","0","128","0","0"
"35","33","2.507","4","0","1330035","0","0","0","0","1","0"
"36","33","0","2","0","1330036","0","vo_nyx","0","0","0","vo_nyx_1007"
"37","33","0","1","1.17","1330037","6","0","128","252","0","0"
"38","33","2.039","4","0","1330038","0","0","0","0","1","0"
"39","33","0","2","0","1330039","0","vo_nyx","0","0","0","vo_nyx_1008"
"40","33","0","1","0.757","1330040","6","0","252","350","0","0"
"41","33","2.139","4","0","1330041","0","0","0","0","1","0"
"42","33","2","4","0","1330042","0","0","0","0","3","0"
"43","33","0","2","0","1330043","0","vo_nyx","0","0","0","vo_nyx_1009"
"44","33","0","1","1.348","1330044","7","0","0","110","0","0"
"45","33","2.852","4","0","1330045","0","0","0","0","1","0"
"46","33","0","2","0","1330046","0","vo_nyx","0","0","0","vo_nyx_1010"
"47","33","0","1","0.702","1330047","8","0","0","60","0","0"
"48","33","0.702","4","0","1330048","0","0","0","0","1","0"
"49","33","0","1","1.604","1330049","8","0","60","205","0","0"
"50","33","2.844","4","0","1330050","0","0","0","0","1","0"
"51","33","0","2","0","1330051","0","vo_nyx","0","0","0","vo_nyx_1011"
"52","33","0","1","2.016","1330052","8","0","205","395","0","0"
"53","33","2.707","4","0","1330053","0","0","0","0","1","0"
"54","33","0","1","2.128","1330054","9","0","0","206","0","0"
"55","33","3.32","4","0","1330055","0","0","0","0","1","0"
"56","33","0","2","0","1330056","0","vo_nyx","0","0","0","vo_nyx_1012"
"57","33","0","1","2.38","1330057","9","0","206","390","0","0"
"58","33","3.338","4","0","1330058","0","0","0","0","1","0"
"59","33","3","4","0","1330059","0","0","0","0","3","0"
"60","33","0","2","0","1330060","0","vo_nyx","0","0","0","vo_nyx_1013"
"61","33","0","1","1.337","1330061","10","0","0","133","0","0"
"62","33","1.883","4","0","1330062","0","0","0","0","1","0"
"63","33","0","1","1.95","1330063","10","0","133","330","0","0"
"64","33","3.243","4","0","1330064","0","0","0","0","1","0"
"65","33","0","2","0","1330065","0","vo_nyx","0","0","0","vo_nyx_1014"
"66","33","0","1","0.724","1330066","10","0","330","392","0","0"
"67","33","0.724","4","0","1330067","0","0","0","0","1","0"
"68","33","0","1","0.824","1330068","11","0","0","73","0","0"
"69","33","1.392","4","0","1330069","0","0","0","0","1","0"
"70","33","0","1","3.319","1330070","11","0","73","360","0","0"
"71","33","4.265","4","0","1330071","0","0","0","0","1","0"
"72","33","0","2","0","1330072","0","vo_nyx","0","0","0","vo_nyx_1015"
"73","33","0","1","2.306","1330073","12","0","0","235","0","0"
"74","33","3.198","4","0","1330074","0","0","0","0","1","0"
"75","33","4","4","0","1330075","0","0","0","0","3","0"
"76","33","0","2","0","1330076","0","vo_nyx","0","0","0","vo_nyx_1016"
"77","33","0","1","1.713","1330077","13","0","0","142","0","0"
"78","33","2.607","4","0","1330078","0","0","0","0","1","0"
"79","33","0","1","1.66","1330079","13","0","142","308","0","0"
"80","33","3.16","4","0","1330080","0","0","0","0","1","0"
"1","34","1","4","0","1340001","0","0","0","0","3","0"
"2","34","0","2","0","1340002","0","vo_nyx","0","0","0","vo_nyx_1501"
"3","34","0","1","0.64","1340003","1","0","0","45","0","0"
"4","34","1.223","4","0","1340004","0","0","0","0","1","0"
"5","34","0","1","0.878","1340005","1","0","45","160","0","0"
"6","34","1.635","4","0","1340006","0","0","0","0","1","0"
"7","34","0","2","0","1340007","0","vo_nyx","0","0","0","vo_nyx_1502"
"8","34","0","1","1.01","1340008","1","0","160","280","0","0"
"9","34","2.02","4","0","1340009","0","0","0","0","1","0"
"10","34","0","2","0","1340010","0","vo_nyx","0","0","0","vo_nyx_1503"
"11","34","0","1","4.04","1340011","2","0","0","375","0","0"
"12","34","4.731","4","0","1340012","0","0","0","0","1","0"
"13","34","0","1","2.766","1340013","3","0","0","310","0","0"
"14","34","3.699","4","0","1340014","0","0","0","0","1","0"
"15","34","0","2","0","1340015","0","vo_nyx","0","0","0","vo_nyx_1504"
"16","34","0","1","2.338","1340016","4","0","0","225","0","0"
"17","34","3.085","4","0","1340017","0","0","0","0","1","0"
"18","34","0","2","0","1340018","0","vo_nyx","0","0","0","vo_nyx_1505"
"19","34","0","1","0.911","1340019","4","0","225","340","0","0"
"20","34","2.338","4","0","1340020","0","0","0","0","1","0"
"21","34","0","2","0","1340021","0","vo_nyx","0","0","0","vo_nyx_1506"
"22","34","0","1","1.789","1340022","5","0","0","173","0","0"
"23","34","2.096","4","0","1340023","0","0","0","0","1","0"
"24","34","0","1","1.992","1340024","5","0","173","370","0","0"
"25","34","3.002","4","0","1340025","0","0","0","0","1","0"
"26","34","0","2","0","1340026","0","vo_nyx","0","0","0","vo_nyx_1507"
"27","34","0","1","1.179","1340027","6","0","0","110","0","0"
"28","34","1.679","4","0","1340028","0","0","0","0","1","0"
"29","34","0","1","1.438","1340029","6","0","110","225","0","0"
"30","34","2.096","4","0","1340030","0","0","0","0","1","0"
"31","34","0","2","0","1340031","0","vo_nyx","0","0","0","vo_nyx_1508"
"32","34","0","1","1.679","1340032","6","0","225","395","0","0"
"33","34","1.679","4","0","1340033","0","0","0","0","1","0"
"34","34","0","1","1.032","1340034","7","0","0","90","0","0"
"35","34","1.833","4","0","1340035","0","0","0","0","1","0"
"36","34","0","2","0","1340036","0","vo_nyx","0","0","0","vo_nyx_1509"
"37","34","0","1","2.788","1340037","7","0","90","356","0","0"
"38","34","3.765","4","0","1340038","0","0","0","0","1","0"
"39","34","0","2","0","1340039","0","vo_nyx","0","0","0","vo_nyx_1510"
"40","34","0","1","0.79","1340040","8","0","0","48","0","0"
"41","34","1.35","4","0","1340041","0","0","0","0","1","0"
"42","34","0","1","2.404","1340042","8","0","48","262","0","0"
"43","34","3.117","4","0","1340043","0","0","0","0","1","0"
"44","34","2","4","0","1340044","0","0","0","0","3","0"
"45","34","0","2","0","1340045","0","vo_nyx","0","0","0","vo_nyx_1511"
"46","34","0","1","1.756","1340046","8","0","262","395","0","0"
"47","34","2.59","4","0","1340047","0","0","0","0","1","0"
"48","34","0","1","1.954","1340048","9","0","0","190","0","0"
"49","34","2.415","4","0","1340049","0","0","0","0","1","0"
"50","34","0","1","1.649","1340050","9","0","190","341","0","0"
"51","34","2.228","4","0","1340051","0","0","0","0","1","0"
"52","34","0","1","0.592","1340052","9","0","341","391","0","0"
"53","34","0.592","4","0","1340053","0","0","0","0","1","0"
"54","34","0","1","1.12","1340054","10","0","0","90","0","0"
"55","34","1.68","4","0","1340055","0","0","0","0","1","0"
"56","34","0","1","2.205","1340056","10","0","90","254","0","0"
"57","34","2.908","4","0","1340057","0","0","0","0","1","0"
"58","34","0","1","1.526","1340058","10","0","254","385","0","0"
"59","34","1.526","4","0","1340059","0","0","0","0","1","0"
"60","34","0","1","1.207","1340060","11","0","0","125","0","0"
"61","34","2.448","4","0","1340061","0","0","0","0","1","0"
"62","34","3","4","0","1340062","0","0","0","0","3","0"
"63","34","0","2","0","1340063","0","vo_nyx","0","0","0","vo_nyx_1512"
"64","34","0","1","1.624","1340064","11","0","125","249","0","0"
"65","34","2.294","4","0","1340065","0","0","0","0","1","0"
"66","34","0","1","1.405","1340066","11","0","249","397","0","0"
"67","34","1.405","4","0","1340067","0","0","0","0","1","0"
"68","34","0","1","0.746","1340068","12","0","0","65","0","0"
"69","34","1.822","4","0","1340069","0","0","0","0","1","0"
"70","34","4","4","0","1340070","0","0","0","0","3","0"
"71","34","0","2","0","1340071","0","vo_nyx","0","0","0","vo_nyx_1513"
"72","34","0","1","2.338","1340072","12","0","72","260","0","0"
"73","34","3.227","4","0","1340073","0","0","0","0","1","0"
"74","34","5","4","0","1340074","0","0","0","0","3","0"
"75","34","0","2","0","1340075","0","vo_nyx","0","0","0","vo_nyx_1514"
"76","34","0","1","1.745","1340076","13","0","0","150","0","0"
"77","34","2.195","4","0","1340077","0","0","0","0","1","0"
"78","34","0","1","1.405","1340078","13","0","150","293","0","0"
"79","34","2.437","4","0","1340079","0","0","0","0","1","0"
"80","34","0","2","0","1340080","0","vo_nyx","0","0","0","vo_nyx_1515"
"81","34","0","1","0.428","1340081","14","0","0","42","0","0"
"82","34","2.16","4","0","1340082","0","0","0","0","1","0"
