ddf70c340351a2126e105b03e0c219cff21738661c9345955a66dd8fb313dc6b,7bb1485b5b532ea7d20fff5403df631fdd4d6a87aee163fffa7ca175ef87db00,b11fdf98b706297ca382a968b0133f0b0363c055b06547720a500274a7776b11,43a60f735223c4297083edad8abf9deeae4650507a877cbc21a154219161b57b,3ae6a27c298996cdd12ac3432b4a7ae64322fcb55a146dc2e84441b25159ce6c,00f7e1292ef3cbeec1e5449ccff033fe0b0c60743486e627190e759e0e43ebd4,2043ea6bc911be64728f476e1efa92470ba0d333044166d61764bc595cac9f65,0c81707f4f8d97ccd6695bcc7aafb6a71152ecdd7a05f520b188f3d94ab55139,54bd65e887f3a2ee4ce22a768ccc24bd3dd997d58ecc52d9eec768bc98d75664,79a8fe8cb3c92383578b8ce3f468a1d2cab62e152efe36d8da2d0c5dc7a103a6,3437c134e501fb763988824612a9934e623e4e1bb94e2f1cce55df99edb87677
"10","3","0","10004","-120","3","5","270","idle_normal_talkJoy","102","1.37"
"10","0","","10005","","0","91","","","",""
"10","1.5","","10006","","","93","","","",""
"10","vo_alces","","10007","","vo_alces_1000","21","0","","0",""
"10","2","0","10008","0","くー…\nくー…\n…むにゃ","11","1","4","3","0"
"10","0","","10009","","","91","0","","0",""
"10","0","","10010","","","93","","","",""
"10","3","","10011","","sad_talk_Ex0007","3","","","1","0.2"
"10","vo_alces","","10012","","vo_alces_1001","21","0","","0",""
"10","3","0","10013","0","ふふ、気持ちよさそうに寝ちゃって。\n…風邪ひいちゃうよ～","11","1","2","10","0"
"10","0","","10014","","","91","0","","0",""
"10","0","","10015","","0.5","22","","","",""
"10","2","0","10016","1","iroha_sleep_hung","3","iroha_sleep2","","0","0.2"
"10","12","0","10017","1","iroha_sleep_hung","3","iroha_sleep2","","0","0.2"
"10","3","0","10018","1","sono_hung","3","idle_normal_talkJoy","","0","0.2"
"10","1.2","","10019","","0","93","","","",""
"10","se_alces","","10020","","se_alces_futon","23","","","0",""
"10","2.5","","10021","","0","93","","","",""
"10","2","0","10022","1","iroha_sleep2_to_sleep3","3","iroha_sleep3","","0","0.2"
"10","12","0","10023","1","iroha_sleep2_to_sleep3","3","iroha_sleep3","","0","0.2"
"10","0.6","","10024","","0","93","","","",""
"10","3","0","10025","1","idle_surprise_in","3","idle_surprise","","0","0.2"
"10","1.4","","10026","","0","93","","","",""
"10","se_alces","","10027","","se_alces_sleep","23","","","0",""
"10","10","0","10028","1","iroha_sleep","3","empty","","0","0"
"10","2.4","","10029","","0","93","","","",""
"10","3","","10030","","relief_idle_Ex0010","3","","","1","0.2"
"10","vo_alces","","10031","","vo_alces_1002","21","0","","0",""
"10","3","0","10032","0","ふふふ♪","11","1","0.5","10","0"
"10","0","","10033","","","91","0","","0",""
"10","0","","10034","","0","22","","","",""
"10","3","","10035","","1","93","","","",""
"10","10035","","10036","","","101","0","","0",""
"11","3","1","11001","-130","3","5","350","sit_readPaper","100","1.4"
"11","1","0","11002","-150","1","5","950","empty","102","1.5"
"11","10","","11003","1","10","31","-18","","475","1"
"11","11","","11004","1","11","31","-130","","350","0"
"11","0","","11005","","0","91","","","",""
"11","0.5","","11006","","1","93","","","",""
"11","vo_alces","","11007","","vo_alces_1100","21","0","","0",""
"11","3","0","11008","0","…………\n…………","11","1","0.5","10","10"
"11","0","","11009","","","91","0","","0",""
"11","3","0","11010","1","sit_readPaperTurn","3","sit_readPaper","","0","0.2"
"11","1","","11011","","1","93","","","",""
"11","1","","11012","","0","93","","","",""
"11","3","","11013","","sit_readPaper_surprise","3","","","1","0.2"
"11","vo_alces","","11014","","vo_alces_1101","21","0","","0",""
"11","3","0","11015","0","…………\n…………","11","1","0.5","10","10"
"11","0","","11016","","","91","0","","0",""
"11","1","","11017","","0","93","","","",""
"11","se_alces","","11018","","se_alces_emotion_exQuestion","23","","","",""
"11","3","0","11019","0","3","12","0","","0.2","10"
"11","3","0","11020","1","sit_readPaper_notice_in","3","sit_readPaper_notice_loop","","0","0.1"
"11","1.2","","11021","","0","93","","","",""
"11","3","0","11022","1","sit_readPaper_kira_in","3","sit_readPaper_kira_talk","","0","0.2"
"11","vo_alces","","11023","","vo_alces_1102","21","0","","0",""
"11","3","0","11024","0","……っ！！\nトマト３個入りパック150ルピ！？\n神か！？","11","1","3.2","10","0"
"11","0","","11025","","","91","","","",""
"11","0","","11026","","0.5","22","","","",""
"11","3","","11027","","sit_out_readPaper_light","3","","","1","0.2"
"11","0.5","","11028","","0","93","","","",""
"11","3","","11029","","sono_walletPick_in","3","","","1","0.2"
"11","1.8","","11030","","0","93","","","",""
"11","3","0","11031","1","sono_walk_quick_R_in","3","sono_walk_quick_R","","0","0.2"
"11","11","","11032","","1","32","","","",""
"11","3","","11033","0","1500","2","3.3","","-130",""
"11","11","","11034","0","1500","33","3.3","","-130",""
"11","1","","11035","","0","93","","","",""
"11","1","0","11036","1","luis_walk_furimuki_in","3","luis_walk_furimuki","","0","0.2"
"11","1","","11037","0","350","2","4","","-150",""
"11","4","","11038","","0","93","","","",""
"11","1","0","11039","1","luis_walk_to_idle","3","luis_sad_idle","","0","0.2"
"11","se_alces","","11040","","se_alces_emotion_question","23","","","",""
"11","1","0","11041","0","5","12","0","","1.3","0"
"11","2.1","","11042","","0","93","","","",""
"11","1","","11043","","idle_normal","3","","","1","0.2"
"11","0","","11044","","0","22","","","",""
"11","3","","11045","","0","93","","","",""
"11","11045","","11046","","","101","0","","0",""
"12","1","0","12001","-190","1","5","400","luis_run_dash_pain","101","1.45"
"12","10","0","12002","-190","1001","5","-85","empty","102","1.45"
"12","11","","12003","1","11","31","-190","","400",""
"12","1","","12004","","130","13","","","",""
"12","1","1","12005","-190","105111","1","1050","empty","102","1.45"
"12","10","1","12006","-190","1002","5","1050","empty","103","1.45"
"12","12","","12007","1","12","31","-190","","-85","0"
"12","0","","12008","","0","91","","","",""
"12","1","","12009","0","-85","2","1.3","","-190",""
"12","11","","12010","0","-85","33","1.3","","-190",""
"12","11","","12011","","1","32","","","",""
"12","11","","12012","","sweatR_run","37","","","",""
"12","1.3","","12013","","0","93","","","",""
"12","1","0","12014","1","luis_run_turn","3","anger_talk_Ex0001","","0","0.2"
"12","vo_alces","","12015","","vo_alces_1200","21","0","","0",""
"12","1","0","12016","0","ちょ、あの人なんで\n私を追いかけてくるの！？","11","1","1","10","0"
"12","0","","12017","","","91","0","","0",""
"12","1","","12018","","sad_talk_normalR","3","","","1","0.2"
"12","vo_alces","","12019","","vo_alces_1201","21","0","","0",""
"12","1","0","12020","0","すごい剣幕で聞く耳なさそうだし…\nこうなったら『透明になる薬』よ！","11","1","1.6","10","0"
"12","0","","12021","","","91","0","","0",""
"12","1","","12022","","luis_drink","3","","","0","0.2"
"12","0","","12023","","0.5","22","","","",""
"12","1.6","","12024","","0","93","","","",""
"12","vo_alces","","12025","","vo_alces_1202","21","0","","0",""
"12","1","0","12026","0","ごくんっ！！","11","1","0.5","10","0"
"12","2","","12027","","0","93","","","",""
"12","se_alces","","12028","","se_alces_invisible","23","","","",""
"12","12","","12029","","1","32","","","",""
"12","1","0","12030","0","1","6","1","","1","0.2"
"12","1.8","","12031","","0","93","","","",""
"12","105111","","12032","0","250","2","2","","-190",""
"12","1002","","12033","0","250","2","2","","-190",""
"12","105111","","12034","","mitsuki_run_dash_noface","3","","","1","0.2"
"12","1002","","12035","","mitsuki_run_dash","3","","","1","0.2"
"12","2","","12036","","0","93","","","",""
"12","105111","","12037","","mitsuki_anger_talk_noface","3","","","1","0.2"
"12","1002","","12038","","mitsuki_anger_talk","3","","","1","0.2"
"12","vo_alces","","12039","","vo_alces_1203","21","0","","0",""
"12","105111","0","12040","0","追いつめたわよ錬金術師！","11","1","0.5","10","0"
"12","0","","12041","","","91","0","","0",""
"12","0","","12042","","0.5","22","","","",""
"12","105111","0","12043","1","mitsuki_look_in_noface","3","sad_talk_anger","","0","0.2"
"12","1002","","12044","","mitsuki_look_in","3","","","0","0.2"
"12","1.5","","12045","","0","93","","","",""
"12","vo_alces","","12046","","vo_alces_1204","21","0","","0",""
"12","105111","0","12047","0","…ちっ、逃がしたみたいね…","11","1","1.2","10","0"
"12","0","","12048","","","91","0","","0",""
"12","105111","0","12049","1","mitsuki_armcrossed_in_noface","3","mitsuki_armcrossed_talk_noface","","0","0.2"
"12","1002","0","12050","1","mitsuki_armcrossed_in","3","mitsuki_armcrossed_talk","","0","0.2"
"12","vo_alces","","12051","","vo_alces_1205","21","0","","0",""
"12","105111","0","12052","0","まったく、\n何の科学的根拠もないもので\n商いをするなんて…\n私は認めないわ","11","1","2.3","10","0"
"12","0","","12053","","","91","0","","0",""
"12","105111","","12054","","mitsuki_ecstatic_talk_noface","3","","","1","0.2"
"12","1002","","12055","","mitsuki_ecstatic_talk","3","","","1","0.2"
"12","vo_alces","","12056","","vo_alces_1206","21","0","","0",""
"12","105111","0","12057","0","……あの魔女ばあさんの孫娘か。\n油断ならないみたいね。\n【アルケス錬金堂】……！","11","1","1","10","0"
"12","0","","12058","","","91","0","","0",""
"12","0","","12059","","0.5","22","","","",""
"12","105111","0","12060","1","mitsuki_turnR_noface","3","mitsuki_walkR_noface","","0","0.2"
"12","1002","0","12061","1","mitsuki_turnR","3","mitsuki_walkR","","0","0.2"
"12","105111","","12062","0","1050","2","5","","-190",""
"12","1002","","12063","0","1050","2","5","","-190",""
"12","4.5","","12064","","0","93","","","",""
"12","1","","12065","","idle_normal_Ex0001","3","","","1","0.2"
"12","se_alces","","12066","","se_alces_invisible","23","","","",""
"12","12","","12067","","0","32","","","",""
"12","12","","12068","","1","32","","","",""
"12","0.1","","12069","","0","93","","","",""
"12","1","0","12070","1","1","6","1","","1","0.3"
"12","1.5","","12071","","0","93","","","",""
"12","se_alces","","12072","","se_alces_breath","23","","","",""
"12","1","0","12073","1","relief_in","3","relief_idle","","0","0.2"
"12","1001","","12074","","relief_in","3","","","0",""
"12","0","","12075","","0","22","","","",""
"12","3","","12076","","0","93","","","",""
"12","12076","","12077","","","101","0","","0",""
"13","2","0","13001","-130","2","5","0","iroha_wait","101","1.45"
"13","14","0","13002","-130","14","5","0","nebia_wait","102","1.45"
"13","2","0","13003","-130","20","5","0","iroha_wait_ziriziri_idle_empty","103","1.45"
"13","0","","13004","","0","91","","","",""
"13","0.1","","13005","","0","93","","","",""
"13","14","0.2","13006","1","nebia_talk_in","3","nebia_talk","","0","0.2"
"13","2.8","","13007","","0","93","","","",""
"13","vo_alces","","13008","","vo_alces_1300","21","0","","0",""
"13","14","0","13009","0","へ～\nいろんなものが置いてあるわね","11","1","2","10","0"
"13","0","","13010","","","91","0","","0",""
"13","14","0","13011","1","nebia_talk2_in","3","nebia_talk2","","0","0.2"
"13","1.6","","13012","","0","93","","","",""
"13","se_alces","","13013","","se_alces_steal","23","","","0",""
"13","13011","","13014","","","91","0","","0",""
"13","vo_alces","","13015","","vo_alces_1301","21","0","","0",""
"13","14","0","13016","0","んふふ♪\nどんな悪戯に使おうかしら♪","11","1","1.5","10","0"
"13","0.5","","13017","","0","93","","","",""
"13","2","0.2","13018","1","iroha_wait2_in","3","iroha_wait2","","0","0.1"
"13","13016","","13019","","","91","0","","0",""
"13","se_alces","","13020","","se_alces_laugh","23","","","0",""
"13","14","","13021","","nebia_talk2_laugh","3","","","1","0.2"
"13","2","0.2","13022","1","iroha_wait_ziriziri_in","3","iroha_wait_ziriziri_idle","","0","0.1"
"13","3.3","","13023","","0","93","","","",""
"13","14","0","13024","1","nebia_talk3_in","3","nebia_talk3","","0","0.2"
"13","vo_alces","","13025","","vo_alces_1302","21","0","","0",""
"13","14","0","13026","0","……ん？","11","1","0.5","10","0"
"13","0","","13027","","","91","0","","0",""
"13","0","","13028","","0","22","","","",""
"13","se_alces","","13029","","se_alces_catch","23","","","0",""
"13","14","0","13030","1","nebia_brow","3","nebia_brow_idle_guru","","0","0.2"
"13","20","0","13031","1","iroha_wait_brow_net","3","empty","","0","0.2"
"13","2","0","13032","1","iroha_wait_brow","3","iroha_wait_brow_talk","","0","0.2"
"13","0","","13033","","","91","0","","0",""
"13","vo_alces","","13034","","vo_alces_1303","21","0","","0",""
"13","2","0","13035","0","なんか変なの捕まえた！！\nやったーレア昆虫ゲットー！！","11","1","1.5","10","0"
"13","0","","13036","","","91","0","","0",""
"13","2","","13037","","iroha_wait_brow_idle","3","","","1","0.2"
"13","14","","13038","","nebia_brow_idle_anger","3","","","1","0.2"
"13","vo_alces","","13039","","vo_alces_1304","21","0","","0",""
"13","14","0","13040","0","ちょっ、誰が昆虫よ～！","11","1","0.5","10","0"
"13","0","","13041","","","91","0","","0",""
"13","0","","13042","","0","22","","","",""
"13","1","","13043","","0","93","","","",""
"13","2","0","13044","1","iroha_wait_brow_escape","3","iroha_wait_brow_surprise","","0","0.2"
"13","14","0","13045","1","nebia_brow_escape","3","nebia_talk4","","0","0.2"
"13","4","","13046","","0","93","","","",""
"13","0","","13047","","0","22","","","",""
"13","3","","13048","","0","93","","","",""
"13","13048","","13049","","","101","0","","0",""
"14","2","1","14001","-140","2","5","1500","top_iroha_run_joy","105","1.4"
"14","13","1","14002","-140","13","5","1150","dokuro_run","103","1.4"
"14","10","0","14003","-140","10","5","-15","empty","104","1.4"
"14","1","0","14004","-125","103111","1","-150","idle_normal","101","1.37"
"14","2","","14005","","130","13","","","",""
"14","13","","14006","","130","13","","","",""
"14","103111","","14007","","130","13","","","",""
"14","11","","14008","1","111","31","-140","","1500","1"
"14","11","","14009","1","112","31","-190","","1150","1"
"14","0","","14010","","0","91","","","",""
"14","se_alces","","14011","","se_alces_skull_chase1","23","","","0",""
"14","111","","14012","","smokeR","37","","","",""
"14","112","","14013","","sweatR_Loop","37","","","",""
"14","2","","14014","0","-1150","2","7.5","","-140",""
"14","111","","14015","0","-1150","33","7.5","","-140",""
"14","13","","14016","0","-1500","2","7.5","","-140",""
"14","112","","14017","0","-1500","33","7.5","","-190",""
"14","2.5","","14018","","0","93","","","",""
"14","vo_alces","","14019","","vo_alces_1400","21","0","","0",""
"14","2","30","14020","0","あははー！！\n待て待てー！！","11","1","0.5","10","0"
"14","1","","14021","","0","93","","","",""
"14","103111","0","14022","1","idle_normalR_in","3","idle_normalR","","0","0.2"
"14","4","","14023","","0","93","","","",""
"14","se_alces","","14024","","se_alces_skull_chase1","23","","","0",""
"14","2","","14025","0","-1500","2","0","","-140",""
"14","111","","14026","0","-1500","33","0","","-140",""
"14","13","","14027","0","-1150","2","0","","-140",""
"14","112","","14028","0","-1150","33","0","","-190",""
"14","2","","14029","","0","4","","","",""
"14","13","","14030","","0","4","","","",""
"14","111","","14031","","smokeL","37","","","",""
"14","112","","14032","","sweatL_Loop2","37","","","",""
"14","2","","14033","0","1150","2","8.2","","-140",""
"14","111","","14034","0","1150","33","8.2","","-140",""
"14","13","","14035","0","1500","2","8.2","","-140",""
"14","112","","14036","0","1500","33","8.2","","-190",""
"14","1.5","","14037","","0","93","","","",""
"14","vo_alces","","14038","","vo_alces_1401","21","0","","0",""
"14","13","0","14039","0","あ、あれ～！？\nなんでだ！？","11","1","0.3","10","0"
"14","1.5","","14040","","0","93","","","",""
"14","103111","0","14041","1","idle_normal_in","3","idle_normal","","0","0.2"
"14","5.2","","14042","","0","93","","","",""
"14","2","","14043","0","1500","2","0","","-140",""
"14","111","","14044","0","1500","33","0","","-140",""
"14","13","","14045","0","1150","2","0","","-140",""
"14","112","","14046","0","1150","33","0","","-190",""
"14","2","","14047","","1","4","","","",""
"14","13","","14048","","1","4","","","",""
"14","111","","14049","","smokeR","37","","","",""
"14","112","","14050","","sweatR_Loop","37","","","",""
"14","13","","14051","0","-15","2","1.8","","-140",""
"14","112","","14052","0","-15","33","1.8","","-205",""
"14","se_alces","","14053","","se_alces_skull_dash","23","","","0",""
"14","1","","14054","","0","93","","","",""
"14","2","","14055","","iroha_net_run_normal2","3","","","1","0.1"
"14","2","","14056","0","335","2","3","","-140",""
"14","111","","14057","0","335","33","3","","-140",""
"14","0.8","","14058","","0","93","","","",""
"14","13","","14059","","dokuro_talk","3","","","1","0.2"
"14","112","","14060","","0","32","","","",""
"14","103111","","14061","","idle_normal_lookdown","3","","","1","0.2"
"14","vo_alces","","14062","","vo_alces_1402","21","0","","0",""
"14","13","0","14063","0","グラマーな姉ちゃんに\n追いかけられてるのに\n微塵もうれしくねえっ！","11","1","1","10","0"
"14","2.2","","14064","","0","93","","","",""
"14","2","0","14065","1","iroha_net_idle_in","3","iroha_net_idle_doya","","0","0.1"
"14","111","","14066","","0","32","","","",""
"14","0.4","","14067","","0","93","","","",""
"14","2","","14068","","iroha_net_ziriziri","3","","","1","0.2"
"14","2","","14069","0","135","2","2.7","","-140",""
"14","111","","14070","0","135","33","2.7","","-140",""
"14","1","","14071","","0","93","","","",""
"14","103111","","14072","","idle_normal_lookup","3","","","1","0.2"
"14","1.7","","14073","","0","93","","","",""
"14","2","","14074","","iroha_net_ziriziri_idle","3","","","1","0.2"
"14","14063","","14075","","","91","","","",""
"14","0","","14076","","0","22","","","",""
"14","se_alces","","14077","","se_alces_skull_chase2","23","","","0",""
"14","10","","14078","","dokuro_turn_surprise","3","","","0","0"
"14","13","0","14079","1","dokuro_turn_surprise","3","dokuro_run","","0","0.2"
"14","0.1","","14080","","0","93","","","",""
"14","2","0","14081","1","iroha_net_brow","3","iroha_net_brow_idle","","0","0.1"
"14","14079","","14082","","","91","","","",""
"14","13","","14083","","1","4","","","",""
"14","13","","14084","0","-1500","2","2.5","","-140",""
"14","112","","14085","0","-1500","33","2.5","","-190",""
"14","0.1","","14086","","0","93","","","",""
"14","103111","0","14087","1","idle_normalR_in","3","idle_normalR","","0","0.2"
"14","112","","14088","","1","32","","","",""
"14","112","","14089","","sweatR_Loop","37","","","",""
"14","0.3","","14090","","0","93","","","",""
"14","2","0","14091","1","iroha_net_brow_notice","3","iroha_net_brow_notice_idle","","0","0.1"
"14","0","","14092","","","91","","","",""
"14","111","","14093","","1","32","","","",""
"14","111","","14094","","smokeR","37","","","",""
"14","2","","14095","","top_iroha_run_joy","3","","","1","0.2"
"14","2","","14096","0","-1350","2","2.5","","-140",""
"14","111","","14097","0","-1350","33","2.5","","-140",""
"14","2.5","","14098","","0","93","","","",""
"14","se_alces","","14099","","se_alces_skull_chase1","23","","","0",""
"14","2","","14100","0","-1500","2","0","","-140",""
"14","111","","14101","0","-1500","33","0","","-140",""
"14","13","","14102","0","-1150","2","0","","-140",""
"14","112","","14103","0","-1150","33","0","","-190",""
"14","2","","14104","","0","4","","","",""
"14","13","","14105","","0","4","","","",""
"14","111","","14106","","smokeL","37","","","",""
"14","112","","14107","","sweatL_Loop2","37","","","",""
"14","2","","14108","0","1150","2","7.5","","-140",""
"14","111","","14109","0","1150","33","7.5","","-140",""
"14","13","","14110","0","1500","2","7.5","","-140",""
"14","112","","14111","0","1500","33","7.5","","-190",""
"14","1.5","","14112","","0","93","","","",""
"14","vo_alces","","14113","","vo_alces_1403","21","0","","0",""
"14","13","0","14114","0","シノブ、助けてーっ！！","11","1","0.5","10","0"
"14","1.5","","14115","","0","93","","","",""
"14","103111","0.2","14116","1","idle_normal_in","3","idle_normal","","0","0.2"
"14","14114","","14117","","","91","0","","0",""
"14","103111","","14118","","sad_talk_dead","3","","","1","0.2"
"14","vo_alces","","14119","","vo_alces_1404","21","0","","0",""
"14","103111","0","14120","0","……因果応報だよ、お父さん","11","1","0.5","10","0"
"14","3.5","","14121","","0","93","","","",""
"14","se_alces","","14122","","se_alces_skull_chase1","23","","","0",""
"14","2","","14123","0","1500","2","0","","-140",""
"14","111","","14124","0","1500","33","0","","-140",""
"14","13","","14125","0","1150","2","0","","-140",""
"14","112","","14126","0","1150","33","0","","-190",""
"14","2","","14127","","1","4","","","",""
"14","13","","14128","","1","4","","","",""
"14","111","","14129","","smokeR","37","","","",""
"14","112","","14130","","sweatR_Loop","37","","","",""
"14","2","","14131","0","-1150","2","7.5","","-140",""
"14","111","","14132","0","-1150","33","7.5","","-140",""
"14","13","","14133","0","-1500","2","7.5","","-140",""
"14","112","","14134","0","-1500","33","7.5","","-190",""
"14","14120","","14135","","","91","0","","0",""
"14","103111","","14136","","sad_idle_normal","3","","","1","0.2"
"14","3.6","","14137","","0","93","","","",""
"14","103111","0","14138","1","idle_normalR_in","3","idle_normalR","","0","0.2"
"14","3.9","","14139","","0","93","","","",""
"14","0","","14140","","0","22","","","",""
"14","se_alces","","14141","","se_alces_skull_chase1","23","","","0",""
"14","2","","14142","0","-1500","2","0","","-140",""
"14","111","","14143","0","-1500","33","0","","-140",""
"14","13","","14144","0","-1150","2","0","","-140",""
"14","112","","14145","0","-1150","33","0","","-190",""
"14","2","","14146","","0","4","","","",""
"14","13","","14147","","0","4","","","",""
"14","111","","14148","","smokeL","37","","","",""
"14","112","","14149","","sweatL_Loop2","37","","","",""
"14","2","","14150","0","1150","2","7.5","","-140",""
"14","111","","14151","0","1150","33","7.5","","-140",""
"14","13","","14152","0","1500","2","7.5","","-140",""
"14","112","","14153","0","1500","33","7.5","","-190",""
"14","3","","14154","","0","93","","","",""
"14","103111","0","14155","1","idle_normal_in","3","idle_normal","","0","0.2"
"14","4.5","","14156","","0","93","","","",""
"14","se_alces","","14157","","se_alces_skull_chase1","23","","","0",""
"14","2","","14158","0","1500","2","0","","-140",""
"14","111","","14159","0","1500","33","0","","-140",""
"14","13","","14160","0","1150","2","0","","-140",""
"14","112","","14161","0","1150","33","0","","-190",""
"14","2","","14162","","1","4","","","",""
"14","13","","14163","","1","4","","","",""
"14","111","","14164","","smokeR","37","","","",""
"14","112","","14165","","sweatR_Loop","37","","","",""
"14","2","","14166","0","-1150","2","7.5","","-140",""
"14","111","","14167","0","-1150","33","7.5","","-140",""
"14","13","","14168","0","-1500","2","7.5","","-140",""
"14","112","","14169","0","-1500","33","7.5","","-190",""
"14","3.5","","14170","","0","93","","","",""
"14","103111","0","14171","1","idle_normalR_in","3","idle_normalR","","0","0.2"
"14","4","","14172","","0","93","","","",""
"14","14141","","14173","","","101","0","","0",""
"15","2","0","15001","-130","2","5","100","walk_jog_talkjoy2","100","1.43"
"15","3","1","15002","-130","3","5","400","sit_readPaper","101","1.4"
"15","0","","15003","","0","91","","","",""
"15","2","","15004","0","235","2","0.8","","-130",""
"15","0.5","","15005","","0","93","0","","0",""
"15","vo_alces","","15006","","vo_alces_1500","21","0","","0",""
"15","2","0","15007","0","お使い行ってきたよ～\nソノおばちゃ～ん","11","1","0.5","10","0"
"15","0.3","","15008","","0","93","","","",""
"15","2","","15009","","talk_normal","3","","","1","0.2"
"15","15007","","15010","","","91","","","",""
"15","0","","15011","","0.5","22","","","",""
"15","2","","15012","","idle_normal","3","","","1","0.2"
"15","1","","15013","","0","93","","","",""
"15","3","0","15014","1","sit_readPaperTurn","3","sit_readPaper","","0","0.2"
"15","0.5","","15015","","0","93","","","",""
"15","vo_alces","","15016","","vo_alces_1501","21","0","","0",""
"15","2","0","15017","0","……ソノおばちゃ～ん！","11","1","0.5","10","0"
"15","0.3","","15018","","0","93","","","",""
"15","2","0","15019","1","smile_normal","3","idle_normal","","0","0.2"
"15","15017","","15020","","","91","0","","0",""
"15","0","","15021","","0.5","22","","","",""
"15","0.5","","15022","","0","93","","","",""
"15","2","","15023","","sad_idle_surprise","3","","","1","0.2"
"15","1","","15024","","1","93","","","",""
"15","3","0","15025","1","sit_readPaperTurn","3","sit_readPaper","","0","0.2"
"15","1.2","","15026","","0","93","","","",""
"15","2","","15027","","anger_talk_pain","3","","","1","0.2"
"15","vo_alces","","15028","","vo_alces_1502","21","0","","0",""
"15","2","0","15029","0","ソノおばちゃーんっ！！！","11","1","0.5","10","0"
"15","0","","15030","","","91","0","","0",""
"15","0","","15031","","0.5","22","","","",""
"15","2","","15032","","anger_idle_angerR","3","","","1","0.2"
"15","1.2","","15033","","1","93","","","",""
"15","se_alces","","15034","","se_alces_emotion_quiet","23","","","",""
"15","3","0","15035","0","12","12","0","","1","10"
"15","2.5","","15036","","0","93","","","",""
"15","se_alces","","15037","","se_alces_emotion_notice","23","","","",""
"15","2","0","15038","0","10","12","0","","0.3","0"
"15","2","0","15039","1","notice_in_talk2","3","notice_loop_talk2","","0","0.2"
"15","1.4","","15040","","0","93","","","",""
"15","2","","15041","","talk_normal_normal2","3","","","1","0.2"
"15","vo_alces","","15042","","vo_alces_1503","21","0","","0",""
"15","2","0","15043","0","ソノおねーちゃん","11","1","0.5","10","0"
"15","0","","15044","","","91","0","","0",""
"15","2","","15045","","idle_normal","3","","","1","0.2"
"15","3","","15046","","sit_out_smile","3","","","1","0.2"
"15","0.5","","15047","","1","93","","","",""
"15","3","0","15048","1","sono_cool_in","3","sono_cool_talk","","0","0.2"
"15","2","","15049","","surprise_idle_shy","3","","","1","0.2"
"15","vo_alces","","15050","","vo_alces_1504","21","0","","0",""
"15","3","0","15051","0","はい、どうもありがとう。\nこれ、ソノおねーちゃんからの\nお小遣いね♪","11","1","2.2","10","0"
"15","0","","15052","","","91","0","","0",""
"15","0","","15053","","0.5","22","","","",""
"15","3","0","15054","1","sono_armcrossed_in","3","sono_armcrossed_idle","","0","0.2"
"15","0.5","","15055","","0","93","","","",""
"15","se_alces","","15056","","se_alces_emotion_sweat","23","","","",""
"15","2","0","15057","0","2","12","0","","1.5","0"
"15","2","","15058","","talk_normal_nervous","3","","","1","0.2"
"15","0.8","","15059","","0","93","","","",""
"15","3","","15060","","sono_armcrossed_talk","3","","","1","0.2"
"15","1.7","","15061","","0","93","","","",""
"15","2","","15062","","iroha_idle_Ex0001","3","","","1","0.2"
"15","3","","15063","","sono_armcrossed_idle","3","","","1","0.2"
"15","1","","15064","","0","93","","","",""
"15","0","","15065","","0","22","","","",""
"15","3","","15066","","0","93","","","",""
"15","15066","","15067","","","101","0","","0",""
"16","5","1","16001","-160","5","5","150","iroha_idle_dere_glass","103","1.45"
"16","11","","16002","1","11","31","-160","","150","0"
"16","10","1","16003","-160","1001","5","150","empty","104","1.45"
"16","3","1","16004","-160","3","5","1000","sono_walk_scare","102","1.41"
"16","10","1","16005","-160","1002","5","300","empty","103","1.41"
"16","3","","16006","","130","13","","","110",""
"16","1","0","16007","-150","132211","1","-50","idle_normal","100","1.42"
"16","10","0","16008","-150","1003","5","-50","empty","101","1.42"
"16","0","","16009","","0","91","","","",""
"16","5","0","16010","1","iroha_doya_in_glass","3","iroha_doya_talk_glass","","0","0.2"
"16","0.5","","16011","","0","93","","","",""
"16","vo_alces","","16012","","vo_alces_1600","21","0","","0",""
"16","5","0","16013","0","ねーねー私きれい？\n大人っぽい？\nせくしーだいなまいつ？","11","1","4.9","10","0"
"16","0","","16014","","","91","0","","0",""
"16","5","","16015","","iroha_doya_idle_glass","3","","","1","0.2"
"16","132211","","16016","","surprise_talk","3","","","1","0.2"
"16","vo_alces","","16017","","vo_alces_1601","21","0","","0",""
"16","132211","0","16018","0","ど…どうしたのイロハちゃん？\n…あ、もしかしてソノさんと\n入れ替わってる？","11","1","0.8","10","0"
"16","0","","16019","","","91","0","","0",""
"16","132211","","16020","","surprise_idle","3","","","1","0.2"
"16","5","0","16021","1","iroha_cool_in_glass","3","iroha_cool_talk_glass","","0","0.2"
"16","vo_alces","","16022","","vo_alces_1602","21","0","","0",""
"16","5","0","16023","0","そうよー私はソノよ。\nないすばでぃーでしょ？","11","1","1.6","10","0"
"16","0","","16024","","","91","0","","0",""
"16","0","","16025","","0.5","22","","","",""
"16","3","","16026","0","300","2","4","","-160",""
"16","3","0.2","16027","1","sono_walk_scare","3","sono_armcrossed_idle","","0","0.2"
"16","5","0","16028","1","iroha_armcrossed_in_glass","3","iroha_armcrossed_talk_glass","","0","0.2"
"16","0.5","","16029","","0","93","","","",""
"16","132211","0","16030","1","surprise2_in","3","surprise2_idle","","0","0.2"
