5976b70d4acd742cc6aefe25d0b12d1ec18d3c91a003f843f143aa93779322a7,9c1786adff56cd72a6f7ba60faa5bbdce2504b2c1f734fa0a0790f029614cf6f,b3ee54354c453eb930c617f69d2505db254ed3cf0c66f48baaf99d120e3565a0,54469ac725d468c4ff22964f8498f3f18c9e0af187c006ff753baeeec499bd2a,e0fd01dbf725ec817742c5ad66a094dd07d7d8ca26f26b1cac08882aaa119159,1410a49752252b69e2f237b3f87d132b8498ecaad8326581e9de4e8b6281d309,ed4cd90e09c9ec0f96fc13389560bacdf1d0223a582167e1e8841927ffc3ac02,94d282e5add1191c24054a04a08fe2ce9f01834a52321cca1a6387b5c7e57505,3059d93a13f86e9e6a4c725af663c8333ec5fda28ee408785c3d40d52510bb57,6f1febd313c092992569a2021d4399ae9146c32c95bc908087e67874407b5aba,47e4d32a0a9ef1525c72f0d967f403106c1a3ac026f4c779ebc6ab73f4eb39fd,65e773e1f675ad9afce7ec0d57ff412f5ee02d0883f44490704582fe957bf285,55de24a099fe022a41f48264ab139a034b39bffcc9c0c5dfb8454a08757760e1,7e4f639f1786a8bda3bcc4678301cbae47d607f4dc228006dea9e3b8b827f036,1140b2d067e7eca377698e055e66c27b04f05f5efcb18421573d8c5f62942589,6a6f096bcc3012289a3b5d18ff73682f9896f8229988329bc17f40a6c83b06df,ac6ce1128e796c5f21079b46b44f89268390a9d7b25b83b76c2ba8d07cecdb92,421f547679489c54671c8e0f60d77da23b822767ef1eadc67165d4bebd145c8d,6b0c22caad1d79960809e3b90b6c426274077c7a135d0f7b7dc82703e81b43e0,dcb2eda3e2203c6c50a9745cdb5970a66e040ff464b42e3c89efcd5a8bfd4991,613fefe9ab6c15772a2b03f0f9b954c0565333c793df71f45e1a4b5f3df1910b,03df36b5a2a390e51fb447999af119b0ec5d89784f249754f25dc2c33d5a4fdf,b3a58ba168a4c76c652c97f0e951d89506826a3d74df3ea6ef428356e9a6f02d,e1e2d71cbd9a8309d3212edebf2e6389e3533ad7a598f6ee82a65376f485b6fa
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20350101","0","0","0","1001","203501"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20350201","0","0","0","1001","203502"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20370001","0","0","0","1001","203700"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20370201","0","0","0","1001","203702"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20370301","0","0","0","1001","203703"
"2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20380001","0","0","0","1","203800"
"2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20380101","0","0","0","1","203801"
"2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20380301","0","0","0","1","203803"
"2","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","20380401","0","0","1","1","203804"
"2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20380501","0","0","0","1","203805"
"2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20380601","0","0","0","1","203806"
"2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20380701","0","0","0","1","203807"
"2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20390001","0","0","0","1","203900"
"2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20390101","0","0","0","1","203901"
"2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20390201","0","0","0","1","203902"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20390301","0","0","0","1001","203903"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20390401","0","0","0","1001","203904"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20390501","0","0","0","1001","203905"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20390601","0","0","0","1001","203906"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20390701","0","0","0","1001","203907"
"2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20400001","0","0","0","1","204000"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20410001","0","0","0","1001","204100"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20420001","0","0","0","1001","204200"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20430001","0","0","0","1001","204300"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20430101","0","0","0","1001","204301"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20430201","0","0","0","1001","204302"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20440001","0","0","0","1001","204400"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20440301","0","0","0","1001","204403"
"2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20450001","0","0","0","1","204500"
"2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20450101","0","0","0","1","204501"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20450201","0","0","0","1001","204502"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20450301","0","0","0","1001","204503"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20460001","0","0","0","1001","204600"
"2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20470001","0","0","0","1","204700"
"2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20470101","0","0","0","1","204701"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20470201","0","0","0","1001","204702"
"2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20470301","0","0","0","1","204703"
"2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20480001","0","0","0","1","204800"
"2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20480101","0","0","0","1","204801"
"2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20480201","0","0","0","1","204802"
"2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20480301","0","0","0","1","204803"
"2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20490001","0","0","0","1","204900"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20500001","0","0","0","1001","205000"
"2","1002","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20500101","0","0","0","1002","205001"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20510001","0","0","0","1001","205100"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20510101","0","0","0","1001","205101"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20520001","0","0","0","1001","205200"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20520101","0","0","0","1001","205201"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20530001","0","0","0","1001","205300"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20530101","0","0","0","1001","205301"
"2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20540001","0","0","0","1","205400"
"2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20540101","0","0","0","1","205401"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20540201","0","0","0","1001","205402"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20550001","0","0","0","1001","205500"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20550101","0","0","0","1001","205501"
"2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20560001","0","0","0","1","205600"
"2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20560101","0","0","0","1","205601"
"2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20570001","0","0","0","1","205700"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20570101","0","0","0","1001","205701"
"2","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","20580001","0","0","1001","1","205800"
"2","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","20580101","0","0","1001","1","205801"
"2","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","20580201","0","0","1001","1","205802"
"2","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","20580301","0","0","1","1001","205803"
"2","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","20580401","0","0","1","1001","205804"
"2","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","20580501","0","0","1","1001","205805"
"2","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","20580601","0","0","1001","1","205806"
"2","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","20580701","0","0","1001","1","205807"
"2","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","20580801","0","0","1001","1","205808"
"2","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","20580901","0","0","1","1001","205809"
"2","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","20581001","0","0","1","1001","205810"
"2","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","20581101","0","0","1","1001","205811"
"2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20590001","0","0","0","1001","205900"
"2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20600001","0","0","0","1","206000"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20610001","0","0","0","1001","206100"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20620001","0","0","0","1001","206200"
"1","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20620101","0","0","0","1001","206201"
"1","1001","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","20630001","0","0","0","0","206300"
"1","1001","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","20630101","0","0","0","0","206301"
"2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20640001","0","0","0","1","206400"
"2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20640101","0","0","0","1","206401"
"2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20650001","0","0","0","1","206500"
"1","1002","0","0","0","0","0","7","0","0","1001","0","0","0","1","1002","0","0","20670001","1","0","1","1001","206700"
"3","1001","0","0","0","0","0","6","0","0","0","0","0","0","1","1002","0","0","20670101","1","0","1001","1002","206701"
"4","1002","1001","0","0","0","0","10","0","1","1","0","0","1002","1002","1","0","0","20670201","1001","0","1","1001","206702"
"2","1002","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20680001","0","0","0","1002","206800"
"2","1002","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20680101","0","0","0","1002","206801"
"2","1002","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20680201","0","0","0","1002","206802"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20680301","0","0","0","1001","206803"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20680401","0","0","0","1001","206804"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20690001","0","0","0","1001","206900"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20690101","0","0","0","1001","206901"
"2","1001","0","0","0","0","0","5","0","0","0","0","0","0","1002","1001","0","0","20700001","0","0","1002","1002","207000"
"2","1002","0","0","0","0","0","5","0","0","0","0","0","0","1002","1002","0","0","20700101","0","0","1002","1001","207001"
"1","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","20710001","0","0","1001","1","207100"
"1","1","0","0","0","0","0","3","0","0","0","0","0","0","1","0","0","0","20710101","0","0","1","1001","207101"
"1","1001","0","0","0","0","0","3","0","0","0","0","0","0","1","0","0","0","20710201","0","0","1","1001","207102"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","20720001","0","0","1","1001","207200"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","20720101","0","0","1","1001","207201"
"1","1001","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","20730001","0","0","1","1001","207300"
"1","1001","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","20730101","0","0","1","1001","207301"
"2","1001","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","20750001","0","0","1001","1002","207500"
"2","1002","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","20750101","0","0","1001","1002","207501"
"2","1001","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","20750201","0","0","1002","1002","207502"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20760001","0","0","0","1001","207600"
"2","1","1","0","0","0","0","10","0","1","1","0","0","1","1","1","0","0","20770001","1","0","1","1","207700"
"2","1","1","0","0","0","0","10","0","1","1","0","0","1","1","1","0","0","20770101","1","0","1","1","207701"
"2","1","1","0","0","0","0","10","0","1","1","0","0","1","1","1","0","0","20770201","1","0","1","1","207702"
"2","1","1","0","0","0","0","10","0","1","1","0","0","1","1","1","0","0","20770301","1","0","1","1","207703"
"2","1","1","0","0","0","0","10","0","1","1","0","0","1","1","1","0","0","20770401","1","0","1","1","207704"
"2","1","1","0","0","0","0","10","0","1","1","0","0","1","1","1","0","0","20770501","1","0","1","1","207705"
"2","1","1","0","0","0","0","10","0","1","1","0","0","1","1","1","0","0","20770601","1","0","1","1","207706"
"2","1","1","0","0","0","0","10","0","1","1","0","0","1","1","1","0","0","20770701","1","0","1","1","207707"
"2","1001","1","0","0","0","0","10","0","1","1","0","0","1","1","1","0","0","20780001","1","0","1","1","207800"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20790001","0","0","0","1001","207900"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20790101","0","0","0","1001","207901"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20800001","0","0","0","1001","208000"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20800101","0","0","0","1001","208001"
"2","1003","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20800201","0","0","0","1003","208002"
"2","1004","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20800301","0","0","0","1004","208003"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20800401","0","0","0","1001","208004"
"2","1003","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20800501","0","0","0","1003","208005"
"2","1004","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20800601","0","0","0","1004","208006"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20800701","0","0","0","1001","208007"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20800801","0","0","0","1001","208008"
"2","1003","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20800901","0","0","0","1003","208009"
"2","1004","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20801001","0","0","0","1004","208010"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20801101","0","0","0","1001","208011"
"2","1003","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20801201","0","0","0","1003","208012"
"2","1004","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20801301","0","0","0","1004","208013"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20801401","0","0","0","1001","208014"
"2","1003","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20801501","0","0","0","1003","208015"
"2","1004","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20801601","0","0","0","1004","208016"
"1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","20810001","0","0","1","1","208100"
"1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","20810101","0","0","1","1","208101"
"1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","20810201","0","0","1","1","208102"
"1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","20810301","0","0","1","1","208103"
"1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","20810401","0","0","1","1","208104"
"1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","20810501","0","0","1","1","208105"
"1","1001","0","0","0","0","0","4","0","0","0","0","0","0","1001","0","0","0","20810601","0","0","1001","1001","208106"
"1","1001","0","0","0","0","0","4","0","0","0","0","0","0","1001","0","0","0","20810701","0","0","1001","1001","208107"
"1","1001","0","0","0","0","0","4","0","0","0","0","0","0","1001","0","0","0","20810801","0","0","1001","1001","208108"
"1","1001","0","0","0","0","0","4","0","0","0","0","0","0","1001","0","0","0","20810901","0","0","1001","1001","208109"
"1","1001","0","0","0","0","0","4","0","0","0","0","0","0","1001","0","0","0","20811001","0","0","1001","1001","208110"
"1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","20820001","0","0","1","1","208200"
"1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","20820101","0","0","1","1","208201"
"1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","20820201","0","0","1","1","208202"
"1","1001","0","0","0","0","0","4","0","0","0","0","0","0","1001","0","0","0","20820301","0","0","1001","1001","208203"
"1","1001","0","0","0","0","0","4","0","0","0","0","0","0","1001","0","0","0","20820401","0","0","1001","1001","208204"
"1","1001","0","0","0","0","0","4","0","0","0","0","0","0","1001","0","0","0","20820501","0","0","1001","1001","208205"
"1","1001","0","0","0","0","0","4","0","0","0","0","0","0","1001","0","0","0","20820601","0","0","1001","1001","208206"
"1","1001","0","0","0","0","0","4","0","0","0","0","0","0","1002","0","0","0","20830001","0","0","1002","1002","208300"
"1","1001","0","0","0","0","0","4","0","0","0","0","0","0","1002","0","0","0","20830101","0","0","1002","1002","208301"
"1","1001","0","0","0","0","0","4","0","0","0","0","0","0","1002","0","0","0","20830201","0","0","1002","1002","208302"
"1","1001","0","0","0","0","0","4","0","0","0","0","0","0","1002","0","0","0","20830301","0","0","1002","1002","208303"
"1","1001","0","0","0","0","0","4","0","0","0","0","0","0","1002","0","0","0","20830401","0","0","1002","1002","208303"
"1","1001","0","0","0","0","0","4","0","0","0","0","0","0","1002","0","0","0","20830501","0","0","1002","1002","208305"
"1","1001","0","0","0","0","0","4","0","0","0","0","0","0","1002","0","0","0","20830601","0","0","1002","1002","208306"
"1","1001","0","0","0","0","0","4","0","0","0","0","0","0","1001","0","0","0","20830701","0","0","1001","1001","208307"
"1","1001","0","0","0","0","0","4","0","0","0","0","0","0","1001","0","0","0","20830801","0","0","1001","1001","208308"
"1","1001","0","0","0","0","0","4","0","0","0","0","0","0","1001","0","0","0","20830901","0","0","1001","1001","208309"
"1","1001","0","0","0","0","0","4","0","0","0","0","0","0","1001","0","0","0","20831001","0","0","1001","1001","208310"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20840001","0","0","0","1001","208400"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20840101","0","0","0","1001","208401"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20850001","0","0","0","1001","208500"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20850101","0","0","0","1001","208501"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20850201","0","0","0","1001","208502"
"2","1003","0","0","0","0","0","2","0","0","0","0","0","0","1003","0","0","0","20860001","0","0","1003","1003","208600"
"2","1003","0","0","0","0","0","2","0","0","0","0","0","0","1003","0","0","0","20860101","0","0","1003","1003","208601"
"2","1003","0","0","0","0","0","2","0","0","0","0","0","0","1002","0","0","0","20860201","0","0","1002","1002","208602"
"2","1004","0","0","0","0","0","5","0","0","0","0","0","0","1005","1004","0","0","20860601","0","0","1004","1005","208606"
"2","1004","0","0","0","0","0","5","0","0","0","0","0","0","1005","1004","0","0","20860701","0","0","1004","1005","208607"
"2","1003","0","0","0","0","0","4","0","0","0","0","0","0","1002","0","0","0","20860801","0","0","1002","1002","208608"
"2","1","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","20870001","0","0","1","1","208700"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20880001","0","0","0","1001","208800"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","20890001","0","0","1001","1002","208900"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","20890101","0","0","1001","1001","208901"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","20890201","0","0","1001","1002","208902"
"2","1003","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20900001","0","0","0","1003","209000"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20900101","0","0","0","1002","209001"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20900301","0","0","0","1002","209003"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20910001","0","0","0","1001","209100"
"2","1002","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","20920001","0","0","1002","1002","209200"
"2","1002","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","20920101","0","0","1002","1002","209201"
"2","1002","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","20920201","0","0","1002","1002","209202"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20930001","0","0","0","1001","209300"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20930101","0","0","0","1001","209301"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20930201","0","0","0","1001","209302"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20930301","0","0","0","1001","209303"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20930401","0","0","0","1001","209304"
"3","1001","0","0","0","0","0","6","0","0","0","0","0","0","1","1002","0","0","20960101","1","0","1001","1002","209601"
"2","1002","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20970001","0","0","0","1002","209700"
"2","1002","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20970101","0","0","0","1002","209701"
"2","1002","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20970201","0","0","0","1002","209702"
"2","1002","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20970301","0","0","0","1002","209703"
"3","1002","0","0","0","0","0","7","0","0","1001","0","0","0","1","1002","0","0","20980001","1","0","1","1001","209800"
"1","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20990001","0","0","0","1001","209900"
"1","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","21000001","0","0","1","1002","210000"
"1","1002","0","0","0","0","0","4","0","0","0","0","0","0","1","0","0","0","21000101","0","0","1","1","210001"
"1","1002","0","0","0","0","0","4","0","0","0","0","0","0","1","0","0","0","21000201","0","0","1","1","210002"
"2","1","0","0","0","0","0","5","0","0","0","0","0","0","1002","1","0","0","21000301","0","0","1","1002","210003"
"2","1002","0","0","0","0","0","5","0","0","0","0","0","0","1002","1","0","0","21000401","0","0","1","1002","210004"
"1","1002","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","21000501","0","0","1","1","210005"
"2","1","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","21010001","0","0","1","1","210100"
"3","1003","0","0","0","0","0","8","0","0","1","0","0","1","1","1","0","0","21020001","1001","0","1001","1004","210200"
"2","1001","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","21030001","0","0","1001","1001","210300"
"2","1001","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","21030101","0","0","1001","1001","210301"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","21040001","0","0","0","1001","210400"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","21040101","0","0","0","1001","210401"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","21040201","0","0","0","1001","210402"
"1","1001","0","0","0","0","0","4","0","0","0","0","0","0","1001","0","0","0","21050001","0","0","1001","1001","210500"
"1","1001","0","0","0","0","0","4","0","0","0","0","0","0","1001","0","0","0","21050101","0","0","1001","1001","210501"
"1","1001","0","0","0","0","0","4","0","0","0","0","0","0","1001","0","0","0","21050201","0","0","1001","1001","210502"
"1","1001","0","0","0","0","0","4","0","0","0","0","0","0","1001","0","0","0","21051001","0","0","1001","1001","210510"
"1","1001","0","0","0","0","0","4","0","0","0","0","0","0","1001","0","0","0","21051101","0","0","1001","1001","210511"
"1","1001","0","0","0","0","0","4","0","0","0","0","0","0","1001","0","0","0","21051201","0","0","1001","1001","210512"
"1","1001","0","0","0","0","0","4","0","0","0","0","0","0","1001","0","0","0","21051301","0","0","1001","1001","210513"
"1","1001","0","0","0","0","0","4","0","0","0","0","0","0","1001","0","0","0","21051401","0","0","1001","1001","210514"
"2","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","21060001","0","0","0","1002","210600"
"2","1001","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","21070001","0","0","1001","1001","210700"
"2","1001","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","21070101","0","0","1001","1001","210701"
"2","1001","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","21070201","0","0","1001","1001","210702"
"2","1001","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","21080001","0","0","1001","1001","210800"
"2","1001","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","21080101","0","0","1001","1001","210801"
"2","1001","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","21080201","0","0","1001","1001","210802"
"2","1001","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","21080301","0","0","1001","1001","210803"
"2","1001","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","21080401","0","0","1001","1001","210804"
"2","1001","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","21080501","0","0","1001","1001","210805"
"3","1004","0","0","0","0","0","4","0","0","0","0","0","0","1004","0","0","0","21090001","0","0","1004","1001","210900"
"3","1004","0","0","0","0","0","4","0","0","0","0","0","0","1004","0","0","0","21090101","0","0","1004","1001","210901"
"3","1001","0","0","0","0","0","8","0","0","1","0","0","1001","1002","1","0","0","21100101","1002","0","1","1002","211001"
"3","1002","0","0","0","0","0","7","0","0","1001","0","0","0","1","1002","0","0","21110101","1","0","1","1001","211101"
"2","1001","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","21120001","0","0","1001","1001","211200"
"2","1001","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","21120101","0","0","1001","1001","211201"
"2","1001","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","21120201","0","0","1001","1001","211202"
"2","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","21130001","0","0","1","1","211300"
