cd37dcb8f3afb1570047eb8b1ea7db09e030370c09a9884ed0c6a70cd55beb92,36f3521ba4628b578ddff65e0014ca79401f83866de7e58b6db35e645c0a6198,9f321a76e4f630f68281e930b4ed1f3abe2c60205889aea6cd3418f4d1688d2d,f01428a1a81a74d1495cabe40fdc57eb1bb2e78a6ed1f0a0cdf5343dd1ba6b63,254fbabc7066c5048278104c33e73516920e63183f08ae8578f2c86f5f7a47ef,5f61c4172ed9fa4ff4cd94fee4c461cbabf1b83ced1f01bb9477b50057921ece,43ab9a6fd76ab97043e6e4b432b3523a67603d8a6e29f73aa2840d036e54ff2f,77c5888488a2936ce941aee59c950cb60ee8882fa4635f7bbcf53e3978b30e1f,95e16a804b1c0977523c5f5080dc91643a3e0cba34e931faa5103a12bea56e88,84cba2a47728275c243a1fe10b1b371dfa687effed9cc702331076aed9e5d939,545276adc06d60f2125f0e0a62a281267c7a7dd5880fab2534d9a34d91881944
"1","","0.2","wish_talk_joy","","3","","131011","","5146062","62157"
"0","","","vo_apg_0214","","21","","vo_apg","0","5146062","62158"
"10","0","0","なんやよう分からへんけど…\n楽しんでくれたならよかったわ～♪","1","11","0","131011","1","5146062","62159"
"","","","","","91","","0","","5146062","62160"
"","","","0","","22","","0","","5146062","62161"
"1","","0.2","wish_idle_joy","","3","","131011","","5146062","62162"
"2","0","-30","10","0","12","0","100911","0","5146062","62163"
"2","0","0","7","0","12","0","131011","0","5146062","62164"
"","","","0","","93","","2","","5146062","62165"
"","","","","","101","","62167","","5146062","62166"
"","","","0.2","","22","","0","","5146062","62167"
"110","walk_surprise_sad_blue","1.8","106611","-288","1","1","1","-10","5146063","63001"
"111","walk_surprise_sad_blue","1.8","1066","-288","5","1","3","-10","5146063","63002"
"100","idle_normal_noface","1.8","130911","-288","1","1","1","260","5146063","63003"
"101","idle_normal_kururu","1.8","99","-288","5","1","1","260","5146063","63004"
"103","empty","1.8","126411","-268","1","0","1","-420","5146063","63005"
"113","empty","1.8","98","-268","5","0","1","-420","5146063","63006"
"","","","210","","13","","106611","","5146063","63007"
"","","","200","","13","","130911","","5146063","63008"
"","","","203","","13","","126411","","5146063","63009"
"15","idle","0.85","7","-174","5","0","7","0","5146063","63010"
"210","empty","1","20","156","5","0","20","0","5146063","63011"
"211","empty","1","22","66","5","0","22","0","5146063","63012"
"60","empty","1","211","153","5","0","21","0","5146063","63013"
"190","empty","1","212","0","5","0","21","0","5146063","63014"
"0","","1","1","1","31","","1","0","5146063","63015"
"0","","1","2","1","31","","2","-57.7","5146063","63016"
"","","","black","","37","","2","","5146063","63017"
"0","","0","10","1","31","","10","0","5146063","63018"
"-420","","0","16","1","31","","16","-268","5146063","63019"
"0","","1","20","1","31","","20","0","5146063","63020"
"","","","20","","36","","20","","5146063","63021"
"","","","22","","36","","20","","5146063","63022"
"","","","0","","91","","0","","5146063","63023"
"0","","","0","","102","","0","","5146063","63024"
"","","","0","","93","","0.4","","5146063","63025"
"","","","iris_out","","37","","2","","5146063","63026"
"-288","","","-260","0","2","","106611","2.5","5146063","63027"
"-288","","","-260","0","2","","1066","2.5","5146063","63028"
"","","","0","","93","","2.5","","5146063","63029"
"1","","0.2","sad_idle_blue","","3","","106611","","5146063","63030"
"1","","0.2","sad_idle_blue","0","3","","1066","","5146063","63031"
"","","","0","","93","","0.1","","5146063","63032"
"1","","0.2","tired_talk1","","3","","106611","","5146063","63033"
"1","","0.2","tired_talk1","","3","","1066","","5146063","63034"
"0","","","vo_apg_0301","","21","","vo_apg","0","5146063","63035"
"10","0","0","ふうううう…ヤ、ヤバかったです…\nこんなゴッツいコースターを作っといて\nなーにが楽しい楽しい\nグランドリームパーク♪　ですか！","1","11","0","106611","1","5146063","63036"
"","","","","","91","","0","","5146063","63037"
"1","","0.2","tired_talk2","","3","","106611","","5146063","63038"
"1","","0.2","tired_talk2","","3","","1066","","5146063","63039"
"0","","","vo_apg_0302","","21","","vo_apg","0","5146063","63040"
"10","0","0","あんなに激しいなんてきいてねーです…\n危うく中身がちょっと\n出ちまうとこでしたよ…","1","11","0","106611","1","5146063","63041"
"","","","","","91","","0","","5146063","63042"
"1","","0.2","tired_idle","","3","","106611","","5146063","63043"
"1","","0.2","tired_idle","","3","","1066","","5146063","63044"
"1","","0.2","talk_normal","","3","","130911","","5146063","63045"
"1","","0.2","talk_normal","","3","","99","","5146063","63046"
"0","","","vo_apg_0303","","21","","vo_apg","0","5146063","63047"
"10","0","0","イノリさん♪\n当園のアトラクションはどうでしたか？\n楽しんでいただけてますですか？","1","11","0","130911","1","5146063","63048"
"","","","","","91","","0","","5146063","63049"
"1","","0.2","idle_normal","","3","","130911","","5146063","63050"
"0","","0","coaster_3_in","","3","","211","","5146063","63051"
"","","","0","","4","","106611","","5146063","63052"
"","","","0","","4","","1066","","5146063","63053"
"0","","0","doya_in_nervous_furimuki","1","3","0","106611","doya_talk_nervous_furimuki","5146063","63054"
"0","","0","doya_in_nervous_furimuki","1","3","0","1066","doya_talk_nervous_furimuki","5146063","63055"
"0","","","vo_apg_0304","","21","","vo_apg","0","5146063","63056"
"10","0","0","ふっ…まあ？　あたしにかかれば\nこんなザコザココースターなんて\nお兄さんくらいちょろいですよ","1","11","0","106611","1","5146063","63057"
"","","","","","91","","0","","5146063","63058"
"1","","0.2","cool_talk_dere","","3","","106611","","5146063","63059"
"1","","0.2","cool_talk_dere","","3","","1066","","5146063","63060"
"0","","","vo_apg_0305","","21","","vo_apg","0","5146063","63061"
"10","0","0","もっとスリルがほしいとこですが、\nま、こんなもんですよねー！","1","11","0","106611","1","5146063","63062"
"","","","","","91","","0","","5146063","63063"
"1","","0.2","cool_idle_doya","","3","","106611","","5146063","63064"
"1","","0.2","cool_idle_doya","","3","","1066","","5146063","63065"
"0","","0","coaster_3_out","","3","","211","","5146063","63066"
"1","","0.2","kururu_sad_talk","","3","","130911","","5146063","63067"
"1","","0.2","kururu_sad_talk","","3","","99","","5146063","63068"
"0","","","vo_apg_0306","","21","","vo_apg","0","5146063","63069"
"10","0","0","そうですか～、それは残念です…\nお客さんに楽しんでもらうためには\n手段は選んでいられません…\nクローチェさーん！","1","11","0","130911","1","5146063","63070"
"","","","","","91","","0","","5146063","63071"
"","","","0","","22","","0","","5146063","63072"
"1","","0.2","idle_normal_noface","","3","","130911","","5146063","63073"
"1","","0.2","idle_normal_kururu","","3","","99","","5146063","63074"
"1","","0.2","cool_idle_surprise","","3","","106611","","5146063","63075"
"1","","0.2","cool_idle_surprise","","3","","1066","","5146063","63076"
"0","","0","kuroche_appear","1","3","0","126411","kuroche_pose_talk_anger","5146063","63077"
"0","","0","kuroche_appear","1","3","0","98","kuroche_pose_talk_anger","5146063","63078"
"","","","0","","93","","0.5","","5146063","63079"
"0.5","","","15","","122","","15","","5146063","63080"
"","","","1","","32","","16","","5146063","63081"
"0","","0","inori_dodge_in","","3","","106611","","5146063","63082"
"0","","0","inori_dodge_in","","3","","1066","","5146063","63083"
"","","","0","","93","","0.6","","5146063","63084"
"0","","","vo_apg_0307","","21","","vo_apg","0","5146063","63085"
"10","0","20","はーいっ！\n…ふむふむ、なるほど…\n話は聞かせてもらいましたっ！\nここはわたしにお任せくださいっ！","1","11","0","126411","1","5146063","63086"
"","","","","","91","","0","","5146063","63087"
"1","","0.2","kuroche_pose_idle_doya","","3","","126411","","5146063","63088"
"0","","0.1","inori_dodge_out","1","3","0","106611","inori_anger_talk","5146063","63089"
"0","","0.1","inori_dodge_out","1","3","0","1066","inori_anger_talk","5146063","63090"
"0","","","vo_apg_0308","","21","","vo_apg","0","5146063","63091"
"10","0","0","は？　いや、こっちは全然\n話がみえねーんですけど…","1","11","0","106611","1","5146063","63092"
"","","","","","91","","0","","5146063","63093"
"1","","0.2","inori_anger_idle","","3","","106611","","5146063","63094"
"1","","0.2","inori_anger_idle","","3","","1066","","5146063","63095"
"1","","0.2","kururu_guid_talk","","3","","130911","","5146063","63096"
"1","","0.2","kururu_guid_talk","","3","","99","","5146063","63097"
"0","","","vo_apg_0309","","21","","vo_apg","0","5146063","63098"
"10","0","0","ではでは、イノリさんには\nスリル溢れる空の旅を\n楽しんでいただきます！\nということで、お願いします！","1","11","0","130911","1","5146063","63099"
"","","","","","91","","0","","5146063","63100"
"1","","0.2","idle_normal_noface","","3","","130911","","5146063","63101"
"1","","0.2","idle_normal_kururu","","3","","99","","5146063","63102"
"","","","low","","37","","16","","5146063","63103"
"1","","","se_10055900_chroche_01","","23","","se_10055900","","5146063","63104"
"0","","0.2","inori_jitabata_in","1","3","0","106611","inori_jitabata_loop","5146063","63105"
"0","","0.2","inori_jitabata_in","1","3","0","1066","inori_jitabata_loop","5146063","63106"
"0","","0.2","kuroche_catch_in","1","3","0","126411","kuroche_catch_loop","5146063","63107"
"0","","0.2","kuroche_catch_in","1","3","0","98","kuroche_catch_loop","5146063","63108"
"0","","","vo_apg_0310","","21","","vo_apg","0","5146063","63109"
"10","0","112","ではではっ♪\nしっかりつかまっててくださいね～っ♪","1","11","-27","126411","1","5146063","63110"
"","","","","","91","","0","","5146063","63111"
"","","","0","","22","","0","","5146063","63112"
"","","","0.2","","24","","se_10055900_chroche_01","","5146063","63113"
"0","","","se_10055900_chroche_02","","23","","se_10055900","","5146063","63114"
"","","","high","","37","","16","","5146063","63115"
"1","","","5","","122","","5","","5146063","63116"
"","","","0","","93","","1","","5146063","63117"
"0","","0","inori_jitabata_takeoff","","3","","106611","","5146063","63118"
"0","","0","inori_jitabata_takeoff","","3","","1066","","5146063","63119"
"0","","0","kuroche_catch_takeoff","","3","","126411","","5146063","63120"
"0","","0","kuroche_catch_takeoff","","3","","98","","5146063","63121"
"0.5","","","100","","122","","100","","5146063","63122"
"","","","0","","93","","0.4","","5146063","63123"
"","","","0","","4","","130911","","5146063","63124"
"0","","0","kururu_furimuki_watch","","3","","130911","","5146063","63125"
"0","","0","empty","","3","","99","","5146063","63126"
"","","","0","","93","","1.5","","5146063","63127"
"","","","fade_in","","37","","2","","5146063","63128"
"","","","0","","93","","1.5","","5146063","63129"
"0","","0","empty","","3","","98","","5146063","63130"
"1","","","se_10055900_chroche_03","","23","","se_10055900","","5146063","63131"
"0","","0","coaster_4_in","","3","","212","","5146063","63132"
"0","","","se_10055900_photo","","23","","se_10055900","","5146063","63133"
"","","","0","","93","","0.3","","5146063","63134"
"0.5","","","30","","122","","30","","5146063","63135"
"0","","","vo_apg_0311","","21","","vo_apg","0","5146063","63136"
"0","","0","0311_in","","3","","20","","5146063","63137"
"","","","1","","93","","3.6","","5146063","63138"
"0","","0","0311_mid","","3","","20","","5146063","63139"
"","","","","","92","","","","5146063","63140"
"0","","0","0311_out","","3","","20","","5146063","63141"
"","","","0","","93","","0.2","","5146063","63142"
"0.5","","","30","","122","","30","","5146063","63143"
"0","","","vo_apg_0312","","21","","vo_apg","0","5146063","63144"
"0","","0","0312_in","","3","","20","","5146063","63145"
"","","","1","","93","","2.4","","5146063","63146"
"0","","0","0312_mid","","3","","20","","5146063","63147"
"","","","","","92","","","","5146063","63148"
"0","","0","0312_out","","3","","20","","5146063","63149"
"","","","0","","93","","0.2","","5146063","63150"
"","","","scale15","","37","","20","","5146063","63151"
"0","","0","coaster_4_change","","3","","212","","5146063","63152"
"0","","","vo_apg_0313","","21","","vo_apg","0","5146063","63153"
"76","","","0","0","2","","20","0","5146063","63154"
"1","","0","empty","","3","","20","","5146063","63155"
"0","","0","0313_in","","3","","22","","5146063","63156"
"","","","1","","93","","2.4","","5146063","63157"
"1","","0","0313_mid","","3","","22","","5146063","63158"
"","","","","","92","","","","5146063","63159"
"0","","0","0313_out","","3","","22","","5146063","63160"
"","","","0","","93","","0.2","","5146063","63161"
"","","","0","","22","","0","","5146063","63162"
"","","","0.5","","24","","se_10055900_chroche_03","","5146063","63163"
"","","","white","","37","","2","","5146063","63164"
"","","","0","","93","","2","","5146063","63165"
"","","","scale1","","37","","20","","5146063","63166"
"0","","0","empty","","3","","212","","5146063","63167"
"1","","0.2","kururu_wish_idle_joy","","3","","130911","","5146063","63168"
"1","","0.2","idle_normal","","3","","99","","5146063","63169"
"1","","0.2","see_guru","","3","","106611","","5146063","63170"
"1","","0.2","see_guru","","3","","1066","","5146063","63171"
"1","","0.2","idle_normal_joy","","3","","126411","","5146063","63172"
"","","","1","","4","","130911","","5146063","63173"
"-278","","","225","0","2","","130911","0","5146063","63174"
"-288","","","0","0","2","","106611","0","5146063","63175"
"-288","","","0","0","2","","1066","0","5146063","63176"
"-278","","","-225","0","2","","126411","0","5146063","63177"
"","","","0","","93","","2","","5146063","63178"
"1","","0.2","joy_talk","","3","","126411","","5146063","63179"
"0","","","vo_apg_0314","","21","","vo_apg","0","5146063","63180"
"10","0","0","はい！\nスリル満点と評判の\n空の旅、いかがでしたか？","1","11","0","126411","1","5146063","63181"
"","","","","","91","","0","","5146063","63182"
"1","","0.2","idle_normal_joy","","3","","126411","","5146063","63183"
"-108","","","23","0","33","","2","0","5146063","63184"
"","","","iris_end_1","","37","","2","","5146063","63185"
"0","","0.2","gakkari","","3","","106611","","5146063","63186"
"0","","0.2","gakkari","","3","","1066","","5146063","63187"
"0","","","vo_apg_0315","","21","","vo_apg","0","5146063","63188"
"4","1.1","23","うぷ…もう、こりごりですよ…","0","11","-31","106611","0","5146063","63189"
"","","","0","","93","","6","","5146063","63190"
"","","","iris_end_2","","37","","2","","5146063","63191"
"","","","0","","93","","1","","5146063","63192"
"","","","","","101","","63194","","5146063","63193"
"","","","0.2","","22","","0","","5146063","63194"
"106","walk_normal","1.8","105811","-480","1","1","1","-130","5146064","64001"
"107","walk_normal","1.8","1058","-480","5","1","6","-130","5146064","64002"
"103","walk_normal","1.8","131511","-480","1","1","1","130","5146064","64003"
"100","idle_normal_noface","1.8","130911","-278","1","1","1","290","5146064","64004"
"101","idle_normal_kururu","1.8","99","-278","5","1","1","290","5146064","64005"
"","","","206","","13","","105811","","5146064","64006"
"","","","203","","13","","131511","","5146064","64007"
"","","","200","","13","","130911","","5146064","64008"
"15","idle","0.85","8","-174","5","0","8","0","5146064","64009"
"210","empty","1","20","-53","5","0","20","-242","5146064","64010"
"211","empty","1","22","-194","5","0","22","-128","5146064","64011"
"0","","1","1","1","31","","1","0","5146064","64012"
"0","","0","2","1","31","","2","-57.7","5146064","64013"
"0","","0","12","1","31","","12","0","5146064","64014"
"0","","0","13","1","31","","13","0","5146064","64015"
"0","","1","20","1","31","","20","0","5146064","64016"
"","","","105811","","36","","20","","5146064","64017"
"","","","131511","","36","","20","","5146064","64018"
"","","","20","","36","","20","","5146064","64019"
"","","","22","","36","","20","","5146064","64020"
"","","","0","","91","","0","","5146064","64021"
"0","","","0","","102","","0","","5146064","64022"
"","","","1","","32","","13","","5146064","64023"
"","","","scale15","","37","","20","","5146064","64024"
"","","","","","93","","2","","5146064","64025"
"0","","","vo_apg_0401","","21","","vo_apg","0","5146064","64026"
"0","","0","0401_in","","3","","22","","5146064","64027"
"","","","1","","93","","2.7","","5146064","64028"
"0","","0","0401_mid","","3","","22","","5146064","64029"
"","","","","","92","","","","5146064","64030"
"0","","0","0401_out","","3","","22","","5146064","64031"
"","","","0","","93","","0.2","","5146064","64032"
"-194","","","129","0","2","","22","0","5146064","64033"
"0","","","vo_apg_0402","","21","","vo_apg","0","5146064","64034"
"0","","0","0402_in","","3","","22","","5146064","64035"
"","","","1","","93","","2.9","","5146064","64036"
"0","","0","0402_mid","","3","","22","","5146064","64037"
"","","","","","92","","","","5146064","64038"
"0","","0","0402_out","","3","","22","","5146064","64039"
"","","","0","","93","","0.2","","5146064","64040"
"","","","0","","22","","0","","5146064","64041"
"1","","0","empty","","3","","22","","5146064","64042"
"","","","0","","93","","0.5","","5146064","64043"
"","","","1","","32","","2","","5146064","64044"
"","","","fade_in","","37","","2","","5146064","64045"
"","","","0","","93","","1","","5146064","64046"
"","","","0","","32","","13","","5146064","64047"
"","","","scale1","","37","","20","","5146064","64048"
"-298","","","-194","0","2","","105811","0","5146064","64049"
"-298","","","-194","0","2","","1058","0","5146064","64050"
"-288","","","-34","0","2","","131511","0","5146064","64051"
"","","","iris_out","","37","","2","","5146064","64052"
"-298","","","-385","0","2","","105811","2","5146064","64053"
"-298","","","-385","0","2","","1058","2","5146064","64054"
"-288","","","-225","0","2","","131511","2","5146064","64055"
"","","","0","","93","","2","","5146064","64056"
"","","","0","","4","","105811","","5146064","64057"
"","","","0","","4","","1058","","5146064","64058"
"","","","0","","4","","131511","","5146064","64059"
"1","","0.2","idle_normal","","3","","105811","","5146064","64060"
"1","","0.2","idle_normal","0","3","","1058","","5146064","64061"
"1","","0.2","idle_normal","","3","","131511","","5146064","64062"
"","","","0","","93","","0.5","","5146064","64063"
"1","","0.2","talk_normal","","3","","130911","","5146064","64064"
"1","","0.2","talk_normal","","3","","99","","5146064","64065"
"0","","","vo_apg_0403","","21","","vo_apg","0","5146064","64066"
"10","0","0","はい、お疲れさまでしたー♪\n観覧車は楽しんでくださいましたか～？","1","11","0","130911","1","5146064","64067"
"","","","","","91","","0","","5146064","64068"
"1","","0.2","kururu_wish_talk_joy","","3","","130911","","5146064","64069"
"1","","0.2","kururu_wish_talk_joy","","3","","99","","5146064","64070"
"0","","","vo_apg_0404","","21","","vo_apg","0","5146064","64071"
"10","0","0","ジオ・テオゴニアの素晴らしい景色が\n遠くまで見渡せたと思いますです♪","1","11","0","130911","1","5146064","64072"
"","","","","","91","","0","","5146064","64073"
"1","","0.2","idle_normal_noface","","3","","130911","","5146064","64074"
"1","","0.2","idle_normal_kururu","","3","","99","","5146064","64075"
"0","","0.2","guts2_in_joy","1","3","0","105811","guts2_talk_joy","5146064","64076"
"0","","0.2","guts2_in_joy","1","3","0","1058","guts2_talk_joy","5146064","64077"
"0","","","vo_apg_0405","","21","","vo_apg","0","5146064","64078"
"10","0","0","はい！　とっても\nおいしそうでした☆","1","11","0","105811","1","5146064","64079"
"","","","","","91","","0","","5146064","64080"
"1","","0.2","guts2_idle_joy","","3","","105811","","5146064","64081"
"1","","0.2","guts2_idle_joy","","3","","1058","","5146064","64082"
"1","","0.5","memory_talk","","3","","131511","","5146064","64083"
"0","","","vo_apg_0406","","21","","vo_apg","0","5146064","64084"
"10","0","0","おなか。\nぐるる…","1","11","0","131511","1","5146064","64085"
"","","","","","91","","0","","5146064","64086"
"1","","0.2","memory_idle","","3","","131511","","5146064","64087"
"1","","0.2","joy_talk","","3","","130911","","5146064","64088"
"1","","0.2","joy_talk","","3","","99","","5146064","64089"
"0","","","vo_apg_0407","","21","","vo_apg","0","5146064","64090"
"10","0","0","ですよねー♪\n美しい景色ってほんとに\nおいしそうで…おいしそう？","1","11","0","130911","1","5146064","64091"
"","","","","","91","","0","","5146064","64092"
"1","","0.5","kururu_joy_slow","","3","","130911","","5146064","64093"
"1","","0.5","anger_idle_anger","","3","","131511","","5146064","64094"
"0","","","vo_apg_0408","","21","","vo_apg","0","5146064","64095"
"10","0","0","だっしゅ","1","11","0","131511","1","5146064","64096"
"","","","","","91","","0","","5146064","64097"
"1","","0.2","walk_jog_dere","","3","","131511","","5146064","64098"
"-288","","","1100","0","2","","131511","3","5146064","64099"
"","","","0","","93","","0.5","","5146064","64100"
"0","","0.2","notice_in_normal2","1","3","0.2","105811","anger_talk_normal2","5146064","64101"
"0","","0.2","notice_in_normal2","1","3","0.2","1058","anger_talk_normal2","5146064","64102"
"0","","","vo_apg_0409","","21","","vo_apg","0","5146064","64103"
"10","0","0","あっ、待ってください\nプレシアちゃん～！\nわたしも行きます！","1","11","0","105811","1","5146064","64104"
"","","","","","91","","0","","5146064","64105"
"","","","0","","22","","0","","5146064","64106"
"1","","0.2","run_dash_doya","","3","","105811","","5146064","64107"
"1","","0.2","run_dash_doya","","3","","1058","","5146064","64108"
"-298","","","1100","0","2","","105811","1.8","5146064","64109"
"-298","","","1100","0","2","","1058","1.8","5146064","64110"
"","","","0","","93","","1.8","","5146064","64111"
"","","","0","","4","","130911","","5146064","64112"
"0","","0","hawawa","1","3","0.2","130911","anger_talk_surprise2_shy","5146064","64113"
"0","","","vo_apg_0410","","21","","vo_apg","0","5146064","64114"
"10","0","0","はわわっ！？　景色じゃなくて\nグルメを物色してましたですっ！？","1","11","0","130911","1","5146064","64115"
"","","","","","91","","0","","5146064","64116"
"","","","0","","22","","0","","5146064","64117"
"","","","0","","93","","0.1","","5146064","64118"
"","","","alter","","37","","1","","5146064","64119"
"","","","1","","32","","12","","5146064","64120"
"","","","0","","93","","0.4","","5146064","64121"
"1","","0","1","0","6","0","8","1","5146064","64122"
"-278","","","-725","0","2","","105811","0","5146064","64123"
"-278","","","-725","0","2","","1058","0","5146064","64124"
"-278","","","-925","0","2","","131511","0","5146064","64125"
"1","","0","run_dash_peko","","3","","105811","","5146064","64126"
"1","","0","run_dash_peko","","3","","1058","","5146064","64127"
"1","","0","run_dash_presia","","3","","131511","","5146064","64128"
"1","","0","empty","","3","","130911","","5146064","64129"
"-278","","","1185","0","2","","105811","10","5146064","64130"
"-278","","","1185","0","2","","1058","10","5146064","64131"
"-278","","","985","0","2","","131511","10","5146064","64132"
"","","","0","","93","","0.3","","5146064","64133"
"","","","0","","93","","0.8","","5146064","64134"
"0","","","vo_apg_0411","","21","","vo_apg","0","5146064","64135"
"10","1","40","まずはあの屋台から～☆","0","11","0","105811","0","5146064","64136"
"","","","0","","93","","3","","5146064","64137"
"0","","","vo_apg_0412","","21","","vo_apg","0","5146064","64138"
"8","1.3","40","ぜんぶ\nたべるよ","0","11","0","131511","0","5146064","64139"
"","","","0","","93","","0.3","","5146064","64140"
"","","","0","","93","","3.6","","5146064","64141"
"","","","","","101","","64143","","5146064","64142"
"","","","0.2","","22","","0","","5146064","64143"
"110","wish_idle_normal_lookup","1.8","131011","-278","1","0","1","-225","5146065","65001"
"111","idle_normal","1.8","99","-278","5","0","1","-225","5146065","65002"
"109","idle_normal","1.8","98","-278","5","0","1","-225","5146065","65003"
"101","idle_normal_noface","1.8","130911","-278","1","1","1","225","5146065","65004"
"102","idle_normal_kururu","1.8","97","-278","5","1","1","225","5146065","65005"
"100","idle_normal","1.8","96","-278","5","1","1","225","5146065","65006"
"105","empty","1.85","106011","-305","1","0","1","-920","5146065","65007"
"106","empty","1.85","1060","-305","5","0","4","-920","5146065","65008"
"","","","210","","13","","131011","","5146065","65009"
"","","","201","","13","","130911","","5146065","65010"
"","","","205","","13","","106011","","5146065","65011"
"15","idle","0.85","8","-174","5","0","8","0","5146065","65012"
"0","","1","1","1","31","","1","0","5146065","65013"
"","","","0","","91","","0","","5146065","65014"
"0","","","0","","102","","0","","5146065","65015"
"","","","0","","93","","1","","5146065","65016"
"1","","0.2","wish_idle_joy_lookup","","3","","131011","","5146065","65017"
"0","","","vo_apg_0501","","21","","vo_apg","0","5146065","65018"
"10","0","0","くる～\nくる～","1","11","0","131011","1","5146065","65019"
"","","","","","91","","0","","5146065","65020"
"1","","0.2","talk_normal_surprise","","3","","130911","","5146065","65021"
"1","","0.2","talk_normal_surprise","","3","","97","","5146065","65022"
"0","","","vo_apg_0502","","21","","vo_apg","0","5146065","65023"
"10","0","0","どうしたんですか\nマホちゃんさん？","1","11","0","130911","1","5146065","65024"
"","","","","","91","","0","","5146065","65025"
"1","","0.2","idle_normal_noface","","3","","130911","","5146065","65026"
"1","","0.2","idle_normal_kururu","","3","","97","","5146065","65027"
"1","","0.2","sad_talk_normalR","","3","","131011","","5146065","65028"
"0","","","vo_apg_0503","","21","","vo_apg","0","5146065","65029"
"10","0","0","ん、観覧車かいらしな～って。\nくるくる～って","1","11","0","131011","1","5146065","65030"
"","","","","","91","","0","","5146065","65031"
"0","","0.2","notice_in_normal2","1","3","0","131011","notice_loop_normal2","5146065","65032"
"0","","","vo_apg_0504","","21","","vo_apg","0","5146065","65033"
"10","0","0","せや♪","1","11","0","131011","1","5146065","65034"
"","","","","","91","","0","","5146065","65035"
"1","","0.2","kururu_wish_idle_light","","3","","130911","","5146065","65036"
"1","","0.2","kururu_wish_idle_light","","3","","97","","5146065","65037"
"0","","0","maho_kururinpa_in","1","3","0","131011","maho_kururinpa_loop","5146065","65038"
"0","","0","maho_kururinpa_inF","1","3","0","99","maho_kururinpa_loopF","5146065","65039"
"0","","0","maho_kururinpa_inB","1","3","0","98","maho_kururinpa_loopB","5146065","65040"
"0","","","vo_apg_0505","","21","","vo_apg","0","5146065","65041"
"10","0","0","みらくるまほりんくるりんぱ～♪","1","11","0","131011","1","5146065","65042"
"","","","","","91","","0","","5146065","65043"
"1","","0.2","kururu_wish_talk_joy","","3","","130911","","5146065","65044"
"0","","","vo_apg_0506","","21","","vo_apg","0","5146065","65045"
"10","0","0","わあっ♪\nなんですなんですっ？\nそれとってもかわいいですます～♪","1","11","0","130911","1","5146065","65046"
"","","","","","91","","0","","5146065","65047"
"0","","0","maho_kururinpa_out","1","3","0.2","131011","idle_normal","5146065","65048"
"0","","0","maho_kururinpa_outF","1","3","0.2","99","idle_normal","5146065","65049"
"0","","0","maho_kururinpa_outB","1","3","0.2","98","idle_normal","5146065","65050"
"0","","0.2","kururu_sad_talk_surprise_to_kururinpa","0","3","0","130911","kururu_kururinpa_loop","5146065","65051"
"0","","0.2","kururu_sad_talk_surprise_to_kururinpaF","0","3","0","97","kururu_kururinpa_loopF","5146065","65052"
"0","","0.2","kururu_sad_talk_surprise_to_kururinpaB","0","3","0","96","kururu_kururinpa_loopB","5146065","65053"
"0","","","vo_apg_0507","","21","","vo_apg","0","5146065","65054"
"10","0","0","えっとえっと\nみらくるまほりんくるりんぱ～♪\n…こんな感じですか？","1","11","0","130911","1","5146065","65055"
"","","","","","91","","0","","5146065","65056"
"0","","0","kururu_kururinpa_out","1","3","0","130911","idle_normal_noface","5146065","65057"
"0","","0","kururu_kururinpa_outF","1","3","0","97","idle_normal_kururu","5146065","65058"
"0","","0","kururu_kururinpa_outB","1","3","0","96","idle_normal","5146065","65059"
"1","","0.2","joy_talk","","3","","131011","","5146065","65060"
"0","","","vo_apg_0508","","21","","vo_apg","0","5146065","65061"
"10","0","0","上手やわあ♪\nまほりんのとこ、\n自分の名前でもう一回♪","1","11","0","131011","1","5146065","65062"
"","","","","","91","","0","","5146065","65063"
"1","","0.2","idle_normal","","3","","131011","","5146065","65064"
"0","","0.2","kururu_hello_fast_to_kururinpa","0","3","0","130911","kururu_kururinpa_loop","5146065","65065"
"0","","0.2","kururu_hello_fast_to_kururinpaF","0","3","0","97","kururu_kururinpa_loopF","5146065","65066"
"0","","0.2","kururu_hello_fast_to_kururinpaB","0","3","0","96","kururu_kururinpa_loopB","5146065","65067"
"0","","","vo_apg_0509","","21","","vo_apg","0","5146065","65068"
"10","0","0","はーい♪\nみらくるくるるんくるりんぱ～♪","1","11","0","130911","1","5146065","65069"
"","","","","","91","","0","","5146065","65070"
"0","","0","kururu_kururinpa_out","1","3","0","130911","idle_normal_noface","5146065","65071"
"0","","0","kururu_kururinpa_outF","1","3","0","97","idle_normal_kururu","5146065","65072"
"0","","0","kururu_kururinpa_outB","1","3","0","96","idle_normal","5146065","65073"
"0","","0.2","smile2","1","3","0.2","131011","sad_talk_normalR","5146065","65074"
"0","","0.2","smile2","1","3","0.2","99","sad_talk_normalR","5146065","65075"
"0","","0.2","smile2","1","3","0.2","98","sad_talk_normalR","5146065","65076"
"0","","","vo_apg_0510","","21","","vo_apg","0","5146065","65077"
"10","0","0","うふふ♪\nくる多いなぁ♪","1","11","0","131011","1","5146065","65078"
"","","","","","91","","0","","5146065","65079"
"0","","0.2","maho_kurukuru_in","1","3","0","131011","maho_kurukuru_loop","5146065","65080"
"0","","0.2","maho_kurukuru_inF","1","3","0","99","maho_kurukuru_loopF","5146065","65081"
