4ef1b3a0b92bd294e2dfedc0fd7888e833f331758c98e2f8614ca0f3ca5d72d2,a27b644709c05047c43e6483bc97f0daa982ee6c104f3413073b6a68d36f5dff,eed499aecf8084d21493d2428457a6f912188d062a7866f0f16c4e5195c21e62,c37f73cf054229fb7d2ec4328b434d5c3560bf7b3b88868a0e491f0a016853b6,cd4b191ba1fdf934db01b68f3d157c04ac040a12dabd81abc67346293aadb872,ec3ce700cca1b151ee669ff0bed30f852a9836ea0332d0c12be7dce70cd995d3,21040413017a3e6c151e30cc1e27b4659e39f16c9e26569cfafc18ba75f043f7,20f81933ff407c26003869bcf9453c687a525ef5f35e3a4821e1bf1293cf6475,5ec91dd1043f54075d789810e096519f629decae883f32877bc84a42b42d5c23,19da2dcf5ac2ca1caba1cc785455c82d67f7d986bb82733964ce2b1404fcaf16,a995040453a08e855b53bcdfae43d7f48e0bfae637f6ef4bbbf7a112fd8cdf98,ffbb0a9077d9f5880e8f9ce0900bd5b760164d073f5e60f6f4c2488f303a9477,ce1988e6438ea33ab4d9215dc132728a4b54ff9d7ce2550ef51b9fdf5bff08a7,1b153965b393aff9ff145a6d667d931badafb287b1535e0f44de44224466444c,425125f7c623ec5b9ffed08d3171afa5b1aa1ed154205ad4a7e2379875321d19,b25a6beeb13515ef3d371a091f2c477b0d537dfc7e9d082ecb7606dedbe95f9a,8216e4e60547afdbae4963e33bcc62e521a065b7bfb6c0577005a87877ae1963,9ec0720896ca740dcc5c86e87d1485e2f0718da0fa9c6a30b6c20b9159c35606,4397fc4d064cdfb4a1a4aa8b2e4c9d03cdf93eaac861f0350b5da5ab232e2a38,ab8a46f0729da0a264429474be3162c0461d8bf0b6841f5dc5456c9200db30f8,dab1d6e64ec4422ffc464d9dfb9d9783266222478772259cd1b57c5f83abcfdc
"1","0","5","0","90","2","0","0","0","0","0","自分の魔法防御力を{0}アップ","0","魔法防御力アップ+{0}","0","1","0","2","116050101","1","0"
"1","0","5","0","90","32","0","0","0","0","0","自分の魔法防御力を{0}アップ","0","魔法防御力アップ+{0}","0","1","0","2","116051101","1","0"
"45","0","1","-1","1","45","0","0","0","1","0","敵単体に{0}の物理ダメージ","1","物理ダメージ+{0}","1","0","3","3.6","116200101","1","0"
"1","0","10","-1","10","25","0","0","0","1","0","自分の物理攻撃力を{0}アップ","2","物理攻撃力アップ+{0}","2","180","7","25","116200102","1","1"
"1","0","10","-1","10","13.5","0","0","0","1","0","自分の物理攻撃力を{0}アップ","2","物理攻撃力アップ+{0}","2","180","7","13.5","116200201","1","1"
"1","0","21","-1","10","0.7","0","0","0","1","0","敵単体の物理防御力を{0}ダウン","1","物理防御力ダウン+{0}","1","18","3","0.7","116200202","1","1"
"1","0","1","0","45","0","0","0","0","1","0","","2","","1","0","7","0","116200203","1","0"
"0","0","1211","0","28","0","116200205","0","0","1","0","","2","","1","0","7","0","116200204","1","0"
"49","0","3","0","75","0","0","0","0","1","0","","2","","1","0","7","180","116200205","1","116200206"
"1000","0","1","-1","16","0","0","0","0","1","0","49回ダメージを与えるたびに、自分のＴＰを{0}回復","2","","2","0","7","0","116200206","1","1"
"20","0","1","-1","1","20","0","0","0","1","0","敵単体に{0}の物理ダメージ","1","物理ダメージ+{0}","1","0","3","1.6","116200301","1","0"
"1","0","10","-1","10","25","0","0","0","1","0","自分の物理攻撃力を{0}アップ","2","物理攻撃力アップ+{0}","2","180","7","25","116201201","1","1"
"1","0","21","-1","10","1.2","0","0","0","1","0","敵単体の物理防御力を{0}ダウン","1","物理防御力ダウン+{0}","1","18","3","1.2","116201202","1","1"
"1","0","1","0","45","0","0","0","0","1","0","","2","","1","0","7","0","116201203","1","0"
"0","0","1211","0","28","0","116201205","0","0","1","0","","2","","1","0","7","0","116201204","1","0"
"13","0","3","0","75","0","0","0","0","1","0","","2","","1","0","7","180","116201205","1","116201206"
"1000","0","1","-1","16","0","0","0","0","1","0","13回ダメージを与えるたびに、自分のＴＰを{0}回復","2","","2","0","7","0","116201206","1","1"
"1","0","2","0","90","15","0","0","0","0","0","自分の物理攻撃力を{0}アップ","0","物理攻撃力アップ+{0}","0","1","0","15","116250101","1","0"
"1","0","2","0","90","240","0","0","0","0","0","自分の物理攻撃力を{0}アップ","0","物理攻撃力アップ+{0}","0","1","0","15","116251101","1","0"
"1","0","676","0","28","2","0","0","0","1","0","","2","","1","0","7","40","116300101","1","116300102"
"1","0","10","2160","10","32","0","0","0","99","0","ちぇるが40貯まっている場合、味方全体の物理攻撃力を{0}アップ","2","物理攻撃力アップ+{0}","3","18","3","32","116300102","1","1"
"1","0","676","0","28","2","0","0","0","1","0","","2","","1","0","7","40","116300103","1","116300104"
"1","0","80","0","10","10","1","0","1","1","0","ちぇるが40貯まっている場合、自分のＴＰ上昇を{0}アップ","2","","3","18","7","0","116300104","1","1"
"1","0","676","0","28","2","0","0","0","1","0","","2","","1","0","7","40","116300105","1","116300106"
"2","0","110","0","10","10","1","0","0","1","0","ちぇるが40貯まっている場合、自分の物理攻撃クリティカル時のダメージを10％アップ","2","","3","18","7","0","116300106","1","1"
"30","0","1","2160","1","30","0","0","0","1","0","敵単体に{0}の物理ダメージ","1","物理ダメージ+{0}","1","0","3","2.4","116300107","1","0"
"276","0","116300202","-1","26","0.036","0","0","0","1","0","","2","","2","0","7","0","116300201","1","3"
"12.5","0","1","-1","1","12.5","0","0","0","1","0","敵単体に{0}の物理ダメージ","1","物理ダメージ+{0}","1","0","3","1","116300202","1","0"
"40","0","5","0","60","76","1","180","0","1","0","チエル（聖学祭）の攻撃が当たるたびにちぇるを１つ得る","2","","1","0","7","180","116300301","1","1"
"1.75","0","2","-1","8","0","0","0","0","1","0","自分の行動速度75％アップ","2","","2","0","7","180","116300302","1","0"
"1","0","10","-1","10","20","0","0","0","1","0","自分の物理攻撃力を{0}アップ","2","物理攻撃力アップ+{0}","2","180","7","20","116300303","1","1"
"276","0","116301202","-1","26","0.144","0","0","0","1","0","","2","","2","0","7","0","116301201","1","3"
"17.5","0","1","-1","1","17.5","0","0","0","1","0","敵単体に{0}の物理ダメージ","1","物理ダメージ+{0}","1","0","3","1.4","116301202","1","0"
"1","0","676","0","28","2","0","0","0","1","0","","2","","1","0","7","40","116301203","1","116301204"
"1","0","10","2160","10","32","0","0","0","99","0","ちぇるが40貯まっている場合、味方全体の物理攻撃力を{0}アップ","2","物理攻撃力アップ+{0}","3","12","3","32","116301204","1","1"
"1","0","676","0","28","2","0","0","0","1","0","","2","","1","0","7","40","116301205","1","116301206"
"1","0","60","2160","10","200","0","0","0","99","0","ちぇるが40貯まっている場合、味方全体の物理クリティカルを{0}アップ","2","物理クリティカルアップ+{0}","3","12","3","0","116301206","1","1"
"1","0","2","0","90","15","0","0","0","0","0","自分の物理攻撃力を{0}アップ","0","物理攻撃力アップ+{0}","0","1","0","15","116350101","1","0"
"1","0","2","0","90","240","0","0","0","0","0","自分の物理攻撃力を{0}アップ","0","物理攻撃力アップ+{0}","0","1","0","15","116351101","1","0"
"1","0","10","2160","10","12","0","0","0","99","0","自分以外の味方の物理攻撃力を{0}アップ","2","物理攻撃力アップ+{0}","3","18","34","12","116400101","1","1"
"1","0","30","2160","10","12","0","0","0","99","0","自分以外の味方の魔法攻撃力を{0}アップ","2","魔法攻撃力アップ+{0}","3","18","34","12","116400102","1","1"
"1","0","0","0","35","98","0","0","0","1","0","神速くんを学びの時間状態にする","2","","1","1","7","18","116400103","1","0"
"0","0","698","0","28","0","0","0","0","1","0","","2","","2","0","7","1","116400104","1","116400105"
"2","0","110","2160","10","12","1","0","1","99","0","学びの時間中、自分以外の味方の物理攻撃クリティカル時のダメージを12％アップ","2","","3","18","34","0","116400105","1","1"
"2","0","120","2160","10","12","1","0","1","99","0","学びの時間中、自分以外の味方の魔法攻撃クリティカル時のダメージを12％アップ","2","","3","18","34","0","116400106","1","1"
"1","0","21","1080","10","0.3","0","0","1","99","0","範囲内の敵の物理防御力を{0}ダウン","1","物理防御力ダウン+{0}","1","12","3","0.3","116400201","1","1"
"1","0","41","1080","10","0.3","0","0","1","99","0","範囲内の敵の魔法防御力を{0}ダウン","1","魔法防御力ダウン+{0}","1","12","3","0.3","116400202","1","1"
"0","0","698","0","28","0","0","0","0","1","0","","2","","2","0","7","1","116400203","1","116400204"
"1","0","141","1080","10","8","0","0","1","99","0","学びの時間中、範囲内の敵のクリティカルを受けた際のダメージを8％アップ","1","","1","12","3","0","116400204","1","0"
"1.5","0","2","2160","8","0","0","0","0","99","0","自分以外の味方の行動速度50％アップ","2","","3","0","34","12","116400301","1","0"
"1","0","80","2160","10","5","1","0","1","99","0","自分以外の味方のＴＰ上昇を{0}アップ","2","","3","12","34","0","116400302","1","1"
"0","0","698","0","28","0","0","0","0","1","0","","2","","2","0","7","1","116400303","1","116400304"
"12","0","1","2160","16","0.12","0","0","0","99","0","学びの時間中、自分以外の味方のＴＰを{0}回復","2","ＴＰ回復量+{0}","3","0","34","0","116400304","1","1"
"1","0","21","1080","10","0.3","0","0","1","99","0","範囲内の敵の物理防御力を{0}ダウン","1","物理防御力ダウン+{0}","1","12","3","0.3","116401201","1","1"
"1","0","41","1080","10","0.3","0","0","1","99","0","範囲内の敵の魔法防御力を{0}ダウン","1","魔法防御力ダウン+{0}","1","12","3","0.3","116401202","1","1"
"1","0","21","2160","10","0.2","0","0","1","1","0","敵単体の物理防御力を{0}ダウン","1","物理防御力ダウン+{0}","1","12","3","0.2","116401203","1","1"
"1","0","41","2160","10","0.2","0","0","1","1","0","敵単体の魔法防御力を{0}ダウン","1","魔法防御力ダウン+{0}","1","12","3","0.2","116401204","1","1"
"0","0","698","0","28","0","0","0","0","1","0","","2","","2","0","7","1","116401205","1","116401206"
"1","0","141","1080","10","8","0","0","1","99","0","学びの時間中、範囲内の敵のクリティカルを受けた際のダメージを8％アップ","1","","1","12","3","0","116401206","1","0"
"2","0","10","2160","10","22","0","0","1","99","0","自分以外の味方の物理攻撃力を初期値の{0}%アップ","2","","3","12","34","0","116410101","1","1"
"2","0","30","2160","10","22","0","0","1","99","0","自分以外の味方の魔法攻撃力を初期値の{0}%アップ","2","","3","12","34","0","116410102","1","1"
"1.5","0","2","2160","8","0","0","0","0","99","0","自分以外の味方の行動速度50％アップ","2","","3","0","34","12","116420301","1","0"
"1","0","80","2160","10","5","1","0","1","99","0","自分以外の味方のＴＰ上昇を{0}アップ","2","","3","12","34","0","116420302","1","1"
"1","0","10","2160","10","-1040","0","0","0","99","0","自分以外の味方の物理攻撃力を{0}アップ","2","物理攻撃力アップ+{0}","3","12","34","4","116420303","1","1"
"1","0","30","2160","10","-1040","0","0","0","99","0","自分以外の味方の魔法攻撃力を{0}アップ","2","魔法攻撃力アップ+{0}","3","12","34","4","116420304","1","1"
"0","0","698","0","28","0","0","0","0","1","0","","2","","2","0","7","1","116420305","1","116420306"
"44","0","1","2160","16","0","0","0","0","99","0","学びの時間中、自分以外の味方のＴＰを{0}回復","2","","3","0","34","0","116420306","1","1"
"1","0","1","0","90","75","0","0","0","0","0","自分の最大ＨＰを{0}アップ","0","最大ＨＰアップ+{0}","0","1","0","75","116450101","1","0"
"1","0","1","0","90","1275","0","0","0","0","0","自分の最大ＨＰを{0}アップ","0","最大ＨＰアップ+{0}","0","1","0","75","116451101","1","0"
"0","0","116500102","-1","26","0.225","0","0","0","1","0","","2","","2","0","7","0","116500101","1","2"
"1","0","10","2160","10","24","0","0","0","99","0","味方全体の物理攻撃力を{0}アップ","2","物理攻撃力アップ+{0}","2","18","3","24","116500102","1","1"
"2","0","21","2160","10","20","0","0","0","99","0","自分以外の味方の物理防御力を初期値の20%ダウン","2","","2","18","34","0","116500103","1","1"
"2","0","41","2160","10","20","0","0","0","99","0","自分以外の味方の魔法防御力を初期値の20%ダウン","2","","2","18","34","0","116500104","1","1"
"12.5","0","1","-1","1","12.5","0","0","0","1","0","敵単体に{0}の物理ダメージ","1","物理ダメージ+{0}","1","0","3","1","116500201","1","0"
"1","0","21","-1","10","0.55","0","0","0","1","0","敵単体の物理防御力を{0}ダウン","1","物理防御力ダウン+{0}","1","12","3","0.55","116500202","1","1"
"0","0","116500302","-1","26","1.2","0","0","0","1","0","","2","","2","0","7","0","116500301","1","1"
"15","0","1","-1","1","15","0","0","0","1","0","敵単体に{0}の物理ダメージ","1","物理ダメージ+{0}","1","0","3","1.2","116500302","1","0"
"12.5","0","1","-1","1","12.5","0","0","0","1","0","敵単体に{0}の物理ダメージ","1","物理ダメージ+{0}","1","0","3","1","116501201","1","0"
"1","0","21","-1","10","1.1","0","0","0","1","0","敵単体の物理防御力を{0}ダウン","1","物理防御力ダウン+{0}","1","12","3","1.1","116501202","1","1"
"0","0","116501201","-1","26","4","0","0","0","1","0","","2","","2","0","7","0","116501203","1","1"
"1","0","10","2160","10","17.5","0","0","0","99","0","味方全体の物理攻撃力を{0}アップ","2","物理攻撃力アップ+{0}","2","12","3","17.5","116501204","1","1"
"1","0","2","0","90","15","0","0","0","0","0","自分の物理攻撃力を{0}アップ","0","物理攻撃力アップ+{0}","0","1","0","15","116550101","1","0"
"1","0","2","0","90","240","0","0","0","0","0","自分の物理攻撃力を{0}アップ","0","物理攻撃力アップ+{0}","0","1","0","15","116551101","1","0"
"50","0","1","-1","1","50","0","0","0","1","0","敵単体に{0}の物理ダメージ","1","物理ダメージ+{0}","1","0","3","4","116600101","1","0"
"5","0","2","-1","8","0","0","0","0","1","0","自分の行動速度400％アップ","2","","2","0","7","18","116600102","1","0"
"1","0","80","-1","10","15","1","0","1","1","0","自分のＴＰ上昇を{0}アップ","2","","2","18","7","0","116600103","1","1"
"22.5","0","1","-1","1","22.5","0","0","0","1","0","敵単体に{0}の物理ダメージ","1","物理ダメージ+{0}","1","0","3","1.8","116600201","1","0"
"1","0","10","0","10","24","0","0","0","1","0","自分の物理攻撃力を{0}アップ","2","物理攻撃力アップ+{0}","1","12","7","24","116600301","1","1"
"0","0","101","0","23","0","116600304","0","0","1","0","","2","","1","0","7","0","116600302","1","116600303"
"75","0","1","0","16","0.75","0","0","0","1","0","行動速度アップ状態の場合、自分のＴＰを{0}回復","2","ＴＰ回復量+{0}","1","0","1","0","116600303","1","0"
"2.5","0","2","0","8","0","0","0","0","1","0","行動速度アップ状態でない場合、自分の行動速度150％アップ","2","","1","0","1","12","116600304","1","0"
"22.5","0","1","-1","1","22.5","0","0","0","1","0","敵単体に{0}の物理ダメージ","1","物理ダメージ+{0}","1","0","3","1.8","116601201","1","0"
"0","0","101","0","28","0","0","0","0","1","0","","2","","1","0","7","0","116601202","1","116601204"
"0","0","101","0","28","0","0","0","0","1","0","","2","","1","0","7","0","116601203","1","116601205"
"42.5","0","1","-1","1","42.5","0","0","0","1","0","行動速度アップ状態の場合、敵単体に{0}の物理ダメージ","1","物理ダメージ+{0}","1","0","3","3.4","116601204","1","0"
"1","0","10","0","10","25","0","0","0","1","0","行動速度アップ状態の場合、自分の物理攻撃力を{0}アップ","2","物理攻撃力アップ+{0}","1","50","7","25","116601205","1","1"
"1","0","10","0","10","-2056","0","0","0","1","0","自分の物理攻撃力を{0}アップ","2","物理攻撃力アップ+{0}","1","12","7","32","116620301","1","1"
"0","0","101","0","23","0","116620304","0","0","1","0","","2","","1","0","7","0","116620302","1","116620303"
"270","0","1","0","16","0","0","0","0","1","0","行動速度アップ状態の場合、自分のＴＰを{0}回復","2","","1","0","1","0","116620303","1","0"
"2.5","0","2","0","8","0","0","0","0","1","0","行動速度アップ状態でない場合、自分の行動速度150％アップ","2","","1","0","1","12","116620304","1","0"
"1","0","2","0","90","15","0","0","0","0","0","自分の物理攻撃力を{0}アップ","0","物理攻撃力アップ+{0}","0","1","0","15","116650101","1","0"
"1","0","2","0","90","240","0","0","0","0","0","自分の物理攻撃力を{0}アップ","0","物理攻撃力アップ+{0}","0","1","0","15","116651101","1","0"
"0","0","3","2160","7","0","0","0","0","1","0","","1","","1","0","4","0","116700101","1","0"
"18","0","116700103","2160","39","0","0","0","0","1","0","","1","","1","0","4","250","116700102","1","0"
"20","0","1","2160","79","20","0","0","0","99","0","行動する度に{0}ダメージを与える毒状態にするフィールドを展開する","1","毒の1回当たりのダメージ量+{0}","1","0","3","18","116700103","1","0"
"18","0","116700105","2160","39","0","0","0","0","1","0","","1","","1","0","4","250","116700104","1","0"
"0.8","0","1","2160","8","0","0","0","0","99","0","敵の行動速度を20％ダウンさせるフィールドを展開する","1","","1","0","3","18","116700105","1","0"
"2.25","0","21","2160","38","2.25","0","250","0","1","0","フィールド内の敵の物理防御力{0}ダウン","1","物理防御力ダウン+{0}","1","0","4","18","116700106","1","1"
"0","0","1","-1","7","0","0","0","0","1","0","","1","","1","0","3","0","116700201","1","0"
"3","0","1","300","1","3","0","0","0","99","0","範囲内の敵に{0}の物理ダメージ","1","物理ダメージ+{0}","2","0","3","0.24","116700202","1","0"
"3.75","0","1","300","9","3.75","0","0","0","99","0","{0}ダメージを与える毒状態にする","1","毒の1秒当たりのダメージ量+{0}","2","0","3","24","116700203","1","0"
"1","0","21","300","10","0.5","1","0","0","99","0","範囲内の敵の物理防御力を{0}ダウン","1","物理防御力ダウン+{0}","2","12","3","0.5","116700204","1","1"
"0","0","1","-1","7","0","0","0","0","1","0","","1","","1","0","3","0","116700301","1","0"
"5","0","1","300","1","5","0","0","0","99","0","範囲内の敵に{0}の物理ダメージ","1","物理ダメージ+{0}","2","0","3","0.4","116700302","1","0"
"0","0","3","300","8","0","0","0","0","99","0","範囲内の敵を一定時間行動不能にする","1","麻痺の確定成功Ｌｖ+1","2","0","3","2.25","116700303","1","0"
"0","0","1","-1","7","0","0","0","0","1","0","","1","","1","0","3","0","116701201","1","0"
"10","0","1","300","1","10","0","0","0","99","0","範囲内の敵に{0}の物理ダメージ","1","物理ダメージ+{0}","2","0","3","0.8","116701202","1","0"
"6","0","1","300","9","6","0","0","0","99","0","{0}ダメージを与える毒状態にする","1","毒の1秒当たりのダメージ量+{0}","2","0","3","24","116701203","1","0"
"1","0","21","300","10","0.5","1","0","0","99","0","範囲内の敵の物理防御力を{0}ダウン","1","物理防御力ダウン+{0}","2","12","3","0.5","116701204","1","1"
"0","0","1","-1","7","0","0","0","0","1","0","","1","","1","0","3","0","116701205","1","0"
"0","0","502","300","23","0","0","0","0","99","0","","1","","2","0","3","0","116701206","1","116701207"
"24.875","0","1","300","1","24.875","0","0","0","99","0","敵が毒状態の時、範囲内の敵に{0}の物理ダメージ","1","物理ダメージ+{0}","2","0","3","1.99","116701207","1","0"
"1","0","2","0","90","15","0","0","0","0","0","自分の物理攻撃力を{0}アップ","0","物理攻撃力アップ+{0}","0","1","0","15","116750101","1","0"
"1","0","2","0","90","240","0","0","0","0","0","自分の物理攻撃力を{0}アップ","0","物理攻撃力アップ+{0}","0","1","0","15","116751101","1","0"
"47.5","0","1","-1","1","47.5","0","0","0","1","0","敵単体に{0}の物理ダメージ","1","物理ダメージ+{0}","1","0","3","3.8","116800101","1","0"
"1","0","10","0","10","45","0","0","0","1","0","自分の物理攻撃力を{0}アップ","2","物理攻撃力アップ+{0}","2","18","7","45","116800102","1","1"
"22.5","0","1","-1","1","22.5","0","0","0","1","0","敵単体に{0}の物理ダメージ","1","物理ダメージ+{0}","2","0","3","1.8","116800201","1","0"
"50","0","1","2160","16","0.3","0","0","0","99","0","味方全体のＴＰを{0}回復","2","ＴＰ回復量+{0}","3","0","3","0","116800301","1","0"
"1","0","10","2160","10","9.8","0","0","0","99","0","味方全体の物理攻撃力を{0}アップ","2","物理攻撃力アップ+{0}","3","12","3","9.8","116800302","1","1"
"45","0","1","-1","1","45","0","0","0","1","0","敵単体に{0}の物理ダメージ","1","物理ダメージ+{0}","2","0","3","3.6","116801201","1","0"
"1","0","10","2160","10","32","1","0","1","99","0","味方全体の物理攻撃力を{0}アップ","2","物理攻撃力アップ+{0}","3","12","3","32","116801202","1","1"
"1","0","80","0","10","10","0","0","0","1","0","自分のＴＰ上昇を{0}アップ","2","","1","12","7","0","116801203","1","0"
"225","0","1","0","16","0","0","0","0","1","0","自分のＴＰを{0}回復","2","ＴＰ回復量+{0}","1","0","7","0","116801204","1","0"
"128","0","1","2160","16","0","0","0","0","99","0","味方全体のＴＰを{0}回復","2","","3","0","3","0","116820301","1","0"
"1","0","10","2160","10","-1030.2","0","0","0","99","0","味方全体の物理攻撃力を{0}アップ","2","物理攻撃力アップ+{0}","3","12","3","13.8","116820302","1","1"
"1","0","2","0","90","15","0","0","0","0","0","自分の物理攻撃力を{0}アップ","0","物理攻撃力アップ+{0}","0","1","0","15","116850101","1","0"
"1","0","2","0","90","240","0","0","0","0","0","自分の物理攻撃力を{0}アップ","0","物理攻撃力アップ+{0}","0","1","0","15","116851101","1","0"
"60","0","1","-1","1","60","0","0","0","1","0","敵単体に{0}の物理ダメージ","1","物理ダメージ+{0}","1","0","3","4.8","116900101","1","0"
"1","0","60","-1","10","125","0","0","0","1","0","自分の物理クリティカルを{0}アップ","2","","2","180","7","0","116900102","1","1"
"22.5","0","1","-1","1","22.5","0","0","0","1","0","敵単体に{0}の物理ダメージ","1","物理ダメージ+{0}","1","0","3","1.8","116900201","1","0"
"1","0","10","-1","10","18","0","0","0","1","0","自分の物理攻撃力を{0}アップ","2","物理攻撃力アップ+{0}","2","180","7","18","116900301","1","1"
"1","0","20","-1","10","0.5","0","0","0","1","0","自分の物理防御力を{0}アップ","2","物理防御力アップ+{0}","2","180","7","0.5","116900302","1","1"
"1","0","40","-1","10","0.5","0","0","0","1","0","自分の魔法防御力を{0}アップ","2","魔法防御力アップ+{0}","2","180","7","0.5","116900303","1","1"
"45","0","1","-1","1","45","0","0","0","1","0","敵単体に{0}の物理ダメージ","1","物理ダメージ+{0}","1","0","3","3.6","116901201","1","0"
"1","0","10","-1","10","26","0","0","0","1","0","自分の物理攻撃力を{0}アップ","2","物理攻撃力アップ+{0}","2","180","7","26","116901202","1","1"
"350","0","1","-1","16","0","0","0","0","1","0","自分のＴＰを{0}回復","2","ＴＰ回復量+{0}","2","0","7","0","116901203","1","0"
"1","0","2","0","90","15","0","0","0","0","0","自分の物理攻撃力を{0}アップ","0","物理攻撃力アップ+{0}","0","1","0","15","116950101","1","0"
"1","0","2","0","90","240","0","0","0","0","0","自分の物理攻撃力を{0}アップ","0","物理攻撃力アップ+{0}","0","1","0","15","116951101","1","0"
"60","0","1","-1","1","60","0","0","0","1","0","敵単体に{0}の物理ダメージ","1","物理ダメージ+{0}","1","0","3","4.8","117000101","1","0"
"6","0","117000103","-1","26","0.00004","0","0","0","1","0","","1","","1","0","3","0","117000102","1","4"
"1","0","60","0","10","150","1","0","0","1","0","自分の物理クリティカルを{0}アップ","2","","1","15","7","0","117000103","1","1"
"15.625","0","1","-1","1","15.625","0","0","0","1","0","敵単体に{0}の物理ダメージ","1","物理ダメージ+{0}","1","0","3","1.25","117000201","1","0"
"1","0","21","-1","10","0.6","0","0","0","1","0","敵単体の物理防御力を{0}ダウン","1","物理防御力ダウン+{0}","1","12","3","0.6","117000202","1","1"
"1","0","21","-1","10","0.85","0","0","0","1","0","敵単体の物理防御力を{0}ダウン","1","物理防御力ダウン+{0}","1","12","3","0.85","117000301","1","1"
"40","0","1","0","16","0.4","0","0","0","1","0","自分のＴＰを{0}回復","2","ＴＰ回復量+{0}","1","0","7","0","117000302","1","0"
"31.25","0","1","-1","1","31.25","0","0","0","1","0","敵単体に{0}の物理ダメージ","1","物理ダメージ+{0}","1","0","3","2.5","117001201","1","0"
"1","0","21","-1","10","0.8","0","0","0","1","0","敵単体の物理防御力を{0}ダウン","1","物理防御力ダウン+{0}","1","18","3","0.8","117001202","1","1"
"1","0","10","-1","10","20","0","0","0","1","0","自分の物理攻撃力を{0}アップ","2","物理攻撃力アップ+{0}","1","18","7","20","117001203","1","1"
"1","0","21","-1","10","1.15","0","0","0","1","0","敵単体の物理防御力を{0}ダウン","1","物理防御力ダウン+{0}","1","18","3","1.15","117001301","1","1"
"1","0","141","-1","10","12","0","0","0","1","0","敵単体の被クリダメを{0}％アップ","1","","1","18","3","0","117001302","1","1"
"1","0","502","-1","23","2","117001304","0","0","1","0","","1","","1","0","3","0","117001303","1","117001305"
"3.75","0","1","2160","9","3.75","0","0","0","1","0","{0}ダメージを与える毒状態にする","1","毒の1秒当たりのダメージ量+{0}","1","0","3","180","117001304","1","0"
"37.5","0","1","2160","9","37.5","0","0","0","1","0","敵が毒状態の時、{0}ダメージを与える毒状態にする","1","毒の1秒当たりのダメージ量+{0}","1","0","3","180","117001305","1","0"
"1","0","503","-1","23","2","117001307","0","0","1","0","","1","","1","0","3","0","117001306","1","117001308"
"28","0","4","2160","9","28","0","0","0","1","0","{0}ダメージを与える猛毒状態にする","1","猛毒の1秒当たりのダメージ量+{0}","1","0","3","180","117001307","1","0"
"280","0","4","2160","9","280","0","0","0","1","0","敵が猛毒状態の時、{0}ダメージを与える猛毒状態にする","1","猛毒の1秒当たりのダメージ量+{0}","1","0","3","180","117001308","1","0"
"180","0","1","0","16","0","0","0","0","1","0","自分のＴＰを{0}回復","2","ＴＰ回復量+{0}","1","0","7","0","117001309","1","0"
"1","0","21","-1","10","-77.15","0","0","0","1","0","敵単体の物理防御力を{0}ダウン","1","物理防御力ダウン+{0}","1","12","3","1.15","117020301","1","1"
"144","0","1","0","16","0","0","0","0","1","0","自分のＴＰを{0}回復","2","","1","0","7","0","117020302","1","0"
"1","0","21","-1","10","1.15","0","0","0","1","0","敵単体の物理防御力を{0}ダウン","1","物理防御力ダウン+{0}","1","18","3","1.15","117021301","1","1"
"1","0","141","-1","10","12","0","0","0","1","0","敵単体の被クリダメを{0}％アップ","1","","1","18","3","0","117021302","1","1"
"1","0","502","-1","23","2","117021304","0","0","1","0","","1","","1","0","3","0","117021303","1","117021305"
"3.75","0","1","2160","9","3.75","0","0","0","1","0","{0}ダメージを与える毒状態にする","1","毒の1秒当たりのダメージ量+{0}","1","0","3","180","117021304","1","0"
"37.5","0","1","2160","9","37.5","0","0","0","1","0","敵が毒状態の時、{0}ダメージを与える毒状態にする","1","毒の1秒当たりのダメージ量+{0}","1","0","3","180","117021305","1","0"
"1","0","503","-1","23","2","117021307","0","0","1","0","","1","","1","0","3","0","117021306","1","117021308"
"28","0","4","2160","9","28","0","0","0","1","0","{0}ダメージを与える猛毒状態にする","1","猛毒の1秒当たりのダメージ量+{0}","1","0","3","180","117021307","1","0"
"280","0","4","2160","9","280","0","0","0","1","0","敵が猛毒状態の時、{0}ダメージを与える猛毒状態にする","1","猛毒の1秒当たりのダメージ量+{0}","1","0","3","180","117021308","1","0"
"180","0","1","0","16","0","0","0","0","1","0","自分のＴＰを{0}回復","2","ＴＰ回復量+{0}","1","0","7","0","117021309","1","0"
"1","0","2","0","90","15","0","0","0","0","0","自分の物理攻撃力を{0}アップ","0","物理攻撃力アップ+{0}","0","1","0","15","117050101","1","0"
"1","0","2","0","90","240","0","0","0","0","0","自分の物理攻撃力を{0}アップ","0","物理攻撃力アップ+{0}","0","1","0","15","117051101","1","0"
"9","0","117100102","0","26","50","0","0","0","1","0","","2","","2","0","7","0","117100101","1","1"
"18.75","0","1","500","1","18.75","0","0","0","99","0","範囲内の敵に{0}の物理ダメージ","1","物理ダメージ+{0}","1","0","3","1.5","117100102","1","0"
"9","0","117100104","0","26","4","0","0","0","1","0","","2","","2","0","7","0","117100103","1","1"
"5","0","3","0","6","5","0","0","0","1","0","{0}ダメージ分の物理吸収バリアを展開する","2","吸収ダメージ量+{0}","1","0","7","18","117100104","1","0"
"9","0","117100202","0","26","20","0","0","0","1","0","","2","","2","0","7","0","117100201","1","1"
"7.5","0","1","500","1","7.5","0","0","0","99","0","範囲内の敵に{0}の物理ダメージ","1","物理ダメージ+{0}","1","0","3","0.6","117100202","1","0"
