a30f20596bde058b7ab8fbd590c75f3ce97b1475c1c6554566f993d93c588065,b02c73d08a6cd4ce386bd34a17d14da72e6e78fa57da7b2baaf2f215426be92c,7e333c27ad1069b68f8d6b06ae7f7867f5faa7daf1138487665390fbe5839ad0,e10d32366880430ced62f6e75e88a26a94d66eef0730a45ec04b73cf49c1e2f0,2dfffc4b31611dc888011afbfe9d01c6c4dea058207b91316a7fdcbaa73be7a1,6a60f1554b3d07edf4b9058bcdf68ba0e76fd9e4e28b5bbc456b91e98f20a8f7,bfd6dbdb09b7af7374590ad913d923af6f2c86a53cac50834693b033c8a3924d,6fafe517caad4c3eba2ae11d5befc5905e4e7f72de681ebb18cf429014249612
"84","0","0","0","0","5","4","15521"
"126","0","0","0","0","5","4","15531"
"168","0","0","0","0","5","4","15541"
"210","0","0","0","0","5","4","15551"
"94","0","0","0","0","2","1","15611"
"188","0","0","0","0","2","1","15621"
"282","0","0","0","0","2","1","15631"
"376","0","0","0","0","2","1","15641"
"470","0","0","0","0","2","1","15651"
"42","0","0","0","0","3","4","15711"
"84","0","0","0","0","3","4","15721"
"126","0","0","0","0","3","4","15731"
"168","0","0","0","0","3","4","15741"
"210","0","0","0","0","3","4","15751"
"15","0","0","0","0","6","5","15811"
"30","0","0","0","0","6","5","15821"
"45","0","0","0","0","6","5","15831"
"60","0","0","0","0","6","5","15841"
"75","0","0","0","0","6","5","15851"
"20","0","0","0","0","7","2","15911"
"40","0","0","0","0","7","2","15921"
"60","0","0","0","0","7","2","15931"
"80","0","0","0","0","7","2","15941"
"100","0","0","0","0","7","2","15951"
"44","0","0","0","0","3","3","16011"
"88","0","0","0","0","3","3","16021"
"132","0","0","0","0","3","3","16031"
"176","0","0","0","0","3","3","16041"
"220","0","0","0","0","3","3","16051"
"1","0","0","0","0","100","4","16111"
"2","0","0","0","0","100","4","16121"
"3","0","0","0","0","100","4","16131"
"64","0","0","0","0","1","5","16211"
"128","0","0","0","0","1","5","16221"
"192","0","0","0","0","1","5","16231"
"256","0","0","0","0","1","5","16241"
"320","0","0","0","0","1","5","16251"
"42","0","0","0","0","3","2","16311"
"84","0","0","0","0","3","2","16321"
"126","0","0","0","0","3","2","16331"
"168","0","0","0","0","3","2","16341"
"210","0","0","0","0","3","2","16351"
"44","0","0","0","0","5","3","16411"
"88","0","0","0","0","5","3","16421"
"132","0","0","0","0","5","3","16431"
"176","0","0","0","0","5","3","16441"
"220","0","0","0","0","5","3","16451"
"44","0","0","0","0","5","5","16511"
"88","0","0","0","0","5","5","16521"
"132","0","0","0","0","5","5","16531"
"176","0","0","0","0","5","5","16541"
"220","0","0","0","0","5","5","16551"
"42","3","5","2","4","3","1","16611"
"84","3","5","2","4","3","1","16621"
"126","3","5","2","4","3","1","16631"
"168","3","5","2","4","3","1","16641"
"210","3","5","2","4","3","1","16651"
"20","0","0","0","0","6","1","16711"
"40","0","0","0","0","6","1","16721"
"60","0","0","0","0","6","1","16731"
"80","0","0","0","0","6","1","16741"
"100","0","0","0","0","6","1","16751"
"46","0","0","0","0","5","3","16811"
"92","0","0","0","0","5","3","16821"
"138","0","0","0","0","5","3","16831"
"184","0","0","0","0","5","3","16841"
"230","0","0","0","0","5","3","16851"
"94","0","0","0","0","4","4","16911"
"188","0","0","0","0","4","4","16921"
"282","0","0","0","0","4","4","16931"
"376","0","0","0","0","4","4","16941"
"470","0","0","0","0","4","4","16951"
"20","0","0","0","0","6","5","17011"
"40","0","0","0","0","6","5","17021"
"60","0","0","0","0","6","5","17031"
"80","0","0","0","0","6","5","17041"
"100","0","0","0","0","6","5","17051"
"46","0","0","0","0","5","1","17111"
"92","0","0","0","0","5","1","17121"
"138","0","0","0","0","5","1","17131"
"184","0","0","0","0","5","1","17141"
"230","0","0","0","0","5","1","17151"
"94","0","0","0","0","4","1","17211"
"188","0","0","0","0","4","1","17221"
"282","0","0","0","0","4","1","17231"
"376","0","0","0","0","4","1","17241"
"470","0","0","0","0","4","1","17251"
"50","0","0","0","0","1","2","17311"
"100","0","0","0","0","1","2","17321"
"150","0","0","0","0","1","2","17331"
"200","0","0","0","0","1","2","17341"
"250","0","0","0","0","1","2","17351"
"20","0","0","0","0","7","5","17411"
"40","0","0","0","0","7","5","17421"
"60","0","0","0","0","7","5","17431"
"80","0","0","0","0","7","5","17441"
"100","0","0","0","0","7","5","17451"
"42","0","0","0","0","3","1","17511"
"84","0","0","0","0","3","1","17521"
"126","0","0","0","0","3","1","17531"
"168","0","0","0","0","3","1","17541"
"210","0","0","0","0","3","1","17551"
"1","0","0","0","0","100","3","17611"
"2","0","0","0","0","100","3","17621"
"1","0","0","0","0","101","4","17711"
"2","0","0","0","0","101","4","17721"
"3","0","0","0","0","101","4","17731"
"50","0","0","0","0","1","1","17811"
"100","0","0","0","0","1","1","17821"
"150","0","0","0","0","1","1","17831"
"200","0","0","0","0","1","1","17841"
"250","0","0","0","0","1","1","17851"
"52","0","0","0","0","1","3","17911"
"104","0","0","0","0","1","3","17921"
"156","0","0","0","0","1","3","17931"
"208","0","0","0","0","1","3","17941"
"260","0","0","0","0","1","3","17951"
"44","0","0","0","0","3","4","18011"
"88","0","0","0","0","3","4","18021"
"132","0","0","0","0","3","4","18031"
"176","0","0","0","0","3","4","18041"
"220","0","0","0","0","3","4","18051"
"1","0","0","0","0","100","5","18111"
"2","0","0","0","0","100","5","18121"
"20","0","0","0","0","6","2","18211"
"40","0","0","0","0","6","2","18221"
"60","0","0","0","0","6","2","18231"
"80","0","0","0","0","6","2","18241"
"100","0","0","0","0","6","2","18251"
"92","0","0","0","0","4","3","18311"
"184","0","0","0","0","4","3","18321"
"276","0","0","0","0","4","3","18331"
"368","0","0","0","0","4","3","18341"
"460","0","0","0","0","4","3","18351"
"44","0","0","0","0","5","4","18411"
"88","0","0","0","0","5","4","18421"
"132","0","0","0","0","5","4","18431"
"176","0","0","0","0","5","4","18441"
"220","0","0","0","0","5","4","18451"
"52","0","0","0","0","1","1","18511"
"104","0","0","0","0","1","1","18521"
"156","0","0","0","0","1","1","18531"
"208","0","0","0","0","1","1","18541"
"260","0","0","0","0","1","1","18551"
"64","0","0","0","0","1","4","18611"
"128","0","0","0","0","1","4","18621"
"192","0","0","0","0","1","4","18631"
"256","0","0","0","0","1","4","18641"
"320","0","0","0","0","1","4","18651"
"94","0","0","0","0","4","5","18711"
"188","0","0","0","0","4","5","18721"
"282","0","0","0","0","4","5","18731"
"376","0","0","0","0","4","5","18741"
"470","0","0","0","0","4","5","18751"
"52","0","0","0","0","1","2","18811"
"104","0","0","0","0","1","2","18821"
"156","0","0","0","0","1","2","18831"
"208","0","0","0","0","1","2","18841"
"260","0","0","0","0","1","2","18851"
"1","0","0","0","0","101","3","18911"
"2","0","0","0","0","101","3","18921"
"3","0","0","0","0","101","3","18931"
"1","0","0","0","0","100","1","19011"
"2","0","0","0","0","100","1","19021"
"92","0","0","0","0","4","2","19111"
"184","0","0","0","0","4","2","19121"
"276","0","0","0","0","4","2","19131"
"368","0","0","0","0","4","2","19141"
"460","0","0","0","0","4","2","19151"
"20","0","0","0","0","7","3","19211"
"40","0","0","0","0","7","3","19221"
"60","0","0","0","0","7","3","19231"
"80","0","0","0","0","7","3","19241"
"100","0","0","0","0","7","3","19251"
"46","0","0","0","0","3","5","19311"
"92","0","0","0","0","3","5","19321"
"138","0","0","0","0","3","5","19331"
"184","0","0","0","0","3","5","19341"
"230","0","0","0","0","3","5","19351"
"90","3","5","2","4","2","1","19411"
"180","3","5","2","4","2","1","19421"
"270","3","5","2","4","2","1","19431"
"360","3","5","2","4","2","1","19441"
"450","3","5","2","4","2","1","19451"
"1","0","0","0","0","100","1","19511"
"2","0","0","0","0","100","1","19521"
"3","0","0","0","0","100","1","19531"
"46","0","0","0","0","3","3","19611"
"92","0","0","0","0","3","3","19621"
"138","0","0","0","0","3","3","19631"
"184","0","0","0","0","3","3","19641"
"230","0","0","0","0","3","3","19651"
"94","0","0","0","0","2","4","19711"
"188","0","0","0","0","2","4","19721"
"282","0","0","0","0","2","4","19731"
"376","0","0","0","0","2","4","19741"
"470","0","0","0","0","2","4","19751"
"46","0","0","0","0","5","5","19811"
"92","0","0","0","0","5","5","19821"
"138","0","0","0","0","5","5","19831"
"184","0","0","0","0","5","5","19841"
"230","0","0","0","0","5","5","19851"
"1","0","0","0","0","101","2","19911"
"2","0","0","0","0","101","2","19921"
"3","0","0","0","0","101","2","19931"
"94","0","0","0","0","4","3","20011"
"188","0","0","0","0","4","3","20021"
"282","0","0","0","0","4","3","20031"
"376","0","0","0","0","4","3","20041"
"470","0","0","0","0","4","3","20051"
"96","0","0","0","0","4","5","20111"
"192","0","0","0","0","4","5","20121"
"288","0","0","0","0","4","5","20131"
"384","0","0","0","0","4","5","20141"
"480","0","0","0","0","4","5","20151"
"96","0","0","0","0","2","1","20211"
"192","0","0","0","0","2","1","20221"
"288","0","0","0","0","2","1","20231"
"384","0","0","0","0","2","1","20241"
"480","0","0","0","0","2","1","20251"
"94","0","0","0","0","4","2","20311"
"188","0","0","0","0","4","2","20321"
"282","0","0","0","0","4","2","20331"
"376","0","0","0","0","4","2","20341"
"470","0","0","0","0","4","2","20351"
"1","0","0","0","0","100","5","20411"
"2","0","0","0","0","100","5","20421"
"3","0","0","0","0","100","5","20431"
"96","0","0","0","0","4","2","20511"
"192","0","0","0","0","4","2","20521"
"288","0","0","0","0","4","2","20531"
"384","0","0","0","0","4","2","20541"
"480","0","0","0","0","4","2","20551"
"96","0","0","0","0","2","4","20611"
"192","0","0","0","0","2","4","20621"
"288","0","0","0","0","2","4","20631"
"384","0","0","0","0","2","4","20641"
"480","0","0","0","0","2","4","20651"
"44","0","0","0","0","3","1","20711"
"88","0","0","0","0","3","1","20721"
"132","0","0","0","0","3","1","20731"
"176","0","0","0","0","3","1","20741"
"220","0","0","0","0","3","1","20751"
"44","0","0","0","0","3","2","20811"
"88","0","0","0","0","3","2","20821"
"132","0","0","0","0","3","2","20831"
"176","0","0","0","0","3","2","20841"
"220","0","0","0","0","3","2","20851"
"1","0","0","0","0","100","3","20911"
"2","0","0","0","0","100","3","20921"
"3","0","0","0","0","100","3","20931"
"96","0","0","0","0","4","4","21011"
"192","0","0","0","0","4","4","21021"
"288","0","0","0","0","4","4","21031"
"384","0","0","0","0","4","4","21041"
"480","0","0","0","0","4","4","21051"
"96","0","0","0","0","4","1","21111"
"192","0","0","0","0","4","1","21121"
"288","0","0","0","0","4","1","21131"
"384","0","0","0","0","4","1","21141"
"480","0","0","0","0","4","1","21151"
"96","0","0","0","0","4","3","21211"
"192","0","0","0","0","4","3","21221"
"288","0","0","0","0","4","3","21231"
"384","0","0","0","0","4","3","21241"
"480","0","0","0","0","4","3","21251"
"94","0","0","0","0","2","5","21311"
"188","0","0","0","0","2","5","21321"
"282","0","0","0","0","2","5","21331"
"376","0","0","0","0","2","5","21341"
"470","0","0","0","0","2","5","21351"
"46","0","0","0","0","3","2","21411"
"92","0","0","0","0","3","2","21421"
"138","0","0","0","0","3","2","21431"
"184","0","0","0","0","3","2","21441"
"230","0","0","0","0","3","2","21451"
"46","0","0","0","0","5","4","21511"
"92","0","0","0","0","5","4","21521"
"138","0","0","0","0","5","4","21531"
"184","0","0","0","0","5","4","21541"
"230","0","0","0","0","5","4","21551"
"96","0","0","0","0","2","5","21611"
"192","0","0","0","0","2","5","21621"
"288","0","0","0","0","2","5","21631"
"384","0","0","0","0","2","5","21641"
"480","0","0","0","0","2","5","21651"
"1","0","0","0","0","100","2","21711"
"2","0","0","0","0","100","2","21721"
"3","0","0","0","0","100","2","21731"
"96","0","0","0","0","2","3","21811"
"192","0","0","0","0","2","3","21821"
"288","0","0","0","0","2","3","21831"
"384","0","0","0","0","2","3","21841"
"480","0","0","0","0","2","3","21851"
"46","0","0","0","0","3","4","21911"
"92","0","0","0","0","3","4","21921"
"138","0","0","0","0","3","4","21931"
"184","0","0","0","0","3","4","21941"
"230","0","0","0","0","3","4","21951"
"46","0","0","0","0","3","1","22011"
"92","0","0","0","0","3","1","22021"
"138","0","0","0","0","3","1","22031"
"184","0","0","0","0","3","1","22041"
"230","0","0","0","0","3","1","22051"
"96","0","0","0","0","2","2","22111"
"192","0","0","0","0","2","2","22121"
"288","0","0","0","0","2","2","22131"
"384","0","0","0","0","2","2","22141"
"480","0","0","0","0","2","2","22151"
"90","3","5","2","4","4","1","22211"
"180","3","5","2","4","4","1","22221"
"270","3","5","2","4","4","1","22231"
"360","3","5","2","4","4","1","22241"
"450","3","5","2","4","4","1","22251"
