b6b2b9c83175af20424a1e64bd6a1b107cd52d5adcf82a30a7418478fa5c64e3,041c3845be4aac8ab7ae8e1ac823059bb8632bcf6d22d24bea6ff6308e2ae141,829dfbc9b0efce1016360f16f623299f36a04435c1a946f6ea36df8a88c37ba0,5ea2ab1e53152ab5a2904962d5ece1c1fc609e22e7d50015384c757bdd72c278,1da543f715b151f597be375a9fed3f74b579ee4a31bb5285ea390b200e2ee94d,ec6b9d3f7dd0f32ad1574e4ca877e338c9e062f8dbe657f6edd62dc57f48e9c8,859c5bda9e902eb409b6391dc48b0039d46bd35afe623ab96b40da7129b09559,4d46a6bf4f85b669c55a00756241534e5dd850007b1b5a61fbcd088ad0a87bb1,80e1ef3ea5bf8616b9294d4ccf1c23ff7c34ea242d219bec4b842d73b92dc4b3,4b2237032e88becd3b9eb1c102dcdcbcdd32f477a6b8501782401a4503d10eae,5a8f705173f8afd57f975b7ef0d1ded04cf7a9dd5b95368f0e4cb16edf38d3eb
"","","","203","0","","","","91","12030034",""
"","0.5","","203","3","","1","","3","12030035","nyx_203_yukari_03"
"","0.5","","203","103431","","1","","3","12030036","nyx_203_yukari_03"
"","","","203","103431","","10","","11","12030037","それ～もっと飲め～\nうふふ～麦しゅわに\n不可能はないわ～♪"
"","","","203","0","","","","91","12030038",""
"","","","203","0.1","","","","93","12030039",""
"","0.2","1","203","3","nyx_203_yukari_05","0","","3","12030040","nyx_203_yukari_06"
"","0.2","1","203","103431","nyx_203_yukari_05","0","","3","12030041","nyx_203_yukari_06"
"","","","203","0.5","","","","93","12030042",""
"0.2","0.2","1","203","103231","nyx_cmn_05","0","","3","12030043","nyx_lookup"
"","","","203","2","","","","93","12030044",""
"","","","203","103231","","1","","12","12030045","1"
"","","","203","3","","","","4","12030046","1"
"","","","203","103431","","","","4","12030047","1"
"","0.2","","203","3","","0","","3","12030048","nyx_203_yukari_04"
"","0.2","","203","103431","","0","","3","12030049","nyx_203_yukari_04"
"","","0","203","3","0.67","-10","","2","12030050","-245"
"","","0","203","103431","0.67","-10","","2","12030051","-245"
"","","","203","0.67","","","","93","12030052",""
"","","","203","0.83","","","","93","12030053",""
"","","0","203","3","0.5","-10","","2","12030054","-265"
"","","0","203","103431","0.5","-10","","2","12030055","-265"
"","","","203","0.5","","","","93","12030056",""
"","","0","203","3","0.67","-10","","2","12030057","-328"
"","","0","203","103431","0.67","-10","","2","12030058","-328"
"","0.2","","203","103231","","1","","3","12030059","nyx_cmn_04"
"0.2","0.2","1","203","104831","nyx_idle_sad","0","","3","12030060","nyx_lookup"
"","","","203","0.67","","","","93","12030061",""
"","","0","203","3","0.67","-10","","2","12030062","-330"
"","","0","203","103431","0.67","-10","","2","12030063","-330"
"","","","203","0.67","","","","93","12030064",""
"","0.2","1","203","3","nyx_203_yukari_06","0","","3","12030065","nyx_203_yukari_05"
"","0.2","1","203","103431","nyx_203_yukari_06","0","","3","12030066","nyx_203_yukari_05"
"","","","203","0.66","","","","93","12030067",""
"","","","203","104831","","1","","12","12030068","12"
"","","","203","2","","","","93","12030069",""
"","","","203","103431","","1","","12","12030070","9"
"0.2","0.2","1","203","104631","nyx_talk_sad","0","","3","12030071","nyx_lookup"
"","","","203","3","","","","4","12030072","0"
"","","","203","103431","","","","4","12030073","0"
"","0.2","","203","3","","0","","3","12030074","nyx_203_yukari_04"
"","0.2","","203","103431","","0","","3","12030075","nyx_203_yukari_04"
"","","0","203","3","0.67","-10","","2","12030076","-285"
"","","0","203","103431","0.67","-10","","2","12030077","-285"
"","","","203","0.67","","","","93","12030078",""
"","","","203","0.83","","","","93","12030079",""
"","","0","203","3","0.5","-10","","2","12030080","-265"
"","","0","203","103431","0.5","-10","","2","12030081","-265"
"","","","203","0.5","","","","93","12030082",""
"","","0","203","3","0.67","-10","","2","12030083","-202"
"","","0","203","103431","0.67","-10","","2","12030084","-202"
"","","","203","104631","","1","","12","12030085","5"
"","","","203","0.67","","","","93","12030086",""
"","","0","203","3","0.67","-10","","2","12030087","-200"
"","","0","203","103431","0.67","-10","","2","12030088","-200"
"","","","203","0.67","","","","93","12030089",""
"","0.2","","203","3","","1","","3","12030090","nyx_203_yukari_05"
"","0.2","","203","103431","","1","","3","12030091","nyx_203_yukari_05"
"","","","203","0.66","","","","93","12030092",""
"","0.2","","203","104631","","1","","3","12030093","nyx_idle_sad"
"","","","203","103431","","1","","12","12030094","6"
"","","","203","3","","","","4","12030095","0"
"","","","203","103431","","","","4","12030096","0"
"","","","203","1","","","","93","12030097",""
"","","","203","12030039","","","","101","12030098",""
"1","1.2","28.5","204","1","121.8","110","nyx_204_mifuyu_01","1","12040001","104831"
"1","1.2","28.5","204","2","121.8","120","nyx_204_mifuyu_01","5","12040002","2"
"0","1.2","-286.1","204","1","-278","110","nyx_idle_normal","1","12040003","103431"
"1","1.2","-286.1","204","1","283.5","140","nyx_idle_normal","1","12040004","104631"
"0","1.2","-286.1","204","1","-413","110","nyx_idle_normal","1","12040005","103231"
"","1","1","204","2","0","0","","31","12040006","1"
"0","1.2","-278","204","3","109","130","nyx_yagura_up_harf","5","12040007","3"
"","1","1","204","14","34","-111","","31","12040008","2"
"","","","204","bgm_M347","","","","25","12040009","bgm_M347"
"","","","204","2","","","","93","12040010",""
"","0.2","","204","104831","","1","","3","12040011","nyx_204_mifuyu_01"
"","0.2","","204","2","","1","","3","12040012","nyx_204_mifuyu_01"
"","0","","204","104831","","10","","11","12040013","とうとう完成…\nしてしまったわね…"
"","","","204","0.2","","","","93","12040014",""
"0.2","0.2","1","204","104631","nyx_204_akino_01_loop","0","","3","12040015","nyx_lookup"
"","","","204","0.5","","","","93","12040016",""
"","0.2","","204","104831","","1","","3","12040017","nyx_204_mifuyu_02"
"","0.2","","204","2","","1","","3","12040018","nyx_204_mifuyu_02"
"","","","204","12040013","","","","91","12040019",""
"","0","","204","104831","","10","","11","12040020","設計段階より\n明らかに機能が\n増やされてるわ…"
"","","","204","1.5","","","","93","12040021",""
"0.2","0.2","1","204","103431","nyx_lookup_loop","0","","3","12040022","nyx_lookup"
"","","","204","12040020","","","","91","12040023",""
"","","","204","0.2","","","","93","12040024",""
"","0.2","","204","103231","","0","","3","12040025","nyx_204_akino_01"
"","","","204","103231","","10","","11","12040026","驚いたでしょう！\nこれこそが私たちの\nアイデアの結晶！"
"","","","204","1","","","","93","12040027",""
"","0.2","","204","103231","","1","","3","12040028","nyx_204_akino_02"
"","","","204","12040026","","","","91","12040029",""
"","","","204","0.5","","","","93","12040030",""
"","0","","204","104831","","10","","11","12040031","ええ、驚いたわ…\nまさかこんなにも\n好き勝手やるなんて"
"","","","204","0.2","","","","93","12040032",""
"0.2","0.2","","204","104831","","1","","3","12040033","nyx_204_mifuyu_03"
"0.2","0.2","","204","2","","1","","3","12040034","nyx_204_mifuyu_03"
"","","","204","3","","","","93","12040035",""
"","","","204","12040031","","","","91","12040036",""
"","","","204","104631","","1","","3","12040037","nyx_talk_sad"
"","","","204","104631","","10","","11","12040038","ど、どうして\n震えてるにゃ？\nミフユ…"
"","","","204","0","","","","91","12040039",""
"0.3","0.3","1","204","104831","nyx_204_mifuyu_05","0","","3","12040040","nyx_204_mifuyu_04"
"0.3","0.3","1","204","2","nyx_204_mifuyu_05","0","","3","12040041","nyx_204_mifuyu_04"
"","0","","204","104831","","10","","11","12040042","当たり前です！\nなんですかこの\n無駄だらけな機能！"
"","","","204","0.6","","","","93","12040043",""
"0.2","0.3","1","204","104631","nyx_idle_surprise2","0","","3","12040044","cmn_shock_def_N"
"0.2","0.3","1","204","103431","nyx_idle_sad","0","","3","12040045","cmn_shock_def_N"
"0.2","0.3","1","204","103231","nyx_idle_surprise1","0","","3","12040046","cmn_shock_def_N"
"","","","204","1.5","","","","93","12040047",""
"","","","204","12040042","","","","91","12040048",""
"","0","","204","104831","","10","","11","12040049","どこを見ても\n無駄ばかり…\n非効率すぎる…！"
"","","","204","0","","","","91","12040050",""
"0.3","0.3","","204","103431","","1","","3","12040051","nyx_talk_sad"
"","","","204","103431","","10","","11","12040052","お、落ち着いて\nミフユさん…\n仕方がなかったの…"
"","","","204","0","","","","91","12040053",""
"","0","","204","104831","","10","","11","12040054","こんなの\n落ち着けるわけ\nないでしょーっ！"
"","","","204","2.7","","","","93","12040055",""
"0.3","0.3","","204","103431","","1","","3","12040056","nyx_cmn_03"
"0.3","0.3","1","204","104831","nyx_204_mifuyu_06","0","","3","12040057","nyx_204_mifuyu_07"
"0.3","0.3","1","204","2","nyx_204_mifuyu_06","0","","3","12040058","nyx_204_mifuyu_07"
"","","","204","12040052","","","","91","12040059",""
"","","","204","0.5","","","","93","12040060",""
"","","","204","103431","","1","","4","12040061","0"
"","","","204","0.5","","","","93","12040062",""
"","","","204","103431","","1","","12","12040063","2"
"","","","204","1.5","","","","93","12040064",""
"","","","204","104631","","1","","12","12040065","17"
"0.3","0.3","","204","104631","","1","","3","12040066","nyx_talk_sad"
"","","","204","1.5","","","","93","12040067",""
"","","","204","103431","","1","","4","12040068","1"
"0.3","0.3","","204","104631","","1","","3","12040069","nyx_idle_sad"
"","","","204","0.2","","","","93","12040070",""
"","","","204","103231","","1","","12","12040071","7"
"0.2","0.3","1","204","103231","cmn_pose02_def_N","0","","3","12040072","nyx_talk_joy1"
"","","","204","0.1","","","","93","12040073",""
"0.3","0.3","","204","103431","","1","","3","12040074","nyx_talk_sad"
"","","","204","2","","","","93","12040075",""
"","","","204","104831","","1","","12","12040076","15"
"","","","204","2","","","","93","12040077",""
"","","","204","12040061","","","","101","12040078","1"
"0","1.2","-277","301","1","-135","110","nyx_301_yuni_01","1","13010001","111031"
"","1","1","301","3","0","0","","31","13010002","1"
"","1","1","301","17","-195","40","","31","13010003","2"
"","0","1","301","18","-195","40","","31","13010004","3"
"","0","1","301","19","-195","40","","31","13010005","4"
"","","","301","bgm_M347","","","","25","13010006","bgm_M347"
"","","","301","2","","","","93","13010007",""
"","","","301","111031","","10","","11","13010008","なかよしX…\nあれは実に\n浪漫の結晶だった…"
"","","","301","0","","","","91","13010009","1"
"","","","301","111031","","10","","11","13010010","あのイノベーション\nから得た刺激は形に\n遺しておくべきだ…"
"","","","301","0","","","","91","13010011","1"
"","","","301","0.6","","","","93","13010012",""
"","0.2","","301","111031","","1","","3","13010013","nyx_103_yuni_02"
"","","","301","111031","","10","","11","13010014","というわけで\nなかよしXの残骸を\n集めてみたわけだが"
"","","","301","0","","","","91","13010015","1"
"0.2","0.2","","301","111031","nyx_idle_normal","0","","3","13010016","cmn_pose02_def_N"
"","","","301","111031","","10","","11","13010017","これらをリペアして\n単に組み直したとて\n模造品でしかない"
"","","","301","0","","","","91","13010018","1"
"","0.2","1","301","111031","nyx_103_yuni_04","0","","3","13010019","nyx_103_yuni_03"
"","","","301","111031","","10","","11","13010020","独自の改修を施すぞ\n機体の縮小化そして\n各種機能を改良だ"
"","","","301","0","","","","91","13010021","1"
"","0.2","","301","111031","","1","","3","13010022","cmn_pose02_def_N"
"","","","301","111031","","10","","11","13010023","ふむ、すなわち\nたい焼きに麦しゅわ\nだが…"
"","","","301","0","","","","91","13010024",""
"","","","301","0.5","","","","93","13010025",""
"","0.2","","301","111031","","1","","3","13010026","nyx_301_yuni_03"
"","","","301","111031","","10","","11","13010027","いや、そもそもなぜ\nたい焼き麦しゅわが\n組み込まれていたか"
"","","","301","0","","","","91","13010028","1"
"","","","301","111031","","10","","11","13010029","…理解に苦しむな\nまずそこから考える\n必要がありそうだ"
"","","","301","0","","","","91","13010030","1"
"","0.2","","301","111031","","1","","3","13010031","nyx_301_yuni_01"
"","","","301","111031","","10","","11","13010032","なんたる難題だろう\nぼくの知的探求心が\n疼いてきたと言える"
"","","","301","0","","","","91","13010033",""
"","","","301","2","","","","93","13010034",""
"","","","301","111031","","","","4","13010035","1"
"","0.2","","301","111031","","1","","3","13010036","cmn_walk_def_N"
"","","","301","111031","1.5","-277","","2","13010037","-230"
"","","","301","1.5","","","","93","13010038",""
"0.2","0.2","1","301","111031","nyx_idle_normal","0","","3","13010039","nyx_301_yuni_02"
"","","","301","3","","","","93","13010040",""
"","","","301","111031","","","","4","13010041","0"
"","0.2","","301","111031","","1","","3","13010042","cmn_walk_def_N"
"","","","301","111031","1.5","-277","","2","13010043","-95"
"","","","301","1.5","","","","93","13010044",""
"","","","301","111031","","1","","12","13010045","12"
"0.2","0.2","1","301","111031","nyx_idle_normal","0","","3","13010046","nyx_301_yuni_02"
"","","","301","0.4","","","","93","13010047",""
"","","","301","3","","","","32","13010048","1"
"","","","301","2.6","","","","93","13010049",""
"","","","301","111031","","","","4","13010050","1"
"","0.2","","301","111031","","1","","3","13010051","cmn_walk_def_N"
"","","","301","111031","1.5","-277","","2","13010052","-230"
"","","","301","1.5","","","","93","13010053",""
"","","","301","111031","","1","","12","13010054","13"
"0.2","0.2","1","301","111031","nyx_idle_normal","0","","3","13010055","nyx_301_yuni_02"
"","","","301","3","","","","93","13010056",""
"","","","301","111031","","","","4","13010057","0"
"","0.2","","301","111031","","1","","3","13010058","cmn_walk_def_N"
"","","","301","111031","1.5","-277","","2","13010059","-95"
"","","","301","1.5","","","","93","13010060",""
"0.2","0.2","1","301","111031","nyx_idle_normal","0","","3","13010061","nyx_301_yuni_02"
"","","","301","0.4","","","","93","13010062",""
"","","","301","4","","","","32","13010063","1"
"","","","301","2.6","","","","93","13010064",""
"","","","301","111031","","","","4","13010065","1"
"","0.2","","301","111031","","1","","3","13010066","cmn_walk_def_N"
"","","","301","111031","1.5","-277","","2","13010067","-230"
"","","","301","1.5","","","","93","13010068",""
"0.2","0.2","1","301","111031","nyx_idle_normal","0","","3","13010069","nyx_301_yuni_02"
"","","","301","3","","","","93","13010070",""
"","","","301","111031","","","","4","13010071","0"
"","0.2","","301","111031","","1","","3","13010072","cmn_walk_def_N"
"","","","301","111031","4","-277","","2","13010073","165"
"","","","301","4","","","","93","13010074",""
"","","","301","111031","","1","","12","13010075","12"
"0.2","0.2","1","301","111031","nyx_idle_normal","0","","3","13010076","nyx_301_yuni_02"
"","","","301","3","","","","93","13010077",""
"","","","301","111031","","","","4","13010078","1"
"","0.2","","301","111031","","1","","3","13010079","cmn_walk_def_N"
"","","","301","111031","4","-277","","2","13010080","-230"
"","","","301","4","","","","93","13010081",""
"","","","301","111031","","1","","12","13010082","17"
"0.2","0.2","1","301","111031","nyx_idle_normal","0","","3","13010083","cmn_pose02_def_N"
"","","","301","4","","","","93","13010084",""
"","","","301","111031","","","","4","13010085","0"
"","0.2","","301","111031","","1","","3","13010086","cmn_walk_def_N"
"","","","301","111031","4","-277","","2","13010087","165"
"","","","301","4","","","","93","13010088",""
"0.2","0.2","0","301","111031","nyx_303_yuni_01","0","","3","13010089","nyx_301_yuni_02"
"","","","301","2.4","","","","93","13010090",""
"","","","301","111031","","1","","12","13010091","7"
"","","","301","1.6","","","","93","13010092",""
"","","","301","111031","","","","4","13010093","1"
"","0.2","","301","111031","","1","","3","13010094","cmn_walk_def_N"
"","","","301","111031","4","-277","","2","13010095","-230"
"","","","301","4","","","","93","13010096",""
"","","","301","111031","","1","","12","13010097","2"
"0.2","0.2","1","301","111031","cmn_pose02_def_N","0","","3","13010098","nyx_301_yuni_02"
"","","","301","4","","","","93","13010099",""
"","","","301","13010071","","","","101","13010100",""
"1","1.2","-277","302","1","4000","110","nyx_idle_normal","1","13020001","111031"
"1","1.2","-277","302","2","-200","120","NoItem","5","13020002","2"
"","1","1","302","3","0","0","","31","13020003","1"
"","0","1","302","20","-240","-110","","31","13020004","3"
"","1","1.2","302","21","-195","40","","31","13020005","4"
"","","","302","bgm_M347","","","","25","13020006","bgm_M347"
"","","","302","2","","","","93","13020007",""
"0.2","","1","302","111031","nyx_idle_normal","0","","3","13020008","nyx_302_yuni_01"
"","","","302","111031","0","-277","","2","13020009","-200"
"","","","302","2","0","-279","","2","13020010","-200"
"","","","302","111031","","10","","11","13020011","…ぷはーっ！"
"","","","302","0","","","","93","13020012",""
"","","","302","3","","","","32","13020013","1"
"","","","302","13020011","","","","91","13020014",""
"","","","302","111031","","10","","11","13020015","いかんいかん\n資材の山に埋もれて\nしまうところだった"
"","","","302","0","","","","91","13020016",""
"","0.2","1","302","2","NoItem","0","","3","13020017","nyx_302_yuni_02"
"0.2","0.2","1","302","111031","nyx_idle_normal","0","","3","13020018","nyx_302_yuni_02"
"","","","302","111031","","10","","11","13020019","だが怪我の功名、\n探していた部品を\n偶然にも発見できた"
"","","","302","5","","","","93","13020020",""
"","","","302","111031","","","","4","13020021","0"
"","0.2","","302","111031","","1","","3","13020022","nyx_cmn_03"
"","","","302","111031","","10","","11","13020023","ふむ…これは僥倖\nかくなる上は再び\n潜航してみるか…"
"","","","302","0","","","","91","13020024",""
"","0.2","","302","111031","","1","","3","13020025","nyx_301_yuni_01"
"","","","302","111031","","10","","11","13020026","存外意義あるものだ\n資材ダイビングとか\nいう新種の探索行は"
"","","","302","0","","","","91","13020027","1"
"","","","302","111031","","10","","11","13020028","まあ万一溺れたとて\n後輩たちの誰ぞが\nきっと気付くだろう"
"","","","302","0","","","","91","13020029","1"
"","0.2","1","302","111031","nyx_302_yuni_04","0","","3","13020030","nyx_302_yuni_03"
"","","","302","111031","","10","","11","13020031","是非もなし\nいざ往かん！"
"","","","302","0","","","","91","13020032","1"
"","","","302","1.5","","","","93","13020033",""
"","","","302","111031","","10","","11","13020034","む。奥に入りすぎた\nこれは…出られぬ！\n誰かー！　誰か―！"
"","","","302","0","","","","91","13020035",""
"","","","302","6","","","","93","13020036",""
"","","","302","111031","","1","","12","13020037","2"
"","","","302","4","","","","93","13020038",""
"","","","302","111031","","1","","12","13020039","4"
"","","","302","4","","","","93","13020040",""
"","","","302","13020036","","","","101","13020041",""
"1","1.2","-221.5","303","1","49","110","nyx_303_yuni_07","1","13030001","111031"
"","1","1","303","4","0","0","","31","13030002","1"
"","","","303","bgm_M347","","","","25","13030003","bgm_M347"
"","","","303","2","","","","93","13030004",""
"","","","303","111031","","10","","11","13030005","ふむ、紆余曲折は\nあったが無事完成…\nといったところか"
"","","","303","0","","","","91","13030006",""
"","0.2","","303","111031","","1","","3","13030007","nyx_303_yuni_01_noshadow"
"","","","303","111031","","10","","11","13030008","ふふふ…我ながら\n納得の出来栄え…"
"","","","303","0","","","","91","13030009",""
"","","","303","111031","","10","","11","13030010","外観の完成度も\nさることながら\n特筆すべきは機能だ"
"","","","303","0","","","","91","13030011",""
"","0.2","","303","111031","","1","","3","13030012","nyx_303_yuni_03"
"","","","303","111031","","10","","11","13030013","試しに動作試験を\nしてみるとしよう"
"","","","303","0","","","","91","13030014",""
"0.2","0.2","1","303","111031","nyx_303_yuni_04","0","","3","13030015","nyx_303_yuni_02"
"","","","303","3","","","","93","13030016",""
"","0.2","","303","111031","","1","","3","13030017","nyx_303_yuni_07"
"","","","303","111031","","10","","11","13030018","ふむ…\n表情映写の動作に\n問題はないようだ"
"","","","303","0","","","","91","13030019",""
"0.2","0.2","1","303","111031","nyx_303_yuni_04","0","","3","13030020","nyx_303_yuni_09"
"","","","303","111031","","10","","11","13030021","次はいずれの機能を\n試してみるか…"
"","","","303","0","","","","91","13030022",""
"","","","303","0.5","","","","93","13030023",""
"","","","303","111031","","10","","11","13030024","とりあえず適当な\nスイッチを…おっと\nこのボタンはいかん"
"","","","303","1.5","","","","93","13030025",""
"","0.2","","303","111031","","0","","3","13030026","nyx_303_yuni_02"
"","","","303","1","","","","93","13030027",""
"","0.2","1","303","111031","nyx_303_yuni_05","0","","3","13030028","nyx_303_yuni_06"
"","","","303","2","","","","93","13030029",""
"","","","303","111031","","10","","11","13030030","…危ない危ない\n自爆装置を起動して\nしまうところだった"
"","","","303","0.1","","","","93","13030031",""
"","0.2","","303","111031","","1","","3","13030032","nyx_303_yuni_08"
"","","","303","13030030","","","","91","13030033",""
"","","","303","2","","","","93","13030034",""
"0.2","0.2","1","303","111031","nyx_303_yuni_04","0","","3","13030035","nyx_303_yuni_09"
"","","","303","2","","","","93","13030036",""
"0.2","0.2","1","303","111031","nyx_303_yuni_03","0","","3","13030037","nyx_303_yuni_02"
"","","","303","1.8","","","","93","13030038",""
"","","","303","111031","","1","","12","13030039","6"
"","","","303","3.2","","","","93","13030040",""
"0.2","0.2","1","303","111031","nyx_303_yuni_04","0","","3","13030041","nyx_303_yuni_09"
"","","","303","2","","","","93","13030042",""
"0.2","0.2","1","303","111031","nyx_303_yuni_08","0","","3","13030043","nyx_303_yuni_02"
"","","","303","1.8","","","","93","13030044",""
"","","","303","111031","","1","","12","13030045","2"
"","","","303","1.2","","","","93","13030046",""
"","","","303","13030034","","","","101","13030047",""
