34ed4ddedbeab030cf00a50d9386c35cadb3f43d4afd3b7f40a1d96c2e715ade,9d4cdb1e0b1abb8e04c3ce1420ce765ad67662eb07702e545fa55db592098ea5,5ab0df56afa74e4926b83c4d1ab1b5833231fee081b21a53ea69006ea4d4085d,20708f16639347ca384b25936015122e5c2b90badb9f345149236f776660286d,813ef1aa53c66960da166b045f93cdb844b49a32dd1943e3321ac7636606c3c5,1322c80065733b12ca016d94f92a83f0b962fa6c1606d166fc7834cb495bf2e1,124af94274fa6c7c9657930a983662775284eedbe1f25afb1f9597c5aa5352ca,bfa0d2978a6aed8cd53b03ce7a0f0685ce3416ee358d665fda54ed5b867c5f66,237ed6c33d9d0785e93fe44d336b1818472fe385483efb5fb8a143ab24bc148e
"522","320120206","43.5","3","0","0","0.65","1","11"
"523","320120207","-98","1","502012206","0","0.7","2","50"
"524","320120207","0","2","502012208","0","1","3","72"
"525","320120207","49","3","0","0","0.65","1","13"
"526","320120208","10","1","0","0","1.2","1","30"
"527","320120209","40","1","0","0","0.9","1","40"
"528","320120210","-20","1","0","0","1.1","1","-35"
"529","320120306","-74","1","502012301","0","0.7","2","40"
"530","320120306","10","2","502012303","0","1","3","67"
"531","320120306","43.5","3","0","0","0.65","1","11"
"532","320120307","-98","1","502012306","0","0.7","2","50"
"533","320120307","0","2","502012308","0","1","3","72"
"534","320120307","49","3","0","0","0.65","1","13"
"535","320120308","10","1","0","0","1.2","1","30"
"536","320120309","40","1","0","0","0.9","1","40"
"537","320120310","-20","1","0","0","1.1","1","-35"
"538","320120406","-74","1","502012401","0","0.7","2","40"
"539","320120406","10","2","502012403","0","1","3","67"
"540","320120406","43.5","3","0","0","0.65","1","11"
"541","320120407","-98","1","502012406","0","0.7","2","50"
"542","320120407","0","2","502012408","0","1","3","72"
"543","320120407","49","3","0","0","0.65","1","13"
"544","320120408","10","1","0","0","1.2","1","30"
"545","320120409","40","1","0","0","0.9","1","40"
"546","320120410","-20","1","0","0","1.1","1","-35"
"547","320120506","-74","1","502012501","0","0.7","2","40"
"548","320120506","10","2","502012503","0","1","3","67"
"549","320120506","43.5","3","0","0","0.65","1","11"
"550","320120507","-98","1","502012506","0","0.7","2","50"
"551","320120507","0","2","502012508","0","1","3","72"
"552","320120507","49","3","0","0","0.65","1","13"
"553","320120508","10","1","0","0","1.2","1","30"
"554","320120509","40","1","0","0","0.9","1","40"
"555","320120510","-20","1","0","0","1.1","1","-35"
"556","320130106","-74","1","502013101","0","0.7","2","40"
"557","320130106","10","2","502013103","0","0.8","3","67"
"558","320130106","43.5","3","0","0","0.65","1","11"
"559","320130107","-98","1","502013106","0","0.7","2","50"
"560","320130107","50","2","502013108","0","0.9","3","72"
"561","320130107","49","3","0","0","0.65","1","13"
"562","320130108","10","1","0","0","1.2","1","30"
"563","320130109","40","1","0","0","0.8","1","40"
"564","320130110","-20","1","0","0","1.1","1","-35"
"565","320130206","-74","1","502013201","0","0.7","2","40"
"566","320130206","10","2","502013203","0","0.8","3","67"
"567","320130206","43.5","3","0","0","0.65","1","11"
"568","320130207","-98","1","502013206","0","0.7","2","50"
"569","320130207","50","2","502013208","0","0.9","3","72"
"570","320130207","49","3","0","0","0.65","1","13"
"571","320130208","10","1","0","0","1.2","1","30"
"572","320130209","40","1","0","0","0.8","1","40"
"573","320130210","-20","1","0","0","1.1","1","-35"
"574","320130306","-74","1","502013301","0","0.7","2","40"
"575","320130306","10","2","502013303","0","0.8","3","67"
"576","320130306","43.5","3","0","0","0.65","1","11"
"577","320130307","-98","1","502013306","0","0.7","2","50"
"578","320130307","50","2","502013308","0","0.9","3","72"
"579","320130307","49","3","0","0","0.65","1","13"
"580","320130308","10","1","0","0","1.2","1","30"
"581","320130309","40","1","0","0","0.8","1","40"
"582","320130310","-20","1","0","0","1.1","1","-35"
"583","320130406","-74","1","502013401","0","0.7","2","40"
"584","320130406","10","2","502013403","0","0.8","3","67"
"585","320130406","43.5","3","0","0","0.65","1","11"
"586","320130407","-98","1","502013406","0","0.7","2","50"
"587","320130407","50","2","502013408","0","0.9","3","72"
"588","320130407","49","3","0","0","0.65","1","13"
"589","320130408","10","1","0","0","1.2","1","30"
"590","320130409","40","1","0","0","0.8","1","40"
"591","320130410","-20","1","0","0","1.1","1","-35"
"592","320130506","-74","1","502013501","0","0.7","2","40"
"593","320130506","10","2","502013503","0","0.8","3","67"
"594","320130506","43.5","3","0","0","0.65","1","11"
"595","320130507","-98","1","502013506","0","0.7","2","50"
"596","320130507","50","2","502013508","0","0.9","3","72"
"597","320130507","49","3","0","0","0.65","1","13"
"598","320130508","10","1","0","0","1.2","1","30"
"599","320130509","40","1","0","0","0.8","1","40"
"600","320130510","-20","1","0","0","1.1","1","-35"
"601","320140106","-74","1","502014101","0","0.7","2","40"
"602","320140106","13","2","502014103","0","1","3","67"
"603","320140106","43.5","3","0","0","0.65","1","11"
"604","320140107","-68","1","502014106","0","0.7","2","50"
"605","320140107","30","2","502014108","0","0.95","3","62"
"606","320140107","29","3","0","0","0.65","1","13"
"607","320140108","5","1","0","0","1","1","10"
"608","320140109","0","1","0","0","0.8","1","20"
"609","320140110","-20","1","0","0","1.1","1","-35"
"610","320140206","-74","1","502014201","0","0.7","2","40"
"611","320140206","13","2","502014203","0","1","3","67"
"612","320140206","43.5","3","0","0","0.65","1","11"
"613","320140207","-68","1","502014206","0","0.7","2","50"
"614","320140207","30","2","502014208","0","0.95","3","62"
"615","320140207","29","3","0","0","0.65","1","13"
"616","320140208","5","1","0","0","1","1","10"
"617","320140209","0","1","0","0","0.8","1","20"
"618","320140210","-20","1","0","0","1.1","1","-35"
"619","320140306","-74","1","502014301","0","0.7","2","40"
"620","320140306","13","2","502014303","0","1","3","67"
"621","320140306","43.5","3","0","0","0.65","1","11"
"622","320140307","-68","1","502014306","0","0.7","2","50"
"623","320140307","30","2","502014308","0","0.95","3","62"
"624","320140307","29","3","0","0","0.65","1","13"
"625","320140308","5","1","0","0","1","1","10"
"626","320140309","0","1","0","0","0.8","1","20"
"627","320140310","-20","1","0","0","1.1","1","-35"
"628","320140406","-74","1","502014401","0","0.7","2","40"
"629","320140406","13","2","502014403","0","1","3","67"
"630","320140406","43.5","3","0","0","0.65","1","11"
"631","320140407","-68","1","502014406","0","0.7","2","50"
"632","320140407","30","2","502014408","0","0.95","3","62"
"633","320140407","29","3","0","0","0.65","1","13"
"634","320140408","5","1","0","0","1","1","10"
"635","320140409","0","1","0","0","0.8","1","20"
"636","320140410","-20","1","0","0","1.1","1","-35"
"637","320140506","-74","1","502014501","0","0.7","2","40"
"638","320140506","13","2","502014503","0","1","3","67"
"639","320140506","43.5","3","0","0","0.65","1","11"
"640","320140507","-68","1","502014506","0","0.7","2","50"
"641","320140507","30","2","502014508","0","0.95","3","62"
"642","320140507","29","3","0","0","0.65","1","13"
"643","320140508","5","1","0","0","1","1","10"
"644","320140509","0","1","0","0","0.8","1","20"
"645","320140510","-20","1","0","0","1.1","1","-35"
"646","320150106","-74","1","502015101","0","0.7","2","40"
"647","320150106","13","2","502015103","0","1","3","67"
"648","320150106","43.5","3","0","0","0.65","1","11"
"649","320150107","-74","1","502015106","0","0.7","2","40"
"650","320150107","10","2","502015108","0","1","3","67"
"651","320150107","43.5","3","0","0","0.65","1","11"
"652","320150108","5","1","0","0","1","1","10"
"653","320150109","0","1","0","0","0.8","1","20"
"654","320150110","-85","1","0","0","0.43","1","-45"
"655","320150110","85","2","0","0","0.43","2","-45"
"656","320150206","-74","1","502015201","0","0.7","1","40"
"657","320150206","13","2","502015203","0","1","2","67"
"658","320150206","43.5","3","0","0","0.65","1","11"
"659","320150207","-74","1","502015206","0","0.7","2","40"
"660","320150207","10","2","502015208","0","1","3","67"
"661","320150207","43.5","3","0","0","0.65","1","11"
"662","320150208","5","1","0","0","1","1","10"
"663","320150209","0","1","0","0","0.8","1","20"
"664","320150210","-85","1","0","0","0.43","1","-45"
"665","320150210","85","2","0","0","0.43","2","-45"
"666","320150306","-74","1","502015301","0","0.7","1","40"
"667","320150306","13","2","502015303","0","1","2","67"
"668","320150306","43.5","3","0","0","0.65","1","11"
"669","320150307","-74","1","502015306","0","0.7","2","40"
"670","320150307","10","2","502015308","0","1","3","67"
"671","320150307","43.5","3","0","0","0.65","1","11"
"672","320150308","5","1","0","0","1","1","10"
"673","320150309","0","1","0","0","0.8","1","20"
"674","320150310","-85","1","0","0","0.43","1","-45"
"675","320150310","85","2","0","0","0.43","2","-45"
"676","320150406","-74","1","502015401","0","0.7","1","40"
"677","320150406","13","2","502015403","0","1","2","67"
"678","320150406","43.5","3","0","0","0.65","1","11"
"679","320150407","-74","1","502015406","0","0.7","2","40"
"680","320150407","10","2","502015408","0","1","3","67"
"681","320150407","43.5","3","0","0","0.65","1","11"
"682","320150408","5","1","0","0","1","1","10"
"683","320150409","0","1","0","0","0.8","1","20"
"684","320150410","-85","1","0","0","0.43","1","-45"
"685","320150410","85","2","0","0","0.43","2","-45"
"686","320150506","-74","1","502015501","0","0.7","1","40"
"687","320150506","13","2","502015503","0","1","2","67"
"688","320150506","43.5","3","0","0","0.65","1","11"
"689","320150507","-74","1","502015506","0","0.7","2","40"
"690","320150507","10","2","502015508","0","1","3","67"
"691","320150507","43.5","3","0","0","0.65","1","11"
"692","320150508","5","1","0","0","1","1","10"
"693","320150509","0","1","0","0","0.8","1","20"
"694","320150510","-85","1","0","0","0.43","1","-45"
"695","320150510","85","2","0","0","0.43","2","-45"
"696","320160106","-74","1","502016101","0","0.7","2","49"
"697","320160106","13","2","502016103","0","0.75","3","67"
"698","320160106","43.5","3","0","0","0.65","1","11"
"699","320160107","59","1","502016106","0","0.7","2","50"
"700","320160107","-10","2","502016108","0","0.9","3","62"
"701","320160107","-49","3","0","0","0.65","1","13"
"702","320160108","5","1","0","0","1","1","10"
"703","320160109","0","1","0","0","0.9","1","10"
"704","320160110","-85","1","0","0","0.4","1","-45"
"705","320160110","85","2","0","0","0.4","2","-45"
"706","320160206","-74","1","502016201","0","0.7","2","49"
"707","320160206","13","2","502016203","0","0.75","2","67"
"708","320160206","43.5","3","0","0","0.65","1","11"
"709","320160207","59","1","502016206","0","0.7","2","50"
"710","320160207","-10","2","502016208","0","0.9","3","62"
"711","320160207","-49","3","0","0","0.65","1","13"
"712","320160208","5","1","0","0","1","1","10"
"713","320160209","0","1","0","0","0.9","1","10"
"714","320160210","-85","1","0","0","0.4","1","-45"
"715","320160210","85","2","0","0","0.4","2","-45"
"716","320160306","-74","1","502016301","0","0.7","2","49"
"717","320160306","13","2","502016303","0","0.75","2","67"
"718","320160306","43.5","3","0","0","0.65","1","11"
"719","320160307","59","1","502016306","0","0.7","2","50"
"720","320160307","-10","2","502016308","0","0.9","3","62"
"721","320160307","-49","3","0","0","0.65","1","13"
"722","320160308","5","1","0","0","1","1","10"
"723","320160309","0","1","0","0","0.9","1","10"
"724","320160310","-85","1","0","0","0.4","1","-45"
"725","320160310","85","2","0","0","0.4","2","-45"
"726","320160406","-74","1","502016401","0","0.7","2","49"
"727","320160406","13","2","502016403","0","0.75","2","67"
"728","320160406","43.5","3","0","0","0.65","1","11"
"729","320160407","59","1","502016406","0","0.7","2","50"
"730","320160407","-10","2","502016408","0","0.9","3","62"
"731","320160407","-49","3","0","0","0.65","1","13"
"732","320160408","5","1","0","0","1","1","10"
"733","320160409","0","1","0","0","0.9","1","10"
"734","320160410","-85","1","0","0","0.4","1","-45"
"735","320160410","85","2","0","0","0.4","2","-45"
"736","320160506","-74","1","502016501","0","0.7","2","49"
"737","320160506","13","2","502016503","0","0.75","2","67"
"738","320160506","43.5","3","0","0","0.65","1","11"
"739","320160507","59","1","502016506","0","0.7","2","50"
"740","320160507","-10","2","502016508","0","0.9","3","62"
"741","320160507","-49","3","0","0","0.65","1","13"
"742","320160508","5","1","0","0","1","1","10"
"743","320160509","0","1","0","0","0.9","1","10"
"744","320160510","-85","1","0","0","0.4","1","-45"
"745","320160510","85","2","0","0","0.4","2","-45"
"746","320170106","-74","1","502017101","0","0.7","2","40"
"747","320170106","13","2","502017103","0","0.7","3","67"
"748","320170106","43.5","3","0","0","0.65","1","11"
"749","320170107","-98","1","502017106","0","0.7","2","50"
"750","320170107","50","2","502017108","0","0.9","3","72"
"751","320170107","49","3","0","0","0.65","1","13"
"752","320170108","5","1","0","0","0.75","1","-20"
"753","320170109","5","1","0","0","0.63","1","-30"
"754","320170110","-85","1","0","0","0.4","2","-45"
"755","320170110","85","2","0","0","0.4","3","-45"
"756","320170206","-74","1","502017201","0","0.7","2","40"
"757","320170206","13","2","502017203","0","0.7","3","67"
"758","320170206","43.5","3","0","0","0.65","1","11"
"759","320170207","-98","1","502017206","0","0.7","2","50"
"760","320170207","50","2","502017208","0","0.9","3","72"
"761","320170207","49","3","0","0","0.65","1","13"
"762","320170208","5","1","0","0","0.75","1","-20"
"763","320170209","5","1","0","0","0.63","1","-30"
"764","320170210","-85","1","0","0","0.4","2","-45"
"765","320170210","85","2","0","0","0.4","3","-45"
"766","320170306","-74","1","502017301","0","0.7","2","40"
"767","320170306","13","2","502017303","0","0.7","3","67"
"768","320170306","43.5","3","0","0","0.65","1","11"
"769","320170307","-98","1","502017306","0","0.7","2","50"
"770","320170307","50","2","502017308","0","0.9","3","72"
"771","320170307","49","3","0","0","0.65","1","13"
"772","320170308","5","1","0","0","0.75","1","-20"
"773","320170309","5","1","0","0","0.63","1","-30"
"774","320170310","-85","1","0","0","0.4","2","-45"
"775","320170310","85","2","0","0","0.4","3","-45"
"776","320170406","-74","1","502017401","0","0.7","2","40"
"777","320170406","13","2","502017403","0","0.7","3","67"
"778","320170406","43.5","3","0","0","0.65","1","11"
"779","320170407","-98","1","502017406","0","0.7","2","50"
"780","320170407","50","2","502017408","0","0.9","3","72"
"781","320170407","49","3","0","0","0.65","1","13"
"782","320170408","5","1","0","0","0.75","1","-20"
"783","320170409","5","1","0","0","0.63","1","-30"
"784","320170410","-85","1","0","0","0.4","2","-45"
"785","320170410","85","2","0","0","0.4","3","-45"
"786","320170506","-74","1","502017501","0","0.7","2","40"
"787","320170506","13","2","502017503","0","0.7","3","67"
"788","320170506","43.5","3","0","0","0.65","1","11"
"789","320170507","-98","1","502017506","0","0.7","2","50"
"790","320170507","50","2","502017508","0","0.9","3","72"
"791","320170507","49","3","0","0","0.65","1","13"
"792","320170508","5","1","0","0","0.75","1","-20"
"793","320170509","5","1","0","0","0.63","1","-30"
"794","320170510","-85","1","0","0","0.4","2","-45"
"795","320170510","85","2","0","0","0.4","3","-45"
