e33324d5f64298680ce0066a7bd461605be9ff4b09fe27b102938b822131be92,fcdf4e9267b34cdf6f13698f79d3dbc1763ef7e51b0561ebd7e0b185da1286d9,24b01534d96eeb977a27632724113ed6785d574dd023557144316e6d01486da2,d3bf9be29c496e4d0cb7742e7ee777d275f279d8716a70cdef80baf158b13205,7eb44700315966b3600dad026ea257cd4d654e16d0c82207e8dc1177162f3ed6,875be4fa333bb7edd6be47d3c58487dd861d998df23b74b1c11b0a99dd357d3a,eb6f168f8319cb1685e1d5bc4d1bfbc788fe47f38c874cc1a4bae5395b73a732,83306115a44d64ece64db5d6e5c43c575af13600a88445d1a94a27a6f829a9be,f02e35b3f7b57460852f41e4bbafd59d962aedf6b424cee4996732032217f7ef,77ab4123a5ffd303044392bb1405db1351eb0ba89152589618b40612967ae2d1,c4a454e96552798ba20a4e004894655d5ef0b053d04f735025b5f179d40cd1ae
"33","1330014","","","3","","","","93","",""
"33","1330015","pkb_idle_shock","","2","0.2","0","","3","pkb_shock","1"
"33","1330016","","","1330011","","","","91","",""
"33","1330017","","","2","0.2","1","","3","pkb_idle_normal",""
"34","1340001","170","1","1","1.6","100","pkb_idle_normal","1","106531","-150"
"34","1340002","-20","0","1","1.6","100","pkb_idle_normal","1","113411","-150"
"34","1340003","pkb_idle_arm_crossed","0.2","106531","0.2","0","","3","pkb_talk_arm_crossed","1"
"34","1340004","0","","vo_minigame_1006","","0","","21","vo_minigame_1006_top_talk_13_301",""
"34","1340005","0","0","106531","0","8","-1","11","キミもすげえボール\n投げるじゃねえか\nどうやって\n投げてんだ？","0"
"34","1340006","","","3.4","","","","93","",""
"34","1340007","","","106531","0.2","1","","3","pkb_talk_normal",""
"34","1340008","","","1340005","","","","91","",""
"34","1340009","","","106531","0.2","1","","3","pkb_idle_normal",""
"34","1340010","","","113411","0.2","1","","3","pkb_talk_normal",""
"34","1340011","0","","vo_minigame_1006","","0","","21","vo_minigame_1006_top_talk_13_202",""
"34","1340012","0","0","113411","0","8","1","11","超能りょ……\nじゃなくて！\n特別な魔法を\n使ってるんだ～えへへ","0"
"34","1340013","","","1.2","","","","93","",""
"34","1340014","pkb_talk_surprise1","0.2","113411","0.2","0","","3","pkb_surprise","1"
"34","1340015","","","1","","","","93","",""
"34","1340016","","","113411","0.2","1","","3","pkb_talk_joy3",""
"34","1340017","","","1340012","","","","91","",""
"34","1340018","","","113411","0.2","1","","3","pkb_idle_normal",""
"35","1350001","-20","0","1","1.6","100","pkb_idle_normal","1","113511","-150"
"35","1350002","170","1","1","1.6","100","pkb_idle_normal","1","102311","-150"
"35","1350003","","","113511","0.2","1","","3","pkb_talk_joy3",""
"35","1350004","0","","vo_minigame_1006","","0","","21","vo_minigame_1006_top_talk_14_101",""
"35","1350005","0","0","113511","0","6","0.5","11","アヤネちゃん\n今日も打撃コーチを\nよろしくね～\n頼りにしてるから～！","0"
"35","1350006","","","5.2","","","","93","",""
"35","1350007","","","113511","0.2","1","","3","pkb_talk_wish",""
"35","1350008","","","1350005","","","","91","",""
"35","1350009","","","113511","0.2","1","","3","pkb_idle_normal",""
"35","1350010","","","102311","0.2","1","","3","pkb_talk_joy1",""
"35","1350011","0","","vo_minigame_1006","","0","","21","vo_minigame_1006_top_talk_14_402",""
"35","1350012","0","0","102311","0","8","-1","11","お兄ちゃんたちが\nいっぱいホームラン\n打てるように\nがんばるね！","0"
"35","1350013","","","3.2","","","","93","",""
"35","1350014","pkb_idle_doya","","102311","0.2","0","","3","pkb_talk_doya","1"
"35","1350015","","","1350012","","","","91","",""
"35","1350016","","","102311","0.2","1","","3","pkb_idle_normal",""
"36","1360001","170","1","3","55","100","pkb_idle_normal_l","5","3","-130"
"36","1360002","-20","0","1","55","100","pkb_idle_normal","5","1","-130"
"36","1360003","pkb_idle_arm_crossed_l","0.2","3","0.2","0","","3","pkb_talk_arm_crossed_l","1"
"36","1360004","0","","vo_minigame_1006","","0","","21","vo_minigame_1006_top_talk_15_601",""
"36","1360005","0","0","3","0","8","-0.5","11","おい、アサヒ！\nどんくらい上達したか\n見せてみろ！","0"
"36","1360006","","","1360005","","","","91","",""
"36","1360007","","","3","0.2","1","","3","pkb_idle_normal_l",""
"36","1360008","pkb_idle_guts","","1","0.2","0","","3","pkb_talk_guts","1"
"36","1360009","0","","vo_minigame_1006","","0","","21","vo_minigame_1006_top_talk_15_702",""
"36","1360010","0","0","1","0","8","0","11","ああ！　ダイチこそ\n手加減なしで頼むよ\n真剣勝負だ！","0"
"36","1360011","","","1360010","","","","91","",""
"36","1360012","","","1","0.2","1","","3","pkb_idle_normal",""
"37","1370001","-20","0","1","55","100","pkb_idle_normal","5","1","-130"
"37","1370002","170","1","3","55","100","pkb_idle_normal_l","5","3","-130"
"37","1370003","pkb_idle_guts","","1","0.2","0","","3","pkb_talk_guts","1"
"37","1370004","0","","vo_minigame_1006","","0","","21","vo_minigame_1006_top_talk_16_701",""
"37","1370005","0","0","1","0","8","-0.5","11","全国大会に絶対行こう\n俺たちの夢を\n叶えるんだ！","0"
"37","1370006","","","3.2","","","","93","",""
"37","1370007","pkb_idle_normal","0.2","1","0.2","0","","3","pkb_talk_handsup","1"
"37","1370008","","","1370005","","","","91","",""
"37","1370009","","","1","0.2","1","","3","pkb_idle_normal",""
"37","1370010","pkb_idle_arm_crossed_l","0.2","3","0.2","0","","3","pkb_talk_arm_crossed_l","1"
"37","1370011","0","","vo_minigame_1006","","0","","21","vo_minigame_1006_top_talk_16_602",""
"37","1370012","0","0","3","0","8","1","11","ふん、当然だろ\n俺たちなら\n全国優勝だって\n夢じゃねえぜ！","0"
"37","1370013","","","4.8","","","","93","",""
"37","1370014","pkb_idle_guts_l","","3","0.2","0","","3","pkb_talk_guts_l","1"
"37","1370015","","","1370012","","","","91","",""
"37","1370016","","","3","0.2","1","","3","pkb_idle_normal_l",""
"38","1380001","170","1","1","1.6","100","pkb_idle_normal","1","106531","-150"
"38","1380002","-20","0","2","55","100","pkb_idle_normal","5","2","-130"
"38","1380003","pkb_idle_arm_crossed","0.2","106531","0.2","0","","3","pkb_talk_arm_crossed","1"
"38","1380004","0","","vo_minigame_1006","","0","","21","vo_minigame_1006_top_talk_17_301",""
"38","1380005","0","0","106531","0","8","-0.5","11","結構やるように\nなってきたじゃねえか\nこっからはオレ様も\n本気でいくぜぇ！！","0"
"38","1380006","","","3.6","","","","93","",""
"38","1380007","pkb_idle_doya","","106531","0.2","0","","3","pkb_talk_doya","1"
"38","1380008","","","2","","","","93","",""
"38","1380009","pkb_idle_normal","0.2","106531","0.2","0","","3","pkb_talk_handsup","1"
"38","1380010","","","1380005","","","","91","",""
"38","1380011","","","1","","","","93","",""
"38","1380012","","","106531","0.2","1","","3","pkb_idle_normal",""
"38","1380013","pkb_idle_shock","","2","0.2","0","","3","pkb_shock","1"
"38","1380014","0","","vo_minigame_1006","","0","","21","vo_minigame_1006_top_talk_17_802",""
"38","1380015","0","0","2","0","7","1","11","マジか……\nまだ本気じゃ\nなかったのかよ\n…何人か死ぬな","0"
"38","1380016","","","1380015","","","","91","",""
"38","1380017","","","2","0.2","1","","3","pkb_idle_normal",""
