385871ce547a029e362893412d4c73ee96e3b18cc60c66ee2022d5c40bf18e69,b463e82f9734c2c5258588694575ac8787602da7edb30c6d5e507bdd90ba84ad,d5a90e05b1a494b576361f5a51f765cd4758bcbde25b1056a8754302fb212235,663afbb17db02e01dfaef3f56103c8d0f5b144f52426b3821a805635cbb49d0e,4140bea346ba61d4c61d2f9e06d22b9b3490185a520e97ef27a5f908eadad4f3,fc260c9af3d06d216892ace86c7fc2fe0bbac8b7e2c512b23e3a48c9705e15cf,980e02fa78cd8ebf12d16985e7c7353414803fbf00fa962b14862a33834d5949,a919f09347a0b6ea00c4d02c1801847b2c73092d41a9bbc097e6115e65307bbf,fefe0238df6e139d5b7ab3b64b3196151a41b1dcdb1a8d0f51ff5efbddf419b0,14f35130b03c28cd28eef9b407a7494e6877a2a484f4471a543d767b31909c08,bd1c34eccfd5f43a38f708221abb22f7e4414464fff0427861041b4273727e89
"62158","","","0","5146062","vo_apg_0214","","0","21","vo_apg",""
"62159","1","0","10","5146062","なんやよう分からへんけど…\n楽しんでくれたならよかったわ～♪","0","1","11","131011","0"
"62160","","","","5146062","","","","91","0",""
"62161","","","","5146062","0","","","22","0",""
"62162","","","1","5146062","wish_idle_joy","0.2","","3","131011",""
"62163","0","0","2","5146062","10","-30","0","12","100911","0"
"62164","0","0","2","5146062","7","0","0","12","131011","0"
"62165","","","","5146062","0","","","93","2",""
"62166","","","","5146062","","","","101","62167",""
"62167","","","","5146062","0.2","","","22","0",""
"63001","-288","walk_surprise_sad_blue","110","5146063","106611","1.8","-10","1","1","1"
"63002","-288","walk_surprise_sad_blue","111","5146063","1066","1.8","-10","5","3","1"
"63003","-288","idle_normal_noface","100","5146063","130911","1.8","260","1","1","1"
"63004","-288","idle_normal_kururu","101","5146063","99","1.8","260","5","1","1"
"63005","-268","empty","103","5146063","126411","1.8","-420","1","1","0"
"63006","-268","empty","113","5146063","98","1.8","-420","5","1","0"
"63007","","","","5146063","210","","","13","106611",""
"63008","","","","5146063","200","","","13","130911",""
"63009","","","","5146063","203","","","13","126411",""
"63010","-174","idle","15","5146063","7","0.85","0","5","7","0"
"63011","156","empty","210","5146063","20","1","0","5","20","0"
"63012","66","empty","211","5146063","22","1","0","5","22","0"
"63013","153","empty","60","5146063","211","1","0","5","21","0"
"63014","0","empty","190","5146063","212","1","0","5","21","0"
"63015","1","","0","5146063","1","1","0","31","1",""
"63016","1","","0","5146063","2","1","-57.7","31","2",""
"63017","","","","5146063","black","","","37","2",""
"63018","1","","0","5146063","10","0","0","31","10",""
"63019","1","","-420","5146063","16","0","-268","31","16",""
"63020","1","","0","5146063","20","1","0","31","20",""
"63021","","","","5146063","20","","","36","20",""
"63022","","","","5146063","22","","","36","20",""
"63023","","","","5146063","0","","","91","0",""
"63024","","","0","5146063","0","","","102","0",""
"63025","","","","5146063","0","","","93","0.4",""
"63026","","","","5146063","iris_out","","","37","2",""
"63027","0","","-288","5146063","-260","","2.5","2","106611",""
"63028","0","","-288","5146063","-260","","2.5","2","1066",""
"63029","","","","5146063","0","","","93","2.5",""
"63030","","","1","5146063","sad_idle_blue","0.2","","3","106611",""
"63031","0","","1","5146063","sad_idle_blue","0.2","","3","1066",""
"63032","","","","5146063","0","","","93","0.1",""
"63033","","","1","5146063","tired_talk1","0.2","","3","106611",""
"63034","","","1","5146063","tired_talk1","0.2","","3","1066",""
"63035","","","0","5146063","vo_apg_0301","","0","21","vo_apg",""
"63036","1","0","10","5146063","ふうううう…ヤ、ヤバかったです…\nこんなゴッツいコースターを作っといて\nなーにが楽しい楽しい\nグランドリームパーク♪　ですか！","0","1","11","106611","0"
"63037","","","","5146063","","","","91","0",""
"63038","","","1","5146063","tired_talk2","0.2","","3","106611",""
"63039","","","1","5146063","tired_talk2","0.2","","3","1066",""
"63040","","","0","5146063","vo_apg_0302","","0","21","vo_apg",""
"63041","1","0","10","5146063","あんなに激しいなんてきいてねーです…\n危うく中身がちょっと\n出ちまうとこでしたよ…","0","1","11","106611","0"
"63042","","","","5146063","","","","91","0",""
"63043","","","1","5146063","tired_idle","0.2","","3","106611",""
"63044","","","1","5146063","tired_idle","0.2","","3","1066",""
"63045","","","1","5146063","talk_normal","0.2","","3","130911",""
"63046","","","1","5146063","talk_normal","0.2","","3","99",""
"63047","","","0","5146063","vo_apg_0303","","0","21","vo_apg",""
"63048","1","0","10","5146063","イノリさん♪\n当園のアトラクションはどうでしたか？\n楽しんでいただけてますですか？","0","1","11","130911","0"
"63049","","","","5146063","","","","91","0",""
"63050","","","1","5146063","idle_normal","0.2","","3","130911",""
"63051","","","0","5146063","coaster_3_in","0","","3","211",""
"63052","","","","5146063","0","","","4","106611",""
"63053","","","","5146063","0","","","4","1066",""
"63054","1","","0","5146063","doya_in_nervous_furimuki","0","doya_talk_nervous_furimuki","3","106611","0"
"63055","1","","0","5146063","doya_in_nervous_furimuki","0","doya_talk_nervous_furimuki","3","1066","0"
"63056","","","0","5146063","vo_apg_0304","","0","21","vo_apg",""
"63057","1","0","10","5146063","ふっ…まあ？　あたしにかかれば\nこんなザコザココースターなんて\nお兄さんくらいちょろいですよ","0","1","11","106611","0"
"63058","","","","5146063","","","","91","0",""
"63059","","","1","5146063","cool_talk_dere","0.2","","3","106611",""
"63060","","","1","5146063","cool_talk_dere","0.2","","3","1066",""
"63061","","","0","5146063","vo_apg_0305","","0","21","vo_apg",""
"63062","1","0","10","5146063","もっとスリルがほしいとこですが、\nま、こんなもんですよねー！","0","1","11","106611","0"
"63063","","","","5146063","","","","91","0",""
"63064","","","1","5146063","cool_idle_doya","0.2","","3","106611",""
"63065","","","1","5146063","cool_idle_doya","0.2","","3","1066",""
"63066","","","0","5146063","coaster_3_out","0","","3","211",""
"63067","","","1","5146063","kururu_sad_talk","0.2","","3","130911",""
"63068","","","1","5146063","kururu_sad_talk","0.2","","3","99",""
"63069","","","0","5146063","vo_apg_0306","","0","21","vo_apg",""
"63070","1","0","10","5146063","そうですか～、それは残念です…\nお客さんに楽しんでもらうためには\n手段は選んでいられません…\nクローチェさーん！","0","1","11","130911","0"
"63071","","","","5146063","","","","91","0",""
"63072","","","","5146063","0","","","22","0",""
"63073","","","1","5146063","idle_normal_noface","0.2","","3","130911",""
"63074","","","1","5146063","idle_normal_kururu","0.2","","3","99",""
"63075","","","1","5146063","cool_idle_surprise","0.2","","3","106611",""
"63076","","","1","5146063","cool_idle_surprise","0.2","","3","1066",""
"63077","1","","0","5146063","kuroche_appear","0","kuroche_pose_talk_anger","3","126411","0"
"63078","1","","0","5146063","kuroche_appear","0","kuroche_pose_talk_anger","3","98","0"
"63079","","","","5146063","0","","","93","0.5",""
"63080","","","0.5","5146063","15","","","122","15",""
"63081","","","","5146063","1","","","32","16",""
"63082","","","0","5146063","inori_dodge_in","0","","3","106611",""
"63083","","","0","5146063","inori_dodge_in","0","","3","1066",""
"63084","","","","5146063","0","","","93","0.6",""
"63085","","","0","5146063","vo_apg_0307","","0","21","vo_apg",""
"63086","1","0","10","5146063","はーいっ！\n…ふむふむ、なるほど…\n話は聞かせてもらいましたっ！\nここはわたしにお任せくださいっ！","20","1","11","126411","0"
"63087","","","","5146063","","","","91","0",""
"63088","","","1","5146063","kuroche_pose_idle_doya","0.2","","3","126411",""
"63089","1","","0","5146063","inori_dodge_out","0.1","inori_anger_talk","3","106611","0"
"63090","1","","0","5146063","inori_dodge_out","0.1","inori_anger_talk","3","1066","0"
"63091","","","0","5146063","vo_apg_0308","","0","21","vo_apg",""
"63092","1","0","10","5146063","は？　いや、こっちは全然\n話がみえねーんですけど…","0","1","11","106611","0"
"63093","","","","5146063","","","","91","0",""
"63094","","","1","5146063","inori_anger_idle","0.2","","3","106611",""
"63095","","","1","5146063","inori_anger_idle","0.2","","3","1066",""
"63096","","","1","5146063","kururu_guid_talk","0.2","","3","130911",""
"63097","","","1","5146063","kururu_guid_talk","0.2","","3","99",""
"63098","","","0","5146063","vo_apg_0309","","0","21","vo_apg",""
"63099","1","0","10","5146063","ではでは、イノリさんには\nスリル溢れる空の旅を\n楽しんでいただきます！\nということで、お願いします！","0","1","11","130911","0"
"63100","","","","5146063","","","","91","0",""
"63101","","","1","5146063","idle_normal_noface","0.2","","3","130911",""
"63102","","","1","5146063","idle_normal_kururu","0.2","","3","99",""
"63103","","","","5146063","low","","","37","16",""
"63104","","","1","5146063","se_10055900_chroche_01","","","23","se_10055900",""
"63105","1","","0","5146063","inori_jitabata_in","0.2","inori_jitabata_loop","3","106611","0"
"63106","1","","0","5146063","inori_jitabata_in","0.2","inori_jitabata_loop","3","1066","0"
"63107","1","","0","5146063","kuroche_catch_in","0.2","kuroche_catch_loop","3","126411","0"
"63108","1","","0","5146063","kuroche_catch_in","0.2","kuroche_catch_loop","3","98","0"
"63109","","","0","5146063","vo_apg_0310","","0","21","vo_apg",""
"63110","1","0","10","5146063","ではではっ♪\nしっかりつかまっててくださいね～っ♪","112","1","11","126411","-27"
"63111","","","","5146063","","","","91","0",""
"63112","","","","5146063","0","","","22","0",""
"63113","","","","5146063","0.2","","","24","se_10055900_chroche_01",""
"63114","","","0","5146063","se_10055900_chroche_02","","","23","se_10055900",""
"63115","","","","5146063","high","","","37","16",""
"63116","","","1","5146063","5","","","122","5",""
"63117","","","","5146063","0","","","93","1",""
"63118","","","0","5146063","inori_jitabata_takeoff","0","","3","106611",""
"63119","","","0","5146063","inori_jitabata_takeoff","0","","3","1066",""
"63120","","","0","5146063","kuroche_catch_takeoff","0","","3","126411",""
"63121","","","0","5146063","kuroche_catch_takeoff","0","","3","98",""
"63122","","","0.5","5146063","100","","","122","100",""
"63123","","","","5146063","0","","","93","0.4",""
"63124","","","","5146063","0","","","4","130911",""
"63125","","","0","5146063","kururu_furimuki_watch","0","","3","130911",""
"63126","","","0","5146063","empty","0","","3","99",""
"63127","","","","5146063","0","","","93","1.5",""
"63128","","","","5146063","fade_in","","","37","2",""
"63129","","","","5146063","0","","","93","1.5",""
"63130","","","0","5146063","empty","0","","3","98",""
"63131","","","1","5146063","se_10055900_chroche_03","","","23","se_10055900",""
"63132","","","0","5146063","coaster_4_in","0","","3","212",""
"63133","","","0","5146063","se_10055900_photo","","","23","se_10055900",""
"63134","","","","5146063","0","","","93","0.3",""
"63135","","","0.5","5146063","30","","","122","30",""
"63136","","","0","5146063","vo_apg_0311","","0","21","vo_apg",""
"63137","","","0","5146063","0311_in","0","","3","20",""
"63138","","","","5146063","1","","","93","3.6",""
"63139","","","0","5146063","0311_mid","0","","3","20",""
"63140","","","","5146063","","","","92","",""
"63141","","","0","5146063","0311_out","0","","3","20",""
"63142","","","","5146063","0","","","93","0.2",""
"63143","","","0.5","5146063","30","","","122","30",""
"63144","","","0","5146063","vo_apg_0312","","0","21","vo_apg",""
"63145","","","0","5146063","0312_in","0","","3","20",""
"63146","","","","5146063","1","","","93","2.4",""
"63147","","","0","5146063","0312_mid","0","","3","20",""
"63148","","","","5146063","","","","92","",""
"63149","","","0","5146063","0312_out","0","","3","20",""
"63150","","","","5146063","0","","","93","0.2",""
"63151","","","","5146063","scale15","","","37","20",""
"63152","","","0","5146063","coaster_4_change","0","","3","212",""
"63153","","","0","5146063","vo_apg_0313","","0","21","vo_apg",""
"63154","0","","76","5146063","0","","0","2","20",""
"63155","","","1","5146063","empty","0","","3","20",""
"63156","","","0","5146063","0313_in","0","","3","22",""
"63157","","","","5146063","1","","","93","2.4",""
"63158","","","1","5146063","0313_mid","0","","3","22",""
"63159","","","","5146063","","","","92","",""
"63160","","","0","5146063","0313_out","0","","3","22",""
"63161","","","","5146063","0","","","93","0.2",""
"63162","","","","5146063","0","","","22","0",""
"63163","","","","5146063","0.5","","","24","se_10055900_chroche_03",""
"63164","","","","5146063","white","","","37","2",""
"63165","","","","5146063","0","","","93","2",""
"63166","","","","5146063","scale1","","","37","20",""
"63167","","","0","5146063","empty","0","","3","212",""
"63168","","","1","5146063","kururu_wish_idle_joy","0.2","","3","130911",""
"63169","","","1","5146063","idle_normal","0.2","","3","99",""
"63170","","","1","5146063","see_guru","0.2","","3","106611",""
"63171","","","1","5146063","see_guru","0.2","","3","1066",""
"63172","","","1","5146063","idle_normal_joy","0.2","","3","126411",""
"63173","","","","5146063","1","","","4","130911",""
"63174","0","","-278","5146063","225","","0","2","130911",""
"63175","0","","-288","5146063","0","","0","2","106611",""
"63176","0","","-288","5146063","0","","0","2","1066",""
"63177","0","","-278","5146063","-225","","0","2","126411",""
"63178","","","","5146063","0","","","93","2",""
"63179","","","1","5146063","joy_talk","0.2","","3","126411",""
"63180","","","0","5146063","vo_apg_0314","","0","21","vo_apg",""
"63181","1","0","10","5146063","はい！\nスリル満点と評判の\n空の旅、いかがでしたか？","0","1","11","126411","0"
"63182","","","","5146063","","","","91","0",""
"63183","","","1","5146063","idle_normal_joy","0.2","","3","126411",""
"63184","0","","-108","5146063","23","","0","33","2",""
"63185","","","","5146063","iris_end_1","","","37","2",""
"63186","","","0","5146063","gakkari","0.2","","3","106611",""
"63187","","","0","5146063","gakkari","0.2","","3","1066",""
"63188","","","0","5146063","vo_apg_0315","","0","21","vo_apg",""
"63189","0","1.1","4","5146063","うぷ…もう、こりごりですよ…","23","0","11","106611","-31"
"63190","","","","5146063","0","","","93","6",""
"63191","","","","5146063","iris_end_2","","","37","2",""
"63192","","","","5146063","0","","","93","1",""
"63193","","","","5146063","","","","101","63194",""
"63194","","","","5146063","0.2","","","22","0",""
"64001","-480","walk_normal","106","5146064","105811","1.8","-130","1","1","1"
"64002","-480","walk_normal","107","5146064","1058","1.8","-130","5","6","1"
"64003","-480","walk_normal","103","5146064","131511","1.8","130","1","1","1"
"64004","-278","idle_normal_noface","100","5146064","130911","1.8","290","1","1","1"
"64005","-278","idle_normal_kururu","101","5146064","99","1.8","290","5","1","1"
"64006","","","","5146064","206","","","13","105811",""
"64007","","","","5146064","203","","","13","131511",""
"64008","","","","5146064","200","","","13","130911",""
"64009","-174","idle","15","5146064","8","0.85","0","5","8","0"
"64010","-53","empty","210","5146064","20","1","-242","5","20","0"
"64011","-194","empty","211","5146064","22","1","-128","5","22","0"
"64012","1","","0","5146064","1","1","0","31","1",""
"64013","1","","0","5146064","2","0","-57.7","31","2",""
"64014","1","","0","5146064","12","0","0","31","12",""
"64015","1","","0","5146064","13","0","0","31","13",""
"64016","1","","0","5146064","20","1","0","31","20",""
"64017","","","","5146064","105811","","","36","20",""
"64018","","","","5146064","131511","","","36","20",""
"64019","","","","5146064","20","","","36","20",""
"64020","","","","5146064","22","","","36","20",""
"64021","","","","5146064","0","","","91","0",""
"64022","","","0","5146064","0","","","102","0",""
"64023","","","","5146064","1","","","32","13",""
"64024","","","","5146064","scale15","","","37","20",""
"64025","","","","5146064","","","","93","2",""
"64026","","","0","5146064","vo_apg_0401","","0","21","vo_apg",""
"64027","","","0","5146064","0401_in","0","","3","22",""
"64028","","","","5146064","1","","","93","2.7",""
"64029","","","0","5146064","0401_mid","0","","3","22",""
"64030","","","","5146064","","","","92","",""
"64031","","","0","5146064","0401_out","0","","3","22",""
"64032","","","","5146064","0","","","93","0.2",""
"64033","0","","-194","5146064","129","","0","2","22",""
"64034","","","0","5146064","vo_apg_0402","","0","21","vo_apg",""
"64035","","","0","5146064","0402_in","0","","3","22",""
"64036","","","","5146064","1","","","93","2.9",""
"64037","","","0","5146064","0402_mid","0","","3","22",""
"64038","","","","5146064","","","","92","",""
"64039","","","0","5146064","0402_out","0","","3","22",""
"64040","","","","5146064","0","","","93","0.2",""
"64041","","","","5146064","0","","","22","0",""
"64042","","","1","5146064","empty","0","","3","22",""
"64043","","","","5146064","0","","","93","0.5",""
"64044","","","","5146064","1","","","32","2",""
"64045","","","","5146064","fade_in","","","37","2",""
"64046","","","","5146064","0","","","93","1",""
"64047","","","","5146064","0","","","32","13",""
"64048","","","","5146064","scale1","","","37","20",""
"64049","0","","-298","5146064","-194","","0","2","105811",""
"64050","0","","-298","5146064","-194","","0","2","1058",""
"64051","0","","-288","5146064","-34","","0","2","131511",""
"64052","","","","5146064","iris_out","","","37","2",""
"64053","0","","-298","5146064","-385","","2","2","105811",""
"64054","0","","-298","5146064","-385","","2","2","1058",""
"64055","0","","-288","5146064","-225","","2","2","131511",""
"64056","","","","5146064","0","","","93","2",""
"64057","","","","5146064","0","","","4","105811",""
"64058","","","","5146064","0","","","4","1058",""
"64059","","","","5146064","0","","","4","131511",""
"64060","","","1","5146064","idle_normal","0.2","","3","105811",""
"64061","0","","1","5146064","idle_normal","0.2","","3","1058",""
"64062","","","1","5146064","idle_normal","0.2","","3","131511",""
"64063","","","","5146064","0","","","93","0.5",""
"64064","","","1","5146064","talk_normal","0.2","","3","130911",""
"64065","","","1","5146064","talk_normal","0.2","","3","99",""
"64066","","","0","5146064","vo_apg_0403","","0","21","vo_apg",""
"64067","1","0","10","5146064","はい、お疲れさまでしたー♪\n観覧車は楽しんでくださいましたか～？","0","1","11","130911","0"
"64068","","","","5146064","","","","91","0",""
"64069","","","1","5146064","kururu_wish_talk_joy","0.2","","3","130911",""
"64070","","","1","5146064","kururu_wish_talk_joy","0.2","","3","99",""
"64071","","","0","5146064","vo_apg_0404","","0","21","vo_apg",""
"64072","1","0","10","5146064","ジオ・テオゴニアの素晴らしい景色が\n遠くまで見渡せたと思いますです♪","0","1","11","130911","0"
"64073","","","","5146064","","","","91","0",""
"64074","","","1","5146064","idle_normal_noface","0.2","","3","130911",""
"64075","","","1","5146064","idle_normal_kururu","0.2","","3","99",""
"64076","1","","0","5146064","guts2_in_joy","0.2","guts2_talk_joy","3","105811","0"
"64077","1","","0","5146064","guts2_in_joy","0.2","guts2_talk_joy","3","1058","0"
"64078","","","0","5146064","vo_apg_0405","","0","21","vo_apg",""
"64079","1","0","10","5146064","はい！　とっても\nおいしそうでした☆","0","1","11","105811","0"
"64080","","","","5146064","","","","91","0",""
"64081","","","1","5146064","guts2_idle_joy","0.2","","3","105811",""
"64082","","","1","5146064","guts2_idle_joy","0.2","","3","1058",""
"64083","","","1","5146064","memory_talk","0.5","","3","131511",""
"64084","","","0","5146064","vo_apg_0406","","0","21","vo_apg",""
"64085","1","0","10","5146064","おなか。\nぐるる…","0","1","11","131511","0"
"64086","","","","5146064","","","","91","0",""
"64087","","","1","5146064","memory_idle","0.2","","3","131511",""
"64088","","","1","5146064","joy_talk","0.2","","3","130911",""
"64089","","","1","5146064","joy_talk","0.2","","3","99",""
"64090","","","0","5146064","vo_apg_0407","","0","21","vo_apg",""
"64091","1","0","10","5146064","ですよねー♪\n美しい景色ってほんとに\nおいしそうで…おいしそう？","0","1","11","130911","0"
"64092","","","","5146064","","","","91","0",""
"64093","","","1","5146064","kururu_joy_slow","0.5","","3","130911",""
"64094","","","1","5146064","anger_idle_anger","0.5","","3","131511",""
"64095","","","0","5146064","vo_apg_0408","","0","21","vo_apg",""
"64096","1","0","10","5146064","だっしゅ","0","1","11","131511","0"
"64097","","","","5146064","","","","91","0",""
"64098","","","1","5146064","walk_jog_dere","0.2","","3","131511",""
"64099","0","","-288","5146064","1100","","3","2","131511",""
"64100","","","","5146064","0","","","93","0.5",""
"64101","1","","0","5146064","notice_in_normal2","0.2","anger_talk_normal2","3","105811","0.2"
"64102","1","","0","5146064","notice_in_normal2","0.2","anger_talk_normal2","3","1058","0.2"
"64103","","","0","5146064","vo_apg_0409","","0","21","vo_apg",""
"64104","1","0","10","5146064","あっ、待ってください\nプレシアちゃん～！\nわたしも行きます！","0","1","11","105811","0"
"64105","","","","5146064","","","","91","0",""
"64106","","","","5146064","0","","","22","0",""
"64107","","","1","5146064","run_dash_doya","0.2","","3","105811",""
"64108","","","1","5146064","run_dash_doya","0.2","","3","1058",""
"64109","0","","-298","5146064","1100","","1.8","2","105811",""
"64110","0","","-298","5146064","1100","","1.8","2","1058",""
"64111","","","","5146064","0","","","93","1.8",""
"64112","","","","5146064","0","","","4","130911",""
"64113","1","","0","5146064","hawawa","0","anger_talk_surprise2_shy","3","130911","0.2"
"64114","","","0","5146064","vo_apg_0410","","0","21","vo_apg",""
"64115","1","0","10","5146064","はわわっ！？　景色じゃなくて\nグルメを物色してましたですっ！？","0","1","11","130911","0"
"64116","","","","5146064","","","","91","0",""
"64117","","","","5146064","0","","","22","0",""
"64118","","","","5146064","0","","","93","0.1",""
"64119","","","","5146064","alter","","","37","1",""
"64120","","","","5146064","1","","","32","12",""
"64121","","","","5146064","0","","","93","0.4",""
"64122","0","","1","5146064","1","0","1","6","8","0"
"64123","0","","-278","5146064","-725","","0","2","105811",""
"64124","0","","-278","5146064","-725","","0","2","1058",""
"64125","0","","-278","5146064","-925","","0","2","131511",""
"64126","","","1","5146064","run_dash_peko","0","","3","105811",""
"64127","","","1","5146064","run_dash_peko","0","","3","1058",""
"64128","","","1","5146064","run_dash_presia","0","","3","131511",""
"64129","","","1","5146064","empty","0","","3","130911",""
"64130","0","","-278","5146064","1185","","10","2","105811",""
"64131","0","","-278","5146064","1185","","10","2","1058",""
"64132","0","","-278","5146064","985","","10","2","131511",""
"64133","","","","5146064","0","","","93","0.3",""
"64134","","","","5146064","0","","","93","0.8",""
"64135","","","0","5146064","vo_apg_0411","","0","21","vo_apg",""
"64136","0","1","10","5146064","まずはあの屋台から～☆","40","0","11","105811","0"
"64137","","","","5146064","0","","","93","3",""
"64138","","","0","5146064","vo_apg_0412","","0","21","vo_apg",""
"64139","0","1.3","8","5146064","ぜんぶ\nたべるよ","40","0","11","131511","0"
"64140","","","","5146064","0","","","93","0.3",""
"64141","","","","5146064","0","","","93","3.6",""
"64142","","","","5146064","","","","101","64143",""
"64143","","","","5146064","0.2","","","22","0",""
"65001","-278","wish_idle_normal_lookup","110","5146065","131011","1.8","-225","1","1","0"
"65002","-278","idle_normal","111","5146065","99","1.8","-225","5","1","0"
"65003","-278","idle_normal","109","5146065","98","1.8","-225","5","1","0"
"65004","-278","idle_normal_noface","101","5146065","130911","1.8","225","1","1","1"
"65005","-278","idle_normal_kururu","102","5146065","97","1.8","225","5","1","1"
"65006","-278","idle_normal","100","5146065","96","1.8","225","5","1","1"
"65007","-305","empty","105","5146065","106011","1.85","-920","1","1","0"
"65008","-305","empty","106","5146065","1060","1.85","-920","5","4","0"
"65009","","","","5146065","210","","","13","131011",""
"65010","","","","5146065","201","","","13","130911",""
"65011","","","","5146065","205","","","13","106011",""
"65012","-174","idle","15","5146065","8","0.85","0","5","8","0"
"65013","1","","0","5146065","1","1","0","31","1",""
"65014","","","","5146065","0","","","91","0",""
"65015","","","0","5146065","0","","","102","0",""
"65016","","","","5146065","0","","","93","1",""
"65017","","","1","5146065","wish_idle_joy_lookup","0.2","","3","131011",""
"65018","","","0","5146065","vo_apg_0501","","0","21","vo_apg",""
"65019","1","0","10","5146065","くる～\nくる～","0","1","11","131011","0"
"65020","","","","5146065","","","","91","0",""
"65021","","","1","5146065","talk_normal_surprise","0.2","","3","130911",""
"65022","","","1","5146065","talk_normal_surprise","0.2","","3","97",""
"65023","","","0","5146065","vo_apg_0502","","0","21","vo_apg",""
"65024","1","0","10","5146065","どうしたんですか\nマホちゃんさん？","0","1","11","130911","0"
"65025","","","","5146065","","","","91","0",""
"65026","","","1","5146065","idle_normal_noface","0.2","","3","130911",""
"65027","","","1","5146065","idle_normal_kururu","0.2","","3","97",""
"65028","","","1","5146065","sad_talk_normalR","0.2","","3","131011",""
"65029","","","0","5146065","vo_apg_0503","","0","21","vo_apg",""
"65030","1","0","10","5146065","ん、観覧車かいらしな～って。\nくるくる～って","0","1","11","131011","0"
"65031","","","","5146065","","","","91","0",""
"65032","1","","0","5146065","notice_in_normal2","0.2","notice_loop_normal2","3","131011","0"
"65033","","","0","5146065","vo_apg_0504","","0","21","vo_apg",""
"65034","1","0","10","5146065","せや♪","0","1","11","131011","0"
"65035","","","","5146065","","","","91","0",""
"65036","","","1","5146065","kururu_wish_idle_light","0.2","","3","130911",""
"65037","","","1","5146065","kururu_wish_idle_light","0.2","","3","97",""
"65038","1","","0","5146065","maho_kururinpa_in","0","maho_kururinpa_loop","3","131011","0"
"65039","1","","0","5146065","maho_kururinpa_inF","0","maho_kururinpa_loopF","3","99","0"
"65040","1","","0","5146065","maho_kururinpa_inB","0","maho_kururinpa_loopB","3","98","0"
"65041","","","0","5146065","vo_apg_0505","","0","21","vo_apg",""
"65042","1","0","10","5146065","みらくるまほりんくるりんぱ～♪","0","1","11","131011","0"
"65043","","","","5146065","","","","91","0",""
"65044","","","1","5146065","kururu_wish_talk_joy","0.2","","3","130911",""
"65045","","","0","5146065","vo_apg_0506","","0","21","vo_apg",""
"65046","1","0","10","5146065","わあっ♪\nなんですなんですっ？\nそれとってもかわいいですます～♪","0","1","11","130911","0"
"65047","","","","5146065","","","","91","0",""
"65048","1","","0","5146065","maho_kururinpa_out","0","idle_normal","3","131011","0.2"
"65049","1","","0","5146065","maho_kururinpa_outF","0","idle_normal","3","99","0.2"
"65050","1","","0","5146065","maho_kururinpa_outB","0","idle_normal","3","98","0.2"
"65051","0","","0","5146065","kururu_sad_talk_surprise_to_kururinpa","0.2","kururu_kururinpa_loop","3","130911","0"
"65052","0","","0","5146065","kururu_sad_talk_surprise_to_kururinpaF","0.2","kururu_kururinpa_loopF","3","97","0"
"65053","0","","0","5146065","kururu_sad_talk_surprise_to_kururinpaB","0.2","kururu_kururinpa_loopB","3","96","0"
"65054","","","0","5146065","vo_apg_0507","","0","21","vo_apg",""
"65055","1","0","10","5146065","えっとえっと\nみらくるまほりんくるりんぱ～♪\n…こんな感じですか？","0","1","11","130911","0"
"65056","","","","5146065","","","","91","0",""
"65057","1","","0","5146065","kururu_kururinpa_out","0","idle_normal_noface","3","130911","0"
"65058","1","","0","5146065","kururu_kururinpa_outF","0","idle_normal_kururu","3","97","0"
"65059","1","","0","5146065","kururu_kururinpa_outB","0","idle_normal","3","96","0"
"65060","","","1","5146065","joy_talk","0.2","","3","131011",""
"65061","","","0","5146065","vo_apg_0508","","0","21","vo_apg",""
"65062","1","0","10","5146065","上手やわあ♪\nまほりんのとこ、\n自分の名前でもう一回♪","0","1","11","131011","0"
"65063","","","","5146065","","","","91","0",""
"65064","","","1","5146065","idle_normal","0.2","","3","131011",""
"65065","0","","0","5146065","kururu_hello_fast_to_kururinpa","0.2","kururu_kururinpa_loop","3","130911","0"
"65066","0","","0","5146065","kururu_hello_fast_to_kururinpaF","0.2","kururu_kururinpa_loopF","3","97","0"
"65067","0","","0","5146065","kururu_hello_fast_to_kururinpaB","0.2","kururu_kururinpa_loopB","3","96","0"
"65068","","","0","5146065","vo_apg_0509","","0","21","vo_apg",""
"65069","1","0","10","5146065","はーい♪\nみらくるくるるんくるりんぱ～♪","0","1","11","130911","0"
"65070","","","","5146065","","","","91","0",""
"65071","1","","0","5146065","kururu_kururinpa_out","0","idle_normal_noface","3","130911","0"
"65072","1","","0","5146065","kururu_kururinpa_outF","0","idle_normal_kururu","3","97","0"
"65073","1","","0","5146065","kururu_kururinpa_outB","0","idle_normal","3","96","0"
"65074","1","","0","5146065","smile2","0.2","sad_talk_normalR","3","131011","0.2"
"65075","1","","0","5146065","smile2","0.2","sad_talk_normalR","3","99","0.2"
"65076","1","","0","5146065","smile2","0.2","sad_talk_normalR","3","98","0.2"
"65077","","","0","5146065","vo_apg_0510","","0","21","vo_apg",""
"65078","1","0","10","5146065","うふふ♪\nくる多いなぁ♪","0","1","11","131011","0"
"65079","","","","5146065","","","","91","0",""
"65080","1","","0","5146065","maho_kurukuru_in","0.2","maho_kurukuru_loop","3","131011","0"
"65081","1","","0","5146065","maho_kurukuru_inF","0.2","maho_kurukuru_loopF","3","99","0"
"65082","1","","0","5146065","maho_kurukuru_inB","0.2","maho_kurukuru_loopB","3","98","0"
