af75006441851009e4eaa7210be95cf69c0f87a40a49c7b9715a3231e13c2447,ac01e77bf95e8fa319348b8168a2299a6bdeb211a66bc88db6b3db9a589c72e0,278409e47948583a05284692ef5c0da24af12fbf90016d6c32238e2ffa01e49d,fd5772dc1b07f23ff1c9ba1fd3cb9068810dc0db10f11cfbee9a15730f3d9895,bcca10f3aa6e8e65f5141238d16df8585edca3a152ac2e1851d3c696eb3f2812,8a6fa37607f975a6c15a396f8e95b43e75375030b675c1d25dcb388567b77da7,44924c1cb061c3065a02579355146e262128348270bde2b41c66af0d265b6e9c
"3","0","10702","5","0","900","3"
"4","0","10702","0","0","1050","3"
"4","0","10702","1","0","1080","3"
"4","0","10702","2","0","1110","3"
"4","0","10702","3","0","1140","3"
"4","0","10702","4","0","1170","3"
"4","0","10702","5","0","1200","3"
"5","0","10702","0","0","1350","3"
"5","0","10702","1","0","1380","3"
"5","0","10702","2","0","1410","3"
"5","0","10702","3","0","1440","3"
"5","0","10702","4","0","1470","3"
"5","0","10702","5","0","1500","3"
"1","0","10703","0","0","150","4"
"1","0","10703","1","0","180","4"
"1","0","10703","2","0","210","4"
"1","0","10703","3","0","240","4"
"1","0","10703","4","0","270","4"
"1","0","10703","5","0","300","4"
"2","0","10703","0","0","450","4"
"2","0","10703","1","0","480","4"
"2","0","10703","2","0","510","4"
"2","0","10703","3","0","540","4"
"2","0","10703","4","0","570","4"
"2","0","10703","5","0","600","4"
"3","0","10703","0","0","750","4"
"3","0","10703","1","0","780","4"
"3","0","10703","2","0","810","4"
"3","0","10703","3","0","840","4"
"3","0","10703","4","0","870","4"
"3","0","10703","5","0","900","4"
"4","0","10703","0","0","1050","4"
"4","0","10703","1","0","1080","4"
"4","0","10703","2","0","1110","4"
"4","0","10703","3","0","1140","4"
"4","0","10703","4","0","1170","4"
"4","0","10703","5","0","1200","4"
"5","0","10703","0","0","1350","4"
"5","0","10703","1","0","1380","4"
"5","0","10703","2","0","1410","4"
"5","0","10703","3","0","1440","4"
"5","0","10703","4","0","1470","4"
"5","0","10703","5","0","1500","4"
"1","0","10704","0","0","1000","9"
"1","0","10704","1","0","1200","9"
"1","0","10704","2","0","1400","9"
"1","0","10704","3","0","1600","9"
"1","0","10704","4","0","1800","9"
"1","0","10704","5","0","2000","9"
"2","0","10704","0","0","3000","9"
"2","0","10704","1","0","3200","9"
"2","0","10704","2","0","3400","9"
"2","0","10704","3","0","3600","9"
"2","0","10704","4","0","3800","9"
"2","0","10704","5","0","4000","9"
"3","0","10704","0","0","5000","9"
"3","0","10704","1","0","5200","9"
"3","0","10704","2","0","5400","9"
"3","0","10704","3","0","5600","9"
"3","0","10704","4","0","5800","9"
"3","0","10704","5","0","6000","9"
"4","0","10704","0","0","7000","9"
"4","0","10704","1","0","7200","9"
"4","0","10704","2","0","7400","9"
"4","0","10704","3","0","7600","9"
"4","0","10704","4","0","7800","9"
"4","0","10704","5","0","8000","9"
"5","0","10704","0","0","9000","9"
"5","0","10704","1","0","9200","9"
"5","0","10704","2","0","9400","9"
"5","0","10704","3","0","9600","9"
"5","0","10704","4","0","9800","9"
"5","0","10704","5","0","10000","9"
"1","0","10801","0","0","150","1"
"1","0","10801","1","0","180","1"
"1","0","10801","2","0","210","1"
"1","0","10801","3","0","240","1"
"1","0","10801","4","0","270","1"
"1","0","10801","5","0","300","1"
"2","0","10801","0","0","450","1"
"2","0","10801","1","0","480","1"
"2","0","10801","2","0","510","1"
"2","0","10801","3","0","540","1"
"2","0","10801","4","0","570","1"
"2","0","10801","5","0","600","1"
"3","0","10801","0","0","750","1"
"3","0","10801","1","0","780","1"
"3","0","10801","2","0","810","1"
"3","0","10801","3","0","840","1"
"3","0","10801","4","0","870","1"
"3","0","10801","5","0","900","1"
"4","0","10801","0","0","1050","1"
"4","0","10801","1","0","1080","1"
"4","0","10801","2","0","1110","1"
"4","0","10801","3","0","1140","1"
"4","0","10801","4","0","1170","1"
"4","0","10801","5","0","1200","1"
"5","0","10801","0","0","1350","1"
"5","0","10801","1","0","1380","1"
"5","0","10801","2","0","1410","1"
"5","0","10801","3","0","1440","1"
"5","0","10801","4","0","1470","1"
"5","0","10801","5","0","1500","1"
"1","0","10802","0","0","300","2"
"1","0","10802","1","0","360","2"
"1","0","10802","2","0","420","2"
"1","0","10802","3","0","480","2"
"1","0","10802","4","0","540","2"
"1","0","10802","5","0","600","2"
"2","0","10802","0","0","900","2"
"2","0","10802","1","0","960","2"
"2","0","10802","2","0","1020","2"
"2","0","10802","3","0","1080","2"
"2","0","10802","4","0","1140","2"
"2","0","10802","5","0","1200","2"
"3","0","10802","0","0","1500","2"
"3","0","10802","1","0","1560","2"
"3","0","10802","2","0","1620","2"
"3","0","10802","3","0","1680","2"
"3","0","10802","4","0","1740","2"
"3","0","10802","5","0","1800","2"
"4","0","10802","0","0","2100","2"
"4","0","10802","1","0","2160","2"
"4","0","10802","2","0","2220","2"
"4","0","10802","3","0","2280","2"
"4","0","10802","4","0","2340","2"
"4","0","10802","5","0","2400","2"
"5","0","10802","0","0","2700","2"
"5","0","10802","1","0","2760","2"
"5","0","10802","2","0","2820","2"
"5","0","10802","3","0","2880","2"
"5","0","10802","4","0","2940","2"
"5","0","10802","5","0","3000","2"
"1","0","10803","0","0","1000","8"
"1","0","10803","1","0","1200","8"
"1","0","10803","2","0","1400","8"
"1","0","10803","3","0","1600","8"
"1","0","10803","4","0","1800","8"
"1","0","10803","5","0","2000","8"
"2","0","10803","0","0","3000","8"
"2","0","10803","1","0","3200","8"
"2","0","10803","2","0","3400","8"
"2","0","10803","3","0","3600","8"
"2","0","10803","4","0","3800","8"
"2","0","10803","5","0","4000","8"
"3","0","10803","0","0","5000","8"
"3","0","10803","1","0","5200","8"
"3","0","10803","2","0","5400","8"
"3","0","10803","3","0","5600","8"
"3","0","10803","4","0","5800","8"
"3","0","10803","5","0","6000","8"
"4","0","10803","0","0","7000","8"
"4","0","10803","1","0","7200","8"
"4","0","10803","2","0","7400","8"
"4","0","10803","3","0","7600","8"
"4","0","10803","4","0","7800","8"
"4","0","10803","5","0","8000","8"
"5","0","10803","0","0","9000","8"
"5","0","10803","1","0","9200","8"
"5","0","10803","2","0","9400","8"
"5","0","10803","3","0","9600","8"
"5","0","10803","4","0","9800","8"
"5","0","10803","5","0","10000","8"
"1","0","10804","0","0","1000","9"
"1","0","10804","1","0","1200","9"
"1","0","10804","2","0","1400","9"
"1","0","10804","3","0","1600","9"
"1","0","10804","4","0","1800","9"
"1","0","10804","5","0","2000","9"
"2","0","10804","0","0","3000","9"
"2","0","10804","1","0","3200","9"
"2","0","10804","2","0","3400","9"
"2","0","10804","3","0","3600","9"
"2","0","10804","4","0","3800","9"
"2","0","10804","5","0","4000","9"
"3","0","10804","0","0","5000","9"
"3","0","10804","1","0","5200","9"
"3","0","10804","2","0","5400","9"
"3","0","10804","3","0","5600","9"
"3","0","10804","4","0","5800","9"
"3","0","10804","5","0","6000","9"
"4","0","10804","0","0","7000","9"
"4","0","10804","1","0","7200","9"
"4","0","10804","2","0","7400","9"
"4","0","10804","3","0","7600","9"
"4","0","10804","4","0","7800","9"
"4","0","10804","5","0","8000","9"
"5","0","10804","0","0","9000","9"
"5","0","10804","1","0","9200","9"
"5","0","10804","2","0","9400","9"
"5","0","10804","3","0","9600","9"
"5","0","10804","4","0","9800","9"
"5","0","10804","5","0","10000","9"
