1a127a1401e63d60f5d84c25c8e4dbe58f5650d9520875e431d9565ed8562496,fd5755bdbad1d7c32b7f573d97af1dd59693470ea38ae22f012e66f69a112b9c,0e5351a01bcc580b0d98fd6775d0b116874bf87c3ead917db3bd41af7a2e5a5c,53258d602748c937374eb7b54ce2f92e0c18b7b1e737631eaff3fd0ed7955412,1949b490751ad644db31ab6ee3955da03cdf69ed33bcbc1d87794426dc9fee1c,13c87842b34a6bf3f74d4c93ee3b0a705bf533e55700365f1d38a35c7fff6e8b
"847","56011492","1","15","10201492","1002"
"848","56011493","1","15","10201493","1003"
"849","56011493","50","8","91002","0"
"850","56011494","1","15","10201494","1003"
"851","56011494","100","8","91002","0"
"852","56011495","1","15","10201495","1001"
"853","56011496","1","15","10201496","1002"
"854","56011497","1","15","10201497","1003"
"855","56011497","50","8","91002","0"
"856","56011498","1","15","10201498","1001"
"857","56011499","1","15","10201499","1002"
"858","56011500","1","15","10201500","1003"
"859","56011500","50","8","91002","0"
"860","56011501","1","15","10201501","1001"
"861","56011502","1","15","10201502","1002"
"862","56011503","1","15","10201503","1003"
"863","56011503","50","8","91002","0"
"864","56011504","1","15","10201504","1003"
"865","56011504","100","8","91002","0"
"867","56011505","1","15","10201505","1001"
"868","56011506","1","15","10201506","1002"
"869","56011507","1","15","10201507","1003"
"870","56011507","50","8","91002","0"
"871","56011508","1","15","10201508","1001"
"872","56011509","1","15","10201509","1002"
"873","56011510","1","15","10201510","1003"
"874","56011510","50","8","91002","0"
"875","56011511","1","15","10201511","1001"
"876","56011512","1","15","10201512","1002"
"877","56011513","1","15","10201513","1003"
"878","56011513","50","8","91002","0"
"879","56011514","1","15","10201514","1003"
"880","56011514","100","8","91002","0"
"881","56011515","1","15","10201515","1001"
"882","56011516","1","15","10201516","1002"
"883","56011517","1","15","10201517","1003"
"884","56011517","50","8","91002","0"
"885","56011518","1","15","10201518","1001"
"886","56011519","1","15","10201519","1002"
"887","56011520","1","15","10201520","1003"
"888","56011520","50","8","91002","0"
"889","56011521","1","15","10201521","1001"
"890","56011522","1","15","10201522","1002"
"891","56011523","1","15","10201523","1003"
"892","56011523","50","8","91002","0"
"893","56011524","1","15","10201524","1003"
"894","56011524","100","8","91002","0"
"895","56011525","1","15","10201525","1001"
"896","56011526","1","15","10201526","1002"
"897","56011527","1","15","10201527","1003"
"898","56011527","50","8","91002","0"
"899","56011528","1","15","10201528","1001"
"900","56011529","1","15","10201529","1002"
"901","56011530","1","15","10201530","1003"
"902","56011530","50","8","91002","0"
"903","56011531","1","15","10201531","1001"
"904","56011532","1","15","10201532","1002"
"905","56011533","1","15","10201533","1003"
"906","56011533","50","8","91002","0"
"907","56011534","1","15","10201534","1001"
"908","56011535","1","15","10201535","1002"
"909","56011536","1","15","10201536","1003"
"910","56011536","50","8","91002","0"
"911","56011537","1","15","10201537","1003"
"912","56011537","100","8","91002","0"
"913","56011538","1","15","10201538","1001"
"914","56011539","1","15","10201539","1002"
"915","56011540","1","15","10201540","1003"
"916","56011540","50","8","91002","0"
"917","56011541","1","15","10201541","1001"
"918","56011542","1","15","10201542","1002"
"919","56011543","1","15","10201543","1003"
"920","56011543","50","8","91002","0"
"921","56011544","1","15","10201544","1001"
"922","56011545","1","15","10201545","1002"
"923","56011546","1","15","10201546","1003"
"924","56011546","50","8","91002","0"
"925","56011547","1","15","10201547","1001"
"926","56011548","1","15","10201548","1002"
"927","56011549","1","15","10201549","1003"
"928","56011549","50","8","91002","0"
"929","56011550","1","15","10201550","1003"
"930","56011550","100","8","91002","0"
"931","56011551","1","15","10201551","1003"
"932","56011551","100","8","91002","0"
"933","56011552","1","15","10201552","1001"
"934","56011553","1","15","10201553","1002"
"935","56011554","1","15","10201554","1003"
"936","56011554","50","8","91002","0"
"937","56011555","1","15","10201555","1001"
"938","56011556","1","15","10201556","1002"
"939","56011557","1","15","10201557","1003"
"940","56011557","50","8","91002","0"
"941","56011558","1","15","10201558","1001"
"942","56011559","1","15","10201559","1002"
"943","56011560","1","15","10201560","1003"
"944","56011560","50","8","91002","0"
"945","51402001","1","15","11302001","1001"
"946","51402001","50","8","91002","0"
"947","51402002","1","15","11302002","1002"
"948","51402002","50","8","91002","0"
"949","51402003","1","15","11302003","1003"
"950","51402003","50","8","91002","0"
"951","56011561","1","15","10201561","1003"
"952","56011561","100","8","91002","0"
"953","56011562","1","15","10201562","1001"
"954","56011563","1","15","10201563","1002"
"955","56011564","1","15","10201564","1003"
"956","56011564","50","8","91002","0"
"957","56011565","1","15","10201565","1001"
"958","56011566","1","15","10201566","1002"
"959","56011567","1","15","10201567","1003"
"960","56011567","50","8","91002","0"
"961","56011568","1","15","10201568","1001"
"962","56011569","1","15","10201569","1002"
"963","56011570","1","15","10201570","1003"
"964","56011570","50","8","91002","0"
"965","56011571","1","15","10201571","1001"
"966","56011572","1","15","10201572","1002"
"967","56011573","1","15","10201573","1003"
"968","56011573","50","8","91002","0"
"969","56011574","1","15","10201574","1003"
"970","56011574","100","8","91002","0"
"971","56011575","1","15","10201575","1001"
"972","56011576","1","15","10201576","1002"
"973","56011577","1","15","10201577","1003"
"974","56011577","50","8","91002","0"
"975","56011578","1","15","10201578","1001"
"976","56011579","1","15","10201579","1002"
"977","56011580","1","15","10201580","1003"
"978","56011580","50","8","91002","0"
"979","56011581","1","15","10201581","1001"
"980","56011582","1","15","10201582","1002"
"981","56011583","1","15","10201583","1003"
"982","56011583","50","8","91002","0"
"983","56011584","1","15","10201584","1001"
"984","56011585","1","15","10201585","1002"
"985","56011586","1","15","10201586","1003"
"986","56011586","50","8","91002","0"
"987","56011587","1","15","10201587","1001"
"988","56011588","1","15","10201588","1002"
"989","56011589","1","15","10201589","1003"
"990","56011589","50","8","91002","0"
"991","56011590","1","15","10201590","1001"
"992","56011591","1","15","10201591","1002"
"993","56011592","1","15","10201592","1003"
"994","56011592","50","8","91002","0"
"995","56011593","1","15","10201593","1001"
"996","56011594","1","15","10201594","1002"
"997","56011595","1","15","10201595","1003"
"998","56011595","50","8","91002","0"
"999","56011596","1","15","10201596","1003"
"1000","56011596","100","8","91002","0"
"1001","56011597","1","15","10201597","1003"
"1002","56011597","100","8","91002","0"
"1003","56011598","1","15","10201598","1003"
"1004","56011598","100","8","91002","0"
"1005","56011599","1","15","10201599","1001"
"1006","56011600","1","15","10201600","1002"
"1007","56011601","1","15","10201601","1003"
"1008","56011601","50","8","91002","0"
"1009","56011602","1","15","10201602","1001"
"1010","56011603","1","15","10201603","1002"
"1011","56011604","1","15","10201604","1003"
"1012","56011604","50","8","91002","0"
"1013","56011605","1","15","10201605","1003"
"1014","56011605","100","8","91002","0"
"1015","56011606","1","15","10201606","1001"
"1016","56011607","1","15","10201607","1002"
"1017","56011608","1","15","10201608","1003"
"1018","56011608","50","8","91002","0"
"1019","56011609","1","15","10201609","1001"
"1020","56011610","1","15","10201610","1002"
"1021","56011611","1","15","10201611","1003"
"1022","56011611","50","8","91002","0"
"1023","56011612","1","15","10201612","1001"
"1024","56011613","1","15","10201613","1002"
"1025","56011614","1","15","10201614","1003"
"1026","56011614","50","8","91002","0"
"1027","56011615","1","15","10201615","1003"
"1028","56011615","100","8","91002","0"
"1029","56011616","1","15","10201616","1001"
"1030","56011617","1","15","10201617","1002"
"1031","56011618","1","15","10201618","1003"
"1032","56011618","50","8","91002","0"
"1033","56011619","1","15","10201619","1001"
"1034","56011620","1","15","10201620","1002"
"1035","56011621","1","15","10201621","1003"
"1036","56011621","50","8","91002","0"
"1037","56011622","1","15","10201622","1001"
"1038","56011623","1","15","10201623","1002"
"1039","56011624","1","15","10201624","1003"
"1040","56011624","50","8","91002","0"
"1041","56011625","1","15","10201625","1003"
"1042","56011625","100","8","91002","0"
"1043","56011626","1","15","10201626","1001"
"1044","56011627","1","15","10201627","1002"
"1045","56011628","1","15","10201628","1003"
"1046","56011628","50","8","91002","0"
"1047","56011629","1","15","10201629","1001"
"1048","56011630","1","15","10201630","1002"
"1049","56011631","1","15","10201631","1003"
"1050","56011631","50","8","91002","0"
"1051","56011632","1","15","10201632","1001"
"1052","56011633","1","15","10201633","1002"
"1053","56011634","1","15","10201634","1003"
"1054","56011634","50","8","91002","0"
"1055","56011635","1","15","10201635","1003"
"1056","56011635","100","8","91002","0"
"1057","56011636","1","15","10201636","1001"
"1058","56011637","1","15","10201637","1002"
"1059","56011638","1","15","10201638","1003"
"1060","56011638","50","8","91002","0"
"1061","56011639","1","15","10201639","1001"
"1062","56011640","1","15","10201640","1002"
"1063","56011641","1","15","10201641","1003"
"1064","56011641","50","8","91002","0"
"1065","56011642","1","15","10201642","1001"
"1066","56011643","1","15","10201643","1002"
"1067","56011644","1","15","10201644","1003"
"1068","56011644","50","8","91002","0"
"1069","56011645","1","15","10201645","1003"
"1070","56011645","100","8","91002","0"
"1071","56011646","1","15","10201646","1001"
"1072","56011647","1","15","10201647","1002"
"1073","56011648","1","15","10201648","1003"
"1074","56011648","50","8","91002","0"
"1075","56011649","1","15","10201649","1001"
"1076","56011650","1","15","10201650","1002"
"1077","56011651","1","15","10201651","1003"
"1078","56011651","50","8","91002","0"
"1079","56011652","1","15","10201652","1001"
"1080","56011653","1","15","10201653","1002"
"1081","56011654","1","15","10201654","1003"
"1082","56011654","50","8","91002","0"
"1083","56011655","1","15","10201655","1003"
"1084","56011655","100","8","91002","0"
"1085","56011656","1","15","10201656","1003"
"1086","56011656","100","8","91002","0"
"1087","56011657","1","15","10201657","1001"
"1088","56011658","1","15","10201658","1002"
"1089","56011659","1","15","10201659","1003"
"1090","56011659","50","8","91002","0"
"1091","56011660","1","15","10201660","1001"
"1092","56011661","1","15","10201661","1002"
"1093","56011662","1","15","10201662","1003"
"1094","56011662","50","8","91002","0"
"1095","56011663","1","15","10201663","1001"
"1096","56011664","1","15","10201664","1002"
"1097","56011665","1","15","10201665","1003"
"1098","56011665","50","8","91002","0"
"1099","56011666","1","15","10201666","1001"
"1100","56011667","1","15","10201667","1002"
"1101","56011668","1","15","10201668","1003"
"1102","56011668","50","8","91002","0"
"1103","56011669","1","15","10201669","1003"
"1104","56011669","100","8","91002","0"
"1105","56011670","1","15","10201670","1001"
"1106","56011671","1","15","10201671","1002"
"1107","56011672","1","15","10201672","1003"
"1108","56011672","50","8","91002","0"
"1109","56011673","1","15","10201673","1001"
"1110","56011674","1","15","10201674","1002"
"1111","56011675","1","15","10201675","1003"
"1112","56011675","50","8","91002","0"
"1113","56011676","1","15","10201676","1003"
"1114","56011676","100","8","91002","0"
"1115","56011677","1","15","10201677","1001"
"1116","56011678","1","15","10201678","1002"
"1117","56011679","1","15","10201679","1003"
"1118","56011679","50","8","91002","0"
"1119","56011680","1","15","10201680","1001"
"1120","56011681","1","15","10201681","1002"
"1121","56011682","1","15","10201682","1003"
"1122","56011682","50","8","91002","0"
"1123","56011683","1","15","10201683","1001"
"1124","56011684","1","15","10201684","1002"
"1125","56011685","1","15","10201685","1003"
"1126","56011685","50","8","91002","0"
"1127","56011686","1","15","10201686","1001"
"1128","56011687","1","15","10201687","1002"
"1129","56011688","1","15","10201688","1003"
"1130","56011688","50","8","91002","0"
"1131","56011689","1","15","10201689","1003"
"1132","56011689","100","8","91002","0"
"1133","56011690","1","15","10201690","1001"
"1134","56011691","1","15","10201691","1002"
"1135","56011692","1","15","10201692","1003"
"1136","56011692","50","8","91002","0"
"1137","56011693","1","15","10201693","1001"
"1138","56011694","1","15","10201694","1002"
"1139","56011695","1","15","10201695","1003"
"1140","56011695","50","8","91002","0"
"1141","56011696","1","15","10201696","1001"
"1142","56011697","1","15","10201697","1002"
"1143","56011698","1","15","10201698","1003"
"1144","56011698","50","8","91002","0"
"1145","56011699","1","15","10201699","1001"
"1146","56011700","1","15","10201700","1002"
"1147","56011701","1","15","10201701","1003"
"1148","56011701","50","8","91002","0"
"1149","51501001","1","15","11401001","1002"
"1150","51501001","50","8","91002","0"
"1151","51502001","1","15","11401002","1003"
"1152","51502001","100","8","91002","0"
"1153","56011702","1","15","10201702","1003"
"1154","56011702","100","8","91002","0"
"1155","56011703","1","15","10201703","1001"
"1156","56011704","1","15","10201704","1002"
"1157","56011705","1","15","10201705","1003"
"1158","56011705","50","8","91002","0"
"1159","56011706","1","15","10201706","1001"
"1160","56011707","1","15","10201707","1002"
"1161","56011708","1","15","10201708","1003"
"1162","56011708","50","8","91002","0"
"1163","56011709","1","15","10201709","1001"
"1164","56011710","1","15","10201710","1002"
"1165","56011711","1","15","10201711","1003"
"1166","56011711","50","8","91002","0"
"1167","56011712","1","15","10201712","1003"
"1168","56011712","100","8","91002","0"
"1169","56011713","1","15","10201713","1001"
"1170","56011714","1","15","10201714","1002"
"1171","56011715","1","15","10201715","1003"
"1172","56011715","50","8","91002","0"
"1173","56011716","1","15","10201716","1001"
"1174","56011717","1","15","10201717","1002"
"1175","56011718","1","15","10201718","1003"
"1176","56011718","50","8","91002","0"
"1177","56011719","1","15","10201719","1001"
"1178","56011720","1","15","10201720","1002"
"1179","56011721","1","15","10201721","1003"
"1180","56011721","50","8","91002","0"
"1182","56011722","1","15","10201722","1003"
"1183","56011722","100","8","91002","0"
"1184","56011723","1","15","10201723","1001"
"1185","56011724","1","15","10201724","1002"
"1186","56011725","1","15","10201725","1003"
"1187","56011725","50","8","91002","0"
"1188","56011726","1","15","10201726","1001"
"1189","56011727","1","15","10201727","1002"
"1190","56011728","1","15","10201728","1003"
"1191","56011728","50","8","91002","0"
"1192","56011729","1","15","10201729","1001"
"1193","56011730","1","15","10201730","1002"
"1194","56011731","1","15","10201731","1003"
"1195","56011731","50","8","91002","0"
"1196","56011732","1","15","10201732","1003"
"1197","56011732","100","8","91002","0"
"1198","56011733","1","15","10201733","1001"
"1199","56011734","1","15","10201734","1002"
"1200","56011735","1","15","10201735","1003"
"1201","56011735","50","8","91002","0"
"1202","56011736","1","15","10201736","1001"
"1203","56011737","1","15","10201737","1002"
"1204","56011738","1","15","10201738","1003"
"1205","56011738","50","8","91002","0"
"1206","56011739","1","15","10201739","1001"
"1207","56011740","1","15","10201740","1002"
"1208","56011741","1","15","10201741","1003"
"1209","56011741","50","8","91002","0"
"1210","56011742","1","15","10201742","1001"
"1211","56011743","1","15","10201743","1002"
"1212","56011744","1","15","10201744","1003"
"1213","56011744","50","8","91002","0"
"1214","56011745","1","15","10201745","1003"
"1215","56011745","100","8","91002","0"
"1216","56011746","1","15","10201746","1001"
"1217","56011747","1","15","10201747","1002"
"1218","56011748","1","15","10201748","1003"
"1219","56011748","50","8","91002","0"
"1220","56011749","1","15","10201749","1001"
"1221","56011750","1","15","10201750","1002"
"1222","56011751","1","15","10201751","1003"
"1223","56011751","50","8","91002","0"
"1224","56011752","1","15","10201752","1003"
"1225","56011752","100","8","91002","0"
"1226","56011753","1","15","10201753","1001"
"1227","56011754","1","15","10201754","1002"
"1228","56011755","1","15","10201755","1003"
"1229","56011755","50","8","91002","0"
"1230","56011756","1","15","10201756","1001"
"1231","56011757","1","15","10201757","1002"
"1232","56011758","1","15","10201758","1003"
"1233","56011758","50","8","91002","0"
"1234","56011759","1","15","10201759","1001"
"1235","56011760","1","15","10201760","1002"
"1236","56011761","1","15","10201761","1003"
"1237","56011761","50","8","91002","0"
"1238","56011762","1","15","10201762","1001"
"1239","56011763","1","15","10201763","1002"
"1240","56011764","1","15","10201764","1003"
"1241","56011764","50","8","91002","0"
"1242","56011765","1","15","10201765","1003"
"1243","56011765","100","8","91002","0"
"1244","56011766","1","15","10201766","1001"
"1245","56011767","1","15","10201767","1002"
"1246","56011768","1","15","10201768","1003"
"1247","56011768","50","8","91002","0"
"1248","56011769","1","15","10201769","1001"
"1249","56011770","1","15","10201770","1002"
"1250","56011771","1","15","10201771","1003"
"1251","56011771","50","8","91002","0"
"1252","56011772","1","15","10201772","1001"
"1253","56011773","1","15","10201773","1002"
"1254","56011774","1","15","10201774","1003"
"1255","56011774","50","8","91002","0"
"1256","56011775","1","15","10201775","1003"
"1257","56011775","100","8","91002","0"
"1258","56011776","1","15","10201776","1001"
"1259","56011777","1","15","10201777","1002"
"1260","56011778","1","15","10201778","1003"
"1261","56011778","50","8","91002","0"
"1262","56011779","1","15","10201779","1001"
"1263","56011780","1","15","10201780","1002"
"1264","56011781","1","15","10201781","1003"
"1265","56011781","50","8","91002","0"
"1266","56011782","1","15","10201782","1001"
"1267","56011783","1","15","10201783","1002"
"1268","56011784","1","15","10201784","1003"
"1269","56011784","50","8","91002","0"
"1270","56011785","1","15","10201785","1003"
"1271","56011785","100","8","91002","0"
"1272","51601001","1","15","11601001","1001"
"1273","51601002","1","15","11601002","1002"
"1274","51601003","1","15","11601003","1003"
"1275","56011786","1","15","10201786","1001"
"1276","56011787","1","15","10201787","1002"
"1277","56011788","1","15","10201788","1003"
"1278","56011788","50","8","91002","0"
"1279","56011789","1","15","10201789","1001"
"1280","56011790","1","15","10201790","1002"
"1281","56011791","1","15","10201791","1003"
"1282","56011791","50","8","91002","0"
"1283","56011792","1","15","10201792","1003"
"1284","56011792","100","8","91002","0"
"1285","56011793","1","15","10201793","1001"
"1286","56011794","1","15","10201794","1002"
"1287","56011795","1","15","10201795","1003"
"1288","56011795","50","8","91002","0"
"1289","56011796","1","15","10201796","1001"
"1290","56011797","1","15","10201797","1002"
"1291","56011798","1","15","10201798","1003"
"1292","56011798","50","8","91002","0"
"1293","56011799","1","15","10201799","1003"
"1294","56011799","100","8","91002","0"
"1295","56011800","1","15","10201800","1001"
"1296","56011801","1","15","10201801","1002"
"1297","56011802","1","15","10201802","1003"
"1298","56011802","50","8","91002","0"
"1299","56011803","1","15","10201803","1001"
"1300","56011804","1","15","10201804","1002"
"1301","56011805","1","15","10201805","1003"
"1302","56011805","50","8","91002","0"
"1303","56011806","1","15","10201806","1003"
"1304","56011806","100","8","91002","0"
"1305","56011807","1","15","10201807","1001"
"1306","56011808","1","15","10201808","1002"
"1307","56011809","1","15","10201809","1003"
"1308","56011809","50","8","91002","0"
"1309","56011810","1","15","10201810","1001"
"1310","56011811","1","15","10201811","1002"
"1311","56011812","1","15","10201812","1003"
"1312","56011812","50","8","91002","0"
"1313","56011813","1","15","10201813","1001"
"1314","56011814","1","15","10201814","1002"
"1315","56011815","1","15","10201815","1003"
"1316","56011815","50","8","91002","0"
"1317","56011816","1","15","10201816","1001"
"1318","56011817","1","15","10201817","1002"
"1319","56011818","1","15","10201818","1003"
"1320","56011818","50","8","91002","0"
"1321","56011819","1","15","10201819","1003"
"1322","56011819","100","8","91002","0"
"1323","56011820","1","15","10201820","1001"
"1324","56011821","1","15","10201821","1002"
"1325","56011822","1","15","10201822","1003"
"1326","56011822","50","8","91002","0"
"1327","56011823","1","15","10201823","1001"
"1328","56011824","1","15","10201824","1002"
"1329","56011825","1","15","10201825","1003"
"1330","56011825","50","8","91002","0"
"1331","56011826","1","15","10201826","1001"
"1332","56011827","1","15","10201827","1002"
"1333","56011828","1","15","10201828","1003"
"1334","56011828","50","8","91002","0"
"1335","56011829","1","15","10201829","1001"
"1336","56011830","1","15","10201830","1002"
"1337","56011831","1","15","10201831","1003"
"1338","56011831","50","8","91002","0"
"1339","51701001","1","15","11701001","1001"
"1340","56011832","1","15","10201832","1001"
"1341","56011833","1","15","10201833","1002"
"1342","56011834","1","15","10201834","1003"
"1343","56011834","50","8","91002","0"
"1344","56011835","1","15","10201835","1001"
"1345","56011836","1","15","10201836","1002"
"1346","56011837","1","15","10201837","1003"
"1347","56011837","50","8","91002","0"
"1348","56011838","1","15","10201838","1003"
"1349","56011838","100","8","91002","0"
"1350","56011839","1","15","10201839","1003"
"1351","56011839","100","8","91002","0"
"1352","56011840","1","15","10201840","1003"
"1353","56011840","100","8","91002","0"
"1354","56011841","1","15","10201841","1001"
"1355","56011842","1","15","10201842","1002"
"1356","56011843","1","15","10201843","1003"
"1357","56011843","50","8","91002","0"
"1358","56011844","1","15","10201844","1001"
"1359","56011845","1","15","10201845","1002"
"1360","56011846","1","15","10201846","1003"
"1361","56011846","50","8","91002","0"
"1362","56011847","1","15","10201847","1001"
"1363","56011848","1","15","10201848","1002"
"1364","56011849","1","15","10201849","1003"
"1365","56011849","50","8","91002","0"
"1366","56011850","1","15","10201850","1001"
"1367","56011851","1","15","10201851","1002"
"1368","56011852","1","15","10201852","1003"
"1369","56011852","50","8","91002","0"
"1370","56011853","1","15","10201853","1001"
"1371","56011854","1","15","10201854","1002"
"1372","56011855","1","15","10201855","1003"
"1373","56011855","50","8","91002","0"
"1374","56011856","1","15","10201856","1001"
"1375","56011857","1","15","10201857","1002"
"1376","56011858","1","15","10201858","1003"
"1377","56011858","50","8","91002","0"
"1378","56011859","1","15","10201859","1001"
"1379","56011860","1","15","10201860","1002"
"1380","56011861","1","15","10201861","1003"
"1381","56011861","50","8","91002","0"
"1382","56011862","1","15","10201862","1003"
"1383","56011862","100","8","91002","0"
"1384","56011863","1","15","10201863","1001"
"1385","56011864","1","15","10201864","1002"
"1386","56011865","1","15","10201865","1003"
"1387","56011865","50","8","91002","0"
"1388","56011866","1","15","10201866","1001"
"1389","56011867","1","15","10201867","1002"
"1390","56011868","1","15","10201868","1003"
"1391","56011868","50","8","91002","0"
"1392","56011869","1","15","10201869","1001"
"1393","56011870","1","15","10201870","1002"
"1394","56011871","1","15","10201871","1003"
"1395","56011871","50","8","91002","0"
"1396","56011872","1","15","10201872","1001"
"1397","56011873","1","15","10201873","1002"
"1398","56011874","1","15","10201874","1003"
"1399","56011874","50","8","91002","0"
"1400","51801001","1","15","11801001","1003"
"1401","56011875","1","15","10201875","1001"
"1402","56011876","1","15","10201876","1002"
"1403","56011877","1","15","10201877","1003"
"1404","56011877","50","8","91002","0"
"1405","56011878","1","15","10201878","1001"
"1406","56011879","1","15","10201879","1002"
"1407","56011880","1","15","10201880","1003"
"1408","56011880","50","8","91002","0"
"1409","56011881","1","15","10201881","1001"
"1410","56011882","1","15","10201882","1002"
"1411","56011883","1","15","10201883","1003"
"1412","56011883","50","8","91002","0"
"1413","56011884","1","15","10201884","1001"
"1414","56011885","1","15","10201885","1002"
"1415","56011886","1","15","10201886","1003"
"1416","56011886","50","8","91002","0"
"1417","56011887","1","15","10201887","1001"
"1418","56011888","1","15","10201888","1002"
"1419","56011889","1","15","10201889","1003"
"1420","56011889","50","8","91002","0"
"1421","56011890","1","15","10201890","1001"
"1422","56011891","1","15","10201891","1002"
"1423","56011892","1","15","10201892","1003"
"1424","56011892","50","8","91002","0"
"1425","56011893","1","15","10201893","1001"
"1426","56011894","1","15","10201894","1002"
"1427","56011895","1","15","10201895","1003"
"1428","56011895","50","8","91002","0"
"1429","56011896","1","15","10201896","1001"
"1430","56011897","1","15","10201897","1002"
"1431","56011898","1","15","10201898","1003"
"1432","56011898","50","8","91002","0"
"1433","56011899","1","15","10201899","1003"
"1434","56011899","100","8","91002","0"
"1435","56011900","1","15","10201900","1003"
"1436","56011900","100","8","91002","0"
"1437","56011901","1","15","10201901","1003"
"1438","56011901","100","8","91002","0"
"1439","56011902","1","15","10201902","1001"
"1440","56011903","1","15","10201903","1002"
"1441","56011904","1","15","10201904","1003"
"1442","56011904","50","8","91002","0"
"1443","56011905","1","15","10201905","1001"
"1444","56011906","1","15","10201906","1002"
"1445","56011907","1","15","10201907","1003"
"1446","56011907","50","8","91002","0"
"1447","56011908","1","15","10201908","1001"
"1448","56011909","1","15","10201909","1002"
"1449","56011910","1","15","10201910","1003"
"1450","56011910","50","8","91002","0"
"1451","56011911","1","15","10201911","1001"
"1452","56011912","1","15","10201912","1002"
"1453","56011913","1","15","10201913","1003"
"1454","56011913","50","8","91002","0"
"1455","56011914","1","15","10201914","1001"
"1456","56011915","1","15","10201915","1002"
"1457","56011916","1","15","10201916","1003"
"1458","56011916","50","8","91002","0"
"1459","56012019","1","15","10202019","1003"
"1460","56011917","1","15","10201917","1001"
"1461","56011918","1","15","10201918","1002"
"1462","56011919","1","15","10201919","1003"
"1463","56011919","50","8","91002","0"
"1464","56011920","1","15","10201920","1001"
"1465","56011921","1","15","10201921","1002"
"1466","56011922","1","15","10201922","1003"
"1467","56011922","50","8","91002","0"
"1468","56011923","1","15","10201923","1001"
"1469","56011924","1","15","10201924","1002"
"1470","56011925","1","15","10201925","1003"
"1471","56011925","50","8","91002","0"
