382f83fcc98e8e6a9c450abc9785287ae4b2d139cc3ea747f01513abc39ffaf0,c2eb09d0a23b5428d7f693b887f2be7304a43873685bd75999879b9da6eae37c,9f1b5359b15c9aeefb9b1b0bf1bd8326bbec67589f3f582a4551628174be9d95,cf1519d9a0893c63821739dcc60e0327a64b16aaaa80b8d27d5a2357063607da,01c2c2b613f9c227bed7ef80b898962579a695d6f736d4fbc5048fe784d25599,aaf11dec1767ec7ab55bfc46975a24b296540bf665f762a3142c04f2c7b66298,0f4a4dd6e6fdd683c17a605e09dee4236063dd16cae73e2f9fe8ab7c85372afe,257ac9df365fac3d0031e505497593fc113ecd13bb8696959f057eb95ee2aa59,78381a0f30fa5521d312be2e41740be0de951a683e198f79a83c4372af51c9af,e29128d6ca1a81a8ad6d761f242713d292f74e249cbe4162d469b3f53e7bd4f2,8f4837ab4557c7a541e83cac12bee32d69e6ddab6968dd722549569c64ebac08,5b2bb426ebc73079202700b3b009c7f4de4eb158ffc929e194c552a9252146b3
"300709","300709","3007","54000","1","0","15840000000000","物理攻撃ダウン90秒","1","バトル開始から90秒間、敵の物理攻撃力がダウン","-1","3"
"300710","300710","3007","54000","1","0","13320000000000","魔法攻撃ダウン90秒","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","-1","3"
"300711","300711","3007","54000","1","0","11160000000000","物理攻撃アップ90秒","1","バトル開始から90秒間、味方の物理攻撃力がアップ","-1","3"
"300712","300712","3007","54000","1","0","9720000000000","魔法攻撃アップ90秒","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","-1","3"
"300713","300713","3007","54000","1","0","7560000000000","物理防御ダウン90秒","1","バトル開始から90秒間、敵の物理防御力がダウン","-1","3"
"300714","300714","3007","54000","1","0","5040000000000","毎秒ＴＰアップ90秒","1","バトル開始から90秒間、味方のＴＰが毎秒アップ","-1","3"
"300715","300715","3007","54000","1","0","3960000000000","スタン15秒","1","バトル開始から15秒間、敵がスタン状態になる","-1","3"
"300716","300716","3007","54000","1","0","2880000000000","毎秒ＨＰ回復90秒","1","バトル開始から90秒間、味方のＨＰが毎秒回復","-1","3"
"300717","300717","3007","54000","1","0","1440000000000","物理攻撃ダウン90秒","1","バトル開始から90秒間、敵の物理攻撃力がダウン","-1","3"
"300718","300718","3007","54000","1","0","360000000000","魔法攻撃ダウン90秒","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","-1","3"
