c26ee01f6e747f40a6585e7d6a91c4fdee2b1f5090dab9dcd4aaa3dbb463adb5,b1fedd9f929700847bf4faa4988441430f6b83c6a1deeef0cd86de211ba61892,2daa82abf2dc1271aef89d050c4f01c1040e39983d3c0c9f647e9d1801cc2bdc,5a7c2f62677b6ff2ec0ec0af224fdeb74a69d4ee6ec8e75895668502becd902a,845268f0c70817c2d677a8fec79671fe47c1e825d133e1a8a889f5a40faaab87,953ad7b90d843ab5ccc0ee82c619f7ad691f1d3c0141e0161c5cd7d0aab10631,49e8a76cbc4066ee23f9d8e1f4920f40c550ec8889e0f0637f13a0240ebf4036,307a935604278d363d76922ce3ef2c3d8c2b6dd576cf6de9c7344794caa27a1a,b0dcae6c5c5e932557b19dfac6e8d4d8297b57d86d1569594e132c6f4998d101,c19a44b64f8b386ce3e09daf0fbc0dd406879513f5bbe5c16f56de4c5fec2c42,b8625a00f5ac8dc968cd9b1ba5db6cf1cf22464bc19aaf9250544e03b58041d2,f2b8adac5a5cb21ea2f6531abb26296d257878ab3ca4bd5b6a6233adc11abae3
"～～！！　ちょっと褒められて\nいい気になって損したわ！！\nふざけんなふざけんな\nふ～ざ～け～ん～な～っ！！","23","0","0","5","80003","0","106001","0","","178","キャル"
"あと９日！　もうすぐですよ♪\nえへへ、楽しみで楽しみで\nごはんが進みますね☆","17","0","0","6","80003","0","105801","0","","179","ペコリーヌ"
"ごはんが進みますね☆\nじゃなーい！\nいくらなんでも食べ過ぎよ！\n記念日、迎えられなくなるわよ！？","24","0","2","6","80003","0","106001","0","","180","キャル"
"大丈夫ですよキャルさま\n食事はわたくしたちの\n歩んできた道そのもの\nなのですから","17","0","1","6","80003","0","105901","0","","181","コッコロ"
"さっすがコッコロちゃん\nいいことを言いますね！\nそう、わたしたち\n【美食殿】の活動目的は─","18","0","0","6","80003","0","105801","0","","182","ペコリーヌ"
"─みんなで楽しく食事をすること\nでしょ？\nあれだけ食べ歩いてきたんだから\n分かってるわよ","25","0","2","6","80003","0","106001","0","","183","キャル"
"はい…そうでございますね♪\nそれにしてもわたくしたち\n本当にいろいろなものを\n食べ歩いてきましたね…","18","0","1","6","80003","0","105901","0","","184","コッコロ"
"そうね…ほんっとうにね…\n毒まみれのニセドラゴンとか\n恐竜…は逃げられちゃったっけ\nあとワニゴ…ワニの魔物とかね","26","0","2","6","80003","0","106001","0","","185","キャル"
"そして、とうとう本物の\nドラゴンまで相手に\nしちゃったのよね、あたしたちって","27","0","2","6","80003","0","106001","0","","186","キャル"
"信じられない強さだったわね\nあのドラゴン…やっぱり\n作戦はしっかり立てていかないと\nダメよね","28","0","2","6","80003","0","106001","0","","187","キャル"
"えへへ…☆\nキャルちゃんが色んなことを\n覚えていてくれて\nうれしいです♪","19","0","0","6","80003","0","105801","0","","188","ペコリーヌ"
"わたくしも鮮明に覚えておりますよ\n主さまもきっと…♪","19","0","1","6","80003","0","105901","0","","189","コッコロ"
"あったり前でしょ！\n忘れないわよ、あんな滅茶苦茶な\nものばかり食べさせられて！\n…忘れられるわけ、ないじゃない","29","0","2","6","80003","0","106001","0","","190","キャル"
"ねえちょっと、ちょっと待って！？\nカリンから、2.5周年記念の\n生放送に出演してほしいって\n言われたんだけど！","30","0","0","7","80003","0","106001","0","","191","キャル"
"なんでそういう大事なことを\n急に言うわけ！？\nそんなの聞いてないわよ～！？","31","0","0","7","80003","0","106001","0","","192","キャル"
"いっぱい人に見られちゃうのよね？\nなんであたしがそんなこと…","32","0","0","7","80003","0","106001","0","","193","キャル"
"あー\nあー\n…声、これで大丈夫かしら？","33","0","0","7","80003","0","106001","0","","194","キャル"
"聞き取りにくいかもしれないわね…\nもうちょっと明るい方がいいかも\nえっと…こんな感じ？","34","0","0","7","80003","0","106001","0","","195","キャル"
"オイッスー☆","35","0","0","7","80003","0","106001","0","","196","キャル"
"……\nいや、ないわ\nいつもどおりが一番ね、うん","36","0","0","7","80003","0","106001","0","","197","キャル"
"もう、記念の生放送なんて\n超責任重大なやつじゃない…\nもしなにか失敗とかしたら…","37","0","0","7","80003","0","106001","0","","198","キャル"
"ど、どど、どうしよう！？\n緊張してきちゃった…！！","38","0","0","7","80003","0","106001","0","","199","キャル"
"主さま、わたくし\nペコリーヌさまとキャルさまと共に\n2.5周年を祝う生放送に\n出演する大役を仰せつかりました","20","0","0","8","80003","0","105901","0","","200","コッコロ"
"多くの方々に\n『プリンセスコネクト！\nRe:Dive』の魅力をお伝えする\n重要な役割でございます","21","0","0","8","80003","0","105901","0","","201","コッコロ"
"わたくし、全身全霊をもって\n生放送に取り組みたいと\n思っております","22","0","0","8","80003","0","105901","0","","202","コッコロ"
"ですが、もしかしたら\nセリフを噛んでしまったり\n段取りを間違えてしまったり\nするかもしれません…","23","0","0","8","80003","0","105901","0","","203","コッコロ"
"そのようなことがないよう\n練習はしっかりしておかなくては\nまずはこちらから…","24","0","0","8","80003","0","105901","0","","204","コッコロ"
"オイッスー☆","25","0","0","8","80003","0","105901","0","","205","コッコロ"
"先ほどキャルさまが練習されて\nいるのをお見かけしたので\nわたくしもと思いまして…\nいかがでしょうか？","26","0","0","8","80003","0","105901","0","","206","コッコロ"
"良い感じ、ですか？\n…ふふ、ありがとうございます\n主さまのあたたかいお言葉があれば\nわたくしは百人力でございます","27","0","0","8","80003","0","105901","0","","207","コッコロ"
"この大役を無事に成し遂げ\n主さまに素敵な2.5周年を\n迎えていただけるよう…\nわたくし、尽力いたしますね","28","0","0","8","80003","0","105901","0","","208","コッコロ"
"オイッスー☆","20","0","0","9","80003","0","105801","0","","209","ペコリーヌ"
"…う～ん、今のはちょっと\n違う感じがしますね\n堅苦しかったかもしれません","21","0","0","9","80003","0","105801","0","","210","ペコリーヌ"
"あと６日で2.5周年ですか…","22","0","0","9","80003","0","105801","0","","211","ペコリーヌ"
"この年月がオイッスーの\n歴史なんだと思うと\nじ～んとしちゃいます！\nやばいですね☆","23","0","0","9","80003","0","105801","0","","212","ペコリーヌ"
"生放送で最高のオイッスー☆　を\nみなさんにお届けするために\n頑張らないと！\nそれじゃあもう一度…","24","0","0","9","80003","0","105801","0","","213","ペコリーヌ"
"オイッスー☆","25","0","0","9","80003","0","105801","0","","214","ペコリーヌ"
"…うう～ん、どうしてでしょう\nまだ何かが違う気がします…\nもしかしたら\nおなかが空きすぎてるとか？","26","0","0","9","80003","0","105801","0","","215","ペコリーヌ"
"今さっき食べたばっかりですけど\nおなかが減っては\n良いオイッスー☆　は\n出せませんよね！","27","0","0","9","80003","0","105801","0","","216","ペコリーヌ"
"そうと決まれば、コッコロちゃんと\nキャルちゃんを誘って\nごはんにしましょう！\n善は急げです！","28","0","0","9","80003","0","105801","0","","217","ペコリーヌ"
"あ、二人が丁度いいところに！\nオイッス～☆　…ああ！！\n今の、今のですよ～♪","29","0","0","9","80003","0","105801","0","","218","ペコリーヌ"
"なるほど、どんな時も\n自然体が一番ってことですね！\nこの調子で、生放送も\n頑張っちゃいます♪","30","0","0","9","80003","0","105801","0","","219","ペコリーヌ"
"2.5周年まで残り５日ですが\nその前にもうすぐ生放送ですよ！\nコッコロちゃん\n準備の方はどうですか？","31","0","0","10","80003","0","105801","0","","220","ペコリーヌ"
"はい。わたくし、しっかりと\n備えてまいりました\n万事抜かりはございません","29","0","1","10","80003","0","105901","0","","221","コッコロ"
"おお～すごい自信を感じます…！\nいい生放送になりそうですね☆\n……あれ？　なんだかこの辺り\n揺れていませんか？","32","0","0","10","80003","0","105801","0","","222","ペコリーヌ"
"…………","39","0","2","10","80003","0","106001","0","","223","キャル"
"キャルさま？\nお風邪をひかれたんでしょうか\nひどい震えですが…","30","0","1","10","80003","0","105901","0","","224","コッコロ"
"かかかか風邪じゃないわよ！\nここここれはただ\nななな生放送が楽しみ過ぎて\nワワワワクワクが止まらないだけ！","40","0","2","10","80003","0","106001","0","","225","キャル"
"大丈夫ですかキャルちゃん！？\nそうだ、これを飲んでください！","33","0","0","10","80003","0","105801","0","","226","ペコリーヌ"
"きき気がきくじゃない、ありがとっ\nごくっ、んく…ぶはぁっ！？\nちょっと何飲ませたの！？\n辛っ！　苦ぁ！？　甘ぁっ！？","41","0","2","10","80003","0","106001","0","","227","キャル"
"これは魔物のエキスに薬草に\nその他色んなものを混ぜた\n特製の栄養ドリンクです！","34","0","0","10","80003","0","105801","0","","228","ペコリーヌ"
"これを飲めば体ぽかぽかで\n元気いっぱいですよ♪","35","0","0","10","80003","0","105801","0","","229","ペコリーヌ"
"このアホリーヌ！\n風邪じゃないって言ったでしょ！？\nどさくさに紛れて\nそんな恐ろしいもん飲ませんな～！","42","0","2","10","80003","0","106001","0","","230","キャル"
"キャルさま\n震えが収まっておりますね\nよかったです…\nわたくし、心配いたしました","31","0","1","10","80003","0","105901","0","","231","コッコロ"
"え？　ああ、ホントね…って\nだから風邪じゃないって\n言ってるのに…\nまあいいわこの際なんでも","43","0","2","10","80003","0","106001","0","","232","キャル"
"えっへへ～♪　いつも通りの\nキャルちゃんに戻りましたし\n素敵な生放送が出来そうですね！\n今から楽しみです☆","36","0","0","10","80003","0","105801","0","","233","ペコリーヌ"
"ランドソルのみなさま、こんにちは\n生放送の会場設営を担当しています\n【ギルド管理協会】のカリンです","6","0","0","11","80003","0","190801","0","","234","カリン"
"【美食殿】のみなさんは\nまもなく始まる生放送に向けて\n最後の調整のため\n席を外しています","7","0","0","11","80003","0","190801","0","","235","カリン"
"頑張っている３人の\n邪魔をするわけには\nいきませんので、ご容赦ください","8","0","0","11","80003","0","190801","0","","236","カリン"
"ですので、本日は私から\n【美食殿】のみなさんの様子を\nお伝えさせていただこうと思います","9","0","0","11","80003","0","190801","0","","237","カリン"
"まずはペコリーヌさんですが…\n何やら大量のおにぎりを\n食べているようです\nえっと…栄養は大事ですよね","10","0","0","11","80003","0","190801","0","","238","カリン"
"次にコッコロさんですが\nこちらは発声練習をしています","11","0","0","11","80003","0","190801","0","","239","カリン"
"一生懸命、小さなお口を開けて\n声を出す姿が応援したくなりますね","12","0","0","11","80003","0","190801","0","","240","カリン"
"そしてキャルさんは…\nこれは…堂々としたものですね\n何もせず、ただ立ち尽くして…","13","0","0","11","80003","0","190801","0","","241","カリン"
"あれ？\nもしかして緊張で気を失って…？","14","0","0","11","80003","0","190801","0","","242","カリン"
"…ええと\n【美食殿】のみなさんは\nやる気十分なようですね！","15","0","0","11","80003","0","190801","0","","243","カリン"
"３人とも生放送を\nいいものにしようと\n全力で頑張ってくれていますので\nどうかご期待ください","16","0","0","11","80003","0","190801","0","","244","カリン"
"それでは\nまた明日お会いしましょう♪","17","0","0","11","80003","0","190801","0","","245","カリン"
"2.5周年まであと３日！\nそして生放送は明日！\nなんかいよいよって感じね…","44","0","0","12","80003","0","106001","0","","246","キャル"
"３人でい～っぱい練習しましたし\nきっと大丈夫ですよ☆","37","0","2","12","80003","0","105801","0","","247","ペコリーヌ"
"ペコリーヌさまに\n大丈夫と言ってもらえると\nとても心強いですね","32","0","1","12","80003","0","105901","0","","248","コッコロ"
"信じすぎちゃだめよコロ助\nこいつはなーんにも\n考えてないだけなんだから","45","0","0","12","80003","0","106001","0","","249","キャル"
"ひどいですよぉキャルちゃ～ん！","38","0","2","12","80003","0","105801","0","","250","ペコリーヌ"
"ふふ。お二人とも\n普段通りの様子で\n安心いたしました","33","0","1","12","80003","0","105901","0","","251","コッコロ"
"はいっ☆\n生放送でもなんでも\n全力全開、わたしらしく\nぶつかっていくだけです！","39","0","2","12","80003","0","105801","0","","252","ペコリーヌ"
"そうね。おめでたいことなんだし\nここまで来たんなら\n楽しめるだけ\n楽しむしかないわよね！","46","0","0","12","80003","0","106001","0","","253","キャル"
"わたくしも、普段よりも心が\n熱くなっております\nこの胸の気持ちをお伝えできるよう\n精一杯努力いたします…！","34","0","1","12","80003","0","105901","0","","254","コッコロ"
"それでは、いきましょう！\n明日の生放送、絶対に\n成功させましょうね☆","40","0","2","12","80003","0","105801","0","","255","ペコリーヌ"
"えっと、最初のひと言は…あれ？\nキャルちゃん、わたし\n何て言うんでしたっけ？","41","0","0","13","80003","0","105801","0","","256","ペコリーヌ"
"は！？\nなにいきなりど忘れしてるの！？\nっていうかあんた、台本は！？","47","0","2","13","80003","0","106001","0","","257","キャル"
"忘れてきちゃいました☆","42","0","0","13","80003","0","105801","0","","258","ペコリーヌ"
"忘れてきちゃいました☆\nで済ませられると思ってんの！？\nほら、あたし二冊持ってきたから\nこれ使いなさい！","48","0","2","13","80003","0","106001","0","","259","キャル"
"マイクとは、こんな高い位置に\nあるものなのですね…！\n背伸びをすれば、何とか…\nう～ん、うぅ～ん…！","35","0","1","13","80003","0","105901","0","","260","コッコロ"
"あぁもう\n少し下げればいいでしょ！？\nこれくらいでいい？\nまったく、世話が焼けるわね…","49","0","2","13","80003","0","106001","0","","261","キャル"
"あれ？\nキャルちゃん、後ろ髪が\nはねちゃってますよ？","43","0","0","13","80003","0","105801","0","","262","ペコリーヌ"
"え？　うそっ！？\nちゃんと確かめてきたのに！\nどこどこ！？","50","0","2","13","80003","0","106001","0","","263","キャル"
"キャルさま、動かないで\nくださいまし。今くしで…\nはい、直りましたよ","36","0","1","13","80003","0","105901","0","","264","コッコロ"
"あ、ありがと…はぁ。生放送\n本番までもうすぐなのに\nこんなことしてる場合じゃ\nないわよね","51","0","2","13","80003","0","106001","0","","265","キャル"
"はい、時間は残りわずかです\nですが、慌ただしく\n動き回るこの時間も\nなんだか楽しくて…♪","37","0","1","13","80003","0","105901","0","","266","コッコロ"
"コロ助、あんた…って\nそうじゃなくて！\n胸にジンワリきてる\n暇なんかないでしょ…！？","52","0","2","13","80003","0","106001","0","","267","キャル"
"あはは♪\nキャルちゃんの動きが\nとっても面白いです♪\nやばいですね☆","44","0","0","13","80003","0","105801","0","","268","ペコリーヌ"
"ふふ\nきっと面白い生放送になると\nわたくし、確信しております","38","0","1","13","80003","0","105901","0","","269","コッコロ"
"絶対絶対、間違いありません！\n見てくれるみなさんが\n笑顔になれる時間を\nお届けしましょう！","45","0","0","13","80003","0","105801","0","","270","ペコリーヌ"
"そんなの当然でしょ！\n誰が見たって面白いって\n言ってもらえるように\nあれだけ準備したんだから！","53","0","2","13","80003","0","106001","0","","271","キャル"
"それでは\n記念日直前生放送！\n楽しみにしててくださいね☆","46","0","0","13","80003","0","105801","0","","272","ペコリーヌ"
"こんにちは\n【ギルド管理協会】のカリンです","18","0","0","14","80003","0","190801","0","","273","カリン"
"昨日の生放送は\nいかがだったでしょうか？","19","0","0","14","80003","0","190801","0","","274","カリン"
"たくさんの笑顔と喜びと\nそして驚きを受け取って\nいただけたのではないかと思います","20","0","0","14","80003","0","190801","0","","275","カリン"
"そしていよいよ\n明日は2.5周年の当日\n待ちに待った記念日を\n迎えることとなります","21","0","0","14","80003","0","190801","0","","276","カリン"
"【美食殿】のみなさんも\n張り切って様々な準備を\nされていますよ","22","0","0","14","80003","0","190801","0","","277","カリン"
"【ギルド管理協会】も\n万全のサポート体制で\n協力してまいりたいと思います","23","0","0","14","80003","0","190801","0","","278","カリン"
"…ふふ、本当に楽しみですね\n【ギルド管理協会】の職員として\nだけではなく、私個人としても…","24","0","0","14","80003","0","190801","0","","279","カリン"
"この記念日を迎えられることが\n心から楽しみですし\n幸せを感じています","25","0","0","14","80003","0","190801","0","","280","カリン"
"きっと【美食殿】のみなさんは\nそれ以上に心を弾ませて\nいることでしょう","26","0","0","14","80003","0","190801","0","","281","カリン"
"それでは\n明日からの2.5周年を\nどうぞ、お楽しみに…♪","27","0","0","14","80003","0","190801","0","","282","カリン"
"準備はいいですかっ？\n…いっきますよー！","47","0","0","15","80003","0","105801","0","","283","ペコリーヌ"
"祝！","54","0","2","15","80003","0","106001","0","","284","キャル"
"2.5周年！","39","0","1","15","80003","0","105901","0","","285","コッコロ"
"おめでとうございま～す☆","48","0","0","15","80003","0","105801","0","","286","ペコリーヌ"
"少し前まではまだまだ先じゃない\nとか言ってたけど\n本当にあっという間だったわね","55","0","2","15","80003","0","106001","0","","287","キャル"
"光陰矢の如し…\nとはこのことでございますね\nでも、今日という日を無事に\n迎えることができて良かったです","40","0","1","15","80003","0","105901","0","","288","コッコロ"
"コッコロちゃん！　キャルちゃん！\n落ち着くには\nまだ早いですよ！\n盛り上がるのはこれからです☆","49","0","0","15","80003","0","105801","0","","289","ペコリーヌ"
"ほんとあんたはいつも\n全力全開ねー\nでもそうね、記念日なんだし\nパーっといきましょ！","56","0","2","15","80003","0","106001","0","","290","キャル"
"ええ、わたくしも全力全開で\nまいります…！\n主さま、さあ\nどうぞ手を取ってくださいまし…♪","41","0","1","15","80003","0","105901","0","","291","コッコロ"
"あんたもコロ助も、浮かれて\n転ぶんじゃないわよ？\n…仕方ないから、あたしも\n手を繋いであげるわよ","57","0","2","15","80003","0","106001","0","","292","キャル"
"あー！　二人ともずるいです！\nわたしもっ、ギュー♪","50","0","0","15","80003","0","105801","0","","293","ペコリーヌ"
"ちょっ、ペコリーヌ！\nくっつき過ぎよ！","58","0","2","15","80003","0","106001","0","","294","キャル"
"記念日だから\n平気平気♪\nやばいですね☆","51","0","0","15","80003","0","105801","0","","295","ペコリーヌ"
"意味分かんないわよ！","59","0","2","15","80003","0","106001","0","","296","キャル"
"ふふ。このめでたき日に\n喜びがあふれておりますね\n主さまは…いかがでしょうか？","42","0","1","15","80003","0","105901","0","","297","コッコロ"
"喜んでいただけているならば\nわたくしはとてもとても\n幸せでございます","43","0","1","15","80003","0","105901","0","","298","コッコロ"
"さぁ、2.5周年を\n楽しみ尽くしますよ☆\nまだまだ食べたいものもありますし\nやりたいこともたくさんです！","52","0","0","15","80003","0","105801","0","","299","ペコリーヌ"
"分かった、分かったから\n引っ張るんじゃないわよ！\n…そんな掴まなくても\nちゃんとついていくから","60","0","2","15","80003","0","106001","0","","300","キャル"
"ペコリーヌさま…キャルさま…\n主さま…共にまいりましょう\nどこまでも…！","44","0","1","15","80003","0","105901","0","","301","コッコロ"
"はい！　それでは2.5周年\n食べつくしツアーへ！\nそして、その先の未来へ\n向かって出発しましょう！","53","0","0","15","80003","0","105801","0","","302","ペコリーヌ"
"2.5周年\nありがとうございます！","54","1","0","15","80003","0","105801","0","105901,45,106001,61","303","ペコリーヌ・コッコロ・キャル"
"新年を迎え、新たに始まる一日を\nおみくじで占ってみませんか？\n良い運勢であるほど、\n沢山のプレゼントが貰えますよ♪","1","0","1","0","60002","0","190804","1","","304","カリン"
"今日の運勢は姫吉！　どんな不可能も可能にできちゃう！　　　　仲間と食卓を囲めばさらに運気上昇よ！　ただし魔物料理以外！","0","0","2","0","60002","1","0","1","","305",""
"今日の運勢は姫吉！　やること全てが最高潮！　やばいですね☆　ラッキーアイテムはおにぎり！　お腹一杯で幸せが続くでしょう！","0","0","2","0","60002","1","0","1","","306",""
"今日の運勢は姫吉！　最強の運勢でどんなドジも跳ね除けます！　大切な人と一緒に、最高の一日になること間違いなし！","0","0","2","0","60002","1","0","1","","307",""
"今日の運勢は姫吉！　どんな挑戦も上手くいく、最高の運勢です！理想の自分に変身できる絶好の機会！　新しい一歩を踏み出そう！","0","0","2","0","60002","1","0","1","","308",""
"今日の運勢は姫吉！　やること全てが上手くいく最高の一日！　　あなたの活躍に先生もにっこりです。いい子いい子♪","0","0","2","0","60002","1","0","2","","309",""
"今日の運勢は大吉！　お裁縫好きな女の子のお墨付きです！　　　お世話したがりの妹にめいっぱい愛されちゃうかも！？","0","0","2","0","60002","2","0","1","","310",""
"今日の運勢は大吉！　ラッキーカラーは赤！　　　　　　　　　　湧き上がるアイデアの数々に、高笑いが止まりませんわ！","0","0","2","0","60002","2","0","1","","311",""
"今日の運勢は大吉！　ラッキーワードは「ちぇる～ん♪」　　　　出会う人みんなに言ってあげると、ハッピーになれますよ！","0","0","2","0","60002","2","0","1","","312",""
"今日の運勢は大吉！　運勢はバッチリで無敵状態！　　　　　　　龍眼で全てを見通して、思い通りの一日を過ごしましょう！","0","0","2","0","60002","2","0","1","","313",""
"今日の運勢は大吉！　悩んでいたことが解決しそうです！　　　　たまには勉強も仕事も忘れて、心あたたまる家族と過ごしましょ！","0","0","2","0","60002","2","0","2","","314",""
"今日の運勢は中吉！　家の中でゆっくり過ごすのがよさそう！　　ラッキーアイテムはゲームよ！　ベストスコアを更新できるかも？","0","0","2","0","60002","3","0","1","","315",""
"今日の運勢は中吉！　上手くなりたいことに積極的に挑戦してみてサックス好きの妹が、手取り足取りサポートしてくれるかも～？","0","0","2","0","60002","3","0","1","","316",""
"今日の運勢は中吉！　仕事運が急上昇中です！　　　　　　　　　きっと「煉獄に舞う一陣の疾風」の如き活躍ができますよ！","0","0","2","0","60002","3","0","1","","317",""
"今日の運勢は中吉！　日頃の努力が報われます！　　　　　　　　親しい友人がいるなら報告してみて。一緒に喜んでくれるはずだ。","0","0","2","0","60002","3","0","1","","318",""
"今日の運勢は中吉！　商売運が上がってきています！　　　　　　ラッキーアイテムはたい焼き！　和菓子パワーで売上アップです！","0","0","2","0","60002","3","0","1","","319",""
"今日の運勢は中吉！　チャンスを待つと良い結果に！　　　　　　ラッキーアイテムのプリンを食べて、運を呼び込みましょう！","0","0","2","0","60002","3","0","1","","320",""
"今日の運勢は中吉！　運気が着々と上昇中！　　　　　　　　　　精霊の加護を受けたかのごとく、色々な事がうまくいきますよ♪","0","0","2","0","60002","3","0","2","","321",""
"今日の運勢は小吉！　まだ見ぬ危険が隠れているかも！　　　　　でも安心しろ！　提督が貴公を守ってくれるはずだぞ！","0","0","2","0","60002","4","0","1","","322",""
"今日の運勢は小吉！　いろんな事件が起こる一日になりそう！　　状況をよく観察してみようじゃないか！　まさに探偵のごとくね！","0","0","2","0","60002","4","0","1","","323",""
"今日の運勢は小吉！　気の向くままに過ごすのが幸せへの近道！　美味い魚を食べて猫を眺めて、自然体で過ごすのはどうだい？","0","0","2","0","60002","4","0","1","","324",""
"今日の運勢は小吉！　運気は高いけども、ハプニングには注意！　出かけた先で、「ふしんしゃ」扱いされてしまうかも……","0","0","2","0","60002","4","0","1","","325",""
"今日の運勢は小吉！　同腹一心の友だちが見つかるかも！　　　　キーワードは「ユニちゃんズ」、記憶に刻みましょう！","0","0","2","0","60002","4","0","1","","326",""
"今日の運勢は小吉！　周りに流されず、マイペースな一日を！　　ただし寝すぎには注意ぐうたらし過ぎず適度な運動を、だってさ～","0","0","2","0","60002","4","0","1","","327",""
"今日の運勢は小吉！　根を詰めずにリラックスすると運気向上！　ラッキーパーソンはアイドル。歌があなたを幸せにしてくれます♪","0","0","2","0","60002","4","0","2","","328",""
"おみくじの結果はどうでしたか？\n新たに始まる一日が、あなたに\nとって良い日になりますように\nまた明日も遊びに来て下さいね♪","2","0","3","0","60002","0","190804","0","","329","カリン"
"おみくじは楽しんで頂けましたか？\nあなたの新たなる年が\n素晴らしいものになるよう、\n心からお祈りいたします","3","0","3","7","60002","0","190804","0","","330","カリン"
"ささ、シェフィさまはこちらへ…","1","0","4","1","80005","0","105901","0","","331","コッコロ"
"コッコロさん、どこへ行くの…？\n…え？","1","0","0","1","80005","0","106401","0","","332","シェフィ"
"『おめでとうございます！\nわ～パチパチー！』\n…という感じでどうですかね！？","1","0","3","1","80005","0","105801","0","","333","ペコリーヌ"
"ではわたくしも\n後ろからクラッカーを鳴らして\n応戦いたします\nああ、当日が待ち遠しいですね","2","0","4","1","80005","0","105901","0","","334","コッコロ"
"ええと…\n二人とも何をしているの？","2","0","0","1","80005","0","106401","0","","335","シェフィ"
"シェフィは初めてだもんね\nあの日が近いからって\n予行練習してんのよ\n気が早いわよね～","1","0","1","1","80005","0","106001","0","","336","キャル"
"あの日…？","3","0","0","1","80005","0","106401","0","","337","シェフィ"
"その通りです…\nいよいよ記念すべきあの日が\n近づいてきましたよ！","2","0","3","1","80005","0","105801","0","","338","ペコリーヌ"
"『プリンセスコネクト！\nRe:Dive』3.5周年！","3","0","3","1","80005","0","105801","0","","339","ペコリーヌ"
"やばいですね☆","1","0","2","1","80005","0","190801","0","","340","カリン"
"って、なにしれっと\n参加してんのよカリン！","2","0","1","1","80005","0","106001","0","","341","キャル"
"ふふ、いいじゃないですか\n【ギルド管理協会】として\n私もみなさんと一緒に\nお祝いをさせてください！","2","0","2","1","80005","0","190801","0","","342","カリン"
"それに…記念日が近づけば\nとっておきの情報を\nお届けしますから♪","3","0","2","1","80005","0","190801","0","","343","カリン"
"というわけで\n今日からシェフィちゃんも一緒に\nカウントダウンしちゃいましょう！\n3.5周年まで…","4","0","3","1","80005","0","105801","0","","344","ペコリーヌ"
"えっ！？　ええとええと…！\nあ、あと14日…！","4","0","0","1","80005","0","106401","0","","345","シェフィ"
"3.5周年まであと13日\n豪華に、そして盛大に\nお祝いしたいですね☆","5","0","3","2","80005","0","105801","0","","346","ペコリーヌ"
"豪華といえば前にとある貴族さまが\n舞踏会を開かれたそうで\n主さまがそのお手伝いを\nしておりました","3","0","1","2","80005","0","105901","0","","347","コッコロ"
"そこで美しい所作を学ばれたので\nわたくしも教えていただきました\nしゃなり、しゃなり…\nいかがでしょう？","4","0","1","2","80005","0","105901","0","","348","コッコロ"
"すっごく上手ですよ☆\nまるでお姫様みたいです\nせっかくなのでわたしも\nしゃなりしゃなり","6","0","3","2","80005","0","105801","0","","349","ペコリーヌ"
"さすがでございます\nペコリーヌさま","5","0","1","2","80005","0","105901","0","","350","コッコロ"
"いや、あんたは\nできなきゃダメでしょ\n本物のお姫様なんだし","3","0","0","2","80005","0","106001","0","","351","キャル"
"しゃなり、しゃなり…\nふふ、案外できるものね","5","0","2","2","80005","0","106401","0","","352","シェフィ"
"わぁ！\nシェフィちゃん\n姿勢がとってもキレイです♪","7","0","3","2","80005","0","105801","0","","353","ペコリーヌ"
"さ、次はキャルさまの\n番でございますよ","6","0","1","2","80005","0","105901","0","","354","コッコロ"
"あ、あたしはいいわよ！\nそういうの全然分かんないし…","4","0","0","2","80005","0","106001","0","","355","キャル"
"大丈夫\nやってみると結構楽しいわよ\nほらほらっ","6","0","2","2","80005","0","106401","0","","356","シェフィ"
"そ、そこまで言うなら…\nしゃなにゅわきゃあっ！","5","0","0","2","80005","0","106001","0","","357","キャル"
"いたたた…もぉお～！\nなんであたしがこんな目に～！","6","0","0","2","80005","0","106001","0","","358","キャル"
"まぁまぁ\n記念日までに練習すれば\nできるようになるかもしれません\nよろしければお教えいたしますよ","7","0","1","2","80005","0","105901","0","","359","コッコロ"
"よし！\nあんたたちができて\nあたしだけできないのはしゃくだし\nやってやろうじゃないの！！","7","0","0","2","80005","0","106001","0","","360","キャル"
"3.5周年まであと12日\n記念日当日はもちろんですが\nその日を待つ時間というのも\n心躍ります","8","0","1","3","80005","0","105901","0","","361","コッコロ"
"分かりますっ！\nどんな特別な料理を食べられるのか\n考えるだけでワクワクしますよね！","8","0","3","3","80005","0","105801","0","","362","ペコリーヌ"
"特別な料理といえば、お祭りですね\nそういえば主さまは学生として\n聖学祭に参加されたこと\nがあるとか…","9","0","1","3","80005","0","105901","0","","363","コッコロ"
"聖学祭…って、なにかしら？","7","0","2","3","80005","0","106401","0","","364","シェフィ"
"聖テレサ女学院の祭典ですよ\n二つのチームが競い合い\n青春を満喫するのが趣旨のようです","10","0","1","3","80005","0","105901","0","","365","コッコロ"
"それってカルミナの\nサプライズライブがあった\nお祭りよね？\nちょっと見たかったかも…","8","0","0","3","80005","0","106001","0","","366","キャル"
"カルミナの後の\nライブも好評だったらしいじゃない\n確か、なかよし部\nだったっけ…？","9","0","0","3","80005","0","106001","0","","367","キャル"
"なかよし部…\n仲が良さそうな名前で\nやばいですね☆","9","0","3","3","80005","0","105801","0","","368","ペコリーヌ"
"いや、そのまんますぎでしょ…","10","0","0","3","80005","0","106001","0","","369","キャル"
