ec2e1fe69dcbd3c9e51ff4035943fe71766d9d82aa2f6f4558f47bae30ba3cc2,63911f49d18e3256edd55e00171afbf9489515b2fc5b73201fe7f81c81482686,977de6d90d46d690497c128fb89c5a554214715212571f74977b134dca58938f,cde1792a591067a1be04215306a1e84521956837d95850458f9c937a12318260,844518bcfcdc9d7c0cd0c3387a824d22fd2cca4bd2f5660fcbcaa3bd0d75ceea,f7aa4f51cccc58f50f580d394b5b0e5c331d12155e346332f73d8b5c4aa377c4,51c7bd2460e7fee0eaa2e7678428d895d2db6558c29e803b4667a1450ab864e9,9552a177aee75724590b0a62554c23d8d81316272cdde2fe5f2611c0590c65f3,5b77ace9045de9440818f4539230b2b9460c326edeffbaa20e114cea125d2673,8245427ff3378fc3b45d730b8f649a8e352638a5ac7ed48e1b4dc59fb7830796,69ba278cc783b993f8ad2d40da52385927908a38a14f8d581da7a27a1b95ac14,bf384befda6d9bd04126a647bf7c4e803ba2c2b36d6f0bfe466a8e9c9669b0e2,d187a953e2ba3c5c235bde134fac7ea929ceb5f046def8d0d29d84b6a5d12457,2da644eccd564540d6c43c74a03de8fc910a9755c05199a9fa4e48311583d623,21ef226d4d0a7c0a89b46dff164a12d2dc3d6da8695ddbd4eaed8bb82480e065,7553bf783c49f5bff90f50164d1a97f14b68b2b27487b140e3f749df4dbeb883,a27aa147d2b9d72a203d6e58162fa126e8ab673e40a0854dd56d46973861c298,5d45c2aa120c61c634024ffa8d99298ce33883578d5301b7e6c18baf98ac5b47,68d56f72b5fc7e286b550983e5aaee3ea73376047a5768d2ed5adeb52b50d0d8,c8e064a6d7b86c32988a64e5fe62307e864018427e6eaac661b6163bf1943a46
"12497","これ、何と言う？","2","12489","12531","パンドラの箱","5","5","2","31665","神話に登場する、あらゆる災厄が詰められた箱。現代では、「触れてはならないもの」の代名詞","6","2242","1","パンドラの箱","12521","0","5","5","パンドラ箱"
"12472","これ、何と言う？","2","12531","12455","","5","5","2","12523","ショーなどの始まりに、司会者が言うあいさつとしてお決まりのフレーズ","5","2243","1","レディース&ジェントルメン","12488","0","5","5","ジェントル"
"12508","これ、何と言う？","2","12540","12516","","5","5","2","12517","旅に出る人に向けてかけるポピュラーなあいさつで、「良い旅を！」という意味がある","5","2244","3","ボン・ボヤージュ！","12472","0","5","5","ボヤージュ"
"12473","これ、何と言う？","2","12487","12486","","5","5","2","12540","「位置について、よーい、どん！」これに意味の近い英語のフレーズ","5","2245","2","レディ ステディー ゴー！","12451","0","5","5","ステディー"
"12381","これ、何と言う？","2","12398","12391","","4","4","2","12383","「賄賂（わいろ）」の別の呼び方。昔は着物のそでを使って、こっそり隠して渡したことから","4","2246","3","そでのした","12375","0","4","4","そでのした"
"12418","これ、何と読む？","2","12426","12358","","4","4","2","12358","","4","2247","2","魑魅魍魎＝ちみもうりょう","12423","0","4","4","もうりょう"
"12375","これ、何と言う？","1","12358","12421","","4","4","2","12356","スズナが使う『ヒデサイ』という言葉、とある言葉の読み間違いだが、本来なんと読むのが正しい？","4","2248","3","しゅうさい","12373","2248","4","4","しゅうさい"
"12375","これ、何と言う？","2","12403","12398","","4","4","2","12375","","4","2249","2","抜き足、差し足、しのびあし","12354","0","4","4","しのびあし"
"12475","これ、何と言う？","2","12467","12511","","5","5","2","12531","「：」の読み方は「コロン」、では「；」の読み方は？","5","2250","2","セミコロン","12525","0","5","5","セミコロン"
"12450","これ、何と言う？","2","12467","12452","","5","5","2","12540","無線で会話のやり取りをするときの決めごと。「ユーコピー？」と聞かれたら、なんと返す？","5","2251","3","アイコピー","12500","0","5","5","アイコピー"
"12383","これ、何と言う？","2","12398","12365","","4","4","2","12426","非常に勢いに乗っていることや、立身出世をすることをたとえるのに使う言葉","4","2252","3","鯉のたきのぼり","12412","0","4","4","たきのぼり"
"12358","このことわざ、何と言う？","2","12372","12362","","4","4","2","12429","","4","2253","3","うおごころあれば水心あり","12371","0","4","4","うおごころ"
"12363","これ、何と言う？","2","12356","12431","","4","4","2","23376","過保護にせず、世間に出して様々な経験をさせた方が子どものためになる。ということわざ","6","2254","1","かわいい子には旅をさせよ","12356","0","4","4","かわいい子"
"12456","これ、何と言う？","2","12525","12500","","5","5","2","12464","","5","2255","2","プロローグ⇔エピローグ","12540","0","5","5","エピローグ"
"12501","これ、何と言う？","2","12472","12451","","5","5","2","12523","","5","2256","2","心⇒メンタル　体⇒フィジカル","12459","0","5","5","フィジカル"
"12358","これ、何と言う？","2","12399","12385","","4","4","2","12385","「人と自分を比べて嫉妬するものではない」という言葉。だだをこねる子どもに対し言われがち","4","2257","2","よそはよそ、うちはうち","12358","0","4","4","うちはうち"
"12385","これ、何と言う？","2","12358","12423","","4","4","2","12369","落語の名作「寿限無」でつけられた名前。じゅげむじゅげむ………ちょうきゅうめいの□□□□□","4","2258","3","ちょうすけ","12377","0","4","4","ちょうすけ"
"12399","これ、何と言う？","2","12431","12375","このはし、わたるべからず","4","4","2","12427","「一休さん」のとんちで、意地悪な桔梗屋が店の前に立てた札に書かれていた言葉","4","2259","2","このはし、わたるべからず","12383","0","4","4","はしわたる"
"38556","これ、何と言う？","2","30446","23376","壁に耳あり 障子に目あり","6","6","2","12426","どこで誰が聞いているか分からないので、秘密というのは漏れるものだ。という意味のことわざ","4","2260","2","壁に耳あり 障子に目あり","12354","0","4","6","障子目あり"
"12379","これ、何と言う？","2","12365","12356","","4","4","2","12388","フィクションで人気のあるジャンル。はるか未来、荒廃して無秩序になった世界が描かれる","4","2261","2","せいきまつモノ","12414","0","4","4","せいきまつ"
"30064","これ、何と言う？","2","30028","19990","","6","6","2","29983","近年フィクションで人気のジャンル。主人公が現代社会から異なる世界に飛ばされるのが始まり","6","2262","2","異世界転生モノ","36578","0","6","6","異世界転生"
"12375","これ、何と言う？","2","12367","12423","","4","4","2","12531","ラブコメのお決まりとして、曲がり角でぶつかったヒロインがくわえている食べ物","5","2263","1","しょくパン","12497","0","5","4","しょくパン"
"12431","これ、何と言う？","2","12424","12427","","4","4","2","12358","時代劇で、わいろを受け取った悪代官が口にするお決まりのセリフ","4","2264","2","越後屋、お主もわるよのう","12398","0","4","4","わるよのう"
"12365","これ、何と言う？","2","12376","12435","","4","4","2","12358","本来はピラミッドのこと。転じて、スポーツや文芸などで後世に語り継がれるべき偉業のこと","4","2265","2","きんじとう","12392","0","4","4","きんじとう"
"12468","これ、何と言う？","2","12486","12456","","5","5","2","12450","「ゲーティア」とも表記される有名な魔法書。ソロモン王の伝承がしるされている","5","2266","3","ゴエティア","12451","0","5","5","ゴエティア"
"12456","これ、何と言う？","2","12531","12487","エデンのその","5","5","2","12398","神がアダムとイブを最初に住まわせた楽園のこと","4","2267","2","エデンのその","12381","0","4","5","エデンその"
"12495","これ、何と言う？","1","12479","12452","","5","5","2","12452","カオリの故郷のあいさつ。発音は伸ばしたり伸ばさなかったりするが、元気なカオリは伸ばしがち","5","2268","2","「ハイターイ！」","12540","2268","5","5","ハイターイ"
"12511","これ、英訳すると？","2","12458","12522","","5","5","2","12450","","5","2269","2","百万長者＝ミリオネア","12493","0","5","5","ミリオネア"
"12488","これ、何と言う？","2","12525","12522","","5","5","2","12540","文芸作品などの、「三部作」を指す言葉","5","2270","2","トリロジー","12472","0","5","5","トリロジー"
"12487","これ、何と言う？","2","12473","12451","","5","5","2","12500","","5","2271","2","ユートピア⇔ディストピア","12488","0","5","5","ディストピ"
"12417","これ、何と言う？","2","12374","12435","","4","4","2","12405","古くは、自分の罪を免除してもらうための証書。現代では、自分の失態を正当化する名目のこと","4","2272","3","めんざいふ","12356","0","4","4","めんざいふ"
"12487","これ、何と言う？","2","12466","12473","","5","5","2","12512","フィクションで人気のジャンル。主人公たちが、死の危険をともなうゲームに参加するストーリー","5","2273","2","デスゲーム","12540","0","5","5","デスゲーム"
"12523","これ、何と言う？","2","12503","12540","","5","5","2","12494","フィクションで人気のジャンル。ひたすら同じ時間を繰り返す世界で、原因を究明するストーリー","5","2274","2","ループモノ","12514","0","5","5","ループモノ"
"12481","これ、何と言う？","2","12505","12519","","5","5","2","12464","太古の時代に使われたと伝承される、「超ベリーグッド」を略したことば","5","2275","2","チョベリグ","12522","0","5","5","チョベリグ"
"26241","これ、何と言う？","2","35226","12434","","6","6","2","12378","有名な詩の一節。「春の眠り心地の良さに、朝が来たことも気づかず寝過ごしてしまう」の意味","4","2276","2","春眠暁を覚えず","12360","0","4","4","暁を覚えず"
"12463","このイベント名の「？」に入るのは？","1","12473","12522","","5","5","2","12473","","5","2277","1","メリープリンクリスマス！","12510","2277","5","5","クリスマス"
"12495","このイベント名の「？」に入るのは？","1","12454","12525","","5","5","2","12531","","5","2278","1","リトル・ブレイブ・\nハロウィンナイト！","12451","2278","5","5","ハロウィン"
"12511","このキャラは誰？","1","12461","12484","ミツキとユキ","5","5","2","12461","このイベントの中心と\nなった2人のキャラ","5","2279","2","ミツキとユキ","12518","2279","5","5","ミツキユキ"
"12488","このキャラは誰？","1","12471","12514","モニカ・トモ・シオリ・カスミ","5","5","2","12522","このイベントの中心と\nなった4人のキャラ","5","2280","2","モニカ・トモ・シオリ・カスミ","12458","2280","5","5","トモシオリ"
"12452","このキャラは誰？","1","12463","12458","シズル・イオ・クウカ","5","5","2","12459","このイベントの中心と\nなった3人のキャラ","5","2281","2","シズル・イオ・クウカ","12454","2281","5","5","イオクウカ"
"12489","これ、何？","1","12468","12521","","5","5","2","12474","このイベントの中心と\nなったギルドの名前","5","2282","2","ドラゴンズネスト","12531","2282","5","5","ドラゴンズ"
"12523","これ、何？","1","12475","12540","","5","5","2","12488","このイベントの中心と\nなったギルドの名前","5","2283","2","ルーセント学院","12531","2283","5","5","ルーセント"
"12463","これ、何？","1","12511","12523","アヤネ・クルミ・チカ","5","5","2","12459","このイベントの中心と\nなった3人のキャラ","5","2284","2","アヤネ・クルミ・チカ","12481","2284","5","5","クルミチカ"
"12473","これ、何と言う？","1","12540","12488","","5","5","2","12540","プリコネRのストーリー機能で、過去に開催されたイベントをダイジェストでプレイできるもの","5","2285","1","サイドストーリー","12522","0","5","5","ストーリー"
"12362","これ、何と言う？","1","12418","12392","","4","4","2","12385","『ルナ』がよく口にするセリフ。\n「ルナの□□□□□になってくれる？」","4","2286","2","おともだち","12384","1266","4","4","おともだち"
"12354","これ、何と言う？","1","12383","12420","","4","4","2","12358","初対面のシーンで、『アオイ』が極度の緊張のあまり口走った謎のひとこと","4","2287","3","あやとり大好きあやたろう","12429","2287","4","4","あやたろう"
"38450","これ、何と言う？","1","39764","29359","","6","6","2","12434","初対面のシーンで、警戒した『キョウカ』が発したセリフ","4","2288","3","防犯魔石を鳴らしますよ！","30707","2019","6","6","防犯魔石を"
"12461","これ、何と言う？","1","12496","12487","","5","5","2","12516","『クルミ』に教えてあげた、緊張を解くおまじない","5","2289","3","サルキデバレヤ","12524","2289","5","5","キデバレヤ"
"12469","これ、何と言う？","2","12489","12452","サイドキック","5","5","2","12463","フィクション作品、特にヒーロー漫画で、主人公の相棒として行動を共にするキャラのこと","5","2290","3","サイドキック","12461","0","5","5","サイドキク"
"12475","これ、何と言う？","2","12471","12463","","5","5","2","12531","「§」マークの正式名称","5","2291","3","セクション","12519","0","5","5","セクション"
"12497","これ、何と言う？","2","12464","12521","","5","5","2","12501","「¶」マークの正式名称","5","2292","3","パラグラフ","12521","0","5","5","パラグラフ"
"12422","これ、何と言う？","2","12375","12358","","4","4","2","12358","「決勝」で勝つと、どうなる？","4","2293","2","ゆうしょう","12423","0","4","4","ゆうしょう"
"12510","これ、何と言う？","2","12493","12464","","5","5","2","12488","「磁石」の英訳を、カタカナで書くと","5","2294","1","マグネット","12483","0","5","5","マグネット"
"12405","これ、何と言う？","2","12425","12367","","4","4","2","12366","膝の裏と、足首との間の部位","4","2295","1","ふくらはぎ","12399","0","4","4","ふくらはぎ"
"12402","これ、何と言う？","2","12358","12423","","4","4","2","12435","「意外なところから、あり得ないものや、思いもよらないものが飛び出すこと」を喩えたことわざ","4","2296","2","ひょうたんから駒","12383","0","4","4","ひょうたん"
"12403","これ、何と言う？","2","12358","12423","","4","4","2","12435","「HOSPITAL」を和訳すると？","4","2297","1","びょういん","12356","0","4","4","びょういん"
"12394","これ、何と言う？","2","12428","12364","","4","4","2","12375","「SHOOTING STAR」を日本語に","4","2298","1","ながれぼし","12412","0","4","4","ながれぼし"
"12363","これ、何と言う？","2","12368","12374","","4","4","2","12414","「風車」の読み方、「ふうしゃ」以外だと？","4","2299","1","かざぐるま","12427","0","4","4","かざぐるま"
"12362","これ、何と読む？","2","12375","12392","","4","4","2","12394","「穽」の読み仮名（ひらがな５文字）","4","2300","3","おとしあな","12354","0","4","4","おとしあな"
"12363","これ、何と読む？","2","12388","12383","","4","4","2","12426","「蝸」の読み仮名（ひらがな５文字）","4","2301","3","かたつむり","12416","0","4","4","かたつむり"
"12371","これ、何と読む？","2","12398","12358","","4","4","2","12426","「鸛」の読み仮名（ひらがな５文字）","4","2302","3","こうのとり","12392","0","4","4","こうのとり"
"12375","これ、何と読む？","2","12358","12421","","4","4","2","12417","「姑」の読み仮名（ひらがな５文字）","4","2303","1","しゅうとめ","12392","0","4","4","しゅうとめ"
"12420","これ、何と読む？","2","12376","12367","","4","4","2","12358","「約定」の読み仮名（ひらがな５文字）","4","2304","2","やくじょう","12423","0","4","4","やくじょう"
"12376","これ、何と読む？","2","12358","12423","","4","4","2","12365","「定石」の読み仮名（ひらがな５文字）","4","2305","2","じょうせき","12379","0","4","4","じょうせき"
"12360","これ、何と読む？","2","12365","12435","","4","4","2","12367","「婉曲」の読み仮名（ひらがな５文字）","4","2306","2","えんきょく","12423","0","4","4","えんきょく"
"12354","これ、何と読む？","2","12403","12356","","4","4","2","12358","「愛猫」の読み仮名（ひらがな５文字）","4","2307","2","あいびょう","12423","0","4","4","あいびょう"
"12392","これ、何と読む？","2","12429","12371","","4","4","2","12435","「心太」の読み仮名（ひらがな５文字）","4","2308","3","ところてん","12390","0","4","4","ところてん"
"12376","これ、何と読む？","2","12435","12421","","4","4","2","12421","「遵守」の読み仮名（ひらがな５文字）","4","2309","2","じゅんしゅ","12375","0","4","4","じゅんしゅ"
"12380","これ、何と読む？","2","12363","12435","","4","4","2","12365","「漸化式」の読み仮名（ひらがな５文字）","4","2310","2","ぜんかしき","12375","0","4","4","ぜんかしき"
"12371","これ、何と読む？","2","12372","12392","","4","4","2","12367","「尽く」の読み仮名（ひらがな５文字）","4","2311","3","ことごとく","12392","0","4","4","ことごとく"
"12373","これ、何と読む？","2","12375","12435","","4","4","2","12358","「山椒」の読み仮名（ひらがな５文字）","4","2312","1","さんしょう","12423","0","4","4","さんしょう"
"12360","これ、何と読む？","2","12365","12398","","4","4","2","12369","「榎茸」の読み仮名（ひらがな５文字）","4","2313","2","えのきたけ","12383","0","4","4","えのきたけ"
"12371","これ、何と読む？","2","12395","12435","","4","4","2","12367","「蒟蒻」の読み仮名（ひらがな５文字）","4","2314","1","こんにゃく","12419","0","4","4","こんにゃく"
"12376","これ、何と読む？","2","12435","12397","","4","4","2","12423","「自然薯」の読み仮名（ひらがな５文字）","4","2315","1","じねんじょ","12376","0","4","4","じねんじょ"
"12425","これ、何と読む？","2","12365","12387","","4","4","2","12358","「辣韮」の読み仮名（ひらがな５文字）","4","2316","3","らっきょう","12423","0","4","4","らっきょう"
"12450","これ、何と言う？","1","12488","12473","","5","5","3","12512","アストライア大陸を舞台としたオンラインゲーム","5","3001","1","レジェンドオブアストルム","12523","0","5","5","アストルム"
"12452","これ、何と読む？","1","12540","12514","","5","5","3","12523","『シュテッヒパルム』が前世において所属していた暗黒騎士団","5","3002","2","熾炎戦鬼煉獄血盟暗黒団＝ジ・オーダー・オブ・\nゲヘナ・イモータルズ","12479","3002","5","5","イモータル"
"12384","これ、何と言う？","2","12356","12356","","4","4","3","12376","農業、林業など、原材料や食料などを作る産業のこと","4","3003","2","だいいちじ産業","12385","0","4","4","だいいちじ"
"12480","これ、何と言う？","2","12491","12452","","5","5","3","12464","1LDK、2LDKなどの間取り用語の中で「D」が表す空間","5","3005","1","ダイニング","12531","0","5","5","ダイニング"
"25937","これ、何と言う？","2","33258","24613","","6","6","3","36554","「救急車」の正式名称","6","3006","3","救急自動車","21205","0","6","6","救急自動車"
"25945","これ、何と言う？","2","29992","31185","","6","6","3","26360","「教科書」の正式名称","6","3007","3","教科用図書","22259","0","6","6","教科用図書"
"12521","これ、何と言う？","2","12489","12531","","5","5","3","12488","視力検査に使われる「C」マークの正式名称","5","3008","3","ランドルト環","12523","0","5","5","ランドルト"
"12467","これ、何と言う？","2","12475","12531","","5","5","3","12488","どの家庭にもある、電化製品に電力を供給するための設備。ブタの鼻にもたとえられる","5","3009","3","コンセント","12531","0","5","5","コンセント"
"26410","これ、何と言う？","2","35469","30906","","6","6","3","34892","「UFO（Unidentified Flying Object）」を和訳した言葉","6","3010","2","未確認飛行物体","39131","0","6","6","未確認飛行"
"12456","これ、何と言う？","2","12470","12522","","5","5","3","12473","猫や犬がケガをしたときに、自分で舐めてしまうのを防止するための首輪","5","3011","2","エリザベスカラー","12505","0","5","5","エリザベス"
"12450","これ、何と言う？","1","12489","12463","","5","5","3","12452","ランドソルで活動する悪徳商会。会長の名がそのまま商会の名前にもなっている","5","3012","3","アクドーイ商会","12540","0","5","5","アクドーイ"
"12409","この問題の答えは？","1","12365","12435","","4","4","3","12358","【リトルリリカル】で一番しっかりもの、優等生な『キョウカ』の趣味はなに？","4","3016","3","べんきょう","12423","2019","4","4","べんきょう"
"12477","これはどこ？","1","12398","12523","","4","5","3","12358","ランドソルの中心にそびえ立つ巨塔にして、【トゥインクルウィッシュ】結成のゆえんとなった物","4","3020","1","ソルのとう","12392","0","4","5","ソルのとう"
"12399","これ、何と言う？","2","12393","12392","","4","4","3","12356","特定の時間になると仕掛けが動いて、「ポッポ、ポッポ…」と鳴く時計","4","3026","1","はとどけい","12369","0","4","4","はとどけい"
"12377","これ、何と言う？","2","12393","12394","","4","4","3","12356","小さい穴から砂を少しずつ落として、落ちた砂の量で時をはかる道具","4","3029","1","すなどけい","12369","0","4","4","すなどけい"
"36947","これ、何と言う？","2","20132","36335","","6","6","3","27861","道路の危険や障害を防ぎ、安全かつスムーズな交通を実現するために定められた法律","6","3050","2","道路交通法","36890","0","6","6","道路交通法"
"21172","これ、何と言う？","2","22522","20685","","6","6","3","27861","労働者を守るために、契約や賃金などの面での最低基準を取り決めた法律","6","3051","2","労働基準法","28310","0","6","6","労働基準法"
"20816","これ、何と言う？","2","31119","31461","","6","6","3","27861","全ての子どもたちの福祉を実現するために、行うべき児童支援を定めた法律","6","3053","2","児童福祉法","31049","0","6","6","児童福祉法"
"24314","これ、何と言う？","2","22522","31689","","6","6","3","27861","建築物の設備や構造などについて、果たすべき最低基準を定めた法律","6","3054","2","建築基準法","28310","0","6","6","建築基準法"
"12383","このなぞなぞの答えは？","2","12425","12363","","4","4","3","12398","…しすせそののののののののののののののののののののやゆよ…","4","3063","3","たからもの","12418","0","4","4","たからもの"
"12385","このなぞなぞの答えは？","2","12425","12363","","4","4","3","12385","…しすせそたちちちちちちちちちちちちちちちちちちちちちちちやゆよ…","4","3064","3","ちからもち","12418","0","4","4","ちからもち"
"12501","これ、何と言う？","2","12491","12449","ファニーボーン","5","5","3","12531","肘をぶつけた時にジーンとする部位の、一般的な呼ばれ方","5","3065","3","ファニーボーン","12508","0","5","5","ファニボン"
"12450","これ、何と言う？","2","12524","12464","","5","5","3","12488","靴紐の先がほつれないようについている硬い部分","5","3066","3","アグレット","12483","0","5","5","アグレット"
"12521","これ、何と言う？","2","12459","12496","ラバーカップ","5","5","3","12503","トイレの水詰まりを解消する器具、通称「スッポン」","5","3067","3","ラバーカップ","12483","0","5","5","ラバカップ"
"12375","これ、何と読む？","2","12367","12420","","4","4","3","12423","地図記号で「◎」","4","3068","3","しやくしょ","12375","0","4","4","しやくしょ"
"12411","これ、何と読む？","2","12435","12369","","4","4","3","12423","地図記号で「⊕」","4","3069","3","ほけんじょ","12376","0","4","4","ほけんじょ"
"12385","これ、何と読む？","2","12400","12419","","4","4","3","12369","地図記号で「∴」","4","3070","3","ちゃばたけ","12383","0","4","4","ちゃばたけ"
"12363","これ、何と言う？","2","12363","12415","","4","4","3","12375","有名な伝承。聖なる場所や山野で、人が突然行方を消すことを、神の仕業ととらえた表現","4","3073","1","かみかくし","12367","0","4","4","かみかくし"
"12395","これ、何と言う？","2","12358","12421","","4","4","3","12358","温泉施設で温泉に入った際にかかる税金","4","3074","2","にゅうとう税","12392","0","4","4","にゅうとう"
"12418","これ、何と言う？","2","12425","12393","","4","4","3","12356","火災など緊急時の避難において大事とされる標語で、頭文字をとって「おはしもち」と表される","4","3075","2","おさない・はしらない・しゃべらない\nもどらない・ちかづかない","12394","0","4","4","もどらない"
"12375","これ、何と言う？","2","12435","12390","","4","4","3","12358","「持国天」・「増長天」・「広目天」・「毘沙門天」、これらの神様を合わせてなんと言う？","4","3076","3","してんのう","12398","0","4","4","してんのう"
"12502","これ、何と言う？","2","12461","12483","","5","5","3","12464","仕事やプライベートの用事を、誤って同じ日時に二重で入れてしまうこと","5","3077","1","ダブルブッキング","12531","0","5","5","ブッキング"
"21514","これ、何と言う？","2","12373","12427","","4","6","3","12383","タロットの大アルカナのひとつ。「刑死者」とも","4","3078","3","ザ・ハングドマン＝吊るされた男","12428","0","4","4","吊るされた"
"12510","これ、何と言う？","2","12481","12510","","5","5","3","12522","もっとも多く流通している自転車の俗称。曲がったハンドルなどが婦人にも乗りやすいことから","5","3079","3","ママチャリ","12515","0","5","5","ママチャリ"
"12469","これ、何と言う？","2","12506","12473","","5","5","3","12473","映画や小説の一ジャンル。先の読めないハラハラ・ヒヤヒヤ感があり、推理・ホラー系に多い","5","3080","2","サスペンス","12531","0","5","5","サスペンス"
"12469","これ、何と言う？","2","12479","12510","サマータイム制","5","5","3","12512","一部地域で用いられる、「夏の間は時刻を１時間分進める」という制度のこと。「夏時間」とも","5","3081","2","サマータイム制","12452","0","5","5","サマタイム"
"12411","これ、何と言う？","2","12423","12376","","4","4","3","12435","子どもが自転車にまだうまく乗れない時期に、サポート用に装着する小さな車輪","4","3082","1","ほじょりん","12426","0","4","4","ほじょりん"
"12522","これ、何と言う？","2","12471","12503","","5","5","3","12531","近年人気の「サブスク」、略さずに言うと？","5","3083","2","サブスクリプション","12519","0","5","5","リプション"
"26410","これ、何と書く？","2","35469","30906","","6","6","3","29289","ツチノコや雪男などの存在を指す「UMA」の、漢字での表記","6","3084","3","UMA＝未確認動物","21205","0","6","6","未確認動物"
"12502","これ、何と言う？","2","12499","12540","","5","5","3","36062","ビリから2番目の順位に与えられる賞のこと","6","3085","1","ブービー賞","12540","0","5","5","ブービー賞"
"12362","このミニゲームの「？」に入るのは？","1","12385","20804","","4","4","3","12435","","4","3086","2","お兄ちゃん争奪！","12419","3086","4","6","お兄ちゃん"
"12456","このミニゲームの「？」に入るのは？","1","12473","12463","","5","5","3","12471","","5","3087","2","飛行道中エクスタシー","12479","3087","5","5","エクスタシ"
"12510","このミニゲームの「？」に入るのは？","1","12452","12502","","5","5","3","12365","","4","3088","2","カオリのマブイしき空手道場","12375","3088","4","5","マブイしき"
"12489","このミニゲームの「？」に入るのは？","1","12468","12521","","5","5","3","12474","","5","3089","2","大激戦！しりとりドラゴンズ","12531","3089","5","5","ドラゴンズ"
"12481","このミニゲームの「？」に入るのは？","1","12362","12474","チーズお守り大作戦","4","5","3","12426","","4","3090","2","チーズお守り大作戦","23432","3090","6","5","チズお守り"
"12507","このミニゲームの「？」に入るのは？","1","12512","12540","","5","5","3","12531","","5","3091","2","ミサトのホームランドリル","12521","3091","5","5","ホームラン"
"31350","このミニゲームの「？」に入るのは？","1","12408","26997","","4","6","3","36947","","6","3093","2","ミヤコ's キッチン 究極への道","12398","3093","4","6","究極への道"
"12464","これ、何と言う？","2","12491","12522","","5","5","3","12472","協定世界時が採用される以前に、国際的な基準時刻として採用された時刻の名称","5","3094","3","グリニッジ標準時","12483","0","5","5","グリニッジ"
"12407","これ、何と言う？","1","12371","12426","","4","4","3","12387","プリンセスコネクト！Re:Dive 　公式4コマまんがのタイトル","4","3095","1","ぷりこねっ！りだいぶ","12397","3095","4","4","ぷりこねっ"
"12500","これ、何と言う？","2","12398","12469","","4","5","3","22612","有名な塔の名前。地盤沈下により少し斜めに傾いている姿が特徴的","6","3103","1","ピサの斜塔","26012","0","6","5","ピサの斜塔"
"12498","これ、何と言う？","1","12540","12517","","5","5","3","12531","アストルムに存在する種族、獣人族・エルフ族・魔族・ドラゴン族、残りひとつは？","5","3106","2","ヒューマン族","12510","0","5","5","ヒューマン"
"19977","これ、何と言う？","2","12398","31278","","4","6","3","22120","「草薙の剣」・「八咫鏡」・「八尺瓊勾玉」、合わせてなんと言う？","6","3115","2","三種の神器","31070","0","6","6","三種の神器"
"35211","歌っている曲の名前は？","1","12356","12383","","4","6","3","12425","『ノゾミ』が「聖学祭」\nで歌った楽曲","4","3124","3","君の笑顔が見たいから","12363","3124","4","4","見たいから"
"12450","これ、何と言う？","2","12506","12473","","5","5","3","12488","「4：3」や「16：9」が一般的。画面や画像の縦横比率のこと","5","3125","2","アスペクト比","12463","0","5","5","アスペクト"
"12373","これ、何と言う？","2","12394","12435","","4","4","3","12403","初夢に見ると縁起が良いと言われる3つのもの","4","3126","1","一富士 二鷹 さんなすび","12377","0","4","4","さんなすび"
"12375","これ、何と言う？","2","12426","12421","","4","4","3","12435","「忍者の武器」として広く認知される、手のひらサイズの飛び道具","4","3127","1","しゅりけん","12369","0","4","4","しゅりけん"
"12356","これ、何と言う？","2","12426","12364","","4","4","3","12358","忍者の派閥として、「甲賀流」に並び、もっとも広く認知されるものの一つ","4","3128","3","いがりゅう","12421","0","4","4","いがりゅう"
"12397","これ、何と言う？","2","12385","12435","","4","4","3","12358","3年保育の幼稚園の組分け","4","3129","1","年少組⇒年中組⇒\n⇒ねんちょう組","12423","0","4","4","ねんちょう"
"12501","これ、何？","2","12452","12521","","5","5","3","12531","有名ななぞなぞ。パンはパンでも、食べられないパンは？","5","3133","1","フライパン","12497","0","5","5","フライパン"
"12463","これ、何と言う？","1","12501","12477","","5","5","3","12531","『アカリ』の趣味の楽器である\n「サックス」の正式名称","5","3134","1","サクソフォン","12457","3134","5","5","クソフォン"
"12522","これ、何と言う？","2","12540","12500","","5","5","3","12540","「常連客」の別の呼び方。繰り返し利用してくれることから","5","3141","1","リピーター","12479","0","5","5","リピーター"
"12503","この曲の名前は？","1","12531","12522","","5","5","3","12473","「メインストーリー第1部」のオープニング楽曲（カタカナで）","5","3143","1","ロストプリンセス","12475","3143","5","5","プリンセス"
"72","この曲の名前は？","1","112","97","","3","2","3","121","「メインストーリー第1部」のエンディング楽曲","3","3144","1","Connecting Happy！！","112","3144","3","3","Happy"
"12471","この曲の名前は？","1","12524","12463","アブソリュートシークレット","5","5","3","12488","「メインストーリー第1部8章」のエンディング楽曲（カタカナで）","5","3145","2","アブソリュートシークレット","12483","3145","5","5","シクレット"
"12510","この曲の名前は？","1","12507","12452","","5","5","3","12512","イベント「デンジャラスバカンス！ 渚のグルメプリンセス」のエンディング楽曲","5","3146","3","えがおのマイホーム","12540","3146","5","5","マイホーム"
"12481","この曲の名前は？","1","12467","12519","スーパーチョコレート","5","5","3","12488","イベント「バトルオブバレンタイン！ 想いぶつかるスウィートバトル」のエンディング楽曲","5","3147","3","スーパーチョコレート","12524","3147","5","5","チョコレト"
"26410","この曲の名前は？","1","27770","35299","未解決な想い","6","6","3","12356","イベント「王都の名探偵 嘆きの追跡者」のエンディング楽曲","4","3148","3","未解決な想い","24819","3148","6","6","未解決想い"
