8460b2f0f6587b7808786d8bfba0b0696332cb52a8c4395ca1c71027b1b079fa,c95498f966927db923f42492e415f4057c5bb573544b749a1ef1b6c28a4757ff,3b897f7e8e1034f090ecfe5e01875f4e89b90a94ed85ebcaebee2a91cb8c1502,2010c987b8d7694640a4fe81c26981f1c79769a65eda056ab732e57cbdf602db,e6c44f66f34fc8f3c94f709af4fdb006741935bda2d64f054181af9377f526fa,50f7f0f8fd75d1eeeded08e599e087bfab261eabda4c21b99a2d785a5d7b3fdd,976cf6d3205e20997473c0270898214be33cf13ebc5b2d3f80084a631f825812,d589a8d3dc4ecd9533cbda887db28cb21fba138c8c9a27148a4715c524fd244c,e9945584cff320319dd3448735b1cacb23f13b2142ec45074f4df81fccb8faa4,c099c504e2c1e222fed32475a03cd4557aefca486b8be1ecf95f0b344d8e4f90,e5a5abcf62e37ff7ce21e1f448ba996afef28cbddc13f718b5316d6832bc1577
"113511","3","svd_idle_memory","1","","","0.2","","1007005","1007005074",""
"113411","12","7","1","","","0","0","1007005","1007005075",""
"113411","3","svd_talk_thinking","1","","1","0.2","","1007005","1007005076",""
"3","93","","","","","","","1007005","1007005077",""
"113411","3","svd_idle_thinking","1","","1","0.2","","1007005","1007005078",""
"113511","12","6","1","","","0","0","1007005","1007005079",""
"113511","3","svd_talk_normal","1","","","0.2","","1007005","1007005080",""
"3","93","","","","","","","1007005","1007005081",""
"113511","3","svd_idle_normal","1","","","0.2","","1007005","1007005082",""
"113411","12","9","1","","","0","0","1007005","1007005083",""
"113411","3","svd_talk_memory","1","","1","0.2","","1007005","1007005084",""
"3","93","","","","","","","1007005","1007005085",""
"113411","3","svd_idle_memory","1","","1","0.2","","1007005","1007005086",""
"1007005071","101","","","","","","","1007005","1007005087",""
"333","6","1","1","1","0","1","0","1007005","1007005088",""
"113511","4","1","","","","","","1007005","1007005089",""
"113511","3","svd_run","1","","","0.2","","1007005","1007005090",""
"113511","2","-750","-300","0.8","0","","","1007005","1007005091",""
"113411","4","0","","","","","","1007005","1007005092",""
"113411","3","svd_run","1","","","0.2","","1007005","1007005093",""
"113411","2","750","-300","0.8","0","","","1007005","1007005094",""
"0.6","93","","","","","","","1007005","1007005095",""
"113511","6","1","1","1","0","0.2","0","1007005","1007005096",""
"113411","6","1","1","1","0","0.2","0","1007005","1007005097",""
"0","91","","","","","","","1007005","1007005098",""
"2","5","113511","100","-750","-300","2.08","0","1007006","1007006001","svd_idle_normal"
"1","5","113411","100","650","-300","2.08","1","1007006","1007006002","svd_idle_normal"
"3","5","333","0","0","0","1","0","1007006","1007006003","svd_white_loop"
"333","6","1","1","1","0","0","0","1007006","1007006004",""
"113511","7","2","0","0","","","","1007006","1007006005",""
"113511","2","-750","-300","0.5","0","","","1007006","1007006006",""
"113411","6","1","1","1","0","0","0","1007006","1007006007",""
"7","31","17","-140","-40","0.8","0","","1007006","1007006008",""
"17","34","2","0","0","","","","1007006","1007006009",""
"1","93","","","","","","","1007006","1007006010",""
"333","6","1","1","1","0.4","0.8","0","1007006","1007006011",""
"113511","3","svd_idle_see_sad_pre2","0","svd_idle_see_sad2","1","0.2","0","1007006","1007006012",""
"113511","2","-600","-300","1.1","0","","","1007006","1007006013",""
"1","93","","","","","","","1007006","1007006014",""
"17","32","1","","","","","","1007006","1007006015",""
"0","91","","","","","","","1007006","1007006016",""
"113511","94","240","260","0","80","","","1007006","1007006017",""
"17","32","0","","","","","","1007006","1007006018",""
"113511","12","15","1","","","0","0","1007006","1007006019",""
"113511","3","svd_walk_sad2","1","","","0.2","","1007006","1007006020",""
"113511","7","0","2","0","","","","1007006","1007006021",""
"113511","2","-250","-300","2","0","","","1007006","1007006022",""
"2","93","","","","","","","1007006","1007006023",""
"113511","3","svd_idle_sad","1","","","0.2","","1007006","1007006024",""
"0.5","93","","","","","","","1007006","1007006025",""
"0","91","","","","","","","1007006","1007006026",""
"113511","3","svd_talk_sad","1","","","0.2","","1007006","1007006027",""
"vo_svd","21","vo_svd_0621","0","0","","","","1007006","1007006028",""
"113511","11","一匹も釣れないとは…\n本当に不甲斐ないですわ…","6","0","0","0","0","1007006","1007006029","1"
"0","91","","","","","","","1007006","1007006030",""
"113511","3","svd_idle_sad","1","","","0.2","","1007006","1007006031",""
"113411","3","svd_walk_glad","1","","","0.2","","1007006","1007006032",""
"113411","2","250","-300","2","0","","","1007006","1007006033",""
"113411","6","1","1","1","1","0.4","0","1007006","1007006034",""
"2","93","","","","","","","1007006","1007006035",""
"113411","3","svd_idle_normal","1","","","0.2","","1007006","1007006036",""
"0.4","93","","","","","","","1007006","1007006037",""
"113411","3","svd_talk_memory","1","","","0.2","","1007006","1007006038",""
"vo_svd","21","vo_svd_0622","0","0","","","","1007006","1007006039",""
"113411","11","でも、魚を釣ってるときの\n弟くんかっこよかったね…","6","0","0","0","0","1007006","1007006040","1"
"0","91","","","","","","","1007006","1007006041",""
"113411","3","svd_idle_memory","1","","","0.2","","1007006","1007006042",""
"113511","3","svd_talk_memory","1","","","0.2","","1007006","1007006043",""
"vo_svd","21","vo_svd_0623","0","0","","","","1007006","1007006044",""
"113511","11","えぇ…あんな顔をした\nあのおかたに釣られるなら\n魚も本望でしょう…","6","0","0","0","0","1007006","1007006045","1"
"0","91","","","","","","","1007006","1007006046",""
"113511","3","svd_idle_memory","1","","","0.2","","1007006","1007006047",""
"113411","3","svd_talk_normal","1","","","0.2","","1007006","1007006048",""
"vo_svd","21","vo_svd_0624","0","0","","","","1007006","1007006049",""
"113411","11","でも次は私たちが\nご馳走したいよね！","6","0","0","0","0","1007006","1007006050","1"
"0","91","","","","","","","1007006","1007006051",""
"113411","3","svd_idle_normal","1","","","0.2","","1007006","1007006052",""
"113511","3","svd_talk_sad","1","","","0.2","","1007006","1007006053",""
"vo_svd","21","vo_svd_0625","0","0","","","","1007006","1007006054",""
"113511","11","しかし釣りは思いのほか\n難しいですわ…\nそうなると…","5","0","0","0","0","1007006","1007006055","1"
"0","91","","","","","","","1007006","1007006056",""
"113511","3","svd_idle_sad","1","","","0.2","","1007006","1007006057",""
"113411","3","svd_surprise","0","svd_talk_joy2","1","0.2","0.2","1007006","1007006058",""
"vo_svd","21","vo_svd_0626","0","0","","","","1007006","1007006059",""
"113411","11","…！　素潜り！\n素潜りならいける気がするよ！","6","0","0","0","0","1007006","1007006060","1"
"0","91","","","","","","","1007006","1007006061",""
"113411","3","svd_idle_joy2","1","","","0.2","","1007006","1007006062",""
"113511","3","svd_surprise","0","svd_talk_wish","1","0.2","0.2","1007006","1007006063",""
"vo_svd","21","vo_svd_0627","0","0","","","","1007006","1007006064",""
"113511","11","なるほど！\nさっそく参りましょう！\n深海の主を狩りに！","6","0","0","0","0","1007006","1007006065","1"
"3","93","","","","","","","1007006","1007006066",""
"113511","3","svd_attack_standby","0","svd_attack_idle","1","0.2","0.2","1007006","1007006067",""
"1007006065","91","","","","","","","1007006","1007006068",""
"0","93","","","","","","","1007006","1007006069",""
"113511","3","svd_attack_finish","0","svd_idle_normal","1","0.2","0.2","1007006","1007006070",""
"0.4","93","","","","","","","1007006","1007006071",""
"","102","","","","","","","1007006","1007006072",""
"1","93","","","","","","","1007006","1007006073",""
"113511","12","11","1","","","0","0","1007006","1007006074",""
"113511","3","svd_cmn_think","0","svd_idle_thinking","1","0.2","0.2","1007006","1007006075",""
"3","93","","","","","","","1007006","1007006076",""
"113511","3","svd_idle_thinking","1","","","0.2","","1007006","1007006077",""
"113411","12","4","1","","","0","0","1007006","1007006078",""
"113411","3","svd_surprise","0","svd_idle_surprise1","1","0.2","0.2","1007006","1007006079",""
"3","93","","","","","","","1007006","1007006080",""
"113411","3","svd_idle_surprise1","1","","1","0.2","","1007006","1007006081",""
"113511","12","1","1","","","0","0","1007006","1007006082",""
"113511","3","svd_talk_sad","1","","","0.2","","1007006","1007006083",""
"3","93","","","","","","","1007006","1007006084",""
"113511","3","svd_idle_sad","1","","","0.2","","1007006","1007006085",""
"113411","12","7","1","","","0","0","1007006","1007006086",""
"113411","3","svd_talk_normal","1","","1","0.2","","1007006","1007006087",""
"3","93","","","","","","","1007006","1007006088",""
"113411","3","svd_idle_normal","1","","1","0.2","","1007006","1007006089",""
"1007006074","101","","","","","","","1007006","1007006090",""
"333","6","1","1","1","0","1","0","1007006","1007006091",""
"113511","4","1","","","","","","1007006","1007006092",""
"113511","3","svd_run","1","","","0.2","","1007006","1007006093",""
"113511","2","-750","-300","0.8","0","","","1007006","1007006094",""
"113411","4","0","","","","","","1007006","1007006095",""
"113411","3","svd_run","1","","","0.2","","1007006","1007006096",""
"113411","2","750","-300","0.8","0","","","1007006","1007006097",""
"0.6","93","","","","","","","1007006","1007006098",""
"113511","6","1","1","1","0","0.2","0","1007006","1007006099",""
"113411","6","1","1","1","0","0.2","0","1007006","1007006100",""
"0","91","","","","","","","1007006","1007006101",""
"1","5","113511","100","-250","-560","2.08","0","1007007","1007007001","svd_idle_normal"
"2","5","113411","100","250","-560","2.08","1","1007007","1007007002","svd_idle_normal"
"3","5","333","0","0","0","1","0","1007007","1007007003","svd_white_loop"
"333","6","1","1","1","0","0","0","1007007","1007007004",""
"113511","6","1","1","1","0","0","0","1007007","1007007005",""
"113411","6","1","1","1","0","0","0","1007007","1007007006",""
"1","93","","","","","","","1007007","1007007007",""
"333","6","1","1","1","0.4","0.8","0","1007007","1007007008",""
"113511","3","svd_jump2","0","svd_idle_normal","1","0.2","0.2","1007007","1007007009",""
"113411","3","svd_jump2","0","svd_idle_normal","1","0.2","0.2","1007007","1007007010",""
"0.3","93","","","","","","","1007007","1007007011",""
"113511","2","-250","-300","0.75","0","","","1007007","1007007012",""
"113411","2","250","-300","0.75","0","","","1007007","1007007013",""
"113511","6","1","1","1","1","0.4","0","1007007","1007007014",""
"113411","6","1","1","1","1","0.4","0","1007007","1007007015",""
"113511","12","6","0.2","","","0","0","1007007","1007007016",""
"113411","12","6","0.2","","","0","0","1007007","1007007017",""
"1.2","93","","","","","","","1007007","1007007018",""
"0","91","","","","","","","1007007","1007007019",""
"113411","3","svd_idle_normal","1","","","0.2","","1007007","1007007020",""
"113511","3","svd_talk_joy2","1","","","0.2","","1007007","1007007021",""
"vo_svd","21","vo_svd_0721","0","0","","","","1007007","1007007022",""
"113511","11","お姉ちゃんも弟くんの\n楽しそうな顔が見られて\nうれしかったよ！","7","0","0","0","0","1007007","1007007023","1"
"0","91","","","","","","","1007007","1007007024",""
"113511","3","svd_idle_joy2","1","","","0.2","","1007007","1007007025",""
"113411","3","svd_talk_memory","1","","","0.2","","1007007","1007007026",""
"vo_svd","21","vo_svd_0722","0","0","","","","1007007","1007007027",""
"113411","11","そもそも、あなた様からの\nボールを落とすなんて、絶対に\nあってはいけませんわ…","6","0","0","0","0","1007007","1007007028","1"
"0","91","","","","","","","1007007","1007007029",""
"113411","3","svd_idle_memory","1","","","0.2","","1007007","1007007030",""
"113511","3","svd_talk_joy2","1","","","0.2","","1007007","1007007031",""
"vo_svd","21","vo_svd_0723","0","0","","","","1007007","1007007032",""
"113511","11","その通り！\nどんな場所に来ようと\n必ず打ち返してみせるよ！","6","0","0","0","0","1007007","1007007033","1"
"0","91","","","","","","","1007007","1007007034",""
"113511","3","svd_idle_joy2","1","","","0.2","","1007007","1007007035",""
"113411","3","svd_talk_sad","1","","","0.2","","1007007","1007007036",""
"vo_svd","21","vo_svd_0724","0","0","","","","1007007","1007007037",""
"113411","11","ですが、あなた様からの\n贈り物と考えると、そのまま\n受け止めたくなる誘惑も…","6","0","0","0","0","1007007","1007007038","1"
"0","91","","","","","","","1007007","1007007039",""
"113411","3","svd_idle_sad","1","","","0.2","","1007007","1007007040",""
"113511","3","svd_talk_anger","1","","","0.2","","1007007","1007007041",""
"vo_svd","21","vo_svd_0725","0","0","","","","1007007","1007007042",""
"113511","11","ダメだよ！　誘惑を振り切って\n私たちはボールを返すの！\nそれが…","7","0","0","0","0","1007007","1007007043","1"
"4.2","93","","","","","","","1007007","1007007044",""
"113511","3","svd_talk_sad","1","","","0.2","","1007007","1007007045",""
"1007007043","91","","","","","","","1007007","1007007046",""
"113511","3","svd_idle_sad","1","","","0.2","","1007007","1007007047",""
"113411","3","svd_talk_sad","1","","","0.2","","1007007","1007007048",""
"vo_svd","21","vo_svd_0726","0","0","","","","1007007","1007007049",""
"113411","11","ビーチバレー…\nなんて酷なスポーツ…","5","0","0","0","0","1007007","1007007050","1"
"0","91","","","","","","","1007007","1007007051",""
"113411","3","svd_idle_sad","1","","","0.2","","1007007","1007007052",""
"","102","","","","","","","1007007","1007007053",""
"1","93","","","","","","","1007007","1007007054",""
"113511","12","13","1","","","0","0","1007007","1007007055",""
"113511","3","svd_talk_normal","1","","","0.2","","1007007","1007007056",""
"3","93","","","","","","","1007007","1007007057",""
"113511","3","svd_idle_normal","1","","","0.2","","1007007","1007007058",""
"113411","12","12","1","","","0","0","1007007","1007007059",""
"113411","3","svd_talk_sad","1","","1","0.2","","1007007","1007007060",""
"3","93","","","","","","","1007007","1007007061",""
"113411","3","svd_idle_sad","1","","1","0.2","","1007007","1007007062",""
"113511","12","4","1","","","0","0","1007007","1007007063",""
"113511","3","svd_talk_anger","1","","","0.2","","1007007","1007007064",""
"3","93","","","","","","","1007007","1007007065",""
"113511","3","svd_idle_wish","1","","","0.2","","1007007","1007007066",""
"113411","12","11","1","","","0","0","1007007","1007007067",""
"113411","3","svd_talk_wish","1","","1","0.2","","1007007","1007007068",""
"3","93","","","","","","","1007007","1007007069",""
"113411","3","svd_idle_wish","1","","1","0.2","","1007007","1007007070",""
"1007007055","101","","","","","","","1007007","1007007071",""
"333","6","1","1","1","0","1","0","1007007","1007007072",""
"113511","4","1","","","","","","1007007","1007007073",""
"113511","3","svd_run","1","","","0.2","","1007007","1007007074",""
"113511","2","-750","-300","0.8","0","","","1007007","1007007075",""
"113411","4","0","","","","","","1007007","1007007076",""
"113411","3","svd_run","1","","","0.2","","1007007","1007007077",""
"113411","2","750","-300","0.8","0","","","1007007","1007007078",""
"0.6","93","","","","","","","1007007","1007007079",""
"113511","6","1","1","1","0","0.2","0","1007007","1007007080",""
"113411","6","1","1","1","0","0.2","0","1007007","1007007081",""
"0","91","","","","","","","1007007","1007007082",""
"2","5","113511","100","-650","-300","2.08","0","1007008","1007008001","svd_idle_normal"
"1","5","113411","100","650","-300","2.08","1","1007008","1007008002","svd_idle_normal"
"3","5","333","0","0","0","1","0","1007008","1007008003","svd_white_loop"
"333","6","1","1","1","0","0","0","1007008","1007008004",""
"113511","6","1","1","1","0","0","0","1007008","1007008005",""
"113411","6","1","1","1","0","0","0","1007008","1007008006",""
"1","93","","","","","","","1007008","1007008007",""
"333","6","1","1","1","0.4","0.8","0","1007008","1007008008",""
"113511","3","svd_walk_sad","1","","","0.2","","1007008","1007008009",""
"113511","2","-250","-300","2","0","","","1007008","1007008010",""
"113511","6","1","1","1","1","0.4","0","1007008","1007008011",""
"113411","3","svd_walk_sad","1","","","0.2","","1007008","1007008012",""
"113411","2","250","-300","2","0","","","1007008","1007008013",""
"113411","6","1","1","1","1","0.4","0","1007008","1007008014",""
"2","93","","","","","","","1007008","1007008015",""
"0","91","","","","","","","1007008","1007008016",""
"113411","3","svd_idle_sad","1","","","0.2","","1007008","1007008017",""
"113511","3","svd_idle_sad","1","","","0.2","","1007008","1007008018",""
"0.6","93","","","","","","","1007008","1007008019",""
"113511","3","svd_talk_sad","1","","","0.2","","1007008","1007008020",""
"vo_svd","21","vo_svd_0821","0","0","","","","1007008","1007008021",""
"113511","11","ついに…\n終わってしまったのですね…","6","0","0","0","0","1007008","1007008022","1"
"0","91","","","","","","","1007008","1007008023",""
"113511","3","svd_idle_sad","1","","","0.2","","1007008","1007008024",""
"113411","3","svd_talk_sad","1","","","0.2","","1007008","1007008025",""
"vo_svd","21","vo_svd_0822","0","0","","","","1007008","1007008026",""
"113411","11","弟くんのがんばりを\n見届けられて\nうれしい気持ちと…","6","0","0","0","0","1007008","1007008027","1"
"0","91","","","","","","","1007008","1007008028",""
"113411","3","svd_idle_sad","1","","","0.2","","1007008","1007008029",""
"113511","3","svd_talk_sad","1","","","0.2","","1007008","1007008030",""
"vo_svd","21","vo_svd_0823","0","0","","","","1007008","1007008031",""
"113511","11","もう戻らない一度きりの夏への\n切なさが…","6","0","0","0","0","1007008","1007008032","1"
"0","91","","","","","","","1007008","1007008033",""
"113511","3","svd_idle_sad","1","","","0.2","","1007008","1007008034",""
"113411","3","svd_talk_anger","1","","","0.2","","1007008","1007008035",""
"vo_svd","21","vo_svd_0824","0","0","","","","1007008","1007008036",""
"113411","11","ダメ！　エリコちゃん！\n教室に向かう弟くんを\n笑って見送ろう！","6","0","0","0","0","1007008","1007008037","1"
"4","93","","","","","","","1007008","1007008038",""
"113411","3","svd_talk_guts2","0","svd_idle_guts2","1","0.2","0.2","1007008","1007008039",""
"1007008037","91","","","","","","","1007008","1007008040",""
"113411","3","svd_idle_wish","1","","","0.2","","1007008","1007008041",""
"113511","3","svd_talk_thinking","1","","","0.2","","1007008","1007008042",""
"vo_svd","21","vo_svd_0825","0","0","","","","1007008","1007008043",""
"113511","11","そうですね…！\nそれこそがあのおかたのため。","6","0","0","0","0","1007008","1007008044","1"
"3.5","93","","","","","","","1007008","1007008045",""
"113511","3","svd_talk_guts2","0","svd_idle_guts2","1","0.2","0.2","1007008","1007008046",""
"1007008044","91","","","","","","","1007008","1007008047",""
"113511","3","svd_idle_wish","1","","","0.2","","1007008","1007008048",""
"113411","3","svd_cmn_smile1","0","svd_idle_wish","1","0.2","0.2","1007008","1007008049",""
"vo_svd","21","vo_svd_0826","0","0","","","","1007008","1007008050",""
"113411","11","いってらっしゃい！\n弟くん！","7","0","0","0","0","1007008","1007008051","1"
"0","91","","","","","","","1007008","1007008052",""
"113411","3","svd_idle_wish","1","","","0.2","","1007008","1007008053",""
"113511","3","svd_talk_wish2","1","","","0.2","","1007008","1007008054",""
"vo_svd","21","vo_svd_0827","0","0","","","","1007008","1007008055",""
"113511","11","私たちはいつでもどこでも\nあなた様を見守って\nおりますわ…！","7","0","0","0","0","1007008","1007008056","1"
"3","93","","","","","","","1007008","1007008057",""
"113511","3","svd_obsession2","0","svd_idle_wish2","1","0.2","0.2","1007008","1007008058",""
"1007008056","91","","","","","","","1007008","1007008059",""
"","102","","","","","","","1007008","1007008060",""
"1","93","","","","","","","1007008","1007008061",""
"113411","12","10","1","","","0","0","1007008","1007008062",""
"113411","3","svd_talk_normal","1","","","0.2","","1007008","1007008063",""
"3","93","","","","","","","1007008","1007008064",""
"113411","3","svd_idle_normal","1","","","0.2","","1007008","1007008065",""
"113511","12","12","1","","","0","0","1007008","1007008066",""
"113511","3","svd_talk_sad","1","","1","0.2","","1007008","1007008067",""
"3","93","","","","","","","1007008","1007008068",""
"113511","3","svd_idle_sad","1","","1","0.2","","1007008","1007008069",""
"113411","12","7","1","","","0","0","1007008","1007008070",""
"113411","3","svd_talk_guts2","0","svd_idle_guts2","1","0.2","0.2","1007008","1007008071",""
"3","93","","","","","","","1007008","1007008072",""
"113411","3","svd_idle_guts2","1","","","0.2","","1007008","1007008073",""
"113511","12","7","1","","","0","0","1007008","1007008074",""
"113511","3","svd_talk_wish","1","","1","0.2","","1007008","1007008075",""
"3","93","","","","","","","1007008","1007008076",""
"113511","3","svd_idle_wish","1","","1","0.2","","1007008","1007008077",""
"1007008062","101","","","","","","","1007008","1007008078",""
"333","6","1","1","1","0","1","0","1007008","1007008079",""
"113511","4","1","","","","","","1007008","1007008080",""
"113511","3","svd_run","1","","","0.2","","1007008","1007008081",""
"113511","2","-750","-300","0.8","0","","","1007008","1007008082",""
"113411","4","0","","","","","","1007008","1007008083",""
"113411","3","svd_run","1","","","0.2","","1007008","1007008084",""
"113411","2","750","-300","0.8","0","","","1007008","1007008085",""
"0.6","93","","","","","","","1007008","1007008086",""
"113511","6","1","1","1","0","0.2","0","1007008","1007008087",""
"113411","6","1","1","1","0","0.2","0","1007008","1007008088",""
"0","91","","","","","","","1007008","1007008089",""
