6f1ad0beb2aa9434327f1291faa528e1629bdb3f52effbbc31534508e0e10a1b,a9a307a151b1e75d3115ebdcddde43fa69749f341e8a673c813399d4815ac2fc,75a248fb8d4e13db845f432318fed353275f69ea373d0b18cd90cab548120f80,4bf07342da246ebe98a176f66bbf52e48da732bff43e3956d76f4ec18c95f7b4,db90e33b660c3e2c1d841f3894c00da86e047333d7515343d8c6a4ff17635855,14e9c632f676231d311c780405688493aa6cc67c39669d60e7ff80c2caa3388d
"敗北1","","100901","vo_btl_100901_lose_001","vo_btl_100901","10090104"
"敗北2","","100901","vo_btl_100901_lose_002","vo_btl_100901","10090105"
"敗北3","","100901","vo_btl_100901_lose_003","vo_btl_100901","10090106"
"気絶1","","100901","vo_btl_100901_retire_001","vo_btl_100901","10090107"
"気絶2","","100901","vo_btl_100901_retire_002","vo_btl_100901","10090108"
"気絶3","","100901","vo_btl_100901_retire_003","vo_btl_100901","10090109"
"スキルカットイン1","","100901","vo_btl_100901_cutin_001","vo_btl_100901","10090110"
"スキルカットイン2","","100901","vo_btl_100901_cutin_002","vo_btl_100901","10090111"
"スキルカットイン3","","100901","vo_btl_100901_cutin_003","vo_btl_100901","10090112"
"ユニオンバースト1","","100901","vo_btl_100901_skill_000_001","vo_btl_100901","10090113"
"ユニオンバースト2","","100901","vo_btl_100901_skill_000_002","vo_btl_100901","10090114"
"ユニオンバースト3","","100901","vo_btl_100901_skill_000_003","vo_btl_100901","10090115"
"バトルスタート","","100901","vo_btl_100901_wavestart","vo_btl_100901","10090116"
"次のwaveへ","","100901","vo_btl_100901_nextwave","vo_btl_100901","10090117"
"最終waveへ","","100901","vo_btl_100901_lastwave","vo_btl_100901","10090118"
"バトルへのローディング","","100901","vo_cmn_100901_battlestart_001","vo_cmn_100901","10090119"
"バトル結果1","","100901","vo_cmn_100901_battleresult_001","vo_cmn_100901","10090120"
"バトル結果2","","100901","vo_cmn_100901_battleresult_002","vo_cmn_100901","10090121"
"マイページ1","","100901","vo_cmn_100901_mypage_001","vo_cmn_100901","10090122"
"マイページ2","","100901","vo_cmn_100901_mypage_002","vo_cmn_100901","10090123"
"マイページ3","","100901","vo_cmn_100901_mypage_003","vo_cmn_100901","10090124"
"マイページ4","","100901","vo_cmn_100901_mypage_004","vo_cmn_100901","10090125"
"マイページ5","","100901","vo_cmn_100901_mypage_005","vo_cmn_100901","10090126"
"ガチャ登場セリフ","","100901","vo_cmn_100901_gacha_001","vo_cmn_100901","10090127"
"自己紹介","","100901","vo_cmn_100901_profile_001","vo_cmn_100901","10090128"
"ギルドハウス1","","100901","vo_room_100901_auto_001","vo_room_100901","10090129"
"ギルドハウス2","","100901","vo_room_100901_auto_002","vo_room_100901","10090130"
"ギルドハウス3","","100901","vo_room_100901_auto_003","vo_room_100901","10090131"
"ギルドハウス4","","100901","vo_room_100901_auto_004","vo_room_100901","10090132"
"ギルドハウス5","","100901","vo_room_100901_auto_005","vo_room_100901","10090133"
"ギルドハウスタップ1","","100901","vo_room_100901_tap_001","vo_room_100901","10090134"
"ギルドハウスタップ2","","100901","vo_room_100901_tap_002","vo_room_100901","10090135"
"ギルドハウスタップ3","","100901","vo_room_100901_tap_003","vo_room_100901","10090136"
"ギルドハウスタップ4","","100901","vo_room_100901_tap_004","vo_room_100901","10090137"
"勝利1","","100902","vo_btl_100902_win_001","vo_btl_100902","10090201"
"勝利2","","100902","vo_btl_100902_win_002","vo_btl_100902","10090202"
"勝利3","","100902","vo_btl_100902_win_003","vo_btl_100902","10090203"
"敗北1","","100902","vo_btl_100902_lose_001","vo_btl_100902","10090204"
"敗北2","","100902","vo_btl_100902_lose_002","vo_btl_100902","10090205"
"敗北3","","100902","vo_btl_100902_lose_003","vo_btl_100902","10090206"
"気絶1","","100902","vo_btl_100902_retire_001","vo_btl_100902","10090207"
"気絶2","","100902","vo_btl_100902_retire_002","vo_btl_100902","10090208"
"気絶3","","100902","vo_btl_100902_retire_003","vo_btl_100902","10090209"
"スキルカットイン1","","100902","vo_btl_100902_cutin_001","vo_btl_100902","10090210"
"スキルカットイン2","","100902","vo_btl_100902_cutin_002","vo_btl_100902","10090211"
"スキルカットイン3","","100902","vo_btl_100902_cutin_003","vo_btl_100902","10090212"
"ユニオンバースト1","","100902","vo_btl_100902_skill_000_001","vo_btl_100902","10090213"
"ユニオンバースト2","","100902","vo_btl_100902_skill_000_002","vo_btl_100902","10090214"
"ユニオンバースト3","","100902","vo_btl_100902_skill_000_003","vo_btl_100902","10090215"
"バトルスタート","","100902","vo_btl_100902_wavestart","vo_btl_100902","10090216"
"次のwaveへ","","100902","vo_btl_100902_nextwave","vo_btl_100902","10090217"
"最終waveへ","","100902","vo_btl_100902_lastwave","vo_btl_100902","10090218"
"バトルへのローディング","","100902","vo_cmn_100902_battlestart_001","vo_cmn_100902","10090219"
"バトル結果1","","100902","vo_cmn_100902_battleresult_001","vo_cmn_100902","10090220"
"バトル結果2","","100902","vo_cmn_100902_battleresult_002","vo_cmn_100902","10090221"
"マイページ1","","100902","vo_cmn_100902_mypage_001","vo_cmn_100902","10090222"
"マイページ2","","100902","vo_cmn_100902_mypage_002","vo_cmn_100902","10090223"
"マイページ3","","100902","vo_cmn_100902_mypage_003","vo_cmn_100902","10090224"
"マイページ4","","100902","vo_cmn_100902_mypage_004","vo_cmn_100902","10090225"
"マイページ5","","100902","vo_cmn_100902_mypage_005","vo_cmn_100902","10090226"
"ガチャ登場セリフ","","100902","vo_cmn_100902_gacha_001","vo_cmn_100902","10090227"
"自己紹介","","100902","vo_cmn_100902_profile_001","vo_cmn_100902","10090228"
"ギルドハウス1","","100902","vo_room_100902_auto_001","vo_room_100902","10090229"
"ギルドハウス2","","100902","vo_room_100902_auto_002","vo_room_100902","10090230"
"ギルドハウス3","","100902","vo_room_100902_auto_003","vo_room_100902","10090231"
"ギルドハウス4","","100902","vo_room_100902_auto_004","vo_room_100902","10090232"
"ギルドハウス5","","100902","vo_room_100902_auto_005","vo_room_100902","10090233"
"ギルドハウスタップ1","","100902","vo_room_100902_tap_001","vo_room_100902","10090234"
"ギルドハウスタップ2","","100902","vo_room_100902_tap_002","vo_room_100902","10090235"
"ギルドハウスタップ3","","100902","vo_room_100902_tap_003","vo_room_100902","10090236"
"ギルドハウスタップ4","","100902","vo_room_100902_tap_004","vo_room_100902","10090237"
"勝利1","","101001","vo_btl_101001_win_001","vo_btl_101001","10100101"
"勝利2","","101001","vo_btl_101001_win_002","vo_btl_101001","10100102"
"勝利3","","101001","vo_btl_101001_win_003","vo_btl_101001","10100103"
"敗北1","","101001","vo_btl_101001_lose_001","vo_btl_101001","10100104"
"敗北2","","101001","vo_btl_101001_lose_002","vo_btl_101001","10100105"
"敗北3","","101001","vo_btl_101001_lose_003","vo_btl_101001","10100106"
"気絶1","","101001","vo_btl_101001_retire_001","vo_btl_101001","10100107"
"気絶2","","101001","vo_btl_101001_retire_002","vo_btl_101001","10100108"
"気絶3","","101001","vo_btl_101001_retire_003","vo_btl_101001","10100109"
"スキルカットイン1","","101001","vo_btl_101001_cutin_001","vo_btl_101001","10100110"
"スキルカットイン2","","101001","vo_btl_101001_cutin_002","vo_btl_101001","10100111"
"スキルカットイン3","","101001","vo_btl_101001_cutin_003","vo_btl_101001","10100112"
"ユニオンバースト1","","101001","vo_btl_101001_skill_000_001","vo_btl_101001","10100113"
"ユニオンバースト2","","101001","vo_btl_101001_skill_000_002","vo_btl_101001","10100114"
"ユニオンバースト3","","101001","vo_btl_101001_skill_000_003","vo_btl_101001","10100115"
"バトルスタート","","101001","vo_btl_101001_wavestart","vo_btl_101001","10100116"
"次のwaveへ","","101001","vo_btl_101001_nextwave","vo_btl_101001","10100117"
"最終waveへ","","101001","vo_btl_101001_lastwave","vo_btl_101001","10100118"
"バトルへのローディング","","101001","vo_cmn_101001_battlestart_001","vo_cmn_101001","10100119"
"バトル結果1","","101001","vo_cmn_101001_battleresult_001","vo_cmn_101001","10100120"
"バトル結果2","","101001","vo_cmn_101001_battleresult_002","vo_cmn_101001","10100121"
"マイページ1","","101001","vo_cmn_101001_mypage_001","vo_cmn_101001","10100122"
"マイページ2","","101001","vo_cmn_101001_mypage_002","vo_cmn_101001","10100123"
"マイページ3","","101001","vo_cmn_101001_mypage_003","vo_cmn_101001","10100124"
"マイページ4","","101001","vo_cmn_101001_mypage_004","vo_cmn_101001","10100125"
"マイページ5","","101001","vo_cmn_101001_mypage_005","vo_cmn_101001","10100126"
"ガチャ登場セリフ","","101001","vo_cmn_101001_gacha_001","vo_cmn_101001","10100127"
"自己紹介","","101001","vo_cmn_101001_profile_001","vo_cmn_101001","10100128"
"ギルドハウス1","","101001","vo_room_101001_auto_001","vo_room_101001","10100129"
"ギルドハウス2","","101001","vo_room_101001_auto_002","vo_room_101001","10100130"
"ギルドハウス3","","101001","vo_room_101001_auto_003","vo_room_101001","10100131"
"ギルドハウス4","","101001","vo_room_101001_auto_004","vo_room_101001","10100132"
"ギルドハウス5","","101001","vo_room_101001_auto_005","vo_room_101001","10100133"
"ギルドハウスタップ1","","101001","vo_room_101001_tap_001","vo_room_101001","10100134"
"ギルドハウスタップ2","","101001","vo_room_101001_tap_002","vo_room_101001","10100135"
"ギルドハウスタップ3","","101001","vo_room_101001_tap_003","vo_room_101001","10100136"
"ギルドハウスタップ4","","101001","vo_room_101001_tap_004","vo_room_101001","10100137"
"勝利1","","101002","vo_btl_101002_win_001","vo_btl_101002","10100201"
"勝利2","","101002","vo_btl_101002_win_002","vo_btl_101002","10100202"
"勝利3","","101002","vo_btl_101002_win_003","vo_btl_101002","10100203"
"敗北1","","101002","vo_btl_101002_lose_001","vo_btl_101002","10100204"
"敗北2","","101002","vo_btl_101002_lose_002","vo_btl_101002","10100205"
"敗北3","","101002","vo_btl_101002_lose_003","vo_btl_101002","10100206"
"気絶1","","101002","vo_btl_101002_retire_001","vo_btl_101002","10100207"
"気絶2","","101002","vo_btl_101002_retire_002","vo_btl_101002","10100208"
"気絶3","","101002","vo_btl_101002_retire_003","vo_btl_101002","10100209"
"スキルカットイン1","","101002","vo_btl_101002_cutin_001","vo_btl_101002","10100210"
"スキルカットイン2","","101002","vo_btl_101002_cutin_002","vo_btl_101002","10100211"
"スキルカットイン3","","101002","vo_btl_101002_cutin_003","vo_btl_101002","10100212"
"ユニオンバースト1","","101002","vo_btl_101002_skill_000_001","vo_btl_101002","10100213"
"ユニオンバースト2","","101002","vo_btl_101002_skill_000_002","vo_btl_101002","10100214"
"ユニオンバースト3","","101002","vo_btl_101002_skill_000_003","vo_btl_101002","10100215"
"バトルスタート","","101002","vo_btl_101002_wavestart","vo_btl_101002","10100216"
"次のwaveへ","","101002","vo_btl_101002_nextwave","vo_btl_101002","10100217"
"最終waveへ","","101002","vo_btl_101002_lastwave","vo_btl_101002","10100218"
"バトルへのローディング","","101002","vo_cmn_101002_battlestart_001","vo_cmn_101002","10100219"
"バトル結果1","","101002","vo_cmn_101002_battleresult_001","vo_cmn_101002","10100220"
"バトル結果2","","101002","vo_cmn_101002_battleresult_002","vo_cmn_101002","10100221"
"マイページ1","","101002","vo_cmn_101002_mypage_001","vo_cmn_101002","10100222"
"マイページ2","","101002","vo_cmn_101002_mypage_002","vo_cmn_101002","10100223"
"マイページ3","","101002","vo_cmn_101002_mypage_003","vo_cmn_101002","10100224"
"マイページ4","","101002","vo_cmn_101002_mypage_004","vo_cmn_101002","10100225"
"マイページ5","","101002","vo_cmn_101002_mypage_005","vo_cmn_101002","10100226"
"ガチャ登場セリフ","","101002","vo_cmn_101002_gacha_001","vo_cmn_101002","10100227"
"自己紹介","","101002","vo_cmn_101002_profile_001","vo_cmn_101002","10100228"
"ギルドハウス1","","101002","vo_room_101002_auto_001","vo_room_101002","10100229"
"ギルドハウス2","","101002","vo_room_101002_auto_002","vo_room_101002","10100230"
"ギルドハウス3","","101002","vo_room_101002_auto_003","vo_room_101002","10100231"
"ギルドハウス4","","101002","vo_room_101002_auto_004","vo_room_101002","10100232"
"ギルドハウス5","","101002","vo_room_101002_auto_005","vo_room_101002","10100233"
"ギルドハウスタップ1","","101002","vo_room_101002_tap_001","vo_room_101002","10100234"
"ギルドハウスタップ2","","101002","vo_room_101002_tap_002","vo_room_101002","10100235"
"ギルドハウスタップ3","","101002","vo_room_101002_tap_003","vo_room_101002","10100236"
"ギルドハウスタップ4","","101002","vo_room_101002_tap_004","vo_room_101002","10100237"
"勝利1","","101101","vo_btl_101101_win_001","vo_btl_101101","10110101"
"勝利2","","101101","vo_btl_101101_win_002","vo_btl_101101","10110102"
"勝利3","","101101","vo_btl_101101_win_003","vo_btl_101101","10110103"
"敗北1","","101101","vo_btl_101101_lose_001","vo_btl_101101","10110104"
"敗北2","","101101","vo_btl_101101_lose_002","vo_btl_101101","10110105"
"敗北3","","101101","vo_btl_101101_lose_003","vo_btl_101101","10110106"
"気絶1","","101101","vo_btl_101101_retire_001","vo_btl_101101","10110107"
"気絶2","","101101","vo_btl_101101_retire_002","vo_btl_101101","10110108"
"気絶3","","101101","vo_btl_101101_retire_003","vo_btl_101101","10110109"
"スキルカットイン1","","101101","vo_btl_101101_cutin_001","vo_btl_101101","10110110"
"スキルカットイン2","","101101","vo_btl_101101_cutin_002","vo_btl_101101","10110111"
"スキルカットイン3","","101101","vo_btl_101101_cutin_003","vo_btl_101101","10110112"
"ユニオンバースト1","","101101","vo_btl_101101_skill_000_001","vo_btl_101101","10110113"
"ユニオンバースト2","","101101","vo_btl_101101_skill_000_002","vo_btl_101101","10110114"
"ユニオンバースト3","","101101","vo_btl_101101_skill_000_003","vo_btl_101101","10110115"
"バトルスタート","","101101","vo_btl_101101_wavestart","vo_btl_101101","10110116"
"次のwaveへ","","101101","vo_btl_101101_nextwave","vo_btl_101101","10110117"
"最終waveへ","","101101","vo_btl_101101_lastwave","vo_btl_101101","10110118"
"バトルへのローディング","","101101","vo_cmn_101101_battlestart_001","vo_cmn_101101","10110119"
"バトル結果1","","101101","vo_cmn_101101_battleresult_001","vo_cmn_101101","10110120"
"バトル結果2","","101101","vo_cmn_101101_battleresult_002","vo_cmn_101101","10110121"
"マイページ1","","101101","vo_cmn_101101_mypage_001","vo_cmn_101101","10110122"
"マイページ2","","101101","vo_cmn_101101_mypage_002","vo_cmn_101101","10110123"
"マイページ3","","101101","vo_cmn_101101_mypage_003","vo_cmn_101101","10110124"
"マイページ4","","101101","vo_cmn_101101_mypage_004","vo_cmn_101101","10110125"
"マイページ5","","101101","vo_cmn_101101_mypage_005","vo_cmn_101101","10110126"
"ガチャ登場セリフ","","101101","vo_cmn_101101_gacha_001","vo_cmn_101101","10110127"
"自己紹介","","101101","vo_cmn_101101_profile_001","vo_cmn_101101","10110128"
"ギルドハウス1","","101101","vo_room_101101_auto_001","vo_room_101101","10110129"
"ギルドハウス2","","101101","vo_room_101101_auto_002","vo_room_101101","10110130"
"ギルドハウス3","","101101","vo_room_101101_auto_003","vo_room_101101","10110131"
"ギルドハウス4","","101101","vo_room_101101_auto_004","vo_room_101101","10110132"
"ギルドハウス5","","101101","vo_room_101101_auto_005","vo_room_101101","10110133"
"ギルドハウスタップ1","","101101","vo_room_101101_tap_001","vo_room_101101","10110134"
"ギルドハウスタップ2","","101101","vo_room_101101_tap_002","vo_room_101101","10110135"
"ギルドハウスタップ3","","101101","vo_room_101101_tap_003","vo_room_101101","10110136"
"ギルドハウスタップ4","","101101","vo_room_101101_tap_004","vo_room_101101","10110137"
"勝利1","","101102","vo_btl_101102_win_001","vo_btl_101102","10110201"
"勝利2","","101102","vo_btl_101102_win_002","vo_btl_101102","10110202"
"勝利3","","101102","vo_btl_101102_win_003","vo_btl_101102","10110203"
"敗北1","","101102","vo_btl_101102_lose_001","vo_btl_101102","10110204"
"敗北2","","101102","vo_btl_101102_lose_002","vo_btl_101102","10110205"
"敗北3","","101102","vo_btl_101102_lose_003","vo_btl_101102","10110206"
"気絶1","","101102","vo_btl_101102_retire_001","vo_btl_101102","10110207"
"気絶2","","101102","vo_btl_101102_retire_002","vo_btl_101102","10110208"
"気絶3","","101102","vo_btl_101102_retire_003","vo_btl_101102","10110209"
"スキルカットイン1","","101102","vo_btl_101102_cutin_001","vo_btl_101102","10110210"
"スキルカットイン2","","101102","vo_btl_101102_cutin_002","vo_btl_101102","10110211"
"スキルカットイン3","","101102","vo_btl_101102_cutin_003","vo_btl_101102","10110212"
"ユニオンバースト1","","101102","vo_btl_101102_skill_000_001","vo_btl_101102","10110213"
"ユニオンバースト2","","101102","vo_btl_101102_skill_000_002","vo_btl_101102","10110214"
"ユニオンバースト3","","101102","vo_btl_101102_skill_000_003","vo_btl_101102","10110215"
"バトルスタート","","101102","vo_btl_101102_wavestart","vo_btl_101102","10110216"
"次のwaveへ","","101102","vo_btl_101102_nextwave","vo_btl_101102","10110217"
"最終waveへ","","101102","vo_btl_101102_lastwave","vo_btl_101102","10110218"
"バトルへのローディング","","101102","vo_cmn_101102_battlestart_001","vo_cmn_101102","10110219"
"バトル結果1","","101102","vo_cmn_101102_battleresult_001","vo_cmn_101102","10110220"
"バトル結果2","","101102","vo_cmn_101102_battleresult_002","vo_cmn_101102","10110221"
"マイページ1","","101102","vo_cmn_101102_mypage_001","vo_cmn_101102","10110222"
"マイページ2","","101102","vo_cmn_101102_mypage_002","vo_cmn_101102","10110223"
"マイページ3","","101102","vo_cmn_101102_mypage_003","vo_cmn_101102","10110224"
"マイページ4","","101102","vo_cmn_101102_mypage_004","vo_cmn_101102","10110225"
"マイページ5","","101102","vo_cmn_101102_mypage_005","vo_cmn_101102","10110226"
"ガチャ登場セリフ","","101102","vo_cmn_101102_gacha_001","vo_cmn_101102","10110227"
"自己紹介","","101102","vo_cmn_101102_profile_001","vo_cmn_101102","10110228"
"ギルドハウス1","","101102","vo_room_101102_auto_001","vo_room_101102","10110229"
"ギルドハウス2","","101102","vo_room_101102_auto_002","vo_room_101102","10110230"
"ギルドハウス3","","101102","vo_room_101102_auto_003","vo_room_101102","10110231"
"ギルドハウス4","","101102","vo_room_101102_auto_004","vo_room_101102","10110232"
"ギルドハウス5","","101102","vo_room_101102_auto_005","vo_room_101102","10110233"
"ギルドハウスタップ1","","101102","vo_room_101102_tap_001","vo_room_101102","10110234"
"ギルドハウスタップ2","","101102","vo_room_101102_tap_002","vo_room_101102","10110235"
"ギルドハウスタップ3","","101102","vo_room_101102_tap_003","vo_room_101102","10110236"
"ギルドハウスタップ4","","101102","vo_room_101102_tap_004","vo_room_101102","10110237"
"勝利1","","101201","vo_btl_101201_win_001","vo_btl_101201","10120101"
"勝利2","","101201","vo_btl_101201_win_002","vo_btl_101201","10120102"
"勝利3","","101201","vo_btl_101201_win_003","vo_btl_101201","10120103"
"敗北1","","101201","vo_btl_101201_lose_001","vo_btl_101201","10120104"
"敗北2","","101201","vo_btl_101201_lose_002","vo_btl_101201","10120105"
"敗北3","","101201","vo_btl_101201_lose_003","vo_btl_101201","10120106"
"気絶1","","101201","vo_btl_101201_retire_001","vo_btl_101201","10120107"
"気絶2","","101201","vo_btl_101201_retire_002","vo_btl_101201","10120108"
"気絶3","","101201","vo_btl_101201_retire_003","vo_btl_101201","10120109"
"スキルカットイン1","","101201","vo_btl_101201_cutin_001","vo_btl_101201","10120110"
"スキルカットイン2","","101201","vo_btl_101201_cutin_002","vo_btl_101201","10120111"
"スキルカットイン3","","101201","vo_btl_101201_cutin_003","vo_btl_101201","10120112"
"ユニオンバースト1","","101201","vo_btl_101201_skill_000_001","vo_btl_101201","10120113"
"ユニオンバースト2","","101201","vo_btl_101201_skill_000_002","vo_btl_101201","10120114"
"ユニオンバースト3","","101201","vo_btl_101201_skill_000_003","vo_btl_101201","10120115"
"バトルスタート","","101201","vo_btl_101201_wavestart","vo_btl_101201","10120116"
"次のwaveへ","","101201","vo_btl_101201_nextwave","vo_btl_101201","10120117"
"最終waveへ","","101201","vo_btl_101201_lastwave","vo_btl_101201","10120118"
"バトルへのローディング","","101201","vo_cmn_101201_battlestart_001","vo_cmn_101201","10120119"
"バトル結果1","","101201","vo_cmn_101201_battleresult_001","vo_cmn_101201","10120120"
"バトル結果2","","101201","vo_cmn_101201_battleresult_002","vo_cmn_101201","10120121"
"マイページ1","","101201","vo_cmn_101201_mypage_001","vo_cmn_101201","10120122"
"マイページ2","","101201","vo_cmn_101201_mypage_002","vo_cmn_101201","10120123"
"マイページ3","","101201","vo_cmn_101201_mypage_003","vo_cmn_101201","10120124"
"マイページ4","","101201","vo_cmn_101201_mypage_004","vo_cmn_101201","10120125"
"マイページ5","","101201","vo_cmn_101201_mypage_005","vo_cmn_101201","10120126"
"ガチャ登場セリフ","","101201","vo_cmn_101201_gacha_001","vo_cmn_101201","10120127"
"自己紹介","","101201","vo_cmn_101201_profile_001","vo_cmn_101201","10120128"
"ギルドハウス1","","101201","vo_room_101201_auto_001","vo_room_101201","10120129"
"ギルドハウス2","","101201","vo_room_101201_auto_002","vo_room_101201","10120130"
"ギルドハウス3","","101201","vo_room_101201_auto_003","vo_room_101201","10120131"
"ギルドハウス4","","101201","vo_room_101201_auto_004","vo_room_101201","10120132"
"ギルドハウス5","","101201","vo_room_101201_auto_005","vo_room_101201","10120133"
"ギルドハウスタップ1","","101201","vo_room_101201_tap_001","vo_room_101201","10120134"
"ギルドハウスタップ2","","101201","vo_room_101201_tap_002","vo_room_101201","10120135"
"ギルドハウスタップ3","","101201","vo_room_101201_tap_003","vo_room_101201","10120136"
"ギルドハウスタップ4","","101201","vo_room_101201_tap_004","vo_room_101201","10120137"
"勝利1","","101202","vo_btl_101202_win_001","vo_btl_101202","10120201"
"勝利2","","101202","vo_btl_101202_win_002","vo_btl_101202","10120202"
"勝利3","","101202","vo_btl_101202_win_003","vo_btl_101202","10120203"
"敗北1","","101202","vo_btl_101202_lose_001","vo_btl_101202","10120204"
"敗北2","","101202","vo_btl_101202_lose_002","vo_btl_101202","10120205"
"敗北3","","101202","vo_btl_101202_lose_003","vo_btl_101202","10120206"
"気絶1","","101202","vo_btl_101202_retire_001","vo_btl_101202","10120207"
"気絶2","","101202","vo_btl_101202_retire_002","vo_btl_101202","10120208"
"気絶3","","101202","vo_btl_101202_retire_003","vo_btl_101202","10120209"
"スキルカットイン1","","101202","vo_btl_101202_cutin_001","vo_btl_101202","10120210"
"スキルカットイン2","","101202","vo_btl_101202_cutin_002","vo_btl_101202","10120211"
"スキルカットイン3","","101202","vo_btl_101202_cutin_003","vo_btl_101202","10120212"
"ユニオンバースト1","","101202","vo_btl_101202_skill_000_001","vo_btl_101202","10120213"
"ユニオンバースト2","","101202","vo_btl_101202_skill_000_002","vo_btl_101202","10120214"
"ユニオンバースト3","","101202","vo_btl_101202_skill_000_003","vo_btl_101202","10120215"
"バトルスタート","","101202","vo_btl_101202_wavestart","vo_btl_101202","10120216"
"次のwaveへ","","101202","vo_btl_101202_nextwave","vo_btl_101202","10120217"
"最終waveへ","","101202","vo_btl_101202_lastwave","vo_btl_101202","10120218"
"バトルへのローディング","","101202","vo_cmn_101202_battlestart_001","vo_cmn_101202","10120219"
"バトル結果1","","101202","vo_cmn_101202_battleresult_001","vo_cmn_101202","10120220"
"バトル結果2","","101202","vo_cmn_101202_battleresult_002","vo_cmn_101202","10120221"
"マイページ1","","101202","vo_cmn_101202_mypage_001","vo_cmn_101202","10120222"
"マイページ2","","101202","vo_cmn_101202_mypage_002","vo_cmn_101202","10120223"
"マイページ3","","101202","vo_cmn_101202_mypage_003","vo_cmn_101202","10120224"
"マイページ4","","101202","vo_cmn_101202_mypage_004","vo_cmn_101202","10120225"
"マイページ5","","101202","vo_cmn_101202_mypage_005","vo_cmn_101202","10120226"
"ガチャ登場セリフ","","101202","vo_cmn_101202_gacha_001","vo_cmn_101202","10120227"
"自己紹介","","101202","vo_cmn_101202_profile_001","vo_cmn_101202","10120228"
"ギルドハウス1","","101202","vo_room_101202_auto_001","vo_room_101202","10120229"
"ギルドハウス2","","101202","vo_room_101202_auto_002","vo_room_101202","10120230"
"ギルドハウス3","","101202","vo_room_101202_auto_003","vo_room_101202","10120231"
"ギルドハウス4","","101202","vo_room_101202_auto_004","vo_room_101202","10120232"
"ギルドハウス5","","101202","vo_room_101202_auto_005","vo_room_101202","10120233"
"ギルドハウスタップ1","","101202","vo_room_101202_tap_001","vo_room_101202","10120234"
"ギルドハウスタップ2","","101202","vo_room_101202_tap_002","vo_room_101202","10120235"
"ギルドハウスタップ3","","101202","vo_room_101202_tap_003","vo_room_101202","10120236"
"ギルドハウスタップ4","","101202","vo_room_101202_tap_004","vo_room_101202","10120237"
"勝利1","","101601","vo_btl_101601_win_001","vo_btl_101601","10160101"
"勝利2","","101601","vo_btl_101601_win_002","vo_btl_101601","10160102"
"勝利3","","101601","vo_btl_101601_win_003","vo_btl_101601","10160103"
"敗北1","","101601","vo_btl_101601_lose_001","vo_btl_101601","10160104"
"敗北2","","101601","vo_btl_101601_lose_002","vo_btl_101601","10160105"
"敗北3","","101601","vo_btl_101601_lose_003","vo_btl_101601","10160106"
"気絶1","","101601","vo_btl_101601_retire_001","vo_btl_101601","10160107"
"気絶2","","101601","vo_btl_101601_retire_002","vo_btl_101601","10160108"
"気絶3","","101601","vo_btl_101601_retire_003","vo_btl_101601","10160109"
"スキルカットイン1","","101601","vo_btl_101601_cutin_001","vo_btl_101601","10160110"
"スキルカットイン2","","101601","vo_btl_101601_cutin_002","vo_btl_101601","10160111"
"スキルカットイン3","","101601","vo_btl_101601_cutin_003","vo_btl_101601","10160112"
"ユニオンバースト1","","101601","vo_btl_101601_skill_000_001","vo_btl_101601","10160113"
"ユニオンバースト2","","101601","vo_btl_101601_skill_000_002","vo_btl_101601","10160114"
"ユニオンバースト3","","101601","vo_btl_101601_skill_000_003","vo_btl_101601","10160115"
"バトルスタート","","101601","vo_btl_101601_wavestart","vo_btl_101601","10160116"
"次のwaveへ","","101601","vo_btl_101601_nextwave","vo_btl_101601","10160117"
"最終waveへ","","101601","vo_btl_101601_lastwave","vo_btl_101601","10160118"
"バトルへのローディング","","101601","vo_cmn_101601_battlestart_001","vo_cmn_101601","10160119"
"バトル結果1","","101601","vo_cmn_101601_battleresult_001","vo_cmn_101601","10160120"
"バトル結果2","","101601","vo_cmn_101601_battleresult_002","vo_cmn_101601","10160121"
"マイページ1","","101601","vo_cmn_101601_mypage_001","vo_cmn_101601","10160122"
"マイページ2","","101601","vo_cmn_101601_mypage_002","vo_cmn_101601","10160123"
"マイページ3","","101601","vo_cmn_101601_mypage_003","vo_cmn_101601","10160124"
"マイページ4","","101601","vo_cmn_101601_mypage_004","vo_cmn_101601","10160125"
"マイページ5","","101601","vo_cmn_101601_mypage_005","vo_cmn_101601","10160126"
"ガチャ登場セリフ","","101601","vo_cmn_101601_gacha_001","vo_cmn_101601","10160127"
"自己紹介","","101601","vo_cmn_101601_profile_001","vo_cmn_101601","10160128"
"ギルドハウス1","","101601","vo_room_101601_auto_001","vo_room_101601","10160129"
"ギルドハウス2","","101601","vo_room_101601_auto_002","vo_room_101601","10160130"
"ギルドハウス3","","101601","vo_room_101601_auto_003","vo_room_101601","10160131"
"ギルドハウス4","","101601","vo_room_101601_auto_004","vo_room_101601","10160132"
"ギルドハウス5","","101601","vo_room_101601_auto_005","vo_room_101601","10160133"
"ギルドハウスタップ1","","101601","vo_room_101601_tap_001","vo_room_101601","10160134"
"ギルドハウスタップ2","","101601","vo_room_101601_tap_002","vo_room_101601","10160135"
"ギルドハウスタップ3","","101601","vo_room_101601_tap_003","vo_room_101601","10160136"
"ギルドハウスタップ4","","101601","vo_room_101601_tap_004","vo_room_101601","10160137"
"勝利1","","101602","vo_btl_101602_win_001","vo_btl_101602","10160201"
"勝利2","","101602","vo_btl_101602_win_002","vo_btl_101602","10160202"
